prospect_PosCo,prospect_AgID,prospect_MarSt,prospect_Inc,prospect_AddLi1,prospect_Em,prospect_NumCh,prospect_MidInit,prospect_FirN,prospect_LaN,prospect_NuC,prospect_Ci,prospect_Pho,prospect_Gen,prospect_NuCreCa,prospect_St,prospect_AddLi2,prospect_Cou,prospect_CreRa,prospect_OwOReF,prospect_Ag,prospect_NeWor
Xbgykqm,czu7576,M,156048.0,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,Phillips-Van Heusen,2.0,,kpofwgtomgijnm,czuvw,1.0,Oakland,1-352-678-5471,,3.0,IL,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,Canada,348.0,O,38.0,3874445.0
NNCXIBTCXZA,Ghr7577,M,63617.0,BESJDYZDIOIXKDFEHBQXBPW,Wells Fargo,5.0,Z,Biflzgcqpqpbahquomftmjffohpwuy,Ghrlcuscpesuzsdwqfwwbgh,1.0,Billings,1-906-600-9749,,8.0,AZ,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,United States of America,598.0,O,68.0,437353.0
mfwuio,Rwk7578,U,244849.0,Ouopoqztakszwsfkthdbwndfjuqaelyd,Vornado Realty Trust,2.0,,ybdlwlwxispyswbiegrbsqqtywxr,Rwkdeshuwhwvmvmdnckmuvdt,2.0,Pueblo,1-093-018-2851,,9.0,NY,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,United States of America,505.0,O,93.0,2669917.0
Utgwrun,Uwi7579,S,123585.0,Ivwhotvobwkshcixclfobqoljlaqohw,New York Times,3.0,,Capzcewdt,Uwinnbtdd,4.0,Sherbrooke,1-302-096-9321,,7.0,WA,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,United States of America,839.0,R,48.0,1466537.0
Wgulrhctjlg,VXZ7580,S,391134.0,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,Adobe Systems,1.0,,XKBLVBCCYKMIXABVTOTVPZCJRII,VXZTLDNZPYIFIKTIJRXS,1.0,Sacramento,1-915-044-3154,,2.0,GA,CYQWJKJB,United States of America,672.0,U,96.0,991860.0
Srhxvxe,Ayk7581,M,426759.0,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,Valmont Industries,5.0,p,wmknfemsztimaphftadowlmbnp,Aykkkc,5.0,Charlotte,1-040-274-3474,f,3.0,AZ,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,United States of America,696.0,O,58.0,
Dadkihaohc,lho7582,W,451737.0,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,UAL,3.0,,DHLVITRFJDXLTPAGMPMJ,lhodktal,5.0,El Paso,1-678-397-2739,M,5.0,NV,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,United States of America,448.0,O,63.0,1816368.0
Fpoleiod,rzi7583,S,180822.0,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,AFLAC,1.0,,Jdpqutldftwykfyhukveiaimoyyk,rziprpcfwnirtuvrbfnuepq,2.0,Mesa,1-679-345-9939,,9.0,TN,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,United States of America,549.0,O,18.0,565246.0
Cuaieflmccqp,Wds7584,W,205843.0,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,VeraSun Energy,2.0,,Qiwemtdba,Wdsuorykxmvfxupyyjl,4.0,Simi Valley,1-093-616-0613,,0.0,AL,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,United States of America,705.0,O,40.0,1899339.0
qiraymmapgf,Xsj7585,M,470985.0,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,Magellan Health Services,3.0,f,JQKEDISZ,Xsjypvyfoqbiq,4.0,St. Catharines,1-546-131-8988,M,6.0,TX,ccfzcxohrhrcnypedmhjovjyjrxi,United States of America,387.0,O,29.0,3873239.0
Tsynomgib,Lux7586,U,318225.0,Nhgrkzjzcrjcerkwrugwul,Emcor Group,1.0,v,Gfuwa,Luxkby,2.0,Washington,1-477-186-7432,,7.0,WV,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,United States of America,359.0,,21.0,767547.0
Amudllk,wxw7587,M,326044.0,,Peabody Energy,2.0,,CTTUYHUUMMDTX,wxwhwasadsmxchyhlgrvnurte,2.0,Chula Vista,1-965-848-6954,f,9.0,ND,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,Canada,494.0,O,41.0,1027999.0
ELQKT,pfz7588,M,,uiaoi,State Farm Insurance Cos.,1.0,e,Wvtqm,pfzjoarqopfjtzjalxxxeq,1.0,Montpelier,1-622-866-0937,m,10.0,Saskatchewan,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,United States of America,345.0,,56.0,3428495.0
Oiwac,hlx7589,M,187282.0,Wwonzdtvwkn,Humana,0.0,,xuwgpsvzcpxtoerndtr,hlxshqpvshstjerwclb,2.0,Mesa,1-040-217-2014,M,10.0,VA,REHWDWEP,United States of America,402.0,O,33.0,1827180.0
Dqgzinvuxxy,nyb7590,M,,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,News Corp.,0.0,,Hnnzpokbygacjjgybkskf,nybiaaw,2.0,New Haven,1-101-684-2373,,3.0,ND,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,United States of America,579.0,O,96.0,2070007.0
Nchaajfkjvx,Ltt7591,,,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,Torchmark,0.0,O,qsnivsknktiwjpqwnrlgftnmsrxkjc,Lttvvpjjavydrmbt,2.0,Indianapolis,1-386-426-5849,,2.0,ND,DIMPFMEBDNHBCT,United States of America,569.0,O,35.0,
XEDMBUAMGXKH,gsz7592,W,306946.0,cezvfwtftwlwfrgrpxtuejvrgucexe,Rock-Tenn,4.0,,pygsfvfpeofkdcugfvxdsqgmcgebfp,gszunimggpyfjzmivbwizzftuen,0.0,Stockton,1-598-816-0126,,9.0,MS,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,United States of America,745.0,O,40.0,3596263.0
crxbrlj,Kwp7593,D,99663.0,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,AGCO,,,Zgxsuo,Kwpztgkknktyvdks,0.0,Louisville,1-770-379-7700,,1.0,WY,DVYTEPWCABNSGPTLJEMPQLTEWM,,320.0,U,10.0,3719999.0
Eytubbwi,AGM7594,M,482013.0,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,,4.0,D,ganifmdaqbltccwbqijtkypcetuq,AGMCLBCUEPVBRKDKWAGBCFOLYET,2.0,Atlanta,,,4.0,MA,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,United States of America,591.0,R,59.0,3058439.0
Lwftldizl,Ocn7595,M,180476.0,Ctgihaqlm,United Stationers,0.0,u,IYCOMORWDFSEKN,Ocnds,1.0,Milwaukee,1-628-245-6238,m,10.0,AK,,United States of America,,U,70.0,2592932.0
GSSFZNBZL,Cmw7596,M,285682.0,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,McCormick,5.0,,vdvdlfz,Cmweamsabhudajyhpsohkpzcy,4.0,Fort Smith,1-813-787-2611,F,5.0,PA,qlgnszfowrbrkuurrmjrfnfaeulhneecv,United States of America,417.0,,69.0,1471273.0
Nrnqtmjz,Dit7597,M,455032.0,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,National Life Group,5.0,V,Sbwymtnwzhffkwjczlsnvrtcv,Ditjvpiidkjkvxssfnctzcczb,0.0,Knoxville,1-362-897-1162,,8.0,MA,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,United States of America,338.0,R,96.0,
Rzjxvum,Rmm7598,S,356141.0,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,Hasbro,,S,qjjwbffbgxilxyarhjwdvo,Rmmasnivkq,3.0,Idaho Falls,1-952-919-4878,,9.0,DC,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,United States of America,340.0,O,9.0,2410816.0
Accezkuzqrif,ekj7599,U,165667.0,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,Tupperware Brands,3.0,,JIXUQX,ekjvgcmzgobzeerrpfgefwvxlvfcua,3.0,Jacksonville,1-145-214-8009,,5.0,RI,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,Canada,738.0,U,39.0,1059543.0
LNZZPGOTEG,wcq7600,S,459767.0,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,Covance,2.0,A,Eqrxuc,wcqqbslcxugdqpbzbmbqvlahw,0.0,Stockton,1-328-944-9786,,7.0,MA,MIMWGPPF,United States of America,597.0,O,31.0,379282.0
YINOHET,Klc7601,M,106459.0,RSSNUTWWLOKIHRRTPEAFTLBF,Interactive Brokers Group,2.0,,PDAXUXBMPOVTKJUR,Klcanpomjmuwosnasroukafsxtufz,2.0,Thousand Oaks,1-899-864-9421,f,4.0,Alberta,Xpannac,United States of America,603.0,R,64.0,3271265.0
ddgkyv,Jrd7602,D,51021.0,Sachwqwddeyfxvagihsjxtcsibaejb,SkyWest,1.0,,Adftxl,Jrdmn,,Nashua,1-877-997-8896,,5.0,AR,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,,662.0,U,38.0,1530364.0
Seiksuhglhj,GDQ7603,W,494931.0,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,Best Buy,4.0,,Gaksvvggpbleteofow,GDQESTOSFCKVLPZEQPNFIKQLTXB,2.0,Tallahassee,1-750-900-0823,,0.0,VA,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,United States of America,838.0,R,47.0,3731860.0
Ytgghhaxc,fnm7604,M,429859.0,Sbutxmtwkb,Sears Holdings,2.0,,Ijstknxzfzsvqmy,fnmqzceohwapysohiuofkhjpwzgv,5.0,Brownsville,,,9.0,OR,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,United States of America,791.0,O,,2488858.0
Ajlcdadx,Ymu7605,S,,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,Frontier Oil,4.0,e,jvhwyzbcwdrrqmlbvpjwbohhemm,Ymuvinagbzdhiwglzfacood,1.0,Charlotte,1-347-704-7823,,7.0,ID,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,Canada,692.0,O,76.0,2301347.0
Daivf,Pxj7606,W,464086.0,mnkidgiyajigobghpnkdvauwiubpjb,Automatic Data Processing,3.0,R,nhhjbqktsr,Pxjmfwpwm,0.0,Oakland,1-228-976-2888,,8.0,IA,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,,673.0,O,60.0,1736571.0
xrquzcptycg,Rsd7607,U,207651.0,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,,,M,Lmhtjwddyqbzlxgv,Rsdlvo,3.0,Fort Wayne,,,7.0,TN,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,Canada,331.0,O,73.0,2399483.0
shigmwk,Qqh7608,U,260418.0,Fmrydeogisvvtrpsfonolelpnqcbkrr,Comerica,,,BXFLGQTJSJDQAUCXXJXWHTQU,Qqhwdyopkfs,4.0,Chula Vista,1-760-429-1328,,2.0,Nova Scotia,BPPKDY,United States of America,744.0,O,37.0,2982744.0
enehob,udq7609,M,,Xhggtfwyslxvgeiuzjfxewcsweefq,Baldor Electric,1.0,Q,Tlaihggmhfiuezhjgps,udqexswxytatsvxw,5.0,Peoria,1-253-879-8833,,6.0,Ontario,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,United States of America,446.0,U,50.0,1611011.0
RNLAKRXSPA,Ghl7610,M,316963.0,,Commercial Metals,4.0,M,DSRXJZKFJTIVXLBAX,Ghlflxgkavpsqvkpun,0.0,Lexington,1-401-256-3483,,0.0,MD,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,Canada,,O,0.0,2999167.0
Hlezt,mtk7611,W,84046.0,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,,,Annsrbdzywmpqvigpn,mtkfmxripistepftjaxfosviokgqsf,5.0,Salem,1-175-910-8245,f,,AR,Xuqmcmxaigbk,Canada,,O,,
Iyqmkpcjx,QIY7612,M,368990.0,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,Molina Healthcare,3.0,,Mrawpcvb,QIYQRALNIIONMKDZB,0.0,San Jose,1-565-191-3419,,9.0,Saskatchewan,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,United States of America,723.0,O,,3307491.0
klgnkcaedht,Ohz7613,S,124382.0,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,Plains All American Pipeline,0.0,,yociu,Ohzpaqjtc,2.0,Kansas City,1-921-688-5401,,2.0,OH,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,Canada,348.0,O,81.0,2057260.0
Jsombikj,djg7614,M,9263.0,Gvdteormavfflajkedaclod,Agilent Technologies,0.0,,DQNVNWPYSMLDGXJVBUHUKDLRSLN,djgtucxplpftr,2.0,Windsor,1-925-155-0170,,,VA,EECYCMJAJGNQBRSKW,United States of America,666.0,O,52.0,53179.0
Xtckbvng,Iad7615,M,334181.0,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,AutoZone,4.0,,wfnjfn,Iaduje,2.0,Chicago,1-185-691-2951,,3.0,ID,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,United States of America,,U,68.0,690086.0
YPUWSVRD,EMG7616,M,314001.0,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,,1.0,H,WWWEN,EMGQKGEOTCGAFGDZVTRUAVGZYPM,0.0,Evansville,1-067-518-3854,,8.0,WI,hgandkyzsnb,United States of America,844.0,R,,2025465.0
Ifxvsnt,Hjn7617,M,168309.0,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,Universal Health Services,4.0,,Krjcfgq,Hjnljezrxojeaoustvawackahexa,1.0,Honolulu,1-188-554-1671,,8.0,MS,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,Canada,766.0,O,36.0,695307.0
EAOJPQVWBNZ,CYP7618,M,322765.0,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,Time Warner,4.0,D,Fxmpengjsaf,CYPTBBGPWKKKFNOUHJ,2.0,Cleveland,1-168-215-2223,M,10.0,OK,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,United States of America,521.0,O,31.0,3238398.0
fhirgl,KPN7619,W,311253.0,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,Sealed Air,5.0,h,Eobtk,KPNRNVLRFUTOWOERTCSIRQZ,1.0,Livonia,1-228-022-3056,,7.0,GA,QTWXYHMLBYQ,United States of America,306.0,O,55.0,1213578.0
Lahfziy,Vbi7620,W,140296.0,Blsmawjjdmdamrhqyqgzmbkfa,Sprint Nextel,5.0,x,Abahrdfcbtscoblhaovnjkbx,Vbimifwtrtvb,5.0,Little Rock,1-926-766-1124,,9.0,TN,SDEAIMDWRSKXTFCPHWF,United States of America,411.0,R,66.0,103708.0
tofdjef,ehb7621,M,439984.0,Stofpzwyhkpmuq,,5.0,,bhephgijqbu,ehbcbdctlcspuvwbqveohanmkolbw,1.0,Halifax,1-538-797-1948,F,3.0,SC,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,United States of America,,O,22.0,1086081.0
rckzx,TMQ7622,U,454011.0,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,Quiksilver,0.0,C,KECNVVPGTOXHIGOUAWLHU,TMQACIIUMYYZHYX,5.0,Peoria,1-627-234-0841,F,8.0,AR,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,United States of America,702.0,O,51.0,1349626.0
MMLJKBGXD,Lsb7623,S,191541.0,,Valspar,5.0,y,xppmtvztaifqynlbmofxonnus,Lsbutxufufshmkqnscnhx,1.0,San Jose,1-876-492-0782,a,1.0,MT,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,United States of America,842.0,R,26.0,1083092.0
banusio,Dpz7624,U,,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,Timken,1.0,u,kzntoukktuqqfuyeo,Dpzpfctp,2.0,Charlotte,1-436-946-7319,M,0.0,WY,Lhwkvadxwcjobcggyuighvqlcm,United States of America,528.0,R,100.0,1662799.0
Safkd,Zuj7625,W,,cnckvldjedzgdqhy,,3.0,,TDRLAQZARCGRAMDDMCWP,Zujmcfzznpfohsdp,3.0,Hilo,1-281-780-2897,,5.0,WY,,United States of America,300.0,R,13.0,3548540.0
DHTLWJDXLRW,Jqk7626,S,269215.0,,Occidental Petroleum,1.0,,shbaeyxyrjfietruntrdeyqkc,Jqkozdva,2.0,Yonkers,1-421-286-4139,,7.0,WV,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,United States of America,752.0,O,11.0,881414.0
RORIUHK,ijb7627,M,193126.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,,4.0,,Zururxrihusergiba,ijbcvbgglqupyentiqncsnswyygl,0.0,Modesto,1-908-354-2709,m,0.0,CA,Alukohji,Canada,303.0,O,62.0,1712200.0
bxgwhohh,NMO7628,M,462618.0,qehomraquwxrkb,Massey Energy,5.0,U,QZLCPVRKZMTENMREVZT,NMOXMHMVUDGY,3.0,Louisville,1-466-560-2530,F,10.0,Alberta,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,United States of America,418.0,O,13.0,847446.0
SRARKMXOD,Tef7629,W,212026.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,Weyerhaeuser,3.0,,dvbflygvxrizbclmqwoajkvnzoufc,Tefewe,3.0,Eugene,1-578-686-8082,f,4.0,New Brunswick,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,United States of America,667.0,O,23.0,344294.0
hwugfvlttol,Sdj7630,D,371024.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,National Fuel Gas,4.0,Z,mtnubdnrdoivcuqmapqhtvzkixw,Sdjhq,1.0,Buffalo,1-166-077-1436,,7.0,British Columbia,Kxxipkohacffav,United States of America,441.0,U,51.0,1534879.0
zgsllav,Pbr7631,U,235810.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,Pep Boys,2.0,,Nzljqsbgutsixlosfedpmlzl,Pbrfgfdwedgrmifitr,3.0,Santa Fe,1-535-320-1881,m,0.0,DE,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,United States of America,471.0,O,2.0,3897101.0
Mszwfhpj,Ice7632,W,347270.0,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,Neiman Marcus,,,Ealrdsynhtadihmsl,Icejebxweavlnddpjz,2.0,Springfield,1-633-495-6478,m,9.0,CT,onxyyslcmbyxpfjuykowqpwqi,United States of America,701.0,O,,3064442.0
Yqfxb,ZWG7633,D,399212.0,TAIWTM,BlackRock,2.0,,xfjdwfentojva,ZWGIV,5.0,Anchorage,1-398-680-0278,,1.0,Quebec,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,United States of America,323.0,R,82.0,2016524.0
ypmuep,Evw7634,M,439561.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,McGraw-Hill,5.0,,Zvowaelneuhpxzphpvtgvfz,Evwthrqmqfpsbpdqojtqzpjmpoea,4.0,Winnipeg,1-185-976-7770,m,10.0,NJ,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,United States of America,846.0,O,94.0,37745.0
Xthtecuu,Lhl7635,M,29980.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,Family Dollar Stores,4.0,c,fmdcjzjekrwrirumyvfuqnnkxzr,Lhlatzfku,3.0,Waco,1-490-238-8219,m,8.0,MN,Krdmgygwnziumjdtybwyw,United States of America,850.0,O,16.0,503752.0
Xjzpdio,LYB7636,M,28693.0,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,Teleflex,5.0,N,Ohetzpmilrphnhnasiisaypdl,LYBUGCXZYJSERVQKQJKNIIW,2.0,Stockton,1-891-741-2112,,,NE,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,United States of America,,U,43.0,2115180.0
Rgthehdvvlh,Ijb7637,M,106794.0,Phqspowfoiqmszxy,,2.0,x,VAUWGMVOILXNGKB,Ijbmwiomutrflaupolplmfjsqh,1.0,Boston,1-849-918-0984,M,3.0,VA,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,Canada,564.0,O,76.0,839222.0
ysexit,Zhf7638,S,340598.0,XDPEFDQIMFNMCO,Imation,5.0,,Tnwgmuvaaqmxskkyqnvrmnmul,Zhftulgpedd,3.0,Memphis,1-426-168-3142,f,4.0,PA,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,United States of America,558.0,O,0.0,1851334.0
Wscgcsbwlzj,PYU7639,U,490597.0,FSSAAXLAMAPBOMTNUFG,PPL,,r,mtovrkjvtfkennjujgpegknnck,PYUHQOCHAUAWGKHHLXQNUWZTEBN,1.0,Sydney,1-757-910-8931,m,0.0,WV,Bfntmkesgyjkjrgttbtdncoumqhmnxy,United States of America,417.0,O,33.0,1348251.0
AUQJTIMK,Iku7640,U,499685.0,AKWOIATLDDKU,Smithfield Foods,2.0,F,Lwxdv,Ikufiibsvk,2.0,Shreveport,1-468-325-0119,,6.0,WY,,Canada,487.0,O,62.0,2722392.0
Weqnwrwrbcgx,HBZ7641,M,62285.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,Macy's,0.0,,Ftvuzjdzocqmcoxvrbqcna,HBZACUNNIOTFKFSTCILLC,2.0,Modesto,1-383-310-7894,m,9.0,MN,Bnbfbxvqxtngv,United States of America,639.0,O,8.0,1785161.0
facqrtjqjmd,Pco7642,U,320885.0,VANVGDDSYEK,Torchmark,5.0,,Hnbgeuii,Pcofbhaqeemibnkjtsoxmdibmpquo,5.0,Hull,1-353-727-2029,M,3.0,VT,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,United States of America,625.0,O,4.0,2823578.0
OCNCREZ,Ybv7643,D,184669.0,TVTDULLNHUZPDNEEKSXEGPXDNE,Herman Miller,3.0,,Fykbowmpxpbb,Ybvjle,5.0,Yonkers,1-028-849-5461,,1.0,WV,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,United States of America,,O,39.0,2123972.0
JXOGSVJ,Rim7644,S,126989.0,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,Kindred Healthcare,0.0,F,Ruagwhiorgizpmbphjerywjrr,Rimdakhncfjlrbor,0.0,Atlanta,1-480-785-4021,,3.0,IN,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,United States of America,,R,90.0,112782.0
Iqtso,gnf7645,M,48144.0,HWAWSSEUGGKEXQDESYXFHWZ,Arch Coal,4.0,,teldp,gnfkwjxmvkbeh,1.0,Hayward,1-443-132-4138,,3.0,MS,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,Canada,460.0,,7.0,248311.0
Uxgvbwop,Wxp7646,,377787.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,Whirlpool,4.0,C,Tmhxnpfgyifx,Wxphiul,5.0,Savannah,1-143-020-1234,F,8.0,CO,Mbxglsrssswfglfkjrjmedkyvtchipxrc,United States of America,793.0,O,95.0,3719851.0
Ovsiu,Dxh7647,U,323782.0,,Arrow Electronics,5.0,N,Fpchjcvsrkakkqqsojokdrg,Dxhuevhfuceqmpoolmuhflp,5.0,Fullerton,1-475-304-3486,m,8.0,PA,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,Canada,821.0,O,59.0,1920385.0
Frqdqbs,Aqo7648,S,31880.0,NASLRGJGXPDOGNJSHNLNGBCXJVO,Rock-Tenn,2.0,,Heiehcgec,Aqopbqsxqxjj,3.0,Overland Park,1-677-882-6792,,6.0,DE,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,United States of America,,O,13.0,576903.0
waiitdv,fen7649,D,390190.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,R.H. Donnelley,3.0,s,sgapkfrztiyyayezulvi,fenowyirqcdcwwo,5.0,Alexandria,1-151-067-7411,,8.0,Prince Edward Island,Eymghd,United States of America,643.0,O,58.0,1855037.0
Vlmzifrfolfs,CMQ7650,U,413821.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,Pall,1.0,,Nohjtayoycptngwoitqzhmuf,CMQIHWYKNOLSX,4.0,Fort Collins,1-645-553-4591,,2.0,TN,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,Canada,817.0,O,67.0,2954046.0
