AgeID,Ag,NuCreCar,MiIni,Sta,MaSt,NumC,FiNa,Ge,C,NeWor,AddrL1,NumCh,OOReF,Ph,Cou,In,CrRa,Empl
djg7614,52.0,,,VA,M,2.0,DQNVNWPYSMLDGXJVBUHUKDLRSLN,,Windsor,53179.0,Gvdteormavfflajkedaclod,0.0,O,1-925-155-0170,United States of America,9263.0,666.0,Agilent Technologies
Iad7615,68.0,3.0,,ID,M,2.0,wfnjfn,,Chicago,690086.0,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,4.0,U,1-185-691-2951,United States of America,334181.0,,AutoZone
EMG7616,,8.0,H,WI,M,0.0,WWWEN,,Evansville,2025465.0,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,1.0,R,1-067-518-3854,United States of America,314001.0,844.0,
Hjn7617,36.0,8.0,,MS,M,1.0,Krjcfgq,,Honolulu,695307.0,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,4.0,O,1-188-554-1671,Canada,168309.0,766.0,Universal Health Services
CYP7618,31.0,10.0,D,OK,M,2.0,Fxmpengjsaf,M,Cleveland,3238398.0,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,4.0,O,1-168-215-2223,United States of America,322765.0,521.0,Time Warner
KPN7619,55.0,7.0,h,GA,W,1.0,Eobtk,,Livonia,1213578.0,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,5.0,O,1-228-022-3056,United States of America,311253.0,306.0,Sealed Air
Vbi7620,66.0,9.0,x,TN,W,5.0,Abahrdfcbtscoblhaovnjkbx,,Little Rock,103708.0,Blsmawjjdmdamrhqyqgzmbkfa,5.0,R,1-926-766-1124,United States of America,140296.0,411.0,Sprint Nextel
ehb7621,22.0,3.0,,SC,M,1.0,bhephgijqbu,F,Halifax,1086081.0,Stofpzwyhkpmuq,5.0,O,1-538-797-1948,United States of America,439984.0,,
TMQ7622,51.0,8.0,C,AR,U,5.0,KECNVVPGTOXHIGOUAWLHU,F,Peoria,1349626.0,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,0.0,O,1-627-234-0841,United States of America,454011.0,702.0,Quiksilver
Lsb7623,26.0,1.0,y,MT,S,1.0,xppmtvztaifqynlbmofxonnus,a,San Jose,1083092.0,,5.0,R,1-876-492-0782,United States of America,191541.0,842.0,Valspar
Dpz7624,100.0,0.0,u,WY,U,2.0,kzntoukktuqqfuyeo,M,Charlotte,1662799.0,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,1.0,R,1-436-946-7319,United States of America,,528.0,Timken
Zuj7625,13.0,5.0,,WY,W,3.0,TDRLAQZARCGRAMDDMCWP,,Hilo,3548540.0,cnckvldjedzgdqhy,3.0,R,1-281-780-2897,United States of America,,300.0,
Jqk7626,11.0,7.0,,WV,S,2.0,shbaeyxyrjfietruntrdeyqkc,,Yonkers,881414.0,,1.0,O,1-421-286-4139,United States of America,269215.0,752.0,Occidental Petroleum
ijb7627,62.0,0.0,,CA,M,0.0,Zururxrihusergiba,m,Modesto,1712200.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,4.0,O,1-908-354-2709,Canada,193126.0,303.0,
NMO7628,13.0,10.0,U,Alberta,M,3.0,QZLCPVRKZMTENMREVZT,F,Louisville,847446.0,qehomraquwxrkb,5.0,O,1-466-560-2530,United States of America,462618.0,418.0,Massey Energy
Tef7629,23.0,4.0,,New Brunswick,W,3.0,dvbflygvxrizbclmqwoajkvnzoufc,f,Eugene,344294.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,3.0,O,1-578-686-8082,United States of America,212026.0,667.0,Weyerhaeuser
Sdj7630,51.0,7.0,Z,British Columbia,D,1.0,mtnubdnrdoivcuqmapqhtvzkixw,,Buffalo,1534879.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,4.0,U,1-166-077-1436,United States of America,371024.0,441.0,National Fuel Gas
Pbr7631,2.0,0.0,,DE,U,3.0,Nzljqsbgutsixlosfedpmlzl,m,Santa Fe,3897101.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,2.0,O,1-535-320-1881,United States of America,235810.0,471.0,Pep Boys
Ice7632,,9.0,,CT,W,2.0,Ealrdsynhtadihmsl,m,Springfield,3064442.0,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,,O,1-633-495-6478,United States of America,347270.0,701.0,Neiman Marcus
ZWG7633,82.0,1.0,,Quebec,D,5.0,xfjdwfentojva,,Anchorage,2016524.0,TAIWTM,2.0,R,1-398-680-0278,United States of America,399212.0,323.0,BlackRock
Evw7634,94.0,10.0,,NJ,M,4.0,Zvowaelneuhpxzphpvtgvfz,m,Winnipeg,37745.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,5.0,O,1-185-976-7770,United States of America,439561.0,846.0,McGraw-Hill
Lhl7635,16.0,8.0,c,MN,M,3.0,fmdcjzjekrwrirumyvfuqnnkxzr,m,Waco,503752.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,4.0,O,1-490-238-8219,United States of America,29980.0,850.0,Family Dollar Stores
LYB7636,43.0,,N,NE,M,2.0,Ohetzpmilrphnhnasiisaypdl,,Stockton,2115180.0,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,5.0,U,1-891-741-2112,United States of America,28693.0,,Teleflex
Ijb7637,76.0,3.0,x,VA,M,1.0,VAUWGMVOILXNGKB,M,Boston,839222.0,Phqspowfoiqmszxy,2.0,O,1-849-918-0984,Canada,106794.0,564.0,
Zhf7638,0.0,4.0,,PA,S,3.0,Tnwgmuvaaqmxskkyqnvrmnmul,f,Memphis,1851334.0,XDPEFDQIMFNMCO,5.0,O,1-426-168-3142,United States of America,340598.0,558.0,Imation
PYU7639,33.0,0.0,r,WV,U,1.0,mtovrkjvtfkennjujgpegknnck,m,Sydney,1348251.0,FSSAAXLAMAPBOMTNUFG,,O,1-757-910-8931,United States of America,490597.0,417.0,PPL
Iku7640,62.0,6.0,F,WY,U,2.0,Lwxdv,,Shreveport,2722392.0,AKWOIATLDDKU,2.0,O,1-468-325-0119,Canada,499685.0,487.0,Smithfield Foods
HBZ7641,8.0,9.0,,MN,M,2.0,Ftvuzjdzocqmcoxvrbqcna,m,Modesto,1785161.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,0.0,O,1-383-310-7894,United States of America,62285.0,639.0,Macy's
Pco7642,4.0,3.0,,VT,U,5.0,Hnbgeuii,M,Hull,2823578.0,VANVGDDSYEK,5.0,O,1-353-727-2029,United States of America,320885.0,625.0,Torchmark
Ybv7643,39.0,1.0,,WV,D,5.0,Fykbowmpxpbb,,Yonkers,2123972.0,TVTDULLNHUZPDNEEKSXEGPXDNE,3.0,O,1-028-849-5461,United States of America,184669.0,,Herman Miller
Rim7644,90.0,3.0,F,IN,S,0.0,Ruagwhiorgizpmbphjerywjrr,,Atlanta,112782.0,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,0.0,R,1-480-785-4021,United States of America,126989.0,,Kindred Healthcare
gnf7645,7.0,3.0,,MS,M,1.0,teldp,,Hayward,248311.0,HWAWSSEUGGKEXQDESYXFHWZ,4.0,,1-443-132-4138,Canada,48144.0,460.0,Arch Coal
Wxp7646,95.0,8.0,C,CO,,5.0,Tmhxnpfgyifx,F,Savannah,3719851.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,4.0,O,1-143-020-1234,United States of America,377787.0,793.0,Whirlpool
Dxh7647,59.0,8.0,N,PA,U,5.0,Fpchjcvsrkakkqqsojokdrg,m,Fullerton,1920385.0,,5.0,O,1-475-304-3486,Canada,323782.0,821.0,Arrow Electronics
Aqo7648,13.0,6.0,,DE,S,3.0,Heiehcgec,,Overland Park,576903.0,NASLRGJGXPDOGNJSHNLNGBCXJVO,2.0,O,1-677-882-6792,United States of America,31880.0,,Rock-Tenn
fen7649,58.0,8.0,s,Prince Edward Island,D,5.0,sgapkfrztiyyayezulvi,,Alexandria,1855037.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,3.0,O,1-151-067-7411,United States of America,390190.0,643.0,R.H. Donnelley
CMQ7650,67.0,2.0,,TN,U,4.0,Nohjtayoycptngwoitqzhmuf,,Fort Collins,2954046.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,1.0,O,1-645-553-4591,Canada,413821.0,817.0,Pall
Yhb7651,68.0,10.0,,CA,,1.0,QIGFYQTIPFYCR,f,Santa Fe,952096.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,2.0,O,1-670-793-5351,United States of America,301451.0,702.0,Burlington Coat Factory
mbw7652,17.0,2.0,L,TN,D,1.0,evwjgjrsttnkbmhmmrswodkvwdqo,,Simi Valley,3382998.0,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,0.0,O,1-049-843-6473,United States of America,5888.0,409.0,Forest Laboratories
xas7653,44.0,6.0,Y,FL,,2.0,SMOQFUQUOWABMRDKJPFC,,Mesa,3772196.0,Gicehrtxtlvwiewgl,2.0,O,1-739-185-6579,United States of America,254404.0,617.0,Moody's
MKM7654,16.0,5.0,,TN,M,3.0,Jzwgkirmjeznhbniytvkxnhhar,M,Simi Valley,3180080.0,cveuptzbcwxicceqqmqsqgfvhykw,0.0,O,1-215-295-5893,United States of America,290984.0,,Fidelity National Financial
Jgi7655,27.0,,,OR,M,5.0,IMPCDEPQTVPBRBNJNLWAPSYUW,F,Charlotte,3971412.0,Kqosfw,5.0,O,,United States of America,441847.0,756.0,Amphenol
Mwv7656,59.0,5.0,,ME,D,2.0,Ewwyolurheysjpusipgrmydspux,,St. Petersburg,1488210.0,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,4.0,R,1-515-341-8405,United States of America,373240.0,484.0,Int. Business Machines
YOY7657,8.0,9.0,,SC,S,1.0,Indhpnqswpoplupdlejxhjm,,Washington,2621373.0,Gqvfapurdsetypjkkcceahfodyn,4.0,O,1-249-978-7278,United States of America,461444.0,589.0,Int. Flavors & Fragrances
Gja7658,98.0,0.0,,Ontario,S,1.0,Dahur,m,Tallahassee,1021949.0,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,4.0,O,1-471-716-6210,United States of America,255072.0,380.0,Gilead Sciences
rcx7659,35.0,10.0,E,GA,S,1.0,JLZXMAOFICNNT,f,Mesa,2444319.0,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,1.0,R,,United States of America,255019.0,541.0,United Rentals
IPA7660,57.0,7.0,V,VA,M,1.0,Rvrfuknkgeyb,M,Portland,362567.0,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,,,1-982-617-1421,Canada,330718.0,474.0,Convergys
rbj7661,69.0,4.0,b,KY,,2.0,Ruihhbkdjniajgrvwos,,Las Vegas,462234.0,WSKYHRCGGHSPINYLUNNDCJPV,1.0,O,1-068-568-6056,United States of America,245130.0,685.0,Mueller Water Products
ebw7662,33.0,10.0,U,SC,M,4.0,Gkirgeljoajnkshohjinbooco,,Sudbury,3936622.0,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,3.0,R,,United States of America,19691.0,363.0,Shaw Group
SQY7663,33.0,9.0,,NC,M,1.0,cgqpaxicnbhaaufmao,,Sunnyvale,2116904.0,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,1.0,O,1-772-155-4468,United States of America,13490.0,605.0,Energy Future Holdings
nqw7664,1.0,6.0,i,KS,W,4.0,beidygiakhaztngnhqsrjhxs,f,Birmingham,63883.0,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,4.0,,1-551-833-6226,United States of America,90333.0,394.0,PHH
Fyz7665,19.0,6.0,,MO,U,0.0,XXILDDNLYSINLOGZNXHQKGLMEAR,m,Orlando,2747738.0,uezrarapf,2.0,R,1-894-068-7775,Canada,210200.0,812.0,Simon Property Group
Hds7666,63.0,3.0,J,OK,M,3.0,MLHCHSATXNEQIRSMEHAM,f,Albuquerque,938329.0,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,3.0,R,,United States of America,195318.0,688.0,World Fuel Services
ksz7667,27.0,9.0,s,LA,M,5.0,Qqgzzbefkm,F,Nashville,976093.0,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,5.0,O,1-942-682-4165,United States of America,486627.0,808.0,Andersons
Wzm7668,12.0,1.0,,Saskatchewan,,,qdjedjylsojhngornkkgmozdbb,,Akron,2031908.0,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,4.0,O,,United States of America,142918.0,492.0,L-3 Communications
Xna7669,26.0,6.0,N,KY,D,4.0,Vszkppbmlhgmjgeiss,,Lubbock,660066.0,xznxzmzinjddcepuvomccimcwdxo,3.0,O,1-316-836-0322,United States of America,243364.0,734.0,CACI International
ugr7670,2.0,7.0,,NH,M,1.0,Yizitnh,,St. Paul,2777991.0,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,5.0,O,1-746-466-6593,United States of America,208343.0,579.0,M&T Bank Corp.
Qao7671,34.0,10.0,a,NM,M,0.0,Jkrhfalisxualvrritesxm,f,Columbus,3148815.0,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,4.0,U,1-306-508-0916,United States of America,26787.0,410.0,Family Dollar Stores
MXH7672,86.0,7.0,G,NE,D,0.0,Hfhsubkrpir,,Abilene,3714775.0,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,4.0,O,1-049-405-9872,United States of America,190609.0,743.0,Medco Health Solutions
KQU7673,47.0,9.0,J,New Brunswick,M,1.0,Htbblpuiuynkio,,Biloxi,2203195.0,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,,O,1-539-901-1797,United States of America,,431.0,Crosstex Energy
bxn7674,73.0,4.0,,MD,M,0.0,odfxd,,Cincinnati,3708645.0,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,0.0,O,1-976-507-8347,United States of America,,805.0,Reynolds American
Opu7675,83.0,9.0,,WV,U,1.0,Znewofyktnzry,M,Tulsa,2954852.0,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,0.0,O,1-902-376-9596,United States of America,453308.0,688.0,PolyOne
Ceo7676,99.0,1.0,,MA,D,1.0,obgrwipkwotv,,Oakland,2421534.0,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,,O,1-532-161-3458,United States of America,251108.0,483.0,"Toys ""R"" Us"
DZH7677,49.0,7.0,,MT,U,0.0,llbtndfaert,,McAllen,941243.0,Gjftxakuhgilmoatmibqcnbbrmq,0.0,O,1-943-745-8094,United States of America,128853.0,844.0,Sonoco Products
Ocd7678,96.0,5.0,,NM,M,3.0,Vowvlsbsbfokxbljqxz,F,Laredo,3133101.0,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,3.0,O,1-162-078-3859,Canada,486933.0,436.0,Newfield Exploration
Uyj7679,12.0,3.0,,TN,D,5.0,qafdyn,,Fort Collins,2070834.0,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,2.0,U,1-881-265-1012,Canada,306545.0,336.0,IAC/InterActiveCorp
mhz7680,75.0,1.0,P,PA,S,1.0,aqococfdutcrxipsdiizyfbigy,,Sudbury,2617194.0,Rqhzrjcuikufwfbplxmtpeqb,1.0,O,1-781-682-4447,United States of America,7682.0,688.0,MGIC Investment
Sft7681,29.0,9.0,,NC,U,3.0,Radeyutyf,,Simi Valley,2752340.0,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,0.0,O,1-716-288-6722,Canada,280763.0,581.0,American International Group
gza7682,4.0,6.0,,CO,,1.0,ockmjwrdbkxoaemodyftxmjcl,m,Berkeley,2611991.0,Jbvoghxtacvunglpdzjhatiusxn,2.0,R,1-407-712-3659,United States of America,296945.0,670.0,Health Net
Rem7683,100.0,5.0,,TX,U,0.0,MPCHPTTYJUWERHWMHALH,,Santa Rosa,3965576.0,Pyoruxpsl,0.0,O,1-747-143-2305,United States of America,176399.0,671.0,Mueller Industries
cko7684,45.0,10.0,b,IN,U,3.0,Duhgkwcceehrrqvnnirv,,Mesquite,3550405.0,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,4.0,U,1-522-074-1862,Canada,97252.0,352.0,American National Insurance
RLN7685,63.0,10.0,,VA,S,3.0,Rpmqztmrghojzbyqnivxceyuiha,f,Regina,1566093.0,XRPHDPOQURZXVFLADMA,2.0,O,1-867-195-7669,United States of America,320588.0,317.0,Morgan Stanley
Qjl7686,35.0,6.0,R,WV,,4.0,YTNSVR,,Worcester,1944507.0,iqnzhrksgftjekxfljogmqkrbpkstk,2.0,R,1-272-128-3403,United States of America,18284.0,809.0,Halliburton
YNL7687,61.0,5.0,w,VT,S,0.0,xgayrgnjhvearxja,m,Iqaluit,3250645.0,Jbmoxkiflceta,2.0,,1-174-194-8365,Canada,,704.0,MGIC Investment
qpi7688,43.0,2.0,E,AZ,S,1.0,AJSVULACHMZKBAEN,,Little Rock,2806218.0,Wgfjqmnbm,,O,1-067-296-1708,United States of America,80228.0,411.0,United Services Automobile
Xxi7689,98.0,4.0,C,NY,U,,fubtbkexiuaacw,F,Santa Clarita,2826399.0,,3.0,O,1-688-092-7664,Canada,39672.0,431.0,Spartan Stores
axi7690,84.0,4.0,,NE,M,3.0,Lygmiirioggkj,m,Chicago,91147.0,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,3.0,O,1-784-445-0301,United States of America,225036.0,362.0,Moog
Wqd7691,,4.0,,SC,M,2.0,Xtslyxwajneuihyndtpz,M,Irving,1036928.0,raecjdlfwcwnaaeqeomxmuemrg,3.0,R,1-773-485-4247,Canada,224427.0,532.0,Century Aluminum
jur7692,18.0,3.0,g,New Brunswick,U,5.0,Fmeifzrxyvgil,M,Ontario,2406965.0,Deamomjpzxjzhfugk,4.0,O,1-528-873-2585,United States of America,123153.0,442.0,Hayes Lemmerz
NBX7693,14.0,10.0,t,KY,S,2.0,Rugvrsjeadcummqftfmb,,Stamford,3588199.0,Aktcqktdiehyacjhlqknwg,1.0,O,1-952-933-5053,United States of America,,677.0,EOG Resources
Naf7694,22.0,8.0,,British Columbia,M,4.0,RAVHHLPXNYMAOCOVOWXKHPS,f,Victoria,,Xasjqyptachbyjrnjvfvznkcwdxmpo,2.0,O,1-882-237-0765,United States of America,353487.0,565.0,Dresser-Rand Group
bzc7695,7.0,5.0,,WA,M,3.0,eaxqrdredlfrhooq,,Brownsville,2896930.0,,1.0,R,1-762-453-2464,United States of America,145794.0,365.0,Sealed Air
Pmo7696,97.0,5.0,,AK,W,3.0,XLJLRWZ,F,Bellevue,312676.0,Nzckdxwdktbsqcaurk,5.0,O,1-129-593-2017,United States of America,142515.0,406.0,Blockbuster
goh7697,49.0,3.0,z,MN,U,0.0,Wwqsseqcbmteqjub,F,Baltimore,16279.0,Svabwvthdbgivhnelxqvrhqvvgy,5.0,,1-779-145-2680,United States of America,414775.0,774.0,Owens Corning
Jfb7698,25.0,7.0,I,RI,S,2.0,Qdakvyntptkywsqpy,F,Cedar Rapids,1536113.0,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,5.0,R,1-770-255-3860,United States of America,125271.0,718.0,Robert Half International
Hao7699,99.0,2.0,,British Columbia,M,4.0,Fhpdqgmswyxgqjhe,,Huntington Beach,184474.0,Unyjafcdzuerth,,R,1-336-236-0201,United States of America,,588.0,Wesco International
Dwo7700,44.0,5.0,O,SD,M,1.0,Fyetnnttkqoewqijbggbvrkxdg,e,Cedar Rapids,2971869.0,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,5.0,O,1-185-085-5742,Canada,93761.0,764.0,Dana Holding
RJA7701,96.0,2.0,,AL,U,2.0,ktggcdbzntnxuxsiosyqegcesu,f,Los Angeles,2256728.0,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,1.0,O,1-957-033-0510,United States of America,397902.0,,NBTY
Lph7702,88.0,8.0,,British Columbia,M,4.0,Yzurhpzqfcwgkwsgrkjzithjnksa,,Milwaukee,2127026.0,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,3.0,O,1-485-740-9640,United States of America,123538.0,657.0,Eastman Chemical
Rfk7703,33.0,,,Ontario,M,3.0,Qijmex,,Detroit,3476485.0,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,2.0,U,1-459-114-0867,United States of America,118013.0,769.0,Allergan
RFU7704,8.0,7.0,U,MD,M,2.0,WDJNJGKCNRPTUNIQNNBBNN,,Nashua,908035.0,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,5.0,O,1-671-499-0522,United States of America,45737.0,776.0,Global Partners
TQH7705,55.0,4.0,,IA,U,2.0,Wjfwmudjwwybmmiubeqybeeniystl,m,Minneapolis,,HOMAWOXXWEMFPMBHETZHOZBOPJGPFBDFJZQETUMMJAVJO,0.0,O,1-817-903-4786,United States of America,456999.0,343.0,Fluor
Bbc7706,43.0,5.0,,PA,W,3.0,PMWXCRMVYFVJX,,Columbia,3054149.0,uathejgojclvooynhavibvdjhuspwiyxjtrrbidwiabjxyvcuxcifzyqtwphzvxbfcrykaelbw,4.0,U,1-099-914-5598,United States of America,326910.0,568.0,FedEx
Yoj7707,75.0,5.0,F,MA,S,2.0,luklinfqmglorhokwtwvhgqhmhxisf,,Garden Grove,,,0.0,O,1-102-019-9878,United States of America,166536.0,830.0,Polaris Industries
lvh7708,66.0,6.0,,ID,,3.0,Mmxepsmk,,Norfolk,248269.0,OHYWSFETLJEYTTMYZDOGFTPBAQKVN,4.0,R,1-873-941-1147,Canada,337347.0,812.0,Torchmark
Zpr7709,58.0,6.0,,Newfoundland,U,2.0,Ixsoib,,Salem,1203267.0,WSZYJROXWWIWMVXDTZLJRKAPTUGFNIKPCPNRWASXEWEEUXRZALWYHWKU,4.0,U,1-710-953-4977,Canada,41345.0,489.0,Alliance Data Systems
LMG7710,29.0,9.0,,UT,U,5.0,Cwurvdjbmuxtioeqbpk,m,Saskatoon,3704743.0,Qfeecmwaxqhkulepjrwbmihojdaovxcukyrlnphlnimczdwhbxkilgjzuoiyhpupzxvcxxtrztifgd,1.0,U,1-789-825-2857,United States of America,370209.0,845.0,American International Group
WMF7711,28.0,0.0,,OR,U,0.0,Jhnamxkltxicm,,Boise,3673540.0,VIJLPKEZYSJJGTR,4.0,R,1-179-937-7265,United States of America,343016.0,735.0,Mohawk Industries
Qov7712,93.0,4.0,,ID,D,4.0,tdbtkqtfzcnjridma,F,Irvine,982779.0,,3.0,U,1-596-337-6757,United States of America,186990.0,615.0,Vulcan Materials
Vkp7713,17.0,6.0,,AL,W,,njcdtc,,Washington,2778471.0,,4.0,U,1-512-224-7078,United States of America,46562.0,,OfficeMax
SST7714,98.0,,P,MN,U,5.0,OMBIVJDP,M,St. Petersburg,2585134.0,Zmasw,5.0,U,1-552-735-4638,United States of America,98412.0,769.0,Michael Foods
Fuk7715,38.0,10.0,,UT,S,5.0,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,m,Torrance,3591627.0,Hvwcslkdbovbksvugzeblranwljqocapxusqfhoxknwsbunmtvsdrquws,4.0,O,1-127-805-3262,United States of America,436056.0,406.0,Vulcan Materials
Brz7716,44.0,0.0,,ME,U,3.0,Erjrxnjctmkhgqwpjzuylkf,f,Warren,1819561.0,DVMTEYEFOGEHXPCXCSOGWGYKOIPFCQAEJN,1.0,O,1-985-423-7255,United States of America,36008.0,586.0,
Faw7717,27.0,10.0,,IA,M,1.0,Ijqvmftaeaoeiycxxi,f,Oakland,2857056.0,Oznikwnqknmmzcqghprkmqgvogyqikwolvmyluhxmsculhddmjcxxwcuijvtebhrdmamuus,0.0,O,,United States of America,417402.0,630.0,Unum Group
Jtn7718,94.0,7.0,,VT,U,1.0,lrntptwvbrtnvwdquqpsx,m,Hull,1393892.0,Gvpkllxjihwcdekmhwgrvrjjlemqymitgmisuqksneadi,1.0,O,1-019-900-0927,United States of America,273535.0,533.0,Domtar
too7719,,,,MA,M,4.0,Ouzxts,,Boston,759096.0,vunoywivtxaoteia,2.0,O,1-055-674-3126,United States of America,445562.0,328.0,Sentry Insurance Group
Kcd7720,60.0,9.0,,Prince Edward Island,M,4.0,Cxogpjlizzckvntqnvns,,Modesto,2288668.0,cgfbhvbutwppcxeqzjnajirvbyji,2.0,O,1-539-727-9817,Canada,226333.0,753.0,Constellation Energy
Yhh7721,48.0,10.0,,Manitoba,U,3.0,Piqrxkifkii,m,Grand Prairie,3580824.0,Cnqkflteffhlvuvkvlidzxdddhthinttughoacniyaskjqxcunrgjffmddusvcvayyayerjr,3.0,O,1-125-903-5459,United States of America,,512.0,CSX
Adu7722,36.0,8.0,,TX,D,5.0,Bflmgwcfmker,,Phoenix,1681450.0,oigxagmffqteeswxkzbgrigdxtvmfgkkymknfeb,3.0,R,1-591-506-8069,Canada,,432.0,W.W. Grainger
Kwx7723,67.0,2.0,W,RI,,5.0,Gjxszyfxpweic,,Lincoln,1592047.0,hvvnvoixtwnfzmbjghxksazmfoqqyifvcgqkdqsaknwanpwjavvnifvkfikf,3.0,O,1-131-877-8296,United States of America,271054.0,323.0,Kimberly-Clark
uzl7724,63.0,10.0,,MI,U,3.0,Bjobwdoxutojkprezhmpqibkxthznh,,Shreveport,3596545.0,Gfopscpludliujcvdkhcomkp,4.0,O,1-716-805-3703,United States of America,64626.0,714.0,Henry Schein
UXY7725,55.0,7.0,C,PA,S,5.0,Nesaxzxlulmhmoxztefdk,f,Warren,3093246.0,qgkokxkhlxlezcflupfkujkmnetfgxtqvnvnwajxvksuauioivdieovttkpwbd,2.0,O,1-506-286-3588,United States of America,463945.0,730.0,State Street Corp.
FRU7726,4.0,5.0,d,KY,M,0.0,DHICXMQRMKABXBTFUBDUUJDI,M,Erie,3867919.0,xkltqvtdcifskkcnqwkyoawqfszkilztvdcgrfdsrhvmtykrzkcmxdshlwayjjjlstnimjmhcilfjis,,O,1-427-982-9005,United States of America,159731.0,346.0,Quanta Services
