prospect_nmbrchldrn,prospect_nmbrcrs,prospect_gncd,prospect_pstlcd,prospect_frstnm,prospect_crdtrtng,prospect_lstnm,prospect_wnrrntflg,prospect_g,prospect_ddrssln1,prospect_ncm,prospect_phn,prospect_ct,prospect_ntwrth,prospect_mrtlstts,prospect_gndr,prospect_mddlntl,prospect_stt,prospect_ddrssln2,prospect_nmbrcrdtcrds,prospect_cntr,prospect_mplr
0.0,0.0,Mos7575,JUBKXDKP,PVCKVZHJOWNWKSVIJIGLYWKGUKNXW,658.0,Mosqjrkdycyygfsljqadgfqoldb,O,57.0,XBIKFJMVSDDVHYVNNHYHHMOGUWGFRAXVNQWITKEBUOZUPSRXHK,497953.0,1-696-359-4829,Albuquerque,3789880.0,U,,I,New Brunswick,yvntcqjqqmbftwetvbqgclcdbxspvk,1.0,United States of America,Tellabs
2.0,1.0,czu7576,Xbgykqm,kpofwgtomgijnm,348.0,czuvw,O,38.0,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,156048.0,1-352-678-5471,Oakland,3874445.0,M,,,IL,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,3.0,Canada,Phillips-Van Heusen
5.0,1.0,Ghr7577,NNCXIBTCXZA,Biflzgcqpqpbahquomftmjffohpwuy,598.0,Ghrlcuscpesuzsdwqfwwbgh,O,68.0,BESJDYZDIOIXKDFEHBQXBPW,63617.0,1-906-600-9749,Billings,437353.0,M,,Z,AZ,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,8.0,United States of America,Wells Fargo
2.0,2.0,Rwk7578,mfwuio,ybdlwlwxispyswbiegrbsqqtywxr,505.0,Rwkdeshuwhwvmvmdnckmuvdt,O,93.0,Ouopoqztakszwsfkthdbwndfjuqaelyd,244849.0,1-093-018-2851,Pueblo,2669917.0,U,,,NY,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,9.0,United States of America,Vornado Realty Trust
3.0,4.0,Uwi7579,Utgwrun,Capzcewdt,839.0,Uwinnbtdd,R,48.0,Ivwhotvobwkshcixclfobqoljlaqohw,123585.0,1-302-096-9321,Sherbrooke,1466537.0,S,,,WA,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,7.0,United States of America,New York Times
1.0,1.0,VXZ7580,Wgulrhctjlg,XKBLVBCCYKMIXABVTOTVPZCJRII,672.0,VXZTLDNZPYIFIKTIJRXS,U,96.0,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,391134.0,1-915-044-3154,Sacramento,991860.0,S,,,GA,CYQWJKJB,2.0,United States of America,Adobe Systems
5.0,5.0,Ayk7581,Srhxvxe,wmknfemsztimaphftadowlmbnp,696.0,Aykkkc,O,58.0,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,426759.0,1-040-274-3474,Charlotte,,M,f,p,AZ,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,3.0,United States of America,Valmont Industries
3.0,5.0,lho7582,Dadkihaohc,DHLVITRFJDXLTPAGMPMJ,448.0,lhodktal,O,63.0,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,451737.0,1-678-397-2739,El Paso,1816368.0,W,M,,NV,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,5.0,United States of America,UAL
1.0,2.0,rzi7583,Fpoleiod,Jdpqutldftwykfyhukveiaimoyyk,549.0,rziprpcfwnirtuvrbfnuepq,O,18.0,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,180822.0,1-679-345-9939,Mesa,565246.0,S,,,TN,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,9.0,United States of America,AFLAC
2.0,4.0,Wds7584,Cuaieflmccqp,Qiwemtdba,705.0,Wdsuorykxmvfxupyyjl,O,40.0,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,205843.0,1-093-616-0613,Simi Valley,1899339.0,W,,,AL,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,0.0,United States of America,VeraSun Energy
3.0,4.0,Xsj7585,qiraymmapgf,JQKEDISZ,387.0,Xsjypvyfoqbiq,O,29.0,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,470985.0,1-546-131-8988,St. Catharines,3873239.0,M,M,f,TX,ccfzcxohrhrcnypedmhjovjyjrxi,6.0,United States of America,Magellan Health Services
1.0,2.0,Lux7586,Tsynomgib,Gfuwa,359.0,Luxkby,,21.0,Nhgrkzjzcrjcerkwrugwul,318225.0,1-477-186-7432,Washington,767547.0,U,,v,WV,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,7.0,United States of America,Emcor Group
2.0,2.0,wxw7587,Amudllk,CTTUYHUUMMDTX,494.0,wxwhwasadsmxchyhlgrvnurte,O,41.0,,326044.0,1-965-848-6954,Chula Vista,1027999.0,M,f,,ND,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,9.0,Canada,Peabody Energy
1.0,1.0,pfz7588,ELQKT,Wvtqm,345.0,pfzjoarqopfjtzjalxxxeq,,56.0,uiaoi,,1-622-866-0937,Montpelier,3428495.0,M,m,e,Saskatchewan,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,10.0,United States of America,State Farm Insurance Cos.
0.0,2.0,hlx7589,Oiwac,xuwgpsvzcpxtoerndtr,402.0,hlxshqpvshstjerwclb,O,33.0,Wwonzdtvwkn,187282.0,1-040-217-2014,Mesa,1827180.0,M,M,,VA,REHWDWEP,10.0,United States of America,Humana
0.0,2.0,nyb7590,Dqgzinvuxxy,Hnnzpokbygacjjgybkskf,579.0,nybiaaw,O,96.0,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,,1-101-684-2373,New Haven,2070007.0,M,,,ND,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,3.0,United States of America,News Corp.
0.0,2.0,Ltt7591,Nchaajfkjvx,qsnivsknktiwjpqwnrlgftnmsrxkjc,569.0,Lttvvpjjavydrmbt,O,35.0,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,,1-386-426-5849,Indianapolis,,,,O,ND,DIMPFMEBDNHBCT,2.0,United States of America,Torchmark
4.0,0.0,gsz7592,XEDMBUAMGXKH,pygsfvfpeofkdcugfvxdsqgmcgebfp,745.0,gszunimggpyfjzmivbwizzftuen,O,40.0,cezvfwtftwlwfrgrpxtuejvrgucexe,306946.0,1-598-816-0126,Stockton,3596263.0,W,,,MS,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,9.0,United States of America,Rock-Tenn
,0.0,Kwp7593,crxbrlj,Zgxsuo,320.0,Kwpztgkknktyvdks,U,10.0,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,99663.0,1-770-379-7700,Louisville,3719999.0,D,,,WY,DVYTEPWCABNSGPTLJEMPQLTEWM,1.0,,AGCO
4.0,2.0,AGM7594,Eytubbwi,ganifmdaqbltccwbqijtkypcetuq,591.0,AGMCLBCUEPVBRKDKWAGBCFOLYET,R,59.0,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,482013.0,,Atlanta,3058439.0,M,,D,MA,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,4.0,United States of America,
0.0,1.0,Ocn7595,Lwftldizl,IYCOMORWDFSEKN,,Ocnds,U,70.0,Ctgihaqlm,180476.0,1-628-245-6238,Milwaukee,2592932.0,M,m,u,AK,,10.0,United States of America,United Stationers
5.0,4.0,Cmw7596,GSSFZNBZL,vdvdlfz,417.0,Cmweamsabhudajyhpsohkpzcy,,69.0,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,285682.0,1-813-787-2611,Fort Smith,1471273.0,M,F,,PA,qlgnszfowrbrkuurrmjrfnfaeulhneecv,5.0,United States of America,McCormick
5.0,0.0,Dit7597,Nrnqtmjz,Sbwymtnwzhffkwjczlsnvrtcv,338.0,Ditjvpiidkjkvxssfnctzcczb,R,96.0,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,455032.0,1-362-897-1162,Knoxville,,M,,V,MA,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,8.0,United States of America,National Life Group
,3.0,Rmm7598,Rzjxvum,qjjwbffbgxilxyarhjwdvo,340.0,Rmmasnivkq,O,9.0,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,356141.0,1-952-919-4878,Idaho Falls,2410816.0,S,,S,DC,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,9.0,United States of America,Hasbro
3.0,3.0,ekj7599,Accezkuzqrif,JIXUQX,738.0,ekjvgcmzgobzeerrpfgefwvxlvfcua,U,39.0,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,165667.0,1-145-214-8009,Jacksonville,1059543.0,U,,,RI,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,5.0,Canada,Tupperware Brands
2.0,0.0,wcq7600,LNZZPGOTEG,Eqrxuc,597.0,wcqqbslcxugdqpbzbmbqvlahw,O,31.0,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,459767.0,1-328-944-9786,Stockton,379282.0,S,,A,MA,MIMWGPPF,7.0,United States of America,Covance
2.0,2.0,Klc7601,YINOHET,PDAXUXBMPOVTKJUR,603.0,Klcanpomjmuwosnasroukafsxtufz,R,64.0,RSSNUTWWLOKIHRRTPEAFTLBF,106459.0,1-899-864-9421,Thousand Oaks,3271265.0,M,f,,Alberta,Xpannac,4.0,United States of America,Interactive Brokers Group
1.0,,Jrd7602,ddgkyv,Adftxl,662.0,Jrdmn,U,38.0,Sachwqwddeyfxvagihsjxtcsibaejb,51021.0,1-877-997-8896,Nashua,1530364.0,D,,,AR,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,5.0,,SkyWest
4.0,2.0,GDQ7603,Seiksuhglhj,Gaksvvggpbleteofow,838.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,R,47.0,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,494931.0,1-750-900-0823,Tallahassee,3731860.0,W,,,VA,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,0.0,United States of America,Best Buy
2.0,5.0,fnm7604,Ytgghhaxc,Ijstknxzfzsvqmy,791.0,fnmqzceohwapysohiuofkhjpwzgv,O,,Sbutxmtwkb,429859.0,,Brownsville,2488858.0,M,,,OR,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,9.0,United States of America,Sears Holdings
4.0,1.0,Ymu7605,Ajlcdadx,jvhwyzbcwdrrqmlbvpjwbohhemm,692.0,Ymuvinagbzdhiwglzfacood,O,76.0,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,,1-347-704-7823,Charlotte,2301347.0,S,,e,ID,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,7.0,Canada,Frontier Oil
3.0,0.0,Pxj7606,Daivf,nhhjbqktsr,673.0,Pxjmfwpwm,O,60.0,mnkidgiyajigobghpnkdvauwiubpjb,464086.0,1-228-976-2888,Oakland,1736571.0,W,,R,IA,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,8.0,,Automatic Data Processing
,3.0,Rsd7607,xrquzcptycg,Lmhtjwddyqbzlxgv,331.0,Rsdlvo,O,73.0,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,207651.0,,Fort Wayne,2399483.0,U,,M,TN,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,7.0,Canada,
,4.0,Qqh7608,shigmwk,BXFLGQTJSJDQAUCXXJXWHTQU,744.0,Qqhwdyopkfs,O,37.0,Fmrydeogisvvtrpsfonolelpnqcbkrr,260418.0,1-760-429-1328,Chula Vista,2982744.0,U,,,Nova Scotia,BPPKDY,2.0,United States of America,Comerica
1.0,5.0,udq7609,enehob,Tlaihggmhfiuezhjgps,446.0,udqexswxytatsvxw,U,50.0,Xhggtfwyslxvgeiuzjfxewcsweefq,,1-253-879-8833,Peoria,1611011.0,M,,Q,Ontario,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,6.0,United States of America,Baldor Electric
4.0,0.0,Ghl7610,RNLAKRXSPA,DSRXJZKFJTIVXLBAX,,Ghlflxgkavpsqvkpun,O,0.0,,316963.0,1-401-256-3483,Lexington,2999167.0,M,,M,MD,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,0.0,Canada,Commercial Metals
,5.0,mtk7611,Hlezt,Annsrbdzywmpqvigpn,,mtkfmxripistepftjaxfosviokgqsf,O,,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,84046.0,1-175-910-8245,Salem,,W,f,,AR,Xuqmcmxaigbk,,Canada,
3.0,0.0,QIY7612,Iyqmkpcjx,Mrawpcvb,723.0,QIYQRALNIIONMKDZB,O,,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,368990.0,1-565-191-3419,San Jose,3307491.0,M,,,Saskatchewan,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,9.0,United States of America,Molina Healthcare
0.0,2.0,Ohz7613,klgnkcaedht,yociu,348.0,Ohzpaqjtc,O,81.0,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,124382.0,1-921-688-5401,Kansas City,2057260.0,S,,,OH,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,2.0,Canada,Plains All American Pipeline
0.0,2.0,djg7614,Jsombikj,DQNVNWPYSMLDGXJVBUHUKDLRSLN,666.0,djgtucxplpftr,O,52.0,Gvdteormavfflajkedaclod,9263.0,1-925-155-0170,Windsor,53179.0,M,,,VA,EECYCMJAJGNQBRSKW,,United States of America,Agilent Technologies
4.0,2.0,Iad7615,Xtckbvng,wfnjfn,,Iaduje,U,68.0,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,334181.0,1-185-691-2951,Chicago,690086.0,M,,,ID,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,3.0,United States of America,AutoZone
1.0,0.0,EMG7616,YPUWSVRD,WWWEN,844.0,EMGQKGEOTCGAFGDZVTRUAVGZYPM,R,,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,314001.0,1-067-518-3854,Evansville,2025465.0,M,,H,WI,hgandkyzsnb,8.0,United States of America,
4.0,1.0,Hjn7617,Ifxvsnt,Krjcfgq,766.0,Hjnljezrxojeaoustvawackahexa,O,36.0,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,168309.0,1-188-554-1671,Honolulu,695307.0,M,,,MS,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,8.0,Canada,Universal Health Services
4.0,2.0,CYP7618,EAOJPQVWBNZ,Fxmpengjsaf,521.0,CYPTBBGPWKKKFNOUHJ,O,31.0,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,322765.0,1-168-215-2223,Cleveland,3238398.0,M,M,D,OK,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,10.0,United States of America,Time Warner
5.0,1.0,KPN7619,fhirgl,Eobtk,306.0,KPNRNVLRFUTOWOERTCSIRQZ,O,55.0,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,311253.0,1-228-022-3056,Livonia,1213578.0,W,,h,GA,QTWXYHMLBYQ,7.0,United States of America,Sealed Air
5.0,5.0,Vbi7620,Lahfziy,Abahrdfcbtscoblhaovnjkbx,411.0,Vbimifwtrtvb,R,66.0,Blsmawjjdmdamrhqyqgzmbkfa,140296.0,1-926-766-1124,Little Rock,103708.0,W,,x,TN,SDEAIMDWRSKXTFCPHWF,9.0,United States of America,Sprint Nextel
5.0,1.0,ehb7621,tofdjef,bhephgijqbu,,ehbcbdctlcspuvwbqveohanmkolbw,O,22.0,Stofpzwyhkpmuq,439984.0,1-538-797-1948,Halifax,1086081.0,M,F,,SC,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,3.0,United States of America,
0.0,5.0,TMQ7622,rckzx,KECNVVPGTOXHIGOUAWLHU,702.0,TMQACIIUMYYZHYX,O,51.0,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,454011.0,1-627-234-0841,Peoria,1349626.0,U,F,C,AR,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,8.0,United States of America,Quiksilver
5.0,1.0,Lsb7623,MMLJKBGXD,xppmtvztaifqynlbmofxonnus,842.0,Lsbutxufufshmkqnscnhx,R,26.0,,191541.0,1-876-492-0782,San Jose,1083092.0,S,a,y,MT,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,1.0,United States of America,Valspar
1.0,2.0,Dpz7624,banusio,kzntoukktuqqfuyeo,528.0,Dpzpfctp,R,100.0,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,,1-436-946-7319,Charlotte,1662799.0,U,M,u,WY,Lhwkvadxwcjobcggyuighvqlcm,0.0,United States of America,Timken
3.0,3.0,Zuj7625,Safkd,TDRLAQZARCGRAMDDMCWP,300.0,Zujmcfzznpfohsdp,R,13.0,cnckvldjedzgdqhy,,1-281-780-2897,Hilo,3548540.0,W,,,WY,,5.0,United States of America,
1.0,2.0,Jqk7626,DHTLWJDXLRW,shbaeyxyrjfietruntrdeyqkc,752.0,Jqkozdva,O,11.0,,269215.0,1-421-286-4139,Yonkers,881414.0,S,,,WV,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,7.0,United States of America,Occidental Petroleum
4.0,0.0,ijb7627,RORIUHK,Zururxrihusergiba,303.0,ijbcvbgglqupyentiqncsnswyygl,O,62.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,193126.0,1-908-354-2709,Modesto,1712200.0,M,m,,CA,Alukohji,0.0,Canada,
5.0,3.0,NMO7628,bxgwhohh,QZLCPVRKZMTENMREVZT,418.0,NMOXMHMVUDGY,O,13.0,qehomraquwxrkb,462618.0,1-466-560-2530,Louisville,847446.0,M,F,U,Alberta,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,10.0,United States of America,Massey Energy
3.0,3.0,Tef7629,SRARKMXOD,dvbflygvxrizbclmqwoajkvnzoufc,667.0,Tefewe,O,23.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,212026.0,1-578-686-8082,Eugene,344294.0,W,f,,New Brunswick,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,4.0,United States of America,Weyerhaeuser
4.0,1.0,Sdj7630,hwugfvlttol,mtnubdnrdoivcuqmapqhtvzkixw,441.0,Sdjhq,U,51.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,371024.0,1-166-077-1436,Buffalo,1534879.0,D,,Z,British Columbia,Kxxipkohacffav,7.0,United States of America,National Fuel Gas
2.0,3.0,Pbr7631,zgsllav,Nzljqsbgutsixlosfedpmlzl,471.0,Pbrfgfdwedgrmifitr,O,2.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,235810.0,1-535-320-1881,Santa Fe,3897101.0,U,m,,DE,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,0.0,United States of America,Pep Boys
,2.0,Ice7632,Mszwfhpj,Ealrdsynhtadihmsl,701.0,Icejebxweavlnddpjz,O,,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,347270.0,1-633-495-6478,Springfield,3064442.0,W,m,,CT,onxyyslcmbyxpfjuykowqpwqi,9.0,United States of America,Neiman Marcus
2.0,5.0,ZWG7633,Yqfxb,xfjdwfentojva,323.0,ZWGIV,R,82.0,TAIWTM,399212.0,1-398-680-0278,Anchorage,2016524.0,D,,,Quebec,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,1.0,United States of America,BlackRock
5.0,4.0,Evw7634,ypmuep,Zvowaelneuhpxzphpvtgvfz,846.0,Evwthrqmqfpsbpdqojtqzpjmpoea,O,94.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,439561.0,1-185-976-7770,Winnipeg,37745.0,M,m,,NJ,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,10.0,United States of America,McGraw-Hill
4.0,3.0,Lhl7635,Xthtecuu,fmdcjzjekrwrirumyvfuqnnkxzr,850.0,Lhlatzfku,O,16.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,29980.0,1-490-238-8219,Waco,503752.0,M,m,c,MN,Krdmgygwnziumjdtybwyw,8.0,United States of America,Family Dollar Stores
5.0,2.0,LYB7636,Xjzpdio,Ohetzpmilrphnhnasiisaypdl,,LYBUGCXZYJSERVQKQJKNIIW,U,43.0,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,28693.0,1-891-741-2112,Stockton,2115180.0,M,,N,NE,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,,United States of America,Teleflex
2.0,1.0,Ijb7637,Rgthehdvvlh,VAUWGMVOILXNGKB,564.0,Ijbmwiomutrflaupolplmfjsqh,O,76.0,Phqspowfoiqmszxy,106794.0,1-849-918-0984,Boston,839222.0,M,M,x,VA,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,3.0,Canada,
5.0,3.0,Zhf7638,ysexit,Tnwgmuvaaqmxskkyqnvrmnmul,558.0,Zhftulgpedd,O,0.0,XDPEFDQIMFNMCO,340598.0,1-426-168-3142,Memphis,1851334.0,S,f,,PA,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,4.0,United States of America,Imation
,1.0,PYU7639,Wscgcsbwlzj,mtovrkjvtfkennjujgpegknnck,417.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,O,33.0,FSSAAXLAMAPBOMTNUFG,490597.0,1-757-910-8931,Sydney,1348251.0,U,m,r,WV,Bfntmkesgyjkjrgttbtdncoumqhmnxy,0.0,United States of America,PPL
2.0,2.0,Iku7640,AUQJTIMK,Lwxdv,487.0,Ikufiibsvk,O,62.0,AKWOIATLDDKU,499685.0,1-468-325-0119,Shreveport,2722392.0,U,,F,WY,,6.0,Canada,Smithfield Foods
0.0,2.0,HBZ7641,Weqnwrwrbcgx,Ftvuzjdzocqmcoxvrbqcna,639.0,HBZACUNNIOTFKFSTCILLC,O,8.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,62285.0,1-383-310-7894,Modesto,1785161.0,M,m,,MN,Bnbfbxvqxtngv,9.0,United States of America,Macy's
5.0,5.0,Pco7642,facqrtjqjmd,Hnbgeuii,625.0,Pcofbhaqeemibnkjtsoxmdibmpquo,O,4.0,VANVGDDSYEK,320885.0,1-353-727-2029,Hull,2823578.0,U,M,,VT,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,3.0,United States of America,Torchmark
3.0,5.0,Ybv7643,OCNCREZ,Fykbowmpxpbb,,Ybvjle,O,39.0,TVTDULLNHUZPDNEEKSXEGPXDNE,184669.0,1-028-849-5461,Yonkers,2123972.0,D,,,WV,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,1.0,United States of America,Herman Miller
0.0,0.0,Rim7644,JXOGSVJ,Ruagwhiorgizpmbphjerywjrr,,Rimdakhncfjlrbor,R,90.0,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,126989.0,1-480-785-4021,Atlanta,112782.0,S,,F,IN,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,3.0,United States of America,Kindred Healthcare
4.0,1.0,gnf7645,Iqtso,teldp,460.0,gnfkwjxmvkbeh,,7.0,HWAWSSEUGGKEXQDESYXFHWZ,48144.0,1-443-132-4138,Hayward,248311.0,M,,,MS,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,3.0,Canada,Arch Coal
4.0,5.0,Wxp7646,Uxgvbwop,Tmhxnpfgyifx,793.0,Wxphiul,O,95.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,377787.0,1-143-020-1234,Savannah,3719851.0,,F,C,CO,Mbxglsrssswfglfkjrjmedkyvtchipxrc,8.0,United States of America,Whirlpool
5.0,5.0,Dxh7647,Ovsiu,Fpchjcvsrkakkqqsojokdrg,821.0,Dxhuevhfuceqmpoolmuhflp,O,59.0,,323782.0,1-475-304-3486,Fullerton,1920385.0,U,m,N,PA,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,8.0,Canada,Arrow Electronics
2.0,3.0,Aqo7648,Frqdqbs,Heiehcgec,,Aqopbqsxqxjj,O,13.0,NASLRGJGXPDOGNJSHNLNGBCXJVO,31880.0,1-677-882-6792,Overland Park,576903.0,S,,,DE,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,6.0,United States of America,Rock-Tenn
3.0,5.0,fen7649,waiitdv,sgapkfrztiyyayezulvi,643.0,fenowyirqcdcwwo,O,58.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,390190.0,1-151-067-7411,Alexandria,1855037.0,D,,s,Prince Edward Island,Eymghd,8.0,United States of America,R.H. Donnelley
