prospect_mddlntl,prospect_ntwrth,prospect_mplr,prospect_ddrssln1,prospect_phn,prospect_cntr,prospect_crdtrtng,prospect_ddrssln2,prospect_pstlcd,prospect_lstnm,prospect_ncm,prospect_stt,prospect_wnrrntflg,prospect_ct,prospect_mrtlstts,prospect_nmbrcrs,prospect_g,prospect_gndr,prospect_frstnm,prospect_gncd,prospect_nmbrchldrn,prospect_nmbrcrdtcrds
I,3789880.0,Tellabs,XBIKFJMVSDDVHYVNNHYHHMOGUWGFRAXVNQWITKEBUOZUPSRXHK,1-696-359-4829,United States of America,658.0,yvntcqjqqmbftwetvbqgclcdbxspvk,JUBKXDKP,Mosqjrkdycyygfsljqadgfqoldb,497953.0,New Brunswick,O,Albuquerque,U,0.0,57.0,,PVCKVZHJOWNWKSVIJIGLYWKGUKNXW,Mos7575,0.0,1.0
,3874445.0,Phillips-Van Heusen,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,1-352-678-5471,Canada,348.0,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,Xbgykqm,czuvw,156048.0,IL,O,Oakland,M,1.0,38.0,,kpofwgtomgijnm,czu7576,2.0,3.0
Z,437353.0,Wells Fargo,BESJDYZDIOIXKDFEHBQXBPW,1-906-600-9749,United States of America,598.0,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,NNCXIBTCXZA,Ghrlcuscpesuzsdwqfwwbgh,63617.0,AZ,O,Billings,M,1.0,68.0,,Biflzgcqpqpbahquomftmjffohpwuy,Ghr7577,5.0,8.0
,2669917.0,Vornado Realty Trust,Ouopoqztakszwsfkthdbwndfjuqaelyd,1-093-018-2851,United States of America,505.0,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,mfwuio,Rwkdeshuwhwvmvmdnckmuvdt,244849.0,NY,O,Pueblo,U,2.0,93.0,,ybdlwlwxispyswbiegrbsqqtywxr,Rwk7578,2.0,9.0
,1466537.0,New York Times,Ivwhotvobwkshcixclfobqoljlaqohw,1-302-096-9321,United States of America,839.0,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,Utgwrun,Uwinnbtdd,123585.0,WA,R,Sherbrooke,S,4.0,48.0,,Capzcewdt,Uwi7579,3.0,7.0
,991860.0,Adobe Systems,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,1-915-044-3154,United States of America,672.0,CYQWJKJB,Wgulrhctjlg,VXZTLDNZPYIFIKTIJRXS,391134.0,GA,U,Sacramento,S,1.0,96.0,,XKBLVBCCYKMIXABVTOTVPZCJRII,VXZ7580,1.0,2.0
p,,Valmont Industries,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,1-040-274-3474,United States of America,696.0,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,Srhxvxe,Aykkkc,426759.0,AZ,O,Charlotte,M,5.0,58.0,f,wmknfemsztimaphftadowlmbnp,Ayk7581,5.0,3.0
,1816368.0,UAL,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,1-678-397-2739,United States of America,448.0,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,Dadkihaohc,lhodktal,451737.0,NV,O,El Paso,W,5.0,63.0,M,DHLVITRFJDXLTPAGMPMJ,lho7582,3.0,5.0
,565246.0,AFLAC,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,1-679-345-9939,United States of America,549.0,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,Fpoleiod,rziprpcfwnirtuvrbfnuepq,180822.0,TN,O,Mesa,S,2.0,18.0,,Jdpqutldftwykfyhukveiaimoyyk,rzi7583,1.0,9.0
,1899339.0,VeraSun Energy,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,1-093-616-0613,United States of America,705.0,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,Cuaieflmccqp,Wdsuorykxmvfxupyyjl,205843.0,AL,O,Simi Valley,W,4.0,40.0,,Qiwemtdba,Wds7584,2.0,0.0
f,3873239.0,Magellan Health Services,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,1-546-131-8988,United States of America,387.0,ccfzcxohrhrcnypedmhjovjyjrxi,qiraymmapgf,Xsjypvyfoqbiq,470985.0,TX,O,St. Catharines,M,4.0,29.0,M,JQKEDISZ,Xsj7585,3.0,6.0
v,767547.0,Emcor Group,Nhgrkzjzcrjcerkwrugwul,1-477-186-7432,United States of America,359.0,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,Tsynomgib,Luxkby,318225.0,WV,,Washington,U,2.0,21.0,,Gfuwa,Lux7586,1.0,7.0
,1027999.0,Peabody Energy,,1-965-848-6954,Canada,494.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,Amudllk,wxwhwasadsmxchyhlgrvnurte,326044.0,ND,O,Chula Vista,M,2.0,41.0,f,CTTUYHUUMMDTX,wxw7587,2.0,9.0
e,3428495.0,State Farm Insurance Cos.,uiaoi,1-622-866-0937,United States of America,345.0,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,ELQKT,pfzjoarqopfjtzjalxxxeq,,Saskatchewan,,Montpelier,M,1.0,56.0,m,Wvtqm,pfz7588,1.0,10.0
,1827180.0,Humana,Wwonzdtvwkn,1-040-217-2014,United States of America,402.0,REHWDWEP,Oiwac,hlxshqpvshstjerwclb,187282.0,VA,O,Mesa,M,2.0,33.0,M,xuwgpsvzcpxtoerndtr,hlx7589,0.0,10.0
,2070007.0,News Corp.,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,1-101-684-2373,United States of America,579.0,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,Dqgzinvuxxy,nybiaaw,,ND,O,New Haven,M,2.0,96.0,,Hnnzpokbygacjjgybkskf,nyb7590,0.0,3.0
O,,Torchmark,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,1-386-426-5849,United States of America,569.0,DIMPFMEBDNHBCT,Nchaajfkjvx,Lttvvpjjavydrmbt,,ND,O,Indianapolis,,2.0,35.0,,qsnivsknktiwjpqwnrlgftnmsrxkjc,Ltt7591,0.0,2.0
,3596263.0,Rock-Tenn,cezvfwtftwlwfrgrpxtuejvrgucexe,1-598-816-0126,United States of America,745.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,XEDMBUAMGXKH,gszunimggpyfjzmivbwizzftuen,306946.0,MS,O,Stockton,W,0.0,40.0,,pygsfvfpeofkdcugfvxdsqgmcgebfp,gsz7592,4.0,9.0
,3719999.0,AGCO,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,1-770-379-7700,,320.0,DVYTEPWCABNSGPTLJEMPQLTEWM,crxbrlj,Kwpztgkknktyvdks,99663.0,WY,U,Louisville,D,0.0,10.0,,Zgxsuo,Kwp7593,,1.0
D,3058439.0,,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,,United States of America,591.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,Eytubbwi,AGMCLBCUEPVBRKDKWAGBCFOLYET,482013.0,MA,R,Atlanta,M,2.0,59.0,,ganifmdaqbltccwbqijtkypcetuq,AGM7594,4.0,4.0
u,2592932.0,United Stationers,Ctgihaqlm,1-628-245-6238,United States of America,,,Lwftldizl,Ocnds,180476.0,AK,U,Milwaukee,M,1.0,70.0,m,IYCOMORWDFSEKN,Ocn7595,0.0,10.0
,1471273.0,McCormick,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,1-813-787-2611,United States of America,417.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,GSSFZNBZL,Cmweamsabhudajyhpsohkpzcy,285682.0,PA,,Fort Smith,M,4.0,69.0,F,vdvdlfz,Cmw7596,5.0,5.0
V,,National Life Group,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,1-362-897-1162,United States of America,338.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,Nrnqtmjz,Ditjvpiidkjkvxssfnctzcczb,455032.0,MA,R,Knoxville,M,0.0,96.0,,Sbwymtnwzhffkwjczlsnvrtcv,Dit7597,5.0,8.0
S,2410816.0,Hasbro,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,1-952-919-4878,United States of America,340.0,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,Rzjxvum,Rmmasnivkq,356141.0,DC,O,Idaho Falls,S,3.0,9.0,,qjjwbffbgxilxyarhjwdvo,Rmm7598,,9.0
,1059543.0,Tupperware Brands,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,1-145-214-8009,Canada,738.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,Accezkuzqrif,ekjvgcmzgobzeerrpfgefwvxlvfcua,165667.0,RI,U,Jacksonville,U,3.0,39.0,,JIXUQX,ekj7599,3.0,5.0
A,379282.0,Covance,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,1-328-944-9786,United States of America,597.0,MIMWGPPF,LNZZPGOTEG,wcqqbslcxugdqpbzbmbqvlahw,459767.0,MA,O,Stockton,S,0.0,31.0,,Eqrxuc,wcq7600,2.0,7.0
,3271265.0,Interactive Brokers Group,RSSNUTWWLOKIHRRTPEAFTLBF,1-899-864-9421,United States of America,603.0,Xpannac,YINOHET,Klcanpomjmuwosnasroukafsxtufz,106459.0,Alberta,R,Thousand Oaks,M,2.0,64.0,f,PDAXUXBMPOVTKJUR,Klc7601,2.0,4.0
,1530364.0,SkyWest,Sachwqwddeyfxvagihsjxtcsibaejb,1-877-997-8896,,662.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,ddgkyv,Jrdmn,51021.0,AR,U,Nashua,D,,38.0,,Adftxl,Jrd7602,1.0,5.0
,3731860.0,Best Buy,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,1-750-900-0823,United States of America,838.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,Seiksuhglhj,GDQESTOSFCKVLPZEQPNFIKQLTXB,494931.0,VA,R,Tallahassee,W,2.0,47.0,,Gaksvvggpbleteofow,GDQ7603,4.0,0.0
,2488858.0,Sears Holdings,Sbutxmtwkb,,United States of America,791.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,Ytgghhaxc,fnmqzceohwapysohiuofkhjpwzgv,429859.0,OR,O,Brownsville,M,5.0,,,Ijstknxzfzsvqmy,fnm7604,2.0,9.0
e,2301347.0,Frontier Oil,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,1-347-704-7823,Canada,692.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,Ajlcdadx,Ymuvinagbzdhiwglzfacood,,ID,O,Charlotte,S,1.0,76.0,,jvhwyzbcwdrrqmlbvpjwbohhemm,Ymu7605,4.0,7.0
R,1736571.0,Automatic Data Processing,mnkidgiyajigobghpnkdvauwiubpjb,1-228-976-2888,,673.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,Daivf,Pxjmfwpwm,464086.0,IA,O,Oakland,W,0.0,60.0,,nhhjbqktsr,Pxj7606,3.0,8.0
M,2399483.0,,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,,Canada,331.0,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,xrquzcptycg,Rsdlvo,207651.0,TN,O,Fort Wayne,U,3.0,73.0,,Lmhtjwddyqbzlxgv,Rsd7607,,7.0
,2982744.0,Comerica,Fmrydeogisvvtrpsfonolelpnqcbkrr,1-760-429-1328,United States of America,744.0,BPPKDY,shigmwk,Qqhwdyopkfs,260418.0,Nova Scotia,O,Chula Vista,U,4.0,37.0,,BXFLGQTJSJDQAUCXXJXWHTQU,Qqh7608,,2.0
Q,1611011.0,Baldor Electric,Xhggtfwyslxvgeiuzjfxewcsweefq,1-253-879-8833,United States of America,446.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,enehob,udqexswxytatsvxw,,Ontario,U,Peoria,M,5.0,50.0,,Tlaihggmhfiuezhjgps,udq7609,1.0,6.0
M,2999167.0,Commercial Metals,,1-401-256-3483,Canada,,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,RNLAKRXSPA,Ghlflxgkavpsqvkpun,316963.0,MD,O,Lexington,M,0.0,0.0,,DSRXJZKFJTIVXLBAX,Ghl7610,4.0,0.0
,,,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,1-175-910-8245,Canada,,Xuqmcmxaigbk,Hlezt,mtkfmxripistepftjaxfosviokgqsf,84046.0,AR,O,Salem,W,5.0,,f,Annsrbdzywmpqvigpn,mtk7611,,
,3307491.0,Molina Healthcare,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,1-565-191-3419,United States of America,723.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,Iyqmkpcjx,QIYQRALNIIONMKDZB,368990.0,Saskatchewan,O,San Jose,M,0.0,,,Mrawpcvb,QIY7612,3.0,9.0
,2057260.0,Plains All American Pipeline,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,1-921-688-5401,Canada,348.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,klgnkcaedht,Ohzpaqjtc,124382.0,OH,O,Kansas City,S,2.0,81.0,,yociu,Ohz7613,0.0,2.0
,53179.0,Agilent Technologies,Gvdteormavfflajkedaclod,1-925-155-0170,United States of America,666.0,EECYCMJAJGNQBRSKW,Jsombikj,djgtucxplpftr,9263.0,VA,O,Windsor,M,2.0,52.0,,DQNVNWPYSMLDGXJVBUHUKDLRSLN,djg7614,0.0,
,690086.0,AutoZone,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,1-185-691-2951,United States of America,,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,Xtckbvng,Iaduje,334181.0,ID,U,Chicago,M,2.0,68.0,,wfnjfn,Iad7615,4.0,3.0
H,2025465.0,,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,1-067-518-3854,United States of America,844.0,hgandkyzsnb,YPUWSVRD,EMGQKGEOTCGAFGDZVTRUAVGZYPM,314001.0,WI,R,Evansville,M,0.0,,,WWWEN,EMG7616,1.0,8.0
,695307.0,Universal Health Services,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,1-188-554-1671,Canada,766.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,Ifxvsnt,Hjnljezrxojeaoustvawackahexa,168309.0,MS,O,Honolulu,M,1.0,36.0,,Krjcfgq,Hjn7617,4.0,8.0
D,3238398.0,Time Warner,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,1-168-215-2223,United States of America,521.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,EAOJPQVWBNZ,CYPTBBGPWKKKFNOUHJ,322765.0,OK,O,Cleveland,M,2.0,31.0,M,Fxmpengjsaf,CYP7618,4.0,10.0
h,1213578.0,Sealed Air,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,1-228-022-3056,United States of America,306.0,QTWXYHMLBYQ,fhirgl,KPNRNVLRFUTOWOERTCSIRQZ,311253.0,GA,O,Livonia,W,1.0,55.0,,Eobtk,KPN7619,5.0,7.0
x,103708.0,Sprint Nextel,Blsmawjjdmdamrhqyqgzmbkfa,1-926-766-1124,United States of America,411.0,SDEAIMDWRSKXTFCPHWF,Lahfziy,Vbimifwtrtvb,140296.0,TN,R,Little Rock,W,5.0,66.0,,Abahrdfcbtscoblhaovnjkbx,Vbi7620,5.0,9.0
,1086081.0,,Stofpzwyhkpmuq,1-538-797-1948,United States of America,,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,tofdjef,ehbcbdctlcspuvwbqveohanmkolbw,439984.0,SC,O,Halifax,M,1.0,22.0,F,bhephgijqbu,ehb7621,5.0,3.0
C,1349626.0,Quiksilver,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,1-627-234-0841,United States of America,702.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,rckzx,TMQACIIUMYYZHYX,454011.0,AR,O,Peoria,U,5.0,51.0,F,KECNVVPGTOXHIGOUAWLHU,TMQ7622,0.0,8.0
y,1083092.0,Valspar,,1-876-492-0782,United States of America,842.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,MMLJKBGXD,Lsbutxufufshmkqnscnhx,191541.0,MT,R,San Jose,S,1.0,26.0,a,xppmtvztaifqynlbmofxonnus,Lsb7623,5.0,1.0
u,1662799.0,Timken,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,1-436-946-7319,United States of America,528.0,Lhwkvadxwcjobcggyuighvqlcm,banusio,Dpzpfctp,,WY,R,Charlotte,U,2.0,100.0,M,kzntoukktuqqfuyeo,Dpz7624,1.0,0.0
,3548540.0,,cnckvldjedzgdqhy,1-281-780-2897,United States of America,300.0,,Safkd,Zujmcfzznpfohsdp,,WY,R,Hilo,W,3.0,13.0,,TDRLAQZARCGRAMDDMCWP,Zuj7625,3.0,5.0
,881414.0,Occidental Petroleum,,1-421-286-4139,United States of America,752.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,DHTLWJDXLRW,Jqkozdva,269215.0,WV,O,Yonkers,S,2.0,11.0,,shbaeyxyrjfietruntrdeyqkc,Jqk7626,1.0,7.0
,1712200.0,,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,1-908-354-2709,Canada,303.0,Alukohji,RORIUHK,ijbcvbgglqupyentiqncsnswyygl,193126.0,CA,O,Modesto,M,0.0,62.0,m,Zururxrihusergiba,ijb7627,4.0,0.0
U,847446.0,Massey Energy,qehomraquwxrkb,1-466-560-2530,United States of America,418.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,bxgwhohh,NMOXMHMVUDGY,462618.0,Alberta,O,Louisville,M,3.0,13.0,F,QZLCPVRKZMTENMREVZT,NMO7628,5.0,10.0
,344294.0,Weyerhaeuser,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,1-578-686-8082,United States of America,667.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,SRARKMXOD,Tefewe,212026.0,New Brunswick,O,Eugene,W,3.0,23.0,f,dvbflygvxrizbclmqwoajkvnzoufc,Tef7629,3.0,4.0
Z,1534879.0,National Fuel Gas,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,1-166-077-1436,United States of America,441.0,Kxxipkohacffav,hwugfvlttol,Sdjhq,371024.0,British Columbia,U,Buffalo,D,1.0,51.0,,mtnubdnrdoivcuqmapqhtvzkixw,Sdj7630,4.0,7.0
,3897101.0,Pep Boys,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,1-535-320-1881,United States of America,471.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,zgsllav,Pbrfgfdwedgrmifitr,235810.0,DE,O,Santa Fe,U,3.0,2.0,m,Nzljqsbgutsixlosfedpmlzl,Pbr7631,2.0,0.0
,3064442.0,Neiman Marcus,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,1-633-495-6478,United States of America,701.0,onxyyslcmbyxpfjuykowqpwqi,Mszwfhpj,Icejebxweavlnddpjz,347270.0,CT,O,Springfield,W,2.0,,m,Ealrdsynhtadihmsl,Ice7632,,9.0
,2016524.0,BlackRock,TAIWTM,1-398-680-0278,United States of America,323.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,Yqfxb,ZWGIV,399212.0,Quebec,R,Anchorage,D,5.0,82.0,,xfjdwfentojva,ZWG7633,2.0,1.0
,37745.0,McGraw-Hill,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,1-185-976-7770,United States of America,846.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,ypmuep,Evwthrqmqfpsbpdqojtqzpjmpoea,439561.0,NJ,O,Winnipeg,M,4.0,94.0,m,Zvowaelneuhpxzphpvtgvfz,Evw7634,5.0,10.0
c,503752.0,Family Dollar Stores,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,1-490-238-8219,United States of America,850.0,Krdmgygwnziumjdtybwyw,Xthtecuu,Lhlatzfku,29980.0,MN,O,Waco,M,3.0,16.0,m,fmdcjzjekrwrirumyvfuqnnkxzr,Lhl7635,4.0,8.0
N,2115180.0,Teleflex,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,1-891-741-2112,United States of America,,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,Xjzpdio,LYBUGCXZYJSERVQKQJKNIIW,28693.0,NE,U,Stockton,M,2.0,43.0,,Ohetzpmilrphnhnasiisaypdl,LYB7636,5.0,
x,839222.0,,Phqspowfoiqmszxy,1-849-918-0984,Canada,564.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,Rgthehdvvlh,Ijbmwiomutrflaupolplmfjsqh,106794.0,VA,O,Boston,M,1.0,76.0,M,VAUWGMVOILXNGKB,Ijb7637,2.0,3.0
,1851334.0,Imation,XDPEFDQIMFNMCO,1-426-168-3142,United States of America,558.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,ysexit,Zhftulgpedd,340598.0,PA,O,Memphis,S,3.0,0.0,f,Tnwgmuvaaqmxskkyqnvrmnmul,Zhf7638,5.0,4.0
r,1348251.0,PPL,FSSAAXLAMAPBOMTNUFG,1-757-910-8931,United States of America,417.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy,Wscgcsbwlzj,PYUHQOCHAUAWGKHHLXQNUWZTEBN,490597.0,WV,O,Sydney,U,1.0,33.0,m,mtovrkjvtfkennjujgpegknnck,PYU7639,,0.0
F,2722392.0,Smithfield Foods,AKWOIATLDDKU,1-468-325-0119,Canada,487.0,,AUQJTIMK,Ikufiibsvk,499685.0,WY,O,Shreveport,U,2.0,62.0,,Lwxdv,Iku7640,2.0,6.0
,1785161.0,Macy's,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,1-383-310-7894,United States of America,639.0,Bnbfbxvqxtngv,Weqnwrwrbcgx,HBZACUNNIOTFKFSTCILLC,62285.0,MN,O,Modesto,M,2.0,8.0,m,Ftvuzjdzocqmcoxvrbqcna,HBZ7641,0.0,9.0
,2823578.0,Torchmark,VANVGDDSYEK,1-353-727-2029,United States of America,625.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,facqrtjqjmd,Pcofbhaqeemibnkjtsoxmdibmpquo,320885.0,VT,O,Hull,U,5.0,4.0,M,Hnbgeuii,Pco7642,5.0,3.0
,2123972.0,Herman Miller,TVTDULLNHUZPDNEEKSXEGPXDNE,1-028-849-5461,United States of America,,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,OCNCREZ,Ybvjle,184669.0,WV,O,Yonkers,D,5.0,39.0,,Fykbowmpxpbb,Ybv7643,3.0,1.0
F,112782.0,Kindred Healthcare,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,1-480-785-4021,United States of America,,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,JXOGSVJ,Rimdakhncfjlrbor,126989.0,IN,R,Atlanta,S,0.0,90.0,,Ruagwhiorgizpmbphjerywjrr,Rim7644,0.0,3.0
,248311.0,Arch Coal,HWAWSSEUGGKEXQDESYXFHWZ,1-443-132-4138,Canada,460.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,Iqtso,gnfkwjxmvkbeh,48144.0,MS,,Hayward,M,1.0,7.0,,teldp,gnf7645,4.0,3.0
C,3719851.0,Whirlpool,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,1-143-020-1234,United States of America,793.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,Uxgvbwop,Wxphiul,377787.0,CO,O,Savannah,,5.0,95.0,F,Tmhxnpfgyifx,Wxp7646,4.0,8.0
N,1920385.0,Arrow Electronics,,1-475-304-3486,Canada,821.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,Ovsiu,Dxhuevhfuceqmpoolmuhflp,323782.0,PA,O,Fullerton,U,5.0,59.0,m,Fpchjcvsrkakkqqsojokdrg,Dxh7647,5.0,8.0
,576903.0,Rock-Tenn,NASLRGJGXPDOGNJSHNLNGBCXJVO,1-677-882-6792,United States of America,,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,Frqdqbs,Aqopbqsxqxjj,31880.0,DE,O,Overland Park,S,3.0,13.0,,Heiehcgec,Aqo7648,2.0,6.0
s,1855037.0,R.H. Donnelley,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,1-151-067-7411,United States of America,643.0,Eymghd,waiitdv,fenowyirqcdcwwo,390190.0,Prince Edward Island,O,Alexandria,D,5.0,58.0,,sgapkfrztiyyayezulvi,fen7649,3.0,8.0
