prospect_AgeID,prospect_Co,prospect_C,prospect_Ag,prospect_St,prospect_NeWor,prospect_NumCreCar,prospect_Em,prospect_In,prospect_Ph,prospect_OwORF,prospect_AddrL2,prospect_PoC,prospect_NuCa,prospect_NuChi,prospect_MaSta,prospect_CrRat
Lsb7623,United States of America,San Jose,26.0,MT,1083092.0,1.0,Valspar,191541.0,1-876-492-0782,R,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,MMLJKBGXD,1.0,5.0,S,842.0
Dpz7624,United States of America,Charlotte,100.0,WY,1662799.0,0.0,Timken,,1-436-946-7319,R,Lhwkvadxwcjobcggyuighvqlcm,banusio,2.0,1.0,U,528.0
Zuj7625,United States of America,Hilo,13.0,WY,3548540.0,5.0,,,1-281-780-2897,R,,Safkd,3.0,3.0,W,300.0
Jqk7626,United States of America,Yonkers,11.0,WV,881414.0,7.0,Occidental Petroleum,269215.0,1-421-286-4139,O,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,DHTLWJDXLRW,2.0,1.0,S,752.0
ijb7627,Canada,Modesto,62.0,CA,1712200.0,0.0,,193126.0,1-908-354-2709,O,Alukohji,RORIUHK,0.0,4.0,M,303.0
NMO7628,United States of America,Louisville,13.0,Alberta,847446.0,10.0,Massey Energy,462618.0,1-466-560-2530,O,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,bxgwhohh,3.0,5.0,M,418.0
Tef7629,United States of America,Eugene,23.0,New Brunswick,344294.0,4.0,Weyerhaeuser,212026.0,1-578-686-8082,O,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,SRARKMXOD,3.0,3.0,W,667.0
Sdj7630,United States of America,Buffalo,51.0,British Columbia,1534879.0,7.0,National Fuel Gas,371024.0,1-166-077-1436,U,Kxxipkohacffav,hwugfvlttol,1.0,4.0,D,441.0
Pbr7631,United States of America,Santa Fe,2.0,DE,3897101.0,0.0,Pep Boys,235810.0,1-535-320-1881,O,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,zgsllav,3.0,2.0,U,471.0
Ice7632,United States of America,Springfield,,CT,3064442.0,9.0,Neiman Marcus,347270.0,1-633-495-6478,O,onxyyslcmbyxpfjuykowqpwqi,Mszwfhpj,2.0,,W,701.0
ZWG7633,United States of America,Anchorage,82.0,Quebec,2016524.0,1.0,BlackRock,399212.0,1-398-680-0278,R,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,Yqfxb,5.0,2.0,D,323.0
Evw7634,United States of America,Winnipeg,94.0,NJ,37745.0,10.0,McGraw-Hill,439561.0,1-185-976-7770,O,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,ypmuep,4.0,5.0,M,846.0
Lhl7635,United States of America,Waco,16.0,MN,503752.0,8.0,Family Dollar Stores,29980.0,1-490-238-8219,O,Krdmgygwnziumjdtybwyw,Xthtecuu,3.0,4.0,M,850.0
LYB7636,United States of America,Stockton,43.0,NE,2115180.0,,Teleflex,28693.0,1-891-741-2112,U,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,Xjzpdio,2.0,5.0,M,
Ijb7637,Canada,Boston,76.0,VA,839222.0,3.0,,106794.0,1-849-918-0984,O,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,Rgthehdvvlh,1.0,2.0,M,564.0
Zhf7638,United States of America,Memphis,0.0,PA,1851334.0,4.0,Imation,340598.0,1-426-168-3142,O,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,ysexit,3.0,5.0,S,558.0
PYU7639,United States of America,Sydney,33.0,WV,1348251.0,0.0,PPL,490597.0,1-757-910-8931,O,Bfntmkesgyjkjrgttbtdncoumqhmnxy,Wscgcsbwlzj,1.0,,U,417.0
Iku7640,Canada,Shreveport,62.0,WY,2722392.0,6.0,Smithfield Foods,499685.0,1-468-325-0119,O,,AUQJTIMK,2.0,2.0,U,487.0
HBZ7641,United States of America,Modesto,8.0,MN,1785161.0,9.0,Macy's,62285.0,1-383-310-7894,O,Bnbfbxvqxtngv,Weqnwrwrbcgx,2.0,0.0,M,639.0
Pco7642,United States of America,Hull,4.0,VT,2823578.0,3.0,Torchmark,320885.0,1-353-727-2029,O,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,facqrtjqjmd,5.0,5.0,U,625.0
Ybv7643,United States of America,Yonkers,39.0,WV,2123972.0,1.0,Herman Miller,184669.0,1-028-849-5461,O,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,OCNCREZ,5.0,3.0,D,
Rim7644,United States of America,Atlanta,90.0,IN,112782.0,3.0,Kindred Healthcare,126989.0,1-480-785-4021,R,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,JXOGSVJ,0.0,0.0,S,
gnf7645,Canada,Hayward,7.0,MS,248311.0,3.0,Arch Coal,48144.0,1-443-132-4138,,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,Iqtso,1.0,4.0,M,460.0
Wxp7646,United States of America,Savannah,95.0,CO,3719851.0,8.0,Whirlpool,377787.0,1-143-020-1234,O,Mbxglsrssswfglfkjrjmedkyvtchipxrc,Uxgvbwop,5.0,4.0,,793.0
Dxh7647,Canada,Fullerton,59.0,PA,1920385.0,8.0,Arrow Electronics,323782.0,1-475-304-3486,O,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,Ovsiu,5.0,5.0,U,821.0
Aqo7648,United States of America,Overland Park,13.0,DE,576903.0,6.0,Rock-Tenn,31880.0,1-677-882-6792,O,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,Frqdqbs,3.0,2.0,S,
fen7649,United States of America,Alexandria,58.0,Prince Edward Island,1855037.0,8.0,R.H. Donnelley,390190.0,1-151-067-7411,O,Eymghd,waiitdv,5.0,3.0,D,643.0
CMQ7650,Canada,Fort Collins,67.0,TN,2954046.0,2.0,Pall,413821.0,1-645-553-4591,O,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,Vlmzifrfolfs,4.0,1.0,U,817.0
Yhb7651,United States of America,Santa Fe,68.0,CA,952096.0,10.0,Burlington Coat Factory,301451.0,1-670-793-5351,O,Vqdxskijczxliokh,DKXNSUJQRKGM,1.0,2.0,,702.0
mbw7652,United States of America,Simi Valley,17.0,TN,3382998.0,2.0,Forest Laboratories,5888.0,1-049-843-6473,O,Fclwsu,Vzvadviukgid,1.0,0.0,D,409.0
xas7653,United States of America,Mesa,44.0,FL,3772196.0,6.0,Moody's,254404.0,1-739-185-6579,O,HEAVOVI,Jjtgz,2.0,2.0,,617.0
MKM7654,United States of America,Simi Valley,16.0,TN,3180080.0,5.0,Fidelity National Financial,290984.0,1-215-295-5893,O,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,TMWLE,3.0,0.0,M,
Jgi7655,United States of America,Charlotte,27.0,OR,3971412.0,,Amphenol,441847.0,,O,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,Lfmjqz,5.0,5.0,M,756.0
Mwv7656,United States of America,St. Petersburg,59.0,ME,1488210.0,5.0,Int. Business Machines,373240.0,1-515-341-8405,R,Qyixsrnjoebdnlfllhogyogxucqdulld,bserucmdlez,2.0,4.0,D,484.0
YOY7657,United States of America,Washington,8.0,SC,2621373.0,9.0,Int. Flavors & Fragrances,461444.0,1-249-978-7278,O,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,Nobgu,1.0,4.0,S,589.0
Gja7658,United States of America,Tallahassee,98.0,Ontario,1021949.0,0.0,Gilead Sciences,255072.0,1-471-716-6210,O,Ukwllcghntgqugnsgvuipavrllepqrfbbf,Mynrhpyte,1.0,4.0,S,380.0
rcx7659,United States of America,Mesa,35.0,GA,2444319.0,10.0,United Rentals,255019.0,,R,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,aqobdfbeu,1.0,1.0,S,541.0
IPA7660,Canada,Portland,57.0,VA,362567.0,7.0,Convergys,330718.0,1-982-617-1421,,BPENSONZGIJMQPDRWDCT,jecwnfavowiu,1.0,,M,474.0
rbj7661,United States of America,Las Vegas,69.0,KY,462234.0,4.0,Mueller Water Products,245130.0,1-068-568-6056,O,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,Nmemytq,2.0,1.0,,685.0
ebw7662,United States of America,Sudbury,33.0,SC,3936622.0,10.0,Shaw Group,19691.0,,R,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,Vqvleqweftl,4.0,3.0,M,363.0
SQY7663,United States of America,Sunnyvale,33.0,NC,2116904.0,9.0,Energy Future Holdings,13490.0,1-772-155-4468,O,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,ABCSQOCHEHK,1.0,1.0,M,605.0
nqw7664,United States of America,Birmingham,1.0,KS,63883.0,6.0,PHH,90333.0,1-551-833-6226,,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,NOQIRAGYH,4.0,4.0,W,394.0
Fyz7665,Canada,Orlando,19.0,MO,2747738.0,6.0,Simon Property Group,210200.0,1-894-068-7775,R,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,Yqqldbrjvcqq,0.0,2.0,U,812.0
Hds7666,United States of America,Albuquerque,63.0,OK,938329.0,3.0,World Fuel Services,195318.0,,R,Jtiwqtllu,BSICQKYPBDT,3.0,3.0,M,688.0
ksz7667,United States of America,Nashville,27.0,LA,976093.0,9.0,Andersons,486627.0,1-942-682-4165,O,,enurwe,5.0,5.0,M,808.0
Wzm7668,United States of America,Akron,12.0,Saskatchewan,2031908.0,1.0,L-3 Communications,142918.0,,O,Vwhjqdpbsxgifvj,Qslfupidrch,,4.0,,492.0
Xna7669,United States of America,Lubbock,26.0,KY,660066.0,6.0,CACI International,243364.0,1-316-836-0322,O,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,VEKXFJRNX,4.0,3.0,D,734.0
ugr7670,United States of America,St. Paul,2.0,NH,2777991.0,7.0,M&T Bank Corp.,208343.0,1-746-466-6593,O,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,Dbkoxqpx,1.0,5.0,M,579.0
Qao7671,United States of America,Columbus,34.0,NM,3148815.0,10.0,Family Dollar Stores,26787.0,1-306-508-0916,U,Oivxztihdxtiymll,HPYTPNH,0.0,4.0,M,410.0
MXH7672,United States of America,Abilene,86.0,NE,3714775.0,7.0,Medco Health Solutions,190609.0,1-049-405-9872,O,GRBTZCPWVAXIEDLFBP,rxcbiltuvzyh,0.0,4.0,D,743.0
KQU7673,United States of America,Biloxi,47.0,New Brunswick,2203195.0,9.0,Crosstex Energy,,1-539-901-1797,O,yrwbeeazafrlhgevuujdmoayhrrtit,jfrawlwjssge,1.0,,M,431.0
bxn7674,United States of America,Cincinnati,73.0,MD,3708645.0,4.0,Reynolds American,,1-976-507-8347,O,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,PGIUBMUAR,0.0,0.0,M,805.0
Opu7675,United States of America,Tulsa,83.0,WV,2954852.0,9.0,PolyOne,453308.0,1-902-376-9596,O,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,rgqwzxsvza,1.0,0.0,U,688.0
Ceo7676,United States of America,Oakland,99.0,MA,2421534.0,1.0,"Toys ""R"" Us",251108.0,1-532-161-3458,O,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,qnxfnq,1.0,,D,483.0
DZH7677,United States of America,McAllen,49.0,MT,941243.0,7.0,Sonoco Products,128853.0,1-943-745-8094,O,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,lfjtpka,0.0,0.0,U,844.0
Ocd7678,Canada,Laredo,96.0,NM,3133101.0,5.0,Newfield Exploration,486933.0,1-162-078-3859,O,Cdfhriutpkdafvnqaknxfagsycyedqxsyrtsazbklpawywxjscoudkhdxwwzojcskidtubekfgfh,pyeiwbftpsck,3.0,3.0,M,436.0
Uyj7679,Canada,Fort Collins,12.0,TN,2070834.0,3.0,IAC/InterActiveCorp,306545.0,1-881-265-1012,U,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,Enncjsox,5.0,2.0,D,336.0
mhz7680,United States of America,Sudbury,75.0,PA,2617194.0,1.0,MGIC Investment,7682.0,1-781-682-4447,O,frxttcqtwmvcozbcgkzuhtqlxixybzxntwbuywlcvboycczpyxcp,Lnprrdeegs,1.0,1.0,S,688.0
Sft7681,Canada,Simi Valley,29.0,NC,2752340.0,9.0,American International Group,280763.0,1-716-288-6722,O,hkoyjtywhpdhr,PXRXKFTOX,3.0,0.0,U,581.0
gza7682,United States of America,Berkeley,4.0,CO,2611991.0,6.0,Health Net,296945.0,1-407-712-3659,R,Mcukytevbntbtojyvvwfhtehrjkmqxqkainho,Osanin,1.0,2.0,,670.0
Rem7683,United States of America,Santa Rosa,100.0,TX,3965576.0,5.0,Mueller Industries,176399.0,1-747-143-2305,O,Upjgbbciatadkkxsnnqbhrckqcwhvmrnixiwvfosomwpzipmndogviptcaejebeyto,WWWMNN,0.0,0.0,U,671.0
cko7684,Canada,Mesquite,45.0,IN,3550405.0,10.0,American National Insurance,97252.0,1-522-074-1862,U,Jfwccnzmfbvapnjdqjthwagblnpiorcwdgqdewyr,tsqtfhsh,3.0,4.0,U,352.0
RLN7685,United States of America,Regina,63.0,VA,1566093.0,10.0,Morgan Stanley,320588.0,1-867-195-7669,O,rjxzamoqpqhaaaxieysyexzcjsydrkljzlwqrahuyziejjjlrowthbvdeiyznzoauevkfgcwwdf,zwyuac,3.0,2.0,S,317.0
Qjl7686,United States of America,Worcester,35.0,WV,1944507.0,6.0,Halliburton,18284.0,1-272-128-3403,R,Vcuqoxpqiagdsjlrlqdhdbwfvdyyehvbhxotjyaehcjzdxigaiwokkreeir,Gzgsvt,4.0,2.0,,809.0
YNL7687,Canada,Iqaluit,61.0,VT,3250645.0,5.0,MGIC Investment,,1-174-194-8365,,Lzqpctubshjhbonplyvbkpvwaiklmxnoxbvdthmysxujjhrsjhtpiqcgvewteibauxmteqkccfjetjcr,Shirfkrfppb,0.0,2.0,S,704.0
qpi7688,United States of America,Little Rock,43.0,AZ,2806218.0,2.0,United Services Automobile,80228.0,1-067-296-1708,O,dbbiipgceoxrelirr,hwxcimvf,1.0,,S,411.0
Xxi7689,Canada,Santa Clarita,98.0,NY,2826399.0,4.0,Spartan Stores,39672.0,1-688-092-7664,O,lwkuslewwpqlmqtkxlfnaaloqcougorfnnscaqzzobrargrnzztbcocqahhkqqf,xqkaxa,,3.0,U,431.0
axi7690,United States of America,Chicago,84.0,NE,91147.0,4.0,Moog,225036.0,1-784-445-0301,O,Whwhamkhcfwxwwdzlfcnrqajwcfczohlpahjoykdulkwozthxvs,cjeriaaeunmp,3.0,3.0,M,362.0
Wqd7691,Canada,Irving,,SC,1036928.0,4.0,Century Aluminum,224427.0,1-773-485-4247,R,Ydjnahnxjekwwvlbedwtqekyuhomxxrwyjdcurodxdrpbqyicvnycoz,Mhhqranm,2.0,3.0,M,532.0
jur7692,United States of America,Ontario,18.0,New Brunswick,2406965.0,3.0,Hayes Lemmerz,123153.0,1-528-873-2585,O,Aphldmruwmbvrajtjkcnjadcaadjovfmwhcu,Ztrxdxr,5.0,4.0,U,442.0
NBX7693,United States of America,Stamford,14.0,KY,3588199.0,10.0,EOG Resources,,1-952-933-5053,O,qroliyuwlwkuquhoobibbvfubyjkpbqxuszyintthawnjjmrll,BVMLYNHCFOY,2.0,1.0,S,677.0
Naf7694,United States of America,Victoria,22.0,British Columbia,,8.0,Dresser-Rand Group,353487.0,1-882-237-0765,O,Gygrsb,RBVXNHWO,4.0,2.0,M,565.0
bzc7695,United States of America,Brownsville,7.0,WA,2896930.0,5.0,Sealed Air,145794.0,1-762-453-2464,R,Yiaduiiz,Wfmsguhdyyo,3.0,1.0,M,365.0
Pmo7696,United States of America,Bellevue,97.0,AK,312676.0,5.0,Blockbuster,142515.0,1-129-593-2017,O,Fudfpqtgptlrxzduhykgxruxmidsscscoxfjnhnmdatvmkeldfqaqyarmbiicwnkzenypfzwsurnn,Mcxklhj,3.0,5.0,W,406.0
goh7697,United States of America,Baltimore,49.0,MN,16279.0,3.0,Owens Corning,414775.0,1-779-145-2680,,AKNKOVOODFQXYTMPKDDTGBXOVJMTLKQQLIZPTOKLZUVJGUZVADSDVAOIHDTP,Lypuhgeezbgp,0.0,5.0,U,774.0
Jfb7698,United States of America,Cedar Rapids,25.0,RI,1536113.0,7.0,Robert Half International,125271.0,1-770-255-3860,R,NXFOMKMOB,TRKCEX,2.0,5.0,S,718.0
Hao7699,United States of America,Huntington Beach,99.0,British Columbia,184474.0,2.0,Wesco International,,1-336-236-0201,R,Qadpqpabca,Kihzeilpneap,4.0,,M,588.0
Dwo7700,Canada,Cedar Rapids,44.0,SD,2971869.0,5.0,Dana Holding,93761.0,1-185-085-5742,O,IVLIDMMKUPBUAMMTZKKODCMSJIQFPAGHZSCIITYLLMSFTLFFGFLMGYPUMES,pylzfutqftt,1.0,5.0,M,764.0
RJA7701,United States of America,Los Angeles,96.0,AL,2256728.0,2.0,NBTY,397902.0,1-957-033-0510,O,Usvdhflkxslnbtzzisdzvrtxahojfubansszmyjicqoxxv,Bsclhehzobfm,2.0,1.0,U,
Lph7702,United States of America,Milwaukee,88.0,British Columbia,2127026.0,8.0,Eastman Chemical,123538.0,1-485-740-9640,O,Slztmsoqjhhpzvtlgmxdagfuspobctdtmqidtayndzcwufilvguwnazchjpowkypgjwlgoweuez,Ieyjqvfhges,4.0,3.0,M,657.0
Rfk7703,United States of America,Detroit,33.0,Ontario,3476485.0,,Allergan,118013.0,1-459-114-0867,U,,Zuttopn,3.0,2.0,M,769.0
RFU7704,United States of America,Nashua,8.0,MD,908035.0,7.0,Global Partners,45737.0,1-671-499-0522,O,Jeppnwgsxehnwtfwftgi,EHXJIUER,2.0,5.0,M,776.0
TQH7705,United States of America,Minneapolis,55.0,IA,,4.0,Fluor,456999.0,1-817-903-4786,O,fqsptuwgigbkjzqlzpcavlfufvyayzyjxpkejyntcxx,ipazhhewr,2.0,0.0,U,343.0
Bbc7706,United States of America,Columbia,43.0,PA,3054149.0,5.0,FedEx,326910.0,1-099-914-5598,U,proypfxamoqniedghhqcbhnoljrpkdejieltf,vvwizqanbs,3.0,4.0,W,568.0
Yoj7707,United States of America,Garden Grove,75.0,MA,,5.0,Polaris Industries,166536.0,1-102-019-9878,O,Npryiyyucfjewtwffepmnkekuhubxqojvkpcglhfauktnjnttzprxagtflktxlasidrhsqjhwvlzaybx,Lzxpul,2.0,0.0,S,830.0
lvh7708,Canada,Norfolk,66.0,ID,248269.0,6.0,Torchmark,337347.0,1-873-941-1147,R,wdwypgswmghpomebfxyzdsvrrmzejobbmlnocvzpjtjngis,Dwvezt,3.0,4.0,,812.0
Zpr7709,Canada,Salem,58.0,Newfoundland,1203267.0,6.0,Alliance Data Systems,41345.0,1-710-953-4977,U,Qbjvbdhukolhkvblzlpqvhoidbsxhjjidxewmpmeyviumfaknanhkawkqkicst,WQSZWQBE,2.0,4.0,U,489.0
LMG7710,United States of America,Saskatoon,29.0,UT,3704743.0,9.0,American International Group,370209.0,1-789-825-2857,U,Abgxbgumkxdgtfxdnipqahoppnvqtycloripcjpwav,DWMXIPKTCN,5.0,1.0,U,845.0
WMF7711,United States of America,Boise,28.0,OR,3673540.0,0.0,Mohawk Industries,343016.0,1-179-937-7265,R,johelumobsdscjxtegwoqf,hrhbmmtj,0.0,4.0,U,735.0
Qov7712,United States of America,Irvine,93.0,ID,982779.0,4.0,Vulcan Materials,186990.0,1-596-337-6757,U,RVREJBODDAQMNNKSVFCRGEEGYRFCHGQKZIJAMSVQCZSQXIKMEHHFOVJHJQFGKIOHOUNFHENWBEATHG,EXIDAUKO,4.0,3.0,D,615.0
Vkp7713,United States of America,Washington,17.0,AL,2778471.0,6.0,OfficeMax,46562.0,1-512-224-7078,U,fviktddqlpzaihbnirmlzugjucssebcgjqwk,Wqhgxcfrvqe,,4.0,W,
SST7714,United States of America,St. Petersburg,98.0,MN,2585134.0,,Michael Foods,98412.0,1-552-735-4638,U,MHHPNLYPKALRGEU,Lwuvkzp,5.0,5.0,U,769.0
Fuk7715,United States of America,Torrance,38.0,UT,3591627.0,10.0,Vulcan Materials,436056.0,1-127-805-3262,O,Szdfmvhiydvlwhpmpetcnqcwscvrnbaih,htndjyvd,5.0,4.0,S,406.0
Brz7716,United States of America,Warren,44.0,ME,1819561.0,0.0,,36008.0,1-985-423-7255,O,BTXEJWXBNTKNXZHXO,Iadjghd,3.0,1.0,U,586.0
Faw7717,United States of America,Oakland,27.0,IA,2857056.0,10.0,Unum Group,417402.0,,O,VJIXJQFCUTCUXUYATRICWNQEXFDOKVULJGBBLWBGAYQVJQEAREHYVLEKWJRBNN,,1.0,0.0,M,630.0
Jtn7718,United States of America,Hull,94.0,VT,1393892.0,7.0,Domtar,273535.0,1-019-900-0927,O,Lyljat,kvcqpv,1.0,1.0,U,533.0
too7719,United States of America,Boston,,MA,759096.0,,Sentry Insurance Group,445562.0,1-055-674-3126,O,Qabwlgqrbidnenyyuvbgrhhvvrgw,MFRHTZKJ,4.0,2.0,M,328.0
Kcd7720,Canada,Modesto,60.0,Prince Edward Island,2288668.0,9.0,Constellation Energy,226333.0,1-539-727-9817,O,lqixcaatrhjqjovgxa,BRXSSYJHS,4.0,2.0,M,753.0
Yhh7721,United States of America,Grand Prairie,48.0,Manitoba,3580824.0,10.0,CSX,,1-125-903-5459,O,Ekuhwjayuxqperlxnlmrymdmwtxaflbhscqyncomfhwbxhbgjolmyxmxwmnplizhomhjceuxbntzlxvn,ijsdxorwqin,3.0,3.0,U,512.0
Adu7722,Canada,Phoenix,36.0,TX,1681450.0,8.0,W.W. Grainger,,1-591-506-8069,R,BTVDHAKTATGCRSNLNJIMRNEKOCW,Fuxiyfjtqevk,5.0,3.0,D,432.0
Kwx7723,United States of America,Lincoln,67.0,RI,1592047.0,2.0,Kimberly-Clark,271054.0,1-131-877-8296,O,Rrzywqvopgjspxdxcvbavgnmfzwgrqwccgvekosmpedjjojxvpdennlhtb,Egxkelhxosoh,5.0,3.0,,323.0
uzl7724,United States of America,Shreveport,63.0,MI,3596545.0,10.0,Henry Schein,64626.0,1-716-805-3703,O,anaeppkooczdbqjqbkncsjyigtdewzxxmwdxwigprimlifrikliqaffedqqvcdfwmnzkfzavdkxa,gmnioeblfn,3.0,4.0,U,714.0
UXY7725,United States of America,Warren,55.0,PA,3093246.0,7.0,State Street Corp.,463945.0,1-506-286-3588,O,Stltlktrzkoxogdnbkblwqfmeakmysqhlfzqcfhvuizenxftt,Mdqarqysh,5.0,2.0,S,730.0
FRU7726,United States of America,Erie,4.0,KY,3867919.0,5.0,Quanta Services,159731.0,1-427-982-9005,O,Rerwaixnthnmubexctjvtjfcyxbgybbnktinjlsedjzli,frzijg,0.0,,M,346.0
Bjx7727,United States of America,Fargo,92.0,OH,3245961.0,1.0,Marshall & Ilsley Corp.,190805.0,1-669-946-1808,R,dwchwkksmytmabvhrtrjksknavvfiiipophpbzkcxcrkbvkylijdjyvteuurdprxb,Clktwlprka,5.0,3.0,M,
zkp7728,United States of America,Wichita,93.0,AR,600366.0,7.0,Oceaneering International,43888.0,1-936-581-5888,O,bytlgbvuqbpxdyxtlsfiowxxcobig,Fnbcpkispthu,1.0,1.0,M,818.0
Lbo7729,United States of America,Mount Pearl,87.0,KY,1738979.0,4.0,Raymond James Financial,34137.0,1-740-256-2368,R,Xfuwlnffqpdtapbkklpohkpwqsumdeulnwpwxhdzwchksififvwsrkhnsclnewjhp,Gnczlyncstm,0.0,0.0,S,623.0
TFP7730,United States of America,Mobile,44.0,IA,454564.0,5.0,Valspar,196885.0,1-559-799-0991,R,QVCJYXTAFGUAOIOXDMBDBDERUGMAOIVLBVNVVWLXXETPF,Qrlsag,4.0,1.0,S,742.0
XKQ7731,United States of America,Phoenix,95.0,British Columbia,3912268.0,9.0,Live Nation,206705.0,1-287-631-2055,O,Ckzlfaxlugy,Bqzjycxovl,0.0,1.0,M,378.0
DQY7732,United States of America,Fontana,61.0,Quebec,1966788.0,8.0,,337299.0,1-100-505-6436,,Mzcgtsgenbpkvrvcivatdmlzrerricchgsjwfrwigwqccodqcirzbamczbgx,DCJMXZP,3.0,3.0,D,323.0
Ydl7733,United States of America,Toledo,23.0,KS,985098.0,2.0,Health Management Associates,280247.0,1-167-261-7959,R,Faarhmxaisozfaflppncgzgseppmdvpaxwxrmnowds,rnvhdukwyktc,2.0,5.0,M,684.0
VGT7734,United States of America,Raleigh,16.0,ID,,6.0,Wyndham Worldwide,286206.0,1-653-504-0712,O,Iqimsnxoqjlznmibgvgfawhyldnbyekclcogi,Pqvdcrnumij,4.0,2.0,U,390.0
Wwi7735,United States of America,Lubbock,58.0,Newfoundland,1053231.0,8.0,Broadcom,153656.0,,O,Hikomhxvajrtzayxgrsnkk,SOMMLUWO,4.0,1.0,M,707.0
OJF7736,United States of America,San Diego,58.0,Saskatchewan,,2.0,Aramark,379503.0,1-388-567-1492,U,jbhtombsbmqfattyurifuucsztlxwmevresb,Hjucmacpoyg,1.0,1.0,M,368.0
Czs7737,United States of America,Charleston,21.0,AL,3885299.0,5.0,Aventine Renewable Energy,19124.0,1-801-318-0082,O,Ujdehjjsexrvbhfomsccrawxahwifviqraxdqkwrxctnsbjpalxnofkxaaucb,jxhbe,1.0,2.0,M,534.0
Zpa7738,United States of America,Garland,66.0,MT,895008.0,9.0,Humana,44001.0,1-280-292-5628,O,oepshgdeoddc,Izrbiiz,5.0,2.0,D,379.0
Icx7739,United States of America,Nashua,92.0,MT,101325.0,5.0,U.S. Bancorp,461564.0,1-075-286-5992,O,ZXPOVKZTHDSOD,jnvwcxmcygu,3.0,3.0,,305.0
jmm7740,United States of America,Fort Worth,38.0,GA,1279719.0,1.0,Analog Devices,313750.0,1-426-228-4128,O,,AJLYHOTFBHX,3.0,5.0,M,417.0
saz7741,Canada,Sterling Heights,,MT,3779634.0,9.0,Superior Energy Services,78185.0,1-393-250-1404,R,Ddwtyl,Hptdnxadnxc,2.0,4.0,D,536.0
Ybr7742,United States of America,Oklahoma City,66.0,CO,742822.0,10.0,Freddie Mac,419102.0,1-130-076-0722,O,qibrtlnduzqutxr,Iaahnutner,2.0,4.0,W,773.0
ncz7743,United States of America,Baton Rouge,55.0,Saskatchewan,2761827.0,10.0,Autodesk,91366.0,1-984-871-9500,O,,cxiytr,5.0,0.0,S,808.0
