City,Income,Phone,Age,Country,Gender,State,NumberCars,AddressLine1,NetWorth,LastName,CreditRating,MaritalStatus,NumberCreditCards,NumberChildren,OwnOrRentFlag,MiddleInitial,AddressLine2,Employer,FirstName,PostalCode,AgencyID
Costa Mesa,20397.0,1-267-357-1943,76.0,United States of America,m,MD,1.0,20025 routh crescent,3810365.0,lawlis,,U,2.0,1.0,O,L,,Bemis,Otha,v6n 1v9,law141
Houston,463094.0,1-602-756-7919,5.0,United States of America,m,New Brunswick,2.0,4144 LAKE PARK LANE,2641938.0,Beebe,664.0,U,6.0,2.0,O,D,Suite 397,Securian Financial Group,Rodie,83702,Bee142
Bakersfield,331900.0,1-793-864-7010,65.0,United States of America,m,HI,4.0,3375 sakowitz lane,3857323.0,schlange,789.0,U,7.0,1.0,O,,,Ford Motor,DULCE,80125,sch143
Chesapeake,8421.0,1-637-020-2921,94.0,United States of America,,ND,5.0,7255 berry way,1636212.0,Witchlow,803.0,S,0.0,0.0,U,,,ConAgra Foods,Win,M5G 1Y7,Wit144
Sandy,35780.0,1-428-797-6325,95.0,United States of America,F,Nova Scotia,4.0,3131 WATHAN SOUTH,2999082.0,MEREDITH,720.0,M,3.0,4.0,,Q,,Charter Communications,Roselin,80213,MER145
Lewiston,139897.0,1-011-549-5618,28.0,United States of America,m,ME,1.0,18440 RYAN NORTH,2280820.0,bialkenius,839.0,M,4.0,0.0,R,,,Calpine,Malanie,60737,bia146
Elizabeth,414119.0,1-993-255-5481,76.0,United States of America,m,Alberta,4.0,13222 glen loch road,1050866.0,Swiat,621.0,D,0.0,1.0,O,P,SUITE 464,Crane,TARYN,90510,Swi147
Sudbury,234035.0,1-487-749-4448,81.0,United States of America,,VT,5.0,7889 MURRAY WAY,,bullinger,628.0,D,3.0,4.0,O,,,Textron,MALENA,92882,bul148
Austin,144405.0,1-192-352-2184,38.0,Canada,F,DE,3.0,7527 whale drive,603001.0,TYRRELL,813.0,W,6.0,5.0,O,,,Idearc,Dorie,98121,TYR149
Salinas,55441.0,1-293-442-4224,25.0,United States of America,,MA,5.0,17788 eagle trace park,3368239.0,Fyfe,367.0,W,3.0,3.0,R,,,Cabela's,Liese,H2e 1x9,Fyf150
Peoria,392869.0,1-078-502-6700,0.0,United States of America,,CA,4.0,7661 GRANT WAY,1042629.0,Sicard,807.0,D,10.0,2.0,O,,,EOG Resources,tele,23503,Sic151
Sydney,402416.0,1-430-909-3001,61.0,United States of America,F,Manitoba,3.0,4806 crystal hills street,1948746.0,CASTEN,501.0,U,8.0,4.0,O,,,,astra,40208,CAS152
San Antonio,89984.0,1-392-455-0895,3.0,United States of America,,TN,0.0,4211 WILLS NORTH,3113862.0,Choy,490.0,U,10.0,2.0,O,S,,Burlington Coat Factory,marnia,75201,Cho153
Oklahoma City,395773.0,1-273-921-9787,77.0,United States of America,,FL,2.0,7524 linberg north,2777290.0,CHACKO,321.0,W,3.0,3.0,O,,,Southwest Airlines,AMY,93852,CHA154
Miami,126662.0,1-012-993-4538,8.0,United States of America,f,CA,1.0,14266 lemming south,2210073.0,beil,,U,6.0,0.0,R,E,,RPM International,HAMILTON,32312,bei155
Yonkers,132008.0,1-890-859-4211,34.0,United States of America,m,CO,4.0,1427 ADDAX LANE,1999684.0,Eleftheriou,446.0,U,7.0,1.0,O,J,,Amazon.com,Kuldip,90059,Ele156
Columbia,417218.0,1-080-032-3031,15.0,United States of America,F,Saskatchewan,5.0,1625 fernando court,2119678.0,o'grady,428.0,M,2.0,5.0,O,,,Neiman Marcus,krystalle,77006,o'g157
Lubbock,360063.0,1-561-620-7173,66.0,United States of America,,UT,0.0,335 floresta north,169808.0,Katchmar,423.0,S,5.0,0.0,O,,,Goldman Sachs Group,Stella,23224,Kat158
Chattanooga,100516.0,1-017-439-0362,55.0,United States of America,,ME,5.0,22806 garson east,1072732.0,Luin,499.0,U,6.0,4.0,O,O,,Boeing,Marie-josee,10055,Lui159
Fargo,16814.0,1-248-539-6621,8.0,United States of America,f,NH,1.0,5524 vermack street,2261442.0,Klavkalns,342.0,S,7.0,1.0,O,,,United Refining,Nashib,35830,Kla160
Omaha,,1-611-789-5569,7.0,United States of America,,VA,1.0,18105 electra street,2234368.0,Brunsting,632.0,M,1.0,3.0,U,Z,,D.R. Horton,Annette,v6m 1s9,Bru161
Yonkers,315962.0,1-023-151-8130,97.0,United States of America,,TX,3.0,719 holman court,575288.0,Apter,525.0,M,6.0,1.0,O,Q,,Jarden,LENA,22304,Apt162
Spokane,299268.0,1-005-574-3523,95.0,United States of America,f,Saskatchewan,5.0,23553 MEMORIAL RUE,1102479.0,schuette,371.0,M,9.0,1.0,R,,,Systemax,Christian,06101,sch163
Tulsa,301490.0,1-550-487-1571,92.0,United States of America,,NH,1.0,16759 park avenue,2995388.0,Lanava,699.0,U,4.0,3.0,O,,,Marriott International,Morrie,78756,Lan164
Garden Grove,36052.0,1-280-494-1415,17.0,United States of America,F,VA,3.0,12296 WILLIAMS LOWER,1147193.0,Fusca,435.0,M,8.0,2.0,O,,,Expeditors International,LYMAN,93003,Fus165
Fort Lauderdale,437483.0,1-803-438-4141,81.0,United States of America,F,IA,1.0,9625 ALLEN BOULEVARD,1136540.0,Nevardauskis,512.0,U,2.0,4.0,U,R,,Great Plains Energy,REUBEN,T5D 1P2,Nev166
Philadelphia,152971.0,1-566-299-2351,13.0,Canada,f,NC,5.0,10340 jarvis road,1677669.0,SHACKLEFORD,552.0,M,6.0,,O,,,Danaher,Hermon,10108,SHA167
Sydney,449495.0,1-586-363-4189,78.0,Canada,,NH,0.0,13143 goodwin lane,2160706.0,Sauck,,M,8.0,2.0,O,P,,,Paqs,t5c 1l3,Sau168
Waterbury,349827.0,1-505-124-9029,78.0,United States of America,,AL,4.0,7160 BEATTY RUE,2525665.0,frischknecht,687.0,M,5.0,1.0,O,,,Watson Wyatt Worldwide,GAETAN,M5B 1Z8,fri169
Tacoma,9562.0,1-897-996-9812,85.0,United States of America,,British Columbia,3.0,22679 chimney rock west,3517622.0,fernandez,433.0,M,0.0,1.0,R,O,,Yahoo,leese,V6H 1W2,fer170
Charlottetown,24514.0,1-922-919-5858,68.0,United States of America,M,MD,1.0,6769 pasadena upper,,LANDERS,746.0,U,7.0,2.0,,,,Convergys,Amelie,90308,LAN171
Independence,407985.0,1-326-572-2988,1.0,Canada,,IA,0.0,20622 MCAFEE COURT,97675.0,Bhasin,405.0,M,9.0,0.0,R,,,Celanese,TAMRA,M5e 1y2,Bha172
Escondido,,1-076-972-4311,83.0,United States of America,M,ND,5.0,10526 LINWOOD LANE,,Jordan,805.0,M,,5.0,O,,,Dana Holding,bang,80029,Jor173
Lansing,257897.0,1-341-595-8408,78.0,United States of America,F,NY,4.0,21088 vessey crescent,3569070.0,KNUDSEN,819.0,M,5.0,4.0,O,,,XTO Energy,HILDEGARDE,30350,KNU174
Anaheim,261143.0,,,United States of America,F,OR,0.0,10884 ryan avenue,1507616.0,Hamelin,648.0,M,0.0,5.0,O,,,Alliance Data Systems,Carmody,97240,Ham175
Glendale,110615.0,1-536-952-5040,5.0,United States of America,,MO,5.0,1481 gale court,514151.0,MAUER,401.0,U,10.0,5.0,R,,,Franklin Resources,Dareen,R3A 1M1,MAU176
Chula Vista,407799.0,1-663-917-0422,43.0,United States of America,F,CT,2.0,18390 martins east,2903408.0,Rezansoff,484.0,U,8.0,0.0,U,,Apt. 426,Fidelity National Financial,WEN,73172,Rez177
Orlando,195242.0,1-843-773-1791,53.0,Canada,,MO,4.0,23208 porter crescent,1695814.0,Koa,463.0,U,1.0,4.0,O,,,FirstEnergy,MOT,V6s 1p9,Koa178
Cleveland,315490.0,1-823-567-1252,13.0,United States of America,m,MN,3.0,17026 durand north,868465.0,HANNEMAN,335.0,U,5.0,0.0,O,B,,Commercial Metals,leese,90140,HAN179
Huntington,22201.0,1-744-421-7512,7.0,United States of America,,NC,5.0,16533 devonshire park,2810709.0,jakim,,U,10.0,4.0,O,I,,Genzyme,nettie,94639,jak180
Fayetteville,441579.0,1-621-744-1484,17.0,United States of America,,TN,4.0,8965 griffin east,3593363.0,umphres,381.0,M,7.0,5.0,R,C,,US Airways Group,AILEE,22307,ump181
Riverside,342730.0,1-973-214-3381,67.0,Canada,,NV,2.0,22451 larner court,2607636.0,Wickham,708.0,M,1.0,2.0,O,G,,Advanced Micro Devices,chan,55116,Wic182
Dayton,117267.0,1-428-266-1600,54.0,Canada,F,AL,5.0,3681 HOLLY KNOLL CRESCENT,2735642.0,Gates,354.0,M,8.0,4.0,R,,Apt. 540,United Parcel Service,RAY,M6s 1i5,Gat183
Corona,260107.0,1-334-466-5299,5.0,United States of America,,NE,1.0,5678 dayton street,1501732.0,bott,547.0,S,10.0,4.0,,,,Fastenal,Robinette,92708,bot184
Oklahoma City,166760.0,1-249-478-5643,28.0,United States of America,,KS,1.0,15591 holgate lane,397072.0,DAVID-YERUMO,761.0,D,9.0,1.0,O,T,,Core-Mark Holding,Rocke,V6r 1q6,DAV185
Dallas,401021.0,1-804-228-8548,5.0,United States of America,F,NY,4.0,23477 havenridge rue,3399757.0,HILLARD,659.0,M,1.0,1.0,O,,,Boise,Suzette,63178,HIL186
Durham,70945.0,1-564-230-0062,,United States of America,,NY,4.0,18267 cape lane,2684548.0,warburton,351.0,M,9.0,2.0,R,,,DST Systems,Myla,x7j 1r5,war187
Tacoma,389391.0,1-781-339-9073,72.0,United States of America,m,Saskatchewan,3.0,2928 POTOMAC UPPER,3041622.0,MACHNICKI-HYNES,608.0,S,7.0,3.0,O,,apt. 48,United States Steel,dacia,M5e 1y7,MAC188
Alexandria,63226.0,1-096-116-9962,12.0,United States of America,F,Prince Edward Island,4.0,14656 pasadena park,3211816.0,levitin,706.0,S,3.0,2.0,O,A,,Pepco Holdings,CHELSIE,23257,lev189
Hialeah,206220.0,1-914-194-6997,71.0,United States of America,,Alberta,0.0,16983 flagler drive,127026.0,Gooderham,391.0,M,8.0,4.0,O,,apt. 968,Acuity Brands,abbas,V6I 1U7,Goo190
Denver,,1-733-360-9116,90.0,United States of America,,Ontario,5.0,17212 LANDER SOUTH,588945.0,Kohalmi-hill,461.0,W,2.0,4.0,R,E,,Baker Hughes,Rec,94539,Koh191
Fort Lauderdale,337152.0,1-591-402-8026,20.0,United States of America,M,TN,4.0,23764 sabine west,1962620.0,AYLWIN,510.0,U,2.0,4.0,O,,,Newell Rubbermaid,Elaine,H7h 1v4,AYL192
Mesa,312074.0,1-326-180-9322,58.0,United States of America,F,VA,,16271 vista south,178193.0,CHOUHAN,805.0,W,5.0,2.0,O,E,,Westlake Chemical,Katharine,15201,CHO193
Cleveland,68551.0,1-784-796-6844,57.0,United States of America,,TX,2.0,1080 LAVENDER LANE,2102811.0,DITKO,702.0,M,7.0,4.0,O,G,,Jones Lang LaSalle,LILIAN,t5a 1n6,DIT194
Lewiston,488800.0,1-662-625-4671,43.0,United States of America,,MT,4.0,10856 summer street,2246854.0,EMIG,368.0,W,3.0,1.0,O,,,Burger King Holdings,CATI,78784,EMI195
Tallahassee,431633.0,1-627-590-4931,39.0,United States of America,m,IL,3.0,17021 edwards crescent,1312448.0,Ryder,520.0,W,8.0,2.0,R,,APT. 392,Hovnanian Enterprises,Luong,H6d 1w8,Ryd196
El Monte,72797.0,1-055-694-7984,87.0,United States of America,,WY,0.0,7726 TALLOWOOD UPPER,295993.0,meisner,666.0,S,2.0,3.0,O,S,,Medical Mutual of Ohio,JUOZAS,06705,mei197
Sioux Falls,260576.0,1-166-844-7429,57.0,United States of America,,NC,0.0,19097 foxfire north,1220003.0,Cegelski,587.0,S,9.0,1.0,O,,,Lockheed Martin,Lysy,M5c 1v9,Ceg198
Columbia,200096.0,1-516-930-4640,58.0,United States of America,,ND,4.0,8161 PINTO ROAD,2400476.0,haigh,643.0,U,4.0,5.0,O,Z,,Yum Brands,ULA,90759,hai199
San Francisco,,1-261-215-4290,28.0,United States of America,,GA,,9659 sakowitz west,2900897.0,clendening,484.0,,5.0,4.0,R,J,,Wesco International,Francesca,22301,cle200
Santa Clara,267656.0,1-681-572-7662,95.0,United States of America,,VA,3.0,15306 pike park,3942140.0,Ciesielski,,U,3.0,1.0,R,W,,Volt Information Sciences,emili,19165,Cie201
Greensboro,35253.0,1-288-967-5460,98.0,United States of America,f,Prince Edward Island,1.0,21891 dewey street,2118119.0,Parypa,676.0,S,8.0,2.0,R,,,Western Union,yogesh,75007,Par202
Waco,113159.0,1-315-022-2148,55.0,United States of America,f,OR,5.0,8155 storeywood road,338540.0,LOZINSKI,300.0,M,4.0,2.0,O,K,,,Xantippe,90302,LOZ203
Rochester,297444.0,1-707-402-6121,14.0,Canada,,WI,2.0,20871 dewdrop street,2617116.0,Pascal,,,8.0,3.0,R,,APT. 630,Lubrizol,TINO,84092,Pas204
Tampa,52092.0,1-186-893-7846,30.0,United States of America,,ID,3.0,1121 GREENE PARK,1459711.0,Aula,831.0,M,9.0,1.0,O,,,C.H. Robinson Worldwide,AGGIE,v6d 1u1,Aul205
Paterson,30249.0,1-571-918-3795,90.0,United States of America,F,MT,3.0,23849 westerley south,1804959.0,barnes,609.0,M,7.0,1.0,O,N,,Celgene,Alane,99503,bar206
Fullerton,483052.0,1-206-055-2128,69.0,United States of America,,MD,2.0,1540 murie rue,2957472.0,ELLIOTT,679.0,S,2.0,0.0,O,,,Leggett & Platt,ABBYE,80960,ELL207
London,287060.0,1-963-724-8044,67.0,United States of America,m,NY,4.0,16633 raymond road,2919293.0,forslund,634.0,U,6.0,0.0,O,P,suite 344,Fidelity National Information,aleen,53743,for208
Newark,274154.0,1-050-641-8503,41.0,Canada,,HI,1.0,18676 turman drive,3610130.0,Burbidge,338.0,W,4.0,1.0,O,U,,Arch Coal,collen,t6d 1k1,Bur209
Buffalo,379659.0,1-020-258-1680,2.0,United States of America,F,DE,5.0,1808 HARDY STREET,1209441.0,FOLLMER,332.0,M,4.0,5.0,O,,,Affinia Group Intermediate,NEALA,91350,FOL210
El Paso,,,89.0,United States of America,m,PA,0.0,11115 midland avenue,1058712.0,Leder,721.0,M,8.0,0.0,O,,,Kellogg,CELISSE,37916,Led211
Toledo,100796.0,1-886-961-7857,88.0,United States of America,,IN,4.0,24950 sheppard lane,1946028.0,kopke,351.0,,3.0,1.0,O,N,,PerkinElmer,MEHMET,22329,kop212
Sterling Heights,128277.0,1-999-799-7384,90.0,Canada,,MT,1.0,6450 LEMMING RUE,1420984.0,paylor,564.0,M,6.0,1.0,O,,,Limited Brands,Carlis,M1i 1r8,pay213
New Haven,147414.0,1-362-078-4138,54.0,United States of America,,WY,1.0,19342 wycliffe park,213235.0,PALACEK,379.0,M,9.0,3.0,O,,,OfficeMax,marshal,h5i 1p1,PAL214
Dallas,51559.0,1-174-723-5263,53.0,United States of America,,FL,1.0,7582 woodway south,472425.0,felton,727.0,S,8.0,2.0,O,,,J.B. Hunt Transport Services,Fabien,M1I 1R5,fel215
Milwaukee,355622.0,1-898-789-3598,89.0,United States of America,,RI,2.0,22526 QUEENSBURY LOWER,1160132.0,ATWELL-BYRNE,578.0,U,2.0,3.0,O,,,American Express,basia,53739,ATW216
Anaheim,468116.0,1-482-305-5399,31.0,United States of America,M,CO,5.0,18833 3rd park,2869995.0,Mcbeth,642.0,W,10.0,1.0,O,S,,Occidental Petroleum,FARID,06603,Mcb217
Huntington Beach,276728.0,1-834-784-7657,1.0,United States of America,M,SD,1.0,19394 canoas west,3727044.0,Jalaie,,M,1.0,0.0,O,B,apt. 3,Shaw Group,jyoti,28247,Jal218
Naperville,135306.0,1-864-555-5341,57.0,Canada,,TX,3.0,9941 ROYALTON DRIVE,2293241.0,vempati,554.0,S,,0.0,R,,,W.W. Grainger,Jandy,h7g 1u9,vem219
Iqaluit,99566.0,1-475-209-3369,10.0,United States of America,,VT,1.0,10177 pecos crescent,2846515.0,BARNICKEL,733.0,U,6.0,0.0,U,D,,IDT,VO,90831,BAR220
Winnipeg,263959.0,1-459-456-1848,74.0,United States of America,M,IN,2.0,20823 WEST CHAPEL AVENUE,1619956.0,PESOLD,345.0,M,10.0,4.0,O,U,,General Mills,Kien,M4j 1o7,PES221
St. Petersburg,441498.0,1-802-797-1712,28.0,United States of America,F,UT,2.0,13483 ROCKDALE DRIVE,2367607.0,Shaughnessy,644.0,M,6.0,0.0,R,,,RBS Global,Tybi,77288,Sha222
Waterbury,429621.0,,96.0,United States of America,M,NV,3.0,9645 HAYDEN BOULEVARD,3795566.0,Schmeing,564.0,S,3.0,0.0,U,J,,Realogy,Nhien,77117,Sch223
Lubbock,181214.0,1-224-760-3774,42.0,United States of America,,TX,1.0,6066 fillmore lower,734762.0,Materna,465.0,M,10.0,3.0,O,L,,ArvinMeritor,Florance,45263,Mat224
London,212502.0,1-511-883-9082,64.0,United States of America,,OR,,293 conier avenue,908994.0,JAIN,652.0,D,8.0,4.0,O,,,Amkor Technology,Ros,v6g 1p4,JAI225
Des Moines,244545.0,,,United States of America,,Ontario,5.0,7000 ansley lane,2561296.0,KARNAZES,714.0,M,6.0,4.0,O,,,Lear,Genevieve,72247,KAR226
Madison,218681.0,1-405-014-0029,49.0,Canada,,Saskatchewan,5.0,13635 jarvis south,3181069.0,gustafson,383.0,M,10.0,4.0,R,,APT. 587,Asbury Automotive Group,EMILIO,E7n 1j9,gus227
Scottsdale,296916.0,1-076-073-0994,81.0,United States of America,,MO,,17362 COFFEY UPPER,2632226.0,Annas,336.0,,7.0,5.0,O,K,,Limited Brands,JANEEN,45272,Ann228
Mount Pearl,453659.0,1-690-040-0846,57.0,Canada,,UT,0.0,12279 trafalgar crescent,,labenek,626.0,,9.0,2.0,O,R,,Beazer Homes USA,cathrin,x7j 1q2,lab229
Iqaluit,194450.0,1-211-707-3341,42.0,United States of America,f,IL,3.0,24717 MIDLAND LANE,1151333.0,flindall,549.0,S,0.0,0.0,U,M,,,kirstin,80952,fli230
Moreno Valley,49533.0,1-642-203-7899,30.0,United States of America,,NM,5.0,11493 worley park,2763939.0,satkunaseelan,492.0,U,0.0,4.0,O,,,Acuity Brands,giles,38157,sat231
Naperville,394819.0,1-792-738-9524,56.0,United States of America,,NC,2.0,6492 HAMMOND AVENUE,370710.0,thornley,327.0,M,0.0,4.0,O,I,,ABM Industries,Ted,06703,tho232
Norfolk,342754.0,1-881-269-3949,3.0,United States of America,m,AZ,3.0,8954 bagby north,1192164.0,CRIPPS,545.0,S,10.0,3.0,O,L,,,hayden,v6u 1r8,CRI233
Louisville,224435.0,1-537-303-6219,53.0,United States of America,M,CT,1.0,11622 josey south,223487.0,Gascon,571.0,M,0.0,0.0,O,V,,Southwestern Energy,Gail,28231,Gas234
Akron,37717.0,1-682-154-3638,67.0,United States of America,f,VA,0.0,11538 collinwood avenue,2341143.0,Chavers,423.0,W,7.0,2.0,O,,,Delta Air Lines,las,63107,Cha235
Whitehorse,286483.0,1-512-708-0580,94.0,United States of America,,NV,1.0,20913 vickers boulevard,1774784.0,Nettles,655.0,,4.0,0.0,O,,,ITT,Noelyn,H2g 1w7,Net236
Salem,185412.0,1-598-440-6359,37.0,United States of America,m,VA,0.0,22274 VICKERY CRESCENT,3951308.0,WOODROW,488.0,M,0.0,5.0,O,,,Health Management Associates,izak,55416,WOO237
Memphis,472518.0,1-281-206-9270,75.0,United States of America,,British Columbia,4.0,881 vance jackson south,2756025.0,valerien,352.0,M,6.0,,,,,Western Union,bernita,V6d 1u5,val238
Fayetteville,425307.0,1-442-133-8200,51.0,United States of America,f,VA,,15079 DECATUR RUE,1833112.0,Berndt,810.0,M,0.0,1.0,O,,,Family Insurance Group,Karmen,93782,Ber239
Lansing,304909.0,1-607-062-8891,74.0,United States of America,,TX,2.0,10424 mitchell street,698884.0,labranche,686.0,D,8.0,2.0,O,F,,Advance Auto Parts,Rio,90252,lab240
Atlanta,231226.0,,100.0,Canada,m,CO,0.0,14195 VERDE PARK,3287261.0,VREUGDENHIL,389.0,M,0.0,2.0,R,X,,J.P. Morgan Chase & Co.,ISABELLE,85759,VRE241
Gary,219026.0,1-141-622-5196,,United States of America,F,GA,0.0,10608 bissonnet road,3337290.0,GOODINSON,761.0,M,,0.0,U,,,Fidelity National Financial,Micro,M5g 1x8,GOO242
Atlanta,414993.0,1-500-101-2792,28.0,United States of America,,NE,0.0,11237 balmoral way,2963197.0,chaput,589.0,D,4.0,1.0,O,S,,Toro,maribel,78746,cha243
Dawson City,24837.0,1-655-973-7192,18.0,United States of America,F,NC,0.0,15621 yaupon lower,1487009.0,TAMARELLI,492.0,M,1.0,0.0,O,W,,Mueller Water Products,NADYA,H2f 1z1,TAM244
Mobile,200645.0,1-972-039-2576,77.0,United States of America,M,OK,2.0,12387 SAUNDERS WEST,3177428.0,CUMPSTON,442.0,D,10.0,5.0,U,,Suite 463,Energy Future Holdings,Darrell,77288,CUM245
Santa Clarita,22605.0,1-764-148-5233,14.0,United States of America,,MO,4.0,6156 holmes court,1886280.0,SIMONOVICH,649.0,S,8.0,3.0,O,E,,Weis Markets,Hoy,35277,SIM246
Chicago,,1-399-618-9069,23.0,United States of America,,AR,0.0,17521 REILLY STREET,1853087.0,Estes,337.0,U,8.0,0.0,O,,,MasterCard,shana,36134,Est247
Nashua,389524.0,1-628-481-6657,1.0,United States of America,F,MT,4.0,20093 canterbury way,195847.0,haney,572.0,D,8.0,,R,P,,Oracle,HQ,V6t 1u3,han248
West Covina,232945.0,1-085-050-1119,58.0,United States of America,,Newfoundland,4.0,11930 alabama south,3727580.0,Peers,666.0,M,0.0,3.0,U,Y,,Mutual of America Life,Co,99597,Pee249
Mesa,390626.0,1-993-284-6634,98.0,United States of America,M,OR,2.0,22780 terrace lower,2993662.0,blidy,567.0,D,4.0,3.0,O,T,,JetBlue Airways,Beb,V6N 1V1,bli250
El Paso,286207.0,1-395-464-9156,76.0,United States of America,,NM,5.0,6481 century lane,2886788.0,Leavell,574.0,,5.0,3.0,O,,,Western Refining,Sherrill,T6d 1h7,Lea251
Victoria,391468.0,1-811-547-9696,59.0,United States of America,F,FL,5.0,11293 rice avenue,3672610.0,Willhoff,498.0,S,2.0,0.0,,U,,Western Refining,takehiko,M7o 1c5,Wil252
Hayward,171326.0,,81.0,Canada,f,MS,5.0,9828 WEST EAST,3245637.0,komenda,836.0,U,9.0,2.0,R,,,Bristol-Myers Squibb,FLOSSIE,M2q 1e8,kom253
Oshawa,294972.0,1-648-501-2866,31.0,United States of America,,Saskatchewan,2.0,10369 gemini way,959636.0,Welsford,759.0,M,8.0,3.0,,,,AutoNation,Chryste,64172,Wel254
Hamilton,131039.0,1-332-974-4753,1.0,United States of America,,NE,3.0,23445 GATES WAY,1037702.0,Lacombe,563.0,S,6.0,5.0,O,,,Boeing,Sheelagh,85265,Lac255
Oklahoma City,480287.0,1-217-048-6379,28.0,United States of America,f,TN,1.0,2160 WEIZMANN DRIVE,69141.0,Honda,313.0,S,8.0,5.0,U,,,Advanced Micro Devices,DICKENS,h5k 1p8,Hon256
Portland,276404.0,,36.0,United States of America,,OR,0.0,16716 fresco road,2818725.0,Conley,771.0,M,6.0,4.0,O,,,Unitrin,Maury,M2P 1F6,Con257
Macon,435481.0,1-246-119-5490,47.0,United States of America,,ID,0.0,17068 simpson road,3153373.0,handley,717.0,S,1.0,5.0,O,,,Liberty Media,Dorothy,V6U 1U9,han258
Yellow Knife,,,77.0,United States of America,,WV,4.0,23276 dillbeck upper,616608.0,WOJTECKI,355.0,D,2.0,4.0,O,,,Jarden,CHICKIE,V6F 1W7,WOJ259
Santa Rosa,499891.0,1-347-479-6259,91.0,United States of America,f,MI,4.0,24268 hayden west,1014586.0,Amini,383.0,U,10.0,4.0,O,P,,Cincinnati Financial,Lavinia,92711,Ami260
Fort Wayne,394640.0,1-881-547-3819,46.0,United States of America,f,AL,5.0,2682 LUMBER PARK,1679903.0,Mo,579.0,S,1.0,5.0,O,A,,Steel Dynamics,Kristine,60779,Mo261
Inglewood,359040.0,1-155-847-4022,36.0,Canada,,TN,4.0,4129 crestline avenue,1062919.0,BUREK,324.0,M,5.0,3.0,O,,,OGE Energy,tobi,90790,BUR262
London,429949.0,1-946-987-5835,18.0,United States of America,m,Manitoba,5.0,18257 mahonia west,3684297.0,Kosten,752.0,M,0.0,2.0,R,X,,Hartford Financial Services,Frederica,80908,Kos263
Waterbury,333500.0,,27.0,Canada,m,CO,5.0,19050 cordoba upper,1805618.0,Borel,723.0,D,2.0,2.0,O,,,Penske Automotive Group,Cayla,74129,Bor264
Salem,480399.0,,79.0,United States of America,,OR,2.0,1121 greene park,1852935.0,LARCHE,349.0,S,1.0,,U,K,,Amkor Technology,BRIAN,M9e 1u6,LAR265
Dayton,73398.0,1-551-913-3853,72.0,United States of America,,CO,2.0,13762 silver sage way,1528702.0,BOURDEAU,643.0,W,4.0,5.0,O,,,Psychiatric Solutions,ROCH,93663,BOU266
Frederick,,1-666-863-1257,26.0,United States of America,,NC,3.0,22629 bagby east,178411.0,Panter,390.0,W,0.0,0.0,O,,,Calpine,Charly,84119,Pan267
Thousand Oaks,446105.0,1-938-871-9739,31.0,United States of America,m,Alberta,4.0,13296 wayside boulevard,2245432.0,Walbridge,801.0,U,7.0,4.0,O,,,Saks,joli,82602,Wal268
Escondido,128126.0,1-333-561-7008,2.0,Canada,M,VT,0.0,9824 OLYMPIA STREET,3058077.0,Muehle,741.0,S,2.0,4.0,O,,,BE Aerospace,Kasper,94429,Mue269
Independence,371101.0,1-514-023-2587,81.0,Canada,,VT,2.0,6907 ferncliff crescent,723251.0,Zubans,821.0,D,8.0,1.0,O,,Apt. 986,Exterran Holdings,Joo-geok,H2A 1V4,Zub270
Corpus Christi,263066.0,1-027-811-2670,69.0,United States of America,,SC,3.0,24573 lyons avenue,3755553.0,Seidman,830.0,M,5.0,,O,D,,Penn National Gaming,Winona,40511,Sei271
Santa Rosa,,1-475-590-2337,69.0,United States of America,F,SD,0.0,15407 fillmore north,757755.0,Cavasin,441.0,M,,1.0,R,,,PetSmart,king-haut,M5b 1y9,Cav272
Burlington,453776.0,1-214-794-0930,80.0,United States of America,F,New Brunswick,3.0,850 leon lower,3610784.0,Hartell,484.0,D,2.0,1.0,R,,,First Data,DARLENE,E7N 1P6,Har273
Overland Park,494609.0,1-988-429-0103,14.0,United States of America,M,Manitoba,4.0,14635 greene rue,2994154.0,Naugle,653.0,,8.0,5.0,O,R,,Liz Claiborne,Deana,h5k 1o7,Nau274
Huntsville,233618.0,1-143-517-2347,39.0,Canada,,NJ,0.0,21034 windchime lower,612241.0,Stegman,727.0,D,7.0,2.0,R,,,Alcoa,Laurette,95203,Ste275
Berkeley,,1-709-720-3248,0.0,United States of America,m,TX,1.0,15868 dewdrop park,1352198.0,Choo-kang,535.0,U,0.0,,O,D,,Perini,Renell,23513,Cho276
Casper,154521.0,1-314-831-7578,59.0,United States of America,f,MD,5.0,10232 oak hill west,2534935.0,Luxford,320.0,W,9.0,4.0,R,R,,Hudson City Bancorp,Meriann,T5c 1j1,Lux277
Toledo,438162.0,1-342-101-7385,60.0,United States of America,F,WV,4.0,950 WILLS WEST,3189762.0,Farnsworth,775.0,W,1.0,4.0,O,,,Sigma-Aldrich,KATALIN,V6z 1q9,Far278
Cheyenne,352602.0,1-419-495-9429,4.0,United States of America,F,OH,3.0,23223 WOODLAWN UPPER,447872.0,Shinjo,606.0,M,,4.0,O,,,Plains Exploration,Gayel,73121,Shi279
Fresno,194788.0,1-992-551-4676,74.0,United States of America,f,NH,4.0,23208 porter crescent,3207012.0,Piperni,,S,5.0,2.0,O,P,,W.R. Berkley,Lourdes,75267,Pip280
