prospect_AgencyID,prospect_Phone,prospect_NumberCars,prospect_CreditRating,prospect_NumberChildren,prospect_FirstName,prospect_City,prospect_NetWorth,prospect_MiddleInitial,prospect_AddressLine2,prospect_Gender,prospect_LastName,prospect_AddressLine1,prospect_State,prospect_OwnOrRentFlag,prospect_MaritalStatus,prospect_Age,prospect_Employer,prospect_NumberCreditCards
rzi7583,1-679-345-9939,2.0,549.0,1.0,Jdpqutldftwykfyhukveiaimoyyk,Mesa,565246.0,,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,,rziprpcfwnirtuvrbfnuepq,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,TN,O,S,18.0,AFLAC,9.0
Wds7584,1-093-616-0613,4.0,705.0,2.0,Qiwemtdba,Simi Valley,1899339.0,,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,,Wdsuorykxmvfxupyyjl,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,AL,O,W,40.0,VeraSun Energy,0.0
Xsj7585,1-546-131-8988,4.0,387.0,3.0,JQKEDISZ,St. Catharines,3873239.0,f,ccfzcxohrhrcnypedmhjovjyjrxi,M,Xsjypvyfoqbiq,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,TX,O,M,29.0,Magellan Health Services,6.0
Lux7586,1-477-186-7432,2.0,359.0,1.0,Gfuwa,Washington,767547.0,v,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,,Luxkby,Nhgrkzjzcrjcerkwrugwul,WV,,U,21.0,Emcor Group,7.0
wxw7587,1-965-848-6954,2.0,494.0,2.0,CTTUYHUUMMDTX,Chula Vista,1027999.0,,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,f,wxwhwasadsmxchyhlgrvnurte,,ND,O,M,41.0,Peabody Energy,9.0
pfz7588,1-622-866-0937,1.0,345.0,1.0,Wvtqm,Montpelier,3428495.0,e,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,m,pfzjoarqopfjtzjalxxxeq,uiaoi,Saskatchewan,,M,56.0,State Farm Insurance Cos.,10.0
hlx7589,1-040-217-2014,2.0,402.0,0.0,xuwgpsvzcpxtoerndtr,Mesa,1827180.0,,REHWDWEP,M,hlxshqpvshstjerwclb,Wwonzdtvwkn,VA,O,M,33.0,Humana,10.0
nyb7590,1-101-684-2373,2.0,579.0,0.0,Hnnzpokbygacjjgybkskf,New Haven,2070007.0,,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,,nybiaaw,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,ND,O,M,96.0,News Corp.,3.0
Ltt7591,1-386-426-5849,2.0,569.0,0.0,qsnivsknktiwjpqwnrlgftnmsrxkjc,Indianapolis,,O,DIMPFMEBDNHBCT,,Lttvvpjjavydrmbt,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,ND,O,,35.0,Torchmark,2.0
gsz7592,1-598-816-0126,0.0,745.0,4.0,pygsfvfpeofkdcugfvxdsqgmcgebfp,Stockton,3596263.0,,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,,gszunimggpyfjzmivbwizzftuen,cezvfwtftwlwfrgrpxtuejvrgucexe,MS,O,W,40.0,Rock-Tenn,9.0
Kwp7593,1-770-379-7700,0.0,320.0,,Zgxsuo,Louisville,3719999.0,,DVYTEPWCABNSGPTLJEMPQLTEWM,,Kwpztgkknktyvdks,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,WY,U,D,10.0,AGCO,1.0
AGM7594,,2.0,591.0,4.0,ganifmdaqbltccwbqijtkypcetuq,Atlanta,3058439.0,D,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,,AGMCLBCUEPVBRKDKWAGBCFOLYET,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,MA,R,M,59.0,,4.0
Ocn7595,1-628-245-6238,1.0,,0.0,IYCOMORWDFSEKN,Milwaukee,2592932.0,u,,m,Ocnds,Ctgihaqlm,AK,U,M,70.0,United Stationers,10.0
Cmw7596,1-813-787-2611,4.0,417.0,5.0,vdvdlfz,Fort Smith,1471273.0,,qlgnszfowrbrkuurrmjrfnfaeulhneecv,F,Cmweamsabhudajyhpsohkpzcy,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,PA,,M,69.0,McCormick,5.0
Dit7597,1-362-897-1162,0.0,338.0,5.0,Sbwymtnwzhffkwjczlsnvrtcv,Knoxville,,V,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,,Ditjvpiidkjkvxssfnctzcczb,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,MA,R,M,96.0,National Life Group,8.0
Rmm7598,1-952-919-4878,3.0,340.0,,qjjwbffbgxilxyarhjwdvo,Idaho Falls,2410816.0,S,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,,Rmmasnivkq,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,DC,O,S,9.0,Hasbro,9.0
ekj7599,1-145-214-8009,3.0,738.0,3.0,JIXUQX,Jacksonville,1059543.0,,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,,ekjvgcmzgobzeerrpfgefwvxlvfcua,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,RI,U,U,39.0,Tupperware Brands,5.0
wcq7600,1-328-944-9786,0.0,597.0,2.0,Eqrxuc,Stockton,379282.0,A,MIMWGPPF,,wcqqbslcxugdqpbzbmbqvlahw,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,MA,O,S,31.0,Covance,7.0
Klc7601,1-899-864-9421,2.0,603.0,2.0,PDAXUXBMPOVTKJUR,Thousand Oaks,3271265.0,,Xpannac,f,Klcanpomjmuwosnasroukafsxtufz,RSSNUTWWLOKIHRRTPEAFTLBF,Alberta,R,M,64.0,Interactive Brokers Group,4.0
Jrd7602,1-877-997-8896,,662.0,1.0,Adftxl,Nashua,1530364.0,,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,,Jrdmn,Sachwqwddeyfxvagihsjxtcsibaejb,AR,U,D,38.0,SkyWest,5.0
GDQ7603,1-750-900-0823,2.0,838.0,4.0,Gaksvvggpbleteofow,Tallahassee,3731860.0,,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,,GDQESTOSFCKVLPZEQPNFIKQLTXB,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,VA,R,W,47.0,Best Buy,0.0
fnm7604,,5.0,791.0,2.0,Ijstknxzfzsvqmy,Brownsville,2488858.0,,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,,fnmqzceohwapysohiuofkhjpwzgv,Sbutxmtwkb,OR,O,M,,Sears Holdings,9.0
Ymu7605,1-347-704-7823,1.0,692.0,4.0,jvhwyzbcwdrrqmlbvpjwbohhemm,Charlotte,2301347.0,e,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,,Ymuvinagbzdhiwglzfacood,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,ID,O,S,76.0,Frontier Oil,7.0
Pxj7606,1-228-976-2888,0.0,673.0,3.0,nhhjbqktsr,Oakland,1736571.0,R,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,,Pxjmfwpwm,mnkidgiyajigobghpnkdvauwiubpjb,IA,O,W,60.0,Automatic Data Processing,8.0
Rsd7607,,3.0,331.0,,Lmhtjwddyqbzlxgv,Fort Wayne,2399483.0,M,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,,Rsdlvo,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,TN,O,U,73.0,,7.0
Qqh7608,1-760-429-1328,4.0,744.0,,BXFLGQTJSJDQAUCXXJXWHTQU,Chula Vista,2982744.0,,BPPKDY,,Qqhwdyopkfs,Fmrydeogisvvtrpsfonolelpnqcbkrr,Nova Scotia,O,U,37.0,Comerica,2.0
udq7609,1-253-879-8833,5.0,446.0,1.0,Tlaihggmhfiuezhjgps,Peoria,1611011.0,Q,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,,udqexswxytatsvxw,Xhggtfwyslxvgeiuzjfxewcsweefq,Ontario,U,M,50.0,Baldor Electric,6.0
Ghl7610,1-401-256-3483,0.0,,4.0,DSRXJZKFJTIVXLBAX,Lexington,2999167.0,M,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,,Ghlflxgkavpsqvkpun,,MD,O,M,0.0,Commercial Metals,0.0
mtk7611,1-175-910-8245,5.0,,,Annsrbdzywmpqvigpn,Salem,,,Xuqmcmxaigbk,f,mtkfmxripistepftjaxfosviokgqsf,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,AR,O,W,,,
QIY7612,1-565-191-3419,0.0,723.0,3.0,Mrawpcvb,San Jose,3307491.0,,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,,QIYQRALNIIONMKDZB,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,Saskatchewan,O,M,,Molina Healthcare,9.0
Ohz7613,1-921-688-5401,2.0,348.0,0.0,yociu,Kansas City,2057260.0,,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,,Ohzpaqjtc,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,OH,O,S,81.0,Plains All American Pipeline,2.0
djg7614,1-925-155-0170,2.0,666.0,0.0,DQNVNWPYSMLDGXJVBUHUKDLRSLN,Windsor,53179.0,,EECYCMJAJGNQBRSKW,,djgtucxplpftr,Gvdteormavfflajkedaclod,VA,O,M,52.0,Agilent Technologies,
Iad7615,1-185-691-2951,2.0,,4.0,wfnjfn,Chicago,690086.0,,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,,Iaduje,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,ID,U,M,68.0,AutoZone,3.0
EMG7616,1-067-518-3854,0.0,844.0,1.0,WWWEN,Evansville,2025465.0,H,hgandkyzsnb,,EMGQKGEOTCGAFGDZVTRUAVGZYPM,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,WI,R,M,,,8.0
Hjn7617,1-188-554-1671,1.0,766.0,4.0,Krjcfgq,Honolulu,695307.0,,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,,Hjnljezrxojeaoustvawackahexa,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,MS,O,M,36.0,Universal Health Services,8.0
CYP7618,1-168-215-2223,2.0,521.0,4.0,Fxmpengjsaf,Cleveland,3238398.0,D,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,M,CYPTBBGPWKKKFNOUHJ,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,OK,O,M,31.0,Time Warner,10.0
KPN7619,1-228-022-3056,1.0,306.0,5.0,Eobtk,Livonia,1213578.0,h,QTWXYHMLBYQ,,KPNRNVLRFUTOWOERTCSIRQZ,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,GA,O,W,55.0,Sealed Air,7.0
Vbi7620,1-926-766-1124,5.0,411.0,5.0,Abahrdfcbtscoblhaovnjkbx,Little Rock,103708.0,x,SDEAIMDWRSKXTFCPHWF,,Vbimifwtrtvb,Blsmawjjdmdamrhqyqgzmbkfa,TN,R,W,66.0,Sprint Nextel,9.0
ehb7621,1-538-797-1948,1.0,,5.0,bhephgijqbu,Halifax,1086081.0,,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,F,ehbcbdctlcspuvwbqveohanmkolbw,Stofpzwyhkpmuq,SC,O,M,22.0,,3.0
TMQ7622,1-627-234-0841,5.0,702.0,0.0,KECNVVPGTOXHIGOUAWLHU,Peoria,1349626.0,C,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,F,TMQACIIUMYYZHYX,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,AR,O,U,51.0,Quiksilver,8.0
Lsb7623,1-876-492-0782,1.0,842.0,5.0,xppmtvztaifqynlbmofxonnus,San Jose,1083092.0,y,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,a,Lsbutxufufshmkqnscnhx,,MT,R,S,26.0,Valspar,1.0
Dpz7624,1-436-946-7319,2.0,528.0,1.0,kzntoukktuqqfuyeo,Charlotte,1662799.0,u,Lhwkvadxwcjobcggyuighvqlcm,M,Dpzpfctp,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,WY,R,U,100.0,Timken,0.0
Zuj7625,1-281-780-2897,3.0,300.0,3.0,TDRLAQZARCGRAMDDMCWP,Hilo,3548540.0,,,,Zujmcfzznpfohsdp,cnckvldjedzgdqhy,WY,R,W,13.0,,5.0
Jqk7626,1-421-286-4139,2.0,752.0,1.0,shbaeyxyrjfietruntrdeyqkc,Yonkers,881414.0,,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,,Jqkozdva,,WV,O,S,11.0,Occidental Petroleum,7.0
ijb7627,1-908-354-2709,0.0,303.0,4.0,Zururxrihusergiba,Modesto,1712200.0,,Alukohji,m,ijbcvbgglqupyentiqncsnswyygl,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,CA,O,M,62.0,,0.0
NMO7628,1-466-560-2530,3.0,418.0,5.0,QZLCPVRKZMTENMREVZT,Louisville,847446.0,U,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,F,NMOXMHMVUDGY,qehomraquwxrkb,Alberta,O,M,13.0,Massey Energy,10.0
Tef7629,1-578-686-8082,3.0,667.0,3.0,dvbflygvxrizbclmqwoajkvnzoufc,Eugene,344294.0,,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,f,Tefewe,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,New Brunswick,O,W,23.0,Weyerhaeuser,4.0
Sdj7630,1-166-077-1436,1.0,441.0,4.0,mtnubdnrdoivcuqmapqhtvzkixw,Buffalo,1534879.0,Z,Kxxipkohacffav,,Sdjhq,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,British Columbia,U,D,51.0,National Fuel Gas,7.0
Pbr7631,1-535-320-1881,3.0,471.0,2.0,Nzljqsbgutsixlosfedpmlzl,Santa Fe,3897101.0,,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,m,Pbrfgfdwedgrmifitr,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,DE,O,U,2.0,Pep Boys,0.0
Ice7632,1-633-495-6478,2.0,701.0,,Ealrdsynhtadihmsl,Springfield,3064442.0,,onxyyslcmbyxpfjuykowqpwqi,m,Icejebxweavlnddpjz,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,CT,O,W,,Neiman Marcus,9.0
ZWG7633,1-398-680-0278,5.0,323.0,2.0,xfjdwfentojva,Anchorage,2016524.0,,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,,ZWGIV,TAIWTM,Quebec,R,D,82.0,BlackRock,1.0
Evw7634,1-185-976-7770,4.0,846.0,5.0,Zvowaelneuhpxzphpvtgvfz,Winnipeg,37745.0,,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,m,Evwthrqmqfpsbpdqojtqzpjmpoea,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,NJ,O,M,94.0,McGraw-Hill,10.0
Lhl7635,1-490-238-8219,3.0,850.0,4.0,fmdcjzjekrwrirumyvfuqnnkxzr,Waco,503752.0,c,Krdmgygwnziumjdtybwyw,m,Lhlatzfku,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,MN,O,M,16.0,Family Dollar Stores,8.0
LYB7636,1-891-741-2112,2.0,,5.0,Ohetzpmilrphnhnasiisaypdl,Stockton,2115180.0,N,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,,LYBUGCXZYJSERVQKQJKNIIW,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,NE,U,M,43.0,Teleflex,
Ijb7637,1-849-918-0984,1.0,564.0,2.0,VAUWGMVOILXNGKB,Boston,839222.0,x,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,M,Ijbmwiomutrflaupolplmfjsqh,Phqspowfoiqmszxy,VA,O,M,76.0,,3.0
Zhf7638,1-426-168-3142,3.0,558.0,5.0,Tnwgmuvaaqmxskkyqnvrmnmul,Memphis,1851334.0,,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,f,Zhftulgpedd,XDPEFDQIMFNMCO,PA,O,S,0.0,Imation,4.0
PYU7639,1-757-910-8931,1.0,417.0,,mtovrkjvtfkennjujgpegknnck,Sydney,1348251.0,r,Bfntmkesgyjkjrgttbtdncoumqhmnxy,m,PYUHQOCHAUAWGKHHLXQNUWZTEBN,FSSAAXLAMAPBOMTNUFG,WV,O,U,33.0,PPL,0.0
Iku7640,1-468-325-0119,2.0,487.0,2.0,Lwxdv,Shreveport,2722392.0,F,,,Ikufiibsvk,AKWOIATLDDKU,WY,O,U,62.0,Smithfield Foods,6.0
HBZ7641,1-383-310-7894,2.0,639.0,0.0,Ftvuzjdzocqmcoxvrbqcna,Modesto,1785161.0,,Bnbfbxvqxtngv,m,HBZACUNNIOTFKFSTCILLC,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,MN,O,M,8.0,Macy's,9.0
Pco7642,1-353-727-2029,5.0,625.0,5.0,Hnbgeuii,Hull,2823578.0,,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,M,Pcofbhaqeemibnkjtsoxmdibmpquo,VANVGDDSYEK,VT,O,U,4.0,Torchmark,3.0
Ybv7643,1-028-849-5461,5.0,,3.0,Fykbowmpxpbb,Yonkers,2123972.0,,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,,Ybvjle,TVTDULLNHUZPDNEEKSXEGPXDNE,WV,O,D,39.0,Herman Miller,1.0
Rim7644,1-480-785-4021,0.0,,0.0,Ruagwhiorgizpmbphjerywjrr,Atlanta,112782.0,F,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,,Rimdakhncfjlrbor,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,IN,R,S,90.0,Kindred Healthcare,3.0
gnf7645,1-443-132-4138,1.0,460.0,4.0,teldp,Hayward,248311.0,,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,,gnfkwjxmvkbeh,HWAWSSEUGGKEXQDESYXFHWZ,MS,,M,7.0,Arch Coal,3.0
Wxp7646,1-143-020-1234,5.0,793.0,4.0,Tmhxnpfgyifx,Savannah,3719851.0,C,Mbxglsrssswfglfkjrjmedkyvtchipxrc,F,Wxphiul,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,CO,O,,95.0,Whirlpool,8.0
Dxh7647,1-475-304-3486,5.0,821.0,5.0,Fpchjcvsrkakkqqsojokdrg,Fullerton,1920385.0,N,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,m,Dxhuevhfuceqmpoolmuhflp,,PA,O,U,59.0,Arrow Electronics,8.0
Aqo7648,1-677-882-6792,3.0,,2.0,Heiehcgec,Overland Park,576903.0,,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,,Aqopbqsxqxjj,NASLRGJGXPDOGNJSHNLNGBCXJVO,DE,O,S,13.0,Rock-Tenn,6.0
fen7649,1-151-067-7411,5.0,643.0,3.0,sgapkfrztiyyayezulvi,Alexandria,1855037.0,s,Eymghd,,fenowyirqcdcwwo,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,Prince Edward Island,O,D,58.0,R.H. Donnelley,8.0
CMQ7650,1-645-553-4591,4.0,817.0,1.0,Nohjtayoycptngwoitqzhmuf,Fort Collins,2954046.0,,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,,CMQIHWYKNOLSX,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,TN,O,U,67.0,Pall,2.0
Yhb7651,1-670-793-5351,1.0,702.0,2.0,QIGFYQTIPFYCR,Santa Fe,952096.0,,Vqdxskijczxliokh,f,Yhbbdqabnbldfqhnofnxdrzrj,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,CA,O,,68.0,Burlington Coat Factory,10.0
mbw7652,1-049-843-6473,1.0,409.0,0.0,evwjgjrsttnkbmhmmrswodkvwdqo,Simi Valley,3382998.0,L,Fclwsu,,mbwpxwoq,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,TN,O,D,17.0,Forest Laboratories,2.0
xas7653,1-739-185-6579,2.0,617.0,2.0,SMOQFUQUOWABMRDKJPFC,Mesa,3772196.0,Y,HEAVOVI,,xasiqx,Gicehrtxtlvwiewgl,FL,O,,44.0,Moody's,6.0
MKM7654,1-215-295-5893,3.0,,0.0,Jzwgkirmjeznhbniytvkxnhhar,Simi Valley,3180080.0,,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,M,MKMKDBNJNERUJSQYY,cveuptzbcwxicceqqmqsqgfvhykw,TN,O,M,16.0,Fidelity National Financial,5.0
Jgi7655,,5.0,756.0,5.0,IMPCDEPQTVPBRBNJNLWAPSYUW,Charlotte,3971412.0,,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,F,Jgiimqxenotyp,Kqosfw,OR,O,M,27.0,Amphenol,
Mwv7656,1-515-341-8405,2.0,484.0,4.0,Ewwyolurheysjpusipgrmydspux,St. Petersburg,1488210.0,,Qyixsrnjoebdnlfllhogyogxucqdulld,,Mwvgdm,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,ME,R,D,59.0,Int. Business Machines,5.0
YOY7657,1-249-978-7278,1.0,589.0,4.0,Indhpnqswpoplupdlejxhjm,Washington,2621373.0,,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,,YOYQEKTGQPVGKZZXM,Gqvfapurdsetypjkkcceahfodyn,SC,O,S,8.0,Int. Flavors & Fragrances,9.0
Gja7658,1-471-716-6210,1.0,380.0,4.0,Dahur,Tallahassee,1021949.0,,Ukwllcghntgqugnsgvuipavrllepqrfbbf,m,Gjaqmimggdmubhczafzufuklxgxos,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,Ontario,O,S,98.0,Gilead Sciences,0.0
rcx7659,,1.0,541.0,1.0,JLZXMAOFICNNT,Mesa,2444319.0,E,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,f,rcxczhucwf,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,GA,R,S,35.0,United Rentals,10.0
IPA7660,1-982-617-1421,1.0,474.0,,Rvrfuknkgeyb,Portland,362567.0,V,BPENSONZGIJMQPDRWDCT,M,IPAZTGHTPTW,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,VA,,M,57.0,Convergys,7.0
rbj7661,1-068-568-6056,2.0,685.0,1.0,Ruihhbkdjniajgrvwos,Las Vegas,462234.0,b,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,,rbjgdyplkrcutrs,WSKYHRCGGHSPINYLUNNDCJPV,KY,O,,69.0,Mueller Water Products,4.0
ebw7662,,4.0,363.0,3.0,Gkirgeljoajnkshohjinbooco,Sudbury,3936622.0,U,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,,ebwticokpfdypejppslctr,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,SC,R,M,33.0,Shaw Group,10.0
SQY7663,1-772-155-4468,1.0,605.0,1.0,cgqpaxicnbhaaufmao,Sunnyvale,2116904.0,,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,,SQYYLFSC,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,NC,O,M,33.0,Energy Future Holdings,9.0
nqw7664,1-551-833-6226,4.0,394.0,4.0,beidygiakhaztngnhqsrjhxs,Birmingham,63883.0,i,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,f,nqwvfudiscyqixxng,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,KS,,W,1.0,PHH,6.0
Fyz7665,1-894-068-7775,0.0,812.0,2.0,XXILDDNLYSINLOGZNXHQKGLMEAR,Orlando,2747738.0,,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,m,Fyzxvqjbmfgyeyswcxbogeytfuqur,uezrarapf,MO,R,U,19.0,Simon Property Group,6.0
