pstlcd,ddrssln2,frstnm,ncm,nmbrchldrn,ntwrth,gndr,wnrrntflg,cntr,crdtrtng,ddrssln1,nmbrcrs,g,mrtlstts,nmbrcrdtcrds,ct,mddlntl,gncd,stt,lstnm,phn,mplr
Xbgykqm,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,kpofwgtomgijnm,156048.0,2.0,3874445.0,,O,Canada,348.0,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,1.0,38.0,M,3.0,Oakland,,czu7576,IL,czuvw,1-352-678-5471,Phillips-Van Heusen
NNCXIBTCXZA,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,Biflzgcqpqpbahquomftmjffohpwuy,63617.0,5.0,437353.0,,O,United States of America,598.0,BESJDYZDIOIXKDFEHBQXBPW,1.0,68.0,M,8.0,Billings,Z,Ghr7577,AZ,Ghrlcuscpesuzsdwqfwwbgh,1-906-600-9749,Wells Fargo
mfwuio,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,ybdlwlwxispyswbiegrbsqqtywxr,244849.0,2.0,2669917.0,,O,United States of America,505.0,Ouopoqztakszwsfkthdbwndfjuqaelyd,2.0,93.0,U,9.0,Pueblo,,Rwk7578,NY,Rwkdeshuwhwvmvmdnckmuvdt,1-093-018-2851,Vornado Realty Trust
Utgwrun,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,Capzcewdt,123585.0,3.0,1466537.0,,R,United States of America,839.0,Ivwhotvobwkshcixclfobqoljlaqohw,4.0,48.0,S,7.0,Sherbrooke,,Uwi7579,WA,Uwinnbtdd,1-302-096-9321,New York Times
Wgulrhctjlg,CYQWJKJB,XKBLVBCCYKMIXABVTOTVPZCJRII,391134.0,1.0,991860.0,,U,United States of America,672.0,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,1.0,96.0,S,2.0,Sacramento,,VXZ7580,GA,VXZTLDNZPYIFIKTIJRXS,1-915-044-3154,Adobe Systems
Srhxvxe,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,wmknfemsztimaphftadowlmbnp,426759.0,5.0,,f,O,United States of America,696.0,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,5.0,58.0,M,3.0,Charlotte,p,Ayk7581,AZ,Aykkkc,1-040-274-3474,Valmont Industries
Dadkihaohc,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,DHLVITRFJDXLTPAGMPMJ,451737.0,3.0,1816368.0,M,O,United States of America,448.0,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,5.0,63.0,W,5.0,El Paso,,lho7582,NV,lhodktal,1-678-397-2739,UAL
Fpoleiod,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,Jdpqutldftwykfyhukveiaimoyyk,180822.0,1.0,565246.0,,O,United States of America,549.0,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,2.0,18.0,S,9.0,Mesa,,rzi7583,TN,rziprpcfwnirtuvrbfnuepq,1-679-345-9939,AFLAC
Cuaieflmccqp,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,Qiwemtdba,205843.0,2.0,1899339.0,,O,United States of America,705.0,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,4.0,40.0,W,0.0,Simi Valley,,Wds7584,AL,Wdsuorykxmvfxupyyjl,1-093-616-0613,VeraSun Energy
qiraymmapgf,ccfzcxohrhrcnypedmhjovjyjrxi,JQKEDISZ,470985.0,3.0,3873239.0,M,O,United States of America,387.0,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,4.0,29.0,M,6.0,St. Catharines,f,Xsj7585,TX,Xsjypvyfoqbiq,1-546-131-8988,Magellan Health Services
Tsynomgib,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,Gfuwa,318225.0,1.0,767547.0,,,United States of America,359.0,Nhgrkzjzcrjcerkwrugwul,2.0,21.0,U,7.0,Washington,v,Lux7586,WV,Luxkby,1-477-186-7432,Emcor Group
Amudllk,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,CTTUYHUUMMDTX,326044.0,2.0,1027999.0,f,O,Canada,494.0,,2.0,41.0,M,9.0,Chula Vista,,wxw7587,ND,wxwhwasadsmxchyhlgrvnurte,1-965-848-6954,Peabody Energy
ELQKT,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,Wvtqm,,1.0,3428495.0,m,,United States of America,345.0,uiaoi,1.0,56.0,M,10.0,Montpelier,e,pfz7588,Saskatchewan,pfzjoarqopfjtzjalxxxeq,1-622-866-0937,State Farm Insurance Cos.
Oiwac,REHWDWEP,xuwgpsvzcpxtoerndtr,187282.0,0.0,1827180.0,M,O,United States of America,402.0,Wwonzdtvwkn,2.0,33.0,M,10.0,Mesa,,hlx7589,VA,hlxshqpvshstjerwclb,1-040-217-2014,Humana
Dqgzinvuxxy,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,Hnnzpokbygacjjgybkskf,,0.0,2070007.0,,O,United States of America,579.0,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,2.0,96.0,M,3.0,New Haven,,nyb7590,ND,nybiaaw,1-101-684-2373,News Corp.
Nchaajfkjvx,DIMPFMEBDNHBCT,qsnivsknktiwjpqwnrlgftnmsrxkjc,,0.0,,,O,United States of America,569.0,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,2.0,35.0,,2.0,Indianapolis,O,Ltt7591,ND,Lttvvpjjavydrmbt,1-386-426-5849,Torchmark
XEDMBUAMGXKH,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,pygsfvfpeofkdcugfvxdsqgmcgebfp,306946.0,4.0,3596263.0,,O,United States of America,745.0,cezvfwtftwlwfrgrpxtuejvrgucexe,0.0,40.0,W,9.0,Stockton,,gsz7592,MS,gszunimggpyfjzmivbwizzftuen,1-598-816-0126,Rock-Tenn
crxbrlj,DVYTEPWCABNSGPTLJEMPQLTEWM,Zgxsuo,99663.0,,3719999.0,,U,,320.0,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,0.0,10.0,D,1.0,Louisville,,Kwp7593,WY,Kwpztgkknktyvdks,1-770-379-7700,AGCO
Eytubbwi,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,ganifmdaqbltccwbqijtkypcetuq,482013.0,4.0,3058439.0,,R,United States of America,591.0,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,2.0,59.0,M,4.0,Atlanta,D,AGM7594,MA,AGMCLBCUEPVBRKDKWAGBCFOLYET,,
Lwftldizl,,IYCOMORWDFSEKN,180476.0,0.0,2592932.0,m,U,United States of America,,Ctgihaqlm,1.0,70.0,M,10.0,Milwaukee,u,Ocn7595,AK,Ocnds,1-628-245-6238,United Stationers
GSSFZNBZL,qlgnszfowrbrkuurrmjrfnfaeulhneecv,vdvdlfz,285682.0,5.0,1471273.0,F,,United States of America,417.0,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,4.0,69.0,M,5.0,Fort Smith,,Cmw7596,PA,Cmweamsabhudajyhpsohkpzcy,1-813-787-2611,McCormick
Nrnqtmjz,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,Sbwymtnwzhffkwjczlsnvrtcv,455032.0,5.0,,,R,United States of America,338.0,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,0.0,96.0,M,8.0,Knoxville,V,Dit7597,MA,Ditjvpiidkjkvxssfnctzcczb,1-362-897-1162,National Life Group
Rzjxvum,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,qjjwbffbgxilxyarhjwdvo,356141.0,,2410816.0,,O,United States of America,340.0,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,3.0,9.0,S,9.0,Idaho Falls,S,Rmm7598,DC,Rmmasnivkq,1-952-919-4878,Hasbro
Accezkuzqrif,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,JIXUQX,165667.0,3.0,1059543.0,,U,Canada,738.0,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,3.0,39.0,U,5.0,Jacksonville,,ekj7599,RI,ekjvgcmzgobzeerrpfgefwvxlvfcua,1-145-214-8009,Tupperware Brands
LNZZPGOTEG,MIMWGPPF,Eqrxuc,459767.0,2.0,379282.0,,O,United States of America,597.0,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,0.0,31.0,S,7.0,Stockton,A,wcq7600,MA,wcqqbslcxugdqpbzbmbqvlahw,1-328-944-9786,Covance
YINOHET,Xpannac,PDAXUXBMPOVTKJUR,106459.0,2.0,3271265.0,f,R,United States of America,603.0,RSSNUTWWLOKIHRRTPEAFTLBF,2.0,64.0,M,4.0,Thousand Oaks,,Klc7601,Alberta,Klcanpomjmuwosnasroukafsxtufz,1-899-864-9421,Interactive Brokers Group
ddgkyv,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,Adftxl,51021.0,1.0,1530364.0,,U,,662.0,Sachwqwddeyfxvagihsjxtcsibaejb,,38.0,D,5.0,Nashua,,Jrd7602,AR,Jrdmn,1-877-997-8896,SkyWest
Seiksuhglhj,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,Gaksvvggpbleteofow,494931.0,4.0,3731860.0,,R,United States of America,838.0,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,2.0,47.0,W,0.0,Tallahassee,,GDQ7603,VA,GDQESTOSFCKVLPZEQPNFIKQLTXB,1-750-900-0823,Best Buy
Ytgghhaxc,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,Ijstknxzfzsvqmy,429859.0,2.0,2488858.0,,O,United States of America,791.0,Sbutxmtwkb,5.0,,M,9.0,Brownsville,,fnm7604,OR,fnmqzceohwapysohiuofkhjpwzgv,,Sears Holdings
Ajlcdadx,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,jvhwyzbcwdrrqmlbvpjwbohhemm,,4.0,2301347.0,,O,Canada,692.0,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,1.0,76.0,S,7.0,Charlotte,e,Ymu7605,ID,Ymuvinagbzdhiwglzfacood,1-347-704-7823,Frontier Oil
Daivf,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,nhhjbqktsr,464086.0,3.0,1736571.0,,O,,673.0,mnkidgiyajigobghpnkdvauwiubpjb,0.0,60.0,W,8.0,Oakland,R,Pxj7606,IA,Pxjmfwpwm,1-228-976-2888,Automatic Data Processing
xrquzcptycg,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,Lmhtjwddyqbzlxgv,207651.0,,2399483.0,,O,Canada,331.0,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,3.0,73.0,U,7.0,Fort Wayne,M,Rsd7607,TN,Rsdlvo,,
shigmwk,BPPKDY,BXFLGQTJSJDQAUCXXJXWHTQU,260418.0,,2982744.0,,O,United States of America,744.0,Fmrydeogisvvtrpsfonolelpnqcbkrr,4.0,37.0,U,2.0,Chula Vista,,Qqh7608,Nova Scotia,Qqhwdyopkfs,1-760-429-1328,Comerica
enehob,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Tlaihggmhfiuezhjgps,,1.0,1611011.0,,U,United States of America,446.0,Xhggtfwyslxvgeiuzjfxewcsweefq,5.0,50.0,M,6.0,Peoria,Q,udq7609,Ontario,udqexswxytatsvxw,1-253-879-8833,Baldor Electric
RNLAKRXSPA,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,DSRXJZKFJTIVXLBAX,316963.0,4.0,2999167.0,,O,Canada,,,0.0,0.0,M,0.0,Lexington,M,Ghl7610,MD,Ghlflxgkavpsqvkpun,1-401-256-3483,Commercial Metals
Hlezt,Xuqmcmxaigbk,Annsrbdzywmpqvigpn,84046.0,,,f,O,Canada,,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,5.0,,W,,Salem,,mtk7611,AR,mtkfmxripistepftjaxfosviokgqsf,1-175-910-8245,
Iyqmkpcjx,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,Mrawpcvb,368990.0,3.0,3307491.0,,O,United States of America,723.0,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,0.0,,M,9.0,San Jose,,QIY7612,Saskatchewan,QIYQRALNIIONMKDZB,1-565-191-3419,Molina Healthcare
klgnkcaedht,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,yociu,124382.0,0.0,2057260.0,,O,Canada,348.0,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,2.0,81.0,S,2.0,Kansas City,,Ohz7613,OH,Ohzpaqjtc,1-921-688-5401,Plains All American Pipeline
Jsombikj,EECYCMJAJGNQBRSKW,DQNVNWPYSMLDGXJVBUHUKDLRSLN,9263.0,0.0,53179.0,,O,United States of America,666.0,Gvdteormavfflajkedaclod,2.0,52.0,M,,Windsor,,djg7614,VA,djgtucxplpftr,1-925-155-0170,Agilent Technologies
Xtckbvng,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,wfnjfn,334181.0,4.0,690086.0,,U,United States of America,,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,2.0,68.0,M,3.0,Chicago,,Iad7615,ID,Iaduje,1-185-691-2951,AutoZone
YPUWSVRD,hgandkyzsnb,WWWEN,314001.0,1.0,2025465.0,,R,United States of America,844.0,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,0.0,,M,8.0,Evansville,H,EMG7616,WI,EMGQKGEOTCGAFGDZVTRUAVGZYPM,1-067-518-3854,
Ifxvsnt,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,Krjcfgq,168309.0,4.0,695307.0,,O,Canada,766.0,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,1.0,36.0,M,8.0,Honolulu,,Hjn7617,MS,Hjnljezrxojeaoustvawackahexa,1-188-554-1671,Universal Health Services
EAOJPQVWBNZ,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,Fxmpengjsaf,322765.0,4.0,3238398.0,M,O,United States of America,521.0,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,2.0,31.0,M,10.0,Cleveland,D,CYP7618,OK,CYPTBBGPWKKKFNOUHJ,1-168-215-2223,Time Warner
fhirgl,QTWXYHMLBYQ,Eobtk,311253.0,5.0,1213578.0,,O,United States of America,306.0,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,1.0,55.0,W,7.0,Livonia,h,KPN7619,GA,KPNRNVLRFUTOWOERTCSIRQZ,1-228-022-3056,Sealed Air
Lahfziy,SDEAIMDWRSKXTFCPHWF,Abahrdfcbtscoblhaovnjkbx,140296.0,5.0,103708.0,,R,United States of America,411.0,Blsmawjjdmdamrhqyqgzmbkfa,5.0,66.0,W,9.0,Little Rock,x,Vbi7620,TN,Vbimifwtrtvb,1-926-766-1124,Sprint Nextel
tofdjef,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,bhephgijqbu,439984.0,5.0,1086081.0,F,O,United States of America,,Stofpzwyhkpmuq,1.0,22.0,M,3.0,Halifax,,ehb7621,SC,ehbcbdctlcspuvwbqveohanmkolbw,1-538-797-1948,
rckzx,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,KECNVVPGTOXHIGOUAWLHU,454011.0,0.0,1349626.0,F,O,United States of America,702.0,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,5.0,51.0,U,8.0,Peoria,C,TMQ7622,AR,TMQACIIUMYYZHYX,1-627-234-0841,Quiksilver
MMLJKBGXD,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,xppmtvztaifqynlbmofxonnus,191541.0,5.0,1083092.0,a,R,United States of America,842.0,,1.0,26.0,S,1.0,San Jose,y,Lsb7623,MT,Lsbutxufufshmkqnscnhx,1-876-492-0782,Valspar
banusio,Lhwkvadxwcjobcggyuighvqlcm,kzntoukktuqqfuyeo,,1.0,1662799.0,M,R,United States of America,528.0,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,2.0,100.0,U,0.0,Charlotte,u,Dpz7624,WY,Dpzpfctp,1-436-946-7319,Timken
Safkd,,TDRLAQZARCGRAMDDMCWP,,3.0,3548540.0,,R,United States of America,300.0,cnckvldjedzgdqhy,3.0,13.0,W,5.0,Hilo,,Zuj7625,WY,Zujmcfzznpfohsdp,1-281-780-2897,
DHTLWJDXLRW,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,shbaeyxyrjfietruntrdeyqkc,269215.0,1.0,881414.0,,O,United States of America,752.0,,2.0,11.0,S,7.0,Yonkers,,Jqk7626,WV,Jqkozdva,1-421-286-4139,Occidental Petroleum
RORIUHK,Alukohji,Zururxrihusergiba,193126.0,4.0,1712200.0,m,O,Canada,303.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,0.0,62.0,M,0.0,Modesto,,ijb7627,CA,ijbcvbgglqupyentiqncsnswyygl,1-908-354-2709,
bxgwhohh,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,QZLCPVRKZMTENMREVZT,462618.0,5.0,847446.0,F,O,United States of America,418.0,qehomraquwxrkb,3.0,13.0,M,10.0,Louisville,U,NMO7628,Alberta,NMOXMHMVUDGY,1-466-560-2530,Massey Energy
SRARKMXOD,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,dvbflygvxrizbclmqwoajkvnzoufc,212026.0,3.0,344294.0,f,O,United States of America,667.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,3.0,23.0,W,4.0,Eugene,,Tef7629,New Brunswick,Tefewe,1-578-686-8082,Weyerhaeuser
hwugfvlttol,Kxxipkohacffav,mtnubdnrdoivcuqmapqhtvzkixw,371024.0,4.0,1534879.0,,U,United States of America,441.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,1.0,51.0,D,7.0,Buffalo,Z,Sdj7630,British Columbia,Sdjhq,1-166-077-1436,National Fuel Gas
zgsllav,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,Nzljqsbgutsixlosfedpmlzl,235810.0,2.0,3897101.0,m,O,United States of America,471.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,3.0,2.0,U,0.0,Santa Fe,,Pbr7631,DE,Pbrfgfdwedgrmifitr,1-535-320-1881,Pep Boys
Mszwfhpj,onxyyslcmbyxpfjuykowqpwqi,Ealrdsynhtadihmsl,347270.0,,3064442.0,m,O,United States of America,701.0,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,2.0,,W,9.0,Springfield,,Ice7632,CT,Icejebxweavlnddpjz,1-633-495-6478,Neiman Marcus
Yqfxb,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,xfjdwfentojva,399212.0,2.0,2016524.0,,R,United States of America,323.0,TAIWTM,5.0,82.0,D,1.0,Anchorage,,ZWG7633,Quebec,ZWGIV,1-398-680-0278,BlackRock
ypmuep,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,Zvowaelneuhpxzphpvtgvfz,439561.0,5.0,37745.0,m,O,United States of America,846.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,4.0,94.0,M,10.0,Winnipeg,,Evw7634,NJ,Evwthrqmqfpsbpdqojtqzpjmpoea,1-185-976-7770,McGraw-Hill
Xthtecuu,Krdmgygwnziumjdtybwyw,fmdcjzjekrwrirumyvfuqnnkxzr,29980.0,4.0,503752.0,m,O,United States of America,850.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,3.0,16.0,M,8.0,Waco,c,Lhl7635,MN,Lhlatzfku,1-490-238-8219,Family Dollar Stores
Xjzpdio,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,Ohetzpmilrphnhnasiisaypdl,28693.0,5.0,2115180.0,,U,United States of America,,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,2.0,43.0,M,,Stockton,N,LYB7636,NE,LYBUGCXZYJSERVQKQJKNIIW,1-891-741-2112,Teleflex
Rgthehdvvlh,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,VAUWGMVOILXNGKB,106794.0,2.0,839222.0,M,O,Canada,564.0,Phqspowfoiqmszxy,1.0,76.0,M,3.0,Boston,x,Ijb7637,VA,Ijbmwiomutrflaupolplmfjsqh,1-849-918-0984,
ysexit,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,Tnwgmuvaaqmxskkyqnvrmnmul,340598.0,5.0,1851334.0,f,O,United States of America,558.0,XDPEFDQIMFNMCO,3.0,0.0,S,4.0,Memphis,,Zhf7638,PA,Zhftulgpedd,1-426-168-3142,Imation
Wscgcsbwlzj,Bfntmkesgyjkjrgttbtdncoumqhmnxy,mtovrkjvtfkennjujgpegknnck,490597.0,,1348251.0,m,O,United States of America,417.0,FSSAAXLAMAPBOMTNUFG,1.0,33.0,U,0.0,Sydney,r,PYU7639,WV,PYUHQOCHAUAWGKHHLXQNUWZTEBN,1-757-910-8931,PPL
AUQJTIMK,,Lwxdv,499685.0,2.0,2722392.0,,O,Canada,487.0,AKWOIATLDDKU,2.0,62.0,U,6.0,Shreveport,F,Iku7640,WY,Ikufiibsvk,1-468-325-0119,Smithfield Foods
Weqnwrwrbcgx,Bnbfbxvqxtngv,Ftvuzjdzocqmcoxvrbqcna,62285.0,0.0,1785161.0,m,O,United States of America,639.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,2.0,8.0,M,9.0,Modesto,,HBZ7641,MN,HBZACUNNIOTFKFSTCILLC,1-383-310-7894,Macy's
facqrtjqjmd,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,Hnbgeuii,320885.0,5.0,2823578.0,M,O,United States of America,625.0,VANVGDDSYEK,5.0,4.0,U,3.0,Hull,,Pco7642,VT,Pcofbhaqeemibnkjtsoxmdibmpquo,1-353-727-2029,Torchmark
OCNCREZ,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,Fykbowmpxpbb,184669.0,3.0,2123972.0,,O,United States of America,,TVTDULLNHUZPDNEEKSXEGPXDNE,5.0,39.0,D,1.0,Yonkers,,Ybv7643,WV,Ybvjle,1-028-849-5461,Herman Miller
JXOGSVJ,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,Ruagwhiorgizpmbphjerywjrr,126989.0,0.0,112782.0,,R,United States of America,,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,0.0,90.0,S,3.0,Atlanta,F,Rim7644,IN,Rimdakhncfjlrbor,1-480-785-4021,Kindred Healthcare
Iqtso,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,teldp,48144.0,4.0,248311.0,,,Canada,460.0,HWAWSSEUGGKEXQDESYXFHWZ,1.0,7.0,M,3.0,Hayward,,gnf7645,MS,gnfkwjxmvkbeh,1-443-132-4138,Arch Coal
Uxgvbwop,Mbxglsrssswfglfkjrjmedkyvtchipxrc,Tmhxnpfgyifx,377787.0,4.0,3719851.0,F,O,United States of America,793.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,5.0,95.0,,8.0,Savannah,C,Wxp7646,CO,Wxphiul,1-143-020-1234,Whirlpool
Ovsiu,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,Fpchjcvsrkakkqqsojokdrg,323782.0,5.0,1920385.0,m,O,Canada,821.0,,5.0,59.0,U,8.0,Fullerton,N,Dxh7647,PA,Dxhuevhfuceqmpoolmuhflp,1-475-304-3486,Arrow Electronics
Frqdqbs,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,Heiehcgec,31880.0,2.0,576903.0,,O,United States of America,,NASLRGJGXPDOGNJSHNLNGBCXJVO,3.0,13.0,S,6.0,Overland Park,,Aqo7648,DE,Aqopbqsxqxjj,1-677-882-6792,Rock-Tenn
waiitdv,Eymghd,sgapkfrztiyyayezulvi,390190.0,3.0,1855037.0,,O,United States of America,643.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,5.0,58.0,D,8.0,Alexandria,s,fen7649,Prince Edward Island,fenowyirqcdcwwo,1-151-067-7411,R.H. Donnelley
Vlmzifrfolfs,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,Nohjtayoycptngwoitqzhmuf,413821.0,1.0,2954046.0,,O,Canada,817.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,4.0,67.0,U,2.0,Fort Collins,,CMQ7650,TN,CMQIHWYKNOLSX,1-645-553-4591,Pall
DKXNSUJQRKGM,Vqdxskijczxliokh,QIGFYQTIPFYCR,301451.0,2.0,952096.0,f,O,United States of America,702.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,1.0,68.0,,10.0,Santa Fe,,Yhb7651,CA,Yhbbdqabnbldfqhnofnxdrzrj,1-670-793-5351,Burlington Coat Factory
