AddressLine1,NumberCars,Country,Income,Age,MiddleInitial,LastName,Gender,FirstName,AddressLine2,OwnOrRentFlag,Phone,PostalCode,NetWorth,Employer,AgencyID,CreditRating,City,State,NumberCreditCards,MaritalStatus,NumberChildren
20025 routh crescent,1.0,United States of America,20397.0,76.0,L,lawlis,m,Otha,,O,1-267-357-1943,v6n 1v9,3810365.0,Bemis,law141,,Costa Mesa,MD,2.0,U,1.0
4144 LAKE PARK LANE,2.0,United States of America,463094.0,5.0,D,Beebe,m,Rodie,Suite 397,O,1-602-756-7919,83702,2641938.0,Securian Financial Group,Bee142,664.0,Houston,New Brunswick,6.0,U,2.0
3375 sakowitz lane,4.0,United States of America,331900.0,65.0,,schlange,m,DULCE,,O,1-793-864-7010,80125,3857323.0,Ford Motor,sch143,789.0,Bakersfield,HI,7.0,U,1.0
7255 berry way,5.0,United States of America,8421.0,94.0,,Witchlow,,Win,,U,1-637-020-2921,M5G 1Y7,1636212.0,ConAgra Foods,Wit144,803.0,Chesapeake,ND,0.0,S,0.0
3131 WATHAN SOUTH,4.0,United States of America,35780.0,95.0,Q,MEREDITH,F,Roselin,,,1-428-797-6325,80213,2999082.0,Charter Communications,MER145,720.0,Sandy,Nova Scotia,3.0,M,4.0
18440 RYAN NORTH,1.0,United States of America,139897.0,28.0,,bialkenius,m,Malanie,,R,1-011-549-5618,60737,2280820.0,Calpine,bia146,839.0,Lewiston,ME,4.0,M,0.0
13222 glen loch road,4.0,United States of America,414119.0,76.0,P,Swiat,m,TARYN,SUITE 464,O,1-993-255-5481,90510,1050866.0,Crane,Swi147,621.0,Elizabeth,Alberta,0.0,D,1.0
7889 MURRAY WAY,5.0,United States of America,234035.0,81.0,,bullinger,,MALENA,,O,1-487-749-4448,92882,,Textron,bul148,628.0,Sudbury,VT,3.0,D,4.0
7527 whale drive,3.0,Canada,144405.0,38.0,,TYRRELL,F,Dorie,,O,1-192-352-2184,98121,603001.0,Idearc,TYR149,813.0,Austin,DE,6.0,W,5.0
17788 eagle trace park,5.0,United States of America,55441.0,25.0,,Fyfe,,Liese,,R,1-293-442-4224,H2e 1x9,3368239.0,Cabela's,Fyf150,367.0,Salinas,MA,3.0,W,3.0
7661 GRANT WAY,4.0,United States of America,392869.0,0.0,,Sicard,,tele,,O,1-078-502-6700,23503,1042629.0,EOG Resources,Sic151,807.0,Peoria,CA,10.0,D,2.0
4806 crystal hills street,3.0,United States of America,402416.0,61.0,,CASTEN,F,astra,,O,1-430-909-3001,40208,1948746.0,,CAS152,501.0,Sydney,Manitoba,8.0,U,4.0
4211 WILLS NORTH,0.0,United States of America,89984.0,3.0,S,Choy,,marnia,,O,1-392-455-0895,75201,3113862.0,Burlington Coat Factory,Cho153,490.0,San Antonio,TN,10.0,U,2.0
7524 linberg north,2.0,United States of America,395773.0,77.0,,CHACKO,,AMY,,O,1-273-921-9787,93852,2777290.0,Southwest Airlines,CHA154,321.0,Oklahoma City,FL,3.0,W,3.0
14266 lemming south,1.0,United States of America,126662.0,8.0,E,beil,f,HAMILTON,,R,1-012-993-4538,32312,2210073.0,RPM International,bei155,,Miami,CA,6.0,U,0.0
1427 ADDAX LANE,4.0,United States of America,132008.0,34.0,J,Eleftheriou,m,Kuldip,,O,1-890-859-4211,90059,1999684.0,Amazon.com,Ele156,446.0,Yonkers,CO,7.0,U,1.0
1625 fernando court,5.0,United States of America,417218.0,15.0,,o'grady,F,krystalle,,O,1-080-032-3031,77006,2119678.0,Neiman Marcus,o'g157,428.0,Columbia,Saskatchewan,2.0,M,5.0
335 floresta north,0.0,United States of America,360063.0,66.0,,Katchmar,,Stella,,O,1-561-620-7173,23224,169808.0,Goldman Sachs Group,Kat158,423.0,Lubbock,UT,5.0,S,0.0
22806 garson east,5.0,United States of America,100516.0,55.0,O,Luin,,Marie-josee,,O,1-017-439-0362,10055,1072732.0,Boeing,Lui159,499.0,Chattanooga,ME,6.0,U,4.0
5524 vermack street,1.0,United States of America,16814.0,8.0,,Klavkalns,f,Nashib,,O,1-248-539-6621,35830,2261442.0,United Refining,Kla160,342.0,Fargo,NH,7.0,S,1.0
18105 electra street,1.0,United States of America,,7.0,Z,Brunsting,,Annette,,U,1-611-789-5569,v6m 1s9,2234368.0,D.R. Horton,Bru161,632.0,Omaha,VA,1.0,M,3.0
719 holman court,3.0,United States of America,315962.0,97.0,Q,Apter,,LENA,,O,1-023-151-8130,22304,575288.0,Jarden,Apt162,525.0,Yonkers,TX,6.0,M,1.0
23553 MEMORIAL RUE,5.0,United States of America,299268.0,95.0,,schuette,f,Christian,,R,1-005-574-3523,06101,1102479.0,Systemax,sch163,371.0,Spokane,Saskatchewan,9.0,M,1.0
16759 park avenue,1.0,United States of America,301490.0,92.0,,Lanava,,Morrie,,O,1-550-487-1571,78756,2995388.0,Marriott International,Lan164,699.0,Tulsa,NH,4.0,U,3.0
12296 WILLIAMS LOWER,3.0,United States of America,36052.0,17.0,,Fusca,F,LYMAN,,O,1-280-494-1415,93003,1147193.0,Expeditors International,Fus165,435.0,Garden Grove,VA,8.0,M,2.0
9625 ALLEN BOULEVARD,1.0,United States of America,437483.0,81.0,R,Nevardauskis,F,REUBEN,,U,1-803-438-4141,T5D 1P2,1136540.0,Great Plains Energy,Nev166,512.0,Fort Lauderdale,IA,2.0,U,4.0
10340 jarvis road,5.0,Canada,152971.0,13.0,,SHACKLEFORD,f,Hermon,,O,1-566-299-2351,10108,1677669.0,Danaher,SHA167,552.0,Philadelphia,NC,6.0,M,
13143 goodwin lane,0.0,Canada,449495.0,78.0,P,Sauck,,Paqs,,O,1-586-363-4189,t5c 1l3,2160706.0,,Sau168,,Sydney,NH,8.0,M,2.0
7160 BEATTY RUE,4.0,United States of America,349827.0,78.0,,frischknecht,,GAETAN,,O,1-505-124-9029,M5B 1Z8,2525665.0,Watson Wyatt Worldwide,fri169,687.0,Waterbury,AL,5.0,M,1.0
22679 chimney rock west,3.0,United States of America,9562.0,85.0,O,fernandez,,leese,,R,1-897-996-9812,V6H 1W2,3517622.0,Yahoo,fer170,433.0,Tacoma,British Columbia,0.0,M,1.0
6769 pasadena upper,1.0,United States of America,24514.0,68.0,,LANDERS,M,Amelie,,,1-922-919-5858,90308,,Convergys,LAN171,746.0,Charlottetown,MD,7.0,U,2.0
20622 MCAFEE COURT,0.0,Canada,407985.0,1.0,,Bhasin,,TAMRA,,R,1-326-572-2988,M5e 1y2,97675.0,Celanese,Bha172,405.0,Independence,IA,9.0,M,0.0
10526 LINWOOD LANE,5.0,United States of America,,83.0,,Jordan,M,bang,,O,1-076-972-4311,80029,,Dana Holding,Jor173,805.0,Escondido,ND,,M,5.0
21088 vessey crescent,4.0,United States of America,257897.0,78.0,,KNUDSEN,F,HILDEGARDE,,O,1-341-595-8408,30350,3569070.0,XTO Energy,KNU174,819.0,Lansing,NY,5.0,M,4.0
10884 ryan avenue,0.0,United States of America,261143.0,,,Hamelin,F,Carmody,,O,,97240,1507616.0,Alliance Data Systems,Ham175,648.0,Anaheim,OR,0.0,M,5.0
1481 gale court,5.0,United States of America,110615.0,5.0,,MAUER,,Dareen,,R,1-536-952-5040,R3A 1M1,514151.0,Franklin Resources,MAU176,401.0,Glendale,MO,10.0,U,5.0
18390 martins east,2.0,United States of America,407799.0,43.0,,Rezansoff,F,WEN,Apt. 426,U,1-663-917-0422,73172,2903408.0,Fidelity National Financial,Rez177,484.0,Chula Vista,CT,8.0,U,0.0
23208 porter crescent,4.0,Canada,195242.0,53.0,,Koa,,MOT,,O,1-843-773-1791,V6s 1p9,1695814.0,FirstEnergy,Koa178,463.0,Orlando,MO,1.0,U,4.0
17026 durand north,3.0,United States of America,315490.0,13.0,B,HANNEMAN,m,leese,,O,1-823-567-1252,90140,868465.0,Commercial Metals,HAN179,335.0,Cleveland,MN,5.0,U,0.0
16533 devonshire park,5.0,United States of America,22201.0,7.0,I,jakim,,nettie,,O,1-744-421-7512,94639,2810709.0,Genzyme,jak180,,Huntington,NC,10.0,U,4.0
8965 griffin east,4.0,United States of America,441579.0,17.0,C,umphres,,AILEE,,R,1-621-744-1484,22307,3593363.0,US Airways Group,ump181,381.0,Fayetteville,TN,7.0,M,5.0
22451 larner court,2.0,Canada,342730.0,67.0,G,Wickham,,chan,,O,1-973-214-3381,55116,2607636.0,Advanced Micro Devices,Wic182,708.0,Riverside,NV,1.0,M,2.0
3681 HOLLY KNOLL CRESCENT,5.0,Canada,117267.0,54.0,,Gates,F,RAY,Apt. 540,R,1-428-266-1600,M6s 1i5,2735642.0,United Parcel Service,Gat183,354.0,Dayton,AL,8.0,M,4.0
5678 dayton street,1.0,United States of America,260107.0,5.0,,bott,,Robinette,,,1-334-466-5299,92708,1501732.0,Fastenal,bot184,547.0,Corona,NE,10.0,S,4.0
15591 holgate lane,1.0,United States of America,166760.0,28.0,T,DAVID-YERUMO,,Rocke,,O,1-249-478-5643,V6r 1q6,397072.0,Core-Mark Holding,DAV185,761.0,Oklahoma City,KS,9.0,D,1.0
23477 havenridge rue,4.0,United States of America,401021.0,5.0,,HILLARD,F,Suzette,,O,1-804-228-8548,63178,3399757.0,Boise,HIL186,659.0,Dallas,NY,1.0,M,1.0
18267 cape lane,4.0,United States of America,70945.0,,,warburton,,Myla,,R,1-564-230-0062,x7j 1r5,2684548.0,DST Systems,war187,351.0,Durham,NY,9.0,M,2.0
2928 POTOMAC UPPER,3.0,United States of America,389391.0,72.0,,MACHNICKI-HYNES,m,dacia,apt. 48,O,1-781-339-9073,M5e 1y7,3041622.0,United States Steel,MAC188,608.0,Tacoma,Saskatchewan,7.0,S,3.0
14656 pasadena park,4.0,United States of America,63226.0,12.0,A,levitin,F,CHELSIE,,O,1-096-116-9962,23257,3211816.0,Pepco Holdings,lev189,706.0,Alexandria,Prince Edward Island,3.0,S,2.0
16983 flagler drive,0.0,United States of America,206220.0,71.0,,Gooderham,,abbas,apt. 968,O,1-914-194-6997,V6I 1U7,127026.0,Acuity Brands,Goo190,391.0,Hialeah,Alberta,8.0,M,4.0
17212 LANDER SOUTH,5.0,United States of America,,90.0,E,Kohalmi-hill,,Rec,,R,1-733-360-9116,94539,588945.0,Baker Hughes,Koh191,461.0,Denver,Ontario,2.0,W,4.0
23764 sabine west,4.0,United States of America,337152.0,20.0,,AYLWIN,M,Elaine,,O,1-591-402-8026,H7h 1v4,1962620.0,Newell Rubbermaid,AYL192,510.0,Fort Lauderdale,TN,2.0,U,4.0
16271 vista south,,United States of America,312074.0,58.0,E,CHOUHAN,F,Katharine,,O,1-326-180-9322,15201,178193.0,Westlake Chemical,CHO193,805.0,Mesa,VA,5.0,W,2.0
1080 LAVENDER LANE,2.0,United States of America,68551.0,57.0,G,DITKO,,LILIAN,,O,1-784-796-6844,t5a 1n6,2102811.0,Jones Lang LaSalle,DIT194,702.0,Cleveland,TX,7.0,M,4.0
10856 summer street,4.0,United States of America,488800.0,43.0,,EMIG,,CATI,,O,1-662-625-4671,78784,2246854.0,Burger King Holdings,EMI195,368.0,Lewiston,MT,3.0,W,1.0
17021 edwards crescent,3.0,United States of America,431633.0,39.0,,Ryder,m,Luong,APT. 392,R,1-627-590-4931,H6d 1w8,1312448.0,Hovnanian Enterprises,Ryd196,520.0,Tallahassee,IL,8.0,W,2.0
7726 TALLOWOOD UPPER,0.0,United States of America,72797.0,87.0,S,meisner,,JUOZAS,,O,1-055-694-7984,06705,295993.0,Medical Mutual of Ohio,mei197,666.0,El Monte,WY,2.0,S,3.0
19097 foxfire north,0.0,United States of America,260576.0,57.0,,Cegelski,,Lysy,,O,1-166-844-7429,M5c 1v9,1220003.0,Lockheed Martin,Ceg198,587.0,Sioux Falls,NC,9.0,S,1.0
8161 PINTO ROAD,4.0,United States of America,200096.0,58.0,Z,haigh,,ULA,,O,1-516-930-4640,90759,2400476.0,Yum Brands,hai199,643.0,Columbia,ND,4.0,U,5.0
9659 sakowitz west,,United States of America,,28.0,J,clendening,,Francesca,,R,1-261-215-4290,22301,2900897.0,Wesco International,cle200,484.0,San Francisco,GA,5.0,,4.0
15306 pike park,3.0,United States of America,267656.0,95.0,W,Ciesielski,,emili,,R,1-681-572-7662,19165,3942140.0,Volt Information Sciences,Cie201,,Santa Clara,VA,3.0,U,1.0
21891 dewey street,1.0,United States of America,35253.0,98.0,,Parypa,f,yogesh,,R,1-288-967-5460,75007,2118119.0,Western Union,Par202,676.0,Greensboro,Prince Edward Island,8.0,S,2.0
8155 storeywood road,5.0,United States of America,113159.0,55.0,K,LOZINSKI,f,Xantippe,,O,1-315-022-2148,90302,338540.0,,LOZ203,300.0,Waco,OR,4.0,M,2.0
20871 dewdrop street,2.0,Canada,297444.0,14.0,,Pascal,,TINO,APT. 630,R,1-707-402-6121,84092,2617116.0,Lubrizol,Pas204,,Rochester,WI,8.0,,3.0
1121 GREENE PARK,3.0,United States of America,52092.0,30.0,,Aula,,AGGIE,,O,1-186-893-7846,v6d 1u1,1459711.0,C.H. Robinson Worldwide,Aul205,831.0,Tampa,ID,9.0,M,1.0
23849 westerley south,3.0,United States of America,30249.0,90.0,N,barnes,F,Alane,,O,1-571-918-3795,99503,1804959.0,Celgene,bar206,609.0,Paterson,MT,7.0,M,1.0
1540 murie rue,2.0,United States of America,483052.0,69.0,,ELLIOTT,,ABBYE,,O,1-206-055-2128,80960,2957472.0,Leggett & Platt,ELL207,679.0,Fullerton,MD,2.0,S,0.0
16633 raymond road,4.0,United States of America,287060.0,67.0,P,forslund,m,aleen,suite 344,O,1-963-724-8044,53743,2919293.0,Fidelity National Information,for208,634.0,London,NY,6.0,U,0.0
18676 turman drive,1.0,Canada,274154.0,41.0,U,Burbidge,,collen,,O,1-050-641-8503,t6d 1k1,3610130.0,Arch Coal,Bur209,338.0,Newark,HI,4.0,W,1.0
1808 HARDY STREET,5.0,United States of America,379659.0,2.0,,FOLLMER,F,NEALA,,O,1-020-258-1680,91350,1209441.0,Affinia Group Intermediate,FOL210,332.0,Buffalo,DE,4.0,M,5.0
11115 midland avenue,0.0,United States of America,,89.0,,Leder,m,CELISSE,,O,,37916,1058712.0,Kellogg,Led211,721.0,El Paso,PA,8.0,M,0.0
24950 sheppard lane,4.0,United States of America,100796.0,88.0,N,kopke,,MEHMET,,O,1-886-961-7857,22329,1946028.0,PerkinElmer,kop212,351.0,Toledo,IN,3.0,,1.0
6450 LEMMING RUE,1.0,Canada,128277.0,90.0,,paylor,,Carlis,,O,1-999-799-7384,M1i 1r8,1420984.0,Limited Brands,pay213,564.0,Sterling Heights,MT,6.0,M,1.0
19342 wycliffe park,1.0,United States of America,147414.0,54.0,,PALACEK,,marshal,,O,1-362-078-4138,h5i 1p1,213235.0,OfficeMax,PAL214,379.0,New Haven,WY,9.0,M,3.0
7582 woodway south,1.0,United States of America,51559.0,53.0,,felton,,Fabien,,O,1-174-723-5263,M1I 1R5,472425.0,J.B. Hunt Transport Services,fel215,727.0,Dallas,FL,8.0,S,2.0
22526 QUEENSBURY LOWER,2.0,United States of America,355622.0,89.0,,ATWELL-BYRNE,,basia,,O,1-898-789-3598,53739,1160132.0,American Express,ATW216,578.0,Milwaukee,RI,2.0,U,3.0
18833 3rd park,5.0,United States of America,468116.0,31.0,S,Mcbeth,M,FARID,,O,1-482-305-5399,06603,2869995.0,Occidental Petroleum,Mcb217,642.0,Anaheim,CO,10.0,W,1.0
19394 canoas west,1.0,United States of America,276728.0,1.0,B,Jalaie,M,jyoti,apt. 3,O,1-834-784-7657,28247,3727044.0,Shaw Group,Jal218,,Huntington Beach,SD,1.0,M,0.0
9941 ROYALTON DRIVE,3.0,Canada,135306.0,57.0,,vempati,,Jandy,,R,1-864-555-5341,h7g 1u9,2293241.0,W.W. Grainger,vem219,554.0,Naperville,TX,,S,0.0
10177 pecos crescent,1.0,United States of America,99566.0,10.0,D,BARNICKEL,,VO,,U,1-475-209-3369,90831,2846515.0,IDT,BAR220,733.0,Iqaluit,VT,6.0,U,0.0
20823 WEST CHAPEL AVENUE,2.0,United States of America,263959.0,74.0,U,PESOLD,M,Kien,,O,1-459-456-1848,M4j 1o7,1619956.0,General Mills,PES221,345.0,Winnipeg,IN,10.0,M,4.0
13483 ROCKDALE DRIVE,2.0,United States of America,441498.0,28.0,,Shaughnessy,F,Tybi,,R,1-802-797-1712,77288,2367607.0,RBS Global,Sha222,644.0,St. Petersburg,UT,6.0,M,0.0
9645 HAYDEN BOULEVARD,3.0,United States of America,429621.0,96.0,J,Schmeing,M,Nhien,,U,,77117,3795566.0,Realogy,Sch223,564.0,Waterbury,NV,3.0,S,0.0
6066 fillmore lower,1.0,United States of America,181214.0,42.0,L,Materna,,Florance,,O,1-224-760-3774,45263,734762.0,ArvinMeritor,Mat224,465.0,Lubbock,TX,10.0,M,3.0
293 conier avenue,,United States of America,212502.0,64.0,,JAIN,,Ros,,O,1-511-883-9082,v6g 1p4,908994.0,Amkor Technology,JAI225,652.0,London,OR,8.0,D,4.0
7000 ansley lane,5.0,United States of America,244545.0,,,KARNAZES,,Genevieve,,O,,72247,2561296.0,Lear,KAR226,714.0,Des Moines,Ontario,6.0,M,4.0
13635 jarvis south,5.0,Canada,218681.0,49.0,,gustafson,,EMILIO,APT. 587,R,1-405-014-0029,E7n 1j9,3181069.0,Asbury Automotive Group,gus227,383.0,Madison,Saskatchewan,10.0,M,4.0
17362 COFFEY UPPER,,United States of America,296916.0,81.0,K,Annas,,JANEEN,,O,1-076-073-0994,45272,2632226.0,Limited Brands,Ann228,336.0,Scottsdale,MO,7.0,,5.0
12279 trafalgar crescent,0.0,Canada,453659.0,57.0,R,labenek,,cathrin,,O,1-690-040-0846,x7j 1q2,,Beazer Homes USA,lab229,626.0,Mount Pearl,UT,9.0,,2.0
24717 MIDLAND LANE,3.0,United States of America,194450.0,42.0,M,flindall,f,kirstin,,U,1-211-707-3341,80952,1151333.0,,fli230,549.0,Iqaluit,IL,0.0,S,0.0
11493 worley park,5.0,United States of America,49533.0,30.0,,satkunaseelan,,giles,,O,1-642-203-7899,38157,2763939.0,Acuity Brands,sat231,492.0,Moreno Valley,NM,0.0,U,4.0
6492 HAMMOND AVENUE,2.0,United States of America,394819.0,56.0,I,thornley,,Ted,,O,1-792-738-9524,06703,370710.0,ABM Industries,tho232,327.0,Naperville,NC,0.0,M,4.0
8954 bagby north,3.0,United States of America,342754.0,3.0,L,CRIPPS,m,hayden,,O,1-881-269-3949,v6u 1r8,1192164.0,,CRI233,545.0,Norfolk,AZ,10.0,S,3.0
11622 josey south,1.0,United States of America,224435.0,53.0,V,Gascon,M,Gail,,O,1-537-303-6219,28231,223487.0,Southwestern Energy,Gas234,571.0,Louisville,CT,0.0,M,0.0
11538 collinwood avenue,0.0,United States of America,37717.0,67.0,,Chavers,f,las,,O,1-682-154-3638,63107,2341143.0,Delta Air Lines,Cha235,423.0,Akron,VA,7.0,W,2.0
20913 vickers boulevard,1.0,United States of America,286483.0,94.0,,Nettles,,Noelyn,,O,1-512-708-0580,H2g 1w7,1774784.0,ITT,Net236,655.0,Whitehorse,NV,4.0,,0.0
22274 VICKERY CRESCENT,0.0,United States of America,185412.0,37.0,,WOODROW,m,izak,,O,1-598-440-6359,55416,3951308.0,Health Management Associates,WOO237,488.0,Salem,VA,0.0,M,5.0
881 vance jackson south,4.0,United States of America,472518.0,75.0,,valerien,,bernita,,,1-281-206-9270,V6d 1u5,2756025.0,Western Union,val238,352.0,Memphis,British Columbia,6.0,M,
15079 DECATUR RUE,,United States of America,425307.0,51.0,,Berndt,f,Karmen,,O,1-442-133-8200,93782,1833112.0,Family Insurance Group,Ber239,810.0,Fayetteville,VA,0.0,M,1.0
10424 mitchell street,2.0,United States of America,304909.0,74.0,F,labranche,,Rio,,O,1-607-062-8891,90252,698884.0,Advance Auto Parts,lab240,686.0,Lansing,TX,8.0,D,2.0
14195 VERDE PARK,0.0,Canada,231226.0,100.0,X,VREUGDENHIL,m,ISABELLE,,R,,85759,3287261.0,J.P. Morgan Chase & Co.,VRE241,389.0,Atlanta,CO,0.0,M,2.0
10608 bissonnet road,0.0,United States of America,219026.0,,,GOODINSON,F,Micro,,U,1-141-622-5196,M5g 1x8,3337290.0,Fidelity National Financial,GOO242,761.0,Gary,GA,,M,0.0
11237 balmoral way,0.0,United States of America,414993.0,28.0,S,chaput,,maribel,,O,1-500-101-2792,78746,2963197.0,Toro,cha243,589.0,Atlanta,NE,4.0,D,1.0
15621 yaupon lower,0.0,United States of America,24837.0,18.0,W,TAMARELLI,F,NADYA,,O,1-655-973-7192,H2f 1z1,1487009.0,Mueller Water Products,TAM244,492.0,Dawson City,NC,1.0,M,0.0
12387 SAUNDERS WEST,2.0,United States of America,200645.0,77.0,,CUMPSTON,M,Darrell,Suite 463,U,1-972-039-2576,77288,3177428.0,Energy Future Holdings,CUM245,442.0,Mobile,OK,10.0,D,5.0
6156 holmes court,4.0,United States of America,22605.0,14.0,E,SIMONOVICH,,Hoy,,O,1-764-148-5233,35277,1886280.0,Weis Markets,SIM246,649.0,Santa Clarita,MO,8.0,S,3.0
17521 REILLY STREET,0.0,United States of America,,23.0,,Estes,,shana,,O,1-399-618-9069,36134,1853087.0,MasterCard,Est247,337.0,Chicago,AR,8.0,U,0.0
20093 canterbury way,4.0,United States of America,389524.0,1.0,P,haney,F,HQ,,R,1-628-481-6657,V6t 1u3,195847.0,Oracle,han248,572.0,Nashua,MT,8.0,D,
11930 alabama south,4.0,United States of America,232945.0,58.0,Y,Peers,,Co,,U,1-085-050-1119,99597,3727580.0,Mutual of America Life,Pee249,666.0,West Covina,Newfoundland,0.0,M,3.0
22780 terrace lower,2.0,United States of America,390626.0,98.0,T,blidy,M,Beb,,O,1-993-284-6634,V6N 1V1,2993662.0,JetBlue Airways,bli250,567.0,Mesa,OR,4.0,D,3.0
6481 century lane,5.0,United States of America,286207.0,76.0,,Leavell,,Sherrill,,O,1-395-464-9156,T6d 1h7,2886788.0,Western Refining,Lea251,574.0,El Paso,NM,5.0,,3.0
11293 rice avenue,5.0,United States of America,391468.0,59.0,U,Willhoff,F,takehiko,,,1-811-547-9696,M7o 1c5,3672610.0,Western Refining,Wil252,498.0,Victoria,FL,2.0,S,0.0
9828 WEST EAST,5.0,Canada,171326.0,81.0,,komenda,f,FLOSSIE,,R,,M2q 1e8,3245637.0,Bristol-Myers Squibb,kom253,836.0,Hayward,MS,9.0,U,2.0
10369 gemini way,2.0,United States of America,294972.0,31.0,,Welsford,,Chryste,,,1-648-501-2866,64172,959636.0,AutoNation,Wel254,759.0,Oshawa,Saskatchewan,8.0,M,3.0
23445 GATES WAY,3.0,United States of America,131039.0,1.0,,Lacombe,,Sheelagh,,O,1-332-974-4753,85265,1037702.0,Boeing,Lac255,563.0,Hamilton,NE,6.0,S,5.0
2160 WEIZMANN DRIVE,1.0,United States of America,480287.0,28.0,,Honda,f,DICKENS,,U,1-217-048-6379,h5k 1p8,69141.0,Advanced Micro Devices,Hon256,313.0,Oklahoma City,TN,8.0,S,5.0
16716 fresco road,0.0,United States of America,276404.0,36.0,,Conley,,Maury,,O,,M2P 1F6,2818725.0,Unitrin,Con257,771.0,Portland,OR,6.0,M,4.0
17068 simpson road,0.0,United States of America,435481.0,47.0,,handley,,Dorothy,,O,1-246-119-5490,V6U 1U9,3153373.0,Liberty Media,han258,717.0,Macon,ID,1.0,S,5.0
23276 dillbeck upper,4.0,United States of America,,77.0,,WOJTECKI,,CHICKIE,,O,,V6F 1W7,616608.0,Jarden,WOJ259,355.0,Yellow Knife,WV,2.0,D,4.0
24268 hayden west,4.0,United States of America,499891.0,91.0,P,Amini,f,Lavinia,,O,1-347-479-6259,92711,1014586.0,Cincinnati Financial,Ami260,383.0,Santa Rosa,MI,10.0,U,4.0
2682 LUMBER PARK,5.0,United States of America,394640.0,46.0,A,Mo,f,Kristine,,O,1-881-547-3819,60779,1679903.0,Steel Dynamics,Mo261,579.0,Fort Wayne,AL,1.0,S,5.0
4129 crestline avenue,4.0,Canada,359040.0,36.0,,BUREK,,tobi,,O,1-155-847-4022,90790,1062919.0,OGE Energy,BUR262,324.0,Inglewood,TN,5.0,M,3.0
18257 mahonia west,5.0,United States of America,429949.0,18.0,X,Kosten,m,Frederica,,R,1-946-987-5835,80908,3684297.0,Hartford Financial Services,Kos263,752.0,London,Manitoba,0.0,M,2.0
19050 cordoba upper,5.0,Canada,333500.0,27.0,,Borel,m,Cayla,,O,,74129,1805618.0,Penske Automotive Group,Bor264,723.0,Waterbury,CO,2.0,D,2.0
1121 greene park,2.0,United States of America,480399.0,79.0,K,LARCHE,,BRIAN,,U,,M9e 1u6,1852935.0,Amkor Technology,LAR265,349.0,Salem,OR,1.0,S,
13762 silver sage way,2.0,United States of America,73398.0,72.0,,BOURDEAU,,ROCH,,O,1-551-913-3853,93663,1528702.0,Psychiatric Solutions,BOU266,643.0,Dayton,CO,4.0,W,5.0
22629 bagby east,3.0,United States of America,,26.0,,Panter,,Charly,,O,1-666-863-1257,84119,178411.0,Calpine,Pan267,390.0,Frederick,NC,0.0,W,0.0
13296 wayside boulevard,4.0,United States of America,446105.0,31.0,,Walbridge,m,joli,,O,1-938-871-9739,82602,2245432.0,Saks,Wal268,801.0,Thousand Oaks,Alberta,7.0,U,4.0
9824 OLYMPIA STREET,0.0,Canada,128126.0,2.0,,Muehle,M,Kasper,,O,1-333-561-7008,94429,3058077.0,BE Aerospace,Mue269,741.0,Escondido,VT,2.0,S,4.0
6907 ferncliff crescent,2.0,Canada,371101.0,81.0,,Zubans,,Joo-geok,Apt. 986,O,1-514-023-2587,H2A 1V4,723251.0,Exterran Holdings,Zub270,821.0,Independence,VT,8.0,D,1.0
24573 lyons avenue,3.0,United States of America,263066.0,69.0,D,Seidman,,Winona,,O,1-027-811-2670,40511,3755553.0,Penn National Gaming,Sei271,830.0,Corpus Christi,SC,5.0,M,
15407 fillmore north,0.0,United States of America,,69.0,,Cavasin,F,king-haut,,R,1-475-590-2337,M5b 1y9,757755.0,PetSmart,Cav272,441.0,Santa Rosa,SD,,M,1.0
850 leon lower,3.0,United States of America,453776.0,80.0,,Hartell,F,DARLENE,,R,1-214-794-0930,E7N 1P6,3610784.0,First Data,Har273,484.0,Burlington,New Brunswick,2.0,D,1.0
14635 greene rue,4.0,United States of America,494609.0,14.0,R,Naugle,M,Deana,,O,1-988-429-0103,h5k 1o7,2994154.0,Liz Claiborne,Nau274,653.0,Overland Park,Manitoba,8.0,,5.0
21034 windchime lower,0.0,Canada,233618.0,39.0,,Stegman,,Laurette,,R,1-143-517-2347,95203,612241.0,Alcoa,Ste275,727.0,Huntsville,NJ,7.0,D,2.0
15868 dewdrop park,1.0,United States of America,,0.0,D,Choo-kang,m,Renell,,O,1-709-720-3248,23513,1352198.0,Perini,Cho276,535.0,Berkeley,TX,0.0,U,
10232 oak hill west,5.0,United States of America,154521.0,59.0,R,Luxford,f,Meriann,,R,1-314-831-7578,T5c 1j1,2534935.0,Hudson City Bancorp,Lux277,320.0,Casper,MD,9.0,W,4.0
950 WILLS WEST,4.0,United States of America,438162.0,60.0,,Farnsworth,F,KATALIN,,O,1-342-101-7385,V6z 1q9,3189762.0,Sigma-Aldrich,Far278,775.0,Toledo,WV,1.0,W,4.0
23223 WOODLAWN UPPER,3.0,United States of America,352602.0,4.0,,Shinjo,F,Gayel,,O,1-419-495-9429,73121,447872.0,Plains Exploration,Shi279,606.0,Cheyenne,OH,,M,4.0
23208 porter crescent,4.0,United States of America,194788.0,74.0,P,Piperni,f,Lourdes,,O,1-992-551-4676,75267,3207012.0,W.R. Berkley,Pip280,,Fresno,NH,5.0,S,2.0
