prospect_AgeID,prospect_AddrLi2,prospect_NumCreCar,prospect_LaNa,prospect_MaSta,prospect_AddrL1,prospect_Ag,prospect_NuCa,prospect_C,prospect_PoCo,prospect_Co,prospect_In,prospect_NuCh,prospect_CreRat,prospect_OwORF,prospect_Em,prospect_NeWor
gsz7592,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,9.0,gszunimggpyfjzmivbwizzftuen,W,cezvfwtftwlwfrgrpxtuejvrgucexe,40.0,0.0,Stockton,XEDMBUAMGXKH,United States of America,306946.0,4.0,745.0,O,Rock-Tenn,3596263.0
Kwp7593,DVYTEPWCABNSGPTLJEMPQLTEWM,1.0,Kwpztgkknktyvdks,D,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,10.0,0.0,Louisville,crxbrlj,,99663.0,,320.0,U,AGCO,3719999.0
AGM7594,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,4.0,AGMCLBCUEPVBRKDKWAGBCFOLYET,M,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,59.0,2.0,Atlanta,Eytubbwi,United States of America,482013.0,4.0,591.0,R,,3058439.0
Ocn7595,,10.0,Ocnds,M,Ctgihaqlm,70.0,1.0,Milwaukee,Lwftldizl,United States of America,180476.0,0.0,,U,United Stationers,2592932.0
Cmw7596,qlgnszfowrbrkuurrmjrfnfaeulhneecv,5.0,Cmweamsabhudajyhpsohkpzcy,M,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,69.0,4.0,Fort Smith,GSSFZNBZL,United States of America,285682.0,5.0,417.0,,McCormick,1471273.0
Dit7597,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,8.0,Ditjvpiidkjkvxssfnctzcczb,M,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,96.0,0.0,Knoxville,Nrnqtmjz,United States of America,455032.0,5.0,338.0,R,National Life Group,
Rmm7598,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,9.0,Rmmasnivkq,S,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,9.0,3.0,Idaho Falls,Rzjxvum,United States of America,356141.0,,340.0,O,Hasbro,2410816.0
ekj7599,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,5.0,ekjvgcmzgobzeerrpfgefwvxlvfcua,U,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,39.0,3.0,Jacksonville,Accezkuzqrif,Canada,165667.0,3.0,738.0,U,Tupperware Brands,1059543.0
wcq7600,MIMWGPPF,7.0,wcqqbslcxugdqpbzbmbqvlahw,S,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,31.0,0.0,Stockton,LNZZPGOTEG,United States of America,459767.0,2.0,597.0,O,Covance,379282.0
Klc7601,Xpannac,4.0,Klcanpomjmuwosnasroukafsxtufz,M,RSSNUTWWLOKIHRRTPEAFTLBF,64.0,2.0,Thousand Oaks,YINOHET,United States of America,106459.0,2.0,603.0,R,Interactive Brokers Group,3271265.0
Jrd7602,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,5.0,Jrdmn,D,Sachwqwddeyfxvagihsjxtcsibaejb,38.0,,Nashua,ddgkyv,,51021.0,1.0,662.0,U,SkyWest,1530364.0
GDQ7603,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,0.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,W,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,47.0,2.0,Tallahassee,Seiksuhglhj,United States of America,494931.0,4.0,838.0,R,Best Buy,3731860.0
fnm7604,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,9.0,fnmqzceohwapysohiuofkhjpwzgv,M,Sbutxmtwkb,,5.0,Brownsville,Ytgghhaxc,United States of America,429859.0,2.0,791.0,O,Sears Holdings,2488858.0
Ymu7605,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,7.0,Ymuvinagbzdhiwglzfacood,S,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,76.0,1.0,Charlotte,Ajlcdadx,Canada,,4.0,692.0,O,Frontier Oil,2301347.0
Pxj7606,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,8.0,Pxjmfwpwm,W,mnkidgiyajigobghpnkdvauwiubpjb,60.0,0.0,Oakland,Daivf,,464086.0,3.0,673.0,O,Automatic Data Processing,1736571.0
Rsd7607,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,7.0,Rsdlvo,U,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,73.0,3.0,Fort Wayne,xrquzcptycg,Canada,207651.0,,331.0,O,,2399483.0
Qqh7608,BPPKDY,2.0,Qqhwdyopkfs,U,Fmrydeogisvvtrpsfonolelpnqcbkrr,37.0,4.0,Chula Vista,shigmwk,United States of America,260418.0,,744.0,O,Comerica,2982744.0
udq7609,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,6.0,udqexswxytatsvxw,M,Xhggtfwyslxvgeiuzjfxewcsweefq,50.0,5.0,Peoria,enehob,United States of America,,1.0,446.0,U,Baldor Electric,1611011.0
Ghl7610,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,0.0,Ghlflxgkavpsqvkpun,M,,0.0,0.0,Lexington,RNLAKRXSPA,Canada,316963.0,4.0,,O,Commercial Metals,2999167.0
mtk7611,Xuqmcmxaigbk,,mtkfmxripistepftjaxfosviokgqsf,W,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,5.0,Salem,Hlezt,Canada,84046.0,,,O,,
QIY7612,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,9.0,QIYQRALNIIONMKDZB,M,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,,0.0,San Jose,Iyqmkpcjx,United States of America,368990.0,3.0,723.0,O,Molina Healthcare,3307491.0
Ohz7613,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,2.0,Ohzpaqjtc,S,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,81.0,2.0,Kansas City,klgnkcaedht,Canada,124382.0,0.0,348.0,O,Plains All American Pipeline,2057260.0
djg7614,EECYCMJAJGNQBRSKW,,djgtucxplpftr,M,Gvdteormavfflajkedaclod,52.0,2.0,Windsor,Jsombikj,United States of America,9263.0,0.0,666.0,O,Agilent Technologies,53179.0
Iad7615,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,3.0,Iaduje,M,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,68.0,2.0,Chicago,Xtckbvng,United States of America,334181.0,4.0,,U,AutoZone,690086.0
EMG7616,hgandkyzsnb,8.0,EMGQKGEOTCGAFGDZVTRUAVGZYPM,M,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,,0.0,Evansville,YPUWSVRD,United States of America,314001.0,1.0,844.0,R,,2025465.0
Hjn7617,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,8.0,Hjnljezrxojeaoustvawackahexa,M,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,36.0,1.0,Honolulu,Ifxvsnt,Canada,168309.0,4.0,766.0,O,Universal Health Services,695307.0
CYP7618,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,10.0,CYPTBBGPWKKKFNOUHJ,M,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,31.0,2.0,Cleveland,EAOJPQVWBNZ,United States of America,322765.0,4.0,521.0,O,Time Warner,3238398.0
KPN7619,QTWXYHMLBYQ,7.0,KPNRNVLRFUTOWOERTCSIRQZ,W,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,55.0,1.0,Livonia,fhirgl,United States of America,311253.0,5.0,306.0,O,Sealed Air,1213578.0
Vbi7620,SDEAIMDWRSKXTFCPHWF,9.0,Vbimifwtrtvb,W,Blsmawjjdmdamrhqyqgzmbkfa,66.0,5.0,Little Rock,Lahfziy,United States of America,140296.0,5.0,411.0,R,Sprint Nextel,103708.0
ehb7621,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,3.0,ehbcbdctlcspuvwbqveohanmkolbw,M,Stofpzwyhkpmuq,22.0,1.0,Halifax,tofdjef,United States of America,439984.0,5.0,,O,,1086081.0
TMQ7622,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,8.0,TMQACIIUMYYZHYX,U,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,51.0,5.0,Peoria,rckzx,United States of America,454011.0,0.0,702.0,O,Quiksilver,1349626.0
Lsb7623,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,1.0,Lsbutxufufshmkqnscnhx,S,,26.0,1.0,San Jose,MMLJKBGXD,United States of America,191541.0,5.0,842.0,R,Valspar,1083092.0
Dpz7624,Lhwkvadxwcjobcggyuighvqlcm,0.0,Dpzpfctp,U,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,100.0,2.0,Charlotte,banusio,United States of America,,1.0,528.0,R,Timken,1662799.0
Zuj7625,,5.0,Zujmcfzznpfohsdp,W,cnckvldjedzgdqhy,13.0,3.0,Hilo,Safkd,United States of America,,3.0,300.0,R,,3548540.0
Jqk7626,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,7.0,Jqkozdva,S,,11.0,2.0,Yonkers,DHTLWJDXLRW,United States of America,269215.0,1.0,752.0,O,Occidental Petroleum,881414.0
ijb7627,Alukohji,0.0,ijbcvbgglqupyentiqncsnswyygl,M,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,62.0,0.0,Modesto,RORIUHK,Canada,193126.0,4.0,303.0,O,,1712200.0
NMO7628,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,10.0,NMOXMHMVUDGY,M,qehomraquwxrkb,13.0,3.0,Louisville,bxgwhohh,United States of America,462618.0,5.0,418.0,O,Massey Energy,847446.0
Tef7629,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,4.0,Tefewe,W,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,23.0,3.0,Eugene,SRARKMXOD,United States of America,212026.0,3.0,667.0,O,Weyerhaeuser,344294.0
Sdj7630,Kxxipkohacffav,7.0,Sdjhq,D,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,51.0,1.0,Buffalo,hwugfvlttol,United States of America,371024.0,4.0,441.0,U,National Fuel Gas,1534879.0
Pbr7631,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,0.0,Pbrfgfdwedgrmifitr,U,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,2.0,3.0,Santa Fe,zgsllav,United States of America,235810.0,2.0,471.0,O,Pep Boys,3897101.0
Ice7632,onxyyslcmbyxpfjuykowqpwqi,9.0,Icejebxweavlnddpjz,W,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,,2.0,Springfield,Mszwfhpj,United States of America,347270.0,,701.0,O,Neiman Marcus,3064442.0
ZWG7633,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,1.0,ZWGIV,D,TAIWTM,82.0,5.0,Anchorage,Yqfxb,United States of America,399212.0,2.0,323.0,R,BlackRock,2016524.0
Evw7634,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,10.0,Evwthrqmqfpsbpdqojtqzpjmpoea,M,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,94.0,4.0,Winnipeg,ypmuep,United States of America,439561.0,5.0,846.0,O,McGraw-Hill,37745.0
Lhl7635,Krdmgygwnziumjdtybwyw,8.0,Lhlatzfku,M,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,16.0,3.0,Waco,Xthtecuu,United States of America,29980.0,4.0,850.0,O,Family Dollar Stores,503752.0
LYB7636,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,,LYBUGCXZYJSERVQKQJKNIIW,M,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,43.0,2.0,Stockton,Xjzpdio,United States of America,28693.0,5.0,,U,Teleflex,2115180.0
Ijb7637,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,3.0,Ijbmwiomutrflaupolplmfjsqh,M,Phqspowfoiqmszxy,76.0,1.0,Boston,Rgthehdvvlh,Canada,106794.0,2.0,564.0,O,,839222.0
Zhf7638,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,4.0,Zhftulgpedd,S,XDPEFDQIMFNMCO,0.0,3.0,Memphis,ysexit,United States of America,340598.0,5.0,558.0,O,Imation,1851334.0
PYU7639,Bfntmkesgyjkjrgttbtdncoumqhmnxy,0.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,U,FSSAAXLAMAPBOMTNUFG,33.0,1.0,Sydney,Wscgcsbwlzj,United States of America,490597.0,,417.0,O,PPL,1348251.0
Iku7640,,6.0,Ikufiibsvk,U,AKWOIATLDDKU,62.0,2.0,Shreveport,AUQJTIMK,Canada,499685.0,2.0,487.0,O,Smithfield Foods,2722392.0
HBZ7641,Bnbfbxvqxtngv,9.0,HBZACUNNIOTFKFSTCILLC,M,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,8.0,2.0,Modesto,Weqnwrwrbcgx,United States of America,62285.0,0.0,639.0,O,Macy's,1785161.0
Pco7642,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,3.0,Pcofbhaqeemibnkjtsoxmdibmpquo,U,VANVGDDSYEK,4.0,5.0,Hull,facqrtjqjmd,United States of America,320885.0,5.0,625.0,O,Torchmark,2823578.0
Ybv7643,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,1.0,Ybvjle,D,TVTDULLNHUZPDNEEKSXEGPXDNE,39.0,5.0,Yonkers,OCNCREZ,United States of America,184669.0,3.0,,O,Herman Miller,2123972.0
Rim7644,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,3.0,Rimdakhncfjlrbor,S,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,90.0,0.0,Atlanta,JXOGSVJ,United States of America,126989.0,0.0,,R,Kindred Healthcare,112782.0
gnf7645,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,3.0,gnfkwjxmvkbeh,M,HWAWSSEUGGKEXQDESYXFHWZ,7.0,1.0,Hayward,Iqtso,Canada,48144.0,4.0,460.0,,Arch Coal,248311.0
Wxp7646,Mbxglsrssswfglfkjrjmedkyvtchipxrc,8.0,Wxphiul,,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,95.0,5.0,Savannah,Uxgvbwop,United States of America,377787.0,4.0,793.0,O,Whirlpool,3719851.0
Dxh7647,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,8.0,Dxhuevhfuceqmpoolmuhflp,U,,59.0,5.0,Fullerton,Ovsiu,Canada,323782.0,5.0,821.0,O,Arrow Electronics,1920385.0
Aqo7648,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,6.0,Aqopbqsxqxjj,S,NASLRGJGXPDOGNJSHNLNGBCXJVO,13.0,3.0,Overland Park,Frqdqbs,United States of America,31880.0,2.0,,O,Rock-Tenn,576903.0
fen7649,Eymghd,8.0,fenowyirqcdcwwo,D,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,58.0,5.0,Alexandria,waiitdv,United States of America,390190.0,3.0,643.0,O,R.H. Donnelley,1855037.0
CMQ7650,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,2.0,CMQIHWYKNOLSX,U,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,67.0,4.0,Fort Collins,Vlmzifrfolfs,Canada,413821.0,1.0,817.0,O,Pall,2954046.0
Yhb7651,Vqdxskijczxliokh,10.0,Yhbbdqabnbldfqhnofnxdrzrj,,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,68.0,1.0,Santa Fe,DKXNSUJQRKGM,United States of America,301451.0,2.0,702.0,O,Burlington Coat Factory,952096.0
mbw7652,Fclwsu,2.0,mbwpxwoq,D,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,17.0,1.0,Simi Valley,Vzvadviukgid,United States of America,5888.0,0.0,409.0,O,Forest Laboratories,3382998.0
xas7653,HEAVOVI,6.0,xasiqx,,Gicehrtxtlvwiewgl,44.0,2.0,Mesa,Jjtgz,United States of America,254404.0,2.0,617.0,O,Moody's,3772196.0
MKM7654,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,5.0,MKMKDBNJNERUJSQYY,M,cveuptzbcwxicceqqmqsqgfvhykw,16.0,3.0,Simi Valley,TMWLE,United States of America,290984.0,0.0,,O,Fidelity National Financial,3180080.0
Jgi7655,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,,Jgiimqxenotyp,M,Kqosfw,27.0,5.0,Charlotte,Lfmjqz,United States of America,441847.0,5.0,756.0,O,Amphenol,3971412.0
Mwv7656,Qyixsrnjoebdnlfllhogyogxucqdulld,5.0,Mwvgdm,D,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,59.0,2.0,St. Petersburg,bserucmdlez,United States of America,373240.0,4.0,484.0,R,Int. Business Machines,1488210.0
YOY7657,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,9.0,YOYQEKTGQPVGKZZXM,S,Gqvfapurdsetypjkkcceahfodyn,8.0,1.0,Washington,Nobgu,United States of America,461444.0,4.0,589.0,O,Int. Flavors & Fragrances,2621373.0
Gja7658,Ukwllcghntgqugnsgvuipavrllepqrfbbf,0.0,Gjaqmimggdmubhczafzufuklxgxos,S,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,98.0,1.0,Tallahassee,Mynrhpyte,United States of America,255072.0,4.0,380.0,O,Gilead Sciences,1021949.0
rcx7659,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,10.0,rcxczhucwf,S,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,35.0,1.0,Mesa,aqobdfbeu,United States of America,255019.0,1.0,541.0,R,United Rentals,2444319.0
IPA7660,BPENSONZGIJMQPDRWDCT,7.0,IPAZTGHTPTW,M,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,57.0,1.0,Portland,jecwnfavowiu,Canada,330718.0,,474.0,,Convergys,362567.0
rbj7661,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,4.0,rbjgdyplkrcutrs,,WSKYHRCGGHSPINYLUNNDCJPV,69.0,2.0,Las Vegas,Nmemytq,United States of America,245130.0,1.0,685.0,O,Mueller Water Products,462234.0
ebw7662,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,10.0,ebwticokpfdypejppslctr,M,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,33.0,4.0,Sudbury,Vqvleqweftl,United States of America,19691.0,3.0,363.0,R,Shaw Group,3936622.0
SQY7663,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,9.0,SQYYLFSC,M,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,33.0,1.0,Sunnyvale,ABCSQOCHEHK,United States of America,13490.0,1.0,605.0,O,Energy Future Holdings,2116904.0
nqw7664,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,6.0,nqwvfudiscyqixxng,W,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,1.0,4.0,Birmingham,NOQIRAGYH,United States of America,90333.0,4.0,394.0,,PHH,63883.0
Fyz7665,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,6.0,Fyzxvqjbmfgyeyswcxbogeytfuqur,U,uezrarapf,19.0,0.0,Orlando,Yqqldbrjvcqq,Canada,210200.0,2.0,812.0,R,Simon Property Group,2747738.0
Hds7666,Jtiwqtllu,3.0,Hdsxrjpdyr,M,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,63.0,3.0,Albuquerque,BSICQKYPBDT,United States of America,195318.0,3.0,688.0,R,World Fuel Services,938329.0
ksz7667,,9.0,kszsqhunjdmjqhozzck,M,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,27.0,5.0,Nashville,enurwe,United States of America,486627.0,5.0,808.0,O,Andersons,976093.0
Wzm7668,Vwhjqdpbsxgifvj,1.0,Wzmdnrkeh,,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,12.0,,Akron,Qslfupidrch,United States of America,142918.0,4.0,492.0,O,L-3 Communications,2031908.0
Xna7669,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,6.0,Xnafmengguewmwckz,D,xznxzmzinjddcepuvomccimcwdxo,26.0,4.0,Lubbock,VEKXFJRNX,United States of America,243364.0,3.0,734.0,O,CACI International,660066.0
ugr7670,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,7.0,ugrohhoiopurrh,M,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,2.0,1.0,St. Paul,Dbkoxqpx,United States of America,208343.0,5.0,579.0,O,M&T Bank Corp.,2777991.0
Qao7671,Oivxztihdxtiymll,10.0,Qaondcvjqnzbdtnhd,M,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,34.0,0.0,Columbus,HPYTPNH,United States of America,26787.0,4.0,410.0,U,Family Dollar Stores,3148815.0
MXH7672,GRBTZCPWVAXIEDLFBP,7.0,MXHLAVXOZQHBUBMXESG,D,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,86.0,0.0,Abilene,rxcbiltuvzyh,United States of America,190609.0,4.0,743.0,O,Medco Health Solutions,3714775.0
KQU7673,yrwbeeazafrlhgevuujdmoayhrrtit,9.0,KQUJOIXHOLTVWZCHD,M,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,47.0,1.0,Biloxi,jfrawlwjssge,United States of America,,,431.0,O,Crosstex Energy,2203195.0
bxn7674,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,4.0,bxnxlbwaecusydvfagorkjv,M,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,73.0,0.0,Cincinnati,PGIUBMUAR,United States of America,,0.0,805.0,O,Reynolds American,3708645.0
Opu7675,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,9.0,Opuqjoidjwgejjmkquot,U,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,83.0,1.0,Tulsa,rgqwzxsvza,United States of America,453308.0,0.0,688.0,O,PolyOne,2954852.0
Ceo7676,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,1.0,Ceodsyerdrcenlfqt,D,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,99.0,1.0,Oakland,qnxfnq,United States of America,251108.0,,483.0,O,"Toys ""R"" Us",2421534.0
DZH7677,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,7.0,DZHUBKPLE,U,Gjftxakuhgilmoatmibqcnbbrmq,49.0,0.0,McAllen,lfjtpka,United States of America,128853.0,0.0,844.0,O,Sonoco Products,941243.0
Ocd7678,Cdfhriutpkdafvnqaknxfagsycyedqxsyrtsazbklpawywxjscoudkhdxwwzojcskidtubekfgfh,5.0,Ocdmelacghnqhlsdvvkvuycchojc,M,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,96.0,3.0,Laredo,pyeiwbftpsck,Canada,486933.0,3.0,436.0,O,Newfield Exploration,3133101.0
Uyj7679,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,3.0,Uyjwcvfmhzfpziunhflhoccjfwi,D,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,12.0,5.0,Fort Collins,Enncjsox,Canada,306545.0,2.0,336.0,U,IAC/InterActiveCorp,2070834.0
mhz7680,frxttcqtwmvcozbcgkzuhtqlxixybzxntwbuywlcvboycczpyxcp,1.0,mhzepufgwnlohcheeezqcehvlnjb,S,Rqhzrjcuikufwfbplxmtpeqb,75.0,1.0,Sudbury,Lnprrdeegs,United States of America,7682.0,1.0,688.0,O,MGIC Investment,2617194.0
Sft7681,hkoyjtywhpdhr,9.0,Sftndrabqgoigvgvnidx,U,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,29.0,3.0,Simi Valley,PXRXKFTOX,Canada,280763.0,0.0,581.0,O,American International Group,2752340.0
