prospect_AgencyID,prospect_Income,prospect_City,prospect_OwnOrRentFlag,prospect_FirstName,prospect_LastName,prospect_NumberCars,prospect_NumberChildren,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_Employer,prospect_NumberCreditCards,prospect_NetWorth
ebw7662,19691.0,Sudbury,R,Gkirgeljoajnkshohjinbooco,ebwticokpfdypejppslctr,4.0,3.0,M,33.0,363.0,Shaw Group,10.0,3936622.0
SQY7663,13490.0,Sunnyvale,O,cgqpaxicnbhaaufmao,SQYYLFSC,1.0,1.0,M,33.0,605.0,Energy Future Holdings,9.0,2116904.0
nqw7664,90333.0,Birmingham,,beidygiakhaztngnhqsrjhxs,nqwvfudiscyqixxng,4.0,4.0,W,1.0,394.0,PHH,6.0,63883.0
Fyz7665,210200.0,Orlando,R,XXILDDNLYSINLOGZNXHQKGLMEAR,Fyzxvqjbmfgyeyswcxbogeytfuqur,0.0,2.0,U,19.0,812.0,Simon Property Group,6.0,2747738.0
Hds7666,195318.0,Albuquerque,R,MLHCHSATXNEQIRSMEHAM,Hdsxrjpdyr,3.0,3.0,M,63.0,688.0,World Fuel Services,3.0,938329.0
ksz7667,486627.0,Nashville,O,Qqgzzbefkm,kszsqhunjdmjqhozzck,5.0,5.0,M,27.0,808.0,Andersons,9.0,976093.0
Wzm7668,142918.0,Akron,O,qdjedjylsojhngornkkgmozdbb,Wzmdnrkeh,,4.0,,12.0,492.0,L-3 Communications,1.0,2031908.0
Xna7669,243364.0,Lubbock,O,Vszkppbmlhgmjgeiss,Xnafmengguewmwckz,4.0,3.0,D,26.0,734.0,CACI International,6.0,660066.0
ugr7670,208343.0,St. Paul,O,Yizitnh,ugrohhoiopurrh,1.0,5.0,M,2.0,579.0,M&T Bank Corp.,7.0,2777991.0
Qao7671,26787.0,Columbus,U,Jkrhfalisxualvrritesxm,Qaondcvjqnzbdtnhd,0.0,4.0,M,34.0,410.0,Family Dollar Stores,10.0,3148815.0
MXH7672,190609.0,Abilene,O,Hfhsubkrpir,MXHLAVXOZQHBUBMXESG,0.0,4.0,D,86.0,743.0,Medco Health Solutions,7.0,3714775.0
KQU7673,,Biloxi,O,Htbblpuiuynkio,KQUJOIXHOLTVWZCHD,1.0,,M,47.0,431.0,Crosstex Energy,9.0,2203195.0
bxn7674,,Cincinnati,O,odfxd,bxnxlbwaecusydvfagorkjv,0.0,0.0,M,73.0,805.0,Reynolds American,4.0,3708645.0
Opu7675,453308.0,Tulsa,O,Znewofyktnzry,Opuqjoidjwgejjmkquot,1.0,0.0,U,83.0,688.0,PolyOne,9.0,2954852.0
Ceo7676,251108.0,Oakland,O,obgrwipkwotv,Ceodsyerdrcenlfqt,1.0,,D,99.0,483.0,"Toys ""R"" Us",1.0,2421534.0
DZH7677,128853.0,McAllen,O,llbtndfaert,DZHUBKPLE,0.0,0.0,U,49.0,844.0,Sonoco Products,7.0,941243.0
Ocd7678,486933.0,Laredo,O,Vowvlsbsbfokxbljqxz,Ocdmelacghnqhlsdvvkvuycchojc,3.0,3.0,M,96.0,436.0,Newfield Exploration,5.0,3133101.0
Uyj7679,306545.0,Fort Collins,U,qafdyn,Uyjwcvfmhzfpziunhflhoccjfwi,5.0,2.0,D,12.0,336.0,IAC/InterActiveCorp,3.0,2070834.0
mhz7680,7682.0,Sudbury,O,aqococfdutcrxipsdiizyfbigy,mhzepufgwnlohcheeezqcehvlnjb,1.0,1.0,S,75.0,688.0,MGIC Investment,1.0,2617194.0
Sft7681,280763.0,Simi Valley,O,Radeyutyf,Sftndrabqgoigvgvnidx,3.0,0.0,U,29.0,581.0,American International Group,9.0,2752340.0
gza7682,296945.0,Berkeley,R,ockmjwrdbkxoaemodyftxmjcl,gzasmfmrelczwmljfayfgvhxynxr,1.0,2.0,,4.0,670.0,Health Net,6.0,2611991.0
Rem7683,176399.0,Santa Rosa,O,MPCHPTTYJUWERHWMHALH,Remwagiyqu,0.0,0.0,U,100.0,671.0,Mueller Industries,5.0,3965576.0
cko7684,97252.0,Mesquite,U,Duhgkwcceehrrqvnnirv,ckocrloglb,3.0,4.0,U,45.0,352.0,American National Insurance,10.0,3550405.0
RLN7685,320588.0,Regina,O,Rpmqztmrghojzbyqnivxceyuiha,RLNJVXKTTORDIVXEEWAJSTVV,3.0,2.0,S,63.0,317.0,Morgan Stanley,10.0,1566093.0
Qjl7686,18284.0,Worcester,R,YTNSVR,Qjltuabiu,4.0,2.0,,35.0,809.0,Halliburton,6.0,1944507.0
YNL7687,,Iqaluit,,xgayrgnjhvearxja,YNLFVXOHLQAQYMDQUUHAVNW,0.0,2.0,S,61.0,704.0,MGIC Investment,5.0,3250645.0
qpi7688,80228.0,Little Rock,O,AJSVULACHMZKBAEN,qpiikhkdd,1.0,,S,43.0,411.0,United Services Automobile,2.0,2806218.0
Xxi7689,39672.0,Santa Clarita,O,fubtbkexiuaacw,Xxidvapbmiihnxwvrjtpa,,3.0,U,98.0,431.0,Spartan Stores,4.0,2826399.0
axi7690,225036.0,Chicago,O,Lygmiirioggkj,axivutiixzrcuv,3.0,3.0,M,84.0,362.0,Moog,4.0,91147.0
Wqd7691,224427.0,Irving,R,Xtslyxwajneuihyndtpz,Wqdkflcndhnjyuhgcfxg,2.0,3.0,M,,532.0,Century Aluminum,4.0,1036928.0
jur7692,123153.0,Ontario,O,Fmeifzrxyvgil,jurwurbdctv,5.0,4.0,U,18.0,442.0,Hayes Lemmerz,3.0,2406965.0
NBX7693,,Stamford,O,Rugvrsjeadcummqftfmb,NBXNTB,2.0,1.0,S,14.0,677.0,EOG Resources,10.0,3588199.0
Naf7694,353487.0,Victoria,O,RAVHHLPXNYMAOCOVOWXKHPS,Nafrhdvsijqnetunpamn,4.0,2.0,M,22.0,565.0,Dresser-Rand Group,8.0,
bzc7695,145794.0,Brownsville,R,eaxqrdredlfrhooq,bzczehwxuk,3.0,1.0,M,7.0,365.0,Sealed Air,5.0,2896930.0
Pmo7696,142515.0,Bellevue,O,XLJLRWZ,Pmonjmzccapetw,3.0,5.0,W,97.0,406.0,Blockbuster,5.0,312676.0
goh7697,414775.0,Baltimore,,Wwqsseqcbmteqjub,gohguacsokmccgcukkj,0.0,5.0,U,49.0,774.0,Owens Corning,3.0,16279.0
Jfb7698,125271.0,Cedar Rapids,R,Qdakvyntptkywsqpy,Jfbfecnkszhhdsgyzus,2.0,5.0,S,25.0,718.0,Robert Half International,7.0,1536113.0
Hao7699,,Huntington Beach,R,Fhpdqgmswyxgqjhe,Haoiwpsuiekdcpkhaax,4.0,,M,99.0,588.0,Wesco International,2.0,184474.0
Dwo7700,93761.0,Cedar Rapids,O,Fyetnnttkqoewqijbggbvrkxdg,Dwoipvancgnuouqstlrnfyewjt,1.0,5.0,M,44.0,764.0,Dana Holding,5.0,2971869.0
RJA7701,397902.0,Los Angeles,O,ktggcdbzntnxuxsiosyqegcesu,RJAAYBXAISOJNRCY,2.0,1.0,U,96.0,,NBTY,2.0,2256728.0
Lph7702,123538.0,Milwaukee,O,Yzurhpzqfcwgkwsgrkjzithjnksa,Lphgestktcospagvutfnojwku,4.0,3.0,M,88.0,657.0,Eastman Chemical,8.0,2127026.0
Rfk7703,118013.0,Detroit,U,Qijmex,Rfkzrip,3.0,2.0,M,33.0,769.0,Allergan,,3476485.0
RFU7704,45737.0,Nashua,O,WDJNJGKCNRPTUNIQNNBBNN,RFUPBVMNTACCXNNGVTWTU,2.0,5.0,M,8.0,776.0,Global Partners,7.0,908035.0
TQH7705,456999.0,Minneapolis,O,Wjfwmudjwwybmmiubeqybeeniystl,TQHMEMMZRGOSKAMOICIHTACSIF,2.0,0.0,U,55.0,343.0,Fluor,4.0,
Bbc7706,326910.0,Columbia,U,PMWXCRMVYFVJX,Bbcdsefbpjwkgeqgc,3.0,4.0,W,43.0,568.0,FedEx,5.0,3054149.0
Yoj7707,166536.0,Garden Grove,O,luklinfqmglorhokwtwvhgqhmhxisf,Yojvdcdcmdvenowfnu,2.0,0.0,S,75.0,830.0,Polaris Industries,5.0,
lvh7708,337347.0,Norfolk,R,Mmxepsmk,lvhnkrbomhb,3.0,4.0,,66.0,812.0,Torchmark,6.0,248269.0
Zpr7709,41345.0,Salem,U,Ixsoib,Zprtowfuebcnkomhctwozawilldble,2.0,4.0,U,58.0,489.0,Alliance Data Systems,6.0,1203267.0
LMG7710,370209.0,Saskatoon,U,Cwurvdjbmuxtioeqbpk,LMGKMCADYPJYO,5.0,1.0,U,29.0,845.0,American International Group,9.0,3704743.0
WMF7711,343016.0,Boise,R,Jhnamxkltxicm,WMFDKUEYDGUHMH,0.0,4.0,U,28.0,735.0,Mohawk Industries,0.0,3673540.0
Qov7712,186990.0,Irvine,U,tdbtkqtfzcnjridma,Qovtycantlwwx,4.0,3.0,D,93.0,615.0,Vulcan Materials,4.0,982779.0
Vkp7713,46562.0,Washington,U,njcdtc,Vkpfswwfwpswmudhsdo,,4.0,W,17.0,,OfficeMax,6.0,2778471.0
SST7714,98412.0,St. Petersburg,U,OMBIVJDP,SSTFMVLCKNTPKMD,5.0,5.0,U,98.0,769.0,Michael Foods,,2585134.0
Fuk7715,436056.0,Torrance,O,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,Fuknxsnnxbpkzxpvkgfqmrrtukc,5.0,4.0,S,38.0,406.0,Vulcan Materials,10.0,3591627.0
Brz7716,36008.0,Warren,O,Erjrxnjctmkhgqwpjzuylkf,Brzitazbiandtwccpsojepmnkuwh,3.0,1.0,U,44.0,586.0,,0.0,1819561.0
Faw7717,417402.0,Oakland,O,Ijqvmftaeaoeiycxxi,Fawgx,1.0,0.0,M,27.0,630.0,Unum Group,10.0,2857056.0
Jtn7718,273535.0,Hull,O,lrntptwvbrtnvwdquqpsx,Jtnfoibxdchrzcaerjqbyvopn,1.0,1.0,U,94.0,533.0,Domtar,7.0,1393892.0
too7719,445562.0,Boston,O,Ouzxts,tooeebsa,4.0,2.0,M,,328.0,Sentry Insurance Group,,759096.0
Kcd7720,226333.0,Modesto,O,Cxogpjlizzckvntqnvns,Kcdbaeuimvpilyauyxdlgkhoiyfro,4.0,2.0,M,60.0,753.0,Constellation Energy,9.0,2288668.0
Yhh7721,,Grand Prairie,O,Piqrxkifkii,Yhhoyidngqgqsloyfqeulcrsio,3.0,3.0,U,48.0,512.0,CSX,10.0,3580824.0
Adu7722,,Phoenix,R,Bflmgwcfmker,Adutmdmephuylyexw,5.0,3.0,D,36.0,432.0,W.W. Grainger,8.0,1681450.0
Kwx7723,271054.0,Lincoln,O,Gjxszyfxpweic,Kwxjxfsmuroyrhhdvg,5.0,3.0,,67.0,323.0,Kimberly-Clark,2.0,1592047.0
uzl7724,64626.0,Shreveport,O,Bjobwdoxutojkprezhmpqibkxthznh,uzlhro,3.0,4.0,U,63.0,714.0,Henry Schein,10.0,3596545.0
UXY7725,463945.0,Warren,O,Nesaxzxlulmhmoxztefdk,UXYOA,5.0,2.0,S,55.0,730.0,State Street Corp.,7.0,3093246.0
FRU7726,159731.0,Erie,O,DHICXMQRMKABXBTFUBDUUJDI,FRUVQXYSLOBFJW,0.0,,M,4.0,346.0,Quanta Services,5.0,3867919.0
Bjx7727,190805.0,Fargo,R,Sfdjitmusbmcjxar,Bjxbfwhcowvfbdenlbrrbcg,5.0,3.0,M,92.0,,Marshall & Ilsley Corp.,1.0,3245961.0
zkp7728,43888.0,Wichita,O,BROVPAASJ,zkpmkqgcxwrsrhnmcvdfqstuxb,1.0,1.0,M,93.0,818.0,Oceaneering International,7.0,600366.0
Lbo7729,34137.0,Mount Pearl,R,pntucfaekdacxehx,Lbokllchqdtdczur,0.0,0.0,S,87.0,623.0,Raymond James Financial,4.0,1738979.0
TFP7730,196885.0,Mobile,R,Yuvfvyhmgf,TFPMZQNTVKUSW,4.0,1.0,S,44.0,742.0,Valspar,5.0,454564.0
XKQ7731,206705.0,Phoenix,O,holps,XKQIZDJHVUNXRKSC,0.0,1.0,M,95.0,378.0,Live Nation,9.0,3912268.0
DQY7732,337299.0,Fontana,,Zhsdvrhwonsusgdyuqztx,DQYMVEPAKNUECHOWNBHLRHJ,3.0,3.0,D,61.0,323.0,,8.0,1966788.0
Ydl7733,280247.0,Toledo,R,SWEFUTQ,Ydlrmjdsxxsbjepwscoj,2.0,5.0,M,23.0,684.0,Health Management Associates,2.0,985098.0
VGT7734,286206.0,Raleigh,O,Trhovdcrqxthcnbbrvdob,VGTJKEIASJMQKJ,4.0,2.0,U,16.0,390.0,Wyndham Worldwide,6.0,
Wwi7735,153656.0,Lubbock,O,Fviodsrylzqxraxioqleo,Wwicrggkzdyjhwtq,4.0,1.0,M,58.0,707.0,Broadcom,8.0,1053231.0
OJF7736,379503.0,San Diego,U,Sgzipqh,OJFGHPPIFVKDPQRVHUZDFIEAMOBD,1.0,1.0,M,58.0,368.0,Aramark,2.0,
Czs7737,19124.0,Charleston,O,VLTBIX,Czshegxxemt,1.0,2.0,M,21.0,534.0,Aventine Renewable Energy,5.0,3885299.0
Zpa7738,44001.0,Garland,O,lxsuouepduoidrjsneub,Zpapyj,5.0,2.0,D,66.0,379.0,Humana,9.0,895008.0
Icx7739,461564.0,Nashua,O,Yczdgngm,Icxqodklhd,3.0,3.0,,92.0,305.0,U.S. Bancorp,5.0,101325.0
jmm7740,313750.0,Fort Worth,O,Kgqiqsawtbkpgsrsswfadgenvkxxc,jmmosuzpaihicjlasmnoin,3.0,5.0,M,38.0,417.0,Analog Devices,1.0,1279719.0
saz7741,78185.0,Sterling Heights,R,PYKDTNCFODSNR,sazoibyhmhpioyajj,2.0,4.0,D,,536.0,Superior Energy Services,9.0,3779634.0
Ybr7742,419102.0,Oklahoma City,O,ohezji,Ybrnapwpanycygqivvodcqasg,2.0,4.0,W,66.0,773.0,Freddie Mac,10.0,742822.0
ncz7743,91366.0,Baton Rouge,O,Htpngemoolmybunaep,nczqs,5.0,0.0,S,55.0,808.0,Autodesk,10.0,2761827.0
WWO7744,433487.0,Rancho Cucamonga,R,osnyvlqpt,WWOJJSTMDIYNRRZLWXQXDFNNMW,3.0,1.0,,55.0,660.0,Shaw Group,2.0,3749505.0
TKP7745,394286.0,Kansas City,O,Lbbutmfng,TKPVDVO,2.0,0.0,W,83.0,,Commercial Metals,4.0,391566.0
Mqz7746,189157.0,Long Beach,R,Nomvdbagefjlngselxriwhzgpuspcj,Mqzzodryfgfjswdkmqtlhumtoj,1.0,5.0,U,27.0,346.0,Laclede Group,7.0,2959021.0
Dqw7747,22483.0,Sydney,O,bnkufhbxijwrfnjsppfsgp,Dqwifdbgiegtviskgopnwbppuoluv,4.0,5.0,M,11.0,475.0,Seaboard,4.0,2776296.0
seh7748,298307.0,Evansville,O,Mmuplbewosfgftjogkaz,sehtjjranqcuaunsosewfycq,2.0,4.0,M,56.0,499.0,General Mills,2.0,
Nii7749,353200.0,Lafayette,O,Nvzlhjvlnefxuixkftbrjpuhvvu,Niikjmxi,1.0,3.0,U,54.0,346.0,Family Insurance Group,2.0,864947.0
Szc7750,185208.0,St. Louis,O,Nrxkbu,Szcpinwpnouxaakdrt,4.0,5.0,M,50.0,431.0,Brink's,0.0,1146468.0
Mph7751,17790.0,Erie,O,Fqahvzbjrflxo,Mphmjfjv,2.0,5.0,,93.0,823.0,Medtronic,2.0,1702447.0
Bvl7752,59420.0,Sandy,R,IMELHPKYDEXIHELBQRD,Bvlfcelfyknojpvbgdhutx,2.0,5.0,M,15.0,344.0,United Refining,5.0,2293642.0
Nbu7753,178200.0,Riverside,O,TFOSMWCFBTVKINAVEEBDKPMBW,Nbuhirogxgcswdjxcfyqnxbzwffn,2.0,,S,92.0,709.0,Smithfield Foods,9.0,1529653.0
Emz7754,162738.0,Ottawa,R,ieomjcnhnyysvradllmznsyd,Emzxjfpumpecoegrkeyjwd,0.0,1.0,W,22.0,,Medtronic,2.0,137515.0
Kkw7755,352913.0,St. Petersburg,O,Iqcdijgerjktuahlgojvlo,Kkwkmvwfjjnt,4.0,1.0,S,25.0,354.0,Cabot,,2754879.0
HCT7756,288188.0,Fort Lauderdale,O,ahvvihkvbextremvexfapo,HCTTFVVJCODLAZCLDHEJKSEEXTDUN,0.0,0.0,S,77.0,,Electronic Arts,9.0,929067.0
BBE7757,385946.0,Carrollton,,geryrjjsknqvhuswavmrjmcrefmhoa,BBEAWGVIEDMOAZEMGTRDLAGWEITBW,3.0,4.0,D,26.0,686.0,Seaboard,6.0,1153023.0
PTM7758,136162.0,Hayward,O,WTXMEESMJGTZWDYME,PTMDDZHHHNEADVKFAVYRILPPUIYJVX,4.0,3.0,D,56.0,643.0,DirecTV Group,7.0,1933058.0
QJD7759,220449.0,Yonkers,O,SLZAPLSIUU,QJDKQLJVNQLPNWDBBHVXFHDYMRLDSA,3.0,3.0,M,16.0,665.0,Allegheny Energy,5.0,3179244.0
SFE7760,299284.0,Lexington,O,Pbppda,SFEGHRK,1.0,3.0,S,77.0,519.0,Marathon Oil,9.0,2912318.0
rro7761,334094.0,Cedar Rapids,O,Wvtticeyguuhhotrxgmqzsystjnc,rrojlce,3.0,2.0,M,43.0,615.0,Prudential Financial,6.0,2828037.0
Imu7762,364719.0,Madison,,FVVKHPCVSNGTUUITXJ,Imuvry,3.0,2.0,D,94.0,,Dollar General,10.0,495577.0
JPU7763,319866.0,Los Angeles,O,Jowuthjstdmjzpl,JPUDUDRZOIIROUHUDQGOIY,5.0,,M,92.0,812.0,Schering-Plough,9.0,1793954.0
Luw7764,71545.0,Fort Smith,O,bctcbpqwkkayptutzjkym,Luwofvivm,4.0,1.0,M,19.0,346.0,,5.0,2347778.0
Fde7765,,Sydney,O,Jdpqlxxtfd,Fdeqqfgftxtkfad,4.0,3.0,D,80.0,761.0,Capital One Financial,1.0,380048.0
Bso7766,484457.0,Greensboro,O,LWMWK,Bsokbnungqcpjhxbyrle,1.0,0.0,M,64.0,617.0,Collective Brands,7.0,
GVA7767,176394.0,Fort Collins,O,utkoptkxststrid,GVAFIGFXWRPKYSJMXBTOBPB,2.0,4.0,W,44.0,470.0,AptarGroup,0.0,1918435.0
twc7768,251600.0,Worcester,U,Frtlkivwiqi,twcvljxkgryxuaqobkj,1.0,1.0,M,47.0,356.0,Coach,6.0,2764457.0
GZF7769,145698.0,Akron,O,gktsklphdxwnvhcrfcxrykqyacjavd,GZFHMRWJTPGXLGXLUHHUA,0.0,0.0,M,93.0,,UGI,7.0,1510144.0
bvm7770,492640.0,Tulsa,U,Boxkdkokrcglmcgymhcxafg,bvmvwiitasrqgqlo,4.0,5.0,W,94.0,806.0,Forest Laboratories,5.0,925182.0
zju7771,266405.0,Tucson,O,dcgkvxonx,zjuuhvbnssjfgee,1.0,0.0,U,82.0,,Boston Scientific,9.0,2566330.0
DYV7772,307897.0,Irvine,O,tpkpxsuytfvvou,DYVMUACY,,3.0,,42.0,731.0,Worthington Industries,1.0,3668461.0
Gpk7773,53713.0,Wichita,U,jgyioszfmrvmotbdz,Gpkwbvjguerjiohcydxwveqjt,4.0,2.0,M,,441.0,McCormick,9.0,2348645.0
Lit7774,70637.0,Inglewood,O,KNITXFSNBS,Litrdepfksbaacmkxowaq,4.0,1.0,D,12.0,339.0,Southwestern Energy,7.0,616526.0
BZG7775,384754.0,Costa Mesa,R,Rhnezmjcmsrkqdccizjohntrb,BZGHHD,3.0,0.0,S,36.0,822.0,CC Media Holdings,7.0,1828046.0
Mld7776,411913.0,Baltimore,O,WXVBQSG,Mldvkmsth,2.0,3.0,U,,487.0,Jones Financial,8.0,1296407.0
Ujq7777,499162.0,Escondido,O,RDVDSWKKDKHDJDKQGLVRVT,Ujqpiixoqzblqeh,1.0,5.0,U,4.0,664.0,Whirlpool,,903552.0
Bmf7778,86635.0,Lexington,O,Iwefijhhrjcvvhy,Bmfzhlqzwfefnavpz,3.0,2.0,M,79.0,392.0,Patterson,3.0,230058.0
Jvz7779,228058.0,Warren,U,GZFLEWBIMDDKCYYHLGBOYDBXMGLXA,Jvzvwucdhnemibjeuom,2.0,3.0,D,97.0,655.0,Rent A Center,10.0,301320.0
ORQ7780,172125.0,Berkeley,O,imfweqhdstdakmokjmlefmzhdbvwlp,ORQUWJXTQOMGR,2.0,5.0,U,37.0,380.0,Ryder System,3.0,2286525.0
Puv7781,241263.0,Salinas,U,Idswueimrsbycluamujgztzwqfipvf,Puvhtgahbhjlxaxvssqjpyv,0.0,0.0,,92.0,651.0,Sysco,1.0,1482250.0
DAJ7782,99175.0,Brownsville,R,Dvutcxgywkpttbkvzyfjmkh,DAJYKNHLDHSWNJRF,3.0,2.0,U,78.0,,Entergy,6.0,3123257.0
Iaf7783,198444.0,Fresno,O,Faywbcvwdbxvjwn,Iafcsetsxtejg,3.0,,U,48.0,652.0,,0.0,944918.0
EJP7784,250333.0,Ontario,O,YLPNDNVXGTDOCPCDO,EJPEPVTDGKHTCGGDWHGEQIUNB,4.0,4.0,U,0.0,338.0,Telephone & Data Systems,9.0,2050110.0
Bla7785,,Omaha,O,undooshsgkeqftkoslmaaf,Blamzrkhfhlmowcwuv,0.0,5.0,W,89.0,779.0,W.R. Berkley,0.0,2077778.0
Yhe7786,173782.0,Huntsville,O,SGMATJJSVBIKDDBJPKTKATCRAAOXBA,Yhefikklhs,0.0,4.0,W,47.0,786.0,,5.0,1793821.0
Nfl7787,225849.0,Hay River,O,Rklrkfhzsl,Nfldvfworlfejwnuauklepwo,2.0,1.0,M,2.0,458.0,Cognizant Technology Solutions,6.0,1847011.0
Lrd7788,205194.0,Austin,O,AFTPYVW,Lrdqj,,0.0,M,18.0,806.0,Popular,6.0,104018.0
Ojh7789,40273.0,Winnipeg,U,CKXQRLOOSHQZBHYMNCAZ,Ojhuowdyyckqv,3.0,3.0,U,98.0,466.0,CSX,1.0,113431.0
Gaj7790,388923.0,Lexington,R,Doeqhehoszhrq,Gajos,2.0,3.0,U,79.0,801.0,ITT,2.0,1721394.0
MHU7791,213273.0,Rockford,O,cggaqkwp,MHUWRDHDYJVD,5.0,4.0,S,90.0,334.0,BJ's Wholesale Club,0.0,3905265.0
Luu7792,499304.0,Waterbury,O,Kduyzgcfteqhvmxmpfngtp,Luunhqajpnfmpufweqgxi,5.0,2.0,S,54.0,568.0,Cooper-Standard Holdings,6.0,3710742.0
Bbh7793,439546.0,Bellevue,O,nynsipuzywbjggecpvknlcayu,Bbhmrrnqlfhfufkpxxqjy,5.0,1.0,M,56.0,338.0,Insight Enterprises,5.0,2289382.0
VGQ7794,74548.0,Lubbock,R,Ycqpoklsnj,VGQGVWCIERLRH,5.0,0.0,M,61.0,421.0,National Oilwell Varco,8.0,2123750.0
Jtm7795,472023.0,Manchester,O,ysfljjorrmdywfventrzryj,Jtmslhltomrtynfyyqexquqs,4.0,0.0,M,20.0,312.0,Newell Rubbermaid,0.0,1222348.0
WUW7796,155245.0,San Jose,O,Zhgmcto,WUWIZWKSDKRBBXIJE,2.0,1.0,M,95.0,361.0,Supervalu,,1746167.0
ojd7797,95133.0,Virginia Beach,O,JQYDHVYIYTYTSQ,ojddvrnopwp,4.0,3.0,S,42.0,626.0,Amazon.com,5.0,602321.0
Cvb7798,208626.0,Indianapolis,O,Ncdowbmgrubuhmne,Cvbhamcdnkpbeoajviq,,3.0,U,30.0,,IMS Health,4.0,
rso7799,338937.0,Jackson,O,CLNPTFYLEZVWYPPHDNFUL,rsofefba,1.0,2.0,M,61.0,445.0,Holly,3.0,3509965.0
Tpj7800,75897.0,Jacksonville,R,Caetayjalavmtqzvifgbmcgtrrgev,Tpjjcihkpz,5.0,1.0,W,27.0,347.0,General Motors,9.0,1270225.0
VEO7801,354986.0,Omaha,U,LQWGPXAJEPPPAKCJFRS,VEOLNMRQMLPNBDL,1.0,4.0,,31.0,617.0,General Dynamics,4.0,2882457.0
Nrs7802,19973.0,Toronto,O,Iptmvgzimwxi,Nrswglheedmcbj,3.0,0.0,S,40.0,830.0,Embarq,8.0,2828480.0
Wcv7803,47920.0,Buffalo,R,Xihwaxbsmriyojafwhwtq,Wcvpvcubsiqrvxvpcxtz,4.0,4.0,U,58.0,,Murphy Oil,10.0,2709790.0
Hxm7804,6804.0,Fort Collins,R,Deuokiidhhiwm,Hxmiyovwcukkgjnxmnpgqpavb,3.0,0.0,M,58.0,452.0,Southwest Airlines,0.0,3065674.0
Ktb7805,210120.0,McAllen,U,Sfhopawghyqgy,Ktbzezfrerjvqovifw,,3.0,U,45.0,536.0,Weyerhaeuser,7.0,1493447.0
Ejs7806,316764.0,Yonkers,O,Dladdfgt,Ejsdccorefe,3.0,5.0,M,9.0,536.0,Lender Processing Services,4.0,642765.0
Sff7807,325753.0,Mobile,O,VABUSJAVK,Sffwisgbwielvsguyqhavxhwnbeuww,,3.0,M,46.0,681.0,General Dynamics,0.0,3843812.0
elc7808,159571.0,Baton Rouge,R,IXPEUEIPHDUFZXNSS,elcftshtnxyh,,3.0,M,4.0,516.0,Western Refining,,2373701.0
FSO7809,236485.0,Philadelphia,R,BGYRBAUF,FSONUABABVSVKACQX,5.0,4.0,S,50.0,428.0,Asbury Automotive Group,8.0,1365627.0
Pal7810,496074.0,Irving,R,Zvkjjdverawcvuymojezxa,Paljtgiiagvxeysahvwuut,3.0,,M,78.0,783.0,,8.0,1769029.0
Pqm7811,85.0,Fullerton,O,ssnxdhqstoeth,Pqmsziyqdu,3.0,0.0,S,14.0,307.0,Regal-Beloit,5.0,2554799.0
Qrs7812,112434.0,Newport News,O,dgzjldptskwzdtrxaqobutmpog,Qrsqdchq,,3.0,,21.0,846.0,Enersys,9.0,1241189.0
OLZ7813,469546.0,Hayward,U,snxmrewhqbzwnm,OLZDXSQASSWMUFOFNNWQRPIQB,1.0,1.0,M,69.0,582.0,Dominion Resources,8.0,2432197.0
Cgr7814,378681.0,Fairbanks,O,zljagwhlphbskib,Cgrsevvvjfhejp,4.0,5.0,D,29.0,500.0,TRW Automotive Holdings,10.0,3417367.0
yov7815,202225.0,Warren,O,Ppfnjejvbpslxdhs,yovxitkrqsbcqjccw,2.0,4.0,M,82.0,802.0,New York Life Insurance,6.0,573323.0
TVK7816,83672.0,Coral Springs,O,pebevkfujgfunggrpxiqf,TVKCJHPWVSPYLXXQEKIPU,2.0,1.0,U,79.0,710.0,CSX,8.0,1544205.0
irn7817,354744.0,Winston-Salem,O,Hernznbh,irnzgpkqaujlotpcxucmrttqffnqsc,0.0,,S,59.0,407.0,PPG Industries,2.0,2717331.0
Yik7818,163223.0,Sioux Falls,U,WSKYOGUGL,Yikbfcud,0.0,,M,87.0,410.0,TD Ameritrade,8.0,639791.0
eix7819,323691.0,Nashville,U,EFJTNKCOTZOUWXKOZJF,eixapiaikopsnqktdqfwgiqehdxcjx,4.0,,S,2.0,539.0,Pepco Holdings,2.0,
SSY7820,469771.0,Virginia Beach,O,Bbkyaldejvrhxeyupb,SSYHJAPLGHOWCITJDRJH,0.0,0.0,U,55.0,,Textron,2.0,1224394.0
Ema7821,186923.0,West Covina,O,vvvvxqqyinwklgh,Emanwdvcpipoqfifozaazk,3.0,4.0,W,41.0,828.0,Chemtura,5.0,3884652.0
yoa7822,274143.0,Torrance,,Fhhgrkluvgk,yoalr,2.0,5.0,,9.0,501.0,United Rentals,9.0,3632849.0
FGB7823,85347.0,Thousand Oaks,O,Nevumcckjfwwwpbzaliucgxy,FGBYDFDPQOYOHJNENAVOODUN,2.0,0.0,M,86.0,415.0,Donaldson,7.0,3423972.0
ctr7824,23172.0,Fayetteville,O,Eylswx,ctrqepxqrbq,5.0,2.0,,39.0,625.0,Polo Ralph Lauren,8.0,334439.0
GDL7825,26217.0,Tucson,R,Gimryuhijdckhgrckatkdod,GDLUHISITVLCAY,1.0,0.0,S,,355.0,Universal American,9.0,
