prospect_gncd,prospect_nmbrchldrn,prospect_nmbrcrs,prospect_ct,prospect_crdtrtng,prospect_ntwrth,prospect_gndr,prospect_wnrrntflg,prospect_nmbrcrdtcrds,prospect_pstlcd,prospect_frstnm,prospect_cntr,prospect_phn,prospect_ncm,prospect_mrtlstts,prospect_g,prospect_mplr
CMQ7650,1.0,4.0,Fort Collins,817.0,2954046.0,,O,2.0,Vlmzifrfolfs,Nohjtayoycptngwoitqzhmuf,Canada,1-645-553-4591,413821.0,U,67.0,Pall
Yhb7651,2.0,1.0,Santa Fe,702.0,952096.0,f,O,10.0,DKXNSUJQRKGM,QIGFYQTIPFYCR,United States of America,1-670-793-5351,301451.0,,68.0,Burlington Coat Factory
mbw7652,0.0,1.0,Simi Valley,409.0,3382998.0,,O,2.0,Vzvadviukgid,evwjgjrsttnkbmhmmrswodkvwdqo,United States of America,1-049-843-6473,5888.0,D,17.0,Forest Laboratories
xas7653,2.0,2.0,Mesa,617.0,3772196.0,,O,6.0,Jjtgz,SMOQFUQUOWABMRDKJPFC,United States of America,1-739-185-6579,254404.0,,44.0,Moody's
MKM7654,0.0,3.0,Simi Valley,,3180080.0,M,O,5.0,TMWLE,Jzwgkirmjeznhbniytvkxnhhar,United States of America,1-215-295-5893,290984.0,M,16.0,Fidelity National Financial
Jgi7655,5.0,5.0,Charlotte,756.0,3971412.0,F,O,,Lfmjqz,IMPCDEPQTVPBRBNJNLWAPSYUW,United States of America,,441847.0,M,27.0,Amphenol
Mwv7656,4.0,2.0,St. Petersburg,484.0,1488210.0,,R,5.0,bserucmdlez,Ewwyolurheysjpusipgrmydspux,United States of America,1-515-341-8405,373240.0,D,59.0,Int. Business Machines
YOY7657,4.0,1.0,Washington,589.0,2621373.0,,O,9.0,Nobgu,Indhpnqswpoplupdlejxhjm,United States of America,1-249-978-7278,461444.0,S,8.0,Int. Flavors & Fragrances
Gja7658,4.0,1.0,Tallahassee,380.0,1021949.0,m,O,0.0,Mynrhpyte,Dahur,United States of America,1-471-716-6210,255072.0,S,98.0,Gilead Sciences
rcx7659,1.0,1.0,Mesa,541.0,2444319.0,f,R,10.0,aqobdfbeu,JLZXMAOFICNNT,United States of America,,255019.0,S,35.0,United Rentals
IPA7660,,1.0,Portland,474.0,362567.0,M,,7.0,jecwnfavowiu,Rvrfuknkgeyb,Canada,1-982-617-1421,330718.0,M,57.0,Convergys
rbj7661,1.0,2.0,Las Vegas,685.0,462234.0,,O,4.0,Nmemytq,Ruihhbkdjniajgrvwos,United States of America,1-068-568-6056,245130.0,,69.0,Mueller Water Products
ebw7662,3.0,4.0,Sudbury,363.0,3936622.0,,R,10.0,Vqvleqweftl,Gkirgeljoajnkshohjinbooco,United States of America,,19691.0,M,33.0,Shaw Group
SQY7663,1.0,1.0,Sunnyvale,605.0,2116904.0,,O,9.0,ABCSQOCHEHK,cgqpaxicnbhaaufmao,United States of America,1-772-155-4468,13490.0,M,33.0,Energy Future Holdings
nqw7664,4.0,4.0,Birmingham,394.0,63883.0,f,,6.0,NOQIRAGYH,beidygiakhaztngnhqsrjhxs,United States of America,1-551-833-6226,90333.0,W,1.0,PHH
Fyz7665,2.0,0.0,Orlando,812.0,2747738.0,m,R,6.0,Yqqldbrjvcqq,XXILDDNLYSINLOGZNXHQKGLMEAR,Canada,1-894-068-7775,210200.0,U,19.0,Simon Property Group
Hds7666,3.0,3.0,Albuquerque,688.0,938329.0,f,R,3.0,BSICQKYPBDT,MLHCHSATXNEQIRSMEHAM,United States of America,,195318.0,M,63.0,World Fuel Services
ksz7667,5.0,5.0,Nashville,808.0,976093.0,F,O,9.0,enurwe,Qqgzzbefkm,United States of America,1-942-682-4165,486627.0,M,27.0,Andersons
Wzm7668,4.0,,Akron,492.0,2031908.0,,O,1.0,Qslfupidrch,qdjedjylsojhngornkkgmozdbb,United States of America,,142918.0,,12.0,L-3 Communications
Xna7669,3.0,4.0,Lubbock,734.0,660066.0,,O,6.0,VEKXFJRNX,Vszkppbmlhgmjgeiss,United States of America,1-316-836-0322,243364.0,D,26.0,CACI International
ugr7670,5.0,1.0,St. Paul,579.0,2777991.0,,O,7.0,Dbkoxqpx,Yizitnh,United States of America,1-746-466-6593,208343.0,M,2.0,M&T Bank Corp.
Qao7671,4.0,0.0,Columbus,410.0,3148815.0,f,U,10.0,HPYTPNH,Jkrhfalisxualvrritesxm,United States of America,1-306-508-0916,26787.0,M,34.0,Family Dollar Stores
MXH7672,4.0,0.0,Abilene,743.0,3714775.0,,O,7.0,rxcbiltuvzyh,Hfhsubkrpir,United States of America,1-049-405-9872,190609.0,D,86.0,Medco Health Solutions
KQU7673,,1.0,Biloxi,431.0,2203195.0,,O,9.0,jfrawlwjssge,Htbblpuiuynkio,United States of America,1-539-901-1797,,M,47.0,Crosstex Energy
bxn7674,0.0,0.0,Cincinnati,805.0,3708645.0,,O,4.0,PGIUBMUAR,odfxd,United States of America,1-976-507-8347,,M,73.0,Reynolds American
Opu7675,0.0,1.0,Tulsa,688.0,2954852.0,M,O,9.0,rgqwzxsvza,Znewofyktnzry,United States of America,1-902-376-9596,453308.0,U,83.0,PolyOne
Ceo7676,,1.0,Oakland,483.0,2421534.0,,O,1.0,qnxfnq,obgrwipkwotv,United States of America,1-532-161-3458,251108.0,D,99.0,"Toys ""R"" Us"
DZH7677,0.0,0.0,McAllen,844.0,941243.0,,O,7.0,lfjtpka,llbtndfaert,United States of America,1-943-745-8094,128853.0,U,49.0,Sonoco Products
Ocd7678,3.0,3.0,Laredo,436.0,3133101.0,F,O,5.0,pyeiwbftpsck,Vowvlsbsbfokxbljqxz,Canada,1-162-078-3859,486933.0,M,96.0,Newfield Exploration
Uyj7679,2.0,5.0,Fort Collins,336.0,2070834.0,,U,3.0,Enncjsox,qafdyn,Canada,1-881-265-1012,306545.0,D,12.0,IAC/InterActiveCorp
mhz7680,1.0,1.0,Sudbury,688.0,2617194.0,,O,1.0,Lnprrdeegs,aqococfdutcrxipsdiizyfbigy,United States of America,1-781-682-4447,7682.0,S,75.0,MGIC Investment
Sft7681,0.0,3.0,Simi Valley,581.0,2752340.0,,O,9.0,PXRXKFTOX,Radeyutyf,Canada,1-716-288-6722,280763.0,U,29.0,American International Group
gza7682,2.0,1.0,Berkeley,670.0,2611991.0,m,R,6.0,Osanin,ockmjwrdbkxoaemodyftxmjcl,United States of America,1-407-712-3659,296945.0,,4.0,Health Net
Rem7683,0.0,0.0,Santa Rosa,671.0,3965576.0,,O,5.0,WWWMNN,MPCHPTTYJUWERHWMHALH,United States of America,1-747-143-2305,176399.0,U,100.0,Mueller Industries
cko7684,4.0,3.0,Mesquite,352.0,3550405.0,,U,10.0,tsqtfhsh,Duhgkwcceehrrqvnnirv,Canada,1-522-074-1862,97252.0,U,45.0,American National Insurance
RLN7685,2.0,3.0,Regina,317.0,1566093.0,f,O,10.0,zwyuac,Rpmqztmrghojzbyqnivxceyuiha,United States of America,1-867-195-7669,320588.0,S,63.0,Morgan Stanley
Qjl7686,2.0,4.0,Worcester,809.0,1944507.0,,R,6.0,Gzgsvt,YTNSVR,United States of America,1-272-128-3403,18284.0,,35.0,Halliburton
YNL7687,2.0,0.0,Iqaluit,704.0,3250645.0,m,,5.0,Shirfkrfppb,xgayrgnjhvearxja,Canada,1-174-194-8365,,S,61.0,MGIC Investment
qpi7688,,1.0,Little Rock,411.0,2806218.0,,O,2.0,hwxcimvf,AJSVULACHMZKBAEN,United States of America,1-067-296-1708,80228.0,S,43.0,United Services Automobile
Xxi7689,3.0,,Santa Clarita,431.0,2826399.0,F,O,4.0,xqkaxa,fubtbkexiuaacw,Canada,1-688-092-7664,39672.0,U,98.0,Spartan Stores
axi7690,3.0,3.0,Chicago,362.0,91147.0,m,O,4.0,cjeriaaeunmp,Lygmiirioggkj,United States of America,1-784-445-0301,225036.0,M,84.0,Moog
Wqd7691,3.0,2.0,Irving,532.0,1036928.0,M,R,4.0,Mhhqranm,Xtslyxwajneuihyndtpz,Canada,1-773-485-4247,224427.0,M,,Century Aluminum
jur7692,4.0,5.0,Ontario,442.0,2406965.0,M,O,3.0,Ztrxdxr,Fmeifzrxyvgil,United States of America,1-528-873-2585,123153.0,U,18.0,Hayes Lemmerz
NBX7693,1.0,2.0,Stamford,677.0,3588199.0,,O,10.0,BVMLYNHCFOY,Rugvrsjeadcummqftfmb,United States of America,1-952-933-5053,,S,14.0,EOG Resources
Naf7694,2.0,4.0,Victoria,565.0,,f,O,8.0,RBVXNHWO,RAVHHLPXNYMAOCOVOWXKHPS,United States of America,1-882-237-0765,353487.0,M,22.0,Dresser-Rand Group
bzc7695,1.0,3.0,Brownsville,365.0,2896930.0,,R,5.0,Wfmsguhdyyo,eaxqrdredlfrhooq,United States of America,1-762-453-2464,145794.0,M,7.0,Sealed Air
Pmo7696,5.0,3.0,Bellevue,406.0,312676.0,F,O,5.0,Mcxklhj,XLJLRWZ,United States of America,1-129-593-2017,142515.0,W,97.0,Blockbuster
goh7697,5.0,0.0,Baltimore,774.0,16279.0,F,,3.0,Lypuhgeezbgp,Wwqsseqcbmteqjub,United States of America,1-779-145-2680,414775.0,U,49.0,Owens Corning
Jfb7698,5.0,2.0,Cedar Rapids,718.0,1536113.0,F,R,7.0,TRKCEX,Qdakvyntptkywsqpy,United States of America,1-770-255-3860,125271.0,S,25.0,Robert Half International
Hao7699,,4.0,Huntington Beach,588.0,184474.0,,R,2.0,Kihzeilpneap,Fhpdqgmswyxgqjhe,United States of America,1-336-236-0201,,M,99.0,Wesco International
Dwo7700,5.0,1.0,Cedar Rapids,764.0,2971869.0,e,O,5.0,pylzfutqftt,Fyetnnttkqoewqijbggbvrkxdg,Canada,1-185-085-5742,93761.0,M,44.0,Dana Holding
RJA7701,1.0,2.0,Los Angeles,,2256728.0,f,O,2.0,Bsclhehzobfm,ktggcdbzntnxuxsiosyqegcesu,United States of America,1-957-033-0510,397902.0,U,96.0,NBTY
Lph7702,3.0,4.0,Milwaukee,657.0,2127026.0,,O,8.0,Ieyjqvfhges,Yzurhpzqfcwgkwsgrkjzithjnksa,United States of America,1-485-740-9640,123538.0,M,88.0,Eastman Chemical
Rfk7703,2.0,3.0,Detroit,769.0,3476485.0,,U,,Zuttopn,Qijmex,United States of America,1-459-114-0867,118013.0,M,33.0,Allergan
RFU7704,5.0,2.0,Nashua,776.0,908035.0,,O,7.0,EHXJIUER,WDJNJGKCNRPTUNIQNNBBNN,United States of America,1-671-499-0522,45737.0,M,8.0,Global Partners
TQH7705,0.0,2.0,Minneapolis,343.0,,m,O,4.0,ipazhhewr,Wjfwmudjwwybmmiubeqybeeniystl,United States of America,1-817-903-4786,456999.0,U,55.0,Fluor
Bbc7706,4.0,3.0,Columbia,568.0,3054149.0,,U,5.0,vvwizqanbs,PMWXCRMVYFVJX,United States of America,1-099-914-5598,326910.0,W,43.0,FedEx
Yoj7707,0.0,2.0,Garden Grove,830.0,,,O,5.0,Lzxpul,luklinfqmglorhokwtwvhgqhmhxisf,United States of America,1-102-019-9878,166536.0,S,75.0,Polaris Industries
lvh7708,4.0,3.0,Norfolk,812.0,248269.0,,R,6.0,Dwvezt,Mmxepsmk,Canada,1-873-941-1147,337347.0,,66.0,Torchmark
Zpr7709,4.0,2.0,Salem,489.0,1203267.0,,U,6.0,WQSZWQBE,Ixsoib,Canada,1-710-953-4977,41345.0,U,58.0,Alliance Data Systems
LMG7710,1.0,5.0,Saskatoon,845.0,3704743.0,m,U,9.0,DWMXIPKTCN,Cwurvdjbmuxtioeqbpk,United States of America,1-789-825-2857,370209.0,U,29.0,American International Group
WMF7711,4.0,0.0,Boise,735.0,3673540.0,,R,0.0,hrhbmmtj,Jhnamxkltxicm,United States of America,1-179-937-7265,343016.0,U,28.0,Mohawk Industries
Qov7712,3.0,4.0,Irvine,615.0,982779.0,F,U,4.0,EXIDAUKO,tdbtkqtfzcnjridma,United States of America,1-596-337-6757,186990.0,D,93.0,Vulcan Materials
Vkp7713,4.0,,Washington,,2778471.0,,U,6.0,Wqhgxcfrvqe,njcdtc,United States of America,1-512-224-7078,46562.0,W,17.0,OfficeMax
SST7714,5.0,5.0,St. Petersburg,769.0,2585134.0,M,U,,Lwuvkzp,OMBIVJDP,United States of America,1-552-735-4638,98412.0,U,98.0,Michael Foods
Fuk7715,4.0,5.0,Torrance,406.0,3591627.0,m,O,10.0,htndjyvd,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,United States of America,1-127-805-3262,436056.0,S,38.0,Vulcan Materials
Brz7716,1.0,3.0,Warren,586.0,1819561.0,f,O,0.0,Iadjghd,Erjrxnjctmkhgqwpjzuylkf,United States of America,1-985-423-7255,36008.0,U,44.0,
Faw7717,0.0,1.0,Oakland,630.0,2857056.0,f,O,10.0,,Ijqvmftaeaoeiycxxi,United States of America,,417402.0,M,27.0,Unum Group
Jtn7718,1.0,1.0,Hull,533.0,1393892.0,m,O,7.0,kvcqpv,lrntptwvbrtnvwdquqpsx,United States of America,1-019-900-0927,273535.0,U,94.0,Domtar
too7719,2.0,4.0,Boston,328.0,759096.0,,O,,MFRHTZKJ,Ouzxts,United States of America,1-055-674-3126,445562.0,M,,Sentry Insurance Group
Kcd7720,2.0,4.0,Modesto,753.0,2288668.0,,O,9.0,BRXSSYJHS,Cxogpjlizzckvntqnvns,Canada,1-539-727-9817,226333.0,M,60.0,Constellation Energy
Yhh7721,3.0,3.0,Grand Prairie,512.0,3580824.0,m,O,10.0,ijsdxorwqin,Piqrxkifkii,United States of America,1-125-903-5459,,U,48.0,CSX
Adu7722,3.0,5.0,Phoenix,432.0,1681450.0,,R,8.0,Fuxiyfjtqevk,Bflmgwcfmker,Canada,1-591-506-8069,,D,36.0,W.W. Grainger
Kwx7723,3.0,5.0,Lincoln,323.0,1592047.0,,O,2.0,Egxkelhxosoh,Gjxszyfxpweic,United States of America,1-131-877-8296,271054.0,,67.0,Kimberly-Clark
uzl7724,4.0,3.0,Shreveport,714.0,3596545.0,,O,10.0,gmnioeblfn,Bjobwdoxutojkprezhmpqibkxthznh,United States of America,1-716-805-3703,64626.0,U,63.0,Henry Schein
UXY7725,2.0,5.0,Warren,730.0,3093246.0,f,O,7.0,Mdqarqysh,Nesaxzxlulmhmoxztefdk,United States of America,1-506-286-3588,463945.0,S,55.0,State Street Corp.
FRU7726,,0.0,Erie,346.0,3867919.0,M,O,5.0,frzijg,DHICXMQRMKABXBTFUBDUUJDI,United States of America,1-427-982-9005,159731.0,M,4.0,Quanta Services
Bjx7727,3.0,5.0,Fargo,,3245961.0,f,R,1.0,Clktwlprka,Sfdjitmusbmcjxar,United States of America,1-669-946-1808,190805.0,M,92.0,Marshall & Ilsley Corp.
zkp7728,1.0,1.0,Wichita,818.0,600366.0,,O,7.0,Fnbcpkispthu,BROVPAASJ,United States of America,1-936-581-5888,43888.0,M,93.0,Oceaneering International
Lbo7729,0.0,0.0,Mount Pearl,623.0,1738979.0,M,R,4.0,Gnczlyncstm,pntucfaekdacxehx,United States of America,1-740-256-2368,34137.0,S,87.0,Raymond James Financial
TFP7730,1.0,4.0,Mobile,742.0,454564.0,f,R,5.0,Qrlsag,Yuvfvyhmgf,United States of America,1-559-799-0991,196885.0,S,44.0,Valspar
XKQ7731,1.0,0.0,Phoenix,378.0,3912268.0,F,O,9.0,Bqzjycxovl,holps,United States of America,1-287-631-2055,206705.0,M,95.0,Live Nation
DQY7732,3.0,3.0,Fontana,323.0,1966788.0,m,,8.0,DCJMXZP,Zhsdvrhwonsusgdyuqztx,United States of America,1-100-505-6436,337299.0,D,61.0,
Ydl7733,5.0,2.0,Toledo,684.0,985098.0,,R,2.0,rnvhdukwyktc,SWEFUTQ,United States of America,1-167-261-7959,280247.0,M,23.0,Health Management Associates
VGT7734,2.0,4.0,Raleigh,390.0,,M,O,6.0,Pqvdcrnumij,Trhovdcrqxthcnbbrvdob,United States of America,1-653-504-0712,286206.0,U,16.0,Wyndham Worldwide
Wwi7735,1.0,4.0,Lubbock,707.0,1053231.0,m,O,8.0,SOMMLUWO,Fviodsrylzqxraxioqleo,United States of America,,153656.0,M,58.0,Broadcom
OJF7736,1.0,1.0,San Diego,368.0,,,U,2.0,Hjucmacpoyg,Sgzipqh,United States of America,1-388-567-1492,379503.0,M,58.0,Aramark
Czs7737,2.0,1.0,Charleston,534.0,3885299.0,,O,5.0,jxhbe,VLTBIX,United States of America,1-801-318-0082,19124.0,M,21.0,Aventine Renewable Energy
Zpa7738,2.0,5.0,Garland,379.0,895008.0,m,O,9.0,Izrbiiz,lxsuouepduoidrjsneub,United States of America,1-280-292-5628,44001.0,D,66.0,Humana
Icx7739,3.0,3.0,Nashua,305.0,101325.0,,O,5.0,jnvwcxmcygu,Yczdgngm,United States of America,1-075-286-5992,461564.0,,92.0,U.S. Bancorp
jmm7740,5.0,3.0,Fort Worth,417.0,1279719.0,f,O,1.0,AJLYHOTFBHX,Kgqiqsawtbkpgsrsswfadgenvkxxc,United States of America,1-426-228-4128,313750.0,M,38.0,Analog Devices
saz7741,4.0,2.0,Sterling Heights,536.0,3779634.0,M,R,9.0,Hptdnxadnxc,PYKDTNCFODSNR,Canada,1-393-250-1404,78185.0,D,,Superior Energy Services
Ybr7742,4.0,2.0,Oklahoma City,773.0,742822.0,,O,10.0,Iaahnutner,ohezji,United States of America,1-130-076-0722,419102.0,W,66.0,Freddie Mac
ncz7743,0.0,5.0,Baton Rouge,808.0,2761827.0,,O,10.0,cxiytr,Htpngemoolmybunaep,United States of America,1-984-871-9500,91366.0,S,55.0,Autodesk
WWO7744,1.0,3.0,Rancho Cucamonga,660.0,3749505.0,,R,2.0,eblgypzk,osnyvlqpt,United States of America,,433487.0,,55.0,Shaw Group
TKP7745,0.0,2.0,Kansas City,,391566.0,f,O,4.0,pjkbo,Lbbutmfng,United States of America,1-203-707-3229,394286.0,W,83.0,Commercial Metals
Mqz7746,5.0,1.0,Long Beach,346.0,2959021.0,,R,7.0,Ebgdmqzzga,Nomvdbagefjlngselxriwhzgpuspcj,United States of America,1-297-038-0345,189157.0,U,27.0,Laclede Group
Dqw7747,5.0,4.0,Sydney,475.0,2776296.0,,O,4.0,Oyykmr,bnkufhbxijwrfnjsppfsgp,United States of America,1-669-932-0648,22483.0,M,11.0,Seaboard
seh7748,4.0,2.0,Evansville,499.0,,M,O,2.0,IAJOVENWI,Mmuplbewosfgftjogkaz,,1-801-131-4681,298307.0,M,56.0,General Mills
Nii7749,3.0,1.0,Lafayette,346.0,864947.0,M,O,2.0,Diustc,Nvzlhjvlnefxuixkftbrjpuhvvu,United States of America,1-340-993-5817,353200.0,U,54.0,Family Insurance Group
Szc7750,5.0,4.0,St. Louis,431.0,1146468.0,f,O,0.0,RUKHBIF,Nrxkbu,Canada,1-116-138-8621,185208.0,M,50.0,Brink's
Mph7751,5.0,2.0,Erie,823.0,1702447.0,,O,2.0,KFUIYG,Fqahvzbjrflxo,United States of America,1-094-843-5304,17790.0,,93.0,Medtronic
Bvl7752,5.0,2.0,Sandy,344.0,2293642.0,F,R,5.0,,IMELHPKYDEXIHELBQRD,United States of America,1-741-266-4363,59420.0,M,15.0,United Refining
Nbu7753,,2.0,Riverside,709.0,1529653.0,m,O,9.0,yopqwvbyr,TFOSMWCFBTVKINAVEEBDKPMBW,United States of America,1-961-736-5322,178200.0,S,92.0,Smithfield Foods
Emz7754,1.0,0.0,Ottawa,,137515.0,M,R,2.0,GXYSPJAIN,ieomjcnhnyysvradllmznsyd,Canada,1-098-038-9852,162738.0,W,22.0,Medtronic
Kkw7755,1.0,4.0,St. Petersburg,354.0,2754879.0,,O,,Nueqkmojpd,Iqcdijgerjktuahlgojvlo,United States of America,1-648-057-3488,352913.0,S,25.0,Cabot
HCT7756,0.0,0.0,Fort Lauderdale,,929067.0,,O,9.0,Jcrxnu,ahvvihkvbextremvexfapo,United States of America,1-827-164-1984,288188.0,S,77.0,Electronic Arts
BBE7757,4.0,3.0,Carrollton,686.0,1153023.0,m,,6.0,MINUYRRIL,geryrjjsknqvhuswavmrjmcrefmhoa,United States of America,1-852-465-7862,385946.0,D,26.0,Seaboard
PTM7758,3.0,4.0,Hayward,643.0,1933058.0,F,O,7.0,ptiimoo,WTXMEESMJGTZWDYME,United States of America,1-757-808-6215,136162.0,D,56.0,DirecTV Group
QJD7759,3.0,3.0,Yonkers,665.0,3179244.0,,O,5.0,PCMCPAKCZRPT,SLZAPLSIUU,Canada,1-443-303-9144,220449.0,M,16.0,Allegheny Energy
SFE7760,3.0,1.0,Lexington,519.0,2912318.0,m,O,9.0,ibuoegcyrm,Pbppda,United States of America,1-889-677-2295,299284.0,S,77.0,Marathon Oil
rro7761,2.0,3.0,Cedar Rapids,615.0,2828037.0,,O,6.0,Uuvoy,Wvtticeyguuhhotrxgmqzsystjnc,United States of America,1-938-614-3949,334094.0,M,43.0,Prudential Financial
Imu7762,2.0,3.0,Madison,,495577.0,,,10.0,Mhfhcibygs,FVVKHPCVSNGTUUITXJ,United States of America,,364719.0,D,94.0,Dollar General
JPU7763,,5.0,Los Angeles,812.0,1793954.0,F,O,9.0,OXRCOLPAK,Jowuthjstdmjzpl,United States of America,1-478-332-4603,319866.0,M,92.0,Schering-Plough
Luw7764,1.0,4.0,Fort Smith,346.0,2347778.0,,O,5.0,Tkdllignncn,bctcbpqwkkayptutzjkym,United States of America,1-378-149-2550,71545.0,M,19.0,
Fde7765,3.0,4.0,Sydney,761.0,380048.0,,O,1.0,Llmkq,Jdpqlxxtfd,United States of America,1-042-436-6724,,D,80.0,Capital One Financial
Bso7766,0.0,1.0,Greensboro,617.0,,F,O,7.0,Oaqeg,LWMWK,United States of America,1-706-400-3078,484457.0,M,64.0,Collective Brands
GVA7767,4.0,2.0,Fort Collins,470.0,1918435.0,,O,0.0,,utkoptkxststrid,United States of America,1-877-687-0944,176394.0,W,44.0,AptarGroup
twc7768,1.0,1.0,Worcester,356.0,2764457.0,M,U,6.0,Jutdcadqth,Frtlkivwiqi,United States of America,1-132-295-3991,251600.0,M,47.0,Coach
GZF7769,0.0,0.0,Akron,,1510144.0,F,O,7.0,Lpacivuivyxa,gktsklphdxwnvhcrfcxrykqyacjavd,United States of America,1-451-759-9810,145698.0,M,93.0,UGI
bvm7770,5.0,4.0,Tulsa,806.0,925182.0,M,U,5.0,XWNMP,Boxkdkokrcglmcgymhcxafg,Canada,1-817-806-2866,492640.0,W,94.0,Forest Laboratories
zju7771,0.0,1.0,Tucson,,2566330.0,f,O,9.0,Xzaatccwhtxt,dcgkvxonx,Canada,1-890-845-4416,266405.0,U,82.0,Boston Scientific
DYV7772,3.0,,Irvine,731.0,3668461.0,F,O,1.0,Xaulwtfkv,tpkpxsuytfvvou,United States of America,1-684-966-9733,307897.0,,42.0,Worthington Industries
Gpk7773,2.0,4.0,Wichita,441.0,2348645.0,M,U,9.0,Honnirqpwrye,jgyioszfmrvmotbdz,United States of America,1-692-342-0156,53713.0,M,,McCormick
Lit7774,1.0,4.0,Inglewood,339.0,616526.0,,O,7.0,Pmwkcaesegkm,KNITXFSNBS,United States of America,1-187-607-6141,70637.0,D,12.0,Southwestern Energy
BZG7775,0.0,3.0,Costa Mesa,822.0,1828046.0,,R,7.0,qchtwef,Rhnezmjcmsrkqdccizjohntrb,United States of America,1-228-353-9628,384754.0,S,36.0,CC Media Holdings
Mld7776,3.0,2.0,Baltimore,487.0,1296407.0,m,O,8.0,Nycfak,WXVBQSG,United States of America,1-421-032-5998,411913.0,U,,Jones Financial
Ujq7777,5.0,1.0,Escondido,664.0,903552.0,f,O,,qslprzz,RDVDSWKKDKHDJDKQGLVRVT,United States of America,1-368-920-5554,499162.0,U,4.0,Whirlpool
Bmf7778,2.0,3.0,Lexington,392.0,230058.0,m,O,3.0,Vcqwwhvjybf,Iwefijhhrjcvvhy,United States of America,1-904-895-6967,86635.0,M,79.0,Patterson
Jvz7779,3.0,2.0,Warren,655.0,301320.0,F,U,10.0,LOOBNMN,GZFLEWBIMDDKCYYHLGBOYDBXMGLXA,Canada,1-477-094-9023,228058.0,D,97.0,Rent A Center
ORQ7780,5.0,2.0,Berkeley,380.0,2286525.0,,O,3.0,ssqxc,imfweqhdstdakmokjmlefmzhdbvwlp,Canada,1-912-621-2838,172125.0,U,37.0,Ryder System
Puv7781,0.0,0.0,Salinas,651.0,1482250.0,f,U,1.0,Gphjr,Idswueimrsbycluamujgztzwqfipvf,United States of America,1-088-248-7795,241263.0,,92.0,Sysco
DAJ7782,2.0,3.0,Brownsville,,3123257.0,M,R,6.0,Rncwspqx,Dvutcxgywkpttbkvzyfjmkh,United States of America,1-596-039-1994,99175.0,U,78.0,Entergy
Iaf7783,,3.0,Fresno,652.0,944918.0,,O,0.0,Wfdkdkfp,Faywbcvwdbxvjwn,United States of America,,198444.0,U,48.0,
EJP7784,4.0,4.0,Ontario,338.0,2050110.0,,O,9.0,JRFAEYJP,YLPNDNVXGTDOCPCDO,United States of America,1-235-024-0569,250333.0,U,0.0,Telephone & Data Systems
Bla7785,5.0,0.0,Omaha,779.0,2077778.0,,O,0.0,Awpujx,undooshsgkeqftkoslmaaf,United States of America,1-138-843-5480,,W,89.0,W.R. Berkley
Yhe7786,4.0,0.0,Huntsville,786.0,1793821.0,F,O,5.0,Ssjot,SGMATJJSVBIKDDBJPKTKATCRAAOXBA,Canada,1-637-845-9250,173782.0,W,47.0,
Nfl7787,1.0,2.0,Hay River,458.0,1847011.0,,O,6.0,Nmkbypdtmp,Rklrkfhzsl,Canada,1-459-090-7413,225849.0,M,2.0,Cognizant Technology Solutions
Lrd7788,0.0,,Austin,806.0,104018.0,,O,6.0,Oklorooxqq,AFTPYVW,United States of America,1-488-723-0835,205194.0,M,18.0,Popular
Ojh7789,3.0,3.0,Winnipeg,466.0,113431.0,f,U,1.0,fjjakemv,CKXQRLOOSHQZBHYMNCAZ,United States of America,1-354-637-6196,40273.0,U,98.0,CSX
Gaj7790,3.0,2.0,Lexington,801.0,1721394.0,,R,2.0,Rmlgrerbtf,Doeqhehoszhrq,Canada,1-444-824-0484,388923.0,U,79.0,ITT
MHU7791,4.0,5.0,Rockford,334.0,3905265.0,M,O,0.0,RPVDIFMY,cggaqkwp,United States of America,1-045-308-4672,213273.0,S,90.0,BJ's Wholesale Club
Luu7792,2.0,5.0,Waterbury,568.0,3710742.0,,O,6.0,Ixbubrxyi,Kduyzgcfteqhvmxmpfngtp,United States of America,1-704-419-7623,499304.0,S,54.0,Cooper-Standard Holdings
Bbh7793,1.0,5.0,Bellevue,338.0,2289382.0,,O,5.0,SGBRI,nynsipuzywbjggecpvknlcayu,Canada,,439546.0,M,56.0,Insight Enterprises
VGQ7794,0.0,5.0,Lubbock,421.0,2123750.0,,R,8.0,HJSECFIO,Ycqpoklsnj,United States of America,1-126-402-8195,74548.0,M,61.0,National Oilwell Varco
Jtm7795,0.0,4.0,Manchester,312.0,1222348.0,F,O,0.0,FDDPZWE,ysfljjorrmdywfventrzryj,United States of America,,472023.0,M,20.0,Newell Rubbermaid
WUW7796,1.0,2.0,San Jose,361.0,1746167.0,,O,,qgpsxpth,Zhgmcto,United States of America,1-348-201-5638,155245.0,M,95.0,Supervalu
ojd7797,3.0,4.0,Virginia Beach,626.0,602321.0,f,O,5.0,Bdijvsupu,JQYDHVYIYTYTSQ,United States of America,1-878-085-2397,95133.0,S,42.0,Amazon.com
Cvb7798,3.0,,Indianapolis,,,,O,4.0,btazmqvgcd,Ncdowbmgrubuhmne,United States of America,1-807-513-3749,208626.0,U,30.0,IMS Health
rso7799,2.0,1.0,Jackson,445.0,3509965.0,,O,3.0,pmvtjojeamwg,CLNPTFYLEZVWYPPHDNFUL,Canada,1-308-751-4811,338937.0,M,61.0,Holly
