prospect_gncd,prospect_nmbrcrs,prospect_ddrssln2,prospect_ncm,prospect_g,prospect_ct,prospect_cntr,prospect_nmbrcrdtcrds,prospect_crdtrtng,prospect_ntwrth,prospect_phn,prospect_pstlcd,prospect_stt,prospect_nmbrchldrn,prospect_mrtlstts,prospect_wnrrntflg,prospect_mplr
bot184,1.0,,260107.0,5.0,Corona,United States of America,10.0,547.0,1501732.0,1-334-466-5299,92708,NE,4.0,S,,Fastenal
DAV185,1.0,,166760.0,28.0,Oklahoma City,United States of America,9.0,761.0,397072.0,1-249-478-5643,V6r 1q6,KS,1.0,D,O,Core-Mark Holding
HIL186,4.0,,401021.0,5.0,Dallas,United States of America,1.0,659.0,3399757.0,1-804-228-8548,63178,NY,1.0,M,O,Boise
war187,4.0,,70945.0,,Durham,United States of America,9.0,351.0,2684548.0,1-564-230-0062,x7j 1r5,NY,2.0,M,R,DST Systems
MAC188,3.0,apt. 48,389391.0,72.0,Tacoma,United States of America,7.0,608.0,3041622.0,1-781-339-9073,M5e 1y7,Saskatchewan,3.0,S,O,United States Steel
lev189,4.0,,63226.0,12.0,Alexandria,United States of America,3.0,706.0,3211816.0,1-096-116-9962,23257,Prince Edward Island,2.0,S,O,Pepco Holdings
Goo190,0.0,apt. 968,206220.0,71.0,Hialeah,United States of America,8.0,391.0,127026.0,1-914-194-6997,V6I 1U7,Alberta,4.0,M,O,Acuity Brands
Koh191,5.0,,,90.0,Denver,United States of America,2.0,461.0,588945.0,1-733-360-9116,94539,Ontario,4.0,W,R,Baker Hughes
AYL192,4.0,,337152.0,20.0,Fort Lauderdale,United States of America,2.0,510.0,1962620.0,1-591-402-8026,H7h 1v4,TN,4.0,U,O,Newell Rubbermaid
CHO193,,,312074.0,58.0,Mesa,United States of America,5.0,805.0,178193.0,1-326-180-9322,15201,VA,2.0,W,O,Westlake Chemical
DIT194,2.0,,68551.0,57.0,Cleveland,United States of America,7.0,702.0,2102811.0,1-784-796-6844,t5a 1n6,TX,4.0,M,O,Jones Lang LaSalle
EMI195,4.0,,488800.0,43.0,Lewiston,United States of America,3.0,368.0,2246854.0,1-662-625-4671,78784,MT,1.0,W,O,Burger King Holdings
Ryd196,3.0,APT. 392,431633.0,39.0,Tallahassee,United States of America,8.0,520.0,1312448.0,1-627-590-4931,H6d 1w8,IL,2.0,W,R,Hovnanian Enterprises
mei197,0.0,,72797.0,87.0,El Monte,United States of America,2.0,666.0,295993.0,1-055-694-7984,06705,WY,3.0,S,O,Medical Mutual of Ohio
Ceg198,0.0,,260576.0,57.0,Sioux Falls,United States of America,9.0,587.0,1220003.0,1-166-844-7429,M5c 1v9,NC,1.0,S,O,Lockheed Martin
hai199,4.0,,200096.0,58.0,Columbia,United States of America,4.0,643.0,2400476.0,1-516-930-4640,90759,ND,5.0,U,O,Yum Brands
cle200,,,,28.0,San Francisco,United States of America,5.0,484.0,2900897.0,1-261-215-4290,22301,GA,4.0,,R,Wesco International
Cie201,3.0,,267656.0,95.0,Santa Clara,United States of America,3.0,,3942140.0,1-681-572-7662,19165,VA,1.0,U,R,Volt Information Sciences
Par202,1.0,,35253.0,98.0,Greensboro,United States of America,8.0,676.0,2118119.0,1-288-967-5460,75007,Prince Edward Island,2.0,S,R,Western Union
LOZ203,5.0,,113159.0,55.0,Waco,United States of America,4.0,300.0,338540.0,1-315-022-2148,90302,OR,2.0,M,O,
Pas204,2.0,APT. 630,297444.0,14.0,Rochester,Canada,8.0,,2617116.0,1-707-402-6121,84092,WI,3.0,,R,Lubrizol
Aul205,3.0,,52092.0,30.0,Tampa,United States of America,9.0,831.0,1459711.0,1-186-893-7846,v6d 1u1,ID,1.0,M,O,C.H. Robinson Worldwide
bar206,3.0,,30249.0,90.0,Paterson,United States of America,7.0,609.0,1804959.0,1-571-918-3795,99503,MT,1.0,M,O,Celgene
ELL207,2.0,,483052.0,69.0,Fullerton,United States of America,2.0,679.0,2957472.0,1-206-055-2128,80960,MD,0.0,S,O,Leggett & Platt
for208,4.0,suite 344,287060.0,67.0,London,United States of America,6.0,634.0,2919293.0,1-963-724-8044,53743,NY,0.0,U,O,Fidelity National Information
Bur209,1.0,,274154.0,41.0,Newark,Canada,4.0,338.0,3610130.0,1-050-641-8503,t6d 1k1,HI,1.0,W,O,Arch Coal
FOL210,5.0,,379659.0,2.0,Buffalo,United States of America,4.0,332.0,1209441.0,1-020-258-1680,91350,DE,5.0,M,O,Affinia Group Intermediate
Led211,0.0,,,89.0,El Paso,United States of America,8.0,721.0,1058712.0,,37916,PA,0.0,M,O,Kellogg
kop212,4.0,,100796.0,88.0,Toledo,United States of America,3.0,351.0,1946028.0,1-886-961-7857,22329,IN,1.0,,O,PerkinElmer
pay213,1.0,,128277.0,90.0,Sterling Heights,Canada,6.0,564.0,1420984.0,1-999-799-7384,M1i 1r8,MT,1.0,M,O,Limited Brands
PAL214,1.0,,147414.0,54.0,New Haven,United States of America,9.0,379.0,213235.0,1-362-078-4138,h5i 1p1,WY,3.0,M,O,OfficeMax
fel215,1.0,,51559.0,53.0,Dallas,United States of America,8.0,727.0,472425.0,1-174-723-5263,M1I 1R5,FL,2.0,S,O,J.B. Hunt Transport Services
ATW216,2.0,,355622.0,89.0,Milwaukee,United States of America,2.0,578.0,1160132.0,1-898-789-3598,53739,RI,3.0,U,O,American Express
Mcb217,5.0,,468116.0,31.0,Anaheim,United States of America,10.0,642.0,2869995.0,1-482-305-5399,06603,CO,1.0,W,O,Occidental Petroleum
Jal218,1.0,apt. 3,276728.0,1.0,Huntington Beach,United States of America,1.0,,3727044.0,1-834-784-7657,28247,SD,0.0,M,O,Shaw Group
vem219,3.0,,135306.0,57.0,Naperville,Canada,,554.0,2293241.0,1-864-555-5341,h7g 1u9,TX,0.0,S,R,W.W. Grainger
BAR220,1.0,,99566.0,10.0,Iqaluit,United States of America,6.0,733.0,2846515.0,1-475-209-3369,90831,VT,0.0,U,U,IDT
PES221,2.0,,263959.0,74.0,Winnipeg,United States of America,10.0,345.0,1619956.0,1-459-456-1848,M4j 1o7,IN,4.0,M,O,General Mills
Sha222,2.0,,441498.0,28.0,St. Petersburg,United States of America,6.0,644.0,2367607.0,1-802-797-1712,77288,UT,0.0,M,R,RBS Global
Sch223,3.0,,429621.0,96.0,Waterbury,United States of America,3.0,564.0,3795566.0,,77117,NV,0.0,S,U,Realogy
Mat224,1.0,,181214.0,42.0,Lubbock,United States of America,10.0,465.0,734762.0,1-224-760-3774,45263,TX,3.0,M,O,ArvinMeritor
JAI225,,,212502.0,64.0,London,United States of America,8.0,652.0,908994.0,1-511-883-9082,v6g 1p4,OR,4.0,D,O,Amkor Technology
KAR226,5.0,,244545.0,,Des Moines,United States of America,6.0,714.0,2561296.0,,72247,Ontario,4.0,M,O,Lear
gus227,5.0,APT. 587,218681.0,49.0,Madison,Canada,10.0,383.0,3181069.0,1-405-014-0029,E7n 1j9,Saskatchewan,4.0,M,R,Asbury Automotive Group
Ann228,,,296916.0,81.0,Scottsdale,United States of America,7.0,336.0,2632226.0,1-076-073-0994,45272,MO,5.0,,O,Limited Brands
lab229,0.0,,453659.0,57.0,Mount Pearl,Canada,9.0,626.0,,1-690-040-0846,x7j 1q2,UT,2.0,,O,Beazer Homes USA
fli230,3.0,,194450.0,42.0,Iqaluit,United States of America,0.0,549.0,1151333.0,1-211-707-3341,80952,IL,0.0,S,U,
sat231,5.0,,49533.0,30.0,Moreno Valley,United States of America,0.0,492.0,2763939.0,1-642-203-7899,38157,NM,4.0,U,O,Acuity Brands
tho232,2.0,,394819.0,56.0,Naperville,United States of America,0.0,327.0,370710.0,1-792-738-9524,06703,NC,4.0,M,O,ABM Industries
CRI233,3.0,,342754.0,3.0,Norfolk,United States of America,10.0,545.0,1192164.0,1-881-269-3949,v6u 1r8,AZ,3.0,S,O,
Gas234,1.0,,224435.0,53.0,Louisville,United States of America,0.0,571.0,223487.0,1-537-303-6219,28231,CT,0.0,M,O,Southwestern Energy
Cha235,0.0,,37717.0,67.0,Akron,United States of America,7.0,423.0,2341143.0,1-682-154-3638,63107,VA,2.0,W,O,Delta Air Lines
Net236,1.0,,286483.0,94.0,Whitehorse,United States of America,4.0,655.0,1774784.0,1-512-708-0580,H2g 1w7,NV,0.0,,O,ITT
WOO237,0.0,,185412.0,37.0,Salem,United States of America,0.0,488.0,3951308.0,1-598-440-6359,55416,VA,5.0,M,O,Health Management Associates
val238,4.0,,472518.0,75.0,Memphis,United States of America,6.0,352.0,2756025.0,1-281-206-9270,V6d 1u5,British Columbia,,M,,Western Union
Ber239,,,425307.0,51.0,Fayetteville,United States of America,0.0,810.0,1833112.0,1-442-133-8200,93782,VA,1.0,M,O,Family Insurance Group
lab240,2.0,,304909.0,74.0,Lansing,United States of America,8.0,686.0,698884.0,1-607-062-8891,90252,TX,2.0,D,O,Advance Auto Parts
VRE241,0.0,,231226.0,100.0,Atlanta,Canada,0.0,389.0,3287261.0,,85759,CO,2.0,M,R,J.P. Morgan Chase & Co.
GOO242,0.0,,219026.0,,Gary,United States of America,,761.0,3337290.0,1-141-622-5196,M5g 1x8,GA,0.0,M,U,Fidelity National Financial
cha243,0.0,,414993.0,28.0,Atlanta,United States of America,4.0,589.0,2963197.0,1-500-101-2792,78746,NE,1.0,D,O,Toro
TAM244,0.0,,24837.0,18.0,Dawson City,United States of America,1.0,492.0,1487009.0,1-655-973-7192,H2f 1z1,NC,0.0,M,O,Mueller Water Products
CUM245,2.0,Suite 463,200645.0,77.0,Mobile,United States of America,10.0,442.0,3177428.0,1-972-039-2576,77288,OK,5.0,D,U,Energy Future Holdings
SIM246,4.0,,22605.0,14.0,Santa Clarita,United States of America,8.0,649.0,1886280.0,1-764-148-5233,35277,MO,3.0,S,O,Weis Markets
Est247,0.0,,,23.0,Chicago,United States of America,8.0,337.0,1853087.0,1-399-618-9069,36134,AR,0.0,U,O,MasterCard
han248,4.0,,389524.0,1.0,Nashua,United States of America,8.0,572.0,195847.0,1-628-481-6657,V6t 1u3,MT,,D,R,Oracle
Pee249,4.0,,232945.0,58.0,West Covina,United States of America,0.0,666.0,3727580.0,1-085-050-1119,99597,Newfoundland,3.0,M,U,Mutual of America Life
bli250,2.0,,390626.0,98.0,Mesa,United States of America,4.0,567.0,2993662.0,1-993-284-6634,V6N 1V1,OR,3.0,D,O,JetBlue Airways
Lea251,5.0,,286207.0,76.0,El Paso,United States of America,5.0,574.0,2886788.0,1-395-464-9156,T6d 1h7,NM,3.0,,O,Western Refining
Wil252,5.0,,391468.0,59.0,Victoria,United States of America,2.0,498.0,3672610.0,1-811-547-9696,M7o 1c5,FL,0.0,S,,Western Refining
kom253,5.0,,171326.0,81.0,Hayward,Canada,9.0,836.0,3245637.0,,M2q 1e8,MS,2.0,U,R,Bristol-Myers Squibb
Wel254,2.0,,294972.0,31.0,Oshawa,United States of America,8.0,759.0,959636.0,1-648-501-2866,64172,Saskatchewan,3.0,M,,AutoNation
Lac255,3.0,,131039.0,1.0,Hamilton,United States of America,6.0,563.0,1037702.0,1-332-974-4753,85265,NE,5.0,S,O,Boeing
Hon256,1.0,,480287.0,28.0,Oklahoma City,United States of America,8.0,313.0,69141.0,1-217-048-6379,h5k 1p8,TN,5.0,S,U,Advanced Micro Devices
Con257,0.0,,276404.0,36.0,Portland,United States of America,6.0,771.0,2818725.0,,M2P 1F6,OR,4.0,M,O,Unitrin
han258,0.0,,435481.0,47.0,Macon,United States of America,1.0,717.0,3153373.0,1-246-119-5490,V6U 1U9,ID,5.0,S,O,Liberty Media
WOJ259,4.0,,,77.0,Yellow Knife,United States of America,2.0,355.0,616608.0,,V6F 1W7,WV,4.0,D,O,Jarden
Ami260,4.0,,499891.0,91.0,Santa Rosa,United States of America,10.0,383.0,1014586.0,1-347-479-6259,92711,MI,4.0,U,O,Cincinnati Financial
Mo261,5.0,,394640.0,46.0,Fort Wayne,United States of America,1.0,579.0,1679903.0,1-881-547-3819,60779,AL,5.0,S,O,Steel Dynamics
BUR262,4.0,,359040.0,36.0,Inglewood,Canada,5.0,324.0,1062919.0,1-155-847-4022,90790,TN,3.0,M,O,OGE Energy
Kos263,5.0,,429949.0,18.0,London,United States of America,0.0,752.0,3684297.0,1-946-987-5835,80908,Manitoba,2.0,M,R,Hartford Financial Services
Bor264,5.0,,333500.0,27.0,Waterbury,Canada,2.0,723.0,1805618.0,,74129,CO,2.0,D,O,Penske Automotive Group
LAR265,2.0,,480399.0,79.0,Salem,United States of America,1.0,349.0,1852935.0,,M9e 1u6,OR,,S,U,Amkor Technology
BOU266,2.0,,73398.0,72.0,Dayton,United States of America,4.0,643.0,1528702.0,1-551-913-3853,93663,CO,5.0,W,O,Psychiatric Solutions
Pan267,3.0,,,26.0,Frederick,United States of America,0.0,390.0,178411.0,1-666-863-1257,84119,NC,0.0,W,O,Calpine
Wal268,4.0,,446105.0,31.0,Thousand Oaks,United States of America,7.0,801.0,2245432.0,1-938-871-9739,82602,Alberta,4.0,U,O,Saks
Mue269,0.0,,128126.0,2.0,Escondido,Canada,2.0,741.0,3058077.0,1-333-561-7008,94429,VT,4.0,S,O,BE Aerospace
Zub270,2.0,Apt. 986,371101.0,81.0,Independence,Canada,8.0,821.0,723251.0,1-514-023-2587,H2A 1V4,VT,1.0,D,O,Exterran Holdings
Sei271,3.0,,263066.0,69.0,Corpus Christi,United States of America,5.0,830.0,3755553.0,1-027-811-2670,40511,SC,,M,O,Penn National Gaming
Cav272,0.0,,,69.0,Santa Rosa,United States of America,,441.0,757755.0,1-475-590-2337,M5b 1y9,SD,1.0,M,R,PetSmart
Har273,3.0,,453776.0,80.0,Burlington,United States of America,2.0,484.0,3610784.0,1-214-794-0930,E7N 1P6,New Brunswick,1.0,D,R,First Data
Nau274,4.0,,494609.0,14.0,Overland Park,United States of America,8.0,653.0,2994154.0,1-988-429-0103,h5k 1o7,Manitoba,5.0,,O,Liz Claiborne
Ste275,0.0,,233618.0,39.0,Huntsville,Canada,7.0,727.0,612241.0,1-143-517-2347,95203,NJ,2.0,D,R,Alcoa
Cho276,1.0,,,0.0,Berkeley,United States of America,0.0,535.0,1352198.0,1-709-720-3248,23513,TX,,U,O,Perini
Lux277,5.0,,154521.0,59.0,Casper,United States of America,9.0,320.0,2534935.0,1-314-831-7578,T5c 1j1,MD,4.0,W,R,Hudson City Bancorp
Far278,4.0,,438162.0,60.0,Toledo,United States of America,1.0,775.0,3189762.0,1-342-101-7385,V6z 1q9,WV,4.0,W,O,Sigma-Aldrich
Shi279,3.0,,352602.0,4.0,Cheyenne,United States of America,,606.0,447872.0,1-419-495-9429,73121,OH,4.0,M,O,Plains Exploration
Pip280,4.0,,194788.0,74.0,Fresno,United States of America,5.0,,3207012.0,1-992-551-4676,75267,NH,2.0,S,O,W.R. Berkley
Sug281,0.0,,437119.0,66.0,Sacramento,Canada,6.0,685.0,303926.0,1-183-910-2398,78781,IL,1.0,W,O,Cooper-Standard Holdings
Kum282,0.0,,66431.0,36.0,Fargo,Canada,5.0,770.0,3685802.0,1-114-136-8583,25727,SD,5.0,M,O,Ryder System
LOR283,4.0,,380368.0,55.0,Rapid City,United States of America,4.0,694.0,3180558.0,1-985-895-6709,76708,DC,4.0,M,O,Merck
KUR284,1.0,Apt. 247,7377.0,57.0,Raleigh,United States of America,4.0,530.0,,1-864-279-4768,46217,MO,3.0,D,O,Chubb
ser285,5.0,,87533.0,76.0,Oshawa,Canada,1.0,609.0,3507884.0,1-744-443-0610,R5h 1l9,NJ,0.0,S,O,Cummins
Ado286,2.0,,76061.0,63.0,Yellow Knife,Canada,3.0,619.0,2230968.0,1-710-698-6175,23254,SD,4.0,M,O,Advance Auto Parts
Bol287,4.0,,486482.0,76.0,Casper,United States of America,7.0,821.0,814197.0,1-473-272-4862,38184,AK,3.0,M,O,Airgas
sav288,4.0,,436307.0,22.0,Oshawa,United States of America,6.0,553.0,2254862.0,1-767-745-4346,30398,Newfoundland,,M,O,Mattel
Mar289,,,420621.0,,Bismarck,United States of America,,529.0,91935.0,1-072-333-8934,C2B 4X7,PA,0.0,D,O,Rite Aid
Bar290,1.0,,187944.0,7.0,Calgary,United States of America,4.0,507.0,1818938.0,,V6V 1Q1,NJ,1.0,W,O,Forest Laboratories
Woo291,0.0,,146651.0,4.0,Ontario,United States of America,8.0,726.0,177543.0,1-113-957-9923,33185,NJ,2.0,S,O,Pioneer Natural Resources
Bir292,2.0,,118757.0,39.0,San Diego,United States of America,8.0,684.0,3078579.0,1-270-496-9696,90150,IL,1.0,,O,H&R Block
Lav293,1.0,,467906.0,84.0,Yellow Knife,United States of America,4.0,,1222308.0,1-151-106-1324,10290,Ontario,1.0,U,O,Colgate-Palmolive
Mcm294,0.0,,89920.0,26.0,Palmdale,United States of America,7.0,314.0,3341105.0,1-130-325-1266,21239,MI,0.0,S,O,CBS
Pau295,,,43770.0,72.0,Stockton,United States of America,4.0,,3128005.0,1-102-293-7755,C2b 4x5,TN,1.0,S,O,Cytec Industries
Lea296,2.0,Suite 130,435272.0,20.0,Cincinnati,United States of America,9.0,645.0,,1-177-880-1774,19155,MD,4.0,W,U,Calumet Specialty Products
Seh297,3.0,,464094.0,100.0,Winnipeg,United States of America,8.0,713.0,,1-042-914-3849,92177,CO,1.0,U,R,Popular
hit298,0.0,,474686.0,83.0,Omaha,United States of America,9.0,357.0,594723.0,1-074-076-1898,55169,NC,3.0,U,O,Patterson-UTI Energy
GAS299,1.0,,106730.0,45.0,Iqaluit,United States of America,5.0,649.0,787771.0,1-217-087-5277,V6R 1S8,Manitoba,,D,U,Viacom
hue300,1.0,apt. 35,97186.0,56.0,West Covina,United States of America,0.0,835.0,148371.0,1-377-905-7875,06133,OR,1.0,M,,Calumet Specialty Products
Kle301,4.0,,161132.0,65.0,Overland Park,United States of America,0.0,,2760822.0,1-205-909-8362,53739,UT,1.0,M,O,AMR
Win302,2.0,,393718.0,96.0,Brownsville,United States of America,1.0,629.0,2240874.0,1-752-780-8339,V5a 1p6,IL,,M,R,Olin
Mar303,3.0,,31765.0,40.0,Sioux Falls,United States of America,1.0,587.0,3676798.0,,77146,CA,2.0,U,O,Bon-Ton Stores
SWA304,0.0,Suite 113,411526.0,51.0,Jacksonville,Canada,8.0,786.0,1137557.0,1-147-089-1963,V6w 1r1,ID,3.0,M,R,Werner Enterprises
Joy305,4.0,,316374.0,85.0,Erie,United States of America,10.0,415.0,978089.0,1-956-899-9979,T5D 1L1,LA,3.0,M,O,PepsiCo
mcr306,5.0,suite 308,233970.0,11.0,Saskatoon,United States of America,5.0,791.0,3268379.0,1-149-281-5678,94089,WV,4.0,S,O,American Electric Power
Pre307,3.0,,185988.0,100.0,St. Petersburg,United States of America,0.0,413.0,2476914.0,1-880-678-6428,53720,MN,5.0,M,R,Community Health Systems
HIN308,2.0,,443246.0,51.0,Toronto,United States of America,7.0,428.0,,1-589-765-3895,75216,Quebec,5.0,M,O,IAC/InterActiveCorp
Sel309,1.0,,474421.0,,Spokane,United States of America,10.0,810.0,3405002.0,1-413-343-2912,94334,Quebec,1.0,W,O,Jack in the Box
Wea310,2.0,,256222.0,39.0,Long Beach,United States of America,2.0,324.0,1958810.0,1-312-593-5173,T5c 1w9,MD,0.0,U,U,U.S. Bancorp
TOM311,4.0,,396342.0,47.0,Fort Worth,United States of America,6.0,587.0,1941022.0,1-805-115-9823,b1c 1x2,UT,1.0,,O,PharMerica
Ens312,0.0,,4870.0,,Orlando,United States of America,1.0,700.0,1309748.0,1-956-260-8837,80185,RI,1.0,,,AGL Resources
Ger313,2.0,,379475.0,66.0,Lakewood,United States of America,,734.0,3632370.0,1-451-999-0585,87504,MA,3.0,S,O,Arkansas Best
Bat314,4.0,,422366.0,83.0,Huntington,Canada,0.0,651.0,2475001.0,,10016,MN,2.0,S,,BorgWarner
LON315,4.0,,67927.0,49.0,Hampton,United States of America,,555.0,2075664.0,1-359-607-4329,35292,TX,4.0,W,R,Pride International
Tun316,4.0,,363160.0,,Oceanside,Canada,1.0,614.0,1250329.0,1-363-394-6166,92807,WI,2.0,M,R,DaVita
eis317,4.0,,419888.0,73.0,Winston-Salem,Canada,8.0,794.0,212451.0,1-015-803-2474,92823,New Brunswick,2.0,M,O,Xerox
Vuc318,1.0,,229870.0,86.0,Norfolk,Canada,8.0,482.0,3049747.0,1-362-478-2862,92815,ID,5.0,D,U,Republic Services
bea319,0.0,Apt. 453,158840.0,48.0,Birmingham,United States of America,2.0,591.0,2417447.0,1-558-480-1200,77191,British Columbia,5.0,U,O,Cephalon
Fer320,1.0,,430061.0,,Philadelphia,Canada,8.0,566.0,2612998.0,1-703-636-9996,94152,NV,0.0,U,O,
Soo321,0.0,,194526.0,37.0,Boise,United States of America,6.0,381.0,734375.0,1-154-086-1903,V6i 1r8,MN,,M,O,National Fuel Gas
Bir322,0.0,,424188.0,68.0,Fullerton,United States of America,7.0,374.0,3717995.0,1-547-387-1078,84092,IL,2.0,D,O,Target
Ver323,0.0,,470701.0,,Regina,United States of America,,328.0,956825.0,1-748-212-2340,36601,Manitoba,0.0,U,O,Expedia
De 324,1.0,,404911.0,66.0,Sandy,United States of America,8.0,807.0,,1-846-315-1764,T6d 1f3,Alberta,,S,O,Hudson City Bancorp
Bla325,3.0,,,14.0,Mesa,Canada,1.0,311.0,2390111.0,1-179-983-1576,H2c 1x6,TN,4.0,S,O,PharMerica
Hur326,5.0,,436285.0,69.0,Provo,United States of America,5.0,647.0,3576639.0,1-073-769-1833,93361,ME,3.0,S,O,Men's Wearhouse
ray327,0.0,,391695.0,35.0,Kitchener,United States of America,,622.0,339669.0,1-353-395-2825,93726,GA,4.0,,O,Williams
nix328,3.0,,479851.0,78.0,Idaho Falls,Canada,7.0,570.0,2731417.0,1-771-657-6355,h5k 1q7,AK,0.0,U,R,SPX
zag329,4.0,,409873.0,33.0,Allentown,United States of America,8.0,840.0,2179616.0,1-942-527-3307,73177,CT,5.0,S,R,BE Aerospace
Roi330,0.0,,245133.0,77.0,Waterbury,United States of America,2.0,389.0,,,02107,WI,4.0,M,O,Wells Fargo
Hog331,,,181694.0,94.0,Raleigh,United States of America,2.0,467.0,2950835.0,1-205-874-4529,19222,MO,5.0,M,,
Mar332,2.0,Apt. 345,106385.0,19.0,Baton Rouge,United States of America,8.0,793.0,1515524.0,,T6d 1h1,MS,2.0,S,O,Lincoln National
Col333,4.0,APT. 492,488485.0,50.0,Oshawa,United States of America,3.0,749.0,2007473.0,1-831-988-7672,H6c 1y1,NY,2.0,,O,Targa Resources
neg334,3.0,,90218.0,65.0,Carrollton,United States of America,8.0,789.0,1757951.0,1-079-481-2220,89137,MI,2.0,D,O,Spherion
Wil335,2.0,,308552.0,29.0,Columbus,Canada,8.0,768.0,1980948.0,1-853-953-1134,94661,MD,1.0,,O,Family Insurance Group
Gos336,5.0,,380031.0,37.0,Cedar Rapids,United States of America,6.0,625.0,1630998.0,1-471-099-6976,99211,SD,5.0,U,O,Adobe Systems
Ntp337,2.0,,348345.0,56.0,Yonkers,United States of America,0.0,751.0,463905.0,1-235-350-8301,85029,Prince Edward Island,5.0,M,O,Blockbuster
mil338,1.0,,406014.0,,Flint,United States of America,3.0,460.0,352542.0,1-020-844-6258,78522,TN,4.0,S,O,Radian Group
TEL339,,,55811.0,46.0,Kitchener,United States of America,8.0,812.0,3243615.0,1-101-164-5047,M7m 1b5,ID,4.0,U,R,M&F Worldwide
RIV340,4.0,,456536.0,28.0,Grand Prairie,United States of America,0.0,532.0,156383.0,1-424-458-1913,27407,MO,4.0,M,O,MeadWestvaco
hol341,4.0,,42908.0,31.0,Alexandria,United States of America,8.0,509.0,3366650.0,1-071-151-3531,85722,Ontario,1.0,U,R,RadioShack
Fry342,5.0,,319596.0,55.0,Overland Park,United States of America,0.0,461.0,3762007.0,1-548-500-5378,V6n 1w1,UT,4.0,U,R,Abbott Laboratories
Esc343,2.0,,146636.0,26.0,Columbia,United States of America,2.0,,2915479.0,1-780-269-2599,e7n 1j9,CT,,S,O,Phoenix
LID344,5.0,,282004.0,93.0,Fort Smith,United States of America,4.0,332.0,518175.0,1-503-223-2295,19194,CA,2.0,M,,Medical Mutual of Ohio
BAY345,5.0,,339377.0,14.0,Kitchener,United States of America,1.0,371.0,3240188.0,1-036-637-5684,23295,IN,4.0,M,R,National Oilwell Varco
SED346,1.0,Apt. 449,391590.0,30.0,Lowell,United States of America,8.0,546.0,492570.0,1-117-775-7922,93800,NE,1.0,U,O,Cincinnati Financial
SHU347,3.0,,319668.0,18.0,Fairbanks,United States of America,6.0,754.0,3189432.0,1-420-197-0842,60606,VT,1.0,M,U,Ecolab
hin348,4.0,,251066.0,69.0,St. Catharines,United States of America,2.0,516.0,1862636.0,1-057-255-5641,91323,HI,,U,O,Baldor Electric
Luw349,1.0,Apt. 954,122433.0,60.0,San Buenaventura,United States of America,1.0,737.0,1891784.0,1-864-198-2367,H2E 1Y3,WA,1.0,W,O,Smithfield Foods
PCB350,4.0,,229086.0,77.0,San Diego,United States of America,1.0,404.0,2999683.0,1-089-865-4449,T5a 1v4,Saskatchewan,2.0,D,O,Hormel Foods
BEZ351,4.0,,387138.0,,Syracuse,United States of America,0.0,583.0,1482145.0,1-848-728-0817,m1h 1p3,SC,2.0,M,O,Patterson
Buc352,5.0,,192643.0,62.0,Charlotte,United States of America,8.0,461.0,2237352.0,1-816-138-9438,35852,OK,3.0,U,O,Anadarko Petroleum
RAM353,5.0,,301108.0,96.0,Winnipeg,United States of America,2.0,343.0,2903967.0,1-036-611-5081,83402,NJ,3.0,M,O,Michael Foods
THR354,3.0,,448626.0,45.0,Pembroke Pines,United States of America,0.0,431.0,2208391.0,1-841-019-7366,T5C 1M5,KY,0.0,W,O,International Game Technology
RAU355,1.0,,432792.0,65.0,Plano,United States of America,10.0,319.0,1052954.0,1-285-189-5251,90150,ME,4.0,M,R,Western Digital
Gol356,5.0,,499596.0,12.0,Fort Wayne,United States of America,0.0,504.0,3751568.0,1-632-062-4993,23502,WY,2.0,M,O,Sonoco Products
Upd357,4.0,,30189.0,71.0,San Buenaventura,Canada,6.0,611.0,1980882.0,1-614-232-0003,48910,MO,4.0,M,O,Verizon Communications
MOR358,4.0,,111428.0,38.0,Mount Pearl,United States of America,2.0,359.0,579641.0,1-035-288-5444,T6C 1D7,AK,2.0,,O,Securian Financial Group
SHA359,5.0,,146638.0,7.0,Sandy,Canada,2.0,398.0,3476510.0,1-477-970-4729,90760,CT,2.0,W,O,Electronic Arts
Cla360,3.0,,40323.0,30.0,Henderson,United States of America,4.0,,505464.0,1-092-479-3305,V6M 1U1,SD,4.0,M,O,LandAmerica Financial Group
LIC361,0.0,,461807.0,58.0,Mobile,United States of America,0.0,537.0,2494978.0,1-618-745-5747,T5a 1j8,IA,0.0,,O,C.H. Robinson Worldwide
PEL362,5.0,Suite 471,184868.0,8.0,Hilo,United States of America,1.0,743.0,1609289.0,1-363-472-9200,20073,UT,5.0,U,O,Alaska Air Group
Ash363,5.0,,125814.0,18.0,Virginia Beach,Canada,8.0,432.0,,1-430-155-3830,50321,Newfoundland,3.0,M,O,Buildings Materials Corp.
DYN364,2.0,,267270.0,83.0,Fullerton,United States of America,10.0,614.0,1681770.0,1-637-251-1599,E7n 1n1,ID,3.0,S,R,Interactive Brokers Group
