prospect_gncd,prospect_ntwrth,prospect_g,prospect_ddrssln1,prospect_crdtrtng,prospect_stt,prospect_mplr,prospect_mrtlstts,prospect_ncm,prospect_pstlcd,prospect_nmbrcrs,prospect_ct,prospect_cntr,prospect_phn,prospect_nmbrchldrn,prospect_wnrrntflg,prospect_nmbrcrdtcrds
Lsb7623,1083092.0,26.0,,842.0,MT,Valspar,S,191541.0,MMLJKBGXD,1.0,San Jose,United States of America,1-876-492-0782,5.0,R,1.0
Dpz7624,1662799.0,100.0,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,528.0,WY,Timken,U,,banusio,2.0,Charlotte,United States of America,1-436-946-7319,1.0,R,0.0
Zuj7625,3548540.0,13.0,cnckvldjedzgdqhy,300.0,WY,,W,,Safkd,3.0,Hilo,United States of America,1-281-780-2897,3.0,R,5.0
Jqk7626,881414.0,11.0,,752.0,WV,Occidental Petroleum,S,269215.0,DHTLWJDXLRW,2.0,Yonkers,United States of America,1-421-286-4139,1.0,O,7.0
ijb7627,1712200.0,62.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,303.0,CA,,M,193126.0,RORIUHK,0.0,Modesto,Canada,1-908-354-2709,4.0,O,0.0
NMO7628,847446.0,13.0,qehomraquwxrkb,418.0,Alberta,Massey Energy,M,462618.0,bxgwhohh,3.0,Louisville,United States of America,1-466-560-2530,5.0,O,10.0
Tef7629,344294.0,23.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,667.0,New Brunswick,Weyerhaeuser,W,212026.0,SRARKMXOD,3.0,Eugene,United States of America,1-578-686-8082,3.0,O,4.0
Sdj7630,1534879.0,51.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,441.0,British Columbia,National Fuel Gas,D,371024.0,hwugfvlttol,1.0,Buffalo,United States of America,1-166-077-1436,4.0,U,7.0
Pbr7631,3897101.0,2.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,471.0,DE,Pep Boys,U,235810.0,zgsllav,3.0,Santa Fe,United States of America,1-535-320-1881,2.0,O,0.0
Ice7632,3064442.0,,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,701.0,CT,Neiman Marcus,W,347270.0,Mszwfhpj,2.0,Springfield,United States of America,1-633-495-6478,,O,9.0
ZWG7633,2016524.0,82.0,TAIWTM,323.0,Quebec,BlackRock,D,399212.0,Yqfxb,5.0,Anchorage,United States of America,1-398-680-0278,2.0,R,1.0
Evw7634,37745.0,94.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,846.0,NJ,McGraw-Hill,M,439561.0,ypmuep,4.0,Winnipeg,United States of America,1-185-976-7770,5.0,O,10.0
Lhl7635,503752.0,16.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,850.0,MN,Family Dollar Stores,M,29980.0,Xthtecuu,3.0,Waco,United States of America,1-490-238-8219,4.0,O,8.0
LYB7636,2115180.0,43.0,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,,NE,Teleflex,M,28693.0,Xjzpdio,2.0,Stockton,United States of America,1-891-741-2112,5.0,U,
Ijb7637,839222.0,76.0,Phqspowfoiqmszxy,564.0,VA,,M,106794.0,Rgthehdvvlh,1.0,Boston,Canada,1-849-918-0984,2.0,O,3.0
Zhf7638,1851334.0,0.0,XDPEFDQIMFNMCO,558.0,PA,Imation,S,340598.0,ysexit,3.0,Memphis,United States of America,1-426-168-3142,5.0,O,4.0
PYU7639,1348251.0,33.0,FSSAAXLAMAPBOMTNUFG,417.0,WV,PPL,U,490597.0,Wscgcsbwlzj,1.0,Sydney,United States of America,1-757-910-8931,,O,0.0
Iku7640,2722392.0,62.0,AKWOIATLDDKU,487.0,WY,Smithfield Foods,U,499685.0,AUQJTIMK,2.0,Shreveport,Canada,1-468-325-0119,2.0,O,6.0
HBZ7641,1785161.0,8.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,639.0,MN,Macy's,M,62285.0,Weqnwrwrbcgx,2.0,Modesto,United States of America,1-383-310-7894,0.0,O,9.0
Pco7642,2823578.0,4.0,VANVGDDSYEK,625.0,VT,Torchmark,U,320885.0,facqrtjqjmd,5.0,Hull,United States of America,1-353-727-2029,5.0,O,3.0
Ybv7643,2123972.0,39.0,TVTDULLNHUZPDNEEKSXEGPXDNE,,WV,Herman Miller,D,184669.0,OCNCREZ,5.0,Yonkers,United States of America,1-028-849-5461,3.0,O,1.0
Rim7644,112782.0,90.0,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,,IN,Kindred Healthcare,S,126989.0,JXOGSVJ,0.0,Atlanta,United States of America,1-480-785-4021,0.0,R,3.0
gnf7645,248311.0,7.0,HWAWSSEUGGKEXQDESYXFHWZ,460.0,MS,Arch Coal,M,48144.0,Iqtso,1.0,Hayward,Canada,1-443-132-4138,4.0,,3.0
Wxp7646,3719851.0,95.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,793.0,CO,Whirlpool,,377787.0,Uxgvbwop,5.0,Savannah,United States of America,1-143-020-1234,4.0,O,8.0
Dxh7647,1920385.0,59.0,,821.0,PA,Arrow Electronics,U,323782.0,Ovsiu,5.0,Fullerton,Canada,1-475-304-3486,5.0,O,8.0
Aqo7648,576903.0,13.0,NASLRGJGXPDOGNJSHNLNGBCXJVO,,DE,Rock-Tenn,S,31880.0,Frqdqbs,3.0,Overland Park,United States of America,1-677-882-6792,2.0,O,6.0
fen7649,1855037.0,58.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,643.0,Prince Edward Island,R.H. Donnelley,D,390190.0,waiitdv,5.0,Alexandria,United States of America,1-151-067-7411,3.0,O,8.0
CMQ7650,2954046.0,67.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,817.0,TN,Pall,U,413821.0,Vlmzifrfolfs,4.0,Fort Collins,Canada,1-645-553-4591,1.0,O,2.0
Yhb7651,952096.0,68.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,702.0,CA,Burlington Coat Factory,,301451.0,DKXNSUJQRKGM,1.0,Santa Fe,United States of America,1-670-793-5351,2.0,O,10.0
mbw7652,3382998.0,17.0,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,409.0,TN,Forest Laboratories,D,5888.0,Vzvadviukgid,1.0,Simi Valley,United States of America,1-049-843-6473,0.0,O,2.0
xas7653,3772196.0,44.0,Gicehrtxtlvwiewgl,617.0,FL,Moody's,,254404.0,Jjtgz,2.0,Mesa,United States of America,1-739-185-6579,2.0,O,6.0
MKM7654,3180080.0,16.0,cveuptzbcwxicceqqmqsqgfvhykw,,TN,Fidelity National Financial,M,290984.0,TMWLE,3.0,Simi Valley,United States of America,1-215-295-5893,0.0,O,5.0
Jgi7655,3971412.0,27.0,Kqosfw,756.0,OR,Amphenol,M,441847.0,Lfmjqz,5.0,Charlotte,United States of America,,5.0,O,
Mwv7656,1488210.0,59.0,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,484.0,ME,Int. Business Machines,D,373240.0,bserucmdlez,2.0,St. Petersburg,United States of America,1-515-341-8405,4.0,R,5.0
YOY7657,2621373.0,8.0,Gqvfapurdsetypjkkcceahfodyn,589.0,SC,Int. Flavors & Fragrances,S,461444.0,Nobgu,1.0,Washington,United States of America,1-249-978-7278,4.0,O,9.0
Gja7658,1021949.0,98.0,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,380.0,Ontario,Gilead Sciences,S,255072.0,Mynrhpyte,1.0,Tallahassee,United States of America,1-471-716-6210,4.0,O,0.0
rcx7659,2444319.0,35.0,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,541.0,GA,United Rentals,S,255019.0,aqobdfbeu,1.0,Mesa,United States of America,,1.0,R,10.0
IPA7660,362567.0,57.0,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,474.0,VA,Convergys,M,330718.0,jecwnfavowiu,1.0,Portland,Canada,1-982-617-1421,,,7.0
rbj7661,462234.0,69.0,WSKYHRCGGHSPINYLUNNDCJPV,685.0,KY,Mueller Water Products,,245130.0,Nmemytq,2.0,Las Vegas,United States of America,1-068-568-6056,1.0,O,4.0
ebw7662,3936622.0,33.0,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,363.0,SC,Shaw Group,M,19691.0,Vqvleqweftl,4.0,Sudbury,United States of America,,3.0,R,10.0
SQY7663,2116904.0,33.0,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,605.0,NC,Energy Future Holdings,M,13490.0,ABCSQOCHEHK,1.0,Sunnyvale,United States of America,1-772-155-4468,1.0,O,9.0
nqw7664,63883.0,1.0,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,394.0,KS,PHH,W,90333.0,NOQIRAGYH,4.0,Birmingham,United States of America,1-551-833-6226,4.0,,6.0
Fyz7665,2747738.0,19.0,uezrarapf,812.0,MO,Simon Property Group,U,210200.0,Yqqldbrjvcqq,0.0,Orlando,Canada,1-894-068-7775,2.0,R,6.0
Hds7666,938329.0,63.0,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,688.0,OK,World Fuel Services,M,195318.0,BSICQKYPBDT,3.0,Albuquerque,United States of America,,3.0,R,3.0
ksz7667,976093.0,27.0,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,808.0,LA,Andersons,M,486627.0,enurwe,5.0,Nashville,United States of America,1-942-682-4165,5.0,O,9.0
Wzm7668,2031908.0,12.0,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,492.0,Saskatchewan,L-3 Communications,,142918.0,Qslfupidrch,,Akron,United States of America,,4.0,O,1.0
Xna7669,660066.0,26.0,xznxzmzinjddcepuvomccimcwdxo,734.0,KY,CACI International,D,243364.0,VEKXFJRNX,4.0,Lubbock,United States of America,1-316-836-0322,3.0,O,6.0
ugr7670,2777991.0,2.0,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,579.0,NH,M&T Bank Corp.,M,208343.0,Dbkoxqpx,1.0,St. Paul,United States of America,1-746-466-6593,5.0,O,7.0
Qao7671,3148815.0,34.0,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,410.0,NM,Family Dollar Stores,M,26787.0,HPYTPNH,0.0,Columbus,United States of America,1-306-508-0916,4.0,U,10.0
MXH7672,3714775.0,86.0,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,743.0,NE,Medco Health Solutions,D,190609.0,rxcbiltuvzyh,0.0,Abilene,United States of America,1-049-405-9872,4.0,O,7.0
KQU7673,2203195.0,47.0,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,431.0,New Brunswick,Crosstex Energy,M,,jfrawlwjssge,1.0,Biloxi,United States of America,1-539-901-1797,,O,9.0
bxn7674,3708645.0,73.0,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,805.0,MD,Reynolds American,M,,PGIUBMUAR,0.0,Cincinnati,United States of America,1-976-507-8347,0.0,O,4.0
Opu7675,2954852.0,83.0,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,688.0,WV,PolyOne,U,453308.0,rgqwzxsvza,1.0,Tulsa,United States of America,1-902-376-9596,0.0,O,9.0
Ceo7676,2421534.0,99.0,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,483.0,MA,"Toys ""R"" Us",D,251108.0,qnxfnq,1.0,Oakland,United States of America,1-532-161-3458,,O,1.0
DZH7677,941243.0,49.0,Gjftxakuhgilmoatmibqcnbbrmq,844.0,MT,Sonoco Products,U,128853.0,lfjtpka,0.0,McAllen,United States of America,1-943-745-8094,0.0,O,7.0
Ocd7678,3133101.0,96.0,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,436.0,NM,Newfield Exploration,M,486933.0,pyeiwbftpsck,3.0,Laredo,Canada,1-162-078-3859,3.0,O,5.0
Uyj7679,2070834.0,12.0,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,336.0,TN,IAC/InterActiveCorp,D,306545.0,Enncjsox,5.0,Fort Collins,Canada,1-881-265-1012,2.0,U,3.0
mhz7680,2617194.0,75.0,Rqhzrjcuikufwfbplxmtpeqb,688.0,PA,MGIC Investment,S,7682.0,Lnprrdeegs,1.0,Sudbury,United States of America,1-781-682-4447,1.0,O,1.0
Sft7681,2752340.0,29.0,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,581.0,NC,American International Group,U,280763.0,PXRXKFTOX,3.0,Simi Valley,Canada,1-716-288-6722,0.0,O,9.0
gza7682,2611991.0,4.0,Jbvoghxtacvunglpdzjhatiusxn,670.0,CO,Health Net,,296945.0,Osanin,1.0,Berkeley,United States of America,1-407-712-3659,2.0,R,6.0
Rem7683,3965576.0,100.0,Pyoruxpsl,671.0,TX,Mueller Industries,U,176399.0,WWWMNN,0.0,Santa Rosa,United States of America,1-747-143-2305,0.0,O,5.0
cko7684,3550405.0,45.0,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,352.0,IN,American National Insurance,U,97252.0,tsqtfhsh,3.0,Mesquite,Canada,1-522-074-1862,4.0,U,10.0
RLN7685,1566093.0,63.0,XRPHDPOQURZXVFLADMA,317.0,VA,Morgan Stanley,S,320588.0,zwyuac,3.0,Regina,United States of America,1-867-195-7669,2.0,O,10.0
Qjl7686,1944507.0,35.0,iqnzhrksgftjekxfljogmqkrbpkstk,809.0,WV,Halliburton,,18284.0,Gzgsvt,4.0,Worcester,United States of America,1-272-128-3403,2.0,R,6.0
YNL7687,3250645.0,61.0,Jbmoxkiflceta,704.0,VT,MGIC Investment,S,,Shirfkrfppb,0.0,Iqaluit,Canada,1-174-194-8365,2.0,,5.0
qpi7688,2806218.0,43.0,Wgfjqmnbm,411.0,AZ,United Services Automobile,S,80228.0,hwxcimvf,1.0,Little Rock,United States of America,1-067-296-1708,,O,2.0
Xxi7689,2826399.0,98.0,,431.0,NY,Spartan Stores,U,39672.0,xqkaxa,,Santa Clarita,Canada,1-688-092-7664,3.0,O,4.0
axi7690,91147.0,84.0,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,362.0,NE,Moog,M,225036.0,cjeriaaeunmp,3.0,Chicago,United States of America,1-784-445-0301,3.0,O,4.0
Wqd7691,1036928.0,,raecjdlfwcwnaaeqeomxmuemrg,532.0,SC,Century Aluminum,M,224427.0,Mhhqranm,2.0,Irving,Canada,1-773-485-4247,3.0,R,4.0
jur7692,2406965.0,18.0,Deamomjpzxjzhfugk,442.0,New Brunswick,Hayes Lemmerz,U,123153.0,Ztrxdxr,5.0,Ontario,United States of America,1-528-873-2585,4.0,O,3.0
NBX7693,3588199.0,14.0,Aktcqktdiehyacjhlqknwg,677.0,KY,EOG Resources,S,,BVMLYNHCFOY,2.0,Stamford,United States of America,1-952-933-5053,1.0,O,10.0
Naf7694,,22.0,Xasjqyptachbyjrnjvfvznkcwdxmpo,565.0,British Columbia,Dresser-Rand Group,M,353487.0,RBVXNHWO,4.0,Victoria,United States of America,1-882-237-0765,2.0,O,8.0
bzc7695,2896930.0,7.0,,365.0,WA,Sealed Air,M,145794.0,Wfmsguhdyyo,3.0,Brownsville,United States of America,1-762-453-2464,1.0,R,5.0
Pmo7696,312676.0,97.0,Nzckdxwdktbsqcaurk,406.0,AK,Blockbuster,W,142515.0,Mcxklhj,3.0,Bellevue,United States of America,1-129-593-2017,5.0,O,5.0
goh7697,16279.0,49.0,Svabwvthdbgivhnelxqvrhqvvgy,774.0,MN,Owens Corning,U,414775.0,Lypuhgeezbgp,0.0,Baltimore,United States of America,1-779-145-2680,5.0,,3.0
Jfb7698,1536113.0,25.0,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,718.0,RI,Robert Half International,S,125271.0,TRKCEX,2.0,Cedar Rapids,United States of America,1-770-255-3860,5.0,R,7.0
Hao7699,184474.0,99.0,Unyjafcdzuerth,588.0,British Columbia,Wesco International,M,,Kihzeilpneap,4.0,Huntington Beach,United States of America,1-336-236-0201,,R,2.0
Dwo7700,2971869.0,44.0,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,764.0,SD,Dana Holding,M,93761.0,pylzfutqftt,1.0,Cedar Rapids,Canada,1-185-085-5742,5.0,O,5.0
RJA7701,2256728.0,96.0,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,,AL,NBTY,U,397902.0,Bsclhehzobfm,2.0,Los Angeles,United States of America,1-957-033-0510,1.0,O,2.0
Lph7702,2127026.0,88.0,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,657.0,British Columbia,Eastman Chemical,M,123538.0,Ieyjqvfhges,4.0,Milwaukee,United States of America,1-485-740-9640,3.0,O,8.0
Rfk7703,3476485.0,33.0,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,769.0,Ontario,Allergan,M,118013.0,Zuttopn,3.0,Detroit,United States of America,1-459-114-0867,2.0,U,
RFU7704,908035.0,8.0,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,776.0,MD,Global Partners,M,45737.0,EHXJIUER,2.0,Nashua,United States of America,1-671-499-0522,5.0,O,7.0
TQH7705,,55.0,HOMAWOXXWEMFPMBHETZHOZBOPJGPFBDFJZQETUMMJAVJO,343.0,IA,Fluor,U,456999.0,ipazhhewr,2.0,Minneapolis,United States of America,1-817-903-4786,0.0,O,4.0
Bbc7706,3054149.0,43.0,uathejgojclvooynhavibvdjhuspwiyxjtrrbidwiabjxyvcuxcifzyqtwphzvxbfcrykaelbw,568.0,PA,FedEx,W,326910.0,vvwizqanbs,3.0,Columbia,United States of America,1-099-914-5598,4.0,U,5.0
Yoj7707,,75.0,,830.0,MA,Polaris Industries,S,166536.0,Lzxpul,2.0,Garden Grove,United States of America,1-102-019-9878,0.0,O,5.0
lvh7708,248269.0,66.0,OHYWSFETLJEYTTMYZDOGFTPBAQKVN,812.0,ID,Torchmark,,337347.0,Dwvezt,3.0,Norfolk,Canada,1-873-941-1147,4.0,R,6.0
Zpr7709,1203267.0,58.0,WSZYJROXWWIWMVXDTZLJRKAPTUGFNIKPCPNRWASXEWEEUXRZALWYHWKU,489.0,Newfoundland,Alliance Data Systems,U,41345.0,WQSZWQBE,2.0,Salem,Canada,1-710-953-4977,4.0,U,6.0
LMG7710,3704743.0,29.0,Qfeecmwaxqhkulepjrwbmihojdaovxcukyrlnphlnimczdwhbxkilgjzuoiyhpupzxvcxxtrztifgd,845.0,UT,American International Group,U,370209.0,DWMXIPKTCN,5.0,Saskatoon,United States of America,1-789-825-2857,1.0,U,9.0
WMF7711,3673540.0,28.0,VIJLPKEZYSJJGTR,735.0,OR,Mohawk Industries,U,343016.0,hrhbmmtj,0.0,Boise,United States of America,1-179-937-7265,4.0,R,0.0
Qov7712,982779.0,93.0,,615.0,ID,Vulcan Materials,D,186990.0,EXIDAUKO,4.0,Irvine,United States of America,1-596-337-6757,3.0,U,4.0
Vkp7713,2778471.0,17.0,,,AL,OfficeMax,W,46562.0,Wqhgxcfrvqe,,Washington,United States of America,1-512-224-7078,4.0,U,6.0
SST7714,2585134.0,98.0,Zmasw,769.0,MN,Michael Foods,U,98412.0,Lwuvkzp,5.0,St. Petersburg,United States of America,1-552-735-4638,5.0,U,
Fuk7715,3591627.0,38.0,Hvwcslkdbovbksvugzeblranwljqocapxusqfhoxknwsbunmtvsdrquws,406.0,UT,Vulcan Materials,S,436056.0,htndjyvd,5.0,Torrance,United States of America,1-127-805-3262,4.0,O,10.0
Brz7716,1819561.0,44.0,DVMTEYEFOGEHXPCXCSOGWGYKOIPFCQAEJN,586.0,ME,,U,36008.0,Iadjghd,3.0,Warren,United States of America,1-985-423-7255,1.0,O,0.0
Faw7717,2857056.0,27.0,Oznikwnqknmmzcqghprkmqgvogyqikwolvmyluhxmsculhddmjcxxwcuijvtebhrdmamuus,630.0,IA,Unum Group,M,417402.0,,1.0,Oakland,United States of America,,0.0,O,10.0
Jtn7718,1393892.0,94.0,Gvpkllxjihwcdekmhwgrvrjjlemqymitgmisuqksneadi,533.0,VT,Domtar,U,273535.0,kvcqpv,1.0,Hull,United States of America,1-019-900-0927,1.0,O,7.0
too7719,759096.0,,vunoywivtxaoteia,328.0,MA,Sentry Insurance Group,M,445562.0,MFRHTZKJ,4.0,Boston,United States of America,1-055-674-3126,2.0,O,
Kcd7720,2288668.0,60.0,cgfbhvbutwppcxeqzjnajirvbyji,753.0,Prince Edward Island,Constellation Energy,M,226333.0,BRXSSYJHS,4.0,Modesto,Canada,1-539-727-9817,2.0,O,9.0
Yhh7721,3580824.0,48.0,Cnqkflteffhlvuvkvlidzxdddhthinttughoacniyaskjqxcunrgjffmddusvcvayyayerjr,512.0,Manitoba,CSX,U,,ijsdxorwqin,3.0,Grand Prairie,United States of America,1-125-903-5459,3.0,O,10.0
Adu7722,1681450.0,36.0,oigxagmffqteeswxkzbgrigdxtvmfgkkymknfeb,432.0,TX,W.W. Grainger,D,,Fuxiyfjtqevk,5.0,Phoenix,Canada,1-591-506-8069,3.0,R,8.0
Kwx7723,1592047.0,67.0,hvvnvoixtwnfzmbjghxksazmfoqqyifvcgqkdqsaknwanpwjavvnifvkfikf,323.0,RI,Kimberly-Clark,,271054.0,Egxkelhxosoh,5.0,Lincoln,United States of America,1-131-877-8296,3.0,O,2.0
uzl7724,3596545.0,63.0,Gfopscpludliujcvdkhcomkp,714.0,MI,Henry Schein,U,64626.0,gmnioeblfn,3.0,Shreveport,United States of America,1-716-805-3703,4.0,O,10.0
UXY7725,3093246.0,55.0,qgkokxkhlxlezcflupfkujkmnetfgxtqvnvnwajxvksuauioivdieovttkpwbd,730.0,PA,State Street Corp.,S,463945.0,Mdqarqysh,5.0,Warren,United States of America,1-506-286-3588,2.0,O,7.0
FRU7726,3867919.0,4.0,xkltqvtdcifskkcnqwkyoawqfszkilztvdcgrfdsrhvmtykrzkcmxdshlwayjjjlstnimjmhcilfjis,346.0,KY,Quanta Services,M,159731.0,frzijg,0.0,Erie,United States of America,1-427-982-9005,,O,5.0
Bjx7727,3245961.0,92.0,bwmnbuxfotmhhrcyzjwwrnhlqfdipsnrfekiuaaltzpthagegtbllneojphxmpvglgr,,OH,Marshall & Ilsley Corp.,M,190805.0,Clktwlprka,5.0,Fargo,United States of America,1-669-946-1808,3.0,R,1.0
zkp7728,600366.0,93.0,xgrescoregiylgtboucvujwksdieiawytiklnlimmvomlbmmdhxfucnrqugodotgspmcheziai,818.0,AR,Oceaneering International,M,43888.0,Fnbcpkispthu,1.0,Wichita,United States of America,1-936-581-5888,1.0,O,7.0
Lbo7729,1738979.0,87.0,Dzmpjafkabapegvhrgb,623.0,KY,Raymond James Financial,S,34137.0,Gnczlyncstm,0.0,Mount Pearl,United States of America,1-740-256-2368,0.0,R,4.0
TFP7730,454564.0,44.0,XJCLEPZFIVOMHEEDDIVHKBXAELURZXM,742.0,IA,Valspar,S,196885.0,Qrlsag,4.0,Mobile,United States of America,1-559-799-0991,1.0,R,5.0
XKQ7731,3912268.0,95.0,Fsqhjvcpihkakzconfp,378.0,British Columbia,Live Nation,M,206705.0,Bqzjycxovl,0.0,Phoenix,United States of America,1-287-631-2055,1.0,O,9.0
DQY7732,1966788.0,61.0,FDWXXMAMQBZKBNOFIIQNDSCADQOENVUDHBWDPJRTOFAKIVOX,323.0,Quebec,,D,337299.0,DCJMXZP,3.0,Fontana,United States of America,1-100-505-6436,3.0,,8.0
Ydl7733,985098.0,23.0,Hxxljrxmownwpfdjzfhhazbnkdfnpiffelsgcxpqxditxaecp,684.0,KS,Health Management Associates,M,280247.0,rnvhdukwyktc,2.0,Toledo,United States of America,1-167-261-7959,5.0,R,2.0
VGT7734,,16.0,Gztlddwbfkctdeykytcx,390.0,ID,Wyndham Worldwide,U,286206.0,Pqvdcrnumij,4.0,Raleigh,United States of America,1-653-504-0712,2.0,O,6.0
Wwi7735,1053231.0,58.0,UKXAT,707.0,Newfoundland,Broadcom,M,153656.0,SOMMLUWO,4.0,Lubbock,United States of America,,1.0,O,8.0
OJF7736,,58.0,dbdoqsilrfcdupggitpkvhybldnpkjhmkarn,368.0,Saskatchewan,Aramark,M,379503.0,Hjucmacpoyg,1.0,San Diego,United States of America,1-388-567-1492,1.0,U,2.0
Czs7737,3885299.0,21.0,Uojulktpnfxloorioipqxhqwsb,534.0,AL,Aventine Renewable Energy,M,19124.0,jxhbe,1.0,Charleston,United States of America,1-801-318-0082,2.0,O,5.0
Zpa7738,895008.0,66.0,GBMBNKNAUUHMFJFEQNTCBMYKAXVPREBJXPVSASRNGVGFLVULZLKZKACREBUFAQQBBAY,379.0,MT,Humana,D,44001.0,Izrbiiz,5.0,Garland,United States of America,1-280-292-5628,2.0,O,9.0
Icx7739,101325.0,92.0,Kmyegtrbw,305.0,MT,U.S. Bancorp,,461564.0,jnvwcxmcygu,3.0,Nashua,United States of America,1-075-286-5992,3.0,O,5.0
jmm7740,1279719.0,38.0,VWVVRWRGIWWWKOMBSUMUFEVZIHAKGIQIHHEAAXFAEZMMC,417.0,GA,Analog Devices,M,313750.0,AJLYHOTFBHX,3.0,Fort Worth,United States of America,1-426-228-4128,5.0,O,1.0
saz7741,3779634.0,,Tmkfklxmjgctanxysefncpqamqeselzmfpezrwabi,536.0,MT,Superior Energy Services,D,78185.0,Hptdnxadnxc,2.0,Sterling Heights,Canada,1-393-250-1404,4.0,R,9.0
Ybr7742,742822.0,66.0,Ajbnzwvejqbkswwvtsy,773.0,CO,Freddie Mac,W,419102.0,Iaahnutner,2.0,Oklahoma City,United States of America,1-130-076-0722,4.0,O,10.0
ncz7743,2761827.0,55.0,Dwsfrkmjeygpqnhalhpmjmubfaphiplvrmaxoxjbuvwlngdgickyoaellsbsouckh,808.0,Saskatchewan,Autodesk,S,91366.0,cxiytr,5.0,Baton Rouge,United States of America,1-984-871-9500,0.0,O,10.0
WWO7744,3749505.0,55.0,Ykznnjuuroxhpuznomzecemrbkgisiutyjsmzkrlfubclazigcci,660.0,HI,Shaw Group,,433487.0,eblgypzk,3.0,Rancho Cucamonga,United States of America,,1.0,R,2.0
TKP7745,391566.0,83.0,nzqeyfxomyrwihdclzsosuosmfeagagowhksexjkl,,TN,Commercial Metals,W,394286.0,pjkbo,2.0,Kansas City,United States of America,1-203-707-3229,0.0,O,4.0
Mqz7746,2959021.0,27.0,hycswjmryjcruwaydqjon,346.0,WY,Laclede Group,U,189157.0,Ebgdmqzzga,1.0,Long Beach,United States of America,1-297-038-0345,5.0,R,7.0
