NumberCars,OwnOrRentFlag,CreditRating,NumberChildren,NumberCreditCards,MaritalStatus,Country,Gender,State,AddressLine1,Income,Phone,FirstName,City,NetWorth,AddressLine2,Employer,MiddleInitial,LastName,AgencyID,PostalCode,Age
1.0,O,,1.0,2.0,U,United States of America,m,MD,20025 routh crescent,20397.0,1-267-357-1943,Otha,Costa Mesa,3810365.0,,Bemis,L,lawlis,law141,v6n 1v9,76.0
2.0,O,664.0,2.0,6.0,U,United States of America,m,New Brunswick,4144 LAKE PARK LANE,463094.0,1-602-756-7919,Rodie,Houston,2641938.0,Suite 397,Securian Financial Group,D,Beebe,Bee142,83702,5.0
4.0,O,789.0,1.0,7.0,U,United States of America,m,HI,3375 sakowitz lane,331900.0,1-793-864-7010,DULCE,Bakersfield,3857323.0,,Ford Motor,,schlange,sch143,80125,65.0
5.0,U,803.0,0.0,0.0,S,United States of America,,ND,7255 berry way,8421.0,1-637-020-2921,Win,Chesapeake,1636212.0,,ConAgra Foods,,Witchlow,Wit144,M5G 1Y7,94.0
4.0,,720.0,4.0,3.0,M,United States of America,F,Nova Scotia,3131 WATHAN SOUTH,35780.0,1-428-797-6325,Roselin,Sandy,2999082.0,,Charter Communications,Q,MEREDITH,MER145,80213,95.0
1.0,R,839.0,0.0,4.0,M,United States of America,m,ME,18440 RYAN NORTH,139897.0,1-011-549-5618,Malanie,Lewiston,2280820.0,,Calpine,,bialkenius,bia146,60737,28.0
4.0,O,621.0,1.0,0.0,D,United States of America,m,Alberta,13222 glen loch road,414119.0,1-993-255-5481,TARYN,Elizabeth,1050866.0,SUITE 464,Crane,P,Swiat,Swi147,90510,76.0
5.0,O,628.0,4.0,3.0,D,United States of America,,VT,7889 MURRAY WAY,234035.0,1-487-749-4448,MALENA,Sudbury,,,Textron,,bullinger,bul148,92882,81.0
3.0,O,813.0,5.0,6.0,W,Canada,F,DE,7527 whale drive,144405.0,1-192-352-2184,Dorie,Austin,603001.0,,Idearc,,TYRRELL,TYR149,98121,38.0
5.0,R,367.0,3.0,3.0,W,United States of America,,MA,17788 eagle trace park,55441.0,1-293-442-4224,Liese,Salinas,3368239.0,,Cabela's,,Fyfe,Fyf150,H2e 1x9,25.0
4.0,O,807.0,2.0,10.0,D,United States of America,,CA,7661 GRANT WAY,392869.0,1-078-502-6700,tele,Peoria,1042629.0,,EOG Resources,,Sicard,Sic151,23503,0.0
3.0,O,501.0,4.0,8.0,U,United States of America,F,Manitoba,4806 crystal hills street,402416.0,1-430-909-3001,astra,Sydney,1948746.0,,,,CASTEN,CAS152,40208,61.0
0.0,O,490.0,2.0,10.0,U,United States of America,,TN,4211 WILLS NORTH,89984.0,1-392-455-0895,marnia,San Antonio,3113862.0,,Burlington Coat Factory,S,Choy,Cho153,75201,3.0
2.0,O,321.0,3.0,3.0,W,United States of America,,FL,7524 linberg north,395773.0,1-273-921-9787,AMY,Oklahoma City,2777290.0,,Southwest Airlines,,CHACKO,CHA154,93852,77.0
1.0,R,,0.0,6.0,U,United States of America,f,CA,14266 lemming south,126662.0,1-012-993-4538,HAMILTON,Miami,2210073.0,,RPM International,E,beil,bei155,32312,8.0
4.0,O,446.0,1.0,7.0,U,United States of America,m,CO,1427 ADDAX LANE,132008.0,1-890-859-4211,Kuldip,Yonkers,1999684.0,,Amazon.com,J,Eleftheriou,Ele156,90059,34.0
5.0,O,428.0,5.0,2.0,M,United States of America,F,Saskatchewan,1625 fernando court,417218.0,1-080-032-3031,krystalle,Columbia,2119678.0,,Neiman Marcus,,o'grady,o'g157,77006,15.0
0.0,O,423.0,0.0,5.0,S,United States of America,,UT,335 floresta north,360063.0,1-561-620-7173,Stella,Lubbock,169808.0,,Goldman Sachs Group,,Katchmar,Kat158,23224,66.0
5.0,O,499.0,4.0,6.0,U,United States of America,,ME,22806 garson east,100516.0,1-017-439-0362,Marie-josee,Chattanooga,1072732.0,,Boeing,O,Luin,Lui159,10055,55.0
1.0,O,342.0,1.0,7.0,S,United States of America,f,NH,5524 vermack street,16814.0,1-248-539-6621,Nashib,Fargo,2261442.0,,United Refining,,Klavkalns,Kla160,35830,8.0
1.0,U,632.0,3.0,1.0,M,United States of America,,VA,18105 electra street,,1-611-789-5569,Annette,Omaha,2234368.0,,D.R. Horton,Z,Brunsting,Bru161,v6m 1s9,7.0
3.0,O,525.0,1.0,6.0,M,United States of America,,TX,719 holman court,315962.0,1-023-151-8130,LENA,Yonkers,575288.0,,Jarden,Q,Apter,Apt162,22304,97.0
5.0,R,371.0,1.0,9.0,M,United States of America,f,Saskatchewan,23553 MEMORIAL RUE,299268.0,1-005-574-3523,Christian,Spokane,1102479.0,,Systemax,,schuette,sch163,06101,95.0
1.0,O,699.0,3.0,4.0,U,United States of America,,NH,16759 park avenue,301490.0,1-550-487-1571,Morrie,Tulsa,2995388.0,,Marriott International,,Lanava,Lan164,78756,92.0
3.0,O,435.0,2.0,8.0,M,United States of America,F,VA,12296 WILLIAMS LOWER,36052.0,1-280-494-1415,LYMAN,Garden Grove,1147193.0,,Expeditors International,,Fusca,Fus165,93003,17.0
1.0,U,512.0,4.0,2.0,U,United States of America,F,IA,9625 ALLEN BOULEVARD,437483.0,1-803-438-4141,REUBEN,Fort Lauderdale,1136540.0,,Great Plains Energy,R,Nevardauskis,Nev166,T5D 1P2,81.0
5.0,O,552.0,,6.0,M,Canada,f,NC,10340 jarvis road,152971.0,1-566-299-2351,Hermon,Philadelphia,1677669.0,,Danaher,,SHACKLEFORD,SHA167,10108,13.0
0.0,O,,2.0,8.0,M,Canada,,NH,13143 goodwin lane,449495.0,1-586-363-4189,Paqs,Sydney,2160706.0,,,P,Sauck,Sau168,t5c 1l3,78.0
4.0,O,687.0,1.0,5.0,M,United States of America,,AL,7160 BEATTY RUE,349827.0,1-505-124-9029,GAETAN,Waterbury,2525665.0,,Watson Wyatt Worldwide,,frischknecht,fri169,M5B 1Z8,78.0
3.0,R,433.0,1.0,0.0,M,United States of America,,British Columbia,22679 chimney rock west,9562.0,1-897-996-9812,leese,Tacoma,3517622.0,,Yahoo,O,fernandez,fer170,V6H 1W2,85.0
1.0,,746.0,2.0,7.0,U,United States of America,M,MD,6769 pasadena upper,24514.0,1-922-919-5858,Amelie,Charlottetown,,,Convergys,,LANDERS,LAN171,90308,68.0
0.0,R,405.0,0.0,9.0,M,Canada,,IA,20622 MCAFEE COURT,407985.0,1-326-572-2988,TAMRA,Independence,97675.0,,Celanese,,Bhasin,Bha172,M5e 1y2,1.0
5.0,O,805.0,5.0,,M,United States of America,M,ND,10526 LINWOOD LANE,,1-076-972-4311,bang,Escondido,,,Dana Holding,,Jordan,Jor173,80029,83.0
4.0,O,819.0,4.0,5.0,M,United States of America,F,NY,21088 vessey crescent,257897.0,1-341-595-8408,HILDEGARDE,Lansing,3569070.0,,XTO Energy,,KNUDSEN,KNU174,30350,78.0
0.0,O,648.0,5.0,0.0,M,United States of America,F,OR,10884 ryan avenue,261143.0,,Carmody,Anaheim,1507616.0,,Alliance Data Systems,,Hamelin,Ham175,97240,
5.0,R,401.0,5.0,10.0,U,United States of America,,MO,1481 gale court,110615.0,1-536-952-5040,Dareen,Glendale,514151.0,,Franklin Resources,,MAUER,MAU176,R3A 1M1,5.0
2.0,U,484.0,0.0,8.0,U,United States of America,F,CT,18390 martins east,407799.0,1-663-917-0422,WEN,Chula Vista,2903408.0,Apt. 426,Fidelity National Financial,,Rezansoff,Rez177,73172,43.0
4.0,O,463.0,4.0,1.0,U,Canada,,MO,23208 porter crescent,195242.0,1-843-773-1791,MOT,Orlando,1695814.0,,FirstEnergy,,Koa,Koa178,V6s 1p9,53.0
3.0,O,335.0,0.0,5.0,U,United States of America,m,MN,17026 durand north,315490.0,1-823-567-1252,leese,Cleveland,868465.0,,Commercial Metals,B,HANNEMAN,HAN179,90140,13.0
5.0,O,,4.0,10.0,U,United States of America,,NC,16533 devonshire park,22201.0,1-744-421-7512,nettie,Huntington,2810709.0,,Genzyme,I,jakim,jak180,94639,7.0
4.0,R,381.0,5.0,7.0,M,United States of America,,TN,8965 griffin east,441579.0,1-621-744-1484,AILEE,Fayetteville,3593363.0,,US Airways Group,C,umphres,ump181,22307,17.0
2.0,O,708.0,2.0,1.0,M,Canada,,NV,22451 larner court,342730.0,1-973-214-3381,chan,Riverside,2607636.0,,Advanced Micro Devices,G,Wickham,Wic182,55116,67.0
5.0,R,354.0,4.0,8.0,M,Canada,F,AL,3681 HOLLY KNOLL CRESCENT,117267.0,1-428-266-1600,RAY,Dayton,2735642.0,Apt. 540,United Parcel Service,,Gates,Gat183,M6s 1i5,54.0
1.0,,547.0,4.0,10.0,S,United States of America,,NE,5678 dayton street,260107.0,1-334-466-5299,Robinette,Corona,1501732.0,,Fastenal,,bott,bot184,92708,5.0
1.0,O,761.0,1.0,9.0,D,United States of America,,KS,15591 holgate lane,166760.0,1-249-478-5643,Rocke,Oklahoma City,397072.0,,Core-Mark Holding,T,DAVID-YERUMO,DAV185,V6r 1q6,28.0
4.0,O,659.0,1.0,1.0,M,United States of America,F,NY,23477 havenridge rue,401021.0,1-804-228-8548,Suzette,Dallas,3399757.0,,Boise,,HILLARD,HIL186,63178,5.0
4.0,R,351.0,2.0,9.0,M,United States of America,,NY,18267 cape lane,70945.0,1-564-230-0062,Myla,Durham,2684548.0,,DST Systems,,warburton,war187,x7j 1r5,
3.0,O,608.0,3.0,7.0,S,United States of America,m,Saskatchewan,2928 POTOMAC UPPER,389391.0,1-781-339-9073,dacia,Tacoma,3041622.0,apt. 48,United States Steel,,MACHNICKI-HYNES,MAC188,M5e 1y7,72.0
4.0,O,706.0,2.0,3.0,S,United States of America,F,Prince Edward Island,14656 pasadena park,63226.0,1-096-116-9962,CHELSIE,Alexandria,3211816.0,,Pepco Holdings,A,levitin,lev189,23257,12.0
0.0,O,391.0,4.0,8.0,M,United States of America,,Alberta,16983 flagler drive,206220.0,1-914-194-6997,abbas,Hialeah,127026.0,apt. 968,Acuity Brands,,Gooderham,Goo190,V6I 1U7,71.0
5.0,R,461.0,4.0,2.0,W,United States of America,,Ontario,17212 LANDER SOUTH,,1-733-360-9116,Rec,Denver,588945.0,,Baker Hughes,E,Kohalmi-hill,Koh191,94539,90.0
4.0,O,510.0,4.0,2.0,U,United States of America,M,TN,23764 sabine west,337152.0,1-591-402-8026,Elaine,Fort Lauderdale,1962620.0,,Newell Rubbermaid,,AYLWIN,AYL192,H7h 1v4,20.0
,O,805.0,2.0,5.0,W,United States of America,F,VA,16271 vista south,312074.0,1-326-180-9322,Katharine,Mesa,178193.0,,Westlake Chemical,E,CHOUHAN,CHO193,15201,58.0
2.0,O,702.0,4.0,7.0,M,United States of America,,TX,1080 LAVENDER LANE,68551.0,1-784-796-6844,LILIAN,Cleveland,2102811.0,,Jones Lang LaSalle,G,DITKO,DIT194,t5a 1n6,57.0
4.0,O,368.0,1.0,3.0,W,United States of America,,MT,10856 summer street,488800.0,1-662-625-4671,CATI,Lewiston,2246854.0,,Burger King Holdings,,EMIG,EMI195,78784,43.0
3.0,R,520.0,2.0,8.0,W,United States of America,m,IL,17021 edwards crescent,431633.0,1-627-590-4931,Luong,Tallahassee,1312448.0,APT. 392,Hovnanian Enterprises,,Ryder,Ryd196,H6d 1w8,39.0
0.0,O,666.0,3.0,2.0,S,United States of America,,WY,7726 TALLOWOOD UPPER,72797.0,1-055-694-7984,JUOZAS,El Monte,295993.0,,Medical Mutual of Ohio,S,meisner,mei197,06705,87.0
0.0,O,587.0,1.0,9.0,S,United States of America,,NC,19097 foxfire north,260576.0,1-166-844-7429,Lysy,Sioux Falls,1220003.0,,Lockheed Martin,,Cegelski,Ceg198,M5c 1v9,57.0
4.0,O,643.0,5.0,4.0,U,United States of America,,ND,8161 PINTO ROAD,200096.0,1-516-930-4640,ULA,Columbia,2400476.0,,Yum Brands,Z,haigh,hai199,90759,58.0
,R,484.0,4.0,5.0,,United States of America,,GA,9659 sakowitz west,,1-261-215-4290,Francesca,San Francisco,2900897.0,,Wesco International,J,clendening,cle200,22301,28.0
3.0,R,,1.0,3.0,U,United States of America,,VA,15306 pike park,267656.0,1-681-572-7662,emili,Santa Clara,3942140.0,,Volt Information Sciences,W,Ciesielski,Cie201,19165,95.0
1.0,R,676.0,2.0,8.0,S,United States of America,f,Prince Edward Island,21891 dewey street,35253.0,1-288-967-5460,yogesh,Greensboro,2118119.0,,Western Union,,Parypa,Par202,75007,98.0
5.0,O,300.0,2.0,4.0,M,United States of America,f,OR,8155 storeywood road,113159.0,1-315-022-2148,Xantippe,Waco,338540.0,,,K,LOZINSKI,LOZ203,90302,55.0
2.0,R,,3.0,8.0,,Canada,,WI,20871 dewdrop street,297444.0,1-707-402-6121,TINO,Rochester,2617116.0,APT. 630,Lubrizol,,Pascal,Pas204,84092,14.0
3.0,O,831.0,1.0,9.0,M,United States of America,,ID,1121 GREENE PARK,52092.0,1-186-893-7846,AGGIE,Tampa,1459711.0,,C.H. Robinson Worldwide,,Aula,Aul205,v6d 1u1,30.0
3.0,O,609.0,1.0,7.0,M,United States of America,F,MT,23849 westerley south,30249.0,1-571-918-3795,Alane,Paterson,1804959.0,,Celgene,N,barnes,bar206,99503,90.0
2.0,O,679.0,0.0,2.0,S,United States of America,,MD,1540 murie rue,483052.0,1-206-055-2128,ABBYE,Fullerton,2957472.0,,Leggett & Platt,,ELLIOTT,ELL207,80960,69.0
4.0,O,634.0,0.0,6.0,U,United States of America,m,NY,16633 raymond road,287060.0,1-963-724-8044,aleen,London,2919293.0,suite 344,Fidelity National Information,P,forslund,for208,53743,67.0
1.0,O,338.0,1.0,4.0,W,Canada,,HI,18676 turman drive,274154.0,1-050-641-8503,collen,Newark,3610130.0,,Arch Coal,U,Burbidge,Bur209,t6d 1k1,41.0
5.0,O,332.0,5.0,4.0,M,United States of America,F,DE,1808 HARDY STREET,379659.0,1-020-258-1680,NEALA,Buffalo,1209441.0,,Affinia Group Intermediate,,FOLLMER,FOL210,91350,2.0
0.0,O,721.0,0.0,8.0,M,United States of America,m,PA,11115 midland avenue,,,CELISSE,El Paso,1058712.0,,Kellogg,,Leder,Led211,37916,89.0
4.0,O,351.0,1.0,3.0,,United States of America,,IN,24950 sheppard lane,100796.0,1-886-961-7857,MEHMET,Toledo,1946028.0,,PerkinElmer,N,kopke,kop212,22329,88.0
1.0,O,564.0,1.0,6.0,M,Canada,,MT,6450 LEMMING RUE,128277.0,1-999-799-7384,Carlis,Sterling Heights,1420984.0,,Limited Brands,,paylor,pay213,M1i 1r8,90.0
1.0,O,379.0,3.0,9.0,M,United States of America,,WY,19342 wycliffe park,147414.0,1-362-078-4138,marshal,New Haven,213235.0,,OfficeMax,,PALACEK,PAL214,h5i 1p1,54.0
1.0,O,727.0,2.0,8.0,S,United States of America,,FL,7582 woodway south,51559.0,1-174-723-5263,Fabien,Dallas,472425.0,,J.B. Hunt Transport Services,,felton,fel215,M1I 1R5,53.0
2.0,O,578.0,3.0,2.0,U,United States of America,,RI,22526 QUEENSBURY LOWER,355622.0,1-898-789-3598,basia,Milwaukee,1160132.0,,American Express,,ATWELL-BYRNE,ATW216,53739,89.0
5.0,O,642.0,1.0,10.0,W,United States of America,M,CO,18833 3rd park,468116.0,1-482-305-5399,FARID,Anaheim,2869995.0,,Occidental Petroleum,S,Mcbeth,Mcb217,06603,31.0
1.0,O,,0.0,1.0,M,United States of America,M,SD,19394 canoas west,276728.0,1-834-784-7657,jyoti,Huntington Beach,3727044.0,apt. 3,Shaw Group,B,Jalaie,Jal218,28247,1.0
3.0,R,554.0,0.0,,S,Canada,,TX,9941 ROYALTON DRIVE,135306.0,1-864-555-5341,Jandy,Naperville,2293241.0,,W.W. Grainger,,vempati,vem219,h7g 1u9,57.0
1.0,U,733.0,0.0,6.0,U,United States of America,,VT,10177 pecos crescent,99566.0,1-475-209-3369,VO,Iqaluit,2846515.0,,IDT,D,BARNICKEL,BAR220,90831,10.0
2.0,O,345.0,4.0,10.0,M,United States of America,M,IN,20823 WEST CHAPEL AVENUE,263959.0,1-459-456-1848,Kien,Winnipeg,1619956.0,,General Mills,U,PESOLD,PES221,M4j 1o7,74.0
2.0,R,644.0,0.0,6.0,M,United States of America,F,UT,13483 ROCKDALE DRIVE,441498.0,1-802-797-1712,Tybi,St. Petersburg,2367607.0,,RBS Global,,Shaughnessy,Sha222,77288,28.0
3.0,U,564.0,0.0,3.0,S,United States of America,M,NV,9645 HAYDEN BOULEVARD,429621.0,,Nhien,Waterbury,3795566.0,,Realogy,J,Schmeing,Sch223,77117,96.0
1.0,O,465.0,3.0,10.0,M,United States of America,,TX,6066 fillmore lower,181214.0,1-224-760-3774,Florance,Lubbock,734762.0,,ArvinMeritor,L,Materna,Mat224,45263,42.0
,O,652.0,4.0,8.0,D,United States of America,,OR,293 conier avenue,212502.0,1-511-883-9082,Ros,London,908994.0,,Amkor Technology,,JAIN,JAI225,v6g 1p4,64.0
5.0,O,714.0,4.0,6.0,M,United States of America,,Ontario,7000 ansley lane,244545.0,,Genevieve,Des Moines,2561296.0,,Lear,,KARNAZES,KAR226,72247,
5.0,R,383.0,4.0,10.0,M,Canada,,Saskatchewan,13635 jarvis south,218681.0,1-405-014-0029,EMILIO,Madison,3181069.0,APT. 587,Asbury Automotive Group,,gustafson,gus227,E7n 1j9,49.0
,O,336.0,5.0,7.0,,United States of America,,MO,17362 COFFEY UPPER,296916.0,1-076-073-0994,JANEEN,Scottsdale,2632226.0,,Limited Brands,K,Annas,Ann228,45272,81.0
0.0,O,626.0,2.0,9.0,,Canada,,UT,12279 trafalgar crescent,453659.0,1-690-040-0846,cathrin,Mount Pearl,,,Beazer Homes USA,R,labenek,lab229,x7j 1q2,57.0
3.0,U,549.0,0.0,0.0,S,United States of America,f,IL,24717 MIDLAND LANE,194450.0,1-211-707-3341,kirstin,Iqaluit,1151333.0,,,M,flindall,fli230,80952,42.0
5.0,O,492.0,4.0,0.0,U,United States of America,,NM,11493 worley park,49533.0,1-642-203-7899,giles,Moreno Valley,2763939.0,,Acuity Brands,,satkunaseelan,sat231,38157,30.0
2.0,O,327.0,4.0,0.0,M,United States of America,,NC,6492 HAMMOND AVENUE,394819.0,1-792-738-9524,Ted,Naperville,370710.0,,ABM Industries,I,thornley,tho232,06703,56.0
3.0,O,545.0,3.0,10.0,S,United States of America,m,AZ,8954 bagby north,342754.0,1-881-269-3949,hayden,Norfolk,1192164.0,,,L,CRIPPS,CRI233,v6u 1r8,3.0
1.0,O,571.0,0.0,0.0,M,United States of America,M,CT,11622 josey south,224435.0,1-537-303-6219,Gail,Louisville,223487.0,,Southwestern Energy,V,Gascon,Gas234,28231,53.0
0.0,O,423.0,2.0,7.0,W,United States of America,f,VA,11538 collinwood avenue,37717.0,1-682-154-3638,las,Akron,2341143.0,,Delta Air Lines,,Chavers,Cha235,63107,67.0
1.0,O,655.0,0.0,4.0,,United States of America,,NV,20913 vickers boulevard,286483.0,1-512-708-0580,Noelyn,Whitehorse,1774784.0,,ITT,,Nettles,Net236,H2g 1w7,94.0
0.0,O,488.0,5.0,0.0,M,United States of America,m,VA,22274 VICKERY CRESCENT,185412.0,1-598-440-6359,izak,Salem,3951308.0,,Health Management Associates,,WOODROW,WOO237,55416,37.0
4.0,,352.0,,6.0,M,United States of America,,British Columbia,881 vance jackson south,472518.0,1-281-206-9270,bernita,Memphis,2756025.0,,Western Union,,valerien,val238,V6d 1u5,75.0
,O,810.0,1.0,0.0,M,United States of America,f,VA,15079 DECATUR RUE,425307.0,1-442-133-8200,Karmen,Fayetteville,1833112.0,,Family Insurance Group,,Berndt,Ber239,93782,51.0
2.0,O,686.0,2.0,8.0,D,United States of America,,TX,10424 mitchell street,304909.0,1-607-062-8891,Rio,Lansing,698884.0,,Advance Auto Parts,F,labranche,lab240,90252,74.0
0.0,R,389.0,2.0,0.0,M,Canada,m,CO,14195 VERDE PARK,231226.0,,ISABELLE,Atlanta,3287261.0,,J.P. Morgan Chase & Co.,X,VREUGDENHIL,VRE241,85759,100.0
0.0,U,761.0,0.0,,M,United States of America,F,GA,10608 bissonnet road,219026.0,1-141-622-5196,Micro,Gary,3337290.0,,Fidelity National Financial,,GOODINSON,GOO242,M5g 1x8,
0.0,O,589.0,1.0,4.0,D,United States of America,,NE,11237 balmoral way,414993.0,1-500-101-2792,maribel,Atlanta,2963197.0,,Toro,S,chaput,cha243,78746,28.0
0.0,O,492.0,0.0,1.0,M,United States of America,F,NC,15621 yaupon lower,24837.0,1-655-973-7192,NADYA,Dawson City,1487009.0,,Mueller Water Products,W,TAMARELLI,TAM244,H2f 1z1,18.0
2.0,U,442.0,5.0,10.0,D,United States of America,M,OK,12387 SAUNDERS WEST,200645.0,1-972-039-2576,Darrell,Mobile,3177428.0,Suite 463,Energy Future Holdings,,CUMPSTON,CUM245,77288,77.0
4.0,O,649.0,3.0,8.0,S,United States of America,,MO,6156 holmes court,22605.0,1-764-148-5233,Hoy,Santa Clarita,1886280.0,,Weis Markets,E,SIMONOVICH,SIM246,35277,14.0
0.0,O,337.0,0.0,8.0,U,United States of America,,AR,17521 REILLY STREET,,1-399-618-9069,shana,Chicago,1853087.0,,MasterCard,,Estes,Est247,36134,23.0
4.0,R,572.0,,8.0,D,United States of America,F,MT,20093 canterbury way,389524.0,1-628-481-6657,HQ,Nashua,195847.0,,Oracle,P,haney,han248,V6t 1u3,1.0
4.0,U,666.0,3.0,0.0,M,United States of America,,Newfoundland,11930 alabama south,232945.0,1-085-050-1119,Co,West Covina,3727580.0,,Mutual of America Life,Y,Peers,Pee249,99597,58.0
2.0,O,567.0,3.0,4.0,D,United States of America,M,OR,22780 terrace lower,390626.0,1-993-284-6634,Beb,Mesa,2993662.0,,JetBlue Airways,T,blidy,bli250,V6N 1V1,98.0
5.0,O,574.0,3.0,5.0,,United States of America,,NM,6481 century lane,286207.0,1-395-464-9156,Sherrill,El Paso,2886788.0,,Western Refining,,Leavell,Lea251,T6d 1h7,76.0
5.0,,498.0,0.0,2.0,S,United States of America,F,FL,11293 rice avenue,391468.0,1-811-547-9696,takehiko,Victoria,3672610.0,,Western Refining,U,Willhoff,Wil252,M7o 1c5,59.0
5.0,R,836.0,2.0,9.0,U,Canada,f,MS,9828 WEST EAST,171326.0,,FLOSSIE,Hayward,3245637.0,,Bristol-Myers Squibb,,komenda,kom253,M2q 1e8,81.0
2.0,,759.0,3.0,8.0,M,United States of America,,Saskatchewan,10369 gemini way,294972.0,1-648-501-2866,Chryste,Oshawa,959636.0,,AutoNation,,Welsford,Wel254,64172,31.0
3.0,O,563.0,5.0,6.0,S,United States of America,,NE,23445 GATES WAY,131039.0,1-332-974-4753,Sheelagh,Hamilton,1037702.0,,Boeing,,Lacombe,Lac255,85265,1.0
1.0,U,313.0,5.0,8.0,S,United States of America,f,TN,2160 WEIZMANN DRIVE,480287.0,1-217-048-6379,DICKENS,Oklahoma City,69141.0,,Advanced Micro Devices,,Honda,Hon256,h5k 1p8,28.0
0.0,O,771.0,4.0,6.0,M,United States of America,,OR,16716 fresco road,276404.0,,Maury,Portland,2818725.0,,Unitrin,,Conley,Con257,M2P 1F6,36.0
0.0,O,717.0,5.0,1.0,S,United States of America,,ID,17068 simpson road,435481.0,1-246-119-5490,Dorothy,Macon,3153373.0,,Liberty Media,,handley,han258,V6U 1U9,47.0
4.0,O,355.0,4.0,2.0,D,United States of America,,WV,23276 dillbeck upper,,,CHICKIE,Yellow Knife,616608.0,,Jarden,,WOJTECKI,WOJ259,V6F 1W7,77.0
4.0,O,383.0,4.0,10.0,U,United States of America,f,MI,24268 hayden west,499891.0,1-347-479-6259,Lavinia,Santa Rosa,1014586.0,,Cincinnati Financial,P,Amini,Ami260,92711,91.0
5.0,O,579.0,5.0,1.0,S,United States of America,f,AL,2682 LUMBER PARK,394640.0,1-881-547-3819,Kristine,Fort Wayne,1679903.0,,Steel Dynamics,A,Mo,Mo261,60779,46.0
4.0,O,324.0,3.0,5.0,M,Canada,,TN,4129 crestline avenue,359040.0,1-155-847-4022,tobi,Inglewood,1062919.0,,OGE Energy,,BUREK,BUR262,90790,36.0
5.0,R,752.0,2.0,0.0,M,United States of America,m,Manitoba,18257 mahonia west,429949.0,1-946-987-5835,Frederica,London,3684297.0,,Hartford Financial Services,X,Kosten,Kos263,80908,18.0
5.0,O,723.0,2.0,2.0,D,Canada,m,CO,19050 cordoba upper,333500.0,,Cayla,Waterbury,1805618.0,,Penske Automotive Group,,Borel,Bor264,74129,27.0
2.0,U,349.0,,1.0,S,United States of America,,OR,1121 greene park,480399.0,,BRIAN,Salem,1852935.0,,Amkor Technology,K,LARCHE,LAR265,M9e 1u6,79.0
2.0,O,643.0,5.0,4.0,W,United States of America,,CO,13762 silver sage way,73398.0,1-551-913-3853,ROCH,Dayton,1528702.0,,Psychiatric Solutions,,BOURDEAU,BOU266,93663,72.0
3.0,O,390.0,0.0,0.0,W,United States of America,,NC,22629 bagby east,,1-666-863-1257,Charly,Frederick,178411.0,,Calpine,,Panter,Pan267,84119,26.0
4.0,O,801.0,4.0,7.0,U,United States of America,m,Alberta,13296 wayside boulevard,446105.0,1-938-871-9739,joli,Thousand Oaks,2245432.0,,Saks,,Walbridge,Wal268,82602,31.0
0.0,O,741.0,4.0,2.0,S,Canada,M,VT,9824 OLYMPIA STREET,128126.0,1-333-561-7008,Kasper,Escondido,3058077.0,,BE Aerospace,,Muehle,Mue269,94429,2.0
2.0,O,821.0,1.0,8.0,D,Canada,,VT,6907 ferncliff crescent,371101.0,1-514-023-2587,Joo-geok,Independence,723251.0,Apt. 986,Exterran Holdings,,Zubans,Zub270,H2A 1V4,81.0
3.0,O,830.0,,5.0,M,United States of America,,SC,24573 lyons avenue,263066.0,1-027-811-2670,Winona,Corpus Christi,3755553.0,,Penn National Gaming,D,Seidman,Sei271,40511,69.0
0.0,R,441.0,1.0,,M,United States of America,F,SD,15407 fillmore north,,1-475-590-2337,king-haut,Santa Rosa,757755.0,,PetSmart,,Cavasin,Cav272,M5b 1y9,69.0
3.0,R,484.0,1.0,2.0,D,United States of America,F,New Brunswick,850 leon lower,453776.0,1-214-794-0930,DARLENE,Burlington,3610784.0,,First Data,,Hartell,Har273,E7N 1P6,80.0
4.0,O,653.0,5.0,8.0,,United States of America,M,Manitoba,14635 greene rue,494609.0,1-988-429-0103,Deana,Overland Park,2994154.0,,Liz Claiborne,R,Naugle,Nau274,h5k 1o7,14.0
0.0,R,727.0,2.0,7.0,D,Canada,,NJ,21034 windchime lower,233618.0,1-143-517-2347,Laurette,Huntsville,612241.0,,Alcoa,,Stegman,Ste275,95203,39.0
1.0,O,535.0,,0.0,U,United States of America,m,TX,15868 dewdrop park,,1-709-720-3248,Renell,Berkeley,1352198.0,,Perini,D,Choo-kang,Cho276,23513,0.0
5.0,R,320.0,4.0,9.0,W,United States of America,f,MD,10232 oak hill west,154521.0,1-314-831-7578,Meriann,Casper,2534935.0,,Hudson City Bancorp,R,Luxford,Lux277,T5c 1j1,59.0
4.0,O,775.0,4.0,1.0,W,United States of America,F,WV,950 WILLS WEST,438162.0,1-342-101-7385,KATALIN,Toledo,3189762.0,,Sigma-Aldrich,,Farnsworth,Far278,V6z 1q9,60.0
3.0,O,606.0,4.0,,M,United States of America,F,OH,23223 WOODLAWN UPPER,352602.0,1-419-495-9429,Gayel,Cheyenne,447872.0,,Plains Exploration,,Shinjo,Shi279,73121,4.0
4.0,O,,2.0,5.0,S,United States of America,f,NH,23208 porter crescent,194788.0,1-992-551-4676,Lourdes,Fresno,3207012.0,,W.R. Berkley,P,Piperni,Pip280,75267,74.0
