prospect_gncd,prospect_crdtrtng,prospect_nmbrcrs,prospect_ncm,prospect_ct,prospect_ddrssln2,prospect_phn,prospect_nmbrchldrn,prospect_mrtlstts,prospect_g,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
Mat224,465.0,1.0,181214.0,Lubbock,,1-224-760-3774,3.0,M,42.0,O,ArvinMeritor,10.0,734762.0
JAI225,652.0,,212502.0,London,,1-511-883-9082,4.0,D,64.0,O,Amkor Technology,8.0,908994.0
KAR226,714.0,5.0,244545.0,Des Moines,,,4.0,M,,O,Lear,6.0,2561296.0
gus227,383.0,5.0,218681.0,Madison,APT. 587,1-405-014-0029,4.0,M,49.0,R,Asbury Automotive Group,10.0,3181069.0
Ann228,336.0,,296916.0,Scottsdale,,1-076-073-0994,5.0,,81.0,O,Limited Brands,7.0,2632226.0
lab229,626.0,0.0,453659.0,Mount Pearl,,1-690-040-0846,2.0,,57.0,O,Beazer Homes USA,9.0,
fli230,549.0,3.0,194450.0,Iqaluit,,1-211-707-3341,0.0,S,42.0,U,,0.0,1151333.0
sat231,492.0,5.0,49533.0,Moreno Valley,,1-642-203-7899,4.0,U,30.0,O,Acuity Brands,0.0,2763939.0
tho232,327.0,2.0,394819.0,Naperville,,1-792-738-9524,4.0,M,56.0,O,ABM Industries,0.0,370710.0
CRI233,545.0,3.0,342754.0,Norfolk,,1-881-269-3949,3.0,S,3.0,O,,10.0,1192164.0
Gas234,571.0,1.0,224435.0,Louisville,,1-537-303-6219,0.0,M,53.0,O,Southwestern Energy,0.0,223487.0
Cha235,423.0,0.0,37717.0,Akron,,1-682-154-3638,2.0,W,67.0,O,Delta Air Lines,7.0,2341143.0
Net236,655.0,1.0,286483.0,Whitehorse,,1-512-708-0580,0.0,,94.0,O,ITT,4.0,1774784.0
WOO237,488.0,0.0,185412.0,Salem,,1-598-440-6359,5.0,M,37.0,O,Health Management Associates,0.0,3951308.0
val238,352.0,4.0,472518.0,Memphis,,1-281-206-9270,,M,75.0,,Western Union,6.0,2756025.0
Ber239,810.0,,425307.0,Fayetteville,,1-442-133-8200,1.0,M,51.0,O,Family Insurance Group,0.0,1833112.0
lab240,686.0,2.0,304909.0,Lansing,,1-607-062-8891,2.0,D,74.0,O,Advance Auto Parts,8.0,698884.0
VRE241,389.0,0.0,231226.0,Atlanta,,,2.0,M,100.0,R,J.P. Morgan Chase & Co.,0.0,3287261.0
GOO242,761.0,0.0,219026.0,Gary,,1-141-622-5196,0.0,M,,U,Fidelity National Financial,,3337290.0
cha243,589.0,0.0,414993.0,Atlanta,,1-500-101-2792,1.0,D,28.0,O,Toro,4.0,2963197.0
TAM244,492.0,0.0,24837.0,Dawson City,,1-655-973-7192,0.0,M,18.0,O,Mueller Water Products,1.0,1487009.0
CUM245,442.0,2.0,200645.0,Mobile,Suite 463,1-972-039-2576,5.0,D,77.0,U,Energy Future Holdings,10.0,3177428.0
SIM246,649.0,4.0,22605.0,Santa Clarita,,1-764-148-5233,3.0,S,14.0,O,Weis Markets,8.0,1886280.0
Est247,337.0,0.0,,Chicago,,1-399-618-9069,0.0,U,23.0,O,MasterCard,8.0,1853087.0
han248,572.0,4.0,389524.0,Nashua,,1-628-481-6657,,D,1.0,R,Oracle,8.0,195847.0
Pee249,666.0,4.0,232945.0,West Covina,,1-085-050-1119,3.0,M,58.0,U,Mutual of America Life,0.0,3727580.0
bli250,567.0,2.0,390626.0,Mesa,,1-993-284-6634,3.0,D,98.0,O,JetBlue Airways,4.0,2993662.0
Lea251,574.0,5.0,286207.0,El Paso,,1-395-464-9156,3.0,,76.0,O,Western Refining,5.0,2886788.0
Wil252,498.0,5.0,391468.0,Victoria,,1-811-547-9696,0.0,S,59.0,,Western Refining,2.0,3672610.0
kom253,836.0,5.0,171326.0,Hayward,,,2.0,U,81.0,R,Bristol-Myers Squibb,9.0,3245637.0
Wel254,759.0,2.0,294972.0,Oshawa,,1-648-501-2866,3.0,M,31.0,,AutoNation,8.0,959636.0
Lac255,563.0,3.0,131039.0,Hamilton,,1-332-974-4753,5.0,S,1.0,O,Boeing,6.0,1037702.0
Hon256,313.0,1.0,480287.0,Oklahoma City,,1-217-048-6379,5.0,S,28.0,U,Advanced Micro Devices,8.0,69141.0
Con257,771.0,0.0,276404.0,Portland,,,4.0,M,36.0,O,Unitrin,6.0,2818725.0
han258,717.0,0.0,435481.0,Macon,,1-246-119-5490,5.0,S,47.0,O,Liberty Media,1.0,3153373.0
WOJ259,355.0,4.0,,Yellow Knife,,,4.0,D,77.0,O,Jarden,2.0,616608.0
Ami260,383.0,4.0,499891.0,Santa Rosa,,1-347-479-6259,4.0,U,91.0,O,Cincinnati Financial,10.0,1014586.0
Mo261,579.0,5.0,394640.0,Fort Wayne,,1-881-547-3819,5.0,S,46.0,O,Steel Dynamics,1.0,1679903.0
BUR262,324.0,4.0,359040.0,Inglewood,,1-155-847-4022,3.0,M,36.0,O,OGE Energy,5.0,1062919.0
Kos263,752.0,5.0,429949.0,London,,1-946-987-5835,2.0,M,18.0,R,Hartford Financial Services,0.0,3684297.0
Bor264,723.0,5.0,333500.0,Waterbury,,,2.0,D,27.0,O,Penske Automotive Group,2.0,1805618.0
LAR265,349.0,2.0,480399.0,Salem,,,,S,79.0,U,Amkor Technology,1.0,1852935.0
BOU266,643.0,2.0,73398.0,Dayton,,1-551-913-3853,5.0,W,72.0,O,Psychiatric Solutions,4.0,1528702.0
Pan267,390.0,3.0,,Frederick,,1-666-863-1257,0.0,W,26.0,O,Calpine,0.0,178411.0
Wal268,801.0,4.0,446105.0,Thousand Oaks,,1-938-871-9739,4.0,U,31.0,O,Saks,7.0,2245432.0
Mue269,741.0,0.0,128126.0,Escondido,,1-333-561-7008,4.0,S,2.0,O,BE Aerospace,2.0,3058077.0
Zub270,821.0,2.0,371101.0,Independence,Apt. 986,1-514-023-2587,1.0,D,81.0,O,Exterran Holdings,8.0,723251.0
Sei271,830.0,3.0,263066.0,Corpus Christi,,1-027-811-2670,,M,69.0,O,Penn National Gaming,5.0,3755553.0
Cav272,441.0,0.0,,Santa Rosa,,1-475-590-2337,1.0,M,69.0,R,PetSmart,,757755.0
Har273,484.0,3.0,453776.0,Burlington,,1-214-794-0930,1.0,D,80.0,R,First Data,2.0,3610784.0
Nau274,653.0,4.0,494609.0,Overland Park,,1-988-429-0103,5.0,,14.0,O,Liz Claiborne,8.0,2994154.0
Ste275,727.0,0.0,233618.0,Huntsville,,1-143-517-2347,2.0,D,39.0,R,Alcoa,7.0,612241.0
Cho276,535.0,1.0,,Berkeley,,1-709-720-3248,,U,0.0,O,Perini,0.0,1352198.0
Lux277,320.0,5.0,154521.0,Casper,,1-314-831-7578,4.0,W,59.0,R,Hudson City Bancorp,9.0,2534935.0
Far278,775.0,4.0,438162.0,Toledo,,1-342-101-7385,4.0,W,60.0,O,Sigma-Aldrich,1.0,3189762.0
Shi279,606.0,3.0,352602.0,Cheyenne,,1-419-495-9429,4.0,M,4.0,O,Plains Exploration,,447872.0
Pip280,,4.0,194788.0,Fresno,,1-992-551-4676,2.0,S,74.0,O,W.R. Berkley,5.0,3207012.0
Sug281,685.0,0.0,437119.0,Sacramento,,1-183-910-2398,1.0,W,66.0,O,Cooper-Standard Holdings,6.0,303926.0
Kum282,770.0,0.0,66431.0,Fargo,,1-114-136-8583,5.0,M,36.0,O,Ryder System,5.0,3685802.0
LOR283,694.0,4.0,380368.0,Rapid City,,1-985-895-6709,4.0,M,55.0,O,Merck,4.0,3180558.0
KUR284,530.0,1.0,7377.0,Raleigh,Apt. 247,1-864-279-4768,3.0,D,57.0,O,Chubb,4.0,
ser285,609.0,5.0,87533.0,Oshawa,,1-744-443-0610,0.0,S,76.0,O,Cummins,1.0,3507884.0
Ado286,619.0,2.0,76061.0,Yellow Knife,,1-710-698-6175,4.0,M,63.0,O,Advance Auto Parts,3.0,2230968.0
Bol287,821.0,4.0,486482.0,Casper,,1-473-272-4862,3.0,M,76.0,O,Airgas,7.0,814197.0
sav288,553.0,4.0,436307.0,Oshawa,,1-767-745-4346,,M,22.0,O,Mattel,6.0,2254862.0
Mar289,529.0,,420621.0,Bismarck,,1-072-333-8934,0.0,D,,O,Rite Aid,,91935.0
Bar290,507.0,1.0,187944.0,Calgary,,,1.0,W,7.0,O,Forest Laboratories,4.0,1818938.0
Woo291,726.0,0.0,146651.0,Ontario,,1-113-957-9923,2.0,S,4.0,O,Pioneer Natural Resources,8.0,177543.0
Bir292,684.0,2.0,118757.0,San Diego,,1-270-496-9696,1.0,,39.0,O,H&R Block,8.0,3078579.0
Lav293,,1.0,467906.0,Yellow Knife,,1-151-106-1324,1.0,U,84.0,O,Colgate-Palmolive,4.0,1222308.0
Mcm294,314.0,0.0,89920.0,Palmdale,,1-130-325-1266,0.0,S,26.0,O,CBS,7.0,3341105.0
Pau295,,,43770.0,Stockton,,1-102-293-7755,1.0,S,72.0,O,Cytec Industries,4.0,3128005.0
Lea296,645.0,2.0,435272.0,Cincinnati,Suite 130,1-177-880-1774,4.0,W,20.0,U,Calumet Specialty Products,9.0,
Seh297,713.0,3.0,464094.0,Winnipeg,,1-042-914-3849,1.0,U,100.0,R,Popular,8.0,
hit298,357.0,0.0,474686.0,Omaha,,1-074-076-1898,3.0,U,83.0,O,Patterson-UTI Energy,9.0,594723.0
GAS299,649.0,1.0,106730.0,Iqaluit,,1-217-087-5277,,D,45.0,U,Viacom,5.0,787771.0
hue300,835.0,1.0,97186.0,West Covina,apt. 35,1-377-905-7875,1.0,M,56.0,,Calumet Specialty Products,0.0,148371.0
Kle301,,4.0,161132.0,Overland Park,,1-205-909-8362,1.0,M,65.0,O,AMR,0.0,2760822.0
Win302,629.0,2.0,393718.0,Brownsville,,1-752-780-8339,,M,96.0,R,Olin,1.0,2240874.0
Mar303,587.0,3.0,31765.0,Sioux Falls,,,2.0,U,40.0,O,Bon-Ton Stores,1.0,3676798.0
SWA304,786.0,0.0,411526.0,Jacksonville,Suite 113,1-147-089-1963,3.0,M,51.0,R,Werner Enterprises,8.0,1137557.0
Joy305,415.0,4.0,316374.0,Erie,,1-956-899-9979,3.0,M,85.0,O,PepsiCo,10.0,978089.0
mcr306,791.0,5.0,233970.0,Saskatoon,suite 308,1-149-281-5678,4.0,S,11.0,O,American Electric Power,5.0,3268379.0
Pre307,413.0,3.0,185988.0,St. Petersburg,,1-880-678-6428,5.0,M,100.0,R,Community Health Systems,0.0,2476914.0
HIN308,428.0,2.0,443246.0,Toronto,,1-589-765-3895,5.0,M,51.0,O,IAC/InterActiveCorp,7.0,
Sel309,810.0,1.0,474421.0,Spokane,,1-413-343-2912,1.0,W,,O,Jack in the Box,10.0,3405002.0
Wea310,324.0,2.0,256222.0,Long Beach,,1-312-593-5173,0.0,U,39.0,U,U.S. Bancorp,2.0,1958810.0
TOM311,587.0,4.0,396342.0,Fort Worth,,1-805-115-9823,1.0,,47.0,O,PharMerica,6.0,1941022.0
Ens312,700.0,0.0,4870.0,Orlando,,1-956-260-8837,1.0,,,,AGL Resources,1.0,1309748.0
Ger313,734.0,2.0,379475.0,Lakewood,,1-451-999-0585,3.0,S,66.0,O,Arkansas Best,,3632370.0
Bat314,651.0,4.0,422366.0,Huntington,,,2.0,S,83.0,,BorgWarner,0.0,2475001.0
LON315,555.0,4.0,67927.0,Hampton,,1-359-607-4329,4.0,W,49.0,R,Pride International,,2075664.0
Tun316,614.0,4.0,363160.0,Oceanside,,1-363-394-6166,2.0,M,,R,DaVita,1.0,1250329.0
eis317,794.0,4.0,419888.0,Winston-Salem,,1-015-803-2474,2.0,M,73.0,O,Xerox,8.0,212451.0
Vuc318,482.0,1.0,229870.0,Norfolk,,1-362-478-2862,5.0,D,86.0,U,Republic Services,8.0,3049747.0
bea319,591.0,0.0,158840.0,Birmingham,Apt. 453,1-558-480-1200,5.0,U,48.0,O,Cephalon,2.0,2417447.0
Fer320,566.0,1.0,430061.0,Philadelphia,,1-703-636-9996,0.0,U,,O,,8.0,2612998.0
Soo321,381.0,0.0,194526.0,Boise,,1-154-086-1903,,M,37.0,O,National Fuel Gas,6.0,734375.0
Bir322,374.0,0.0,424188.0,Fullerton,,1-547-387-1078,2.0,D,68.0,O,Target,7.0,3717995.0
Ver323,328.0,0.0,470701.0,Regina,,1-748-212-2340,0.0,U,,O,Expedia,,956825.0
De 324,807.0,1.0,404911.0,Sandy,,1-846-315-1764,,S,66.0,O,Hudson City Bancorp,8.0,
Bla325,311.0,3.0,,Mesa,,1-179-983-1576,4.0,S,14.0,O,PharMerica,1.0,2390111.0
Hur326,647.0,5.0,436285.0,Provo,,1-073-769-1833,3.0,S,69.0,O,Men's Wearhouse,5.0,3576639.0
ray327,622.0,0.0,391695.0,Kitchener,,1-353-395-2825,4.0,,35.0,O,Williams,,339669.0
nix328,570.0,3.0,479851.0,Idaho Falls,,1-771-657-6355,0.0,U,78.0,R,SPX,7.0,2731417.0
zag329,840.0,4.0,409873.0,Allentown,,1-942-527-3307,5.0,S,33.0,R,BE Aerospace,8.0,2179616.0
Roi330,389.0,0.0,245133.0,Waterbury,,,4.0,M,77.0,O,Wells Fargo,2.0,
Hog331,467.0,,181694.0,Raleigh,,1-205-874-4529,5.0,M,94.0,,,2.0,2950835.0
Mar332,793.0,2.0,106385.0,Baton Rouge,Apt. 345,,2.0,S,19.0,O,Lincoln National,8.0,1515524.0
Col333,749.0,4.0,488485.0,Oshawa,APT. 492,1-831-988-7672,2.0,,50.0,O,Targa Resources,3.0,2007473.0
neg334,789.0,3.0,90218.0,Carrollton,,1-079-481-2220,2.0,D,65.0,O,Spherion,8.0,1757951.0
Wil335,768.0,2.0,308552.0,Columbus,,1-853-953-1134,1.0,,29.0,O,Family Insurance Group,8.0,1980948.0
Gos336,625.0,5.0,380031.0,Cedar Rapids,,1-471-099-6976,5.0,U,37.0,O,Adobe Systems,6.0,1630998.0
Ntp337,751.0,2.0,348345.0,Yonkers,,1-235-350-8301,5.0,M,56.0,O,Blockbuster,0.0,463905.0
mil338,460.0,1.0,406014.0,Flint,,1-020-844-6258,4.0,S,,O,Radian Group,3.0,352542.0
TEL339,812.0,,55811.0,Kitchener,,1-101-164-5047,4.0,U,46.0,R,M&F Worldwide,8.0,3243615.0
RIV340,532.0,4.0,456536.0,Grand Prairie,,1-424-458-1913,4.0,M,28.0,O,MeadWestvaco,0.0,156383.0
hol341,509.0,4.0,42908.0,Alexandria,,1-071-151-3531,1.0,U,31.0,R,RadioShack,8.0,3366650.0
Fry342,461.0,5.0,319596.0,Overland Park,,1-548-500-5378,4.0,U,55.0,R,Abbott Laboratories,0.0,3762007.0
Esc343,,2.0,146636.0,Columbia,,1-780-269-2599,,S,26.0,O,Phoenix,2.0,2915479.0
LID344,332.0,5.0,282004.0,Fort Smith,,1-503-223-2295,2.0,M,93.0,,Medical Mutual of Ohio,4.0,518175.0
BAY345,371.0,5.0,339377.0,Kitchener,,1-036-637-5684,4.0,M,14.0,R,National Oilwell Varco,1.0,3240188.0
SED346,546.0,1.0,391590.0,Lowell,Apt. 449,1-117-775-7922,1.0,U,30.0,O,Cincinnati Financial,8.0,492570.0
SHU347,754.0,3.0,319668.0,Fairbanks,,1-420-197-0842,1.0,M,18.0,U,Ecolab,6.0,3189432.0
hin348,516.0,4.0,251066.0,St. Catharines,,1-057-255-5641,,U,69.0,O,Baldor Electric,2.0,1862636.0
Luw349,737.0,1.0,122433.0,San Buenaventura,Apt. 954,1-864-198-2367,1.0,W,60.0,O,Smithfield Foods,1.0,1891784.0
PCB350,404.0,4.0,229086.0,San Diego,,1-089-865-4449,2.0,D,77.0,O,Hormel Foods,1.0,2999683.0
BEZ351,583.0,4.0,387138.0,Syracuse,,1-848-728-0817,2.0,M,,O,Patterson,0.0,1482145.0
Buc352,461.0,5.0,192643.0,Charlotte,,1-816-138-9438,3.0,U,62.0,O,Anadarko Petroleum,8.0,2237352.0
RAM353,343.0,5.0,301108.0,Winnipeg,,1-036-611-5081,3.0,M,96.0,O,Michael Foods,2.0,2903967.0
THR354,431.0,3.0,448626.0,Pembroke Pines,,1-841-019-7366,0.0,W,45.0,O,International Game Technology,0.0,2208391.0
RAU355,319.0,1.0,432792.0,Plano,,1-285-189-5251,4.0,M,65.0,R,Western Digital,10.0,1052954.0
Gol356,504.0,5.0,499596.0,Fort Wayne,,1-632-062-4993,2.0,M,12.0,O,Sonoco Products,0.0,3751568.0
Upd357,611.0,4.0,30189.0,San Buenaventura,,1-614-232-0003,4.0,M,71.0,O,Verizon Communications,6.0,1980882.0
MOR358,359.0,4.0,111428.0,Mount Pearl,,1-035-288-5444,2.0,,38.0,O,Securian Financial Group,2.0,579641.0
SHA359,398.0,5.0,146638.0,Sandy,,1-477-970-4729,2.0,W,7.0,O,Electronic Arts,2.0,3476510.0
Cla360,,3.0,40323.0,Henderson,,1-092-479-3305,4.0,M,30.0,O,LandAmerica Financial Group,4.0,505464.0
LIC361,537.0,0.0,461807.0,Mobile,,1-618-745-5747,0.0,,58.0,O,C.H. Robinson Worldwide,0.0,2494978.0
PEL362,743.0,5.0,184868.0,Hilo,Suite 471,1-363-472-9200,5.0,U,8.0,O,Alaska Air Group,1.0,1609289.0
Ash363,432.0,5.0,125814.0,Virginia Beach,,1-430-155-3830,3.0,M,18.0,O,Buildings Materials Corp.,8.0,
DYN364,614.0,2.0,267270.0,Fullerton,,1-637-251-1599,3.0,S,83.0,R,Interactive Brokers Group,10.0,1681770.0
Lar365,704.0,0.0,408878.0,Lancaster,,1-392-994-6165,1.0,M,50.0,O,Rockwell Automation,6.0,
ENG366,604.0,2.0,418717.0,Durham,,1-351-837-0111,3.0,M,88.0,R,Pantry,0.0,2933990.0
Har368,556.0,0.0,345984.0,Fort Wayne,,1-352-607-5329,2.0,U,60.0,R,Werner Enterprises,5.0,2112951.0
Hey369,344.0,2.0,171271.0,Seattle,,1-227-269-1037,5.0,U,52.0,O,Cisco Systems,1.0,3418282.0
leh370,388.0,0.0,448397.0,Vancouver,,1-208-109-2479,3.0,W,48.0,O,Lockheed Martin,6.0,2898609.0
Co-371,416.0,4.0,359271.0,Tucson,apt. 926,1-265-022-0496,,U,40.0,O,SanDisk,8.0,1765032.0
Elt372,709.0,2.0,322068.0,Oxnard,,1-220-323-3039,2.0,M,69.0,O,News Corp.,6.0,3176317.0
Alv373,426.0,2.0,76346.0,Corona,,1-055-237-4260,,M,42.0,O,Markel,5.0,461490.0
YOK374,665.0,0.0,469442.0,Sacramento,,1-285-900-2874,1.0,M,39.0,R,Silgan Holdings,2.0,3164372.0
ZIN375,547.0,2.0,167918.0,Escondido,,1-562-501-9401,0.0,M,19.0,O,SPX,3.0,1294197.0
zim376,558.0,0.0,104354.0,Chicago,,1-572-985-7236,4.0,U,10.0,O,L-3 Communications,,661877.0
laf377,511.0,4.0,467285.0,Frederick,,1-378-748-1930,4.0,M,47.0,O,Thermo Fisher Scientific,9.0,2709193.0
POP378,504.0,1.0,,Thousand Oaks,,1-525-579-7508,,S,83.0,R,Kimberly-Clark,7.0,1744304.0
men379,693.0,5.0,72940.0,Mobile,,1-901-469-7568,2.0,S,,O,Church & Dwight,6.0,1670195.0
TUR380,454.0,5.0,150336.0,Pomona,,,4.0,M,42.0,O,Vanguard Health Systems,0.0,1443342.0
fee381,372.0,0.0,81333.0,Little Rock,,1-260-434-2400,4.0,D,2.0,O,Embarq,10.0,681302.0
ter382,568.0,0.0,117399.0,Hilo,,1-304-461-8478,3.0,S,67.0,O,AMC Entertainment,9.0,3406439.0
BAR383,530.0,4.0,489099.0,Simi Valley,,1-413-648-3099,4.0,M,,R,Sigma-Aldrich,4.0,315234.0
Tap384,770.0,0.0,201358.0,Las Vegas,,1-229-508-9311,5.0,M,77.0,O,Leap Wireless International,7.0,2584094.0
Mod385,646.0,1.0,47401.0,Ottawa,Apt. 936,1-259-692-4195,4.0,,19.0,O,CME Group,2.0,
cim386,397.0,4.0,259459.0,Vallejo,APT. 587,1-798-192-2357,4.0,U,8.0,O,Allstate,1.0,977864.0
Sal387,713.0,3.0,351789.0,Iqaluit,,1-093-204-5478,1.0,M,,O,Curtiss-Wright,1.0,1163838.0
bru388,346.0,2.0,206326.0,Lowell,,1-564-311-0205,1.0,M,83.0,O,Family Dollar Stores,9.0,69460.0
GAU389,482.0,4.0,341402.0,Rochester,,1-789-574-4753,3.0,D,43.0,O,Spectrum Brands,8.0,3599223.0
LOB390,753.0,5.0,438918.0,Salinas,,1-270-694-9104,3.0,D,46.0,O,Comerica,2.0,1381885.0
DAN391,691.0,1.0,413943.0,Buffalo,,1-659-227-7397,5.0,M,14.0,,CenturyTel,10.0,171313.0
SAL392,587.0,1.0,211789.0,Cincinnati,,1-154-445-3681,0.0,M,72.0,R,Scholastic,6.0,1373558.0
Mar393,566.0,0.0,237314.0,Memphis,,1-154-688-7786,5.0,S,29.0,R,Boise,0.0,2335796.0
Bra394,323.0,3.0,22080.0,Chicago,,1-768-261-0631,1.0,M,51.0,O,Amkor Technology,7.0,2494081.0
Koc395,344.0,5.0,481195.0,Mount Pearl,,1-413-720-1871,4.0,M,81.0,O,Ameren,8.0,252245.0
Pla396,765.0,0.0,208298.0,Palmdale,,1-875-794-5779,0.0,W,67.0,O,DirecTV Group,4.0,3970725.0
mcc397,,1.0,221.0,Grand Rapids,,1-515-931-7519,4.0,W,91.0,O,Williams,7.0,2030035.0
Des398,650.0,0.0,207979.0,Whitehorse,,1-243-258-4789,4.0,M,43.0,O,U.S. Bancorp,6.0,2227601.0
NOR399,466.0,4.0,,Fort Wayne,,1-608-078-5547,2.0,M,27.0,R,Spherion,,1012111.0
Paq400,538.0,4.0,,Elizabeth,,1-982-075-1883,,W,1.0,U,Nasdaq OMX Group,3.0,1927066.0
Sfi401,780.0,2.0,287081.0,Fort Lauderdale,,1-326-811-3709,4.0,M,91.0,O,Nicor,8.0,2530133.0
Amo402,690.0,4.0,126706.0,Waco,,1-907-100-6458,0.0,M,55.0,O,Coventry Health Care,5.0,2695189.0
Say403,660.0,3.0,435365.0,Buffalo,,1-279-100-2128,4.0,W,46.0,O,Winn-Dixie Stores,5.0,392585.0
ang404,369.0,3.0,257974.0,Providence,,1-923-860-0562,3.0,U,62.0,R,Pepsi Bottling,2.0,3170355.0
lig405,368.0,3.0,145250.0,Chesapeake,,1-990-841-0058,4.0,M,67.0,O,Oceaneering International,6.0,57156.0
Sch406,434.0,0.0,340395.0,Austin,,1-192-723-4902,0.0,,51.0,O,Lexmark International,4.0,237138.0
BRA407,500.0,2.0,121125.0,Chattanooga,,1-018-125-3814,5.0,U,49.0,O,WellPoint,9.0,2960029.0
Coa408,521.0,4.0,328766.0,Vancouver,,1-585-604-8746,3.0,M,40.0,O,Capital One Financial,1.0,2645718.0
NAR409,573.0,0.0,223976.0,Fort Worth,,1-897-010-8443,0.0,M,59.0,O,Aleris International,4.0,2500380.0
cai410,474.0,3.0,338008.0,Irving,,1-424-251-0934,5.0,S,83.0,O,Sentry Insurance Group,2.0,
hol411,,3.0,36596.0,Sterling Heights,,1-769-010-6742,4.0,D,49.0,U,Atmos Energy,2.0,823819.0
YED412,702.0,4.0,289137.0,Toronto,,1-521-013-9070,3.0,D,22.0,R,Visteon,6.0,1279474.0
GIA413,314.0,1.0,454271.0,Great Falls,,1-793-128-8100,3.0,U,16.0,R,Molex,7.0,1723410.0
TOO414,363.0,1.0,296199.0,Charlotte,,1-918-771-5318,1.0,M,71.0,O,OfficeMax,1.0,3099344.0
Sei415,467.0,5.0,439149.0,Fairbanks,,1-593-981-3882,1.0,M,84.0,O,VeraSun Energy,10.0,3268514.0
REN416,494.0,3.0,304065.0,Fort Wayne,Apt. 250,1-299-722-3778,0.0,S,36.0,O,Oil States International,6.0,3782981.0
Sax417,653.0,,228020.0,Little Rock,,1-311-843-6163,4.0,D,94.0,O,Ruddick,1.0,103988.0
des418,337.0,2.0,158386.0,Glendale,,1-987-774-4255,5.0,W,86.0,R,Public Storage,3.0,2211238.0
KUH419,701.0,1.0,,Waterbury,,1-582-851-4667,5.0,S,,O,PG&E Corp.,0.0,1719692.0
men420,632.0,5.0,334302.0,Abilene,,1-748-807-5619,5.0,S,44.0,O,Portland General Electric,10.0,1068987.0
Ado421,774.0,1.0,461356.0,Sherbrooke,,1-668-942-2081,5.0,D,62.0,O,Northrop Grumman,1.0,3841340.0
SHA422,589.0,3.0,68100.0,Bismarck,apt. 68,1-835-309-0718,3.0,M,31.0,O,UGI,2.0,3119163.0
mcm423,574.0,1.0,426915.0,San Diego,,1-029-745-0264,,M,39.0,O,PC Connection,7.0,428749.0
ver424,342.0,0.0,415992.0,Honolulu,Suite 162,1-034-268-2410,1.0,S,32.0,U,Alaska Air Group,6.0,2815691.0
Bur425,305.0,4.0,,Baton Rouge,,1-351-767-4357,5.0,M,97.0,O,Kroger,4.0,
kau426,647.0,2.0,152237.0,Wichita,,1-220-502-9436,2.0,M,84.0,O,Dean Foods,2.0,1842060.0
mcc427,595.0,,200548.0,Ontario,Apt. 486,1-917-467-8858,5.0,D,37.0,O,Flowserve,7.0,798572.0
Ube428,426.0,0.0,84477.0,St. Johns,,1-581-355-8837,1.0,M,68.0,O,,2.0,1392742.0
Sel429,589.0,4.0,4497.0,Casper,,1-902-687-8840,0.0,,14.0,O,Quest Diagnostics,0.0,408801.0
mai430,777.0,5.0,118996.0,Paterson,,1-018-440-3314,1.0,W,34.0,O,Bob Evans Farms,9.0,3118464.0
NIS431,768.0,3.0,,Buffalo,,1-088-562-9127,4.0,U,52.0,O,FMC Technologies,9.0,2876206.0
Hol432,505.0,5.0,249611.0,Lansing,,1-392-708-4577,3.0,M,98.0,O,HealthSouth,6.0,2351716.0
log433,,5.0,198480.0,West Valley,,1-871-818-2480,4.0,,20.0,O,Calumet Specialty Products,2.0,524711.0
Fra434,418.0,0.0,323601.0,Santa Clara,,1-084-880-2764,0.0,U,,O,Sovereign Bancorp,6.0,2574607.0
str435,729.0,2.0,279066.0,Wilmington,,1-089-951-8709,0.0,D,48.0,O,Spansion,10.0,545131.0
pon436,676.0,3.0,195110.0,North Las Vegas,,,3.0,U,14.0,O,Valassis Communications,9.0,2543419.0
cro437,322.0,5.0,437319.0,Vallejo,,1-307-703-8251,2.0,S,0.0,O,Dr Pepper Snapple Group,8.0,3500291.0
HAR438,608.0,0.0,208507.0,Fort Collins,,1-167-782-5615,0.0,W,70.0,O,Jabil Circuit,3.0,838235.0
Mat439,742.0,4.0,398251.0,Nashville,,1-995-846-4370,3.0,D,47.0,O,Altria Group,6.0,1330041.0
Shi440,706.0,0.0,202621.0,Charlottetown,,1-915-835-5972,0.0,M,55.0,U,Assurant,9.0,1893527.0
LAN441,522.0,0.0,33679.0,Austin,,1-961-267-6325,4.0,U,61.0,,Expedia,5.0,1803737.0
Pas442,530.0,3.0,439541.0,Riverside,,1-923-688-2626,5.0,U,20.0,U,American Express,2.0,3766589.0
PRO443,771.0,3.0,78673.0,Montreal,,1-728-690-0207,4.0,M,67.0,O,Owens-Illinois,7.0,
mar444,575.0,3.0,432392.0,Las Cruces,suite 169,1-662-874-9689,3.0,U,53.0,O,U.S. Bancorp,4.0,
san445,471.0,1.0,94915.0,Scottsdale,,1-039-088-4738,5.0,W,90.0,R,Coca-Cola,3.0,3980032.0
RUD446,660.0,1.0,395989.0,Chandler,,1-308-666-2754,0.0,M,46.0,O,Saks,8.0,3241950.0
doy447,640.0,1.0,303420.0,Orlando,,1-581-838-9349,2.0,S,,O,PSS World Medical,,2433890.0
Wie448,337.0,1.0,316111.0,Anchorage,,1-815-389-2428,3.0,S,16.0,R,Eaton,5.0,3625876.0
Kie449,630.0,5.0,202658.0,Hollywood,,1-658-160-2015,,M,46.0,O,Western Refining,8.0,744412.0
