prospect_AgID,prospect_MaSt,prospect_CreRa,prospect_Co,prospect_In,prospect_St,prospect_OORFl,prospect_FiNa,prospect_LaNa,prospect_MidIn,prospect_Pho,prospect_NuChil,prospect_Ag,prospect_Ci,prospect_AddLi1,prospect_NuC,prospect_Em,prospect_NuCreCar,prospect_NeWor
wcq7600,S,597.0,United States of America,459767.0,MA,O,Eqrxuc,wcqqbslcxugdqpbzbmbqvlahw,A,1-328-944-9786,2.0,31.0,Stockton,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,0.0,Covance,7.0,379282.0
Klc7601,M,603.0,United States of America,106459.0,Alberta,R,PDAXUXBMPOVTKJUR,Klcanpomjmuwosnasroukafsxtufz,,1-899-864-9421,2.0,64.0,Thousand Oaks,RSSNUTWWLOKIHRRTPEAFTLBF,2.0,Interactive Brokers Group,4.0,3271265.0
Jrd7602,D,662.0,,51021.0,AR,U,Adftxl,Jrdmn,,1-877-997-8896,1.0,38.0,Nashua,Sachwqwddeyfxvagihsjxtcsibaejb,,SkyWest,5.0,1530364.0
GDQ7603,W,838.0,United States of America,494931.0,VA,R,Gaksvvggpbleteofow,GDQESTOSFCKVLPZEQPNFIKQLTXB,,1-750-900-0823,4.0,47.0,Tallahassee,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,2.0,Best Buy,0.0,3731860.0
fnm7604,M,791.0,United States of America,429859.0,OR,O,Ijstknxzfzsvqmy,fnmqzceohwapysohiuofkhjpwzgv,,,2.0,,Brownsville,Sbutxmtwkb,5.0,Sears Holdings,9.0,2488858.0
Ymu7605,S,692.0,Canada,,ID,O,jvhwyzbcwdrrqmlbvpjwbohhemm,Ymuvinagbzdhiwglzfacood,e,1-347-704-7823,4.0,76.0,Charlotte,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,1.0,Frontier Oil,7.0,2301347.0
Pxj7606,W,673.0,,464086.0,IA,O,nhhjbqktsr,Pxjmfwpwm,R,1-228-976-2888,3.0,60.0,Oakland,mnkidgiyajigobghpnkdvauwiubpjb,0.0,Automatic Data Processing,8.0,1736571.0
Rsd7607,U,331.0,Canada,207651.0,TN,O,Lmhtjwddyqbzlxgv,Rsdlvo,M,,,73.0,Fort Wayne,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,3.0,,7.0,2399483.0
Qqh7608,U,744.0,United States of America,260418.0,Nova Scotia,O,BXFLGQTJSJDQAUCXXJXWHTQU,Qqhwdyopkfs,,1-760-429-1328,,37.0,Chula Vista,Fmrydeogisvvtrpsfonolelpnqcbkrr,4.0,Comerica,2.0,2982744.0
udq7609,M,446.0,United States of America,,Ontario,U,Tlaihggmhfiuezhjgps,udqexswxytatsvxw,Q,1-253-879-8833,1.0,50.0,Peoria,Xhggtfwyslxvgeiuzjfxewcsweefq,5.0,Baldor Electric,6.0,1611011.0
Ghl7610,M,,Canada,316963.0,MD,O,DSRXJZKFJTIVXLBAX,Ghlflxgkavpsqvkpun,M,1-401-256-3483,4.0,0.0,Lexington,,0.0,Commercial Metals,0.0,2999167.0
mtk7611,W,,Canada,84046.0,AR,O,Annsrbdzywmpqvigpn,mtkfmxripistepftjaxfosviokgqsf,,1-175-910-8245,,,Salem,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,5.0,,,
QIY7612,M,723.0,United States of America,368990.0,Saskatchewan,O,Mrawpcvb,QIYQRALNIIONMKDZB,,1-565-191-3419,3.0,,San Jose,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,0.0,Molina Healthcare,9.0,3307491.0
Ohz7613,S,348.0,Canada,124382.0,OH,O,yociu,Ohzpaqjtc,,1-921-688-5401,0.0,81.0,Kansas City,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,2.0,Plains All American Pipeline,2.0,2057260.0
djg7614,M,666.0,United States of America,9263.0,VA,O,DQNVNWPYSMLDGXJVBUHUKDLRSLN,djgtucxplpftr,,1-925-155-0170,0.0,52.0,Windsor,Gvdteormavfflajkedaclod,2.0,Agilent Technologies,,53179.0
Iad7615,M,,United States of America,334181.0,ID,U,wfnjfn,Iaduje,,1-185-691-2951,4.0,68.0,Chicago,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,2.0,AutoZone,3.0,690086.0
EMG7616,M,844.0,United States of America,314001.0,WI,R,WWWEN,EMGQKGEOTCGAFGDZVTRUAVGZYPM,H,1-067-518-3854,1.0,,Evansville,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,0.0,,8.0,2025465.0
Hjn7617,M,766.0,Canada,168309.0,MS,O,Krjcfgq,Hjnljezrxojeaoustvawackahexa,,1-188-554-1671,4.0,36.0,Honolulu,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,1.0,Universal Health Services,8.0,695307.0
CYP7618,M,521.0,United States of America,322765.0,OK,O,Fxmpengjsaf,CYPTBBGPWKKKFNOUHJ,D,1-168-215-2223,4.0,31.0,Cleveland,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,2.0,Time Warner,10.0,3238398.0
KPN7619,W,306.0,United States of America,311253.0,GA,O,Eobtk,KPNRNVLRFUTOWOERTCSIRQZ,h,1-228-022-3056,5.0,55.0,Livonia,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,1.0,Sealed Air,7.0,1213578.0
Vbi7620,W,411.0,United States of America,140296.0,TN,R,Abahrdfcbtscoblhaovnjkbx,Vbimifwtrtvb,x,1-926-766-1124,5.0,66.0,Little Rock,Blsmawjjdmdamrhqyqgzmbkfa,5.0,Sprint Nextel,9.0,103708.0
ehb7621,M,,United States of America,439984.0,SC,O,bhephgijqbu,ehbcbdctlcspuvwbqveohanmkolbw,,1-538-797-1948,5.0,22.0,Halifax,Stofpzwyhkpmuq,1.0,,3.0,1086081.0
TMQ7622,U,702.0,United States of America,454011.0,AR,O,KECNVVPGTOXHIGOUAWLHU,TMQACIIUMYYZHYX,C,1-627-234-0841,0.0,51.0,Peoria,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,5.0,Quiksilver,8.0,1349626.0
Lsb7623,S,842.0,United States of America,191541.0,MT,R,xppmtvztaifqynlbmofxonnus,Lsbutxufufshmkqnscnhx,y,1-876-492-0782,5.0,26.0,San Jose,,1.0,Valspar,1.0,1083092.0
Dpz7624,U,528.0,United States of America,,WY,R,kzntoukktuqqfuyeo,Dpzpfctp,u,1-436-946-7319,1.0,100.0,Charlotte,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,2.0,Timken,0.0,1662799.0
Zuj7625,W,300.0,United States of America,,WY,R,TDRLAQZARCGRAMDDMCWP,Zujmcfzznpfohsdp,,1-281-780-2897,3.0,13.0,Hilo,cnckvldjedzgdqhy,3.0,,5.0,3548540.0
Jqk7626,S,752.0,United States of America,269215.0,WV,O,shbaeyxyrjfietruntrdeyqkc,Jqkozdva,,1-421-286-4139,1.0,11.0,Yonkers,,2.0,Occidental Petroleum,7.0,881414.0
ijb7627,M,303.0,Canada,193126.0,CA,O,Zururxrihusergiba,ijbcvbgglqupyentiqncsnswyygl,,1-908-354-2709,4.0,62.0,Modesto,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,0.0,,0.0,1712200.0
NMO7628,M,418.0,United States of America,462618.0,Alberta,O,QZLCPVRKZMTENMREVZT,NMOXMHMVUDGY,U,1-466-560-2530,5.0,13.0,Louisville,qehomraquwxrkb,3.0,Massey Energy,10.0,847446.0
Tef7629,W,667.0,United States of America,212026.0,New Brunswick,O,dvbflygvxrizbclmqwoajkvnzoufc,Tefewe,,1-578-686-8082,3.0,23.0,Eugene,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,3.0,Weyerhaeuser,4.0,344294.0
Sdj7630,D,441.0,United States of America,371024.0,British Columbia,U,mtnubdnrdoivcuqmapqhtvzkixw,Sdjhq,Z,1-166-077-1436,4.0,51.0,Buffalo,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,1.0,National Fuel Gas,7.0,1534879.0
Pbr7631,U,471.0,United States of America,235810.0,DE,O,Nzljqsbgutsixlosfedpmlzl,Pbrfgfdwedgrmifitr,,1-535-320-1881,2.0,2.0,Santa Fe,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,3.0,Pep Boys,0.0,3897101.0
Ice7632,W,701.0,United States of America,347270.0,CT,O,Ealrdsynhtadihmsl,Icejebxweavlnddpjz,,1-633-495-6478,,,Springfield,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,2.0,Neiman Marcus,9.0,3064442.0
ZWG7633,D,323.0,United States of America,399212.0,Quebec,R,xfjdwfentojva,ZWGIV,,1-398-680-0278,2.0,82.0,Anchorage,TAIWTM,5.0,BlackRock,1.0,2016524.0
Evw7634,M,846.0,United States of America,439561.0,NJ,O,Zvowaelneuhpxzphpvtgvfz,Evwthrqmqfpsbpdqojtqzpjmpoea,,1-185-976-7770,5.0,94.0,Winnipeg,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,4.0,McGraw-Hill,10.0,37745.0
Lhl7635,M,850.0,United States of America,29980.0,MN,O,fmdcjzjekrwrirumyvfuqnnkxzr,Lhlatzfku,c,1-490-238-8219,4.0,16.0,Waco,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,3.0,Family Dollar Stores,8.0,503752.0
LYB7636,M,,United States of America,28693.0,NE,U,Ohetzpmilrphnhnasiisaypdl,LYBUGCXZYJSERVQKQJKNIIW,N,1-891-741-2112,5.0,43.0,Stockton,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,2.0,Teleflex,,2115180.0
Ijb7637,M,564.0,Canada,106794.0,VA,O,VAUWGMVOILXNGKB,Ijbmwiomutrflaupolplmfjsqh,x,1-849-918-0984,2.0,76.0,Boston,Phqspowfoiqmszxy,1.0,,3.0,839222.0
Zhf7638,S,558.0,United States of America,340598.0,PA,O,Tnwgmuvaaqmxskkyqnvrmnmul,Zhftulgpedd,,1-426-168-3142,5.0,0.0,Memphis,XDPEFDQIMFNMCO,3.0,Imation,4.0,1851334.0
PYU7639,U,417.0,United States of America,490597.0,WV,O,mtovrkjvtfkennjujgpegknnck,PYUHQOCHAUAWGKHHLXQNUWZTEBN,r,1-757-910-8931,,33.0,Sydney,FSSAAXLAMAPBOMTNUFG,1.0,PPL,0.0,1348251.0
Iku7640,U,487.0,Canada,499685.0,WY,O,Lwxdv,Ikufiibsvk,F,1-468-325-0119,2.0,62.0,Shreveport,AKWOIATLDDKU,2.0,Smithfield Foods,6.0,2722392.0
HBZ7641,M,639.0,United States of America,62285.0,MN,O,Ftvuzjdzocqmcoxvrbqcna,HBZACUNNIOTFKFSTCILLC,,1-383-310-7894,0.0,8.0,Modesto,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,2.0,Macy's,9.0,1785161.0
Pco7642,U,625.0,United States of America,320885.0,VT,O,Hnbgeuii,Pcofbhaqeemibnkjtsoxmdibmpquo,,1-353-727-2029,5.0,4.0,Hull,VANVGDDSYEK,5.0,Torchmark,3.0,2823578.0
Ybv7643,D,,United States of America,184669.0,WV,O,Fykbowmpxpbb,Ybvjle,,1-028-849-5461,3.0,39.0,Yonkers,TVTDULLNHUZPDNEEKSXEGPXDNE,5.0,Herman Miller,1.0,2123972.0
Rim7644,S,,United States of America,126989.0,IN,R,Ruagwhiorgizpmbphjerywjrr,Rimdakhncfjlrbor,F,1-480-785-4021,0.0,90.0,Atlanta,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,0.0,Kindred Healthcare,3.0,112782.0
gnf7645,M,460.0,Canada,48144.0,MS,,teldp,gnfkwjxmvkbeh,,1-443-132-4138,4.0,7.0,Hayward,HWAWSSEUGGKEXQDESYXFHWZ,1.0,Arch Coal,3.0,248311.0
Wxp7646,,793.0,United States of America,377787.0,CO,O,Tmhxnpfgyifx,Wxphiul,C,1-143-020-1234,4.0,95.0,Savannah,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,5.0,Whirlpool,8.0,3719851.0
Dxh7647,U,821.0,Canada,323782.0,PA,O,Fpchjcvsrkakkqqsojokdrg,Dxhuevhfuceqmpoolmuhflp,N,1-475-304-3486,5.0,59.0,Fullerton,,5.0,Arrow Electronics,8.0,1920385.0
Aqo7648,S,,United States of America,31880.0,DE,O,Heiehcgec,Aqopbqsxqxjj,,1-677-882-6792,2.0,13.0,Overland Park,NASLRGJGXPDOGNJSHNLNGBCXJVO,3.0,Rock-Tenn,6.0,576903.0
fen7649,D,643.0,United States of America,390190.0,Prince Edward Island,O,sgapkfrztiyyayezulvi,fenowyirqcdcwwo,s,1-151-067-7411,3.0,58.0,Alexandria,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,5.0,R.H. Donnelley,8.0,1855037.0
CMQ7650,U,817.0,Canada,413821.0,TN,O,Nohjtayoycptngwoitqzhmuf,CMQIHWYKNOLSX,,1-645-553-4591,1.0,67.0,Fort Collins,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,4.0,Pall,2.0,2954046.0
Yhb7651,,702.0,United States of America,301451.0,CA,O,QIGFYQTIPFYCR,Yhbbdqabnbldfqhnofnxdrzrj,,1-670-793-5351,2.0,68.0,Santa Fe,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,1.0,Burlington Coat Factory,10.0,952096.0
mbw7652,D,409.0,United States of America,5888.0,TN,O,evwjgjrsttnkbmhmmrswodkvwdqo,mbwpxwoq,L,1-049-843-6473,0.0,17.0,Simi Valley,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,1.0,Forest Laboratories,2.0,3382998.0
xas7653,,617.0,United States of America,254404.0,FL,O,SMOQFUQUOWABMRDKJPFC,xasiqx,Y,1-739-185-6579,2.0,44.0,Mesa,Gicehrtxtlvwiewgl,2.0,Moody's,6.0,3772196.0
MKM7654,M,,United States of America,290984.0,TN,O,Jzwgkirmjeznhbniytvkxnhhar,MKMKDBNJNERUJSQYY,,1-215-295-5893,0.0,16.0,Simi Valley,cveuptzbcwxicceqqmqsqgfvhykw,3.0,Fidelity National Financial,5.0,3180080.0
Jgi7655,M,756.0,United States of America,441847.0,OR,O,IMPCDEPQTVPBRBNJNLWAPSYUW,Jgiimqxenotyp,,,5.0,27.0,Charlotte,Kqosfw,5.0,Amphenol,,3971412.0
Mwv7656,D,484.0,United States of America,373240.0,ME,R,Ewwyolurheysjpusipgrmydspux,Mwvgdm,,1-515-341-8405,4.0,59.0,St. Petersburg,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,2.0,Int. Business Machines,5.0,1488210.0
YOY7657,S,589.0,United States of America,461444.0,SC,O,Indhpnqswpoplupdlejxhjm,YOYQEKTGQPVGKZZXM,,1-249-978-7278,4.0,8.0,Washington,Gqvfapurdsetypjkkcceahfodyn,1.0,Int. Flavors & Fragrances,9.0,2621373.0
Gja7658,S,380.0,United States of America,255072.0,Ontario,O,Dahur,Gjaqmimggdmubhczafzufuklxgxos,,1-471-716-6210,4.0,98.0,Tallahassee,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,1.0,Gilead Sciences,0.0,1021949.0
rcx7659,S,541.0,United States of America,255019.0,GA,R,JLZXMAOFICNNT,rcxczhucwf,E,,1.0,35.0,Mesa,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,1.0,United Rentals,10.0,2444319.0
IPA7660,M,474.0,Canada,330718.0,VA,,Rvrfuknkgeyb,IPAZTGHTPTW,V,1-982-617-1421,,57.0,Portland,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,1.0,Convergys,7.0,362567.0
rbj7661,,685.0,United States of America,245130.0,KY,O,Ruihhbkdjniajgrvwos,rbjgdyplkrcutrs,b,1-068-568-6056,1.0,69.0,Las Vegas,WSKYHRCGGHSPINYLUNNDCJPV,2.0,Mueller Water Products,4.0,462234.0
ebw7662,M,363.0,United States of America,19691.0,SC,R,Gkirgeljoajnkshohjinbooco,ebwticokpfdypejppslctr,U,,3.0,33.0,Sudbury,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,4.0,Shaw Group,10.0,3936622.0
SQY7663,M,605.0,United States of America,13490.0,NC,O,cgqpaxicnbhaaufmao,SQYYLFSC,,1-772-155-4468,1.0,33.0,Sunnyvale,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,1.0,Energy Future Holdings,9.0,2116904.0
nqw7664,W,394.0,United States of America,90333.0,KS,,beidygiakhaztngnhqsrjhxs,nqwvfudiscyqixxng,i,1-551-833-6226,4.0,1.0,Birmingham,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,4.0,PHH,6.0,63883.0
Fyz7665,U,812.0,Canada,210200.0,MO,R,XXILDDNLYSINLOGZNXHQKGLMEAR,Fyzxvqjbmfgyeyswcxbogeytfuqur,,1-894-068-7775,2.0,19.0,Orlando,uezrarapf,0.0,Simon Property Group,6.0,2747738.0
Hds7666,M,688.0,United States of America,195318.0,OK,R,MLHCHSATXNEQIRSMEHAM,Hdsxrjpdyr,J,,3.0,63.0,Albuquerque,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,3.0,World Fuel Services,3.0,938329.0
ksz7667,M,808.0,United States of America,486627.0,LA,O,Qqgzzbefkm,kszsqhunjdmjqhozzck,s,1-942-682-4165,5.0,27.0,Nashville,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,5.0,Andersons,9.0,976093.0
Wzm7668,,492.0,United States of America,142918.0,Saskatchewan,O,qdjedjylsojhngornkkgmozdbb,Wzmdnrkeh,,,4.0,12.0,Akron,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,,L-3 Communications,1.0,2031908.0
Xna7669,D,734.0,United States of America,243364.0,KY,O,Vszkppbmlhgmjgeiss,Xnafmengguewmwckz,N,1-316-836-0322,3.0,26.0,Lubbock,xznxzmzinjddcepuvomccimcwdxo,4.0,CACI International,6.0,660066.0
ugr7670,M,579.0,United States of America,208343.0,NH,O,Yizitnh,ugrohhoiopurrh,,1-746-466-6593,5.0,2.0,St. Paul,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,1.0,M&T Bank Corp.,7.0,2777991.0
Qao7671,M,410.0,United States of America,26787.0,NM,U,Jkrhfalisxualvrritesxm,Qaondcvjqnzbdtnhd,a,1-306-508-0916,4.0,34.0,Columbus,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,0.0,Family Dollar Stores,10.0,3148815.0
MXH7672,D,743.0,United States of America,190609.0,NE,O,Hfhsubkrpir,MXHLAVXOZQHBUBMXESG,G,1-049-405-9872,4.0,86.0,Abilene,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,0.0,Medco Health Solutions,7.0,3714775.0
KQU7673,M,431.0,United States of America,,New Brunswick,O,Htbblpuiuynkio,KQUJOIXHOLTVWZCHD,J,1-539-901-1797,,47.0,Biloxi,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,1.0,Crosstex Energy,9.0,2203195.0
bxn7674,M,805.0,United States of America,,MD,O,odfxd,bxnxlbwaecusydvfagorkjv,,1-976-507-8347,0.0,73.0,Cincinnati,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,0.0,Reynolds American,4.0,3708645.0
Opu7675,U,688.0,United States of America,453308.0,WV,O,Znewofyktnzry,Opuqjoidjwgejjmkquot,,1-902-376-9596,0.0,83.0,Tulsa,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,1.0,PolyOne,9.0,2954852.0
Ceo7676,D,483.0,United States of America,251108.0,MA,O,obgrwipkwotv,Ceodsyerdrcenlfqt,,1-532-161-3458,,99.0,Oakland,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,1.0,"Toys ""R"" Us",1.0,2421534.0
DZH7677,U,844.0,United States of America,128853.0,MT,O,llbtndfaert,DZHUBKPLE,,1-943-745-8094,0.0,49.0,McAllen,Gjftxakuhgilmoatmibqcnbbrmq,0.0,Sonoco Products,7.0,941243.0
Ocd7678,M,436.0,Canada,486933.0,NM,O,Vowvlsbsbfokxbljqxz,Ocdmelacghnqhlsdvvkvuycchojc,,1-162-078-3859,3.0,96.0,Laredo,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,3.0,Newfield Exploration,5.0,3133101.0
Uyj7679,D,336.0,Canada,306545.0,TN,U,qafdyn,Uyjwcvfmhzfpziunhflhoccjfwi,,1-881-265-1012,2.0,12.0,Fort Collins,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,5.0,IAC/InterActiveCorp,3.0,2070834.0
mhz7680,S,688.0,United States of America,7682.0,PA,O,aqococfdutcrxipsdiizyfbigy,mhzepufgwnlohcheeezqcehvlnjb,P,1-781-682-4447,1.0,75.0,Sudbury,Rqhzrjcuikufwfbplxmtpeqb,1.0,MGIC Investment,1.0,2617194.0
Sft7681,U,581.0,Canada,280763.0,NC,O,Radeyutyf,Sftndrabqgoigvgvnidx,,1-716-288-6722,0.0,29.0,Simi Valley,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,3.0,American International Group,9.0,2752340.0
gza7682,,670.0,United States of America,296945.0,CO,R,ockmjwrdbkxoaemodyftxmjcl,gzasmfmrelczwmljfayfgvhxynxr,,1-407-712-3659,2.0,4.0,Berkeley,Jbvoghxtacvunglpdzjhatiusxn,1.0,Health Net,6.0,2611991.0
Rem7683,U,671.0,United States of America,176399.0,TX,O,MPCHPTTYJUWERHWMHALH,Remwagiyqu,,1-747-143-2305,0.0,100.0,Santa Rosa,Pyoruxpsl,0.0,Mueller Industries,5.0,3965576.0
cko7684,U,352.0,Canada,97252.0,IN,U,Duhgkwcceehrrqvnnirv,ckocrloglb,b,1-522-074-1862,4.0,45.0,Mesquite,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,3.0,American National Insurance,10.0,3550405.0
RLN7685,S,317.0,United States of America,320588.0,VA,O,Rpmqztmrghojzbyqnivxceyuiha,RLNJVXKTTORDIVXEEWAJSTVV,,1-867-195-7669,2.0,63.0,Regina,XRPHDPOQURZXVFLADMA,3.0,Morgan Stanley,10.0,1566093.0
Qjl7686,,809.0,United States of America,18284.0,WV,R,YTNSVR,Qjltuabiu,R,1-272-128-3403,2.0,35.0,Worcester,iqnzhrksgftjekxfljogmqkrbpkstk,4.0,Halliburton,6.0,1944507.0
YNL7687,S,704.0,Canada,,VT,,xgayrgnjhvearxja,YNLFVXOHLQAQYMDQUUHAVNW,w,1-174-194-8365,2.0,61.0,Iqaluit,Jbmoxkiflceta,0.0,MGIC Investment,5.0,3250645.0
qpi7688,S,411.0,United States of America,80228.0,AZ,O,AJSVULACHMZKBAEN,qpiikhkdd,E,1-067-296-1708,,43.0,Little Rock,Wgfjqmnbm,1.0,United Services Automobile,2.0,2806218.0
Xxi7689,U,431.0,Canada,39672.0,NY,O,fubtbkexiuaacw,Xxidvapbmiihnxwvrjtpa,C,1-688-092-7664,3.0,98.0,Santa Clarita,,,Spartan Stores,4.0,2826399.0
axi7690,M,362.0,United States of America,225036.0,NE,O,Lygmiirioggkj,axivutiixzrcuv,,1-784-445-0301,3.0,84.0,Chicago,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,3.0,Moog,4.0,91147.0
Wqd7691,M,532.0,Canada,224427.0,SC,R,Xtslyxwajneuihyndtpz,Wqdkflcndhnjyuhgcfxg,,1-773-485-4247,3.0,,Irving,raecjdlfwcwnaaeqeomxmuemrg,2.0,Century Aluminum,4.0,1036928.0
jur7692,U,442.0,United States of America,123153.0,New Brunswick,O,Fmeifzrxyvgil,jurwurbdctv,g,1-528-873-2585,4.0,18.0,Ontario,Deamomjpzxjzhfugk,5.0,Hayes Lemmerz,3.0,2406965.0
NBX7693,S,677.0,United States of America,,KY,O,Rugvrsjeadcummqftfmb,NBXNTB,t,1-952-933-5053,1.0,14.0,Stamford,Aktcqktdiehyacjhlqknwg,2.0,EOG Resources,10.0,3588199.0
Naf7694,M,565.0,United States of America,353487.0,British Columbia,O,RAVHHLPXNYMAOCOVOWXKHPS,Nafrhdvsijqnetunpamn,,1-882-237-0765,2.0,22.0,Victoria,Xasjqyptachbyjrnjvfvznkcwdxmpo,4.0,Dresser-Rand Group,8.0,
bzc7695,M,365.0,United States of America,145794.0,WA,R,eaxqrdredlfrhooq,bzczehwxuk,,1-762-453-2464,1.0,7.0,Brownsville,,3.0,Sealed Air,5.0,2896930.0
Pmo7696,W,406.0,United States of America,142515.0,AK,O,XLJLRWZ,Pmonjmzccapetw,,1-129-593-2017,5.0,97.0,Bellevue,Nzckdxwdktbsqcaurk,3.0,Blockbuster,5.0,312676.0
goh7697,U,774.0,United States of America,414775.0,MN,,Wwqsseqcbmteqjub,gohguacsokmccgcukkj,z,1-779-145-2680,5.0,49.0,Baltimore,Svabwvthdbgivhnelxqvrhqvvgy,0.0,Owens Corning,3.0,16279.0
Jfb7698,S,718.0,United States of America,125271.0,RI,R,Qdakvyntptkywsqpy,Jfbfecnkszhhdsgyzus,I,1-770-255-3860,5.0,25.0,Cedar Rapids,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,2.0,Robert Half International,7.0,1536113.0
Hao7699,M,588.0,United States of America,,British Columbia,R,Fhpdqgmswyxgqjhe,Haoiwpsuiekdcpkhaax,,1-336-236-0201,,99.0,Huntington Beach,Unyjafcdzuerth,4.0,Wesco International,2.0,184474.0
Dwo7700,M,764.0,Canada,93761.0,SD,O,Fyetnnttkqoewqijbggbvrkxdg,Dwoipvancgnuouqstlrnfyewjt,O,1-185-085-5742,5.0,44.0,Cedar Rapids,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,1.0,Dana Holding,5.0,2971869.0
RJA7701,U,,United States of America,397902.0,AL,O,ktggcdbzntnxuxsiosyqegcesu,RJAAYBXAISOJNRCY,,1-957-033-0510,1.0,96.0,Los Angeles,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,2.0,NBTY,2.0,2256728.0
