gncd,wnrrntflg,frstnm,mrtlstts,pstlcd,ntwrth,phn,ncm,nmbrcrs,nmbrchldrn,g,crdtrtng,mplr,nmbrcrdtcrds
bxn7674,O,odfxd,M,PGIUBMUAR,3708645.0,1-976-507-8347,,0.0,0.0,73.0,805.0,Reynolds American,4.0
Opu7675,O,Znewofyktnzry,U,rgqwzxsvza,2954852.0,1-902-376-9596,453308.0,1.0,0.0,83.0,688.0,PolyOne,9.0
Ceo7676,O,obgrwipkwotv,D,qnxfnq,2421534.0,1-532-161-3458,251108.0,1.0,,99.0,483.0,"Toys ""R"" Us",1.0
DZH7677,O,llbtndfaert,U,lfjtpka,941243.0,1-943-745-8094,128853.0,0.0,0.0,49.0,844.0,Sonoco Products,7.0
Ocd7678,O,Vowvlsbsbfokxbljqxz,M,pyeiwbftpsck,3133101.0,1-162-078-3859,486933.0,3.0,3.0,96.0,436.0,Newfield Exploration,5.0
Uyj7679,U,qafdyn,D,Enncjsox,2070834.0,1-881-265-1012,306545.0,5.0,2.0,12.0,336.0,IAC/InterActiveCorp,3.0
mhz7680,O,aqococfdutcrxipsdiizyfbigy,S,Lnprrdeegs,2617194.0,1-781-682-4447,7682.0,1.0,1.0,75.0,688.0,MGIC Investment,1.0
Sft7681,O,Radeyutyf,U,PXRXKFTOX,2752340.0,1-716-288-6722,280763.0,3.0,0.0,29.0,581.0,American International Group,9.0
gza7682,R,ockmjwrdbkxoaemodyftxmjcl,,Osanin,2611991.0,1-407-712-3659,296945.0,1.0,2.0,4.0,670.0,Health Net,6.0
Rem7683,O,MPCHPTTYJUWERHWMHALH,U,WWWMNN,3965576.0,1-747-143-2305,176399.0,0.0,0.0,100.0,671.0,Mueller Industries,5.0
cko7684,U,Duhgkwcceehrrqvnnirv,U,tsqtfhsh,3550405.0,1-522-074-1862,97252.0,3.0,4.0,45.0,352.0,American National Insurance,10.0
RLN7685,O,Rpmqztmrghojzbyqnivxceyuiha,S,zwyuac,1566093.0,1-867-195-7669,320588.0,3.0,2.0,63.0,317.0,Morgan Stanley,10.0
Qjl7686,R,YTNSVR,,Gzgsvt,1944507.0,1-272-128-3403,18284.0,4.0,2.0,35.0,809.0,Halliburton,6.0
YNL7687,,xgayrgnjhvearxja,S,Shirfkrfppb,3250645.0,1-174-194-8365,,0.0,2.0,61.0,704.0,MGIC Investment,5.0
qpi7688,O,AJSVULACHMZKBAEN,S,hwxcimvf,2806218.0,1-067-296-1708,80228.0,1.0,,43.0,411.0,United Services Automobile,2.0
Xxi7689,O,fubtbkexiuaacw,U,xqkaxa,2826399.0,1-688-092-7664,39672.0,,3.0,98.0,431.0,Spartan Stores,4.0
axi7690,O,Lygmiirioggkj,M,cjeriaaeunmp,91147.0,1-784-445-0301,225036.0,3.0,3.0,84.0,362.0,Moog,4.0
Wqd7691,R,Xtslyxwajneuihyndtpz,M,Mhhqranm,1036928.0,1-773-485-4247,224427.0,2.0,3.0,,532.0,Century Aluminum,4.0
jur7692,O,Fmeifzrxyvgil,U,Ztrxdxr,2406965.0,1-528-873-2585,123153.0,5.0,4.0,18.0,442.0,Hayes Lemmerz,3.0
NBX7693,O,Rugvrsjeadcummqftfmb,S,BVMLYNHCFOY,3588199.0,1-952-933-5053,,2.0,1.0,14.0,677.0,EOG Resources,10.0
Naf7694,O,RAVHHLPXNYMAOCOVOWXKHPS,M,RBVXNHWO,,1-882-237-0765,353487.0,4.0,2.0,22.0,565.0,Dresser-Rand Group,8.0
bzc7695,R,eaxqrdredlfrhooq,M,Wfmsguhdyyo,2896930.0,1-762-453-2464,145794.0,3.0,1.0,7.0,365.0,Sealed Air,5.0
Pmo7696,O,XLJLRWZ,W,Mcxklhj,312676.0,1-129-593-2017,142515.0,3.0,5.0,97.0,406.0,Blockbuster,5.0
goh7697,,Wwqsseqcbmteqjub,U,Lypuhgeezbgp,16279.0,1-779-145-2680,414775.0,0.0,5.0,49.0,774.0,Owens Corning,3.0
Jfb7698,R,Qdakvyntptkywsqpy,S,TRKCEX,1536113.0,1-770-255-3860,125271.0,2.0,5.0,25.0,718.0,Robert Half International,7.0
Hao7699,R,Fhpdqgmswyxgqjhe,M,Kihzeilpneap,184474.0,1-336-236-0201,,4.0,,99.0,588.0,Wesco International,2.0
Dwo7700,O,Fyetnnttkqoewqijbggbvrkxdg,M,pylzfutqftt,2971869.0,1-185-085-5742,93761.0,1.0,5.0,44.0,764.0,Dana Holding,5.0
RJA7701,O,ktggcdbzntnxuxsiosyqegcesu,U,Bsclhehzobfm,2256728.0,1-957-033-0510,397902.0,2.0,1.0,96.0,,NBTY,2.0
Lph7702,O,Yzurhpzqfcwgkwsgrkjzithjnksa,M,Ieyjqvfhges,2127026.0,1-485-740-9640,123538.0,4.0,3.0,88.0,657.0,Eastman Chemical,8.0
Rfk7703,U,Qijmex,M,Zuttopn,3476485.0,1-459-114-0867,118013.0,3.0,2.0,33.0,769.0,Allergan,
RFU7704,O,WDJNJGKCNRPTUNIQNNBBNN,M,EHXJIUER,908035.0,1-671-499-0522,45737.0,2.0,5.0,8.0,776.0,Global Partners,7.0
TQH7705,O,Wjfwmudjwwybmmiubeqybeeniystl,U,ipazhhewr,,1-817-903-4786,456999.0,2.0,0.0,55.0,343.0,Fluor,4.0
Bbc7706,U,PMWXCRMVYFVJX,W,vvwizqanbs,3054149.0,1-099-914-5598,326910.0,3.0,4.0,43.0,568.0,FedEx,5.0
Yoj7707,O,luklinfqmglorhokwtwvhgqhmhxisf,S,Lzxpul,,1-102-019-9878,166536.0,2.0,0.0,75.0,830.0,Polaris Industries,5.0
lvh7708,R,Mmxepsmk,,Dwvezt,248269.0,1-873-941-1147,337347.0,3.0,4.0,66.0,812.0,Torchmark,6.0
Zpr7709,U,Ixsoib,U,WQSZWQBE,1203267.0,1-710-953-4977,41345.0,2.0,4.0,58.0,489.0,Alliance Data Systems,6.0
LMG7710,U,Cwurvdjbmuxtioeqbpk,U,DWMXIPKTCN,3704743.0,1-789-825-2857,370209.0,5.0,1.0,29.0,845.0,American International Group,9.0
WMF7711,R,Jhnamxkltxicm,U,hrhbmmtj,3673540.0,1-179-937-7265,343016.0,0.0,4.0,28.0,735.0,Mohawk Industries,0.0
Qov7712,U,tdbtkqtfzcnjridma,D,EXIDAUKO,982779.0,1-596-337-6757,186990.0,4.0,3.0,93.0,615.0,Vulcan Materials,4.0
Vkp7713,U,njcdtc,W,Wqhgxcfrvqe,2778471.0,1-512-224-7078,46562.0,,4.0,17.0,,OfficeMax,6.0
SST7714,U,OMBIVJDP,U,Lwuvkzp,2585134.0,1-552-735-4638,98412.0,5.0,5.0,98.0,769.0,Michael Foods,
Fuk7715,O,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,S,htndjyvd,3591627.0,1-127-805-3262,436056.0,5.0,4.0,38.0,406.0,Vulcan Materials,10.0
Brz7716,O,Erjrxnjctmkhgqwpjzuylkf,U,Iadjghd,1819561.0,1-985-423-7255,36008.0,3.0,1.0,44.0,586.0,,0.0
Faw7717,O,Ijqvmftaeaoeiycxxi,M,,2857056.0,,417402.0,1.0,0.0,27.0,630.0,Unum Group,10.0
Jtn7718,O,lrntptwvbrtnvwdquqpsx,U,kvcqpv,1393892.0,1-019-900-0927,273535.0,1.0,1.0,94.0,533.0,Domtar,7.0
too7719,O,Ouzxts,M,MFRHTZKJ,759096.0,1-055-674-3126,445562.0,4.0,2.0,,328.0,Sentry Insurance Group,
Kcd7720,O,Cxogpjlizzckvntqnvns,M,BRXSSYJHS,2288668.0,1-539-727-9817,226333.0,4.0,2.0,60.0,753.0,Constellation Energy,9.0
Yhh7721,O,Piqrxkifkii,U,ijsdxorwqin,3580824.0,1-125-903-5459,,3.0,3.0,48.0,512.0,CSX,10.0
Adu7722,R,Bflmgwcfmker,D,Fuxiyfjtqevk,1681450.0,1-591-506-8069,,5.0,3.0,36.0,432.0,W.W. Grainger,8.0
Kwx7723,O,Gjxszyfxpweic,,Egxkelhxosoh,1592047.0,1-131-877-8296,271054.0,5.0,3.0,67.0,323.0,Kimberly-Clark,2.0
uzl7724,O,Bjobwdoxutojkprezhmpqibkxthznh,U,gmnioeblfn,3596545.0,1-716-805-3703,64626.0,3.0,4.0,63.0,714.0,Henry Schein,10.0
UXY7725,O,Nesaxzxlulmhmoxztefdk,S,Mdqarqysh,3093246.0,1-506-286-3588,463945.0,5.0,2.0,55.0,730.0,State Street Corp.,7.0
FRU7726,O,DHICXMQRMKABXBTFUBDUUJDI,M,frzijg,3867919.0,1-427-982-9005,159731.0,0.0,,4.0,346.0,Quanta Services,5.0
Bjx7727,R,Sfdjitmusbmcjxar,M,Clktwlprka,3245961.0,1-669-946-1808,190805.0,5.0,3.0,92.0,,Marshall & Ilsley Corp.,1.0
zkp7728,O,BROVPAASJ,M,Fnbcpkispthu,600366.0,1-936-581-5888,43888.0,1.0,1.0,93.0,818.0,Oceaneering International,7.0
Lbo7729,R,pntucfaekdacxehx,S,Gnczlyncstm,1738979.0,1-740-256-2368,34137.0,0.0,0.0,87.0,623.0,Raymond James Financial,4.0
TFP7730,R,Yuvfvyhmgf,S,Qrlsag,454564.0,1-559-799-0991,196885.0,4.0,1.0,44.0,742.0,Valspar,5.0
XKQ7731,O,holps,M,Bqzjycxovl,3912268.0,1-287-631-2055,206705.0,0.0,1.0,95.0,378.0,Live Nation,9.0
DQY7732,,Zhsdvrhwonsusgdyuqztx,D,DCJMXZP,1966788.0,1-100-505-6436,337299.0,3.0,3.0,61.0,323.0,,8.0
Ydl7733,R,SWEFUTQ,M,rnvhdukwyktc,985098.0,1-167-261-7959,280247.0,2.0,5.0,23.0,684.0,Health Management Associates,2.0
VGT7734,O,Trhovdcrqxthcnbbrvdob,U,Pqvdcrnumij,,1-653-504-0712,286206.0,4.0,2.0,16.0,390.0,Wyndham Worldwide,6.0
Wwi7735,O,Fviodsrylzqxraxioqleo,M,SOMMLUWO,1053231.0,,153656.0,4.0,1.0,58.0,707.0,Broadcom,8.0
OJF7736,U,Sgzipqh,M,Hjucmacpoyg,,1-388-567-1492,379503.0,1.0,1.0,58.0,368.0,Aramark,2.0
Czs7737,O,VLTBIX,M,jxhbe,3885299.0,1-801-318-0082,19124.0,1.0,2.0,21.0,534.0,Aventine Renewable Energy,5.0
Zpa7738,O,lxsuouepduoidrjsneub,D,Izrbiiz,895008.0,1-280-292-5628,44001.0,5.0,2.0,66.0,379.0,Humana,9.0
Icx7739,O,Yczdgngm,,jnvwcxmcygu,101325.0,1-075-286-5992,461564.0,3.0,3.0,92.0,305.0,U.S. Bancorp,5.0
jmm7740,O,Kgqiqsawtbkpgsrsswfadgenvkxxc,M,AJLYHOTFBHX,1279719.0,1-426-228-4128,313750.0,3.0,5.0,38.0,417.0,Analog Devices,1.0
saz7741,R,PYKDTNCFODSNR,D,Hptdnxadnxc,3779634.0,1-393-250-1404,78185.0,2.0,4.0,,536.0,Superior Energy Services,9.0
Ybr7742,O,ohezji,W,Iaahnutner,742822.0,1-130-076-0722,419102.0,2.0,4.0,66.0,773.0,Freddie Mac,10.0
ncz7743,O,Htpngemoolmybunaep,S,cxiytr,2761827.0,1-984-871-9500,91366.0,5.0,0.0,55.0,808.0,Autodesk,10.0
WWO7744,R,osnyvlqpt,,eblgypzk,3749505.0,,433487.0,3.0,1.0,55.0,660.0,Shaw Group,2.0
TKP7745,O,Lbbutmfng,W,pjkbo,391566.0,1-203-707-3229,394286.0,2.0,0.0,83.0,,Commercial Metals,4.0
Mqz7746,R,Nomvdbagefjlngselxriwhzgpuspcj,U,Ebgdmqzzga,2959021.0,1-297-038-0345,189157.0,1.0,5.0,27.0,346.0,Laclede Group,7.0
Dqw7747,O,bnkufhbxijwrfnjsppfsgp,M,Oyykmr,2776296.0,1-669-932-0648,22483.0,4.0,5.0,11.0,475.0,Seaboard,4.0
seh7748,O,Mmuplbewosfgftjogkaz,M,IAJOVENWI,,1-801-131-4681,298307.0,2.0,4.0,56.0,499.0,General Mills,2.0
Nii7749,O,Nvzlhjvlnefxuixkftbrjpuhvvu,U,Diustc,864947.0,1-340-993-5817,353200.0,1.0,3.0,54.0,346.0,Family Insurance Group,2.0
Szc7750,O,Nrxkbu,M,RUKHBIF,1146468.0,1-116-138-8621,185208.0,4.0,5.0,50.0,431.0,Brink's,0.0
Mph7751,O,Fqahvzbjrflxo,,KFUIYG,1702447.0,1-094-843-5304,17790.0,2.0,5.0,93.0,823.0,Medtronic,2.0
Bvl7752,R,IMELHPKYDEXIHELBQRD,M,,2293642.0,1-741-266-4363,59420.0,2.0,5.0,15.0,344.0,United Refining,5.0
Nbu7753,O,TFOSMWCFBTVKINAVEEBDKPMBW,S,yopqwvbyr,1529653.0,1-961-736-5322,178200.0,2.0,,92.0,709.0,Smithfield Foods,9.0
Emz7754,R,ieomjcnhnyysvradllmznsyd,W,GXYSPJAIN,137515.0,1-098-038-9852,162738.0,0.0,1.0,22.0,,Medtronic,2.0
Kkw7755,O,Iqcdijgerjktuahlgojvlo,S,Nueqkmojpd,2754879.0,1-648-057-3488,352913.0,4.0,1.0,25.0,354.0,Cabot,
HCT7756,O,ahvvihkvbextremvexfapo,S,Jcrxnu,929067.0,1-827-164-1984,288188.0,0.0,0.0,77.0,,Electronic Arts,9.0
BBE7757,,geryrjjsknqvhuswavmrjmcrefmhoa,D,MINUYRRIL,1153023.0,1-852-465-7862,385946.0,3.0,4.0,26.0,686.0,Seaboard,6.0
PTM7758,O,WTXMEESMJGTZWDYME,D,ptiimoo,1933058.0,1-757-808-6215,136162.0,4.0,3.0,56.0,643.0,DirecTV Group,7.0
QJD7759,O,SLZAPLSIUU,M,PCMCPAKCZRPT,3179244.0,1-443-303-9144,220449.0,3.0,3.0,16.0,665.0,Allegheny Energy,5.0
SFE7760,O,Pbppda,S,ibuoegcyrm,2912318.0,1-889-677-2295,299284.0,1.0,3.0,77.0,519.0,Marathon Oil,9.0
rro7761,O,Wvtticeyguuhhotrxgmqzsystjnc,M,Uuvoy,2828037.0,1-938-614-3949,334094.0,3.0,2.0,43.0,615.0,Prudential Financial,6.0
Imu7762,,FVVKHPCVSNGTUUITXJ,D,Mhfhcibygs,495577.0,,364719.0,3.0,2.0,94.0,,Dollar General,10.0
JPU7763,O,Jowuthjstdmjzpl,M,OXRCOLPAK,1793954.0,1-478-332-4603,319866.0,5.0,,92.0,812.0,Schering-Plough,9.0
Luw7764,O,bctcbpqwkkayptutzjkym,M,Tkdllignncn,2347778.0,1-378-149-2550,71545.0,4.0,1.0,19.0,346.0,,5.0
Fde7765,O,Jdpqlxxtfd,D,Llmkq,380048.0,1-042-436-6724,,4.0,3.0,80.0,761.0,Capital One Financial,1.0
Bso7766,O,LWMWK,M,Oaqeg,,1-706-400-3078,484457.0,1.0,0.0,64.0,617.0,Collective Brands,7.0
GVA7767,O,utkoptkxststrid,W,,1918435.0,1-877-687-0944,176394.0,2.0,4.0,44.0,470.0,AptarGroup,0.0
twc7768,U,Frtlkivwiqi,M,Jutdcadqth,2764457.0,1-132-295-3991,251600.0,1.0,1.0,47.0,356.0,Coach,6.0
GZF7769,O,gktsklphdxwnvhcrfcxrykqyacjavd,M,Lpacivuivyxa,1510144.0,1-451-759-9810,145698.0,0.0,0.0,93.0,,UGI,7.0
bvm7770,U,Boxkdkokrcglmcgymhcxafg,W,XWNMP,925182.0,1-817-806-2866,492640.0,4.0,5.0,94.0,806.0,Forest Laboratories,5.0
zju7771,O,dcgkvxonx,U,Xzaatccwhtxt,2566330.0,1-890-845-4416,266405.0,1.0,0.0,82.0,,Boston Scientific,9.0
DYV7772,O,tpkpxsuytfvvou,,Xaulwtfkv,3668461.0,1-684-966-9733,307897.0,,3.0,42.0,731.0,Worthington Industries,1.0
Gpk7773,U,jgyioszfmrvmotbdz,M,Honnirqpwrye,2348645.0,1-692-342-0156,53713.0,4.0,2.0,,441.0,McCormick,9.0
Lit7774,O,KNITXFSNBS,D,Pmwkcaesegkm,616526.0,1-187-607-6141,70637.0,4.0,1.0,12.0,339.0,Southwestern Energy,7.0
BZG7775,R,Rhnezmjcmsrkqdccizjohntrb,S,qchtwef,1828046.0,1-228-353-9628,384754.0,3.0,0.0,36.0,822.0,CC Media Holdings,7.0
Mld7776,O,WXVBQSG,U,Nycfak,1296407.0,1-421-032-5998,411913.0,2.0,3.0,,487.0,Jones Financial,8.0
Ujq7777,O,RDVDSWKKDKHDJDKQGLVRVT,U,qslprzz,903552.0,1-368-920-5554,499162.0,1.0,5.0,4.0,664.0,Whirlpool,
Bmf7778,O,Iwefijhhrjcvvhy,M,Vcqwwhvjybf,230058.0,1-904-895-6967,86635.0,3.0,2.0,79.0,392.0,Patterson,3.0
Jvz7779,U,GZFLEWBIMDDKCYYHLGBOYDBXMGLXA,D,LOOBNMN,301320.0,1-477-094-9023,228058.0,2.0,3.0,97.0,655.0,Rent A Center,10.0
ORQ7780,O,imfweqhdstdakmokjmlefmzhdbvwlp,U,ssqxc,2286525.0,1-912-621-2838,172125.0,2.0,5.0,37.0,380.0,Ryder System,3.0
Puv7781,U,Idswueimrsbycluamujgztzwqfipvf,,Gphjr,1482250.0,1-088-248-7795,241263.0,0.0,0.0,92.0,651.0,Sysco,1.0
DAJ7782,R,Dvutcxgywkpttbkvzyfjmkh,U,Rncwspqx,3123257.0,1-596-039-1994,99175.0,3.0,2.0,78.0,,Entergy,6.0
Iaf7783,O,Faywbcvwdbxvjwn,U,Wfdkdkfp,944918.0,,198444.0,3.0,,48.0,652.0,,0.0
EJP7784,O,YLPNDNVXGTDOCPCDO,U,JRFAEYJP,2050110.0,1-235-024-0569,250333.0,4.0,4.0,0.0,338.0,Telephone & Data Systems,9.0
Bla7785,O,undooshsgkeqftkoslmaaf,W,Awpujx,2077778.0,1-138-843-5480,,0.0,5.0,89.0,779.0,W.R. Berkley,0.0
Yhe7786,O,SGMATJJSVBIKDDBJPKTKATCRAAOXBA,W,Ssjot,1793821.0,1-637-845-9250,173782.0,0.0,4.0,47.0,786.0,,5.0
Nfl7787,O,Rklrkfhzsl,M,Nmkbypdtmp,1847011.0,1-459-090-7413,225849.0,2.0,1.0,2.0,458.0,Cognizant Technology Solutions,6.0
Lrd7788,O,AFTPYVW,M,Oklorooxqq,104018.0,1-488-723-0835,205194.0,,0.0,18.0,806.0,Popular,6.0
Ojh7789,U,CKXQRLOOSHQZBHYMNCAZ,U,fjjakemv,113431.0,1-354-637-6196,40273.0,3.0,3.0,98.0,466.0,CSX,1.0
Gaj7790,R,Doeqhehoszhrq,U,Rmlgrerbtf,1721394.0,1-444-824-0484,388923.0,2.0,3.0,79.0,801.0,ITT,2.0
MHU7791,O,cggaqkwp,S,RPVDIFMY,3905265.0,1-045-308-4672,213273.0,5.0,4.0,90.0,334.0,BJ's Wholesale Club,0.0
Luu7792,O,Kduyzgcfteqhvmxmpfngtp,S,Ixbubrxyi,3710742.0,1-704-419-7623,499304.0,5.0,2.0,54.0,568.0,Cooper-Standard Holdings,6.0
Bbh7793,O,nynsipuzywbjggecpvknlcayu,M,SGBRI,2289382.0,,439546.0,5.0,1.0,56.0,338.0,Insight Enterprises,5.0
VGQ7794,R,Ycqpoklsnj,M,HJSECFIO,2123750.0,1-126-402-8195,74548.0,5.0,0.0,61.0,421.0,National Oilwell Varco,8.0
Jtm7795,O,ysfljjorrmdywfventrzryj,M,FDDPZWE,1222348.0,,472023.0,4.0,0.0,20.0,312.0,Newell Rubbermaid,0.0
WUW7796,O,Zhgmcto,M,qgpsxpth,1746167.0,1-348-201-5638,155245.0,2.0,1.0,95.0,361.0,Supervalu,
ojd7797,O,JQYDHVYIYTYTSQ,S,Bdijvsupu,602321.0,1-878-085-2397,95133.0,4.0,3.0,42.0,626.0,Amazon.com,5.0
Cvb7798,O,Ncdowbmgrubuhmne,U,btazmqvgcd,,1-807-513-3749,208626.0,,3.0,30.0,,IMS Health,4.0
rso7799,O,CLNPTFYLEZVWYPPHDNFUL,M,pmvtjojeamwg,3509965.0,1-308-751-4811,338937.0,1.0,2.0,61.0,445.0,Holly,3.0
Tpj7800,R,Caetayjalavmtqzvifgbmcgtrrgev,W,Qurmx,1270225.0,1-824-374-6093,75897.0,5.0,1.0,27.0,347.0,General Motors,9.0
VEO7801,U,LQWGPXAJEPPPAKCJFRS,,CTYFK,2882457.0,1-711-107-1977,354986.0,1.0,4.0,31.0,617.0,General Dynamics,4.0
Nrs7802,O,Iptmvgzimwxi,S,ejfuenlock,2828480.0,1-392-137-4125,19973.0,3.0,0.0,40.0,830.0,Embarq,8.0
Wcv7803,R,Xihwaxbsmriyojafwhwtq,U,ipiabeu,2709790.0,1-520-247-4473,47920.0,4.0,4.0,58.0,,Murphy Oil,10.0
Hxm7804,R,Deuokiidhhiwm,M,Saxbwptcbu,3065674.0,1-715-269-6830,6804.0,3.0,0.0,58.0,452.0,Southwest Airlines,0.0
Ktb7805,U,Sfhopawghyqgy,U,Hqoabpgar,1493447.0,1-102-018-6502,210120.0,,3.0,45.0,536.0,Weyerhaeuser,7.0
Ejs7806,O,Dladdfgt,M,PIQKVGA,642765.0,1-446-372-5314,316764.0,3.0,5.0,9.0,536.0,Lender Processing Services,4.0
Sff7807,O,VABUSJAVK,M,Jkdez,3843812.0,1-291-287-5870,325753.0,,3.0,46.0,681.0,General Dynamics,0.0
elc7808,R,IXPEUEIPHDUFZXNSS,M,Tvicfoouwlw,2373701.0,1-730-343-2879,159571.0,,3.0,4.0,516.0,Western Refining,
FSO7809,R,BGYRBAUF,S,Kzevl,1365627.0,1-717-739-3758,236485.0,5.0,4.0,50.0,428.0,Asbury Automotive Group,8.0
Pal7810,R,Zvkjjdverawcvuymojezxa,M,isfkwvz,1769029.0,1-910-876-8455,496074.0,3.0,,78.0,783.0,,8.0
Pqm7811,O,ssnxdhqstoeth,S,PEBTEEHFAFCL,2554799.0,1-211-658-8931,85.0,3.0,0.0,14.0,307.0,Regal-Beloit,5.0
Qrs7812,O,dgzjldptskwzdtrxaqobutmpog,,wxlqdirza,1241189.0,1-617-977-0368,112434.0,,3.0,21.0,846.0,Enersys,9.0
OLZ7813,U,snxmrewhqbzwnm,M,Diqzu,2432197.0,,469546.0,1.0,1.0,69.0,582.0,Dominion Resources,8.0
Cgr7814,O,zljagwhlphbskib,D,eoopxjaxena,3417367.0,1-526-226-5832,378681.0,4.0,5.0,29.0,500.0,TRW Automotive Holdings,10.0
yov7815,O,Ppfnjejvbpslxdhs,M,NUYSKUMFLAN,573323.0,1-831-841-8863,202225.0,2.0,4.0,82.0,802.0,New York Life Insurance,6.0
TVK7816,O,pebevkfujgfunggrpxiqf,U,Kiyuisk,1544205.0,1-724-757-6864,83672.0,2.0,1.0,79.0,710.0,CSX,8.0
irn7817,O,Hernznbh,S,Jwxyyjkxt,2717331.0,1-628-017-0065,354744.0,0.0,,59.0,407.0,PPG Industries,2.0
Yik7818,U,WSKYOGUGL,M,Drzvvw,639791.0,1-412-700-9835,163223.0,0.0,,87.0,410.0,TD Ameritrade,8.0
eix7819,U,EFJTNKCOTZOUWXKOZJF,S,Sjamrtnkqu,,1-458-534-5021,323691.0,4.0,,2.0,539.0,Pepco Holdings,2.0
SSY7820,O,Bbkyaldejvrhxeyupb,U,Kgbaqwsyxu,1224394.0,1-212-399-4585,469771.0,0.0,0.0,55.0,,Textron,2.0
Ema7821,O,vvvvxqqyinwklgh,W,LGVHYNQCOYWJ,3884652.0,1-925-811-3251,186923.0,3.0,4.0,41.0,828.0,Chemtura,5.0
yoa7822,,Fhhgrkluvgk,,Duznhcbmmosf,3632849.0,1-255-979-0567,274143.0,2.0,5.0,9.0,501.0,United Rentals,9.0
FGB7823,O,Nevumcckjfwwwpbzaliucgxy,M,Gnmgvcvmnvae,3423972.0,1-235-290-4774,85347.0,2.0,0.0,86.0,415.0,Donaldson,7.0
ctr7824,O,Eylswx,,wdailoo,334439.0,1-789-903-0856,23172.0,5.0,2.0,39.0,625.0,Polo Ralph Lauren,8.0
GDL7825,R,Gimryuhijdckhgrckatkdod,S,Sqysxqlop,,1-241-378-5340,26217.0,1.0,0.0,,355.0,Universal American,9.0
Uqb7826,R,NVORJLXLQEZOSRO,M,Wwfxd,2733760.0,1-619-130-5337,125930.0,0.0,2.0,80.0,634.0,Convergys,10.0
sdj7827,O,JVOCBSAQIKCXZNKNIZBNPZP,M,EZUTXPIKTL,3813673.0,1-068-004-0614,416195.0,0.0,5.0,5.0,604.0,Spectra Energy,6.0
ETA7828,O,rtsbcfeu,U,Vdjpudmlq,2996284.0,1-746-214-7798,257406.0,3.0,0.0,91.0,691.0,Estee Lauder,2.0
DCN7829,O,Zdbpoxzxuzuzcgrarvo,S,fwumslgkg,2682187.0,1-824-437-0300,315271.0,3.0,5.0,18.0,,Washington Post,0.0
Lsa7830,R,HAECEFTN,M,edmiayyybetn,3831798.0,1-867-461-4349,497258.0,5.0,2.0,91.0,687.0,Curtiss-Wright,4.0
Ypj7831,O,Skcnmooeg,W,MFXCD,760428.0,1-753-206-7932,248158.0,1.0,5.0,81.0,324.0,Ford Motor,
Ilp7832,O,Femvptxconsuivqbthqw,S,Lyqjmdhnhejn,2952394.0,1-098-863-1605,189605.0,1.0,2.0,55.0,386.0,MDU Resources Group,6.0
JKM7833,O,DRGGBHWOEUCHS,M,,765248.0,1-093-144-9837,238398.0,1.0,3.0,28.0,566.0,Sun Microsystems,8.0
gfw7834,O,gcckahyxnqanam,U,Tgydk,3439491.0,,421306.0,1.0,2.0,63.0,799.0,Quanta Services,1.0
EHV7835,O,Ofdwqjgpgeus,M,vynwkr,2334173.0,1-263-424-8969,180787.0,,3.0,47.0,630.0,Beazer Homes USA,5.0
Tkf7836,O,JUMJTFFDCVREKGFS,M,pykah,3812091.0,1-745-878-9056,395340.0,2.0,1.0,21.0,371.0,Coventry Health Care,8.0
Dgm7837,O,Wdwxnzowtx,M,FWYTJECUWC,2269485.0,1-397-946-9623,234030.0,0.0,3.0,65.0,407.0,Chesapeake Energy,3.0
Mps7838,O,Ycapkmjmkxooszzwsbtdweyifpkilq,U,Ytryp,1737147.0,1-120-520-1560,210405.0,0.0,5.0,65.0,525.0,Great Atlantic & Pacific Tea,9.0
Ftk7839,O,YRSBLRGEBFNTQWQMDBJPE,M,,3394079.0,1-230-771-4862,353446.0,5.0,3.0,42.0,,Estee Lauder,
XZD7840,O,Dkpxkjezmosjbpbi,S,rhsjshydzs,1684124.0,1-478-181-4878,497613.0,2.0,1.0,42.0,377.0,AptarGroup,2.0
Val7841,R,zgkwuoltokgtxnumkuafvxxr,U,VEIYUEXX,835757.0,1-112-169-5136,183090.0,1.0,1.0,41.0,812.0,Pacer International,8.0
gxo7842,,Uuotlforwlmxth,U,hnnieoyeomer,600778.0,1-339-657-1052,164669.0,0.0,4.0,41.0,755.0,Enersys,6.0
AMA7843,O,ENXLEURQRWSSUIXX,M,Irfkjxocrz,1276528.0,1-950-536-1586,357404.0,0.0,4.0,9.0,651.0,Ryder System,8.0
ufa7844,O,bcvrjfetetjghbmzkvbaoxeynonyso,S,Igrbdvnse,165037.0,1-562-334-7089,252335.0,4.0,3.0,38.0,761.0,,0.0
Eig7845,O,Dicsxyxfmarnofwwdwuku,D,kzbwnqlpwtkk,2757243.0,1-166-177-5281,365804.0,,4.0,,446.0,MetLife,5.0
mgi7846,U,Xphttzltjhlrwxucqgopc,M,BGXRR,1551248.0,1-609-761-7221,880.0,5.0,2.0,37.0,455.0,Great Atlantic & Pacific Tea,3.0
Wzn7847,O,veywteoxmwvugznaagursvqfohkrk,S,Mutvcwzisxp,1321056.0,1-129-125-9035,318789.0,1.0,3.0,80.0,659.0,Google,3.0
Zft7848,O,VDXKNNRJQCCOBZRHZPV,U,Pznboqbnkql,3534970.0,1-936-540-4054,345038.0,5.0,4.0,2.0,713.0,,7.0
