AgeID,Coun,NumC,LN,NumCreCa,AddLi1,FirN,Ge,CreRa,OwORFl,Inc,Ph,NumChil,MarSt,A,Em,NeWo
udq7609,United States of America,5.0,udqexswxytatsvxw,6.0,Xhggtfwyslxvgeiuzjfxewcsweefq,Tlaihggmhfiuezhjgps,,446.0,U,,1-253-879-8833,1.0,M,50.0,Baldor Electric,1611011.0
Ghl7610,Canada,0.0,Ghlflxgkavpsqvkpun,0.0,,DSRXJZKFJTIVXLBAX,,,O,316963.0,1-401-256-3483,4.0,M,0.0,Commercial Metals,2999167.0
mtk7611,Canada,5.0,mtkfmxripistepftjaxfosviokgqsf,,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,Annsrbdzywmpqvigpn,f,,O,84046.0,1-175-910-8245,,W,,,
QIY7612,United States of America,0.0,QIYQRALNIIONMKDZB,9.0,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,Mrawpcvb,,723.0,O,368990.0,1-565-191-3419,3.0,M,,Molina Healthcare,3307491.0
Ohz7613,Canada,2.0,Ohzpaqjtc,2.0,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,yociu,,348.0,O,124382.0,1-921-688-5401,0.0,S,81.0,Plains All American Pipeline,2057260.0
djg7614,United States of America,2.0,djgtucxplpftr,,Gvdteormavfflajkedaclod,DQNVNWPYSMLDGXJVBUHUKDLRSLN,,666.0,O,9263.0,1-925-155-0170,0.0,M,52.0,Agilent Technologies,53179.0
Iad7615,United States of America,2.0,Iaduje,3.0,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,wfnjfn,,,U,334181.0,1-185-691-2951,4.0,M,68.0,AutoZone,690086.0
EMG7616,United States of America,0.0,EMGQKGEOTCGAFGDZVTRUAVGZYPM,8.0,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,WWWEN,,844.0,R,314001.0,1-067-518-3854,1.0,M,,,2025465.0
Hjn7617,Canada,1.0,Hjnljezrxojeaoustvawackahexa,8.0,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,Krjcfgq,,766.0,O,168309.0,1-188-554-1671,4.0,M,36.0,Universal Health Services,695307.0
CYP7618,United States of America,2.0,CYPTBBGPWKKKFNOUHJ,10.0,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,Fxmpengjsaf,M,521.0,O,322765.0,1-168-215-2223,4.0,M,31.0,Time Warner,3238398.0
KPN7619,United States of America,1.0,KPNRNVLRFUTOWOERTCSIRQZ,7.0,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,Eobtk,,306.0,O,311253.0,1-228-022-3056,5.0,W,55.0,Sealed Air,1213578.0
Vbi7620,United States of America,5.0,Vbimifwtrtvb,9.0,Blsmawjjdmdamrhqyqgzmbkfa,Abahrdfcbtscoblhaovnjkbx,,411.0,R,140296.0,1-926-766-1124,5.0,W,66.0,Sprint Nextel,103708.0
ehb7621,United States of America,1.0,ehbcbdctlcspuvwbqveohanmkolbw,3.0,Stofpzwyhkpmuq,bhephgijqbu,F,,O,439984.0,1-538-797-1948,5.0,M,22.0,,1086081.0
TMQ7622,United States of America,5.0,TMQACIIUMYYZHYX,8.0,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,KECNVVPGTOXHIGOUAWLHU,F,702.0,O,454011.0,1-627-234-0841,0.0,U,51.0,Quiksilver,1349626.0
Lsb7623,United States of America,1.0,Lsbutxufufshmkqnscnhx,1.0,,xppmtvztaifqynlbmofxonnus,a,842.0,R,191541.0,1-876-492-0782,5.0,S,26.0,Valspar,1083092.0
Dpz7624,United States of America,2.0,Dpzpfctp,0.0,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,kzntoukktuqqfuyeo,M,528.0,R,,1-436-946-7319,1.0,U,100.0,Timken,1662799.0
Zuj7625,United States of America,3.0,Zujmcfzznpfohsdp,5.0,cnckvldjedzgdqhy,TDRLAQZARCGRAMDDMCWP,,300.0,R,,1-281-780-2897,3.0,W,13.0,,3548540.0
Jqk7626,United States of America,2.0,Jqkozdva,7.0,,shbaeyxyrjfietruntrdeyqkc,,752.0,O,269215.0,1-421-286-4139,1.0,S,11.0,Occidental Petroleum,881414.0
ijb7627,Canada,0.0,ijbcvbgglqupyentiqncsnswyygl,0.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,Zururxrihusergiba,m,303.0,O,193126.0,1-908-354-2709,4.0,M,62.0,,1712200.0
NMO7628,United States of America,3.0,NMOXMHMVUDGY,10.0,qehomraquwxrkb,QZLCPVRKZMTENMREVZT,F,418.0,O,462618.0,1-466-560-2530,5.0,M,13.0,Massey Energy,847446.0
Tef7629,United States of America,3.0,Tefewe,4.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,dvbflygvxrizbclmqwoajkvnzoufc,f,667.0,O,212026.0,1-578-686-8082,3.0,W,23.0,Weyerhaeuser,344294.0
Sdj7630,United States of America,1.0,Sdjhq,7.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,mtnubdnrdoivcuqmapqhtvzkixw,,441.0,U,371024.0,1-166-077-1436,4.0,D,51.0,National Fuel Gas,1534879.0
Pbr7631,United States of America,3.0,Pbrfgfdwedgrmifitr,0.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,Nzljqsbgutsixlosfedpmlzl,m,471.0,O,235810.0,1-535-320-1881,2.0,U,2.0,Pep Boys,3897101.0
Ice7632,United States of America,2.0,Icejebxweavlnddpjz,9.0,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,Ealrdsynhtadihmsl,m,701.0,O,347270.0,1-633-495-6478,,W,,Neiman Marcus,3064442.0
ZWG7633,United States of America,5.0,ZWGIV,1.0,TAIWTM,xfjdwfentojva,,323.0,R,399212.0,1-398-680-0278,2.0,D,82.0,BlackRock,2016524.0
Evw7634,United States of America,4.0,Evwthrqmqfpsbpdqojtqzpjmpoea,10.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,Zvowaelneuhpxzphpvtgvfz,m,846.0,O,439561.0,1-185-976-7770,5.0,M,94.0,McGraw-Hill,37745.0
Lhl7635,United States of America,3.0,Lhlatzfku,8.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,fmdcjzjekrwrirumyvfuqnnkxzr,m,850.0,O,29980.0,1-490-238-8219,4.0,M,16.0,Family Dollar Stores,503752.0
LYB7636,United States of America,2.0,LYBUGCXZYJSERVQKQJKNIIW,,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,Ohetzpmilrphnhnasiisaypdl,,,U,28693.0,1-891-741-2112,5.0,M,43.0,Teleflex,2115180.0
Ijb7637,Canada,1.0,Ijbmwiomutrflaupolplmfjsqh,3.0,Phqspowfoiqmszxy,VAUWGMVOILXNGKB,M,564.0,O,106794.0,1-849-918-0984,2.0,M,76.0,,839222.0
Zhf7638,United States of America,3.0,Zhftulgpedd,4.0,XDPEFDQIMFNMCO,Tnwgmuvaaqmxskkyqnvrmnmul,f,558.0,O,340598.0,1-426-168-3142,5.0,S,0.0,Imation,1851334.0
PYU7639,United States of America,1.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,0.0,FSSAAXLAMAPBOMTNUFG,mtovrkjvtfkennjujgpegknnck,m,417.0,O,490597.0,1-757-910-8931,,U,33.0,PPL,1348251.0
Iku7640,Canada,2.0,Ikufiibsvk,6.0,AKWOIATLDDKU,Lwxdv,,487.0,O,499685.0,1-468-325-0119,2.0,U,62.0,Smithfield Foods,2722392.0
HBZ7641,United States of America,2.0,HBZACUNNIOTFKFSTCILLC,9.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,Ftvuzjdzocqmcoxvrbqcna,m,639.0,O,62285.0,1-383-310-7894,0.0,M,8.0,Macy's,1785161.0
Pco7642,United States of America,5.0,Pcofbhaqeemibnkjtsoxmdibmpquo,3.0,VANVGDDSYEK,Hnbgeuii,M,625.0,O,320885.0,1-353-727-2029,5.0,U,4.0,Torchmark,2823578.0
Ybv7643,United States of America,5.0,Ybvjle,1.0,TVTDULLNHUZPDNEEKSXEGPXDNE,Fykbowmpxpbb,,,O,184669.0,1-028-849-5461,3.0,D,39.0,Herman Miller,2123972.0
Rim7644,United States of America,0.0,Rimdakhncfjlrbor,3.0,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,Ruagwhiorgizpmbphjerywjrr,,,R,126989.0,1-480-785-4021,0.0,S,90.0,Kindred Healthcare,112782.0
gnf7645,Canada,1.0,gnfkwjxmvkbeh,3.0,HWAWSSEUGGKEXQDESYXFHWZ,teldp,,460.0,,48144.0,1-443-132-4138,4.0,M,7.0,Arch Coal,248311.0
Wxp7646,United States of America,5.0,Wxphiul,8.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,Tmhxnpfgyifx,F,793.0,O,377787.0,1-143-020-1234,4.0,,95.0,Whirlpool,3719851.0
Dxh7647,Canada,5.0,Dxhuevhfuceqmpoolmuhflp,8.0,,Fpchjcvsrkakkqqsojokdrg,m,821.0,O,323782.0,1-475-304-3486,5.0,U,59.0,Arrow Electronics,1920385.0
Aqo7648,United States of America,3.0,Aqopbqsxqxjj,6.0,NASLRGJGXPDOGNJSHNLNGBCXJVO,Heiehcgec,,,O,31880.0,1-677-882-6792,2.0,S,13.0,Rock-Tenn,576903.0
fen7649,United States of America,5.0,fenowyirqcdcwwo,8.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,sgapkfrztiyyayezulvi,,643.0,O,390190.0,1-151-067-7411,3.0,D,58.0,R.H. Donnelley,1855037.0
CMQ7650,Canada,4.0,CMQIHWYKNOLSX,2.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,Nohjtayoycptngwoitqzhmuf,,817.0,O,413821.0,1-645-553-4591,1.0,U,67.0,Pall,2954046.0
Yhb7651,United States of America,1.0,Yhbbdqabnbldfqhnofnxdrzrj,10.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,QIGFYQTIPFYCR,f,702.0,O,301451.0,1-670-793-5351,2.0,,68.0,Burlington Coat Factory,952096.0
mbw7652,United States of America,1.0,mbwpxwoq,2.0,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,evwjgjrsttnkbmhmmrswodkvwdqo,,409.0,O,5888.0,1-049-843-6473,0.0,D,17.0,Forest Laboratories,3382998.0
xas7653,United States of America,2.0,xasiqx,6.0,Gicehrtxtlvwiewgl,SMOQFUQUOWABMRDKJPFC,,617.0,O,254404.0,1-739-185-6579,2.0,,44.0,Moody's,3772196.0
MKM7654,United States of America,3.0,MKMKDBNJNERUJSQYY,5.0,cveuptzbcwxicceqqmqsqgfvhykw,Jzwgkirmjeznhbniytvkxnhhar,M,,O,290984.0,1-215-295-5893,0.0,M,16.0,Fidelity National Financial,3180080.0
Jgi7655,United States of America,5.0,Jgiimqxenotyp,,Kqosfw,IMPCDEPQTVPBRBNJNLWAPSYUW,F,756.0,O,441847.0,,5.0,M,27.0,Amphenol,3971412.0
Mwv7656,United States of America,2.0,Mwvgdm,5.0,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,Ewwyolurheysjpusipgrmydspux,,484.0,R,373240.0,1-515-341-8405,4.0,D,59.0,Int. Business Machines,1488210.0
YOY7657,United States of America,1.0,YOYQEKTGQPVGKZZXM,9.0,Gqvfapurdsetypjkkcceahfodyn,Indhpnqswpoplupdlejxhjm,,589.0,O,461444.0,1-249-978-7278,4.0,S,8.0,Int. Flavors & Fragrances,2621373.0
Gja7658,United States of America,1.0,Gjaqmimggdmubhczafzufuklxgxos,0.0,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,Dahur,m,380.0,O,255072.0,1-471-716-6210,4.0,S,98.0,Gilead Sciences,1021949.0
rcx7659,United States of America,1.0,rcxczhucwf,10.0,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,JLZXMAOFICNNT,f,541.0,R,255019.0,,1.0,S,35.0,United Rentals,2444319.0
IPA7660,Canada,1.0,IPAZTGHTPTW,7.0,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,Rvrfuknkgeyb,M,474.0,,330718.0,1-982-617-1421,,M,57.0,Convergys,362567.0
rbj7661,United States of America,2.0,rbjgdyplkrcutrs,4.0,WSKYHRCGGHSPINYLUNNDCJPV,Ruihhbkdjniajgrvwos,,685.0,O,245130.0,1-068-568-6056,1.0,,69.0,Mueller Water Products,462234.0
ebw7662,United States of America,4.0,ebwticokpfdypejppslctr,10.0,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,Gkirgeljoajnkshohjinbooco,,363.0,R,19691.0,,3.0,M,33.0,Shaw Group,3936622.0
SQY7663,United States of America,1.0,SQYYLFSC,9.0,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,cgqpaxicnbhaaufmao,,605.0,O,13490.0,1-772-155-4468,1.0,M,33.0,Energy Future Holdings,2116904.0
nqw7664,United States of America,4.0,nqwvfudiscyqixxng,6.0,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,beidygiakhaztngnhqsrjhxs,f,394.0,,90333.0,1-551-833-6226,4.0,W,1.0,PHH,63883.0
Fyz7665,Canada,0.0,Fyzxvqjbmfgyeyswcxbogeytfuqur,6.0,uezrarapf,XXILDDNLYSINLOGZNXHQKGLMEAR,m,812.0,R,210200.0,1-894-068-7775,2.0,U,19.0,Simon Property Group,2747738.0
Hds7666,United States of America,3.0,Hdsxrjpdyr,3.0,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,MLHCHSATXNEQIRSMEHAM,f,688.0,R,195318.0,,3.0,M,63.0,World Fuel Services,938329.0
ksz7667,United States of America,5.0,kszsqhunjdmjqhozzck,9.0,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,Qqgzzbefkm,F,808.0,O,486627.0,1-942-682-4165,5.0,M,27.0,Andersons,976093.0
Wzm7668,United States of America,,Wzmdnrkeh,1.0,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,qdjedjylsojhngornkkgmozdbb,,492.0,O,142918.0,,4.0,,12.0,L-3 Communications,2031908.0
Xna7669,United States of America,4.0,Xnafmengguewmwckz,6.0,xznxzmzinjddcepuvomccimcwdxo,Vszkppbmlhgmjgeiss,,734.0,O,243364.0,1-316-836-0322,3.0,D,26.0,CACI International,660066.0
ugr7670,United States of America,1.0,ugrohhoiopurrh,7.0,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,Yizitnh,,579.0,O,208343.0,1-746-466-6593,5.0,M,2.0,M&T Bank Corp.,2777991.0
Qao7671,United States of America,0.0,Qaondcvjqnzbdtnhd,10.0,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,Jkrhfalisxualvrritesxm,f,410.0,U,26787.0,1-306-508-0916,4.0,M,34.0,Family Dollar Stores,3148815.0
MXH7672,United States of America,0.0,MXHLAVXOZQHBUBMXESG,7.0,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,Hfhsubkrpir,,743.0,O,190609.0,1-049-405-9872,4.0,D,86.0,Medco Health Solutions,3714775.0
KQU7673,United States of America,1.0,KQUJOIXHOLTVWZCHD,9.0,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,Htbblpuiuynkio,,431.0,O,,1-539-901-1797,,M,47.0,Crosstex Energy,2203195.0
bxn7674,United States of America,0.0,bxnxlbwaecusydvfagorkjv,4.0,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,odfxd,,805.0,O,,1-976-507-8347,0.0,M,73.0,Reynolds American,3708645.0
Opu7675,United States of America,1.0,Opuqjoidjwgejjmkquot,9.0,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,Znewofyktnzry,M,688.0,O,453308.0,1-902-376-9596,0.0,U,83.0,PolyOne,2954852.0
Ceo7676,United States of America,1.0,Ceodsyerdrcenlfqt,1.0,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,obgrwipkwotv,,483.0,O,251108.0,1-532-161-3458,,D,99.0,"Toys ""R"" Us",2421534.0
DZH7677,United States of America,0.0,DZHUBKPLE,7.0,Gjftxakuhgilmoatmibqcnbbrmq,llbtndfaert,,844.0,O,128853.0,1-943-745-8094,0.0,U,49.0,Sonoco Products,941243.0
Ocd7678,Canada,3.0,Ocdmelacghnqhlsdvvkvuycchojc,5.0,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,Vowvlsbsbfokxbljqxz,F,436.0,O,486933.0,1-162-078-3859,3.0,M,96.0,Newfield Exploration,3133101.0
Uyj7679,Canada,5.0,Uyjwcvfmhzfpziunhflhoccjfwi,3.0,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,qafdyn,,336.0,U,306545.0,1-881-265-1012,2.0,D,12.0,IAC/InterActiveCorp,2070834.0
mhz7680,United States of America,1.0,mhzepufgwnlohcheeezqcehvlnjb,1.0,Rqhzrjcuikufwfbplxmtpeqb,aqococfdutcrxipsdiizyfbigy,,688.0,O,7682.0,1-781-682-4447,1.0,S,75.0,MGIC Investment,2617194.0
Sft7681,Canada,3.0,Sftndrabqgoigvgvnidx,9.0,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,Radeyutyf,,581.0,O,280763.0,1-716-288-6722,0.0,U,29.0,American International Group,2752340.0
gza7682,United States of America,1.0,gzasmfmrelczwmljfayfgvhxynxr,6.0,Jbvoghxtacvunglpdzjhatiusxn,ockmjwrdbkxoaemodyftxmjcl,m,670.0,R,296945.0,1-407-712-3659,2.0,,4.0,Health Net,2611991.0
Rem7683,United States of America,0.0,Remwagiyqu,5.0,Pyoruxpsl,MPCHPTTYJUWERHWMHALH,,671.0,O,176399.0,1-747-143-2305,0.0,U,100.0,Mueller Industries,3965576.0
cko7684,Canada,3.0,ckocrloglb,10.0,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,Duhgkwcceehrrqvnnirv,,352.0,U,97252.0,1-522-074-1862,4.0,U,45.0,American National Insurance,3550405.0
RLN7685,United States of America,3.0,RLNJVXKTTORDIVXEEWAJSTVV,10.0,XRPHDPOQURZXVFLADMA,Rpmqztmrghojzbyqnivxceyuiha,f,317.0,O,320588.0,1-867-195-7669,2.0,S,63.0,Morgan Stanley,1566093.0
Qjl7686,United States of America,4.0,Qjltuabiu,6.0,iqnzhrksgftjekxfljogmqkrbpkstk,YTNSVR,,809.0,R,18284.0,1-272-128-3403,2.0,,35.0,Halliburton,1944507.0
YNL7687,Canada,0.0,YNLFVXOHLQAQYMDQUUHAVNW,5.0,Jbmoxkiflceta,xgayrgnjhvearxja,m,704.0,,,1-174-194-8365,2.0,S,61.0,MGIC Investment,3250645.0
qpi7688,United States of America,1.0,qpiikhkdd,2.0,Wgfjqmnbm,AJSVULACHMZKBAEN,,411.0,O,80228.0,1-067-296-1708,,S,43.0,United Services Automobile,2806218.0
Xxi7689,Canada,,Xxidvapbmiihnxwvrjtpa,4.0,,fubtbkexiuaacw,F,431.0,O,39672.0,1-688-092-7664,3.0,U,98.0,Spartan Stores,2826399.0
axi7690,United States of America,3.0,axivutiixzrcuv,4.0,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,Lygmiirioggkj,m,362.0,O,225036.0,1-784-445-0301,3.0,M,84.0,Moog,91147.0
Wqd7691,Canada,2.0,Wqdkflcndhnjyuhgcfxg,4.0,raecjdlfwcwnaaeqeomxmuemrg,Xtslyxwajneuihyndtpz,M,532.0,R,224427.0,1-773-485-4247,3.0,M,,Century Aluminum,1036928.0
jur7692,United States of America,5.0,jurwurbdctv,3.0,Deamomjpzxjzhfugk,Fmeifzrxyvgil,M,442.0,O,123153.0,1-528-873-2585,4.0,U,18.0,Hayes Lemmerz,2406965.0
NBX7693,United States of America,2.0,NBXNTB,10.0,Aktcqktdiehyacjhlqknwg,Rugvrsjeadcummqftfmb,,677.0,O,,1-952-933-5053,1.0,S,14.0,EOG Resources,3588199.0
Naf7694,United States of America,4.0,Nafrhdvsijqnetunpamn,8.0,Xasjqyptachbyjrnjvfvznkcwdxmpo,RAVHHLPXNYMAOCOVOWXKHPS,f,565.0,O,353487.0,1-882-237-0765,2.0,M,22.0,Dresser-Rand Group,
bzc7695,United States of America,3.0,bzczehwxuk,5.0,,eaxqrdredlfrhooq,,365.0,R,145794.0,1-762-453-2464,1.0,M,7.0,Sealed Air,2896930.0
Pmo7696,United States of America,3.0,Pmonjmzccapetw,5.0,Nzckdxwdktbsqcaurk,XLJLRWZ,F,406.0,O,142515.0,1-129-593-2017,5.0,W,97.0,Blockbuster,312676.0
goh7697,United States of America,0.0,gohguacsokmccgcukkj,3.0,Svabwvthdbgivhnelxqvrhqvvgy,Wwqsseqcbmteqjub,F,774.0,,414775.0,1-779-145-2680,5.0,U,49.0,Owens Corning,16279.0
Jfb7698,United States of America,2.0,Jfbfecnkszhhdsgyzus,7.0,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,Qdakvyntptkywsqpy,F,718.0,R,125271.0,1-770-255-3860,5.0,S,25.0,Robert Half International,1536113.0
Hao7699,United States of America,4.0,Haoiwpsuiekdcpkhaax,2.0,Unyjafcdzuerth,Fhpdqgmswyxgqjhe,,588.0,R,,1-336-236-0201,,M,99.0,Wesco International,184474.0
Dwo7700,Canada,1.0,Dwoipvancgnuouqstlrnfyewjt,5.0,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,Fyetnnttkqoewqijbggbvrkxdg,e,764.0,O,93761.0,1-185-085-5742,5.0,M,44.0,Dana Holding,2971869.0
RJA7701,United States of America,2.0,RJAAYBXAISOJNRCY,2.0,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,ktggcdbzntnxuxsiosyqegcesu,f,,O,397902.0,1-957-033-0510,1.0,U,96.0,NBTY,2256728.0
Lph7702,United States of America,4.0,Lphgestktcospagvutfnojwku,8.0,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,Yzurhpzqfcwgkwsgrkjzithjnksa,,657.0,O,123538.0,1-485-740-9640,3.0,M,88.0,Eastman Chemical,2127026.0
Rfk7703,United States of America,3.0,Rfkzrip,,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,Qijmex,,769.0,U,118013.0,1-459-114-0867,2.0,M,33.0,Allergan,3476485.0
RFU7704,United States of America,2.0,RFUPBVMNTACCXNNGVTWTU,7.0,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,WDJNJGKCNRPTUNIQNNBBNN,,776.0,O,45737.0,1-671-499-0522,5.0,M,8.0,Global Partners,908035.0
TQH7705,United States of America,2.0,TQHMEMMZRGOSKAMOICIHTACSIF,4.0,HOMAWOXXWEMFPMBHETZHOZBOPJGPFBDFJZQETUMMJAVJO,Wjfwmudjwwybmmiubeqybeeniystl,m,343.0,O,456999.0,1-817-903-4786,0.0,U,55.0,Fluor,
Bbc7706,United States of America,3.0,Bbcdsefbpjwkgeqgc,5.0,uathejgojclvooynhavibvdjhuspwiyxjtrrbidwiabjxyvcuxcifzyqtwphzvxbfcrykaelbw,PMWXCRMVYFVJX,,568.0,U,326910.0,1-099-914-5598,4.0,W,43.0,FedEx,3054149.0
Yoj7707,United States of America,2.0,Yojvdcdcmdvenowfnu,5.0,,luklinfqmglorhokwtwvhgqhmhxisf,,830.0,O,166536.0,1-102-019-9878,0.0,S,75.0,Polaris Industries,
lvh7708,Canada,3.0,lvhnkrbomhb,6.0,OHYWSFETLJEYTTMYZDOGFTPBAQKVN,Mmxepsmk,,812.0,R,337347.0,1-873-941-1147,4.0,,66.0,Torchmark,248269.0
Zpr7709,Canada,2.0,Zprtowfuebcnkomhctwozawilldble,6.0,WSZYJROXWWIWMVXDTZLJRKAPTUGFNIKPCPNRWASXEWEEUXRZALWYHWKU,Ixsoib,,489.0,U,41345.0,1-710-953-4977,4.0,U,58.0,Alliance Data Systems,1203267.0
LMG7710,United States of America,5.0,LMGKMCADYPJYO,9.0,Qfeecmwaxqhkulepjrwbmihojdaovxcukyrlnphlnimczdwhbxkilgjzuoiyhpupzxvcxxtrztifgd,Cwurvdjbmuxtioeqbpk,m,845.0,U,370209.0,1-789-825-2857,1.0,U,29.0,American International Group,3704743.0
WMF7711,United States of America,0.0,WMFDKUEYDGUHMH,0.0,VIJLPKEZYSJJGTR,Jhnamxkltxicm,,735.0,R,343016.0,1-179-937-7265,4.0,U,28.0,Mohawk Industries,3673540.0
Qov7712,United States of America,4.0,Qovtycantlwwx,4.0,,tdbtkqtfzcnjridma,F,615.0,U,186990.0,1-596-337-6757,3.0,D,93.0,Vulcan Materials,982779.0
Vkp7713,United States of America,,Vkpfswwfwpswmudhsdo,6.0,,njcdtc,,,U,46562.0,1-512-224-7078,4.0,W,17.0,OfficeMax,2778471.0
SST7714,United States of America,5.0,SSTFMVLCKNTPKMD,,Zmasw,OMBIVJDP,M,769.0,U,98412.0,1-552-735-4638,5.0,U,98.0,Michael Foods,2585134.0
Fuk7715,United States of America,5.0,Fuknxsnnxbpkzxpvkgfqmrrtukc,10.0,Hvwcslkdbovbksvugzeblranwljqocapxusqfhoxknwsbunmtvsdrquws,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,m,406.0,O,436056.0,1-127-805-3262,4.0,S,38.0,Vulcan Materials,3591627.0
Brz7716,United States of America,3.0,Brzitazbiandtwccpsojepmnkuwh,0.0,DVMTEYEFOGEHXPCXCSOGWGYKOIPFCQAEJN,Erjrxnjctmkhgqwpjzuylkf,f,586.0,O,36008.0,1-985-423-7255,1.0,U,44.0,,1819561.0
Faw7717,United States of America,1.0,Fawgx,10.0,Oznikwnqknmmzcqghprkmqgvogyqikwolvmyluhxmsculhddmjcxxwcuijvtebhrdmamuus,Ijqvmftaeaoeiycxxi,f,630.0,O,417402.0,,0.0,M,27.0,Unum Group,2857056.0
Jtn7718,United States of America,1.0,Jtnfoibxdchrzcaerjqbyvopn,7.0,Gvpkllxjihwcdekmhwgrvrjjlemqymitgmisuqksneadi,lrntptwvbrtnvwdquqpsx,m,533.0,O,273535.0,1-019-900-0927,1.0,U,94.0,Domtar,1393892.0
