NumberCreditCards,LastName,MaritalStatus,NetWorth,Age,FirstName,NumberCars,NumberChildren,State,Country,CreditRating,Income,AddressLine2,Phone,Employer,City,Gender,MiddleInitial,PostalCode,AddressLine1,OwnOrRentFlag,AgencyID
2.0,lawlis,U,3810365.0,76.0,Otha,1.0,1.0,MD,United States of America,,20397.0,,1-267-357-1943,Bemis,Costa Mesa,m,L,v6n 1v9,20025 routh crescent,O,law141
6.0,Beebe,U,2641938.0,5.0,Rodie,2.0,2.0,New Brunswick,United States of America,664.0,463094.0,Suite 397,1-602-756-7919,Securian Financial Group,Houston,m,D,83702,4144 LAKE PARK LANE,O,Bee142
7.0,schlange,U,3857323.0,65.0,DULCE,4.0,1.0,HI,United States of America,789.0,331900.0,,1-793-864-7010,Ford Motor,Bakersfield,m,,80125,3375 sakowitz lane,O,sch143
0.0,Witchlow,S,1636212.0,94.0,Win,5.0,0.0,ND,United States of America,803.0,8421.0,,1-637-020-2921,ConAgra Foods,Chesapeake,,,M5G 1Y7,7255 berry way,U,Wit144
3.0,MEREDITH,M,2999082.0,95.0,Roselin,4.0,4.0,Nova Scotia,United States of America,720.0,35780.0,,1-428-797-6325,Charter Communications,Sandy,F,Q,80213,3131 WATHAN SOUTH,,MER145
4.0,bialkenius,M,2280820.0,28.0,Malanie,1.0,0.0,ME,United States of America,839.0,139897.0,,1-011-549-5618,Calpine,Lewiston,m,,60737,18440 RYAN NORTH,R,bia146
0.0,Swiat,D,1050866.0,76.0,TARYN,4.0,1.0,Alberta,United States of America,621.0,414119.0,SUITE 464,1-993-255-5481,Crane,Elizabeth,m,P,90510,13222 glen loch road,O,Swi147
3.0,bullinger,D,,81.0,MALENA,5.0,4.0,VT,United States of America,628.0,234035.0,,1-487-749-4448,Textron,Sudbury,,,92882,7889 MURRAY WAY,O,bul148
6.0,TYRRELL,W,603001.0,38.0,Dorie,3.0,5.0,DE,Canada,813.0,144405.0,,1-192-352-2184,Idearc,Austin,F,,98121,7527 whale drive,O,TYR149
3.0,Fyfe,W,3368239.0,25.0,Liese,5.0,3.0,MA,United States of America,367.0,55441.0,,1-293-442-4224,Cabela's,Salinas,,,H2e 1x9,17788 eagle trace park,R,Fyf150
10.0,Sicard,D,1042629.0,0.0,tele,4.0,2.0,CA,United States of America,807.0,392869.0,,1-078-502-6700,EOG Resources,Peoria,,,23503,7661 GRANT WAY,O,Sic151
8.0,CASTEN,U,1948746.0,61.0,astra,3.0,4.0,Manitoba,United States of America,501.0,402416.0,,1-430-909-3001,,Sydney,F,,40208,4806 crystal hills street,O,CAS152
10.0,Choy,U,3113862.0,3.0,marnia,0.0,2.0,TN,United States of America,490.0,89984.0,,1-392-455-0895,Burlington Coat Factory,San Antonio,,S,75201,4211 WILLS NORTH,O,Cho153
3.0,CHACKO,W,2777290.0,77.0,AMY,2.0,3.0,FL,United States of America,321.0,395773.0,,1-273-921-9787,Southwest Airlines,Oklahoma City,,,93852,7524 linberg north,O,CHA154
6.0,beil,U,2210073.0,8.0,HAMILTON,1.0,0.0,CA,United States of America,,126662.0,,1-012-993-4538,RPM International,Miami,f,E,32312,14266 lemming south,R,bei155
7.0,Eleftheriou,U,1999684.0,34.0,Kuldip,4.0,1.0,CO,United States of America,446.0,132008.0,,1-890-859-4211,Amazon.com,Yonkers,m,J,90059,1427 ADDAX LANE,O,Ele156
2.0,o'grady,M,2119678.0,15.0,krystalle,5.0,5.0,Saskatchewan,United States of America,428.0,417218.0,,1-080-032-3031,Neiman Marcus,Columbia,F,,77006,1625 fernando court,O,o'g157
5.0,Katchmar,S,169808.0,66.0,Stella,0.0,0.0,UT,United States of America,423.0,360063.0,,1-561-620-7173,Goldman Sachs Group,Lubbock,,,23224,335 floresta north,O,Kat158
6.0,Luin,U,1072732.0,55.0,Marie-josee,5.0,4.0,ME,United States of America,499.0,100516.0,,1-017-439-0362,Boeing,Chattanooga,,O,10055,22806 garson east,O,Lui159
7.0,Klavkalns,S,2261442.0,8.0,Nashib,1.0,1.0,NH,United States of America,342.0,16814.0,,1-248-539-6621,United Refining,Fargo,f,,35830,5524 vermack street,O,Kla160
1.0,Brunsting,M,2234368.0,7.0,Annette,1.0,3.0,VA,United States of America,632.0,,,1-611-789-5569,D.R. Horton,Omaha,,Z,v6m 1s9,18105 electra street,U,Bru161
6.0,Apter,M,575288.0,97.0,LENA,3.0,1.0,TX,United States of America,525.0,315962.0,,1-023-151-8130,Jarden,Yonkers,,Q,22304,719 holman court,O,Apt162
9.0,schuette,M,1102479.0,95.0,Christian,5.0,1.0,Saskatchewan,United States of America,371.0,299268.0,,1-005-574-3523,Systemax,Spokane,f,,06101,23553 MEMORIAL RUE,R,sch163
4.0,Lanava,U,2995388.0,92.0,Morrie,1.0,3.0,NH,United States of America,699.0,301490.0,,1-550-487-1571,Marriott International,Tulsa,,,78756,16759 park avenue,O,Lan164
8.0,Fusca,M,1147193.0,17.0,LYMAN,3.0,2.0,VA,United States of America,435.0,36052.0,,1-280-494-1415,Expeditors International,Garden Grove,F,,93003,12296 WILLIAMS LOWER,O,Fus165
2.0,Nevardauskis,U,1136540.0,81.0,REUBEN,1.0,4.0,IA,United States of America,512.0,437483.0,,1-803-438-4141,Great Plains Energy,Fort Lauderdale,F,R,T5D 1P2,9625 ALLEN BOULEVARD,U,Nev166
6.0,SHACKLEFORD,M,1677669.0,13.0,Hermon,5.0,,NC,Canada,552.0,152971.0,,1-566-299-2351,Danaher,Philadelphia,f,,10108,10340 jarvis road,O,SHA167
8.0,Sauck,M,2160706.0,78.0,Paqs,0.0,2.0,NH,Canada,,449495.0,,1-586-363-4189,,Sydney,,P,t5c 1l3,13143 goodwin lane,O,Sau168
5.0,frischknecht,M,2525665.0,78.0,GAETAN,4.0,1.0,AL,United States of America,687.0,349827.0,,1-505-124-9029,Watson Wyatt Worldwide,Waterbury,,,M5B 1Z8,7160 BEATTY RUE,O,fri169
0.0,fernandez,M,3517622.0,85.0,leese,3.0,1.0,British Columbia,United States of America,433.0,9562.0,,1-897-996-9812,Yahoo,Tacoma,,O,V6H 1W2,22679 chimney rock west,R,fer170
7.0,LANDERS,U,,68.0,Amelie,1.0,2.0,MD,United States of America,746.0,24514.0,,1-922-919-5858,Convergys,Charlottetown,M,,90308,6769 pasadena upper,,LAN171
9.0,Bhasin,M,97675.0,1.0,TAMRA,0.0,0.0,IA,Canada,405.0,407985.0,,1-326-572-2988,Celanese,Independence,,,M5e 1y2,20622 MCAFEE COURT,R,Bha172
,Jordan,M,,83.0,bang,5.0,5.0,ND,United States of America,805.0,,,1-076-972-4311,Dana Holding,Escondido,M,,80029,10526 LINWOOD LANE,O,Jor173
5.0,KNUDSEN,M,3569070.0,78.0,HILDEGARDE,4.0,4.0,NY,United States of America,819.0,257897.0,,1-341-595-8408,XTO Energy,Lansing,F,,30350,21088 vessey crescent,O,KNU174
0.0,Hamelin,M,1507616.0,,Carmody,0.0,5.0,OR,United States of America,648.0,261143.0,,,Alliance Data Systems,Anaheim,F,,97240,10884 ryan avenue,O,Ham175
10.0,MAUER,U,514151.0,5.0,Dareen,5.0,5.0,MO,United States of America,401.0,110615.0,,1-536-952-5040,Franklin Resources,Glendale,,,R3A 1M1,1481 gale court,R,MAU176
8.0,Rezansoff,U,2903408.0,43.0,WEN,2.0,0.0,CT,United States of America,484.0,407799.0,Apt. 426,1-663-917-0422,Fidelity National Financial,Chula Vista,F,,73172,18390 martins east,U,Rez177
1.0,Koa,U,1695814.0,53.0,MOT,4.0,4.0,MO,Canada,463.0,195242.0,,1-843-773-1791,FirstEnergy,Orlando,,,V6s 1p9,23208 porter crescent,O,Koa178
5.0,HANNEMAN,U,868465.0,13.0,leese,3.0,0.0,MN,United States of America,335.0,315490.0,,1-823-567-1252,Commercial Metals,Cleveland,m,B,90140,17026 durand north,O,HAN179
10.0,jakim,U,2810709.0,7.0,nettie,5.0,4.0,NC,United States of America,,22201.0,,1-744-421-7512,Genzyme,Huntington,,I,94639,16533 devonshire park,O,jak180
7.0,umphres,M,3593363.0,17.0,AILEE,4.0,5.0,TN,United States of America,381.0,441579.0,,1-621-744-1484,US Airways Group,Fayetteville,,C,22307,8965 griffin east,R,ump181
1.0,Wickham,M,2607636.0,67.0,chan,2.0,2.0,NV,Canada,708.0,342730.0,,1-973-214-3381,Advanced Micro Devices,Riverside,,G,55116,22451 larner court,O,Wic182
8.0,Gates,M,2735642.0,54.0,RAY,5.0,4.0,AL,Canada,354.0,117267.0,Apt. 540,1-428-266-1600,United Parcel Service,Dayton,F,,M6s 1i5,3681 HOLLY KNOLL CRESCENT,R,Gat183
10.0,bott,S,1501732.0,5.0,Robinette,1.0,4.0,NE,United States of America,547.0,260107.0,,1-334-466-5299,Fastenal,Corona,,,92708,5678 dayton street,,bot184
9.0,DAVID-YERUMO,D,397072.0,28.0,Rocke,1.0,1.0,KS,United States of America,761.0,166760.0,,1-249-478-5643,Core-Mark Holding,Oklahoma City,,T,V6r 1q6,15591 holgate lane,O,DAV185
1.0,HILLARD,M,3399757.0,5.0,Suzette,4.0,1.0,NY,United States of America,659.0,401021.0,,1-804-228-8548,Boise,Dallas,F,,63178,23477 havenridge rue,O,HIL186
9.0,warburton,M,2684548.0,,Myla,4.0,2.0,NY,United States of America,351.0,70945.0,,1-564-230-0062,DST Systems,Durham,,,x7j 1r5,18267 cape lane,R,war187
7.0,MACHNICKI-HYNES,S,3041622.0,72.0,dacia,3.0,3.0,Saskatchewan,United States of America,608.0,389391.0,apt. 48,1-781-339-9073,United States Steel,Tacoma,m,,M5e 1y7,2928 POTOMAC UPPER,O,MAC188
3.0,levitin,S,3211816.0,12.0,CHELSIE,4.0,2.0,Prince Edward Island,United States of America,706.0,63226.0,,1-096-116-9962,Pepco Holdings,Alexandria,F,A,23257,14656 pasadena park,O,lev189
8.0,Gooderham,M,127026.0,71.0,abbas,0.0,4.0,Alberta,United States of America,391.0,206220.0,apt. 968,1-914-194-6997,Acuity Brands,Hialeah,,,V6I 1U7,16983 flagler drive,O,Goo190
2.0,Kohalmi-hill,W,588945.0,90.0,Rec,5.0,4.0,Ontario,United States of America,461.0,,,1-733-360-9116,Baker Hughes,Denver,,E,94539,17212 LANDER SOUTH,R,Koh191
2.0,AYLWIN,U,1962620.0,20.0,Elaine,4.0,4.0,TN,United States of America,510.0,337152.0,,1-591-402-8026,Newell Rubbermaid,Fort Lauderdale,M,,H7h 1v4,23764 sabine west,O,AYL192
5.0,CHOUHAN,W,178193.0,58.0,Katharine,,2.0,VA,United States of America,805.0,312074.0,,1-326-180-9322,Westlake Chemical,Mesa,F,E,15201,16271 vista south,O,CHO193
7.0,DITKO,M,2102811.0,57.0,LILIAN,2.0,4.0,TX,United States of America,702.0,68551.0,,1-784-796-6844,Jones Lang LaSalle,Cleveland,,G,t5a 1n6,1080 LAVENDER LANE,O,DIT194
3.0,EMIG,W,2246854.0,43.0,CATI,4.0,1.0,MT,United States of America,368.0,488800.0,,1-662-625-4671,Burger King Holdings,Lewiston,,,78784,10856 summer street,O,EMI195
8.0,Ryder,W,1312448.0,39.0,Luong,3.0,2.0,IL,United States of America,520.0,431633.0,APT. 392,1-627-590-4931,Hovnanian Enterprises,Tallahassee,m,,H6d 1w8,17021 edwards crescent,R,Ryd196
2.0,meisner,S,295993.0,87.0,JUOZAS,0.0,3.0,WY,United States of America,666.0,72797.0,,1-055-694-7984,Medical Mutual of Ohio,El Monte,,S,06705,7726 TALLOWOOD UPPER,O,mei197
9.0,Cegelski,S,1220003.0,57.0,Lysy,0.0,1.0,NC,United States of America,587.0,260576.0,,1-166-844-7429,Lockheed Martin,Sioux Falls,,,M5c 1v9,19097 foxfire north,O,Ceg198
4.0,haigh,U,2400476.0,58.0,ULA,4.0,5.0,ND,United States of America,643.0,200096.0,,1-516-930-4640,Yum Brands,Columbia,,Z,90759,8161 PINTO ROAD,O,hai199
5.0,clendening,,2900897.0,28.0,Francesca,,4.0,GA,United States of America,484.0,,,1-261-215-4290,Wesco International,San Francisco,,J,22301,9659 sakowitz west,R,cle200
3.0,Ciesielski,U,3942140.0,95.0,emili,3.0,1.0,VA,United States of America,,267656.0,,1-681-572-7662,Volt Information Sciences,Santa Clara,,W,19165,15306 pike park,R,Cie201
8.0,Parypa,S,2118119.0,98.0,yogesh,1.0,2.0,Prince Edward Island,United States of America,676.0,35253.0,,1-288-967-5460,Western Union,Greensboro,f,,75007,21891 dewey street,R,Par202
4.0,LOZINSKI,M,338540.0,55.0,Xantippe,5.0,2.0,OR,United States of America,300.0,113159.0,,1-315-022-2148,,Waco,f,K,90302,8155 storeywood road,O,LOZ203
8.0,Pascal,,2617116.0,14.0,TINO,2.0,3.0,WI,Canada,,297444.0,APT. 630,1-707-402-6121,Lubrizol,Rochester,,,84092,20871 dewdrop street,R,Pas204
9.0,Aula,M,1459711.0,30.0,AGGIE,3.0,1.0,ID,United States of America,831.0,52092.0,,1-186-893-7846,C.H. Robinson Worldwide,Tampa,,,v6d 1u1,1121 GREENE PARK,O,Aul205
7.0,barnes,M,1804959.0,90.0,Alane,3.0,1.0,MT,United States of America,609.0,30249.0,,1-571-918-3795,Celgene,Paterson,F,N,99503,23849 westerley south,O,bar206
2.0,ELLIOTT,S,2957472.0,69.0,ABBYE,2.0,0.0,MD,United States of America,679.0,483052.0,,1-206-055-2128,Leggett & Platt,Fullerton,,,80960,1540 murie rue,O,ELL207
6.0,forslund,U,2919293.0,67.0,aleen,4.0,0.0,NY,United States of America,634.0,287060.0,suite 344,1-963-724-8044,Fidelity National Information,London,m,P,53743,16633 raymond road,O,for208
4.0,Burbidge,W,3610130.0,41.0,collen,1.0,1.0,HI,Canada,338.0,274154.0,,1-050-641-8503,Arch Coal,Newark,,U,t6d 1k1,18676 turman drive,O,Bur209
4.0,FOLLMER,M,1209441.0,2.0,NEALA,5.0,5.0,DE,United States of America,332.0,379659.0,,1-020-258-1680,Affinia Group Intermediate,Buffalo,F,,91350,1808 HARDY STREET,O,FOL210
8.0,Leder,M,1058712.0,89.0,CELISSE,0.0,0.0,PA,United States of America,721.0,,,,Kellogg,El Paso,m,,37916,11115 midland avenue,O,Led211
3.0,kopke,,1946028.0,88.0,MEHMET,4.0,1.0,IN,United States of America,351.0,100796.0,,1-886-961-7857,PerkinElmer,Toledo,,N,22329,24950 sheppard lane,O,kop212
6.0,paylor,M,1420984.0,90.0,Carlis,1.0,1.0,MT,Canada,564.0,128277.0,,1-999-799-7384,Limited Brands,Sterling Heights,,,M1i 1r8,6450 LEMMING RUE,O,pay213
9.0,PALACEK,M,213235.0,54.0,marshal,1.0,3.0,WY,United States of America,379.0,147414.0,,1-362-078-4138,OfficeMax,New Haven,,,h5i 1p1,19342 wycliffe park,O,PAL214
8.0,felton,S,472425.0,53.0,Fabien,1.0,2.0,FL,United States of America,727.0,51559.0,,1-174-723-5263,J.B. Hunt Transport Services,Dallas,,,M1I 1R5,7582 woodway south,O,fel215
2.0,ATWELL-BYRNE,U,1160132.0,89.0,basia,2.0,3.0,RI,United States of America,578.0,355622.0,,1-898-789-3598,American Express,Milwaukee,,,53739,22526 QUEENSBURY LOWER,O,ATW216
10.0,Mcbeth,W,2869995.0,31.0,FARID,5.0,1.0,CO,United States of America,642.0,468116.0,,1-482-305-5399,Occidental Petroleum,Anaheim,M,S,06603,18833 3rd park,O,Mcb217
1.0,Jalaie,M,3727044.0,1.0,jyoti,1.0,0.0,SD,United States of America,,276728.0,apt. 3,1-834-784-7657,Shaw Group,Huntington Beach,M,B,28247,19394 canoas west,O,Jal218
,vempati,S,2293241.0,57.0,Jandy,3.0,0.0,TX,Canada,554.0,135306.0,,1-864-555-5341,W.W. Grainger,Naperville,,,h7g 1u9,9941 ROYALTON DRIVE,R,vem219
6.0,BARNICKEL,U,2846515.0,10.0,VO,1.0,0.0,VT,United States of America,733.0,99566.0,,1-475-209-3369,IDT,Iqaluit,,D,90831,10177 pecos crescent,U,BAR220
10.0,PESOLD,M,1619956.0,74.0,Kien,2.0,4.0,IN,United States of America,345.0,263959.0,,1-459-456-1848,General Mills,Winnipeg,M,U,M4j 1o7,20823 WEST CHAPEL AVENUE,O,PES221
6.0,Shaughnessy,M,2367607.0,28.0,Tybi,2.0,0.0,UT,United States of America,644.0,441498.0,,1-802-797-1712,RBS Global,St. Petersburg,F,,77288,13483 ROCKDALE DRIVE,R,Sha222
3.0,Schmeing,S,3795566.0,96.0,Nhien,3.0,0.0,NV,United States of America,564.0,429621.0,,,Realogy,Waterbury,M,J,77117,9645 HAYDEN BOULEVARD,U,Sch223
10.0,Materna,M,734762.0,42.0,Florance,1.0,3.0,TX,United States of America,465.0,181214.0,,1-224-760-3774,ArvinMeritor,Lubbock,,L,45263,6066 fillmore lower,O,Mat224
8.0,JAIN,D,908994.0,64.0,Ros,,4.0,OR,United States of America,652.0,212502.0,,1-511-883-9082,Amkor Technology,London,,,v6g 1p4,293 conier avenue,O,JAI225
6.0,KARNAZES,M,2561296.0,,Genevieve,5.0,4.0,Ontario,United States of America,714.0,244545.0,,,Lear,Des Moines,,,72247,7000 ansley lane,O,KAR226
10.0,gustafson,M,3181069.0,49.0,EMILIO,5.0,4.0,Saskatchewan,Canada,383.0,218681.0,APT. 587,1-405-014-0029,Asbury Automotive Group,Madison,,,E7n 1j9,13635 jarvis south,R,gus227
7.0,Annas,,2632226.0,81.0,JANEEN,,5.0,MO,United States of America,336.0,296916.0,,1-076-073-0994,Limited Brands,Scottsdale,,K,45272,17362 COFFEY UPPER,O,Ann228
9.0,labenek,,,57.0,cathrin,0.0,2.0,UT,Canada,626.0,453659.0,,1-690-040-0846,Beazer Homes USA,Mount Pearl,,R,x7j 1q2,12279 trafalgar crescent,O,lab229
0.0,flindall,S,1151333.0,42.0,kirstin,3.0,0.0,IL,United States of America,549.0,194450.0,,1-211-707-3341,,Iqaluit,f,M,80952,24717 MIDLAND LANE,U,fli230
0.0,satkunaseelan,U,2763939.0,30.0,giles,5.0,4.0,NM,United States of America,492.0,49533.0,,1-642-203-7899,Acuity Brands,Moreno Valley,,,38157,11493 worley park,O,sat231
0.0,thornley,M,370710.0,56.0,Ted,2.0,4.0,NC,United States of America,327.0,394819.0,,1-792-738-9524,ABM Industries,Naperville,,I,06703,6492 HAMMOND AVENUE,O,tho232
10.0,CRIPPS,S,1192164.0,3.0,hayden,3.0,3.0,AZ,United States of America,545.0,342754.0,,1-881-269-3949,,Norfolk,m,L,v6u 1r8,8954 bagby north,O,CRI233
0.0,Gascon,M,223487.0,53.0,Gail,1.0,0.0,CT,United States of America,571.0,224435.0,,1-537-303-6219,Southwestern Energy,Louisville,M,V,28231,11622 josey south,O,Gas234
7.0,Chavers,W,2341143.0,67.0,las,0.0,2.0,VA,United States of America,423.0,37717.0,,1-682-154-3638,Delta Air Lines,Akron,f,,63107,11538 collinwood avenue,O,Cha235
4.0,Nettles,,1774784.0,94.0,Noelyn,1.0,0.0,NV,United States of America,655.0,286483.0,,1-512-708-0580,ITT,Whitehorse,,,H2g 1w7,20913 vickers boulevard,O,Net236
0.0,WOODROW,M,3951308.0,37.0,izak,0.0,5.0,VA,United States of America,488.0,185412.0,,1-598-440-6359,Health Management Associates,Salem,m,,55416,22274 VICKERY CRESCENT,O,WOO237
6.0,valerien,M,2756025.0,75.0,bernita,4.0,,British Columbia,United States of America,352.0,472518.0,,1-281-206-9270,Western Union,Memphis,,,V6d 1u5,881 vance jackson south,,val238
0.0,Berndt,M,1833112.0,51.0,Karmen,,1.0,VA,United States of America,810.0,425307.0,,1-442-133-8200,Family Insurance Group,Fayetteville,f,,93782,15079 DECATUR RUE,O,Ber239
8.0,labranche,D,698884.0,74.0,Rio,2.0,2.0,TX,United States of America,686.0,304909.0,,1-607-062-8891,Advance Auto Parts,Lansing,,F,90252,10424 mitchell street,O,lab240
0.0,VREUGDENHIL,M,3287261.0,100.0,ISABELLE,0.0,2.0,CO,Canada,389.0,231226.0,,,J.P. Morgan Chase & Co.,Atlanta,m,X,85759,14195 VERDE PARK,R,VRE241
,GOODINSON,M,3337290.0,,Micro,0.0,0.0,GA,United States of America,761.0,219026.0,,1-141-622-5196,Fidelity National Financial,Gary,F,,M5g 1x8,10608 bissonnet road,U,GOO242
4.0,chaput,D,2963197.0,28.0,maribel,0.0,1.0,NE,United States of America,589.0,414993.0,,1-500-101-2792,Toro,Atlanta,,S,78746,11237 balmoral way,O,cha243
1.0,TAMARELLI,M,1487009.0,18.0,NADYA,0.0,0.0,NC,United States of America,492.0,24837.0,,1-655-973-7192,Mueller Water Products,Dawson City,F,W,H2f 1z1,15621 yaupon lower,O,TAM244
10.0,CUMPSTON,D,3177428.0,77.0,Darrell,2.0,5.0,OK,United States of America,442.0,200645.0,Suite 463,1-972-039-2576,Energy Future Holdings,Mobile,M,,77288,12387 SAUNDERS WEST,U,CUM245
8.0,SIMONOVICH,S,1886280.0,14.0,Hoy,4.0,3.0,MO,United States of America,649.0,22605.0,,1-764-148-5233,Weis Markets,Santa Clarita,,E,35277,6156 holmes court,O,SIM246
8.0,Estes,U,1853087.0,23.0,shana,0.0,0.0,AR,United States of America,337.0,,,1-399-618-9069,MasterCard,Chicago,,,36134,17521 REILLY STREET,O,Est247
8.0,haney,D,195847.0,1.0,HQ,4.0,,MT,United States of America,572.0,389524.0,,1-628-481-6657,Oracle,Nashua,F,P,V6t 1u3,20093 canterbury way,R,han248
0.0,Peers,M,3727580.0,58.0,Co,4.0,3.0,Newfoundland,United States of America,666.0,232945.0,,1-085-050-1119,Mutual of America Life,West Covina,,Y,99597,11930 alabama south,U,Pee249
4.0,blidy,D,2993662.0,98.0,Beb,2.0,3.0,OR,United States of America,567.0,390626.0,,1-993-284-6634,JetBlue Airways,Mesa,M,T,V6N 1V1,22780 terrace lower,O,bli250
5.0,Leavell,,2886788.0,76.0,Sherrill,5.0,3.0,NM,United States of America,574.0,286207.0,,1-395-464-9156,Western Refining,El Paso,,,T6d 1h7,6481 century lane,O,Lea251
2.0,Willhoff,S,3672610.0,59.0,takehiko,5.0,0.0,FL,United States of America,498.0,391468.0,,1-811-547-9696,Western Refining,Victoria,F,U,M7o 1c5,11293 rice avenue,,Wil252
9.0,komenda,U,3245637.0,81.0,FLOSSIE,5.0,2.0,MS,Canada,836.0,171326.0,,,Bristol-Myers Squibb,Hayward,f,,M2q 1e8,9828 WEST EAST,R,kom253
8.0,Welsford,M,959636.0,31.0,Chryste,2.0,3.0,Saskatchewan,United States of America,759.0,294972.0,,1-648-501-2866,AutoNation,Oshawa,,,64172,10369 gemini way,,Wel254
6.0,Lacombe,S,1037702.0,1.0,Sheelagh,3.0,5.0,NE,United States of America,563.0,131039.0,,1-332-974-4753,Boeing,Hamilton,,,85265,23445 GATES WAY,O,Lac255
8.0,Honda,S,69141.0,28.0,DICKENS,1.0,5.0,TN,United States of America,313.0,480287.0,,1-217-048-6379,Advanced Micro Devices,Oklahoma City,f,,h5k 1p8,2160 WEIZMANN DRIVE,U,Hon256
6.0,Conley,M,2818725.0,36.0,Maury,0.0,4.0,OR,United States of America,771.0,276404.0,,,Unitrin,Portland,,,M2P 1F6,16716 fresco road,O,Con257
1.0,handley,S,3153373.0,47.0,Dorothy,0.0,5.0,ID,United States of America,717.0,435481.0,,1-246-119-5490,Liberty Media,Macon,,,V6U 1U9,17068 simpson road,O,han258
2.0,WOJTECKI,D,616608.0,77.0,CHICKIE,4.0,4.0,WV,United States of America,355.0,,,,Jarden,Yellow Knife,,,V6F 1W7,23276 dillbeck upper,O,WOJ259
10.0,Amini,U,1014586.0,91.0,Lavinia,4.0,4.0,MI,United States of America,383.0,499891.0,,1-347-479-6259,Cincinnati Financial,Santa Rosa,f,P,92711,24268 hayden west,O,Ami260
1.0,Mo,S,1679903.0,46.0,Kristine,5.0,5.0,AL,United States of America,579.0,394640.0,,1-881-547-3819,Steel Dynamics,Fort Wayne,f,A,60779,2682 LUMBER PARK,O,Mo261
5.0,BUREK,M,1062919.0,36.0,tobi,4.0,3.0,TN,Canada,324.0,359040.0,,1-155-847-4022,OGE Energy,Inglewood,,,90790,4129 crestline avenue,O,BUR262
0.0,Kosten,M,3684297.0,18.0,Frederica,5.0,2.0,Manitoba,United States of America,752.0,429949.0,,1-946-987-5835,Hartford Financial Services,London,m,X,80908,18257 mahonia west,R,Kos263
2.0,Borel,D,1805618.0,27.0,Cayla,5.0,2.0,CO,Canada,723.0,333500.0,,,Penske Automotive Group,Waterbury,m,,74129,19050 cordoba upper,O,Bor264
1.0,LARCHE,S,1852935.0,79.0,BRIAN,2.0,,OR,United States of America,349.0,480399.0,,,Amkor Technology,Salem,,K,M9e 1u6,1121 greene park,U,LAR265
4.0,BOURDEAU,W,1528702.0,72.0,ROCH,2.0,5.0,CO,United States of America,643.0,73398.0,,1-551-913-3853,Psychiatric Solutions,Dayton,,,93663,13762 silver sage way,O,BOU266
0.0,Panter,W,178411.0,26.0,Charly,3.0,0.0,NC,United States of America,390.0,,,1-666-863-1257,Calpine,Frederick,,,84119,22629 bagby east,O,Pan267
7.0,Walbridge,U,2245432.0,31.0,joli,4.0,4.0,Alberta,United States of America,801.0,446105.0,,1-938-871-9739,Saks,Thousand Oaks,m,,82602,13296 wayside boulevard,O,Wal268
2.0,Muehle,S,3058077.0,2.0,Kasper,0.0,4.0,VT,Canada,741.0,128126.0,,1-333-561-7008,BE Aerospace,Escondido,M,,94429,9824 OLYMPIA STREET,O,Mue269
8.0,Zubans,D,723251.0,81.0,Joo-geok,2.0,1.0,VT,Canada,821.0,371101.0,Apt. 986,1-514-023-2587,Exterran Holdings,Independence,,,H2A 1V4,6907 ferncliff crescent,O,Zub270
5.0,Seidman,M,3755553.0,69.0,Winona,3.0,,SC,United States of America,830.0,263066.0,,1-027-811-2670,Penn National Gaming,Corpus Christi,,D,40511,24573 lyons avenue,O,Sei271
,Cavasin,M,757755.0,69.0,king-haut,0.0,1.0,SD,United States of America,441.0,,,1-475-590-2337,PetSmart,Santa Rosa,F,,M5b 1y9,15407 fillmore north,R,Cav272
2.0,Hartell,D,3610784.0,80.0,DARLENE,3.0,1.0,New Brunswick,United States of America,484.0,453776.0,,1-214-794-0930,First Data,Burlington,F,,E7N 1P6,850 leon lower,R,Har273
8.0,Naugle,,2994154.0,14.0,Deana,4.0,5.0,Manitoba,United States of America,653.0,494609.0,,1-988-429-0103,Liz Claiborne,Overland Park,M,R,h5k 1o7,14635 greene rue,O,Nau274
7.0,Stegman,D,612241.0,39.0,Laurette,0.0,2.0,NJ,Canada,727.0,233618.0,,1-143-517-2347,Alcoa,Huntsville,,,95203,21034 windchime lower,R,Ste275
0.0,Choo-kang,U,1352198.0,0.0,Renell,1.0,,TX,United States of America,535.0,,,1-709-720-3248,Perini,Berkeley,m,D,23513,15868 dewdrop park,O,Cho276
9.0,Luxford,W,2534935.0,59.0,Meriann,5.0,4.0,MD,United States of America,320.0,154521.0,,1-314-831-7578,Hudson City Bancorp,Casper,f,R,T5c 1j1,10232 oak hill west,R,Lux277
1.0,Farnsworth,W,3189762.0,60.0,KATALIN,4.0,4.0,WV,United States of America,775.0,438162.0,,1-342-101-7385,Sigma-Aldrich,Toledo,F,,V6z 1q9,950 WILLS WEST,O,Far278
,Shinjo,M,447872.0,4.0,Gayel,3.0,4.0,OH,United States of America,606.0,352602.0,,1-419-495-9429,Plains Exploration,Cheyenne,F,,73121,23223 WOODLAWN UPPER,O,Shi279
5.0,Piperni,S,3207012.0,74.0,Lourdes,4.0,2.0,NH,United States of America,,194788.0,,1-992-551-4676,W.R. Berkley,Fresno,f,P,75267,23208 porter crescent,O,Pip280
