AddressLine2,MaritalStatus,AddressLine1,OwnOrRentFlag,AgencyID,Age,Phone,LastName,State,City,Gender,CreditRating,NumberChildren,NumberCreditCards,MiddleInitial,FirstName,Income,NumberCars,Employer,PostalCode,Country,NetWorth
,U,20025 routh crescent,O,law141,76.0,1-267-357-1943,lawlis,MD,Costa Mesa,m,,1.0,2.0,L,Otha,20397.0,1.0,Bemis,v6n 1v9,United States of America,3810365.0
Suite 397,U,4144 LAKE PARK LANE,O,Bee142,5.0,1-602-756-7919,Beebe,New Brunswick,Houston,m,664.0,2.0,6.0,D,Rodie,463094.0,2.0,Securian Financial Group,83702,United States of America,2641938.0
,U,3375 sakowitz lane,O,sch143,65.0,1-793-864-7010,schlange,HI,Bakersfield,m,789.0,1.0,7.0,,DULCE,331900.0,4.0,Ford Motor,80125,United States of America,3857323.0
,S,7255 berry way,U,Wit144,94.0,1-637-020-2921,Witchlow,ND,Chesapeake,,803.0,0.0,0.0,,Win,8421.0,5.0,ConAgra Foods,M5G 1Y7,United States of America,1636212.0
,M,3131 WATHAN SOUTH,,MER145,95.0,1-428-797-6325,MEREDITH,Nova Scotia,Sandy,F,720.0,4.0,3.0,Q,Roselin,35780.0,4.0,Charter Communications,80213,United States of America,2999082.0
,M,18440 RYAN NORTH,R,bia146,28.0,1-011-549-5618,bialkenius,ME,Lewiston,m,839.0,0.0,4.0,,Malanie,139897.0,1.0,Calpine,60737,United States of America,2280820.0
SUITE 464,D,13222 glen loch road,O,Swi147,76.0,1-993-255-5481,Swiat,Alberta,Elizabeth,m,621.0,1.0,0.0,P,TARYN,414119.0,4.0,Crane,90510,United States of America,1050866.0
,D,7889 MURRAY WAY,O,bul148,81.0,1-487-749-4448,bullinger,VT,Sudbury,,628.0,4.0,3.0,,MALENA,234035.0,5.0,Textron,92882,United States of America,
,W,7527 whale drive,O,TYR149,38.0,1-192-352-2184,TYRRELL,DE,Austin,F,813.0,5.0,6.0,,Dorie,144405.0,3.0,Idearc,98121,Canada,603001.0
,W,17788 eagle trace park,R,Fyf150,25.0,1-293-442-4224,Fyfe,MA,Salinas,,367.0,3.0,3.0,,Liese,55441.0,5.0,Cabela's,H2e 1x9,United States of America,3368239.0
,D,7661 GRANT WAY,O,Sic151,0.0,1-078-502-6700,Sicard,CA,Peoria,,807.0,2.0,10.0,,tele,392869.0,4.0,EOG Resources,23503,United States of America,1042629.0
,U,4806 crystal hills street,O,CAS152,61.0,1-430-909-3001,CASTEN,Manitoba,Sydney,F,501.0,4.0,8.0,,astra,402416.0,3.0,,40208,United States of America,1948746.0
,U,4211 WILLS NORTH,O,Cho153,3.0,1-392-455-0895,Choy,TN,San Antonio,,490.0,2.0,10.0,S,marnia,89984.0,0.0,Burlington Coat Factory,75201,United States of America,3113862.0
,W,7524 linberg north,O,CHA154,77.0,1-273-921-9787,CHACKO,FL,Oklahoma City,,321.0,3.0,3.0,,AMY,395773.0,2.0,Southwest Airlines,93852,United States of America,2777290.0
,U,14266 lemming south,R,bei155,8.0,1-012-993-4538,beil,CA,Miami,f,,0.0,6.0,E,HAMILTON,126662.0,1.0,RPM International,32312,United States of America,2210073.0
,U,1427 ADDAX LANE,O,Ele156,34.0,1-890-859-4211,Eleftheriou,CO,Yonkers,m,446.0,1.0,7.0,J,Kuldip,132008.0,4.0,Amazon.com,90059,United States of America,1999684.0
,M,1625 fernando court,O,o'g157,15.0,1-080-032-3031,o'grady,Saskatchewan,Columbia,F,428.0,5.0,2.0,,krystalle,417218.0,5.0,Neiman Marcus,77006,United States of America,2119678.0
,S,335 floresta north,O,Kat158,66.0,1-561-620-7173,Katchmar,UT,Lubbock,,423.0,0.0,5.0,,Stella,360063.0,0.0,Goldman Sachs Group,23224,United States of America,169808.0
,U,22806 garson east,O,Lui159,55.0,1-017-439-0362,Luin,ME,Chattanooga,,499.0,4.0,6.0,O,Marie-josee,100516.0,5.0,Boeing,10055,United States of America,1072732.0
,S,5524 vermack street,O,Kla160,8.0,1-248-539-6621,Klavkalns,NH,Fargo,f,342.0,1.0,7.0,,Nashib,16814.0,1.0,United Refining,35830,United States of America,2261442.0
,M,18105 electra street,U,Bru161,7.0,1-611-789-5569,Brunsting,VA,Omaha,,632.0,3.0,1.0,Z,Annette,,1.0,D.R. Horton,v6m 1s9,United States of America,2234368.0
,M,719 holman court,O,Apt162,97.0,1-023-151-8130,Apter,TX,Yonkers,,525.0,1.0,6.0,Q,LENA,315962.0,3.0,Jarden,22304,United States of America,575288.0
,M,23553 MEMORIAL RUE,R,sch163,95.0,1-005-574-3523,schuette,Saskatchewan,Spokane,f,371.0,1.0,9.0,,Christian,299268.0,5.0,Systemax,06101,United States of America,1102479.0
,U,16759 park avenue,O,Lan164,92.0,1-550-487-1571,Lanava,NH,Tulsa,,699.0,3.0,4.0,,Morrie,301490.0,1.0,Marriott International,78756,United States of America,2995388.0
,M,12296 WILLIAMS LOWER,O,Fus165,17.0,1-280-494-1415,Fusca,VA,Garden Grove,F,435.0,2.0,8.0,,LYMAN,36052.0,3.0,Expeditors International,93003,United States of America,1147193.0
,U,9625 ALLEN BOULEVARD,U,Nev166,81.0,1-803-438-4141,Nevardauskis,IA,Fort Lauderdale,F,512.0,4.0,2.0,R,REUBEN,437483.0,1.0,Great Plains Energy,T5D 1P2,United States of America,1136540.0
,M,10340 jarvis road,O,SHA167,13.0,1-566-299-2351,SHACKLEFORD,NC,Philadelphia,f,552.0,,6.0,,Hermon,152971.0,5.0,Danaher,10108,Canada,1677669.0
,M,13143 goodwin lane,O,Sau168,78.0,1-586-363-4189,Sauck,NH,Sydney,,,2.0,8.0,P,Paqs,449495.0,0.0,,t5c 1l3,Canada,2160706.0
,M,7160 BEATTY RUE,O,fri169,78.0,1-505-124-9029,frischknecht,AL,Waterbury,,687.0,1.0,5.0,,GAETAN,349827.0,4.0,Watson Wyatt Worldwide,M5B 1Z8,United States of America,2525665.0
,M,22679 chimney rock west,R,fer170,85.0,1-897-996-9812,fernandez,British Columbia,Tacoma,,433.0,1.0,0.0,O,leese,9562.0,3.0,Yahoo,V6H 1W2,United States of America,3517622.0
,U,6769 pasadena upper,,LAN171,68.0,1-922-919-5858,LANDERS,MD,Charlottetown,M,746.0,2.0,7.0,,Amelie,24514.0,1.0,Convergys,90308,United States of America,
,M,20622 MCAFEE COURT,R,Bha172,1.0,1-326-572-2988,Bhasin,IA,Independence,,405.0,0.0,9.0,,TAMRA,407985.0,0.0,Celanese,M5e 1y2,Canada,97675.0
,M,10526 LINWOOD LANE,O,Jor173,83.0,1-076-972-4311,Jordan,ND,Escondido,M,805.0,5.0,,,bang,,5.0,Dana Holding,80029,United States of America,
,M,21088 vessey crescent,O,KNU174,78.0,1-341-595-8408,KNUDSEN,NY,Lansing,F,819.0,4.0,5.0,,HILDEGARDE,257897.0,4.0,XTO Energy,30350,United States of America,3569070.0
,M,10884 ryan avenue,O,Ham175,,,Hamelin,OR,Anaheim,F,648.0,5.0,0.0,,Carmody,261143.0,0.0,Alliance Data Systems,97240,United States of America,1507616.0
,U,1481 gale court,R,MAU176,5.0,1-536-952-5040,MAUER,MO,Glendale,,401.0,5.0,10.0,,Dareen,110615.0,5.0,Franklin Resources,R3A 1M1,United States of America,514151.0
Apt. 426,U,18390 martins east,U,Rez177,43.0,1-663-917-0422,Rezansoff,CT,Chula Vista,F,484.0,0.0,8.0,,WEN,407799.0,2.0,Fidelity National Financial,73172,United States of America,2903408.0
,U,23208 porter crescent,O,Koa178,53.0,1-843-773-1791,Koa,MO,Orlando,,463.0,4.0,1.0,,MOT,195242.0,4.0,FirstEnergy,V6s 1p9,Canada,1695814.0
,U,17026 durand north,O,HAN179,13.0,1-823-567-1252,HANNEMAN,MN,Cleveland,m,335.0,0.0,5.0,B,leese,315490.0,3.0,Commercial Metals,90140,United States of America,868465.0
,U,16533 devonshire park,O,jak180,7.0,1-744-421-7512,jakim,NC,Huntington,,,4.0,10.0,I,nettie,22201.0,5.0,Genzyme,94639,United States of America,2810709.0
,M,8965 griffin east,R,ump181,17.0,1-621-744-1484,umphres,TN,Fayetteville,,381.0,5.0,7.0,C,AILEE,441579.0,4.0,US Airways Group,22307,United States of America,3593363.0
,M,22451 larner court,O,Wic182,67.0,1-973-214-3381,Wickham,NV,Riverside,,708.0,2.0,1.0,G,chan,342730.0,2.0,Advanced Micro Devices,55116,Canada,2607636.0
Apt. 540,M,3681 HOLLY KNOLL CRESCENT,R,Gat183,54.0,1-428-266-1600,Gates,AL,Dayton,F,354.0,4.0,8.0,,RAY,117267.0,5.0,United Parcel Service,M6s 1i5,Canada,2735642.0
,S,5678 dayton street,,bot184,5.0,1-334-466-5299,bott,NE,Corona,,547.0,4.0,10.0,,Robinette,260107.0,1.0,Fastenal,92708,United States of America,1501732.0
,D,15591 holgate lane,O,DAV185,28.0,1-249-478-5643,DAVID-YERUMO,KS,Oklahoma City,,761.0,1.0,9.0,T,Rocke,166760.0,1.0,Core-Mark Holding,V6r 1q6,United States of America,397072.0
,M,23477 havenridge rue,O,HIL186,5.0,1-804-228-8548,HILLARD,NY,Dallas,F,659.0,1.0,1.0,,Suzette,401021.0,4.0,Boise,63178,United States of America,3399757.0
,M,18267 cape lane,R,war187,,1-564-230-0062,warburton,NY,Durham,,351.0,2.0,9.0,,Myla,70945.0,4.0,DST Systems,x7j 1r5,United States of America,2684548.0
apt. 48,S,2928 POTOMAC UPPER,O,MAC188,72.0,1-781-339-9073,MACHNICKI-HYNES,Saskatchewan,Tacoma,m,608.0,3.0,7.0,,dacia,389391.0,3.0,United States Steel,M5e 1y7,United States of America,3041622.0
,S,14656 pasadena park,O,lev189,12.0,1-096-116-9962,levitin,Prince Edward Island,Alexandria,F,706.0,2.0,3.0,A,CHELSIE,63226.0,4.0,Pepco Holdings,23257,United States of America,3211816.0
apt. 968,M,16983 flagler drive,O,Goo190,71.0,1-914-194-6997,Gooderham,Alberta,Hialeah,,391.0,4.0,8.0,,abbas,206220.0,0.0,Acuity Brands,V6I 1U7,United States of America,127026.0
,W,17212 LANDER SOUTH,R,Koh191,90.0,1-733-360-9116,Kohalmi-hill,Ontario,Denver,,461.0,4.0,2.0,E,Rec,,5.0,Baker Hughes,94539,United States of America,588945.0
,U,23764 sabine west,O,AYL192,20.0,1-591-402-8026,AYLWIN,TN,Fort Lauderdale,M,510.0,4.0,2.0,,Elaine,337152.0,4.0,Newell Rubbermaid,H7h 1v4,United States of America,1962620.0
,W,16271 vista south,O,CHO193,58.0,1-326-180-9322,CHOUHAN,VA,Mesa,F,805.0,2.0,5.0,E,Katharine,312074.0,,Westlake Chemical,15201,United States of America,178193.0
,M,1080 LAVENDER LANE,O,DIT194,57.0,1-784-796-6844,DITKO,TX,Cleveland,,702.0,4.0,7.0,G,LILIAN,68551.0,2.0,Jones Lang LaSalle,t5a 1n6,United States of America,2102811.0
,W,10856 summer street,O,EMI195,43.0,1-662-625-4671,EMIG,MT,Lewiston,,368.0,1.0,3.0,,CATI,488800.0,4.0,Burger King Holdings,78784,United States of America,2246854.0
APT. 392,W,17021 edwards crescent,R,Ryd196,39.0,1-627-590-4931,Ryder,IL,Tallahassee,m,520.0,2.0,8.0,,Luong,431633.0,3.0,Hovnanian Enterprises,H6d 1w8,United States of America,1312448.0
,S,7726 TALLOWOOD UPPER,O,mei197,87.0,1-055-694-7984,meisner,WY,El Monte,,666.0,3.0,2.0,S,JUOZAS,72797.0,0.0,Medical Mutual of Ohio,06705,United States of America,295993.0
,S,19097 foxfire north,O,Ceg198,57.0,1-166-844-7429,Cegelski,NC,Sioux Falls,,587.0,1.0,9.0,,Lysy,260576.0,0.0,Lockheed Martin,M5c 1v9,United States of America,1220003.0
,U,8161 PINTO ROAD,O,hai199,58.0,1-516-930-4640,haigh,ND,Columbia,,643.0,5.0,4.0,Z,ULA,200096.0,4.0,Yum Brands,90759,United States of America,2400476.0
,,9659 sakowitz west,R,cle200,28.0,1-261-215-4290,clendening,GA,San Francisco,,484.0,4.0,5.0,J,Francesca,,,Wesco International,22301,United States of America,2900897.0
,U,15306 pike park,R,Cie201,95.0,1-681-572-7662,Ciesielski,VA,Santa Clara,,,1.0,3.0,W,emili,267656.0,3.0,Volt Information Sciences,19165,United States of America,3942140.0
,S,21891 dewey street,R,Par202,98.0,1-288-967-5460,Parypa,Prince Edward Island,Greensboro,f,676.0,2.0,8.0,,yogesh,35253.0,1.0,Western Union,75007,United States of America,2118119.0
,M,8155 storeywood road,O,LOZ203,55.0,1-315-022-2148,LOZINSKI,OR,Waco,f,300.0,2.0,4.0,K,Xantippe,113159.0,5.0,,90302,United States of America,338540.0
APT. 630,,20871 dewdrop street,R,Pas204,14.0,1-707-402-6121,Pascal,WI,Rochester,,,3.0,8.0,,TINO,297444.0,2.0,Lubrizol,84092,Canada,2617116.0
,M,1121 GREENE PARK,O,Aul205,30.0,1-186-893-7846,Aula,ID,Tampa,,831.0,1.0,9.0,,AGGIE,52092.0,3.0,C.H. Robinson Worldwide,v6d 1u1,United States of America,1459711.0
,M,23849 westerley south,O,bar206,90.0,1-571-918-3795,barnes,MT,Paterson,F,609.0,1.0,7.0,N,Alane,30249.0,3.0,Celgene,99503,United States of America,1804959.0
,S,1540 murie rue,O,ELL207,69.0,1-206-055-2128,ELLIOTT,MD,Fullerton,,679.0,0.0,2.0,,ABBYE,483052.0,2.0,Leggett & Platt,80960,United States of America,2957472.0
suite 344,U,16633 raymond road,O,for208,67.0,1-963-724-8044,forslund,NY,London,m,634.0,0.0,6.0,P,aleen,287060.0,4.0,Fidelity National Information,53743,United States of America,2919293.0
,W,18676 turman drive,O,Bur209,41.0,1-050-641-8503,Burbidge,HI,Newark,,338.0,1.0,4.0,U,collen,274154.0,1.0,Arch Coal,t6d 1k1,Canada,3610130.0
,M,1808 HARDY STREET,O,FOL210,2.0,1-020-258-1680,FOLLMER,DE,Buffalo,F,332.0,5.0,4.0,,NEALA,379659.0,5.0,Affinia Group Intermediate,91350,United States of America,1209441.0
,M,11115 midland avenue,O,Led211,89.0,,Leder,PA,El Paso,m,721.0,0.0,8.0,,CELISSE,,0.0,Kellogg,37916,United States of America,1058712.0
,,24950 sheppard lane,O,kop212,88.0,1-886-961-7857,kopke,IN,Toledo,,351.0,1.0,3.0,N,MEHMET,100796.0,4.0,PerkinElmer,22329,United States of America,1946028.0
,M,6450 LEMMING RUE,O,pay213,90.0,1-999-799-7384,paylor,MT,Sterling Heights,,564.0,1.0,6.0,,Carlis,128277.0,1.0,Limited Brands,M1i 1r8,Canada,1420984.0
,M,19342 wycliffe park,O,PAL214,54.0,1-362-078-4138,PALACEK,WY,New Haven,,379.0,3.0,9.0,,marshal,147414.0,1.0,OfficeMax,h5i 1p1,United States of America,213235.0
,S,7582 woodway south,O,fel215,53.0,1-174-723-5263,felton,FL,Dallas,,727.0,2.0,8.0,,Fabien,51559.0,1.0,J.B. Hunt Transport Services,M1I 1R5,United States of America,472425.0
,U,22526 QUEENSBURY LOWER,O,ATW216,89.0,1-898-789-3598,ATWELL-BYRNE,RI,Milwaukee,,578.0,3.0,2.0,,basia,355622.0,2.0,American Express,53739,United States of America,1160132.0
,W,18833 3rd park,O,Mcb217,31.0,1-482-305-5399,Mcbeth,CO,Anaheim,M,642.0,1.0,10.0,S,FARID,468116.0,5.0,Occidental Petroleum,06603,United States of America,2869995.0
apt. 3,M,19394 canoas west,O,Jal218,1.0,1-834-784-7657,Jalaie,SD,Huntington Beach,M,,0.0,1.0,B,jyoti,276728.0,1.0,Shaw Group,28247,United States of America,3727044.0
,S,9941 ROYALTON DRIVE,R,vem219,57.0,1-864-555-5341,vempati,TX,Naperville,,554.0,0.0,,,Jandy,135306.0,3.0,W.W. Grainger,h7g 1u9,Canada,2293241.0
,U,10177 pecos crescent,U,BAR220,10.0,1-475-209-3369,BARNICKEL,VT,Iqaluit,,733.0,0.0,6.0,D,VO,99566.0,1.0,IDT,90831,United States of America,2846515.0
,M,20823 WEST CHAPEL AVENUE,O,PES221,74.0,1-459-456-1848,PESOLD,IN,Winnipeg,M,345.0,4.0,10.0,U,Kien,263959.0,2.0,General Mills,M4j 1o7,United States of America,1619956.0
,M,13483 ROCKDALE DRIVE,R,Sha222,28.0,1-802-797-1712,Shaughnessy,UT,St. Petersburg,F,644.0,0.0,6.0,,Tybi,441498.0,2.0,RBS Global,77288,United States of America,2367607.0
,S,9645 HAYDEN BOULEVARD,U,Sch223,96.0,,Schmeing,NV,Waterbury,M,564.0,0.0,3.0,J,Nhien,429621.0,3.0,Realogy,77117,United States of America,3795566.0
,M,6066 fillmore lower,O,Mat224,42.0,1-224-760-3774,Materna,TX,Lubbock,,465.0,3.0,10.0,L,Florance,181214.0,1.0,ArvinMeritor,45263,United States of America,734762.0
,D,293 conier avenue,O,JAI225,64.0,1-511-883-9082,JAIN,OR,London,,652.0,4.0,8.0,,Ros,212502.0,,Amkor Technology,v6g 1p4,United States of America,908994.0
,M,7000 ansley lane,O,KAR226,,,KARNAZES,Ontario,Des Moines,,714.0,4.0,6.0,,Genevieve,244545.0,5.0,Lear,72247,United States of America,2561296.0
APT. 587,M,13635 jarvis south,R,gus227,49.0,1-405-014-0029,gustafson,Saskatchewan,Madison,,383.0,4.0,10.0,,EMILIO,218681.0,5.0,Asbury Automotive Group,E7n 1j9,Canada,3181069.0
,,17362 COFFEY UPPER,O,Ann228,81.0,1-076-073-0994,Annas,MO,Scottsdale,,336.0,5.0,7.0,K,JANEEN,296916.0,,Limited Brands,45272,United States of America,2632226.0
,,12279 trafalgar crescent,O,lab229,57.0,1-690-040-0846,labenek,UT,Mount Pearl,,626.0,2.0,9.0,R,cathrin,453659.0,0.0,Beazer Homes USA,x7j 1q2,Canada,
,S,24717 MIDLAND LANE,U,fli230,42.0,1-211-707-3341,flindall,IL,Iqaluit,f,549.0,0.0,0.0,M,kirstin,194450.0,3.0,,80952,United States of America,1151333.0
,U,11493 worley park,O,sat231,30.0,1-642-203-7899,satkunaseelan,NM,Moreno Valley,,492.0,4.0,0.0,,giles,49533.0,5.0,Acuity Brands,38157,United States of America,2763939.0
,M,6492 HAMMOND AVENUE,O,tho232,56.0,1-792-738-9524,thornley,NC,Naperville,,327.0,4.0,0.0,I,Ted,394819.0,2.0,ABM Industries,06703,United States of America,370710.0
,S,8954 bagby north,O,CRI233,3.0,1-881-269-3949,CRIPPS,AZ,Norfolk,m,545.0,3.0,10.0,L,hayden,342754.0,3.0,,v6u 1r8,United States of America,1192164.0
,M,11622 josey south,O,Gas234,53.0,1-537-303-6219,Gascon,CT,Louisville,M,571.0,0.0,0.0,V,Gail,224435.0,1.0,Southwestern Energy,28231,United States of America,223487.0
,W,11538 collinwood avenue,O,Cha235,67.0,1-682-154-3638,Chavers,VA,Akron,f,423.0,2.0,7.0,,las,37717.0,0.0,Delta Air Lines,63107,United States of America,2341143.0
,,20913 vickers boulevard,O,Net236,94.0,1-512-708-0580,Nettles,NV,Whitehorse,,655.0,0.0,4.0,,Noelyn,286483.0,1.0,ITT,H2g 1w7,United States of America,1774784.0
,M,22274 VICKERY CRESCENT,O,WOO237,37.0,1-598-440-6359,WOODROW,VA,Salem,m,488.0,5.0,0.0,,izak,185412.0,0.0,Health Management Associates,55416,United States of America,3951308.0
,M,881 vance jackson south,,val238,75.0,1-281-206-9270,valerien,British Columbia,Memphis,,352.0,,6.0,,bernita,472518.0,4.0,Western Union,V6d 1u5,United States of America,2756025.0
,M,15079 DECATUR RUE,O,Ber239,51.0,1-442-133-8200,Berndt,VA,Fayetteville,f,810.0,1.0,0.0,,Karmen,425307.0,,Family Insurance Group,93782,United States of America,1833112.0
,D,10424 mitchell street,O,lab240,74.0,1-607-062-8891,labranche,TX,Lansing,,686.0,2.0,8.0,F,Rio,304909.0,2.0,Advance Auto Parts,90252,United States of America,698884.0
,M,14195 VERDE PARK,R,VRE241,100.0,,VREUGDENHIL,CO,Atlanta,m,389.0,2.0,0.0,X,ISABELLE,231226.0,0.0,J.P. Morgan Chase & Co.,85759,Canada,3287261.0
,M,10608 bissonnet road,U,GOO242,,1-141-622-5196,GOODINSON,GA,Gary,F,761.0,0.0,,,Micro,219026.0,0.0,Fidelity National Financial,M5g 1x8,United States of America,3337290.0
,D,11237 balmoral way,O,cha243,28.0,1-500-101-2792,chaput,NE,Atlanta,,589.0,1.0,4.0,S,maribel,414993.0,0.0,Toro,78746,United States of America,2963197.0
,M,15621 yaupon lower,O,TAM244,18.0,1-655-973-7192,TAMARELLI,NC,Dawson City,F,492.0,0.0,1.0,W,NADYA,24837.0,0.0,Mueller Water Products,H2f 1z1,United States of America,1487009.0
Suite 463,D,12387 SAUNDERS WEST,U,CUM245,77.0,1-972-039-2576,CUMPSTON,OK,Mobile,M,442.0,5.0,10.0,,Darrell,200645.0,2.0,Energy Future Holdings,77288,United States of America,3177428.0
,S,6156 holmes court,O,SIM246,14.0,1-764-148-5233,SIMONOVICH,MO,Santa Clarita,,649.0,3.0,8.0,E,Hoy,22605.0,4.0,Weis Markets,35277,United States of America,1886280.0
,U,17521 REILLY STREET,O,Est247,23.0,1-399-618-9069,Estes,AR,Chicago,,337.0,0.0,8.0,,shana,,0.0,MasterCard,36134,United States of America,1853087.0
,D,20093 canterbury way,R,han248,1.0,1-628-481-6657,haney,MT,Nashua,F,572.0,,8.0,P,HQ,389524.0,4.0,Oracle,V6t 1u3,United States of America,195847.0
,M,11930 alabama south,U,Pee249,58.0,1-085-050-1119,Peers,Newfoundland,West Covina,,666.0,3.0,0.0,Y,Co,232945.0,4.0,Mutual of America Life,99597,United States of America,3727580.0
,D,22780 terrace lower,O,bli250,98.0,1-993-284-6634,blidy,OR,Mesa,M,567.0,3.0,4.0,T,Beb,390626.0,2.0,JetBlue Airways,V6N 1V1,United States of America,2993662.0
,,6481 century lane,O,Lea251,76.0,1-395-464-9156,Leavell,NM,El Paso,,574.0,3.0,5.0,,Sherrill,286207.0,5.0,Western Refining,T6d 1h7,United States of America,2886788.0
,S,11293 rice avenue,,Wil252,59.0,1-811-547-9696,Willhoff,FL,Victoria,F,498.0,0.0,2.0,U,takehiko,391468.0,5.0,Western Refining,M7o 1c5,United States of America,3672610.0
,U,9828 WEST EAST,R,kom253,81.0,,komenda,MS,Hayward,f,836.0,2.0,9.0,,FLOSSIE,171326.0,5.0,Bristol-Myers Squibb,M2q 1e8,Canada,3245637.0
,M,10369 gemini way,,Wel254,31.0,1-648-501-2866,Welsford,Saskatchewan,Oshawa,,759.0,3.0,8.0,,Chryste,294972.0,2.0,AutoNation,64172,United States of America,959636.0
,S,23445 GATES WAY,O,Lac255,1.0,1-332-974-4753,Lacombe,NE,Hamilton,,563.0,5.0,6.0,,Sheelagh,131039.0,3.0,Boeing,85265,United States of America,1037702.0
,S,2160 WEIZMANN DRIVE,U,Hon256,28.0,1-217-048-6379,Honda,TN,Oklahoma City,f,313.0,5.0,8.0,,DICKENS,480287.0,1.0,Advanced Micro Devices,h5k 1p8,United States of America,69141.0
,M,16716 fresco road,O,Con257,36.0,,Conley,OR,Portland,,771.0,4.0,6.0,,Maury,276404.0,0.0,Unitrin,M2P 1F6,United States of America,2818725.0
,S,17068 simpson road,O,han258,47.0,1-246-119-5490,handley,ID,Macon,,717.0,5.0,1.0,,Dorothy,435481.0,0.0,Liberty Media,V6U 1U9,United States of America,3153373.0
,D,23276 dillbeck upper,O,WOJ259,77.0,,WOJTECKI,WV,Yellow Knife,,355.0,4.0,2.0,,CHICKIE,,4.0,Jarden,V6F 1W7,United States of America,616608.0
,U,24268 hayden west,O,Ami260,91.0,1-347-479-6259,Amini,MI,Santa Rosa,f,383.0,4.0,10.0,P,Lavinia,499891.0,4.0,Cincinnati Financial,92711,United States of America,1014586.0
,S,2682 LUMBER PARK,O,Mo261,46.0,1-881-547-3819,Mo,AL,Fort Wayne,f,579.0,5.0,1.0,A,Kristine,394640.0,5.0,Steel Dynamics,60779,United States of America,1679903.0
,M,4129 crestline avenue,O,BUR262,36.0,1-155-847-4022,BUREK,TN,Inglewood,,324.0,3.0,5.0,,tobi,359040.0,4.0,OGE Energy,90790,Canada,1062919.0
,M,18257 mahonia west,R,Kos263,18.0,1-946-987-5835,Kosten,Manitoba,London,m,752.0,2.0,0.0,X,Frederica,429949.0,5.0,Hartford Financial Services,80908,United States of America,3684297.0
,D,19050 cordoba upper,O,Bor264,27.0,,Borel,CO,Waterbury,m,723.0,2.0,2.0,,Cayla,333500.0,5.0,Penske Automotive Group,74129,Canada,1805618.0
,S,1121 greene park,U,LAR265,79.0,,LARCHE,OR,Salem,,349.0,,1.0,K,BRIAN,480399.0,2.0,Amkor Technology,M9e 1u6,United States of America,1852935.0
,W,13762 silver sage way,O,BOU266,72.0,1-551-913-3853,BOURDEAU,CO,Dayton,,643.0,5.0,4.0,,ROCH,73398.0,2.0,Psychiatric Solutions,93663,United States of America,1528702.0
,W,22629 bagby east,O,Pan267,26.0,1-666-863-1257,Panter,NC,Frederick,,390.0,0.0,0.0,,Charly,,3.0,Calpine,84119,United States of America,178411.0
,U,13296 wayside boulevard,O,Wal268,31.0,1-938-871-9739,Walbridge,Alberta,Thousand Oaks,m,801.0,4.0,7.0,,joli,446105.0,4.0,Saks,82602,United States of America,2245432.0
,S,9824 OLYMPIA STREET,O,Mue269,2.0,1-333-561-7008,Muehle,VT,Escondido,M,741.0,4.0,2.0,,Kasper,128126.0,0.0,BE Aerospace,94429,Canada,3058077.0
Apt. 986,D,6907 ferncliff crescent,O,Zub270,81.0,1-514-023-2587,Zubans,VT,Independence,,821.0,1.0,8.0,,Joo-geok,371101.0,2.0,Exterran Holdings,H2A 1V4,Canada,723251.0
,M,24573 lyons avenue,O,Sei271,69.0,1-027-811-2670,Seidman,SC,Corpus Christi,,830.0,,5.0,D,Winona,263066.0,3.0,Penn National Gaming,40511,United States of America,3755553.0
,M,15407 fillmore north,R,Cav272,69.0,1-475-590-2337,Cavasin,SD,Santa Rosa,F,441.0,1.0,,,king-haut,,0.0,PetSmart,M5b 1y9,United States of America,757755.0
,D,850 leon lower,R,Har273,80.0,1-214-794-0930,Hartell,New Brunswick,Burlington,F,484.0,1.0,2.0,,DARLENE,453776.0,3.0,First Data,E7N 1P6,United States of America,3610784.0
,,14635 greene rue,O,Nau274,14.0,1-988-429-0103,Naugle,Manitoba,Overland Park,M,653.0,5.0,8.0,R,Deana,494609.0,4.0,Liz Claiborne,h5k 1o7,United States of America,2994154.0
,D,21034 windchime lower,R,Ste275,39.0,1-143-517-2347,Stegman,NJ,Huntsville,,727.0,2.0,7.0,,Laurette,233618.0,0.0,Alcoa,95203,Canada,612241.0
,U,15868 dewdrop park,O,Cho276,0.0,1-709-720-3248,Choo-kang,TX,Berkeley,m,535.0,,0.0,D,Renell,,1.0,Perini,23513,United States of America,1352198.0
,W,10232 oak hill west,R,Lux277,59.0,1-314-831-7578,Luxford,MD,Casper,f,320.0,4.0,9.0,R,Meriann,154521.0,5.0,Hudson City Bancorp,T5c 1j1,United States of America,2534935.0
,W,950 WILLS WEST,O,Far278,60.0,1-342-101-7385,Farnsworth,WV,Toledo,F,775.0,4.0,1.0,,KATALIN,438162.0,4.0,Sigma-Aldrich,V6z 1q9,United States of America,3189762.0
,M,23223 WOODLAWN UPPER,O,Shi279,4.0,1-419-495-9429,Shinjo,OH,Cheyenne,F,606.0,4.0,,,Gayel,352602.0,3.0,Plains Exploration,73121,United States of America,447872.0
,S,23208 porter crescent,O,Pip280,74.0,1-992-551-4676,Piperni,NH,Fresno,f,,2.0,5.0,P,Lourdes,194788.0,4.0,W.R. Berkley,75267,United States of America,3207012.0
