Employer,Age,NumberChildren,NumberCars,MaritalStatus,NetWorth,State,AddressLine1,Gender,FirstName,LastName,PostalCode,AgencyID,Income,MiddleInitial,Country,AddressLine2,OwnOrRentFlag,CreditRating,NumberCreditCards,City,Phone
Bemis,76.0,1.0,1.0,U,3810365.0,MD,20025 routh crescent,m,Otha,lawlis,v6n 1v9,law141,20397.0,L,United States of America,,O,,2.0,Costa Mesa,1-267-357-1943
Securian Financial Group,5.0,2.0,2.0,U,2641938.0,New Brunswick,4144 LAKE PARK LANE,m,Rodie,Beebe,83702,Bee142,463094.0,D,United States of America,Suite 397,O,664.0,6.0,Houston,1-602-756-7919
Ford Motor,65.0,1.0,4.0,U,3857323.0,HI,3375 sakowitz lane,m,DULCE,schlange,80125,sch143,331900.0,,United States of America,,O,789.0,7.0,Bakersfield,1-793-864-7010
ConAgra Foods,94.0,0.0,5.0,S,1636212.0,ND,7255 berry way,,Win,Witchlow,M5G 1Y7,Wit144,8421.0,,United States of America,,U,803.0,0.0,Chesapeake,1-637-020-2921
Charter Communications,95.0,4.0,4.0,M,2999082.0,Nova Scotia,3131 WATHAN SOUTH,F,Roselin,MEREDITH,80213,MER145,35780.0,Q,United States of America,,,720.0,3.0,Sandy,1-428-797-6325
Calpine,28.0,0.0,1.0,M,2280820.0,ME,18440 RYAN NORTH,m,Malanie,bialkenius,60737,bia146,139897.0,,United States of America,,R,839.0,4.0,Lewiston,1-011-549-5618
Crane,76.0,1.0,4.0,D,1050866.0,Alberta,13222 glen loch road,m,TARYN,Swiat,90510,Swi147,414119.0,P,United States of America,SUITE 464,O,621.0,0.0,Elizabeth,1-993-255-5481
Textron,81.0,4.0,5.0,D,,VT,7889 MURRAY WAY,,MALENA,bullinger,92882,bul148,234035.0,,United States of America,,O,628.0,3.0,Sudbury,1-487-749-4448
Idearc,38.0,5.0,3.0,W,603001.0,DE,7527 whale drive,F,Dorie,TYRRELL,98121,TYR149,144405.0,,Canada,,O,813.0,6.0,Austin,1-192-352-2184
Cabela's,25.0,3.0,5.0,W,3368239.0,MA,17788 eagle trace park,,Liese,Fyfe,H2e 1x9,Fyf150,55441.0,,United States of America,,R,367.0,3.0,Salinas,1-293-442-4224
EOG Resources,0.0,2.0,4.0,D,1042629.0,CA,7661 GRANT WAY,,tele,Sicard,23503,Sic151,392869.0,,United States of America,,O,807.0,10.0,Peoria,1-078-502-6700
,61.0,4.0,3.0,U,1948746.0,Manitoba,4806 crystal hills street,F,astra,CASTEN,40208,CAS152,402416.0,,United States of America,,O,501.0,8.0,Sydney,1-430-909-3001
Burlington Coat Factory,3.0,2.0,0.0,U,3113862.0,TN,4211 WILLS NORTH,,marnia,Choy,75201,Cho153,89984.0,S,United States of America,,O,490.0,10.0,San Antonio,1-392-455-0895
Southwest Airlines,77.0,3.0,2.0,W,2777290.0,FL,7524 linberg north,,AMY,CHACKO,93852,CHA154,395773.0,,United States of America,,O,321.0,3.0,Oklahoma City,1-273-921-9787
RPM International,8.0,0.0,1.0,U,2210073.0,CA,14266 lemming south,f,HAMILTON,beil,32312,bei155,126662.0,E,United States of America,,R,,6.0,Miami,1-012-993-4538
Amazon.com,34.0,1.0,4.0,U,1999684.0,CO,1427 ADDAX LANE,m,Kuldip,Eleftheriou,90059,Ele156,132008.0,J,United States of America,,O,446.0,7.0,Yonkers,1-890-859-4211
Neiman Marcus,15.0,5.0,5.0,M,2119678.0,Saskatchewan,1625 fernando court,F,krystalle,o'grady,77006,o'g157,417218.0,,United States of America,,O,428.0,2.0,Columbia,1-080-032-3031
Goldman Sachs Group,66.0,0.0,0.0,S,169808.0,UT,335 floresta north,,Stella,Katchmar,23224,Kat158,360063.0,,United States of America,,O,423.0,5.0,Lubbock,1-561-620-7173
Boeing,55.0,4.0,5.0,U,1072732.0,ME,22806 garson east,,Marie-josee,Luin,10055,Lui159,100516.0,O,United States of America,,O,499.0,6.0,Chattanooga,1-017-439-0362
United Refining,8.0,1.0,1.0,S,2261442.0,NH,5524 vermack street,f,Nashib,Klavkalns,35830,Kla160,16814.0,,United States of America,,O,342.0,7.0,Fargo,1-248-539-6621
D.R. Horton,7.0,3.0,1.0,M,2234368.0,VA,18105 electra street,,Annette,Brunsting,v6m 1s9,Bru161,,Z,United States of America,,U,632.0,1.0,Omaha,1-611-789-5569
Jarden,97.0,1.0,3.0,M,575288.0,TX,719 holman court,,LENA,Apter,22304,Apt162,315962.0,Q,United States of America,,O,525.0,6.0,Yonkers,1-023-151-8130
Systemax,95.0,1.0,5.0,M,1102479.0,Saskatchewan,23553 MEMORIAL RUE,f,Christian,schuette,06101,sch163,299268.0,,United States of America,,R,371.0,9.0,Spokane,1-005-574-3523
Marriott International,92.0,3.0,1.0,U,2995388.0,NH,16759 park avenue,,Morrie,Lanava,78756,Lan164,301490.0,,United States of America,,O,699.0,4.0,Tulsa,1-550-487-1571
Expeditors International,17.0,2.0,3.0,M,1147193.0,VA,12296 WILLIAMS LOWER,F,LYMAN,Fusca,93003,Fus165,36052.0,,United States of America,,O,435.0,8.0,Garden Grove,1-280-494-1415
Great Plains Energy,81.0,4.0,1.0,U,1136540.0,IA,9625 ALLEN BOULEVARD,F,REUBEN,Nevardauskis,T5D 1P2,Nev166,437483.0,R,United States of America,,U,512.0,2.0,Fort Lauderdale,1-803-438-4141
Danaher,13.0,,5.0,M,1677669.0,NC,10340 jarvis road,f,Hermon,SHACKLEFORD,10108,SHA167,152971.0,,Canada,,O,552.0,6.0,Philadelphia,1-566-299-2351
,78.0,2.0,0.0,M,2160706.0,NH,13143 goodwin lane,,Paqs,Sauck,t5c 1l3,Sau168,449495.0,P,Canada,,O,,8.0,Sydney,1-586-363-4189
Watson Wyatt Worldwide,78.0,1.0,4.0,M,2525665.0,AL,7160 BEATTY RUE,,GAETAN,frischknecht,M5B 1Z8,fri169,349827.0,,United States of America,,O,687.0,5.0,Waterbury,1-505-124-9029
Yahoo,85.0,1.0,3.0,M,3517622.0,British Columbia,22679 chimney rock west,,leese,fernandez,V6H 1W2,fer170,9562.0,O,United States of America,,R,433.0,0.0,Tacoma,1-897-996-9812
Convergys,68.0,2.0,1.0,U,,MD,6769 pasadena upper,M,Amelie,LANDERS,90308,LAN171,24514.0,,United States of America,,,746.0,7.0,Charlottetown,1-922-919-5858
Celanese,1.0,0.0,0.0,M,97675.0,IA,20622 MCAFEE COURT,,TAMRA,Bhasin,M5e 1y2,Bha172,407985.0,,Canada,,R,405.0,9.0,Independence,1-326-572-2988
Dana Holding,83.0,5.0,5.0,M,,ND,10526 LINWOOD LANE,M,bang,Jordan,80029,Jor173,,,United States of America,,O,805.0,,Escondido,1-076-972-4311
XTO Energy,78.0,4.0,4.0,M,3569070.0,NY,21088 vessey crescent,F,HILDEGARDE,KNUDSEN,30350,KNU174,257897.0,,United States of America,,O,819.0,5.0,Lansing,1-341-595-8408
Alliance Data Systems,,5.0,0.0,M,1507616.0,OR,10884 ryan avenue,F,Carmody,Hamelin,97240,Ham175,261143.0,,United States of America,,O,648.0,0.0,Anaheim,
Franklin Resources,5.0,5.0,5.0,U,514151.0,MO,1481 gale court,,Dareen,MAUER,R3A 1M1,MAU176,110615.0,,United States of America,,R,401.0,10.0,Glendale,1-536-952-5040
Fidelity National Financial,43.0,0.0,2.0,U,2903408.0,CT,18390 martins east,F,WEN,Rezansoff,73172,Rez177,407799.0,,United States of America,Apt. 426,U,484.0,8.0,Chula Vista,1-663-917-0422
FirstEnergy,53.0,4.0,4.0,U,1695814.0,MO,23208 porter crescent,,MOT,Koa,V6s 1p9,Koa178,195242.0,,Canada,,O,463.0,1.0,Orlando,1-843-773-1791
Commercial Metals,13.0,0.0,3.0,U,868465.0,MN,17026 durand north,m,leese,HANNEMAN,90140,HAN179,315490.0,B,United States of America,,O,335.0,5.0,Cleveland,1-823-567-1252
Genzyme,7.0,4.0,5.0,U,2810709.0,NC,16533 devonshire park,,nettie,jakim,94639,jak180,22201.0,I,United States of America,,O,,10.0,Huntington,1-744-421-7512
US Airways Group,17.0,5.0,4.0,M,3593363.0,TN,8965 griffin east,,AILEE,umphres,22307,ump181,441579.0,C,United States of America,,R,381.0,7.0,Fayetteville,1-621-744-1484
Advanced Micro Devices,67.0,2.0,2.0,M,2607636.0,NV,22451 larner court,,chan,Wickham,55116,Wic182,342730.0,G,Canada,,O,708.0,1.0,Riverside,1-973-214-3381
United Parcel Service,54.0,4.0,5.0,M,2735642.0,AL,3681 HOLLY KNOLL CRESCENT,F,RAY,Gates,M6s 1i5,Gat183,117267.0,,Canada,Apt. 540,R,354.0,8.0,Dayton,1-428-266-1600
Fastenal,5.0,4.0,1.0,S,1501732.0,NE,5678 dayton street,,Robinette,bott,92708,bot184,260107.0,,United States of America,,,547.0,10.0,Corona,1-334-466-5299
Core-Mark Holding,28.0,1.0,1.0,D,397072.0,KS,15591 holgate lane,,Rocke,DAVID-YERUMO,V6r 1q6,DAV185,166760.0,T,United States of America,,O,761.0,9.0,Oklahoma City,1-249-478-5643
Boise,5.0,1.0,4.0,M,3399757.0,NY,23477 havenridge rue,F,Suzette,HILLARD,63178,HIL186,401021.0,,United States of America,,O,659.0,1.0,Dallas,1-804-228-8548
DST Systems,,2.0,4.0,M,2684548.0,NY,18267 cape lane,,Myla,warburton,x7j 1r5,war187,70945.0,,United States of America,,R,351.0,9.0,Durham,1-564-230-0062
United States Steel,72.0,3.0,3.0,S,3041622.0,Saskatchewan,2928 POTOMAC UPPER,m,dacia,MACHNICKI-HYNES,M5e 1y7,MAC188,389391.0,,United States of America,apt. 48,O,608.0,7.0,Tacoma,1-781-339-9073
Pepco Holdings,12.0,2.0,4.0,S,3211816.0,Prince Edward Island,14656 pasadena park,F,CHELSIE,levitin,23257,lev189,63226.0,A,United States of America,,O,706.0,3.0,Alexandria,1-096-116-9962
Acuity Brands,71.0,4.0,0.0,M,127026.0,Alberta,16983 flagler drive,,abbas,Gooderham,V6I 1U7,Goo190,206220.0,,United States of America,apt. 968,O,391.0,8.0,Hialeah,1-914-194-6997
Baker Hughes,90.0,4.0,5.0,W,588945.0,Ontario,17212 LANDER SOUTH,,Rec,Kohalmi-hill,94539,Koh191,,E,United States of America,,R,461.0,2.0,Denver,1-733-360-9116
Newell Rubbermaid,20.0,4.0,4.0,U,1962620.0,TN,23764 sabine west,M,Elaine,AYLWIN,H7h 1v4,AYL192,337152.0,,United States of America,,O,510.0,2.0,Fort Lauderdale,1-591-402-8026
Westlake Chemical,58.0,2.0,,W,178193.0,VA,16271 vista south,F,Katharine,CHOUHAN,15201,CHO193,312074.0,E,United States of America,,O,805.0,5.0,Mesa,1-326-180-9322
Jones Lang LaSalle,57.0,4.0,2.0,M,2102811.0,TX,1080 LAVENDER LANE,,LILIAN,DITKO,t5a 1n6,DIT194,68551.0,G,United States of America,,O,702.0,7.0,Cleveland,1-784-796-6844
Burger King Holdings,43.0,1.0,4.0,W,2246854.0,MT,10856 summer street,,CATI,EMIG,78784,EMI195,488800.0,,United States of America,,O,368.0,3.0,Lewiston,1-662-625-4671
Hovnanian Enterprises,39.0,2.0,3.0,W,1312448.0,IL,17021 edwards crescent,m,Luong,Ryder,H6d 1w8,Ryd196,431633.0,,United States of America,APT. 392,R,520.0,8.0,Tallahassee,1-627-590-4931
Medical Mutual of Ohio,87.0,3.0,0.0,S,295993.0,WY,7726 TALLOWOOD UPPER,,JUOZAS,meisner,06705,mei197,72797.0,S,United States of America,,O,666.0,2.0,El Monte,1-055-694-7984
Lockheed Martin,57.0,1.0,0.0,S,1220003.0,NC,19097 foxfire north,,Lysy,Cegelski,M5c 1v9,Ceg198,260576.0,,United States of America,,O,587.0,9.0,Sioux Falls,1-166-844-7429
Yum Brands,58.0,5.0,4.0,U,2400476.0,ND,8161 PINTO ROAD,,ULA,haigh,90759,hai199,200096.0,Z,United States of America,,O,643.0,4.0,Columbia,1-516-930-4640
Wesco International,28.0,4.0,,,2900897.0,GA,9659 sakowitz west,,Francesca,clendening,22301,cle200,,J,United States of America,,R,484.0,5.0,San Francisco,1-261-215-4290
Volt Information Sciences,95.0,1.0,3.0,U,3942140.0,VA,15306 pike park,,emili,Ciesielski,19165,Cie201,267656.0,W,United States of America,,R,,3.0,Santa Clara,1-681-572-7662
Western Union,98.0,2.0,1.0,S,2118119.0,Prince Edward Island,21891 dewey street,f,yogesh,Parypa,75007,Par202,35253.0,,United States of America,,R,676.0,8.0,Greensboro,1-288-967-5460
,55.0,2.0,5.0,M,338540.0,OR,8155 storeywood road,f,Xantippe,LOZINSKI,90302,LOZ203,113159.0,K,United States of America,,O,300.0,4.0,Waco,1-315-022-2148
Lubrizol,14.0,3.0,2.0,,2617116.0,WI,20871 dewdrop street,,TINO,Pascal,84092,Pas204,297444.0,,Canada,APT. 630,R,,8.0,Rochester,1-707-402-6121
C.H. Robinson Worldwide,30.0,1.0,3.0,M,1459711.0,ID,1121 GREENE PARK,,AGGIE,Aula,v6d 1u1,Aul205,52092.0,,United States of America,,O,831.0,9.0,Tampa,1-186-893-7846
Celgene,90.0,1.0,3.0,M,1804959.0,MT,23849 westerley south,F,Alane,barnes,99503,bar206,30249.0,N,United States of America,,O,609.0,7.0,Paterson,1-571-918-3795
Leggett & Platt,69.0,0.0,2.0,S,2957472.0,MD,1540 murie rue,,ABBYE,ELLIOTT,80960,ELL207,483052.0,,United States of America,,O,679.0,2.0,Fullerton,1-206-055-2128
Fidelity National Information,67.0,0.0,4.0,U,2919293.0,NY,16633 raymond road,m,aleen,forslund,53743,for208,287060.0,P,United States of America,suite 344,O,634.0,6.0,London,1-963-724-8044
Arch Coal,41.0,1.0,1.0,W,3610130.0,HI,18676 turman drive,,collen,Burbidge,t6d 1k1,Bur209,274154.0,U,Canada,,O,338.0,4.0,Newark,1-050-641-8503
Affinia Group Intermediate,2.0,5.0,5.0,M,1209441.0,DE,1808 HARDY STREET,F,NEALA,FOLLMER,91350,FOL210,379659.0,,United States of America,,O,332.0,4.0,Buffalo,1-020-258-1680
Kellogg,89.0,0.0,0.0,M,1058712.0,PA,11115 midland avenue,m,CELISSE,Leder,37916,Led211,,,United States of America,,O,721.0,8.0,El Paso,
PerkinElmer,88.0,1.0,4.0,,1946028.0,IN,24950 sheppard lane,,MEHMET,kopke,22329,kop212,100796.0,N,United States of America,,O,351.0,3.0,Toledo,1-886-961-7857
Limited Brands,90.0,1.0,1.0,M,1420984.0,MT,6450 LEMMING RUE,,Carlis,paylor,M1i 1r8,pay213,128277.0,,Canada,,O,564.0,6.0,Sterling Heights,1-999-799-7384
OfficeMax,54.0,3.0,1.0,M,213235.0,WY,19342 wycliffe park,,marshal,PALACEK,h5i 1p1,PAL214,147414.0,,United States of America,,O,379.0,9.0,New Haven,1-362-078-4138
J.B. Hunt Transport Services,53.0,2.0,1.0,S,472425.0,FL,7582 woodway south,,Fabien,felton,M1I 1R5,fel215,51559.0,,United States of America,,O,727.0,8.0,Dallas,1-174-723-5263
American Express,89.0,3.0,2.0,U,1160132.0,RI,22526 QUEENSBURY LOWER,,basia,ATWELL-BYRNE,53739,ATW216,355622.0,,United States of America,,O,578.0,2.0,Milwaukee,1-898-789-3598
Occidental Petroleum,31.0,1.0,5.0,W,2869995.0,CO,18833 3rd park,M,FARID,Mcbeth,06603,Mcb217,468116.0,S,United States of America,,O,642.0,10.0,Anaheim,1-482-305-5399
Shaw Group,1.0,0.0,1.0,M,3727044.0,SD,19394 canoas west,M,jyoti,Jalaie,28247,Jal218,276728.0,B,United States of America,apt. 3,O,,1.0,Huntington Beach,1-834-784-7657
W.W. Grainger,57.0,0.0,3.0,S,2293241.0,TX,9941 ROYALTON DRIVE,,Jandy,vempati,h7g 1u9,vem219,135306.0,,Canada,,R,554.0,,Naperville,1-864-555-5341
IDT,10.0,0.0,1.0,U,2846515.0,VT,10177 pecos crescent,,VO,BARNICKEL,90831,BAR220,99566.0,D,United States of America,,U,733.0,6.0,Iqaluit,1-475-209-3369
General Mills,74.0,4.0,2.0,M,1619956.0,IN,20823 WEST CHAPEL AVENUE,M,Kien,PESOLD,M4j 1o7,PES221,263959.0,U,United States of America,,O,345.0,10.0,Winnipeg,1-459-456-1848
RBS Global,28.0,0.0,2.0,M,2367607.0,UT,13483 ROCKDALE DRIVE,F,Tybi,Shaughnessy,77288,Sha222,441498.0,,United States of America,,R,644.0,6.0,St. Petersburg,1-802-797-1712
Realogy,96.0,0.0,3.0,S,3795566.0,NV,9645 HAYDEN BOULEVARD,M,Nhien,Schmeing,77117,Sch223,429621.0,J,United States of America,,U,564.0,3.0,Waterbury,
ArvinMeritor,42.0,3.0,1.0,M,734762.0,TX,6066 fillmore lower,,Florance,Materna,45263,Mat224,181214.0,L,United States of America,,O,465.0,10.0,Lubbock,1-224-760-3774
Amkor Technology,64.0,4.0,,D,908994.0,OR,293 conier avenue,,Ros,JAIN,v6g 1p4,JAI225,212502.0,,United States of America,,O,652.0,8.0,London,1-511-883-9082
Lear,,4.0,5.0,M,2561296.0,Ontario,7000 ansley lane,,Genevieve,KARNAZES,72247,KAR226,244545.0,,United States of America,,O,714.0,6.0,Des Moines,
Asbury Automotive Group,49.0,4.0,5.0,M,3181069.0,Saskatchewan,13635 jarvis south,,EMILIO,gustafson,E7n 1j9,gus227,218681.0,,Canada,APT. 587,R,383.0,10.0,Madison,1-405-014-0029
Limited Brands,81.0,5.0,,,2632226.0,MO,17362 COFFEY UPPER,,JANEEN,Annas,45272,Ann228,296916.0,K,United States of America,,O,336.0,7.0,Scottsdale,1-076-073-0994
Beazer Homes USA,57.0,2.0,0.0,,,UT,12279 trafalgar crescent,,cathrin,labenek,x7j 1q2,lab229,453659.0,R,Canada,,O,626.0,9.0,Mount Pearl,1-690-040-0846
,42.0,0.0,3.0,S,1151333.0,IL,24717 MIDLAND LANE,f,kirstin,flindall,80952,fli230,194450.0,M,United States of America,,U,549.0,0.0,Iqaluit,1-211-707-3341
Acuity Brands,30.0,4.0,5.0,U,2763939.0,NM,11493 worley park,,giles,satkunaseelan,38157,sat231,49533.0,,United States of America,,O,492.0,0.0,Moreno Valley,1-642-203-7899
ABM Industries,56.0,4.0,2.0,M,370710.0,NC,6492 HAMMOND AVENUE,,Ted,thornley,06703,tho232,394819.0,I,United States of America,,O,327.0,0.0,Naperville,1-792-738-9524
,3.0,3.0,3.0,S,1192164.0,AZ,8954 bagby north,m,hayden,CRIPPS,v6u 1r8,CRI233,342754.0,L,United States of America,,O,545.0,10.0,Norfolk,1-881-269-3949
Southwestern Energy,53.0,0.0,1.0,M,223487.0,CT,11622 josey south,M,Gail,Gascon,28231,Gas234,224435.0,V,United States of America,,O,571.0,0.0,Louisville,1-537-303-6219
Delta Air Lines,67.0,2.0,0.0,W,2341143.0,VA,11538 collinwood avenue,f,las,Chavers,63107,Cha235,37717.0,,United States of America,,O,423.0,7.0,Akron,1-682-154-3638
ITT,94.0,0.0,1.0,,1774784.0,NV,20913 vickers boulevard,,Noelyn,Nettles,H2g 1w7,Net236,286483.0,,United States of America,,O,655.0,4.0,Whitehorse,1-512-708-0580
Health Management Associates,37.0,5.0,0.0,M,3951308.0,VA,22274 VICKERY CRESCENT,m,izak,WOODROW,55416,WOO237,185412.0,,United States of America,,O,488.0,0.0,Salem,1-598-440-6359
Western Union,75.0,,4.0,M,2756025.0,British Columbia,881 vance jackson south,,bernita,valerien,V6d 1u5,val238,472518.0,,United States of America,,,352.0,6.0,Memphis,1-281-206-9270
Family Insurance Group,51.0,1.0,,M,1833112.0,VA,15079 DECATUR RUE,f,Karmen,Berndt,93782,Ber239,425307.0,,United States of America,,O,810.0,0.0,Fayetteville,1-442-133-8200
Advance Auto Parts,74.0,2.0,2.0,D,698884.0,TX,10424 mitchell street,,Rio,labranche,90252,lab240,304909.0,F,United States of America,,O,686.0,8.0,Lansing,1-607-062-8891
J.P. Morgan Chase & Co.,100.0,2.0,0.0,M,3287261.0,CO,14195 VERDE PARK,m,ISABELLE,VREUGDENHIL,85759,VRE241,231226.0,X,Canada,,R,389.0,0.0,Atlanta,
Fidelity National Financial,,0.0,0.0,M,3337290.0,GA,10608 bissonnet road,F,Micro,GOODINSON,M5g 1x8,GOO242,219026.0,,United States of America,,U,761.0,,Gary,1-141-622-5196
Toro,28.0,1.0,0.0,D,2963197.0,NE,11237 balmoral way,,maribel,chaput,78746,cha243,414993.0,S,United States of America,,O,589.0,4.0,Atlanta,1-500-101-2792
Mueller Water Products,18.0,0.0,0.0,M,1487009.0,NC,15621 yaupon lower,F,NADYA,TAMARELLI,H2f 1z1,TAM244,24837.0,W,United States of America,,O,492.0,1.0,Dawson City,1-655-973-7192
Energy Future Holdings,77.0,5.0,2.0,D,3177428.0,OK,12387 SAUNDERS WEST,M,Darrell,CUMPSTON,77288,CUM245,200645.0,,United States of America,Suite 463,U,442.0,10.0,Mobile,1-972-039-2576
Weis Markets,14.0,3.0,4.0,S,1886280.0,MO,6156 holmes court,,Hoy,SIMONOVICH,35277,SIM246,22605.0,E,United States of America,,O,649.0,8.0,Santa Clarita,1-764-148-5233
MasterCard,23.0,0.0,0.0,U,1853087.0,AR,17521 REILLY STREET,,shana,Estes,36134,Est247,,,United States of America,,O,337.0,8.0,Chicago,1-399-618-9069
Oracle,1.0,,4.0,D,195847.0,MT,20093 canterbury way,F,HQ,haney,V6t 1u3,han248,389524.0,P,United States of America,,R,572.0,8.0,Nashua,1-628-481-6657
Mutual of America Life,58.0,3.0,4.0,M,3727580.0,Newfoundland,11930 alabama south,,Co,Peers,99597,Pee249,232945.0,Y,United States of America,,U,666.0,0.0,West Covina,1-085-050-1119
JetBlue Airways,98.0,3.0,2.0,D,2993662.0,OR,22780 terrace lower,M,Beb,blidy,V6N 1V1,bli250,390626.0,T,United States of America,,O,567.0,4.0,Mesa,1-993-284-6634
Western Refining,76.0,3.0,5.0,,2886788.0,NM,6481 century lane,,Sherrill,Leavell,T6d 1h7,Lea251,286207.0,,United States of America,,O,574.0,5.0,El Paso,1-395-464-9156
Western Refining,59.0,0.0,5.0,S,3672610.0,FL,11293 rice avenue,F,takehiko,Willhoff,M7o 1c5,Wil252,391468.0,U,United States of America,,,498.0,2.0,Victoria,1-811-547-9696
Bristol-Myers Squibb,81.0,2.0,5.0,U,3245637.0,MS,9828 WEST EAST,f,FLOSSIE,komenda,M2q 1e8,kom253,171326.0,,Canada,,R,836.0,9.0,Hayward,
AutoNation,31.0,3.0,2.0,M,959636.0,Saskatchewan,10369 gemini way,,Chryste,Welsford,64172,Wel254,294972.0,,United States of America,,,759.0,8.0,Oshawa,1-648-501-2866
Boeing,1.0,5.0,3.0,S,1037702.0,NE,23445 GATES WAY,,Sheelagh,Lacombe,85265,Lac255,131039.0,,United States of America,,O,563.0,6.0,Hamilton,1-332-974-4753
Advanced Micro Devices,28.0,5.0,1.0,S,69141.0,TN,2160 WEIZMANN DRIVE,f,DICKENS,Honda,h5k 1p8,Hon256,480287.0,,United States of America,,U,313.0,8.0,Oklahoma City,1-217-048-6379
Unitrin,36.0,4.0,0.0,M,2818725.0,OR,16716 fresco road,,Maury,Conley,M2P 1F6,Con257,276404.0,,United States of America,,O,771.0,6.0,Portland,
Liberty Media,47.0,5.0,0.0,S,3153373.0,ID,17068 simpson road,,Dorothy,handley,V6U 1U9,han258,435481.0,,United States of America,,O,717.0,1.0,Macon,1-246-119-5490
Jarden,77.0,4.0,4.0,D,616608.0,WV,23276 dillbeck upper,,CHICKIE,WOJTECKI,V6F 1W7,WOJ259,,,United States of America,,O,355.0,2.0,Yellow Knife,
Cincinnati Financial,91.0,4.0,4.0,U,1014586.0,MI,24268 hayden west,f,Lavinia,Amini,92711,Ami260,499891.0,P,United States of America,,O,383.0,10.0,Santa Rosa,1-347-479-6259
Steel Dynamics,46.0,5.0,5.0,S,1679903.0,AL,2682 LUMBER PARK,f,Kristine,Mo,60779,Mo261,394640.0,A,United States of America,,O,579.0,1.0,Fort Wayne,1-881-547-3819
OGE Energy,36.0,3.0,4.0,M,1062919.0,TN,4129 crestline avenue,,tobi,BUREK,90790,BUR262,359040.0,,Canada,,O,324.0,5.0,Inglewood,1-155-847-4022
Hartford Financial Services,18.0,2.0,5.0,M,3684297.0,Manitoba,18257 mahonia west,m,Frederica,Kosten,80908,Kos263,429949.0,X,United States of America,,R,752.0,0.0,London,1-946-987-5835
Penske Automotive Group,27.0,2.0,5.0,D,1805618.0,CO,19050 cordoba upper,m,Cayla,Borel,74129,Bor264,333500.0,,Canada,,O,723.0,2.0,Waterbury,
Amkor Technology,79.0,,2.0,S,1852935.0,OR,1121 greene park,,BRIAN,LARCHE,M9e 1u6,LAR265,480399.0,K,United States of America,,U,349.0,1.0,Salem,
Psychiatric Solutions,72.0,5.0,2.0,W,1528702.0,CO,13762 silver sage way,,ROCH,BOURDEAU,93663,BOU266,73398.0,,United States of America,,O,643.0,4.0,Dayton,1-551-913-3853
Calpine,26.0,0.0,3.0,W,178411.0,NC,22629 bagby east,,Charly,Panter,84119,Pan267,,,United States of America,,O,390.0,0.0,Frederick,1-666-863-1257
Saks,31.0,4.0,4.0,U,2245432.0,Alberta,13296 wayside boulevard,m,joli,Walbridge,82602,Wal268,446105.0,,United States of America,,O,801.0,7.0,Thousand Oaks,1-938-871-9739
BE Aerospace,2.0,4.0,0.0,S,3058077.0,VT,9824 OLYMPIA STREET,M,Kasper,Muehle,94429,Mue269,128126.0,,Canada,,O,741.0,2.0,Escondido,1-333-561-7008
Exterran Holdings,81.0,1.0,2.0,D,723251.0,VT,6907 ferncliff crescent,,Joo-geok,Zubans,H2A 1V4,Zub270,371101.0,,Canada,Apt. 986,O,821.0,8.0,Independence,1-514-023-2587
Penn National Gaming,69.0,,3.0,M,3755553.0,SC,24573 lyons avenue,,Winona,Seidman,40511,Sei271,263066.0,D,United States of America,,O,830.0,5.0,Corpus Christi,1-027-811-2670
PetSmart,69.0,1.0,0.0,M,757755.0,SD,15407 fillmore north,F,king-haut,Cavasin,M5b 1y9,Cav272,,,United States of America,,R,441.0,,Santa Rosa,1-475-590-2337
First Data,80.0,1.0,3.0,D,3610784.0,New Brunswick,850 leon lower,F,DARLENE,Hartell,E7N 1P6,Har273,453776.0,,United States of America,,R,484.0,2.0,Burlington,1-214-794-0930
Liz Claiborne,14.0,5.0,4.0,,2994154.0,Manitoba,14635 greene rue,M,Deana,Naugle,h5k 1o7,Nau274,494609.0,R,United States of America,,O,653.0,8.0,Overland Park,1-988-429-0103
Alcoa,39.0,2.0,0.0,D,612241.0,NJ,21034 windchime lower,,Laurette,Stegman,95203,Ste275,233618.0,,Canada,,R,727.0,7.0,Huntsville,1-143-517-2347
Perini,0.0,,1.0,U,1352198.0,TX,15868 dewdrop park,m,Renell,Choo-kang,23513,Cho276,,D,United States of America,,O,535.0,0.0,Berkeley,1-709-720-3248
Hudson City Bancorp,59.0,4.0,5.0,W,2534935.0,MD,10232 oak hill west,f,Meriann,Luxford,T5c 1j1,Lux277,154521.0,R,United States of America,,R,320.0,9.0,Casper,1-314-831-7578
Sigma-Aldrich,60.0,4.0,4.0,W,3189762.0,WV,950 WILLS WEST,F,KATALIN,Farnsworth,V6z 1q9,Far278,438162.0,,United States of America,,O,775.0,1.0,Toledo,1-342-101-7385
Plains Exploration,4.0,4.0,3.0,M,447872.0,OH,23223 WOODLAWN UPPER,F,Gayel,Shinjo,73121,Shi279,352602.0,,United States of America,,O,606.0,,Cheyenne,1-419-495-9429
W.R. Berkley,74.0,2.0,4.0,S,3207012.0,NH,23208 porter crescent,f,Lourdes,Piperni,75267,Pip280,194788.0,P,United States of America,,O,,5.0,Fresno,1-992-551-4676
