prospect_AgeID,prospect_AddrL1,prospect_MiIni,prospect_NumCreCa,prospect_LN,prospect_Ph,prospect_NumC,prospect_NuCh,prospect_MaSta,prospect_Ag,prospect_CrRa,prospect_OORF,prospect_Em,prospect_NWo
ELL207,1540 murie rue,,2.0,ELLIOTT,1-206-055-2128,2.0,0.0,S,69.0,679.0,O,Leggett & Platt,2957472.0
for208,16633 raymond road,P,6.0,forslund,1-963-724-8044,4.0,0.0,U,67.0,634.0,O,Fidelity National Information,2919293.0
Bur209,18676 turman drive,U,4.0,Burbidge,1-050-641-8503,1.0,1.0,W,41.0,338.0,O,Arch Coal,3610130.0
FOL210,1808 HARDY STREET,,4.0,FOLLMER,1-020-258-1680,5.0,5.0,M,2.0,332.0,O,Affinia Group Intermediate,1209441.0
Led211,11115 midland avenue,,8.0,Leder,,0.0,0.0,M,89.0,721.0,O,Kellogg,1058712.0
kop212,24950 sheppard lane,N,3.0,kopke,1-886-961-7857,4.0,1.0,,88.0,351.0,O,PerkinElmer,1946028.0
pay213,6450 LEMMING RUE,,6.0,paylor,1-999-799-7384,1.0,1.0,M,90.0,564.0,O,Limited Brands,1420984.0
PAL214,19342 wycliffe park,,9.0,PALACEK,1-362-078-4138,1.0,3.0,M,54.0,379.0,O,OfficeMax,213235.0
fel215,7582 woodway south,,8.0,felton,1-174-723-5263,1.0,2.0,S,53.0,727.0,O,J.B. Hunt Transport Services,472425.0
ATW216,22526 QUEENSBURY LOWER,,2.0,ATWELL-BYRNE,1-898-789-3598,2.0,3.0,U,89.0,578.0,O,American Express,1160132.0
Mcb217,18833 3rd park,S,10.0,Mcbeth,1-482-305-5399,5.0,1.0,W,31.0,642.0,O,Occidental Petroleum,2869995.0
Jal218,19394 canoas west,B,1.0,Jalaie,1-834-784-7657,1.0,0.0,M,1.0,,O,Shaw Group,3727044.0
vem219,9941 ROYALTON DRIVE,,,vempati,1-864-555-5341,3.0,0.0,S,57.0,554.0,R,W.W. Grainger,2293241.0
BAR220,10177 pecos crescent,D,6.0,BARNICKEL,1-475-209-3369,1.0,0.0,U,10.0,733.0,U,IDT,2846515.0
PES221,20823 WEST CHAPEL AVENUE,U,10.0,PESOLD,1-459-456-1848,2.0,4.0,M,74.0,345.0,O,General Mills,1619956.0
Sha222,13483 ROCKDALE DRIVE,,6.0,Shaughnessy,1-802-797-1712,2.0,0.0,M,28.0,644.0,R,RBS Global,2367607.0
Sch223,9645 HAYDEN BOULEVARD,J,3.0,Schmeing,,3.0,0.0,S,96.0,564.0,U,Realogy,3795566.0
Mat224,6066 fillmore lower,L,10.0,Materna,1-224-760-3774,1.0,3.0,M,42.0,465.0,O,ArvinMeritor,734762.0
JAI225,293 conier avenue,,8.0,JAIN,1-511-883-9082,,4.0,D,64.0,652.0,O,Amkor Technology,908994.0
KAR226,7000 ansley lane,,6.0,KARNAZES,,5.0,4.0,M,,714.0,O,Lear,2561296.0
gus227,13635 jarvis south,,10.0,gustafson,1-405-014-0029,5.0,4.0,M,49.0,383.0,R,Asbury Automotive Group,3181069.0
Ann228,17362 COFFEY UPPER,K,7.0,Annas,1-076-073-0994,,5.0,,81.0,336.0,O,Limited Brands,2632226.0
lab229,12279 trafalgar crescent,R,9.0,labenek,1-690-040-0846,0.0,2.0,,57.0,626.0,O,Beazer Homes USA,
fli230,24717 MIDLAND LANE,M,0.0,flindall,1-211-707-3341,3.0,0.0,S,42.0,549.0,U,,1151333.0
sat231,11493 worley park,,0.0,satkunaseelan,1-642-203-7899,5.0,4.0,U,30.0,492.0,O,Acuity Brands,2763939.0
tho232,6492 HAMMOND AVENUE,I,0.0,thornley,1-792-738-9524,2.0,4.0,M,56.0,327.0,O,ABM Industries,370710.0
CRI233,8954 bagby north,L,10.0,CRIPPS,1-881-269-3949,3.0,3.0,S,3.0,545.0,O,,1192164.0
Gas234,11622 josey south,V,0.0,Gascon,1-537-303-6219,1.0,0.0,M,53.0,571.0,O,Southwestern Energy,223487.0
Cha235,11538 collinwood avenue,,7.0,Chavers,1-682-154-3638,0.0,2.0,W,67.0,423.0,O,Delta Air Lines,2341143.0
Net236,20913 vickers boulevard,,4.0,Nettles,1-512-708-0580,1.0,0.0,,94.0,655.0,O,ITT,1774784.0
WOO237,22274 VICKERY CRESCENT,,0.0,WOODROW,1-598-440-6359,0.0,5.0,M,37.0,488.0,O,Health Management Associates,3951308.0
val238,881 vance jackson south,,6.0,valerien,1-281-206-9270,4.0,,M,75.0,352.0,,Western Union,2756025.0
Ber239,15079 DECATUR RUE,,0.0,Berndt,1-442-133-8200,,1.0,M,51.0,810.0,O,Family Insurance Group,1833112.0
lab240,10424 mitchell street,F,8.0,labranche,1-607-062-8891,2.0,2.0,D,74.0,686.0,O,Advance Auto Parts,698884.0
VRE241,14195 VERDE PARK,X,0.0,VREUGDENHIL,,0.0,2.0,M,100.0,389.0,R,J.P. Morgan Chase & Co.,3287261.0
GOO242,10608 bissonnet road,,,GOODINSON,1-141-622-5196,0.0,0.0,M,,761.0,U,Fidelity National Financial,3337290.0
cha243,11237 balmoral way,S,4.0,chaput,1-500-101-2792,0.0,1.0,D,28.0,589.0,O,Toro,2963197.0
TAM244,15621 yaupon lower,W,1.0,TAMARELLI,1-655-973-7192,0.0,0.0,M,18.0,492.0,O,Mueller Water Products,1487009.0
CUM245,12387 SAUNDERS WEST,,10.0,CUMPSTON,1-972-039-2576,2.0,5.0,D,77.0,442.0,U,Energy Future Holdings,3177428.0
SIM246,6156 holmes court,E,8.0,SIMONOVICH,1-764-148-5233,4.0,3.0,S,14.0,649.0,O,Weis Markets,1886280.0
Est247,17521 REILLY STREET,,8.0,Estes,1-399-618-9069,0.0,0.0,U,23.0,337.0,O,MasterCard,1853087.0
han248,20093 canterbury way,P,8.0,haney,1-628-481-6657,4.0,,D,1.0,572.0,R,Oracle,195847.0
Pee249,11930 alabama south,Y,0.0,Peers,1-085-050-1119,4.0,3.0,M,58.0,666.0,U,Mutual of America Life,3727580.0
bli250,22780 terrace lower,T,4.0,blidy,1-993-284-6634,2.0,3.0,D,98.0,567.0,O,JetBlue Airways,2993662.0
Lea251,6481 century lane,,5.0,Leavell,1-395-464-9156,5.0,3.0,,76.0,574.0,O,Western Refining,2886788.0
Wil252,11293 rice avenue,U,2.0,Willhoff,1-811-547-9696,5.0,0.0,S,59.0,498.0,,Western Refining,3672610.0
kom253,9828 WEST EAST,,9.0,komenda,,5.0,2.0,U,81.0,836.0,R,Bristol-Myers Squibb,3245637.0
Wel254,10369 gemini way,,8.0,Welsford,1-648-501-2866,2.0,3.0,M,31.0,759.0,,AutoNation,959636.0
Lac255,23445 GATES WAY,,6.0,Lacombe,1-332-974-4753,3.0,5.0,S,1.0,563.0,O,Boeing,1037702.0
Hon256,2160 WEIZMANN DRIVE,,8.0,Honda,1-217-048-6379,1.0,5.0,S,28.0,313.0,U,Advanced Micro Devices,69141.0
Con257,16716 fresco road,,6.0,Conley,,0.0,4.0,M,36.0,771.0,O,Unitrin,2818725.0
han258,17068 simpson road,,1.0,handley,1-246-119-5490,0.0,5.0,S,47.0,717.0,O,Liberty Media,3153373.0
WOJ259,23276 dillbeck upper,,2.0,WOJTECKI,,4.0,4.0,D,77.0,355.0,O,Jarden,616608.0
Ami260,24268 hayden west,P,10.0,Amini,1-347-479-6259,4.0,4.0,U,91.0,383.0,O,Cincinnati Financial,1014586.0
Mo261,2682 LUMBER PARK,A,1.0,Mo,1-881-547-3819,5.0,5.0,S,46.0,579.0,O,Steel Dynamics,1679903.0
BUR262,4129 crestline avenue,,5.0,BUREK,1-155-847-4022,4.0,3.0,M,36.0,324.0,O,OGE Energy,1062919.0
Kos263,18257 mahonia west,X,0.0,Kosten,1-946-987-5835,5.0,2.0,M,18.0,752.0,R,Hartford Financial Services,3684297.0
Bor264,19050 cordoba upper,,2.0,Borel,,5.0,2.0,D,27.0,723.0,O,Penske Automotive Group,1805618.0
LAR265,1121 greene park,K,1.0,LARCHE,,2.0,,S,79.0,349.0,U,Amkor Technology,1852935.0
BOU266,13762 silver sage way,,4.0,BOURDEAU,1-551-913-3853,2.0,5.0,W,72.0,643.0,O,Psychiatric Solutions,1528702.0
Pan267,22629 bagby east,,0.0,Panter,1-666-863-1257,3.0,0.0,W,26.0,390.0,O,Calpine,178411.0
Wal268,13296 wayside boulevard,,7.0,Walbridge,1-938-871-9739,4.0,4.0,U,31.0,801.0,O,Saks,2245432.0
Mue269,9824 OLYMPIA STREET,,2.0,Muehle,1-333-561-7008,0.0,4.0,S,2.0,741.0,O,BE Aerospace,3058077.0
Zub270,6907 ferncliff crescent,,8.0,Zubans,1-514-023-2587,2.0,1.0,D,81.0,821.0,O,Exterran Holdings,723251.0
Sei271,24573 lyons avenue,D,5.0,Seidman,1-027-811-2670,3.0,,M,69.0,830.0,O,Penn National Gaming,3755553.0
Cav272,15407 fillmore north,,,Cavasin,1-475-590-2337,0.0,1.0,M,69.0,441.0,R,PetSmart,757755.0
Har273,850 leon lower,,2.0,Hartell,1-214-794-0930,3.0,1.0,D,80.0,484.0,R,First Data,3610784.0
Nau274,14635 greene rue,R,8.0,Naugle,1-988-429-0103,4.0,5.0,,14.0,653.0,O,Liz Claiborne,2994154.0
Ste275,21034 windchime lower,,7.0,Stegman,1-143-517-2347,0.0,2.0,D,39.0,727.0,R,Alcoa,612241.0
Cho276,15868 dewdrop park,D,0.0,Choo-kang,1-709-720-3248,1.0,,U,0.0,535.0,O,Perini,1352198.0
Lux277,10232 oak hill west,R,9.0,Luxford,1-314-831-7578,5.0,4.0,W,59.0,320.0,R,Hudson City Bancorp,2534935.0
Far278,950 WILLS WEST,,1.0,Farnsworth,1-342-101-7385,4.0,4.0,W,60.0,775.0,O,Sigma-Aldrich,3189762.0
Shi279,23223 WOODLAWN UPPER,,,Shinjo,1-419-495-9429,3.0,4.0,M,4.0,606.0,O,Plains Exploration,447872.0
Pip280,23208 porter crescent,P,5.0,Piperni,1-992-551-4676,4.0,2.0,S,74.0,,O,W.R. Berkley,3207012.0
Sug281,791 dexter road,,6.0,Sugarman,1-183-910-2398,0.0,1.0,W,66.0,685.0,O,Cooper-Standard Holdings,303926.0
Kum282,2939 CHADBOURNE WAY,F,5.0,Kumamoto,1-114-136-8583,0.0,5.0,M,36.0,770.0,O,Ryder System,3685802.0
LOR283,11671 wathan north,L,4.0,LORENZO,1-985-895-6709,4.0,4.0,M,55.0,694.0,O,Merck,3180558.0
KUR284,240 hoke north,,4.0,KURIAN,1-864-279-4768,1.0,3.0,D,57.0,530.0,O,Chubb,
ser285,4482 pico crescent,D,1.0,serbin,1-744-443-0610,5.0,0.0,S,76.0,609.0,O,Cummins,3507884.0
Ado286,24795 clover court,N,3.0,Adolfie,1-710-698-6175,2.0,4.0,M,63.0,619.0,O,Advance Auto Parts,2230968.0
Bol287,19332 paint rock avenue,M,7.0,Bolgos,1-473-272-4862,4.0,3.0,M,76.0,821.0,O,Airgas,814197.0
sav288,8940 beningus park,,6.0,savanh,1-767-745-4346,4.0,,M,22.0,553.0,O,Mattel,2254862.0
Mar289,17719 shadowbriar park,F,,Marco,1-072-333-8934,,0.0,D,,529.0,O,Rite Aid,91935.0
Bar290,23128 ROSWELL CRESCENT,K,4.0,Bartush,,1.0,1.0,W,7.0,507.0,O,Forest Laboratories,1818938.0
Woo291,1037 bonneville lane,N,8.0,Woodhall,1-113-957-9923,0.0,2.0,S,4.0,726.0,O,Pioneer Natural Resources,177543.0
Bir292,8426 navidad way,,8.0,Biray,1-270-496-9696,2.0,1.0,,39.0,684.0,O,H&R Block,3078579.0
Lav293,22609 reagan drive,A,4.0,Lavelle,1-151-106-1324,1.0,1.0,U,84.0,,O,Colgate-Palmolive,1222308.0
Mcm294,7895 crestline drive,,7.0,Mcmichael,1-130-325-1266,0.0,0.0,S,26.0,314.0,O,CBS,3341105.0
Pau295,4078 lexington north,,4.0,Paulhus,1-102-293-7755,,1.0,S,72.0,,O,Cytec Industries,3128005.0
Lea296,5798 BELT LINE PARK,F,9.0,Leathers,1-177-880-1774,2.0,4.0,W,20.0,645.0,U,Calumet Specialty Products,
Seh297,10530 lancaster south,A,8.0,Sehgal,1-042-914-3849,3.0,1.0,U,100.0,713.0,R,Popular,
hit298,16764 mcafee park,,9.0,hitchcock,1-074-076-1898,0.0,3.0,U,83.0,357.0,O,Patterson-UTI Energy,594723.0
GAS299,14362 reilly boulevard,,5.0,GASS,1-217-087-5277,1.0,,D,45.0,649.0,U,Viacom,787771.0
hue300,18207 conley south,E,0.0,huether,1-377-905-7875,1.0,1.0,M,56.0,835.0,,Calumet Specialty Products,148371.0
Kle301,4410 porter road,,0.0,Kletchko,1-205-909-8362,4.0,1.0,M,65.0,,O,AMR,2760822.0
Win302,8550 briggs avenue,V,1.0,Winsborrow,1-752-780-8339,2.0,,M,96.0,629.0,R,Olin,2240874.0
Mar303,9561 tartan north,M,1.0,Marcheck,,3.0,2.0,U,40.0,587.0,O,Bon-Ton Stores,3676798.0
SWA304,6259 PARKWOOD CRESCENT,,8.0,SWANSTON,1-147-089-1963,0.0,3.0,M,51.0,786.0,R,Werner Enterprises,1137557.0
Joy305,22632 country road,,10.0,Joyner,1-956-899-9979,4.0,3.0,M,85.0,415.0,O,PepsiCo,978089.0
mcr306,15329 valderra drive,,5.0,mcrann,1-149-281-5678,5.0,4.0,S,11.0,791.0,O,American Electric Power,3268379.0
Pre307,9536 innsbrook west,X,0.0,Presley,1-880-678-6428,3.0,5.0,M,100.0,413.0,R,Community Health Systems,2476914.0
HIN308,15023 LARNER CRESCENT,,7.0,HINDLE,1-589-765-3895,2.0,5.0,M,51.0,428.0,O,IAC/InterActiveCorp,
Sel309,311 PIKE SOUTH,,10.0,Seliske,1-413-343-2912,1.0,1.0,W,,810.0,O,Jack in the Box,3405002.0
Wea310,10526 doheny rue,,2.0,Weathersbee,1-312-593-5173,2.0,0.0,U,39.0,324.0,U,U.S. Bancorp,1958810.0
TOM311,6488 avalon north,C,6.0,TOMLIN,1-805-115-9823,4.0,1.0,,47.0,587.0,O,PharMerica,1941022.0
Ens312,11674 GREENE WAY,,1.0,Enstone,1-956-260-8837,0.0,1.0,,,700.0,,AGL Resources,1309748.0
Ger313,5461 gold crest way,P,,Gerlt,1-451-999-0585,2.0,3.0,S,66.0,734.0,O,Arkansas Best,3632370.0
Bat314,22986 norfolk lane,,0.0,Battiston,,4.0,2.0,S,83.0,651.0,,BorgWarner,2475001.0
LON315,14471 clower rue,N,,LONSDALE,1-359-607-4329,4.0,4.0,W,49.0,555.0,R,Pride International,2075664.0
Tun316,5140 emerson lane,F,1.0,Tunali,1-363-394-6166,4.0,2.0,M,,614.0,R,DaVita,1250329.0
eis317,8357 buckeye west,,8.0,eisen,1-015-803-2474,4.0,2.0,M,73.0,794.0,O,Xerox,212451.0
Vuc318,7075 glen loch drive,C,8.0,Vucinich,1-362-478-2862,1.0,5.0,D,86.0,482.0,U,Republic Services,3049747.0
bea319,18538 mason south,,2.0,beals,1-558-480-1200,0.0,5.0,U,48.0,591.0,O,Cephalon,2417447.0
Fer320,5263 wayne drive,W,8.0,Fergusson,1-703-636-9996,1.0,0.0,U,,566.0,O,,2612998.0
Soo321,7914 wycliffe street,,6.0,Sood,1-154-086-1903,0.0,,M,37.0,381.0,O,National Fuel Gas,734375.0
Bir322,12357 HAYES LOWER,,7.0,Birkwood,1-547-387-1078,0.0,2.0,D,68.0,374.0,O,Target,3717995.0
Ver323,13626 hawkins street,Q,,Verhotz,1-748-212-2340,0.0,0.0,U,,328.0,O,Expedia,956825.0
De 324,13920 WEDGEWOOD LANE,C,8.0,De souza,1-846-315-1764,1.0,,S,66.0,807.0,O,Hudson City Bancorp,
Bla325,8303 warren road,,1.0,Blackburn,1-179-983-1576,3.0,4.0,S,14.0,311.0,O,PharMerica,2390111.0
Hur326,14518 westheimer avenue,U,5.0,Hurd,1-073-769-1833,5.0,3.0,S,69.0,647.0,O,Men's Wearhouse,3576639.0
ray327,21119 vickery west,,,rayner,1-353-395-2825,0.0,4.0,,35.0,622.0,O,Williams,339669.0
nix328,3222 GRANT LANE,,7.0,nixon,1-771-657-6355,3.0,0.0,U,78.0,570.0,R,SPX,2731417.0
zag329,21181 2nd rue,K,8.0,zagorski,1-942-527-3307,4.0,5.0,S,33.0,840.0,R,BE Aerospace,2179616.0
Roi330,24280 piney point rue,,2.0,Roithmaier,,0.0,4.0,M,77.0,389.0,O,Wells Fargo,
Hog331,7042 ottley park,T,2.0,Hogue,1-205-874-4529,,5.0,M,94.0,467.0,,,2950835.0
Mar332,10795 balmoral south,,8.0,Marconi,,2.0,2.0,S,19.0,793.0,O,Lincoln National,1515524.0
Col333,15696 chadbourne lower,W,3.0,Colantonio,1-831-988-7672,4.0,2.0,,50.0,749.0,O,Targa Resources,2007473.0
neg334,2612 havenridge avenue,T,8.0,negandhi,1-079-481-2220,3.0,2.0,D,65.0,789.0,O,Spherion,1757951.0
Wil335,15498 durango north,J,8.0,Wildeman,1-853-953-1134,2.0,1.0,,29.0,768.0,O,Family Insurance Group,1980948.0
Gos336,24178 turtle creek street,,6.0,Goszczynski,1-471-099-6976,5.0,5.0,U,37.0,625.0,O,Adobe Systems,1630998.0
Ntp337,3570 REYNOLDS UPPER,,0.0,Ntprel,1-235-350-8301,2.0,5.0,M,56.0,751.0,O,Blockbuster,463905.0
mil338,7125 COOPER LOWER,A,3.0,milway,1-020-844-6258,1.0,4.0,S,,460.0,O,Radian Group,352542.0
TEL339,10570 WEIZMANN LOWER,,8.0,TELKE,1-101-164-5047,,4.0,U,46.0,812.0,R,M&F Worldwide,3243615.0
RIV340,428 EMERSON WEST,,0.0,RIVERS,1-424-458-1913,4.0,4.0,M,28.0,532.0,O,MeadWestvaco,156383.0
hol341,5524 frostwood court,M,8.0,hollen,1-071-151-3531,4.0,1.0,U,31.0,509.0,R,RadioShack,3366650.0
Fry342,6106 ASHLAND EAST,,0.0,Fryar,1-548-500-5378,5.0,4.0,U,55.0,461.0,R,Abbott Laboratories,3762007.0
Esc343,9390 fir street,D,2.0,Esch,1-780-269-2599,2.0,,S,26.0,,O,Phoenix,2915479.0
LID344,4871 havenridge court,,4.0,LIDDLE,1-503-223-2295,5.0,2.0,M,93.0,332.0,,Medical Mutual of Ohio,518175.0
BAY345,2116 whistler upper,H,1.0,BAYERKOHLER,1-036-637-5684,5.0,4.0,M,14.0,371.0,R,National Oilwell Varco,3240188.0
SED346,12683 starling upper,,8.0,SEDDIGH,1-117-775-7922,1.0,1.0,U,30.0,546.0,O,Cincinnati Financial,492570.0
SHU347,6795 greenspoint street,,6.0,SHUKOR,1-420-197-0842,3.0,1.0,M,18.0,754.0,U,Ecolab,3189432.0
hin348,8065 killeen upper,,2.0,hinsdale,1-057-255-5641,4.0,,U,69.0,516.0,O,Baldor Electric,1862636.0
Luw349,7366 fox boulevard,,1.0,Luwemba,1-864-198-2367,1.0,1.0,W,60.0,737.0,O,Smithfield Foods,1891784.0
PCB350,12530 CLOWER CRESCENT,,1.0,PCBOARDS,1-089-865-4449,4.0,2.0,D,77.0,404.0,O,Hormel Foods,2999683.0
BEZ351,6284 cordoba boulevard,,0.0,BEZANSON,1-848-728-0817,4.0,2.0,M,,583.0,O,Patterson,1482145.0
Buc352,21119 vickery west,E,8.0,Buckingham,1-816-138-9438,5.0,3.0,U,62.0,461.0,O,Anadarko Petroleum,2237352.0
RAM353,16917 FARMERS UPPER,,2.0,RAMPAUL,1-036-611-5081,5.0,3.0,M,96.0,343.0,O,Michael Foods,2903967.0
THR354,24867 wilmington park,,0.0,THREADER,1-841-019-7366,3.0,0.0,W,45.0,431.0,O,International Game Technology,2208391.0
RAU355,18313 5TH LANE,L,10.0,RAUD,1-285-189-5251,1.0,4.0,M,65.0,319.0,R,Western Digital,1052954.0
Gol356,17405 palisades road,,0.0,Goldberg,1-632-062-4993,5.0,2.0,M,12.0,504.0,O,Sonoco Products,3751568.0
Upd357,21404 SHERIDEN SOUTH,M,6.0,Updt,1-614-232-0003,4.0,4.0,M,71.0,611.0,O,Verizon Communications,1980882.0
MOR358,9086 ridgelea boulevard,R,2.0,MORIARTY,1-035-288-5444,4.0,2.0,,38.0,359.0,O,Securian Financial Group,579641.0
SHA359,20929 lee east,F,2.0,SHAFIK,1-477-970-4729,5.0,2.0,W,7.0,398.0,O,Electronic Arts,3476510.0
Cla360,4812 NORMAN WAY,S,4.0,Claxton,1-092-479-3305,3.0,4.0,M,30.0,,O,LandAmerica Financial Group,505464.0
LIC361,15424 bramblewood north,V,0.0,LICERIO,1-618-745-5747,0.0,0.0,,58.0,537.0,O,C.H. Robinson Worldwide,2494978.0
PEL362,13056 BEATTY WAY,,1.0,PELKIE,1-363-472-9200,5.0,5.0,U,8.0,743.0,O,Alaska Air Group,1609289.0
Ash363,18787 englewood park,K,8.0,Ashraf,1-430-155-3830,5.0,3.0,M,18.0,432.0,O,Buildings Materials Corp.,
DYN364,14004 pelan way,,10.0,DYNIE,1-637-251-1599,2.0,3.0,S,83.0,614.0,R,Interactive Brokers Group,1681770.0
Lar365,12683 starling upper,,6.0,Larmour,1-392-994-6165,0.0,1.0,M,50.0,704.0,O,Rockwell Automation,
ENG366,14553 round lake boulevard,,0.0,ENGINEERING,1-351-837-0111,2.0,3.0,M,88.0,604.0,R,Pantry,2933990.0
Har368,20776 whistler west,,5.0,Haroutounian,1-352-607-5329,0.0,2.0,U,60.0,556.0,R,Werner Enterprises,2112951.0
Hey369,4684 whale court,J,1.0,Heydon,1-227-269-1037,2.0,5.0,U,52.0,344.0,O,Cisco Systems,3418282.0
leh370,23701 PELICAN WAY,C,6.0,lehrbaum,1-208-109-2479,0.0,3.0,W,48.0,388.0,O,Lockheed Martin,2898609.0
Co-371,15108 ryder road,V,8.0,Co-op,1-265-022-0496,4.0,,U,40.0,416.0,O,SanDisk,1765032.0
Elt372,24795 clover court,,6.0,Elting,1-220-323-3039,2.0,2.0,M,69.0,709.0,O,News Corp.,3176317.0
Alv373,18614 TIDE MILL COURT,I,5.0,Alvaro,1-055-237-4260,2.0,,M,42.0,426.0,O,Markel,461490.0
YOK374,22461 MORTON EAST,H,2.0,YOKELEY,1-285-900-2874,0.0,1.0,M,39.0,665.0,R,Silgan Holdings,3164372.0
ZIN375,22151 bluff road,,3.0,ZINGELER,1-562-501-9401,2.0,0.0,M,19.0,547.0,O,SPX,1294197.0
zim376,20405 DOWLEN NORTH,K,,zimmermann,1-572-985-7236,0.0,4.0,U,10.0,558.0,O,L-3 Communications,661877.0
laf377,4501 norfolk east,X,9.0,lafargue,1-378-748-1930,4.0,4.0,M,47.0,511.0,O,Thermo Fisher Scientific,2709193.0
POP378,3262 KATHERINE NORTH,Q,7.0,POPOVICS,1-525-579-7508,1.0,,S,83.0,504.0,R,Kimberly-Clark,1744304.0
men379,15330 payne drive,V,6.0,menashian,1-901-469-7568,5.0,2.0,S,,693.0,O,Church & Dwight,1670195.0
TUR380,11293 rice avenue,,0.0,TURCOTTE,,5.0,4.0,M,42.0,454.0,O,Vanguard Health Systems,1443342.0
fee381,14656 coffey rue,H,10.0,feeley,1-260-434-2400,0.0,4.0,D,2.0,372.0,O,Embarq,681302.0
ter382,20065 clara way,,9.0,terranella,1-304-461-8478,0.0,3.0,S,67.0,568.0,O,AMC Entertainment,3406439.0
BAR383,16825 BITTERCREEK WAY,,4.0,BARSZCZEWSKI,1-413-648-3099,4.0,4.0,M,,530.0,R,Sigma-Aldrich,315234.0
Tap384,2916 THROCKMORTON SOUTH,V,7.0,Tappert,1-229-508-9311,0.0,5.0,M,77.0,770.0,O,Leap Wireless International,2584094.0
Mod385,11912 JARVIS WEST,,2.0,Modl,1-259-692-4195,1.0,4.0,,19.0,646.0,O,CME Group,
cim386,3788 HOLMES RUE,,1.0,cimolai,1-798-192-2357,4.0,4.0,U,8.0,397.0,O,Allstate,977864.0
Sal387,14497 FROSTWOOD BOULEVARD,,1.0,Salb,1-093-204-5478,3.0,1.0,M,,713.0,O,Curtiss-Wright,1163838.0
bru388,20880 PALM UPPER,,9.0,bruhl,1-564-311-0205,2.0,1.0,M,83.0,346.0,O,Family Dollar Stores,69460.0
GAU389,5049 mills avenue,,8.0,GAUDET,1-789-574-4753,4.0,3.0,D,43.0,482.0,O,Spectrum Brands,3599223.0
LOB390,21180 TRAFALGAR WAY,L,2.0,LOBAUGH,1-270-694-9104,5.0,3.0,D,46.0,753.0,O,Comerica,1381885.0
DAN391,4371 ASHFORD HOLLOW LANE,,10.0,DANBROOK,1-659-227-7397,1.0,5.0,M,14.0,691.0,,CenturyTel,171313.0
SAL392,21891 DEWEY STREET,,6.0,SALKINI,1-154-445-3681,1.0,0.0,M,72.0,587.0,R,Scholastic,1373558.0
Mar393,14835 westover boulevard,V,0.0,Marx,1-154-688-7786,0.0,5.0,S,29.0,566.0,R,Boise,2335796.0
Bra394,6284 cordoba boulevard,P,7.0,Bratten,1-768-261-0631,3.0,1.0,M,51.0,323.0,O,Amkor Technology,2494081.0
Koc395,10905 apollo west,,8.0,Koch,1-413-720-1871,5.0,4.0,M,81.0,344.0,O,Ameren,252245.0
Pla396,14817 BAILEY BOULEVARD,U,4.0,Platthy,1-875-794-5779,0.0,0.0,W,67.0,765.0,O,DirecTV Group,3970725.0
mcc397,22133 wesleyan way,,7.0,mccuaig,1-515-931-7519,1.0,4.0,W,91.0,,O,Williams,2030035.0
Des398,10877 CENTURY CRESCENT,S,6.0,Despault,1-243-258-4789,0.0,4.0,M,43.0,650.0,O,U.S. Bancorp,2227601.0
NOR399,16354 SAND RUE,,,NORWOOD,1-608-078-5547,4.0,2.0,M,27.0,466.0,R,Spherion,1012111.0
Paq400,2533 WOLFE NORTH,,3.0,Paquin,1-982-075-1883,4.0,,W,1.0,538.0,U,Nasdaq OMX Group,1927066.0
Sfi401,5128 BELLWOOD CRESCENT,A,8.0,Sfiroudis,1-326-811-3709,2.0,4.0,M,91.0,780.0,O,Nicor,2530133.0
Amo402,5680 powers drive,N,5.0,Amouzgar,1-907-100-6458,4.0,0.0,M,55.0,690.0,O,Coventry Health Care,2695189.0
Say403,17774 applewood rue,,5.0,Sayegh,1-279-100-2128,3.0,4.0,W,46.0,660.0,O,Winn-Dixie Stores,392585.0
ang404,2777 durand crescent,C,2.0,angus,1-923-860-0562,3.0,3.0,U,62.0,369.0,R,Pepsi Bottling,3170355.0
lig405,8096 northland road,,6.0,lighthall,1-990-841-0058,3.0,4.0,M,67.0,368.0,O,Oceaneering International,57156.0
Sch406,12880 whittington west,C,4.0,Schwab,1-192-723-4902,0.0,0.0,,51.0,434.0,O,Lexmark International,237138.0
BRA407,20917 carlingford crescent,,9.0,BRANNAN,1-018-125-3814,2.0,5.0,U,49.0,500.0,O,WellPoint,2960029.0
Coa408,12397 ingersoll upper,N,1.0,Coallier,1-585-604-8746,4.0,3.0,M,40.0,521.0,O,Capital One Financial,2645718.0
NAR409,9818 PEARSON AVENUE,T,4.0,NARAYANAN,1-897-010-8443,0.0,0.0,M,59.0,573.0,O,Aleris International,2500380.0
cai410,17991 chamberlin way,,2.0,caine,1-424-251-0934,3.0,5.0,S,83.0,474.0,O,Sentry Insurance Group,
hol411,3561 hilltop lower,,2.0,holdren,1-769-010-6742,3.0,4.0,D,49.0,,U,Atmos Energy,823819.0
YED412,15129 ROSEMAN UPPER,,6.0,YEDEMA,1-521-013-9070,4.0,3.0,D,22.0,702.0,R,Visteon,1279474.0
GIA413,16777 stanford avenue,,7.0,GIAMBERARDINO,1-793-128-8100,1.0,3.0,U,16.0,314.0,R,Molex,1723410.0
TOO414,11790 graves west,,1.0,TOOTHMAN,1-918-771-5318,1.0,1.0,M,71.0,363.0,O,OfficeMax,3099344.0
