prospect_AgencyID,prospect_LastName,prospect_State,prospect_Phone,prospect_Country,prospect_OwnOrRentFlag,prospect_FirstName,prospect_PostalCode,prospect_AddressLine1,prospect_NumberChildren,prospect_AddressLine2,prospect_MaritalStatus,prospect_Age,prospect_CreditRating,prospect_Employer,prospect_NumberCreditCards,prospect_NetWorth
rzi7583,rziprpcfwnirtuvrbfnuepq,TN,1-679-345-9939,United States of America,O,Jdpqutldftwykfyhukveiaimoyyk,Fpoleiod,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,1.0,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,S,18.0,549.0,AFLAC,9.0,565246.0
Wds7584,Wdsuorykxmvfxupyyjl,AL,1-093-616-0613,United States of America,O,Qiwemtdba,Cuaieflmccqp,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,2.0,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,W,40.0,705.0,VeraSun Energy,0.0,1899339.0
Xsj7585,Xsjypvyfoqbiq,TX,1-546-131-8988,United States of America,O,JQKEDISZ,qiraymmapgf,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,3.0,ccfzcxohrhrcnypedmhjovjyjrxi,M,29.0,387.0,Magellan Health Services,6.0,3873239.0
Lux7586,Luxkby,WV,1-477-186-7432,United States of America,,Gfuwa,Tsynomgib,Nhgrkzjzcrjcerkwrugwul,1.0,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,U,21.0,359.0,Emcor Group,7.0,767547.0
wxw7587,wxwhwasadsmxchyhlgrvnurte,ND,1-965-848-6954,Canada,O,CTTUYHUUMMDTX,Amudllk,,2.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,M,41.0,494.0,Peabody Energy,9.0,1027999.0
pfz7588,pfzjoarqopfjtzjalxxxeq,Saskatchewan,1-622-866-0937,United States of America,,Wvtqm,ELQKT,uiaoi,1.0,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,M,56.0,345.0,State Farm Insurance Cos.,10.0,3428495.0
hlx7589,hlxshqpvshstjerwclb,VA,1-040-217-2014,United States of America,O,xuwgpsvzcpxtoerndtr,Oiwac,Wwonzdtvwkn,0.0,REHWDWEP,M,33.0,402.0,Humana,10.0,1827180.0
nyb7590,nybiaaw,ND,1-101-684-2373,United States of America,O,Hnnzpokbygacjjgybkskf,Dqgzinvuxxy,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,0.0,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,M,96.0,579.0,News Corp.,3.0,2070007.0
Ltt7591,Lttvvpjjavydrmbt,ND,1-386-426-5849,United States of America,O,qsnivsknktiwjpqwnrlgftnmsrxkjc,Nchaajfkjvx,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,0.0,DIMPFMEBDNHBCT,,35.0,569.0,Torchmark,2.0,
gsz7592,gszunimggpyfjzmivbwizzftuen,MS,1-598-816-0126,United States of America,O,pygsfvfpeofkdcugfvxdsqgmcgebfp,XEDMBUAMGXKH,cezvfwtftwlwfrgrpxtuejvrgucexe,4.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,W,40.0,745.0,Rock-Tenn,9.0,3596263.0
Kwp7593,Kwpztgkknktyvdks,WY,1-770-379-7700,,U,Zgxsuo,crxbrlj,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,,DVYTEPWCABNSGPTLJEMPQLTEWM,D,10.0,320.0,AGCO,1.0,3719999.0
AGM7594,AGMCLBCUEPVBRKDKWAGBCFOLYET,MA,,United States of America,R,ganifmdaqbltccwbqijtkypcetuq,Eytubbwi,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,4.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,M,59.0,591.0,,4.0,3058439.0
Ocn7595,Ocnds,AK,1-628-245-6238,United States of America,U,IYCOMORWDFSEKN,Lwftldizl,Ctgihaqlm,0.0,,M,70.0,,United Stationers,10.0,2592932.0
Cmw7596,Cmweamsabhudajyhpsohkpzcy,PA,1-813-787-2611,United States of America,,vdvdlfz,GSSFZNBZL,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,5.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,M,69.0,417.0,McCormick,5.0,1471273.0
Dit7597,Ditjvpiidkjkvxssfnctzcczb,MA,1-362-897-1162,United States of America,R,Sbwymtnwzhffkwjczlsnvrtcv,Nrnqtmjz,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,5.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,M,96.0,338.0,National Life Group,8.0,
Rmm7598,Rmmasnivkq,DC,1-952-919-4878,United States of America,O,qjjwbffbgxilxyarhjwdvo,Rzjxvum,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,S,9.0,340.0,Hasbro,9.0,2410816.0
ekj7599,ekjvgcmzgobzeerrpfgefwvxlvfcua,RI,1-145-214-8009,Canada,U,JIXUQX,Accezkuzqrif,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,3.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,U,39.0,738.0,Tupperware Brands,5.0,1059543.0
wcq7600,wcqqbslcxugdqpbzbmbqvlahw,MA,1-328-944-9786,United States of America,O,Eqrxuc,LNZZPGOTEG,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,2.0,MIMWGPPF,S,31.0,597.0,Covance,7.0,379282.0
Klc7601,Klcanpomjmuwosnasroukafsxtufz,Alberta,1-899-864-9421,United States of America,R,PDAXUXBMPOVTKJUR,YINOHET,RSSNUTWWLOKIHRRTPEAFTLBF,2.0,Xpannac,M,64.0,603.0,Interactive Brokers Group,4.0,3271265.0
Jrd7602,Jrdmn,AR,1-877-997-8896,,U,Adftxl,ddgkyv,Sachwqwddeyfxvagihsjxtcsibaejb,1.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,D,38.0,662.0,SkyWest,5.0,1530364.0
GDQ7603,GDQESTOSFCKVLPZEQPNFIKQLTXB,VA,1-750-900-0823,United States of America,R,Gaksvvggpbleteofow,Seiksuhglhj,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,4.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,W,47.0,838.0,Best Buy,0.0,3731860.0
fnm7604,fnmqzceohwapysohiuofkhjpwzgv,OR,,United States of America,O,Ijstknxzfzsvqmy,Ytgghhaxc,Sbutxmtwkb,2.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,M,,791.0,Sears Holdings,9.0,2488858.0
Ymu7605,Ymuvinagbzdhiwglzfacood,ID,1-347-704-7823,Canada,O,jvhwyzbcwdrrqmlbvpjwbohhemm,Ajlcdadx,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,4.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,S,76.0,692.0,Frontier Oil,7.0,2301347.0
Pxj7606,Pxjmfwpwm,IA,1-228-976-2888,,O,nhhjbqktsr,Daivf,mnkidgiyajigobghpnkdvauwiubpjb,3.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,W,60.0,673.0,Automatic Data Processing,8.0,1736571.0
Rsd7607,Rsdlvo,TN,,Canada,O,Lmhtjwddyqbzlxgv,xrquzcptycg,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,U,73.0,331.0,,7.0,2399483.0
Qqh7608,Qqhwdyopkfs,Nova Scotia,1-760-429-1328,United States of America,O,BXFLGQTJSJDQAUCXXJXWHTQU,shigmwk,Fmrydeogisvvtrpsfonolelpnqcbkrr,,BPPKDY,U,37.0,744.0,Comerica,2.0,2982744.0
udq7609,udqexswxytatsvxw,Ontario,1-253-879-8833,United States of America,U,Tlaihggmhfiuezhjgps,enehob,Xhggtfwyslxvgeiuzjfxewcsweefq,1.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,M,50.0,446.0,Baldor Electric,6.0,1611011.0
Ghl7610,Ghlflxgkavpsqvkpun,MD,1-401-256-3483,Canada,O,DSRXJZKFJTIVXLBAX,RNLAKRXSPA,,4.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,M,0.0,,Commercial Metals,0.0,2999167.0
mtk7611,mtkfmxripistepftjaxfosviokgqsf,AR,1-175-910-8245,Canada,O,Annsrbdzywmpqvigpn,Hlezt,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,Xuqmcmxaigbk,W,,,,,
QIY7612,QIYQRALNIIONMKDZB,Saskatchewan,1-565-191-3419,United States of America,O,Mrawpcvb,Iyqmkpcjx,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,3.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,M,,723.0,Molina Healthcare,9.0,3307491.0
Ohz7613,Ohzpaqjtc,OH,1-921-688-5401,Canada,O,yociu,klgnkcaedht,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,0.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,S,81.0,348.0,Plains All American Pipeline,2.0,2057260.0
djg7614,djgtucxplpftr,VA,1-925-155-0170,United States of America,O,DQNVNWPYSMLDGXJVBUHUKDLRSLN,Jsombikj,Gvdteormavfflajkedaclod,0.0,EECYCMJAJGNQBRSKW,M,52.0,666.0,Agilent Technologies,,53179.0
Iad7615,Iaduje,ID,1-185-691-2951,United States of America,U,wfnjfn,Xtckbvng,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,4.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,M,68.0,,AutoZone,3.0,690086.0
EMG7616,EMGQKGEOTCGAFGDZVTRUAVGZYPM,WI,1-067-518-3854,United States of America,R,WWWEN,YPUWSVRD,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,1.0,hgandkyzsnb,M,,844.0,,8.0,2025465.0
Hjn7617,Hjnljezrxojeaoustvawackahexa,MS,1-188-554-1671,Canada,O,Krjcfgq,Ifxvsnt,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,4.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,M,36.0,766.0,Universal Health Services,8.0,695307.0
CYP7618,CYPTBBGPWKKKFNOUHJ,OK,1-168-215-2223,United States of America,O,Fxmpengjsaf,EAOJPQVWBNZ,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,4.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,M,31.0,521.0,Time Warner,10.0,3238398.0
KPN7619,KPNRNVLRFUTOWOERTCSIRQZ,GA,1-228-022-3056,United States of America,O,Eobtk,fhirgl,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,5.0,QTWXYHMLBYQ,W,55.0,306.0,Sealed Air,7.0,1213578.0
Vbi7620,Vbimifwtrtvb,TN,1-926-766-1124,United States of America,R,Abahrdfcbtscoblhaovnjkbx,Lahfziy,Blsmawjjdmdamrhqyqgzmbkfa,5.0,SDEAIMDWRSKXTFCPHWF,W,66.0,411.0,Sprint Nextel,9.0,103708.0
ehb7621,ehbcbdctlcspuvwbqveohanmkolbw,SC,1-538-797-1948,United States of America,O,bhephgijqbu,tofdjef,Stofpzwyhkpmuq,5.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,M,22.0,,,3.0,1086081.0
TMQ7622,TMQACIIUMYYZHYX,AR,1-627-234-0841,United States of America,O,KECNVVPGTOXHIGOUAWLHU,rckzx,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,0.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,U,51.0,702.0,Quiksilver,8.0,1349626.0
Lsb7623,Lsbutxufufshmkqnscnhx,MT,1-876-492-0782,United States of America,R,xppmtvztaifqynlbmofxonnus,MMLJKBGXD,,5.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,S,26.0,842.0,Valspar,1.0,1083092.0
Dpz7624,Dpzpfctp,WY,1-436-946-7319,United States of America,R,kzntoukktuqqfuyeo,banusio,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,1.0,Lhwkvadxwcjobcggyuighvqlcm,U,100.0,528.0,Timken,0.0,1662799.0
Zuj7625,Zujmcfzznpfohsdp,WY,1-281-780-2897,United States of America,R,TDRLAQZARCGRAMDDMCWP,Safkd,cnckvldjedzgdqhy,3.0,,W,13.0,300.0,,5.0,3548540.0
Jqk7626,Jqkozdva,WV,1-421-286-4139,United States of America,O,shbaeyxyrjfietruntrdeyqkc,DHTLWJDXLRW,,1.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,S,11.0,752.0,Occidental Petroleum,7.0,881414.0
ijb7627,ijbcvbgglqupyentiqncsnswyygl,CA,1-908-354-2709,Canada,O,Zururxrihusergiba,RORIUHK,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,4.0,Alukohji,M,62.0,303.0,,0.0,1712200.0
NMO7628,NMOXMHMVUDGY,Alberta,1-466-560-2530,United States of America,O,QZLCPVRKZMTENMREVZT,bxgwhohh,qehomraquwxrkb,5.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,M,13.0,418.0,Massey Energy,10.0,847446.0
Tef7629,Tefewe,New Brunswick,1-578-686-8082,United States of America,O,dvbflygvxrizbclmqwoajkvnzoufc,SRARKMXOD,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,3.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,W,23.0,667.0,Weyerhaeuser,4.0,344294.0
Sdj7630,Sdjhq,British Columbia,1-166-077-1436,United States of America,U,mtnubdnrdoivcuqmapqhtvzkixw,hwugfvlttol,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,4.0,Kxxipkohacffav,D,51.0,441.0,National Fuel Gas,7.0,1534879.0
Pbr7631,Pbrfgfdwedgrmifitr,DE,1-535-320-1881,United States of America,O,Nzljqsbgutsixlosfedpmlzl,zgsllav,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,2.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,U,2.0,471.0,Pep Boys,0.0,3897101.0
Ice7632,Icejebxweavlnddpjz,CT,1-633-495-6478,United States of America,O,Ealrdsynhtadihmsl,Mszwfhpj,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,,onxyyslcmbyxpfjuykowqpwqi,W,,701.0,Neiman Marcus,9.0,3064442.0
ZWG7633,ZWGIV,Quebec,1-398-680-0278,United States of America,R,xfjdwfentojva,Yqfxb,TAIWTM,2.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,D,82.0,323.0,BlackRock,1.0,2016524.0
Evw7634,Evwthrqmqfpsbpdqojtqzpjmpoea,NJ,1-185-976-7770,United States of America,O,Zvowaelneuhpxzphpvtgvfz,ypmuep,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,5.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,M,94.0,846.0,McGraw-Hill,10.0,37745.0
Lhl7635,Lhlatzfku,MN,1-490-238-8219,United States of America,O,fmdcjzjekrwrirumyvfuqnnkxzr,Xthtecuu,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,4.0,Krdmgygwnziumjdtybwyw,M,16.0,850.0,Family Dollar Stores,8.0,503752.0
LYB7636,LYBUGCXZYJSERVQKQJKNIIW,NE,1-891-741-2112,United States of America,U,Ohetzpmilrphnhnasiisaypdl,Xjzpdio,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,5.0,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,M,43.0,,Teleflex,,2115180.0
Ijb7637,Ijbmwiomutrflaupolplmfjsqh,VA,1-849-918-0984,Canada,O,VAUWGMVOILXNGKB,Rgthehdvvlh,Phqspowfoiqmszxy,2.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,M,76.0,564.0,,3.0,839222.0
Zhf7638,Zhftulgpedd,PA,1-426-168-3142,United States of America,O,Tnwgmuvaaqmxskkyqnvrmnmul,ysexit,XDPEFDQIMFNMCO,5.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,S,0.0,558.0,Imation,4.0,1851334.0
PYU7639,PYUHQOCHAUAWGKHHLXQNUWZTEBN,WV,1-757-910-8931,United States of America,O,mtovrkjvtfkennjujgpegknnck,Wscgcsbwlzj,FSSAAXLAMAPBOMTNUFG,,Bfntmkesgyjkjrgttbtdncoumqhmnxy,U,33.0,417.0,PPL,0.0,1348251.0
Iku7640,Ikufiibsvk,WY,1-468-325-0119,Canada,O,Lwxdv,AUQJTIMK,AKWOIATLDDKU,2.0,,U,62.0,487.0,Smithfield Foods,6.0,2722392.0
HBZ7641,HBZACUNNIOTFKFSTCILLC,MN,1-383-310-7894,United States of America,O,Ftvuzjdzocqmcoxvrbqcna,Weqnwrwrbcgx,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,0.0,Bnbfbxvqxtngv,M,8.0,639.0,Macy's,9.0,1785161.0
Pco7642,Pcofbhaqeemibnkjtsoxmdibmpquo,VT,1-353-727-2029,United States of America,O,Hnbgeuii,facqrtjqjmd,VANVGDDSYEK,5.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,U,4.0,625.0,Torchmark,3.0,2823578.0
Ybv7643,Ybvjle,WV,1-028-849-5461,United States of America,O,Fykbowmpxpbb,OCNCREZ,TVTDULLNHUZPDNEEKSXEGPXDNE,3.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,D,39.0,,Herman Miller,1.0,2123972.0
Rim7644,Rimdakhncfjlrbor,IN,1-480-785-4021,United States of America,R,Ruagwhiorgizpmbphjerywjrr,JXOGSVJ,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,0.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,S,90.0,,Kindred Healthcare,3.0,112782.0
gnf7645,gnfkwjxmvkbeh,MS,1-443-132-4138,Canada,,teldp,Iqtso,HWAWSSEUGGKEXQDESYXFHWZ,4.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,M,7.0,460.0,Arch Coal,3.0,248311.0
Wxp7646,Wxphiul,CO,1-143-020-1234,United States of America,O,Tmhxnpfgyifx,Uxgvbwop,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,4.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,,95.0,793.0,Whirlpool,8.0,3719851.0
Dxh7647,Dxhuevhfuceqmpoolmuhflp,PA,1-475-304-3486,Canada,O,Fpchjcvsrkakkqqsojokdrg,Ovsiu,,5.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,U,59.0,821.0,Arrow Electronics,8.0,1920385.0
Aqo7648,Aqopbqsxqxjj,DE,1-677-882-6792,United States of America,O,Heiehcgec,Frqdqbs,NASLRGJGXPDOGNJSHNLNGBCXJVO,2.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,S,13.0,,Rock-Tenn,6.0,576903.0
fen7649,fenowyirqcdcwwo,Prince Edward Island,1-151-067-7411,United States of America,O,sgapkfrztiyyayezulvi,waiitdv,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,3.0,Eymghd,D,58.0,643.0,R.H. Donnelley,8.0,1855037.0
CMQ7650,CMQIHWYKNOLSX,TN,1-645-553-4591,Canada,O,Nohjtayoycptngwoitqzhmuf,Vlmzifrfolfs,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,1.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,U,67.0,817.0,Pall,2.0,2954046.0
Yhb7651,Yhbbdqabnbldfqhnofnxdrzrj,CA,1-670-793-5351,United States of America,O,QIGFYQTIPFYCR,DKXNSUJQRKGM,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,2.0,Vqdxskijczxliokh,,68.0,702.0,Burlington Coat Factory,10.0,952096.0
mbw7652,mbwpxwoq,TN,1-049-843-6473,United States of America,O,evwjgjrsttnkbmhmmrswodkvwdqo,Vzvadviukgid,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,0.0,Fclwsu,D,17.0,409.0,Forest Laboratories,2.0,3382998.0
xas7653,xasiqx,FL,1-739-185-6579,United States of America,O,SMOQFUQUOWABMRDKJPFC,Jjtgz,Gicehrtxtlvwiewgl,2.0,HEAVOVI,,44.0,617.0,Moody's,6.0,3772196.0
MKM7654,MKMKDBNJNERUJSQYY,TN,1-215-295-5893,United States of America,O,Jzwgkirmjeznhbniytvkxnhhar,TMWLE,cveuptzbcwxicceqqmqsqgfvhykw,0.0,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,M,16.0,,Fidelity National Financial,5.0,3180080.0
Jgi7655,Jgiimqxenotyp,OR,,United States of America,O,IMPCDEPQTVPBRBNJNLWAPSYUW,Lfmjqz,Kqosfw,5.0,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,M,27.0,756.0,Amphenol,,3971412.0
Mwv7656,Mwvgdm,ME,1-515-341-8405,United States of America,R,Ewwyolurheysjpusipgrmydspux,bserucmdlez,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,4.0,Qyixsrnjoebdnlfllhogyogxucqdulld,D,59.0,484.0,Int. Business Machines,5.0,1488210.0
YOY7657,YOYQEKTGQPVGKZZXM,SC,1-249-978-7278,United States of America,O,Indhpnqswpoplupdlejxhjm,Nobgu,Gqvfapurdsetypjkkcceahfodyn,4.0,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,S,8.0,589.0,Int. Flavors & Fragrances,9.0,2621373.0
Gja7658,Gjaqmimggdmubhczafzufuklxgxos,Ontario,1-471-716-6210,United States of America,O,Dahur,Mynrhpyte,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,4.0,Ukwllcghntgqugnsgvuipavrllepqrfbbf,S,98.0,380.0,Gilead Sciences,0.0,1021949.0
rcx7659,rcxczhucwf,GA,,United States of America,R,JLZXMAOFICNNT,aqobdfbeu,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,1.0,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,S,35.0,541.0,United Rentals,10.0,2444319.0
IPA7660,IPAZTGHTPTW,VA,1-982-617-1421,Canada,,Rvrfuknkgeyb,jecwnfavowiu,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,,BPENSONZGIJMQPDRWDCT,M,57.0,474.0,Convergys,7.0,362567.0
rbj7661,rbjgdyplkrcutrs,KY,1-068-568-6056,United States of America,O,Ruihhbkdjniajgrvwos,Nmemytq,WSKYHRCGGHSPINYLUNNDCJPV,1.0,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,,69.0,685.0,Mueller Water Products,4.0,462234.0
ebw7662,ebwticokpfdypejppslctr,SC,,United States of America,R,Gkirgeljoajnkshohjinbooco,Vqvleqweftl,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,3.0,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,M,33.0,363.0,Shaw Group,10.0,3936622.0
SQY7663,SQYYLFSC,NC,1-772-155-4468,United States of America,O,cgqpaxicnbhaaufmao,ABCSQOCHEHK,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,1.0,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,M,33.0,605.0,Energy Future Holdings,9.0,2116904.0
nqw7664,nqwvfudiscyqixxng,KS,1-551-833-6226,United States of America,,beidygiakhaztngnhqsrjhxs,NOQIRAGYH,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,4.0,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,W,1.0,394.0,PHH,6.0,63883.0
Fyz7665,Fyzxvqjbmfgyeyswcxbogeytfuqur,MO,1-894-068-7775,Canada,R,XXILDDNLYSINLOGZNXHQKGLMEAR,Yqqldbrjvcqq,uezrarapf,2.0,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,U,19.0,812.0,Simon Property Group,6.0,2747738.0
