prospect_nmbrcrdtcrds,prospect_ncm,prospect_wnrrntflg,prospect_ntwrth,prospect_gndr,prospect_ddrssln1,prospect_nmbrchldrn,prospect_gncd,prospect_frstnm,prospect_nmbrcrs,prospect_g,prospect_mrtlstts,prospect_cntr,prospect_pstlcd,prospect_lstnm,prospect_ddrssln2,prospect_ct,prospect_mddlntl,prospect_mplr,prospect_crdtrtng,prospect_stt,prospect_phn
1.0,497953.0,O,3789880.0,,XBIKFJMVSDDVHYVNNHYHHMOGUWGFRAXVNQWITKEBUOZUPSRXHK,0.0,Mos7575,PVCKVZHJOWNWKSVIJIGLYWKGUKNXW,0.0,57.0,U,United States of America,JUBKXDKP,Mosqjrkdycyygfsljqadgfqoldb,yvntcqjqqmbftwetvbqgclcdbxspvk,Albuquerque,I,Tellabs,658.0,New Brunswick,1-696-359-4829
3.0,156048.0,O,3874445.0,,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,2.0,czu7576,kpofwgtomgijnm,1.0,38.0,M,Canada,Xbgykqm,czuvw,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,Oakland,,Phillips-Van Heusen,348.0,IL,1-352-678-5471
8.0,63617.0,O,437353.0,,BESJDYZDIOIXKDFEHBQXBPW,5.0,Ghr7577,Biflzgcqpqpbahquomftmjffohpwuy,1.0,68.0,M,United States of America,NNCXIBTCXZA,Ghrlcuscpesuzsdwqfwwbgh,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,Billings,Z,Wells Fargo,598.0,AZ,1-906-600-9749
9.0,244849.0,O,2669917.0,,Ouopoqztakszwsfkthdbwndfjuqaelyd,2.0,Rwk7578,ybdlwlwxispyswbiegrbsqqtywxr,2.0,93.0,U,United States of America,mfwuio,Rwkdeshuwhwvmvmdnckmuvdt,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,Pueblo,,Vornado Realty Trust,505.0,NY,1-093-018-2851
7.0,123585.0,R,1466537.0,,Ivwhotvobwkshcixclfobqoljlaqohw,3.0,Uwi7579,Capzcewdt,4.0,48.0,S,United States of America,Utgwrun,Uwinnbtdd,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,Sherbrooke,,New York Times,839.0,WA,1-302-096-9321
2.0,391134.0,U,991860.0,,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,1.0,VXZ7580,XKBLVBCCYKMIXABVTOTVPZCJRII,1.0,96.0,S,United States of America,Wgulrhctjlg,VXZTLDNZPYIFIKTIJRXS,CYQWJKJB,Sacramento,,Adobe Systems,672.0,GA,1-915-044-3154
3.0,426759.0,O,,f,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,5.0,Ayk7581,wmknfemsztimaphftadowlmbnp,5.0,58.0,M,United States of America,Srhxvxe,Aykkkc,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,Charlotte,p,Valmont Industries,696.0,AZ,1-040-274-3474
5.0,451737.0,O,1816368.0,M,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,3.0,lho7582,DHLVITRFJDXLTPAGMPMJ,5.0,63.0,W,United States of America,Dadkihaohc,lhodktal,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,El Paso,,UAL,448.0,NV,1-678-397-2739
9.0,180822.0,O,565246.0,,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,1.0,rzi7583,Jdpqutldftwykfyhukveiaimoyyk,2.0,18.0,S,United States of America,Fpoleiod,rziprpcfwnirtuvrbfnuepq,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,Mesa,,AFLAC,549.0,TN,1-679-345-9939
0.0,205843.0,O,1899339.0,,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,2.0,Wds7584,Qiwemtdba,4.0,40.0,W,United States of America,Cuaieflmccqp,Wdsuorykxmvfxupyyjl,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,Simi Valley,,VeraSun Energy,705.0,AL,1-093-616-0613
6.0,470985.0,O,3873239.0,M,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,3.0,Xsj7585,JQKEDISZ,4.0,29.0,M,United States of America,qiraymmapgf,Xsjypvyfoqbiq,ccfzcxohrhrcnypedmhjovjyjrxi,St. Catharines,f,Magellan Health Services,387.0,TX,1-546-131-8988
7.0,318225.0,,767547.0,,Nhgrkzjzcrjcerkwrugwul,1.0,Lux7586,Gfuwa,2.0,21.0,U,United States of America,Tsynomgib,Luxkby,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,Washington,v,Emcor Group,359.0,WV,1-477-186-7432
9.0,326044.0,O,1027999.0,f,,2.0,wxw7587,CTTUYHUUMMDTX,2.0,41.0,M,Canada,Amudllk,wxwhwasadsmxchyhlgrvnurte,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,Chula Vista,,Peabody Energy,494.0,ND,1-965-848-6954
10.0,,,3428495.0,m,uiaoi,1.0,pfz7588,Wvtqm,1.0,56.0,M,United States of America,ELQKT,pfzjoarqopfjtzjalxxxeq,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,Montpelier,e,State Farm Insurance Cos.,345.0,Saskatchewan,1-622-866-0937
10.0,187282.0,O,1827180.0,M,Wwonzdtvwkn,0.0,hlx7589,xuwgpsvzcpxtoerndtr,2.0,33.0,M,United States of America,Oiwac,hlxshqpvshstjerwclb,REHWDWEP,Mesa,,Humana,402.0,VA,1-040-217-2014
3.0,,O,2070007.0,,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,0.0,nyb7590,Hnnzpokbygacjjgybkskf,2.0,96.0,M,United States of America,Dqgzinvuxxy,nybiaaw,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,New Haven,,News Corp.,579.0,ND,1-101-684-2373
2.0,,O,,,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,0.0,Ltt7591,qsnivsknktiwjpqwnrlgftnmsrxkjc,2.0,35.0,,United States of America,Nchaajfkjvx,Lttvvpjjavydrmbt,DIMPFMEBDNHBCT,Indianapolis,O,Torchmark,569.0,ND,1-386-426-5849
9.0,306946.0,O,3596263.0,,cezvfwtftwlwfrgrpxtuejvrgucexe,4.0,gsz7592,pygsfvfpeofkdcugfvxdsqgmcgebfp,0.0,40.0,W,United States of America,XEDMBUAMGXKH,gszunimggpyfjzmivbwizzftuen,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,Stockton,,Rock-Tenn,745.0,MS,1-598-816-0126
1.0,99663.0,U,3719999.0,,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,,Kwp7593,Zgxsuo,0.0,10.0,D,,crxbrlj,Kwpztgkknktyvdks,DVYTEPWCABNSGPTLJEMPQLTEWM,Louisville,,AGCO,320.0,WY,1-770-379-7700
4.0,482013.0,R,3058439.0,,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,4.0,AGM7594,ganifmdaqbltccwbqijtkypcetuq,2.0,59.0,M,United States of America,Eytubbwi,AGMCLBCUEPVBRKDKWAGBCFOLYET,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,Atlanta,D,,591.0,MA,
10.0,180476.0,U,2592932.0,m,Ctgihaqlm,0.0,Ocn7595,IYCOMORWDFSEKN,1.0,70.0,M,United States of America,Lwftldizl,Ocnds,,Milwaukee,u,United Stationers,,AK,1-628-245-6238
5.0,285682.0,,1471273.0,F,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,5.0,Cmw7596,vdvdlfz,4.0,69.0,M,United States of America,GSSFZNBZL,Cmweamsabhudajyhpsohkpzcy,qlgnszfowrbrkuurrmjrfnfaeulhneecv,Fort Smith,,McCormick,417.0,PA,1-813-787-2611
8.0,455032.0,R,,,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,5.0,Dit7597,Sbwymtnwzhffkwjczlsnvrtcv,0.0,96.0,M,United States of America,Nrnqtmjz,Ditjvpiidkjkvxssfnctzcczb,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,Knoxville,V,National Life Group,338.0,MA,1-362-897-1162
9.0,356141.0,O,2410816.0,,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,,Rmm7598,qjjwbffbgxilxyarhjwdvo,3.0,9.0,S,United States of America,Rzjxvum,Rmmasnivkq,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,Idaho Falls,S,Hasbro,340.0,DC,1-952-919-4878
5.0,165667.0,U,1059543.0,,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,3.0,ekj7599,JIXUQX,3.0,39.0,U,Canada,Accezkuzqrif,ekjvgcmzgobzeerrpfgefwvxlvfcua,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,Jacksonville,,Tupperware Brands,738.0,RI,1-145-214-8009
7.0,459767.0,O,379282.0,,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,2.0,wcq7600,Eqrxuc,0.0,31.0,S,United States of America,LNZZPGOTEG,wcqqbslcxugdqpbzbmbqvlahw,MIMWGPPF,Stockton,A,Covance,597.0,MA,1-328-944-9786
4.0,106459.0,R,3271265.0,f,RSSNUTWWLOKIHRRTPEAFTLBF,2.0,Klc7601,PDAXUXBMPOVTKJUR,2.0,64.0,M,United States of America,YINOHET,Klcanpomjmuwosnasroukafsxtufz,Xpannac,Thousand Oaks,,Interactive Brokers Group,603.0,Alberta,1-899-864-9421
5.0,51021.0,U,1530364.0,,Sachwqwddeyfxvagihsjxtcsibaejb,1.0,Jrd7602,Adftxl,,38.0,D,,ddgkyv,Jrdmn,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,Nashua,,SkyWest,662.0,AR,1-877-997-8896
0.0,494931.0,R,3731860.0,,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,4.0,GDQ7603,Gaksvvggpbleteofow,2.0,47.0,W,United States of America,Seiksuhglhj,GDQESTOSFCKVLPZEQPNFIKQLTXB,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,Tallahassee,,Best Buy,838.0,VA,1-750-900-0823
9.0,429859.0,O,2488858.0,,Sbutxmtwkb,2.0,fnm7604,Ijstknxzfzsvqmy,5.0,,M,United States of America,Ytgghhaxc,fnmqzceohwapysohiuofkhjpwzgv,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,Brownsville,,Sears Holdings,791.0,OR,
7.0,,O,2301347.0,,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,4.0,Ymu7605,jvhwyzbcwdrrqmlbvpjwbohhemm,1.0,76.0,S,Canada,Ajlcdadx,Ymuvinagbzdhiwglzfacood,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,Charlotte,e,Frontier Oil,692.0,ID,1-347-704-7823
8.0,464086.0,O,1736571.0,,mnkidgiyajigobghpnkdvauwiubpjb,3.0,Pxj7606,nhhjbqktsr,0.0,60.0,W,,Daivf,Pxjmfwpwm,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,Oakland,R,Automatic Data Processing,673.0,IA,1-228-976-2888
7.0,207651.0,O,2399483.0,,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,,Rsd7607,Lmhtjwddyqbzlxgv,3.0,73.0,U,Canada,xrquzcptycg,Rsdlvo,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,Fort Wayne,M,,331.0,TN,
2.0,260418.0,O,2982744.0,,Fmrydeogisvvtrpsfonolelpnqcbkrr,,Qqh7608,BXFLGQTJSJDQAUCXXJXWHTQU,4.0,37.0,U,United States of America,shigmwk,Qqhwdyopkfs,BPPKDY,Chula Vista,,Comerica,744.0,Nova Scotia,1-760-429-1328
6.0,,U,1611011.0,,Xhggtfwyslxvgeiuzjfxewcsweefq,1.0,udq7609,Tlaihggmhfiuezhjgps,5.0,50.0,M,United States of America,enehob,udqexswxytatsvxw,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Peoria,Q,Baldor Electric,446.0,Ontario,1-253-879-8833
0.0,316963.0,O,2999167.0,,,4.0,Ghl7610,DSRXJZKFJTIVXLBAX,0.0,0.0,M,Canada,RNLAKRXSPA,Ghlflxgkavpsqvkpun,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,Lexington,M,Commercial Metals,,MD,1-401-256-3483
,84046.0,O,,f,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,mtk7611,Annsrbdzywmpqvigpn,5.0,,W,Canada,Hlezt,mtkfmxripistepftjaxfosviokgqsf,Xuqmcmxaigbk,Salem,,,,AR,1-175-910-8245
9.0,368990.0,O,3307491.0,,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,3.0,QIY7612,Mrawpcvb,0.0,,M,United States of America,Iyqmkpcjx,QIYQRALNIIONMKDZB,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,San Jose,,Molina Healthcare,723.0,Saskatchewan,1-565-191-3419
2.0,124382.0,O,2057260.0,,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,0.0,Ohz7613,yociu,2.0,81.0,S,Canada,klgnkcaedht,Ohzpaqjtc,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,Kansas City,,Plains All American Pipeline,348.0,OH,1-921-688-5401
,9263.0,O,53179.0,,Gvdteormavfflajkedaclod,0.0,djg7614,DQNVNWPYSMLDGXJVBUHUKDLRSLN,2.0,52.0,M,United States of America,Jsombikj,djgtucxplpftr,EECYCMJAJGNQBRSKW,Windsor,,Agilent Technologies,666.0,VA,1-925-155-0170
3.0,334181.0,U,690086.0,,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,4.0,Iad7615,wfnjfn,2.0,68.0,M,United States of America,Xtckbvng,Iaduje,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,Chicago,,AutoZone,,ID,1-185-691-2951
8.0,314001.0,R,2025465.0,,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,1.0,EMG7616,WWWEN,0.0,,M,United States of America,YPUWSVRD,EMGQKGEOTCGAFGDZVTRUAVGZYPM,hgandkyzsnb,Evansville,H,,844.0,WI,1-067-518-3854
8.0,168309.0,O,695307.0,,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,4.0,Hjn7617,Krjcfgq,1.0,36.0,M,Canada,Ifxvsnt,Hjnljezrxojeaoustvawackahexa,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,Honolulu,,Universal Health Services,766.0,MS,1-188-554-1671
10.0,322765.0,O,3238398.0,M,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,4.0,CYP7618,Fxmpengjsaf,2.0,31.0,M,United States of America,EAOJPQVWBNZ,CYPTBBGPWKKKFNOUHJ,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,Cleveland,D,Time Warner,521.0,OK,1-168-215-2223
7.0,311253.0,O,1213578.0,,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,5.0,KPN7619,Eobtk,1.0,55.0,W,United States of America,fhirgl,KPNRNVLRFUTOWOERTCSIRQZ,QTWXYHMLBYQ,Livonia,h,Sealed Air,306.0,GA,1-228-022-3056
9.0,140296.0,R,103708.0,,Blsmawjjdmdamrhqyqgzmbkfa,5.0,Vbi7620,Abahrdfcbtscoblhaovnjkbx,5.0,66.0,W,United States of America,Lahfziy,Vbimifwtrtvb,SDEAIMDWRSKXTFCPHWF,Little Rock,x,Sprint Nextel,411.0,TN,1-926-766-1124
3.0,439984.0,O,1086081.0,F,Stofpzwyhkpmuq,5.0,ehb7621,bhephgijqbu,1.0,22.0,M,United States of America,tofdjef,ehbcbdctlcspuvwbqveohanmkolbw,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,Halifax,,,,SC,1-538-797-1948
8.0,454011.0,O,1349626.0,F,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,0.0,TMQ7622,KECNVVPGTOXHIGOUAWLHU,5.0,51.0,U,United States of America,rckzx,TMQACIIUMYYZHYX,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,Peoria,C,Quiksilver,702.0,AR,1-627-234-0841
1.0,191541.0,R,1083092.0,a,,5.0,Lsb7623,xppmtvztaifqynlbmofxonnus,1.0,26.0,S,United States of America,MMLJKBGXD,Lsbutxufufshmkqnscnhx,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,San Jose,y,Valspar,842.0,MT,1-876-492-0782
0.0,,R,1662799.0,M,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,1.0,Dpz7624,kzntoukktuqqfuyeo,2.0,100.0,U,United States of America,banusio,Dpzpfctp,Lhwkvadxwcjobcggyuighvqlcm,Charlotte,u,Timken,528.0,WY,1-436-946-7319
5.0,,R,3548540.0,,cnckvldjedzgdqhy,3.0,Zuj7625,TDRLAQZARCGRAMDDMCWP,3.0,13.0,W,United States of America,Safkd,Zujmcfzznpfohsdp,,Hilo,,,300.0,WY,1-281-780-2897
7.0,269215.0,O,881414.0,,,1.0,Jqk7626,shbaeyxyrjfietruntrdeyqkc,2.0,11.0,S,United States of America,DHTLWJDXLRW,Jqkozdva,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,Yonkers,,Occidental Petroleum,752.0,WV,1-421-286-4139
0.0,193126.0,O,1712200.0,m,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,4.0,ijb7627,Zururxrihusergiba,0.0,62.0,M,Canada,RORIUHK,ijbcvbgglqupyentiqncsnswyygl,Alukohji,Modesto,,,303.0,CA,1-908-354-2709
10.0,462618.0,O,847446.0,F,qehomraquwxrkb,5.0,NMO7628,QZLCPVRKZMTENMREVZT,3.0,13.0,M,United States of America,bxgwhohh,NMOXMHMVUDGY,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,Louisville,U,Massey Energy,418.0,Alberta,1-466-560-2530
4.0,212026.0,O,344294.0,f,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,3.0,Tef7629,dvbflygvxrizbclmqwoajkvnzoufc,3.0,23.0,W,United States of America,SRARKMXOD,Tefewe,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,Eugene,,Weyerhaeuser,667.0,New Brunswick,1-578-686-8082
7.0,371024.0,U,1534879.0,,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,4.0,Sdj7630,mtnubdnrdoivcuqmapqhtvzkixw,1.0,51.0,D,United States of America,hwugfvlttol,Sdjhq,Kxxipkohacffav,Buffalo,Z,National Fuel Gas,441.0,British Columbia,1-166-077-1436
0.0,235810.0,O,3897101.0,m,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,2.0,Pbr7631,Nzljqsbgutsixlosfedpmlzl,3.0,2.0,U,United States of America,zgsllav,Pbrfgfdwedgrmifitr,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,Santa Fe,,Pep Boys,471.0,DE,1-535-320-1881
9.0,347270.0,O,3064442.0,m,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,,Ice7632,Ealrdsynhtadihmsl,2.0,,W,United States of America,Mszwfhpj,Icejebxweavlnddpjz,onxyyslcmbyxpfjuykowqpwqi,Springfield,,Neiman Marcus,701.0,CT,1-633-495-6478
1.0,399212.0,R,2016524.0,,TAIWTM,2.0,ZWG7633,xfjdwfentojva,5.0,82.0,D,United States of America,Yqfxb,ZWGIV,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,Anchorage,,BlackRock,323.0,Quebec,1-398-680-0278
10.0,439561.0,O,37745.0,m,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,5.0,Evw7634,Zvowaelneuhpxzphpvtgvfz,4.0,94.0,M,United States of America,ypmuep,Evwthrqmqfpsbpdqojtqzpjmpoea,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,Winnipeg,,McGraw-Hill,846.0,NJ,1-185-976-7770
8.0,29980.0,O,503752.0,m,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,4.0,Lhl7635,fmdcjzjekrwrirumyvfuqnnkxzr,3.0,16.0,M,United States of America,Xthtecuu,Lhlatzfku,Krdmgygwnziumjdtybwyw,Waco,c,Family Dollar Stores,850.0,MN,1-490-238-8219
,28693.0,U,2115180.0,,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,5.0,LYB7636,Ohetzpmilrphnhnasiisaypdl,2.0,43.0,M,United States of America,Xjzpdio,LYBUGCXZYJSERVQKQJKNIIW,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,Stockton,N,Teleflex,,NE,1-891-741-2112
3.0,106794.0,O,839222.0,M,Phqspowfoiqmszxy,2.0,Ijb7637,VAUWGMVOILXNGKB,1.0,76.0,M,Canada,Rgthehdvvlh,Ijbmwiomutrflaupolplmfjsqh,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,Boston,x,,564.0,VA,1-849-918-0984
4.0,340598.0,O,1851334.0,f,XDPEFDQIMFNMCO,5.0,Zhf7638,Tnwgmuvaaqmxskkyqnvrmnmul,3.0,0.0,S,United States of America,ysexit,Zhftulgpedd,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,Memphis,,Imation,558.0,PA,1-426-168-3142
0.0,490597.0,O,1348251.0,m,FSSAAXLAMAPBOMTNUFG,,PYU7639,mtovrkjvtfkennjujgpegknnck,1.0,33.0,U,United States of America,Wscgcsbwlzj,PYUHQOCHAUAWGKHHLXQNUWZTEBN,Bfntmkesgyjkjrgttbtdncoumqhmnxy,Sydney,r,PPL,417.0,WV,1-757-910-8931
6.0,499685.0,O,2722392.0,,AKWOIATLDDKU,2.0,Iku7640,Lwxdv,2.0,62.0,U,Canada,AUQJTIMK,Ikufiibsvk,,Shreveport,F,Smithfield Foods,487.0,WY,1-468-325-0119
9.0,62285.0,O,1785161.0,m,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,0.0,HBZ7641,Ftvuzjdzocqmcoxvrbqcna,2.0,8.0,M,United States of America,Weqnwrwrbcgx,HBZACUNNIOTFKFSTCILLC,Bnbfbxvqxtngv,Modesto,,Macy's,639.0,MN,1-383-310-7894
3.0,320885.0,O,2823578.0,M,VANVGDDSYEK,5.0,Pco7642,Hnbgeuii,5.0,4.0,U,United States of America,facqrtjqjmd,Pcofbhaqeemibnkjtsoxmdibmpquo,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,Hull,,Torchmark,625.0,VT,1-353-727-2029
1.0,184669.0,O,2123972.0,,TVTDULLNHUZPDNEEKSXEGPXDNE,3.0,Ybv7643,Fykbowmpxpbb,5.0,39.0,D,United States of America,OCNCREZ,Ybvjle,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,Yonkers,,Herman Miller,,WV,1-028-849-5461
3.0,126989.0,R,112782.0,,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,0.0,Rim7644,Ruagwhiorgizpmbphjerywjrr,0.0,90.0,S,United States of America,JXOGSVJ,Rimdakhncfjlrbor,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,Atlanta,F,Kindred Healthcare,,IN,1-480-785-4021
3.0,48144.0,,248311.0,,HWAWSSEUGGKEXQDESYXFHWZ,4.0,gnf7645,teldp,1.0,7.0,M,Canada,Iqtso,gnfkwjxmvkbeh,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,Hayward,,Arch Coal,460.0,MS,1-443-132-4138
8.0,377787.0,O,3719851.0,F,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,4.0,Wxp7646,Tmhxnpfgyifx,5.0,95.0,,United States of America,Uxgvbwop,Wxphiul,Mbxglsrssswfglfkjrjmedkyvtchipxrc,Savannah,C,Whirlpool,793.0,CO,1-143-020-1234
8.0,323782.0,O,1920385.0,m,,5.0,Dxh7647,Fpchjcvsrkakkqqsojokdrg,5.0,59.0,U,Canada,Ovsiu,Dxhuevhfuceqmpoolmuhflp,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,Fullerton,N,Arrow Electronics,821.0,PA,1-475-304-3486
6.0,31880.0,O,576903.0,,NASLRGJGXPDOGNJSHNLNGBCXJVO,2.0,Aqo7648,Heiehcgec,3.0,13.0,S,United States of America,Frqdqbs,Aqopbqsxqxjj,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,Overland Park,,Rock-Tenn,,DE,1-677-882-6792
8.0,390190.0,O,1855037.0,,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,3.0,fen7649,sgapkfrztiyyayezulvi,5.0,58.0,D,United States of America,waiitdv,fenowyirqcdcwwo,Eymghd,Alexandria,s,R.H. Donnelley,643.0,Prince Edward Island,1-151-067-7411
