NeWo,FiN,Ci,Ag,AgeID,AdLi2,CrRat,MidInit,Ph,NuCreCa,Coun,PosC,NumC,Inc,NuCh,Ge,Em,Sta,LaN,MariSta,OOReFl,AdL1
437353.0,Biflzgcqpqpbahquomftmjffohpwuy,Billings,68.0,Ghr7577,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,598.0,Z,1-906-600-9749,8.0,United States of America,NNCXIBTCXZA,1.0,63617.0,5.0,,Wells Fargo,AZ,Ghrlcuscpesuzsdwqfwwbgh,M,O,BESJDYZDIOIXKDFEHBQXBPW
2669917.0,ybdlwlwxispyswbiegrbsqqtywxr,Pueblo,93.0,Rwk7578,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,505.0,,1-093-018-2851,9.0,United States of America,mfwuio,2.0,244849.0,2.0,,Vornado Realty Trust,NY,Rwkdeshuwhwvmvmdnckmuvdt,U,O,Ouopoqztakszwsfkthdbwndfjuqaelyd
1466537.0,Capzcewdt,Sherbrooke,48.0,Uwi7579,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,839.0,,1-302-096-9321,7.0,United States of America,Utgwrun,4.0,123585.0,3.0,,New York Times,WA,Uwinnbtdd,S,R,Ivwhotvobwkshcixclfobqoljlaqohw
991860.0,XKBLVBCCYKMIXABVTOTVPZCJRII,Sacramento,96.0,VXZ7580,CYQWJKJB,672.0,,1-915-044-3154,2.0,United States of America,Wgulrhctjlg,1.0,391134.0,1.0,,Adobe Systems,GA,VXZTLDNZPYIFIKTIJRXS,S,U,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ
,wmknfemsztimaphftadowlmbnp,Charlotte,58.0,Ayk7581,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,696.0,p,1-040-274-3474,3.0,United States of America,Srhxvxe,5.0,426759.0,5.0,f,Valmont Industries,AZ,Aykkkc,M,O,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv
1816368.0,DHLVITRFJDXLTPAGMPMJ,El Paso,63.0,lho7582,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,448.0,,1-678-397-2739,5.0,United States of America,Dadkihaohc,5.0,451737.0,3.0,M,UAL,NV,lhodktal,W,O,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg
565246.0,Jdpqutldftwykfyhukveiaimoyyk,Mesa,18.0,rzi7583,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,549.0,,1-679-345-9939,9.0,United States of America,Fpoleiod,2.0,180822.0,1.0,,AFLAC,TN,rziprpcfwnirtuvrbfnuepq,S,O,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh
1899339.0,Qiwemtdba,Simi Valley,40.0,Wds7584,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,705.0,,1-093-616-0613,0.0,United States of America,Cuaieflmccqp,4.0,205843.0,2.0,,VeraSun Energy,AL,Wdsuorykxmvfxupyyjl,W,O,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut
3873239.0,JQKEDISZ,St. Catharines,29.0,Xsj7585,ccfzcxohrhrcnypedmhjovjyjrxi,387.0,f,1-546-131-8988,6.0,United States of America,qiraymmapgf,4.0,470985.0,3.0,M,Magellan Health Services,TX,Xsjypvyfoqbiq,M,O,hgttwqtnebsqgkjbronfyeudniiwutfnqbive
767547.0,Gfuwa,Washington,21.0,Lux7586,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,359.0,v,1-477-186-7432,7.0,United States of America,Tsynomgib,2.0,318225.0,1.0,,Emcor Group,WV,Luxkby,U,,Nhgrkzjzcrjcerkwrugwul
1027999.0,CTTUYHUUMMDTX,Chula Vista,41.0,wxw7587,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,494.0,,1-965-848-6954,9.0,Canada,Amudllk,2.0,326044.0,2.0,f,Peabody Energy,ND,wxwhwasadsmxchyhlgrvnurte,M,O,
3428495.0,Wvtqm,Montpelier,56.0,pfz7588,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,345.0,e,1-622-866-0937,10.0,United States of America,ELQKT,1.0,,1.0,m,State Farm Insurance Cos.,Saskatchewan,pfzjoarqopfjtzjalxxxeq,M,,uiaoi
1827180.0,xuwgpsvzcpxtoerndtr,Mesa,33.0,hlx7589,REHWDWEP,402.0,,1-040-217-2014,10.0,United States of America,Oiwac,2.0,187282.0,0.0,M,Humana,VA,hlxshqpvshstjerwclb,M,O,Wwonzdtvwkn
2070007.0,Hnnzpokbygacjjgybkskf,New Haven,96.0,nyb7590,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,579.0,,1-101-684-2373,3.0,United States of America,Dqgzinvuxxy,2.0,,0.0,,News Corp.,ND,nybiaaw,M,O,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI
,qsnivsknktiwjpqwnrlgftnmsrxkjc,Indianapolis,35.0,Ltt7591,DIMPFMEBDNHBCT,569.0,O,1-386-426-5849,2.0,United States of America,Nchaajfkjvx,2.0,,0.0,,Torchmark,ND,Lttvvpjjavydrmbt,,O,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF
3596263.0,pygsfvfpeofkdcugfvxdsqgmcgebfp,Stockton,40.0,gsz7592,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,745.0,,1-598-816-0126,9.0,United States of America,XEDMBUAMGXKH,0.0,306946.0,4.0,,Rock-Tenn,MS,gszunimggpyfjzmivbwizzftuen,W,O,cezvfwtftwlwfrgrpxtuejvrgucexe
3719999.0,Zgxsuo,Louisville,10.0,Kwp7593,DVYTEPWCABNSGPTLJEMPQLTEWM,320.0,,1-770-379-7700,1.0,,crxbrlj,0.0,99663.0,,,AGCO,WY,Kwpztgkknktyvdks,D,U,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid
3058439.0,ganifmdaqbltccwbqijtkypcetuq,Atlanta,59.0,AGM7594,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,591.0,D,,4.0,United States of America,Eytubbwi,2.0,482013.0,4.0,,,MA,AGMCLBCUEPVBRKDKWAGBCFOLYET,M,R,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl
2592932.0,IYCOMORWDFSEKN,Milwaukee,70.0,Ocn7595,,,u,1-628-245-6238,10.0,United States of America,Lwftldizl,1.0,180476.0,0.0,m,United Stationers,AK,Ocnds,M,U,Ctgihaqlm
1471273.0,vdvdlfz,Fort Smith,69.0,Cmw7596,qlgnszfowrbrkuurrmjrfnfaeulhneecv,417.0,,1-813-787-2611,5.0,United States of America,GSSFZNBZL,4.0,285682.0,5.0,F,McCormick,PA,Cmweamsabhudajyhpsohkpzcy,M,,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ
,Sbwymtnwzhffkwjczlsnvrtcv,Knoxville,96.0,Dit7597,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,338.0,V,1-362-897-1162,8.0,United States of America,Nrnqtmjz,0.0,455032.0,5.0,,National Life Group,MA,Ditjvpiidkjkvxssfnctzcczb,M,R,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk
2410816.0,qjjwbffbgxilxyarhjwdvo,Idaho Falls,9.0,Rmm7598,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,340.0,S,1-952-919-4878,9.0,United States of America,Rzjxvum,3.0,356141.0,,,Hasbro,DC,Rmmasnivkq,S,O,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw
1059543.0,JIXUQX,Jacksonville,39.0,ekj7599,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,738.0,,1-145-214-8009,5.0,Canada,Accezkuzqrif,3.0,165667.0,3.0,,Tupperware Brands,RI,ekjvgcmzgobzeerrpfgefwvxlvfcua,U,U,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr
379282.0,Eqrxuc,Stockton,31.0,wcq7600,MIMWGPPF,597.0,A,1-328-944-9786,7.0,United States of America,LNZZPGOTEG,0.0,459767.0,2.0,,Covance,MA,wcqqbslcxugdqpbzbmbqvlahw,S,O,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm
3271265.0,PDAXUXBMPOVTKJUR,Thousand Oaks,64.0,Klc7601,Xpannac,603.0,,1-899-864-9421,4.0,United States of America,YINOHET,2.0,106459.0,2.0,f,Interactive Brokers Group,Alberta,Klcanpomjmuwosnasroukafsxtufz,M,R,RSSNUTWWLOKIHRRTPEAFTLBF
1530364.0,Adftxl,Nashua,38.0,Jrd7602,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,662.0,,1-877-997-8896,5.0,,ddgkyv,,51021.0,1.0,,SkyWest,AR,Jrdmn,D,U,Sachwqwddeyfxvagihsjxtcsibaejb
3731860.0,Gaksvvggpbleteofow,Tallahassee,47.0,GDQ7603,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,838.0,,1-750-900-0823,0.0,United States of America,Seiksuhglhj,2.0,494931.0,4.0,,Best Buy,VA,GDQESTOSFCKVLPZEQPNFIKQLTXB,W,R,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo
2488858.0,Ijstknxzfzsvqmy,Brownsville,,fnm7604,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,791.0,,,9.0,United States of America,Ytgghhaxc,5.0,429859.0,2.0,,Sears Holdings,OR,fnmqzceohwapysohiuofkhjpwzgv,M,O,Sbutxmtwkb
2301347.0,jvhwyzbcwdrrqmlbvpjwbohhemm,Charlotte,76.0,Ymu7605,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,692.0,e,1-347-704-7823,7.0,Canada,Ajlcdadx,1.0,,4.0,,Frontier Oil,ID,Ymuvinagbzdhiwglzfacood,S,O,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj
1736571.0,nhhjbqktsr,Oakland,60.0,Pxj7606,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,673.0,R,1-228-976-2888,8.0,,Daivf,0.0,464086.0,3.0,,Automatic Data Processing,IA,Pxjmfwpwm,W,O,mnkidgiyajigobghpnkdvauwiubpjb
2399483.0,Lmhtjwddyqbzlxgv,Fort Wayne,73.0,Rsd7607,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,331.0,M,,7.0,Canada,xrquzcptycg,3.0,207651.0,,,,TN,Rsdlvo,U,O,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR
2982744.0,BXFLGQTJSJDQAUCXXJXWHTQU,Chula Vista,37.0,Qqh7608,BPPKDY,744.0,,1-760-429-1328,2.0,United States of America,shigmwk,4.0,260418.0,,,Comerica,Nova Scotia,Qqhwdyopkfs,U,O,Fmrydeogisvvtrpsfonolelpnqcbkrr
1611011.0,Tlaihggmhfiuezhjgps,Peoria,50.0,udq7609,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,446.0,Q,1-253-879-8833,6.0,United States of America,enehob,5.0,,1.0,,Baldor Electric,Ontario,udqexswxytatsvxw,M,U,Xhggtfwyslxvgeiuzjfxewcsweefq
2999167.0,DSRXJZKFJTIVXLBAX,Lexington,0.0,Ghl7610,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,,M,1-401-256-3483,0.0,Canada,RNLAKRXSPA,0.0,316963.0,4.0,,Commercial Metals,MD,Ghlflxgkavpsqvkpun,M,O,
,Annsrbdzywmpqvigpn,Salem,,mtk7611,Xuqmcmxaigbk,,,1-175-910-8245,,Canada,Hlezt,5.0,84046.0,,f,,AR,mtkfmxripistepftjaxfosviokgqsf,W,O,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV
3307491.0,Mrawpcvb,San Jose,,QIY7612,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,723.0,,1-565-191-3419,9.0,United States of America,Iyqmkpcjx,0.0,368990.0,3.0,,Molina Healthcare,Saskatchewan,QIYQRALNIIONMKDZB,M,O,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd
2057260.0,yociu,Kansas City,81.0,Ohz7613,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,348.0,,1-921-688-5401,2.0,Canada,klgnkcaedht,2.0,124382.0,0.0,,Plains All American Pipeline,OH,Ohzpaqjtc,S,O,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn
53179.0,DQNVNWPYSMLDGXJVBUHUKDLRSLN,Windsor,52.0,djg7614,EECYCMJAJGNQBRSKW,666.0,,1-925-155-0170,,United States of America,Jsombikj,2.0,9263.0,0.0,,Agilent Technologies,VA,djgtucxplpftr,M,O,Gvdteormavfflajkedaclod
690086.0,wfnjfn,Chicago,68.0,Iad7615,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,,,1-185-691-2951,3.0,United States of America,Xtckbvng,2.0,334181.0,4.0,,AutoZone,ID,Iaduje,M,U,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO
2025465.0,WWWEN,Evansville,,EMG7616,hgandkyzsnb,844.0,H,1-067-518-3854,8.0,United States of America,YPUWSVRD,0.0,314001.0,1.0,,,WI,EMGQKGEOTCGAFGDZVTRUAVGZYPM,M,R,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt
695307.0,Krjcfgq,Honolulu,36.0,Hjn7617,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,766.0,,1-188-554-1671,8.0,Canada,Ifxvsnt,1.0,168309.0,4.0,,Universal Health Services,MS,Hjnljezrxojeaoustvawackahexa,M,O,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn
3238398.0,Fxmpengjsaf,Cleveland,31.0,CYP7618,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,521.0,D,1-168-215-2223,10.0,United States of America,EAOJPQVWBNZ,2.0,322765.0,4.0,M,Time Warner,OK,CYPTBBGPWKKKFNOUHJ,M,O,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf
1213578.0,Eobtk,Livonia,55.0,KPN7619,QTWXYHMLBYQ,306.0,h,1-228-022-3056,7.0,United States of America,fhirgl,1.0,311253.0,5.0,,Sealed Air,GA,KPNRNVLRFUTOWOERTCSIRQZ,W,O,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU
103708.0,Abahrdfcbtscoblhaovnjkbx,Little Rock,66.0,Vbi7620,SDEAIMDWRSKXTFCPHWF,411.0,x,1-926-766-1124,9.0,United States of America,Lahfziy,5.0,140296.0,5.0,,Sprint Nextel,TN,Vbimifwtrtvb,W,R,Blsmawjjdmdamrhqyqgzmbkfa
1086081.0,bhephgijqbu,Halifax,22.0,ehb7621,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,,,1-538-797-1948,3.0,United States of America,tofdjef,1.0,439984.0,5.0,F,,SC,ehbcbdctlcspuvwbqveohanmkolbw,M,O,Stofpzwyhkpmuq
1349626.0,KECNVVPGTOXHIGOUAWLHU,Peoria,51.0,TMQ7622,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,702.0,C,1-627-234-0841,8.0,United States of America,rckzx,5.0,454011.0,0.0,F,Quiksilver,AR,TMQACIIUMYYZHYX,U,O,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD
1083092.0,xppmtvztaifqynlbmofxonnus,San Jose,26.0,Lsb7623,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,842.0,y,1-876-492-0782,1.0,United States of America,MMLJKBGXD,1.0,191541.0,5.0,a,Valspar,MT,Lsbutxufufshmkqnscnhx,S,R,
1662799.0,kzntoukktuqqfuyeo,Charlotte,100.0,Dpz7624,Lhwkvadxwcjobcggyuighvqlcm,528.0,u,1-436-946-7319,0.0,United States of America,banusio,2.0,,1.0,M,Timken,WY,Dpzpfctp,U,R,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru
3548540.0,TDRLAQZARCGRAMDDMCWP,Hilo,13.0,Zuj7625,,300.0,,1-281-780-2897,5.0,United States of America,Safkd,3.0,,3.0,,,WY,Zujmcfzznpfohsdp,W,R,cnckvldjedzgdqhy
881414.0,shbaeyxyrjfietruntrdeyqkc,Yonkers,11.0,Jqk7626,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,752.0,,1-421-286-4139,7.0,United States of America,DHTLWJDXLRW,2.0,269215.0,1.0,,Occidental Petroleum,WV,Jqkozdva,S,O,
1712200.0,Zururxrihusergiba,Modesto,62.0,ijb7627,Alukohji,303.0,,1-908-354-2709,0.0,Canada,RORIUHK,0.0,193126.0,4.0,m,,CA,ijbcvbgglqupyentiqncsnswyygl,M,O,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA
847446.0,QZLCPVRKZMTENMREVZT,Louisville,13.0,NMO7628,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,418.0,U,1-466-560-2530,10.0,United States of America,bxgwhohh,3.0,462618.0,5.0,F,Massey Energy,Alberta,NMOXMHMVUDGY,M,O,qehomraquwxrkb
344294.0,dvbflygvxrizbclmqwoajkvnzoufc,Eugene,23.0,Tef7629,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,667.0,,1-578-686-8082,4.0,United States of America,SRARKMXOD,3.0,212026.0,3.0,f,Weyerhaeuser,New Brunswick,Tefewe,W,O,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh
1534879.0,mtnubdnrdoivcuqmapqhtvzkixw,Buffalo,51.0,Sdj7630,Kxxipkohacffav,441.0,Z,1-166-077-1436,7.0,United States of America,hwugfvlttol,1.0,371024.0,4.0,,National Fuel Gas,British Columbia,Sdjhq,D,U,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe
3897101.0,Nzljqsbgutsixlosfedpmlzl,Santa Fe,2.0,Pbr7631,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,471.0,,1-535-320-1881,0.0,United States of America,zgsllav,3.0,235810.0,2.0,m,Pep Boys,DE,Pbrfgfdwedgrmifitr,U,O,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa
3064442.0,Ealrdsynhtadihmsl,Springfield,,Ice7632,onxyyslcmbyxpfjuykowqpwqi,701.0,,1-633-495-6478,9.0,United States of America,Mszwfhpj,2.0,347270.0,,m,Neiman Marcus,CT,Icejebxweavlnddpjz,W,O,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt
2016524.0,xfjdwfentojva,Anchorage,82.0,ZWG7633,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,323.0,,1-398-680-0278,1.0,United States of America,Yqfxb,5.0,399212.0,2.0,,BlackRock,Quebec,ZWGIV,D,R,TAIWTM
37745.0,Zvowaelneuhpxzphpvtgvfz,Winnipeg,94.0,Evw7634,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,846.0,,1-185-976-7770,10.0,United States of America,ypmuep,4.0,439561.0,5.0,m,McGraw-Hill,NJ,Evwthrqmqfpsbpdqojtqzpjmpoea,M,O,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd
503752.0,fmdcjzjekrwrirumyvfuqnnkxzr,Waco,16.0,Lhl7635,Krdmgygwnziumjdtybwyw,850.0,c,1-490-238-8219,8.0,United States of America,Xthtecuu,3.0,29980.0,4.0,m,Family Dollar Stores,MN,Lhlatzfku,M,O,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek
2115180.0,Ohetzpmilrphnhnasiisaypdl,Stockton,43.0,LYB7636,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,,N,1-891-741-2112,,United States of America,Xjzpdio,2.0,28693.0,5.0,,Teleflex,NE,LYBUGCXZYJSERVQKQJKNIIW,M,U,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy
839222.0,VAUWGMVOILXNGKB,Boston,76.0,Ijb7637,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,564.0,x,1-849-918-0984,3.0,Canada,Rgthehdvvlh,1.0,106794.0,2.0,M,,VA,Ijbmwiomutrflaupolplmfjsqh,M,O,Phqspowfoiqmszxy
1851334.0,Tnwgmuvaaqmxskkyqnvrmnmul,Memphis,0.0,Zhf7638,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,558.0,,1-426-168-3142,4.0,United States of America,ysexit,3.0,340598.0,5.0,f,Imation,PA,Zhftulgpedd,S,O,XDPEFDQIMFNMCO
1348251.0,mtovrkjvtfkennjujgpegknnck,Sydney,33.0,PYU7639,Bfntmkesgyjkjrgttbtdncoumqhmnxy,417.0,r,1-757-910-8931,0.0,United States of America,Wscgcsbwlzj,1.0,490597.0,,m,PPL,WV,PYUHQOCHAUAWGKHHLXQNUWZTEBN,U,O,FSSAAXLAMAPBOMTNUFG
2722392.0,Lwxdv,Shreveport,62.0,Iku7640,,487.0,F,1-468-325-0119,6.0,Canada,AUQJTIMK,2.0,499685.0,2.0,,Smithfield Foods,WY,Ikufiibsvk,U,O,AKWOIATLDDKU
1785161.0,Ftvuzjdzocqmcoxvrbqcna,Modesto,8.0,HBZ7641,Bnbfbxvqxtngv,639.0,,1-383-310-7894,9.0,United States of America,Weqnwrwrbcgx,2.0,62285.0,0.0,m,Macy's,MN,HBZACUNNIOTFKFSTCILLC,M,O,Awzdulnpokgxmcpktscqulqpvxabgunakhqq
2823578.0,Hnbgeuii,Hull,4.0,Pco7642,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,625.0,,1-353-727-2029,3.0,United States of America,facqrtjqjmd,5.0,320885.0,5.0,M,Torchmark,VT,Pcofbhaqeemibnkjtsoxmdibmpquo,U,O,VANVGDDSYEK
2123972.0,Fykbowmpxpbb,Yonkers,39.0,Ybv7643,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,,,1-028-849-5461,1.0,United States of America,OCNCREZ,5.0,184669.0,3.0,,Herman Miller,WV,Ybvjle,D,O,TVTDULLNHUZPDNEEKSXEGPXDNE
112782.0,Ruagwhiorgizpmbphjerywjrr,Atlanta,90.0,Rim7644,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,,F,1-480-785-4021,3.0,United States of America,JXOGSVJ,0.0,126989.0,0.0,,Kindred Healthcare,IN,Rimdakhncfjlrbor,S,R,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv
248311.0,teldp,Hayward,7.0,gnf7645,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,460.0,,1-443-132-4138,3.0,Canada,Iqtso,1.0,48144.0,4.0,,Arch Coal,MS,gnfkwjxmvkbeh,M,,HWAWSSEUGGKEXQDESYXFHWZ
3719851.0,Tmhxnpfgyifx,Savannah,95.0,Wxp7646,Mbxglsrssswfglfkjrjmedkyvtchipxrc,793.0,C,1-143-020-1234,8.0,United States of America,Uxgvbwop,5.0,377787.0,4.0,F,Whirlpool,CO,Wxphiul,,O,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz
1920385.0,Fpchjcvsrkakkqqsojokdrg,Fullerton,59.0,Dxh7647,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,821.0,N,1-475-304-3486,8.0,Canada,Ovsiu,5.0,323782.0,5.0,m,Arrow Electronics,PA,Dxhuevhfuceqmpoolmuhflp,U,O,
576903.0,Heiehcgec,Overland Park,13.0,Aqo7648,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,,,1-677-882-6792,6.0,United States of America,Frqdqbs,3.0,31880.0,2.0,,Rock-Tenn,DE,Aqopbqsxqxjj,S,O,NASLRGJGXPDOGNJSHNLNGBCXJVO
1855037.0,sgapkfrztiyyayezulvi,Alexandria,58.0,fen7649,Eymghd,643.0,s,1-151-067-7411,8.0,United States of America,waiitdv,5.0,390190.0,3.0,,R.H. Donnelley,Prince Edward Island,fenowyirqcdcwwo,D,O,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc
2954046.0,Nohjtayoycptngwoitqzhmuf,Fort Collins,67.0,CMQ7650,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,817.0,,1-645-553-4591,2.0,Canada,Vlmzifrfolfs,4.0,413821.0,1.0,,Pall,TN,CMQIHWYKNOLSX,U,O,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj
952096.0,QIGFYQTIPFYCR,Santa Fe,68.0,Yhb7651,Vqdxskijczxliokh,702.0,,1-670-793-5351,10.0,United States of America,DKXNSUJQRKGM,1.0,301451.0,2.0,f,Burlington Coat Factory,CA,Yhbbdqabnbldfqhnofnxdrzrj,,O,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb
3382998.0,evwjgjrsttnkbmhmmrswodkvwdqo,Simi Valley,17.0,mbw7652,Fclwsu,409.0,L,1-049-843-6473,2.0,United States of America,Vzvadviukgid,1.0,5888.0,0.0,,Forest Laboratories,TN,mbwpxwoq,D,O,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw
