prospect_OwORF,prospect_NuCh,prospect_MarSta,prospect_AgID,prospect_Empl,prospect_Ge,prospect_NumCreCa,prospect_CrRat,prospect_FiN,prospect_Cou,prospect_AdL2,prospect_A,prospect_NuC,prospect_Ph,prospect_Ci,prospect_MidIni,prospect_PosC,prospect_AddrL1,prospect_LNa,prospect_St,prospect_NWor,prospect_Inc
O,2.0,M,czu7576,Phillips-Van Heusen,,3.0,348.0,kpofwgtomgijnm,Canada,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,38.0,1.0,1-352-678-5471,Oakland,,Xbgykqm,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,czuvw,IL,3874445.0,156048.0
O,5.0,M,Ghr7577,Wells Fargo,,8.0,598.0,Biflzgcqpqpbahquomftmjffohpwuy,United States of America,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,68.0,1.0,1-906-600-9749,Billings,Z,NNCXIBTCXZA,BESJDYZDIOIXKDFEHBQXBPW,Ghrlcuscpesuzsdwqfwwbgh,AZ,437353.0,63617.0
O,2.0,U,Rwk7578,Vornado Realty Trust,,9.0,505.0,ybdlwlwxispyswbiegrbsqqtywxr,United States of America,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,93.0,2.0,1-093-018-2851,Pueblo,,mfwuio,Ouopoqztakszwsfkthdbwndfjuqaelyd,Rwkdeshuwhwvmvmdnckmuvdt,NY,2669917.0,244849.0
R,3.0,S,Uwi7579,New York Times,,7.0,839.0,Capzcewdt,United States of America,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,48.0,4.0,1-302-096-9321,Sherbrooke,,Utgwrun,Ivwhotvobwkshcixclfobqoljlaqohw,Uwinnbtdd,WA,1466537.0,123585.0
U,1.0,S,VXZ7580,Adobe Systems,,2.0,672.0,XKBLVBCCYKMIXABVTOTVPZCJRII,United States of America,CYQWJKJB,96.0,1.0,1-915-044-3154,Sacramento,,Wgulrhctjlg,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,VXZTLDNZPYIFIKTIJRXS,GA,991860.0,391134.0
O,5.0,M,Ayk7581,Valmont Industries,f,3.0,696.0,wmknfemsztimaphftadowlmbnp,United States of America,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,58.0,5.0,1-040-274-3474,Charlotte,p,Srhxvxe,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,Aykkkc,AZ,,426759.0
O,3.0,W,lho7582,UAL,M,5.0,448.0,DHLVITRFJDXLTPAGMPMJ,United States of America,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,63.0,5.0,1-678-397-2739,El Paso,,Dadkihaohc,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,lhodktal,NV,1816368.0,451737.0
O,1.0,S,rzi7583,AFLAC,,9.0,549.0,Jdpqutldftwykfyhukveiaimoyyk,United States of America,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,18.0,2.0,1-679-345-9939,Mesa,,Fpoleiod,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,rziprpcfwnirtuvrbfnuepq,TN,565246.0,180822.0
O,2.0,W,Wds7584,VeraSun Energy,,0.0,705.0,Qiwemtdba,United States of America,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,40.0,4.0,1-093-616-0613,Simi Valley,,Cuaieflmccqp,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,Wdsuorykxmvfxupyyjl,AL,1899339.0,205843.0
O,3.0,M,Xsj7585,Magellan Health Services,M,6.0,387.0,JQKEDISZ,United States of America,ccfzcxohrhrcnypedmhjovjyjrxi,29.0,4.0,1-546-131-8988,St. Catharines,f,qiraymmapgf,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,Xsjypvyfoqbiq,TX,3873239.0,470985.0
,1.0,U,Lux7586,Emcor Group,,7.0,359.0,Gfuwa,United States of America,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,21.0,2.0,1-477-186-7432,Washington,v,Tsynomgib,Nhgrkzjzcrjcerkwrugwul,Luxkby,WV,767547.0,318225.0
O,2.0,M,wxw7587,Peabody Energy,f,9.0,494.0,CTTUYHUUMMDTX,Canada,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,41.0,2.0,1-965-848-6954,Chula Vista,,Amudllk,,wxwhwasadsmxchyhlgrvnurte,ND,1027999.0,326044.0
,1.0,M,pfz7588,State Farm Insurance Cos.,m,10.0,345.0,Wvtqm,United States of America,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,56.0,1.0,1-622-866-0937,Montpelier,e,ELQKT,uiaoi,pfzjoarqopfjtzjalxxxeq,Saskatchewan,3428495.0,
O,0.0,M,hlx7589,Humana,M,10.0,402.0,xuwgpsvzcpxtoerndtr,United States of America,REHWDWEP,33.0,2.0,1-040-217-2014,Mesa,,Oiwac,Wwonzdtvwkn,hlxshqpvshstjerwclb,VA,1827180.0,187282.0
O,0.0,M,nyb7590,News Corp.,,3.0,579.0,Hnnzpokbygacjjgybkskf,United States of America,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,96.0,2.0,1-101-684-2373,New Haven,,Dqgzinvuxxy,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,nybiaaw,ND,2070007.0,
O,0.0,,Ltt7591,Torchmark,,2.0,569.0,qsnivsknktiwjpqwnrlgftnmsrxkjc,United States of America,DIMPFMEBDNHBCT,35.0,2.0,1-386-426-5849,Indianapolis,O,Nchaajfkjvx,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,Lttvvpjjavydrmbt,ND,,
O,4.0,W,gsz7592,Rock-Tenn,,9.0,745.0,pygsfvfpeofkdcugfvxdsqgmcgebfp,United States of America,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,40.0,0.0,1-598-816-0126,Stockton,,XEDMBUAMGXKH,cezvfwtftwlwfrgrpxtuejvrgucexe,gszunimggpyfjzmivbwizzftuen,MS,3596263.0,306946.0
U,,D,Kwp7593,AGCO,,1.0,320.0,Zgxsuo,,DVYTEPWCABNSGPTLJEMPQLTEWM,10.0,0.0,1-770-379-7700,Louisville,,crxbrlj,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,Kwpztgkknktyvdks,WY,3719999.0,99663.0
R,4.0,M,AGM7594,,,4.0,591.0,ganifmdaqbltccwbqijtkypcetuq,United States of America,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,59.0,2.0,,Atlanta,D,Eytubbwi,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,AGMCLBCUEPVBRKDKWAGBCFOLYET,MA,3058439.0,482013.0
U,0.0,M,Ocn7595,United Stationers,m,10.0,,IYCOMORWDFSEKN,United States of America,,70.0,1.0,1-628-245-6238,Milwaukee,u,Lwftldizl,Ctgihaqlm,Ocnds,AK,2592932.0,180476.0
,5.0,M,Cmw7596,McCormick,F,5.0,417.0,vdvdlfz,United States of America,qlgnszfowrbrkuurrmjrfnfaeulhneecv,69.0,4.0,1-813-787-2611,Fort Smith,,GSSFZNBZL,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,Cmweamsabhudajyhpsohkpzcy,PA,1471273.0,285682.0
R,5.0,M,Dit7597,National Life Group,,8.0,338.0,Sbwymtnwzhffkwjczlsnvrtcv,United States of America,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,96.0,0.0,1-362-897-1162,Knoxville,V,Nrnqtmjz,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,Ditjvpiidkjkvxssfnctzcczb,MA,,455032.0
O,,S,Rmm7598,Hasbro,,9.0,340.0,qjjwbffbgxilxyarhjwdvo,United States of America,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,9.0,3.0,1-952-919-4878,Idaho Falls,S,Rzjxvum,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,Rmmasnivkq,DC,2410816.0,356141.0
U,3.0,U,ekj7599,Tupperware Brands,,5.0,738.0,JIXUQX,Canada,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,39.0,3.0,1-145-214-8009,Jacksonville,,Accezkuzqrif,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,ekjvgcmzgobzeerrpfgefwvxlvfcua,RI,1059543.0,165667.0
O,2.0,S,wcq7600,Covance,,7.0,597.0,Eqrxuc,United States of America,MIMWGPPF,31.0,0.0,1-328-944-9786,Stockton,A,LNZZPGOTEG,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,wcqqbslcxugdqpbzbmbqvlahw,MA,379282.0,459767.0
R,2.0,M,Klc7601,Interactive Brokers Group,f,4.0,603.0,PDAXUXBMPOVTKJUR,United States of America,Xpannac,64.0,2.0,1-899-864-9421,Thousand Oaks,,YINOHET,RSSNUTWWLOKIHRRTPEAFTLBF,Klcanpomjmuwosnasroukafsxtufz,Alberta,3271265.0,106459.0
U,1.0,D,Jrd7602,SkyWest,,5.0,662.0,Adftxl,,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,38.0,,1-877-997-8896,Nashua,,ddgkyv,Sachwqwddeyfxvagihsjxtcsibaejb,Jrdmn,AR,1530364.0,51021.0
R,4.0,W,GDQ7603,Best Buy,,0.0,838.0,Gaksvvggpbleteofow,United States of America,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,47.0,2.0,1-750-900-0823,Tallahassee,,Seiksuhglhj,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,GDQESTOSFCKVLPZEQPNFIKQLTXB,VA,3731860.0,494931.0
O,2.0,M,fnm7604,Sears Holdings,,9.0,791.0,Ijstknxzfzsvqmy,United States of America,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,,5.0,,Brownsville,,Ytgghhaxc,Sbutxmtwkb,fnmqzceohwapysohiuofkhjpwzgv,OR,2488858.0,429859.0
O,4.0,S,Ymu7605,Frontier Oil,,7.0,692.0,jvhwyzbcwdrrqmlbvpjwbohhemm,Canada,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,76.0,1.0,1-347-704-7823,Charlotte,e,Ajlcdadx,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,Ymuvinagbzdhiwglzfacood,ID,2301347.0,
O,3.0,W,Pxj7606,Automatic Data Processing,,8.0,673.0,nhhjbqktsr,,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,60.0,0.0,1-228-976-2888,Oakland,R,Daivf,mnkidgiyajigobghpnkdvauwiubpjb,Pxjmfwpwm,IA,1736571.0,464086.0
O,,U,Rsd7607,,,7.0,331.0,Lmhtjwddyqbzlxgv,Canada,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,73.0,3.0,,Fort Wayne,M,xrquzcptycg,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,Rsdlvo,TN,2399483.0,207651.0
O,,U,Qqh7608,Comerica,,2.0,744.0,BXFLGQTJSJDQAUCXXJXWHTQU,United States of America,BPPKDY,37.0,4.0,1-760-429-1328,Chula Vista,,shigmwk,Fmrydeogisvvtrpsfonolelpnqcbkrr,Qqhwdyopkfs,Nova Scotia,2982744.0,260418.0
U,1.0,M,udq7609,Baldor Electric,,6.0,446.0,Tlaihggmhfiuezhjgps,United States of America,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,50.0,5.0,1-253-879-8833,Peoria,Q,enehob,Xhggtfwyslxvgeiuzjfxewcsweefq,udqexswxytatsvxw,Ontario,1611011.0,
O,4.0,M,Ghl7610,Commercial Metals,,0.0,,DSRXJZKFJTIVXLBAX,Canada,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,0.0,0.0,1-401-256-3483,Lexington,M,RNLAKRXSPA,,Ghlflxgkavpsqvkpun,MD,2999167.0,316963.0
O,,W,mtk7611,,f,,,Annsrbdzywmpqvigpn,Canada,Xuqmcmxaigbk,,5.0,1-175-910-8245,Salem,,Hlezt,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,mtkfmxripistepftjaxfosviokgqsf,AR,,84046.0
O,3.0,M,QIY7612,Molina Healthcare,,9.0,723.0,Mrawpcvb,United States of America,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,,0.0,1-565-191-3419,San Jose,,Iyqmkpcjx,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,QIYQRALNIIONMKDZB,Saskatchewan,3307491.0,368990.0
O,0.0,S,Ohz7613,Plains All American Pipeline,,2.0,348.0,yociu,Canada,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,81.0,2.0,1-921-688-5401,Kansas City,,klgnkcaedht,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,Ohzpaqjtc,OH,2057260.0,124382.0
O,0.0,M,djg7614,Agilent Technologies,,,666.0,DQNVNWPYSMLDGXJVBUHUKDLRSLN,United States of America,EECYCMJAJGNQBRSKW,52.0,2.0,1-925-155-0170,Windsor,,Jsombikj,Gvdteormavfflajkedaclod,djgtucxplpftr,VA,53179.0,9263.0
U,4.0,M,Iad7615,AutoZone,,3.0,,wfnjfn,United States of America,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,68.0,2.0,1-185-691-2951,Chicago,,Xtckbvng,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,Iaduje,ID,690086.0,334181.0
R,1.0,M,EMG7616,,,8.0,844.0,WWWEN,United States of America,hgandkyzsnb,,0.0,1-067-518-3854,Evansville,H,YPUWSVRD,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,EMGQKGEOTCGAFGDZVTRUAVGZYPM,WI,2025465.0,314001.0
O,4.0,M,Hjn7617,Universal Health Services,,8.0,766.0,Krjcfgq,Canada,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,36.0,1.0,1-188-554-1671,Honolulu,,Ifxvsnt,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,Hjnljezrxojeaoustvawackahexa,MS,695307.0,168309.0
O,4.0,M,CYP7618,Time Warner,M,10.0,521.0,Fxmpengjsaf,United States of America,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,31.0,2.0,1-168-215-2223,Cleveland,D,EAOJPQVWBNZ,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,CYPTBBGPWKKKFNOUHJ,OK,3238398.0,322765.0
O,5.0,W,KPN7619,Sealed Air,,7.0,306.0,Eobtk,United States of America,QTWXYHMLBYQ,55.0,1.0,1-228-022-3056,Livonia,h,fhirgl,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,KPNRNVLRFUTOWOERTCSIRQZ,GA,1213578.0,311253.0
R,5.0,W,Vbi7620,Sprint Nextel,,9.0,411.0,Abahrdfcbtscoblhaovnjkbx,United States of America,SDEAIMDWRSKXTFCPHWF,66.0,5.0,1-926-766-1124,Little Rock,x,Lahfziy,Blsmawjjdmdamrhqyqgzmbkfa,Vbimifwtrtvb,TN,103708.0,140296.0
O,5.0,M,ehb7621,,F,3.0,,bhephgijqbu,United States of America,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,22.0,1.0,1-538-797-1948,Halifax,,tofdjef,Stofpzwyhkpmuq,ehbcbdctlcspuvwbqveohanmkolbw,SC,1086081.0,439984.0
O,0.0,U,TMQ7622,Quiksilver,F,8.0,702.0,KECNVVPGTOXHIGOUAWLHU,United States of America,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,51.0,5.0,1-627-234-0841,Peoria,C,rckzx,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,TMQACIIUMYYZHYX,AR,1349626.0,454011.0
R,5.0,S,Lsb7623,Valspar,a,1.0,842.0,xppmtvztaifqynlbmofxonnus,United States of America,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,26.0,1.0,1-876-492-0782,San Jose,y,MMLJKBGXD,,Lsbutxufufshmkqnscnhx,MT,1083092.0,191541.0
R,1.0,U,Dpz7624,Timken,M,0.0,528.0,kzntoukktuqqfuyeo,United States of America,Lhwkvadxwcjobcggyuighvqlcm,100.0,2.0,1-436-946-7319,Charlotte,u,banusio,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,Dpzpfctp,WY,1662799.0,
R,3.0,W,Zuj7625,,,5.0,300.0,TDRLAQZARCGRAMDDMCWP,United States of America,,13.0,3.0,1-281-780-2897,Hilo,,Safkd,cnckvldjedzgdqhy,Zujmcfzznpfohsdp,WY,3548540.0,
O,1.0,S,Jqk7626,Occidental Petroleum,,7.0,752.0,shbaeyxyrjfietruntrdeyqkc,United States of America,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,11.0,2.0,1-421-286-4139,Yonkers,,DHTLWJDXLRW,,Jqkozdva,WV,881414.0,269215.0
O,4.0,M,ijb7627,,m,0.0,303.0,Zururxrihusergiba,Canada,Alukohji,62.0,0.0,1-908-354-2709,Modesto,,RORIUHK,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,ijbcvbgglqupyentiqncsnswyygl,CA,1712200.0,193126.0
O,5.0,M,NMO7628,Massey Energy,F,10.0,418.0,QZLCPVRKZMTENMREVZT,United States of America,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,13.0,3.0,1-466-560-2530,Louisville,U,bxgwhohh,qehomraquwxrkb,NMOXMHMVUDGY,Alberta,847446.0,462618.0
O,3.0,W,Tef7629,Weyerhaeuser,f,4.0,667.0,dvbflygvxrizbclmqwoajkvnzoufc,United States of America,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,23.0,3.0,1-578-686-8082,Eugene,,SRARKMXOD,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,Tefewe,New Brunswick,344294.0,212026.0
U,4.0,D,Sdj7630,National Fuel Gas,,7.0,441.0,mtnubdnrdoivcuqmapqhtvzkixw,United States of America,Kxxipkohacffav,51.0,1.0,1-166-077-1436,Buffalo,Z,hwugfvlttol,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,Sdjhq,British Columbia,1534879.0,371024.0
O,2.0,U,Pbr7631,Pep Boys,m,0.0,471.0,Nzljqsbgutsixlosfedpmlzl,United States of America,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,2.0,3.0,1-535-320-1881,Santa Fe,,zgsllav,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,Pbrfgfdwedgrmifitr,DE,3897101.0,235810.0
O,,W,Ice7632,Neiman Marcus,m,9.0,701.0,Ealrdsynhtadihmsl,United States of America,onxyyslcmbyxpfjuykowqpwqi,,2.0,1-633-495-6478,Springfield,,Mszwfhpj,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,Icejebxweavlnddpjz,CT,3064442.0,347270.0
R,2.0,D,ZWG7633,BlackRock,,1.0,323.0,xfjdwfentojva,United States of America,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,82.0,5.0,1-398-680-0278,Anchorage,,Yqfxb,TAIWTM,ZWGIV,Quebec,2016524.0,399212.0
O,5.0,M,Evw7634,McGraw-Hill,m,10.0,846.0,Zvowaelneuhpxzphpvtgvfz,United States of America,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,94.0,4.0,1-185-976-7770,Winnipeg,,ypmuep,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,Evwthrqmqfpsbpdqojtqzpjmpoea,NJ,37745.0,439561.0
O,4.0,M,Lhl7635,Family Dollar Stores,m,8.0,850.0,fmdcjzjekrwrirumyvfuqnnkxzr,United States of America,Krdmgygwnziumjdtybwyw,16.0,3.0,1-490-238-8219,Waco,c,Xthtecuu,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,Lhlatzfku,MN,503752.0,29980.0
U,5.0,M,LYB7636,Teleflex,,,,Ohetzpmilrphnhnasiisaypdl,United States of America,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,43.0,2.0,1-891-741-2112,Stockton,N,Xjzpdio,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,LYBUGCXZYJSERVQKQJKNIIW,NE,2115180.0,28693.0
O,2.0,M,Ijb7637,,M,3.0,564.0,VAUWGMVOILXNGKB,Canada,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,76.0,1.0,1-849-918-0984,Boston,x,Rgthehdvvlh,Phqspowfoiqmszxy,Ijbmwiomutrflaupolplmfjsqh,VA,839222.0,106794.0
O,5.0,S,Zhf7638,Imation,f,4.0,558.0,Tnwgmuvaaqmxskkyqnvrmnmul,United States of America,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,0.0,3.0,1-426-168-3142,Memphis,,ysexit,XDPEFDQIMFNMCO,Zhftulgpedd,PA,1851334.0,340598.0
O,,U,PYU7639,PPL,m,0.0,417.0,mtovrkjvtfkennjujgpegknnck,United States of America,Bfntmkesgyjkjrgttbtdncoumqhmnxy,33.0,1.0,1-757-910-8931,Sydney,r,Wscgcsbwlzj,FSSAAXLAMAPBOMTNUFG,PYUHQOCHAUAWGKHHLXQNUWZTEBN,WV,1348251.0,490597.0
O,2.0,U,Iku7640,Smithfield Foods,,6.0,487.0,Lwxdv,Canada,,62.0,2.0,1-468-325-0119,Shreveport,F,AUQJTIMK,AKWOIATLDDKU,Ikufiibsvk,WY,2722392.0,499685.0
O,0.0,M,HBZ7641,Macy's,m,9.0,639.0,Ftvuzjdzocqmcoxvrbqcna,United States of America,Bnbfbxvqxtngv,8.0,2.0,1-383-310-7894,Modesto,,Weqnwrwrbcgx,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,HBZACUNNIOTFKFSTCILLC,MN,1785161.0,62285.0
O,5.0,U,Pco7642,Torchmark,M,3.0,625.0,Hnbgeuii,United States of America,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,4.0,5.0,1-353-727-2029,Hull,,facqrtjqjmd,VANVGDDSYEK,Pcofbhaqeemibnkjtsoxmdibmpquo,VT,2823578.0,320885.0
O,3.0,D,Ybv7643,Herman Miller,,1.0,,Fykbowmpxpbb,United States of America,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,39.0,5.0,1-028-849-5461,Yonkers,,OCNCREZ,TVTDULLNHUZPDNEEKSXEGPXDNE,Ybvjle,WV,2123972.0,184669.0
R,0.0,S,Rim7644,Kindred Healthcare,,3.0,,Ruagwhiorgizpmbphjerywjrr,United States of America,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,90.0,0.0,1-480-785-4021,Atlanta,F,JXOGSVJ,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,Rimdakhncfjlrbor,IN,112782.0,126989.0
,4.0,M,gnf7645,Arch Coal,,3.0,460.0,teldp,Canada,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,7.0,1.0,1-443-132-4138,Hayward,,Iqtso,HWAWSSEUGGKEXQDESYXFHWZ,gnfkwjxmvkbeh,MS,248311.0,48144.0
O,4.0,,Wxp7646,Whirlpool,F,8.0,793.0,Tmhxnpfgyifx,United States of America,Mbxglsrssswfglfkjrjmedkyvtchipxrc,95.0,5.0,1-143-020-1234,Savannah,C,Uxgvbwop,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,Wxphiul,CO,3719851.0,377787.0
O,5.0,U,Dxh7647,Arrow Electronics,m,8.0,821.0,Fpchjcvsrkakkqqsojokdrg,Canada,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,59.0,5.0,1-475-304-3486,Fullerton,N,Ovsiu,,Dxhuevhfuceqmpoolmuhflp,PA,1920385.0,323782.0
O,2.0,S,Aqo7648,Rock-Tenn,,6.0,,Heiehcgec,United States of America,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,13.0,3.0,1-677-882-6792,Overland Park,,Frqdqbs,NASLRGJGXPDOGNJSHNLNGBCXJVO,Aqopbqsxqxjj,DE,576903.0,31880.0
O,3.0,D,fen7649,R.H. Donnelley,,8.0,643.0,sgapkfrztiyyayezulvi,United States of America,Eymghd,58.0,5.0,1-151-067-7411,Alexandria,s,waiitdv,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,fenowyirqcdcwwo,Prince Edward Island,1855037.0,390190.0
O,1.0,U,CMQ7650,Pall,,2.0,817.0,Nohjtayoycptngwoitqzhmuf,Canada,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,67.0,4.0,1-645-553-4591,Fort Collins,,Vlmzifrfolfs,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,CMQIHWYKNOLSX,TN,2954046.0,413821.0
