prospect_AddrL1,prospect_MaSt,prospect_Co,prospect_MidIn,prospect_OwOReF,prospect_Em,prospect_NumC,prospect_PoCo,prospect_NumChi,prospect_In,prospect_LaNa,prospect_A,prospect_AgeID,prospect_AdLi2,prospect_C,prospect_St,prospect_FiN,prospect_NeWo,prospect_CreRat,prospect_NuCreCar,prospect_Gen,prospect_Ph
cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,M,Canada,,O,Phillips-Van Heusen,1.0,Xbgykqm,2.0,156048.0,czuvw,38.0,czu7576,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,Oakland,IL,kpofwgtomgijnm,3874445.0,348.0,3.0,,1-352-678-5471
BESJDYZDIOIXKDFEHBQXBPW,M,United States of America,Z,O,Wells Fargo,1.0,NNCXIBTCXZA,5.0,63617.0,Ghrlcuscpesuzsdwqfwwbgh,68.0,Ghr7577,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,Billings,AZ,Biflzgcqpqpbahquomftmjffohpwuy,437353.0,598.0,8.0,,1-906-600-9749
Ouopoqztakszwsfkthdbwndfjuqaelyd,U,United States of America,,O,Vornado Realty Trust,2.0,mfwuio,2.0,244849.0,Rwkdeshuwhwvmvmdnckmuvdt,93.0,Rwk7578,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,Pueblo,NY,ybdlwlwxispyswbiegrbsqqtywxr,2669917.0,505.0,9.0,,1-093-018-2851
Ivwhotvobwkshcixclfobqoljlaqohw,S,United States of America,,R,New York Times,4.0,Utgwrun,3.0,123585.0,Uwinnbtdd,48.0,Uwi7579,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,Sherbrooke,WA,Capzcewdt,1466537.0,839.0,7.0,,1-302-096-9321
fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,S,United States of America,,U,Adobe Systems,1.0,Wgulrhctjlg,1.0,391134.0,VXZTLDNZPYIFIKTIJRXS,96.0,VXZ7580,CYQWJKJB,Sacramento,GA,XKBLVBCCYKMIXABVTOTVPZCJRII,991860.0,672.0,2.0,,1-915-044-3154
Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,M,United States of America,p,O,Valmont Industries,5.0,Srhxvxe,5.0,426759.0,Aykkkc,58.0,Ayk7581,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,Charlotte,AZ,wmknfemsztimaphftadowlmbnp,,696.0,3.0,f,1-040-274-3474
Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,W,United States of America,,O,UAL,5.0,Dadkihaohc,3.0,451737.0,lhodktal,63.0,lho7582,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,El Paso,NV,DHLVITRFJDXLTPAGMPMJ,1816368.0,448.0,5.0,M,1-678-397-2739
Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,S,United States of America,,O,AFLAC,2.0,Fpoleiod,1.0,180822.0,rziprpcfwnirtuvrbfnuepq,18.0,rzi7583,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,Mesa,TN,Jdpqutldftwykfyhukveiaimoyyk,565246.0,549.0,9.0,,1-679-345-9939
Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,W,United States of America,,O,VeraSun Energy,4.0,Cuaieflmccqp,2.0,205843.0,Wdsuorykxmvfxupyyjl,40.0,Wds7584,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,Simi Valley,AL,Qiwemtdba,1899339.0,705.0,0.0,,1-093-616-0613
hgttwqtnebsqgkjbronfyeudniiwutfnqbive,M,United States of America,f,O,Magellan Health Services,4.0,qiraymmapgf,3.0,470985.0,Xsjypvyfoqbiq,29.0,Xsj7585,ccfzcxohrhrcnypedmhjovjyjrxi,St. Catharines,TX,JQKEDISZ,3873239.0,387.0,6.0,M,1-546-131-8988
Nhgrkzjzcrjcerkwrugwul,U,United States of America,v,,Emcor Group,2.0,Tsynomgib,1.0,318225.0,Luxkby,21.0,Lux7586,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,Washington,WV,Gfuwa,767547.0,359.0,7.0,,1-477-186-7432
,M,Canada,,O,Peabody Energy,2.0,Amudllk,2.0,326044.0,wxwhwasadsmxchyhlgrvnurte,41.0,wxw7587,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,Chula Vista,ND,CTTUYHUUMMDTX,1027999.0,494.0,9.0,f,1-965-848-6954
uiaoi,M,United States of America,e,,State Farm Insurance Cos.,1.0,ELQKT,1.0,,pfzjoarqopfjtzjalxxxeq,56.0,pfz7588,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,Montpelier,Saskatchewan,Wvtqm,3428495.0,345.0,10.0,m,1-622-866-0937
Wwonzdtvwkn,M,United States of America,,O,Humana,2.0,Oiwac,0.0,187282.0,hlxshqpvshstjerwclb,33.0,hlx7589,REHWDWEP,Mesa,VA,xuwgpsvzcpxtoerndtr,1827180.0,402.0,10.0,M,1-040-217-2014
AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,M,United States of America,,O,News Corp.,2.0,Dqgzinvuxxy,0.0,,nybiaaw,96.0,nyb7590,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,New Haven,ND,Hnnzpokbygacjjgybkskf,2070007.0,579.0,3.0,,1-101-684-2373
JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,,United States of America,O,O,Torchmark,2.0,Nchaajfkjvx,0.0,,Lttvvpjjavydrmbt,35.0,Ltt7591,DIMPFMEBDNHBCT,Indianapolis,ND,qsnivsknktiwjpqwnrlgftnmsrxkjc,,569.0,2.0,,1-386-426-5849
cezvfwtftwlwfrgrpxtuejvrgucexe,W,United States of America,,O,Rock-Tenn,0.0,XEDMBUAMGXKH,4.0,306946.0,gszunimggpyfjzmivbwizzftuen,40.0,gsz7592,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,Stockton,MS,pygsfvfpeofkdcugfvxdsqgmcgebfp,3596263.0,745.0,9.0,,1-598-816-0126
Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,D,,,U,AGCO,0.0,crxbrlj,,99663.0,Kwpztgkknktyvdks,10.0,Kwp7593,DVYTEPWCABNSGPTLJEMPQLTEWM,Louisville,WY,Zgxsuo,3719999.0,320.0,1.0,,1-770-379-7700
Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,M,United States of America,D,R,,2.0,Eytubbwi,4.0,482013.0,AGMCLBCUEPVBRKDKWAGBCFOLYET,59.0,AGM7594,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,Atlanta,MA,ganifmdaqbltccwbqijtkypcetuq,3058439.0,591.0,4.0,,
Ctgihaqlm,M,United States of America,u,U,United Stationers,1.0,Lwftldizl,0.0,180476.0,Ocnds,70.0,Ocn7595,,Milwaukee,AK,IYCOMORWDFSEKN,2592932.0,,10.0,m,1-628-245-6238
HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,M,United States of America,,,McCormick,4.0,GSSFZNBZL,5.0,285682.0,Cmweamsabhudajyhpsohkpzcy,69.0,Cmw7596,qlgnszfowrbrkuurrmjrfnfaeulhneecv,Fort Smith,PA,vdvdlfz,1471273.0,417.0,5.0,F,1-813-787-2611
hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,M,United States of America,V,R,National Life Group,0.0,Nrnqtmjz,5.0,455032.0,Ditjvpiidkjkvxssfnctzcczb,96.0,Dit7597,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,Knoxville,MA,Sbwymtnwzhffkwjczlsnvrtcv,,338.0,8.0,,1-362-897-1162
Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,S,United States of America,S,O,Hasbro,3.0,Rzjxvum,,356141.0,Rmmasnivkq,9.0,Rmm7598,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,Idaho Falls,DC,qjjwbffbgxilxyarhjwdvo,2410816.0,340.0,9.0,,1-952-919-4878
Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,U,Canada,,U,Tupperware Brands,3.0,Accezkuzqrif,3.0,165667.0,ekjvgcmzgobzeerrpfgefwvxlvfcua,39.0,ekj7599,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,Jacksonville,RI,JIXUQX,1059543.0,738.0,5.0,,1-145-214-8009
Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,S,United States of America,A,O,Covance,0.0,LNZZPGOTEG,2.0,459767.0,wcqqbslcxugdqpbzbmbqvlahw,31.0,wcq7600,MIMWGPPF,Stockton,MA,Eqrxuc,379282.0,597.0,7.0,,1-328-944-9786
RSSNUTWWLOKIHRRTPEAFTLBF,M,United States of America,,R,Interactive Brokers Group,2.0,YINOHET,2.0,106459.0,Klcanpomjmuwosnasroukafsxtufz,64.0,Klc7601,Xpannac,Thousand Oaks,Alberta,PDAXUXBMPOVTKJUR,3271265.0,603.0,4.0,f,1-899-864-9421
Sachwqwddeyfxvagihsjxtcsibaejb,D,,,U,SkyWest,,ddgkyv,1.0,51021.0,Jrdmn,38.0,Jrd7602,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,Nashua,AR,Adftxl,1530364.0,662.0,5.0,,1-877-997-8896
Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,W,United States of America,,R,Best Buy,2.0,Seiksuhglhj,4.0,494931.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,47.0,GDQ7603,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,Tallahassee,VA,Gaksvvggpbleteofow,3731860.0,838.0,0.0,,1-750-900-0823
Sbutxmtwkb,M,United States of America,,O,Sears Holdings,5.0,Ytgghhaxc,2.0,429859.0,fnmqzceohwapysohiuofkhjpwzgv,,fnm7604,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,Brownsville,OR,Ijstknxzfzsvqmy,2488858.0,791.0,9.0,,
Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,S,Canada,e,O,Frontier Oil,1.0,Ajlcdadx,4.0,,Ymuvinagbzdhiwglzfacood,76.0,Ymu7605,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,Charlotte,ID,jvhwyzbcwdrrqmlbvpjwbohhemm,2301347.0,692.0,7.0,,1-347-704-7823
mnkidgiyajigobghpnkdvauwiubpjb,W,,R,O,Automatic Data Processing,0.0,Daivf,3.0,464086.0,Pxjmfwpwm,60.0,Pxj7606,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,Oakland,IA,nhhjbqktsr,1736571.0,673.0,8.0,,1-228-976-2888
SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,U,Canada,M,O,,3.0,xrquzcptycg,,207651.0,Rsdlvo,73.0,Rsd7607,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,Fort Wayne,TN,Lmhtjwddyqbzlxgv,2399483.0,331.0,7.0,,
Fmrydeogisvvtrpsfonolelpnqcbkrr,U,United States of America,,O,Comerica,4.0,shigmwk,,260418.0,Qqhwdyopkfs,37.0,Qqh7608,BPPKDY,Chula Vista,Nova Scotia,BXFLGQTJSJDQAUCXXJXWHTQU,2982744.0,744.0,2.0,,1-760-429-1328
Xhggtfwyslxvgeiuzjfxewcsweefq,M,United States of America,Q,U,Baldor Electric,5.0,enehob,1.0,,udqexswxytatsvxw,50.0,udq7609,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Peoria,Ontario,Tlaihggmhfiuezhjgps,1611011.0,446.0,6.0,,1-253-879-8833
,M,Canada,M,O,Commercial Metals,0.0,RNLAKRXSPA,4.0,316963.0,Ghlflxgkavpsqvkpun,0.0,Ghl7610,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,Lexington,MD,DSRXJZKFJTIVXLBAX,2999167.0,,0.0,,1-401-256-3483
PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,W,Canada,,O,,5.0,Hlezt,,84046.0,mtkfmxripistepftjaxfosviokgqsf,,mtk7611,Xuqmcmxaigbk,Salem,AR,Annsrbdzywmpqvigpn,,,,f,1-175-910-8245
Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,M,United States of America,,O,Molina Healthcare,0.0,Iyqmkpcjx,3.0,368990.0,QIYQRALNIIONMKDZB,,QIY7612,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,San Jose,Saskatchewan,Mrawpcvb,3307491.0,723.0,9.0,,1-565-191-3419
ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,S,Canada,,O,Plains All American Pipeline,2.0,klgnkcaedht,0.0,124382.0,Ohzpaqjtc,81.0,Ohz7613,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,Kansas City,OH,yociu,2057260.0,348.0,2.0,,1-921-688-5401
Gvdteormavfflajkedaclod,M,United States of America,,O,Agilent Technologies,2.0,Jsombikj,0.0,9263.0,djgtucxplpftr,52.0,djg7614,EECYCMJAJGNQBRSKW,Windsor,VA,DQNVNWPYSMLDGXJVBUHUKDLRSLN,53179.0,666.0,,,1-925-155-0170
FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,M,United States of America,,U,AutoZone,2.0,Xtckbvng,4.0,334181.0,Iaduje,68.0,Iad7615,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,Chicago,ID,wfnjfn,690086.0,,3.0,,1-185-691-2951
Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,M,United States of America,H,R,,0.0,YPUWSVRD,1.0,314001.0,EMGQKGEOTCGAFGDZVTRUAVGZYPM,,EMG7616,hgandkyzsnb,Evansville,WI,WWWEN,2025465.0,844.0,8.0,,1-067-518-3854
Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,M,Canada,,O,Universal Health Services,1.0,Ifxvsnt,4.0,168309.0,Hjnljezrxojeaoustvawackahexa,36.0,Hjn7617,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,Honolulu,MS,Krjcfgq,695307.0,766.0,8.0,,1-188-554-1671
wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,M,United States of America,D,O,Time Warner,2.0,EAOJPQVWBNZ,4.0,322765.0,CYPTBBGPWKKKFNOUHJ,31.0,CYP7618,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,Cleveland,OK,Fxmpengjsaf,3238398.0,521.0,10.0,M,1-168-215-2223
HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,W,United States of America,h,O,Sealed Air,1.0,fhirgl,5.0,311253.0,KPNRNVLRFUTOWOERTCSIRQZ,55.0,KPN7619,QTWXYHMLBYQ,Livonia,GA,Eobtk,1213578.0,306.0,7.0,,1-228-022-3056
Blsmawjjdmdamrhqyqgzmbkfa,W,United States of America,x,R,Sprint Nextel,5.0,Lahfziy,5.0,140296.0,Vbimifwtrtvb,66.0,Vbi7620,SDEAIMDWRSKXTFCPHWF,Little Rock,TN,Abahrdfcbtscoblhaovnjkbx,103708.0,411.0,9.0,,1-926-766-1124
Stofpzwyhkpmuq,M,United States of America,,O,,1.0,tofdjef,5.0,439984.0,ehbcbdctlcspuvwbqveohanmkolbw,22.0,ehb7621,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,Halifax,SC,bhephgijqbu,1086081.0,,3.0,F,1-538-797-1948
LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,U,United States of America,C,O,Quiksilver,5.0,rckzx,0.0,454011.0,TMQACIIUMYYZHYX,51.0,TMQ7622,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,Peoria,AR,KECNVVPGTOXHIGOUAWLHU,1349626.0,702.0,8.0,F,1-627-234-0841
,S,United States of America,y,R,Valspar,1.0,MMLJKBGXD,5.0,191541.0,Lsbutxufufshmkqnscnhx,26.0,Lsb7623,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,San Jose,MT,xppmtvztaifqynlbmofxonnus,1083092.0,842.0,1.0,a,1-876-492-0782
Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,U,United States of America,u,R,Timken,2.0,banusio,1.0,,Dpzpfctp,100.0,Dpz7624,Lhwkvadxwcjobcggyuighvqlcm,Charlotte,WY,kzntoukktuqqfuyeo,1662799.0,528.0,0.0,M,1-436-946-7319
cnckvldjedzgdqhy,W,United States of America,,R,,3.0,Safkd,3.0,,Zujmcfzznpfohsdp,13.0,Zuj7625,,Hilo,WY,TDRLAQZARCGRAMDDMCWP,3548540.0,300.0,5.0,,1-281-780-2897
,S,United States of America,,O,Occidental Petroleum,2.0,DHTLWJDXLRW,1.0,269215.0,Jqkozdva,11.0,Jqk7626,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,Yonkers,WV,shbaeyxyrjfietruntrdeyqkc,881414.0,752.0,7.0,,1-421-286-4139
VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,M,Canada,,O,,0.0,RORIUHK,4.0,193126.0,ijbcvbgglqupyentiqncsnswyygl,62.0,ijb7627,Alukohji,Modesto,CA,Zururxrihusergiba,1712200.0,303.0,0.0,m,1-908-354-2709
qehomraquwxrkb,M,United States of America,U,O,Massey Energy,3.0,bxgwhohh,5.0,462618.0,NMOXMHMVUDGY,13.0,NMO7628,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,Louisville,Alberta,QZLCPVRKZMTENMREVZT,847446.0,418.0,10.0,F,1-466-560-2530
pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,W,United States of America,,O,Weyerhaeuser,3.0,SRARKMXOD,3.0,212026.0,Tefewe,23.0,Tef7629,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,Eugene,New Brunswick,dvbflygvxrizbclmqwoajkvnzoufc,344294.0,667.0,4.0,f,1-578-686-8082
Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,D,United States of America,Z,U,National Fuel Gas,1.0,hwugfvlttol,4.0,371024.0,Sdjhq,51.0,Sdj7630,Kxxipkohacffav,Buffalo,British Columbia,mtnubdnrdoivcuqmapqhtvzkixw,1534879.0,441.0,7.0,,1-166-077-1436
kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,U,United States of America,,O,Pep Boys,3.0,zgsllav,2.0,235810.0,Pbrfgfdwedgrmifitr,2.0,Pbr7631,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,Santa Fe,DE,Nzljqsbgutsixlosfedpmlzl,3897101.0,471.0,0.0,m,1-535-320-1881
Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,W,United States of America,,O,Neiman Marcus,2.0,Mszwfhpj,,347270.0,Icejebxweavlnddpjz,,Ice7632,onxyyslcmbyxpfjuykowqpwqi,Springfield,CT,Ealrdsynhtadihmsl,3064442.0,701.0,9.0,m,1-633-495-6478
TAIWTM,D,United States of America,,R,BlackRock,5.0,Yqfxb,2.0,399212.0,ZWGIV,82.0,ZWG7633,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,Anchorage,Quebec,xfjdwfentojva,2016524.0,323.0,1.0,,1-398-680-0278
Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,M,United States of America,,O,McGraw-Hill,4.0,ypmuep,5.0,439561.0,Evwthrqmqfpsbpdqojtqzpjmpoea,94.0,Evw7634,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,Winnipeg,NJ,Zvowaelneuhpxzphpvtgvfz,37745.0,846.0,10.0,m,1-185-976-7770
Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,M,United States of America,c,O,Family Dollar Stores,3.0,Xthtecuu,4.0,29980.0,Lhlatzfku,16.0,Lhl7635,Krdmgygwnziumjdtybwyw,Waco,MN,fmdcjzjekrwrirumyvfuqnnkxzr,503752.0,850.0,8.0,m,1-490-238-8219
gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,M,United States of America,N,U,Teleflex,2.0,Xjzpdio,5.0,28693.0,LYBUGCXZYJSERVQKQJKNIIW,43.0,LYB7636,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,Stockton,NE,Ohetzpmilrphnhnasiisaypdl,2115180.0,,,,1-891-741-2112
Phqspowfoiqmszxy,M,Canada,x,O,,1.0,Rgthehdvvlh,2.0,106794.0,Ijbmwiomutrflaupolplmfjsqh,76.0,Ijb7637,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,Boston,VA,VAUWGMVOILXNGKB,839222.0,564.0,3.0,M,1-849-918-0984
XDPEFDQIMFNMCO,S,United States of America,,O,Imation,3.0,ysexit,5.0,340598.0,Zhftulgpedd,0.0,Zhf7638,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,Memphis,PA,Tnwgmuvaaqmxskkyqnvrmnmul,1851334.0,558.0,4.0,f,1-426-168-3142
FSSAAXLAMAPBOMTNUFG,U,United States of America,r,O,PPL,1.0,Wscgcsbwlzj,,490597.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,33.0,PYU7639,Bfntmkesgyjkjrgttbtdncoumqhmnxy,Sydney,WV,mtovrkjvtfkennjujgpegknnck,1348251.0,417.0,0.0,m,1-757-910-8931
AKWOIATLDDKU,U,Canada,F,O,Smithfield Foods,2.0,AUQJTIMK,2.0,499685.0,Ikufiibsvk,62.0,Iku7640,,Shreveport,WY,Lwxdv,2722392.0,487.0,6.0,,1-468-325-0119
Awzdulnpokgxmcpktscqulqpvxabgunakhqq,M,United States of America,,O,Macy's,2.0,Weqnwrwrbcgx,0.0,62285.0,HBZACUNNIOTFKFSTCILLC,8.0,HBZ7641,Bnbfbxvqxtngv,Modesto,MN,Ftvuzjdzocqmcoxvrbqcna,1785161.0,639.0,9.0,m,1-383-310-7894
VANVGDDSYEK,U,United States of America,,O,Torchmark,5.0,facqrtjqjmd,5.0,320885.0,Pcofbhaqeemibnkjtsoxmdibmpquo,4.0,Pco7642,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,Hull,VT,Hnbgeuii,2823578.0,625.0,3.0,M,1-353-727-2029
TVTDULLNHUZPDNEEKSXEGPXDNE,D,United States of America,,O,Herman Miller,5.0,OCNCREZ,3.0,184669.0,Ybvjle,39.0,Ybv7643,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,Yonkers,WV,Fykbowmpxpbb,2123972.0,,1.0,,1-028-849-5461
phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,S,United States of America,F,R,Kindred Healthcare,0.0,JXOGSVJ,0.0,126989.0,Rimdakhncfjlrbor,90.0,Rim7644,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,Atlanta,IN,Ruagwhiorgizpmbphjerywjrr,112782.0,,3.0,,1-480-785-4021
HWAWSSEUGGKEXQDESYXFHWZ,M,Canada,,,Arch Coal,1.0,Iqtso,4.0,48144.0,gnfkwjxmvkbeh,7.0,gnf7645,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,Hayward,MS,teldp,248311.0,460.0,3.0,,1-443-132-4138
Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,,United States of America,C,O,Whirlpool,5.0,Uxgvbwop,4.0,377787.0,Wxphiul,95.0,Wxp7646,Mbxglsrssswfglfkjrjmedkyvtchipxrc,Savannah,CO,Tmhxnpfgyifx,3719851.0,793.0,8.0,F,1-143-020-1234
,U,Canada,N,O,Arrow Electronics,5.0,Ovsiu,5.0,323782.0,Dxhuevhfuceqmpoolmuhflp,59.0,Dxh7647,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,Fullerton,PA,Fpchjcvsrkakkqqsojokdrg,1920385.0,821.0,8.0,m,1-475-304-3486
NASLRGJGXPDOGNJSHNLNGBCXJVO,S,United States of America,,O,Rock-Tenn,3.0,Frqdqbs,2.0,31880.0,Aqopbqsxqxjj,13.0,Aqo7648,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,Overland Park,DE,Heiehcgec,576903.0,,6.0,,1-677-882-6792
Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,D,United States of America,s,O,R.H. Donnelley,5.0,waiitdv,3.0,390190.0,fenowyirqcdcwwo,58.0,fen7649,Eymghd,Alexandria,Prince Edward Island,sgapkfrztiyyayezulvi,1855037.0,643.0,8.0,,1-151-067-7411
Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,U,Canada,,O,Pall,4.0,Vlmzifrfolfs,1.0,413821.0,CMQIHWYKNOLSX,67.0,CMQ7650,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,Fort Collins,TN,Nohjtayoycptngwoitqzhmuf,2954046.0,817.0,2.0,,1-645-553-4591
