Age,NumberCreditCards,AgencyID,MaritalStatus,LastName,Country,CreditRating,Phone,Income,State,AddressLine1,OwnOrRentFlag,Gender,City,FirstName,NetWorth,Employer,NumberChildren,AddressLine2,MiddleInitial,PostalCode,NumberCars
76.0,2.0,law141,U,lawlis,United States of America,,1-267-357-1943,20397.0,MD,20025 routh crescent,O,m,Costa Mesa,Otha,3810365.0,Bemis,1.0,,L,v6n 1v9,1.0
5.0,6.0,Bee142,U,Beebe,United States of America,664.0,1-602-756-7919,463094.0,New Brunswick,4144 LAKE PARK LANE,O,m,Houston,Rodie,2641938.0,Securian Financial Group,2.0,Suite 397,D,83702,2.0
65.0,7.0,sch143,U,schlange,United States of America,789.0,1-793-864-7010,331900.0,HI,3375 sakowitz lane,O,m,Bakersfield,DULCE,3857323.0,Ford Motor,1.0,,,80125,4.0
94.0,0.0,Wit144,S,Witchlow,United States of America,803.0,1-637-020-2921,8421.0,ND,7255 berry way,U,,Chesapeake,Win,1636212.0,ConAgra Foods,0.0,,,M5G 1Y7,5.0
95.0,3.0,MER145,M,MEREDITH,United States of America,720.0,1-428-797-6325,35780.0,Nova Scotia,3131 WATHAN SOUTH,,F,Sandy,Roselin,2999082.0,Charter Communications,4.0,,Q,80213,4.0
28.0,4.0,bia146,M,bialkenius,United States of America,839.0,1-011-549-5618,139897.0,ME,18440 RYAN NORTH,R,m,Lewiston,Malanie,2280820.0,Calpine,0.0,,,60737,1.0
76.0,0.0,Swi147,D,Swiat,United States of America,621.0,1-993-255-5481,414119.0,Alberta,13222 glen loch road,O,m,Elizabeth,TARYN,1050866.0,Crane,1.0,SUITE 464,P,90510,4.0
81.0,3.0,bul148,D,bullinger,United States of America,628.0,1-487-749-4448,234035.0,VT,7889 MURRAY WAY,O,,Sudbury,MALENA,,Textron,4.0,,,92882,5.0
38.0,6.0,TYR149,W,TYRRELL,Canada,813.0,1-192-352-2184,144405.0,DE,7527 whale drive,O,F,Austin,Dorie,603001.0,Idearc,5.0,,,98121,3.0
25.0,3.0,Fyf150,W,Fyfe,United States of America,367.0,1-293-442-4224,55441.0,MA,17788 eagle trace park,R,,Salinas,Liese,3368239.0,Cabela's,3.0,,,H2e 1x9,5.0
0.0,10.0,Sic151,D,Sicard,United States of America,807.0,1-078-502-6700,392869.0,CA,7661 GRANT WAY,O,,Peoria,tele,1042629.0,EOG Resources,2.0,,,23503,4.0
61.0,8.0,CAS152,U,CASTEN,United States of America,501.0,1-430-909-3001,402416.0,Manitoba,4806 crystal hills street,O,F,Sydney,astra,1948746.0,,4.0,,,40208,3.0
3.0,10.0,Cho153,U,Choy,United States of America,490.0,1-392-455-0895,89984.0,TN,4211 WILLS NORTH,O,,San Antonio,marnia,3113862.0,Burlington Coat Factory,2.0,,S,75201,0.0
77.0,3.0,CHA154,W,CHACKO,United States of America,321.0,1-273-921-9787,395773.0,FL,7524 linberg north,O,,Oklahoma City,AMY,2777290.0,Southwest Airlines,3.0,,,93852,2.0
8.0,6.0,bei155,U,beil,United States of America,,1-012-993-4538,126662.0,CA,14266 lemming south,R,f,Miami,HAMILTON,2210073.0,RPM International,0.0,,E,32312,1.0
34.0,7.0,Ele156,U,Eleftheriou,United States of America,446.0,1-890-859-4211,132008.0,CO,1427 ADDAX LANE,O,m,Yonkers,Kuldip,1999684.0,Amazon.com,1.0,,J,90059,4.0
15.0,2.0,o'g157,M,o'grady,United States of America,428.0,1-080-032-3031,417218.0,Saskatchewan,1625 fernando court,O,F,Columbia,krystalle,2119678.0,Neiman Marcus,5.0,,,77006,5.0
66.0,5.0,Kat158,S,Katchmar,United States of America,423.0,1-561-620-7173,360063.0,UT,335 floresta north,O,,Lubbock,Stella,169808.0,Goldman Sachs Group,0.0,,,23224,0.0
55.0,6.0,Lui159,U,Luin,United States of America,499.0,1-017-439-0362,100516.0,ME,22806 garson east,O,,Chattanooga,Marie-josee,1072732.0,Boeing,4.0,,O,10055,5.0
8.0,7.0,Kla160,S,Klavkalns,United States of America,342.0,1-248-539-6621,16814.0,NH,5524 vermack street,O,f,Fargo,Nashib,2261442.0,United Refining,1.0,,,35830,1.0
7.0,1.0,Bru161,M,Brunsting,United States of America,632.0,1-611-789-5569,,VA,18105 electra street,U,,Omaha,Annette,2234368.0,D.R. Horton,3.0,,Z,v6m 1s9,1.0
97.0,6.0,Apt162,M,Apter,United States of America,525.0,1-023-151-8130,315962.0,TX,719 holman court,O,,Yonkers,LENA,575288.0,Jarden,1.0,,Q,22304,3.0
95.0,9.0,sch163,M,schuette,United States of America,371.0,1-005-574-3523,299268.0,Saskatchewan,23553 MEMORIAL RUE,R,f,Spokane,Christian,1102479.0,Systemax,1.0,,,06101,5.0
92.0,4.0,Lan164,U,Lanava,United States of America,699.0,1-550-487-1571,301490.0,NH,16759 park avenue,O,,Tulsa,Morrie,2995388.0,Marriott International,3.0,,,78756,1.0
17.0,8.0,Fus165,M,Fusca,United States of America,435.0,1-280-494-1415,36052.0,VA,12296 WILLIAMS LOWER,O,F,Garden Grove,LYMAN,1147193.0,Expeditors International,2.0,,,93003,3.0
81.0,2.0,Nev166,U,Nevardauskis,United States of America,512.0,1-803-438-4141,437483.0,IA,9625 ALLEN BOULEVARD,U,F,Fort Lauderdale,REUBEN,1136540.0,Great Plains Energy,4.0,,R,T5D 1P2,1.0
13.0,6.0,SHA167,M,SHACKLEFORD,Canada,552.0,1-566-299-2351,152971.0,NC,10340 jarvis road,O,f,Philadelphia,Hermon,1677669.0,Danaher,,,,10108,5.0
78.0,8.0,Sau168,M,Sauck,Canada,,1-586-363-4189,449495.0,NH,13143 goodwin lane,O,,Sydney,Paqs,2160706.0,,2.0,,P,t5c 1l3,0.0
78.0,5.0,fri169,M,frischknecht,United States of America,687.0,1-505-124-9029,349827.0,AL,7160 BEATTY RUE,O,,Waterbury,GAETAN,2525665.0,Watson Wyatt Worldwide,1.0,,,M5B 1Z8,4.0
85.0,0.0,fer170,M,fernandez,United States of America,433.0,1-897-996-9812,9562.0,British Columbia,22679 chimney rock west,R,,Tacoma,leese,3517622.0,Yahoo,1.0,,O,V6H 1W2,3.0
68.0,7.0,LAN171,U,LANDERS,United States of America,746.0,1-922-919-5858,24514.0,MD,6769 pasadena upper,,M,Charlottetown,Amelie,,Convergys,2.0,,,90308,1.0
1.0,9.0,Bha172,M,Bhasin,Canada,405.0,1-326-572-2988,407985.0,IA,20622 MCAFEE COURT,R,,Independence,TAMRA,97675.0,Celanese,0.0,,,M5e 1y2,0.0
83.0,,Jor173,M,Jordan,United States of America,805.0,1-076-972-4311,,ND,10526 LINWOOD LANE,O,M,Escondido,bang,,Dana Holding,5.0,,,80029,5.0
78.0,5.0,KNU174,M,KNUDSEN,United States of America,819.0,1-341-595-8408,257897.0,NY,21088 vessey crescent,O,F,Lansing,HILDEGARDE,3569070.0,XTO Energy,4.0,,,30350,4.0
,0.0,Ham175,M,Hamelin,United States of America,648.0,,261143.0,OR,10884 ryan avenue,O,F,Anaheim,Carmody,1507616.0,Alliance Data Systems,5.0,,,97240,0.0
5.0,10.0,MAU176,U,MAUER,United States of America,401.0,1-536-952-5040,110615.0,MO,1481 gale court,R,,Glendale,Dareen,514151.0,Franklin Resources,5.0,,,R3A 1M1,5.0
43.0,8.0,Rez177,U,Rezansoff,United States of America,484.0,1-663-917-0422,407799.0,CT,18390 martins east,U,F,Chula Vista,WEN,2903408.0,Fidelity National Financial,0.0,Apt. 426,,73172,2.0
53.0,1.0,Koa178,U,Koa,Canada,463.0,1-843-773-1791,195242.0,MO,23208 porter crescent,O,,Orlando,MOT,1695814.0,FirstEnergy,4.0,,,V6s 1p9,4.0
13.0,5.0,HAN179,U,HANNEMAN,United States of America,335.0,1-823-567-1252,315490.0,MN,17026 durand north,O,m,Cleveland,leese,868465.0,Commercial Metals,0.0,,B,90140,3.0
7.0,10.0,jak180,U,jakim,United States of America,,1-744-421-7512,22201.0,NC,16533 devonshire park,O,,Huntington,nettie,2810709.0,Genzyme,4.0,,I,94639,5.0
17.0,7.0,ump181,M,umphres,United States of America,381.0,1-621-744-1484,441579.0,TN,8965 griffin east,R,,Fayetteville,AILEE,3593363.0,US Airways Group,5.0,,C,22307,4.0
67.0,1.0,Wic182,M,Wickham,Canada,708.0,1-973-214-3381,342730.0,NV,22451 larner court,O,,Riverside,chan,2607636.0,Advanced Micro Devices,2.0,,G,55116,2.0
54.0,8.0,Gat183,M,Gates,Canada,354.0,1-428-266-1600,117267.0,AL,3681 HOLLY KNOLL CRESCENT,R,F,Dayton,RAY,2735642.0,United Parcel Service,4.0,Apt. 540,,M6s 1i5,5.0
5.0,10.0,bot184,S,bott,United States of America,547.0,1-334-466-5299,260107.0,NE,5678 dayton street,,,Corona,Robinette,1501732.0,Fastenal,4.0,,,92708,1.0
28.0,9.0,DAV185,D,DAVID-YERUMO,United States of America,761.0,1-249-478-5643,166760.0,KS,15591 holgate lane,O,,Oklahoma City,Rocke,397072.0,Core-Mark Holding,1.0,,T,V6r 1q6,1.0
5.0,1.0,HIL186,M,HILLARD,United States of America,659.0,1-804-228-8548,401021.0,NY,23477 havenridge rue,O,F,Dallas,Suzette,3399757.0,Boise,1.0,,,63178,4.0
,9.0,war187,M,warburton,United States of America,351.0,1-564-230-0062,70945.0,NY,18267 cape lane,R,,Durham,Myla,2684548.0,DST Systems,2.0,,,x7j 1r5,4.0
72.0,7.0,MAC188,S,MACHNICKI-HYNES,United States of America,608.0,1-781-339-9073,389391.0,Saskatchewan,2928 POTOMAC UPPER,O,m,Tacoma,dacia,3041622.0,United States Steel,3.0,apt. 48,,M5e 1y7,3.0
12.0,3.0,lev189,S,levitin,United States of America,706.0,1-096-116-9962,63226.0,Prince Edward Island,14656 pasadena park,O,F,Alexandria,CHELSIE,3211816.0,Pepco Holdings,2.0,,A,23257,4.0
71.0,8.0,Goo190,M,Gooderham,United States of America,391.0,1-914-194-6997,206220.0,Alberta,16983 flagler drive,O,,Hialeah,abbas,127026.0,Acuity Brands,4.0,apt. 968,,V6I 1U7,0.0
90.0,2.0,Koh191,W,Kohalmi-hill,United States of America,461.0,1-733-360-9116,,Ontario,17212 LANDER SOUTH,R,,Denver,Rec,588945.0,Baker Hughes,4.0,,E,94539,5.0
20.0,2.0,AYL192,U,AYLWIN,United States of America,510.0,1-591-402-8026,337152.0,TN,23764 sabine west,O,M,Fort Lauderdale,Elaine,1962620.0,Newell Rubbermaid,4.0,,,H7h 1v4,4.0
58.0,5.0,CHO193,W,CHOUHAN,United States of America,805.0,1-326-180-9322,312074.0,VA,16271 vista south,O,F,Mesa,Katharine,178193.0,Westlake Chemical,2.0,,E,15201,
57.0,7.0,DIT194,M,DITKO,United States of America,702.0,1-784-796-6844,68551.0,TX,1080 LAVENDER LANE,O,,Cleveland,LILIAN,2102811.0,Jones Lang LaSalle,4.0,,G,t5a 1n6,2.0
43.0,3.0,EMI195,W,EMIG,United States of America,368.0,1-662-625-4671,488800.0,MT,10856 summer street,O,,Lewiston,CATI,2246854.0,Burger King Holdings,1.0,,,78784,4.0
39.0,8.0,Ryd196,W,Ryder,United States of America,520.0,1-627-590-4931,431633.0,IL,17021 edwards crescent,R,m,Tallahassee,Luong,1312448.0,Hovnanian Enterprises,2.0,APT. 392,,H6d 1w8,3.0
87.0,2.0,mei197,S,meisner,United States of America,666.0,1-055-694-7984,72797.0,WY,7726 TALLOWOOD UPPER,O,,El Monte,JUOZAS,295993.0,Medical Mutual of Ohio,3.0,,S,06705,0.0
57.0,9.0,Ceg198,S,Cegelski,United States of America,587.0,1-166-844-7429,260576.0,NC,19097 foxfire north,O,,Sioux Falls,Lysy,1220003.0,Lockheed Martin,1.0,,,M5c 1v9,0.0
58.0,4.0,hai199,U,haigh,United States of America,643.0,1-516-930-4640,200096.0,ND,8161 PINTO ROAD,O,,Columbia,ULA,2400476.0,Yum Brands,5.0,,Z,90759,4.0
28.0,5.0,cle200,,clendening,United States of America,484.0,1-261-215-4290,,GA,9659 sakowitz west,R,,San Francisco,Francesca,2900897.0,Wesco International,4.0,,J,22301,
95.0,3.0,Cie201,U,Ciesielski,United States of America,,1-681-572-7662,267656.0,VA,15306 pike park,R,,Santa Clara,emili,3942140.0,Volt Information Sciences,1.0,,W,19165,3.0
98.0,8.0,Par202,S,Parypa,United States of America,676.0,1-288-967-5460,35253.0,Prince Edward Island,21891 dewey street,R,f,Greensboro,yogesh,2118119.0,Western Union,2.0,,,75007,1.0
55.0,4.0,LOZ203,M,LOZINSKI,United States of America,300.0,1-315-022-2148,113159.0,OR,8155 storeywood road,O,f,Waco,Xantippe,338540.0,,2.0,,K,90302,5.0
14.0,8.0,Pas204,,Pascal,Canada,,1-707-402-6121,297444.0,WI,20871 dewdrop street,R,,Rochester,TINO,2617116.0,Lubrizol,3.0,APT. 630,,84092,2.0
30.0,9.0,Aul205,M,Aula,United States of America,831.0,1-186-893-7846,52092.0,ID,1121 GREENE PARK,O,,Tampa,AGGIE,1459711.0,C.H. Robinson Worldwide,1.0,,,v6d 1u1,3.0
90.0,7.0,bar206,M,barnes,United States of America,609.0,1-571-918-3795,30249.0,MT,23849 westerley south,O,F,Paterson,Alane,1804959.0,Celgene,1.0,,N,99503,3.0
69.0,2.0,ELL207,S,ELLIOTT,United States of America,679.0,1-206-055-2128,483052.0,MD,1540 murie rue,O,,Fullerton,ABBYE,2957472.0,Leggett & Platt,0.0,,,80960,2.0
67.0,6.0,for208,U,forslund,United States of America,634.0,1-963-724-8044,287060.0,NY,16633 raymond road,O,m,London,aleen,2919293.0,Fidelity National Information,0.0,suite 344,P,53743,4.0
41.0,4.0,Bur209,W,Burbidge,Canada,338.0,1-050-641-8503,274154.0,HI,18676 turman drive,O,,Newark,collen,3610130.0,Arch Coal,1.0,,U,t6d 1k1,1.0
2.0,4.0,FOL210,M,FOLLMER,United States of America,332.0,1-020-258-1680,379659.0,DE,1808 HARDY STREET,O,F,Buffalo,NEALA,1209441.0,Affinia Group Intermediate,5.0,,,91350,5.0
89.0,8.0,Led211,M,Leder,United States of America,721.0,,,PA,11115 midland avenue,O,m,El Paso,CELISSE,1058712.0,Kellogg,0.0,,,37916,0.0
88.0,3.0,kop212,,kopke,United States of America,351.0,1-886-961-7857,100796.0,IN,24950 sheppard lane,O,,Toledo,MEHMET,1946028.0,PerkinElmer,1.0,,N,22329,4.0
90.0,6.0,pay213,M,paylor,Canada,564.0,1-999-799-7384,128277.0,MT,6450 LEMMING RUE,O,,Sterling Heights,Carlis,1420984.0,Limited Brands,1.0,,,M1i 1r8,1.0
54.0,9.0,PAL214,M,PALACEK,United States of America,379.0,1-362-078-4138,147414.0,WY,19342 wycliffe park,O,,New Haven,marshal,213235.0,OfficeMax,3.0,,,h5i 1p1,1.0
53.0,8.0,fel215,S,felton,United States of America,727.0,1-174-723-5263,51559.0,FL,7582 woodway south,O,,Dallas,Fabien,472425.0,J.B. Hunt Transport Services,2.0,,,M1I 1R5,1.0
89.0,2.0,ATW216,U,ATWELL-BYRNE,United States of America,578.0,1-898-789-3598,355622.0,RI,22526 QUEENSBURY LOWER,O,,Milwaukee,basia,1160132.0,American Express,3.0,,,53739,2.0
31.0,10.0,Mcb217,W,Mcbeth,United States of America,642.0,1-482-305-5399,468116.0,CO,18833 3rd park,O,M,Anaheim,FARID,2869995.0,Occidental Petroleum,1.0,,S,06603,5.0
1.0,1.0,Jal218,M,Jalaie,United States of America,,1-834-784-7657,276728.0,SD,19394 canoas west,O,M,Huntington Beach,jyoti,3727044.0,Shaw Group,0.0,apt. 3,B,28247,1.0
57.0,,vem219,S,vempati,Canada,554.0,1-864-555-5341,135306.0,TX,9941 ROYALTON DRIVE,R,,Naperville,Jandy,2293241.0,W.W. Grainger,0.0,,,h7g 1u9,3.0
10.0,6.0,BAR220,U,BARNICKEL,United States of America,733.0,1-475-209-3369,99566.0,VT,10177 pecos crescent,U,,Iqaluit,VO,2846515.0,IDT,0.0,,D,90831,1.0
74.0,10.0,PES221,M,PESOLD,United States of America,345.0,1-459-456-1848,263959.0,IN,20823 WEST CHAPEL AVENUE,O,M,Winnipeg,Kien,1619956.0,General Mills,4.0,,U,M4j 1o7,2.0
28.0,6.0,Sha222,M,Shaughnessy,United States of America,644.0,1-802-797-1712,441498.0,UT,13483 ROCKDALE DRIVE,R,F,St. Petersburg,Tybi,2367607.0,RBS Global,0.0,,,77288,2.0
96.0,3.0,Sch223,S,Schmeing,United States of America,564.0,,429621.0,NV,9645 HAYDEN BOULEVARD,U,M,Waterbury,Nhien,3795566.0,Realogy,0.0,,J,77117,3.0
42.0,10.0,Mat224,M,Materna,United States of America,465.0,1-224-760-3774,181214.0,TX,6066 fillmore lower,O,,Lubbock,Florance,734762.0,ArvinMeritor,3.0,,L,45263,1.0
64.0,8.0,JAI225,D,JAIN,United States of America,652.0,1-511-883-9082,212502.0,OR,293 conier avenue,O,,London,Ros,908994.0,Amkor Technology,4.0,,,v6g 1p4,
,6.0,KAR226,M,KARNAZES,United States of America,714.0,,244545.0,Ontario,7000 ansley lane,O,,Des Moines,Genevieve,2561296.0,Lear,4.0,,,72247,5.0
49.0,10.0,gus227,M,gustafson,Canada,383.0,1-405-014-0029,218681.0,Saskatchewan,13635 jarvis south,R,,Madison,EMILIO,3181069.0,Asbury Automotive Group,4.0,APT. 587,,E7n 1j9,5.0
81.0,7.0,Ann228,,Annas,United States of America,336.0,1-076-073-0994,296916.0,MO,17362 COFFEY UPPER,O,,Scottsdale,JANEEN,2632226.0,Limited Brands,5.0,,K,45272,
57.0,9.0,lab229,,labenek,Canada,626.0,1-690-040-0846,453659.0,UT,12279 trafalgar crescent,O,,Mount Pearl,cathrin,,Beazer Homes USA,2.0,,R,x7j 1q2,0.0
42.0,0.0,fli230,S,flindall,United States of America,549.0,1-211-707-3341,194450.0,IL,24717 MIDLAND LANE,U,f,Iqaluit,kirstin,1151333.0,,0.0,,M,80952,3.0
30.0,0.0,sat231,U,satkunaseelan,United States of America,492.0,1-642-203-7899,49533.0,NM,11493 worley park,O,,Moreno Valley,giles,2763939.0,Acuity Brands,4.0,,,38157,5.0
56.0,0.0,tho232,M,thornley,United States of America,327.0,1-792-738-9524,394819.0,NC,6492 HAMMOND AVENUE,O,,Naperville,Ted,370710.0,ABM Industries,4.0,,I,06703,2.0
3.0,10.0,CRI233,S,CRIPPS,United States of America,545.0,1-881-269-3949,342754.0,AZ,8954 bagby north,O,m,Norfolk,hayden,1192164.0,,3.0,,L,v6u 1r8,3.0
53.0,0.0,Gas234,M,Gascon,United States of America,571.0,1-537-303-6219,224435.0,CT,11622 josey south,O,M,Louisville,Gail,223487.0,Southwestern Energy,0.0,,V,28231,1.0
67.0,7.0,Cha235,W,Chavers,United States of America,423.0,1-682-154-3638,37717.0,VA,11538 collinwood avenue,O,f,Akron,las,2341143.0,Delta Air Lines,2.0,,,63107,0.0
94.0,4.0,Net236,,Nettles,United States of America,655.0,1-512-708-0580,286483.0,NV,20913 vickers boulevard,O,,Whitehorse,Noelyn,1774784.0,ITT,0.0,,,H2g 1w7,1.0
37.0,0.0,WOO237,M,WOODROW,United States of America,488.0,1-598-440-6359,185412.0,VA,22274 VICKERY CRESCENT,O,m,Salem,izak,3951308.0,Health Management Associates,5.0,,,55416,0.0
75.0,6.0,val238,M,valerien,United States of America,352.0,1-281-206-9270,472518.0,British Columbia,881 vance jackson south,,,Memphis,bernita,2756025.0,Western Union,,,,V6d 1u5,4.0
51.0,0.0,Ber239,M,Berndt,United States of America,810.0,1-442-133-8200,425307.0,VA,15079 DECATUR RUE,O,f,Fayetteville,Karmen,1833112.0,Family Insurance Group,1.0,,,93782,
74.0,8.0,lab240,D,labranche,United States of America,686.0,1-607-062-8891,304909.0,TX,10424 mitchell street,O,,Lansing,Rio,698884.0,Advance Auto Parts,2.0,,F,90252,2.0
100.0,0.0,VRE241,M,VREUGDENHIL,Canada,389.0,,231226.0,CO,14195 VERDE PARK,R,m,Atlanta,ISABELLE,3287261.0,J.P. Morgan Chase & Co.,2.0,,X,85759,0.0
,,GOO242,M,GOODINSON,United States of America,761.0,1-141-622-5196,219026.0,GA,10608 bissonnet road,U,F,Gary,Micro,3337290.0,Fidelity National Financial,0.0,,,M5g 1x8,0.0
28.0,4.0,cha243,D,chaput,United States of America,589.0,1-500-101-2792,414993.0,NE,11237 balmoral way,O,,Atlanta,maribel,2963197.0,Toro,1.0,,S,78746,0.0
18.0,1.0,TAM244,M,TAMARELLI,United States of America,492.0,1-655-973-7192,24837.0,NC,15621 yaupon lower,O,F,Dawson City,NADYA,1487009.0,Mueller Water Products,0.0,,W,H2f 1z1,0.0
77.0,10.0,CUM245,D,CUMPSTON,United States of America,442.0,1-972-039-2576,200645.0,OK,12387 SAUNDERS WEST,U,M,Mobile,Darrell,3177428.0,Energy Future Holdings,5.0,Suite 463,,77288,2.0
14.0,8.0,SIM246,S,SIMONOVICH,United States of America,649.0,1-764-148-5233,22605.0,MO,6156 holmes court,O,,Santa Clarita,Hoy,1886280.0,Weis Markets,3.0,,E,35277,4.0
23.0,8.0,Est247,U,Estes,United States of America,337.0,1-399-618-9069,,AR,17521 REILLY STREET,O,,Chicago,shana,1853087.0,MasterCard,0.0,,,36134,0.0
1.0,8.0,han248,D,haney,United States of America,572.0,1-628-481-6657,389524.0,MT,20093 canterbury way,R,F,Nashua,HQ,195847.0,Oracle,,,P,V6t 1u3,4.0
58.0,0.0,Pee249,M,Peers,United States of America,666.0,1-085-050-1119,232945.0,Newfoundland,11930 alabama south,U,,West Covina,Co,3727580.0,Mutual of America Life,3.0,,Y,99597,4.0
98.0,4.0,bli250,D,blidy,United States of America,567.0,1-993-284-6634,390626.0,OR,22780 terrace lower,O,M,Mesa,Beb,2993662.0,JetBlue Airways,3.0,,T,V6N 1V1,2.0
76.0,5.0,Lea251,,Leavell,United States of America,574.0,1-395-464-9156,286207.0,NM,6481 century lane,O,,El Paso,Sherrill,2886788.0,Western Refining,3.0,,,T6d 1h7,5.0
59.0,2.0,Wil252,S,Willhoff,United States of America,498.0,1-811-547-9696,391468.0,FL,11293 rice avenue,,F,Victoria,takehiko,3672610.0,Western Refining,0.0,,U,M7o 1c5,5.0
81.0,9.0,kom253,U,komenda,Canada,836.0,,171326.0,MS,9828 WEST EAST,R,f,Hayward,FLOSSIE,3245637.0,Bristol-Myers Squibb,2.0,,,M2q 1e8,5.0
31.0,8.0,Wel254,M,Welsford,United States of America,759.0,1-648-501-2866,294972.0,Saskatchewan,10369 gemini way,,,Oshawa,Chryste,959636.0,AutoNation,3.0,,,64172,2.0
1.0,6.0,Lac255,S,Lacombe,United States of America,563.0,1-332-974-4753,131039.0,NE,23445 GATES WAY,O,,Hamilton,Sheelagh,1037702.0,Boeing,5.0,,,85265,3.0
28.0,8.0,Hon256,S,Honda,United States of America,313.0,1-217-048-6379,480287.0,TN,2160 WEIZMANN DRIVE,U,f,Oklahoma City,DICKENS,69141.0,Advanced Micro Devices,5.0,,,h5k 1p8,1.0
36.0,6.0,Con257,M,Conley,United States of America,771.0,,276404.0,OR,16716 fresco road,O,,Portland,Maury,2818725.0,Unitrin,4.0,,,M2P 1F6,0.0
47.0,1.0,han258,S,handley,United States of America,717.0,1-246-119-5490,435481.0,ID,17068 simpson road,O,,Macon,Dorothy,3153373.0,Liberty Media,5.0,,,V6U 1U9,0.0
77.0,2.0,WOJ259,D,WOJTECKI,United States of America,355.0,,,WV,23276 dillbeck upper,O,,Yellow Knife,CHICKIE,616608.0,Jarden,4.0,,,V6F 1W7,4.0
91.0,10.0,Ami260,U,Amini,United States of America,383.0,1-347-479-6259,499891.0,MI,24268 hayden west,O,f,Santa Rosa,Lavinia,1014586.0,Cincinnati Financial,4.0,,P,92711,4.0
46.0,1.0,Mo261,S,Mo,United States of America,579.0,1-881-547-3819,394640.0,AL,2682 LUMBER PARK,O,f,Fort Wayne,Kristine,1679903.0,Steel Dynamics,5.0,,A,60779,5.0
36.0,5.0,BUR262,M,BUREK,Canada,324.0,1-155-847-4022,359040.0,TN,4129 crestline avenue,O,,Inglewood,tobi,1062919.0,OGE Energy,3.0,,,90790,4.0
18.0,0.0,Kos263,M,Kosten,United States of America,752.0,1-946-987-5835,429949.0,Manitoba,18257 mahonia west,R,m,London,Frederica,3684297.0,Hartford Financial Services,2.0,,X,80908,5.0
27.0,2.0,Bor264,D,Borel,Canada,723.0,,333500.0,CO,19050 cordoba upper,O,m,Waterbury,Cayla,1805618.0,Penske Automotive Group,2.0,,,74129,5.0
79.0,1.0,LAR265,S,LARCHE,United States of America,349.0,,480399.0,OR,1121 greene park,U,,Salem,BRIAN,1852935.0,Amkor Technology,,,K,M9e 1u6,2.0
72.0,4.0,BOU266,W,BOURDEAU,United States of America,643.0,1-551-913-3853,73398.0,CO,13762 silver sage way,O,,Dayton,ROCH,1528702.0,Psychiatric Solutions,5.0,,,93663,2.0
26.0,0.0,Pan267,W,Panter,United States of America,390.0,1-666-863-1257,,NC,22629 bagby east,O,,Frederick,Charly,178411.0,Calpine,0.0,,,84119,3.0
31.0,7.0,Wal268,U,Walbridge,United States of America,801.0,1-938-871-9739,446105.0,Alberta,13296 wayside boulevard,O,m,Thousand Oaks,joli,2245432.0,Saks,4.0,,,82602,4.0
2.0,2.0,Mue269,S,Muehle,Canada,741.0,1-333-561-7008,128126.0,VT,9824 OLYMPIA STREET,O,M,Escondido,Kasper,3058077.0,BE Aerospace,4.0,,,94429,0.0
81.0,8.0,Zub270,D,Zubans,Canada,821.0,1-514-023-2587,371101.0,VT,6907 ferncliff crescent,O,,Independence,Joo-geok,723251.0,Exterran Holdings,1.0,Apt. 986,,H2A 1V4,2.0
69.0,5.0,Sei271,M,Seidman,United States of America,830.0,1-027-811-2670,263066.0,SC,24573 lyons avenue,O,,Corpus Christi,Winona,3755553.0,Penn National Gaming,,,D,40511,3.0
69.0,,Cav272,M,Cavasin,United States of America,441.0,1-475-590-2337,,SD,15407 fillmore north,R,F,Santa Rosa,king-haut,757755.0,PetSmart,1.0,,,M5b 1y9,0.0
80.0,2.0,Har273,D,Hartell,United States of America,484.0,1-214-794-0930,453776.0,New Brunswick,850 leon lower,R,F,Burlington,DARLENE,3610784.0,First Data,1.0,,,E7N 1P6,3.0
14.0,8.0,Nau274,,Naugle,United States of America,653.0,1-988-429-0103,494609.0,Manitoba,14635 greene rue,O,M,Overland Park,Deana,2994154.0,Liz Claiborne,5.0,,R,h5k 1o7,4.0
39.0,7.0,Ste275,D,Stegman,Canada,727.0,1-143-517-2347,233618.0,NJ,21034 windchime lower,R,,Huntsville,Laurette,612241.0,Alcoa,2.0,,,95203,0.0
0.0,0.0,Cho276,U,Choo-kang,United States of America,535.0,1-709-720-3248,,TX,15868 dewdrop park,O,m,Berkeley,Renell,1352198.0,Perini,,,D,23513,1.0
59.0,9.0,Lux277,W,Luxford,United States of America,320.0,1-314-831-7578,154521.0,MD,10232 oak hill west,R,f,Casper,Meriann,2534935.0,Hudson City Bancorp,4.0,,R,T5c 1j1,5.0
60.0,1.0,Far278,W,Farnsworth,United States of America,775.0,1-342-101-7385,438162.0,WV,950 WILLS WEST,O,F,Toledo,KATALIN,3189762.0,Sigma-Aldrich,4.0,,,V6z 1q9,4.0
4.0,,Shi279,M,Shinjo,United States of America,606.0,1-419-495-9429,352602.0,OH,23223 WOODLAWN UPPER,O,F,Cheyenne,Gayel,447872.0,Plains Exploration,4.0,,,73121,3.0
74.0,5.0,Pip280,S,Piperni,United States of America,,1-992-551-4676,194788.0,NH,23208 porter crescent,O,f,Fresno,Lourdes,3207012.0,W.R. Berkley,2.0,,P,75267,4.0
