prospect_AgeID,prospect_NuCrCa,prospect_AddrL2,prospect_CreRat,prospect_Pho,prospect_A,prospect_MidIni,prospect_AddrL1,prospect_St,prospect_NuChi,prospect_PosCo,prospect_In,prospect_NumC,prospect_MariSta,prospect_OwORF,prospect_Em,prospect_NeWor
wcq7600,7.0,MIMWGPPF,597.0,1-328-944-9786,31.0,A,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,MA,2.0,LNZZPGOTEG,459767.0,0.0,S,O,Covance,379282.0
Klc7601,4.0,Xpannac,603.0,1-899-864-9421,64.0,,RSSNUTWWLOKIHRRTPEAFTLBF,Alberta,2.0,YINOHET,106459.0,2.0,M,R,Interactive Brokers Group,3271265.0
Jrd7602,5.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,662.0,1-877-997-8896,38.0,,Sachwqwddeyfxvagihsjxtcsibaejb,AR,1.0,ddgkyv,51021.0,,D,U,SkyWest,1530364.0
GDQ7603,0.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,838.0,1-750-900-0823,47.0,,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,VA,4.0,Seiksuhglhj,494931.0,2.0,W,R,Best Buy,3731860.0
fnm7604,9.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,791.0,,,,Sbutxmtwkb,OR,2.0,Ytgghhaxc,429859.0,5.0,M,O,Sears Holdings,2488858.0
Ymu7605,7.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,692.0,1-347-704-7823,76.0,e,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,ID,4.0,Ajlcdadx,,1.0,S,O,Frontier Oil,2301347.0
Pxj7606,8.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,673.0,1-228-976-2888,60.0,R,mnkidgiyajigobghpnkdvauwiubpjb,IA,3.0,Daivf,464086.0,0.0,W,O,Automatic Data Processing,1736571.0
Rsd7607,7.0,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,331.0,,73.0,M,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,TN,,xrquzcptycg,207651.0,3.0,U,O,,2399483.0
Qqh7608,2.0,BPPKDY,744.0,1-760-429-1328,37.0,,Fmrydeogisvvtrpsfonolelpnqcbkrr,Nova Scotia,,shigmwk,260418.0,4.0,U,O,Comerica,2982744.0
udq7609,6.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,446.0,1-253-879-8833,50.0,Q,Xhggtfwyslxvgeiuzjfxewcsweefq,Ontario,1.0,enehob,,5.0,M,U,Baldor Electric,1611011.0
Ghl7610,0.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,,1-401-256-3483,0.0,M,,MD,4.0,RNLAKRXSPA,316963.0,0.0,M,O,Commercial Metals,2999167.0
mtk7611,,Xuqmcmxaigbk,,1-175-910-8245,,,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,AR,,Hlezt,84046.0,5.0,W,O,,
QIY7612,9.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,723.0,1-565-191-3419,,,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,Saskatchewan,3.0,Iyqmkpcjx,368990.0,0.0,M,O,Molina Healthcare,3307491.0
Ohz7613,2.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,348.0,1-921-688-5401,81.0,,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,OH,0.0,klgnkcaedht,124382.0,2.0,S,O,Plains All American Pipeline,2057260.0
djg7614,,EECYCMJAJGNQBRSKW,666.0,1-925-155-0170,52.0,,Gvdteormavfflajkedaclod,VA,0.0,Jsombikj,9263.0,2.0,M,O,Agilent Technologies,53179.0
Iad7615,3.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,,1-185-691-2951,68.0,,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,ID,4.0,Xtckbvng,334181.0,2.0,M,U,AutoZone,690086.0
EMG7616,8.0,hgandkyzsnb,844.0,1-067-518-3854,,H,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,WI,1.0,YPUWSVRD,314001.0,0.0,M,R,,2025465.0
Hjn7617,8.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,766.0,1-188-554-1671,36.0,,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,MS,4.0,Ifxvsnt,168309.0,1.0,M,O,Universal Health Services,695307.0
CYP7618,10.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,521.0,1-168-215-2223,31.0,D,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,OK,4.0,EAOJPQVWBNZ,322765.0,2.0,M,O,Time Warner,3238398.0
KPN7619,7.0,QTWXYHMLBYQ,306.0,1-228-022-3056,55.0,h,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,GA,5.0,fhirgl,311253.0,1.0,W,O,Sealed Air,1213578.0
Vbi7620,9.0,SDEAIMDWRSKXTFCPHWF,411.0,1-926-766-1124,66.0,x,Blsmawjjdmdamrhqyqgzmbkfa,TN,5.0,Lahfziy,140296.0,5.0,W,R,Sprint Nextel,103708.0
ehb7621,3.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,,1-538-797-1948,22.0,,Stofpzwyhkpmuq,SC,5.0,tofdjef,439984.0,1.0,M,O,,1086081.0
TMQ7622,8.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,702.0,1-627-234-0841,51.0,C,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,AR,0.0,rckzx,454011.0,5.0,U,O,Quiksilver,1349626.0
Lsb7623,1.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,842.0,1-876-492-0782,26.0,y,,MT,5.0,MMLJKBGXD,191541.0,1.0,S,R,Valspar,1083092.0
Dpz7624,0.0,Lhwkvadxwcjobcggyuighvqlcm,528.0,1-436-946-7319,100.0,u,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,WY,1.0,banusio,,2.0,U,R,Timken,1662799.0
Zuj7625,5.0,,300.0,1-281-780-2897,13.0,,cnckvldjedzgdqhy,WY,3.0,Safkd,,3.0,W,R,,3548540.0
Jqk7626,7.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,752.0,1-421-286-4139,11.0,,,WV,1.0,DHTLWJDXLRW,269215.0,2.0,S,O,Occidental Petroleum,881414.0
ijb7627,0.0,Alukohji,303.0,1-908-354-2709,62.0,,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,CA,4.0,RORIUHK,193126.0,0.0,M,O,,1712200.0
NMO7628,10.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,418.0,1-466-560-2530,13.0,U,qehomraquwxrkb,Alberta,5.0,bxgwhohh,462618.0,3.0,M,O,Massey Energy,847446.0
Tef7629,4.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,667.0,1-578-686-8082,23.0,,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,New Brunswick,3.0,SRARKMXOD,212026.0,3.0,W,O,Weyerhaeuser,344294.0
Sdj7630,7.0,Kxxipkohacffav,441.0,1-166-077-1436,51.0,Z,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,British Columbia,4.0,hwugfvlttol,371024.0,1.0,D,U,National Fuel Gas,1534879.0
Pbr7631,0.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,471.0,1-535-320-1881,2.0,,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,DE,2.0,zgsllav,235810.0,3.0,U,O,Pep Boys,3897101.0
Ice7632,9.0,onxyyslcmbyxpfjuykowqpwqi,701.0,1-633-495-6478,,,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,CT,,Mszwfhpj,347270.0,2.0,W,O,Neiman Marcus,3064442.0
ZWG7633,1.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,323.0,1-398-680-0278,82.0,,TAIWTM,Quebec,2.0,Yqfxb,399212.0,5.0,D,R,BlackRock,2016524.0
Evw7634,10.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,846.0,1-185-976-7770,94.0,,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,NJ,5.0,ypmuep,439561.0,4.0,M,O,McGraw-Hill,37745.0
Lhl7635,8.0,Krdmgygwnziumjdtybwyw,850.0,1-490-238-8219,16.0,c,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,MN,4.0,Xthtecuu,29980.0,3.0,M,O,Family Dollar Stores,503752.0
LYB7636,,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,,1-891-741-2112,43.0,N,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,NE,5.0,Xjzpdio,28693.0,2.0,M,U,Teleflex,2115180.0
Ijb7637,3.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,564.0,1-849-918-0984,76.0,x,Phqspowfoiqmszxy,VA,2.0,Rgthehdvvlh,106794.0,1.0,M,O,,839222.0
Zhf7638,4.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,558.0,1-426-168-3142,0.0,,XDPEFDQIMFNMCO,PA,5.0,ysexit,340598.0,3.0,S,O,Imation,1851334.0
PYU7639,0.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy,417.0,1-757-910-8931,33.0,r,FSSAAXLAMAPBOMTNUFG,WV,,Wscgcsbwlzj,490597.0,1.0,U,O,PPL,1348251.0
Iku7640,6.0,,487.0,1-468-325-0119,62.0,F,AKWOIATLDDKU,WY,2.0,AUQJTIMK,499685.0,2.0,U,O,Smithfield Foods,2722392.0
HBZ7641,9.0,Bnbfbxvqxtngv,639.0,1-383-310-7894,8.0,,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,MN,0.0,Weqnwrwrbcgx,62285.0,2.0,M,O,Macy's,1785161.0
Pco7642,3.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,625.0,1-353-727-2029,4.0,,VANVGDDSYEK,VT,5.0,facqrtjqjmd,320885.0,5.0,U,O,Torchmark,2823578.0
Ybv7643,1.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,,1-028-849-5461,39.0,,TVTDULLNHUZPDNEEKSXEGPXDNE,WV,3.0,OCNCREZ,184669.0,5.0,D,O,Herman Miller,2123972.0
Rim7644,3.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,,1-480-785-4021,90.0,F,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,IN,0.0,JXOGSVJ,126989.0,0.0,S,R,Kindred Healthcare,112782.0
gnf7645,3.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,460.0,1-443-132-4138,7.0,,HWAWSSEUGGKEXQDESYXFHWZ,MS,4.0,Iqtso,48144.0,1.0,M,,Arch Coal,248311.0
Wxp7646,8.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,793.0,1-143-020-1234,95.0,C,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,CO,4.0,Uxgvbwop,377787.0,5.0,,O,Whirlpool,3719851.0
Dxh7647,8.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,821.0,1-475-304-3486,59.0,N,,PA,5.0,Ovsiu,323782.0,5.0,U,O,Arrow Electronics,1920385.0
Aqo7648,6.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,,1-677-882-6792,13.0,,NASLRGJGXPDOGNJSHNLNGBCXJVO,DE,2.0,Frqdqbs,31880.0,3.0,S,O,Rock-Tenn,576903.0
fen7649,8.0,Eymghd,643.0,1-151-067-7411,58.0,s,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,Prince Edward Island,3.0,waiitdv,390190.0,5.0,D,O,R.H. Donnelley,1855037.0
CMQ7650,2.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,817.0,1-645-553-4591,67.0,,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,TN,1.0,Vlmzifrfolfs,413821.0,4.0,U,O,Pall,2954046.0
Yhb7651,10.0,Vqdxskijczxliokh,702.0,1-670-793-5351,68.0,,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,CA,2.0,DKXNSUJQRKGM,301451.0,1.0,,O,Burlington Coat Factory,952096.0
mbw7652,2.0,Fclwsu,409.0,1-049-843-6473,17.0,L,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,TN,0.0,Vzvadviukgid,5888.0,1.0,D,O,Forest Laboratories,3382998.0
xas7653,6.0,HEAVOVI,617.0,1-739-185-6579,44.0,Y,Gicehrtxtlvwiewgl,FL,2.0,Jjtgz,254404.0,2.0,,O,Moody's,3772196.0
MKM7654,5.0,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,,1-215-295-5893,16.0,,cveuptzbcwxicceqqmqsqgfvhykw,TN,0.0,TMWLE,290984.0,3.0,M,O,Fidelity National Financial,3180080.0
Jgi7655,,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,756.0,,27.0,,Kqosfw,OR,5.0,Lfmjqz,441847.0,5.0,M,O,Amphenol,3971412.0
Mwv7656,5.0,Qyixsrnjoebdnlfllhogyogxucqdulld,484.0,1-515-341-8405,59.0,,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,ME,4.0,bserucmdlez,373240.0,2.0,D,R,Int. Business Machines,1488210.0
YOY7657,9.0,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,589.0,1-249-978-7278,8.0,,Gqvfapurdsetypjkkcceahfodyn,SC,4.0,Nobgu,461444.0,1.0,S,O,Int. Flavors & Fragrances,2621373.0
Gja7658,0.0,Ukwllcghntgqugnsgvuipavrllepqrfbbf,380.0,1-471-716-6210,98.0,,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,Ontario,4.0,Mynrhpyte,255072.0,1.0,S,O,Gilead Sciences,1021949.0
rcx7659,10.0,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,541.0,,35.0,E,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,GA,1.0,aqobdfbeu,255019.0,1.0,S,R,United Rentals,2444319.0
IPA7660,7.0,BPENSONZGIJMQPDRWDCT,474.0,1-982-617-1421,57.0,V,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,VA,,jecwnfavowiu,330718.0,1.0,M,,Convergys,362567.0
rbj7661,4.0,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,685.0,1-068-568-6056,69.0,b,WSKYHRCGGHSPINYLUNNDCJPV,KY,1.0,Nmemytq,245130.0,2.0,,O,Mueller Water Products,462234.0
ebw7662,10.0,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,363.0,,33.0,U,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,SC,3.0,Vqvleqweftl,19691.0,4.0,M,R,Shaw Group,3936622.0
SQY7663,9.0,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,605.0,1-772-155-4468,33.0,,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,NC,1.0,ABCSQOCHEHK,13490.0,1.0,M,O,Energy Future Holdings,2116904.0
nqw7664,6.0,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,394.0,1-551-833-6226,1.0,i,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,KS,4.0,NOQIRAGYH,90333.0,4.0,W,,PHH,63883.0
Fyz7665,6.0,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,812.0,1-894-068-7775,19.0,,uezrarapf,MO,2.0,Yqqldbrjvcqq,210200.0,0.0,U,R,Simon Property Group,2747738.0
Hds7666,3.0,Jtiwqtllu,688.0,,63.0,J,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,OK,3.0,BSICQKYPBDT,195318.0,3.0,M,R,World Fuel Services,938329.0
ksz7667,9.0,,808.0,1-942-682-4165,27.0,s,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,LA,5.0,enurwe,486627.0,5.0,M,O,Andersons,976093.0
Wzm7668,1.0,Vwhjqdpbsxgifvj,492.0,,12.0,,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,Saskatchewan,4.0,Qslfupidrch,142918.0,,,O,L-3 Communications,2031908.0
Xna7669,6.0,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,734.0,1-316-836-0322,26.0,N,xznxzmzinjddcepuvomccimcwdxo,KY,3.0,VEKXFJRNX,243364.0,4.0,D,O,CACI International,660066.0
ugr7670,7.0,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,579.0,1-746-466-6593,2.0,,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,NH,5.0,Dbkoxqpx,208343.0,1.0,M,O,M&T Bank Corp.,2777991.0
Qao7671,10.0,Oivxztihdxtiymll,410.0,1-306-508-0916,34.0,a,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,NM,4.0,HPYTPNH,26787.0,0.0,M,U,Family Dollar Stores,3148815.0
MXH7672,7.0,GRBTZCPWVAXIEDLFBP,743.0,1-049-405-9872,86.0,G,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,NE,4.0,rxcbiltuvzyh,190609.0,0.0,D,O,Medco Health Solutions,3714775.0
KQU7673,9.0,yrwbeeazafrlhgevuujdmoayhrrtit,431.0,1-539-901-1797,47.0,J,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,New Brunswick,,jfrawlwjssge,,1.0,M,O,Crosstex Energy,2203195.0
bxn7674,4.0,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,805.0,1-976-507-8347,73.0,,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,MD,0.0,PGIUBMUAR,,0.0,M,O,Reynolds American,3708645.0
Opu7675,9.0,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,688.0,1-902-376-9596,83.0,,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,WV,0.0,rgqwzxsvza,453308.0,1.0,U,O,PolyOne,2954852.0
Ceo7676,1.0,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,483.0,1-532-161-3458,99.0,,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,MA,,qnxfnq,251108.0,1.0,D,O,"Toys ""R"" Us",2421534.0
DZH7677,7.0,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,844.0,1-943-745-8094,49.0,,Gjftxakuhgilmoatmibqcnbbrmq,MT,0.0,lfjtpka,128853.0,0.0,U,O,Sonoco Products,941243.0
Ocd7678,5.0,Cdfhriutpkdafvnqaknxfagsycyedqxsyrtsazbklpawywxjscoudkhdxwwzojcskidtubekfgfh,436.0,1-162-078-3859,96.0,,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,NM,3.0,pyeiwbftpsck,486933.0,3.0,M,O,Newfield Exploration,3133101.0
Uyj7679,3.0,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,336.0,1-881-265-1012,12.0,,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,TN,2.0,Enncjsox,306545.0,5.0,D,U,IAC/InterActiveCorp,2070834.0
mhz7680,1.0,frxttcqtwmvcozbcgkzuhtqlxixybzxntwbuywlcvboycczpyxcp,688.0,1-781-682-4447,75.0,P,Rqhzrjcuikufwfbplxmtpeqb,PA,1.0,Lnprrdeegs,7682.0,1.0,S,O,MGIC Investment,2617194.0
Sft7681,9.0,hkoyjtywhpdhr,581.0,1-716-288-6722,29.0,,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,NC,0.0,PXRXKFTOX,280763.0,3.0,U,O,American International Group,2752340.0
gza7682,6.0,Mcukytevbntbtojyvvwfhtehrjkmqxqkainho,670.0,1-407-712-3659,4.0,,Jbvoghxtacvunglpdzjhatiusxn,CO,2.0,Osanin,296945.0,1.0,,R,Health Net,2611991.0
Rem7683,5.0,Upjgbbciatadkkxsnnqbhrckqcwhvmrnixiwvfosomwpzipmndogviptcaejebeyto,671.0,1-747-143-2305,100.0,,Pyoruxpsl,TX,0.0,WWWMNN,176399.0,0.0,U,O,Mueller Industries,3965576.0
cko7684,10.0,Jfwccnzmfbvapnjdqjthwagblnpiorcwdgqdewyr,352.0,1-522-074-1862,45.0,b,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,IN,4.0,tsqtfhsh,97252.0,3.0,U,U,American National Insurance,3550405.0
RLN7685,10.0,rjxzamoqpqhaaaxieysyexzcjsydrkljzlwqrahuyziejjjlrowthbvdeiyznzoauevkfgcwwdf,317.0,1-867-195-7669,63.0,,XRPHDPOQURZXVFLADMA,VA,2.0,zwyuac,320588.0,3.0,S,O,Morgan Stanley,1566093.0
Qjl7686,6.0,Vcuqoxpqiagdsjlrlqdhdbwfvdyyehvbhxotjyaehcjzdxigaiwokkreeir,809.0,1-272-128-3403,35.0,R,iqnzhrksgftjekxfljogmqkrbpkstk,WV,2.0,Gzgsvt,18284.0,4.0,,R,Halliburton,1944507.0
YNL7687,5.0,Lzqpctubshjhbonplyvbkpvwaiklmxnoxbvdthmysxujjhrsjhtpiqcgvewteibauxmteqkccfjetjcr,704.0,1-174-194-8365,61.0,w,Jbmoxkiflceta,VT,2.0,Shirfkrfppb,,0.0,S,,MGIC Investment,3250645.0
qpi7688,2.0,dbbiipgceoxrelirr,411.0,1-067-296-1708,43.0,E,Wgfjqmnbm,AZ,,hwxcimvf,80228.0,1.0,S,O,United Services Automobile,2806218.0
Xxi7689,4.0,lwkuslewwpqlmqtkxlfnaaloqcougorfnnscaqzzobrargrnzztbcocqahhkqqf,431.0,1-688-092-7664,98.0,C,,NY,3.0,xqkaxa,39672.0,,U,O,Spartan Stores,2826399.0
axi7690,4.0,Whwhamkhcfwxwwdzlfcnrqajwcfczohlpahjoykdulkwozthxvs,362.0,1-784-445-0301,84.0,,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,NE,3.0,cjeriaaeunmp,225036.0,3.0,M,O,Moog,91147.0
Wqd7691,4.0,Ydjnahnxjekwwvlbedwtqekyuhomxxrwyjdcurodxdrpbqyicvnycoz,532.0,1-773-485-4247,,,raecjdlfwcwnaaeqeomxmuemrg,SC,3.0,Mhhqranm,224427.0,2.0,M,R,Century Aluminum,1036928.0
jur7692,3.0,Aphldmruwmbvrajtjkcnjadcaadjovfmwhcu,442.0,1-528-873-2585,18.0,g,Deamomjpzxjzhfugk,New Brunswick,4.0,Ztrxdxr,123153.0,5.0,U,O,Hayes Lemmerz,2406965.0
NBX7693,10.0,qroliyuwlwkuquhoobibbvfubyjkpbqxuszyintthawnjjmrll,677.0,1-952-933-5053,14.0,t,Aktcqktdiehyacjhlqknwg,KY,1.0,BVMLYNHCFOY,,2.0,S,O,EOG Resources,3588199.0
Naf7694,8.0,Gygrsb,565.0,1-882-237-0765,22.0,,Xasjqyptachbyjrnjvfvznkcwdxmpo,British Columbia,2.0,RBVXNHWO,353487.0,4.0,M,O,Dresser-Rand Group,
bzc7695,5.0,Yiaduiiz,365.0,1-762-453-2464,7.0,,,WA,1.0,Wfmsguhdyyo,145794.0,3.0,M,R,Sealed Air,2896930.0
Pmo7696,5.0,Fudfpqtgptlrxzduhykgxruxmidsscscoxfjnhnmdatvmkeldfqaqyarmbiicwnkzenypfzwsurnn,406.0,1-129-593-2017,97.0,,Nzckdxwdktbsqcaurk,AK,5.0,Mcxklhj,142515.0,3.0,W,O,Blockbuster,312676.0
goh7697,3.0,AKNKOVOODFQXYTMPKDDTGBXOVJMTLKQQLIZPTOKLZUVJGUZVADSDVAOIHDTP,774.0,1-779-145-2680,49.0,z,Svabwvthdbgivhnelxqvrhqvvgy,MN,5.0,Lypuhgeezbgp,414775.0,0.0,U,,Owens Corning,16279.0
Jfb7698,7.0,NXFOMKMOB,718.0,1-770-255-3860,25.0,I,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,RI,5.0,TRKCEX,125271.0,2.0,S,R,Robert Half International,1536113.0
Hao7699,2.0,Qadpqpabca,588.0,1-336-236-0201,99.0,,Unyjafcdzuerth,British Columbia,,Kihzeilpneap,,4.0,M,R,Wesco International,184474.0
Dwo7700,5.0,IVLIDMMKUPBUAMMTZKKODCMSJIQFPAGHZSCIITYLLMSFTLFFGFLMGYPUMES,764.0,1-185-085-5742,44.0,O,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,SD,5.0,pylzfutqftt,93761.0,1.0,M,O,Dana Holding,2971869.0
