AgencyID,FirstName,Age,MiddleInitial,MaritalStatus,NumberCreditCards,NumberChildren,OwnOrRentFlag,LastName,CreditRating,NumberCars,Gender,AddressLine1,AddressLine2,PostalCode,City
Mcb217,FARID,31.0,S,W,10.0,1.0,O,Mcbeth,642.0,5.0,M,18833 3rd park,,06603,Anaheim
Jal218,jyoti,1.0,B,M,1.0,0.0,O,Jalaie,,1.0,M,19394 canoas west,apt. 3,28247,Huntington Beach
vem219,Jandy,57.0,,S,,0.0,R,vempati,554.0,3.0,,9941 ROYALTON DRIVE,,h7g 1u9,Naperville
BAR220,VO,10.0,D,U,6.0,0.0,U,BARNICKEL,733.0,1.0,,10177 pecos crescent,,90831,Iqaluit
PES221,Kien,74.0,U,M,10.0,4.0,O,PESOLD,345.0,2.0,M,20823 WEST CHAPEL AVENUE,,M4j 1o7,Winnipeg
Sha222,Tybi,28.0,,M,6.0,0.0,R,Shaughnessy,644.0,2.0,F,13483 ROCKDALE DRIVE,,77288,St. Petersburg
Sch223,Nhien,96.0,J,S,3.0,0.0,U,Schmeing,564.0,3.0,M,9645 HAYDEN BOULEVARD,,77117,Waterbury
Mat224,Florance,42.0,L,M,10.0,3.0,O,Materna,465.0,1.0,,6066 fillmore lower,,45263,Lubbock
JAI225,Ros,64.0,,D,8.0,4.0,O,JAIN,652.0,,,293 conier avenue,,v6g 1p4,London
KAR226,Genevieve,,,M,6.0,4.0,O,KARNAZES,714.0,5.0,,7000 ansley lane,,72247,Des Moines
gus227,EMILIO,49.0,,M,10.0,4.0,R,gustafson,383.0,5.0,,13635 jarvis south,APT. 587,E7n 1j9,Madison
Ann228,JANEEN,81.0,K,,7.0,5.0,O,Annas,336.0,,,17362 COFFEY UPPER,,45272,Scottsdale
lab229,cathrin,57.0,R,,9.0,2.0,O,labenek,626.0,0.0,,12279 trafalgar crescent,,x7j 1q2,Mount Pearl
fli230,kirstin,42.0,M,S,0.0,0.0,U,flindall,549.0,3.0,f,24717 MIDLAND LANE,,80952,Iqaluit
sat231,giles,30.0,,U,0.0,4.0,O,satkunaseelan,492.0,5.0,,11493 worley park,,38157,Moreno Valley
tho232,Ted,56.0,I,M,0.0,4.0,O,thornley,327.0,2.0,,6492 HAMMOND AVENUE,,06703,Naperville
CRI233,hayden,3.0,L,S,10.0,3.0,O,CRIPPS,545.0,3.0,m,8954 bagby north,,v6u 1r8,Norfolk
Gas234,Gail,53.0,V,M,0.0,0.0,O,Gascon,571.0,1.0,M,11622 josey south,,28231,Louisville
Cha235,las,67.0,,W,7.0,2.0,O,Chavers,423.0,0.0,f,11538 collinwood avenue,,63107,Akron
Net236,Noelyn,94.0,,,4.0,0.0,O,Nettles,655.0,1.0,,20913 vickers boulevard,,H2g 1w7,Whitehorse
WOO237,izak,37.0,,M,0.0,5.0,O,WOODROW,488.0,0.0,m,22274 VICKERY CRESCENT,,55416,Salem
val238,bernita,75.0,,M,6.0,,,valerien,352.0,4.0,,881 vance jackson south,,V6d 1u5,Memphis
Ber239,Karmen,51.0,,M,0.0,1.0,O,Berndt,810.0,,f,15079 DECATUR RUE,,93782,Fayetteville
lab240,Rio,74.0,F,D,8.0,2.0,O,labranche,686.0,2.0,,10424 mitchell street,,90252,Lansing
VRE241,ISABELLE,100.0,X,M,0.0,2.0,R,VREUGDENHIL,389.0,0.0,m,14195 VERDE PARK,,85759,Atlanta
GOO242,Micro,,,M,,0.0,U,GOODINSON,761.0,0.0,F,10608 bissonnet road,,M5g 1x8,Gary
cha243,maribel,28.0,S,D,4.0,1.0,O,chaput,589.0,0.0,,11237 balmoral way,,78746,Atlanta
TAM244,NADYA,18.0,W,M,1.0,0.0,O,TAMARELLI,492.0,0.0,F,15621 yaupon lower,,H2f 1z1,Dawson City
CUM245,Darrell,77.0,,D,10.0,5.0,U,CUMPSTON,442.0,2.0,M,12387 SAUNDERS WEST,Suite 463,77288,Mobile
SIM246,Hoy,14.0,E,S,8.0,3.0,O,SIMONOVICH,649.0,4.0,,6156 holmes court,,35277,Santa Clarita
Est247,shana,23.0,,U,8.0,0.0,O,Estes,337.0,0.0,,17521 REILLY STREET,,36134,Chicago
han248,HQ,1.0,P,D,8.0,,R,haney,572.0,4.0,F,20093 canterbury way,,V6t 1u3,Nashua
Pee249,Co,58.0,Y,M,0.0,3.0,U,Peers,666.0,4.0,,11930 alabama south,,99597,West Covina
bli250,Beb,98.0,T,D,4.0,3.0,O,blidy,567.0,2.0,M,22780 terrace lower,,V6N 1V1,Mesa
Lea251,Sherrill,76.0,,,5.0,3.0,O,Leavell,574.0,5.0,,6481 century lane,,T6d 1h7,El Paso
Wil252,takehiko,59.0,U,S,2.0,0.0,,Willhoff,498.0,5.0,F,11293 rice avenue,,M7o 1c5,Victoria
kom253,FLOSSIE,81.0,,U,9.0,2.0,R,komenda,836.0,5.0,f,9828 WEST EAST,,M2q 1e8,Hayward
Wel254,Chryste,31.0,,M,8.0,3.0,,Welsford,759.0,2.0,,10369 gemini way,,64172,Oshawa
Lac255,Sheelagh,1.0,,S,6.0,5.0,O,Lacombe,563.0,3.0,,23445 GATES WAY,,85265,Hamilton
Hon256,DICKENS,28.0,,S,8.0,5.0,U,Honda,313.0,1.0,f,2160 WEIZMANN DRIVE,,h5k 1p8,Oklahoma City
Con257,Maury,36.0,,M,6.0,4.0,O,Conley,771.0,0.0,,16716 fresco road,,M2P 1F6,Portland
han258,Dorothy,47.0,,S,1.0,5.0,O,handley,717.0,0.0,,17068 simpson road,,V6U 1U9,Macon
WOJ259,CHICKIE,77.0,,D,2.0,4.0,O,WOJTECKI,355.0,4.0,,23276 dillbeck upper,,V6F 1W7,Yellow Knife
Ami260,Lavinia,91.0,P,U,10.0,4.0,O,Amini,383.0,4.0,f,24268 hayden west,,92711,Santa Rosa
Mo261,Kristine,46.0,A,S,1.0,5.0,O,Mo,579.0,5.0,f,2682 LUMBER PARK,,60779,Fort Wayne
BUR262,tobi,36.0,,M,5.0,3.0,O,BUREK,324.0,4.0,,4129 crestline avenue,,90790,Inglewood
Kos263,Frederica,18.0,X,M,0.0,2.0,R,Kosten,752.0,5.0,m,18257 mahonia west,,80908,London
Bor264,Cayla,27.0,,D,2.0,2.0,O,Borel,723.0,5.0,m,19050 cordoba upper,,74129,Waterbury
LAR265,BRIAN,79.0,K,S,1.0,,U,LARCHE,349.0,2.0,,1121 greene park,,M9e 1u6,Salem
BOU266,ROCH,72.0,,W,4.0,5.0,O,BOURDEAU,643.0,2.0,,13762 silver sage way,,93663,Dayton
Pan267,Charly,26.0,,W,0.0,0.0,O,Panter,390.0,3.0,,22629 bagby east,,84119,Frederick
Wal268,joli,31.0,,U,7.0,4.0,O,Walbridge,801.0,4.0,m,13296 wayside boulevard,,82602,Thousand Oaks
Mue269,Kasper,2.0,,S,2.0,4.0,O,Muehle,741.0,0.0,M,9824 OLYMPIA STREET,,94429,Escondido
Zub270,Joo-geok,81.0,,D,8.0,1.0,O,Zubans,821.0,2.0,,6907 ferncliff crescent,Apt. 986,H2A 1V4,Independence
Sei271,Winona,69.0,D,M,5.0,,O,Seidman,830.0,3.0,,24573 lyons avenue,,40511,Corpus Christi
Cav272,king-haut,69.0,,M,,1.0,R,Cavasin,441.0,0.0,F,15407 fillmore north,,M5b 1y9,Santa Rosa
Har273,DARLENE,80.0,,D,2.0,1.0,R,Hartell,484.0,3.0,F,850 leon lower,,E7N 1P6,Burlington
Nau274,Deana,14.0,R,,8.0,5.0,O,Naugle,653.0,4.0,M,14635 greene rue,,h5k 1o7,Overland Park
Ste275,Laurette,39.0,,D,7.0,2.0,R,Stegman,727.0,0.0,,21034 windchime lower,,95203,Huntsville
Cho276,Renell,0.0,D,U,0.0,,O,Choo-kang,535.0,1.0,m,15868 dewdrop park,,23513,Berkeley
Lux277,Meriann,59.0,R,W,9.0,4.0,R,Luxford,320.0,5.0,f,10232 oak hill west,,T5c 1j1,Casper
Far278,KATALIN,60.0,,W,1.0,4.0,O,Farnsworth,775.0,4.0,F,950 WILLS WEST,,V6z 1q9,Toledo
Shi279,Gayel,4.0,,M,,4.0,O,Shinjo,606.0,3.0,F,23223 WOODLAWN UPPER,,73121,Cheyenne
Pip280,Lourdes,74.0,P,S,5.0,2.0,O,Piperni,,4.0,f,23208 porter crescent,,75267,Fresno
Sug281,Jooran,66.0,,W,6.0,1.0,O,Sugarman,685.0,0.0,,791 dexter road,,78781,Sacramento
Kum282,Damian,36.0,F,M,5.0,5.0,O,Kumamoto,770.0,0.0,,2939 CHADBOURNE WAY,,25727,Fargo
LOR283,teressa,55.0,L,M,4.0,4.0,O,LORENZO,694.0,4.0,f,11671 wathan north,,76708,Rapid City
KUR284,Phedra,57.0,,D,4.0,3.0,O,KURIAN,530.0,1.0,F,240 hoke north,Apt. 247,46217,Raleigh
ser285,Flora,76.0,D,S,1.0,0.0,O,serbin,609.0,5.0,f,4482 pico crescent,,R5h 1l9,Oshawa
Ado286,ezmeralda,63.0,N,M,3.0,4.0,O,Adolfie,619.0,2.0,,24795 clover court,,23254,Yellow Knife
Bol287,Clary,76.0,M,M,7.0,3.0,O,Bolgos,821.0,4.0,f,19332 paint rock avenue,,38184,Casper
sav288,Yokan,22.0,,M,6.0,,O,savanh,553.0,4.0,,8940 beningus park,,30398,Oshawa
Mar289,PATRIZIA,,F,D,,0.0,O,Marco,529.0,,M,17719 shadowbriar park,,C2B 4X7,Bismarck
Bar290,Ileane,7.0,K,W,4.0,1.0,O,Bartush,507.0,1.0,,23128 ROSWELL CRESCENT,,V6V 1Q1,Calgary
Woo291,olivia,4.0,N,S,8.0,2.0,O,Woodhall,726.0,0.0,f,1037 bonneville lane,,33185,Ontario
Bir292,yolande,39.0,,,8.0,1.0,O,Biray,684.0,2.0,,8426 navidad way,,90150,San Diego
Lav293,Kitson,84.0,A,U,4.0,1.0,O,Lavelle,,1.0,,22609 reagan drive,,10290,Yellow Knife
Mcm294,Abdullah,26.0,,S,7.0,0.0,O,Mcmichael,314.0,0.0,,7895 crestline drive,,21239,Palmdale
Pau295,vradmin,72.0,,S,4.0,1.0,O,Paulhus,,,m,4078 lexington north,,C2b 4x5,Stockton
Lea296,LEUNG,20.0,F,W,9.0,4.0,U,Leathers,645.0,2.0,,5798 BELT LINE PARK,Suite 130,19155,Cincinnati
Seh297,collen,100.0,A,U,8.0,1.0,R,Sehgal,713.0,3.0,m,10530 lancaster south,,92177,Winnipeg
hit298,Constancy,83.0,,U,9.0,3.0,O,hitchcock,357.0,0.0,,16764 mcafee park,,55169,Omaha
GAS299,ERNESTO,45.0,,D,5.0,,U,GASS,649.0,1.0,M,14362 reilly boulevard,,V6R 1S8,Iqaluit
hue300,wing-man,56.0,E,M,0.0,1.0,,huether,835.0,1.0,,18207 conley south,apt. 35,06133,West Covina
Kle301,FAWN,65.0,,M,0.0,1.0,O,Kletchko,,4.0,m,4410 porter road,,53739,Overland Park
Win302,PRYOR,96.0,V,M,1.0,,R,Winsborrow,629.0,2.0,f,8550 briggs avenue,,V5a 1p6,Brownsville
Mar303,Ofelia,40.0,M,U,1.0,2.0,O,Marcheck,587.0,3.0,f,9561 tartan north,,77146,Sioux Falls
SWA304,elyssa,51.0,,M,8.0,3.0,R,SWANSTON,786.0,0.0,m,6259 PARKWOOD CRESCENT,Suite 113,V6w 1r1,Jacksonville
Joy305,Evvie,85.0,,M,10.0,3.0,O,Joyner,415.0,4.0,m,22632 country road,,T5D 1L1,Erie
mcr306,yan-zhen,11.0,,S,5.0,4.0,O,mcrann,791.0,5.0,,15329 valderra drive,suite 308,94089,Saskatoon
Pre307,Alka,100.0,X,M,0.0,5.0,R,Presley,413.0,3.0,m,9536 innsbrook west,,53720,St. Petersburg
HIN308,Laz,51.0,,M,7.0,5.0,O,HINDLE,428.0,2.0,M,15023 LARNER CRESCENT,,75216,Toronto
Sel309,Ashlee,,,W,10.0,1.0,O,Seliske,810.0,1.0,F,311 PIKE SOUTH,,94334,Spokane
Wea310,AUGUSTA,39.0,,U,2.0,0.0,U,Weathersbee,324.0,2.0,,10526 doheny rue,,T5c 1w9,Long Beach
TOM311,Helga,47.0,C,,6.0,1.0,O,TOMLIN,587.0,4.0,,6488 avalon north,,b1c 1x2,Fort Worth
Ens312,Partick,,,,1.0,1.0,,Enstone,700.0,0.0,M,11674 GREENE WAY,,80185,Orlando
Ger313,ALYS,66.0,P,S,,3.0,O,Gerlt,734.0,2.0,m,5461 gold crest way,,87504,Lakewood
Bat314,OVILA,83.0,,S,0.0,2.0,,Battiston,651.0,4.0,m,22986 norfolk lane,,10016,Huntington
LON315,abby,49.0,N,W,,4.0,R,LONSDALE,555.0,4.0,M,14471 clower rue,,35292,Hampton
Tun316,koral,,F,M,1.0,2.0,R,Tunali,614.0,4.0,,5140 emerson lane,,92807,Oceanside
eis317,BEVYN,73.0,,M,8.0,2.0,O,eisen,794.0,4.0,M,8357 buckeye west,,92823,Winston-Salem
Vuc318,maskell,86.0,C,D,8.0,5.0,U,Vucinich,482.0,1.0,M,7075 glen loch drive,,92815,Norfolk
bea319,Charlsey,48.0,,U,2.0,5.0,O,beals,591.0,0.0,m,18538 mason south,Apt. 453,77191,Birmingham
Fer320,Annick,,W,U,8.0,0.0,O,Fergusson,566.0,1.0,,5263 wayne drive,,94152,Philadelphia
Soo321,GURSHARAN,37.0,,M,6.0,,O,Sood,381.0,0.0,m,7914 wycliffe street,,V6i 1r8,Boise
Bir322,garnette,68.0,,D,7.0,2.0,O,Birkwood,374.0,0.0,F,12357 HAYES LOWER,,84092,Fullerton
Ver323,nguyet,,Q,U,,0.0,O,Verhotz,328.0,0.0,,13626 hawkins street,,36601,Regina
De 324,KORRIE,66.0,C,S,8.0,,O,De souza,807.0,1.0,m,13920 WEDGEWOOD LANE,,T6d 1f3,Sandy
Bla325,Nazi,14.0,,S,1.0,4.0,O,Blackburn,311.0,3.0,,8303 warren road,,H2c 1x6,Mesa
Hur326,Nance,69.0,U,S,5.0,3.0,O,Hurd,647.0,5.0,M,14518 westheimer avenue,,93361,Provo
ray327,Corny,35.0,,,,4.0,O,rayner,622.0,0.0,,21119 vickery west,,93726,Kitchener
nix328,DANIELLE,78.0,,U,7.0,0.0,R,nixon,570.0,3.0,,3222 GRANT LANE,,h5k 1q7,Idaho Falls
zag329,bell,33.0,K,S,8.0,5.0,R,zagorski,840.0,4.0,,21181 2nd rue,,73177,Allentown
Roi330,Jany,77.0,,M,2.0,4.0,O,Roithmaier,389.0,0.0,,24280 piney point rue,,02107,Waterbury
Hog331,Dvm,94.0,T,M,2.0,5.0,,Hogue,467.0,,,7042 ottley park,,19222,Raleigh
Mar332,Nedi,19.0,,S,8.0,2.0,O,Marconi,793.0,2.0,,10795 balmoral south,Apt. 345,T6d 1h1,Baton Rouge
Col333,Gilda,50.0,W,,3.0,2.0,O,Colantonio,749.0,4.0,,15696 chadbourne lower,APT. 492,H6c 1y1,Oshawa
neg334,paqs,65.0,T,D,8.0,2.0,O,negandhi,789.0,3.0,,2612 havenridge avenue,,89137,Carrollton
Wil335,Lubomyr,29.0,J,,8.0,1.0,O,Wildeman,768.0,2.0,M,15498 durango north,,94661,Columbus
Gos336,melantha,37.0,,U,6.0,5.0,O,Goszczynski,625.0,5.0,,24178 turtle creek street,,99211,Cedar Rapids
Ntp337,Quinn,56.0,,M,0.0,5.0,O,Ntprel,751.0,2.0,F,3570 REYNOLDS UPPER,,85029,Yonkers
mil338,Kimberli,,A,S,3.0,4.0,O,milway,460.0,1.0,,7125 COOPER LOWER,,78522,Flint
TEL339,fredi,46.0,,U,8.0,4.0,R,TELKE,812.0,,,10570 WEIZMANN LOWER,,M7m 1b5,Kitchener
RIV340,nuri,28.0,,M,0.0,4.0,O,RIVERS,532.0,4.0,m,428 EMERSON WEST,,27407,Grand Prairie
hol341,Zondra,31.0,M,U,8.0,1.0,R,hollen,509.0,4.0,,5524 frostwood court,,85722,Alexandria
Fry342,Suvanee,55.0,,U,0.0,4.0,R,Fryar,461.0,5.0,m,6106 ASHLAND EAST,,V6n 1w1,Overland Park
Esc343,Cornelle,26.0,D,S,2.0,,O,Esch,,2.0,f,9390 fir street,,e7n 1j9,Columbia
LID344,Pammy,93.0,,M,4.0,2.0,,LIDDLE,332.0,5.0,d,4871 havenridge court,,19194,Fort Smith
BAY345,ISADORA,14.0,H,M,1.0,4.0,R,BAYERKOHLER,371.0,5.0,m,2116 whistler upper,,23295,Kitchener
SED346,Subra,30.0,,U,8.0,1.0,O,SEDDIGH,546.0,1.0,F,12683 starling upper,Apt. 449,93800,Lowell
SHU347,gillie,18.0,,M,6.0,1.0,U,SHUKOR,754.0,3.0,M,6795 greenspoint street,,60606,Fairbanks
hin348,Whitfield,69.0,,U,2.0,,O,hinsdale,516.0,4.0,m,8065 killeen upper,,91323,St. Catharines
Luw349,Shana,60.0,,W,1.0,1.0,O,Luwemba,737.0,1.0,,7366 fox boulevard,Apt. 954,H2E 1Y3,San Buenaventura
PCB350,Kaile,77.0,,D,1.0,2.0,O,PCBOARDS,404.0,4.0,m,12530 CLOWER CRESCENT,,T5a 1v4,San Diego
BEZ351,Reeba,,,M,0.0,2.0,O,BEZANSON,583.0,4.0,,6284 cordoba boulevard,,m1h 1p3,Syracuse
Buc352,Brenton,62.0,E,U,8.0,3.0,O,Buckingham,461.0,5.0,,21119 vickery west,,35852,Charlotte
RAM353,NERTI,96.0,,M,2.0,3.0,O,RAMPAUL,343.0,5.0,,16917 FARMERS UPPER,,83402,Winnipeg
THR354,MARJI,45.0,,W,0.0,0.0,O,THREADER,431.0,3.0,,24867 wilmington park,,T5C 1M5,Pembroke Pines
RAU355,Aloysia,65.0,L,M,10.0,4.0,R,RAUD,319.0,1.0,,18313 5TH LANE,,90150,Plano
Gol356,marietta,12.0,,M,0.0,2.0,O,Goldberg,504.0,5.0,m,17405 palisades road,,23502,Fort Wayne
Upd357,janean,71.0,M,M,6.0,4.0,O,Updt,611.0,4.0,f,21404 SHERIDEN SOUTH,,48910,San Buenaventura
MOR358,irving,38.0,R,,2.0,2.0,O,MORIARTY,359.0,4.0,,9086 ridgelea boulevard,,T6C 1D7,Mount Pearl
SHA359,Ganesh,7.0,F,W,2.0,2.0,O,SHAFIK,398.0,5.0,,20929 lee east,,90760,Sandy
Cla360,DISCOVER,30.0,S,M,4.0,4.0,O,Claxton,,3.0,,4812 NORMAN WAY,,V6M 1U1,Henderson
LIC361,manuela,58.0,V,,0.0,0.0,O,LICERIO,537.0,0.0,,15424 bramblewood north,,T5a 1j8,Mobile
PEL362,vu,8.0,,U,1.0,5.0,O,PELKIE,743.0,5.0,,13056 BEATTY WAY,Suite 471,20073,Hilo
Ash363,anni,18.0,K,M,8.0,3.0,O,Ashraf,432.0,5.0,,18787 englewood park,,50321,Virginia Beach
DYN364,hesther,83.0,,S,10.0,3.0,R,DYNIE,614.0,2.0,B,14004 pelan way,,E7n 1n1,Fullerton
Lar365,brynna,50.0,,M,6.0,1.0,O,Larmour,704.0,0.0,,12683 starling upper,,10710,Lancaster
ENG366,CANTRELL,88.0,,M,0.0,3.0,R,ENGINEERING,604.0,2.0,,14553 round lake boulevard,,90826,Durham
Har368,Shelbi,60.0,,U,5.0,2.0,R,Haroutounian,556.0,0.0,f,20776 whistler west,,93850,Fort Wayne
Hey369,Elzbieta,52.0,J,U,1.0,5.0,O,Heydon,344.0,2.0,,4684 whale court,,83721,Seattle
leh370,KAI-WAI,48.0,C,W,6.0,3.0,O,lehrbaum,388.0,0.0,,23701 PELICAN WAY,,V6c 1r8,Vancouver
Co-371,Felisha,40.0,V,U,8.0,,O,Co-op,416.0,4.0,,15108 ryder road,apt. 926,90320,Tucson
Elt372,Rchlab,69.0,,M,6.0,2.0,O,Elting,709.0,2.0,,24795 clover court,,M9e 1t7,Oxnard
Alv373,CARLYNNE,42.0,I,M,5.0,,O,Alvaro,426.0,2.0,F,18614 TIDE MILL COURT,,80081,Corona
YOK374,JAWAID,39.0,H,M,2.0,1.0,R,YOKELEY,665.0,0.0,f,22461 MORTON EAST,,25325,Sacramento
ZIN375,twana,19.0,,M,3.0,0.0,O,ZINGELER,547.0,2.0,,22151 bluff road,,E7o 1p7,Escondido
zim376,KALI,10.0,K,U,,4.0,O,zimmermann,558.0,0.0,m,20405 DOWLEN NORTH,,10017,Chicago
laf377,Marguerite,47.0,X,M,9.0,4.0,O,lafargue,511.0,4.0,,4501 norfolk east,,V6c 1r4,Frederick
POP378,Yannick,83.0,Q,S,7.0,,R,POPOVICS,504.0,1.0,M,3262 KATHERINE NORTH,,E7n 1f9,Thousand Oaks
men379,issy,,V,S,6.0,2.0,O,menashian,693.0,5.0,,15330 payne drive,,T6a 1d7,Mobile
TUR380,Phuong,42.0,,M,0.0,4.0,O,TURCOTTE,454.0,5.0,,11293 rice avenue,,M5c 1x6,Pomona
fee381,Ernesto,2.0,H,D,10.0,4.0,O,feeley,372.0,0.0,F,14656 coffey rue,,e7o 1h3,Little Rock
ter382,vikky,67.0,,S,9.0,3.0,O,terranella,568.0,0.0,F,20065 clara way,,64103,Hilo
BAR383,chloe,,,M,4.0,4.0,R,BARSZCZEWSKI,530.0,4.0,,16825 BITTERCREEK WAY,,72241,Simi Valley
Tap384,tilak,77.0,V,M,7.0,5.0,O,Tappert,770.0,0.0,,2916 THROCKMORTON SOUTH,,77085,Las Vegas
Mod385,Bob,19.0,,,2.0,4.0,O,Modl,646.0,1.0,f,11912 JARVIS WEST,Apt. 936,h5k 1o1,Ottawa
cim386,SKICLUB,8.0,,U,1.0,4.0,O,cimolai,397.0,4.0,F,3788 HOLMES RUE,APT. 587,06515,Vallejo
Sal387,Marybeth,,,M,1.0,1.0,O,Salb,713.0,3.0,,14497 FROSTWOOD BOULEVARD,,80085,Iqaluit
bru388,Nawa,83.0,,M,9.0,1.0,O,bruhl,346.0,2.0,f,20880 PALM UPPER,,m5f 1u3,Lowell
GAU389,Lydie,43.0,,D,8.0,3.0,O,GAUDET,482.0,4.0,,5049 mills avenue,,V6l 1w7,Rochester
LOB390,candida,46.0,L,D,2.0,3.0,O,LOBAUGH,753.0,5.0,T,21180 TRAFALGAR WAY,,35227,Salinas
DAN391,wieslaw,14.0,,M,10.0,5.0,,DANBROOK,691.0,1.0,m,4371 ASHFORD HOLLOW LANE,,70501,Buffalo
SAL392,Joke,72.0,,M,6.0,0.0,R,SALKINI,587.0,1.0,m,21891 DEWEY STREET,,M9f 1t5,Cincinnati
Mar393,MARY-MICHELLE,29.0,V,S,0.0,5.0,R,Marx,566.0,0.0,f,14835 westover boulevard,,T5D 1M9,Memphis
Bra394,Txp,51.0,P,M,7.0,1.0,O,Bratten,323.0,3.0,m,6284 cordoba boulevard,,64182,Chicago
Koc395,BRIT,81.0,,M,8.0,4.0,O,Koch,344.0,5.0,m,10905 apollo west,,79910,Mount Pearl
Pla396,celestine,67.0,U,W,4.0,0.0,O,Platthy,765.0,0.0,,14817 BAILEY BOULEVARD,,07113,Palmdale
mcc397,amberly,91.0,,W,7.0,4.0,O,mccuaig,,1.0,,22133 wesleyan way,,38138,Grand Rapids
Des398,cayla,43.0,S,M,6.0,4.0,O,Despault,650.0,0.0,,10877 CENTURY CRESCENT,,92155,Whitehorse
NOR399,tonu,27.0,,M,,2.0,R,NORWOOD,466.0,4.0,,16354 SAND RUE,,90772,Fort Wayne
Paq400,candace,1.0,,W,3.0,,U,Paquin,538.0,4.0,M,2533 WOLFE NORTH,,V5c 1p9,Elizabeth
Sfi401,Zbignew,91.0,A,M,8.0,4.0,O,Sfiroudis,780.0,2.0,M,5128 BELLWOOD CRESCENT,,95263,Fort Lauderdale
Amo402,Ninnette,55.0,N,M,5.0,0.0,O,Amouzgar,690.0,4.0,M,5680 powers drive,,95260,Waco
Say403,davita,46.0,,W,5.0,4.0,O,Sayegh,660.0,3.0,M,17774 applewood rue,,14201,Buffalo
ang404,Lilias,62.0,C,U,2.0,3.0,R,angus,369.0,3.0,M,2777 durand crescent,,V6w 1v2,Providence
lig405,CORILLA,67.0,,M,6.0,4.0,O,lighthall,368.0,3.0,F,8096 northland road,,60700,Chesapeake
Sch406,Manuela,51.0,C,,4.0,0.0,O,Schwab,434.0,0.0,F,12880 whittington west,,10209,Austin
BRA407,Lawrence,49.0,,U,9.0,5.0,O,BRANNAN,500.0,2.0,F,20917 carlingford crescent,,t5c 1l7,Chattanooga
Coa408,NUNTEL,40.0,N,M,1.0,3.0,O,Coallier,521.0,4.0,,12397 ingersoll upper,,36167,Vancouver
NAR409,RAMIZ,59.0,T,M,4.0,0.0,O,NARAYANAN,573.0,0.0,f,9818 PEARSON AVENUE,,06710,Fort Worth
cai410,JORDAN,83.0,,S,2.0,5.0,O,caine,474.0,3.0,,17991 chamberlin way,,H5I 1Q9,Irving
hol411,Tedra,49.0,,D,2.0,4.0,U,holdren,,3.0,M,3561 hilltop lower,,68508,Sterling Heights
YED412,Carly,22.0,,D,6.0,3.0,R,YEDEMA,702.0,4.0,m,15129 ROSEMAN UPPER,,60634,Toronto
GIA413,sangman,16.0,,U,7.0,3.0,R,GIAMBERARDINO,314.0,1.0,,16777 stanford avenue,,64130,Great Falls
TOO414,Sashenka,71.0,,M,1.0,1.0,O,TOOTHMAN,363.0,1.0,M,11790 graves west,,85044,Charlotte
Sei415,Kenneth,84.0,,M,10.0,1.0,O,Seiple,467.0,5.0,M,19931 runyan crescent,,v6t 1u4,Fairbanks
REN416,Kare,36.0,,S,6.0,0.0,O,RENDON,494.0,3.0,M,3681 HOLLY KNOLL CRESCENT,Apt. 250,19048,Fort Wayne
Sax417,lani,94.0,,D,1.0,4.0,O,Saxena,653.0,,,14290 BARBERRY RUE,,60744,Little Rock
des418,herschel,86.0,,W,3.0,5.0,R,deslauriers,337.0,2.0,m,2648 miller street,,23465,Glendale
KUH419,koen,,,S,0.0,5.0,O,KUHN,701.0,1.0,,6454 kiel upper,,64144,Waterbury
men420,Idt,44.0,A,S,10.0,5.0,O,mencer,632.0,5.0,,18338 bailey park,,S7d 1n4,Abilene
Ado421,Ashly,62.0,F,D,1.0,5.0,O,Adolfie,774.0,1.0,F,3624 shelter way,,30303,Sherbrooke
SHA422,Hadi,31.0,,M,2.0,3.0,O,SHAMES,589.0,3.0,m,12267 SPAULDING PARK,apt. 68,55177,Bismarck
mcm423,ITALO,39.0,,M,7.0,,O,mcminn,574.0,1.0,,11538 KIMBERLEY BOULEVARD,,10182,San Diego
ver424,NANCY,32.0,,S,6.0,1.0,U,vermette,342.0,0.0,F,13056 beatty way,Suite 162,19108,Honolulu
Bur425,CANDACE,97.0,,M,4.0,5.0,O,Burrowes,305.0,4.0,,22787 UNIVERSITY CRESCENT,,t6c 1k9,Baton Rouge
kau426,mariaelena,84.0,C,M,2.0,2.0,O,kauffeldt,647.0,2.0,f,17027 9TH ROAD,,23278,Wichita
mcc427,nathalie,37.0,W,D,7.0,5.0,O,mcconnell,595.0,,f,3238 SKILLMAN COURT,Apt. 486,M7o 1b1,Ontario
Ube428,Tedda,68.0,P,M,2.0,1.0,O,Uberig,426.0,0.0,M,22461 MORTON EAST,,77001,St. Johns
Sel429,olympie,14.0,O,,0.0,0.0,O,Selisker,589.0,4.0,m,21889 west court,,m6u 1g8,Casper
mai430,martha,34.0,,W,9.0,1.0,O,maint,777.0,5.0,,10724 voss lower,,85017,Paterson
NIS431,VALERIA,52.0,,U,9.0,4.0,O,NISHITH,768.0,3.0,f,13653 collier avenue,,33131,Buffalo
Hol432,GIANNA,98.0,,M,6.0,3.0,O,Holvey,505.0,5.0,,10638 QUENTIN PARK,,85012,Lansing
log433,rickey,20.0,,,2.0,4.0,O,loggins,,5.0,,4139 PACE LOWER,,59406,West Valley
Fra434,jennine,,,U,6.0,0.0,O,Frampton,418.0,0.0,,6795 greenspoint street,,V5d 1n1,Santa Clara
