prospect_AgencyID,prospect_Age,prospect_Income,prospect_AddressLine1,prospect_CreditRating,prospect_NumberChildren,prospect_Country,prospect_AddressLine2,prospect_NetWorth,prospect_OwnOrRentFlag,prospect_Employer,prospect_City,prospect_State,prospect_Phone,prospect_NumberCars,prospect_MaritalStatus,prospect_NumberCreditCards
ekj7599,39.0,165667.0,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,738.0,3.0,Canada,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,1059543.0,U,Tupperware Brands,Jacksonville,RI,1-145-214-8009,3.0,U,5.0
wcq7600,31.0,459767.0,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,597.0,2.0,United States of America,MIMWGPPF,379282.0,O,Covance,Stockton,MA,1-328-944-9786,0.0,S,7.0
Klc7601,64.0,106459.0,RSSNUTWWLOKIHRRTPEAFTLBF,603.0,2.0,United States of America,Xpannac,3271265.0,R,Interactive Brokers Group,Thousand Oaks,Alberta,1-899-864-9421,2.0,M,4.0
Jrd7602,38.0,51021.0,Sachwqwddeyfxvagihsjxtcsibaejb,662.0,1.0,,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,1530364.0,U,SkyWest,Nashua,AR,1-877-997-8896,,D,5.0
GDQ7603,47.0,494931.0,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,838.0,4.0,United States of America,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,3731860.0,R,Best Buy,Tallahassee,VA,1-750-900-0823,2.0,W,0.0
fnm7604,,429859.0,Sbutxmtwkb,791.0,2.0,United States of America,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,2488858.0,O,Sears Holdings,Brownsville,OR,,5.0,M,9.0
Ymu7605,76.0,,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,692.0,4.0,Canada,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,2301347.0,O,Frontier Oil,Charlotte,ID,1-347-704-7823,1.0,S,7.0
Pxj7606,60.0,464086.0,mnkidgiyajigobghpnkdvauwiubpjb,673.0,3.0,,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,1736571.0,O,Automatic Data Processing,Oakland,IA,1-228-976-2888,0.0,W,8.0
Rsd7607,73.0,207651.0,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,331.0,,Canada,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,2399483.0,O,,Fort Wayne,TN,,3.0,U,7.0
Qqh7608,37.0,260418.0,Fmrydeogisvvtrpsfonolelpnqcbkrr,744.0,,United States of America,BPPKDY,2982744.0,O,Comerica,Chula Vista,Nova Scotia,1-760-429-1328,4.0,U,2.0
udq7609,50.0,,Xhggtfwyslxvgeiuzjfxewcsweefq,446.0,1.0,United States of America,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,1611011.0,U,Baldor Electric,Peoria,Ontario,1-253-879-8833,5.0,M,6.0
Ghl7610,0.0,316963.0,,,4.0,Canada,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,2999167.0,O,Commercial Metals,Lexington,MD,1-401-256-3483,0.0,M,0.0
mtk7611,,84046.0,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,,Canada,Xuqmcmxaigbk,,O,,Salem,AR,1-175-910-8245,5.0,W,
QIY7612,,368990.0,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,723.0,3.0,United States of America,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,3307491.0,O,Molina Healthcare,San Jose,Saskatchewan,1-565-191-3419,0.0,M,9.0
Ohz7613,81.0,124382.0,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,348.0,0.0,Canada,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,2057260.0,O,Plains All American Pipeline,Kansas City,OH,1-921-688-5401,2.0,S,2.0
djg7614,52.0,9263.0,Gvdteormavfflajkedaclod,666.0,0.0,United States of America,EECYCMJAJGNQBRSKW,53179.0,O,Agilent Technologies,Windsor,VA,1-925-155-0170,2.0,M,
Iad7615,68.0,334181.0,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,,4.0,United States of America,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,690086.0,U,AutoZone,Chicago,ID,1-185-691-2951,2.0,M,3.0
EMG7616,,314001.0,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,844.0,1.0,United States of America,hgandkyzsnb,2025465.0,R,,Evansville,WI,1-067-518-3854,0.0,M,8.0
Hjn7617,36.0,168309.0,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,766.0,4.0,Canada,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,695307.0,O,Universal Health Services,Honolulu,MS,1-188-554-1671,1.0,M,8.0
CYP7618,31.0,322765.0,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,521.0,4.0,United States of America,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,3238398.0,O,Time Warner,Cleveland,OK,1-168-215-2223,2.0,M,10.0
KPN7619,55.0,311253.0,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,306.0,5.0,United States of America,QTWXYHMLBYQ,1213578.0,O,Sealed Air,Livonia,GA,1-228-022-3056,1.0,W,7.0
Vbi7620,66.0,140296.0,Blsmawjjdmdamrhqyqgzmbkfa,411.0,5.0,United States of America,SDEAIMDWRSKXTFCPHWF,103708.0,R,Sprint Nextel,Little Rock,TN,1-926-766-1124,5.0,W,9.0
ehb7621,22.0,439984.0,Stofpzwyhkpmuq,,5.0,United States of America,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,1086081.0,O,,Halifax,SC,1-538-797-1948,1.0,M,3.0
TMQ7622,51.0,454011.0,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,702.0,0.0,United States of America,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,1349626.0,O,Quiksilver,Peoria,AR,1-627-234-0841,5.0,U,8.0
Lsb7623,26.0,191541.0,,842.0,5.0,United States of America,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,1083092.0,R,Valspar,San Jose,MT,1-876-492-0782,1.0,S,1.0
Dpz7624,100.0,,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,528.0,1.0,United States of America,Lhwkvadxwcjobcggyuighvqlcm,1662799.0,R,Timken,Charlotte,WY,1-436-946-7319,2.0,U,0.0
Zuj7625,13.0,,cnckvldjedzgdqhy,300.0,3.0,United States of America,,3548540.0,R,,Hilo,WY,1-281-780-2897,3.0,W,5.0
Jqk7626,11.0,269215.0,,752.0,1.0,United States of America,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,881414.0,O,Occidental Petroleum,Yonkers,WV,1-421-286-4139,2.0,S,7.0
ijb7627,62.0,193126.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,303.0,4.0,Canada,Alukohji,1712200.0,O,,Modesto,CA,1-908-354-2709,0.0,M,0.0
NMO7628,13.0,462618.0,qehomraquwxrkb,418.0,5.0,United States of America,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,847446.0,O,Massey Energy,Louisville,Alberta,1-466-560-2530,3.0,M,10.0
Tef7629,23.0,212026.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,667.0,3.0,United States of America,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,344294.0,O,Weyerhaeuser,Eugene,New Brunswick,1-578-686-8082,3.0,W,4.0
Sdj7630,51.0,371024.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,441.0,4.0,United States of America,Kxxipkohacffav,1534879.0,U,National Fuel Gas,Buffalo,British Columbia,1-166-077-1436,1.0,D,7.0
Pbr7631,2.0,235810.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,471.0,2.0,United States of America,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,3897101.0,O,Pep Boys,Santa Fe,DE,1-535-320-1881,3.0,U,0.0
Ice7632,,347270.0,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,701.0,,United States of America,onxyyslcmbyxpfjuykowqpwqi,3064442.0,O,Neiman Marcus,Springfield,CT,1-633-495-6478,2.0,W,9.0
ZWG7633,82.0,399212.0,TAIWTM,323.0,2.0,United States of America,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,2016524.0,R,BlackRock,Anchorage,Quebec,1-398-680-0278,5.0,D,1.0
Evw7634,94.0,439561.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,846.0,5.0,United States of America,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,37745.0,O,McGraw-Hill,Winnipeg,NJ,1-185-976-7770,4.0,M,10.0
Lhl7635,16.0,29980.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,850.0,4.0,United States of America,Krdmgygwnziumjdtybwyw,503752.0,O,Family Dollar Stores,Waco,MN,1-490-238-8219,3.0,M,8.0
LYB7636,43.0,28693.0,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,,5.0,United States of America,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,2115180.0,U,Teleflex,Stockton,NE,1-891-741-2112,2.0,M,
Ijb7637,76.0,106794.0,Phqspowfoiqmszxy,564.0,2.0,Canada,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,839222.0,O,,Boston,VA,1-849-918-0984,1.0,M,3.0
Zhf7638,0.0,340598.0,XDPEFDQIMFNMCO,558.0,5.0,United States of America,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,1851334.0,O,Imation,Memphis,PA,1-426-168-3142,3.0,S,4.0
PYU7639,33.0,490597.0,FSSAAXLAMAPBOMTNUFG,417.0,,United States of America,Bfntmkesgyjkjrgttbtdncoumqhmnxy,1348251.0,O,PPL,Sydney,WV,1-757-910-8931,1.0,U,0.0
Iku7640,62.0,499685.0,AKWOIATLDDKU,487.0,2.0,Canada,,2722392.0,O,Smithfield Foods,Shreveport,WY,1-468-325-0119,2.0,U,6.0
HBZ7641,8.0,62285.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,639.0,0.0,United States of America,Bnbfbxvqxtngv,1785161.0,O,Macy's,Modesto,MN,1-383-310-7894,2.0,M,9.0
Pco7642,4.0,320885.0,VANVGDDSYEK,625.0,5.0,United States of America,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,2823578.0,O,Torchmark,Hull,VT,1-353-727-2029,5.0,U,3.0
Ybv7643,39.0,184669.0,TVTDULLNHUZPDNEEKSXEGPXDNE,,3.0,United States of America,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,2123972.0,O,Herman Miller,Yonkers,WV,1-028-849-5461,5.0,D,1.0
Rim7644,90.0,126989.0,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,,0.0,United States of America,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,112782.0,R,Kindred Healthcare,Atlanta,IN,1-480-785-4021,0.0,S,3.0
gnf7645,7.0,48144.0,HWAWSSEUGGKEXQDESYXFHWZ,460.0,4.0,Canada,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,248311.0,,Arch Coal,Hayward,MS,1-443-132-4138,1.0,M,3.0
Wxp7646,95.0,377787.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,793.0,4.0,United States of America,Mbxglsrssswfglfkjrjmedkyvtchipxrc,3719851.0,O,Whirlpool,Savannah,CO,1-143-020-1234,5.0,,8.0
Dxh7647,59.0,323782.0,,821.0,5.0,Canada,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,1920385.0,O,Arrow Electronics,Fullerton,PA,1-475-304-3486,5.0,U,8.0
Aqo7648,13.0,31880.0,NASLRGJGXPDOGNJSHNLNGBCXJVO,,2.0,United States of America,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,576903.0,O,Rock-Tenn,Overland Park,DE,1-677-882-6792,3.0,S,6.0
fen7649,58.0,390190.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,643.0,3.0,United States of America,Eymghd,1855037.0,O,R.H. Donnelley,Alexandria,Prince Edward Island,1-151-067-7411,5.0,D,8.0
CMQ7650,67.0,413821.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,817.0,1.0,Canada,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,2954046.0,O,Pall,Fort Collins,TN,1-645-553-4591,4.0,U,2.0
Yhb7651,68.0,301451.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,702.0,2.0,United States of America,Vqdxskijczxliokh,952096.0,O,Burlington Coat Factory,Santa Fe,CA,1-670-793-5351,1.0,,10.0
mbw7652,17.0,5888.0,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,409.0,0.0,United States of America,Fclwsu,3382998.0,O,Forest Laboratories,Simi Valley,TN,1-049-843-6473,1.0,D,2.0
xas7653,44.0,254404.0,Gicehrtxtlvwiewgl,617.0,2.0,United States of America,HEAVOVI,3772196.0,O,Moody's,Mesa,FL,1-739-185-6579,2.0,,6.0
MKM7654,16.0,290984.0,cveuptzbcwxicceqqmqsqgfvhykw,,0.0,United States of America,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,3180080.0,O,Fidelity National Financial,Simi Valley,TN,1-215-295-5893,3.0,M,5.0
Jgi7655,27.0,441847.0,Kqosfw,756.0,5.0,United States of America,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,3971412.0,O,Amphenol,Charlotte,OR,,5.0,M,
Mwv7656,59.0,373240.0,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,484.0,4.0,United States of America,Qyixsrnjoebdnlfllhogyogxucqdulld,1488210.0,R,Int. Business Machines,St. Petersburg,ME,1-515-341-8405,2.0,D,5.0
YOY7657,8.0,461444.0,Gqvfapurdsetypjkkcceahfodyn,589.0,4.0,United States of America,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,2621373.0,O,Int. Flavors & Fragrances,Washington,SC,1-249-978-7278,1.0,S,9.0
Gja7658,98.0,255072.0,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,380.0,4.0,United States of America,Ukwllcghntgqugnsgvuipavrllepqrfbbf,1021949.0,O,Gilead Sciences,Tallahassee,Ontario,1-471-716-6210,1.0,S,0.0
rcx7659,35.0,255019.0,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,541.0,1.0,United States of America,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,2444319.0,R,United Rentals,Mesa,GA,,1.0,S,10.0
IPA7660,57.0,330718.0,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,474.0,,Canada,BPENSONZGIJMQPDRWDCT,362567.0,,Convergys,Portland,VA,1-982-617-1421,1.0,M,7.0
rbj7661,69.0,245130.0,WSKYHRCGGHSPINYLUNNDCJPV,685.0,1.0,United States of America,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,462234.0,O,Mueller Water Products,Las Vegas,KY,1-068-568-6056,2.0,,4.0
ebw7662,33.0,19691.0,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,363.0,3.0,United States of America,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,3936622.0,R,Shaw Group,Sudbury,SC,,4.0,M,10.0
SQY7663,33.0,13490.0,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,605.0,1.0,United States of America,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,2116904.0,O,Energy Future Holdings,Sunnyvale,NC,1-772-155-4468,1.0,M,9.0
nqw7664,1.0,90333.0,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,394.0,4.0,United States of America,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,63883.0,,PHH,Birmingham,KS,1-551-833-6226,4.0,W,6.0
Fyz7665,19.0,210200.0,uezrarapf,812.0,2.0,Canada,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,2747738.0,R,Simon Property Group,Orlando,MO,1-894-068-7775,0.0,U,6.0
Hds7666,63.0,195318.0,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,688.0,3.0,United States of America,Jtiwqtllu,938329.0,R,World Fuel Services,Albuquerque,OK,,3.0,M,3.0
ksz7667,27.0,486627.0,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,808.0,5.0,United States of America,,976093.0,O,Andersons,Nashville,LA,1-942-682-4165,5.0,M,9.0
Wzm7668,12.0,142918.0,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,492.0,4.0,United States of America,Vwhjqdpbsxgifvj,2031908.0,O,L-3 Communications,Akron,Saskatchewan,,,,1.0
Xna7669,26.0,243364.0,xznxzmzinjddcepuvomccimcwdxo,734.0,3.0,United States of America,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,660066.0,O,CACI International,Lubbock,KY,1-316-836-0322,4.0,D,6.0
ugr7670,2.0,208343.0,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,579.0,5.0,United States of America,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,2777991.0,O,M&T Bank Corp.,St. Paul,NH,1-746-466-6593,1.0,M,7.0
Qao7671,34.0,26787.0,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,410.0,4.0,United States of America,Oivxztihdxtiymll,3148815.0,U,Family Dollar Stores,Columbus,NM,1-306-508-0916,0.0,M,10.0
MXH7672,86.0,190609.0,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,743.0,4.0,United States of America,GRBTZCPWVAXIEDLFBP,3714775.0,O,Medco Health Solutions,Abilene,NE,1-049-405-9872,0.0,D,7.0
KQU7673,47.0,,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,431.0,,United States of America,yrwbeeazafrlhgevuujdmoayhrrtit,2203195.0,O,Crosstex Energy,Biloxi,New Brunswick,1-539-901-1797,1.0,M,9.0
bxn7674,73.0,,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,805.0,0.0,United States of America,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,3708645.0,O,Reynolds American,Cincinnati,MD,1-976-507-8347,0.0,M,4.0
Opu7675,83.0,453308.0,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,688.0,0.0,United States of America,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,2954852.0,O,PolyOne,Tulsa,WV,1-902-376-9596,1.0,U,9.0
Ceo7676,99.0,251108.0,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,483.0,,United States of America,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,2421534.0,O,"Toys ""R"" Us",Oakland,MA,1-532-161-3458,1.0,D,1.0
DZH7677,49.0,128853.0,Gjftxakuhgilmoatmibqcnbbrmq,844.0,0.0,United States of America,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,941243.0,O,Sonoco Products,McAllen,MT,1-943-745-8094,0.0,U,7.0
Ocd7678,96.0,486933.0,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,436.0,3.0,Canada,Cdfhriutpkdafvnqaknxfagsycyedqxsyrtsazbklpawywxjscoudkhdxwwzojcskidtubekfgfh,3133101.0,O,Newfield Exploration,Laredo,NM,1-162-078-3859,3.0,M,5.0
Uyj7679,12.0,306545.0,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,336.0,2.0,Canada,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,2070834.0,U,IAC/InterActiveCorp,Fort Collins,TN,1-881-265-1012,5.0,D,3.0
mhz7680,75.0,7682.0,Rqhzrjcuikufwfbplxmtpeqb,688.0,1.0,United States of America,frxttcqtwmvcozbcgkzuhtqlxixybzxntwbuywlcvboycczpyxcp,2617194.0,O,MGIC Investment,Sudbury,PA,1-781-682-4447,1.0,S,1.0
Sft7681,29.0,280763.0,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,581.0,0.0,Canada,hkoyjtywhpdhr,2752340.0,O,American International Group,Simi Valley,NC,1-716-288-6722,3.0,U,9.0
gza7682,4.0,296945.0,Jbvoghxtacvunglpdzjhatiusxn,670.0,2.0,United States of America,Mcukytevbntbtojyvvwfhtehrjkmqxqkainho,2611991.0,R,Health Net,Berkeley,CO,1-407-712-3659,1.0,,6.0
Rem7683,100.0,176399.0,Pyoruxpsl,671.0,0.0,United States of America,Upjgbbciatadkkxsnnqbhrckqcwhvmrnixiwvfosomwpzipmndogviptcaejebeyto,3965576.0,O,Mueller Industries,Santa Rosa,TX,1-747-143-2305,0.0,U,5.0
cko7684,45.0,97252.0,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,352.0,4.0,Canada,Jfwccnzmfbvapnjdqjthwagblnpiorcwdgqdewyr,3550405.0,U,American National Insurance,Mesquite,IN,1-522-074-1862,3.0,U,10.0
RLN7685,63.0,320588.0,XRPHDPOQURZXVFLADMA,317.0,2.0,United States of America,rjxzamoqpqhaaaxieysyexzcjsydrkljzlwqrahuyziejjjlrowthbvdeiyznzoauevkfgcwwdf,1566093.0,O,Morgan Stanley,Regina,VA,1-867-195-7669,3.0,S,10.0
Qjl7686,35.0,18284.0,iqnzhrksgftjekxfljogmqkrbpkstk,809.0,2.0,United States of America,Vcuqoxpqiagdsjlrlqdhdbwfvdyyehvbhxotjyaehcjzdxigaiwokkreeir,1944507.0,R,Halliburton,Worcester,WV,1-272-128-3403,4.0,,6.0
YNL7687,61.0,,Jbmoxkiflceta,704.0,2.0,Canada,Lzqpctubshjhbonplyvbkpvwaiklmxnoxbvdthmysxujjhrsjhtpiqcgvewteibauxmteqkccfjetjcr,3250645.0,,MGIC Investment,Iqaluit,VT,1-174-194-8365,0.0,S,5.0
qpi7688,43.0,80228.0,Wgfjqmnbm,411.0,,United States of America,dbbiipgceoxrelirr,2806218.0,O,United Services Automobile,Little Rock,AZ,1-067-296-1708,1.0,S,2.0
Xxi7689,98.0,39672.0,,431.0,3.0,Canada,lwkuslewwpqlmqtkxlfnaaloqcougorfnnscaqzzobrargrnzztbcocqahhkqqf,2826399.0,O,Spartan Stores,Santa Clarita,NY,1-688-092-7664,,U,4.0
axi7690,84.0,225036.0,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,362.0,3.0,United States of America,Whwhamkhcfwxwwdzlfcnrqajwcfczohlpahjoykdulkwozthxvs,91147.0,O,Moog,Chicago,NE,1-784-445-0301,3.0,M,4.0
Wqd7691,,224427.0,raecjdlfwcwnaaeqeomxmuemrg,532.0,3.0,Canada,Ydjnahnxjekwwvlbedwtqekyuhomxxrwyjdcurodxdrpbqyicvnycoz,1036928.0,R,Century Aluminum,Irving,SC,1-773-485-4247,2.0,M,4.0
jur7692,18.0,123153.0,Deamomjpzxjzhfugk,442.0,4.0,United States of America,Aphldmruwmbvrajtjkcnjadcaadjovfmwhcu,2406965.0,O,Hayes Lemmerz,Ontario,New Brunswick,1-528-873-2585,5.0,U,3.0
NBX7693,14.0,,Aktcqktdiehyacjhlqknwg,677.0,1.0,United States of America,qroliyuwlwkuquhoobibbvfubyjkpbqxuszyintthawnjjmrll,3588199.0,O,EOG Resources,Stamford,KY,1-952-933-5053,2.0,S,10.0
Naf7694,22.0,353487.0,Xasjqyptachbyjrnjvfvznkcwdxmpo,565.0,2.0,United States of America,Gygrsb,,O,Dresser-Rand Group,Victoria,British Columbia,1-882-237-0765,4.0,M,8.0
bzc7695,7.0,145794.0,,365.0,1.0,United States of America,Yiaduiiz,2896930.0,R,Sealed Air,Brownsville,WA,1-762-453-2464,3.0,M,5.0
Pmo7696,97.0,142515.0,Nzckdxwdktbsqcaurk,406.0,5.0,United States of America,Fudfpqtgptlrxzduhykgxruxmidsscscoxfjnhnmdatvmkeldfqaqyarmbiicwnkzenypfzwsurnn,312676.0,O,Blockbuster,Bellevue,AK,1-129-593-2017,3.0,W,5.0
goh7697,49.0,414775.0,Svabwvthdbgivhnelxqvrhqvvgy,774.0,5.0,United States of America,AKNKOVOODFQXYTMPKDDTGBXOVJMTLKQQLIZPTOKLZUVJGUZVADSDVAOIHDTP,16279.0,,Owens Corning,Baltimore,MN,1-779-145-2680,0.0,U,3.0
Jfb7698,25.0,125271.0,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,718.0,5.0,United States of America,NXFOMKMOB,1536113.0,R,Robert Half International,Cedar Rapids,RI,1-770-255-3860,2.0,S,7.0
