AgID,Pho,C,LaNa,In,NumC,NWo,FirN,A,MarSt,NumChi,Sta,Coun,CreRat,OwOReF,Em,NuCrCar
Ijb7637,1-849-918-0984,Boston,Ijbmwiomutrflaupolplmfjsqh,106794.0,1.0,839222.0,VAUWGMVOILXNGKB,76.0,M,2.0,VA,Canada,564.0,O,,3.0
Zhf7638,1-426-168-3142,Memphis,Zhftulgpedd,340598.0,3.0,1851334.0,Tnwgmuvaaqmxskkyqnvrmnmul,0.0,S,5.0,PA,United States of America,558.0,O,Imation,4.0
PYU7639,1-757-910-8931,Sydney,PYUHQOCHAUAWGKHHLXQNUWZTEBN,490597.0,1.0,1348251.0,mtovrkjvtfkennjujgpegknnck,33.0,U,,WV,United States of America,417.0,O,PPL,0.0
Iku7640,1-468-325-0119,Shreveport,Ikufiibsvk,499685.0,2.0,2722392.0,Lwxdv,62.0,U,2.0,WY,Canada,487.0,O,Smithfield Foods,6.0
HBZ7641,1-383-310-7894,Modesto,HBZACUNNIOTFKFSTCILLC,62285.0,2.0,1785161.0,Ftvuzjdzocqmcoxvrbqcna,8.0,M,0.0,MN,United States of America,639.0,O,Macy's,9.0
Pco7642,1-353-727-2029,Hull,Pcofbhaqeemibnkjtsoxmdibmpquo,320885.0,5.0,2823578.0,Hnbgeuii,4.0,U,5.0,VT,United States of America,625.0,O,Torchmark,3.0
Ybv7643,1-028-849-5461,Yonkers,Ybvjle,184669.0,5.0,2123972.0,Fykbowmpxpbb,39.0,D,3.0,WV,United States of America,,O,Herman Miller,1.0
Rim7644,1-480-785-4021,Atlanta,Rimdakhncfjlrbor,126989.0,0.0,112782.0,Ruagwhiorgizpmbphjerywjrr,90.0,S,0.0,IN,United States of America,,R,Kindred Healthcare,3.0
gnf7645,1-443-132-4138,Hayward,gnfkwjxmvkbeh,48144.0,1.0,248311.0,teldp,7.0,M,4.0,MS,Canada,460.0,,Arch Coal,3.0
Wxp7646,1-143-020-1234,Savannah,Wxphiul,377787.0,5.0,3719851.0,Tmhxnpfgyifx,95.0,,4.0,CO,United States of America,793.0,O,Whirlpool,8.0
Dxh7647,1-475-304-3486,Fullerton,Dxhuevhfuceqmpoolmuhflp,323782.0,5.0,1920385.0,Fpchjcvsrkakkqqsojokdrg,59.0,U,5.0,PA,Canada,821.0,O,Arrow Electronics,8.0
Aqo7648,1-677-882-6792,Overland Park,Aqopbqsxqxjj,31880.0,3.0,576903.0,Heiehcgec,13.0,S,2.0,DE,United States of America,,O,Rock-Tenn,6.0
fen7649,1-151-067-7411,Alexandria,fenowyirqcdcwwo,390190.0,5.0,1855037.0,sgapkfrztiyyayezulvi,58.0,D,3.0,Prince Edward Island,United States of America,643.0,O,R.H. Donnelley,8.0
CMQ7650,1-645-553-4591,Fort Collins,CMQIHWYKNOLSX,413821.0,4.0,2954046.0,Nohjtayoycptngwoitqzhmuf,67.0,U,1.0,TN,Canada,817.0,O,Pall,2.0
Yhb7651,1-670-793-5351,Santa Fe,Yhbbdqabnbldfqhnofnxdrzrj,301451.0,1.0,952096.0,QIGFYQTIPFYCR,68.0,,2.0,CA,United States of America,702.0,O,Burlington Coat Factory,10.0
mbw7652,1-049-843-6473,Simi Valley,mbwpxwoq,5888.0,1.0,3382998.0,evwjgjrsttnkbmhmmrswodkvwdqo,17.0,D,0.0,TN,United States of America,409.0,O,Forest Laboratories,2.0
xas7653,1-739-185-6579,Mesa,xasiqx,254404.0,2.0,3772196.0,SMOQFUQUOWABMRDKJPFC,44.0,,2.0,FL,United States of America,617.0,O,Moody's,6.0
MKM7654,1-215-295-5893,Simi Valley,MKMKDBNJNERUJSQYY,290984.0,3.0,3180080.0,Jzwgkirmjeznhbniytvkxnhhar,16.0,M,0.0,TN,United States of America,,O,Fidelity National Financial,5.0
Jgi7655,,Charlotte,Jgiimqxenotyp,441847.0,5.0,3971412.0,IMPCDEPQTVPBRBNJNLWAPSYUW,27.0,M,5.0,OR,United States of America,756.0,O,Amphenol,
Mwv7656,1-515-341-8405,St. Petersburg,Mwvgdm,373240.0,2.0,1488210.0,Ewwyolurheysjpusipgrmydspux,59.0,D,4.0,ME,United States of America,484.0,R,Int. Business Machines,5.0
YOY7657,1-249-978-7278,Washington,YOYQEKTGQPVGKZZXM,461444.0,1.0,2621373.0,Indhpnqswpoplupdlejxhjm,8.0,S,4.0,SC,United States of America,589.0,O,Int. Flavors & Fragrances,9.0
Gja7658,1-471-716-6210,Tallahassee,Gjaqmimggdmubhczafzufuklxgxos,255072.0,1.0,1021949.0,Dahur,98.0,S,4.0,Ontario,United States of America,380.0,O,Gilead Sciences,0.0
rcx7659,,Mesa,rcxczhucwf,255019.0,1.0,2444319.0,JLZXMAOFICNNT,35.0,S,1.0,GA,United States of America,541.0,R,United Rentals,10.0
IPA7660,1-982-617-1421,Portland,IPAZTGHTPTW,330718.0,1.0,362567.0,Rvrfuknkgeyb,57.0,M,,VA,Canada,474.0,,Convergys,7.0
rbj7661,1-068-568-6056,Las Vegas,rbjgdyplkrcutrs,245130.0,2.0,462234.0,Ruihhbkdjniajgrvwos,69.0,,1.0,KY,United States of America,685.0,O,Mueller Water Products,4.0
ebw7662,,Sudbury,ebwticokpfdypejppslctr,19691.0,4.0,3936622.0,Gkirgeljoajnkshohjinbooco,33.0,M,3.0,SC,United States of America,363.0,R,Shaw Group,10.0
SQY7663,1-772-155-4468,Sunnyvale,SQYYLFSC,13490.0,1.0,2116904.0,cgqpaxicnbhaaufmao,33.0,M,1.0,NC,United States of America,605.0,O,Energy Future Holdings,9.0
nqw7664,1-551-833-6226,Birmingham,nqwvfudiscyqixxng,90333.0,4.0,63883.0,beidygiakhaztngnhqsrjhxs,1.0,W,4.0,KS,United States of America,394.0,,PHH,6.0
Fyz7665,1-894-068-7775,Orlando,Fyzxvqjbmfgyeyswcxbogeytfuqur,210200.0,0.0,2747738.0,XXILDDNLYSINLOGZNXHQKGLMEAR,19.0,U,2.0,MO,Canada,812.0,R,Simon Property Group,6.0
Hds7666,,Albuquerque,Hdsxrjpdyr,195318.0,3.0,938329.0,MLHCHSATXNEQIRSMEHAM,63.0,M,3.0,OK,United States of America,688.0,R,World Fuel Services,3.0
ksz7667,1-942-682-4165,Nashville,kszsqhunjdmjqhozzck,486627.0,5.0,976093.0,Qqgzzbefkm,27.0,M,5.0,LA,United States of America,808.0,O,Andersons,9.0
Wzm7668,,Akron,Wzmdnrkeh,142918.0,,2031908.0,qdjedjylsojhngornkkgmozdbb,12.0,,4.0,Saskatchewan,United States of America,492.0,O,L-3 Communications,1.0
Xna7669,1-316-836-0322,Lubbock,Xnafmengguewmwckz,243364.0,4.0,660066.0,Vszkppbmlhgmjgeiss,26.0,D,3.0,KY,United States of America,734.0,O,CACI International,6.0
ugr7670,1-746-466-6593,St. Paul,ugrohhoiopurrh,208343.0,1.0,2777991.0,Yizitnh,2.0,M,5.0,NH,United States of America,579.0,O,M&T Bank Corp.,7.0
Qao7671,1-306-508-0916,Columbus,Qaondcvjqnzbdtnhd,26787.0,0.0,3148815.0,Jkrhfalisxualvrritesxm,34.0,M,4.0,NM,United States of America,410.0,U,Family Dollar Stores,10.0
MXH7672,1-049-405-9872,Abilene,MXHLAVXOZQHBUBMXESG,190609.0,0.0,3714775.0,Hfhsubkrpir,86.0,D,4.0,NE,United States of America,743.0,O,Medco Health Solutions,7.0
KQU7673,1-539-901-1797,Biloxi,KQUJOIXHOLTVWZCHD,,1.0,2203195.0,Htbblpuiuynkio,47.0,M,,New Brunswick,United States of America,431.0,O,Crosstex Energy,9.0
bxn7674,1-976-507-8347,Cincinnati,bxnxlbwaecusydvfagorkjv,,0.0,3708645.0,odfxd,73.0,M,0.0,MD,United States of America,805.0,O,Reynolds American,4.0
Opu7675,1-902-376-9596,Tulsa,Opuqjoidjwgejjmkquot,453308.0,1.0,2954852.0,Znewofyktnzry,83.0,U,0.0,WV,United States of America,688.0,O,PolyOne,9.0
Ceo7676,1-532-161-3458,Oakland,Ceodsyerdrcenlfqt,251108.0,1.0,2421534.0,obgrwipkwotv,99.0,D,,MA,United States of America,483.0,O,"Toys ""R"" Us",1.0
DZH7677,1-943-745-8094,McAllen,DZHUBKPLE,128853.0,0.0,941243.0,llbtndfaert,49.0,U,0.0,MT,United States of America,844.0,O,Sonoco Products,7.0
Ocd7678,1-162-078-3859,Laredo,Ocdmelacghnqhlsdvvkvuycchojc,486933.0,3.0,3133101.0,Vowvlsbsbfokxbljqxz,96.0,M,3.0,NM,Canada,436.0,O,Newfield Exploration,5.0
Uyj7679,1-881-265-1012,Fort Collins,Uyjwcvfmhzfpziunhflhoccjfwi,306545.0,5.0,2070834.0,qafdyn,12.0,D,2.0,TN,Canada,336.0,U,IAC/InterActiveCorp,3.0
mhz7680,1-781-682-4447,Sudbury,mhzepufgwnlohcheeezqcehvlnjb,7682.0,1.0,2617194.0,aqococfdutcrxipsdiizyfbigy,75.0,S,1.0,PA,United States of America,688.0,O,MGIC Investment,1.0
Sft7681,1-716-288-6722,Simi Valley,Sftndrabqgoigvgvnidx,280763.0,3.0,2752340.0,Radeyutyf,29.0,U,0.0,NC,Canada,581.0,O,American International Group,9.0
gza7682,1-407-712-3659,Berkeley,gzasmfmrelczwmljfayfgvhxynxr,296945.0,1.0,2611991.0,ockmjwrdbkxoaemodyftxmjcl,4.0,,2.0,CO,United States of America,670.0,R,Health Net,6.0
Rem7683,1-747-143-2305,Santa Rosa,Remwagiyqu,176399.0,0.0,3965576.0,MPCHPTTYJUWERHWMHALH,100.0,U,0.0,TX,United States of America,671.0,O,Mueller Industries,5.0
cko7684,1-522-074-1862,Mesquite,ckocrloglb,97252.0,3.0,3550405.0,Duhgkwcceehrrqvnnirv,45.0,U,4.0,IN,Canada,352.0,U,American National Insurance,10.0
RLN7685,1-867-195-7669,Regina,RLNJVXKTTORDIVXEEWAJSTVV,320588.0,3.0,1566093.0,Rpmqztmrghojzbyqnivxceyuiha,63.0,S,2.0,VA,United States of America,317.0,O,Morgan Stanley,10.0
Qjl7686,1-272-128-3403,Worcester,Qjltuabiu,18284.0,4.0,1944507.0,YTNSVR,35.0,,2.0,WV,United States of America,809.0,R,Halliburton,6.0
YNL7687,1-174-194-8365,Iqaluit,YNLFVXOHLQAQYMDQUUHAVNW,,0.0,3250645.0,xgayrgnjhvearxja,61.0,S,2.0,VT,Canada,704.0,,MGIC Investment,5.0
qpi7688,1-067-296-1708,Little Rock,qpiikhkdd,80228.0,1.0,2806218.0,AJSVULACHMZKBAEN,43.0,S,,AZ,United States of America,411.0,O,United Services Automobile,2.0
Xxi7689,1-688-092-7664,Santa Clarita,Xxidvapbmiihnxwvrjtpa,39672.0,,2826399.0,fubtbkexiuaacw,98.0,U,3.0,NY,Canada,431.0,O,Spartan Stores,4.0
axi7690,1-784-445-0301,Chicago,axivutiixzrcuv,225036.0,3.0,91147.0,Lygmiirioggkj,84.0,M,3.0,NE,United States of America,362.0,O,Moog,4.0
Wqd7691,1-773-485-4247,Irving,Wqdkflcndhnjyuhgcfxg,224427.0,2.0,1036928.0,Xtslyxwajneuihyndtpz,,M,3.0,SC,Canada,532.0,R,Century Aluminum,4.0
jur7692,1-528-873-2585,Ontario,jurwurbdctv,123153.0,5.0,2406965.0,Fmeifzrxyvgil,18.0,U,4.0,New Brunswick,United States of America,442.0,O,Hayes Lemmerz,3.0
NBX7693,1-952-933-5053,Stamford,NBXNTB,,2.0,3588199.0,Rugvrsjeadcummqftfmb,14.0,S,1.0,KY,United States of America,677.0,O,EOG Resources,10.0
Naf7694,1-882-237-0765,Victoria,Nafrhdvsijqnetunpamn,353487.0,4.0,,RAVHHLPXNYMAOCOVOWXKHPS,22.0,M,2.0,British Columbia,United States of America,565.0,O,Dresser-Rand Group,8.0
bzc7695,1-762-453-2464,Brownsville,bzczehwxuk,145794.0,3.0,2896930.0,eaxqrdredlfrhooq,7.0,M,1.0,WA,United States of America,365.0,R,Sealed Air,5.0
Pmo7696,1-129-593-2017,Bellevue,Pmonjmzccapetw,142515.0,3.0,312676.0,XLJLRWZ,97.0,W,5.0,AK,United States of America,406.0,O,Blockbuster,5.0
goh7697,1-779-145-2680,Baltimore,gohguacsokmccgcukkj,414775.0,0.0,16279.0,Wwqsseqcbmteqjub,49.0,U,5.0,MN,United States of America,774.0,,Owens Corning,3.0
Jfb7698,1-770-255-3860,Cedar Rapids,Jfbfecnkszhhdsgyzus,125271.0,2.0,1536113.0,Qdakvyntptkywsqpy,25.0,S,5.0,RI,United States of America,718.0,R,Robert Half International,7.0
Hao7699,1-336-236-0201,Huntington Beach,Haoiwpsuiekdcpkhaax,,4.0,184474.0,Fhpdqgmswyxgqjhe,99.0,M,,British Columbia,United States of America,588.0,R,Wesco International,2.0
Dwo7700,1-185-085-5742,Cedar Rapids,Dwoipvancgnuouqstlrnfyewjt,93761.0,1.0,2971869.0,Fyetnnttkqoewqijbggbvrkxdg,44.0,M,5.0,SD,Canada,764.0,O,Dana Holding,5.0
RJA7701,1-957-033-0510,Los Angeles,RJAAYBXAISOJNRCY,397902.0,2.0,2256728.0,ktggcdbzntnxuxsiosyqegcesu,96.0,U,1.0,AL,United States of America,,O,NBTY,2.0
Lph7702,1-485-740-9640,Milwaukee,Lphgestktcospagvutfnojwku,123538.0,4.0,2127026.0,Yzurhpzqfcwgkwsgrkjzithjnksa,88.0,M,3.0,British Columbia,United States of America,657.0,O,Eastman Chemical,8.0
Rfk7703,1-459-114-0867,Detroit,Rfkzrip,118013.0,3.0,3476485.0,Qijmex,33.0,M,2.0,Ontario,United States of America,769.0,U,Allergan,
RFU7704,1-671-499-0522,Nashua,RFUPBVMNTACCXNNGVTWTU,45737.0,2.0,908035.0,WDJNJGKCNRPTUNIQNNBBNN,8.0,M,5.0,MD,United States of America,776.0,O,Global Partners,7.0
TQH7705,1-817-903-4786,Minneapolis,TQHMEMMZRGOSKAMOICIHTACSIF,456999.0,2.0,,Wjfwmudjwwybmmiubeqybeeniystl,55.0,U,0.0,IA,United States of America,343.0,O,Fluor,4.0
Bbc7706,1-099-914-5598,Columbia,Bbcdsefbpjwkgeqgc,326910.0,3.0,3054149.0,PMWXCRMVYFVJX,43.0,W,4.0,PA,United States of America,568.0,U,FedEx,5.0
Yoj7707,1-102-019-9878,Garden Grove,Yojvdcdcmdvenowfnu,166536.0,2.0,,luklinfqmglorhokwtwvhgqhmhxisf,75.0,S,0.0,MA,United States of America,830.0,O,Polaris Industries,5.0
lvh7708,1-873-941-1147,Norfolk,lvhnkrbomhb,337347.0,3.0,248269.0,Mmxepsmk,66.0,,4.0,ID,Canada,812.0,R,Torchmark,6.0
Zpr7709,1-710-953-4977,Salem,Zprtowfuebcnkomhctwozawilldble,41345.0,2.0,1203267.0,Ixsoib,58.0,U,4.0,Newfoundland,Canada,489.0,U,Alliance Data Systems,6.0
LMG7710,1-789-825-2857,Saskatoon,LMGKMCADYPJYO,370209.0,5.0,3704743.0,Cwurvdjbmuxtioeqbpk,29.0,U,1.0,UT,United States of America,845.0,U,American International Group,9.0
WMF7711,1-179-937-7265,Boise,WMFDKUEYDGUHMH,343016.0,0.0,3673540.0,Jhnamxkltxicm,28.0,U,4.0,OR,United States of America,735.0,R,Mohawk Industries,0.0
Qov7712,1-596-337-6757,Irvine,Qovtycantlwwx,186990.0,4.0,982779.0,tdbtkqtfzcnjridma,93.0,D,3.0,ID,United States of America,615.0,U,Vulcan Materials,4.0
Vkp7713,1-512-224-7078,Washington,Vkpfswwfwpswmudhsdo,46562.0,,2778471.0,njcdtc,17.0,W,4.0,AL,United States of America,,U,OfficeMax,6.0
SST7714,1-552-735-4638,St. Petersburg,SSTFMVLCKNTPKMD,98412.0,5.0,2585134.0,OMBIVJDP,98.0,U,5.0,MN,United States of America,769.0,U,Michael Foods,
Fuk7715,1-127-805-3262,Torrance,Fuknxsnnxbpkzxpvkgfqmrrtukc,436056.0,5.0,3591627.0,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,38.0,S,4.0,UT,United States of America,406.0,O,Vulcan Materials,10.0
Brz7716,1-985-423-7255,Warren,Brzitazbiandtwccpsojepmnkuwh,36008.0,3.0,1819561.0,Erjrxnjctmkhgqwpjzuylkf,44.0,U,1.0,ME,United States of America,586.0,O,,0.0
Faw7717,,Oakland,Fawgx,417402.0,1.0,2857056.0,Ijqvmftaeaoeiycxxi,27.0,M,0.0,IA,United States of America,630.0,O,Unum Group,10.0
Jtn7718,1-019-900-0927,Hull,Jtnfoibxdchrzcaerjqbyvopn,273535.0,1.0,1393892.0,lrntptwvbrtnvwdquqpsx,94.0,U,1.0,VT,United States of America,533.0,O,Domtar,7.0
too7719,1-055-674-3126,Boston,tooeebsa,445562.0,4.0,759096.0,Ouzxts,,M,2.0,MA,United States of America,328.0,O,Sentry Insurance Group,
Kcd7720,1-539-727-9817,Modesto,Kcdbaeuimvpilyauyxdlgkhoiyfro,226333.0,4.0,2288668.0,Cxogpjlizzckvntqnvns,60.0,M,2.0,Prince Edward Island,Canada,753.0,O,Constellation Energy,9.0
Yhh7721,1-125-903-5459,Grand Prairie,Yhhoyidngqgqsloyfqeulcrsio,,3.0,3580824.0,Piqrxkifkii,48.0,U,3.0,Manitoba,United States of America,512.0,O,CSX,10.0
Adu7722,1-591-506-8069,Phoenix,Adutmdmephuylyexw,,5.0,1681450.0,Bflmgwcfmker,36.0,D,3.0,TX,Canada,432.0,R,W.W. Grainger,8.0
Kwx7723,1-131-877-8296,Lincoln,Kwxjxfsmuroyrhhdvg,271054.0,5.0,1592047.0,Gjxszyfxpweic,67.0,,3.0,RI,United States of America,323.0,O,Kimberly-Clark,2.0
uzl7724,1-716-805-3703,Shreveport,uzlhro,64626.0,3.0,3596545.0,Bjobwdoxutojkprezhmpqibkxthznh,63.0,U,4.0,MI,United States of America,714.0,O,Henry Schein,10.0
UXY7725,1-506-286-3588,Warren,UXYOA,463945.0,5.0,3093246.0,Nesaxzxlulmhmoxztefdk,55.0,S,2.0,PA,United States of America,730.0,O,State Street Corp.,7.0
FRU7726,1-427-982-9005,Erie,FRUVQXYSLOBFJW,159731.0,0.0,3867919.0,DHICXMQRMKABXBTFUBDUUJDI,4.0,M,,KY,United States of America,346.0,O,Quanta Services,5.0
Bjx7727,1-669-946-1808,Fargo,Bjxbfwhcowvfbdenlbrrbcg,190805.0,5.0,3245961.0,Sfdjitmusbmcjxar,92.0,M,3.0,OH,United States of America,,R,Marshall & Ilsley Corp.,1.0
zkp7728,1-936-581-5888,Wichita,zkpmkqgcxwrsrhnmcvdfqstuxb,43888.0,1.0,600366.0,BROVPAASJ,93.0,M,1.0,AR,United States of America,818.0,O,Oceaneering International,7.0
Lbo7729,1-740-256-2368,Mount Pearl,Lbokllchqdtdczur,34137.0,0.0,1738979.0,pntucfaekdacxehx,87.0,S,0.0,KY,United States of America,623.0,R,Raymond James Financial,4.0
TFP7730,1-559-799-0991,Mobile,TFPMZQNTVKUSW,196885.0,4.0,454564.0,Yuvfvyhmgf,44.0,S,1.0,IA,United States of America,742.0,R,Valspar,5.0
XKQ7731,1-287-631-2055,Phoenix,XKQIZDJHVUNXRKSC,206705.0,0.0,3912268.0,holps,95.0,M,1.0,British Columbia,United States of America,378.0,O,Live Nation,9.0
DQY7732,1-100-505-6436,Fontana,DQYMVEPAKNUECHOWNBHLRHJ,337299.0,3.0,1966788.0,Zhsdvrhwonsusgdyuqztx,61.0,D,3.0,Quebec,United States of America,323.0,,,8.0
Ydl7733,1-167-261-7959,Toledo,Ydlrmjdsxxsbjepwscoj,280247.0,2.0,985098.0,SWEFUTQ,23.0,M,5.0,KS,United States of America,684.0,R,Health Management Associates,2.0
VGT7734,1-653-504-0712,Raleigh,VGTJKEIASJMQKJ,286206.0,4.0,,Trhovdcrqxthcnbbrvdob,16.0,U,2.0,ID,United States of America,390.0,O,Wyndham Worldwide,6.0
Wwi7735,,Lubbock,Wwicrggkzdyjhwtq,153656.0,4.0,1053231.0,Fviodsrylzqxraxioqleo,58.0,M,1.0,Newfoundland,United States of America,707.0,O,Broadcom,8.0
OJF7736,1-388-567-1492,San Diego,OJFGHPPIFVKDPQRVHUZDFIEAMOBD,379503.0,1.0,,Sgzipqh,58.0,M,1.0,Saskatchewan,United States of America,368.0,U,Aramark,2.0
Czs7737,1-801-318-0082,Charleston,Czshegxxemt,19124.0,1.0,3885299.0,VLTBIX,21.0,M,2.0,AL,United States of America,534.0,O,Aventine Renewable Energy,5.0
Zpa7738,1-280-292-5628,Garland,Zpapyj,44001.0,5.0,895008.0,lxsuouepduoidrjsneub,66.0,D,2.0,MT,United States of America,379.0,O,Humana,9.0
Icx7739,1-075-286-5992,Nashua,Icxqodklhd,461564.0,3.0,101325.0,Yczdgngm,92.0,,3.0,MT,United States of America,305.0,O,U.S. Bancorp,5.0
jmm7740,1-426-228-4128,Fort Worth,jmmosuzpaihicjlasmnoin,313750.0,3.0,1279719.0,Kgqiqsawtbkpgsrsswfadgenvkxxc,38.0,M,5.0,GA,United States of America,417.0,O,Analog Devices,1.0
saz7741,1-393-250-1404,Sterling Heights,sazoibyhmhpioyajj,78185.0,2.0,3779634.0,PYKDTNCFODSNR,,D,4.0,MT,Canada,536.0,R,Superior Energy Services,9.0
Ybr7742,1-130-076-0722,Oklahoma City,Ybrnapwpanycygqivvodcqasg,419102.0,2.0,742822.0,ohezji,66.0,W,4.0,CO,United States of America,773.0,O,Freddie Mac,10.0
ncz7743,1-984-871-9500,Baton Rouge,nczqs,91366.0,5.0,2761827.0,Htpngemoolmybunaep,55.0,S,0.0,Saskatchewan,United States of America,808.0,O,Autodesk,10.0
WWO7744,,Rancho Cucamonga,WWOJJSTMDIYNRRZLWXQXDFNNMW,433487.0,3.0,3749505.0,osnyvlqpt,55.0,,1.0,HI,United States of America,660.0,R,Shaw Group,2.0
TKP7745,1-203-707-3229,Kansas City,TKPVDVO,394286.0,2.0,391566.0,Lbbutmfng,83.0,W,0.0,TN,United States of America,,O,Commercial Metals,4.0
Mqz7746,1-297-038-0345,Long Beach,Mqzzodryfgfjswdkmqtlhumtoj,189157.0,1.0,2959021.0,Nomvdbagefjlngselxriwhzgpuspcj,27.0,U,5.0,WY,United States of America,346.0,R,Laclede Group,7.0
Dqw7747,1-669-932-0648,Sydney,Dqwifdbgiegtviskgopnwbppuoluv,22483.0,4.0,2776296.0,bnkufhbxijwrfnjsppfsgp,11.0,M,5.0,OK,United States of America,475.0,O,Seaboard,4.0
seh7748,1-801-131-4681,Evansville,sehtjjranqcuaunsosewfycq,298307.0,2.0,,Mmuplbewosfgftjogkaz,56.0,M,4.0,MS,,499.0,O,General Mills,2.0
Nii7749,1-340-993-5817,Lafayette,Niikjmxi,353200.0,1.0,864947.0,Nvzlhjvlnefxuixkftbrjpuhvvu,54.0,U,3.0,FL,United States of America,346.0,O,Family Insurance Group,2.0
Szc7750,1-116-138-8621,St. Louis,Szcpinwpnouxaakdrt,185208.0,4.0,1146468.0,Nrxkbu,50.0,M,5.0,Manitoba,Canada,431.0,O,Brink's,0.0
Mph7751,1-094-843-5304,Erie,Mphmjfjv,17790.0,2.0,1702447.0,Fqahvzbjrflxo,93.0,,5.0,NH,United States of America,823.0,O,Medtronic,2.0
Bvl7752,1-741-266-4363,Sandy,Bvlfcelfyknojpvbgdhutx,59420.0,2.0,2293642.0,IMELHPKYDEXIHELBQRD,15.0,M,5.0,Alberta,United States of America,344.0,R,United Refining,5.0
Nbu7753,1-961-736-5322,Riverside,Nbuhirogxgcswdjxcfyqnxbzwffn,178200.0,2.0,1529653.0,TFOSMWCFBTVKINAVEEBDKPMBW,92.0,S,,Saskatchewan,United States of America,709.0,O,Smithfield Foods,9.0
Emz7754,1-098-038-9852,Ottawa,Emzxjfpumpecoegrkeyjwd,162738.0,0.0,137515.0,ieomjcnhnyysvradllmznsyd,22.0,W,1.0,New Brunswick,Canada,,R,Medtronic,2.0
Kkw7755,1-648-057-3488,St. Petersburg,Kkwkmvwfjjnt,352913.0,4.0,2754879.0,Iqcdijgerjktuahlgojvlo,25.0,S,1.0,MS,United States of America,354.0,O,Cabot,
HCT7756,1-827-164-1984,Fort Lauderdale,HCTTFVVJCODLAZCLDHEJKSEEXTDUN,288188.0,0.0,929067.0,ahvvihkvbextremvexfapo,77.0,S,0.0,KY,United States of America,,O,Electronic Arts,9.0
BBE7757,1-852-465-7862,Carrollton,BBEAWGVIEDMOAZEMGTRDLAGWEITBW,385946.0,3.0,1153023.0,geryrjjsknqvhuswavmrjmcrefmhoa,26.0,D,4.0,AK,United States of America,686.0,,Seaboard,6.0
PTM7758,1-757-808-6215,Hayward,PTMDDZHHHNEADVKFAVYRILPPUIYJVX,136162.0,4.0,1933058.0,WTXMEESMJGTZWDYME,56.0,D,3.0,NV,United States of America,643.0,O,DirecTV Group,7.0
QJD7759,1-443-303-9144,Yonkers,QJDKQLJVNQLPNWDBBHVXFHDYMRLDSA,220449.0,3.0,3179244.0,SLZAPLSIUU,16.0,M,3.0,DC,Canada,665.0,O,Allegheny Energy,5.0
SFE7760,1-889-677-2295,Lexington,SFEGHRK,299284.0,1.0,2912318.0,Pbppda,77.0,S,3.0,Manitoba,United States of America,519.0,O,Marathon Oil,9.0
rro7761,1-938-614-3949,Cedar Rapids,rrojlce,334094.0,3.0,2828037.0,Wvtticeyguuhhotrxgmqzsystjnc,43.0,M,2.0,SD,United States of America,615.0,O,Prudential Financial,6.0
Imu7762,,Madison,Imuvry,364719.0,3.0,495577.0,FVVKHPCVSNGTUUITXJ,94.0,D,2.0,NY,United States of America,,,Dollar General,10.0
JPU7763,1-478-332-4603,Los Angeles,JPUDUDRZOIIROUHUDQGOIY,319866.0,5.0,1793954.0,Jowuthjstdmjzpl,92.0,M,,TN,United States of America,812.0,O,Schering-Plough,9.0
Luw7764,1-378-149-2550,Fort Smith,Luwofvivm,71545.0,4.0,2347778.0,bctcbpqwkkayptutzjkym,19.0,M,1.0,IN,United States of America,346.0,O,,5.0
Fde7765,1-042-436-6724,Sydney,Fdeqqfgftxtkfad,,4.0,380048.0,Jdpqlxxtfd,80.0,D,3.0,MT,United States of America,761.0,O,Capital One Financial,1.0
Bso7766,1-706-400-3078,Greensboro,Bsokbnungqcpjhxbyrle,484457.0,1.0,,LWMWK,64.0,M,0.0,AZ,United States of America,617.0,O,Collective Brands,7.0
GVA7767,1-877-687-0944,Fort Collins,GVAFIGFXWRPKYSJMXBTOBPB,176394.0,2.0,1918435.0,utkoptkxststrid,44.0,W,4.0,New Brunswick,United States of America,470.0,O,AptarGroup,0.0
twc7768,1-132-295-3991,Worcester,twcvljxkgryxuaqobkj,251600.0,1.0,2764457.0,Frtlkivwiqi,47.0,M,1.0,WY,United States of America,356.0,U,Coach,6.0
GZF7769,1-451-759-9810,Akron,GZFHMRWJTPGXLGXLUHHUA,145698.0,0.0,1510144.0,gktsklphdxwnvhcrfcxrykqyacjavd,93.0,M,0.0,AZ,United States of America,,O,UGI,7.0
bvm7770,1-817-806-2866,Tulsa,bvmvwiitasrqgqlo,492640.0,4.0,925182.0,Boxkdkokrcglmcgymhcxafg,94.0,W,5.0,New Brunswick,Canada,806.0,U,Forest Laboratories,5.0
zju7771,1-890-845-4416,Tucson,zjuuhvbnssjfgee,266405.0,1.0,2566330.0,dcgkvxonx,82.0,U,0.0,Ontario,Canada,,O,Boston Scientific,9.0
DYV7772,1-684-966-9733,Irvine,DYVMUACY,307897.0,,3668461.0,tpkpxsuytfvvou,42.0,,3.0,HI,United States of America,731.0,O,Worthington Industries,1.0
Gpk7773,1-692-342-0156,Wichita,Gpkwbvjguerjiohcydxwveqjt,53713.0,4.0,2348645.0,jgyioszfmrvmotbdz,,M,2.0,MS,United States of America,441.0,U,McCormick,9.0
