prospect_AgID,prospect_Coun,prospect_Ag,prospect_Ge,prospect_Pho,prospect_Em,prospect_Sta,prospect_NumCrCar,prospect_MiInit,prospect_MarSt,prospect_NuCa,prospect_Ci,prospect_Inc,prospect_NumChi,prospect_CrRa,prospect_OORF,prospect_NWo
CHO193,United States of America,58.0,F,1-326-180-9322,Westlake Chemical,VA,5.0,E,W,,Mesa,312074.0,2.0,805.0,O,178193.0
DIT194,United States of America,57.0,,1-784-796-6844,Jones Lang LaSalle,TX,7.0,G,M,2.0,Cleveland,68551.0,4.0,702.0,O,2102811.0
EMI195,United States of America,43.0,,1-662-625-4671,Burger King Holdings,MT,3.0,,W,4.0,Lewiston,488800.0,1.0,368.0,O,2246854.0
Ryd196,United States of America,39.0,m,1-627-590-4931,Hovnanian Enterprises,IL,8.0,,W,3.0,Tallahassee,431633.0,2.0,520.0,R,1312448.0
mei197,United States of America,87.0,,1-055-694-7984,Medical Mutual of Ohio,WY,2.0,S,S,0.0,El Monte,72797.0,3.0,666.0,O,295993.0
Ceg198,United States of America,57.0,,1-166-844-7429,Lockheed Martin,NC,9.0,,S,0.0,Sioux Falls,260576.0,1.0,587.0,O,1220003.0
hai199,United States of America,58.0,,1-516-930-4640,Yum Brands,ND,4.0,Z,U,4.0,Columbia,200096.0,5.0,643.0,O,2400476.0
cle200,United States of America,28.0,,1-261-215-4290,Wesco International,GA,5.0,J,,,San Francisco,,4.0,484.0,R,2900897.0
Cie201,United States of America,95.0,,1-681-572-7662,Volt Information Sciences,VA,3.0,W,U,3.0,Santa Clara,267656.0,1.0,,R,3942140.0
Par202,United States of America,98.0,f,1-288-967-5460,Western Union,Prince Edward Island,8.0,,S,1.0,Greensboro,35253.0,2.0,676.0,R,2118119.0
LOZ203,United States of America,55.0,f,1-315-022-2148,,OR,4.0,K,M,5.0,Waco,113159.0,2.0,300.0,O,338540.0
Pas204,Canada,14.0,,1-707-402-6121,Lubrizol,WI,8.0,,,2.0,Rochester,297444.0,3.0,,R,2617116.0
Aul205,United States of America,30.0,,1-186-893-7846,C.H. Robinson Worldwide,ID,9.0,,M,3.0,Tampa,52092.0,1.0,831.0,O,1459711.0
bar206,United States of America,90.0,F,1-571-918-3795,Celgene,MT,7.0,N,M,3.0,Paterson,30249.0,1.0,609.0,O,1804959.0
ELL207,United States of America,69.0,,1-206-055-2128,Leggett & Platt,MD,2.0,,S,2.0,Fullerton,483052.0,0.0,679.0,O,2957472.0
for208,United States of America,67.0,m,1-963-724-8044,Fidelity National Information,NY,6.0,P,U,4.0,London,287060.0,0.0,634.0,O,2919293.0
Bur209,Canada,41.0,,1-050-641-8503,Arch Coal,HI,4.0,U,W,1.0,Newark,274154.0,1.0,338.0,O,3610130.0
FOL210,United States of America,2.0,F,1-020-258-1680,Affinia Group Intermediate,DE,4.0,,M,5.0,Buffalo,379659.0,5.0,332.0,O,1209441.0
Led211,United States of America,89.0,m,,Kellogg,PA,8.0,,M,0.0,El Paso,,0.0,721.0,O,1058712.0
kop212,United States of America,88.0,,1-886-961-7857,PerkinElmer,IN,3.0,N,,4.0,Toledo,100796.0,1.0,351.0,O,1946028.0
pay213,Canada,90.0,,1-999-799-7384,Limited Brands,MT,6.0,,M,1.0,Sterling Heights,128277.0,1.0,564.0,O,1420984.0
PAL214,United States of America,54.0,,1-362-078-4138,OfficeMax,WY,9.0,,M,1.0,New Haven,147414.0,3.0,379.0,O,213235.0
fel215,United States of America,53.0,,1-174-723-5263,J.B. Hunt Transport Services,FL,8.0,,S,1.0,Dallas,51559.0,2.0,727.0,O,472425.0
ATW216,United States of America,89.0,,1-898-789-3598,American Express,RI,2.0,,U,2.0,Milwaukee,355622.0,3.0,578.0,O,1160132.0
Mcb217,United States of America,31.0,M,1-482-305-5399,Occidental Petroleum,CO,10.0,S,W,5.0,Anaheim,468116.0,1.0,642.0,O,2869995.0
Jal218,United States of America,1.0,M,1-834-784-7657,Shaw Group,SD,1.0,B,M,1.0,Huntington Beach,276728.0,0.0,,O,3727044.0
vem219,Canada,57.0,,1-864-555-5341,W.W. Grainger,TX,,,S,3.0,Naperville,135306.0,0.0,554.0,R,2293241.0
BAR220,United States of America,10.0,,1-475-209-3369,IDT,VT,6.0,D,U,1.0,Iqaluit,99566.0,0.0,733.0,U,2846515.0
PES221,United States of America,74.0,M,1-459-456-1848,General Mills,IN,10.0,U,M,2.0,Winnipeg,263959.0,4.0,345.0,O,1619956.0
Sha222,United States of America,28.0,F,1-802-797-1712,RBS Global,UT,6.0,,M,2.0,St. Petersburg,441498.0,0.0,644.0,R,2367607.0
Sch223,United States of America,96.0,M,,Realogy,NV,3.0,J,S,3.0,Waterbury,429621.0,0.0,564.0,U,3795566.0
Mat224,United States of America,42.0,,1-224-760-3774,ArvinMeritor,TX,10.0,L,M,1.0,Lubbock,181214.0,3.0,465.0,O,734762.0
JAI225,United States of America,64.0,,1-511-883-9082,Amkor Technology,OR,8.0,,D,,London,212502.0,4.0,652.0,O,908994.0
KAR226,United States of America,,,,Lear,Ontario,6.0,,M,5.0,Des Moines,244545.0,4.0,714.0,O,2561296.0
gus227,Canada,49.0,,1-405-014-0029,Asbury Automotive Group,Saskatchewan,10.0,,M,5.0,Madison,218681.0,4.0,383.0,R,3181069.0
Ann228,United States of America,81.0,,1-076-073-0994,Limited Brands,MO,7.0,K,,,Scottsdale,296916.0,5.0,336.0,O,2632226.0
lab229,Canada,57.0,,1-690-040-0846,Beazer Homes USA,UT,9.0,R,,0.0,Mount Pearl,453659.0,2.0,626.0,O,
fli230,United States of America,42.0,f,1-211-707-3341,,IL,0.0,M,S,3.0,Iqaluit,194450.0,0.0,549.0,U,1151333.0
sat231,United States of America,30.0,,1-642-203-7899,Acuity Brands,NM,0.0,,U,5.0,Moreno Valley,49533.0,4.0,492.0,O,2763939.0
tho232,United States of America,56.0,,1-792-738-9524,ABM Industries,NC,0.0,I,M,2.0,Naperville,394819.0,4.0,327.0,O,370710.0
CRI233,United States of America,3.0,m,1-881-269-3949,,AZ,10.0,L,S,3.0,Norfolk,342754.0,3.0,545.0,O,1192164.0
Gas234,United States of America,53.0,M,1-537-303-6219,Southwestern Energy,CT,0.0,V,M,1.0,Louisville,224435.0,0.0,571.0,O,223487.0
Cha235,United States of America,67.0,f,1-682-154-3638,Delta Air Lines,VA,7.0,,W,0.0,Akron,37717.0,2.0,423.0,O,2341143.0
Net236,United States of America,94.0,,1-512-708-0580,ITT,NV,4.0,,,1.0,Whitehorse,286483.0,0.0,655.0,O,1774784.0
WOO237,United States of America,37.0,m,1-598-440-6359,Health Management Associates,VA,0.0,,M,0.0,Salem,185412.0,5.0,488.0,O,3951308.0
val238,United States of America,75.0,,1-281-206-9270,Western Union,British Columbia,6.0,,M,4.0,Memphis,472518.0,,352.0,,2756025.0
Ber239,United States of America,51.0,f,1-442-133-8200,Family Insurance Group,VA,0.0,,M,,Fayetteville,425307.0,1.0,810.0,O,1833112.0
lab240,United States of America,74.0,,1-607-062-8891,Advance Auto Parts,TX,8.0,F,D,2.0,Lansing,304909.0,2.0,686.0,O,698884.0
VRE241,Canada,100.0,m,,J.P. Morgan Chase & Co.,CO,0.0,X,M,0.0,Atlanta,231226.0,2.0,389.0,R,3287261.0
GOO242,United States of America,,F,1-141-622-5196,Fidelity National Financial,GA,,,M,0.0,Gary,219026.0,0.0,761.0,U,3337290.0
cha243,United States of America,28.0,,1-500-101-2792,Toro,NE,4.0,S,D,0.0,Atlanta,414993.0,1.0,589.0,O,2963197.0
TAM244,United States of America,18.0,F,1-655-973-7192,Mueller Water Products,NC,1.0,W,M,0.0,Dawson City,24837.0,0.0,492.0,O,1487009.0
CUM245,United States of America,77.0,M,1-972-039-2576,Energy Future Holdings,OK,10.0,,D,2.0,Mobile,200645.0,5.0,442.0,U,3177428.0
SIM246,United States of America,14.0,,1-764-148-5233,Weis Markets,MO,8.0,E,S,4.0,Santa Clarita,22605.0,3.0,649.0,O,1886280.0
Est247,United States of America,23.0,,1-399-618-9069,MasterCard,AR,8.0,,U,0.0,Chicago,,0.0,337.0,O,1853087.0
han248,United States of America,1.0,F,1-628-481-6657,Oracle,MT,8.0,P,D,4.0,Nashua,389524.0,,572.0,R,195847.0
Pee249,United States of America,58.0,,1-085-050-1119,Mutual of America Life,Newfoundland,0.0,Y,M,4.0,West Covina,232945.0,3.0,666.0,U,3727580.0
bli250,United States of America,98.0,M,1-993-284-6634,JetBlue Airways,OR,4.0,T,D,2.0,Mesa,390626.0,3.0,567.0,O,2993662.0
Lea251,United States of America,76.0,,1-395-464-9156,Western Refining,NM,5.0,,,5.0,El Paso,286207.0,3.0,574.0,O,2886788.0
Wil252,United States of America,59.0,F,1-811-547-9696,Western Refining,FL,2.0,U,S,5.0,Victoria,391468.0,0.0,498.0,,3672610.0
kom253,Canada,81.0,f,,Bristol-Myers Squibb,MS,9.0,,U,5.0,Hayward,171326.0,2.0,836.0,R,3245637.0
Wel254,United States of America,31.0,,1-648-501-2866,AutoNation,Saskatchewan,8.0,,M,2.0,Oshawa,294972.0,3.0,759.0,,959636.0
Lac255,United States of America,1.0,,1-332-974-4753,Boeing,NE,6.0,,S,3.0,Hamilton,131039.0,5.0,563.0,O,1037702.0
Hon256,United States of America,28.0,f,1-217-048-6379,Advanced Micro Devices,TN,8.0,,S,1.0,Oklahoma City,480287.0,5.0,313.0,U,69141.0
Con257,United States of America,36.0,,,Unitrin,OR,6.0,,M,0.0,Portland,276404.0,4.0,771.0,O,2818725.0
han258,United States of America,47.0,,1-246-119-5490,Liberty Media,ID,1.0,,S,0.0,Macon,435481.0,5.0,717.0,O,3153373.0
WOJ259,United States of America,77.0,,,Jarden,WV,2.0,,D,4.0,Yellow Knife,,4.0,355.0,O,616608.0
Ami260,United States of America,91.0,f,1-347-479-6259,Cincinnati Financial,MI,10.0,P,U,4.0,Santa Rosa,499891.0,4.0,383.0,O,1014586.0
Mo261,United States of America,46.0,f,1-881-547-3819,Steel Dynamics,AL,1.0,A,S,5.0,Fort Wayne,394640.0,5.0,579.0,O,1679903.0
BUR262,Canada,36.0,,1-155-847-4022,OGE Energy,TN,5.0,,M,4.0,Inglewood,359040.0,3.0,324.0,O,1062919.0
Kos263,United States of America,18.0,m,1-946-987-5835,Hartford Financial Services,Manitoba,0.0,X,M,5.0,London,429949.0,2.0,752.0,R,3684297.0
Bor264,Canada,27.0,m,,Penske Automotive Group,CO,2.0,,D,5.0,Waterbury,333500.0,2.0,723.0,O,1805618.0
LAR265,United States of America,79.0,,,Amkor Technology,OR,1.0,K,S,2.0,Salem,480399.0,,349.0,U,1852935.0
BOU266,United States of America,72.0,,1-551-913-3853,Psychiatric Solutions,CO,4.0,,W,2.0,Dayton,73398.0,5.0,643.0,O,1528702.0
Pan267,United States of America,26.0,,1-666-863-1257,Calpine,NC,0.0,,W,3.0,Frederick,,0.0,390.0,O,178411.0
Wal268,United States of America,31.0,m,1-938-871-9739,Saks,Alberta,7.0,,U,4.0,Thousand Oaks,446105.0,4.0,801.0,O,2245432.0
Mue269,Canada,2.0,M,1-333-561-7008,BE Aerospace,VT,2.0,,S,0.0,Escondido,128126.0,4.0,741.0,O,3058077.0
Zub270,Canada,81.0,,1-514-023-2587,Exterran Holdings,VT,8.0,,D,2.0,Independence,371101.0,1.0,821.0,O,723251.0
Sei271,United States of America,69.0,,1-027-811-2670,Penn National Gaming,SC,5.0,D,M,3.0,Corpus Christi,263066.0,,830.0,O,3755553.0
Cav272,United States of America,69.0,F,1-475-590-2337,PetSmart,SD,,,M,0.0,Santa Rosa,,1.0,441.0,R,757755.0
Har273,United States of America,80.0,F,1-214-794-0930,First Data,New Brunswick,2.0,,D,3.0,Burlington,453776.0,1.0,484.0,R,3610784.0
Nau274,United States of America,14.0,M,1-988-429-0103,Liz Claiborne,Manitoba,8.0,R,,4.0,Overland Park,494609.0,5.0,653.0,O,2994154.0
Ste275,Canada,39.0,,1-143-517-2347,Alcoa,NJ,7.0,,D,0.0,Huntsville,233618.0,2.0,727.0,R,612241.0
Cho276,United States of America,0.0,m,1-709-720-3248,Perini,TX,0.0,D,U,1.0,Berkeley,,,535.0,O,1352198.0
Lux277,United States of America,59.0,f,1-314-831-7578,Hudson City Bancorp,MD,9.0,R,W,5.0,Casper,154521.0,4.0,320.0,R,2534935.0
Far278,United States of America,60.0,F,1-342-101-7385,Sigma-Aldrich,WV,1.0,,W,4.0,Toledo,438162.0,4.0,775.0,O,3189762.0
Shi279,United States of America,4.0,F,1-419-495-9429,Plains Exploration,OH,,,M,3.0,Cheyenne,352602.0,4.0,606.0,O,447872.0
Pip280,United States of America,74.0,f,1-992-551-4676,W.R. Berkley,NH,5.0,P,S,4.0,Fresno,194788.0,2.0,,O,3207012.0
Sug281,Canada,66.0,,1-183-910-2398,Cooper-Standard Holdings,IL,6.0,,W,0.0,Sacramento,437119.0,1.0,685.0,O,303926.0
Kum282,Canada,36.0,,1-114-136-8583,Ryder System,SD,5.0,F,M,0.0,Fargo,66431.0,5.0,770.0,O,3685802.0
LOR283,United States of America,55.0,f,1-985-895-6709,Merck,DC,4.0,L,M,4.0,Rapid City,380368.0,4.0,694.0,O,3180558.0
KUR284,United States of America,57.0,F,1-864-279-4768,Chubb,MO,4.0,,D,1.0,Raleigh,7377.0,3.0,530.0,O,
ser285,Canada,76.0,f,1-744-443-0610,Cummins,NJ,1.0,D,S,5.0,Oshawa,87533.0,0.0,609.0,O,3507884.0
Ado286,Canada,63.0,,1-710-698-6175,Advance Auto Parts,SD,3.0,N,M,2.0,Yellow Knife,76061.0,4.0,619.0,O,2230968.0
Bol287,United States of America,76.0,f,1-473-272-4862,Airgas,AK,7.0,M,M,4.0,Casper,486482.0,3.0,821.0,O,814197.0
sav288,United States of America,22.0,,1-767-745-4346,Mattel,Newfoundland,6.0,,M,4.0,Oshawa,436307.0,,553.0,O,2254862.0
Mar289,United States of America,,M,1-072-333-8934,Rite Aid,PA,,F,D,,Bismarck,420621.0,0.0,529.0,O,91935.0
Bar290,United States of America,7.0,,,Forest Laboratories,NJ,4.0,K,W,1.0,Calgary,187944.0,1.0,507.0,O,1818938.0
Woo291,United States of America,4.0,f,1-113-957-9923,Pioneer Natural Resources,NJ,8.0,N,S,0.0,Ontario,146651.0,2.0,726.0,O,177543.0
Bir292,United States of America,39.0,,1-270-496-9696,H&R Block,IL,8.0,,,2.0,San Diego,118757.0,1.0,684.0,O,3078579.0
Lav293,United States of America,84.0,,1-151-106-1324,Colgate-Palmolive,Ontario,4.0,A,U,1.0,Yellow Knife,467906.0,1.0,,O,1222308.0
Mcm294,United States of America,26.0,,1-130-325-1266,CBS,MI,7.0,,S,0.0,Palmdale,89920.0,0.0,314.0,O,3341105.0
Pau295,United States of America,72.0,m,1-102-293-7755,Cytec Industries,TN,4.0,,S,,Stockton,43770.0,1.0,,O,3128005.0
Lea296,United States of America,20.0,,1-177-880-1774,Calumet Specialty Products,MD,9.0,F,W,2.0,Cincinnati,435272.0,4.0,645.0,U,
Seh297,United States of America,100.0,m,1-042-914-3849,Popular,CO,8.0,A,U,3.0,Winnipeg,464094.0,1.0,713.0,R,
hit298,United States of America,83.0,,1-074-076-1898,Patterson-UTI Energy,NC,9.0,,U,0.0,Omaha,474686.0,3.0,357.0,O,594723.0
GAS299,United States of America,45.0,M,1-217-087-5277,Viacom,Manitoba,5.0,,D,1.0,Iqaluit,106730.0,,649.0,U,787771.0
hue300,United States of America,56.0,,1-377-905-7875,Calumet Specialty Products,OR,0.0,E,M,1.0,West Covina,97186.0,1.0,835.0,,148371.0
Kle301,United States of America,65.0,m,1-205-909-8362,AMR,UT,0.0,,M,4.0,Overland Park,161132.0,1.0,,O,2760822.0
Win302,United States of America,96.0,f,1-752-780-8339,Olin,IL,1.0,V,M,2.0,Brownsville,393718.0,,629.0,R,2240874.0
Mar303,United States of America,40.0,f,,Bon-Ton Stores,CA,1.0,M,U,3.0,Sioux Falls,31765.0,2.0,587.0,O,3676798.0
SWA304,Canada,51.0,m,1-147-089-1963,Werner Enterprises,ID,8.0,,M,0.0,Jacksonville,411526.0,3.0,786.0,R,1137557.0
Joy305,United States of America,85.0,m,1-956-899-9979,PepsiCo,LA,10.0,,M,4.0,Erie,316374.0,3.0,415.0,O,978089.0
mcr306,United States of America,11.0,,1-149-281-5678,American Electric Power,WV,5.0,,S,5.0,Saskatoon,233970.0,4.0,791.0,O,3268379.0
Pre307,United States of America,100.0,m,1-880-678-6428,Community Health Systems,MN,0.0,X,M,3.0,St. Petersburg,185988.0,5.0,413.0,R,2476914.0
HIN308,United States of America,51.0,M,1-589-765-3895,IAC/InterActiveCorp,Quebec,7.0,,M,2.0,Toronto,443246.0,5.0,428.0,O,
Sel309,United States of America,,F,1-413-343-2912,Jack in the Box,Quebec,10.0,,W,1.0,Spokane,474421.0,1.0,810.0,O,3405002.0
Wea310,United States of America,39.0,,1-312-593-5173,U.S. Bancorp,MD,2.0,,U,2.0,Long Beach,256222.0,0.0,324.0,U,1958810.0
TOM311,United States of America,47.0,,1-805-115-9823,PharMerica,UT,6.0,C,,4.0,Fort Worth,396342.0,1.0,587.0,O,1941022.0
Ens312,United States of America,,M,1-956-260-8837,AGL Resources,RI,1.0,,,0.0,Orlando,4870.0,1.0,700.0,,1309748.0
Ger313,United States of America,66.0,m,1-451-999-0585,Arkansas Best,MA,,P,S,2.0,Lakewood,379475.0,3.0,734.0,O,3632370.0
Bat314,Canada,83.0,m,,BorgWarner,MN,0.0,,S,4.0,Huntington,422366.0,2.0,651.0,,2475001.0
LON315,United States of America,49.0,M,1-359-607-4329,Pride International,TX,,N,W,4.0,Hampton,67927.0,4.0,555.0,R,2075664.0
Tun316,Canada,,,1-363-394-6166,DaVita,WI,1.0,F,M,4.0,Oceanside,363160.0,2.0,614.0,R,1250329.0
eis317,Canada,73.0,M,1-015-803-2474,Xerox,New Brunswick,8.0,,M,4.0,Winston-Salem,419888.0,2.0,794.0,O,212451.0
Vuc318,Canada,86.0,M,1-362-478-2862,Republic Services,ID,8.0,C,D,1.0,Norfolk,229870.0,5.0,482.0,U,3049747.0
bea319,United States of America,48.0,m,1-558-480-1200,Cephalon,British Columbia,2.0,,U,0.0,Birmingham,158840.0,5.0,591.0,O,2417447.0
Fer320,Canada,,,1-703-636-9996,,NV,8.0,W,U,1.0,Philadelphia,430061.0,0.0,566.0,O,2612998.0
Soo321,United States of America,37.0,m,1-154-086-1903,National Fuel Gas,MN,6.0,,M,0.0,Boise,194526.0,,381.0,O,734375.0
Bir322,United States of America,68.0,F,1-547-387-1078,Target,IL,7.0,,D,0.0,Fullerton,424188.0,2.0,374.0,O,3717995.0
Ver323,United States of America,,,1-748-212-2340,Expedia,Manitoba,,Q,U,0.0,Regina,470701.0,0.0,328.0,O,956825.0
De 324,United States of America,66.0,m,1-846-315-1764,Hudson City Bancorp,Alberta,8.0,C,S,1.0,Sandy,404911.0,,807.0,O,
Bla325,Canada,14.0,,1-179-983-1576,PharMerica,TN,1.0,,S,3.0,Mesa,,4.0,311.0,O,2390111.0
Hur326,United States of America,69.0,M,1-073-769-1833,Men's Wearhouse,ME,5.0,U,S,5.0,Provo,436285.0,3.0,647.0,O,3576639.0
ray327,United States of America,35.0,,1-353-395-2825,Williams,GA,,,,0.0,Kitchener,391695.0,4.0,622.0,O,339669.0
nix328,Canada,78.0,,1-771-657-6355,SPX,AK,7.0,,U,3.0,Idaho Falls,479851.0,0.0,570.0,R,2731417.0
zag329,United States of America,33.0,,1-942-527-3307,BE Aerospace,CT,8.0,K,S,4.0,Allentown,409873.0,5.0,840.0,R,2179616.0
Roi330,United States of America,77.0,,,Wells Fargo,WI,2.0,,M,0.0,Waterbury,245133.0,4.0,389.0,O,
Hog331,United States of America,94.0,,1-205-874-4529,,MO,2.0,T,M,,Raleigh,181694.0,5.0,467.0,,2950835.0
Mar332,United States of America,19.0,,,Lincoln National,MS,8.0,,S,2.0,Baton Rouge,106385.0,2.0,793.0,O,1515524.0
Col333,United States of America,50.0,,1-831-988-7672,Targa Resources,NY,3.0,W,,4.0,Oshawa,488485.0,2.0,749.0,O,2007473.0
neg334,United States of America,65.0,,1-079-481-2220,Spherion,MI,8.0,T,D,3.0,Carrollton,90218.0,2.0,789.0,O,1757951.0
Wil335,Canada,29.0,M,1-853-953-1134,Family Insurance Group,MD,8.0,J,,2.0,Columbus,308552.0,1.0,768.0,O,1980948.0
Gos336,United States of America,37.0,,1-471-099-6976,Adobe Systems,SD,6.0,,U,5.0,Cedar Rapids,380031.0,5.0,625.0,O,1630998.0
Ntp337,United States of America,56.0,F,1-235-350-8301,Blockbuster,Prince Edward Island,0.0,,M,2.0,Yonkers,348345.0,5.0,751.0,O,463905.0
mil338,United States of America,,,1-020-844-6258,Radian Group,TN,3.0,A,S,1.0,Flint,406014.0,4.0,460.0,O,352542.0
TEL339,United States of America,46.0,,1-101-164-5047,M&F Worldwide,ID,8.0,,U,,Kitchener,55811.0,4.0,812.0,R,3243615.0
RIV340,United States of America,28.0,m,1-424-458-1913,MeadWestvaco,MO,0.0,,M,4.0,Grand Prairie,456536.0,4.0,532.0,O,156383.0
hol341,United States of America,31.0,,1-071-151-3531,RadioShack,Ontario,8.0,M,U,4.0,Alexandria,42908.0,1.0,509.0,R,3366650.0
Fry342,United States of America,55.0,m,1-548-500-5378,Abbott Laboratories,UT,0.0,,U,5.0,Overland Park,319596.0,4.0,461.0,R,3762007.0
Esc343,United States of America,26.0,f,1-780-269-2599,Phoenix,CT,2.0,D,S,2.0,Columbia,146636.0,,,O,2915479.0
LID344,United States of America,93.0,d,1-503-223-2295,Medical Mutual of Ohio,CA,4.0,,M,5.0,Fort Smith,282004.0,2.0,332.0,,518175.0
BAY345,United States of America,14.0,m,1-036-637-5684,National Oilwell Varco,IN,1.0,H,M,5.0,Kitchener,339377.0,4.0,371.0,R,3240188.0
SED346,United States of America,30.0,F,1-117-775-7922,Cincinnati Financial,NE,8.0,,U,1.0,Lowell,391590.0,1.0,546.0,O,492570.0
SHU347,United States of America,18.0,M,1-420-197-0842,Ecolab,VT,6.0,,M,3.0,Fairbanks,319668.0,1.0,754.0,U,3189432.0
hin348,United States of America,69.0,m,1-057-255-5641,Baldor Electric,HI,2.0,,U,4.0,St. Catharines,251066.0,,516.0,O,1862636.0
Luw349,United States of America,60.0,,1-864-198-2367,Smithfield Foods,WA,1.0,,W,1.0,San Buenaventura,122433.0,1.0,737.0,O,1891784.0
PCB350,United States of America,77.0,m,1-089-865-4449,Hormel Foods,Saskatchewan,1.0,,D,4.0,San Diego,229086.0,2.0,404.0,O,2999683.0
BEZ351,United States of America,,,1-848-728-0817,Patterson,SC,0.0,,M,4.0,Syracuse,387138.0,2.0,583.0,O,1482145.0
Buc352,United States of America,62.0,,1-816-138-9438,Anadarko Petroleum,OK,8.0,E,U,5.0,Charlotte,192643.0,3.0,461.0,O,2237352.0
RAM353,United States of America,96.0,,1-036-611-5081,Michael Foods,NJ,2.0,,M,5.0,Winnipeg,301108.0,3.0,343.0,O,2903967.0
THR354,United States of America,45.0,,1-841-019-7366,International Game Technology,KY,0.0,,W,3.0,Pembroke Pines,448626.0,0.0,431.0,O,2208391.0
RAU355,United States of America,65.0,,1-285-189-5251,Western Digital,ME,10.0,L,M,1.0,Plano,432792.0,4.0,319.0,R,1052954.0
Gol356,United States of America,12.0,m,1-632-062-4993,Sonoco Products,WY,0.0,,M,5.0,Fort Wayne,499596.0,2.0,504.0,O,3751568.0
Upd357,Canada,71.0,f,1-614-232-0003,Verizon Communications,MO,6.0,M,M,4.0,San Buenaventura,30189.0,4.0,611.0,O,1980882.0
MOR358,United States of America,38.0,,1-035-288-5444,Securian Financial Group,AK,2.0,R,,4.0,Mount Pearl,111428.0,2.0,359.0,O,579641.0
SHA359,Canada,7.0,,1-477-970-4729,Electronic Arts,CT,2.0,F,W,5.0,Sandy,146638.0,2.0,398.0,O,3476510.0
Cla360,United States of America,30.0,,1-092-479-3305,LandAmerica Financial Group,SD,4.0,S,M,3.0,Henderson,40323.0,4.0,,O,505464.0
LIC361,United States of America,58.0,,1-618-745-5747,C.H. Robinson Worldwide,IA,0.0,V,,0.0,Mobile,461807.0,0.0,537.0,O,2494978.0
PEL362,United States of America,8.0,,1-363-472-9200,Alaska Air Group,UT,1.0,,U,5.0,Hilo,184868.0,5.0,743.0,O,1609289.0
Ash363,Canada,18.0,,1-430-155-3830,Buildings Materials Corp.,Newfoundland,8.0,K,M,5.0,Virginia Beach,125814.0,3.0,432.0,O,
DYN364,United States of America,83.0,B,1-637-251-1599,Interactive Brokers Group,ID,10.0,,S,2.0,Fullerton,267270.0,3.0,614.0,R,1681770.0
Lar365,United States of America,50.0,,1-392-994-6165,Rockwell Automation,MI,6.0,,M,0.0,Lancaster,408878.0,1.0,704.0,O,
ENG366,Canada,88.0,,1-351-837-0111,Pantry,CA,0.0,,M,2.0,Durham,418717.0,3.0,604.0,R,2933990.0
Har368,United States of America,60.0,f,1-352-607-5329,Werner Enterprises,MD,5.0,,U,0.0,Fort Wayne,345984.0,2.0,556.0,R,2112951.0
Hey369,United States of America,52.0,,1-227-269-1037,Cisco Systems,KS,1.0,J,U,2.0,Seattle,171271.0,5.0,344.0,O,3418282.0
leh370,Canada,48.0,,1-208-109-2479,Lockheed Martin,WI,6.0,C,W,0.0,Vancouver,448397.0,3.0,388.0,O,2898609.0
Co-371,Canada,40.0,,1-265-022-0496,SanDisk,NC,8.0,V,U,4.0,Tucson,359271.0,,416.0,O,1765032.0
Elt372,Canada,69.0,,1-220-323-3039,News Corp.,TN,6.0,,M,2.0,Oxnard,322068.0,2.0,709.0,O,3176317.0
Alv373,United States of America,42.0,F,1-055-237-4260,Markel,IL,5.0,I,M,2.0,Corona,76346.0,,426.0,O,461490.0
YOK374,United States of America,39.0,f,1-285-900-2874,Silgan Holdings,OR,2.0,H,M,0.0,Sacramento,469442.0,1.0,665.0,R,3164372.0
ZIN375,United States of America,19.0,,1-562-501-9401,SPX,DC,3.0,,M,2.0,Escondido,167918.0,0.0,547.0,O,1294197.0
zim376,United States of America,10.0,m,1-572-985-7236,L-3 Communications,Saskatchewan,,K,U,0.0,Chicago,104354.0,4.0,558.0,O,661877.0
laf377,United States of America,47.0,,1-378-748-1930,Thermo Fisher Scientific,KS,9.0,X,M,4.0,Frederick,467285.0,4.0,511.0,O,2709193.0
POP378,Canada,83.0,M,1-525-579-7508,Kimberly-Clark,British Columbia,7.0,Q,S,1.0,Thousand Oaks,,,504.0,R,1744304.0
men379,United States of America,,,1-901-469-7568,Church & Dwight,MI,6.0,V,S,5.0,Mobile,72940.0,2.0,693.0,O,1670195.0
TUR380,Canada,42.0,,,Vanguard Health Systems,CT,0.0,,M,5.0,Pomona,150336.0,4.0,454.0,O,1443342.0
fee381,United States of America,2.0,F,1-260-434-2400,Embarq,IA,10.0,H,D,0.0,Little Rock,81333.0,4.0,372.0,O,681302.0
ter382,United States of America,67.0,F,1-304-461-8478,AMC Entertainment,NH,9.0,,S,0.0,Hilo,117399.0,3.0,568.0,O,3406439.0
