gncd,crdtrtng,ct,gndr,pstlcd,phn,nmbrchldrn,wnrrntflg,ncm,ddrssln1,lstnm,mddlntl,mplr,cntr,ntwrth,nmbrcrs,mrtlstts,g,nmbrcrdtcrds
udq7609,446.0,Peoria,,enehob,1-253-879-8833,1.0,U,,Xhggtfwyslxvgeiuzjfxewcsweefq,udqexswxytatsvxw,Q,Baldor Electric,United States of America,1611011.0,5.0,M,50.0,6.0
Ghl7610,,Lexington,,RNLAKRXSPA,1-401-256-3483,4.0,O,316963.0,,Ghlflxgkavpsqvkpun,M,Commercial Metals,Canada,2999167.0,0.0,M,0.0,0.0
mtk7611,,Salem,f,Hlezt,1-175-910-8245,,O,84046.0,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,mtkfmxripistepftjaxfosviokgqsf,,,Canada,,5.0,W,,
QIY7612,723.0,San Jose,,Iyqmkpcjx,1-565-191-3419,3.0,O,368990.0,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,QIYQRALNIIONMKDZB,,Molina Healthcare,United States of America,3307491.0,0.0,M,,9.0
Ohz7613,348.0,Kansas City,,klgnkcaedht,1-921-688-5401,0.0,O,124382.0,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,Ohzpaqjtc,,Plains All American Pipeline,Canada,2057260.0,2.0,S,81.0,2.0
djg7614,666.0,Windsor,,Jsombikj,1-925-155-0170,0.0,O,9263.0,Gvdteormavfflajkedaclod,djgtucxplpftr,,Agilent Technologies,United States of America,53179.0,2.0,M,52.0,
Iad7615,,Chicago,,Xtckbvng,1-185-691-2951,4.0,U,334181.0,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,Iaduje,,AutoZone,United States of America,690086.0,2.0,M,68.0,3.0
EMG7616,844.0,Evansville,,YPUWSVRD,1-067-518-3854,1.0,R,314001.0,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,EMGQKGEOTCGAFGDZVTRUAVGZYPM,H,,United States of America,2025465.0,0.0,M,,8.0
Hjn7617,766.0,Honolulu,,Ifxvsnt,1-188-554-1671,4.0,O,168309.0,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,Hjnljezrxojeaoustvawackahexa,,Universal Health Services,Canada,695307.0,1.0,M,36.0,8.0
CYP7618,521.0,Cleveland,M,EAOJPQVWBNZ,1-168-215-2223,4.0,O,322765.0,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,CYPTBBGPWKKKFNOUHJ,D,Time Warner,United States of America,3238398.0,2.0,M,31.0,10.0
KPN7619,306.0,Livonia,,fhirgl,1-228-022-3056,5.0,O,311253.0,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,KPNRNVLRFUTOWOERTCSIRQZ,h,Sealed Air,United States of America,1213578.0,1.0,W,55.0,7.0
Vbi7620,411.0,Little Rock,,Lahfziy,1-926-766-1124,5.0,R,140296.0,Blsmawjjdmdamrhqyqgzmbkfa,Vbimifwtrtvb,x,Sprint Nextel,United States of America,103708.0,5.0,W,66.0,9.0
ehb7621,,Halifax,F,tofdjef,1-538-797-1948,5.0,O,439984.0,Stofpzwyhkpmuq,ehbcbdctlcspuvwbqveohanmkolbw,,,United States of America,1086081.0,1.0,M,22.0,3.0
TMQ7622,702.0,Peoria,F,rckzx,1-627-234-0841,0.0,O,454011.0,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,TMQACIIUMYYZHYX,C,Quiksilver,United States of America,1349626.0,5.0,U,51.0,8.0
Lsb7623,842.0,San Jose,a,MMLJKBGXD,1-876-492-0782,5.0,R,191541.0,,Lsbutxufufshmkqnscnhx,y,Valspar,United States of America,1083092.0,1.0,S,26.0,1.0
Dpz7624,528.0,Charlotte,M,banusio,1-436-946-7319,1.0,R,,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,Dpzpfctp,u,Timken,United States of America,1662799.0,2.0,U,100.0,0.0
Zuj7625,300.0,Hilo,,Safkd,1-281-780-2897,3.0,R,,cnckvldjedzgdqhy,Zujmcfzznpfohsdp,,,United States of America,3548540.0,3.0,W,13.0,5.0
Jqk7626,752.0,Yonkers,,DHTLWJDXLRW,1-421-286-4139,1.0,O,269215.0,,Jqkozdva,,Occidental Petroleum,United States of America,881414.0,2.0,S,11.0,7.0
ijb7627,303.0,Modesto,m,RORIUHK,1-908-354-2709,4.0,O,193126.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,ijbcvbgglqupyentiqncsnswyygl,,,Canada,1712200.0,0.0,M,62.0,0.0
NMO7628,418.0,Louisville,F,bxgwhohh,1-466-560-2530,5.0,O,462618.0,qehomraquwxrkb,NMOXMHMVUDGY,U,Massey Energy,United States of America,847446.0,3.0,M,13.0,10.0
Tef7629,667.0,Eugene,f,SRARKMXOD,1-578-686-8082,3.0,O,212026.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,Tefewe,,Weyerhaeuser,United States of America,344294.0,3.0,W,23.0,4.0
Sdj7630,441.0,Buffalo,,hwugfvlttol,1-166-077-1436,4.0,U,371024.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,Sdjhq,Z,National Fuel Gas,United States of America,1534879.0,1.0,D,51.0,7.0
Pbr7631,471.0,Santa Fe,m,zgsllav,1-535-320-1881,2.0,O,235810.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,Pbrfgfdwedgrmifitr,,Pep Boys,United States of America,3897101.0,3.0,U,2.0,0.0
Ice7632,701.0,Springfield,m,Mszwfhpj,1-633-495-6478,,O,347270.0,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,Icejebxweavlnddpjz,,Neiman Marcus,United States of America,3064442.0,2.0,W,,9.0
ZWG7633,323.0,Anchorage,,Yqfxb,1-398-680-0278,2.0,R,399212.0,TAIWTM,ZWGIV,,BlackRock,United States of America,2016524.0,5.0,D,82.0,1.0
Evw7634,846.0,Winnipeg,m,ypmuep,1-185-976-7770,5.0,O,439561.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,Evwthrqmqfpsbpdqojtqzpjmpoea,,McGraw-Hill,United States of America,37745.0,4.0,M,94.0,10.0
Lhl7635,850.0,Waco,m,Xthtecuu,1-490-238-8219,4.0,O,29980.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,Lhlatzfku,c,Family Dollar Stores,United States of America,503752.0,3.0,M,16.0,8.0
LYB7636,,Stockton,,Xjzpdio,1-891-741-2112,5.0,U,28693.0,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,LYBUGCXZYJSERVQKQJKNIIW,N,Teleflex,United States of America,2115180.0,2.0,M,43.0,
Ijb7637,564.0,Boston,M,Rgthehdvvlh,1-849-918-0984,2.0,O,106794.0,Phqspowfoiqmszxy,Ijbmwiomutrflaupolplmfjsqh,x,,Canada,839222.0,1.0,M,76.0,3.0
Zhf7638,558.0,Memphis,f,ysexit,1-426-168-3142,5.0,O,340598.0,XDPEFDQIMFNMCO,Zhftulgpedd,,Imation,United States of America,1851334.0,3.0,S,0.0,4.0
PYU7639,417.0,Sydney,m,Wscgcsbwlzj,1-757-910-8931,,O,490597.0,FSSAAXLAMAPBOMTNUFG,PYUHQOCHAUAWGKHHLXQNUWZTEBN,r,PPL,United States of America,1348251.0,1.0,U,33.0,0.0
Iku7640,487.0,Shreveport,,AUQJTIMK,1-468-325-0119,2.0,O,499685.0,AKWOIATLDDKU,Ikufiibsvk,F,Smithfield Foods,Canada,2722392.0,2.0,U,62.0,6.0
HBZ7641,639.0,Modesto,m,Weqnwrwrbcgx,1-383-310-7894,0.0,O,62285.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,HBZACUNNIOTFKFSTCILLC,,Macy's,United States of America,1785161.0,2.0,M,8.0,9.0
Pco7642,625.0,Hull,M,facqrtjqjmd,1-353-727-2029,5.0,O,320885.0,VANVGDDSYEK,Pcofbhaqeemibnkjtsoxmdibmpquo,,Torchmark,United States of America,2823578.0,5.0,U,4.0,3.0
Ybv7643,,Yonkers,,OCNCREZ,1-028-849-5461,3.0,O,184669.0,TVTDULLNHUZPDNEEKSXEGPXDNE,Ybvjle,,Herman Miller,United States of America,2123972.0,5.0,D,39.0,1.0
Rim7644,,Atlanta,,JXOGSVJ,1-480-785-4021,0.0,R,126989.0,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,Rimdakhncfjlrbor,F,Kindred Healthcare,United States of America,112782.0,0.0,S,90.0,3.0
gnf7645,460.0,Hayward,,Iqtso,1-443-132-4138,4.0,,48144.0,HWAWSSEUGGKEXQDESYXFHWZ,gnfkwjxmvkbeh,,Arch Coal,Canada,248311.0,1.0,M,7.0,3.0
Wxp7646,793.0,Savannah,F,Uxgvbwop,1-143-020-1234,4.0,O,377787.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,Wxphiul,C,Whirlpool,United States of America,3719851.0,5.0,,95.0,8.0
Dxh7647,821.0,Fullerton,m,Ovsiu,1-475-304-3486,5.0,O,323782.0,,Dxhuevhfuceqmpoolmuhflp,N,Arrow Electronics,Canada,1920385.0,5.0,U,59.0,8.0
Aqo7648,,Overland Park,,Frqdqbs,1-677-882-6792,2.0,O,31880.0,NASLRGJGXPDOGNJSHNLNGBCXJVO,Aqopbqsxqxjj,,Rock-Tenn,United States of America,576903.0,3.0,S,13.0,6.0
fen7649,643.0,Alexandria,,waiitdv,1-151-067-7411,3.0,O,390190.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,fenowyirqcdcwwo,s,R.H. Donnelley,United States of America,1855037.0,5.0,D,58.0,8.0
CMQ7650,817.0,Fort Collins,,Vlmzifrfolfs,1-645-553-4591,1.0,O,413821.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,CMQIHWYKNOLSX,,Pall,Canada,2954046.0,4.0,U,67.0,2.0
Yhb7651,702.0,Santa Fe,f,DKXNSUJQRKGM,1-670-793-5351,2.0,O,301451.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,Yhbbdqabnbldfqhnofnxdrzrj,,Burlington Coat Factory,United States of America,952096.0,1.0,,68.0,10.0
mbw7652,409.0,Simi Valley,,Vzvadviukgid,1-049-843-6473,0.0,O,5888.0,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,mbwpxwoq,L,Forest Laboratories,United States of America,3382998.0,1.0,D,17.0,2.0
xas7653,617.0,Mesa,,Jjtgz,1-739-185-6579,2.0,O,254404.0,Gicehrtxtlvwiewgl,xasiqx,Y,Moody's,United States of America,3772196.0,2.0,,44.0,6.0
MKM7654,,Simi Valley,M,TMWLE,1-215-295-5893,0.0,O,290984.0,cveuptzbcwxicceqqmqsqgfvhykw,MKMKDBNJNERUJSQYY,,Fidelity National Financial,United States of America,3180080.0,3.0,M,16.0,5.0
Jgi7655,756.0,Charlotte,F,Lfmjqz,,5.0,O,441847.0,Kqosfw,Jgiimqxenotyp,,Amphenol,United States of America,3971412.0,5.0,M,27.0,
Mwv7656,484.0,St. Petersburg,,bserucmdlez,1-515-341-8405,4.0,R,373240.0,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,Mwvgdm,,Int. Business Machines,United States of America,1488210.0,2.0,D,59.0,5.0
YOY7657,589.0,Washington,,Nobgu,1-249-978-7278,4.0,O,461444.0,Gqvfapurdsetypjkkcceahfodyn,YOYQEKTGQPVGKZZXM,,Int. Flavors & Fragrances,United States of America,2621373.0,1.0,S,8.0,9.0
Gja7658,380.0,Tallahassee,m,Mynrhpyte,1-471-716-6210,4.0,O,255072.0,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,Gjaqmimggdmubhczafzufuklxgxos,,Gilead Sciences,United States of America,1021949.0,1.0,S,98.0,0.0
rcx7659,541.0,Mesa,f,aqobdfbeu,,1.0,R,255019.0,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,rcxczhucwf,E,United Rentals,United States of America,2444319.0,1.0,S,35.0,10.0
IPA7660,474.0,Portland,M,jecwnfavowiu,1-982-617-1421,,,330718.0,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,IPAZTGHTPTW,V,Convergys,Canada,362567.0,1.0,M,57.0,7.0
rbj7661,685.0,Las Vegas,,Nmemytq,1-068-568-6056,1.0,O,245130.0,WSKYHRCGGHSPINYLUNNDCJPV,rbjgdyplkrcutrs,b,Mueller Water Products,United States of America,462234.0,2.0,,69.0,4.0
ebw7662,363.0,Sudbury,,Vqvleqweftl,,3.0,R,19691.0,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,ebwticokpfdypejppslctr,U,Shaw Group,United States of America,3936622.0,4.0,M,33.0,10.0
SQY7663,605.0,Sunnyvale,,ABCSQOCHEHK,1-772-155-4468,1.0,O,13490.0,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,SQYYLFSC,,Energy Future Holdings,United States of America,2116904.0,1.0,M,33.0,9.0
nqw7664,394.0,Birmingham,f,NOQIRAGYH,1-551-833-6226,4.0,,90333.0,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,nqwvfudiscyqixxng,i,PHH,United States of America,63883.0,4.0,W,1.0,6.0
Fyz7665,812.0,Orlando,m,Yqqldbrjvcqq,1-894-068-7775,2.0,R,210200.0,uezrarapf,Fyzxvqjbmfgyeyswcxbogeytfuqur,,Simon Property Group,Canada,2747738.0,0.0,U,19.0,6.0
Hds7666,688.0,Albuquerque,f,BSICQKYPBDT,,3.0,R,195318.0,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,Hdsxrjpdyr,J,World Fuel Services,United States of America,938329.0,3.0,M,63.0,3.0
ksz7667,808.0,Nashville,F,enurwe,1-942-682-4165,5.0,O,486627.0,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,kszsqhunjdmjqhozzck,s,Andersons,United States of America,976093.0,5.0,M,27.0,9.0
Wzm7668,492.0,Akron,,Qslfupidrch,,4.0,O,142918.0,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,Wzmdnrkeh,,L-3 Communications,United States of America,2031908.0,,,12.0,1.0
Xna7669,734.0,Lubbock,,VEKXFJRNX,1-316-836-0322,3.0,O,243364.0,xznxzmzinjddcepuvomccimcwdxo,Xnafmengguewmwckz,N,CACI International,United States of America,660066.0,4.0,D,26.0,6.0
ugr7670,579.0,St. Paul,,Dbkoxqpx,1-746-466-6593,5.0,O,208343.0,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,ugrohhoiopurrh,,M&T Bank Corp.,United States of America,2777991.0,1.0,M,2.0,7.0
Qao7671,410.0,Columbus,f,HPYTPNH,1-306-508-0916,4.0,U,26787.0,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,Qaondcvjqnzbdtnhd,a,Family Dollar Stores,United States of America,3148815.0,0.0,M,34.0,10.0
MXH7672,743.0,Abilene,,rxcbiltuvzyh,1-049-405-9872,4.0,O,190609.0,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,MXHLAVXOZQHBUBMXESG,G,Medco Health Solutions,United States of America,3714775.0,0.0,D,86.0,7.0
KQU7673,431.0,Biloxi,,jfrawlwjssge,1-539-901-1797,,O,,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,KQUJOIXHOLTVWZCHD,J,Crosstex Energy,United States of America,2203195.0,1.0,M,47.0,9.0
bxn7674,805.0,Cincinnati,,PGIUBMUAR,1-976-507-8347,0.0,O,,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,bxnxlbwaecusydvfagorkjv,,Reynolds American,United States of America,3708645.0,0.0,M,73.0,4.0
Opu7675,688.0,Tulsa,M,rgqwzxsvza,1-902-376-9596,0.0,O,453308.0,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,Opuqjoidjwgejjmkquot,,PolyOne,United States of America,2954852.0,1.0,U,83.0,9.0
Ceo7676,483.0,Oakland,,qnxfnq,1-532-161-3458,,O,251108.0,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,Ceodsyerdrcenlfqt,,"Toys ""R"" Us",United States of America,2421534.0,1.0,D,99.0,1.0
DZH7677,844.0,McAllen,,lfjtpka,1-943-745-8094,0.0,O,128853.0,Gjftxakuhgilmoatmibqcnbbrmq,DZHUBKPLE,,Sonoco Products,United States of America,941243.0,0.0,U,49.0,7.0
Ocd7678,436.0,Laredo,F,pyeiwbftpsck,1-162-078-3859,3.0,O,486933.0,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,Ocdmelacghnqhlsdvvkvuycchojc,,Newfield Exploration,Canada,3133101.0,3.0,M,96.0,5.0
Uyj7679,336.0,Fort Collins,,Enncjsox,1-881-265-1012,2.0,U,306545.0,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,Uyjwcvfmhzfpziunhflhoccjfwi,,IAC/InterActiveCorp,Canada,2070834.0,5.0,D,12.0,3.0
mhz7680,688.0,Sudbury,,Lnprrdeegs,1-781-682-4447,1.0,O,7682.0,Rqhzrjcuikufwfbplxmtpeqb,mhzepufgwnlohcheeezqcehvlnjb,P,MGIC Investment,United States of America,2617194.0,1.0,S,75.0,1.0
Sft7681,581.0,Simi Valley,,PXRXKFTOX,1-716-288-6722,0.0,O,280763.0,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,Sftndrabqgoigvgvnidx,,American International Group,Canada,2752340.0,3.0,U,29.0,9.0
gza7682,670.0,Berkeley,m,Osanin,1-407-712-3659,2.0,R,296945.0,Jbvoghxtacvunglpdzjhatiusxn,gzasmfmrelczwmljfayfgvhxynxr,,Health Net,United States of America,2611991.0,1.0,,4.0,6.0
Rem7683,671.0,Santa Rosa,,WWWMNN,1-747-143-2305,0.0,O,176399.0,Pyoruxpsl,Remwagiyqu,,Mueller Industries,United States of America,3965576.0,0.0,U,100.0,5.0
cko7684,352.0,Mesquite,,tsqtfhsh,1-522-074-1862,4.0,U,97252.0,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,ckocrloglb,b,American National Insurance,Canada,3550405.0,3.0,U,45.0,10.0
RLN7685,317.0,Regina,f,zwyuac,1-867-195-7669,2.0,O,320588.0,XRPHDPOQURZXVFLADMA,RLNJVXKTTORDIVXEEWAJSTVV,,Morgan Stanley,United States of America,1566093.0,3.0,S,63.0,10.0
Qjl7686,809.0,Worcester,,Gzgsvt,1-272-128-3403,2.0,R,18284.0,iqnzhrksgftjekxfljogmqkrbpkstk,Qjltuabiu,R,Halliburton,United States of America,1944507.0,4.0,,35.0,6.0
YNL7687,704.0,Iqaluit,m,Shirfkrfppb,1-174-194-8365,2.0,,,Jbmoxkiflceta,YNLFVXOHLQAQYMDQUUHAVNW,w,MGIC Investment,Canada,3250645.0,0.0,S,61.0,5.0
qpi7688,411.0,Little Rock,,hwxcimvf,1-067-296-1708,,O,80228.0,Wgfjqmnbm,qpiikhkdd,E,United Services Automobile,United States of America,2806218.0,1.0,S,43.0,2.0
Xxi7689,431.0,Santa Clarita,F,xqkaxa,1-688-092-7664,3.0,O,39672.0,,Xxidvapbmiihnxwvrjtpa,C,Spartan Stores,Canada,2826399.0,,U,98.0,4.0
axi7690,362.0,Chicago,m,cjeriaaeunmp,1-784-445-0301,3.0,O,225036.0,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,axivutiixzrcuv,,Moog,United States of America,91147.0,3.0,M,84.0,4.0
Wqd7691,532.0,Irving,M,Mhhqranm,1-773-485-4247,3.0,R,224427.0,raecjdlfwcwnaaeqeomxmuemrg,Wqdkflcndhnjyuhgcfxg,,Century Aluminum,Canada,1036928.0,2.0,M,,4.0
jur7692,442.0,Ontario,M,Ztrxdxr,1-528-873-2585,4.0,O,123153.0,Deamomjpzxjzhfugk,jurwurbdctv,g,Hayes Lemmerz,United States of America,2406965.0,5.0,U,18.0,3.0
NBX7693,677.0,Stamford,,BVMLYNHCFOY,1-952-933-5053,1.0,O,,Aktcqktdiehyacjhlqknwg,NBXNTB,t,EOG Resources,United States of America,3588199.0,2.0,S,14.0,10.0
Naf7694,565.0,Victoria,f,RBVXNHWO,1-882-237-0765,2.0,O,353487.0,Xasjqyptachbyjrnjvfvznkcwdxmpo,Nafrhdvsijqnetunpamn,,Dresser-Rand Group,United States of America,,4.0,M,22.0,8.0
bzc7695,365.0,Brownsville,,Wfmsguhdyyo,1-762-453-2464,1.0,R,145794.0,,bzczehwxuk,,Sealed Air,United States of America,2896930.0,3.0,M,7.0,5.0
Pmo7696,406.0,Bellevue,F,Mcxklhj,1-129-593-2017,5.0,O,142515.0,Nzckdxwdktbsqcaurk,Pmonjmzccapetw,,Blockbuster,United States of America,312676.0,3.0,W,97.0,5.0
goh7697,774.0,Baltimore,F,Lypuhgeezbgp,1-779-145-2680,5.0,,414775.0,Svabwvthdbgivhnelxqvrhqvvgy,gohguacsokmccgcukkj,z,Owens Corning,United States of America,16279.0,0.0,U,49.0,3.0
Jfb7698,718.0,Cedar Rapids,F,TRKCEX,1-770-255-3860,5.0,R,125271.0,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,Jfbfecnkszhhdsgyzus,I,Robert Half International,United States of America,1536113.0,2.0,S,25.0,7.0
Hao7699,588.0,Huntington Beach,,Kihzeilpneap,1-336-236-0201,,R,,Unyjafcdzuerth,Haoiwpsuiekdcpkhaax,,Wesco International,United States of America,184474.0,4.0,M,99.0,2.0
Dwo7700,764.0,Cedar Rapids,e,pylzfutqftt,1-185-085-5742,5.0,O,93761.0,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,Dwoipvancgnuouqstlrnfyewjt,O,Dana Holding,Canada,2971869.0,1.0,M,44.0,5.0
RJA7701,,Los Angeles,f,Bsclhehzobfm,1-957-033-0510,1.0,O,397902.0,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,RJAAYBXAISOJNRCY,,NBTY,United States of America,2256728.0,2.0,U,96.0,2.0
Lph7702,657.0,Milwaukee,,Ieyjqvfhges,1-485-740-9640,3.0,O,123538.0,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,Lphgestktcospagvutfnojwku,,Eastman Chemical,United States of America,2127026.0,4.0,M,88.0,8.0
Rfk7703,769.0,Detroit,,Zuttopn,1-459-114-0867,2.0,U,118013.0,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,Rfkzrip,,Allergan,United States of America,3476485.0,3.0,M,33.0,
RFU7704,776.0,Nashua,,EHXJIUER,1-671-499-0522,5.0,O,45737.0,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,RFUPBVMNTACCXNNGVTWTU,U,Global Partners,United States of America,908035.0,2.0,M,8.0,7.0
TQH7705,343.0,Minneapolis,m,ipazhhewr,1-817-903-4786,0.0,O,456999.0,HOMAWOXXWEMFPMBHETZHOZBOPJGPFBDFJZQETUMMJAVJO,TQHMEMMZRGOSKAMOICIHTACSIF,,Fluor,United States of America,,2.0,U,55.0,4.0
Bbc7706,568.0,Columbia,,vvwizqanbs,1-099-914-5598,4.0,U,326910.0,uathejgojclvooynhavibvdjhuspwiyxjtrrbidwiabjxyvcuxcifzyqtwphzvxbfcrykaelbw,Bbcdsefbpjwkgeqgc,,FedEx,United States of America,3054149.0,3.0,W,43.0,5.0
Yoj7707,830.0,Garden Grove,,Lzxpul,1-102-019-9878,0.0,O,166536.0,,Yojvdcdcmdvenowfnu,F,Polaris Industries,United States of America,,2.0,S,75.0,5.0
lvh7708,812.0,Norfolk,,Dwvezt,1-873-941-1147,4.0,R,337347.0,OHYWSFETLJEYTTMYZDOGFTPBAQKVN,lvhnkrbomhb,,Torchmark,Canada,248269.0,3.0,,66.0,6.0
Zpr7709,489.0,Salem,,WQSZWQBE,1-710-953-4977,4.0,U,41345.0,WSZYJROXWWIWMVXDTZLJRKAPTUGFNIKPCPNRWASXEWEEUXRZALWYHWKU,Zprtowfuebcnkomhctwozawilldble,,Alliance Data Systems,Canada,1203267.0,2.0,U,58.0,6.0
LMG7710,845.0,Saskatoon,m,DWMXIPKTCN,1-789-825-2857,1.0,U,370209.0,Qfeecmwaxqhkulepjrwbmihojdaovxcukyrlnphlnimczdwhbxkilgjzuoiyhpupzxvcxxtrztifgd,LMGKMCADYPJYO,,American International Group,United States of America,3704743.0,5.0,U,29.0,9.0
WMF7711,735.0,Boise,,hrhbmmtj,1-179-937-7265,4.0,R,343016.0,VIJLPKEZYSJJGTR,WMFDKUEYDGUHMH,,Mohawk Industries,United States of America,3673540.0,0.0,U,28.0,0.0
Qov7712,615.0,Irvine,F,EXIDAUKO,1-596-337-6757,3.0,U,186990.0,,Qovtycantlwwx,,Vulcan Materials,United States of America,982779.0,4.0,D,93.0,4.0
Vkp7713,,Washington,,Wqhgxcfrvqe,1-512-224-7078,4.0,U,46562.0,,Vkpfswwfwpswmudhsdo,,OfficeMax,United States of America,2778471.0,,W,17.0,6.0
SST7714,769.0,St. Petersburg,M,Lwuvkzp,1-552-735-4638,5.0,U,98412.0,Zmasw,SSTFMVLCKNTPKMD,P,Michael Foods,United States of America,2585134.0,5.0,U,98.0,
Fuk7715,406.0,Torrance,m,htndjyvd,1-127-805-3262,4.0,O,436056.0,Hvwcslkdbovbksvugzeblranwljqocapxusqfhoxknwsbunmtvsdrquws,Fuknxsnnxbpkzxpvkgfqmrrtukc,,Vulcan Materials,United States of America,3591627.0,5.0,S,38.0,10.0
Brz7716,586.0,Warren,f,Iadjghd,1-985-423-7255,1.0,O,36008.0,DVMTEYEFOGEHXPCXCSOGWGYKOIPFCQAEJN,Brzitazbiandtwccpsojepmnkuwh,,,United States of America,1819561.0,3.0,U,44.0,0.0
Faw7717,630.0,Oakland,f,,,0.0,O,417402.0,Oznikwnqknmmzcqghprkmqgvogyqikwolvmyluhxmsculhddmjcxxwcuijvtebhrdmamuus,Fawgx,,Unum Group,United States of America,2857056.0,1.0,M,27.0,10.0
Jtn7718,533.0,Hull,m,kvcqpv,1-019-900-0927,1.0,O,273535.0,Gvpkllxjihwcdekmhwgrvrjjlemqymitgmisuqksneadi,Jtnfoibxdchrzcaerjqbyvopn,,Domtar,United States of America,1393892.0,1.0,U,94.0,7.0
