AgencyID,FirstName,Age,MiddleInitial,MaritalStatus,NumberCreditCards,NumberChildren,OwnOrRentFlag,LastName,CreditRating,NumberCars,State,Country,Phone,Income,Employer,NetWorth
HIL186,Suzette,5.0,,M,1.0,1.0,O,HILLARD,659.0,4.0,NY,United States of America,1-804-228-8548,401021.0,Boise,3399757.0
war187,Myla,,,M,9.0,2.0,R,warburton,351.0,4.0,NY,United States of America,1-564-230-0062,70945.0,DST Systems,2684548.0
MAC188,dacia,72.0,,S,7.0,3.0,O,MACHNICKI-HYNES,608.0,3.0,Saskatchewan,United States of America,1-781-339-9073,389391.0,United States Steel,3041622.0
lev189,CHELSIE,12.0,A,S,3.0,2.0,O,levitin,706.0,4.0,Prince Edward Island,United States of America,1-096-116-9962,63226.0,Pepco Holdings,3211816.0
Goo190,abbas,71.0,,M,8.0,4.0,O,Gooderham,391.0,0.0,Alberta,United States of America,1-914-194-6997,206220.0,Acuity Brands,127026.0
Koh191,Rec,90.0,E,W,2.0,4.0,R,Kohalmi-hill,461.0,5.0,Ontario,United States of America,1-733-360-9116,,Baker Hughes,588945.0
AYL192,Elaine,20.0,,U,2.0,4.0,O,AYLWIN,510.0,4.0,TN,United States of America,1-591-402-8026,337152.0,Newell Rubbermaid,1962620.0
CHO193,Katharine,58.0,E,W,5.0,2.0,O,CHOUHAN,805.0,,VA,United States of America,1-326-180-9322,312074.0,Westlake Chemical,178193.0
DIT194,LILIAN,57.0,G,M,7.0,4.0,O,DITKO,702.0,2.0,TX,United States of America,1-784-796-6844,68551.0,Jones Lang LaSalle,2102811.0
EMI195,CATI,43.0,,W,3.0,1.0,O,EMIG,368.0,4.0,MT,United States of America,1-662-625-4671,488800.0,Burger King Holdings,2246854.0
Ryd196,Luong,39.0,,W,8.0,2.0,R,Ryder,520.0,3.0,IL,United States of America,1-627-590-4931,431633.0,Hovnanian Enterprises,1312448.0
mei197,JUOZAS,87.0,S,S,2.0,3.0,O,meisner,666.0,0.0,WY,United States of America,1-055-694-7984,72797.0,Medical Mutual of Ohio,295993.0
Ceg198,Lysy,57.0,,S,9.0,1.0,O,Cegelski,587.0,0.0,NC,United States of America,1-166-844-7429,260576.0,Lockheed Martin,1220003.0
hai199,ULA,58.0,Z,U,4.0,5.0,O,haigh,643.0,4.0,ND,United States of America,1-516-930-4640,200096.0,Yum Brands,2400476.0
cle200,Francesca,28.0,J,,5.0,4.0,R,clendening,484.0,,GA,United States of America,1-261-215-4290,,Wesco International,2900897.0
Cie201,emili,95.0,W,U,3.0,1.0,R,Ciesielski,,3.0,VA,United States of America,1-681-572-7662,267656.0,Volt Information Sciences,3942140.0
Par202,yogesh,98.0,,S,8.0,2.0,R,Parypa,676.0,1.0,Prince Edward Island,United States of America,1-288-967-5460,35253.0,Western Union,2118119.0
LOZ203,Xantippe,55.0,K,M,4.0,2.0,O,LOZINSKI,300.0,5.0,OR,United States of America,1-315-022-2148,113159.0,,338540.0
Pas204,TINO,14.0,,,8.0,3.0,R,Pascal,,2.0,WI,Canada,1-707-402-6121,297444.0,Lubrizol,2617116.0
Aul205,AGGIE,30.0,,M,9.0,1.0,O,Aula,831.0,3.0,ID,United States of America,1-186-893-7846,52092.0,C.H. Robinson Worldwide,1459711.0
bar206,Alane,90.0,N,M,7.0,1.0,O,barnes,609.0,3.0,MT,United States of America,1-571-918-3795,30249.0,Celgene,1804959.0
ELL207,ABBYE,69.0,,S,2.0,0.0,O,ELLIOTT,679.0,2.0,MD,United States of America,1-206-055-2128,483052.0,Leggett & Platt,2957472.0
for208,aleen,67.0,P,U,6.0,0.0,O,forslund,634.0,4.0,NY,United States of America,1-963-724-8044,287060.0,Fidelity National Information,2919293.0
Bur209,collen,41.0,U,W,4.0,1.0,O,Burbidge,338.0,1.0,HI,Canada,1-050-641-8503,274154.0,Arch Coal,3610130.0
FOL210,NEALA,2.0,,M,4.0,5.0,O,FOLLMER,332.0,5.0,DE,United States of America,1-020-258-1680,379659.0,Affinia Group Intermediate,1209441.0
Led211,CELISSE,89.0,,M,8.0,0.0,O,Leder,721.0,0.0,PA,United States of America,,,Kellogg,1058712.0
kop212,MEHMET,88.0,N,,3.0,1.0,O,kopke,351.0,4.0,IN,United States of America,1-886-961-7857,100796.0,PerkinElmer,1946028.0
pay213,Carlis,90.0,,M,6.0,1.0,O,paylor,564.0,1.0,MT,Canada,1-999-799-7384,128277.0,Limited Brands,1420984.0
PAL214,marshal,54.0,,M,9.0,3.0,O,PALACEK,379.0,1.0,WY,United States of America,1-362-078-4138,147414.0,OfficeMax,213235.0
fel215,Fabien,53.0,,S,8.0,2.0,O,felton,727.0,1.0,FL,United States of America,1-174-723-5263,51559.0,J.B. Hunt Transport Services,472425.0
ATW216,basia,89.0,,U,2.0,3.0,O,ATWELL-BYRNE,578.0,2.0,RI,United States of America,1-898-789-3598,355622.0,American Express,1160132.0
Mcb217,FARID,31.0,S,W,10.0,1.0,O,Mcbeth,642.0,5.0,CO,United States of America,1-482-305-5399,468116.0,Occidental Petroleum,2869995.0
Jal218,jyoti,1.0,B,M,1.0,0.0,O,Jalaie,,1.0,SD,United States of America,1-834-784-7657,276728.0,Shaw Group,3727044.0
vem219,Jandy,57.0,,S,,0.0,R,vempati,554.0,3.0,TX,Canada,1-864-555-5341,135306.0,W.W. Grainger,2293241.0
BAR220,VO,10.0,D,U,6.0,0.0,U,BARNICKEL,733.0,1.0,VT,United States of America,1-475-209-3369,99566.0,IDT,2846515.0
PES221,Kien,74.0,U,M,10.0,4.0,O,PESOLD,345.0,2.0,IN,United States of America,1-459-456-1848,263959.0,General Mills,1619956.0
Sha222,Tybi,28.0,,M,6.0,0.0,R,Shaughnessy,644.0,2.0,UT,United States of America,1-802-797-1712,441498.0,RBS Global,2367607.0
Sch223,Nhien,96.0,J,S,3.0,0.0,U,Schmeing,564.0,3.0,NV,United States of America,,429621.0,Realogy,3795566.0
Mat224,Florance,42.0,L,M,10.0,3.0,O,Materna,465.0,1.0,TX,United States of America,1-224-760-3774,181214.0,ArvinMeritor,734762.0
JAI225,Ros,64.0,,D,8.0,4.0,O,JAIN,652.0,,OR,United States of America,1-511-883-9082,212502.0,Amkor Technology,908994.0
KAR226,Genevieve,,,M,6.0,4.0,O,KARNAZES,714.0,5.0,Ontario,United States of America,,244545.0,Lear,2561296.0
gus227,EMILIO,49.0,,M,10.0,4.0,R,gustafson,383.0,5.0,Saskatchewan,Canada,1-405-014-0029,218681.0,Asbury Automotive Group,3181069.0
Ann228,JANEEN,81.0,K,,7.0,5.0,O,Annas,336.0,,MO,United States of America,1-076-073-0994,296916.0,Limited Brands,2632226.0
lab229,cathrin,57.0,R,,9.0,2.0,O,labenek,626.0,0.0,UT,Canada,1-690-040-0846,453659.0,Beazer Homes USA,
fli230,kirstin,42.0,M,S,0.0,0.0,U,flindall,549.0,3.0,IL,United States of America,1-211-707-3341,194450.0,,1151333.0
sat231,giles,30.0,,U,0.0,4.0,O,satkunaseelan,492.0,5.0,NM,United States of America,1-642-203-7899,49533.0,Acuity Brands,2763939.0
tho232,Ted,56.0,I,M,0.0,4.0,O,thornley,327.0,2.0,NC,United States of America,1-792-738-9524,394819.0,ABM Industries,370710.0
CRI233,hayden,3.0,L,S,10.0,3.0,O,CRIPPS,545.0,3.0,AZ,United States of America,1-881-269-3949,342754.0,,1192164.0
Gas234,Gail,53.0,V,M,0.0,0.0,O,Gascon,571.0,1.0,CT,United States of America,1-537-303-6219,224435.0,Southwestern Energy,223487.0
Cha235,las,67.0,,W,7.0,2.0,O,Chavers,423.0,0.0,VA,United States of America,1-682-154-3638,37717.0,Delta Air Lines,2341143.0
Net236,Noelyn,94.0,,,4.0,0.0,O,Nettles,655.0,1.0,NV,United States of America,1-512-708-0580,286483.0,ITT,1774784.0
WOO237,izak,37.0,,M,0.0,5.0,O,WOODROW,488.0,0.0,VA,United States of America,1-598-440-6359,185412.0,Health Management Associates,3951308.0
val238,bernita,75.0,,M,6.0,,,valerien,352.0,4.0,British Columbia,United States of America,1-281-206-9270,472518.0,Western Union,2756025.0
Ber239,Karmen,51.0,,M,0.0,1.0,O,Berndt,810.0,,VA,United States of America,1-442-133-8200,425307.0,Family Insurance Group,1833112.0
lab240,Rio,74.0,F,D,8.0,2.0,O,labranche,686.0,2.0,TX,United States of America,1-607-062-8891,304909.0,Advance Auto Parts,698884.0
VRE241,ISABELLE,100.0,X,M,0.0,2.0,R,VREUGDENHIL,389.0,0.0,CO,Canada,,231226.0,J.P. Morgan Chase & Co.,3287261.0
GOO242,Micro,,,M,,0.0,U,GOODINSON,761.0,0.0,GA,United States of America,1-141-622-5196,219026.0,Fidelity National Financial,3337290.0
cha243,maribel,28.0,S,D,4.0,1.0,O,chaput,589.0,0.0,NE,United States of America,1-500-101-2792,414993.0,Toro,2963197.0
TAM244,NADYA,18.0,W,M,1.0,0.0,O,TAMARELLI,492.0,0.0,NC,United States of America,1-655-973-7192,24837.0,Mueller Water Products,1487009.0
CUM245,Darrell,77.0,,D,10.0,5.0,U,CUMPSTON,442.0,2.0,OK,United States of America,1-972-039-2576,200645.0,Energy Future Holdings,3177428.0
SIM246,Hoy,14.0,E,S,8.0,3.0,O,SIMONOVICH,649.0,4.0,MO,United States of America,1-764-148-5233,22605.0,Weis Markets,1886280.0
Est247,shana,23.0,,U,8.0,0.0,O,Estes,337.0,0.0,AR,United States of America,1-399-618-9069,,MasterCard,1853087.0
han248,HQ,1.0,P,D,8.0,,R,haney,572.0,4.0,MT,United States of America,1-628-481-6657,389524.0,Oracle,195847.0
Pee249,Co,58.0,Y,M,0.0,3.0,U,Peers,666.0,4.0,Newfoundland,United States of America,1-085-050-1119,232945.0,Mutual of America Life,3727580.0
bli250,Beb,98.0,T,D,4.0,3.0,O,blidy,567.0,2.0,OR,United States of America,1-993-284-6634,390626.0,JetBlue Airways,2993662.0
Lea251,Sherrill,76.0,,,5.0,3.0,O,Leavell,574.0,5.0,NM,United States of America,1-395-464-9156,286207.0,Western Refining,2886788.0
Wil252,takehiko,59.0,U,S,2.0,0.0,,Willhoff,498.0,5.0,FL,United States of America,1-811-547-9696,391468.0,Western Refining,3672610.0
kom253,FLOSSIE,81.0,,U,9.0,2.0,R,komenda,836.0,5.0,MS,Canada,,171326.0,Bristol-Myers Squibb,3245637.0
Wel254,Chryste,31.0,,M,8.0,3.0,,Welsford,759.0,2.0,Saskatchewan,United States of America,1-648-501-2866,294972.0,AutoNation,959636.0
Lac255,Sheelagh,1.0,,S,6.0,5.0,O,Lacombe,563.0,3.0,NE,United States of America,1-332-974-4753,131039.0,Boeing,1037702.0
Hon256,DICKENS,28.0,,S,8.0,5.0,U,Honda,313.0,1.0,TN,United States of America,1-217-048-6379,480287.0,Advanced Micro Devices,69141.0
Con257,Maury,36.0,,M,6.0,4.0,O,Conley,771.0,0.0,OR,United States of America,,276404.0,Unitrin,2818725.0
han258,Dorothy,47.0,,S,1.0,5.0,O,handley,717.0,0.0,ID,United States of America,1-246-119-5490,435481.0,Liberty Media,3153373.0
WOJ259,CHICKIE,77.0,,D,2.0,4.0,O,WOJTECKI,355.0,4.0,WV,United States of America,,,Jarden,616608.0
Ami260,Lavinia,91.0,P,U,10.0,4.0,O,Amini,383.0,4.0,MI,United States of America,1-347-479-6259,499891.0,Cincinnati Financial,1014586.0
Mo261,Kristine,46.0,A,S,1.0,5.0,O,Mo,579.0,5.0,AL,United States of America,1-881-547-3819,394640.0,Steel Dynamics,1679903.0
BUR262,tobi,36.0,,M,5.0,3.0,O,BUREK,324.0,4.0,TN,Canada,1-155-847-4022,359040.0,OGE Energy,1062919.0
Kos263,Frederica,18.0,X,M,0.0,2.0,R,Kosten,752.0,5.0,Manitoba,United States of America,1-946-987-5835,429949.0,Hartford Financial Services,3684297.0
Bor264,Cayla,27.0,,D,2.0,2.0,O,Borel,723.0,5.0,CO,Canada,,333500.0,Penske Automotive Group,1805618.0
LAR265,BRIAN,79.0,K,S,1.0,,U,LARCHE,349.0,2.0,OR,United States of America,,480399.0,Amkor Technology,1852935.0
BOU266,ROCH,72.0,,W,4.0,5.0,O,BOURDEAU,643.0,2.0,CO,United States of America,1-551-913-3853,73398.0,Psychiatric Solutions,1528702.0
Pan267,Charly,26.0,,W,0.0,0.0,O,Panter,390.0,3.0,NC,United States of America,1-666-863-1257,,Calpine,178411.0
Wal268,joli,31.0,,U,7.0,4.0,O,Walbridge,801.0,4.0,Alberta,United States of America,1-938-871-9739,446105.0,Saks,2245432.0
Mue269,Kasper,2.0,,S,2.0,4.0,O,Muehle,741.0,0.0,VT,Canada,1-333-561-7008,128126.0,BE Aerospace,3058077.0
Zub270,Joo-geok,81.0,,D,8.0,1.0,O,Zubans,821.0,2.0,VT,Canada,1-514-023-2587,371101.0,Exterran Holdings,723251.0
Sei271,Winona,69.0,D,M,5.0,,O,Seidman,830.0,3.0,SC,United States of America,1-027-811-2670,263066.0,Penn National Gaming,3755553.0
Cav272,king-haut,69.0,,M,,1.0,R,Cavasin,441.0,0.0,SD,United States of America,1-475-590-2337,,PetSmart,757755.0
Har273,DARLENE,80.0,,D,2.0,1.0,R,Hartell,484.0,3.0,New Brunswick,United States of America,1-214-794-0930,453776.0,First Data,3610784.0
Nau274,Deana,14.0,R,,8.0,5.0,O,Naugle,653.0,4.0,Manitoba,United States of America,1-988-429-0103,494609.0,Liz Claiborne,2994154.0
Ste275,Laurette,39.0,,D,7.0,2.0,R,Stegman,727.0,0.0,NJ,Canada,1-143-517-2347,233618.0,Alcoa,612241.0
Cho276,Renell,0.0,D,U,0.0,,O,Choo-kang,535.0,1.0,TX,United States of America,1-709-720-3248,,Perini,1352198.0
Lux277,Meriann,59.0,R,W,9.0,4.0,R,Luxford,320.0,5.0,MD,United States of America,1-314-831-7578,154521.0,Hudson City Bancorp,2534935.0
Far278,KATALIN,60.0,,W,1.0,4.0,O,Farnsworth,775.0,4.0,WV,United States of America,1-342-101-7385,438162.0,Sigma-Aldrich,3189762.0
Shi279,Gayel,4.0,,M,,4.0,O,Shinjo,606.0,3.0,OH,United States of America,1-419-495-9429,352602.0,Plains Exploration,447872.0
Pip280,Lourdes,74.0,P,S,5.0,2.0,O,Piperni,,4.0,NH,United States of America,1-992-551-4676,194788.0,W.R. Berkley,3207012.0
Sug281,Jooran,66.0,,W,6.0,1.0,O,Sugarman,685.0,0.0,IL,Canada,1-183-910-2398,437119.0,Cooper-Standard Holdings,303926.0
Kum282,Damian,36.0,F,M,5.0,5.0,O,Kumamoto,770.0,0.0,SD,Canada,1-114-136-8583,66431.0,Ryder System,3685802.0
LOR283,teressa,55.0,L,M,4.0,4.0,O,LORENZO,694.0,4.0,DC,United States of America,1-985-895-6709,380368.0,Merck,3180558.0
KUR284,Phedra,57.0,,D,4.0,3.0,O,KURIAN,530.0,1.0,MO,United States of America,1-864-279-4768,7377.0,Chubb,
ser285,Flora,76.0,D,S,1.0,0.0,O,serbin,609.0,5.0,NJ,Canada,1-744-443-0610,87533.0,Cummins,3507884.0
Ado286,ezmeralda,63.0,N,M,3.0,4.0,O,Adolfie,619.0,2.0,SD,Canada,1-710-698-6175,76061.0,Advance Auto Parts,2230968.0
Bol287,Clary,76.0,M,M,7.0,3.0,O,Bolgos,821.0,4.0,AK,United States of America,1-473-272-4862,486482.0,Airgas,814197.0
sav288,Yokan,22.0,,M,6.0,,O,savanh,553.0,4.0,Newfoundland,United States of America,1-767-745-4346,436307.0,Mattel,2254862.0
Mar289,PATRIZIA,,F,D,,0.0,O,Marco,529.0,,PA,United States of America,1-072-333-8934,420621.0,Rite Aid,91935.0
Bar290,Ileane,7.0,K,W,4.0,1.0,O,Bartush,507.0,1.0,NJ,United States of America,,187944.0,Forest Laboratories,1818938.0
Woo291,olivia,4.0,N,S,8.0,2.0,O,Woodhall,726.0,0.0,NJ,United States of America,1-113-957-9923,146651.0,Pioneer Natural Resources,177543.0
Bir292,yolande,39.0,,,8.0,1.0,O,Biray,684.0,2.0,IL,United States of America,1-270-496-9696,118757.0,H&R Block,3078579.0
Lav293,Kitson,84.0,A,U,4.0,1.0,O,Lavelle,,1.0,Ontario,United States of America,1-151-106-1324,467906.0,Colgate-Palmolive,1222308.0
Mcm294,Abdullah,26.0,,S,7.0,0.0,O,Mcmichael,314.0,0.0,MI,United States of America,1-130-325-1266,89920.0,CBS,3341105.0
Pau295,vradmin,72.0,,S,4.0,1.0,O,Paulhus,,,TN,United States of America,1-102-293-7755,43770.0,Cytec Industries,3128005.0
Lea296,LEUNG,20.0,F,W,9.0,4.0,U,Leathers,645.0,2.0,MD,United States of America,1-177-880-1774,435272.0,Calumet Specialty Products,
Seh297,collen,100.0,A,U,8.0,1.0,R,Sehgal,713.0,3.0,CO,United States of America,1-042-914-3849,464094.0,Popular,
hit298,Constancy,83.0,,U,9.0,3.0,O,hitchcock,357.0,0.0,NC,United States of America,1-074-076-1898,474686.0,Patterson-UTI Energy,594723.0
GAS299,ERNESTO,45.0,,D,5.0,,U,GASS,649.0,1.0,Manitoba,United States of America,1-217-087-5277,106730.0,Viacom,787771.0
hue300,wing-man,56.0,E,M,0.0,1.0,,huether,835.0,1.0,OR,United States of America,1-377-905-7875,97186.0,Calumet Specialty Products,148371.0
Kle301,FAWN,65.0,,M,0.0,1.0,O,Kletchko,,4.0,UT,United States of America,1-205-909-8362,161132.0,AMR,2760822.0
Win302,PRYOR,96.0,V,M,1.0,,R,Winsborrow,629.0,2.0,IL,United States of America,1-752-780-8339,393718.0,Olin,2240874.0
Mar303,Ofelia,40.0,M,U,1.0,2.0,O,Marcheck,587.0,3.0,CA,United States of America,,31765.0,Bon-Ton Stores,3676798.0
SWA304,elyssa,51.0,,M,8.0,3.0,R,SWANSTON,786.0,0.0,ID,Canada,1-147-089-1963,411526.0,Werner Enterprises,1137557.0
Joy305,Evvie,85.0,,M,10.0,3.0,O,Joyner,415.0,4.0,LA,United States of America,1-956-899-9979,316374.0,PepsiCo,978089.0
mcr306,yan-zhen,11.0,,S,5.0,4.0,O,mcrann,791.0,5.0,WV,United States of America,1-149-281-5678,233970.0,American Electric Power,3268379.0
Pre307,Alka,100.0,X,M,0.0,5.0,R,Presley,413.0,3.0,MN,United States of America,1-880-678-6428,185988.0,Community Health Systems,2476914.0
HIN308,Laz,51.0,,M,7.0,5.0,O,HINDLE,428.0,2.0,Quebec,United States of America,1-589-765-3895,443246.0,IAC/InterActiveCorp,
Sel309,Ashlee,,,W,10.0,1.0,O,Seliske,810.0,1.0,Quebec,United States of America,1-413-343-2912,474421.0,Jack in the Box,3405002.0
Wea310,AUGUSTA,39.0,,U,2.0,0.0,U,Weathersbee,324.0,2.0,MD,United States of America,1-312-593-5173,256222.0,U.S. Bancorp,1958810.0
TOM311,Helga,47.0,C,,6.0,1.0,O,TOMLIN,587.0,4.0,UT,United States of America,1-805-115-9823,396342.0,PharMerica,1941022.0
Ens312,Partick,,,,1.0,1.0,,Enstone,700.0,0.0,RI,United States of America,1-956-260-8837,4870.0,AGL Resources,1309748.0
Ger313,ALYS,66.0,P,S,,3.0,O,Gerlt,734.0,2.0,MA,United States of America,1-451-999-0585,379475.0,Arkansas Best,3632370.0
Bat314,OVILA,83.0,,S,0.0,2.0,,Battiston,651.0,4.0,MN,Canada,,422366.0,BorgWarner,2475001.0
LON315,abby,49.0,N,W,,4.0,R,LONSDALE,555.0,4.0,TX,United States of America,1-359-607-4329,67927.0,Pride International,2075664.0
Tun316,koral,,F,M,1.0,2.0,R,Tunali,614.0,4.0,WI,Canada,1-363-394-6166,363160.0,DaVita,1250329.0
eis317,BEVYN,73.0,,M,8.0,2.0,O,eisen,794.0,4.0,New Brunswick,Canada,1-015-803-2474,419888.0,Xerox,212451.0
Vuc318,maskell,86.0,C,D,8.0,5.0,U,Vucinich,482.0,1.0,ID,Canada,1-362-478-2862,229870.0,Republic Services,3049747.0
bea319,Charlsey,48.0,,U,2.0,5.0,O,beals,591.0,0.0,British Columbia,United States of America,1-558-480-1200,158840.0,Cephalon,2417447.0
Fer320,Annick,,W,U,8.0,0.0,O,Fergusson,566.0,1.0,NV,Canada,1-703-636-9996,430061.0,,2612998.0
Soo321,GURSHARAN,37.0,,M,6.0,,O,Sood,381.0,0.0,MN,United States of America,1-154-086-1903,194526.0,National Fuel Gas,734375.0
Bir322,garnette,68.0,,D,7.0,2.0,O,Birkwood,374.0,0.0,IL,United States of America,1-547-387-1078,424188.0,Target,3717995.0
Ver323,nguyet,,Q,U,,0.0,O,Verhotz,328.0,0.0,Manitoba,United States of America,1-748-212-2340,470701.0,Expedia,956825.0
De 324,KORRIE,66.0,C,S,8.0,,O,De souza,807.0,1.0,Alberta,United States of America,1-846-315-1764,404911.0,Hudson City Bancorp,
Bla325,Nazi,14.0,,S,1.0,4.0,O,Blackburn,311.0,3.0,TN,Canada,1-179-983-1576,,PharMerica,2390111.0
Hur326,Nance,69.0,U,S,5.0,3.0,O,Hurd,647.0,5.0,ME,United States of America,1-073-769-1833,436285.0,Men's Wearhouse,3576639.0
ray327,Corny,35.0,,,,4.0,O,rayner,622.0,0.0,GA,United States of America,1-353-395-2825,391695.0,Williams,339669.0
nix328,DANIELLE,78.0,,U,7.0,0.0,R,nixon,570.0,3.0,AK,Canada,1-771-657-6355,479851.0,SPX,2731417.0
zag329,bell,33.0,K,S,8.0,5.0,R,zagorski,840.0,4.0,CT,United States of America,1-942-527-3307,409873.0,BE Aerospace,2179616.0
Roi330,Jany,77.0,,M,2.0,4.0,O,Roithmaier,389.0,0.0,WI,United States of America,,245133.0,Wells Fargo,
Hog331,Dvm,94.0,T,M,2.0,5.0,,Hogue,467.0,,MO,United States of America,1-205-874-4529,181694.0,,2950835.0
Mar332,Nedi,19.0,,S,8.0,2.0,O,Marconi,793.0,2.0,MS,United States of America,,106385.0,Lincoln National,1515524.0
Col333,Gilda,50.0,W,,3.0,2.0,O,Colantonio,749.0,4.0,NY,United States of America,1-831-988-7672,488485.0,Targa Resources,2007473.0
neg334,paqs,65.0,T,D,8.0,2.0,O,negandhi,789.0,3.0,MI,United States of America,1-079-481-2220,90218.0,Spherion,1757951.0
Wil335,Lubomyr,29.0,J,,8.0,1.0,O,Wildeman,768.0,2.0,MD,Canada,1-853-953-1134,308552.0,Family Insurance Group,1980948.0
Gos336,melantha,37.0,,U,6.0,5.0,O,Goszczynski,625.0,5.0,SD,United States of America,1-471-099-6976,380031.0,Adobe Systems,1630998.0
Ntp337,Quinn,56.0,,M,0.0,5.0,O,Ntprel,751.0,2.0,Prince Edward Island,United States of America,1-235-350-8301,348345.0,Blockbuster,463905.0
mil338,Kimberli,,A,S,3.0,4.0,O,milway,460.0,1.0,TN,United States of America,1-020-844-6258,406014.0,Radian Group,352542.0
TEL339,fredi,46.0,,U,8.0,4.0,R,TELKE,812.0,,ID,United States of America,1-101-164-5047,55811.0,M&F Worldwide,3243615.0
RIV340,nuri,28.0,,M,0.0,4.0,O,RIVERS,532.0,4.0,MO,United States of America,1-424-458-1913,456536.0,MeadWestvaco,156383.0
hol341,Zondra,31.0,M,U,8.0,1.0,R,hollen,509.0,4.0,Ontario,United States of America,1-071-151-3531,42908.0,RadioShack,3366650.0
Fry342,Suvanee,55.0,,U,0.0,4.0,R,Fryar,461.0,5.0,UT,United States of America,1-548-500-5378,319596.0,Abbott Laboratories,3762007.0
Esc343,Cornelle,26.0,D,S,2.0,,O,Esch,,2.0,CT,United States of America,1-780-269-2599,146636.0,Phoenix,2915479.0
LID344,Pammy,93.0,,M,4.0,2.0,,LIDDLE,332.0,5.0,CA,United States of America,1-503-223-2295,282004.0,Medical Mutual of Ohio,518175.0
BAY345,ISADORA,14.0,H,M,1.0,4.0,R,BAYERKOHLER,371.0,5.0,IN,United States of America,1-036-637-5684,339377.0,National Oilwell Varco,3240188.0
SED346,Subra,30.0,,U,8.0,1.0,O,SEDDIGH,546.0,1.0,NE,United States of America,1-117-775-7922,391590.0,Cincinnati Financial,492570.0
SHU347,gillie,18.0,,M,6.0,1.0,U,SHUKOR,754.0,3.0,VT,United States of America,1-420-197-0842,319668.0,Ecolab,3189432.0
hin348,Whitfield,69.0,,U,2.0,,O,hinsdale,516.0,4.0,HI,United States of America,1-057-255-5641,251066.0,Baldor Electric,1862636.0
Luw349,Shana,60.0,,W,1.0,1.0,O,Luwemba,737.0,1.0,WA,United States of America,1-864-198-2367,122433.0,Smithfield Foods,1891784.0
PCB350,Kaile,77.0,,D,1.0,2.0,O,PCBOARDS,404.0,4.0,Saskatchewan,United States of America,1-089-865-4449,229086.0,Hormel Foods,2999683.0
BEZ351,Reeba,,,M,0.0,2.0,O,BEZANSON,583.0,4.0,SC,United States of America,1-848-728-0817,387138.0,Patterson,1482145.0
Buc352,Brenton,62.0,E,U,8.0,3.0,O,Buckingham,461.0,5.0,OK,United States of America,1-816-138-9438,192643.0,Anadarko Petroleum,2237352.0
RAM353,NERTI,96.0,,M,2.0,3.0,O,RAMPAUL,343.0,5.0,NJ,United States of America,1-036-611-5081,301108.0,Michael Foods,2903967.0
THR354,MARJI,45.0,,W,0.0,0.0,O,THREADER,431.0,3.0,KY,United States of America,1-841-019-7366,448626.0,International Game Technology,2208391.0
RAU355,Aloysia,65.0,L,M,10.0,4.0,R,RAUD,319.0,1.0,ME,United States of America,1-285-189-5251,432792.0,Western Digital,1052954.0
Gol356,marietta,12.0,,M,0.0,2.0,O,Goldberg,504.0,5.0,WY,United States of America,1-632-062-4993,499596.0,Sonoco Products,3751568.0
Upd357,janean,71.0,M,M,6.0,4.0,O,Updt,611.0,4.0,MO,Canada,1-614-232-0003,30189.0,Verizon Communications,1980882.0
MOR358,irving,38.0,R,,2.0,2.0,O,MORIARTY,359.0,4.0,AK,United States of America,1-035-288-5444,111428.0,Securian Financial Group,579641.0
SHA359,Ganesh,7.0,F,W,2.0,2.0,O,SHAFIK,398.0,5.0,CT,Canada,1-477-970-4729,146638.0,Electronic Arts,3476510.0
Cla360,DISCOVER,30.0,S,M,4.0,4.0,O,Claxton,,3.0,SD,United States of America,1-092-479-3305,40323.0,LandAmerica Financial Group,505464.0
LIC361,manuela,58.0,V,,0.0,0.0,O,LICERIO,537.0,0.0,IA,United States of America,1-618-745-5747,461807.0,C.H. Robinson Worldwide,2494978.0
PEL362,vu,8.0,,U,1.0,5.0,O,PELKIE,743.0,5.0,UT,United States of America,1-363-472-9200,184868.0,Alaska Air Group,1609289.0
Ash363,anni,18.0,K,M,8.0,3.0,O,Ashraf,432.0,5.0,Newfoundland,Canada,1-430-155-3830,125814.0,Buildings Materials Corp.,
DYN364,hesther,83.0,,S,10.0,3.0,R,DYNIE,614.0,2.0,ID,United States of America,1-637-251-1599,267270.0,Interactive Brokers Group,1681770.0
Lar365,brynna,50.0,,M,6.0,1.0,O,Larmour,704.0,0.0,MI,United States of America,1-392-994-6165,408878.0,Rockwell Automation,
ENG366,CANTRELL,88.0,,M,0.0,3.0,R,ENGINEERING,604.0,2.0,CA,Canada,1-351-837-0111,418717.0,Pantry,2933990.0
Har368,Shelbi,60.0,,U,5.0,2.0,R,Haroutounian,556.0,0.0,MD,United States of America,1-352-607-5329,345984.0,Werner Enterprises,2112951.0
Hey369,Elzbieta,52.0,J,U,1.0,5.0,O,Heydon,344.0,2.0,KS,United States of America,1-227-269-1037,171271.0,Cisco Systems,3418282.0
leh370,KAI-WAI,48.0,C,W,6.0,3.0,O,lehrbaum,388.0,0.0,WI,Canada,1-208-109-2479,448397.0,Lockheed Martin,2898609.0
Co-371,Felisha,40.0,V,U,8.0,,O,Co-op,416.0,4.0,NC,Canada,1-265-022-0496,359271.0,SanDisk,1765032.0
