prospect_gncd,prospect_pstlcd,prospect_nmbrchldrn,prospect_ddrssln2,prospect_ddrssln1,prospect_gndr,prospect_nmbrcrdtcrds,prospect_ct,prospect_ntwrth,prospect_mddlntl,prospect_mplr,prospect_crdtrtng,prospect_phn,prospect_lstnm,prospect_nmbrcrs,prospect_ncm,prospect_mrtlstts,prospect_g,prospect_wnrrntflg
wxw7587,Amudllk,2.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,,f,9.0,Chula Vista,1027999.0,,Peabody Energy,494.0,1-965-848-6954,wxwhwasadsmxchyhlgrvnurte,2.0,326044.0,M,41.0,O
pfz7588,ELQKT,1.0,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,uiaoi,m,10.0,Montpelier,3428495.0,e,State Farm Insurance Cos.,345.0,1-622-866-0937,pfzjoarqopfjtzjalxxxeq,1.0,,M,56.0,
hlx7589,Oiwac,0.0,REHWDWEP,Wwonzdtvwkn,M,10.0,Mesa,1827180.0,,Humana,402.0,1-040-217-2014,hlxshqpvshstjerwclb,2.0,187282.0,M,33.0,O
nyb7590,Dqgzinvuxxy,0.0,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,,3.0,New Haven,2070007.0,,News Corp.,579.0,1-101-684-2373,nybiaaw,2.0,,M,96.0,O
Ltt7591,Nchaajfkjvx,0.0,DIMPFMEBDNHBCT,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,,2.0,Indianapolis,,O,Torchmark,569.0,1-386-426-5849,Lttvvpjjavydrmbt,2.0,,,35.0,O
gsz7592,XEDMBUAMGXKH,4.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,cezvfwtftwlwfrgrpxtuejvrgucexe,,9.0,Stockton,3596263.0,,Rock-Tenn,745.0,1-598-816-0126,gszunimggpyfjzmivbwizzftuen,0.0,306946.0,W,40.0,O
Kwp7593,crxbrlj,,DVYTEPWCABNSGPTLJEMPQLTEWM,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,,1.0,Louisville,3719999.0,,AGCO,320.0,1-770-379-7700,Kwpztgkknktyvdks,0.0,99663.0,D,10.0,U
AGM7594,Eytubbwi,4.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,,4.0,Atlanta,3058439.0,D,,591.0,,AGMCLBCUEPVBRKDKWAGBCFOLYET,2.0,482013.0,M,59.0,R
Ocn7595,Lwftldizl,0.0,,Ctgihaqlm,m,10.0,Milwaukee,2592932.0,u,United Stationers,,1-628-245-6238,Ocnds,1.0,180476.0,M,70.0,U
Cmw7596,GSSFZNBZL,5.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,F,5.0,Fort Smith,1471273.0,,McCormick,417.0,1-813-787-2611,Cmweamsabhudajyhpsohkpzcy,4.0,285682.0,M,69.0,
Dit7597,Nrnqtmjz,5.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,,8.0,Knoxville,,V,National Life Group,338.0,1-362-897-1162,Ditjvpiidkjkvxssfnctzcczb,0.0,455032.0,M,96.0,R
Rmm7598,Rzjxvum,,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,,9.0,Idaho Falls,2410816.0,S,Hasbro,340.0,1-952-919-4878,Rmmasnivkq,3.0,356141.0,S,9.0,O
ekj7599,Accezkuzqrif,3.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,,5.0,Jacksonville,1059543.0,,Tupperware Brands,738.0,1-145-214-8009,ekjvgcmzgobzeerrpfgefwvxlvfcua,3.0,165667.0,U,39.0,U
wcq7600,LNZZPGOTEG,2.0,MIMWGPPF,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,,7.0,Stockton,379282.0,A,Covance,597.0,1-328-944-9786,wcqqbslcxugdqpbzbmbqvlahw,0.0,459767.0,S,31.0,O
Klc7601,YINOHET,2.0,Xpannac,RSSNUTWWLOKIHRRTPEAFTLBF,f,4.0,Thousand Oaks,3271265.0,,Interactive Brokers Group,603.0,1-899-864-9421,Klcanpomjmuwosnasroukafsxtufz,2.0,106459.0,M,64.0,R
Jrd7602,ddgkyv,1.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,Sachwqwddeyfxvagihsjxtcsibaejb,,5.0,Nashua,1530364.0,,SkyWest,662.0,1-877-997-8896,Jrdmn,,51021.0,D,38.0,U
GDQ7603,Seiksuhglhj,4.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,,0.0,Tallahassee,3731860.0,,Best Buy,838.0,1-750-900-0823,GDQESTOSFCKVLPZEQPNFIKQLTXB,2.0,494931.0,W,47.0,R
fnm7604,Ytgghhaxc,2.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,Sbutxmtwkb,,9.0,Brownsville,2488858.0,,Sears Holdings,791.0,,fnmqzceohwapysohiuofkhjpwzgv,5.0,429859.0,M,,O
Ymu7605,Ajlcdadx,4.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,,7.0,Charlotte,2301347.0,e,Frontier Oil,692.0,1-347-704-7823,Ymuvinagbzdhiwglzfacood,1.0,,S,76.0,O
Pxj7606,Daivf,3.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,mnkidgiyajigobghpnkdvauwiubpjb,,8.0,Oakland,1736571.0,R,Automatic Data Processing,673.0,1-228-976-2888,Pxjmfwpwm,0.0,464086.0,W,60.0,O
Rsd7607,xrquzcptycg,,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,,7.0,Fort Wayne,2399483.0,M,,331.0,,Rsdlvo,3.0,207651.0,U,73.0,O
Qqh7608,shigmwk,,BPPKDY,Fmrydeogisvvtrpsfonolelpnqcbkrr,,2.0,Chula Vista,2982744.0,,Comerica,744.0,1-760-429-1328,Qqhwdyopkfs,4.0,260418.0,U,37.0,O
udq7609,enehob,1.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Xhggtfwyslxvgeiuzjfxewcsweefq,,6.0,Peoria,1611011.0,Q,Baldor Electric,446.0,1-253-879-8833,udqexswxytatsvxw,5.0,,M,50.0,U
Ghl7610,RNLAKRXSPA,4.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,,,0.0,Lexington,2999167.0,M,Commercial Metals,,1-401-256-3483,Ghlflxgkavpsqvkpun,0.0,316963.0,M,0.0,O
mtk7611,Hlezt,,Xuqmcmxaigbk,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,f,,Salem,,,,,1-175-910-8245,mtkfmxripistepftjaxfosviokgqsf,5.0,84046.0,W,,O
QIY7612,Iyqmkpcjx,3.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,,9.0,San Jose,3307491.0,,Molina Healthcare,723.0,1-565-191-3419,QIYQRALNIIONMKDZB,0.0,368990.0,M,,O
Ohz7613,klgnkcaedht,0.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,,2.0,Kansas City,2057260.0,,Plains All American Pipeline,348.0,1-921-688-5401,Ohzpaqjtc,2.0,124382.0,S,81.0,O
djg7614,Jsombikj,0.0,EECYCMJAJGNQBRSKW,Gvdteormavfflajkedaclod,,,Windsor,53179.0,,Agilent Technologies,666.0,1-925-155-0170,djgtucxplpftr,2.0,9263.0,M,52.0,O
Iad7615,Xtckbvng,4.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,,3.0,Chicago,690086.0,,AutoZone,,1-185-691-2951,Iaduje,2.0,334181.0,M,68.0,U
EMG7616,YPUWSVRD,1.0,hgandkyzsnb,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,,8.0,Evansville,2025465.0,H,,844.0,1-067-518-3854,EMGQKGEOTCGAFGDZVTRUAVGZYPM,0.0,314001.0,M,,R
Hjn7617,Ifxvsnt,4.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,,8.0,Honolulu,695307.0,,Universal Health Services,766.0,1-188-554-1671,Hjnljezrxojeaoustvawackahexa,1.0,168309.0,M,36.0,O
CYP7618,EAOJPQVWBNZ,4.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,M,10.0,Cleveland,3238398.0,D,Time Warner,521.0,1-168-215-2223,CYPTBBGPWKKKFNOUHJ,2.0,322765.0,M,31.0,O
KPN7619,fhirgl,5.0,QTWXYHMLBYQ,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,,7.0,Livonia,1213578.0,h,Sealed Air,306.0,1-228-022-3056,KPNRNVLRFUTOWOERTCSIRQZ,1.0,311253.0,W,55.0,O
Vbi7620,Lahfziy,5.0,SDEAIMDWRSKXTFCPHWF,Blsmawjjdmdamrhqyqgzmbkfa,,9.0,Little Rock,103708.0,x,Sprint Nextel,411.0,1-926-766-1124,Vbimifwtrtvb,5.0,140296.0,W,66.0,R
ehb7621,tofdjef,5.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,Stofpzwyhkpmuq,F,3.0,Halifax,1086081.0,,,,1-538-797-1948,ehbcbdctlcspuvwbqveohanmkolbw,1.0,439984.0,M,22.0,O
TMQ7622,rckzx,0.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,F,8.0,Peoria,1349626.0,C,Quiksilver,702.0,1-627-234-0841,TMQACIIUMYYZHYX,5.0,454011.0,U,51.0,O
Lsb7623,MMLJKBGXD,5.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,,a,1.0,San Jose,1083092.0,y,Valspar,842.0,1-876-492-0782,Lsbutxufufshmkqnscnhx,1.0,191541.0,S,26.0,R
Dpz7624,banusio,1.0,Lhwkvadxwcjobcggyuighvqlcm,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,M,0.0,Charlotte,1662799.0,u,Timken,528.0,1-436-946-7319,Dpzpfctp,2.0,,U,100.0,R
Zuj7625,Safkd,3.0,,cnckvldjedzgdqhy,,5.0,Hilo,3548540.0,,,300.0,1-281-780-2897,Zujmcfzznpfohsdp,3.0,,W,13.0,R
Jqk7626,DHTLWJDXLRW,1.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,,,7.0,Yonkers,881414.0,,Occidental Petroleum,752.0,1-421-286-4139,Jqkozdva,2.0,269215.0,S,11.0,O
ijb7627,RORIUHK,4.0,Alukohji,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,m,0.0,Modesto,1712200.0,,,303.0,1-908-354-2709,ijbcvbgglqupyentiqncsnswyygl,0.0,193126.0,M,62.0,O
NMO7628,bxgwhohh,5.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,qehomraquwxrkb,F,10.0,Louisville,847446.0,U,Massey Energy,418.0,1-466-560-2530,NMOXMHMVUDGY,3.0,462618.0,M,13.0,O
Tef7629,SRARKMXOD,3.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,f,4.0,Eugene,344294.0,,Weyerhaeuser,667.0,1-578-686-8082,Tefewe,3.0,212026.0,W,23.0,O
Sdj7630,hwugfvlttol,4.0,Kxxipkohacffav,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,,7.0,Buffalo,1534879.0,Z,National Fuel Gas,441.0,1-166-077-1436,Sdjhq,1.0,371024.0,D,51.0,U
Pbr7631,zgsllav,2.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,m,0.0,Santa Fe,3897101.0,,Pep Boys,471.0,1-535-320-1881,Pbrfgfdwedgrmifitr,3.0,235810.0,U,2.0,O
Ice7632,Mszwfhpj,,onxyyslcmbyxpfjuykowqpwqi,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,m,9.0,Springfield,3064442.0,,Neiman Marcus,701.0,1-633-495-6478,Icejebxweavlnddpjz,2.0,347270.0,W,,O
ZWG7633,Yqfxb,2.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,TAIWTM,,1.0,Anchorage,2016524.0,,BlackRock,323.0,1-398-680-0278,ZWGIV,5.0,399212.0,D,82.0,R
Evw7634,ypmuep,5.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,m,10.0,Winnipeg,37745.0,,McGraw-Hill,846.0,1-185-976-7770,Evwthrqmqfpsbpdqojtqzpjmpoea,4.0,439561.0,M,94.0,O
Lhl7635,Xthtecuu,4.0,Krdmgygwnziumjdtybwyw,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,m,8.0,Waco,503752.0,c,Family Dollar Stores,850.0,1-490-238-8219,Lhlatzfku,3.0,29980.0,M,16.0,O
LYB7636,Xjzpdio,5.0,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,,,Stockton,2115180.0,N,Teleflex,,1-891-741-2112,LYBUGCXZYJSERVQKQJKNIIW,2.0,28693.0,M,43.0,U
Ijb7637,Rgthehdvvlh,2.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,Phqspowfoiqmszxy,M,3.0,Boston,839222.0,x,,564.0,1-849-918-0984,Ijbmwiomutrflaupolplmfjsqh,1.0,106794.0,M,76.0,O
Zhf7638,ysexit,5.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,XDPEFDQIMFNMCO,f,4.0,Memphis,1851334.0,,Imation,558.0,1-426-168-3142,Zhftulgpedd,3.0,340598.0,S,0.0,O
PYU7639,Wscgcsbwlzj,,Bfntmkesgyjkjrgttbtdncoumqhmnxy,FSSAAXLAMAPBOMTNUFG,m,0.0,Sydney,1348251.0,r,PPL,417.0,1-757-910-8931,PYUHQOCHAUAWGKHHLXQNUWZTEBN,1.0,490597.0,U,33.0,O
Iku7640,AUQJTIMK,2.0,,AKWOIATLDDKU,,6.0,Shreveport,2722392.0,F,Smithfield Foods,487.0,1-468-325-0119,Ikufiibsvk,2.0,499685.0,U,62.0,O
HBZ7641,Weqnwrwrbcgx,0.0,Bnbfbxvqxtngv,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,m,9.0,Modesto,1785161.0,,Macy's,639.0,1-383-310-7894,HBZACUNNIOTFKFSTCILLC,2.0,62285.0,M,8.0,O
Pco7642,facqrtjqjmd,5.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,VANVGDDSYEK,M,3.0,Hull,2823578.0,,Torchmark,625.0,1-353-727-2029,Pcofbhaqeemibnkjtsoxmdibmpquo,5.0,320885.0,U,4.0,O
Ybv7643,OCNCREZ,3.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,TVTDULLNHUZPDNEEKSXEGPXDNE,,1.0,Yonkers,2123972.0,,Herman Miller,,1-028-849-5461,Ybvjle,5.0,184669.0,D,39.0,O
Rim7644,JXOGSVJ,0.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,,3.0,Atlanta,112782.0,F,Kindred Healthcare,,1-480-785-4021,Rimdakhncfjlrbor,0.0,126989.0,S,90.0,R
gnf7645,Iqtso,4.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,HWAWSSEUGGKEXQDESYXFHWZ,,3.0,Hayward,248311.0,,Arch Coal,460.0,1-443-132-4138,gnfkwjxmvkbeh,1.0,48144.0,M,7.0,
Wxp7646,Uxgvbwop,4.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,F,8.0,Savannah,3719851.0,C,Whirlpool,793.0,1-143-020-1234,Wxphiul,5.0,377787.0,,95.0,O
Dxh7647,Ovsiu,5.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,,m,8.0,Fullerton,1920385.0,N,Arrow Electronics,821.0,1-475-304-3486,Dxhuevhfuceqmpoolmuhflp,5.0,323782.0,U,59.0,O
Aqo7648,Frqdqbs,2.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,NASLRGJGXPDOGNJSHNLNGBCXJVO,,6.0,Overland Park,576903.0,,Rock-Tenn,,1-677-882-6792,Aqopbqsxqxjj,3.0,31880.0,S,13.0,O
fen7649,waiitdv,3.0,Eymghd,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,,8.0,Alexandria,1855037.0,s,R.H. Donnelley,643.0,1-151-067-7411,fenowyirqcdcwwo,5.0,390190.0,D,58.0,O
CMQ7650,Vlmzifrfolfs,1.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,,2.0,Fort Collins,2954046.0,,Pall,817.0,1-645-553-4591,CMQIHWYKNOLSX,4.0,413821.0,U,67.0,O
Yhb7651,DKXNSUJQRKGM,2.0,Vqdxskijczxliokh,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,f,10.0,Santa Fe,952096.0,,Burlington Coat Factory,702.0,1-670-793-5351,Yhbbdqabnbldfqhnofnxdrzrj,1.0,301451.0,,68.0,O
mbw7652,Vzvadviukgid,0.0,Fclwsu,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,,2.0,Simi Valley,3382998.0,L,Forest Laboratories,409.0,1-049-843-6473,mbwpxwoq,1.0,5888.0,D,17.0,O
xas7653,Jjtgz,2.0,HEAVOVI,Gicehrtxtlvwiewgl,,6.0,Mesa,3772196.0,Y,Moody's,617.0,1-739-185-6579,xasiqx,2.0,254404.0,,44.0,O
MKM7654,TMWLE,0.0,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,cveuptzbcwxicceqqmqsqgfvhykw,M,5.0,Simi Valley,3180080.0,,Fidelity National Financial,,1-215-295-5893,MKMKDBNJNERUJSQYY,3.0,290984.0,M,16.0,O
Jgi7655,Lfmjqz,5.0,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,Kqosfw,F,,Charlotte,3971412.0,,Amphenol,756.0,,Jgiimqxenotyp,5.0,441847.0,M,27.0,O
Mwv7656,bserucmdlez,4.0,Qyixsrnjoebdnlfllhogyogxucqdulld,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,,5.0,St. Petersburg,1488210.0,,Int. Business Machines,484.0,1-515-341-8405,Mwvgdm,2.0,373240.0,D,59.0,R
YOY7657,Nobgu,4.0,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,Gqvfapurdsetypjkkcceahfodyn,,9.0,Washington,2621373.0,,Int. Flavors & Fragrances,589.0,1-249-978-7278,YOYQEKTGQPVGKZZXM,1.0,461444.0,S,8.0,O
Gja7658,Mynrhpyte,4.0,Ukwllcghntgqugnsgvuipavrllepqrfbbf,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,m,0.0,Tallahassee,1021949.0,,Gilead Sciences,380.0,1-471-716-6210,Gjaqmimggdmubhczafzufuklxgxos,1.0,255072.0,S,98.0,O
rcx7659,aqobdfbeu,1.0,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,f,10.0,Mesa,2444319.0,E,United Rentals,541.0,,rcxczhucwf,1.0,255019.0,S,35.0,R
IPA7660,jecwnfavowiu,,BPENSONZGIJMQPDRWDCT,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,M,7.0,Portland,362567.0,V,Convergys,474.0,1-982-617-1421,IPAZTGHTPTW,1.0,330718.0,M,57.0,
rbj7661,Nmemytq,1.0,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,WSKYHRCGGHSPINYLUNNDCJPV,,4.0,Las Vegas,462234.0,b,Mueller Water Products,685.0,1-068-568-6056,rbjgdyplkrcutrs,2.0,245130.0,,69.0,O
ebw7662,Vqvleqweftl,3.0,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,,10.0,Sudbury,3936622.0,U,Shaw Group,363.0,,ebwticokpfdypejppslctr,4.0,19691.0,M,33.0,R
SQY7663,ABCSQOCHEHK,1.0,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,,9.0,Sunnyvale,2116904.0,,Energy Future Holdings,605.0,1-772-155-4468,SQYYLFSC,1.0,13490.0,M,33.0,O
nqw7664,NOQIRAGYH,4.0,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,f,6.0,Birmingham,63883.0,i,PHH,394.0,1-551-833-6226,nqwvfudiscyqixxng,4.0,90333.0,W,1.0,
Fyz7665,Yqqldbrjvcqq,2.0,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,uezrarapf,m,6.0,Orlando,2747738.0,,Simon Property Group,812.0,1-894-068-7775,Fyzxvqjbmfgyeyswcxbogeytfuqur,0.0,210200.0,U,19.0,R
Hds7666,BSICQKYPBDT,3.0,Jtiwqtllu,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,f,3.0,Albuquerque,938329.0,J,World Fuel Services,688.0,,Hdsxrjpdyr,3.0,195318.0,M,63.0,R
ksz7667,enurwe,5.0,,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,F,9.0,Nashville,976093.0,s,Andersons,808.0,1-942-682-4165,kszsqhunjdmjqhozzck,5.0,486627.0,M,27.0,O
Wzm7668,Qslfupidrch,4.0,Vwhjqdpbsxgifvj,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,,1.0,Akron,2031908.0,,L-3 Communications,492.0,,Wzmdnrkeh,,142918.0,,12.0,O
Xna7669,VEKXFJRNX,3.0,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,xznxzmzinjddcepuvomccimcwdxo,,6.0,Lubbock,660066.0,N,CACI International,734.0,1-316-836-0322,Xnafmengguewmwckz,4.0,243364.0,D,26.0,O
ugr7670,Dbkoxqpx,5.0,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,,7.0,St. Paul,2777991.0,,M&T Bank Corp.,579.0,1-746-466-6593,ugrohhoiopurrh,1.0,208343.0,M,2.0,O
Qao7671,HPYTPNH,4.0,Oivxztihdxtiymll,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,f,10.0,Columbus,3148815.0,a,Family Dollar Stores,410.0,1-306-508-0916,Qaondcvjqnzbdtnhd,0.0,26787.0,M,34.0,U
MXH7672,rxcbiltuvzyh,4.0,GRBTZCPWVAXIEDLFBP,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,,7.0,Abilene,3714775.0,G,Medco Health Solutions,743.0,1-049-405-9872,MXHLAVXOZQHBUBMXESG,0.0,190609.0,D,86.0,O
KQU7673,jfrawlwjssge,,yrwbeeazafrlhgevuujdmoayhrrtit,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,,9.0,Biloxi,2203195.0,J,Crosstex Energy,431.0,1-539-901-1797,KQUJOIXHOLTVWZCHD,1.0,,M,47.0,O
