Age,Country,AgencyID,NetWorth,Income,FirstName,NumberChildren,LastName,AddressLine1,NumberCars,OwnOrRentFlag,City,Gender,MiddleInitial,CreditRating,AddressLine2,State,Employer,MaritalStatus,Phone,NumberCreditCards,PostalCode
76.0,United States of America,law141,3810365.0,20397.0,Otha,1.0,lawlis,20025 routh crescent,1.0,O,Costa Mesa,m,L,,,MD,Bemis,U,1-267-357-1943,2.0,v6n 1v9
5.0,United States of America,Bee142,2641938.0,463094.0,Rodie,2.0,Beebe,4144 LAKE PARK LANE,2.0,O,Houston,m,D,664.0,Suite 397,New Brunswick,Securian Financial Group,U,1-602-756-7919,6.0,83702
65.0,United States of America,sch143,3857323.0,331900.0,DULCE,1.0,schlange,3375 sakowitz lane,4.0,O,Bakersfield,m,,789.0,,HI,Ford Motor,U,1-793-864-7010,7.0,80125
94.0,United States of America,Wit144,1636212.0,8421.0,Win,0.0,Witchlow,7255 berry way,5.0,U,Chesapeake,,,803.0,,ND,ConAgra Foods,S,1-637-020-2921,0.0,M5G 1Y7
95.0,United States of America,MER145,2999082.0,35780.0,Roselin,4.0,MEREDITH,3131 WATHAN SOUTH,4.0,,Sandy,F,Q,720.0,,Nova Scotia,Charter Communications,M,1-428-797-6325,3.0,80213
28.0,United States of America,bia146,2280820.0,139897.0,Malanie,0.0,bialkenius,18440 RYAN NORTH,1.0,R,Lewiston,m,,839.0,,ME,Calpine,M,1-011-549-5618,4.0,60737
76.0,United States of America,Swi147,1050866.0,414119.0,TARYN,1.0,Swiat,13222 glen loch road,4.0,O,Elizabeth,m,P,621.0,SUITE 464,Alberta,Crane,D,1-993-255-5481,0.0,90510
81.0,United States of America,bul148,,234035.0,MALENA,4.0,bullinger,7889 MURRAY WAY,5.0,O,Sudbury,,,628.0,,VT,Textron,D,1-487-749-4448,3.0,92882
38.0,Canada,TYR149,603001.0,144405.0,Dorie,5.0,TYRRELL,7527 whale drive,3.0,O,Austin,F,,813.0,,DE,Idearc,W,1-192-352-2184,6.0,98121
25.0,United States of America,Fyf150,3368239.0,55441.0,Liese,3.0,Fyfe,17788 eagle trace park,5.0,R,Salinas,,,367.0,,MA,Cabela's,W,1-293-442-4224,3.0,H2e 1x9
0.0,United States of America,Sic151,1042629.0,392869.0,tele,2.0,Sicard,7661 GRANT WAY,4.0,O,Peoria,,,807.0,,CA,EOG Resources,D,1-078-502-6700,10.0,23503
61.0,United States of America,CAS152,1948746.0,402416.0,astra,4.0,CASTEN,4806 crystal hills street,3.0,O,Sydney,F,,501.0,,Manitoba,,U,1-430-909-3001,8.0,40208
3.0,United States of America,Cho153,3113862.0,89984.0,marnia,2.0,Choy,4211 WILLS NORTH,0.0,O,San Antonio,,S,490.0,,TN,Burlington Coat Factory,U,1-392-455-0895,10.0,75201
77.0,United States of America,CHA154,2777290.0,395773.0,AMY,3.0,CHACKO,7524 linberg north,2.0,O,Oklahoma City,,,321.0,,FL,Southwest Airlines,W,1-273-921-9787,3.0,93852
8.0,United States of America,bei155,2210073.0,126662.0,HAMILTON,0.0,beil,14266 lemming south,1.0,R,Miami,f,E,,,CA,RPM International,U,1-012-993-4538,6.0,32312
34.0,United States of America,Ele156,1999684.0,132008.0,Kuldip,1.0,Eleftheriou,1427 ADDAX LANE,4.0,O,Yonkers,m,J,446.0,,CO,Amazon.com,U,1-890-859-4211,7.0,90059
15.0,United States of America,o'g157,2119678.0,417218.0,krystalle,5.0,o'grady,1625 fernando court,5.0,O,Columbia,F,,428.0,,Saskatchewan,Neiman Marcus,M,1-080-032-3031,2.0,77006
66.0,United States of America,Kat158,169808.0,360063.0,Stella,0.0,Katchmar,335 floresta north,0.0,O,Lubbock,,,423.0,,UT,Goldman Sachs Group,S,1-561-620-7173,5.0,23224
55.0,United States of America,Lui159,1072732.0,100516.0,Marie-josee,4.0,Luin,22806 garson east,5.0,O,Chattanooga,,O,499.0,,ME,Boeing,U,1-017-439-0362,6.0,10055
8.0,United States of America,Kla160,2261442.0,16814.0,Nashib,1.0,Klavkalns,5524 vermack street,1.0,O,Fargo,f,,342.0,,NH,United Refining,S,1-248-539-6621,7.0,35830
7.0,United States of America,Bru161,2234368.0,,Annette,3.0,Brunsting,18105 electra street,1.0,U,Omaha,,Z,632.0,,VA,D.R. Horton,M,1-611-789-5569,1.0,v6m 1s9
97.0,United States of America,Apt162,575288.0,315962.0,LENA,1.0,Apter,719 holman court,3.0,O,Yonkers,,Q,525.0,,TX,Jarden,M,1-023-151-8130,6.0,22304
95.0,United States of America,sch163,1102479.0,299268.0,Christian,1.0,schuette,23553 MEMORIAL RUE,5.0,R,Spokane,f,,371.0,,Saskatchewan,Systemax,M,1-005-574-3523,9.0,06101
92.0,United States of America,Lan164,2995388.0,301490.0,Morrie,3.0,Lanava,16759 park avenue,1.0,O,Tulsa,,,699.0,,NH,Marriott International,U,1-550-487-1571,4.0,78756
17.0,United States of America,Fus165,1147193.0,36052.0,LYMAN,2.0,Fusca,12296 WILLIAMS LOWER,3.0,O,Garden Grove,F,,435.0,,VA,Expeditors International,M,1-280-494-1415,8.0,93003
81.0,United States of America,Nev166,1136540.0,437483.0,REUBEN,4.0,Nevardauskis,9625 ALLEN BOULEVARD,1.0,U,Fort Lauderdale,F,R,512.0,,IA,Great Plains Energy,U,1-803-438-4141,2.0,T5D 1P2
13.0,Canada,SHA167,1677669.0,152971.0,Hermon,,SHACKLEFORD,10340 jarvis road,5.0,O,Philadelphia,f,,552.0,,NC,Danaher,M,1-566-299-2351,6.0,10108
78.0,Canada,Sau168,2160706.0,449495.0,Paqs,2.0,Sauck,13143 goodwin lane,0.0,O,Sydney,,P,,,NH,,M,1-586-363-4189,8.0,t5c 1l3
78.0,United States of America,fri169,2525665.0,349827.0,GAETAN,1.0,frischknecht,7160 BEATTY RUE,4.0,O,Waterbury,,,687.0,,AL,Watson Wyatt Worldwide,M,1-505-124-9029,5.0,M5B 1Z8
85.0,United States of America,fer170,3517622.0,9562.0,leese,1.0,fernandez,22679 chimney rock west,3.0,R,Tacoma,,O,433.0,,British Columbia,Yahoo,M,1-897-996-9812,0.0,V6H 1W2
68.0,United States of America,LAN171,,24514.0,Amelie,2.0,LANDERS,6769 pasadena upper,1.0,,Charlottetown,M,,746.0,,MD,Convergys,U,1-922-919-5858,7.0,90308
1.0,Canada,Bha172,97675.0,407985.0,TAMRA,0.0,Bhasin,20622 MCAFEE COURT,0.0,R,Independence,,,405.0,,IA,Celanese,M,1-326-572-2988,9.0,M5e 1y2
83.0,United States of America,Jor173,,,bang,5.0,Jordan,10526 LINWOOD LANE,5.0,O,Escondido,M,,805.0,,ND,Dana Holding,M,1-076-972-4311,,80029
78.0,United States of America,KNU174,3569070.0,257897.0,HILDEGARDE,4.0,KNUDSEN,21088 vessey crescent,4.0,O,Lansing,F,,819.0,,NY,XTO Energy,M,1-341-595-8408,5.0,30350
,United States of America,Ham175,1507616.0,261143.0,Carmody,5.0,Hamelin,10884 ryan avenue,0.0,O,Anaheim,F,,648.0,,OR,Alliance Data Systems,M,,0.0,97240
5.0,United States of America,MAU176,514151.0,110615.0,Dareen,5.0,MAUER,1481 gale court,5.0,R,Glendale,,,401.0,,MO,Franklin Resources,U,1-536-952-5040,10.0,R3A 1M1
43.0,United States of America,Rez177,2903408.0,407799.0,WEN,0.0,Rezansoff,18390 martins east,2.0,U,Chula Vista,F,,484.0,Apt. 426,CT,Fidelity National Financial,U,1-663-917-0422,8.0,73172
53.0,Canada,Koa178,1695814.0,195242.0,MOT,4.0,Koa,23208 porter crescent,4.0,O,Orlando,,,463.0,,MO,FirstEnergy,U,1-843-773-1791,1.0,V6s 1p9
13.0,United States of America,HAN179,868465.0,315490.0,leese,0.0,HANNEMAN,17026 durand north,3.0,O,Cleveland,m,B,335.0,,MN,Commercial Metals,U,1-823-567-1252,5.0,90140
7.0,United States of America,jak180,2810709.0,22201.0,nettie,4.0,jakim,16533 devonshire park,5.0,O,Huntington,,I,,,NC,Genzyme,U,1-744-421-7512,10.0,94639
17.0,United States of America,ump181,3593363.0,441579.0,AILEE,5.0,umphres,8965 griffin east,4.0,R,Fayetteville,,C,381.0,,TN,US Airways Group,M,1-621-744-1484,7.0,22307
67.0,Canada,Wic182,2607636.0,342730.0,chan,2.0,Wickham,22451 larner court,2.0,O,Riverside,,G,708.0,,NV,Advanced Micro Devices,M,1-973-214-3381,1.0,55116
54.0,Canada,Gat183,2735642.0,117267.0,RAY,4.0,Gates,3681 HOLLY KNOLL CRESCENT,5.0,R,Dayton,F,,354.0,Apt. 540,AL,United Parcel Service,M,1-428-266-1600,8.0,M6s 1i5
5.0,United States of America,bot184,1501732.0,260107.0,Robinette,4.0,bott,5678 dayton street,1.0,,Corona,,,547.0,,NE,Fastenal,S,1-334-466-5299,10.0,92708
28.0,United States of America,DAV185,397072.0,166760.0,Rocke,1.0,DAVID-YERUMO,15591 holgate lane,1.0,O,Oklahoma City,,T,761.0,,KS,Core-Mark Holding,D,1-249-478-5643,9.0,V6r 1q6
5.0,United States of America,HIL186,3399757.0,401021.0,Suzette,1.0,HILLARD,23477 havenridge rue,4.0,O,Dallas,F,,659.0,,NY,Boise,M,1-804-228-8548,1.0,63178
,United States of America,war187,2684548.0,70945.0,Myla,2.0,warburton,18267 cape lane,4.0,R,Durham,,,351.0,,NY,DST Systems,M,1-564-230-0062,9.0,x7j 1r5
72.0,United States of America,MAC188,3041622.0,389391.0,dacia,3.0,MACHNICKI-HYNES,2928 POTOMAC UPPER,3.0,O,Tacoma,m,,608.0,apt. 48,Saskatchewan,United States Steel,S,1-781-339-9073,7.0,M5e 1y7
12.0,United States of America,lev189,3211816.0,63226.0,CHELSIE,2.0,levitin,14656 pasadena park,4.0,O,Alexandria,F,A,706.0,,Prince Edward Island,Pepco Holdings,S,1-096-116-9962,3.0,23257
71.0,United States of America,Goo190,127026.0,206220.0,abbas,4.0,Gooderham,16983 flagler drive,0.0,O,Hialeah,,,391.0,apt. 968,Alberta,Acuity Brands,M,1-914-194-6997,8.0,V6I 1U7
90.0,United States of America,Koh191,588945.0,,Rec,4.0,Kohalmi-hill,17212 LANDER SOUTH,5.0,R,Denver,,E,461.0,,Ontario,Baker Hughes,W,1-733-360-9116,2.0,94539
20.0,United States of America,AYL192,1962620.0,337152.0,Elaine,4.0,AYLWIN,23764 sabine west,4.0,O,Fort Lauderdale,M,,510.0,,TN,Newell Rubbermaid,U,1-591-402-8026,2.0,H7h 1v4
58.0,United States of America,CHO193,178193.0,312074.0,Katharine,2.0,CHOUHAN,16271 vista south,,O,Mesa,F,E,805.0,,VA,Westlake Chemical,W,1-326-180-9322,5.0,15201
57.0,United States of America,DIT194,2102811.0,68551.0,LILIAN,4.0,DITKO,1080 LAVENDER LANE,2.0,O,Cleveland,,G,702.0,,TX,Jones Lang LaSalle,M,1-784-796-6844,7.0,t5a 1n6
43.0,United States of America,EMI195,2246854.0,488800.0,CATI,1.0,EMIG,10856 summer street,4.0,O,Lewiston,,,368.0,,MT,Burger King Holdings,W,1-662-625-4671,3.0,78784
39.0,United States of America,Ryd196,1312448.0,431633.0,Luong,2.0,Ryder,17021 edwards crescent,3.0,R,Tallahassee,m,,520.0,APT. 392,IL,Hovnanian Enterprises,W,1-627-590-4931,8.0,H6d 1w8
87.0,United States of America,mei197,295993.0,72797.0,JUOZAS,3.0,meisner,7726 TALLOWOOD UPPER,0.0,O,El Monte,,S,666.0,,WY,Medical Mutual of Ohio,S,1-055-694-7984,2.0,06705
57.0,United States of America,Ceg198,1220003.0,260576.0,Lysy,1.0,Cegelski,19097 foxfire north,0.0,O,Sioux Falls,,,587.0,,NC,Lockheed Martin,S,1-166-844-7429,9.0,M5c 1v9
58.0,United States of America,hai199,2400476.0,200096.0,ULA,5.0,haigh,8161 PINTO ROAD,4.0,O,Columbia,,Z,643.0,,ND,Yum Brands,U,1-516-930-4640,4.0,90759
28.0,United States of America,cle200,2900897.0,,Francesca,4.0,clendening,9659 sakowitz west,,R,San Francisco,,J,484.0,,GA,Wesco International,,1-261-215-4290,5.0,22301
95.0,United States of America,Cie201,3942140.0,267656.0,emili,1.0,Ciesielski,15306 pike park,3.0,R,Santa Clara,,W,,,VA,Volt Information Sciences,U,1-681-572-7662,3.0,19165
98.0,United States of America,Par202,2118119.0,35253.0,yogesh,2.0,Parypa,21891 dewey street,1.0,R,Greensboro,f,,676.0,,Prince Edward Island,Western Union,S,1-288-967-5460,8.0,75007
55.0,United States of America,LOZ203,338540.0,113159.0,Xantippe,2.0,LOZINSKI,8155 storeywood road,5.0,O,Waco,f,K,300.0,,OR,,M,1-315-022-2148,4.0,90302
14.0,Canada,Pas204,2617116.0,297444.0,TINO,3.0,Pascal,20871 dewdrop street,2.0,R,Rochester,,,,APT. 630,WI,Lubrizol,,1-707-402-6121,8.0,84092
30.0,United States of America,Aul205,1459711.0,52092.0,AGGIE,1.0,Aula,1121 GREENE PARK,3.0,O,Tampa,,,831.0,,ID,C.H. Robinson Worldwide,M,1-186-893-7846,9.0,v6d 1u1
90.0,United States of America,bar206,1804959.0,30249.0,Alane,1.0,barnes,23849 westerley south,3.0,O,Paterson,F,N,609.0,,MT,Celgene,M,1-571-918-3795,7.0,99503
69.0,United States of America,ELL207,2957472.0,483052.0,ABBYE,0.0,ELLIOTT,1540 murie rue,2.0,O,Fullerton,,,679.0,,MD,Leggett & Platt,S,1-206-055-2128,2.0,80960
67.0,United States of America,for208,2919293.0,287060.0,aleen,0.0,forslund,16633 raymond road,4.0,O,London,m,P,634.0,suite 344,NY,Fidelity National Information,U,1-963-724-8044,6.0,53743
41.0,Canada,Bur209,3610130.0,274154.0,collen,1.0,Burbidge,18676 turman drive,1.0,O,Newark,,U,338.0,,HI,Arch Coal,W,1-050-641-8503,4.0,t6d 1k1
2.0,United States of America,FOL210,1209441.0,379659.0,NEALA,5.0,FOLLMER,1808 HARDY STREET,5.0,O,Buffalo,F,,332.0,,DE,Affinia Group Intermediate,M,1-020-258-1680,4.0,91350
89.0,United States of America,Led211,1058712.0,,CELISSE,0.0,Leder,11115 midland avenue,0.0,O,El Paso,m,,721.0,,PA,Kellogg,M,,8.0,37916
88.0,United States of America,kop212,1946028.0,100796.0,MEHMET,1.0,kopke,24950 sheppard lane,4.0,O,Toledo,,N,351.0,,IN,PerkinElmer,,1-886-961-7857,3.0,22329
90.0,Canada,pay213,1420984.0,128277.0,Carlis,1.0,paylor,6450 LEMMING RUE,1.0,O,Sterling Heights,,,564.0,,MT,Limited Brands,M,1-999-799-7384,6.0,M1i 1r8
54.0,United States of America,PAL214,213235.0,147414.0,marshal,3.0,PALACEK,19342 wycliffe park,1.0,O,New Haven,,,379.0,,WY,OfficeMax,M,1-362-078-4138,9.0,h5i 1p1
53.0,United States of America,fel215,472425.0,51559.0,Fabien,2.0,felton,7582 woodway south,1.0,O,Dallas,,,727.0,,FL,J.B. Hunt Transport Services,S,1-174-723-5263,8.0,M1I 1R5
89.0,United States of America,ATW216,1160132.0,355622.0,basia,3.0,ATWELL-BYRNE,22526 QUEENSBURY LOWER,2.0,O,Milwaukee,,,578.0,,RI,American Express,U,1-898-789-3598,2.0,53739
31.0,United States of America,Mcb217,2869995.0,468116.0,FARID,1.0,Mcbeth,18833 3rd park,5.0,O,Anaheim,M,S,642.0,,CO,Occidental Petroleum,W,1-482-305-5399,10.0,06603
1.0,United States of America,Jal218,3727044.0,276728.0,jyoti,0.0,Jalaie,19394 canoas west,1.0,O,Huntington Beach,M,B,,apt. 3,SD,Shaw Group,M,1-834-784-7657,1.0,28247
57.0,Canada,vem219,2293241.0,135306.0,Jandy,0.0,vempati,9941 ROYALTON DRIVE,3.0,R,Naperville,,,554.0,,TX,W.W. Grainger,S,1-864-555-5341,,h7g 1u9
10.0,United States of America,BAR220,2846515.0,99566.0,VO,0.0,BARNICKEL,10177 pecos crescent,1.0,U,Iqaluit,,D,733.0,,VT,IDT,U,1-475-209-3369,6.0,90831
74.0,United States of America,PES221,1619956.0,263959.0,Kien,4.0,PESOLD,20823 WEST CHAPEL AVENUE,2.0,O,Winnipeg,M,U,345.0,,IN,General Mills,M,1-459-456-1848,10.0,M4j 1o7
28.0,United States of America,Sha222,2367607.0,441498.0,Tybi,0.0,Shaughnessy,13483 ROCKDALE DRIVE,2.0,R,St. Petersburg,F,,644.0,,UT,RBS Global,M,1-802-797-1712,6.0,77288
96.0,United States of America,Sch223,3795566.0,429621.0,Nhien,0.0,Schmeing,9645 HAYDEN BOULEVARD,3.0,U,Waterbury,M,J,564.0,,NV,Realogy,S,,3.0,77117
42.0,United States of America,Mat224,734762.0,181214.0,Florance,3.0,Materna,6066 fillmore lower,1.0,O,Lubbock,,L,465.0,,TX,ArvinMeritor,M,1-224-760-3774,10.0,45263
64.0,United States of America,JAI225,908994.0,212502.0,Ros,4.0,JAIN,293 conier avenue,,O,London,,,652.0,,OR,Amkor Technology,D,1-511-883-9082,8.0,v6g 1p4
,United States of America,KAR226,2561296.0,244545.0,Genevieve,4.0,KARNAZES,7000 ansley lane,5.0,O,Des Moines,,,714.0,,Ontario,Lear,M,,6.0,72247
49.0,Canada,gus227,3181069.0,218681.0,EMILIO,4.0,gustafson,13635 jarvis south,5.0,R,Madison,,,383.0,APT. 587,Saskatchewan,Asbury Automotive Group,M,1-405-014-0029,10.0,E7n 1j9
81.0,United States of America,Ann228,2632226.0,296916.0,JANEEN,5.0,Annas,17362 COFFEY UPPER,,O,Scottsdale,,K,336.0,,MO,Limited Brands,,1-076-073-0994,7.0,45272
57.0,Canada,lab229,,453659.0,cathrin,2.0,labenek,12279 trafalgar crescent,0.0,O,Mount Pearl,,R,626.0,,UT,Beazer Homes USA,,1-690-040-0846,9.0,x7j 1q2
42.0,United States of America,fli230,1151333.0,194450.0,kirstin,0.0,flindall,24717 MIDLAND LANE,3.0,U,Iqaluit,f,M,549.0,,IL,,S,1-211-707-3341,0.0,80952
30.0,United States of America,sat231,2763939.0,49533.0,giles,4.0,satkunaseelan,11493 worley park,5.0,O,Moreno Valley,,,492.0,,NM,Acuity Brands,U,1-642-203-7899,0.0,38157
56.0,United States of America,tho232,370710.0,394819.0,Ted,4.0,thornley,6492 HAMMOND AVENUE,2.0,O,Naperville,,I,327.0,,NC,ABM Industries,M,1-792-738-9524,0.0,06703
3.0,United States of America,CRI233,1192164.0,342754.0,hayden,3.0,CRIPPS,8954 bagby north,3.0,O,Norfolk,m,L,545.0,,AZ,,S,1-881-269-3949,10.0,v6u 1r8
53.0,United States of America,Gas234,223487.0,224435.0,Gail,0.0,Gascon,11622 josey south,1.0,O,Louisville,M,V,571.0,,CT,Southwestern Energy,M,1-537-303-6219,0.0,28231
67.0,United States of America,Cha235,2341143.0,37717.0,las,2.0,Chavers,11538 collinwood avenue,0.0,O,Akron,f,,423.0,,VA,Delta Air Lines,W,1-682-154-3638,7.0,63107
94.0,United States of America,Net236,1774784.0,286483.0,Noelyn,0.0,Nettles,20913 vickers boulevard,1.0,O,Whitehorse,,,655.0,,NV,ITT,,1-512-708-0580,4.0,H2g 1w7
37.0,United States of America,WOO237,3951308.0,185412.0,izak,5.0,WOODROW,22274 VICKERY CRESCENT,0.0,O,Salem,m,,488.0,,VA,Health Management Associates,M,1-598-440-6359,0.0,55416
75.0,United States of America,val238,2756025.0,472518.0,bernita,,valerien,881 vance jackson south,4.0,,Memphis,,,352.0,,British Columbia,Western Union,M,1-281-206-9270,6.0,V6d 1u5
51.0,United States of America,Ber239,1833112.0,425307.0,Karmen,1.0,Berndt,15079 DECATUR RUE,,O,Fayetteville,f,,810.0,,VA,Family Insurance Group,M,1-442-133-8200,0.0,93782
74.0,United States of America,lab240,698884.0,304909.0,Rio,2.0,labranche,10424 mitchell street,2.0,O,Lansing,,F,686.0,,TX,Advance Auto Parts,D,1-607-062-8891,8.0,90252
100.0,Canada,VRE241,3287261.0,231226.0,ISABELLE,2.0,VREUGDENHIL,14195 VERDE PARK,0.0,R,Atlanta,m,X,389.0,,CO,J.P. Morgan Chase & Co.,M,,0.0,85759
,United States of America,GOO242,3337290.0,219026.0,Micro,0.0,GOODINSON,10608 bissonnet road,0.0,U,Gary,F,,761.0,,GA,Fidelity National Financial,M,1-141-622-5196,,M5g 1x8
28.0,United States of America,cha243,2963197.0,414993.0,maribel,1.0,chaput,11237 balmoral way,0.0,O,Atlanta,,S,589.0,,NE,Toro,D,1-500-101-2792,4.0,78746
18.0,United States of America,TAM244,1487009.0,24837.0,NADYA,0.0,TAMARELLI,15621 yaupon lower,0.0,O,Dawson City,F,W,492.0,,NC,Mueller Water Products,M,1-655-973-7192,1.0,H2f 1z1
77.0,United States of America,CUM245,3177428.0,200645.0,Darrell,5.0,CUMPSTON,12387 SAUNDERS WEST,2.0,U,Mobile,M,,442.0,Suite 463,OK,Energy Future Holdings,D,1-972-039-2576,10.0,77288
14.0,United States of America,SIM246,1886280.0,22605.0,Hoy,3.0,SIMONOVICH,6156 holmes court,4.0,O,Santa Clarita,,E,649.0,,MO,Weis Markets,S,1-764-148-5233,8.0,35277
23.0,United States of America,Est247,1853087.0,,shana,0.0,Estes,17521 REILLY STREET,0.0,O,Chicago,,,337.0,,AR,MasterCard,U,1-399-618-9069,8.0,36134
1.0,United States of America,han248,195847.0,389524.0,HQ,,haney,20093 canterbury way,4.0,R,Nashua,F,P,572.0,,MT,Oracle,D,1-628-481-6657,8.0,V6t 1u3
58.0,United States of America,Pee249,3727580.0,232945.0,Co,3.0,Peers,11930 alabama south,4.0,U,West Covina,,Y,666.0,,Newfoundland,Mutual of America Life,M,1-085-050-1119,0.0,99597
98.0,United States of America,bli250,2993662.0,390626.0,Beb,3.0,blidy,22780 terrace lower,2.0,O,Mesa,M,T,567.0,,OR,JetBlue Airways,D,1-993-284-6634,4.0,V6N 1V1
76.0,United States of America,Lea251,2886788.0,286207.0,Sherrill,3.0,Leavell,6481 century lane,5.0,O,El Paso,,,574.0,,NM,Western Refining,,1-395-464-9156,5.0,T6d 1h7
59.0,United States of America,Wil252,3672610.0,391468.0,takehiko,0.0,Willhoff,11293 rice avenue,5.0,,Victoria,F,U,498.0,,FL,Western Refining,S,1-811-547-9696,2.0,M7o 1c5
81.0,Canada,kom253,3245637.0,171326.0,FLOSSIE,2.0,komenda,9828 WEST EAST,5.0,R,Hayward,f,,836.0,,MS,Bristol-Myers Squibb,U,,9.0,M2q 1e8
31.0,United States of America,Wel254,959636.0,294972.0,Chryste,3.0,Welsford,10369 gemini way,2.0,,Oshawa,,,759.0,,Saskatchewan,AutoNation,M,1-648-501-2866,8.0,64172
1.0,United States of America,Lac255,1037702.0,131039.0,Sheelagh,5.0,Lacombe,23445 GATES WAY,3.0,O,Hamilton,,,563.0,,NE,Boeing,S,1-332-974-4753,6.0,85265
28.0,United States of America,Hon256,69141.0,480287.0,DICKENS,5.0,Honda,2160 WEIZMANN DRIVE,1.0,U,Oklahoma City,f,,313.0,,TN,Advanced Micro Devices,S,1-217-048-6379,8.0,h5k 1p8
36.0,United States of America,Con257,2818725.0,276404.0,Maury,4.0,Conley,16716 fresco road,0.0,O,Portland,,,771.0,,OR,Unitrin,M,,6.0,M2P 1F6
47.0,United States of America,han258,3153373.0,435481.0,Dorothy,5.0,handley,17068 simpson road,0.0,O,Macon,,,717.0,,ID,Liberty Media,S,1-246-119-5490,1.0,V6U 1U9
77.0,United States of America,WOJ259,616608.0,,CHICKIE,4.0,WOJTECKI,23276 dillbeck upper,4.0,O,Yellow Knife,,,355.0,,WV,Jarden,D,,2.0,V6F 1W7
91.0,United States of America,Ami260,1014586.0,499891.0,Lavinia,4.0,Amini,24268 hayden west,4.0,O,Santa Rosa,f,P,383.0,,MI,Cincinnati Financial,U,1-347-479-6259,10.0,92711
46.0,United States of America,Mo261,1679903.0,394640.0,Kristine,5.0,Mo,2682 LUMBER PARK,5.0,O,Fort Wayne,f,A,579.0,,AL,Steel Dynamics,S,1-881-547-3819,1.0,60779
36.0,Canada,BUR262,1062919.0,359040.0,tobi,3.0,BUREK,4129 crestline avenue,4.0,O,Inglewood,,,324.0,,TN,OGE Energy,M,1-155-847-4022,5.0,90790
18.0,United States of America,Kos263,3684297.0,429949.0,Frederica,2.0,Kosten,18257 mahonia west,5.0,R,London,m,X,752.0,,Manitoba,Hartford Financial Services,M,1-946-987-5835,0.0,80908
27.0,Canada,Bor264,1805618.0,333500.0,Cayla,2.0,Borel,19050 cordoba upper,5.0,O,Waterbury,m,,723.0,,CO,Penske Automotive Group,D,,2.0,74129
79.0,United States of America,LAR265,1852935.0,480399.0,BRIAN,,LARCHE,1121 greene park,2.0,U,Salem,,K,349.0,,OR,Amkor Technology,S,,1.0,M9e 1u6
72.0,United States of America,BOU266,1528702.0,73398.0,ROCH,5.0,BOURDEAU,13762 silver sage way,2.0,O,Dayton,,,643.0,,CO,Psychiatric Solutions,W,1-551-913-3853,4.0,93663
26.0,United States of America,Pan267,178411.0,,Charly,0.0,Panter,22629 bagby east,3.0,O,Frederick,,,390.0,,NC,Calpine,W,1-666-863-1257,0.0,84119
31.0,United States of America,Wal268,2245432.0,446105.0,joli,4.0,Walbridge,13296 wayside boulevard,4.0,O,Thousand Oaks,m,,801.0,,Alberta,Saks,U,1-938-871-9739,7.0,82602
2.0,Canada,Mue269,3058077.0,128126.0,Kasper,4.0,Muehle,9824 OLYMPIA STREET,0.0,O,Escondido,M,,741.0,,VT,BE Aerospace,S,1-333-561-7008,2.0,94429
81.0,Canada,Zub270,723251.0,371101.0,Joo-geok,1.0,Zubans,6907 ferncliff crescent,2.0,O,Independence,,,821.0,Apt. 986,VT,Exterran Holdings,D,1-514-023-2587,8.0,H2A 1V4
69.0,United States of America,Sei271,3755553.0,263066.0,Winona,,Seidman,24573 lyons avenue,3.0,O,Corpus Christi,,D,830.0,,SC,Penn National Gaming,M,1-027-811-2670,5.0,40511
69.0,United States of America,Cav272,757755.0,,king-haut,1.0,Cavasin,15407 fillmore north,0.0,R,Santa Rosa,F,,441.0,,SD,PetSmart,M,1-475-590-2337,,M5b 1y9
80.0,United States of America,Har273,3610784.0,453776.0,DARLENE,1.0,Hartell,850 leon lower,3.0,R,Burlington,F,,484.0,,New Brunswick,First Data,D,1-214-794-0930,2.0,E7N 1P6
14.0,United States of America,Nau274,2994154.0,494609.0,Deana,5.0,Naugle,14635 greene rue,4.0,O,Overland Park,M,R,653.0,,Manitoba,Liz Claiborne,,1-988-429-0103,8.0,h5k 1o7
39.0,Canada,Ste275,612241.0,233618.0,Laurette,2.0,Stegman,21034 windchime lower,0.0,R,Huntsville,,,727.0,,NJ,Alcoa,D,1-143-517-2347,7.0,95203
0.0,United States of America,Cho276,1352198.0,,Renell,,Choo-kang,15868 dewdrop park,1.0,O,Berkeley,m,D,535.0,,TX,Perini,U,1-709-720-3248,0.0,23513
59.0,United States of America,Lux277,2534935.0,154521.0,Meriann,4.0,Luxford,10232 oak hill west,5.0,R,Casper,f,R,320.0,,MD,Hudson City Bancorp,W,1-314-831-7578,9.0,T5c 1j1
60.0,United States of America,Far278,3189762.0,438162.0,KATALIN,4.0,Farnsworth,950 WILLS WEST,4.0,O,Toledo,F,,775.0,,WV,Sigma-Aldrich,W,1-342-101-7385,1.0,V6z 1q9
4.0,United States of America,Shi279,447872.0,352602.0,Gayel,4.0,Shinjo,23223 WOODLAWN UPPER,3.0,O,Cheyenne,F,,606.0,,OH,Plains Exploration,M,1-419-495-9429,,73121
74.0,United States of America,Pip280,3207012.0,194788.0,Lourdes,2.0,Piperni,23208 porter crescent,4.0,O,Fresno,f,P,,,NH,W.R. Berkley,S,1-992-551-4676,5.0,75267
