prospect_AgID,prospect_Ge,prospect_MidInit,prospect_Emp,prospect_St,prospect_A,prospect_AddL2,prospect_OORFl,prospect_In,prospect_Ci,prospect_NuCa,prospect_NumCreCar,prospect_NWor,prospect_MaSta,prospect_FirN,prospect_Coun,prospect_Ph,prospect_NumChil,prospect_CrRat
Rez177,F,,Fidelity National Financial,CT,43.0,Apt. 426,U,407799.0,Chula Vista,2.0,8.0,2903408.0,U,WEN,United States of America,1-663-917-0422,0.0,484.0
Koa178,,,FirstEnergy,MO,53.0,,O,195242.0,Orlando,4.0,1.0,1695814.0,U,MOT,Canada,1-843-773-1791,4.0,463.0
HAN179,m,B,Commercial Metals,MN,13.0,,O,315490.0,Cleveland,3.0,5.0,868465.0,U,leese,United States of America,1-823-567-1252,0.0,335.0
jak180,,I,Genzyme,NC,7.0,,O,22201.0,Huntington,5.0,10.0,2810709.0,U,nettie,United States of America,1-744-421-7512,4.0,
ump181,,C,US Airways Group,TN,17.0,,R,441579.0,Fayetteville,4.0,7.0,3593363.0,M,AILEE,United States of America,1-621-744-1484,5.0,381.0
Wic182,,G,Advanced Micro Devices,NV,67.0,,O,342730.0,Riverside,2.0,1.0,2607636.0,M,chan,Canada,1-973-214-3381,2.0,708.0
Gat183,F,,United Parcel Service,AL,54.0,Apt. 540,R,117267.0,Dayton,5.0,8.0,2735642.0,M,RAY,Canada,1-428-266-1600,4.0,354.0
bot184,,,Fastenal,NE,5.0,,,260107.0,Corona,1.0,10.0,1501732.0,S,Robinette,United States of America,1-334-466-5299,4.0,547.0
DAV185,,T,Core-Mark Holding,KS,28.0,,O,166760.0,Oklahoma City,1.0,9.0,397072.0,D,Rocke,United States of America,1-249-478-5643,1.0,761.0
HIL186,F,,Boise,NY,5.0,,O,401021.0,Dallas,4.0,1.0,3399757.0,M,Suzette,United States of America,1-804-228-8548,1.0,659.0
war187,,,DST Systems,NY,,,R,70945.0,Durham,4.0,9.0,2684548.0,M,Myla,United States of America,1-564-230-0062,2.0,351.0
MAC188,m,,United States Steel,Saskatchewan,72.0,apt. 48,O,389391.0,Tacoma,3.0,7.0,3041622.0,S,dacia,United States of America,1-781-339-9073,3.0,608.0
lev189,F,A,Pepco Holdings,Prince Edward Island,12.0,,O,63226.0,Alexandria,4.0,3.0,3211816.0,S,CHELSIE,United States of America,1-096-116-9962,2.0,706.0
Goo190,,,Acuity Brands,Alberta,71.0,apt. 968,O,206220.0,Hialeah,0.0,8.0,127026.0,M,abbas,United States of America,1-914-194-6997,4.0,391.0
Koh191,,E,Baker Hughes,Ontario,90.0,,R,,Denver,5.0,2.0,588945.0,W,Rec,United States of America,1-733-360-9116,4.0,461.0
AYL192,M,,Newell Rubbermaid,TN,20.0,,O,337152.0,Fort Lauderdale,4.0,2.0,1962620.0,U,Elaine,United States of America,1-591-402-8026,4.0,510.0
CHO193,F,E,Westlake Chemical,VA,58.0,,O,312074.0,Mesa,,5.0,178193.0,W,Katharine,United States of America,1-326-180-9322,2.0,805.0
DIT194,,G,Jones Lang LaSalle,TX,57.0,,O,68551.0,Cleveland,2.0,7.0,2102811.0,M,LILIAN,United States of America,1-784-796-6844,4.0,702.0
EMI195,,,Burger King Holdings,MT,43.0,,O,488800.0,Lewiston,4.0,3.0,2246854.0,W,CATI,United States of America,1-662-625-4671,1.0,368.0
Ryd196,m,,Hovnanian Enterprises,IL,39.0,APT. 392,R,431633.0,Tallahassee,3.0,8.0,1312448.0,W,Luong,United States of America,1-627-590-4931,2.0,520.0
mei197,,S,Medical Mutual of Ohio,WY,87.0,,O,72797.0,El Monte,0.0,2.0,295993.0,S,JUOZAS,United States of America,1-055-694-7984,3.0,666.0
Ceg198,,,Lockheed Martin,NC,57.0,,O,260576.0,Sioux Falls,0.0,9.0,1220003.0,S,Lysy,United States of America,1-166-844-7429,1.0,587.0
hai199,,Z,Yum Brands,ND,58.0,,O,200096.0,Columbia,4.0,4.0,2400476.0,U,ULA,United States of America,1-516-930-4640,5.0,643.0
cle200,,J,Wesco International,GA,28.0,,R,,San Francisco,,5.0,2900897.0,,Francesca,United States of America,1-261-215-4290,4.0,484.0
Cie201,,W,Volt Information Sciences,VA,95.0,,R,267656.0,Santa Clara,3.0,3.0,3942140.0,U,emili,United States of America,1-681-572-7662,1.0,
Par202,f,,Western Union,Prince Edward Island,98.0,,R,35253.0,Greensboro,1.0,8.0,2118119.0,S,yogesh,United States of America,1-288-967-5460,2.0,676.0
LOZ203,f,K,,OR,55.0,,O,113159.0,Waco,5.0,4.0,338540.0,M,Xantippe,United States of America,1-315-022-2148,2.0,300.0
Pas204,,,Lubrizol,WI,14.0,APT. 630,R,297444.0,Rochester,2.0,8.0,2617116.0,,TINO,Canada,1-707-402-6121,3.0,
Aul205,,,C.H. Robinson Worldwide,ID,30.0,,O,52092.0,Tampa,3.0,9.0,1459711.0,M,AGGIE,United States of America,1-186-893-7846,1.0,831.0
bar206,F,N,Celgene,MT,90.0,,O,30249.0,Paterson,3.0,7.0,1804959.0,M,Alane,United States of America,1-571-918-3795,1.0,609.0
ELL207,,,Leggett & Platt,MD,69.0,,O,483052.0,Fullerton,2.0,2.0,2957472.0,S,ABBYE,United States of America,1-206-055-2128,0.0,679.0
for208,m,P,Fidelity National Information,NY,67.0,suite 344,O,287060.0,London,4.0,6.0,2919293.0,U,aleen,United States of America,1-963-724-8044,0.0,634.0
Bur209,,U,Arch Coal,HI,41.0,,O,274154.0,Newark,1.0,4.0,3610130.0,W,collen,Canada,1-050-641-8503,1.0,338.0
FOL210,F,,Affinia Group Intermediate,DE,2.0,,O,379659.0,Buffalo,5.0,4.0,1209441.0,M,NEALA,United States of America,1-020-258-1680,5.0,332.0
Led211,m,,Kellogg,PA,89.0,,O,,El Paso,0.0,8.0,1058712.0,M,CELISSE,United States of America,,0.0,721.0
kop212,,N,PerkinElmer,IN,88.0,,O,100796.0,Toledo,4.0,3.0,1946028.0,,MEHMET,United States of America,1-886-961-7857,1.0,351.0
pay213,,,Limited Brands,MT,90.0,,O,128277.0,Sterling Heights,1.0,6.0,1420984.0,M,Carlis,Canada,1-999-799-7384,1.0,564.0
PAL214,,,OfficeMax,WY,54.0,,O,147414.0,New Haven,1.0,9.0,213235.0,M,marshal,United States of America,1-362-078-4138,3.0,379.0
fel215,,,J.B. Hunt Transport Services,FL,53.0,,O,51559.0,Dallas,1.0,8.0,472425.0,S,Fabien,United States of America,1-174-723-5263,2.0,727.0
ATW216,,,American Express,RI,89.0,,O,355622.0,Milwaukee,2.0,2.0,1160132.0,U,basia,United States of America,1-898-789-3598,3.0,578.0
Mcb217,M,S,Occidental Petroleum,CO,31.0,,O,468116.0,Anaheim,5.0,10.0,2869995.0,W,FARID,United States of America,1-482-305-5399,1.0,642.0
Jal218,M,B,Shaw Group,SD,1.0,apt. 3,O,276728.0,Huntington Beach,1.0,1.0,3727044.0,M,jyoti,United States of America,1-834-784-7657,0.0,
vem219,,,W.W. Grainger,TX,57.0,,R,135306.0,Naperville,3.0,,2293241.0,S,Jandy,Canada,1-864-555-5341,0.0,554.0
BAR220,,D,IDT,VT,10.0,,U,99566.0,Iqaluit,1.0,6.0,2846515.0,U,VO,United States of America,1-475-209-3369,0.0,733.0
PES221,M,U,General Mills,IN,74.0,,O,263959.0,Winnipeg,2.0,10.0,1619956.0,M,Kien,United States of America,1-459-456-1848,4.0,345.0
Sha222,F,,RBS Global,UT,28.0,,R,441498.0,St. Petersburg,2.0,6.0,2367607.0,M,Tybi,United States of America,1-802-797-1712,0.0,644.0
Sch223,M,J,Realogy,NV,96.0,,U,429621.0,Waterbury,3.0,3.0,3795566.0,S,Nhien,United States of America,,0.0,564.0
Mat224,,L,ArvinMeritor,TX,42.0,,O,181214.0,Lubbock,1.0,10.0,734762.0,M,Florance,United States of America,1-224-760-3774,3.0,465.0
JAI225,,,Amkor Technology,OR,64.0,,O,212502.0,London,,8.0,908994.0,D,Ros,United States of America,1-511-883-9082,4.0,652.0
KAR226,,,Lear,Ontario,,,O,244545.0,Des Moines,5.0,6.0,2561296.0,M,Genevieve,United States of America,,4.0,714.0
gus227,,,Asbury Automotive Group,Saskatchewan,49.0,APT. 587,R,218681.0,Madison,5.0,10.0,3181069.0,M,EMILIO,Canada,1-405-014-0029,4.0,383.0
Ann228,,K,Limited Brands,MO,81.0,,O,296916.0,Scottsdale,,7.0,2632226.0,,JANEEN,United States of America,1-076-073-0994,5.0,336.0
lab229,,R,Beazer Homes USA,UT,57.0,,O,453659.0,Mount Pearl,0.0,9.0,,,cathrin,Canada,1-690-040-0846,2.0,626.0
fli230,f,M,,IL,42.0,,U,194450.0,Iqaluit,3.0,0.0,1151333.0,S,kirstin,United States of America,1-211-707-3341,0.0,549.0
sat231,,,Acuity Brands,NM,30.0,,O,49533.0,Moreno Valley,5.0,0.0,2763939.0,U,giles,United States of America,1-642-203-7899,4.0,492.0
tho232,,I,ABM Industries,NC,56.0,,O,394819.0,Naperville,2.0,0.0,370710.0,M,Ted,United States of America,1-792-738-9524,4.0,327.0
CRI233,m,L,,AZ,3.0,,O,342754.0,Norfolk,3.0,10.0,1192164.0,S,hayden,United States of America,1-881-269-3949,3.0,545.0
Gas234,M,V,Southwestern Energy,CT,53.0,,O,224435.0,Louisville,1.0,0.0,223487.0,M,Gail,United States of America,1-537-303-6219,0.0,571.0
Cha235,f,,Delta Air Lines,VA,67.0,,O,37717.0,Akron,0.0,7.0,2341143.0,W,las,United States of America,1-682-154-3638,2.0,423.0
Net236,,,ITT,NV,94.0,,O,286483.0,Whitehorse,1.0,4.0,1774784.0,,Noelyn,United States of America,1-512-708-0580,0.0,655.0
WOO237,m,,Health Management Associates,VA,37.0,,O,185412.0,Salem,0.0,0.0,3951308.0,M,izak,United States of America,1-598-440-6359,5.0,488.0
val238,,,Western Union,British Columbia,75.0,,,472518.0,Memphis,4.0,6.0,2756025.0,M,bernita,United States of America,1-281-206-9270,,352.0
Ber239,f,,Family Insurance Group,VA,51.0,,O,425307.0,Fayetteville,,0.0,1833112.0,M,Karmen,United States of America,1-442-133-8200,1.0,810.0
lab240,,F,Advance Auto Parts,TX,74.0,,O,304909.0,Lansing,2.0,8.0,698884.0,D,Rio,United States of America,1-607-062-8891,2.0,686.0
VRE241,m,X,J.P. Morgan Chase & Co.,CO,100.0,,R,231226.0,Atlanta,0.0,0.0,3287261.0,M,ISABELLE,Canada,,2.0,389.0
GOO242,F,,Fidelity National Financial,GA,,,U,219026.0,Gary,0.0,,3337290.0,M,Micro,United States of America,1-141-622-5196,0.0,761.0
cha243,,S,Toro,NE,28.0,,O,414993.0,Atlanta,0.0,4.0,2963197.0,D,maribel,United States of America,1-500-101-2792,1.0,589.0
TAM244,F,W,Mueller Water Products,NC,18.0,,O,24837.0,Dawson City,0.0,1.0,1487009.0,M,NADYA,United States of America,1-655-973-7192,0.0,492.0
CUM245,M,,Energy Future Holdings,OK,77.0,Suite 463,U,200645.0,Mobile,2.0,10.0,3177428.0,D,Darrell,United States of America,1-972-039-2576,5.0,442.0
SIM246,,E,Weis Markets,MO,14.0,,O,22605.0,Santa Clarita,4.0,8.0,1886280.0,S,Hoy,United States of America,1-764-148-5233,3.0,649.0
Est247,,,MasterCard,AR,23.0,,O,,Chicago,0.0,8.0,1853087.0,U,shana,United States of America,1-399-618-9069,0.0,337.0
han248,F,P,Oracle,MT,1.0,,R,389524.0,Nashua,4.0,8.0,195847.0,D,HQ,United States of America,1-628-481-6657,,572.0
Pee249,,Y,Mutual of America Life,Newfoundland,58.0,,U,232945.0,West Covina,4.0,0.0,3727580.0,M,Co,United States of America,1-085-050-1119,3.0,666.0
bli250,M,T,JetBlue Airways,OR,98.0,,O,390626.0,Mesa,2.0,4.0,2993662.0,D,Beb,United States of America,1-993-284-6634,3.0,567.0
Lea251,,,Western Refining,NM,76.0,,O,286207.0,El Paso,5.0,5.0,2886788.0,,Sherrill,United States of America,1-395-464-9156,3.0,574.0
Wil252,F,U,Western Refining,FL,59.0,,,391468.0,Victoria,5.0,2.0,3672610.0,S,takehiko,United States of America,1-811-547-9696,0.0,498.0
kom253,f,,Bristol-Myers Squibb,MS,81.0,,R,171326.0,Hayward,5.0,9.0,3245637.0,U,FLOSSIE,Canada,,2.0,836.0
Wel254,,,AutoNation,Saskatchewan,31.0,,,294972.0,Oshawa,2.0,8.0,959636.0,M,Chryste,United States of America,1-648-501-2866,3.0,759.0
Lac255,,,Boeing,NE,1.0,,O,131039.0,Hamilton,3.0,6.0,1037702.0,S,Sheelagh,United States of America,1-332-974-4753,5.0,563.0
Hon256,f,,Advanced Micro Devices,TN,28.0,,U,480287.0,Oklahoma City,1.0,8.0,69141.0,S,DICKENS,United States of America,1-217-048-6379,5.0,313.0
Con257,,,Unitrin,OR,36.0,,O,276404.0,Portland,0.0,6.0,2818725.0,M,Maury,United States of America,,4.0,771.0
han258,,,Liberty Media,ID,47.0,,O,435481.0,Macon,0.0,1.0,3153373.0,S,Dorothy,United States of America,1-246-119-5490,5.0,717.0
WOJ259,,,Jarden,WV,77.0,,O,,Yellow Knife,4.0,2.0,616608.0,D,CHICKIE,United States of America,,4.0,355.0
Ami260,f,P,Cincinnati Financial,MI,91.0,,O,499891.0,Santa Rosa,4.0,10.0,1014586.0,U,Lavinia,United States of America,1-347-479-6259,4.0,383.0
Mo261,f,A,Steel Dynamics,AL,46.0,,O,394640.0,Fort Wayne,5.0,1.0,1679903.0,S,Kristine,United States of America,1-881-547-3819,5.0,579.0
BUR262,,,OGE Energy,TN,36.0,,O,359040.0,Inglewood,4.0,5.0,1062919.0,M,tobi,Canada,1-155-847-4022,3.0,324.0
Kos263,m,X,Hartford Financial Services,Manitoba,18.0,,R,429949.0,London,5.0,0.0,3684297.0,M,Frederica,United States of America,1-946-987-5835,2.0,752.0
Bor264,m,,Penske Automotive Group,CO,27.0,,O,333500.0,Waterbury,5.0,2.0,1805618.0,D,Cayla,Canada,,2.0,723.0
LAR265,,K,Amkor Technology,OR,79.0,,U,480399.0,Salem,2.0,1.0,1852935.0,S,BRIAN,United States of America,,,349.0
BOU266,,,Psychiatric Solutions,CO,72.0,,O,73398.0,Dayton,2.0,4.0,1528702.0,W,ROCH,United States of America,1-551-913-3853,5.0,643.0
Pan267,,,Calpine,NC,26.0,,O,,Frederick,3.0,0.0,178411.0,W,Charly,United States of America,1-666-863-1257,0.0,390.0
Wal268,m,,Saks,Alberta,31.0,,O,446105.0,Thousand Oaks,4.0,7.0,2245432.0,U,joli,United States of America,1-938-871-9739,4.0,801.0
Mue269,M,,BE Aerospace,VT,2.0,,O,128126.0,Escondido,0.0,2.0,3058077.0,S,Kasper,Canada,1-333-561-7008,4.0,741.0
Zub270,,,Exterran Holdings,VT,81.0,Apt. 986,O,371101.0,Independence,2.0,8.0,723251.0,D,Joo-geok,Canada,1-514-023-2587,1.0,821.0
Sei271,,D,Penn National Gaming,SC,69.0,,O,263066.0,Corpus Christi,3.0,5.0,3755553.0,M,Winona,United States of America,1-027-811-2670,,830.0
Cav272,F,,PetSmart,SD,69.0,,R,,Santa Rosa,0.0,,757755.0,M,king-haut,United States of America,1-475-590-2337,1.0,441.0
Har273,F,,First Data,New Brunswick,80.0,,R,453776.0,Burlington,3.0,2.0,3610784.0,D,DARLENE,United States of America,1-214-794-0930,1.0,484.0
Nau274,M,R,Liz Claiborne,Manitoba,14.0,,O,494609.0,Overland Park,4.0,8.0,2994154.0,,Deana,United States of America,1-988-429-0103,5.0,653.0
Ste275,,,Alcoa,NJ,39.0,,R,233618.0,Huntsville,0.0,7.0,612241.0,D,Laurette,Canada,1-143-517-2347,2.0,727.0
Cho276,m,D,Perini,TX,0.0,,O,,Berkeley,1.0,0.0,1352198.0,U,Renell,United States of America,1-709-720-3248,,535.0
Lux277,f,R,Hudson City Bancorp,MD,59.0,,R,154521.0,Casper,5.0,9.0,2534935.0,W,Meriann,United States of America,1-314-831-7578,4.0,320.0
Far278,F,,Sigma-Aldrich,WV,60.0,,O,438162.0,Toledo,4.0,1.0,3189762.0,W,KATALIN,United States of America,1-342-101-7385,4.0,775.0
Shi279,F,,Plains Exploration,OH,4.0,,O,352602.0,Cheyenne,3.0,,447872.0,M,Gayel,United States of America,1-419-495-9429,4.0,606.0
Pip280,f,P,W.R. Berkley,NH,74.0,,O,194788.0,Fresno,4.0,5.0,3207012.0,S,Lourdes,United States of America,1-992-551-4676,2.0,
Sug281,,,Cooper-Standard Holdings,IL,66.0,,O,437119.0,Sacramento,0.0,6.0,303926.0,W,Jooran,Canada,1-183-910-2398,1.0,685.0
Kum282,,F,Ryder System,SD,36.0,,O,66431.0,Fargo,0.0,5.0,3685802.0,M,Damian,Canada,1-114-136-8583,5.0,770.0
LOR283,f,L,Merck,DC,55.0,,O,380368.0,Rapid City,4.0,4.0,3180558.0,M,teressa,United States of America,1-985-895-6709,4.0,694.0
KUR284,F,,Chubb,MO,57.0,Apt. 247,O,7377.0,Raleigh,1.0,4.0,,D,Phedra,United States of America,1-864-279-4768,3.0,530.0
ser285,f,D,Cummins,NJ,76.0,,O,87533.0,Oshawa,5.0,1.0,3507884.0,S,Flora,Canada,1-744-443-0610,0.0,609.0
Ado286,,N,Advance Auto Parts,SD,63.0,,O,76061.0,Yellow Knife,2.0,3.0,2230968.0,M,ezmeralda,Canada,1-710-698-6175,4.0,619.0
Bol287,f,M,Airgas,AK,76.0,,O,486482.0,Casper,4.0,7.0,814197.0,M,Clary,United States of America,1-473-272-4862,3.0,821.0
sav288,,,Mattel,Newfoundland,22.0,,O,436307.0,Oshawa,4.0,6.0,2254862.0,M,Yokan,United States of America,1-767-745-4346,,553.0
Mar289,M,F,Rite Aid,PA,,,O,420621.0,Bismarck,,,91935.0,D,PATRIZIA,United States of America,1-072-333-8934,0.0,529.0
Bar290,,K,Forest Laboratories,NJ,7.0,,O,187944.0,Calgary,1.0,4.0,1818938.0,W,Ileane,United States of America,,1.0,507.0
Woo291,f,N,Pioneer Natural Resources,NJ,4.0,,O,146651.0,Ontario,0.0,8.0,177543.0,S,olivia,United States of America,1-113-957-9923,2.0,726.0
Bir292,,,H&R Block,IL,39.0,,O,118757.0,San Diego,2.0,8.0,3078579.0,,yolande,United States of America,1-270-496-9696,1.0,684.0
Lav293,,A,Colgate-Palmolive,Ontario,84.0,,O,467906.0,Yellow Knife,1.0,4.0,1222308.0,U,Kitson,United States of America,1-151-106-1324,1.0,
Mcm294,,,CBS,MI,26.0,,O,89920.0,Palmdale,0.0,7.0,3341105.0,S,Abdullah,United States of America,1-130-325-1266,0.0,314.0
Pau295,m,,Cytec Industries,TN,72.0,,O,43770.0,Stockton,,4.0,3128005.0,S,vradmin,United States of America,1-102-293-7755,1.0,
Lea296,,F,Calumet Specialty Products,MD,20.0,Suite 130,U,435272.0,Cincinnati,2.0,9.0,,W,LEUNG,United States of America,1-177-880-1774,4.0,645.0
Seh297,m,A,Popular,CO,100.0,,R,464094.0,Winnipeg,3.0,8.0,,U,collen,United States of America,1-042-914-3849,1.0,713.0
hit298,,,Patterson-UTI Energy,NC,83.0,,O,474686.0,Omaha,0.0,9.0,594723.0,U,Constancy,United States of America,1-074-076-1898,3.0,357.0
GAS299,M,,Viacom,Manitoba,45.0,,U,106730.0,Iqaluit,1.0,5.0,787771.0,D,ERNESTO,United States of America,1-217-087-5277,,649.0
hue300,,E,Calumet Specialty Products,OR,56.0,apt. 35,,97186.0,West Covina,1.0,0.0,148371.0,M,wing-man,United States of America,1-377-905-7875,1.0,835.0
Kle301,m,,AMR,UT,65.0,,O,161132.0,Overland Park,4.0,0.0,2760822.0,M,FAWN,United States of America,1-205-909-8362,1.0,
Win302,f,V,Olin,IL,96.0,,R,393718.0,Brownsville,2.0,1.0,2240874.0,M,PRYOR,United States of America,1-752-780-8339,,629.0
Mar303,f,M,Bon-Ton Stores,CA,40.0,,O,31765.0,Sioux Falls,3.0,1.0,3676798.0,U,Ofelia,United States of America,,2.0,587.0
SWA304,m,,Werner Enterprises,ID,51.0,Suite 113,R,411526.0,Jacksonville,0.0,8.0,1137557.0,M,elyssa,Canada,1-147-089-1963,3.0,786.0
Joy305,m,,PepsiCo,LA,85.0,,O,316374.0,Erie,4.0,10.0,978089.0,M,Evvie,United States of America,1-956-899-9979,3.0,415.0
mcr306,,,American Electric Power,WV,11.0,suite 308,O,233970.0,Saskatoon,5.0,5.0,3268379.0,S,yan-zhen,United States of America,1-149-281-5678,4.0,791.0
Pre307,m,X,Community Health Systems,MN,100.0,,R,185988.0,St. Petersburg,3.0,0.0,2476914.0,M,Alka,United States of America,1-880-678-6428,5.0,413.0
HIN308,M,,IAC/InterActiveCorp,Quebec,51.0,,O,443246.0,Toronto,2.0,7.0,,M,Laz,United States of America,1-589-765-3895,5.0,428.0
Sel309,F,,Jack in the Box,Quebec,,,O,474421.0,Spokane,1.0,10.0,3405002.0,W,Ashlee,United States of America,1-413-343-2912,1.0,810.0
Wea310,,,U.S. Bancorp,MD,39.0,,U,256222.0,Long Beach,2.0,2.0,1958810.0,U,AUGUSTA,United States of America,1-312-593-5173,0.0,324.0
TOM311,,C,PharMerica,UT,47.0,,O,396342.0,Fort Worth,4.0,6.0,1941022.0,,Helga,United States of America,1-805-115-9823,1.0,587.0
Ens312,M,,AGL Resources,RI,,,,4870.0,Orlando,0.0,1.0,1309748.0,,Partick,United States of America,1-956-260-8837,1.0,700.0
Ger313,m,P,Arkansas Best,MA,66.0,,O,379475.0,Lakewood,2.0,,3632370.0,S,ALYS,United States of America,1-451-999-0585,3.0,734.0
Bat314,m,,BorgWarner,MN,83.0,,,422366.0,Huntington,4.0,0.0,2475001.0,S,OVILA,Canada,,2.0,651.0
LON315,M,N,Pride International,TX,49.0,,R,67927.0,Hampton,4.0,,2075664.0,W,abby,United States of America,1-359-607-4329,4.0,555.0
Tun316,,F,DaVita,WI,,,R,363160.0,Oceanside,4.0,1.0,1250329.0,M,koral,Canada,1-363-394-6166,2.0,614.0
eis317,M,,Xerox,New Brunswick,73.0,,O,419888.0,Winston-Salem,4.0,8.0,212451.0,M,BEVYN,Canada,1-015-803-2474,2.0,794.0
Vuc318,M,C,Republic Services,ID,86.0,,U,229870.0,Norfolk,1.0,8.0,3049747.0,D,maskell,Canada,1-362-478-2862,5.0,482.0
bea319,m,,Cephalon,British Columbia,48.0,Apt. 453,O,158840.0,Birmingham,0.0,2.0,2417447.0,U,Charlsey,United States of America,1-558-480-1200,5.0,591.0
Fer320,,W,,NV,,,O,430061.0,Philadelphia,1.0,8.0,2612998.0,U,Annick,Canada,1-703-636-9996,0.0,566.0
Soo321,m,,National Fuel Gas,MN,37.0,,O,194526.0,Boise,0.0,6.0,734375.0,M,GURSHARAN,United States of America,1-154-086-1903,,381.0
Bir322,F,,Target,IL,68.0,,O,424188.0,Fullerton,0.0,7.0,3717995.0,D,garnette,United States of America,1-547-387-1078,2.0,374.0
Ver323,,Q,Expedia,Manitoba,,,O,470701.0,Regina,0.0,,956825.0,U,nguyet,United States of America,1-748-212-2340,0.0,328.0
De 324,m,C,Hudson City Bancorp,Alberta,66.0,,O,404911.0,Sandy,1.0,8.0,,S,KORRIE,United States of America,1-846-315-1764,,807.0
Bla325,,,PharMerica,TN,14.0,,O,,Mesa,3.0,1.0,2390111.0,S,Nazi,Canada,1-179-983-1576,4.0,311.0
Hur326,M,U,Men's Wearhouse,ME,69.0,,O,436285.0,Provo,5.0,5.0,3576639.0,S,Nance,United States of America,1-073-769-1833,3.0,647.0
ray327,,,Williams,GA,35.0,,O,391695.0,Kitchener,0.0,,339669.0,,Corny,United States of America,1-353-395-2825,4.0,622.0
nix328,,,SPX,AK,78.0,,R,479851.0,Idaho Falls,3.0,7.0,2731417.0,U,DANIELLE,Canada,1-771-657-6355,0.0,570.0
zag329,,K,BE Aerospace,CT,33.0,,R,409873.0,Allentown,4.0,8.0,2179616.0,S,bell,United States of America,1-942-527-3307,5.0,840.0
Roi330,,,Wells Fargo,WI,77.0,,O,245133.0,Waterbury,0.0,2.0,,M,Jany,United States of America,,4.0,389.0
Hog331,,T,,MO,94.0,,,181694.0,Raleigh,,2.0,2950835.0,M,Dvm,United States of America,1-205-874-4529,5.0,467.0
Mar332,,,Lincoln National,MS,19.0,Apt. 345,O,106385.0,Baton Rouge,2.0,8.0,1515524.0,S,Nedi,United States of America,,2.0,793.0
Col333,,W,Targa Resources,NY,50.0,APT. 492,O,488485.0,Oshawa,4.0,3.0,2007473.0,,Gilda,United States of America,1-831-988-7672,2.0,749.0
neg334,,T,Spherion,MI,65.0,,O,90218.0,Carrollton,3.0,8.0,1757951.0,D,paqs,United States of America,1-079-481-2220,2.0,789.0
Wil335,M,J,Family Insurance Group,MD,29.0,,O,308552.0,Columbus,2.0,8.0,1980948.0,,Lubomyr,Canada,1-853-953-1134,1.0,768.0
Gos336,,,Adobe Systems,SD,37.0,,O,380031.0,Cedar Rapids,5.0,6.0,1630998.0,U,melantha,United States of America,1-471-099-6976,5.0,625.0
Ntp337,F,,Blockbuster,Prince Edward Island,56.0,,O,348345.0,Yonkers,2.0,0.0,463905.0,M,Quinn,United States of America,1-235-350-8301,5.0,751.0
mil338,,A,Radian Group,TN,,,O,406014.0,Flint,1.0,3.0,352542.0,S,Kimberli,United States of America,1-020-844-6258,4.0,460.0
TEL339,,,M&F Worldwide,ID,46.0,,R,55811.0,Kitchener,,8.0,3243615.0,U,fredi,United States of America,1-101-164-5047,4.0,812.0
RIV340,m,,MeadWestvaco,MO,28.0,,O,456536.0,Grand Prairie,4.0,0.0,156383.0,M,nuri,United States of America,1-424-458-1913,4.0,532.0
hol341,,M,RadioShack,Ontario,31.0,,R,42908.0,Alexandria,4.0,8.0,3366650.0,U,Zondra,United States of America,1-071-151-3531,1.0,509.0
Fry342,m,,Abbott Laboratories,UT,55.0,,R,319596.0,Overland Park,5.0,0.0,3762007.0,U,Suvanee,United States of America,1-548-500-5378,4.0,461.0
Esc343,f,D,Phoenix,CT,26.0,,O,146636.0,Columbia,2.0,2.0,2915479.0,S,Cornelle,United States of America,1-780-269-2599,,
LID344,d,,Medical Mutual of Ohio,CA,93.0,,,282004.0,Fort Smith,5.0,4.0,518175.0,M,Pammy,United States of America,1-503-223-2295,2.0,332.0
BAY345,m,H,National Oilwell Varco,IN,14.0,,R,339377.0,Kitchener,5.0,1.0,3240188.0,M,ISADORA,United States of America,1-036-637-5684,4.0,371.0
SED346,F,,Cincinnati Financial,NE,30.0,Apt. 449,O,391590.0,Lowell,1.0,8.0,492570.0,U,Subra,United States of America,1-117-775-7922,1.0,546.0
SHU347,M,,Ecolab,VT,18.0,,U,319668.0,Fairbanks,3.0,6.0,3189432.0,M,gillie,United States of America,1-420-197-0842,1.0,754.0
hin348,m,,Baldor Electric,HI,69.0,,O,251066.0,St. Catharines,4.0,2.0,1862636.0,U,Whitfield,United States of America,1-057-255-5641,,516.0
Luw349,,,Smithfield Foods,WA,60.0,Apt. 954,O,122433.0,San Buenaventura,1.0,1.0,1891784.0,W,Shana,United States of America,1-864-198-2367,1.0,737.0
PCB350,m,,Hormel Foods,Saskatchewan,77.0,,O,229086.0,San Diego,4.0,1.0,2999683.0,D,Kaile,United States of America,1-089-865-4449,2.0,404.0
BEZ351,,,Patterson,SC,,,O,387138.0,Syracuse,4.0,0.0,1482145.0,M,Reeba,United States of America,1-848-728-0817,2.0,583.0
Buc352,,E,Anadarko Petroleum,OK,62.0,,O,192643.0,Charlotte,5.0,8.0,2237352.0,U,Brenton,United States of America,1-816-138-9438,3.0,461.0
RAM353,,,Michael Foods,NJ,96.0,,O,301108.0,Winnipeg,5.0,2.0,2903967.0,M,NERTI,United States of America,1-036-611-5081,3.0,343.0
