prospect_mddlntl,prospect_frstnm,prospect_g,prospect_ct,prospect_ntwrth,prospect_pstlcd,prospect_gndr,prospect_lstnm,prospect_mrtlstts,prospect_ddrssln1,prospect_nmbrcrs,prospect_nmbrcrdtcrds,prospect_mplr,prospect_nmbrchldrn,prospect_ncm,prospect_crdtrtng,prospect_ddrssln2,prospect_gncd,prospect_phn,prospect_stt,prospect_wnrrntflg,prospect_cntr
I,PVCKVZHJOWNWKSVIJIGLYWKGUKNXW,57.0,Albuquerque,3789880.0,JUBKXDKP,,Mosqjrkdycyygfsljqadgfqoldb,U,XBIKFJMVSDDVHYVNNHYHHMOGUWGFRAXVNQWITKEBUOZUPSRXHK,0.0,1.0,Tellabs,0.0,497953.0,658.0,yvntcqjqqmbftwetvbqgclcdbxspvk,Mos7575,1-696-359-4829,New Brunswick,O,United States of America
,kpofwgtomgijnm,38.0,Oakland,3874445.0,Xbgykqm,,czuvw,M,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,1.0,3.0,Phillips-Van Heusen,2.0,156048.0,348.0,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,czu7576,1-352-678-5471,IL,O,Canada
Z,Biflzgcqpqpbahquomftmjffohpwuy,68.0,Billings,437353.0,NNCXIBTCXZA,,Ghrlcuscpesuzsdwqfwwbgh,M,BESJDYZDIOIXKDFEHBQXBPW,1.0,8.0,Wells Fargo,5.0,63617.0,598.0,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,Ghr7577,1-906-600-9749,AZ,O,United States of America
,ybdlwlwxispyswbiegrbsqqtywxr,93.0,Pueblo,2669917.0,mfwuio,,Rwkdeshuwhwvmvmdnckmuvdt,U,Ouopoqztakszwsfkthdbwndfjuqaelyd,2.0,9.0,Vornado Realty Trust,2.0,244849.0,505.0,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,Rwk7578,1-093-018-2851,NY,O,United States of America
,Capzcewdt,48.0,Sherbrooke,1466537.0,Utgwrun,,Uwinnbtdd,S,Ivwhotvobwkshcixclfobqoljlaqohw,4.0,7.0,New York Times,3.0,123585.0,839.0,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,Uwi7579,1-302-096-9321,WA,R,United States of America
,XKBLVBCCYKMIXABVTOTVPZCJRII,96.0,Sacramento,991860.0,Wgulrhctjlg,,VXZTLDNZPYIFIKTIJRXS,S,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,1.0,2.0,Adobe Systems,1.0,391134.0,672.0,CYQWJKJB,VXZ7580,1-915-044-3154,GA,U,United States of America
p,wmknfemsztimaphftadowlmbnp,58.0,Charlotte,,Srhxvxe,f,Aykkkc,M,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,5.0,3.0,Valmont Industries,5.0,426759.0,696.0,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,Ayk7581,1-040-274-3474,AZ,O,United States of America
,DHLVITRFJDXLTPAGMPMJ,63.0,El Paso,1816368.0,Dadkihaohc,M,lhodktal,W,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,5.0,5.0,UAL,3.0,451737.0,448.0,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,lho7582,1-678-397-2739,NV,O,United States of America
,Jdpqutldftwykfyhukveiaimoyyk,18.0,Mesa,565246.0,Fpoleiod,,rziprpcfwnirtuvrbfnuepq,S,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,2.0,9.0,AFLAC,1.0,180822.0,549.0,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,rzi7583,1-679-345-9939,TN,O,United States of America
,Qiwemtdba,40.0,Simi Valley,1899339.0,Cuaieflmccqp,,Wdsuorykxmvfxupyyjl,W,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,4.0,0.0,VeraSun Energy,2.0,205843.0,705.0,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,Wds7584,1-093-616-0613,AL,O,United States of America
f,JQKEDISZ,29.0,St. Catharines,3873239.0,qiraymmapgf,M,Xsjypvyfoqbiq,M,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,4.0,6.0,Magellan Health Services,3.0,470985.0,387.0,ccfzcxohrhrcnypedmhjovjyjrxi,Xsj7585,1-546-131-8988,TX,O,United States of America
v,Gfuwa,21.0,Washington,767547.0,Tsynomgib,,Luxkby,U,Nhgrkzjzcrjcerkwrugwul,2.0,7.0,Emcor Group,1.0,318225.0,359.0,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,Lux7586,1-477-186-7432,WV,,United States of America
,CTTUYHUUMMDTX,41.0,Chula Vista,1027999.0,Amudllk,f,wxwhwasadsmxchyhlgrvnurte,M,,2.0,9.0,Peabody Energy,2.0,326044.0,494.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,wxw7587,1-965-848-6954,ND,O,Canada
e,Wvtqm,56.0,Montpelier,3428495.0,ELQKT,m,pfzjoarqopfjtzjalxxxeq,M,uiaoi,1.0,10.0,State Farm Insurance Cos.,1.0,,345.0,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,pfz7588,1-622-866-0937,Saskatchewan,,United States of America
,xuwgpsvzcpxtoerndtr,33.0,Mesa,1827180.0,Oiwac,M,hlxshqpvshstjerwclb,M,Wwonzdtvwkn,2.0,10.0,Humana,0.0,187282.0,402.0,REHWDWEP,hlx7589,1-040-217-2014,VA,O,United States of America
,Hnnzpokbygacjjgybkskf,96.0,New Haven,2070007.0,Dqgzinvuxxy,,nybiaaw,M,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,2.0,3.0,News Corp.,0.0,,579.0,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,nyb7590,1-101-684-2373,ND,O,United States of America
O,qsnivsknktiwjpqwnrlgftnmsrxkjc,35.0,Indianapolis,,Nchaajfkjvx,,Lttvvpjjavydrmbt,,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,2.0,2.0,Torchmark,0.0,,569.0,DIMPFMEBDNHBCT,Ltt7591,1-386-426-5849,ND,O,United States of America
,pygsfvfpeofkdcugfvxdsqgmcgebfp,40.0,Stockton,3596263.0,XEDMBUAMGXKH,,gszunimggpyfjzmivbwizzftuen,W,cezvfwtftwlwfrgrpxtuejvrgucexe,0.0,9.0,Rock-Tenn,4.0,306946.0,745.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,gsz7592,1-598-816-0126,MS,O,United States of America
,Zgxsuo,10.0,Louisville,3719999.0,crxbrlj,,Kwpztgkknktyvdks,D,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,0.0,1.0,AGCO,,99663.0,320.0,DVYTEPWCABNSGPTLJEMPQLTEWM,Kwp7593,1-770-379-7700,WY,U,
D,ganifmdaqbltccwbqijtkypcetuq,59.0,Atlanta,3058439.0,Eytubbwi,,AGMCLBCUEPVBRKDKWAGBCFOLYET,M,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,2.0,4.0,,4.0,482013.0,591.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,AGM7594,,MA,R,United States of America
u,IYCOMORWDFSEKN,70.0,Milwaukee,2592932.0,Lwftldizl,m,Ocnds,M,Ctgihaqlm,1.0,10.0,United Stationers,0.0,180476.0,,,Ocn7595,1-628-245-6238,AK,U,United States of America
,vdvdlfz,69.0,Fort Smith,1471273.0,GSSFZNBZL,F,Cmweamsabhudajyhpsohkpzcy,M,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,4.0,5.0,McCormick,5.0,285682.0,417.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,Cmw7596,1-813-787-2611,PA,,United States of America
V,Sbwymtnwzhffkwjczlsnvrtcv,96.0,Knoxville,,Nrnqtmjz,,Ditjvpiidkjkvxssfnctzcczb,M,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,0.0,8.0,National Life Group,5.0,455032.0,338.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,Dit7597,1-362-897-1162,MA,R,United States of America
S,qjjwbffbgxilxyarhjwdvo,9.0,Idaho Falls,2410816.0,Rzjxvum,,Rmmasnivkq,S,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,3.0,9.0,Hasbro,,356141.0,340.0,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,Rmm7598,1-952-919-4878,DC,O,United States of America
,JIXUQX,39.0,Jacksonville,1059543.0,Accezkuzqrif,,ekjvgcmzgobzeerrpfgefwvxlvfcua,U,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,3.0,5.0,Tupperware Brands,3.0,165667.0,738.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,ekj7599,1-145-214-8009,RI,U,Canada
A,Eqrxuc,31.0,Stockton,379282.0,LNZZPGOTEG,,wcqqbslcxugdqpbzbmbqvlahw,S,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,0.0,7.0,Covance,2.0,459767.0,597.0,MIMWGPPF,wcq7600,1-328-944-9786,MA,O,United States of America
,PDAXUXBMPOVTKJUR,64.0,Thousand Oaks,3271265.0,YINOHET,f,Klcanpomjmuwosnasroukafsxtufz,M,RSSNUTWWLOKIHRRTPEAFTLBF,2.0,4.0,Interactive Brokers Group,2.0,106459.0,603.0,Xpannac,Klc7601,1-899-864-9421,Alberta,R,United States of America
,Adftxl,38.0,Nashua,1530364.0,ddgkyv,,Jrdmn,D,Sachwqwddeyfxvagihsjxtcsibaejb,,5.0,SkyWest,1.0,51021.0,662.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,Jrd7602,1-877-997-8896,AR,U,
,Gaksvvggpbleteofow,47.0,Tallahassee,3731860.0,Seiksuhglhj,,GDQESTOSFCKVLPZEQPNFIKQLTXB,W,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,2.0,0.0,Best Buy,4.0,494931.0,838.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,GDQ7603,1-750-900-0823,VA,R,United States of America
,Ijstknxzfzsvqmy,,Brownsville,2488858.0,Ytgghhaxc,,fnmqzceohwapysohiuofkhjpwzgv,M,Sbutxmtwkb,5.0,9.0,Sears Holdings,2.0,429859.0,791.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,fnm7604,,OR,O,United States of America
e,jvhwyzbcwdrrqmlbvpjwbohhemm,76.0,Charlotte,2301347.0,Ajlcdadx,,Ymuvinagbzdhiwglzfacood,S,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,1.0,7.0,Frontier Oil,4.0,,692.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,Ymu7605,1-347-704-7823,ID,O,Canada
R,nhhjbqktsr,60.0,Oakland,1736571.0,Daivf,,Pxjmfwpwm,W,mnkidgiyajigobghpnkdvauwiubpjb,0.0,8.0,Automatic Data Processing,3.0,464086.0,673.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,Pxj7606,1-228-976-2888,IA,O,
M,Lmhtjwddyqbzlxgv,73.0,Fort Wayne,2399483.0,xrquzcptycg,,Rsdlvo,U,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,3.0,7.0,,,207651.0,331.0,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,Rsd7607,,TN,O,Canada
,BXFLGQTJSJDQAUCXXJXWHTQU,37.0,Chula Vista,2982744.0,shigmwk,,Qqhwdyopkfs,U,Fmrydeogisvvtrpsfonolelpnqcbkrr,4.0,2.0,Comerica,,260418.0,744.0,BPPKDY,Qqh7608,1-760-429-1328,Nova Scotia,O,United States of America
Q,Tlaihggmhfiuezhjgps,50.0,Peoria,1611011.0,enehob,,udqexswxytatsvxw,M,Xhggtfwyslxvgeiuzjfxewcsweefq,5.0,6.0,Baldor Electric,1.0,,446.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,udq7609,1-253-879-8833,Ontario,U,United States of America
M,DSRXJZKFJTIVXLBAX,0.0,Lexington,2999167.0,RNLAKRXSPA,,Ghlflxgkavpsqvkpun,M,,0.0,0.0,Commercial Metals,4.0,316963.0,,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,Ghl7610,1-401-256-3483,MD,O,Canada
,Annsrbdzywmpqvigpn,,Salem,,Hlezt,f,mtkfmxripistepftjaxfosviokgqsf,W,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,5.0,,,,84046.0,,Xuqmcmxaigbk,mtk7611,1-175-910-8245,AR,O,Canada
,Mrawpcvb,,San Jose,3307491.0,Iyqmkpcjx,,QIYQRALNIIONMKDZB,M,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,0.0,9.0,Molina Healthcare,3.0,368990.0,723.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,QIY7612,1-565-191-3419,Saskatchewan,O,United States of America
,yociu,81.0,Kansas City,2057260.0,klgnkcaedht,,Ohzpaqjtc,S,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,2.0,2.0,Plains All American Pipeline,0.0,124382.0,348.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,Ohz7613,1-921-688-5401,OH,O,Canada
,DQNVNWPYSMLDGXJVBUHUKDLRSLN,52.0,Windsor,53179.0,Jsombikj,,djgtucxplpftr,M,Gvdteormavfflajkedaclod,2.0,,Agilent Technologies,0.0,9263.0,666.0,EECYCMJAJGNQBRSKW,djg7614,1-925-155-0170,VA,O,United States of America
,wfnjfn,68.0,Chicago,690086.0,Xtckbvng,,Iaduje,M,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,2.0,3.0,AutoZone,4.0,334181.0,,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,Iad7615,1-185-691-2951,ID,U,United States of America
H,WWWEN,,Evansville,2025465.0,YPUWSVRD,,EMGQKGEOTCGAFGDZVTRUAVGZYPM,M,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,0.0,8.0,,1.0,314001.0,844.0,hgandkyzsnb,EMG7616,1-067-518-3854,WI,R,United States of America
,Krjcfgq,36.0,Honolulu,695307.0,Ifxvsnt,,Hjnljezrxojeaoustvawackahexa,M,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,1.0,8.0,Universal Health Services,4.0,168309.0,766.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,Hjn7617,1-188-554-1671,MS,O,Canada
D,Fxmpengjsaf,31.0,Cleveland,3238398.0,EAOJPQVWBNZ,M,CYPTBBGPWKKKFNOUHJ,M,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,2.0,10.0,Time Warner,4.0,322765.0,521.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,CYP7618,1-168-215-2223,OK,O,United States of America
h,Eobtk,55.0,Livonia,1213578.0,fhirgl,,KPNRNVLRFUTOWOERTCSIRQZ,W,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,1.0,7.0,Sealed Air,5.0,311253.0,306.0,QTWXYHMLBYQ,KPN7619,1-228-022-3056,GA,O,United States of America
x,Abahrdfcbtscoblhaovnjkbx,66.0,Little Rock,103708.0,Lahfziy,,Vbimifwtrtvb,W,Blsmawjjdmdamrhqyqgzmbkfa,5.0,9.0,Sprint Nextel,5.0,140296.0,411.0,SDEAIMDWRSKXTFCPHWF,Vbi7620,1-926-766-1124,TN,R,United States of America
,bhephgijqbu,22.0,Halifax,1086081.0,tofdjef,F,ehbcbdctlcspuvwbqveohanmkolbw,M,Stofpzwyhkpmuq,1.0,3.0,,5.0,439984.0,,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,ehb7621,1-538-797-1948,SC,O,United States of America
C,KECNVVPGTOXHIGOUAWLHU,51.0,Peoria,1349626.0,rckzx,F,TMQACIIUMYYZHYX,U,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,5.0,8.0,Quiksilver,0.0,454011.0,702.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,TMQ7622,1-627-234-0841,AR,O,United States of America
y,xppmtvztaifqynlbmofxonnus,26.0,San Jose,1083092.0,MMLJKBGXD,a,Lsbutxufufshmkqnscnhx,S,,1.0,1.0,Valspar,5.0,191541.0,842.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,Lsb7623,1-876-492-0782,MT,R,United States of America
u,kzntoukktuqqfuyeo,100.0,Charlotte,1662799.0,banusio,M,Dpzpfctp,U,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,2.0,0.0,Timken,1.0,,528.0,Lhwkvadxwcjobcggyuighvqlcm,Dpz7624,1-436-946-7319,WY,R,United States of America
,TDRLAQZARCGRAMDDMCWP,13.0,Hilo,3548540.0,Safkd,,Zujmcfzznpfohsdp,W,cnckvldjedzgdqhy,3.0,5.0,,3.0,,300.0,,Zuj7625,1-281-780-2897,WY,R,United States of America
,shbaeyxyrjfietruntrdeyqkc,11.0,Yonkers,881414.0,DHTLWJDXLRW,,Jqkozdva,S,,2.0,7.0,Occidental Petroleum,1.0,269215.0,752.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,Jqk7626,1-421-286-4139,WV,O,United States of America
,Zururxrihusergiba,62.0,Modesto,1712200.0,RORIUHK,m,ijbcvbgglqupyentiqncsnswyygl,M,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,0.0,0.0,,4.0,193126.0,303.0,Alukohji,ijb7627,1-908-354-2709,CA,O,Canada
U,QZLCPVRKZMTENMREVZT,13.0,Louisville,847446.0,bxgwhohh,F,NMOXMHMVUDGY,M,qehomraquwxrkb,3.0,10.0,Massey Energy,5.0,462618.0,418.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,NMO7628,1-466-560-2530,Alberta,O,United States of America
,dvbflygvxrizbclmqwoajkvnzoufc,23.0,Eugene,344294.0,SRARKMXOD,f,Tefewe,W,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,3.0,4.0,Weyerhaeuser,3.0,212026.0,667.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,Tef7629,1-578-686-8082,New Brunswick,O,United States of America
Z,mtnubdnrdoivcuqmapqhtvzkixw,51.0,Buffalo,1534879.0,hwugfvlttol,,Sdjhq,D,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,1.0,7.0,National Fuel Gas,4.0,371024.0,441.0,Kxxipkohacffav,Sdj7630,1-166-077-1436,British Columbia,U,United States of America
,Nzljqsbgutsixlosfedpmlzl,2.0,Santa Fe,3897101.0,zgsllav,m,Pbrfgfdwedgrmifitr,U,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,3.0,0.0,Pep Boys,2.0,235810.0,471.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,Pbr7631,1-535-320-1881,DE,O,United States of America
,Ealrdsynhtadihmsl,,Springfield,3064442.0,Mszwfhpj,m,Icejebxweavlnddpjz,W,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,2.0,9.0,Neiman Marcus,,347270.0,701.0,onxyyslcmbyxpfjuykowqpwqi,Ice7632,1-633-495-6478,CT,O,United States of America
,xfjdwfentojva,82.0,Anchorage,2016524.0,Yqfxb,,ZWGIV,D,TAIWTM,5.0,1.0,BlackRock,2.0,399212.0,323.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,ZWG7633,1-398-680-0278,Quebec,R,United States of America
,Zvowaelneuhpxzphpvtgvfz,94.0,Winnipeg,37745.0,ypmuep,m,Evwthrqmqfpsbpdqojtqzpjmpoea,M,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,4.0,10.0,McGraw-Hill,5.0,439561.0,846.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,Evw7634,1-185-976-7770,NJ,O,United States of America
c,fmdcjzjekrwrirumyvfuqnnkxzr,16.0,Waco,503752.0,Xthtecuu,m,Lhlatzfku,M,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,3.0,8.0,Family Dollar Stores,4.0,29980.0,850.0,Krdmgygwnziumjdtybwyw,Lhl7635,1-490-238-8219,MN,O,United States of America
N,Ohetzpmilrphnhnasiisaypdl,43.0,Stockton,2115180.0,Xjzpdio,,LYBUGCXZYJSERVQKQJKNIIW,M,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,2.0,,Teleflex,5.0,28693.0,,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,LYB7636,1-891-741-2112,NE,U,United States of America
x,VAUWGMVOILXNGKB,76.0,Boston,839222.0,Rgthehdvvlh,M,Ijbmwiomutrflaupolplmfjsqh,M,Phqspowfoiqmszxy,1.0,3.0,,2.0,106794.0,564.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,Ijb7637,1-849-918-0984,VA,O,Canada
,Tnwgmuvaaqmxskkyqnvrmnmul,0.0,Memphis,1851334.0,ysexit,f,Zhftulgpedd,S,XDPEFDQIMFNMCO,3.0,4.0,Imation,5.0,340598.0,558.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,Zhf7638,1-426-168-3142,PA,O,United States of America
r,mtovrkjvtfkennjujgpegknnck,33.0,Sydney,1348251.0,Wscgcsbwlzj,m,PYUHQOCHAUAWGKHHLXQNUWZTEBN,U,FSSAAXLAMAPBOMTNUFG,1.0,0.0,PPL,,490597.0,417.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy,PYU7639,1-757-910-8931,WV,O,United States of America
F,Lwxdv,62.0,Shreveport,2722392.0,AUQJTIMK,,Ikufiibsvk,U,AKWOIATLDDKU,2.0,6.0,Smithfield Foods,2.0,499685.0,487.0,,Iku7640,1-468-325-0119,WY,O,Canada
,Ftvuzjdzocqmcoxvrbqcna,8.0,Modesto,1785161.0,Weqnwrwrbcgx,m,HBZACUNNIOTFKFSTCILLC,M,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,2.0,9.0,Macy's,0.0,62285.0,639.0,Bnbfbxvqxtngv,HBZ7641,1-383-310-7894,MN,O,United States of America
,Hnbgeuii,4.0,Hull,2823578.0,facqrtjqjmd,M,Pcofbhaqeemibnkjtsoxmdibmpquo,U,VANVGDDSYEK,5.0,3.0,Torchmark,5.0,320885.0,625.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,Pco7642,1-353-727-2029,VT,O,United States of America
,Fykbowmpxpbb,39.0,Yonkers,2123972.0,OCNCREZ,,Ybvjle,D,TVTDULLNHUZPDNEEKSXEGPXDNE,5.0,1.0,Herman Miller,3.0,184669.0,,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,Ybv7643,1-028-849-5461,WV,O,United States of America
F,Ruagwhiorgizpmbphjerywjrr,90.0,Atlanta,112782.0,JXOGSVJ,,Rimdakhncfjlrbor,S,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,0.0,3.0,Kindred Healthcare,0.0,126989.0,,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,Rim7644,1-480-785-4021,IN,R,United States of America
,teldp,7.0,Hayward,248311.0,Iqtso,,gnfkwjxmvkbeh,M,HWAWSSEUGGKEXQDESYXFHWZ,1.0,3.0,Arch Coal,4.0,48144.0,460.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,gnf7645,1-443-132-4138,MS,,Canada
C,Tmhxnpfgyifx,95.0,Savannah,3719851.0,Uxgvbwop,F,Wxphiul,,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,5.0,8.0,Whirlpool,4.0,377787.0,793.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,Wxp7646,1-143-020-1234,CO,O,United States of America
N,Fpchjcvsrkakkqqsojokdrg,59.0,Fullerton,1920385.0,Ovsiu,m,Dxhuevhfuceqmpoolmuhflp,U,,5.0,8.0,Arrow Electronics,5.0,323782.0,821.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,Dxh7647,1-475-304-3486,PA,O,Canada
,Heiehcgec,13.0,Overland Park,576903.0,Frqdqbs,,Aqopbqsxqxjj,S,NASLRGJGXPDOGNJSHNLNGBCXJVO,3.0,6.0,Rock-Tenn,2.0,31880.0,,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,Aqo7648,1-677-882-6792,DE,O,United States of America
s,sgapkfrztiyyayezulvi,58.0,Alexandria,1855037.0,waiitdv,,fenowyirqcdcwwo,D,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,5.0,8.0,R.H. Donnelley,3.0,390190.0,643.0,Eymghd,fen7649,1-151-067-7411,Prince Edward Island,O,United States of America
