AgID,OwORFl,LaNa,Ci,CreRa,Inc,MiInit,Empl,Ph,A,Cou,AddLi1,NumChi,PosC,NumCreCar,Sta,NuC,MaSt,NeWor
CHA154,O,CHACKO,Oklahoma City,321.0,395773.0,,Southwest Airlines,1-273-921-9787,77.0,United States of America,7524 linberg north,3.0,93852,3.0,FL,2.0,W,2777290.0
bei155,R,beil,Miami,,126662.0,E,RPM International,1-012-993-4538,8.0,United States of America,14266 lemming south,0.0,32312,6.0,CA,1.0,U,2210073.0
Ele156,O,Eleftheriou,Yonkers,446.0,132008.0,J,Amazon.com,1-890-859-4211,34.0,United States of America,1427 ADDAX LANE,1.0,90059,7.0,CO,4.0,U,1999684.0
o'g157,O,o'grady,Columbia,428.0,417218.0,,Neiman Marcus,1-080-032-3031,15.0,United States of America,1625 fernando court,5.0,77006,2.0,Saskatchewan,5.0,M,2119678.0
Kat158,O,Katchmar,Lubbock,423.0,360063.0,,Goldman Sachs Group,1-561-620-7173,66.0,United States of America,335 floresta north,0.0,23224,5.0,UT,0.0,S,169808.0
Lui159,O,Luin,Chattanooga,499.0,100516.0,O,Boeing,1-017-439-0362,55.0,United States of America,22806 garson east,4.0,10055,6.0,ME,5.0,U,1072732.0
Kla160,O,Klavkalns,Fargo,342.0,16814.0,,United Refining,1-248-539-6621,8.0,United States of America,5524 vermack street,1.0,35830,7.0,NH,1.0,S,2261442.0
Bru161,U,Brunsting,Omaha,632.0,,Z,D.R. Horton,1-611-789-5569,7.0,United States of America,18105 electra street,3.0,v6m 1s9,1.0,VA,1.0,M,2234368.0
Apt162,O,Apter,Yonkers,525.0,315962.0,Q,Jarden,1-023-151-8130,97.0,United States of America,719 holman court,1.0,22304,6.0,TX,3.0,M,575288.0
sch163,R,schuette,Spokane,371.0,299268.0,,Systemax,1-005-574-3523,95.0,United States of America,23553 MEMORIAL RUE,1.0,06101,9.0,Saskatchewan,5.0,M,1102479.0
Lan164,O,Lanava,Tulsa,699.0,301490.0,,Marriott International,1-550-487-1571,92.0,United States of America,16759 park avenue,3.0,78756,4.0,NH,1.0,U,2995388.0
Fus165,O,Fusca,Garden Grove,435.0,36052.0,,Expeditors International,1-280-494-1415,17.0,United States of America,12296 WILLIAMS LOWER,2.0,93003,8.0,VA,3.0,M,1147193.0
Nev166,U,Nevardauskis,Fort Lauderdale,512.0,437483.0,R,Great Plains Energy,1-803-438-4141,81.0,United States of America,9625 ALLEN BOULEVARD,4.0,T5D 1P2,2.0,IA,1.0,U,1136540.0
SHA167,O,SHACKLEFORD,Philadelphia,552.0,152971.0,,Danaher,1-566-299-2351,13.0,Canada,10340 jarvis road,,10108,6.0,NC,5.0,M,1677669.0
Sau168,O,Sauck,Sydney,,449495.0,P,,1-586-363-4189,78.0,Canada,13143 goodwin lane,2.0,t5c 1l3,8.0,NH,0.0,M,2160706.0
fri169,O,frischknecht,Waterbury,687.0,349827.0,,Watson Wyatt Worldwide,1-505-124-9029,78.0,United States of America,7160 BEATTY RUE,1.0,M5B 1Z8,5.0,AL,4.0,M,2525665.0
fer170,R,fernandez,Tacoma,433.0,9562.0,O,Yahoo,1-897-996-9812,85.0,United States of America,22679 chimney rock west,1.0,V6H 1W2,0.0,British Columbia,3.0,M,3517622.0
LAN171,,LANDERS,Charlottetown,746.0,24514.0,,Convergys,1-922-919-5858,68.0,United States of America,6769 pasadena upper,2.0,90308,7.0,MD,1.0,U,
Bha172,R,Bhasin,Independence,405.0,407985.0,,Celanese,1-326-572-2988,1.0,Canada,20622 MCAFEE COURT,0.0,M5e 1y2,9.0,IA,0.0,M,97675.0
Jor173,O,Jordan,Escondido,805.0,,,Dana Holding,1-076-972-4311,83.0,United States of America,10526 LINWOOD LANE,5.0,80029,,ND,5.0,M,
KNU174,O,KNUDSEN,Lansing,819.0,257897.0,,XTO Energy,1-341-595-8408,78.0,United States of America,21088 vessey crescent,4.0,30350,5.0,NY,4.0,M,3569070.0
Ham175,O,Hamelin,Anaheim,648.0,261143.0,,Alliance Data Systems,,,United States of America,10884 ryan avenue,5.0,97240,0.0,OR,0.0,M,1507616.0
MAU176,R,MAUER,Glendale,401.0,110615.0,,Franklin Resources,1-536-952-5040,5.0,United States of America,1481 gale court,5.0,R3A 1M1,10.0,MO,5.0,U,514151.0
Rez177,U,Rezansoff,Chula Vista,484.0,407799.0,,Fidelity National Financial,1-663-917-0422,43.0,United States of America,18390 martins east,0.0,73172,8.0,CT,2.0,U,2903408.0
Koa178,O,Koa,Orlando,463.0,195242.0,,FirstEnergy,1-843-773-1791,53.0,Canada,23208 porter crescent,4.0,V6s 1p9,1.0,MO,4.0,U,1695814.0
HAN179,O,HANNEMAN,Cleveland,335.0,315490.0,B,Commercial Metals,1-823-567-1252,13.0,United States of America,17026 durand north,0.0,90140,5.0,MN,3.0,U,868465.0
jak180,O,jakim,Huntington,,22201.0,I,Genzyme,1-744-421-7512,7.0,United States of America,16533 devonshire park,4.0,94639,10.0,NC,5.0,U,2810709.0
ump181,R,umphres,Fayetteville,381.0,441579.0,C,US Airways Group,1-621-744-1484,17.0,United States of America,8965 griffin east,5.0,22307,7.0,TN,4.0,M,3593363.0
Wic182,O,Wickham,Riverside,708.0,342730.0,G,Advanced Micro Devices,1-973-214-3381,67.0,Canada,22451 larner court,2.0,55116,1.0,NV,2.0,M,2607636.0
Gat183,R,Gates,Dayton,354.0,117267.0,,United Parcel Service,1-428-266-1600,54.0,Canada,3681 HOLLY KNOLL CRESCENT,4.0,M6s 1i5,8.0,AL,5.0,M,2735642.0
bot184,,bott,Corona,547.0,260107.0,,Fastenal,1-334-466-5299,5.0,United States of America,5678 dayton street,4.0,92708,10.0,NE,1.0,S,1501732.0
DAV185,O,DAVID-YERUMO,Oklahoma City,761.0,166760.0,T,Core-Mark Holding,1-249-478-5643,28.0,United States of America,15591 holgate lane,1.0,V6r 1q6,9.0,KS,1.0,D,397072.0
HIL186,O,HILLARD,Dallas,659.0,401021.0,,Boise,1-804-228-8548,5.0,United States of America,23477 havenridge rue,1.0,63178,1.0,NY,4.0,M,3399757.0
war187,R,warburton,Durham,351.0,70945.0,,DST Systems,1-564-230-0062,,United States of America,18267 cape lane,2.0,x7j 1r5,9.0,NY,4.0,M,2684548.0
MAC188,O,MACHNICKI-HYNES,Tacoma,608.0,389391.0,,United States Steel,1-781-339-9073,72.0,United States of America,2928 POTOMAC UPPER,3.0,M5e 1y7,7.0,Saskatchewan,3.0,S,3041622.0
lev189,O,levitin,Alexandria,706.0,63226.0,A,Pepco Holdings,1-096-116-9962,12.0,United States of America,14656 pasadena park,2.0,23257,3.0,Prince Edward Island,4.0,S,3211816.0
Goo190,O,Gooderham,Hialeah,391.0,206220.0,,Acuity Brands,1-914-194-6997,71.0,United States of America,16983 flagler drive,4.0,V6I 1U7,8.0,Alberta,0.0,M,127026.0
Koh191,R,Kohalmi-hill,Denver,461.0,,E,Baker Hughes,1-733-360-9116,90.0,United States of America,17212 LANDER SOUTH,4.0,94539,2.0,Ontario,5.0,W,588945.0
AYL192,O,AYLWIN,Fort Lauderdale,510.0,337152.0,,Newell Rubbermaid,1-591-402-8026,20.0,United States of America,23764 sabine west,4.0,H7h 1v4,2.0,TN,4.0,U,1962620.0
CHO193,O,CHOUHAN,Mesa,805.0,312074.0,E,Westlake Chemical,1-326-180-9322,58.0,United States of America,16271 vista south,2.0,15201,5.0,VA,,W,178193.0
DIT194,O,DITKO,Cleveland,702.0,68551.0,G,Jones Lang LaSalle,1-784-796-6844,57.0,United States of America,1080 LAVENDER LANE,4.0,t5a 1n6,7.0,TX,2.0,M,2102811.0
EMI195,O,EMIG,Lewiston,368.0,488800.0,,Burger King Holdings,1-662-625-4671,43.0,United States of America,10856 summer street,1.0,78784,3.0,MT,4.0,W,2246854.0
Ryd196,R,Ryder,Tallahassee,520.0,431633.0,,Hovnanian Enterprises,1-627-590-4931,39.0,United States of America,17021 edwards crescent,2.0,H6d 1w8,8.0,IL,3.0,W,1312448.0
mei197,O,meisner,El Monte,666.0,72797.0,S,Medical Mutual of Ohio,1-055-694-7984,87.0,United States of America,7726 TALLOWOOD UPPER,3.0,06705,2.0,WY,0.0,S,295993.0
Ceg198,O,Cegelski,Sioux Falls,587.0,260576.0,,Lockheed Martin,1-166-844-7429,57.0,United States of America,19097 foxfire north,1.0,M5c 1v9,9.0,NC,0.0,S,1220003.0
hai199,O,haigh,Columbia,643.0,200096.0,Z,Yum Brands,1-516-930-4640,58.0,United States of America,8161 PINTO ROAD,5.0,90759,4.0,ND,4.0,U,2400476.0
cle200,R,clendening,San Francisco,484.0,,J,Wesco International,1-261-215-4290,28.0,United States of America,9659 sakowitz west,4.0,22301,5.0,GA,,,2900897.0
Cie201,R,Ciesielski,Santa Clara,,267656.0,W,Volt Information Sciences,1-681-572-7662,95.0,United States of America,15306 pike park,1.0,19165,3.0,VA,3.0,U,3942140.0
Par202,R,Parypa,Greensboro,676.0,35253.0,,Western Union,1-288-967-5460,98.0,United States of America,21891 dewey street,2.0,75007,8.0,Prince Edward Island,1.0,S,2118119.0
LOZ203,O,LOZINSKI,Waco,300.0,113159.0,K,,1-315-022-2148,55.0,United States of America,8155 storeywood road,2.0,90302,4.0,OR,5.0,M,338540.0
Pas204,R,Pascal,Rochester,,297444.0,,Lubrizol,1-707-402-6121,14.0,Canada,20871 dewdrop street,3.0,84092,8.0,WI,2.0,,2617116.0
Aul205,O,Aula,Tampa,831.0,52092.0,,C.H. Robinson Worldwide,1-186-893-7846,30.0,United States of America,1121 GREENE PARK,1.0,v6d 1u1,9.0,ID,3.0,M,1459711.0
bar206,O,barnes,Paterson,609.0,30249.0,N,Celgene,1-571-918-3795,90.0,United States of America,23849 westerley south,1.0,99503,7.0,MT,3.0,M,1804959.0
ELL207,O,ELLIOTT,Fullerton,679.0,483052.0,,Leggett & Platt,1-206-055-2128,69.0,United States of America,1540 murie rue,0.0,80960,2.0,MD,2.0,S,2957472.0
for208,O,forslund,London,634.0,287060.0,P,Fidelity National Information,1-963-724-8044,67.0,United States of America,16633 raymond road,0.0,53743,6.0,NY,4.0,U,2919293.0
Bur209,O,Burbidge,Newark,338.0,274154.0,U,Arch Coal,1-050-641-8503,41.0,Canada,18676 turman drive,1.0,t6d 1k1,4.0,HI,1.0,W,3610130.0
FOL210,O,FOLLMER,Buffalo,332.0,379659.0,,Affinia Group Intermediate,1-020-258-1680,2.0,United States of America,1808 HARDY STREET,5.0,91350,4.0,DE,5.0,M,1209441.0
Led211,O,Leder,El Paso,721.0,,,Kellogg,,89.0,United States of America,11115 midland avenue,0.0,37916,8.0,PA,0.0,M,1058712.0
kop212,O,kopke,Toledo,351.0,100796.0,N,PerkinElmer,1-886-961-7857,88.0,United States of America,24950 sheppard lane,1.0,22329,3.0,IN,4.0,,1946028.0
pay213,O,paylor,Sterling Heights,564.0,128277.0,,Limited Brands,1-999-799-7384,90.0,Canada,6450 LEMMING RUE,1.0,M1i 1r8,6.0,MT,1.0,M,1420984.0
PAL214,O,PALACEK,New Haven,379.0,147414.0,,OfficeMax,1-362-078-4138,54.0,United States of America,19342 wycliffe park,3.0,h5i 1p1,9.0,WY,1.0,M,213235.0
fel215,O,felton,Dallas,727.0,51559.0,,J.B. Hunt Transport Services,1-174-723-5263,53.0,United States of America,7582 woodway south,2.0,M1I 1R5,8.0,FL,1.0,S,472425.0
ATW216,O,ATWELL-BYRNE,Milwaukee,578.0,355622.0,,American Express,1-898-789-3598,89.0,United States of America,22526 QUEENSBURY LOWER,3.0,53739,2.0,RI,2.0,U,1160132.0
Mcb217,O,Mcbeth,Anaheim,642.0,468116.0,S,Occidental Petroleum,1-482-305-5399,31.0,United States of America,18833 3rd park,1.0,06603,10.0,CO,5.0,W,2869995.0
Jal218,O,Jalaie,Huntington Beach,,276728.0,B,Shaw Group,1-834-784-7657,1.0,United States of America,19394 canoas west,0.0,28247,1.0,SD,1.0,M,3727044.0
vem219,R,vempati,Naperville,554.0,135306.0,,W.W. Grainger,1-864-555-5341,57.0,Canada,9941 ROYALTON DRIVE,0.0,h7g 1u9,,TX,3.0,S,2293241.0
BAR220,U,BARNICKEL,Iqaluit,733.0,99566.0,D,IDT,1-475-209-3369,10.0,United States of America,10177 pecos crescent,0.0,90831,6.0,VT,1.0,U,2846515.0
PES221,O,PESOLD,Winnipeg,345.0,263959.0,U,General Mills,1-459-456-1848,74.0,United States of America,20823 WEST CHAPEL AVENUE,4.0,M4j 1o7,10.0,IN,2.0,M,1619956.0
Sha222,R,Shaughnessy,St. Petersburg,644.0,441498.0,,RBS Global,1-802-797-1712,28.0,United States of America,13483 ROCKDALE DRIVE,0.0,77288,6.0,UT,2.0,M,2367607.0
Sch223,U,Schmeing,Waterbury,564.0,429621.0,J,Realogy,,96.0,United States of America,9645 HAYDEN BOULEVARD,0.0,77117,3.0,NV,3.0,S,3795566.0
Mat224,O,Materna,Lubbock,465.0,181214.0,L,ArvinMeritor,1-224-760-3774,42.0,United States of America,6066 fillmore lower,3.0,45263,10.0,TX,1.0,M,734762.0
JAI225,O,JAIN,London,652.0,212502.0,,Amkor Technology,1-511-883-9082,64.0,United States of America,293 conier avenue,4.0,v6g 1p4,8.0,OR,,D,908994.0
KAR226,O,KARNAZES,Des Moines,714.0,244545.0,,Lear,,,United States of America,7000 ansley lane,4.0,72247,6.0,Ontario,5.0,M,2561296.0
gus227,R,gustafson,Madison,383.0,218681.0,,Asbury Automotive Group,1-405-014-0029,49.0,Canada,13635 jarvis south,4.0,E7n 1j9,10.0,Saskatchewan,5.0,M,3181069.0
Ann228,O,Annas,Scottsdale,336.0,296916.0,K,Limited Brands,1-076-073-0994,81.0,United States of America,17362 COFFEY UPPER,5.0,45272,7.0,MO,,,2632226.0
lab229,O,labenek,Mount Pearl,626.0,453659.0,R,Beazer Homes USA,1-690-040-0846,57.0,Canada,12279 trafalgar crescent,2.0,x7j 1q2,9.0,UT,0.0,,
fli230,U,flindall,Iqaluit,549.0,194450.0,M,,1-211-707-3341,42.0,United States of America,24717 MIDLAND LANE,0.0,80952,0.0,IL,3.0,S,1151333.0
sat231,O,satkunaseelan,Moreno Valley,492.0,49533.0,,Acuity Brands,1-642-203-7899,30.0,United States of America,11493 worley park,4.0,38157,0.0,NM,5.0,U,2763939.0
tho232,O,thornley,Naperville,327.0,394819.0,I,ABM Industries,1-792-738-9524,56.0,United States of America,6492 HAMMOND AVENUE,4.0,06703,0.0,NC,2.0,M,370710.0
CRI233,O,CRIPPS,Norfolk,545.0,342754.0,L,,1-881-269-3949,3.0,United States of America,8954 bagby north,3.0,v6u 1r8,10.0,AZ,3.0,S,1192164.0
Gas234,O,Gascon,Louisville,571.0,224435.0,V,Southwestern Energy,1-537-303-6219,53.0,United States of America,11622 josey south,0.0,28231,0.0,CT,1.0,M,223487.0
Cha235,O,Chavers,Akron,423.0,37717.0,,Delta Air Lines,1-682-154-3638,67.0,United States of America,11538 collinwood avenue,2.0,63107,7.0,VA,0.0,W,2341143.0
Net236,O,Nettles,Whitehorse,655.0,286483.0,,ITT,1-512-708-0580,94.0,United States of America,20913 vickers boulevard,0.0,H2g 1w7,4.0,NV,1.0,,1774784.0
WOO237,O,WOODROW,Salem,488.0,185412.0,,Health Management Associates,1-598-440-6359,37.0,United States of America,22274 VICKERY CRESCENT,5.0,55416,0.0,VA,0.0,M,3951308.0
val238,,valerien,Memphis,352.0,472518.0,,Western Union,1-281-206-9270,75.0,United States of America,881 vance jackson south,,V6d 1u5,6.0,British Columbia,4.0,M,2756025.0
Ber239,O,Berndt,Fayetteville,810.0,425307.0,,Family Insurance Group,1-442-133-8200,51.0,United States of America,15079 DECATUR RUE,1.0,93782,0.0,VA,,M,1833112.0
lab240,O,labranche,Lansing,686.0,304909.0,F,Advance Auto Parts,1-607-062-8891,74.0,United States of America,10424 mitchell street,2.0,90252,8.0,TX,2.0,D,698884.0
VRE241,R,VREUGDENHIL,Atlanta,389.0,231226.0,X,J.P. Morgan Chase & Co.,,100.0,Canada,14195 VERDE PARK,2.0,85759,0.0,CO,0.0,M,3287261.0
GOO242,U,GOODINSON,Gary,761.0,219026.0,,Fidelity National Financial,1-141-622-5196,,United States of America,10608 bissonnet road,0.0,M5g 1x8,,GA,0.0,M,3337290.0
cha243,O,chaput,Atlanta,589.0,414993.0,S,Toro,1-500-101-2792,28.0,United States of America,11237 balmoral way,1.0,78746,4.0,NE,0.0,D,2963197.0
TAM244,O,TAMARELLI,Dawson City,492.0,24837.0,W,Mueller Water Products,1-655-973-7192,18.0,United States of America,15621 yaupon lower,0.0,H2f 1z1,1.0,NC,0.0,M,1487009.0
CUM245,U,CUMPSTON,Mobile,442.0,200645.0,,Energy Future Holdings,1-972-039-2576,77.0,United States of America,12387 SAUNDERS WEST,5.0,77288,10.0,OK,2.0,D,3177428.0
SIM246,O,SIMONOVICH,Santa Clarita,649.0,22605.0,E,Weis Markets,1-764-148-5233,14.0,United States of America,6156 holmes court,3.0,35277,8.0,MO,4.0,S,1886280.0
Est247,O,Estes,Chicago,337.0,,,MasterCard,1-399-618-9069,23.0,United States of America,17521 REILLY STREET,0.0,36134,8.0,AR,0.0,U,1853087.0
han248,R,haney,Nashua,572.0,389524.0,P,Oracle,1-628-481-6657,1.0,United States of America,20093 canterbury way,,V6t 1u3,8.0,MT,4.0,D,195847.0
Pee249,U,Peers,West Covina,666.0,232945.0,Y,Mutual of America Life,1-085-050-1119,58.0,United States of America,11930 alabama south,3.0,99597,0.0,Newfoundland,4.0,M,3727580.0
bli250,O,blidy,Mesa,567.0,390626.0,T,JetBlue Airways,1-993-284-6634,98.0,United States of America,22780 terrace lower,3.0,V6N 1V1,4.0,OR,2.0,D,2993662.0
Lea251,O,Leavell,El Paso,574.0,286207.0,,Western Refining,1-395-464-9156,76.0,United States of America,6481 century lane,3.0,T6d 1h7,5.0,NM,5.0,,2886788.0
Wil252,,Willhoff,Victoria,498.0,391468.0,U,Western Refining,1-811-547-9696,59.0,United States of America,11293 rice avenue,0.0,M7o 1c5,2.0,FL,5.0,S,3672610.0
kom253,R,komenda,Hayward,836.0,171326.0,,Bristol-Myers Squibb,,81.0,Canada,9828 WEST EAST,2.0,M2q 1e8,9.0,MS,5.0,U,3245637.0
Wel254,,Welsford,Oshawa,759.0,294972.0,,AutoNation,1-648-501-2866,31.0,United States of America,10369 gemini way,3.0,64172,8.0,Saskatchewan,2.0,M,959636.0
Lac255,O,Lacombe,Hamilton,563.0,131039.0,,Boeing,1-332-974-4753,1.0,United States of America,23445 GATES WAY,5.0,85265,6.0,NE,3.0,S,1037702.0
Hon256,U,Honda,Oklahoma City,313.0,480287.0,,Advanced Micro Devices,1-217-048-6379,28.0,United States of America,2160 WEIZMANN DRIVE,5.0,h5k 1p8,8.0,TN,1.0,S,69141.0
Con257,O,Conley,Portland,771.0,276404.0,,Unitrin,,36.0,United States of America,16716 fresco road,4.0,M2P 1F6,6.0,OR,0.0,M,2818725.0
han258,O,handley,Macon,717.0,435481.0,,Liberty Media,1-246-119-5490,47.0,United States of America,17068 simpson road,5.0,V6U 1U9,1.0,ID,0.0,S,3153373.0
WOJ259,O,WOJTECKI,Yellow Knife,355.0,,,Jarden,,77.0,United States of America,23276 dillbeck upper,4.0,V6F 1W7,2.0,WV,4.0,D,616608.0
Ami260,O,Amini,Santa Rosa,383.0,499891.0,P,Cincinnati Financial,1-347-479-6259,91.0,United States of America,24268 hayden west,4.0,92711,10.0,MI,4.0,U,1014586.0
Mo261,O,Mo,Fort Wayne,579.0,394640.0,A,Steel Dynamics,1-881-547-3819,46.0,United States of America,2682 LUMBER PARK,5.0,60779,1.0,AL,5.0,S,1679903.0
BUR262,O,BUREK,Inglewood,324.0,359040.0,,OGE Energy,1-155-847-4022,36.0,Canada,4129 crestline avenue,3.0,90790,5.0,TN,4.0,M,1062919.0
Kos263,R,Kosten,London,752.0,429949.0,X,Hartford Financial Services,1-946-987-5835,18.0,United States of America,18257 mahonia west,2.0,80908,0.0,Manitoba,5.0,M,3684297.0
Bor264,O,Borel,Waterbury,723.0,333500.0,,Penske Automotive Group,,27.0,Canada,19050 cordoba upper,2.0,74129,2.0,CO,5.0,D,1805618.0
LAR265,U,LARCHE,Salem,349.0,480399.0,K,Amkor Technology,,79.0,United States of America,1121 greene park,,M9e 1u6,1.0,OR,2.0,S,1852935.0
BOU266,O,BOURDEAU,Dayton,643.0,73398.0,,Psychiatric Solutions,1-551-913-3853,72.0,United States of America,13762 silver sage way,5.0,93663,4.0,CO,2.0,W,1528702.0
Pan267,O,Panter,Frederick,390.0,,,Calpine,1-666-863-1257,26.0,United States of America,22629 bagby east,0.0,84119,0.0,NC,3.0,W,178411.0
Wal268,O,Walbridge,Thousand Oaks,801.0,446105.0,,Saks,1-938-871-9739,31.0,United States of America,13296 wayside boulevard,4.0,82602,7.0,Alberta,4.0,U,2245432.0
Mue269,O,Muehle,Escondido,741.0,128126.0,,BE Aerospace,1-333-561-7008,2.0,Canada,9824 OLYMPIA STREET,4.0,94429,2.0,VT,0.0,S,3058077.0
Zub270,O,Zubans,Independence,821.0,371101.0,,Exterran Holdings,1-514-023-2587,81.0,Canada,6907 ferncliff crescent,1.0,H2A 1V4,8.0,VT,2.0,D,723251.0
Sei271,O,Seidman,Corpus Christi,830.0,263066.0,D,Penn National Gaming,1-027-811-2670,69.0,United States of America,24573 lyons avenue,,40511,5.0,SC,3.0,M,3755553.0
Cav272,R,Cavasin,Santa Rosa,441.0,,,PetSmart,1-475-590-2337,69.0,United States of America,15407 fillmore north,1.0,M5b 1y9,,SD,0.0,M,757755.0
Har273,R,Hartell,Burlington,484.0,453776.0,,First Data,1-214-794-0930,80.0,United States of America,850 leon lower,1.0,E7N 1P6,2.0,New Brunswick,3.0,D,3610784.0
Nau274,O,Naugle,Overland Park,653.0,494609.0,R,Liz Claiborne,1-988-429-0103,14.0,United States of America,14635 greene rue,5.0,h5k 1o7,8.0,Manitoba,4.0,,2994154.0
Ste275,R,Stegman,Huntsville,727.0,233618.0,,Alcoa,1-143-517-2347,39.0,Canada,21034 windchime lower,2.0,95203,7.0,NJ,0.0,D,612241.0
Cho276,O,Choo-kang,Berkeley,535.0,,D,Perini,1-709-720-3248,0.0,United States of America,15868 dewdrop park,,23513,0.0,TX,1.0,U,1352198.0
Lux277,R,Luxford,Casper,320.0,154521.0,R,Hudson City Bancorp,1-314-831-7578,59.0,United States of America,10232 oak hill west,4.0,T5c 1j1,9.0,MD,5.0,W,2534935.0
Far278,O,Farnsworth,Toledo,775.0,438162.0,,Sigma-Aldrich,1-342-101-7385,60.0,United States of America,950 WILLS WEST,4.0,V6z 1q9,1.0,WV,4.0,W,3189762.0
Shi279,O,Shinjo,Cheyenne,606.0,352602.0,,Plains Exploration,1-419-495-9429,4.0,United States of America,23223 WOODLAWN UPPER,4.0,73121,,OH,3.0,M,447872.0
Pip280,O,Piperni,Fresno,,194788.0,P,W.R. Berkley,1-992-551-4676,74.0,United States of America,23208 porter crescent,2.0,75267,5.0,NH,4.0,S,3207012.0
Sug281,O,Sugarman,Sacramento,685.0,437119.0,,Cooper-Standard Holdings,1-183-910-2398,66.0,Canada,791 dexter road,1.0,78781,6.0,IL,0.0,W,303926.0
Kum282,O,Kumamoto,Fargo,770.0,66431.0,F,Ryder System,1-114-136-8583,36.0,Canada,2939 CHADBOURNE WAY,5.0,25727,5.0,SD,0.0,M,3685802.0
LOR283,O,LORENZO,Rapid City,694.0,380368.0,L,Merck,1-985-895-6709,55.0,United States of America,11671 wathan north,4.0,76708,4.0,DC,4.0,M,3180558.0
KUR284,O,KURIAN,Raleigh,530.0,7377.0,,Chubb,1-864-279-4768,57.0,United States of America,240 hoke north,3.0,46217,4.0,MO,1.0,D,
ser285,O,serbin,Oshawa,609.0,87533.0,D,Cummins,1-744-443-0610,76.0,Canada,4482 pico crescent,0.0,R5h 1l9,1.0,NJ,5.0,S,3507884.0
Ado286,O,Adolfie,Yellow Knife,619.0,76061.0,N,Advance Auto Parts,1-710-698-6175,63.0,Canada,24795 clover court,4.0,23254,3.0,SD,2.0,M,2230968.0
Bol287,O,Bolgos,Casper,821.0,486482.0,M,Airgas,1-473-272-4862,76.0,United States of America,19332 paint rock avenue,3.0,38184,7.0,AK,4.0,M,814197.0
sav288,O,savanh,Oshawa,553.0,436307.0,,Mattel,1-767-745-4346,22.0,United States of America,8940 beningus park,,30398,6.0,Newfoundland,4.0,M,2254862.0
Mar289,O,Marco,Bismarck,529.0,420621.0,F,Rite Aid,1-072-333-8934,,United States of America,17719 shadowbriar park,0.0,C2B 4X7,,PA,,D,91935.0
Bar290,O,Bartush,Calgary,507.0,187944.0,K,Forest Laboratories,,7.0,United States of America,23128 ROSWELL CRESCENT,1.0,V6V 1Q1,4.0,NJ,1.0,W,1818938.0
Woo291,O,Woodhall,Ontario,726.0,146651.0,N,Pioneer Natural Resources,1-113-957-9923,4.0,United States of America,1037 bonneville lane,2.0,33185,8.0,NJ,0.0,S,177543.0
Bir292,O,Biray,San Diego,684.0,118757.0,,H&R Block,1-270-496-9696,39.0,United States of America,8426 navidad way,1.0,90150,8.0,IL,2.0,,3078579.0
Lav293,O,Lavelle,Yellow Knife,,467906.0,A,Colgate-Palmolive,1-151-106-1324,84.0,United States of America,22609 reagan drive,1.0,10290,4.0,Ontario,1.0,U,1222308.0
Mcm294,O,Mcmichael,Palmdale,314.0,89920.0,,CBS,1-130-325-1266,26.0,United States of America,7895 crestline drive,0.0,21239,7.0,MI,0.0,S,3341105.0
Pau295,O,Paulhus,Stockton,,43770.0,,Cytec Industries,1-102-293-7755,72.0,United States of America,4078 lexington north,1.0,C2b 4x5,4.0,TN,,S,3128005.0
Lea296,U,Leathers,Cincinnati,645.0,435272.0,F,Calumet Specialty Products,1-177-880-1774,20.0,United States of America,5798 BELT LINE PARK,4.0,19155,9.0,MD,2.0,W,
Seh297,R,Sehgal,Winnipeg,713.0,464094.0,A,Popular,1-042-914-3849,100.0,United States of America,10530 lancaster south,1.0,92177,8.0,CO,3.0,U,
hit298,O,hitchcock,Omaha,357.0,474686.0,,Patterson-UTI Energy,1-074-076-1898,83.0,United States of America,16764 mcafee park,3.0,55169,9.0,NC,0.0,U,594723.0
GAS299,U,GASS,Iqaluit,649.0,106730.0,,Viacom,1-217-087-5277,45.0,United States of America,14362 reilly boulevard,,V6R 1S8,5.0,Manitoba,1.0,D,787771.0
