prospect_AgID,prospect_LaNa,prospect_AddrLi1,prospect_MiIni,prospect_OOReF,prospect_NuCreCa,prospect_Inc,prospect_NuCa,prospect_NumCh,prospect_MariSta,prospect_A,prospect_CreRa,prospect_Emp,prospect_NWo
Iku7640,Ikufiibsvk,AKWOIATLDDKU,F,O,6.0,499685.0,2.0,2.0,U,62.0,487.0,Smithfield Foods,2722392.0
HBZ7641,HBZACUNNIOTFKFSTCILLC,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,,O,9.0,62285.0,2.0,0.0,M,8.0,639.0,Macy's,1785161.0
Pco7642,Pcofbhaqeemibnkjtsoxmdibmpquo,VANVGDDSYEK,,O,3.0,320885.0,5.0,5.0,U,4.0,625.0,Torchmark,2823578.0
Ybv7643,Ybvjle,TVTDULLNHUZPDNEEKSXEGPXDNE,,O,1.0,184669.0,5.0,3.0,D,39.0,,Herman Miller,2123972.0
Rim7644,Rimdakhncfjlrbor,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,F,R,3.0,126989.0,0.0,0.0,S,90.0,,Kindred Healthcare,112782.0
gnf7645,gnfkwjxmvkbeh,HWAWSSEUGGKEXQDESYXFHWZ,,,3.0,48144.0,1.0,4.0,M,7.0,460.0,Arch Coal,248311.0
Wxp7646,Wxphiul,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,C,O,8.0,377787.0,5.0,4.0,,95.0,793.0,Whirlpool,3719851.0
Dxh7647,Dxhuevhfuceqmpoolmuhflp,,N,O,8.0,323782.0,5.0,5.0,U,59.0,821.0,Arrow Electronics,1920385.0
Aqo7648,Aqopbqsxqxjj,NASLRGJGXPDOGNJSHNLNGBCXJVO,,O,6.0,31880.0,3.0,2.0,S,13.0,,Rock-Tenn,576903.0
fen7649,fenowyirqcdcwwo,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,s,O,8.0,390190.0,5.0,3.0,D,58.0,643.0,R.H. Donnelley,1855037.0
CMQ7650,CMQIHWYKNOLSX,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,,O,2.0,413821.0,4.0,1.0,U,67.0,817.0,Pall,2954046.0
Yhb7651,Yhbbdqabnbldfqhnofnxdrzrj,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,,O,10.0,301451.0,1.0,2.0,,68.0,702.0,Burlington Coat Factory,952096.0
mbw7652,mbwpxwoq,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,L,O,2.0,5888.0,1.0,0.0,D,17.0,409.0,Forest Laboratories,3382998.0
xas7653,xasiqx,Gicehrtxtlvwiewgl,Y,O,6.0,254404.0,2.0,2.0,,44.0,617.0,Moody's,3772196.0
MKM7654,MKMKDBNJNERUJSQYY,cveuptzbcwxicceqqmqsqgfvhykw,,O,5.0,290984.0,3.0,0.0,M,16.0,,Fidelity National Financial,3180080.0
Jgi7655,Jgiimqxenotyp,Kqosfw,,O,,441847.0,5.0,5.0,M,27.0,756.0,Amphenol,3971412.0
Mwv7656,Mwvgdm,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,,R,5.0,373240.0,2.0,4.0,D,59.0,484.0,Int. Business Machines,1488210.0
YOY7657,YOYQEKTGQPVGKZZXM,Gqvfapurdsetypjkkcceahfodyn,,O,9.0,461444.0,1.0,4.0,S,8.0,589.0,Int. Flavors & Fragrances,2621373.0
Gja7658,Gjaqmimggdmubhczafzufuklxgxos,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,,O,0.0,255072.0,1.0,4.0,S,98.0,380.0,Gilead Sciences,1021949.0
rcx7659,rcxczhucwf,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,E,R,10.0,255019.0,1.0,1.0,S,35.0,541.0,United Rentals,2444319.0
IPA7660,IPAZTGHTPTW,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,V,,7.0,330718.0,1.0,,M,57.0,474.0,Convergys,362567.0
rbj7661,rbjgdyplkrcutrs,WSKYHRCGGHSPINYLUNNDCJPV,b,O,4.0,245130.0,2.0,1.0,,69.0,685.0,Mueller Water Products,462234.0
ebw7662,ebwticokpfdypejppslctr,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,U,R,10.0,19691.0,4.0,3.0,M,33.0,363.0,Shaw Group,3936622.0
SQY7663,SQYYLFSC,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,,O,9.0,13490.0,1.0,1.0,M,33.0,605.0,Energy Future Holdings,2116904.0
nqw7664,nqwvfudiscyqixxng,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,i,,6.0,90333.0,4.0,4.0,W,1.0,394.0,PHH,63883.0
Fyz7665,Fyzxvqjbmfgyeyswcxbogeytfuqur,uezrarapf,,R,6.0,210200.0,0.0,2.0,U,19.0,812.0,Simon Property Group,2747738.0
Hds7666,Hdsxrjpdyr,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,J,R,3.0,195318.0,3.0,3.0,M,63.0,688.0,World Fuel Services,938329.0
ksz7667,kszsqhunjdmjqhozzck,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,s,O,9.0,486627.0,5.0,5.0,M,27.0,808.0,Andersons,976093.0
Wzm7668,Wzmdnrkeh,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,,O,1.0,142918.0,,4.0,,12.0,492.0,L-3 Communications,2031908.0
Xna7669,Xnafmengguewmwckz,xznxzmzinjddcepuvomccimcwdxo,N,O,6.0,243364.0,4.0,3.0,D,26.0,734.0,CACI International,660066.0
ugr7670,ugrohhoiopurrh,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,,O,7.0,208343.0,1.0,5.0,M,2.0,579.0,M&T Bank Corp.,2777991.0
Qao7671,Qaondcvjqnzbdtnhd,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,a,U,10.0,26787.0,0.0,4.0,M,34.0,410.0,Family Dollar Stores,3148815.0
MXH7672,MXHLAVXOZQHBUBMXESG,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,G,O,7.0,190609.0,0.0,4.0,D,86.0,743.0,Medco Health Solutions,3714775.0
KQU7673,KQUJOIXHOLTVWZCHD,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,J,O,9.0,,1.0,,M,47.0,431.0,Crosstex Energy,2203195.0
bxn7674,bxnxlbwaecusydvfagorkjv,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,,O,4.0,,0.0,0.0,M,73.0,805.0,Reynolds American,3708645.0
Opu7675,Opuqjoidjwgejjmkquot,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,,O,9.0,453308.0,1.0,0.0,U,83.0,688.0,PolyOne,2954852.0
Ceo7676,Ceodsyerdrcenlfqt,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,,O,1.0,251108.0,1.0,,D,99.0,483.0,"Toys ""R"" Us",2421534.0
DZH7677,DZHUBKPLE,Gjftxakuhgilmoatmibqcnbbrmq,,O,7.0,128853.0,0.0,0.0,U,49.0,844.0,Sonoco Products,941243.0
Ocd7678,Ocdmelacghnqhlsdvvkvuycchojc,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,,O,5.0,486933.0,3.0,3.0,M,96.0,436.0,Newfield Exploration,3133101.0
Uyj7679,Uyjwcvfmhzfpziunhflhoccjfwi,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,,U,3.0,306545.0,5.0,2.0,D,12.0,336.0,IAC/InterActiveCorp,2070834.0
mhz7680,mhzepufgwnlohcheeezqcehvlnjb,Rqhzrjcuikufwfbplxmtpeqb,P,O,1.0,7682.0,1.0,1.0,S,75.0,688.0,MGIC Investment,2617194.0
Sft7681,Sftndrabqgoigvgvnidx,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,,O,9.0,280763.0,3.0,0.0,U,29.0,581.0,American International Group,2752340.0
gza7682,gzasmfmrelczwmljfayfgvhxynxr,Jbvoghxtacvunglpdzjhatiusxn,,R,6.0,296945.0,1.0,2.0,,4.0,670.0,Health Net,2611991.0
Rem7683,Remwagiyqu,Pyoruxpsl,,O,5.0,176399.0,0.0,0.0,U,100.0,671.0,Mueller Industries,3965576.0
cko7684,ckocrloglb,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,b,U,10.0,97252.0,3.0,4.0,U,45.0,352.0,American National Insurance,3550405.0
RLN7685,RLNJVXKTTORDIVXEEWAJSTVV,XRPHDPOQURZXVFLADMA,,O,10.0,320588.0,3.0,2.0,S,63.0,317.0,Morgan Stanley,1566093.0
Qjl7686,Qjltuabiu,iqnzhrksgftjekxfljogmqkrbpkstk,R,R,6.0,18284.0,4.0,2.0,,35.0,809.0,Halliburton,1944507.0
YNL7687,YNLFVXOHLQAQYMDQUUHAVNW,Jbmoxkiflceta,w,,5.0,,0.0,2.0,S,61.0,704.0,MGIC Investment,3250645.0
qpi7688,qpiikhkdd,Wgfjqmnbm,E,O,2.0,80228.0,1.0,,S,43.0,411.0,United Services Automobile,2806218.0
Xxi7689,Xxidvapbmiihnxwvrjtpa,,C,O,4.0,39672.0,,3.0,U,98.0,431.0,Spartan Stores,2826399.0
axi7690,axivutiixzrcuv,qedqattoswfkybkvbacgckvonbkmhyvusxvgmkqmfneusdnjcqim,,O,4.0,225036.0,3.0,3.0,M,84.0,362.0,Moog,91147.0
Wqd7691,Wqdkflcndhnjyuhgcfxg,raecjdlfwcwnaaeqeomxmuemrg,,R,4.0,224427.0,2.0,3.0,M,,532.0,Century Aluminum,1036928.0
jur7692,jurwurbdctv,Deamomjpzxjzhfugk,g,O,3.0,123153.0,5.0,4.0,U,18.0,442.0,Hayes Lemmerz,2406965.0
NBX7693,NBXNTB,Aktcqktdiehyacjhlqknwg,t,O,10.0,,2.0,1.0,S,14.0,677.0,EOG Resources,3588199.0
Naf7694,Nafrhdvsijqnetunpamn,Xasjqyptachbyjrnjvfvznkcwdxmpo,,O,8.0,353487.0,4.0,2.0,M,22.0,565.0,Dresser-Rand Group,
bzc7695,bzczehwxuk,,,R,5.0,145794.0,3.0,1.0,M,7.0,365.0,Sealed Air,2896930.0
Pmo7696,Pmonjmzccapetw,Nzckdxwdktbsqcaurk,,O,5.0,142515.0,3.0,5.0,W,97.0,406.0,Blockbuster,312676.0
goh7697,gohguacsokmccgcukkj,Svabwvthdbgivhnelxqvrhqvvgy,z,,3.0,414775.0,0.0,5.0,U,49.0,774.0,Owens Corning,16279.0
Jfb7698,Jfbfecnkszhhdsgyzus,cljmtkqahdyyjqizczsefhrlyxcsaeytuutjfxgdl,I,R,7.0,125271.0,2.0,5.0,S,25.0,718.0,Robert Half International,1536113.0
Hao7699,Haoiwpsuiekdcpkhaax,Unyjafcdzuerth,,R,2.0,,4.0,,M,99.0,588.0,Wesco International,184474.0
Dwo7700,Dwoipvancgnuouqstlrnfyewjt,bnljequqgqnghtjrdviskulnynlxrxcxtbbehbggkeacevijpfzkqopdenghvdhjhoyujbvxboltblk,O,O,5.0,93761.0,1.0,5.0,M,44.0,764.0,Dana Holding,2971869.0
RJA7701,RJAAYBXAISOJNRCY,EUDAFRRFNHWKIULGYBSUDTUTXASRTKSASSDSQBOCJDTTNFNSEYBVRIAH,,O,2.0,397902.0,2.0,1.0,U,96.0,,NBTY,2256728.0
Lph7702,Lphgestktcospagvutfnojwku,chfifgrzddwjambrkaommoksjfzpnxvkvppcazeofdnrbmspungachheu,,O,8.0,123538.0,4.0,3.0,M,88.0,657.0,Eastman Chemical,2127026.0
Rfk7703,Rfkzrip,Oclmxjrebkhucmocoldtnepglbejgjnqlikutugptmwrmrucuhztxxbwzwkoiqlsnwtekekkykjpkt,,U,,118013.0,3.0,2.0,M,33.0,769.0,Allergan,3476485.0
RFU7704,RFUPBVMNTACCXNNGVTWTU,Qmbltoafvggvsolvieqcbeydfsprubcikjiahxx,U,O,7.0,45737.0,2.0,5.0,M,8.0,776.0,Global Partners,908035.0
TQH7705,TQHMEMMZRGOSKAMOICIHTACSIF,HOMAWOXXWEMFPMBHETZHOZBOPJGPFBDFJZQETUMMJAVJO,,O,4.0,456999.0,2.0,0.0,U,55.0,343.0,Fluor,
Bbc7706,Bbcdsefbpjwkgeqgc,uathejgojclvooynhavibvdjhuspwiyxjtrrbidwiabjxyvcuxcifzyqtwphzvxbfcrykaelbw,,U,5.0,326910.0,3.0,4.0,W,43.0,568.0,FedEx,3054149.0
Yoj7707,Yojvdcdcmdvenowfnu,,F,O,5.0,166536.0,2.0,0.0,S,75.0,830.0,Polaris Industries,
lvh7708,lvhnkrbomhb,OHYWSFETLJEYTTMYZDOGFTPBAQKVN,,R,6.0,337347.0,3.0,4.0,,66.0,812.0,Torchmark,248269.0
Zpr7709,Zprtowfuebcnkomhctwozawilldble,WSZYJROXWWIWMVXDTZLJRKAPTUGFNIKPCPNRWASXEWEEUXRZALWYHWKU,,U,6.0,41345.0,2.0,4.0,U,58.0,489.0,Alliance Data Systems,1203267.0
LMG7710,LMGKMCADYPJYO,Qfeecmwaxqhkulepjrwbmihojdaovxcukyrlnphlnimczdwhbxkilgjzuoiyhpupzxvcxxtrztifgd,,U,9.0,370209.0,5.0,1.0,U,29.0,845.0,American International Group,3704743.0
WMF7711,WMFDKUEYDGUHMH,VIJLPKEZYSJJGTR,,R,0.0,343016.0,0.0,4.0,U,28.0,735.0,Mohawk Industries,3673540.0
Qov7712,Qovtycantlwwx,,,U,4.0,186990.0,4.0,3.0,D,93.0,615.0,Vulcan Materials,982779.0
Vkp7713,Vkpfswwfwpswmudhsdo,,,U,6.0,46562.0,,4.0,W,17.0,,OfficeMax,2778471.0
SST7714,SSTFMVLCKNTPKMD,Zmasw,P,U,,98412.0,5.0,5.0,U,98.0,769.0,Michael Foods,2585134.0
Fuk7715,Fuknxsnnxbpkzxpvkgfqmrrtukc,Hvwcslkdbovbksvugzeblranwljqocapxusqfhoxknwsbunmtvsdrquws,,O,10.0,436056.0,5.0,4.0,S,38.0,406.0,Vulcan Materials,3591627.0
Brz7716,Brzitazbiandtwccpsojepmnkuwh,DVMTEYEFOGEHXPCXCSOGWGYKOIPFCQAEJN,,O,0.0,36008.0,3.0,1.0,U,44.0,586.0,,1819561.0
Faw7717,Fawgx,Oznikwnqknmmzcqghprkmqgvogyqikwolvmyluhxmsculhddmjcxxwcuijvtebhrdmamuus,,O,10.0,417402.0,1.0,0.0,M,27.0,630.0,Unum Group,2857056.0
Jtn7718,Jtnfoibxdchrzcaerjqbyvopn,Gvpkllxjihwcdekmhwgrvrjjlemqymitgmisuqksneadi,,O,7.0,273535.0,1.0,1.0,U,94.0,533.0,Domtar,1393892.0
too7719,tooeebsa,vunoywivtxaoteia,,O,,445562.0,4.0,2.0,M,,328.0,Sentry Insurance Group,759096.0
Kcd7720,Kcdbaeuimvpilyauyxdlgkhoiyfro,cgfbhvbutwppcxeqzjnajirvbyji,,O,9.0,226333.0,4.0,2.0,M,60.0,753.0,Constellation Energy,2288668.0
Yhh7721,Yhhoyidngqgqsloyfqeulcrsio,Cnqkflteffhlvuvkvlidzxdddhthinttughoacniyaskjqxcunrgjffmddusvcvayyayerjr,,O,10.0,,3.0,3.0,U,48.0,512.0,CSX,3580824.0
Adu7722,Adutmdmephuylyexw,oigxagmffqteeswxkzbgrigdxtvmfgkkymknfeb,,R,8.0,,5.0,3.0,D,36.0,432.0,W.W. Grainger,1681450.0
Kwx7723,Kwxjxfsmuroyrhhdvg,hvvnvoixtwnfzmbjghxksazmfoqqyifvcgqkdqsaknwanpwjavvnifvkfikf,W,O,2.0,271054.0,5.0,3.0,,67.0,323.0,Kimberly-Clark,1592047.0
uzl7724,uzlhro,Gfopscpludliujcvdkhcomkp,,O,10.0,64626.0,3.0,4.0,U,63.0,714.0,Henry Schein,3596545.0
UXY7725,UXYOA,qgkokxkhlxlezcflupfkujkmnetfgxtqvnvnwajxvksuauioivdieovttkpwbd,C,O,7.0,463945.0,5.0,2.0,S,55.0,730.0,State Street Corp.,3093246.0
FRU7726,FRUVQXYSLOBFJW,xkltqvtdcifskkcnqwkyoawqfszkilztvdcgrfdsrhvmtykrzkcmxdshlwayjjjlstnimjmhcilfjis,d,O,5.0,159731.0,0.0,,M,4.0,346.0,Quanta Services,3867919.0
Bjx7727,Bjxbfwhcowvfbdenlbrrbcg,bwmnbuxfotmhhrcyzjwwrnhlqfdipsnrfekiuaaltzpthagegtbllneojphxmpvglgr,,R,1.0,190805.0,5.0,3.0,M,92.0,,Marshall & Ilsley Corp.,3245961.0
zkp7728,zkpmkqgcxwrsrhnmcvdfqstuxb,xgrescoregiylgtboucvujwksdieiawytiklnlimmvomlbmmdhxfucnrqugodotgspmcheziai,,O,7.0,43888.0,1.0,1.0,M,93.0,818.0,Oceaneering International,600366.0
Lbo7729,Lbokllchqdtdczur,Dzmpjafkabapegvhrgb,u,R,4.0,34137.0,0.0,0.0,S,87.0,623.0,Raymond James Financial,1738979.0
TFP7730,TFPMZQNTVKUSW,XJCLEPZFIVOMHEEDDIVHKBXAELURZXM,r,R,5.0,196885.0,4.0,1.0,S,44.0,742.0,Valspar,454564.0
XKQ7731,XKQIZDJHVUNXRKSC,Fsqhjvcpihkakzconfp,v,O,9.0,206705.0,0.0,1.0,M,95.0,378.0,Live Nation,3912268.0
DQY7732,DQYMVEPAKNUECHOWNBHLRHJ,FDWXXMAMQBZKBNOFIIQNDSCADQOENVUDHBWDPJRTOFAKIVOX,B,,8.0,337299.0,3.0,3.0,D,61.0,323.0,,1966788.0
Ydl7733,Ydlrmjdsxxsbjepwscoj,Hxxljrxmownwpfdjzfhhazbnkdfnpiffelsgcxpqxditxaecp,,R,2.0,280247.0,2.0,5.0,M,23.0,684.0,Health Management Associates,985098.0
VGT7734,VGTJKEIASJMQKJ,Gztlddwbfkctdeykytcx,,O,6.0,286206.0,4.0,2.0,U,16.0,390.0,Wyndham Worldwide,
Wwi7735,Wwicrggkzdyjhwtq,UKXAT,C,O,8.0,153656.0,4.0,1.0,M,58.0,707.0,Broadcom,1053231.0
OJF7736,OJFGHPPIFVKDPQRVHUZDFIEAMOBD,dbdoqsilrfcdupggitpkvhybldnpkjhmkarn,G,U,2.0,379503.0,1.0,1.0,M,58.0,368.0,Aramark,
Czs7737,Czshegxxemt,Uojulktpnfxloorioipqxhqwsb,r,O,5.0,19124.0,1.0,2.0,M,21.0,534.0,Aventine Renewable Energy,3885299.0
Zpa7738,Zpapyj,GBMBNKNAUUHMFJFEQNTCBMYKAXVPREBJXPVSASRNGVGFLVULZLKZKACREBUFAQQBBAY,,O,9.0,44001.0,5.0,2.0,D,66.0,379.0,Humana,895008.0
Icx7739,Icxqodklhd,Kmyegtrbw,,O,5.0,461564.0,3.0,3.0,,92.0,305.0,U.S. Bancorp,101325.0
jmm7740,jmmosuzpaihicjlasmnoin,VWVVRWRGIWWWKOMBSUMUFEVZIHAKGIQIHHEAAXFAEZMMC,,O,1.0,313750.0,3.0,5.0,M,38.0,417.0,Analog Devices,1279719.0
saz7741,sazoibyhmhpioyajj,Tmkfklxmjgctanxysefncpqamqeselzmfpezrwabi,h,R,9.0,78185.0,2.0,4.0,D,,536.0,Superior Energy Services,3779634.0
Ybr7742,Ybrnapwpanycygqivvodcqasg,Ajbnzwvejqbkswwvtsy,R,O,10.0,419102.0,2.0,4.0,W,66.0,773.0,Freddie Mac,742822.0
ncz7743,nczqs,Dwsfrkmjeygpqnhalhpmjmubfaphiplvrmaxoxjbuvwlngdgickyoaellsbsouckh,,O,10.0,91366.0,5.0,0.0,S,55.0,808.0,Autodesk,2761827.0
WWO7744,WWOJJSTMDIYNRRZLWXQXDFNNMW,Ykznnjuuroxhpuznomzecemrbkgisiutyjsmzkrlfubclazigcci,x,R,2.0,433487.0,3.0,1.0,,55.0,660.0,Shaw Group,3749505.0
TKP7745,TKPVDVO,nzqeyfxomyrwihdclzsosuosmfeagagowhksexjkl,,O,4.0,394286.0,2.0,0.0,W,83.0,,Commercial Metals,391566.0
Mqz7746,Mqzzodryfgfjswdkmqtlhumtoj,hycswjmryjcruwaydqjon,,R,7.0,189157.0,1.0,5.0,U,27.0,346.0,Laclede Group,2959021.0
Dqw7747,Dqwifdbgiegtviskgopnwbppuoluv,Kdehncqoclbuwntwhopjkdqcbmxporyzkaptffgkvzcifihlsnwmdjfmdeurawdy,,O,4.0,22483.0,4.0,5.0,M,11.0,475.0,Seaboard,2776296.0
seh7748,sehtjjranqcuaunsosewfycq,AECNOJRMJGCV,e,O,2.0,298307.0,2.0,4.0,M,56.0,499.0,General Mills,
Nii7749,Niikjmxi,lwcvwkdxmgepseawmpitjxfxmabktjsfvjijabcwogxmvygiftzpvslhgtilarytflfumokm,Y,O,2.0,353200.0,1.0,3.0,U,54.0,346.0,Family Insurance Group,864947.0
Szc7750,Szcpinwpnouxaakdrt,hcyqwsgegrabatmqxlpfvmmduwmsonjbnktnrgjtcgxhjzjepxqdkhnqabadzqbioagakrlk,,O,0.0,185208.0,4.0,5.0,M,50.0,431.0,Brink's,1146468.0
Mph7751,Mphmjfjv,ikuuxtqqbgnjmmgpswnqfdhbjjvdvibgrnhc,,O,2.0,17790.0,2.0,5.0,,93.0,823.0,Medtronic,1702447.0
Bvl7752,Bvlfcelfyknojpvbgdhutx,TLADWR,,R,5.0,59420.0,2.0,5.0,M,15.0,344.0,United Refining,2293642.0
Nbu7753,Nbuhirogxgcswdjxcfyqnxbzwffn,Nbtuam,V,O,9.0,178200.0,2.0,,S,92.0,709.0,Smithfield Foods,1529653.0
Emz7754,Emzxjfpumpecoegrkeyjwd,Xcttyxsxrkxiddibhfyygvazmtrfvbicysknzkdxitlhfvqhhtxgmjrewnkxdtjkaesooslbwsz,,R,2.0,162738.0,0.0,1.0,W,22.0,,Medtronic,137515.0
Kkw7755,Kkwkmvwfjjnt,Tkjwwmdngsjaomzgcxbinjuzlskehwgymszzetcsdlkasted,,O,,352913.0,4.0,1.0,S,25.0,354.0,Cabot,2754879.0
HCT7756,HCTTFVVJCODLAZCLDHEJKSEEXTDUN,HRNEZM,,O,9.0,288188.0,0.0,0.0,S,77.0,,Electronic Arts,929067.0
BBE7757,BBEAWGVIEDMOAZEMGTRDLAGWEITBW,KTUMHYEYSQLATWNNWEAFGBTIPIZRNQPZCSGYJVUSSSTYJOUOQMDWJGVCLKJZKMSUZENCXKAR,h,,6.0,385946.0,3.0,4.0,D,26.0,686.0,Seaboard,1153023.0
PTM7758,PTMDDZHHHNEADVKFAVYRILPPUIYJVX,gduichleruxtamrjxgabzgfakyz,B,O,7.0,136162.0,4.0,3.0,D,56.0,643.0,DirecTV Group,1933058.0
QJD7759,QJDKQLJVNQLPNWDBBHVXFHDYMRLDSA,yqrfjwbanuajeafvrrlaeswttzlsjjgdyystgzswpjbtlnarjkskswbqtaliwcwdyrvprebl,,O,5.0,220449.0,3.0,3.0,M,16.0,665.0,Allegheny Energy,3179244.0
SFE7760,SFEGHRK,UDBMERHULBTHEXCETBPULYFRPNHSNOOUSRTNTMXPKKJYHUHMNLUZ,,O,9.0,299284.0,1.0,3.0,S,77.0,519.0,Marathon Oil,2912318.0
rro7761,rrojlce,Zuldtnbmtwvsnmxbyibkqllvlkhis,,O,6.0,334094.0,3.0,2.0,M,43.0,615.0,Prudential Financial,2828037.0
Imu7762,Imuvry,JIJFXKNYUJIJUJGFKIMEKDRPAAJFLEPFSVQTLFCQFYGPLVCNQKWOPKZDFVWJLHMKEVPFUBDCBAQRDAKF,K,,10.0,364719.0,3.0,2.0,D,94.0,,Dollar General,495577.0
JPU7763,JPUDUDRZOIIROUHUDQGOIY,,B,O,9.0,319866.0,5.0,,M,92.0,812.0,Schering-Plough,1793954.0
Luw7764,Luwofvivm,Jxtjzdrkibdhqflzotzmtjqbeixqjkbflszzefamgnzfidcidmhmudkaqwsmrsimveyosfpwiofuvpr,,O,5.0,71545.0,4.0,1.0,M,19.0,346.0,,2347778.0
Fde7765,Fdeqqfgftxtkfad,cxpoxxbfggpxaqgoaerkavykftvazyuobtptjtjjrcidlxpdfpptrrqukr,,O,1.0,,4.0,3.0,D,80.0,761.0,Capital One Financial,380048.0
Bso7766,Bsokbnungqcpjhxbyrle,Okdul,O,O,7.0,484457.0,1.0,0.0,M,64.0,617.0,Collective Brands,
GVA7767,GVAFIGFXWRPKYSJMXBTOBPB,SMUHDZ,k,O,0.0,176394.0,2.0,4.0,W,44.0,470.0,AptarGroup,1918435.0
twc7768,twcvljxkgryxuaqobkj,Xwhhkecgqinvlwdzlkgoobagymhehsccbybmpjvvwnzlhk,e,U,6.0,251600.0,1.0,1.0,M,47.0,356.0,Coach,2764457.0
GZF7769,GZFHMRWJTPGXLGXLUHHUA,wthdmiklkrmpehhesijjsosfnbbtwrkptpjeberqarbebpaxnsfytrrffiq,,O,7.0,145698.0,0.0,0.0,M,93.0,,UGI,1510144.0
bvm7770,bvmvwiitasrqgqlo,BEHVNHFDWNXVBIXJDKMNWBNSWJ,E,U,5.0,492640.0,4.0,5.0,W,94.0,806.0,Forest Laboratories,925182.0
zju7771,zjuuhvbnssjfgee,AMNWIYMNCYNXARCDOFLLZNAWHBMIKHEKOVNEDUSEPVWNQKBRNJKXXYVZDCRJDQAOYNTPRKYZFFTUHFVN,R,O,9.0,266405.0,1.0,0.0,U,82.0,,Boston Scientific,2566330.0
DYV7772,DYVMUACY,Xpdccyitytbdookefcfdradfqjufyjrvpsnbpfyrqndpkkhevgtrrdpdapdnmmxszomsaeoj,i,O,1.0,307897.0,,3.0,,42.0,731.0,Worthington Industries,3668461.0
Gpk7773,Gpkwbvjguerjiohcydxwveqjt,Ejmbilovwjqqndtacppgfewankfmeg,,U,9.0,53713.0,4.0,2.0,M,,441.0,McCormick,2348645.0
Lit7774,Litrdepfksbaacmkxowaq,Fkniqtnqfjmzgh,N,O,7.0,70637.0,4.0,1.0,D,12.0,339.0,Southwestern Energy,616526.0
BZG7775,BZGHHD,lvefzdwcguyoqgmpkpqndboipbbmkubhdaais,C,R,7.0,384754.0,3.0,0.0,S,36.0,822.0,CC Media Holdings,1828046.0
Mld7776,Mldvkmsth,Npvgqcckweeraettcvaidwgyvcrmpomnxqfeahpnbzkunqnt,u,O,8.0,411913.0,2.0,3.0,U,,487.0,Jones Financial,1296407.0
Ujq7777,Ujqpiixoqzblqeh,Yluzwconxheuizyvifnzfutw,,O,,499162.0,1.0,5.0,U,4.0,664.0,Whirlpool,903552.0
Bmf7778,Bmfzhlqzwfefnavpz,qnvhzntrhqdidztuzcsbfhjvppqinjkxbkueknjpotufhklmcuuldtazsnrudrpshkrqxwidkxaky,,O,3.0,86635.0,3.0,2.0,M,79.0,392.0,Patterson,230058.0
Jvz7779,Jvzvwucdhnemibjeuom,Aoegamomtzhynnwisnmrdhzsiumbfwvncqrvmqlmpkmuynwsmqefnklroqixahnwqiqfh,h,U,10.0,228058.0,2.0,3.0,D,97.0,655.0,Rent A Center,301320.0
