prospect_gncd,prospect_nmbrcrdtcrds,prospect_nmbrcrs,prospect_stt,prospect_frstnm,prospect_g,prospect_phn,prospect_ncm,prospect_nmbrchldrn,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_ntwrth
cko7684,10.0,3.0,IN,Duhgkwcceehrrqvnnirv,45.0,1-522-074-1862,97252.0,4.0,U,352.0,U,American National Insurance,3550405.0
RLN7685,10.0,3.0,VA,Rpmqztmrghojzbyqnivxceyuiha,63.0,1-867-195-7669,320588.0,2.0,S,317.0,O,Morgan Stanley,1566093.0
Qjl7686,6.0,4.0,WV,YTNSVR,35.0,1-272-128-3403,18284.0,2.0,,809.0,R,Halliburton,1944507.0
YNL7687,5.0,0.0,VT,xgayrgnjhvearxja,61.0,1-174-194-8365,,2.0,S,704.0,,MGIC Investment,3250645.0
qpi7688,2.0,1.0,AZ,AJSVULACHMZKBAEN,43.0,1-067-296-1708,80228.0,,S,411.0,O,United Services Automobile,2806218.0
Xxi7689,4.0,,NY,fubtbkexiuaacw,98.0,1-688-092-7664,39672.0,3.0,U,431.0,O,Spartan Stores,2826399.0
axi7690,4.0,3.0,NE,Lygmiirioggkj,84.0,1-784-445-0301,225036.0,3.0,M,362.0,O,Moog,91147.0
Wqd7691,4.0,2.0,SC,Xtslyxwajneuihyndtpz,,1-773-485-4247,224427.0,3.0,M,532.0,R,Century Aluminum,1036928.0
jur7692,3.0,5.0,New Brunswick,Fmeifzrxyvgil,18.0,1-528-873-2585,123153.0,4.0,U,442.0,O,Hayes Lemmerz,2406965.0
NBX7693,10.0,2.0,KY,Rugvrsjeadcummqftfmb,14.0,1-952-933-5053,,1.0,S,677.0,O,EOG Resources,3588199.0
Naf7694,8.0,4.0,British Columbia,RAVHHLPXNYMAOCOVOWXKHPS,22.0,1-882-237-0765,353487.0,2.0,M,565.0,O,Dresser-Rand Group,
bzc7695,5.0,3.0,WA,eaxqrdredlfrhooq,7.0,1-762-453-2464,145794.0,1.0,M,365.0,R,Sealed Air,2896930.0
Pmo7696,5.0,3.0,AK,XLJLRWZ,97.0,1-129-593-2017,142515.0,5.0,W,406.0,O,Blockbuster,312676.0
goh7697,3.0,0.0,MN,Wwqsseqcbmteqjub,49.0,1-779-145-2680,414775.0,5.0,U,774.0,,Owens Corning,16279.0
Jfb7698,7.0,2.0,RI,Qdakvyntptkywsqpy,25.0,1-770-255-3860,125271.0,5.0,S,718.0,R,Robert Half International,1536113.0
Hao7699,2.0,4.0,British Columbia,Fhpdqgmswyxgqjhe,99.0,1-336-236-0201,,,M,588.0,R,Wesco International,184474.0
Dwo7700,5.0,1.0,SD,Fyetnnttkqoewqijbggbvrkxdg,44.0,1-185-085-5742,93761.0,5.0,M,764.0,O,Dana Holding,2971869.0
RJA7701,2.0,2.0,AL,ktggcdbzntnxuxsiosyqegcesu,96.0,1-957-033-0510,397902.0,1.0,U,,O,NBTY,2256728.0
Lph7702,8.0,4.0,British Columbia,Yzurhpzqfcwgkwsgrkjzithjnksa,88.0,1-485-740-9640,123538.0,3.0,M,657.0,O,Eastman Chemical,2127026.0
Rfk7703,,3.0,Ontario,Qijmex,33.0,1-459-114-0867,118013.0,2.0,M,769.0,U,Allergan,3476485.0
RFU7704,7.0,2.0,MD,WDJNJGKCNRPTUNIQNNBBNN,8.0,1-671-499-0522,45737.0,5.0,M,776.0,O,Global Partners,908035.0
TQH7705,4.0,2.0,IA,Wjfwmudjwwybmmiubeqybeeniystl,55.0,1-817-903-4786,456999.0,0.0,U,343.0,O,Fluor,
Bbc7706,5.0,3.0,PA,PMWXCRMVYFVJX,43.0,1-099-914-5598,326910.0,4.0,W,568.0,U,FedEx,3054149.0
Yoj7707,5.0,2.0,MA,luklinfqmglorhokwtwvhgqhmhxisf,75.0,1-102-019-9878,166536.0,0.0,S,830.0,O,Polaris Industries,
lvh7708,6.0,3.0,ID,Mmxepsmk,66.0,1-873-941-1147,337347.0,4.0,,812.0,R,Torchmark,248269.0
Zpr7709,6.0,2.0,Newfoundland,Ixsoib,58.0,1-710-953-4977,41345.0,4.0,U,489.0,U,Alliance Data Systems,1203267.0
LMG7710,9.0,5.0,UT,Cwurvdjbmuxtioeqbpk,29.0,1-789-825-2857,370209.0,1.0,U,845.0,U,American International Group,3704743.0
WMF7711,0.0,0.0,OR,Jhnamxkltxicm,28.0,1-179-937-7265,343016.0,4.0,U,735.0,R,Mohawk Industries,3673540.0
Qov7712,4.0,4.0,ID,tdbtkqtfzcnjridma,93.0,1-596-337-6757,186990.0,3.0,D,615.0,U,Vulcan Materials,982779.0
Vkp7713,6.0,,AL,njcdtc,17.0,1-512-224-7078,46562.0,4.0,W,,U,OfficeMax,2778471.0
SST7714,,5.0,MN,OMBIVJDP,98.0,1-552-735-4638,98412.0,5.0,U,769.0,U,Michael Foods,2585134.0
Fuk7715,10.0,5.0,UT,ITHLHECNZJLMPKFUHWZCVMIZPUWUXZ,38.0,1-127-805-3262,436056.0,4.0,S,406.0,O,Vulcan Materials,3591627.0
Brz7716,0.0,3.0,ME,Erjrxnjctmkhgqwpjzuylkf,44.0,1-985-423-7255,36008.0,1.0,U,586.0,O,,1819561.0
Faw7717,10.0,1.0,IA,Ijqvmftaeaoeiycxxi,27.0,,417402.0,0.0,M,630.0,O,Unum Group,2857056.0
Jtn7718,7.0,1.0,VT,lrntptwvbrtnvwdquqpsx,94.0,1-019-900-0927,273535.0,1.0,U,533.0,O,Domtar,1393892.0
too7719,,4.0,MA,Ouzxts,,1-055-674-3126,445562.0,2.0,M,328.0,O,Sentry Insurance Group,759096.0
Kcd7720,9.0,4.0,Prince Edward Island,Cxogpjlizzckvntqnvns,60.0,1-539-727-9817,226333.0,2.0,M,753.0,O,Constellation Energy,2288668.0
Yhh7721,10.0,3.0,Manitoba,Piqrxkifkii,48.0,1-125-903-5459,,3.0,U,512.0,O,CSX,3580824.0
Adu7722,8.0,5.0,TX,Bflmgwcfmker,36.0,1-591-506-8069,,3.0,D,432.0,R,W.W. Grainger,1681450.0
Kwx7723,2.0,5.0,RI,Gjxszyfxpweic,67.0,1-131-877-8296,271054.0,3.0,,323.0,O,Kimberly-Clark,1592047.0
uzl7724,10.0,3.0,MI,Bjobwdoxutojkprezhmpqibkxthznh,63.0,1-716-805-3703,64626.0,4.0,U,714.0,O,Henry Schein,3596545.0
UXY7725,7.0,5.0,PA,Nesaxzxlulmhmoxztefdk,55.0,1-506-286-3588,463945.0,2.0,S,730.0,O,State Street Corp.,3093246.0
FRU7726,5.0,0.0,KY,DHICXMQRMKABXBTFUBDUUJDI,4.0,1-427-982-9005,159731.0,,M,346.0,O,Quanta Services,3867919.0
Bjx7727,1.0,5.0,OH,Sfdjitmusbmcjxar,92.0,1-669-946-1808,190805.0,3.0,M,,R,Marshall & Ilsley Corp.,3245961.0
zkp7728,7.0,1.0,AR,BROVPAASJ,93.0,1-936-581-5888,43888.0,1.0,M,818.0,O,Oceaneering International,600366.0
Lbo7729,4.0,0.0,KY,pntucfaekdacxehx,87.0,1-740-256-2368,34137.0,0.0,S,623.0,R,Raymond James Financial,1738979.0
TFP7730,5.0,4.0,IA,Yuvfvyhmgf,44.0,1-559-799-0991,196885.0,1.0,S,742.0,R,Valspar,454564.0
XKQ7731,9.0,0.0,British Columbia,holps,95.0,1-287-631-2055,206705.0,1.0,M,378.0,O,Live Nation,3912268.0
DQY7732,8.0,3.0,Quebec,Zhsdvrhwonsusgdyuqztx,61.0,1-100-505-6436,337299.0,3.0,D,323.0,,,1966788.0
Ydl7733,2.0,2.0,KS,SWEFUTQ,23.0,1-167-261-7959,280247.0,5.0,M,684.0,R,Health Management Associates,985098.0
VGT7734,6.0,4.0,ID,Trhovdcrqxthcnbbrvdob,16.0,1-653-504-0712,286206.0,2.0,U,390.0,O,Wyndham Worldwide,
Wwi7735,8.0,4.0,Newfoundland,Fviodsrylzqxraxioqleo,58.0,,153656.0,1.0,M,707.0,O,Broadcom,1053231.0
OJF7736,2.0,1.0,Saskatchewan,Sgzipqh,58.0,1-388-567-1492,379503.0,1.0,M,368.0,U,Aramark,
Czs7737,5.0,1.0,AL,VLTBIX,21.0,1-801-318-0082,19124.0,2.0,M,534.0,O,Aventine Renewable Energy,3885299.0
Zpa7738,9.0,5.0,MT,lxsuouepduoidrjsneub,66.0,1-280-292-5628,44001.0,2.0,D,379.0,O,Humana,895008.0
Icx7739,5.0,3.0,MT,Yczdgngm,92.0,1-075-286-5992,461564.0,3.0,,305.0,O,U.S. Bancorp,101325.0
jmm7740,1.0,3.0,GA,Kgqiqsawtbkpgsrsswfadgenvkxxc,38.0,1-426-228-4128,313750.0,5.0,M,417.0,O,Analog Devices,1279719.0
saz7741,9.0,2.0,MT,PYKDTNCFODSNR,,1-393-250-1404,78185.0,4.0,D,536.0,R,Superior Energy Services,3779634.0
Ybr7742,10.0,2.0,CO,ohezji,66.0,1-130-076-0722,419102.0,4.0,W,773.0,O,Freddie Mac,742822.0
ncz7743,10.0,5.0,Saskatchewan,Htpngemoolmybunaep,55.0,1-984-871-9500,91366.0,0.0,S,808.0,O,Autodesk,2761827.0
WWO7744,2.0,3.0,HI,osnyvlqpt,55.0,,433487.0,1.0,,660.0,R,Shaw Group,3749505.0
TKP7745,4.0,2.0,TN,Lbbutmfng,83.0,1-203-707-3229,394286.0,0.0,W,,O,Commercial Metals,391566.0
Mqz7746,7.0,1.0,WY,Nomvdbagefjlngselxriwhzgpuspcj,27.0,1-297-038-0345,189157.0,5.0,U,346.0,R,Laclede Group,2959021.0
Dqw7747,4.0,4.0,OK,bnkufhbxijwrfnjsppfsgp,11.0,1-669-932-0648,22483.0,5.0,M,475.0,O,Seaboard,2776296.0
seh7748,2.0,2.0,MS,Mmuplbewosfgftjogkaz,56.0,1-801-131-4681,298307.0,4.0,M,499.0,O,General Mills,
Nii7749,2.0,1.0,FL,Nvzlhjvlnefxuixkftbrjpuhvvu,54.0,1-340-993-5817,353200.0,3.0,U,346.0,O,Family Insurance Group,864947.0
Szc7750,0.0,4.0,Manitoba,Nrxkbu,50.0,1-116-138-8621,185208.0,5.0,M,431.0,O,Brink's,1146468.0
Mph7751,2.0,2.0,NH,Fqahvzbjrflxo,93.0,1-094-843-5304,17790.0,5.0,,823.0,O,Medtronic,1702447.0
Bvl7752,5.0,2.0,Alberta,IMELHPKYDEXIHELBQRD,15.0,1-741-266-4363,59420.0,5.0,M,344.0,R,United Refining,2293642.0
Nbu7753,9.0,2.0,Saskatchewan,TFOSMWCFBTVKINAVEEBDKPMBW,92.0,1-961-736-5322,178200.0,,S,709.0,O,Smithfield Foods,1529653.0
Emz7754,2.0,0.0,New Brunswick,ieomjcnhnyysvradllmznsyd,22.0,1-098-038-9852,162738.0,1.0,W,,R,Medtronic,137515.0
Kkw7755,,4.0,MS,Iqcdijgerjktuahlgojvlo,25.0,1-648-057-3488,352913.0,1.0,S,354.0,O,Cabot,2754879.0
HCT7756,9.0,0.0,KY,ahvvihkvbextremvexfapo,77.0,1-827-164-1984,288188.0,0.0,S,,O,Electronic Arts,929067.0
BBE7757,6.0,3.0,AK,geryrjjsknqvhuswavmrjmcrefmhoa,26.0,1-852-465-7862,385946.0,4.0,D,686.0,,Seaboard,1153023.0
PTM7758,7.0,4.0,NV,WTXMEESMJGTZWDYME,56.0,1-757-808-6215,136162.0,3.0,D,643.0,O,DirecTV Group,1933058.0
QJD7759,5.0,3.0,DC,SLZAPLSIUU,16.0,1-443-303-9144,220449.0,3.0,M,665.0,O,Allegheny Energy,3179244.0
SFE7760,9.0,1.0,Manitoba,Pbppda,77.0,1-889-677-2295,299284.0,3.0,S,519.0,O,Marathon Oil,2912318.0
rro7761,6.0,3.0,SD,Wvtticeyguuhhotrxgmqzsystjnc,43.0,1-938-614-3949,334094.0,2.0,M,615.0,O,Prudential Financial,2828037.0
Imu7762,10.0,3.0,NY,FVVKHPCVSNGTUUITXJ,94.0,,364719.0,2.0,D,,,Dollar General,495577.0
JPU7763,9.0,5.0,TN,Jowuthjstdmjzpl,92.0,1-478-332-4603,319866.0,,M,812.0,O,Schering-Plough,1793954.0
Luw7764,5.0,4.0,IN,bctcbpqwkkayptutzjkym,19.0,1-378-149-2550,71545.0,1.0,M,346.0,O,,2347778.0
Fde7765,1.0,4.0,MT,Jdpqlxxtfd,80.0,1-042-436-6724,,3.0,D,761.0,O,Capital One Financial,380048.0
Bso7766,7.0,1.0,AZ,LWMWK,64.0,1-706-400-3078,484457.0,0.0,M,617.0,O,Collective Brands,
GVA7767,0.0,2.0,New Brunswick,utkoptkxststrid,44.0,1-877-687-0944,176394.0,4.0,W,470.0,O,AptarGroup,1918435.0
twc7768,6.0,1.0,WY,Frtlkivwiqi,47.0,1-132-295-3991,251600.0,1.0,M,356.0,U,Coach,2764457.0
GZF7769,7.0,0.0,AZ,gktsklphdxwnvhcrfcxrykqyacjavd,93.0,1-451-759-9810,145698.0,0.0,M,,O,UGI,1510144.0
bvm7770,5.0,4.0,New Brunswick,Boxkdkokrcglmcgymhcxafg,94.0,1-817-806-2866,492640.0,5.0,W,806.0,U,Forest Laboratories,925182.0
zju7771,9.0,1.0,Ontario,dcgkvxonx,82.0,1-890-845-4416,266405.0,0.0,U,,O,Boston Scientific,2566330.0
DYV7772,1.0,,HI,tpkpxsuytfvvou,42.0,1-684-966-9733,307897.0,3.0,,731.0,O,Worthington Industries,3668461.0
Gpk7773,9.0,4.0,MS,jgyioszfmrvmotbdz,,1-692-342-0156,53713.0,2.0,M,441.0,U,McCormick,2348645.0
Lit7774,7.0,4.0,Saskatchewan,KNITXFSNBS,12.0,1-187-607-6141,70637.0,1.0,D,339.0,O,Southwestern Energy,616526.0
BZG7775,7.0,3.0,Quebec,Rhnezmjcmsrkqdccizjohntrb,36.0,1-228-353-9628,384754.0,0.0,S,822.0,R,CC Media Holdings,1828046.0
Mld7776,8.0,2.0,MN,WXVBQSG,,1-421-032-5998,411913.0,3.0,U,487.0,O,Jones Financial,1296407.0
Ujq7777,,1.0,NV,RDVDSWKKDKHDJDKQGLVRVT,4.0,1-368-920-5554,499162.0,5.0,U,664.0,O,Whirlpool,903552.0
Bmf7778,3.0,3.0,Manitoba,Iwefijhhrjcvvhy,79.0,1-904-895-6967,86635.0,2.0,M,392.0,O,Patterson,230058.0
Jvz7779,10.0,2.0,NC,GZFLEWBIMDDKCYYHLGBOYDBXMGLXA,97.0,1-477-094-9023,228058.0,3.0,D,655.0,U,Rent A Center,301320.0
ORQ7780,3.0,2.0,CT,imfweqhdstdakmokjmlefmzhdbvwlp,37.0,1-912-621-2838,172125.0,5.0,U,380.0,O,Ryder System,2286525.0
Puv7781,1.0,0.0,NV,Idswueimrsbycluamujgztzwqfipvf,92.0,1-088-248-7795,241263.0,0.0,,651.0,U,Sysco,1482250.0
DAJ7782,6.0,3.0,VT,Dvutcxgywkpttbkvzyfjmkh,78.0,1-596-039-1994,99175.0,2.0,U,,R,Entergy,3123257.0
Iaf7783,0.0,3.0,HI,Faywbcvwdbxvjwn,48.0,,198444.0,,U,652.0,O,,944918.0
EJP7784,9.0,4.0,New Brunswick,YLPNDNVXGTDOCPCDO,0.0,1-235-024-0569,250333.0,4.0,U,338.0,O,Telephone & Data Systems,2050110.0
Bla7785,0.0,0.0,MI,undooshsgkeqftkoslmaaf,89.0,1-138-843-5480,,5.0,W,779.0,O,W.R. Berkley,2077778.0
Yhe7786,5.0,0.0,MD,SGMATJJSVBIKDDBJPKTKATCRAAOXBA,47.0,1-637-845-9250,173782.0,4.0,W,786.0,O,,1793821.0
Nfl7787,6.0,2.0,WI,Rklrkfhzsl,2.0,1-459-090-7413,225849.0,1.0,M,458.0,O,Cognizant Technology Solutions,1847011.0
Lrd7788,6.0,,MT,AFTPYVW,18.0,1-488-723-0835,205194.0,0.0,M,806.0,O,Popular,104018.0
Ojh7789,1.0,3.0,TN,CKXQRLOOSHQZBHYMNCAZ,98.0,1-354-637-6196,40273.0,3.0,U,466.0,U,CSX,113431.0
Gaj7790,2.0,2.0,MD,Doeqhehoszhrq,79.0,1-444-824-0484,388923.0,3.0,U,801.0,R,ITT,1721394.0
MHU7791,0.0,5.0,SC,cggaqkwp,90.0,1-045-308-4672,213273.0,4.0,S,334.0,O,BJ's Wholesale Club,3905265.0
Luu7792,6.0,5.0,Prince Edward Island,Kduyzgcfteqhvmxmpfngtp,54.0,1-704-419-7623,499304.0,2.0,S,568.0,O,Cooper-Standard Holdings,3710742.0
Bbh7793,5.0,5.0,AR,nynsipuzywbjggecpvknlcayu,56.0,,439546.0,1.0,M,338.0,O,Insight Enterprises,2289382.0
VGQ7794,8.0,5.0,Newfoundland,Ycqpoklsnj,61.0,1-126-402-8195,74548.0,0.0,M,421.0,R,National Oilwell Varco,2123750.0
Jtm7795,0.0,4.0,NV,ysfljjorrmdywfventrzryj,20.0,,472023.0,0.0,M,312.0,O,Newell Rubbermaid,1222348.0
WUW7796,,2.0,OK,Zhgmcto,95.0,1-348-201-5638,155245.0,1.0,M,361.0,O,Supervalu,1746167.0
ojd7797,5.0,4.0,NV,JQYDHVYIYTYTSQ,42.0,1-878-085-2397,95133.0,3.0,S,626.0,O,Amazon.com,602321.0
Cvb7798,4.0,,ND,Ncdowbmgrubuhmne,30.0,1-807-513-3749,208626.0,3.0,U,,O,IMS Health,
rso7799,3.0,1.0,Nova Scotia,CLNPTFYLEZVWYPPHDNFUL,61.0,1-308-751-4811,338937.0,2.0,M,445.0,O,Holly,3509965.0
Tpj7800,9.0,5.0,FL,Caetayjalavmtqzvifgbmcgtrrgev,27.0,1-824-374-6093,75897.0,1.0,W,347.0,R,General Motors,1270225.0
VEO7801,4.0,1.0,MI,LQWGPXAJEPPPAKCJFRS,31.0,1-711-107-1977,354986.0,4.0,,617.0,U,General Dynamics,2882457.0
Nrs7802,8.0,3.0,IA,Iptmvgzimwxi,40.0,1-392-137-4125,19973.0,0.0,S,830.0,O,Embarq,2828480.0
Wcv7803,10.0,4.0,NV,Xihwaxbsmriyojafwhwtq,58.0,1-520-247-4473,47920.0,4.0,U,,R,Murphy Oil,2709790.0
Hxm7804,0.0,3.0,FL,Deuokiidhhiwm,58.0,1-715-269-6830,6804.0,0.0,M,452.0,R,Southwest Airlines,3065674.0
Ktb7805,7.0,,MT,Sfhopawghyqgy,45.0,1-102-018-6502,210120.0,3.0,U,536.0,U,Weyerhaeuser,1493447.0
Ejs7806,4.0,3.0,New Brunswick,Dladdfgt,9.0,1-446-372-5314,316764.0,5.0,M,536.0,O,Lender Processing Services,642765.0
Sff7807,0.0,,MN,VABUSJAVK,46.0,1-291-287-5870,325753.0,3.0,M,681.0,O,General Dynamics,3843812.0
elc7808,,,Saskatchewan,IXPEUEIPHDUFZXNSS,4.0,1-730-343-2879,159571.0,3.0,M,516.0,R,Western Refining,2373701.0
FSO7809,8.0,5.0,TN,BGYRBAUF,50.0,1-717-739-3758,236485.0,4.0,S,428.0,R,Asbury Automotive Group,1365627.0
Pal7810,8.0,3.0,TX,Zvkjjdverawcvuymojezxa,78.0,1-910-876-8455,496074.0,,M,783.0,R,,1769029.0
Pqm7811,5.0,3.0,WA,ssnxdhqstoeth,14.0,1-211-658-8931,85.0,0.0,S,307.0,O,Regal-Beloit,2554799.0
Qrs7812,9.0,,AL,dgzjldptskwzdtrxaqobutmpog,21.0,1-617-977-0368,112434.0,3.0,,846.0,O,Enersys,1241189.0
OLZ7813,8.0,1.0,ID,snxmrewhqbzwnm,69.0,,469546.0,1.0,M,582.0,U,Dominion Resources,2432197.0
Cgr7814,10.0,4.0,AK,zljagwhlphbskib,29.0,1-526-226-5832,378681.0,5.0,D,500.0,O,TRW Automotive Holdings,3417367.0
yov7815,6.0,2.0,Alberta,Ppfnjejvbpslxdhs,82.0,1-831-841-8863,202225.0,4.0,M,802.0,O,New York Life Insurance,573323.0
TVK7816,8.0,2.0,NY,pebevkfujgfunggrpxiqf,79.0,1-724-757-6864,83672.0,1.0,U,710.0,O,CSX,1544205.0
irn7817,2.0,0.0,WA,Hernznbh,59.0,1-628-017-0065,354744.0,,S,407.0,O,PPG Industries,2717331.0
Yik7818,8.0,0.0,MS,WSKYOGUGL,87.0,1-412-700-9835,163223.0,,M,410.0,U,TD Ameritrade,639791.0
eix7819,2.0,4.0,LA,EFJTNKCOTZOUWXKOZJF,2.0,1-458-534-5021,323691.0,,S,539.0,U,Pepco Holdings,
SSY7820,2.0,0.0,NC,Bbkyaldejvrhxeyupb,55.0,1-212-399-4585,469771.0,0.0,U,,O,Textron,1224394.0
Ema7821,5.0,3.0,AR,vvvvxqqyinwklgh,41.0,1-925-811-3251,186923.0,4.0,W,828.0,O,Chemtura,3884652.0
yoa7822,9.0,2.0,Prince Edward Island,Fhhgrkluvgk,9.0,1-255-979-0567,274143.0,5.0,,501.0,,United Rentals,3632849.0
FGB7823,7.0,2.0,LA,Nevumcckjfwwwpbzaliucgxy,86.0,1-235-290-4774,85347.0,0.0,M,415.0,O,Donaldson,3423972.0
ctr7824,8.0,5.0,WA,Eylswx,39.0,1-789-903-0856,23172.0,2.0,,625.0,O,Polo Ralph Lauren,334439.0
GDL7825,9.0,1.0,NC,Gimryuhijdckhgrckatkdod,,1-241-378-5340,26217.0,0.0,S,355.0,R,Universal American,
Uqb7826,10.0,0.0,RI,NVORJLXLQEZOSRO,80.0,1-619-130-5337,125930.0,2.0,M,634.0,R,Convergys,2733760.0
sdj7827,6.0,0.0,SD,JVOCBSAQIKCXZNKNIZBNPZP,5.0,1-068-004-0614,416195.0,5.0,M,604.0,O,Spectra Energy,3813673.0
ETA7828,2.0,3.0,ID,rtsbcfeu,91.0,1-746-214-7798,257406.0,0.0,U,691.0,O,Estee Lauder,2996284.0
DCN7829,0.0,3.0,NJ,Zdbpoxzxuzuzcgrarvo,18.0,1-824-437-0300,315271.0,5.0,S,,O,Washington Post,2682187.0
Lsa7830,4.0,5.0,Saskatchewan,HAECEFTN,91.0,1-867-461-4349,497258.0,2.0,M,687.0,R,Curtiss-Wright,3831798.0
Ypj7831,,1.0,MN,Skcnmooeg,81.0,1-753-206-7932,248158.0,5.0,W,324.0,O,Ford Motor,760428.0
Ilp7832,6.0,1.0,GA,Femvptxconsuivqbthqw,55.0,1-098-863-1605,189605.0,2.0,S,386.0,O,MDU Resources Group,2952394.0
JKM7833,8.0,1.0,MN,DRGGBHWOEUCHS,28.0,1-093-144-9837,238398.0,3.0,M,566.0,O,Sun Microsystems,765248.0
gfw7834,1.0,1.0,TX,gcckahyxnqanam,63.0,,421306.0,2.0,U,799.0,O,Quanta Services,3439491.0
EHV7835,5.0,,NM,Ofdwqjgpgeus,47.0,1-263-424-8969,180787.0,3.0,M,630.0,O,Beazer Homes USA,2334173.0
Tkf7836,8.0,2.0,NE,JUMJTFFDCVREKGFS,21.0,1-745-878-9056,395340.0,1.0,M,371.0,O,Coventry Health Care,3812091.0
Dgm7837,3.0,0.0,MT,Wdwxnzowtx,65.0,1-397-946-9623,234030.0,3.0,M,407.0,O,Chesapeake Energy,2269485.0
Mps7838,9.0,0.0,CO,Ycapkmjmkxooszzwsbtdweyifpkilq,65.0,1-120-520-1560,210405.0,5.0,U,525.0,O,Great Atlantic & Pacific Tea,1737147.0
Ftk7839,,5.0,KY,YRSBLRGEBFNTQWQMDBJPE,42.0,1-230-771-4862,353446.0,3.0,M,,O,Estee Lauder,3394079.0
XZD7840,2.0,2.0,OK,Dkpxkjezmosjbpbi,42.0,1-478-181-4878,497613.0,1.0,S,377.0,O,AptarGroup,1684124.0
Val7841,8.0,1.0,KY,zgkwuoltokgtxnumkuafvxxr,41.0,1-112-169-5136,183090.0,1.0,U,812.0,R,Pacer International,835757.0
gxo7842,6.0,0.0,KS,Uuotlforwlmxth,41.0,1-339-657-1052,164669.0,4.0,U,755.0,,Enersys,600778.0
AMA7843,8.0,0.0,MD,ENXLEURQRWSSUIXX,9.0,1-950-536-1586,357404.0,4.0,M,651.0,O,Ryder System,1276528.0
ufa7844,0.0,4.0,WY,bcvrjfetetjghbmzkvbaoxeynonyso,38.0,1-562-334-7089,252335.0,3.0,S,761.0,O,,165037.0
Eig7845,5.0,,VT,Dicsxyxfmarnofwwdwuku,,1-166-177-5281,365804.0,4.0,D,446.0,O,MetLife,2757243.0
mgi7846,3.0,5.0,AR,Xphttzltjhlrwxucqgopc,37.0,1-609-761-7221,880.0,2.0,M,455.0,U,Great Atlantic & Pacific Tea,1551248.0
Wzn7847,3.0,1.0,NE,veywteoxmwvugznaagursvqfohkrk,80.0,1-129-125-9035,318789.0,3.0,S,659.0,O,Google,1321056.0
Zft7848,7.0,5.0,NC,VDXKNNRJQCCOBZRHZPV,2.0,1-936-540-4054,345038.0,4.0,U,713.0,O,,3534970.0
Ump7849,1.0,3.0,VA,rvxdk,87.0,1-690-233-8236,132395.0,3.0,W,495.0,U,Werner Enterprises,1894764.0
XCW7850,6.0,1.0,NV,gazkpimwyrfwdvjxd,7.0,1-789-837-7238,,2.0,M,626.0,O,Bristol-Myers Squibb,1066589.0
Vjc7851,9.0,5.0,MI,NUYFMRJTUMUJAHWUKOFURKWPPCJXS,17.0,1-129-134-1820,,3.0,M,335.0,U,Dr Pepper Snapple Group,3583968.0
Wov7852,1.0,0.0,ID,Tjyltdejmep,41.0,1-613-597-5717,431628.0,,D,504.0,R,Valspar,2685074.0
Mjl7853,8.0,1.0,OR,qvihipsexxf,31.0,1-207-263-3980,,0.0,S,507.0,O,Fifth Third Bancorp,406002.0
Xqn7854,,1.0,OR,Kswapmyzwbpyzo,81.0,1-833-808-2289,,1.0,D,739.0,O,Winn-Dixie Stores,3551514.0
Lsp7855,2.0,4.0,NJ,Wlqztpolurziuqvntcj,72.0,1-383-304-3979,,3.0,M,775.0,O,Henry Schein,3048132.0
sjw7856,8.0,1.0,AZ,XGGHMUEFKMDVKKZIGPQC,29.0,1-982-376-7085,242718.0,3.0,S,486.0,O,Sanmina-SCI,1444829.0
oae7857,6.0,0.0,Manitoba,wsrlemaurpo,31.0,1-817-038-9599,89847.0,1.0,M,665.0,O,Pentair,577156.0
Slm7858,7.0,3.0,NY,Rqxdxjkkmiijjnovvzxoc,57.0,1-532-467-7887,200377.0,0.0,M,743.0,R,Northwestern Mutual,1633874.0
Pea7859,1.0,2.0,TX,Awvrmvo,67.0,1-954-558-4116,247008.0,3.0,U,,,AmerisourceBergen,616351.0
Knu7860,5.0,0.0,AZ,Xcwwrmshlbd,95.0,1-050-997-0064,258784.0,0.0,U,433.0,O,Virgin Media,1768202.0
Qtg7861,3.0,5.0,MO,wksjhaqgkaqflvgkvggeues,22.0,1-491-566-7949,86676.0,1.0,W,611.0,,Waste Management,1298890.0
Dcq7862,8.0,3.0,RI,uvxkhvrlkdfkqhux,28.0,1-938-251-5007,158860.0,5.0,M,813.0,O,Pepsi Bottling,1491737.0
Bie7863,9.0,5.0,MI,yruaeieaghzeokcvbwfagjc,62.0,1-197-300-6114,440716.0,1.0,M,441.0,O,,2985049.0
Cii7864,5.0,3.0,OR,Djpcpxhzcdsojwmszp,40.0,1-992-031-4213,233026.0,2.0,S,443.0,O,Windstream,2705761.0
Lpv7865,1.0,,WI,ENQKWKJK,,1-712-665-4502,158271.0,3.0,U,374.0,R,Praxair,1281210.0
QCT7866,7.0,4.0,MS,Zdytkjdvwavdvu,12.0,1-683-204-0166,,1.0,U,309.0,O,Smith International,483590.0
yvf7867,9.0,3.0,PA,oihyndcwkdsoscucifszdojds,52.0,1-935-790-1838,131086.0,3.0,,315.0,O,Flowserve,2262741.0
RKS7868,9.0,4.0,ID,OWNYCALKNQLMJDB,67.0,1-364-543-4378,65639.0,2.0,,555.0,R,Tyson Foods,1063286.0
