gncd,nmbrcrs,crdtrtng,phn,nmbrcrdtcrds,mrtlstts,ddrssln1,wnrrntflg,ct,ntwrth,mddlntl,stt,cntr,ncm,nmbrchldrn,g,mplr
Jor173,5.0,805.0,1-076-972-4311,,M,10526 LINWOOD LANE,O,Escondido,,,ND,United States of America,,5.0,83.0,Dana Holding
KNU174,4.0,819.0,1-341-595-8408,5.0,M,21088 vessey crescent,O,Lansing,3569070.0,,NY,United States of America,257897.0,4.0,78.0,XTO Energy
Ham175,0.0,648.0,,0.0,M,10884 ryan avenue,O,Anaheim,1507616.0,,OR,United States of America,261143.0,5.0,,Alliance Data Systems
MAU176,5.0,401.0,1-536-952-5040,10.0,U,1481 gale court,R,Glendale,514151.0,,MO,United States of America,110615.0,5.0,5.0,Franklin Resources
Rez177,2.0,484.0,1-663-917-0422,8.0,U,18390 martins east,U,Chula Vista,2903408.0,,CT,United States of America,407799.0,0.0,43.0,Fidelity National Financial
Koa178,4.0,463.0,1-843-773-1791,1.0,U,23208 porter crescent,O,Orlando,1695814.0,,MO,Canada,195242.0,4.0,53.0,FirstEnergy
HAN179,3.0,335.0,1-823-567-1252,5.0,U,17026 durand north,O,Cleveland,868465.0,B,MN,United States of America,315490.0,0.0,13.0,Commercial Metals
jak180,5.0,,1-744-421-7512,10.0,U,16533 devonshire park,O,Huntington,2810709.0,I,NC,United States of America,22201.0,4.0,7.0,Genzyme
ump181,4.0,381.0,1-621-744-1484,7.0,M,8965 griffin east,R,Fayetteville,3593363.0,C,TN,United States of America,441579.0,5.0,17.0,US Airways Group
Wic182,2.0,708.0,1-973-214-3381,1.0,M,22451 larner court,O,Riverside,2607636.0,G,NV,Canada,342730.0,2.0,67.0,Advanced Micro Devices
Gat183,5.0,354.0,1-428-266-1600,8.0,M,3681 HOLLY KNOLL CRESCENT,R,Dayton,2735642.0,,AL,Canada,117267.0,4.0,54.0,United Parcel Service
bot184,1.0,547.0,1-334-466-5299,10.0,S,5678 dayton street,,Corona,1501732.0,,NE,United States of America,260107.0,4.0,5.0,Fastenal
DAV185,1.0,761.0,1-249-478-5643,9.0,D,15591 holgate lane,O,Oklahoma City,397072.0,T,KS,United States of America,166760.0,1.0,28.0,Core-Mark Holding
HIL186,4.0,659.0,1-804-228-8548,1.0,M,23477 havenridge rue,O,Dallas,3399757.0,,NY,United States of America,401021.0,1.0,5.0,Boise
war187,4.0,351.0,1-564-230-0062,9.0,M,18267 cape lane,R,Durham,2684548.0,,NY,United States of America,70945.0,2.0,,DST Systems
MAC188,3.0,608.0,1-781-339-9073,7.0,S,2928 POTOMAC UPPER,O,Tacoma,3041622.0,,Saskatchewan,United States of America,389391.0,3.0,72.0,United States Steel
lev189,4.0,706.0,1-096-116-9962,3.0,S,14656 pasadena park,O,Alexandria,3211816.0,A,Prince Edward Island,United States of America,63226.0,2.0,12.0,Pepco Holdings
Goo190,0.0,391.0,1-914-194-6997,8.0,M,16983 flagler drive,O,Hialeah,127026.0,,Alberta,United States of America,206220.0,4.0,71.0,Acuity Brands
Koh191,5.0,461.0,1-733-360-9116,2.0,W,17212 LANDER SOUTH,R,Denver,588945.0,E,Ontario,United States of America,,4.0,90.0,Baker Hughes
AYL192,4.0,510.0,1-591-402-8026,2.0,U,23764 sabine west,O,Fort Lauderdale,1962620.0,,TN,United States of America,337152.0,4.0,20.0,Newell Rubbermaid
CHO193,,805.0,1-326-180-9322,5.0,W,16271 vista south,O,Mesa,178193.0,E,VA,United States of America,312074.0,2.0,58.0,Westlake Chemical
DIT194,2.0,702.0,1-784-796-6844,7.0,M,1080 LAVENDER LANE,O,Cleveland,2102811.0,G,TX,United States of America,68551.0,4.0,57.0,Jones Lang LaSalle
EMI195,4.0,368.0,1-662-625-4671,3.0,W,10856 summer street,O,Lewiston,2246854.0,,MT,United States of America,488800.0,1.0,43.0,Burger King Holdings
Ryd196,3.0,520.0,1-627-590-4931,8.0,W,17021 edwards crescent,R,Tallahassee,1312448.0,,IL,United States of America,431633.0,2.0,39.0,Hovnanian Enterprises
mei197,0.0,666.0,1-055-694-7984,2.0,S,7726 TALLOWOOD UPPER,O,El Monte,295993.0,S,WY,United States of America,72797.0,3.0,87.0,Medical Mutual of Ohio
Ceg198,0.0,587.0,1-166-844-7429,9.0,S,19097 foxfire north,O,Sioux Falls,1220003.0,,NC,United States of America,260576.0,1.0,57.0,Lockheed Martin
hai199,4.0,643.0,1-516-930-4640,4.0,U,8161 PINTO ROAD,O,Columbia,2400476.0,Z,ND,United States of America,200096.0,5.0,58.0,Yum Brands
cle200,,484.0,1-261-215-4290,5.0,,9659 sakowitz west,R,San Francisco,2900897.0,J,GA,United States of America,,4.0,28.0,Wesco International
Cie201,3.0,,1-681-572-7662,3.0,U,15306 pike park,R,Santa Clara,3942140.0,W,VA,United States of America,267656.0,1.0,95.0,Volt Information Sciences
Par202,1.0,676.0,1-288-967-5460,8.0,S,21891 dewey street,R,Greensboro,2118119.0,,Prince Edward Island,United States of America,35253.0,2.0,98.0,Western Union
LOZ203,5.0,300.0,1-315-022-2148,4.0,M,8155 storeywood road,O,Waco,338540.0,K,OR,United States of America,113159.0,2.0,55.0,
Pas204,2.0,,1-707-402-6121,8.0,,20871 dewdrop street,R,Rochester,2617116.0,,WI,Canada,297444.0,3.0,14.0,Lubrizol
Aul205,3.0,831.0,1-186-893-7846,9.0,M,1121 GREENE PARK,O,Tampa,1459711.0,,ID,United States of America,52092.0,1.0,30.0,C.H. Robinson Worldwide
bar206,3.0,609.0,1-571-918-3795,7.0,M,23849 westerley south,O,Paterson,1804959.0,N,MT,United States of America,30249.0,1.0,90.0,Celgene
ELL207,2.0,679.0,1-206-055-2128,2.0,S,1540 murie rue,O,Fullerton,2957472.0,,MD,United States of America,483052.0,0.0,69.0,Leggett & Platt
for208,4.0,634.0,1-963-724-8044,6.0,U,16633 raymond road,O,London,2919293.0,P,NY,United States of America,287060.0,0.0,67.0,Fidelity National Information
Bur209,1.0,338.0,1-050-641-8503,4.0,W,18676 turman drive,O,Newark,3610130.0,U,HI,Canada,274154.0,1.0,41.0,Arch Coal
FOL210,5.0,332.0,1-020-258-1680,4.0,M,1808 HARDY STREET,O,Buffalo,1209441.0,,DE,United States of America,379659.0,5.0,2.0,Affinia Group Intermediate
Led211,0.0,721.0,,8.0,M,11115 midland avenue,O,El Paso,1058712.0,,PA,United States of America,,0.0,89.0,Kellogg
kop212,4.0,351.0,1-886-961-7857,3.0,,24950 sheppard lane,O,Toledo,1946028.0,N,IN,United States of America,100796.0,1.0,88.0,PerkinElmer
pay213,1.0,564.0,1-999-799-7384,6.0,M,6450 LEMMING RUE,O,Sterling Heights,1420984.0,,MT,Canada,128277.0,1.0,90.0,Limited Brands
PAL214,1.0,379.0,1-362-078-4138,9.0,M,19342 wycliffe park,O,New Haven,213235.0,,WY,United States of America,147414.0,3.0,54.0,OfficeMax
fel215,1.0,727.0,1-174-723-5263,8.0,S,7582 woodway south,O,Dallas,472425.0,,FL,United States of America,51559.0,2.0,53.0,J.B. Hunt Transport Services
ATW216,2.0,578.0,1-898-789-3598,2.0,U,22526 QUEENSBURY LOWER,O,Milwaukee,1160132.0,,RI,United States of America,355622.0,3.0,89.0,American Express
Mcb217,5.0,642.0,1-482-305-5399,10.0,W,18833 3rd park,O,Anaheim,2869995.0,S,CO,United States of America,468116.0,1.0,31.0,Occidental Petroleum
Jal218,1.0,,1-834-784-7657,1.0,M,19394 canoas west,O,Huntington Beach,3727044.0,B,SD,United States of America,276728.0,0.0,1.0,Shaw Group
vem219,3.0,554.0,1-864-555-5341,,S,9941 ROYALTON DRIVE,R,Naperville,2293241.0,,TX,Canada,135306.0,0.0,57.0,W.W. Grainger
BAR220,1.0,733.0,1-475-209-3369,6.0,U,10177 pecos crescent,U,Iqaluit,2846515.0,D,VT,United States of America,99566.0,0.0,10.0,IDT
PES221,2.0,345.0,1-459-456-1848,10.0,M,20823 WEST CHAPEL AVENUE,O,Winnipeg,1619956.0,U,IN,United States of America,263959.0,4.0,74.0,General Mills
Sha222,2.0,644.0,1-802-797-1712,6.0,M,13483 ROCKDALE DRIVE,R,St. Petersburg,2367607.0,,UT,United States of America,441498.0,0.0,28.0,RBS Global
Sch223,3.0,564.0,,3.0,S,9645 HAYDEN BOULEVARD,U,Waterbury,3795566.0,J,NV,United States of America,429621.0,0.0,96.0,Realogy
Mat224,1.0,465.0,1-224-760-3774,10.0,M,6066 fillmore lower,O,Lubbock,734762.0,L,TX,United States of America,181214.0,3.0,42.0,ArvinMeritor
JAI225,,652.0,1-511-883-9082,8.0,D,293 conier avenue,O,London,908994.0,,OR,United States of America,212502.0,4.0,64.0,Amkor Technology
KAR226,5.0,714.0,,6.0,M,7000 ansley lane,O,Des Moines,2561296.0,,Ontario,United States of America,244545.0,4.0,,Lear
gus227,5.0,383.0,1-405-014-0029,10.0,M,13635 jarvis south,R,Madison,3181069.0,,Saskatchewan,Canada,218681.0,4.0,49.0,Asbury Automotive Group
Ann228,,336.0,1-076-073-0994,7.0,,17362 COFFEY UPPER,O,Scottsdale,2632226.0,K,MO,United States of America,296916.0,5.0,81.0,Limited Brands
lab229,0.0,626.0,1-690-040-0846,9.0,,12279 trafalgar crescent,O,Mount Pearl,,R,UT,Canada,453659.0,2.0,57.0,Beazer Homes USA
fli230,3.0,549.0,1-211-707-3341,0.0,S,24717 MIDLAND LANE,U,Iqaluit,1151333.0,M,IL,United States of America,194450.0,0.0,42.0,
sat231,5.0,492.0,1-642-203-7899,0.0,U,11493 worley park,O,Moreno Valley,2763939.0,,NM,United States of America,49533.0,4.0,30.0,Acuity Brands
tho232,2.0,327.0,1-792-738-9524,0.0,M,6492 HAMMOND AVENUE,O,Naperville,370710.0,I,NC,United States of America,394819.0,4.0,56.0,ABM Industries
CRI233,3.0,545.0,1-881-269-3949,10.0,S,8954 bagby north,O,Norfolk,1192164.0,L,AZ,United States of America,342754.0,3.0,3.0,
Gas234,1.0,571.0,1-537-303-6219,0.0,M,11622 josey south,O,Louisville,223487.0,V,CT,United States of America,224435.0,0.0,53.0,Southwestern Energy
Cha235,0.0,423.0,1-682-154-3638,7.0,W,11538 collinwood avenue,O,Akron,2341143.0,,VA,United States of America,37717.0,2.0,67.0,Delta Air Lines
Net236,1.0,655.0,1-512-708-0580,4.0,,20913 vickers boulevard,O,Whitehorse,1774784.0,,NV,United States of America,286483.0,0.0,94.0,ITT
WOO237,0.0,488.0,1-598-440-6359,0.0,M,22274 VICKERY CRESCENT,O,Salem,3951308.0,,VA,United States of America,185412.0,5.0,37.0,Health Management Associates
val238,4.0,352.0,1-281-206-9270,6.0,M,881 vance jackson south,,Memphis,2756025.0,,British Columbia,United States of America,472518.0,,75.0,Western Union
Ber239,,810.0,1-442-133-8200,0.0,M,15079 DECATUR RUE,O,Fayetteville,1833112.0,,VA,United States of America,425307.0,1.0,51.0,Family Insurance Group
lab240,2.0,686.0,1-607-062-8891,8.0,D,10424 mitchell street,O,Lansing,698884.0,F,TX,United States of America,304909.0,2.0,74.0,Advance Auto Parts
VRE241,0.0,389.0,,0.0,M,14195 VERDE PARK,R,Atlanta,3287261.0,X,CO,Canada,231226.0,2.0,100.0,J.P. Morgan Chase & Co.
GOO242,0.0,761.0,1-141-622-5196,,M,10608 bissonnet road,U,Gary,3337290.0,,GA,United States of America,219026.0,0.0,,Fidelity National Financial
cha243,0.0,589.0,1-500-101-2792,4.0,D,11237 balmoral way,O,Atlanta,2963197.0,S,NE,United States of America,414993.0,1.0,28.0,Toro
TAM244,0.0,492.0,1-655-973-7192,1.0,M,15621 yaupon lower,O,Dawson City,1487009.0,W,NC,United States of America,24837.0,0.0,18.0,Mueller Water Products
CUM245,2.0,442.0,1-972-039-2576,10.0,D,12387 SAUNDERS WEST,U,Mobile,3177428.0,,OK,United States of America,200645.0,5.0,77.0,Energy Future Holdings
SIM246,4.0,649.0,1-764-148-5233,8.0,S,6156 holmes court,O,Santa Clarita,1886280.0,E,MO,United States of America,22605.0,3.0,14.0,Weis Markets
Est247,0.0,337.0,1-399-618-9069,8.0,U,17521 REILLY STREET,O,Chicago,1853087.0,,AR,United States of America,,0.0,23.0,MasterCard
han248,4.0,572.0,1-628-481-6657,8.0,D,20093 canterbury way,R,Nashua,195847.0,P,MT,United States of America,389524.0,,1.0,Oracle
Pee249,4.0,666.0,1-085-050-1119,0.0,M,11930 alabama south,U,West Covina,3727580.0,Y,Newfoundland,United States of America,232945.0,3.0,58.0,Mutual of America Life
bli250,2.0,567.0,1-993-284-6634,4.0,D,22780 terrace lower,O,Mesa,2993662.0,T,OR,United States of America,390626.0,3.0,98.0,JetBlue Airways
Lea251,5.0,574.0,1-395-464-9156,5.0,,6481 century lane,O,El Paso,2886788.0,,NM,United States of America,286207.0,3.0,76.0,Western Refining
Wil252,5.0,498.0,1-811-547-9696,2.0,S,11293 rice avenue,,Victoria,3672610.0,U,FL,United States of America,391468.0,0.0,59.0,Western Refining
kom253,5.0,836.0,,9.0,U,9828 WEST EAST,R,Hayward,3245637.0,,MS,Canada,171326.0,2.0,81.0,Bristol-Myers Squibb
Wel254,2.0,759.0,1-648-501-2866,8.0,M,10369 gemini way,,Oshawa,959636.0,,Saskatchewan,United States of America,294972.0,3.0,31.0,AutoNation
Lac255,3.0,563.0,1-332-974-4753,6.0,S,23445 GATES WAY,O,Hamilton,1037702.0,,NE,United States of America,131039.0,5.0,1.0,Boeing
Hon256,1.0,313.0,1-217-048-6379,8.0,S,2160 WEIZMANN DRIVE,U,Oklahoma City,69141.0,,TN,United States of America,480287.0,5.0,28.0,Advanced Micro Devices
Con257,0.0,771.0,,6.0,M,16716 fresco road,O,Portland,2818725.0,,OR,United States of America,276404.0,4.0,36.0,Unitrin
han258,0.0,717.0,1-246-119-5490,1.0,S,17068 simpson road,O,Macon,3153373.0,,ID,United States of America,435481.0,5.0,47.0,Liberty Media
WOJ259,4.0,355.0,,2.0,D,23276 dillbeck upper,O,Yellow Knife,616608.0,,WV,United States of America,,4.0,77.0,Jarden
Ami260,4.0,383.0,1-347-479-6259,10.0,U,24268 hayden west,O,Santa Rosa,1014586.0,P,MI,United States of America,499891.0,4.0,91.0,Cincinnati Financial
Mo261,5.0,579.0,1-881-547-3819,1.0,S,2682 LUMBER PARK,O,Fort Wayne,1679903.0,A,AL,United States of America,394640.0,5.0,46.0,Steel Dynamics
BUR262,4.0,324.0,1-155-847-4022,5.0,M,4129 crestline avenue,O,Inglewood,1062919.0,,TN,Canada,359040.0,3.0,36.0,OGE Energy
Kos263,5.0,752.0,1-946-987-5835,0.0,M,18257 mahonia west,R,London,3684297.0,X,Manitoba,United States of America,429949.0,2.0,18.0,Hartford Financial Services
Bor264,5.0,723.0,,2.0,D,19050 cordoba upper,O,Waterbury,1805618.0,,CO,Canada,333500.0,2.0,27.0,Penske Automotive Group
LAR265,2.0,349.0,,1.0,S,1121 greene park,U,Salem,1852935.0,K,OR,United States of America,480399.0,,79.0,Amkor Technology
BOU266,2.0,643.0,1-551-913-3853,4.0,W,13762 silver sage way,O,Dayton,1528702.0,,CO,United States of America,73398.0,5.0,72.0,Psychiatric Solutions
Pan267,3.0,390.0,1-666-863-1257,0.0,W,22629 bagby east,O,Frederick,178411.0,,NC,United States of America,,0.0,26.0,Calpine
Wal268,4.0,801.0,1-938-871-9739,7.0,U,13296 wayside boulevard,O,Thousand Oaks,2245432.0,,Alberta,United States of America,446105.0,4.0,31.0,Saks
Mue269,0.0,741.0,1-333-561-7008,2.0,S,9824 OLYMPIA STREET,O,Escondido,3058077.0,,VT,Canada,128126.0,4.0,2.0,BE Aerospace
Zub270,2.0,821.0,1-514-023-2587,8.0,D,6907 ferncliff crescent,O,Independence,723251.0,,VT,Canada,371101.0,1.0,81.0,Exterran Holdings
Sei271,3.0,830.0,1-027-811-2670,5.0,M,24573 lyons avenue,O,Corpus Christi,3755553.0,D,SC,United States of America,263066.0,,69.0,Penn National Gaming
Cav272,0.0,441.0,1-475-590-2337,,M,15407 fillmore north,R,Santa Rosa,757755.0,,SD,United States of America,,1.0,69.0,PetSmart
Har273,3.0,484.0,1-214-794-0930,2.0,D,850 leon lower,R,Burlington,3610784.0,,New Brunswick,United States of America,453776.0,1.0,80.0,First Data
Nau274,4.0,653.0,1-988-429-0103,8.0,,14635 greene rue,O,Overland Park,2994154.0,R,Manitoba,United States of America,494609.0,5.0,14.0,Liz Claiborne
Ste275,0.0,727.0,1-143-517-2347,7.0,D,21034 windchime lower,R,Huntsville,612241.0,,NJ,Canada,233618.0,2.0,39.0,Alcoa
Cho276,1.0,535.0,1-709-720-3248,0.0,U,15868 dewdrop park,O,Berkeley,1352198.0,D,TX,United States of America,,,0.0,Perini
Lux277,5.0,320.0,1-314-831-7578,9.0,W,10232 oak hill west,R,Casper,2534935.0,R,MD,United States of America,154521.0,4.0,59.0,Hudson City Bancorp
Far278,4.0,775.0,1-342-101-7385,1.0,W,950 WILLS WEST,O,Toledo,3189762.0,,WV,United States of America,438162.0,4.0,60.0,Sigma-Aldrich
Shi279,3.0,606.0,1-419-495-9429,,M,23223 WOODLAWN UPPER,O,Cheyenne,447872.0,,OH,United States of America,352602.0,4.0,4.0,Plains Exploration
Pip280,4.0,,1-992-551-4676,5.0,S,23208 porter crescent,O,Fresno,3207012.0,P,NH,United States of America,194788.0,2.0,74.0,W.R. Berkley
Sug281,0.0,685.0,1-183-910-2398,6.0,W,791 dexter road,O,Sacramento,303926.0,,IL,Canada,437119.0,1.0,66.0,Cooper-Standard Holdings
Kum282,0.0,770.0,1-114-136-8583,5.0,M,2939 CHADBOURNE WAY,O,Fargo,3685802.0,F,SD,Canada,66431.0,5.0,36.0,Ryder System
LOR283,4.0,694.0,1-985-895-6709,4.0,M,11671 wathan north,O,Rapid City,3180558.0,L,DC,United States of America,380368.0,4.0,55.0,Merck
KUR284,1.0,530.0,1-864-279-4768,4.0,D,240 hoke north,O,Raleigh,,,MO,United States of America,7377.0,3.0,57.0,Chubb
ser285,5.0,609.0,1-744-443-0610,1.0,S,4482 pico crescent,O,Oshawa,3507884.0,D,NJ,Canada,87533.0,0.0,76.0,Cummins
Ado286,2.0,619.0,1-710-698-6175,3.0,M,24795 clover court,O,Yellow Knife,2230968.0,N,SD,Canada,76061.0,4.0,63.0,Advance Auto Parts
Bol287,4.0,821.0,1-473-272-4862,7.0,M,19332 paint rock avenue,O,Casper,814197.0,M,AK,United States of America,486482.0,3.0,76.0,Airgas
sav288,4.0,553.0,1-767-745-4346,6.0,M,8940 beningus park,O,Oshawa,2254862.0,,Newfoundland,United States of America,436307.0,,22.0,Mattel
Mar289,,529.0,1-072-333-8934,,D,17719 shadowbriar park,O,Bismarck,91935.0,F,PA,United States of America,420621.0,0.0,,Rite Aid
Bar290,1.0,507.0,,4.0,W,23128 ROSWELL CRESCENT,O,Calgary,1818938.0,K,NJ,United States of America,187944.0,1.0,7.0,Forest Laboratories
Woo291,0.0,726.0,1-113-957-9923,8.0,S,1037 bonneville lane,O,Ontario,177543.0,N,NJ,United States of America,146651.0,2.0,4.0,Pioneer Natural Resources
Bir292,2.0,684.0,1-270-496-9696,8.0,,8426 navidad way,O,San Diego,3078579.0,,IL,United States of America,118757.0,1.0,39.0,H&R Block
Lav293,1.0,,1-151-106-1324,4.0,U,22609 reagan drive,O,Yellow Knife,1222308.0,A,Ontario,United States of America,467906.0,1.0,84.0,Colgate-Palmolive
Mcm294,0.0,314.0,1-130-325-1266,7.0,S,7895 crestline drive,O,Palmdale,3341105.0,,MI,United States of America,89920.0,0.0,26.0,CBS
Pau295,,,1-102-293-7755,4.0,S,4078 lexington north,O,Stockton,3128005.0,,TN,United States of America,43770.0,1.0,72.0,Cytec Industries
Lea296,2.0,645.0,1-177-880-1774,9.0,W,5798 BELT LINE PARK,U,Cincinnati,,F,MD,United States of America,435272.0,4.0,20.0,Calumet Specialty Products
Seh297,3.0,713.0,1-042-914-3849,8.0,U,10530 lancaster south,R,Winnipeg,,A,CO,United States of America,464094.0,1.0,100.0,Popular
hit298,0.0,357.0,1-074-076-1898,9.0,U,16764 mcafee park,O,Omaha,594723.0,,NC,United States of America,474686.0,3.0,83.0,Patterson-UTI Energy
GAS299,1.0,649.0,1-217-087-5277,5.0,D,14362 reilly boulevard,U,Iqaluit,787771.0,,Manitoba,United States of America,106730.0,,45.0,Viacom
hue300,1.0,835.0,1-377-905-7875,0.0,M,18207 conley south,,West Covina,148371.0,E,OR,United States of America,97186.0,1.0,56.0,Calumet Specialty Products
Kle301,4.0,,1-205-909-8362,0.0,M,4410 porter road,O,Overland Park,2760822.0,,UT,United States of America,161132.0,1.0,65.0,AMR
Win302,2.0,629.0,1-752-780-8339,1.0,M,8550 briggs avenue,R,Brownsville,2240874.0,V,IL,United States of America,393718.0,,96.0,Olin
Mar303,3.0,587.0,,1.0,U,9561 tartan north,O,Sioux Falls,3676798.0,M,CA,United States of America,31765.0,2.0,40.0,Bon-Ton Stores
SWA304,0.0,786.0,1-147-089-1963,8.0,M,6259 PARKWOOD CRESCENT,R,Jacksonville,1137557.0,,ID,Canada,411526.0,3.0,51.0,Werner Enterprises
Joy305,4.0,415.0,1-956-899-9979,10.0,M,22632 country road,O,Erie,978089.0,,LA,United States of America,316374.0,3.0,85.0,PepsiCo
mcr306,5.0,791.0,1-149-281-5678,5.0,S,15329 valderra drive,O,Saskatoon,3268379.0,,WV,United States of America,233970.0,4.0,11.0,American Electric Power
Pre307,3.0,413.0,1-880-678-6428,0.0,M,9536 innsbrook west,R,St. Petersburg,2476914.0,X,MN,United States of America,185988.0,5.0,100.0,Community Health Systems
HIN308,2.0,428.0,1-589-765-3895,7.0,M,15023 LARNER CRESCENT,O,Toronto,,,Quebec,United States of America,443246.0,5.0,51.0,IAC/InterActiveCorp
Sel309,1.0,810.0,1-413-343-2912,10.0,W,311 PIKE SOUTH,O,Spokane,3405002.0,,Quebec,United States of America,474421.0,1.0,,Jack in the Box
Wea310,2.0,324.0,1-312-593-5173,2.0,U,10526 doheny rue,U,Long Beach,1958810.0,,MD,United States of America,256222.0,0.0,39.0,U.S. Bancorp
TOM311,4.0,587.0,1-805-115-9823,6.0,,6488 avalon north,O,Fort Worth,1941022.0,C,UT,United States of America,396342.0,1.0,47.0,PharMerica
Ens312,0.0,700.0,1-956-260-8837,1.0,,11674 GREENE WAY,,Orlando,1309748.0,,RI,United States of America,4870.0,1.0,,AGL Resources
Ger313,2.0,734.0,1-451-999-0585,,S,5461 gold crest way,O,Lakewood,3632370.0,P,MA,United States of America,379475.0,3.0,66.0,Arkansas Best
Bat314,4.0,651.0,,0.0,S,22986 norfolk lane,,Huntington,2475001.0,,MN,Canada,422366.0,2.0,83.0,BorgWarner
LON315,4.0,555.0,1-359-607-4329,,W,14471 clower rue,R,Hampton,2075664.0,N,TX,United States of America,67927.0,4.0,49.0,Pride International
Tun316,4.0,614.0,1-363-394-6166,1.0,M,5140 emerson lane,R,Oceanside,1250329.0,F,WI,Canada,363160.0,2.0,,DaVita
eis317,4.0,794.0,1-015-803-2474,8.0,M,8357 buckeye west,O,Winston-Salem,212451.0,,New Brunswick,Canada,419888.0,2.0,73.0,Xerox
Vuc318,1.0,482.0,1-362-478-2862,8.0,D,7075 glen loch drive,U,Norfolk,3049747.0,C,ID,Canada,229870.0,5.0,86.0,Republic Services
bea319,0.0,591.0,1-558-480-1200,2.0,U,18538 mason south,O,Birmingham,2417447.0,,British Columbia,United States of America,158840.0,5.0,48.0,Cephalon
Fer320,1.0,566.0,1-703-636-9996,8.0,U,5263 wayne drive,O,Philadelphia,2612998.0,W,NV,Canada,430061.0,0.0,,
Soo321,0.0,381.0,1-154-086-1903,6.0,M,7914 wycliffe street,O,Boise,734375.0,,MN,United States of America,194526.0,,37.0,National Fuel Gas
Bir322,0.0,374.0,1-547-387-1078,7.0,D,12357 HAYES LOWER,O,Fullerton,3717995.0,,IL,United States of America,424188.0,2.0,68.0,Target
Ver323,0.0,328.0,1-748-212-2340,,U,13626 hawkins street,O,Regina,956825.0,Q,Manitoba,United States of America,470701.0,0.0,,Expedia
De 324,1.0,807.0,1-846-315-1764,8.0,S,13920 WEDGEWOOD LANE,O,Sandy,,C,Alberta,United States of America,404911.0,,66.0,Hudson City Bancorp
Bla325,3.0,311.0,1-179-983-1576,1.0,S,8303 warren road,O,Mesa,2390111.0,,TN,Canada,,4.0,14.0,PharMerica
Hur326,5.0,647.0,1-073-769-1833,5.0,S,14518 westheimer avenue,O,Provo,3576639.0,U,ME,United States of America,436285.0,3.0,69.0,Men's Wearhouse
ray327,0.0,622.0,1-353-395-2825,,,21119 vickery west,O,Kitchener,339669.0,,GA,United States of America,391695.0,4.0,35.0,Williams
nix328,3.0,570.0,1-771-657-6355,7.0,U,3222 GRANT LANE,R,Idaho Falls,2731417.0,,AK,Canada,479851.0,0.0,78.0,SPX
zag329,4.0,840.0,1-942-527-3307,8.0,S,21181 2nd rue,R,Allentown,2179616.0,K,CT,United States of America,409873.0,5.0,33.0,BE Aerospace
Roi330,0.0,389.0,,2.0,M,24280 piney point rue,O,Waterbury,,,WI,United States of America,245133.0,4.0,77.0,Wells Fargo
Hog331,,467.0,1-205-874-4529,2.0,M,7042 ottley park,,Raleigh,2950835.0,T,MO,United States of America,181694.0,5.0,94.0,
Mar332,2.0,793.0,,8.0,S,10795 balmoral south,O,Baton Rouge,1515524.0,,MS,United States of America,106385.0,2.0,19.0,Lincoln National
Col333,4.0,749.0,1-831-988-7672,3.0,,15696 chadbourne lower,O,Oshawa,2007473.0,W,NY,United States of America,488485.0,2.0,50.0,Targa Resources
