prospect_gncd,prospect_phn,prospect_ncm,prospect_nmbrcrs,prospect_nmbrchldrn,prospect_mrtlstts,prospect_g,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
Lac255,1-332-974-4753,131039.0,3.0,5.0,S,1.0,563.0,O,Boeing,6.0,1037702.0
Hon256,1-217-048-6379,480287.0,1.0,5.0,S,28.0,313.0,U,Advanced Micro Devices,8.0,69141.0
Con257,,276404.0,0.0,4.0,M,36.0,771.0,O,Unitrin,6.0,2818725.0
han258,1-246-119-5490,435481.0,0.0,5.0,S,47.0,717.0,O,Liberty Media,1.0,3153373.0
WOJ259,,,4.0,4.0,D,77.0,355.0,O,Jarden,2.0,616608.0
Ami260,1-347-479-6259,499891.0,4.0,4.0,U,91.0,383.0,O,Cincinnati Financial,10.0,1014586.0
Mo261,1-881-547-3819,394640.0,5.0,5.0,S,46.0,579.0,O,Steel Dynamics,1.0,1679903.0
BUR262,1-155-847-4022,359040.0,4.0,3.0,M,36.0,324.0,O,OGE Energy,5.0,1062919.0
Kos263,1-946-987-5835,429949.0,5.0,2.0,M,18.0,752.0,R,Hartford Financial Services,0.0,3684297.0
Bor264,,333500.0,5.0,2.0,D,27.0,723.0,O,Penske Automotive Group,2.0,1805618.0
LAR265,,480399.0,2.0,,S,79.0,349.0,U,Amkor Technology,1.0,1852935.0
BOU266,1-551-913-3853,73398.0,2.0,5.0,W,72.0,643.0,O,Psychiatric Solutions,4.0,1528702.0
Pan267,1-666-863-1257,,3.0,0.0,W,26.0,390.0,O,Calpine,0.0,178411.0
Wal268,1-938-871-9739,446105.0,4.0,4.0,U,31.0,801.0,O,Saks,7.0,2245432.0
Mue269,1-333-561-7008,128126.0,0.0,4.0,S,2.0,741.0,O,BE Aerospace,2.0,3058077.0
Zub270,1-514-023-2587,371101.0,2.0,1.0,D,81.0,821.0,O,Exterran Holdings,8.0,723251.0
Sei271,1-027-811-2670,263066.0,3.0,,M,69.0,830.0,O,Penn National Gaming,5.0,3755553.0
Cav272,1-475-590-2337,,0.0,1.0,M,69.0,441.0,R,PetSmart,,757755.0
Har273,1-214-794-0930,453776.0,3.0,1.0,D,80.0,484.0,R,First Data,2.0,3610784.0
Nau274,1-988-429-0103,494609.0,4.0,5.0,,14.0,653.0,O,Liz Claiborne,8.0,2994154.0
Ste275,1-143-517-2347,233618.0,0.0,2.0,D,39.0,727.0,R,Alcoa,7.0,612241.0
Cho276,1-709-720-3248,,1.0,,U,0.0,535.0,O,Perini,0.0,1352198.0
Lux277,1-314-831-7578,154521.0,5.0,4.0,W,59.0,320.0,R,Hudson City Bancorp,9.0,2534935.0
Far278,1-342-101-7385,438162.0,4.0,4.0,W,60.0,775.0,O,Sigma-Aldrich,1.0,3189762.0
Shi279,1-419-495-9429,352602.0,3.0,4.0,M,4.0,606.0,O,Plains Exploration,,447872.0
Pip280,1-992-551-4676,194788.0,4.0,2.0,S,74.0,,O,W.R. Berkley,5.0,3207012.0
Sug281,1-183-910-2398,437119.0,0.0,1.0,W,66.0,685.0,O,Cooper-Standard Holdings,6.0,303926.0
Kum282,1-114-136-8583,66431.0,0.0,5.0,M,36.0,770.0,O,Ryder System,5.0,3685802.0
LOR283,1-985-895-6709,380368.0,4.0,4.0,M,55.0,694.0,O,Merck,4.0,3180558.0
KUR284,1-864-279-4768,7377.0,1.0,3.0,D,57.0,530.0,O,Chubb,4.0,
ser285,1-744-443-0610,87533.0,5.0,0.0,S,76.0,609.0,O,Cummins,1.0,3507884.0
Ado286,1-710-698-6175,76061.0,2.0,4.0,M,63.0,619.0,O,Advance Auto Parts,3.0,2230968.0
Bol287,1-473-272-4862,486482.0,4.0,3.0,M,76.0,821.0,O,Airgas,7.0,814197.0
sav288,1-767-745-4346,436307.0,4.0,,M,22.0,553.0,O,Mattel,6.0,2254862.0
Mar289,1-072-333-8934,420621.0,,0.0,D,,529.0,O,Rite Aid,,91935.0
Bar290,,187944.0,1.0,1.0,W,7.0,507.0,O,Forest Laboratories,4.0,1818938.0
Woo291,1-113-957-9923,146651.0,0.0,2.0,S,4.0,726.0,O,Pioneer Natural Resources,8.0,177543.0
Bir292,1-270-496-9696,118757.0,2.0,1.0,,39.0,684.0,O,H&R Block,8.0,3078579.0
Lav293,1-151-106-1324,467906.0,1.0,1.0,U,84.0,,O,Colgate-Palmolive,4.0,1222308.0
Mcm294,1-130-325-1266,89920.0,0.0,0.0,S,26.0,314.0,O,CBS,7.0,3341105.0
Pau295,1-102-293-7755,43770.0,,1.0,S,72.0,,O,Cytec Industries,4.0,3128005.0
Lea296,1-177-880-1774,435272.0,2.0,4.0,W,20.0,645.0,U,Calumet Specialty Products,9.0,
Seh297,1-042-914-3849,464094.0,3.0,1.0,U,100.0,713.0,R,Popular,8.0,
hit298,1-074-076-1898,474686.0,0.0,3.0,U,83.0,357.0,O,Patterson-UTI Energy,9.0,594723.0
GAS299,1-217-087-5277,106730.0,1.0,,D,45.0,649.0,U,Viacom,5.0,787771.0
hue300,1-377-905-7875,97186.0,1.0,1.0,M,56.0,835.0,,Calumet Specialty Products,0.0,148371.0
Kle301,1-205-909-8362,161132.0,4.0,1.0,M,65.0,,O,AMR,0.0,2760822.0
Win302,1-752-780-8339,393718.0,2.0,,M,96.0,629.0,R,Olin,1.0,2240874.0
Mar303,,31765.0,3.0,2.0,U,40.0,587.0,O,Bon-Ton Stores,1.0,3676798.0
SWA304,1-147-089-1963,411526.0,0.0,3.0,M,51.0,786.0,R,Werner Enterprises,8.0,1137557.0
Joy305,1-956-899-9979,316374.0,4.0,3.0,M,85.0,415.0,O,PepsiCo,10.0,978089.0
mcr306,1-149-281-5678,233970.0,5.0,4.0,S,11.0,791.0,O,American Electric Power,5.0,3268379.0
Pre307,1-880-678-6428,185988.0,3.0,5.0,M,100.0,413.0,R,Community Health Systems,0.0,2476914.0
HIN308,1-589-765-3895,443246.0,2.0,5.0,M,51.0,428.0,O,IAC/InterActiveCorp,7.0,
Sel309,1-413-343-2912,474421.0,1.0,1.0,W,,810.0,O,Jack in the Box,10.0,3405002.0
Wea310,1-312-593-5173,256222.0,2.0,0.0,U,39.0,324.0,U,U.S. Bancorp,2.0,1958810.0
TOM311,1-805-115-9823,396342.0,4.0,1.0,,47.0,587.0,O,PharMerica,6.0,1941022.0
Ens312,1-956-260-8837,4870.0,0.0,1.0,,,700.0,,AGL Resources,1.0,1309748.0
Ger313,1-451-999-0585,379475.0,2.0,3.0,S,66.0,734.0,O,Arkansas Best,,3632370.0
Bat314,,422366.0,4.0,2.0,S,83.0,651.0,,BorgWarner,0.0,2475001.0
LON315,1-359-607-4329,67927.0,4.0,4.0,W,49.0,555.0,R,Pride International,,2075664.0
Tun316,1-363-394-6166,363160.0,4.0,2.0,M,,614.0,R,DaVita,1.0,1250329.0
eis317,1-015-803-2474,419888.0,4.0,2.0,M,73.0,794.0,O,Xerox,8.0,212451.0
Vuc318,1-362-478-2862,229870.0,1.0,5.0,D,86.0,482.0,U,Republic Services,8.0,3049747.0
bea319,1-558-480-1200,158840.0,0.0,5.0,U,48.0,591.0,O,Cephalon,2.0,2417447.0
Fer320,1-703-636-9996,430061.0,1.0,0.0,U,,566.0,O,,8.0,2612998.0
Soo321,1-154-086-1903,194526.0,0.0,,M,37.0,381.0,O,National Fuel Gas,6.0,734375.0
Bir322,1-547-387-1078,424188.0,0.0,2.0,D,68.0,374.0,O,Target,7.0,3717995.0
Ver323,1-748-212-2340,470701.0,0.0,0.0,U,,328.0,O,Expedia,,956825.0
De 324,1-846-315-1764,404911.0,1.0,,S,66.0,807.0,O,Hudson City Bancorp,8.0,
Bla325,1-179-983-1576,,3.0,4.0,S,14.0,311.0,O,PharMerica,1.0,2390111.0
Hur326,1-073-769-1833,436285.0,5.0,3.0,S,69.0,647.0,O,Men's Wearhouse,5.0,3576639.0
ray327,1-353-395-2825,391695.0,0.0,4.0,,35.0,622.0,O,Williams,,339669.0
nix328,1-771-657-6355,479851.0,3.0,0.0,U,78.0,570.0,R,SPX,7.0,2731417.0
zag329,1-942-527-3307,409873.0,4.0,5.0,S,33.0,840.0,R,BE Aerospace,8.0,2179616.0
Roi330,,245133.0,0.0,4.0,M,77.0,389.0,O,Wells Fargo,2.0,
Hog331,1-205-874-4529,181694.0,,5.0,M,94.0,467.0,,,2.0,2950835.0
Mar332,,106385.0,2.0,2.0,S,19.0,793.0,O,Lincoln National,8.0,1515524.0
Col333,1-831-988-7672,488485.0,4.0,2.0,,50.0,749.0,O,Targa Resources,3.0,2007473.0
neg334,1-079-481-2220,90218.0,3.0,2.0,D,65.0,789.0,O,Spherion,8.0,1757951.0
Wil335,1-853-953-1134,308552.0,2.0,1.0,,29.0,768.0,O,Family Insurance Group,8.0,1980948.0
Gos336,1-471-099-6976,380031.0,5.0,5.0,U,37.0,625.0,O,Adobe Systems,6.0,1630998.0
Ntp337,1-235-350-8301,348345.0,2.0,5.0,M,56.0,751.0,O,Blockbuster,0.0,463905.0
mil338,1-020-844-6258,406014.0,1.0,4.0,S,,460.0,O,Radian Group,3.0,352542.0
TEL339,1-101-164-5047,55811.0,,4.0,U,46.0,812.0,R,M&F Worldwide,8.0,3243615.0
RIV340,1-424-458-1913,456536.0,4.0,4.0,M,28.0,532.0,O,MeadWestvaco,0.0,156383.0
hol341,1-071-151-3531,42908.0,4.0,1.0,U,31.0,509.0,R,RadioShack,8.0,3366650.0
Fry342,1-548-500-5378,319596.0,5.0,4.0,U,55.0,461.0,R,Abbott Laboratories,0.0,3762007.0
Esc343,1-780-269-2599,146636.0,2.0,,S,26.0,,O,Phoenix,2.0,2915479.0
LID344,1-503-223-2295,282004.0,5.0,2.0,M,93.0,332.0,,Medical Mutual of Ohio,4.0,518175.0
BAY345,1-036-637-5684,339377.0,5.0,4.0,M,14.0,371.0,R,National Oilwell Varco,1.0,3240188.0
SED346,1-117-775-7922,391590.0,1.0,1.0,U,30.0,546.0,O,Cincinnati Financial,8.0,492570.0
SHU347,1-420-197-0842,319668.0,3.0,1.0,M,18.0,754.0,U,Ecolab,6.0,3189432.0
hin348,1-057-255-5641,251066.0,4.0,,U,69.0,516.0,O,Baldor Electric,2.0,1862636.0
Luw349,1-864-198-2367,122433.0,1.0,1.0,W,60.0,737.0,O,Smithfield Foods,1.0,1891784.0
PCB350,1-089-865-4449,229086.0,4.0,2.0,D,77.0,404.0,O,Hormel Foods,1.0,2999683.0
BEZ351,1-848-728-0817,387138.0,4.0,2.0,M,,583.0,O,Patterson,0.0,1482145.0
Buc352,1-816-138-9438,192643.0,5.0,3.0,U,62.0,461.0,O,Anadarko Petroleum,8.0,2237352.0
RAM353,1-036-611-5081,301108.0,5.0,3.0,M,96.0,343.0,O,Michael Foods,2.0,2903967.0
THR354,1-841-019-7366,448626.0,3.0,0.0,W,45.0,431.0,O,International Game Technology,0.0,2208391.0
RAU355,1-285-189-5251,432792.0,1.0,4.0,M,65.0,319.0,R,Western Digital,10.0,1052954.0
Gol356,1-632-062-4993,499596.0,5.0,2.0,M,12.0,504.0,O,Sonoco Products,0.0,3751568.0
Upd357,1-614-232-0003,30189.0,4.0,4.0,M,71.0,611.0,O,Verizon Communications,6.0,1980882.0
MOR358,1-035-288-5444,111428.0,4.0,2.0,,38.0,359.0,O,Securian Financial Group,2.0,579641.0
SHA359,1-477-970-4729,146638.0,5.0,2.0,W,7.0,398.0,O,Electronic Arts,2.0,3476510.0
Cla360,1-092-479-3305,40323.0,3.0,4.0,M,30.0,,O,LandAmerica Financial Group,4.0,505464.0
LIC361,1-618-745-5747,461807.0,0.0,0.0,,58.0,537.0,O,C.H. Robinson Worldwide,0.0,2494978.0
PEL362,1-363-472-9200,184868.0,5.0,5.0,U,8.0,743.0,O,Alaska Air Group,1.0,1609289.0
Ash363,1-430-155-3830,125814.0,5.0,3.0,M,18.0,432.0,O,Buildings Materials Corp.,8.0,
DYN364,1-637-251-1599,267270.0,2.0,3.0,S,83.0,614.0,R,Interactive Brokers Group,10.0,1681770.0
Lar365,1-392-994-6165,408878.0,0.0,1.0,M,50.0,704.0,O,Rockwell Automation,6.0,
ENG366,1-351-837-0111,418717.0,2.0,3.0,M,88.0,604.0,R,Pantry,0.0,2933990.0
Har368,1-352-607-5329,345984.0,0.0,2.0,U,60.0,556.0,R,Werner Enterprises,5.0,2112951.0
Hey369,1-227-269-1037,171271.0,2.0,5.0,U,52.0,344.0,O,Cisco Systems,1.0,3418282.0
leh370,1-208-109-2479,448397.0,0.0,3.0,W,48.0,388.0,O,Lockheed Martin,6.0,2898609.0
Co-371,1-265-022-0496,359271.0,4.0,,U,40.0,416.0,O,SanDisk,8.0,1765032.0
Elt372,1-220-323-3039,322068.0,2.0,2.0,M,69.0,709.0,O,News Corp.,6.0,3176317.0
Alv373,1-055-237-4260,76346.0,2.0,,M,42.0,426.0,O,Markel,5.0,461490.0
YOK374,1-285-900-2874,469442.0,0.0,1.0,M,39.0,665.0,R,Silgan Holdings,2.0,3164372.0
ZIN375,1-562-501-9401,167918.0,2.0,0.0,M,19.0,547.0,O,SPX,3.0,1294197.0
zim376,1-572-985-7236,104354.0,0.0,4.0,U,10.0,558.0,O,L-3 Communications,,661877.0
laf377,1-378-748-1930,467285.0,4.0,4.0,M,47.0,511.0,O,Thermo Fisher Scientific,9.0,2709193.0
POP378,1-525-579-7508,,1.0,,S,83.0,504.0,R,Kimberly-Clark,7.0,1744304.0
men379,1-901-469-7568,72940.0,5.0,2.0,S,,693.0,O,Church & Dwight,6.0,1670195.0
TUR380,,150336.0,5.0,4.0,M,42.0,454.0,O,Vanguard Health Systems,0.0,1443342.0
fee381,1-260-434-2400,81333.0,0.0,4.0,D,2.0,372.0,O,Embarq,10.0,681302.0
ter382,1-304-461-8478,117399.0,0.0,3.0,S,67.0,568.0,O,AMC Entertainment,9.0,3406439.0
BAR383,1-413-648-3099,489099.0,4.0,4.0,M,,530.0,R,Sigma-Aldrich,4.0,315234.0
Tap384,1-229-508-9311,201358.0,0.0,5.0,M,77.0,770.0,O,Leap Wireless International,7.0,2584094.0
Mod385,1-259-692-4195,47401.0,1.0,4.0,,19.0,646.0,O,CME Group,2.0,
cim386,1-798-192-2357,259459.0,4.0,4.0,U,8.0,397.0,O,Allstate,1.0,977864.0
Sal387,1-093-204-5478,351789.0,3.0,1.0,M,,713.0,O,Curtiss-Wright,1.0,1163838.0
bru388,1-564-311-0205,206326.0,2.0,1.0,M,83.0,346.0,O,Family Dollar Stores,9.0,69460.0
GAU389,1-789-574-4753,341402.0,4.0,3.0,D,43.0,482.0,O,Spectrum Brands,8.0,3599223.0
LOB390,1-270-694-9104,438918.0,5.0,3.0,D,46.0,753.0,O,Comerica,2.0,1381885.0
DAN391,1-659-227-7397,413943.0,1.0,5.0,M,14.0,691.0,,CenturyTel,10.0,171313.0
SAL392,1-154-445-3681,211789.0,1.0,0.0,M,72.0,587.0,R,Scholastic,6.0,1373558.0
Mar393,1-154-688-7786,237314.0,0.0,5.0,S,29.0,566.0,R,Boise,0.0,2335796.0
Bra394,1-768-261-0631,22080.0,3.0,1.0,M,51.0,323.0,O,Amkor Technology,7.0,2494081.0
Koc395,1-413-720-1871,481195.0,5.0,4.0,M,81.0,344.0,O,Ameren,8.0,252245.0
Pla396,1-875-794-5779,208298.0,0.0,0.0,W,67.0,765.0,O,DirecTV Group,4.0,3970725.0
mcc397,1-515-931-7519,221.0,1.0,4.0,W,91.0,,O,Williams,7.0,2030035.0
Des398,1-243-258-4789,207979.0,0.0,4.0,M,43.0,650.0,O,U.S. Bancorp,6.0,2227601.0
NOR399,1-608-078-5547,,4.0,2.0,M,27.0,466.0,R,Spherion,,1012111.0
Paq400,1-982-075-1883,,4.0,,W,1.0,538.0,U,Nasdaq OMX Group,3.0,1927066.0
Sfi401,1-326-811-3709,287081.0,2.0,4.0,M,91.0,780.0,O,Nicor,8.0,2530133.0
Amo402,1-907-100-6458,126706.0,4.0,0.0,M,55.0,690.0,O,Coventry Health Care,5.0,2695189.0
Say403,1-279-100-2128,435365.0,3.0,4.0,W,46.0,660.0,O,Winn-Dixie Stores,5.0,392585.0
ang404,1-923-860-0562,257974.0,3.0,3.0,U,62.0,369.0,R,Pepsi Bottling,2.0,3170355.0
lig405,1-990-841-0058,145250.0,3.0,4.0,M,67.0,368.0,O,Oceaneering International,6.0,57156.0
Sch406,1-192-723-4902,340395.0,0.0,0.0,,51.0,434.0,O,Lexmark International,4.0,237138.0
BRA407,1-018-125-3814,121125.0,2.0,5.0,U,49.0,500.0,O,WellPoint,9.0,2960029.0
Coa408,1-585-604-8746,328766.0,4.0,3.0,M,40.0,521.0,O,Capital One Financial,1.0,2645718.0
NAR409,1-897-010-8443,223976.0,0.0,0.0,M,59.0,573.0,O,Aleris International,4.0,2500380.0
cai410,1-424-251-0934,338008.0,3.0,5.0,S,83.0,474.0,O,Sentry Insurance Group,2.0,
hol411,1-769-010-6742,36596.0,3.0,4.0,D,49.0,,U,Atmos Energy,2.0,823819.0
YED412,1-521-013-9070,289137.0,4.0,3.0,D,22.0,702.0,R,Visteon,6.0,1279474.0
GIA413,1-793-128-8100,454271.0,1.0,3.0,U,16.0,314.0,R,Molex,7.0,1723410.0
TOO414,1-918-771-5318,296199.0,1.0,1.0,M,71.0,363.0,O,OfficeMax,1.0,3099344.0
Sei415,1-593-981-3882,439149.0,5.0,1.0,M,84.0,467.0,O,VeraSun Energy,10.0,3268514.0
REN416,1-299-722-3778,304065.0,3.0,0.0,S,36.0,494.0,O,Oil States International,6.0,3782981.0
Sax417,1-311-843-6163,228020.0,,4.0,D,94.0,653.0,O,Ruddick,1.0,103988.0
des418,1-987-774-4255,158386.0,2.0,5.0,W,86.0,337.0,R,Public Storage,3.0,2211238.0
KUH419,1-582-851-4667,,1.0,5.0,S,,701.0,O,PG&E Corp.,0.0,1719692.0
men420,1-748-807-5619,334302.0,5.0,5.0,S,44.0,632.0,O,Portland General Electric,10.0,1068987.0
Ado421,1-668-942-2081,461356.0,1.0,5.0,D,62.0,774.0,O,Northrop Grumman,1.0,3841340.0
SHA422,1-835-309-0718,68100.0,3.0,3.0,M,31.0,589.0,O,UGI,2.0,3119163.0
mcm423,1-029-745-0264,426915.0,1.0,,M,39.0,574.0,O,PC Connection,7.0,428749.0
ver424,1-034-268-2410,415992.0,0.0,1.0,S,32.0,342.0,U,Alaska Air Group,6.0,2815691.0
Bur425,1-351-767-4357,,4.0,5.0,M,97.0,305.0,O,Kroger,4.0,
kau426,1-220-502-9436,152237.0,2.0,2.0,M,84.0,647.0,O,Dean Foods,2.0,1842060.0
mcc427,1-917-467-8858,200548.0,,5.0,D,37.0,595.0,O,Flowserve,7.0,798572.0
Ube428,1-581-355-8837,84477.0,0.0,1.0,M,68.0,426.0,O,,2.0,1392742.0
Sel429,1-902-687-8840,4497.0,4.0,0.0,,14.0,589.0,O,Quest Diagnostics,0.0,408801.0
mai430,1-018-440-3314,118996.0,5.0,1.0,W,34.0,777.0,O,Bob Evans Farms,9.0,3118464.0
NIS431,1-088-562-9127,,3.0,4.0,U,52.0,768.0,O,FMC Technologies,9.0,2876206.0
Hol432,1-392-708-4577,249611.0,5.0,3.0,M,98.0,505.0,O,HealthSouth,6.0,2351716.0
log433,1-871-818-2480,198480.0,5.0,4.0,,20.0,,O,Calumet Specialty Products,2.0,524711.0
Fra434,1-084-880-2764,323601.0,0.0,0.0,U,,418.0,O,Sovereign Bancorp,6.0,2574607.0
str435,1-089-951-8709,279066.0,2.0,0.0,D,48.0,729.0,O,Spansion,10.0,545131.0
pon436,,195110.0,3.0,3.0,U,14.0,676.0,O,Valassis Communications,9.0,2543419.0
cro437,1-307-703-8251,437319.0,5.0,2.0,S,0.0,322.0,O,Dr Pepper Snapple Group,8.0,3500291.0
HAR438,1-167-782-5615,208507.0,0.0,0.0,W,70.0,608.0,O,Jabil Circuit,3.0,838235.0
Mat439,1-995-846-4370,398251.0,4.0,3.0,D,47.0,742.0,O,Altria Group,6.0,1330041.0
Shi440,1-915-835-5972,202621.0,0.0,0.0,M,55.0,706.0,U,Assurant,9.0,1893527.0
LAN441,1-961-267-6325,33679.0,0.0,4.0,U,61.0,522.0,,Expedia,5.0,1803737.0
Pas442,1-923-688-2626,439541.0,3.0,5.0,U,20.0,530.0,U,American Express,2.0,3766589.0
PRO443,1-728-690-0207,78673.0,3.0,4.0,M,67.0,771.0,O,Owens-Illinois,7.0,
mar444,1-662-874-9689,432392.0,3.0,3.0,U,53.0,575.0,O,U.S. Bancorp,4.0,
san445,1-039-088-4738,94915.0,1.0,5.0,W,90.0,471.0,R,Coca-Cola,3.0,3980032.0
RUD446,1-308-666-2754,395989.0,1.0,0.0,M,46.0,660.0,O,Saks,8.0,3241950.0
doy447,1-581-838-9349,303420.0,1.0,2.0,S,,640.0,O,PSS World Medical,,2433890.0
Wie448,1-815-389-2428,316111.0,1.0,3.0,S,16.0,337.0,R,Eaton,5.0,3625876.0
Kie449,1-658-160-2015,202658.0,5.0,,M,46.0,630.0,O,Western Refining,8.0,744412.0
mor450,1-028-495-8866,212833.0,3.0,4.0,W,2.0,757.0,,,9.0,234398.0
Mas451,1-898-707-7853,493326.0,0.0,,D,68.0,847.0,O,Avis Budget Group,9.0,3576329.0
tho452,1-680-532-0074,51832.0,3.0,0.0,U,17.0,389.0,,Applied Industrial Tech,0.0,143729.0
Sob453,1-098-485-2128,498023.0,1.0,1.0,S,91.0,810.0,R,Great Plains Energy,1.0,2710947.0
CAS454,1-086-133-0355,310857.0,3.0,4.0,S,62.0,791.0,R,MeadWestvaco,4.0,1054420.0
Gab455,1-843-331-7144,85788.0,1.0,2.0,M,71.0,836.0,O,"Toys ""R"" Us",0.0,604158.0
SYL456,1-734-373-4158,,0.0,4.0,U,20.0,308.0,U,NVR,7.0,304729.0
Das457,1-712-161-9883,376334.0,1.0,,M,72.0,,R,Northern Trust Corp.,9.0,2629774.0
Chu458,1-442-095-8959,419994.0,3.0,0.0,U,45.0,770.0,O,Graybar Electric,,1539610.0
Pap459,1-485-980-2592,164193.0,4.0,3.0,D,38.0,679.0,O,MEMC Electronic Materials,0.0,695204.0
skr460,1-165-490-5909,486399.0,4.0,1.0,U,14.0,495.0,R,Wesco International,3.0,2061858.0
Mia461,1-860-066-0638,238480.0,5.0,0.0,D,23.0,479.0,O,,8.0,223131.0
Jew462,1-232-974-7178,298035.0,4.0,4.0,M,,838.0,U,Norfolk Southern,1.0,267988.0
Dar463,1-379-533-4527,74811.0,,0.0,U,62.0,774.0,R,CIT Group,0.0,914656.0
Net464,1-109-943-5976,,1.0,4.0,U,47.0,443.0,O,Huntington Bancshares,6.0,138885.0
HIC465,1-016-804-7282,113676.0,3.0,4.0,S,10.0,543.0,O,Cooper Tire & Rubber,2.0,3756665.0
Arc466,1-024-357-9663,237438.0,4.0,0.0,M,80.0,559.0,O,Embarq,4.0,1253224.0
Rud467,1-700-321-4289,3050.0,5.0,1.0,U,63.0,396.0,O,Harley-Davidson,1.0,3978208.0
MOR468,1-609-359-7561,407509.0,2.0,3.0,M,15.0,,O,Pride International,5.0,2610979.0
ras469,1-326-009-9751,188569.0,1.0,4.0,M,74.0,653.0,O,Old Republic International,9.0,885854.0
Bov470,1-967-930-9715,40764.0,,2.0,M,41.0,848.0,U,Mohawk Industries,0.0,130442.0
vel471,,331388.0,2.0,0.0,M,63.0,709.0,O,Dole Food,5.0,172409.0
Mit472,1-180-205-1719,,2.0,5.0,M,,668.0,O,Penske Automotive Group,2.0,1443338.0
van473,1-991-584-6106,20788.0,1.0,3.0,W,99.0,351.0,O,WGL Holdings,0.0,2212253.0
Til474,1-740-019-0768,193702.0,1.0,0.0,,15.0,824.0,O,News Corp.,9.0,1621145.0
Lar475,1-112-406-5452,348826.0,1.0,0.0,M,34.0,624.0,R,Newell Rubbermaid,6.0,1030748.0
tro476,1-794-515-5519,447160.0,2.0,0.0,U,26.0,348.0,U,SunGard Data Systems,9.0,2099326.0
WAI477,1-810-489-5250,,4.0,1.0,S,84.0,620.0,O,Aleris International,10.0,725432.0
TOT478,1-940-535-8420,225668.0,4.0,0.0,U,41.0,809.0,O,Autodesk,8.0,959416.0
sue479,,459394.0,1.0,3.0,U,24.0,412.0,O,Bon-Ton Stores,10.0,3426171.0
Yau480,1-150-314-8384,368744.0,5.0,0.0,S,,316.0,R,Equity Residential,7.0,2979891.0
Den481,1-527-891-6106,480862.0,3.0,,W,20.0,692.0,R,Beazer Homes USA,9.0,1741992.0
kot482,1-121-175-8485,178589.0,3.0,3.0,,37.0,642.0,U,Select Medical Holdings,4.0,3141622.0
trp483,1-322-259-5626,154122.0,3.0,3.0,S,22.0,830.0,R,Tech Data,1.0,3210202.0
Baz484,1-100-380-3680,479326.0,0.0,1.0,U,,692.0,O,Target,6.0,557419.0
New485,1-798-318-5538,353490.0,4.0,3.0,U,81.0,788.0,U,Diebold,6.0,3753669.0
Row486,1-344-712-8905,345585.0,1.0,1.0,W,51.0,,O,Omnicom Group,,501768.0
war487,1-615-959-4421,255989.0,2.0,4.0,M,55.0,349.0,O,Fleetwood Enterprises,10.0,338572.0
ELZ488,1-395-843-4853,30460.0,3.0,0.0,S,24.0,424.0,O,Watson Pharmaceuticals,4.0,82808.0
jan489,1-383-692-8650,35034.0,5.0,5.0,S,82.0,616.0,U,Discovery Communications,5.0,2630125.0
cre490,1-068-008-8134,113707.0,1.0,4.0,U,29.0,713.0,R,Coach,9.0,
hug491,1-495-940-4436,409858.0,5.0,1.0,,27.0,617.0,O,MetLife,7.0,616958.0
fee492,1-651-861-9932,461517.0,2.0,3.0,S,38.0,347.0,R,Dillard's,8.0,2467938.0
Het493,1-674-406-0880,124103.0,2.0,3.0,M,,341.0,O,AGCO,5.0,927087.0
LAB494,1-751-193-8798,203100.0,4.0,2.0,W,54.0,553.0,O,Fannie Mae,5.0,1666089.0
Sem495,1-231-104-2909,20522.0,5.0,3.0,,40.0,762.0,O,Warner Music Group,6.0,
COP496,1-491-041-2580,,2.0,2.0,U,81.0,644.0,O,Ball,10.0,3338312.0
SER497,1-381-499-8556,446106.0,2.0,3.0,M,52.0,,O,AECOM Technology,9.0,1146941.0
Kin498,1-544-635-3295,45114.0,4.0,,M,2.0,476.0,O,Aramark,0.0,3417623.0
GUB499,1-436-565-8622,389025.0,1.0,3.0,M,35.0,692.0,O,Century Aluminum,2.0,2663647.0
WES500,1-237-713-9761,371860.0,5.0,4.0,U,51.0,384.0,O,Sentry Insurance Group,6.0,
HRU501,1-950-580-4904,110216.0,5.0,5.0,S,24.0,519.0,O,Becton Dickinson,8.0,3518237.0
Mce502,1-790-859-7281,375963.0,1.0,4.0,D,4.0,343.0,R,Thor Industries,9.0,2491413.0
Fab503,1-564-581-2354,90670.0,2.0,3.0,M,,554.0,O,Foot Locker,6.0,1747292.0
mus504,1-126-565-6600,458822.0,5.0,0.0,D,51.0,693.0,O,Flowserve,7.0,766607.0
Akh505,,431213.0,1.0,2.0,S,67.0,489.0,R,Big Lots,0.0,2550326.0
BLA506,1-650-351-6048,397902.0,4.0,,S,,702.0,O,,5.0,3065726.0
CHA507,1-346-684-3754,477901.0,0.0,3.0,U,40.0,764.0,O,Snap-On,9.0,
Ker508,1-759-327-9618,147703.0,0.0,0.0,,16.0,364.0,O,Neiman Marcus,8.0,1231455.0
Tas509,1-058-987-3833,298828.0,0.0,5.0,M,32.0,814.0,O,Biogen Idec,,2353700.0
DUL510,1-036-511-1895,226606.0,5.0,0.0,U,74.0,651.0,O,WGL Holdings,,2390250.0
Cro511,1-014-162-4086,422094.0,4.0,5.0,M,88.0,,R,,10.0,1932141.0
TRU512,1-398-865-1259,190333.0,2.0,2.0,,10.0,549.0,O,Sovereign Bancorp,4.0,907688.0
