gndr,ddrssln1,cntr,mddlntl,ncm,lstnm,nmbrcrdtcrds,phn,stt,wnrrntflg,ct,g,frstnm,mplr,pstlcd,nmbrchldrn,ddrssln2,crdtrtng,ntwrth,gncd,nmbrcrs,mrtlstts
,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,Canada,,156048.0,czuvw,3.0,1-352-678-5471,IL,O,Oakland,38.0,kpofwgtomgijnm,Phillips-Van Heusen,Xbgykqm,2.0,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,348.0,3874445.0,czu7576,1.0,M
,BESJDYZDIOIXKDFEHBQXBPW,United States of America,Z,63617.0,Ghrlcuscpesuzsdwqfwwbgh,8.0,1-906-600-9749,AZ,O,Billings,68.0,Biflzgcqpqpbahquomftmjffohpwuy,Wells Fargo,NNCXIBTCXZA,5.0,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,598.0,437353.0,Ghr7577,1.0,M
,Ouopoqztakszwsfkthdbwndfjuqaelyd,United States of America,,244849.0,Rwkdeshuwhwvmvmdnckmuvdt,9.0,1-093-018-2851,NY,O,Pueblo,93.0,ybdlwlwxispyswbiegrbsqqtywxr,Vornado Realty Trust,mfwuio,2.0,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,505.0,2669917.0,Rwk7578,2.0,U
,Ivwhotvobwkshcixclfobqoljlaqohw,United States of America,,123585.0,Uwinnbtdd,7.0,1-302-096-9321,WA,R,Sherbrooke,48.0,Capzcewdt,New York Times,Utgwrun,3.0,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,839.0,1466537.0,Uwi7579,4.0,S
,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,United States of America,,391134.0,VXZTLDNZPYIFIKTIJRXS,2.0,1-915-044-3154,GA,U,Sacramento,96.0,XKBLVBCCYKMIXABVTOTVPZCJRII,Adobe Systems,Wgulrhctjlg,1.0,CYQWJKJB,672.0,991860.0,VXZ7580,1.0,S
f,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,United States of America,p,426759.0,Aykkkc,3.0,1-040-274-3474,AZ,O,Charlotte,58.0,wmknfemsztimaphftadowlmbnp,Valmont Industries,Srhxvxe,5.0,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,696.0,,Ayk7581,5.0,M
M,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,United States of America,,451737.0,lhodktal,5.0,1-678-397-2739,NV,O,El Paso,63.0,DHLVITRFJDXLTPAGMPMJ,UAL,Dadkihaohc,3.0,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,448.0,1816368.0,lho7582,5.0,W
,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,United States of America,,180822.0,rziprpcfwnirtuvrbfnuepq,9.0,1-679-345-9939,TN,O,Mesa,18.0,Jdpqutldftwykfyhukveiaimoyyk,AFLAC,Fpoleiod,1.0,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,549.0,565246.0,rzi7583,2.0,S
,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,United States of America,,205843.0,Wdsuorykxmvfxupyyjl,0.0,1-093-616-0613,AL,O,Simi Valley,40.0,Qiwemtdba,VeraSun Energy,Cuaieflmccqp,2.0,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,705.0,1899339.0,Wds7584,4.0,W
M,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,United States of America,f,470985.0,Xsjypvyfoqbiq,6.0,1-546-131-8988,TX,O,St. Catharines,29.0,JQKEDISZ,Magellan Health Services,qiraymmapgf,3.0,ccfzcxohrhrcnypedmhjovjyjrxi,387.0,3873239.0,Xsj7585,4.0,M
,Nhgrkzjzcrjcerkwrugwul,United States of America,v,318225.0,Luxkby,7.0,1-477-186-7432,WV,,Washington,21.0,Gfuwa,Emcor Group,Tsynomgib,1.0,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,359.0,767547.0,Lux7586,2.0,U
f,,Canada,,326044.0,wxwhwasadsmxchyhlgrvnurte,9.0,1-965-848-6954,ND,O,Chula Vista,41.0,CTTUYHUUMMDTX,Peabody Energy,Amudllk,2.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,494.0,1027999.0,wxw7587,2.0,M
m,uiaoi,United States of America,e,,pfzjoarqopfjtzjalxxxeq,10.0,1-622-866-0937,Saskatchewan,,Montpelier,56.0,Wvtqm,State Farm Insurance Cos.,ELQKT,1.0,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,345.0,3428495.0,pfz7588,1.0,M
M,Wwonzdtvwkn,United States of America,,187282.0,hlxshqpvshstjerwclb,10.0,1-040-217-2014,VA,O,Mesa,33.0,xuwgpsvzcpxtoerndtr,Humana,Oiwac,0.0,REHWDWEP,402.0,1827180.0,hlx7589,2.0,M
,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,United States of America,,,nybiaaw,3.0,1-101-684-2373,ND,O,New Haven,96.0,Hnnzpokbygacjjgybkskf,News Corp.,Dqgzinvuxxy,0.0,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,579.0,2070007.0,nyb7590,2.0,M
,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,United States of America,O,,Lttvvpjjavydrmbt,2.0,1-386-426-5849,ND,O,Indianapolis,35.0,qsnivsknktiwjpqwnrlgftnmsrxkjc,Torchmark,Nchaajfkjvx,0.0,DIMPFMEBDNHBCT,569.0,,Ltt7591,2.0,
,cezvfwtftwlwfrgrpxtuejvrgucexe,United States of America,,306946.0,gszunimggpyfjzmivbwizzftuen,9.0,1-598-816-0126,MS,O,Stockton,40.0,pygsfvfpeofkdcugfvxdsqgmcgebfp,Rock-Tenn,XEDMBUAMGXKH,4.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,745.0,3596263.0,gsz7592,0.0,W
,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,,,99663.0,Kwpztgkknktyvdks,1.0,1-770-379-7700,WY,U,Louisville,10.0,Zgxsuo,AGCO,crxbrlj,,DVYTEPWCABNSGPTLJEMPQLTEWM,320.0,3719999.0,Kwp7593,0.0,D
,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,United States of America,D,482013.0,AGMCLBCUEPVBRKDKWAGBCFOLYET,4.0,,MA,R,Atlanta,59.0,ganifmdaqbltccwbqijtkypcetuq,,Eytubbwi,4.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,591.0,3058439.0,AGM7594,2.0,M
m,Ctgihaqlm,United States of America,u,180476.0,Ocnds,10.0,1-628-245-6238,AK,U,Milwaukee,70.0,IYCOMORWDFSEKN,United Stationers,Lwftldizl,0.0,,,2592932.0,Ocn7595,1.0,M
F,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,United States of America,,285682.0,Cmweamsabhudajyhpsohkpzcy,5.0,1-813-787-2611,PA,,Fort Smith,69.0,vdvdlfz,McCormick,GSSFZNBZL,5.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,417.0,1471273.0,Cmw7596,4.0,M
,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,United States of America,V,455032.0,Ditjvpiidkjkvxssfnctzcczb,8.0,1-362-897-1162,MA,R,Knoxville,96.0,Sbwymtnwzhffkwjczlsnvrtcv,National Life Group,Nrnqtmjz,5.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,338.0,,Dit7597,0.0,M
,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,United States of America,S,356141.0,Rmmasnivkq,9.0,1-952-919-4878,DC,O,Idaho Falls,9.0,qjjwbffbgxilxyarhjwdvo,Hasbro,Rzjxvum,,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,340.0,2410816.0,Rmm7598,3.0,S
,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,Canada,,165667.0,ekjvgcmzgobzeerrpfgefwvxlvfcua,5.0,1-145-214-8009,RI,U,Jacksonville,39.0,JIXUQX,Tupperware Brands,Accezkuzqrif,3.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,738.0,1059543.0,ekj7599,3.0,U
,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,United States of America,A,459767.0,wcqqbslcxugdqpbzbmbqvlahw,7.0,1-328-944-9786,MA,O,Stockton,31.0,Eqrxuc,Covance,LNZZPGOTEG,2.0,MIMWGPPF,597.0,379282.0,wcq7600,0.0,S
f,RSSNUTWWLOKIHRRTPEAFTLBF,United States of America,,106459.0,Klcanpomjmuwosnasroukafsxtufz,4.0,1-899-864-9421,Alberta,R,Thousand Oaks,64.0,PDAXUXBMPOVTKJUR,Interactive Brokers Group,YINOHET,2.0,Xpannac,603.0,3271265.0,Klc7601,2.0,M
,Sachwqwddeyfxvagihsjxtcsibaejb,,,51021.0,Jrdmn,5.0,1-877-997-8896,AR,U,Nashua,38.0,Adftxl,SkyWest,ddgkyv,1.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,662.0,1530364.0,Jrd7602,,D
,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,United States of America,,494931.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,0.0,1-750-900-0823,VA,R,Tallahassee,47.0,Gaksvvggpbleteofow,Best Buy,Seiksuhglhj,4.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,838.0,3731860.0,GDQ7603,2.0,W
,Sbutxmtwkb,United States of America,,429859.0,fnmqzceohwapysohiuofkhjpwzgv,9.0,,OR,O,Brownsville,,Ijstknxzfzsvqmy,Sears Holdings,Ytgghhaxc,2.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,791.0,2488858.0,fnm7604,5.0,M
,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,Canada,e,,Ymuvinagbzdhiwglzfacood,7.0,1-347-704-7823,ID,O,Charlotte,76.0,jvhwyzbcwdrrqmlbvpjwbohhemm,Frontier Oil,Ajlcdadx,4.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,692.0,2301347.0,Ymu7605,1.0,S
,mnkidgiyajigobghpnkdvauwiubpjb,,R,464086.0,Pxjmfwpwm,8.0,1-228-976-2888,IA,O,Oakland,60.0,nhhjbqktsr,Automatic Data Processing,Daivf,3.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,673.0,1736571.0,Pxj7606,0.0,W
,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,Canada,M,207651.0,Rsdlvo,7.0,,TN,O,Fort Wayne,73.0,Lmhtjwddyqbzlxgv,,xrquzcptycg,,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,331.0,2399483.0,Rsd7607,3.0,U
,Fmrydeogisvvtrpsfonolelpnqcbkrr,United States of America,,260418.0,Qqhwdyopkfs,2.0,1-760-429-1328,Nova Scotia,O,Chula Vista,37.0,BXFLGQTJSJDQAUCXXJXWHTQU,Comerica,shigmwk,,BPPKDY,744.0,2982744.0,Qqh7608,4.0,U
,Xhggtfwyslxvgeiuzjfxewcsweefq,United States of America,Q,,udqexswxytatsvxw,6.0,1-253-879-8833,Ontario,U,Peoria,50.0,Tlaihggmhfiuezhjgps,Baldor Electric,enehob,1.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,446.0,1611011.0,udq7609,5.0,M
,,Canada,M,316963.0,Ghlflxgkavpsqvkpun,0.0,1-401-256-3483,MD,O,Lexington,0.0,DSRXJZKFJTIVXLBAX,Commercial Metals,RNLAKRXSPA,4.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,,2999167.0,Ghl7610,0.0,M
f,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,Canada,,84046.0,mtkfmxripistepftjaxfosviokgqsf,,1-175-910-8245,AR,O,Salem,,Annsrbdzywmpqvigpn,,Hlezt,,Xuqmcmxaigbk,,,mtk7611,5.0,W
,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,United States of America,,368990.0,QIYQRALNIIONMKDZB,9.0,1-565-191-3419,Saskatchewan,O,San Jose,,Mrawpcvb,Molina Healthcare,Iyqmkpcjx,3.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,723.0,3307491.0,QIY7612,0.0,M
,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,Canada,,124382.0,Ohzpaqjtc,2.0,1-921-688-5401,OH,O,Kansas City,81.0,yociu,Plains All American Pipeline,klgnkcaedht,0.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,348.0,2057260.0,Ohz7613,2.0,S
,Gvdteormavfflajkedaclod,United States of America,,9263.0,djgtucxplpftr,,1-925-155-0170,VA,O,Windsor,52.0,DQNVNWPYSMLDGXJVBUHUKDLRSLN,Agilent Technologies,Jsombikj,0.0,EECYCMJAJGNQBRSKW,666.0,53179.0,djg7614,2.0,M
,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,United States of America,,334181.0,Iaduje,3.0,1-185-691-2951,ID,U,Chicago,68.0,wfnjfn,AutoZone,Xtckbvng,4.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,,690086.0,Iad7615,2.0,M
,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,United States of America,H,314001.0,EMGQKGEOTCGAFGDZVTRUAVGZYPM,8.0,1-067-518-3854,WI,R,Evansville,,WWWEN,,YPUWSVRD,1.0,hgandkyzsnb,844.0,2025465.0,EMG7616,0.0,M
,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,Canada,,168309.0,Hjnljezrxojeaoustvawackahexa,8.0,1-188-554-1671,MS,O,Honolulu,36.0,Krjcfgq,Universal Health Services,Ifxvsnt,4.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,766.0,695307.0,Hjn7617,1.0,M
M,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,United States of America,D,322765.0,CYPTBBGPWKKKFNOUHJ,10.0,1-168-215-2223,OK,O,Cleveland,31.0,Fxmpengjsaf,Time Warner,EAOJPQVWBNZ,4.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,521.0,3238398.0,CYP7618,2.0,M
,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,United States of America,h,311253.0,KPNRNVLRFUTOWOERTCSIRQZ,7.0,1-228-022-3056,GA,O,Livonia,55.0,Eobtk,Sealed Air,fhirgl,5.0,QTWXYHMLBYQ,306.0,1213578.0,KPN7619,1.0,W
,Blsmawjjdmdamrhqyqgzmbkfa,United States of America,x,140296.0,Vbimifwtrtvb,9.0,1-926-766-1124,TN,R,Little Rock,66.0,Abahrdfcbtscoblhaovnjkbx,Sprint Nextel,Lahfziy,5.0,SDEAIMDWRSKXTFCPHWF,411.0,103708.0,Vbi7620,5.0,W
F,Stofpzwyhkpmuq,United States of America,,439984.0,ehbcbdctlcspuvwbqveohanmkolbw,3.0,1-538-797-1948,SC,O,Halifax,22.0,bhephgijqbu,,tofdjef,5.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,,1086081.0,ehb7621,1.0,M
F,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,United States of America,C,454011.0,TMQACIIUMYYZHYX,8.0,1-627-234-0841,AR,O,Peoria,51.0,KECNVVPGTOXHIGOUAWLHU,Quiksilver,rckzx,0.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,702.0,1349626.0,TMQ7622,5.0,U
a,,United States of America,y,191541.0,Lsbutxufufshmkqnscnhx,1.0,1-876-492-0782,MT,R,San Jose,26.0,xppmtvztaifqynlbmofxonnus,Valspar,MMLJKBGXD,5.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,842.0,1083092.0,Lsb7623,1.0,S
M,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,United States of America,u,,Dpzpfctp,0.0,1-436-946-7319,WY,R,Charlotte,100.0,kzntoukktuqqfuyeo,Timken,banusio,1.0,Lhwkvadxwcjobcggyuighvqlcm,528.0,1662799.0,Dpz7624,2.0,U
,cnckvldjedzgdqhy,United States of America,,,Zujmcfzznpfohsdp,5.0,1-281-780-2897,WY,R,Hilo,13.0,TDRLAQZARCGRAMDDMCWP,,Safkd,3.0,,300.0,3548540.0,Zuj7625,3.0,W
,,United States of America,,269215.0,Jqkozdva,7.0,1-421-286-4139,WV,O,Yonkers,11.0,shbaeyxyrjfietruntrdeyqkc,Occidental Petroleum,DHTLWJDXLRW,1.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,752.0,881414.0,Jqk7626,2.0,S
m,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,Canada,,193126.0,ijbcvbgglqupyentiqncsnswyygl,0.0,1-908-354-2709,CA,O,Modesto,62.0,Zururxrihusergiba,,RORIUHK,4.0,Alukohji,303.0,1712200.0,ijb7627,0.0,M
F,qehomraquwxrkb,United States of America,U,462618.0,NMOXMHMVUDGY,10.0,1-466-560-2530,Alberta,O,Louisville,13.0,QZLCPVRKZMTENMREVZT,Massey Energy,bxgwhohh,5.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,418.0,847446.0,NMO7628,3.0,M
f,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,United States of America,,212026.0,Tefewe,4.0,1-578-686-8082,New Brunswick,O,Eugene,23.0,dvbflygvxrizbclmqwoajkvnzoufc,Weyerhaeuser,SRARKMXOD,3.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,667.0,344294.0,Tef7629,3.0,W
,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,United States of America,Z,371024.0,Sdjhq,7.0,1-166-077-1436,British Columbia,U,Buffalo,51.0,mtnubdnrdoivcuqmapqhtvzkixw,National Fuel Gas,hwugfvlttol,4.0,Kxxipkohacffav,441.0,1534879.0,Sdj7630,1.0,D
m,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,United States of America,,235810.0,Pbrfgfdwedgrmifitr,0.0,1-535-320-1881,DE,O,Santa Fe,2.0,Nzljqsbgutsixlosfedpmlzl,Pep Boys,zgsllav,2.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,471.0,3897101.0,Pbr7631,3.0,U
m,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,United States of America,,347270.0,Icejebxweavlnddpjz,9.0,1-633-495-6478,CT,O,Springfield,,Ealrdsynhtadihmsl,Neiman Marcus,Mszwfhpj,,onxyyslcmbyxpfjuykowqpwqi,701.0,3064442.0,Ice7632,2.0,W
,TAIWTM,United States of America,,399212.0,ZWGIV,1.0,1-398-680-0278,Quebec,R,Anchorage,82.0,xfjdwfentojva,BlackRock,Yqfxb,2.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,323.0,2016524.0,ZWG7633,5.0,D
m,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,United States of America,,439561.0,Evwthrqmqfpsbpdqojtqzpjmpoea,10.0,1-185-976-7770,NJ,O,Winnipeg,94.0,Zvowaelneuhpxzphpvtgvfz,McGraw-Hill,ypmuep,5.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,846.0,37745.0,Evw7634,4.0,M
m,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,United States of America,c,29980.0,Lhlatzfku,8.0,1-490-238-8219,MN,O,Waco,16.0,fmdcjzjekrwrirumyvfuqnnkxzr,Family Dollar Stores,Xthtecuu,4.0,Krdmgygwnziumjdtybwyw,850.0,503752.0,Lhl7635,3.0,M
,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,United States of America,N,28693.0,LYBUGCXZYJSERVQKQJKNIIW,,1-891-741-2112,NE,U,Stockton,43.0,Ohetzpmilrphnhnasiisaypdl,Teleflex,Xjzpdio,5.0,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,,2115180.0,LYB7636,2.0,M
M,Phqspowfoiqmszxy,Canada,x,106794.0,Ijbmwiomutrflaupolplmfjsqh,3.0,1-849-918-0984,VA,O,Boston,76.0,VAUWGMVOILXNGKB,,Rgthehdvvlh,2.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,564.0,839222.0,Ijb7637,1.0,M
f,XDPEFDQIMFNMCO,United States of America,,340598.0,Zhftulgpedd,4.0,1-426-168-3142,PA,O,Memphis,0.0,Tnwgmuvaaqmxskkyqnvrmnmul,Imation,ysexit,5.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,558.0,1851334.0,Zhf7638,3.0,S
m,FSSAAXLAMAPBOMTNUFG,United States of America,r,490597.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,0.0,1-757-910-8931,WV,O,Sydney,33.0,mtovrkjvtfkennjujgpegknnck,PPL,Wscgcsbwlzj,,Bfntmkesgyjkjrgttbtdncoumqhmnxy,417.0,1348251.0,PYU7639,1.0,U
,AKWOIATLDDKU,Canada,F,499685.0,Ikufiibsvk,6.0,1-468-325-0119,WY,O,Shreveport,62.0,Lwxdv,Smithfield Foods,AUQJTIMK,2.0,,487.0,2722392.0,Iku7640,2.0,U
m,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,United States of America,,62285.0,HBZACUNNIOTFKFSTCILLC,9.0,1-383-310-7894,MN,O,Modesto,8.0,Ftvuzjdzocqmcoxvrbqcna,Macy's,Weqnwrwrbcgx,0.0,Bnbfbxvqxtngv,639.0,1785161.0,HBZ7641,2.0,M
M,VANVGDDSYEK,United States of America,,320885.0,Pcofbhaqeemibnkjtsoxmdibmpquo,3.0,1-353-727-2029,VT,O,Hull,4.0,Hnbgeuii,Torchmark,facqrtjqjmd,5.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,625.0,2823578.0,Pco7642,5.0,U
,TVTDULLNHUZPDNEEKSXEGPXDNE,United States of America,,184669.0,Ybvjle,1.0,1-028-849-5461,WV,O,Yonkers,39.0,Fykbowmpxpbb,Herman Miller,OCNCREZ,3.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,,2123972.0,Ybv7643,5.0,D
,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,United States of America,F,126989.0,Rimdakhncfjlrbor,3.0,1-480-785-4021,IN,R,Atlanta,90.0,Ruagwhiorgizpmbphjerywjrr,Kindred Healthcare,JXOGSVJ,0.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,,112782.0,Rim7644,0.0,S
,HWAWSSEUGGKEXQDESYXFHWZ,Canada,,48144.0,gnfkwjxmvkbeh,3.0,1-443-132-4138,MS,,Hayward,7.0,teldp,Arch Coal,Iqtso,4.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,460.0,248311.0,gnf7645,1.0,M
F,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,United States of America,C,377787.0,Wxphiul,8.0,1-143-020-1234,CO,O,Savannah,95.0,Tmhxnpfgyifx,Whirlpool,Uxgvbwop,4.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,793.0,3719851.0,Wxp7646,5.0,
m,,Canada,N,323782.0,Dxhuevhfuceqmpoolmuhflp,8.0,1-475-304-3486,PA,O,Fullerton,59.0,Fpchjcvsrkakkqqsojokdrg,Arrow Electronics,Ovsiu,5.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,821.0,1920385.0,Dxh7647,5.0,U
,NASLRGJGXPDOGNJSHNLNGBCXJVO,United States of America,,31880.0,Aqopbqsxqxjj,6.0,1-677-882-6792,DE,O,Overland Park,13.0,Heiehcgec,Rock-Tenn,Frqdqbs,2.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,,576903.0,Aqo7648,3.0,S
,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,United States of America,s,390190.0,fenowyirqcdcwwo,8.0,1-151-067-7411,Prince Edward Island,O,Alexandria,58.0,sgapkfrztiyyayezulvi,R.H. Donnelley,waiitdv,3.0,Eymghd,643.0,1855037.0,fen7649,5.0,D
,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,Canada,,413821.0,CMQIHWYKNOLSX,2.0,1-645-553-4591,TN,O,Fort Collins,67.0,Nohjtayoycptngwoitqzhmuf,Pall,Vlmzifrfolfs,1.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,817.0,2954046.0,CMQ7650,4.0,U
f,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,United States of America,,301451.0,Yhbbdqabnbldfqhnofnxdrzrj,10.0,1-670-793-5351,CA,O,Santa Fe,68.0,QIGFYQTIPFYCR,Burlington Coat Factory,DKXNSUJQRKGM,2.0,Vqdxskijczxliokh,702.0,952096.0,Yhb7651,1.0,
