Phone,City,MaritalStatus,NumberCreditCards,State,Employer,CreditRating,Gender,MiddleInitial,LastName,AgencyID,OwnOrRentFlag,AddressLine1,FirstName,Country,NumberChildren,AddressLine2,NumberCars,Age,NetWorth,Income,PostalCode
1-267-357-1943,Costa Mesa,U,2.0,MD,Bemis,,m,L,lawlis,law141,O,20025 routh crescent,Otha,United States of America,1.0,,1.0,76.0,3810365.0,20397.0,v6n 1v9
1-602-756-7919,Houston,U,6.0,New Brunswick,Securian Financial Group,664.0,m,D,Beebe,Bee142,O,4144 LAKE PARK LANE,Rodie,United States of America,2.0,Suite 397,2.0,5.0,2641938.0,463094.0,83702
1-793-864-7010,Bakersfield,U,7.0,HI,Ford Motor,789.0,m,,schlange,sch143,O,3375 sakowitz lane,DULCE,United States of America,1.0,,4.0,65.0,3857323.0,331900.0,80125
1-637-020-2921,Chesapeake,S,0.0,ND,ConAgra Foods,803.0,,,Witchlow,Wit144,U,7255 berry way,Win,United States of America,0.0,,5.0,94.0,1636212.0,8421.0,M5G 1Y7
1-428-797-6325,Sandy,M,3.0,Nova Scotia,Charter Communications,720.0,F,Q,MEREDITH,MER145,,3131 WATHAN SOUTH,Roselin,United States of America,4.0,,4.0,95.0,2999082.0,35780.0,80213
1-011-549-5618,Lewiston,M,4.0,ME,Calpine,839.0,m,,bialkenius,bia146,R,18440 RYAN NORTH,Malanie,United States of America,0.0,,1.0,28.0,2280820.0,139897.0,60737
1-993-255-5481,Elizabeth,D,0.0,Alberta,Crane,621.0,m,P,Swiat,Swi147,O,13222 glen loch road,TARYN,United States of America,1.0,SUITE 464,4.0,76.0,1050866.0,414119.0,90510
1-487-749-4448,Sudbury,D,3.0,VT,Textron,628.0,,,bullinger,bul148,O,7889 MURRAY WAY,MALENA,United States of America,4.0,,5.0,81.0,,234035.0,92882
1-192-352-2184,Austin,W,6.0,DE,Idearc,813.0,F,,TYRRELL,TYR149,O,7527 whale drive,Dorie,Canada,5.0,,3.0,38.0,603001.0,144405.0,98121
1-293-442-4224,Salinas,W,3.0,MA,Cabela's,367.0,,,Fyfe,Fyf150,R,17788 eagle trace park,Liese,United States of America,3.0,,5.0,25.0,3368239.0,55441.0,H2e 1x9
1-078-502-6700,Peoria,D,10.0,CA,EOG Resources,807.0,,,Sicard,Sic151,O,7661 GRANT WAY,tele,United States of America,2.0,,4.0,0.0,1042629.0,392869.0,23503
1-430-909-3001,Sydney,U,8.0,Manitoba,,501.0,F,,CASTEN,CAS152,O,4806 crystal hills street,astra,United States of America,4.0,,3.0,61.0,1948746.0,402416.0,40208
1-392-455-0895,San Antonio,U,10.0,TN,Burlington Coat Factory,490.0,,S,Choy,Cho153,O,4211 WILLS NORTH,marnia,United States of America,2.0,,0.0,3.0,3113862.0,89984.0,75201
1-273-921-9787,Oklahoma City,W,3.0,FL,Southwest Airlines,321.0,,,CHACKO,CHA154,O,7524 linberg north,AMY,United States of America,3.0,,2.0,77.0,2777290.0,395773.0,93852
1-012-993-4538,Miami,U,6.0,CA,RPM International,,f,E,beil,bei155,R,14266 lemming south,HAMILTON,United States of America,0.0,,1.0,8.0,2210073.0,126662.0,32312
1-890-859-4211,Yonkers,U,7.0,CO,Amazon.com,446.0,m,J,Eleftheriou,Ele156,O,1427 ADDAX LANE,Kuldip,United States of America,1.0,,4.0,34.0,1999684.0,132008.0,90059
1-080-032-3031,Columbia,M,2.0,Saskatchewan,Neiman Marcus,428.0,F,,o'grady,o'g157,O,1625 fernando court,krystalle,United States of America,5.0,,5.0,15.0,2119678.0,417218.0,77006
1-561-620-7173,Lubbock,S,5.0,UT,Goldman Sachs Group,423.0,,,Katchmar,Kat158,O,335 floresta north,Stella,United States of America,0.0,,0.0,66.0,169808.0,360063.0,23224
1-017-439-0362,Chattanooga,U,6.0,ME,Boeing,499.0,,O,Luin,Lui159,O,22806 garson east,Marie-josee,United States of America,4.0,,5.0,55.0,1072732.0,100516.0,10055
1-248-539-6621,Fargo,S,7.0,NH,United Refining,342.0,f,,Klavkalns,Kla160,O,5524 vermack street,Nashib,United States of America,1.0,,1.0,8.0,2261442.0,16814.0,35830
1-611-789-5569,Omaha,M,1.0,VA,D.R. Horton,632.0,,Z,Brunsting,Bru161,U,18105 electra street,Annette,United States of America,3.0,,1.0,7.0,2234368.0,,v6m 1s9
1-023-151-8130,Yonkers,M,6.0,TX,Jarden,525.0,,Q,Apter,Apt162,O,719 holman court,LENA,United States of America,1.0,,3.0,97.0,575288.0,315962.0,22304
1-005-574-3523,Spokane,M,9.0,Saskatchewan,Systemax,371.0,f,,schuette,sch163,R,23553 MEMORIAL RUE,Christian,United States of America,1.0,,5.0,95.0,1102479.0,299268.0,06101
1-550-487-1571,Tulsa,U,4.0,NH,Marriott International,699.0,,,Lanava,Lan164,O,16759 park avenue,Morrie,United States of America,3.0,,1.0,92.0,2995388.0,301490.0,78756
1-280-494-1415,Garden Grove,M,8.0,VA,Expeditors International,435.0,F,,Fusca,Fus165,O,12296 WILLIAMS LOWER,LYMAN,United States of America,2.0,,3.0,17.0,1147193.0,36052.0,93003
1-803-438-4141,Fort Lauderdale,U,2.0,IA,Great Plains Energy,512.0,F,R,Nevardauskis,Nev166,U,9625 ALLEN BOULEVARD,REUBEN,United States of America,4.0,,1.0,81.0,1136540.0,437483.0,T5D 1P2
1-566-299-2351,Philadelphia,M,6.0,NC,Danaher,552.0,f,,SHACKLEFORD,SHA167,O,10340 jarvis road,Hermon,Canada,,,5.0,13.0,1677669.0,152971.0,10108
1-586-363-4189,Sydney,M,8.0,NH,,,,P,Sauck,Sau168,O,13143 goodwin lane,Paqs,Canada,2.0,,0.0,78.0,2160706.0,449495.0,t5c 1l3
1-505-124-9029,Waterbury,M,5.0,AL,Watson Wyatt Worldwide,687.0,,,frischknecht,fri169,O,7160 BEATTY RUE,GAETAN,United States of America,1.0,,4.0,78.0,2525665.0,349827.0,M5B 1Z8
1-897-996-9812,Tacoma,M,0.0,British Columbia,Yahoo,433.0,,O,fernandez,fer170,R,22679 chimney rock west,leese,United States of America,1.0,,3.0,85.0,3517622.0,9562.0,V6H 1W2
1-922-919-5858,Charlottetown,U,7.0,MD,Convergys,746.0,M,,LANDERS,LAN171,,6769 pasadena upper,Amelie,United States of America,2.0,,1.0,68.0,,24514.0,90308
1-326-572-2988,Independence,M,9.0,IA,Celanese,405.0,,,Bhasin,Bha172,R,20622 MCAFEE COURT,TAMRA,Canada,0.0,,0.0,1.0,97675.0,407985.0,M5e 1y2
1-076-972-4311,Escondido,M,,ND,Dana Holding,805.0,M,,Jordan,Jor173,O,10526 LINWOOD LANE,bang,United States of America,5.0,,5.0,83.0,,,80029
1-341-595-8408,Lansing,M,5.0,NY,XTO Energy,819.0,F,,KNUDSEN,KNU174,O,21088 vessey crescent,HILDEGARDE,United States of America,4.0,,4.0,78.0,3569070.0,257897.0,30350
,Anaheim,M,0.0,OR,Alliance Data Systems,648.0,F,,Hamelin,Ham175,O,10884 ryan avenue,Carmody,United States of America,5.0,,0.0,,1507616.0,261143.0,97240
1-536-952-5040,Glendale,U,10.0,MO,Franklin Resources,401.0,,,MAUER,MAU176,R,1481 gale court,Dareen,United States of America,5.0,,5.0,5.0,514151.0,110615.0,R3A 1M1
1-663-917-0422,Chula Vista,U,8.0,CT,Fidelity National Financial,484.0,F,,Rezansoff,Rez177,U,18390 martins east,WEN,United States of America,0.0,Apt. 426,2.0,43.0,2903408.0,407799.0,73172
1-843-773-1791,Orlando,U,1.0,MO,FirstEnergy,463.0,,,Koa,Koa178,O,23208 porter crescent,MOT,Canada,4.0,,4.0,53.0,1695814.0,195242.0,V6s 1p9
1-823-567-1252,Cleveland,U,5.0,MN,Commercial Metals,335.0,m,B,HANNEMAN,HAN179,O,17026 durand north,leese,United States of America,0.0,,3.0,13.0,868465.0,315490.0,90140
1-744-421-7512,Huntington,U,10.0,NC,Genzyme,,,I,jakim,jak180,O,16533 devonshire park,nettie,United States of America,4.0,,5.0,7.0,2810709.0,22201.0,94639
1-621-744-1484,Fayetteville,M,7.0,TN,US Airways Group,381.0,,C,umphres,ump181,R,8965 griffin east,AILEE,United States of America,5.0,,4.0,17.0,3593363.0,441579.0,22307
1-973-214-3381,Riverside,M,1.0,NV,Advanced Micro Devices,708.0,,G,Wickham,Wic182,O,22451 larner court,chan,Canada,2.0,,2.0,67.0,2607636.0,342730.0,55116
1-428-266-1600,Dayton,M,8.0,AL,United Parcel Service,354.0,F,,Gates,Gat183,R,3681 HOLLY KNOLL CRESCENT,RAY,Canada,4.0,Apt. 540,5.0,54.0,2735642.0,117267.0,M6s 1i5
1-334-466-5299,Corona,S,10.0,NE,Fastenal,547.0,,,bott,bot184,,5678 dayton street,Robinette,United States of America,4.0,,1.0,5.0,1501732.0,260107.0,92708
1-249-478-5643,Oklahoma City,D,9.0,KS,Core-Mark Holding,761.0,,T,DAVID-YERUMO,DAV185,O,15591 holgate lane,Rocke,United States of America,1.0,,1.0,28.0,397072.0,166760.0,V6r 1q6
1-804-228-8548,Dallas,M,1.0,NY,Boise,659.0,F,,HILLARD,HIL186,O,23477 havenridge rue,Suzette,United States of America,1.0,,4.0,5.0,3399757.0,401021.0,63178
1-564-230-0062,Durham,M,9.0,NY,DST Systems,351.0,,,warburton,war187,R,18267 cape lane,Myla,United States of America,2.0,,4.0,,2684548.0,70945.0,x7j 1r5
1-781-339-9073,Tacoma,S,7.0,Saskatchewan,United States Steel,608.0,m,,MACHNICKI-HYNES,MAC188,O,2928 POTOMAC UPPER,dacia,United States of America,3.0,apt. 48,3.0,72.0,3041622.0,389391.0,M5e 1y7
1-096-116-9962,Alexandria,S,3.0,Prince Edward Island,Pepco Holdings,706.0,F,A,levitin,lev189,O,14656 pasadena park,CHELSIE,United States of America,2.0,,4.0,12.0,3211816.0,63226.0,23257
1-914-194-6997,Hialeah,M,8.0,Alberta,Acuity Brands,391.0,,,Gooderham,Goo190,O,16983 flagler drive,abbas,United States of America,4.0,apt. 968,0.0,71.0,127026.0,206220.0,V6I 1U7
1-733-360-9116,Denver,W,2.0,Ontario,Baker Hughes,461.0,,E,Kohalmi-hill,Koh191,R,17212 LANDER SOUTH,Rec,United States of America,4.0,,5.0,90.0,588945.0,,94539
1-591-402-8026,Fort Lauderdale,U,2.0,TN,Newell Rubbermaid,510.0,M,,AYLWIN,AYL192,O,23764 sabine west,Elaine,United States of America,4.0,,4.0,20.0,1962620.0,337152.0,H7h 1v4
1-326-180-9322,Mesa,W,5.0,VA,Westlake Chemical,805.0,F,E,CHOUHAN,CHO193,O,16271 vista south,Katharine,United States of America,2.0,,,58.0,178193.0,312074.0,15201
1-784-796-6844,Cleveland,M,7.0,TX,Jones Lang LaSalle,702.0,,G,DITKO,DIT194,O,1080 LAVENDER LANE,LILIAN,United States of America,4.0,,2.0,57.0,2102811.0,68551.0,t5a 1n6
1-662-625-4671,Lewiston,W,3.0,MT,Burger King Holdings,368.0,,,EMIG,EMI195,O,10856 summer street,CATI,United States of America,1.0,,4.0,43.0,2246854.0,488800.0,78784
1-627-590-4931,Tallahassee,W,8.0,IL,Hovnanian Enterprises,520.0,m,,Ryder,Ryd196,R,17021 edwards crescent,Luong,United States of America,2.0,APT. 392,3.0,39.0,1312448.0,431633.0,H6d 1w8
1-055-694-7984,El Monte,S,2.0,WY,Medical Mutual of Ohio,666.0,,S,meisner,mei197,O,7726 TALLOWOOD UPPER,JUOZAS,United States of America,3.0,,0.0,87.0,295993.0,72797.0,06705
1-166-844-7429,Sioux Falls,S,9.0,NC,Lockheed Martin,587.0,,,Cegelski,Ceg198,O,19097 foxfire north,Lysy,United States of America,1.0,,0.0,57.0,1220003.0,260576.0,M5c 1v9
1-516-930-4640,Columbia,U,4.0,ND,Yum Brands,643.0,,Z,haigh,hai199,O,8161 PINTO ROAD,ULA,United States of America,5.0,,4.0,58.0,2400476.0,200096.0,90759
1-261-215-4290,San Francisco,,5.0,GA,Wesco International,484.0,,J,clendening,cle200,R,9659 sakowitz west,Francesca,United States of America,4.0,,,28.0,2900897.0,,22301
1-681-572-7662,Santa Clara,U,3.0,VA,Volt Information Sciences,,,W,Ciesielski,Cie201,R,15306 pike park,emili,United States of America,1.0,,3.0,95.0,3942140.0,267656.0,19165
1-288-967-5460,Greensboro,S,8.0,Prince Edward Island,Western Union,676.0,f,,Parypa,Par202,R,21891 dewey street,yogesh,United States of America,2.0,,1.0,98.0,2118119.0,35253.0,75007
1-315-022-2148,Waco,M,4.0,OR,,300.0,f,K,LOZINSKI,LOZ203,O,8155 storeywood road,Xantippe,United States of America,2.0,,5.0,55.0,338540.0,113159.0,90302
1-707-402-6121,Rochester,,8.0,WI,Lubrizol,,,,Pascal,Pas204,R,20871 dewdrop street,TINO,Canada,3.0,APT. 630,2.0,14.0,2617116.0,297444.0,84092
1-186-893-7846,Tampa,M,9.0,ID,C.H. Robinson Worldwide,831.0,,,Aula,Aul205,O,1121 GREENE PARK,AGGIE,United States of America,1.0,,3.0,30.0,1459711.0,52092.0,v6d 1u1
1-571-918-3795,Paterson,M,7.0,MT,Celgene,609.0,F,N,barnes,bar206,O,23849 westerley south,Alane,United States of America,1.0,,3.0,90.0,1804959.0,30249.0,99503
1-206-055-2128,Fullerton,S,2.0,MD,Leggett & Platt,679.0,,,ELLIOTT,ELL207,O,1540 murie rue,ABBYE,United States of America,0.0,,2.0,69.0,2957472.0,483052.0,80960
1-963-724-8044,London,U,6.0,NY,Fidelity National Information,634.0,m,P,forslund,for208,O,16633 raymond road,aleen,United States of America,0.0,suite 344,4.0,67.0,2919293.0,287060.0,53743
1-050-641-8503,Newark,W,4.0,HI,Arch Coal,338.0,,U,Burbidge,Bur209,O,18676 turman drive,collen,Canada,1.0,,1.0,41.0,3610130.0,274154.0,t6d 1k1
1-020-258-1680,Buffalo,M,4.0,DE,Affinia Group Intermediate,332.0,F,,FOLLMER,FOL210,O,1808 HARDY STREET,NEALA,United States of America,5.0,,5.0,2.0,1209441.0,379659.0,91350
,El Paso,M,8.0,PA,Kellogg,721.0,m,,Leder,Led211,O,11115 midland avenue,CELISSE,United States of America,0.0,,0.0,89.0,1058712.0,,37916
1-886-961-7857,Toledo,,3.0,IN,PerkinElmer,351.0,,N,kopke,kop212,O,24950 sheppard lane,MEHMET,United States of America,1.0,,4.0,88.0,1946028.0,100796.0,22329
1-999-799-7384,Sterling Heights,M,6.0,MT,Limited Brands,564.0,,,paylor,pay213,O,6450 LEMMING RUE,Carlis,Canada,1.0,,1.0,90.0,1420984.0,128277.0,M1i 1r8
1-362-078-4138,New Haven,M,9.0,WY,OfficeMax,379.0,,,PALACEK,PAL214,O,19342 wycliffe park,marshal,United States of America,3.0,,1.0,54.0,213235.0,147414.0,h5i 1p1
1-174-723-5263,Dallas,S,8.0,FL,J.B. Hunt Transport Services,727.0,,,felton,fel215,O,7582 woodway south,Fabien,United States of America,2.0,,1.0,53.0,472425.0,51559.0,M1I 1R5
1-898-789-3598,Milwaukee,U,2.0,RI,American Express,578.0,,,ATWELL-BYRNE,ATW216,O,22526 QUEENSBURY LOWER,basia,United States of America,3.0,,2.0,89.0,1160132.0,355622.0,53739
1-482-305-5399,Anaheim,W,10.0,CO,Occidental Petroleum,642.0,M,S,Mcbeth,Mcb217,O,18833 3rd park,FARID,United States of America,1.0,,5.0,31.0,2869995.0,468116.0,06603
1-834-784-7657,Huntington Beach,M,1.0,SD,Shaw Group,,M,B,Jalaie,Jal218,O,19394 canoas west,jyoti,United States of America,0.0,apt. 3,1.0,1.0,3727044.0,276728.0,28247
1-864-555-5341,Naperville,S,,TX,W.W. Grainger,554.0,,,vempati,vem219,R,9941 ROYALTON DRIVE,Jandy,Canada,0.0,,3.0,57.0,2293241.0,135306.0,h7g 1u9
1-475-209-3369,Iqaluit,U,6.0,VT,IDT,733.0,,D,BARNICKEL,BAR220,U,10177 pecos crescent,VO,United States of America,0.0,,1.0,10.0,2846515.0,99566.0,90831
1-459-456-1848,Winnipeg,M,10.0,IN,General Mills,345.0,M,U,PESOLD,PES221,O,20823 WEST CHAPEL AVENUE,Kien,United States of America,4.0,,2.0,74.0,1619956.0,263959.0,M4j 1o7
1-802-797-1712,St. Petersburg,M,6.0,UT,RBS Global,644.0,F,,Shaughnessy,Sha222,R,13483 ROCKDALE DRIVE,Tybi,United States of America,0.0,,2.0,28.0,2367607.0,441498.0,77288
,Waterbury,S,3.0,NV,Realogy,564.0,M,J,Schmeing,Sch223,U,9645 HAYDEN BOULEVARD,Nhien,United States of America,0.0,,3.0,96.0,3795566.0,429621.0,77117
1-224-760-3774,Lubbock,M,10.0,TX,ArvinMeritor,465.0,,L,Materna,Mat224,O,6066 fillmore lower,Florance,United States of America,3.0,,1.0,42.0,734762.0,181214.0,45263
1-511-883-9082,London,D,8.0,OR,Amkor Technology,652.0,,,JAIN,JAI225,O,293 conier avenue,Ros,United States of America,4.0,,,64.0,908994.0,212502.0,v6g 1p4
,Des Moines,M,6.0,Ontario,Lear,714.0,,,KARNAZES,KAR226,O,7000 ansley lane,Genevieve,United States of America,4.0,,5.0,,2561296.0,244545.0,72247
1-405-014-0029,Madison,M,10.0,Saskatchewan,Asbury Automotive Group,383.0,,,gustafson,gus227,R,13635 jarvis south,EMILIO,Canada,4.0,APT. 587,5.0,49.0,3181069.0,218681.0,E7n 1j9
1-076-073-0994,Scottsdale,,7.0,MO,Limited Brands,336.0,,K,Annas,Ann228,O,17362 COFFEY UPPER,JANEEN,United States of America,5.0,,,81.0,2632226.0,296916.0,45272
1-690-040-0846,Mount Pearl,,9.0,UT,Beazer Homes USA,626.0,,R,labenek,lab229,O,12279 trafalgar crescent,cathrin,Canada,2.0,,0.0,57.0,,453659.0,x7j 1q2
1-211-707-3341,Iqaluit,S,0.0,IL,,549.0,f,M,flindall,fli230,U,24717 MIDLAND LANE,kirstin,United States of America,0.0,,3.0,42.0,1151333.0,194450.0,80952
1-642-203-7899,Moreno Valley,U,0.0,NM,Acuity Brands,492.0,,,satkunaseelan,sat231,O,11493 worley park,giles,United States of America,4.0,,5.0,30.0,2763939.0,49533.0,38157
1-792-738-9524,Naperville,M,0.0,NC,ABM Industries,327.0,,I,thornley,tho232,O,6492 HAMMOND AVENUE,Ted,United States of America,4.0,,2.0,56.0,370710.0,394819.0,06703
1-881-269-3949,Norfolk,S,10.0,AZ,,545.0,m,L,CRIPPS,CRI233,O,8954 bagby north,hayden,United States of America,3.0,,3.0,3.0,1192164.0,342754.0,v6u 1r8
1-537-303-6219,Louisville,M,0.0,CT,Southwestern Energy,571.0,M,V,Gascon,Gas234,O,11622 josey south,Gail,United States of America,0.0,,1.0,53.0,223487.0,224435.0,28231
1-682-154-3638,Akron,W,7.0,VA,Delta Air Lines,423.0,f,,Chavers,Cha235,O,11538 collinwood avenue,las,United States of America,2.0,,0.0,67.0,2341143.0,37717.0,63107
1-512-708-0580,Whitehorse,,4.0,NV,ITT,655.0,,,Nettles,Net236,O,20913 vickers boulevard,Noelyn,United States of America,0.0,,1.0,94.0,1774784.0,286483.0,H2g 1w7
1-598-440-6359,Salem,M,0.0,VA,Health Management Associates,488.0,m,,WOODROW,WOO237,O,22274 VICKERY CRESCENT,izak,United States of America,5.0,,0.0,37.0,3951308.0,185412.0,55416
1-281-206-9270,Memphis,M,6.0,British Columbia,Western Union,352.0,,,valerien,val238,,881 vance jackson south,bernita,United States of America,,,4.0,75.0,2756025.0,472518.0,V6d 1u5
1-442-133-8200,Fayetteville,M,0.0,VA,Family Insurance Group,810.0,f,,Berndt,Ber239,O,15079 DECATUR RUE,Karmen,United States of America,1.0,,,51.0,1833112.0,425307.0,93782
1-607-062-8891,Lansing,D,8.0,TX,Advance Auto Parts,686.0,,F,labranche,lab240,O,10424 mitchell street,Rio,United States of America,2.0,,2.0,74.0,698884.0,304909.0,90252
,Atlanta,M,0.0,CO,J.P. Morgan Chase & Co.,389.0,m,X,VREUGDENHIL,VRE241,R,14195 VERDE PARK,ISABELLE,Canada,2.0,,0.0,100.0,3287261.0,231226.0,85759
1-141-622-5196,Gary,M,,GA,Fidelity National Financial,761.0,F,,GOODINSON,GOO242,U,10608 bissonnet road,Micro,United States of America,0.0,,0.0,,3337290.0,219026.0,M5g 1x8
1-500-101-2792,Atlanta,D,4.0,NE,Toro,589.0,,S,chaput,cha243,O,11237 balmoral way,maribel,United States of America,1.0,,0.0,28.0,2963197.0,414993.0,78746
1-655-973-7192,Dawson City,M,1.0,NC,Mueller Water Products,492.0,F,W,TAMARELLI,TAM244,O,15621 yaupon lower,NADYA,United States of America,0.0,,0.0,18.0,1487009.0,24837.0,H2f 1z1
1-972-039-2576,Mobile,D,10.0,OK,Energy Future Holdings,442.0,M,,CUMPSTON,CUM245,U,12387 SAUNDERS WEST,Darrell,United States of America,5.0,Suite 463,2.0,77.0,3177428.0,200645.0,77288
1-764-148-5233,Santa Clarita,S,8.0,MO,Weis Markets,649.0,,E,SIMONOVICH,SIM246,O,6156 holmes court,Hoy,United States of America,3.0,,4.0,14.0,1886280.0,22605.0,35277
1-399-618-9069,Chicago,U,8.0,AR,MasterCard,337.0,,,Estes,Est247,O,17521 REILLY STREET,shana,United States of America,0.0,,0.0,23.0,1853087.0,,36134
1-628-481-6657,Nashua,D,8.0,MT,Oracle,572.0,F,P,haney,han248,R,20093 canterbury way,HQ,United States of America,,,4.0,1.0,195847.0,389524.0,V6t 1u3
1-085-050-1119,West Covina,M,0.0,Newfoundland,Mutual of America Life,666.0,,Y,Peers,Pee249,U,11930 alabama south,Co,United States of America,3.0,,4.0,58.0,3727580.0,232945.0,99597
1-993-284-6634,Mesa,D,4.0,OR,JetBlue Airways,567.0,M,T,blidy,bli250,O,22780 terrace lower,Beb,United States of America,3.0,,2.0,98.0,2993662.0,390626.0,V6N 1V1
1-395-464-9156,El Paso,,5.0,NM,Western Refining,574.0,,,Leavell,Lea251,O,6481 century lane,Sherrill,United States of America,3.0,,5.0,76.0,2886788.0,286207.0,T6d 1h7
1-811-547-9696,Victoria,S,2.0,FL,Western Refining,498.0,F,U,Willhoff,Wil252,,11293 rice avenue,takehiko,United States of America,0.0,,5.0,59.0,3672610.0,391468.0,M7o 1c5
,Hayward,U,9.0,MS,Bristol-Myers Squibb,836.0,f,,komenda,kom253,R,9828 WEST EAST,FLOSSIE,Canada,2.0,,5.0,81.0,3245637.0,171326.0,M2q 1e8
1-648-501-2866,Oshawa,M,8.0,Saskatchewan,AutoNation,759.0,,,Welsford,Wel254,,10369 gemini way,Chryste,United States of America,3.0,,2.0,31.0,959636.0,294972.0,64172
1-332-974-4753,Hamilton,S,6.0,NE,Boeing,563.0,,,Lacombe,Lac255,O,23445 GATES WAY,Sheelagh,United States of America,5.0,,3.0,1.0,1037702.0,131039.0,85265
1-217-048-6379,Oklahoma City,S,8.0,TN,Advanced Micro Devices,313.0,f,,Honda,Hon256,U,2160 WEIZMANN DRIVE,DICKENS,United States of America,5.0,,1.0,28.0,69141.0,480287.0,h5k 1p8
,Portland,M,6.0,OR,Unitrin,771.0,,,Conley,Con257,O,16716 fresco road,Maury,United States of America,4.0,,0.0,36.0,2818725.0,276404.0,M2P 1F6
1-246-119-5490,Macon,S,1.0,ID,Liberty Media,717.0,,,handley,han258,O,17068 simpson road,Dorothy,United States of America,5.0,,0.0,47.0,3153373.0,435481.0,V6U 1U9
,Yellow Knife,D,2.0,WV,Jarden,355.0,,,WOJTECKI,WOJ259,O,23276 dillbeck upper,CHICKIE,United States of America,4.0,,4.0,77.0,616608.0,,V6F 1W7
1-347-479-6259,Santa Rosa,U,10.0,MI,Cincinnati Financial,383.0,f,P,Amini,Ami260,O,24268 hayden west,Lavinia,United States of America,4.0,,4.0,91.0,1014586.0,499891.0,92711
1-881-547-3819,Fort Wayne,S,1.0,AL,Steel Dynamics,579.0,f,A,Mo,Mo261,O,2682 LUMBER PARK,Kristine,United States of America,5.0,,5.0,46.0,1679903.0,394640.0,60779
1-155-847-4022,Inglewood,M,5.0,TN,OGE Energy,324.0,,,BUREK,BUR262,O,4129 crestline avenue,tobi,Canada,3.0,,4.0,36.0,1062919.0,359040.0,90790
1-946-987-5835,London,M,0.0,Manitoba,Hartford Financial Services,752.0,m,X,Kosten,Kos263,R,18257 mahonia west,Frederica,United States of America,2.0,,5.0,18.0,3684297.0,429949.0,80908
,Waterbury,D,2.0,CO,Penske Automotive Group,723.0,m,,Borel,Bor264,O,19050 cordoba upper,Cayla,Canada,2.0,,5.0,27.0,1805618.0,333500.0,74129
,Salem,S,1.0,OR,Amkor Technology,349.0,,K,LARCHE,LAR265,U,1121 greene park,BRIAN,United States of America,,,2.0,79.0,1852935.0,480399.0,M9e 1u6
1-551-913-3853,Dayton,W,4.0,CO,Psychiatric Solutions,643.0,,,BOURDEAU,BOU266,O,13762 silver sage way,ROCH,United States of America,5.0,,2.0,72.0,1528702.0,73398.0,93663
1-666-863-1257,Frederick,W,0.0,NC,Calpine,390.0,,,Panter,Pan267,O,22629 bagby east,Charly,United States of America,0.0,,3.0,26.0,178411.0,,84119
1-938-871-9739,Thousand Oaks,U,7.0,Alberta,Saks,801.0,m,,Walbridge,Wal268,O,13296 wayside boulevard,joli,United States of America,4.0,,4.0,31.0,2245432.0,446105.0,82602
1-333-561-7008,Escondido,S,2.0,VT,BE Aerospace,741.0,M,,Muehle,Mue269,O,9824 OLYMPIA STREET,Kasper,Canada,4.0,,0.0,2.0,3058077.0,128126.0,94429
1-514-023-2587,Independence,D,8.0,VT,Exterran Holdings,821.0,,,Zubans,Zub270,O,6907 ferncliff crescent,Joo-geok,Canada,1.0,Apt. 986,2.0,81.0,723251.0,371101.0,H2A 1V4
1-027-811-2670,Corpus Christi,M,5.0,SC,Penn National Gaming,830.0,,D,Seidman,Sei271,O,24573 lyons avenue,Winona,United States of America,,,3.0,69.0,3755553.0,263066.0,40511
1-475-590-2337,Santa Rosa,M,,SD,PetSmart,441.0,F,,Cavasin,Cav272,R,15407 fillmore north,king-haut,United States of America,1.0,,0.0,69.0,757755.0,,M5b 1y9
1-214-794-0930,Burlington,D,2.0,New Brunswick,First Data,484.0,F,,Hartell,Har273,R,850 leon lower,DARLENE,United States of America,1.0,,3.0,80.0,3610784.0,453776.0,E7N 1P6
1-988-429-0103,Overland Park,,8.0,Manitoba,Liz Claiborne,653.0,M,R,Naugle,Nau274,O,14635 greene rue,Deana,United States of America,5.0,,4.0,14.0,2994154.0,494609.0,h5k 1o7
1-143-517-2347,Huntsville,D,7.0,NJ,Alcoa,727.0,,,Stegman,Ste275,R,21034 windchime lower,Laurette,Canada,2.0,,0.0,39.0,612241.0,233618.0,95203
1-709-720-3248,Berkeley,U,0.0,TX,Perini,535.0,m,D,Choo-kang,Cho276,O,15868 dewdrop park,Renell,United States of America,,,1.0,0.0,1352198.0,,23513
1-314-831-7578,Casper,W,9.0,MD,Hudson City Bancorp,320.0,f,R,Luxford,Lux277,R,10232 oak hill west,Meriann,United States of America,4.0,,5.0,59.0,2534935.0,154521.0,T5c 1j1
1-342-101-7385,Toledo,W,1.0,WV,Sigma-Aldrich,775.0,F,,Farnsworth,Far278,O,950 WILLS WEST,KATALIN,United States of America,4.0,,4.0,60.0,3189762.0,438162.0,V6z 1q9
1-419-495-9429,Cheyenne,M,,OH,Plains Exploration,606.0,F,,Shinjo,Shi279,O,23223 WOODLAWN UPPER,Gayel,United States of America,4.0,,3.0,4.0,447872.0,352602.0,73121
1-992-551-4676,Fresno,S,5.0,NH,W.R. Berkley,,f,P,Piperni,Pip280,O,23208 porter crescent,Lourdes,United States of America,2.0,,4.0,74.0,3207012.0,194788.0,75267
