prospect_gncd,prospect_frstnm,prospect_ntwrth,prospect_mplr,prospect_nmbrcrdtcrds,prospect_lstnm,prospect_ddrssln2,prospect_mrtlstts,prospect_gndr,prospect_phn,prospect_nmbrchldrn,prospect_g,prospect_ct,prospect_cntr,prospect_nmbrcrs,prospect_stt,prospect_ncm,prospect_crdtrtng,prospect_wnrrntflg
ekj7599,JIXUQX,1059543.0,Tupperware Brands,5.0,ekjvgcmzgobzeerrpfgefwvxlvfcua,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,U,,1-145-214-8009,3.0,39.0,Jacksonville,Canada,3.0,RI,165667.0,738.0,U
wcq7600,Eqrxuc,379282.0,Covance,7.0,wcqqbslcxugdqpbzbmbqvlahw,MIMWGPPF,S,,1-328-944-9786,2.0,31.0,Stockton,United States of America,0.0,MA,459767.0,597.0,O
Klc7601,PDAXUXBMPOVTKJUR,3271265.0,Interactive Brokers Group,4.0,Klcanpomjmuwosnasroukafsxtufz,Xpannac,M,f,1-899-864-9421,2.0,64.0,Thousand Oaks,United States of America,2.0,Alberta,106459.0,603.0,R
Jrd7602,Adftxl,1530364.0,SkyWest,5.0,Jrdmn,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,D,,1-877-997-8896,1.0,38.0,Nashua,,,AR,51021.0,662.0,U
GDQ7603,Gaksvvggpbleteofow,3731860.0,Best Buy,0.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,W,,1-750-900-0823,4.0,47.0,Tallahassee,United States of America,2.0,VA,494931.0,838.0,R
fnm7604,Ijstknxzfzsvqmy,2488858.0,Sears Holdings,9.0,fnmqzceohwapysohiuofkhjpwzgv,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,M,,,2.0,,Brownsville,United States of America,5.0,OR,429859.0,791.0,O
Ymu7605,jvhwyzbcwdrrqmlbvpjwbohhemm,2301347.0,Frontier Oil,7.0,Ymuvinagbzdhiwglzfacood,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,S,,1-347-704-7823,4.0,76.0,Charlotte,Canada,1.0,ID,,692.0,O
Pxj7606,nhhjbqktsr,1736571.0,Automatic Data Processing,8.0,Pxjmfwpwm,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,W,,1-228-976-2888,3.0,60.0,Oakland,,0.0,IA,464086.0,673.0,O
Rsd7607,Lmhtjwddyqbzlxgv,2399483.0,,7.0,Rsdlvo,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,U,,,,73.0,Fort Wayne,Canada,3.0,TN,207651.0,331.0,O
Qqh7608,BXFLGQTJSJDQAUCXXJXWHTQU,2982744.0,Comerica,2.0,Qqhwdyopkfs,BPPKDY,U,,1-760-429-1328,,37.0,Chula Vista,United States of America,4.0,Nova Scotia,260418.0,744.0,O
udq7609,Tlaihggmhfiuezhjgps,1611011.0,Baldor Electric,6.0,udqexswxytatsvxw,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,M,,1-253-879-8833,1.0,50.0,Peoria,United States of America,5.0,Ontario,,446.0,U
Ghl7610,DSRXJZKFJTIVXLBAX,2999167.0,Commercial Metals,0.0,Ghlflxgkavpsqvkpun,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,M,,1-401-256-3483,4.0,0.0,Lexington,Canada,0.0,MD,316963.0,,O
mtk7611,Annsrbdzywmpqvigpn,,,,mtkfmxripistepftjaxfosviokgqsf,Xuqmcmxaigbk,W,f,1-175-910-8245,,,Salem,Canada,5.0,AR,84046.0,,O
QIY7612,Mrawpcvb,3307491.0,Molina Healthcare,9.0,QIYQRALNIIONMKDZB,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,M,,1-565-191-3419,3.0,,San Jose,United States of America,0.0,Saskatchewan,368990.0,723.0,O
Ohz7613,yociu,2057260.0,Plains All American Pipeline,2.0,Ohzpaqjtc,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,S,,1-921-688-5401,0.0,81.0,Kansas City,Canada,2.0,OH,124382.0,348.0,O
djg7614,DQNVNWPYSMLDGXJVBUHUKDLRSLN,53179.0,Agilent Technologies,,djgtucxplpftr,EECYCMJAJGNQBRSKW,M,,1-925-155-0170,0.0,52.0,Windsor,United States of America,2.0,VA,9263.0,666.0,O
Iad7615,wfnjfn,690086.0,AutoZone,3.0,Iaduje,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,M,,1-185-691-2951,4.0,68.0,Chicago,United States of America,2.0,ID,334181.0,,U
EMG7616,WWWEN,2025465.0,,8.0,EMGQKGEOTCGAFGDZVTRUAVGZYPM,hgandkyzsnb,M,,1-067-518-3854,1.0,,Evansville,United States of America,0.0,WI,314001.0,844.0,R
Hjn7617,Krjcfgq,695307.0,Universal Health Services,8.0,Hjnljezrxojeaoustvawackahexa,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,M,,1-188-554-1671,4.0,36.0,Honolulu,Canada,1.0,MS,168309.0,766.0,O
CYP7618,Fxmpengjsaf,3238398.0,Time Warner,10.0,CYPTBBGPWKKKFNOUHJ,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,M,M,1-168-215-2223,4.0,31.0,Cleveland,United States of America,2.0,OK,322765.0,521.0,O
KPN7619,Eobtk,1213578.0,Sealed Air,7.0,KPNRNVLRFUTOWOERTCSIRQZ,QTWXYHMLBYQ,W,,1-228-022-3056,5.0,55.0,Livonia,United States of America,1.0,GA,311253.0,306.0,O
Vbi7620,Abahrdfcbtscoblhaovnjkbx,103708.0,Sprint Nextel,9.0,Vbimifwtrtvb,SDEAIMDWRSKXTFCPHWF,W,,1-926-766-1124,5.0,66.0,Little Rock,United States of America,5.0,TN,140296.0,411.0,R
ehb7621,bhephgijqbu,1086081.0,,3.0,ehbcbdctlcspuvwbqveohanmkolbw,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,M,F,1-538-797-1948,5.0,22.0,Halifax,United States of America,1.0,SC,439984.0,,O
TMQ7622,KECNVVPGTOXHIGOUAWLHU,1349626.0,Quiksilver,8.0,TMQACIIUMYYZHYX,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,U,F,1-627-234-0841,0.0,51.0,Peoria,United States of America,5.0,AR,454011.0,702.0,O
Lsb7623,xppmtvztaifqynlbmofxonnus,1083092.0,Valspar,1.0,Lsbutxufufshmkqnscnhx,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,S,a,1-876-492-0782,5.0,26.0,San Jose,United States of America,1.0,MT,191541.0,842.0,R
Dpz7624,kzntoukktuqqfuyeo,1662799.0,Timken,0.0,Dpzpfctp,Lhwkvadxwcjobcggyuighvqlcm,U,M,1-436-946-7319,1.0,100.0,Charlotte,United States of America,2.0,WY,,528.0,R
Zuj7625,TDRLAQZARCGRAMDDMCWP,3548540.0,,5.0,Zujmcfzznpfohsdp,,W,,1-281-780-2897,3.0,13.0,Hilo,United States of America,3.0,WY,,300.0,R
Jqk7626,shbaeyxyrjfietruntrdeyqkc,881414.0,Occidental Petroleum,7.0,Jqkozdva,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,S,,1-421-286-4139,1.0,11.0,Yonkers,United States of America,2.0,WV,269215.0,752.0,O
ijb7627,Zururxrihusergiba,1712200.0,,0.0,ijbcvbgglqupyentiqncsnswyygl,Alukohji,M,m,1-908-354-2709,4.0,62.0,Modesto,Canada,0.0,CA,193126.0,303.0,O
NMO7628,QZLCPVRKZMTENMREVZT,847446.0,Massey Energy,10.0,NMOXMHMVUDGY,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,M,F,1-466-560-2530,5.0,13.0,Louisville,United States of America,3.0,Alberta,462618.0,418.0,O
Tef7629,dvbflygvxrizbclmqwoajkvnzoufc,344294.0,Weyerhaeuser,4.0,Tefewe,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,W,f,1-578-686-8082,3.0,23.0,Eugene,United States of America,3.0,New Brunswick,212026.0,667.0,O
Sdj7630,mtnubdnrdoivcuqmapqhtvzkixw,1534879.0,National Fuel Gas,7.0,Sdjhq,Kxxipkohacffav,D,,1-166-077-1436,4.0,51.0,Buffalo,United States of America,1.0,British Columbia,371024.0,441.0,U
Pbr7631,Nzljqsbgutsixlosfedpmlzl,3897101.0,Pep Boys,0.0,Pbrfgfdwedgrmifitr,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,U,m,1-535-320-1881,2.0,2.0,Santa Fe,United States of America,3.0,DE,235810.0,471.0,O
Ice7632,Ealrdsynhtadihmsl,3064442.0,Neiman Marcus,9.0,Icejebxweavlnddpjz,onxyyslcmbyxpfjuykowqpwqi,W,m,1-633-495-6478,,,Springfield,United States of America,2.0,CT,347270.0,701.0,O
ZWG7633,xfjdwfentojva,2016524.0,BlackRock,1.0,ZWGIV,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,D,,1-398-680-0278,2.0,82.0,Anchorage,United States of America,5.0,Quebec,399212.0,323.0,R
Evw7634,Zvowaelneuhpxzphpvtgvfz,37745.0,McGraw-Hill,10.0,Evwthrqmqfpsbpdqojtqzpjmpoea,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,M,m,1-185-976-7770,5.0,94.0,Winnipeg,United States of America,4.0,NJ,439561.0,846.0,O
Lhl7635,fmdcjzjekrwrirumyvfuqnnkxzr,503752.0,Family Dollar Stores,8.0,Lhlatzfku,Krdmgygwnziumjdtybwyw,M,m,1-490-238-8219,4.0,16.0,Waco,United States of America,3.0,MN,29980.0,850.0,O
LYB7636,Ohetzpmilrphnhnasiisaypdl,2115180.0,Teleflex,,LYBUGCXZYJSERVQKQJKNIIW,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,M,,1-891-741-2112,5.0,43.0,Stockton,United States of America,2.0,NE,28693.0,,U
Ijb7637,VAUWGMVOILXNGKB,839222.0,,3.0,Ijbmwiomutrflaupolplmfjsqh,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,M,M,1-849-918-0984,2.0,76.0,Boston,Canada,1.0,VA,106794.0,564.0,O
Zhf7638,Tnwgmuvaaqmxskkyqnvrmnmul,1851334.0,Imation,4.0,Zhftulgpedd,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,S,f,1-426-168-3142,5.0,0.0,Memphis,United States of America,3.0,PA,340598.0,558.0,O
PYU7639,mtovrkjvtfkennjujgpegknnck,1348251.0,PPL,0.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,Bfntmkesgyjkjrgttbtdncoumqhmnxy,U,m,1-757-910-8931,,33.0,Sydney,United States of America,1.0,WV,490597.0,417.0,O
Iku7640,Lwxdv,2722392.0,Smithfield Foods,6.0,Ikufiibsvk,,U,,1-468-325-0119,2.0,62.0,Shreveport,Canada,2.0,WY,499685.0,487.0,O
HBZ7641,Ftvuzjdzocqmcoxvrbqcna,1785161.0,Macy's,9.0,HBZACUNNIOTFKFSTCILLC,Bnbfbxvqxtngv,M,m,1-383-310-7894,0.0,8.0,Modesto,United States of America,2.0,MN,62285.0,639.0,O
Pco7642,Hnbgeuii,2823578.0,Torchmark,3.0,Pcofbhaqeemibnkjtsoxmdibmpquo,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,U,M,1-353-727-2029,5.0,4.0,Hull,United States of America,5.0,VT,320885.0,625.0,O
Ybv7643,Fykbowmpxpbb,2123972.0,Herman Miller,1.0,Ybvjle,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,D,,1-028-849-5461,3.0,39.0,Yonkers,United States of America,5.0,WV,184669.0,,O
Rim7644,Ruagwhiorgizpmbphjerywjrr,112782.0,Kindred Healthcare,3.0,Rimdakhncfjlrbor,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,S,,1-480-785-4021,0.0,90.0,Atlanta,United States of America,0.0,IN,126989.0,,R
gnf7645,teldp,248311.0,Arch Coal,3.0,gnfkwjxmvkbeh,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,M,,1-443-132-4138,4.0,7.0,Hayward,Canada,1.0,MS,48144.0,460.0,
Wxp7646,Tmhxnpfgyifx,3719851.0,Whirlpool,8.0,Wxphiul,Mbxglsrssswfglfkjrjmedkyvtchipxrc,,F,1-143-020-1234,4.0,95.0,Savannah,United States of America,5.0,CO,377787.0,793.0,O
Dxh7647,Fpchjcvsrkakkqqsojokdrg,1920385.0,Arrow Electronics,8.0,Dxhuevhfuceqmpoolmuhflp,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,U,m,1-475-304-3486,5.0,59.0,Fullerton,Canada,5.0,PA,323782.0,821.0,O
Aqo7648,Heiehcgec,576903.0,Rock-Tenn,6.0,Aqopbqsxqxjj,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,S,,1-677-882-6792,2.0,13.0,Overland Park,United States of America,3.0,DE,31880.0,,O
fen7649,sgapkfrztiyyayezulvi,1855037.0,R.H. Donnelley,8.0,fenowyirqcdcwwo,Eymghd,D,,1-151-067-7411,3.0,58.0,Alexandria,United States of America,5.0,Prince Edward Island,390190.0,643.0,O
CMQ7650,Nohjtayoycptngwoitqzhmuf,2954046.0,Pall,2.0,CMQIHWYKNOLSX,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,U,,1-645-553-4591,1.0,67.0,Fort Collins,Canada,4.0,TN,413821.0,817.0,O
Yhb7651,QIGFYQTIPFYCR,952096.0,Burlington Coat Factory,10.0,Yhbbdqabnbldfqhnofnxdrzrj,Vqdxskijczxliokh,,f,1-670-793-5351,2.0,68.0,Santa Fe,United States of America,1.0,CA,301451.0,702.0,O
mbw7652,evwjgjrsttnkbmhmmrswodkvwdqo,3382998.0,Forest Laboratories,2.0,mbwpxwoq,Fclwsu,D,,1-049-843-6473,0.0,17.0,Simi Valley,United States of America,1.0,TN,5888.0,409.0,O
xas7653,SMOQFUQUOWABMRDKJPFC,3772196.0,Moody's,6.0,xasiqx,HEAVOVI,,,1-739-185-6579,2.0,44.0,Mesa,United States of America,2.0,FL,254404.0,617.0,O
MKM7654,Jzwgkirmjeznhbniytvkxnhhar,3180080.0,Fidelity National Financial,5.0,MKMKDBNJNERUJSQYY,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,M,M,1-215-295-5893,0.0,16.0,Simi Valley,United States of America,3.0,TN,290984.0,,O
Jgi7655,IMPCDEPQTVPBRBNJNLWAPSYUW,3971412.0,Amphenol,,Jgiimqxenotyp,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,M,F,,5.0,27.0,Charlotte,United States of America,5.0,OR,441847.0,756.0,O
Mwv7656,Ewwyolurheysjpusipgrmydspux,1488210.0,Int. Business Machines,5.0,Mwvgdm,Qyixsrnjoebdnlfllhogyogxucqdulld,D,,1-515-341-8405,4.0,59.0,St. Petersburg,United States of America,2.0,ME,373240.0,484.0,R
YOY7657,Indhpnqswpoplupdlejxhjm,2621373.0,Int. Flavors & Fragrances,9.0,YOYQEKTGQPVGKZZXM,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,S,,1-249-978-7278,4.0,8.0,Washington,United States of America,1.0,SC,461444.0,589.0,O
Gja7658,Dahur,1021949.0,Gilead Sciences,0.0,Gjaqmimggdmubhczafzufuklxgxos,Ukwllcghntgqugnsgvuipavrllepqrfbbf,S,m,1-471-716-6210,4.0,98.0,Tallahassee,United States of America,1.0,Ontario,255072.0,380.0,O
rcx7659,JLZXMAOFICNNT,2444319.0,United Rentals,10.0,rcxczhucwf,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,S,f,,1.0,35.0,Mesa,United States of America,1.0,GA,255019.0,541.0,R
IPA7660,Rvrfuknkgeyb,362567.0,Convergys,7.0,IPAZTGHTPTW,BPENSONZGIJMQPDRWDCT,M,M,1-982-617-1421,,57.0,Portland,Canada,1.0,VA,330718.0,474.0,
rbj7661,Ruihhbkdjniajgrvwos,462234.0,Mueller Water Products,4.0,rbjgdyplkrcutrs,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,,,1-068-568-6056,1.0,69.0,Las Vegas,United States of America,2.0,KY,245130.0,685.0,O
ebw7662,Gkirgeljoajnkshohjinbooco,3936622.0,Shaw Group,10.0,ebwticokpfdypejppslctr,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,M,,,3.0,33.0,Sudbury,United States of America,4.0,SC,19691.0,363.0,R
SQY7663,cgqpaxicnbhaaufmao,2116904.0,Energy Future Holdings,9.0,SQYYLFSC,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,M,,1-772-155-4468,1.0,33.0,Sunnyvale,United States of America,1.0,NC,13490.0,605.0,O
nqw7664,beidygiakhaztngnhqsrjhxs,63883.0,PHH,6.0,nqwvfudiscyqixxng,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,W,f,1-551-833-6226,4.0,1.0,Birmingham,United States of America,4.0,KS,90333.0,394.0,
Fyz7665,XXILDDNLYSINLOGZNXHQKGLMEAR,2747738.0,Simon Property Group,6.0,Fyzxvqjbmfgyeyswcxbogeytfuqur,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,U,m,1-894-068-7775,2.0,19.0,Orlando,Canada,0.0,MO,210200.0,812.0,R
Hds7666,MLHCHSATXNEQIRSMEHAM,938329.0,World Fuel Services,3.0,Hdsxrjpdyr,Jtiwqtllu,M,f,,3.0,63.0,Albuquerque,United States of America,3.0,OK,195318.0,688.0,R
ksz7667,Qqgzzbefkm,976093.0,Andersons,9.0,kszsqhunjdmjqhozzck,,M,F,1-942-682-4165,5.0,27.0,Nashville,United States of America,5.0,LA,486627.0,808.0,O
Wzm7668,qdjedjylsojhngornkkgmozdbb,2031908.0,L-3 Communications,1.0,Wzmdnrkeh,Vwhjqdpbsxgifvj,,,,4.0,12.0,Akron,United States of America,,Saskatchewan,142918.0,492.0,O
Xna7669,Vszkppbmlhgmjgeiss,660066.0,CACI International,6.0,Xnafmengguewmwckz,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,D,,1-316-836-0322,3.0,26.0,Lubbock,United States of America,4.0,KY,243364.0,734.0,O
ugr7670,Yizitnh,2777991.0,M&T Bank Corp.,7.0,ugrohhoiopurrh,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,M,,1-746-466-6593,5.0,2.0,St. Paul,United States of America,1.0,NH,208343.0,579.0,O
Qao7671,Jkrhfalisxualvrritesxm,3148815.0,Family Dollar Stores,10.0,Qaondcvjqnzbdtnhd,Oivxztihdxtiymll,M,f,1-306-508-0916,4.0,34.0,Columbus,United States of America,0.0,NM,26787.0,410.0,U
MXH7672,Hfhsubkrpir,3714775.0,Medco Health Solutions,7.0,MXHLAVXOZQHBUBMXESG,GRBTZCPWVAXIEDLFBP,D,,1-049-405-9872,4.0,86.0,Abilene,United States of America,0.0,NE,190609.0,743.0,O
KQU7673,Htbblpuiuynkio,2203195.0,Crosstex Energy,9.0,KQUJOIXHOLTVWZCHD,yrwbeeazafrlhgevuujdmoayhrrtit,M,,1-539-901-1797,,47.0,Biloxi,United States of America,1.0,New Brunswick,,431.0,O
bxn7674,odfxd,3708645.0,Reynolds American,4.0,bxnxlbwaecusydvfagorkjv,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,M,,1-976-507-8347,0.0,73.0,Cincinnati,United States of America,0.0,MD,,805.0,O
Opu7675,Znewofyktnzry,2954852.0,PolyOne,9.0,Opuqjoidjwgejjmkquot,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,U,M,1-902-376-9596,0.0,83.0,Tulsa,United States of America,1.0,WV,453308.0,688.0,O
Ceo7676,obgrwipkwotv,2421534.0,"Toys ""R"" Us",1.0,Ceodsyerdrcenlfqt,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,D,,1-532-161-3458,,99.0,Oakland,United States of America,1.0,MA,251108.0,483.0,O
DZH7677,llbtndfaert,941243.0,Sonoco Products,7.0,DZHUBKPLE,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,U,,1-943-745-8094,0.0,49.0,McAllen,United States of America,0.0,MT,128853.0,844.0,O
Ocd7678,Vowvlsbsbfokxbljqxz,3133101.0,Newfield Exploration,5.0,Ocdmelacghnqhlsdvvkvuycchojc,Cdfhriutpkdafvnqaknxfagsycyedqxsyrtsazbklpawywxjscoudkhdxwwzojcskidtubekfgfh,M,F,1-162-078-3859,3.0,96.0,Laredo,Canada,3.0,NM,486933.0,436.0,O
Uyj7679,qafdyn,2070834.0,IAC/InterActiveCorp,3.0,Uyjwcvfmhzfpziunhflhoccjfwi,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,D,,1-881-265-1012,2.0,12.0,Fort Collins,Canada,5.0,TN,306545.0,336.0,U
mhz7680,aqococfdutcrxipsdiizyfbigy,2617194.0,MGIC Investment,1.0,mhzepufgwnlohcheeezqcehvlnjb,frxttcqtwmvcozbcgkzuhtqlxixybzxntwbuywlcvboycczpyxcp,S,,1-781-682-4447,1.0,75.0,Sudbury,United States of America,1.0,PA,7682.0,688.0,O
Sft7681,Radeyutyf,2752340.0,American International Group,9.0,Sftndrabqgoigvgvnidx,hkoyjtywhpdhr,U,,1-716-288-6722,0.0,29.0,Simi Valley,Canada,3.0,NC,280763.0,581.0,O
gza7682,ockmjwrdbkxoaemodyftxmjcl,2611991.0,Health Net,6.0,gzasmfmrelczwmljfayfgvhxynxr,Mcukytevbntbtojyvvwfhtehrjkmqxqkainho,,m,1-407-712-3659,2.0,4.0,Berkeley,United States of America,1.0,CO,296945.0,670.0,R
Rem7683,MPCHPTTYJUWERHWMHALH,3965576.0,Mueller Industries,5.0,Remwagiyqu,Upjgbbciatadkkxsnnqbhrckqcwhvmrnixiwvfosomwpzipmndogviptcaejebeyto,U,,1-747-143-2305,0.0,100.0,Santa Rosa,United States of America,0.0,TX,176399.0,671.0,O
cko7684,Duhgkwcceehrrqvnnirv,3550405.0,American National Insurance,10.0,ckocrloglb,Jfwccnzmfbvapnjdqjthwagblnpiorcwdgqdewyr,U,,1-522-074-1862,4.0,45.0,Mesquite,Canada,3.0,IN,97252.0,352.0,U
RLN7685,Rpmqztmrghojzbyqnivxceyuiha,1566093.0,Morgan Stanley,10.0,RLNJVXKTTORDIVXEEWAJSTVV,rjxzamoqpqhaaaxieysyexzcjsydrkljzlwqrahuyziejjjlrowthbvdeiyznzoauevkfgcwwdf,S,f,1-867-195-7669,2.0,63.0,Regina,United States of America,3.0,VA,320588.0,317.0,O
Qjl7686,YTNSVR,1944507.0,Halliburton,6.0,Qjltuabiu,Vcuqoxpqiagdsjlrlqdhdbwfvdyyehvbhxotjyaehcjzdxigaiwokkreeir,,,1-272-128-3403,2.0,35.0,Worcester,United States of America,4.0,WV,18284.0,809.0,R
YNL7687,xgayrgnjhvearxja,3250645.0,MGIC Investment,5.0,YNLFVXOHLQAQYMDQUUHAVNW,Lzqpctubshjhbonplyvbkpvwaiklmxnoxbvdthmysxujjhrsjhtpiqcgvewteibauxmteqkccfjetjcr,S,m,1-174-194-8365,2.0,61.0,Iqaluit,Canada,0.0,VT,,704.0,
qpi7688,AJSVULACHMZKBAEN,2806218.0,United Services Automobile,2.0,qpiikhkdd,dbbiipgceoxrelirr,S,,1-067-296-1708,,43.0,Little Rock,United States of America,1.0,AZ,80228.0,411.0,O
Xxi7689,fubtbkexiuaacw,2826399.0,Spartan Stores,4.0,Xxidvapbmiihnxwvrjtpa,lwkuslewwpqlmqtkxlfnaaloqcougorfnnscaqzzobrargrnzztbcocqahhkqqf,U,F,1-688-092-7664,3.0,98.0,Santa Clarita,Canada,,NY,39672.0,431.0,O
axi7690,Lygmiirioggkj,91147.0,Moog,4.0,axivutiixzrcuv,Whwhamkhcfwxwwdzlfcnrqajwcfczohlpahjoykdulkwozthxvs,M,m,1-784-445-0301,3.0,84.0,Chicago,United States of America,3.0,NE,225036.0,362.0,O
Wqd7691,Xtslyxwajneuihyndtpz,1036928.0,Century Aluminum,4.0,Wqdkflcndhnjyuhgcfxg,Ydjnahnxjekwwvlbedwtqekyuhomxxrwyjdcurodxdrpbqyicvnycoz,M,M,1-773-485-4247,3.0,,Irving,Canada,2.0,SC,224427.0,532.0,R
jur7692,Fmeifzrxyvgil,2406965.0,Hayes Lemmerz,3.0,jurwurbdctv,Aphldmruwmbvrajtjkcnjadcaadjovfmwhcu,U,M,1-528-873-2585,4.0,18.0,Ontario,United States of America,5.0,New Brunswick,123153.0,442.0,O
NBX7693,Rugvrsjeadcummqftfmb,3588199.0,EOG Resources,10.0,NBXNTB,qroliyuwlwkuquhoobibbvfubyjkpbqxuszyintthawnjjmrll,S,,1-952-933-5053,1.0,14.0,Stamford,United States of America,2.0,KY,,677.0,O
Naf7694,RAVHHLPXNYMAOCOVOWXKHPS,,Dresser-Rand Group,8.0,Nafrhdvsijqnetunpamn,Gygrsb,M,f,1-882-237-0765,2.0,22.0,Victoria,United States of America,4.0,British Columbia,353487.0,565.0,O
bzc7695,eaxqrdredlfrhooq,2896930.0,Sealed Air,5.0,bzczehwxuk,Yiaduiiz,M,,1-762-453-2464,1.0,7.0,Brownsville,United States of America,3.0,WA,145794.0,365.0,R
Pmo7696,XLJLRWZ,312676.0,Blockbuster,5.0,Pmonjmzccapetw,Fudfpqtgptlrxzduhykgxruxmidsscscoxfjnhnmdatvmkeldfqaqyarmbiicwnkzenypfzwsurnn,W,F,1-129-593-2017,5.0,97.0,Bellevue,United States of America,3.0,AK,142515.0,406.0,O
goh7697,Wwqsseqcbmteqjub,16279.0,Owens Corning,3.0,gohguacsokmccgcukkj,AKNKOVOODFQXYTMPKDDTGBXOVJMTLKQQLIZPTOKLZUVJGUZVADSDVAOIHDTP,U,F,1-779-145-2680,5.0,49.0,Baltimore,United States of America,0.0,MN,414775.0,774.0,
Jfb7698,Qdakvyntptkywsqpy,1536113.0,Robert Half International,7.0,Jfbfecnkszhhdsgyzus,NXFOMKMOB,S,F,1-770-255-3860,5.0,25.0,Cedar Rapids,United States of America,2.0,RI,125271.0,718.0,R
