City,LastName,Income,State,Phone,NumberCreditCards,Country,MaritalStatus,AddressLine1,Age,AddressLine2,Gender,OwnOrRentFlag,NumberCars,NetWorth,Employer,PostalCode,NumberChildren,CreditRating,AgencyID,FirstName,MiddleInitial
Oakland,czuvw,156048.0,IL,1-352-678-5471,3.0,Canada,M,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,38.0,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,,O,1.0,3874445.0,Phillips-Van Heusen,Xbgykqm,2.0,348.0,czu7576,kpofwgtomgijnm,
Billings,Ghrlcuscpesuzsdwqfwwbgh,63617.0,AZ,1-906-600-9749,8.0,United States of America,M,BESJDYZDIOIXKDFEHBQXBPW,68.0,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,,O,1.0,437353.0,Wells Fargo,NNCXIBTCXZA,5.0,598.0,Ghr7577,Biflzgcqpqpbahquomftmjffohpwuy,Z
Pueblo,Rwkdeshuwhwvmvmdnckmuvdt,244849.0,NY,1-093-018-2851,9.0,United States of America,U,Ouopoqztakszwsfkthdbwndfjuqaelyd,93.0,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,,O,2.0,2669917.0,Vornado Realty Trust,mfwuio,2.0,505.0,Rwk7578,ybdlwlwxispyswbiegrbsqqtywxr,
Sherbrooke,Uwinnbtdd,123585.0,WA,1-302-096-9321,7.0,United States of America,S,Ivwhotvobwkshcixclfobqoljlaqohw,48.0,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,,R,4.0,1466537.0,New York Times,Utgwrun,3.0,839.0,Uwi7579,Capzcewdt,
Sacramento,VXZTLDNZPYIFIKTIJRXS,391134.0,GA,1-915-044-3154,2.0,United States of America,S,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,96.0,CYQWJKJB,,U,1.0,991860.0,Adobe Systems,Wgulrhctjlg,1.0,672.0,VXZ7580,XKBLVBCCYKMIXABVTOTVPZCJRII,
Charlotte,Aykkkc,426759.0,AZ,1-040-274-3474,3.0,United States of America,M,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,58.0,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,f,O,5.0,,Valmont Industries,Srhxvxe,5.0,696.0,Ayk7581,wmknfemsztimaphftadowlmbnp,p
El Paso,lhodktal,451737.0,NV,1-678-397-2739,5.0,United States of America,W,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,63.0,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,M,O,5.0,1816368.0,UAL,Dadkihaohc,3.0,448.0,lho7582,DHLVITRFJDXLTPAGMPMJ,
Mesa,rziprpcfwnirtuvrbfnuepq,180822.0,TN,1-679-345-9939,9.0,United States of America,S,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,18.0,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,,O,2.0,565246.0,AFLAC,Fpoleiod,1.0,549.0,rzi7583,Jdpqutldftwykfyhukveiaimoyyk,
Simi Valley,Wdsuorykxmvfxupyyjl,205843.0,AL,1-093-616-0613,0.0,United States of America,W,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,40.0,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,,O,4.0,1899339.0,VeraSun Energy,Cuaieflmccqp,2.0,705.0,Wds7584,Qiwemtdba,
St. Catharines,Xsjypvyfoqbiq,470985.0,TX,1-546-131-8988,6.0,United States of America,M,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,29.0,ccfzcxohrhrcnypedmhjovjyjrxi,M,O,4.0,3873239.0,Magellan Health Services,qiraymmapgf,3.0,387.0,Xsj7585,JQKEDISZ,f
Washington,Luxkby,318225.0,WV,1-477-186-7432,7.0,United States of America,U,Nhgrkzjzcrjcerkwrugwul,21.0,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,,,2.0,767547.0,Emcor Group,Tsynomgib,1.0,359.0,Lux7586,Gfuwa,v
Chula Vista,wxwhwasadsmxchyhlgrvnurte,326044.0,ND,1-965-848-6954,9.0,Canada,M,,41.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,f,O,2.0,1027999.0,Peabody Energy,Amudllk,2.0,494.0,wxw7587,CTTUYHUUMMDTX,
Montpelier,pfzjoarqopfjtzjalxxxeq,,Saskatchewan,1-622-866-0937,10.0,United States of America,M,uiaoi,56.0,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,m,,1.0,3428495.0,State Farm Insurance Cos.,ELQKT,1.0,345.0,pfz7588,Wvtqm,e
Mesa,hlxshqpvshstjerwclb,187282.0,VA,1-040-217-2014,10.0,United States of America,M,Wwonzdtvwkn,33.0,REHWDWEP,M,O,2.0,1827180.0,Humana,Oiwac,0.0,402.0,hlx7589,xuwgpsvzcpxtoerndtr,
New Haven,nybiaaw,,ND,1-101-684-2373,3.0,United States of America,M,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,96.0,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,,O,2.0,2070007.0,News Corp.,Dqgzinvuxxy,0.0,579.0,nyb7590,Hnnzpokbygacjjgybkskf,
Indianapolis,Lttvvpjjavydrmbt,,ND,1-386-426-5849,2.0,United States of America,,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,35.0,DIMPFMEBDNHBCT,,O,2.0,,Torchmark,Nchaajfkjvx,0.0,569.0,Ltt7591,qsnivsknktiwjpqwnrlgftnmsrxkjc,O
Stockton,gszunimggpyfjzmivbwizzftuen,306946.0,MS,1-598-816-0126,9.0,United States of America,W,cezvfwtftwlwfrgrpxtuejvrgucexe,40.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,,O,0.0,3596263.0,Rock-Tenn,XEDMBUAMGXKH,4.0,745.0,gsz7592,pygsfvfpeofkdcugfvxdsqgmcgebfp,
Louisville,Kwpztgkknktyvdks,99663.0,WY,1-770-379-7700,1.0,,D,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,10.0,DVYTEPWCABNSGPTLJEMPQLTEWM,,U,0.0,3719999.0,AGCO,crxbrlj,,320.0,Kwp7593,Zgxsuo,
Atlanta,AGMCLBCUEPVBRKDKWAGBCFOLYET,482013.0,MA,,4.0,United States of America,M,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,59.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,,R,2.0,3058439.0,,Eytubbwi,4.0,591.0,AGM7594,ganifmdaqbltccwbqijtkypcetuq,D
Milwaukee,Ocnds,180476.0,AK,1-628-245-6238,10.0,United States of America,M,Ctgihaqlm,70.0,,m,U,1.0,2592932.0,United Stationers,Lwftldizl,0.0,,Ocn7595,IYCOMORWDFSEKN,u
Fort Smith,Cmweamsabhudajyhpsohkpzcy,285682.0,PA,1-813-787-2611,5.0,United States of America,M,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,69.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,F,,4.0,1471273.0,McCormick,GSSFZNBZL,5.0,417.0,Cmw7596,vdvdlfz,
Knoxville,Ditjvpiidkjkvxssfnctzcczb,455032.0,MA,1-362-897-1162,8.0,United States of America,M,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,96.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,,R,0.0,,National Life Group,Nrnqtmjz,5.0,338.0,Dit7597,Sbwymtnwzhffkwjczlsnvrtcv,V
Idaho Falls,Rmmasnivkq,356141.0,DC,1-952-919-4878,9.0,United States of America,S,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,9.0,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,,O,3.0,2410816.0,Hasbro,Rzjxvum,,340.0,Rmm7598,qjjwbffbgxilxyarhjwdvo,S
Jacksonville,ekjvgcmzgobzeerrpfgefwvxlvfcua,165667.0,RI,1-145-214-8009,5.0,Canada,U,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,39.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,,U,3.0,1059543.0,Tupperware Brands,Accezkuzqrif,3.0,738.0,ekj7599,JIXUQX,
Stockton,wcqqbslcxugdqpbzbmbqvlahw,459767.0,MA,1-328-944-9786,7.0,United States of America,S,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,31.0,MIMWGPPF,,O,0.0,379282.0,Covance,LNZZPGOTEG,2.0,597.0,wcq7600,Eqrxuc,A
Thousand Oaks,Klcanpomjmuwosnasroukafsxtufz,106459.0,Alberta,1-899-864-9421,4.0,United States of America,M,RSSNUTWWLOKIHRRTPEAFTLBF,64.0,Xpannac,f,R,2.0,3271265.0,Interactive Brokers Group,YINOHET,2.0,603.0,Klc7601,PDAXUXBMPOVTKJUR,
Nashua,Jrdmn,51021.0,AR,1-877-997-8896,5.0,,D,Sachwqwddeyfxvagihsjxtcsibaejb,38.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,,U,,1530364.0,SkyWest,ddgkyv,1.0,662.0,Jrd7602,Adftxl,
Tallahassee,GDQESTOSFCKVLPZEQPNFIKQLTXB,494931.0,VA,1-750-900-0823,0.0,United States of America,W,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,47.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,,R,2.0,3731860.0,Best Buy,Seiksuhglhj,4.0,838.0,GDQ7603,Gaksvvggpbleteofow,
Brownsville,fnmqzceohwapysohiuofkhjpwzgv,429859.0,OR,,9.0,United States of America,M,Sbutxmtwkb,,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,,O,5.0,2488858.0,Sears Holdings,Ytgghhaxc,2.0,791.0,fnm7604,Ijstknxzfzsvqmy,
Charlotte,Ymuvinagbzdhiwglzfacood,,ID,1-347-704-7823,7.0,Canada,S,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,76.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,,O,1.0,2301347.0,Frontier Oil,Ajlcdadx,4.0,692.0,Ymu7605,jvhwyzbcwdrrqmlbvpjwbohhemm,e
Oakland,Pxjmfwpwm,464086.0,IA,1-228-976-2888,8.0,,W,mnkidgiyajigobghpnkdvauwiubpjb,60.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,,O,0.0,1736571.0,Automatic Data Processing,Daivf,3.0,673.0,Pxj7606,nhhjbqktsr,R
Fort Wayne,Rsdlvo,207651.0,TN,,7.0,Canada,U,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,73.0,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,,O,3.0,2399483.0,,xrquzcptycg,,331.0,Rsd7607,Lmhtjwddyqbzlxgv,M
Chula Vista,Qqhwdyopkfs,260418.0,Nova Scotia,1-760-429-1328,2.0,United States of America,U,Fmrydeogisvvtrpsfonolelpnqcbkrr,37.0,BPPKDY,,O,4.0,2982744.0,Comerica,shigmwk,,744.0,Qqh7608,BXFLGQTJSJDQAUCXXJXWHTQU,
Peoria,udqexswxytatsvxw,,Ontario,1-253-879-8833,6.0,United States of America,M,Xhggtfwyslxvgeiuzjfxewcsweefq,50.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,,U,5.0,1611011.0,Baldor Electric,enehob,1.0,446.0,udq7609,Tlaihggmhfiuezhjgps,Q
Lexington,Ghlflxgkavpsqvkpun,316963.0,MD,1-401-256-3483,0.0,Canada,M,,0.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,,O,0.0,2999167.0,Commercial Metals,RNLAKRXSPA,4.0,,Ghl7610,DSRXJZKFJTIVXLBAX,M
Salem,mtkfmxripistepftjaxfosviokgqsf,84046.0,AR,1-175-910-8245,,Canada,W,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,Xuqmcmxaigbk,f,O,5.0,,,Hlezt,,,mtk7611,Annsrbdzywmpqvigpn,
San Jose,QIYQRALNIIONMKDZB,368990.0,Saskatchewan,1-565-191-3419,9.0,United States of America,M,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,,O,0.0,3307491.0,Molina Healthcare,Iyqmkpcjx,3.0,723.0,QIY7612,Mrawpcvb,
Kansas City,Ohzpaqjtc,124382.0,OH,1-921-688-5401,2.0,Canada,S,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,81.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,,O,2.0,2057260.0,Plains All American Pipeline,klgnkcaedht,0.0,348.0,Ohz7613,yociu,
Windsor,djgtucxplpftr,9263.0,VA,1-925-155-0170,,United States of America,M,Gvdteormavfflajkedaclod,52.0,EECYCMJAJGNQBRSKW,,O,2.0,53179.0,Agilent Technologies,Jsombikj,0.0,666.0,djg7614,DQNVNWPYSMLDGXJVBUHUKDLRSLN,
Chicago,Iaduje,334181.0,ID,1-185-691-2951,3.0,United States of America,M,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,68.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,,U,2.0,690086.0,AutoZone,Xtckbvng,4.0,,Iad7615,wfnjfn,
Evansville,EMGQKGEOTCGAFGDZVTRUAVGZYPM,314001.0,WI,1-067-518-3854,8.0,United States of America,M,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,,hgandkyzsnb,,R,0.0,2025465.0,,YPUWSVRD,1.0,844.0,EMG7616,WWWEN,H
Honolulu,Hjnljezrxojeaoustvawackahexa,168309.0,MS,1-188-554-1671,8.0,Canada,M,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,36.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,,O,1.0,695307.0,Universal Health Services,Ifxvsnt,4.0,766.0,Hjn7617,Krjcfgq,
Cleveland,CYPTBBGPWKKKFNOUHJ,322765.0,OK,1-168-215-2223,10.0,United States of America,M,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,31.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,M,O,2.0,3238398.0,Time Warner,EAOJPQVWBNZ,4.0,521.0,CYP7618,Fxmpengjsaf,D
Livonia,KPNRNVLRFUTOWOERTCSIRQZ,311253.0,GA,1-228-022-3056,7.0,United States of America,W,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,55.0,QTWXYHMLBYQ,,O,1.0,1213578.0,Sealed Air,fhirgl,5.0,306.0,KPN7619,Eobtk,h
Little Rock,Vbimifwtrtvb,140296.0,TN,1-926-766-1124,9.0,United States of America,W,Blsmawjjdmdamrhqyqgzmbkfa,66.0,SDEAIMDWRSKXTFCPHWF,,R,5.0,103708.0,Sprint Nextel,Lahfziy,5.0,411.0,Vbi7620,Abahrdfcbtscoblhaovnjkbx,x
Halifax,ehbcbdctlcspuvwbqveohanmkolbw,439984.0,SC,1-538-797-1948,3.0,United States of America,M,Stofpzwyhkpmuq,22.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,F,O,1.0,1086081.0,,tofdjef,5.0,,ehb7621,bhephgijqbu,
Peoria,TMQACIIUMYYZHYX,454011.0,AR,1-627-234-0841,8.0,United States of America,U,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,51.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,F,O,5.0,1349626.0,Quiksilver,rckzx,0.0,702.0,TMQ7622,KECNVVPGTOXHIGOUAWLHU,C
San Jose,Lsbutxufufshmkqnscnhx,191541.0,MT,1-876-492-0782,1.0,United States of America,S,,26.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,a,R,1.0,1083092.0,Valspar,MMLJKBGXD,5.0,842.0,Lsb7623,xppmtvztaifqynlbmofxonnus,y
Charlotte,Dpzpfctp,,WY,1-436-946-7319,0.0,United States of America,U,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,100.0,Lhwkvadxwcjobcggyuighvqlcm,M,R,2.0,1662799.0,Timken,banusio,1.0,528.0,Dpz7624,kzntoukktuqqfuyeo,u
Hilo,Zujmcfzznpfohsdp,,WY,1-281-780-2897,5.0,United States of America,W,cnckvldjedzgdqhy,13.0,,,R,3.0,3548540.0,,Safkd,3.0,300.0,Zuj7625,TDRLAQZARCGRAMDDMCWP,
Yonkers,Jqkozdva,269215.0,WV,1-421-286-4139,7.0,United States of America,S,,11.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,,O,2.0,881414.0,Occidental Petroleum,DHTLWJDXLRW,1.0,752.0,Jqk7626,shbaeyxyrjfietruntrdeyqkc,
Modesto,ijbcvbgglqupyentiqncsnswyygl,193126.0,CA,1-908-354-2709,0.0,Canada,M,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,62.0,Alukohji,m,O,0.0,1712200.0,,RORIUHK,4.0,303.0,ijb7627,Zururxrihusergiba,
Louisville,NMOXMHMVUDGY,462618.0,Alberta,1-466-560-2530,10.0,United States of America,M,qehomraquwxrkb,13.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,F,O,3.0,847446.0,Massey Energy,bxgwhohh,5.0,418.0,NMO7628,QZLCPVRKZMTENMREVZT,U
Eugene,Tefewe,212026.0,New Brunswick,1-578-686-8082,4.0,United States of America,W,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,23.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,f,O,3.0,344294.0,Weyerhaeuser,SRARKMXOD,3.0,667.0,Tef7629,dvbflygvxrizbclmqwoajkvnzoufc,
Buffalo,Sdjhq,371024.0,British Columbia,1-166-077-1436,7.0,United States of America,D,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,51.0,Kxxipkohacffav,,U,1.0,1534879.0,National Fuel Gas,hwugfvlttol,4.0,441.0,Sdj7630,mtnubdnrdoivcuqmapqhtvzkixw,Z
Santa Fe,Pbrfgfdwedgrmifitr,235810.0,DE,1-535-320-1881,0.0,United States of America,U,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,2.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,m,O,3.0,3897101.0,Pep Boys,zgsllav,2.0,471.0,Pbr7631,Nzljqsbgutsixlosfedpmlzl,
Springfield,Icejebxweavlnddpjz,347270.0,CT,1-633-495-6478,9.0,United States of America,W,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,,onxyyslcmbyxpfjuykowqpwqi,m,O,2.0,3064442.0,Neiman Marcus,Mszwfhpj,,701.0,Ice7632,Ealrdsynhtadihmsl,
Anchorage,ZWGIV,399212.0,Quebec,1-398-680-0278,1.0,United States of America,D,TAIWTM,82.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,,R,5.0,2016524.0,BlackRock,Yqfxb,2.0,323.0,ZWG7633,xfjdwfentojva,
Winnipeg,Evwthrqmqfpsbpdqojtqzpjmpoea,439561.0,NJ,1-185-976-7770,10.0,United States of America,M,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,94.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,m,O,4.0,37745.0,McGraw-Hill,ypmuep,5.0,846.0,Evw7634,Zvowaelneuhpxzphpvtgvfz,
Waco,Lhlatzfku,29980.0,MN,1-490-238-8219,8.0,United States of America,M,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,16.0,Krdmgygwnziumjdtybwyw,m,O,3.0,503752.0,Family Dollar Stores,Xthtecuu,4.0,850.0,Lhl7635,fmdcjzjekrwrirumyvfuqnnkxzr,c
Stockton,LYBUGCXZYJSERVQKQJKNIIW,28693.0,NE,1-891-741-2112,,United States of America,M,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,43.0,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,,U,2.0,2115180.0,Teleflex,Xjzpdio,5.0,,LYB7636,Ohetzpmilrphnhnasiisaypdl,N
Boston,Ijbmwiomutrflaupolplmfjsqh,106794.0,VA,1-849-918-0984,3.0,Canada,M,Phqspowfoiqmszxy,76.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,M,O,1.0,839222.0,,Rgthehdvvlh,2.0,564.0,Ijb7637,VAUWGMVOILXNGKB,x
Memphis,Zhftulgpedd,340598.0,PA,1-426-168-3142,4.0,United States of America,S,XDPEFDQIMFNMCO,0.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,f,O,3.0,1851334.0,Imation,ysexit,5.0,558.0,Zhf7638,Tnwgmuvaaqmxskkyqnvrmnmul,
Sydney,PYUHQOCHAUAWGKHHLXQNUWZTEBN,490597.0,WV,1-757-910-8931,0.0,United States of America,U,FSSAAXLAMAPBOMTNUFG,33.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy,m,O,1.0,1348251.0,PPL,Wscgcsbwlzj,,417.0,PYU7639,mtovrkjvtfkennjujgpegknnck,r
Shreveport,Ikufiibsvk,499685.0,WY,1-468-325-0119,6.0,Canada,U,AKWOIATLDDKU,62.0,,,O,2.0,2722392.0,Smithfield Foods,AUQJTIMK,2.0,487.0,Iku7640,Lwxdv,F
Modesto,HBZACUNNIOTFKFSTCILLC,62285.0,MN,1-383-310-7894,9.0,United States of America,M,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,8.0,Bnbfbxvqxtngv,m,O,2.0,1785161.0,Macy's,Weqnwrwrbcgx,0.0,639.0,HBZ7641,Ftvuzjdzocqmcoxvrbqcna,
Hull,Pcofbhaqeemibnkjtsoxmdibmpquo,320885.0,VT,1-353-727-2029,3.0,United States of America,U,VANVGDDSYEK,4.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,M,O,5.0,2823578.0,Torchmark,facqrtjqjmd,5.0,625.0,Pco7642,Hnbgeuii,
Yonkers,Ybvjle,184669.0,WV,1-028-849-5461,1.0,United States of America,D,TVTDULLNHUZPDNEEKSXEGPXDNE,39.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,,O,5.0,2123972.0,Herman Miller,OCNCREZ,3.0,,Ybv7643,Fykbowmpxpbb,
Atlanta,Rimdakhncfjlrbor,126989.0,IN,1-480-785-4021,3.0,United States of America,S,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,90.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,,R,0.0,112782.0,Kindred Healthcare,JXOGSVJ,0.0,,Rim7644,Ruagwhiorgizpmbphjerywjrr,F
Hayward,gnfkwjxmvkbeh,48144.0,MS,1-443-132-4138,3.0,Canada,M,HWAWSSEUGGKEXQDESYXFHWZ,7.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,,,1.0,248311.0,Arch Coal,Iqtso,4.0,460.0,gnf7645,teldp,
Savannah,Wxphiul,377787.0,CO,1-143-020-1234,8.0,United States of America,,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,95.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,F,O,5.0,3719851.0,Whirlpool,Uxgvbwop,4.0,793.0,Wxp7646,Tmhxnpfgyifx,C
Fullerton,Dxhuevhfuceqmpoolmuhflp,323782.0,PA,1-475-304-3486,8.0,Canada,U,,59.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,m,O,5.0,1920385.0,Arrow Electronics,Ovsiu,5.0,821.0,Dxh7647,Fpchjcvsrkakkqqsojokdrg,N
Overland Park,Aqopbqsxqxjj,31880.0,DE,1-677-882-6792,6.0,United States of America,S,NASLRGJGXPDOGNJSHNLNGBCXJVO,13.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,,O,3.0,576903.0,Rock-Tenn,Frqdqbs,2.0,,Aqo7648,Heiehcgec,
Alexandria,fenowyirqcdcwwo,390190.0,Prince Edward Island,1-151-067-7411,8.0,United States of America,D,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,58.0,Eymghd,,O,5.0,1855037.0,R.H. Donnelley,waiitdv,3.0,643.0,fen7649,sgapkfrztiyyayezulvi,s
Fort Collins,CMQIHWYKNOLSX,413821.0,TN,1-645-553-4591,2.0,Canada,U,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,67.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,,O,4.0,2954046.0,Pall,Vlmzifrfolfs,1.0,817.0,CMQ7650,Nohjtayoycptngwoitqzhmuf,
Santa Fe,Yhbbdqabnbldfqhnofnxdrzrj,301451.0,CA,1-670-793-5351,10.0,United States of America,,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,68.0,Vqdxskijczxliokh,f,O,1.0,952096.0,Burlington Coat Factory,DKXNSUJQRKGM,2.0,702.0,Yhb7651,QIGFYQTIPFYCR,
