prospect_gncd,prospect_ddrssln2,prospect_ct,prospect_nmbrcrs,prospect_pstlcd,prospect_mddlntl,prospect_nmbrcrdtcrds,prospect_ddrssln1,prospect_frstnm,prospect_g,prospect_cntr,prospect_nmbrchldrn,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_ntwrth
Kwp7593,DVYTEPWCABNSGPTLJEMPQLTEWM,Louisville,0.0,crxbrlj,,1.0,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,Zgxsuo,10.0,,,D,320.0,U,AGCO,3719999.0
AGM7594,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,Atlanta,2.0,Eytubbwi,D,4.0,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,ganifmdaqbltccwbqijtkypcetuq,59.0,United States of America,4.0,M,591.0,R,,3058439.0
Ocn7595,,Milwaukee,1.0,Lwftldizl,u,10.0,Ctgihaqlm,IYCOMORWDFSEKN,70.0,United States of America,0.0,M,,U,United Stationers,2592932.0
Cmw7596,qlgnszfowrbrkuurrmjrfnfaeulhneecv,Fort Smith,4.0,GSSFZNBZL,,5.0,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,vdvdlfz,69.0,United States of America,5.0,M,417.0,,McCormick,1471273.0
Dit7597,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,Knoxville,0.0,Nrnqtmjz,V,8.0,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,Sbwymtnwzhffkwjczlsnvrtcv,96.0,United States of America,5.0,M,338.0,R,National Life Group,
Rmm7598,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,Idaho Falls,3.0,Rzjxvum,S,9.0,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,qjjwbffbgxilxyarhjwdvo,9.0,United States of America,,S,340.0,O,Hasbro,2410816.0
ekj7599,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,Jacksonville,3.0,Accezkuzqrif,,5.0,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,JIXUQX,39.0,Canada,3.0,U,738.0,U,Tupperware Brands,1059543.0
wcq7600,MIMWGPPF,Stockton,0.0,LNZZPGOTEG,A,7.0,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,Eqrxuc,31.0,United States of America,2.0,S,597.0,O,Covance,379282.0
Klc7601,Xpannac,Thousand Oaks,2.0,YINOHET,,4.0,RSSNUTWWLOKIHRRTPEAFTLBF,PDAXUXBMPOVTKJUR,64.0,United States of America,2.0,M,603.0,R,Interactive Brokers Group,3271265.0
Jrd7602,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,Nashua,,ddgkyv,,5.0,Sachwqwddeyfxvagihsjxtcsibaejb,Adftxl,38.0,,1.0,D,662.0,U,SkyWest,1530364.0
GDQ7603,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,Tallahassee,2.0,Seiksuhglhj,,0.0,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,Gaksvvggpbleteofow,47.0,United States of America,4.0,W,838.0,R,Best Buy,3731860.0
fnm7604,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,Brownsville,5.0,Ytgghhaxc,,9.0,Sbutxmtwkb,Ijstknxzfzsvqmy,,United States of America,2.0,M,791.0,O,Sears Holdings,2488858.0
Ymu7605,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,Charlotte,1.0,Ajlcdadx,e,7.0,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,jvhwyzbcwdrrqmlbvpjwbohhemm,76.0,Canada,4.0,S,692.0,O,Frontier Oil,2301347.0
Pxj7606,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,Oakland,0.0,Daivf,R,8.0,mnkidgiyajigobghpnkdvauwiubpjb,nhhjbqktsr,60.0,,3.0,W,673.0,O,Automatic Data Processing,1736571.0
Rsd7607,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,Fort Wayne,3.0,xrquzcptycg,M,7.0,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,Lmhtjwddyqbzlxgv,73.0,Canada,,U,331.0,O,,2399483.0
Qqh7608,BPPKDY,Chula Vista,4.0,shigmwk,,2.0,Fmrydeogisvvtrpsfonolelpnqcbkrr,BXFLGQTJSJDQAUCXXJXWHTQU,37.0,United States of America,,U,744.0,O,Comerica,2982744.0
udq7609,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Peoria,5.0,enehob,Q,6.0,Xhggtfwyslxvgeiuzjfxewcsweefq,Tlaihggmhfiuezhjgps,50.0,United States of America,1.0,M,446.0,U,Baldor Electric,1611011.0
Ghl7610,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,Lexington,0.0,RNLAKRXSPA,M,0.0,,DSRXJZKFJTIVXLBAX,0.0,Canada,4.0,M,,O,Commercial Metals,2999167.0
mtk7611,Xuqmcmxaigbk,Salem,5.0,Hlezt,,,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,Annsrbdzywmpqvigpn,,Canada,,W,,O,,
QIY7612,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,San Jose,0.0,Iyqmkpcjx,,9.0,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,Mrawpcvb,,United States of America,3.0,M,723.0,O,Molina Healthcare,3307491.0
Ohz7613,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,Kansas City,2.0,klgnkcaedht,,2.0,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,yociu,81.0,Canada,0.0,S,348.0,O,Plains All American Pipeline,2057260.0
djg7614,EECYCMJAJGNQBRSKW,Windsor,2.0,Jsombikj,,,Gvdteormavfflajkedaclod,DQNVNWPYSMLDGXJVBUHUKDLRSLN,52.0,United States of America,0.0,M,666.0,O,Agilent Technologies,53179.0
Iad7615,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,Chicago,2.0,Xtckbvng,,3.0,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,wfnjfn,68.0,United States of America,4.0,M,,U,AutoZone,690086.0
EMG7616,hgandkyzsnb,Evansville,0.0,YPUWSVRD,H,8.0,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,WWWEN,,United States of America,1.0,M,844.0,R,,2025465.0
Hjn7617,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,Honolulu,1.0,Ifxvsnt,,8.0,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,Krjcfgq,36.0,Canada,4.0,M,766.0,O,Universal Health Services,695307.0
CYP7618,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,Cleveland,2.0,EAOJPQVWBNZ,D,10.0,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,Fxmpengjsaf,31.0,United States of America,4.0,M,521.0,O,Time Warner,3238398.0
KPN7619,QTWXYHMLBYQ,Livonia,1.0,fhirgl,h,7.0,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,Eobtk,55.0,United States of America,5.0,W,306.0,O,Sealed Air,1213578.0
Vbi7620,SDEAIMDWRSKXTFCPHWF,Little Rock,5.0,Lahfziy,x,9.0,Blsmawjjdmdamrhqyqgzmbkfa,Abahrdfcbtscoblhaovnjkbx,66.0,United States of America,5.0,W,411.0,R,Sprint Nextel,103708.0
ehb7621,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,Halifax,1.0,tofdjef,,3.0,Stofpzwyhkpmuq,bhephgijqbu,22.0,United States of America,5.0,M,,O,,1086081.0
TMQ7622,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,Peoria,5.0,rckzx,C,8.0,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,KECNVVPGTOXHIGOUAWLHU,51.0,United States of America,0.0,U,702.0,O,Quiksilver,1349626.0
Lsb7623,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,San Jose,1.0,MMLJKBGXD,y,1.0,,xppmtvztaifqynlbmofxonnus,26.0,United States of America,5.0,S,842.0,R,Valspar,1083092.0
Dpz7624,Lhwkvadxwcjobcggyuighvqlcm,Charlotte,2.0,banusio,u,0.0,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,kzntoukktuqqfuyeo,100.0,United States of America,1.0,U,528.0,R,Timken,1662799.0
Zuj7625,,Hilo,3.0,Safkd,,5.0,cnckvldjedzgdqhy,TDRLAQZARCGRAMDDMCWP,13.0,United States of America,3.0,W,300.0,R,,3548540.0
Jqk7626,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,Yonkers,2.0,DHTLWJDXLRW,,7.0,,shbaeyxyrjfietruntrdeyqkc,11.0,United States of America,1.0,S,752.0,O,Occidental Petroleum,881414.0
ijb7627,Alukohji,Modesto,0.0,RORIUHK,,0.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,Zururxrihusergiba,62.0,Canada,4.0,M,303.0,O,,1712200.0
NMO7628,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,Louisville,3.0,bxgwhohh,U,10.0,qehomraquwxrkb,QZLCPVRKZMTENMREVZT,13.0,United States of America,5.0,M,418.0,O,Massey Energy,847446.0
Tef7629,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,Eugene,3.0,SRARKMXOD,,4.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,dvbflygvxrizbclmqwoajkvnzoufc,23.0,United States of America,3.0,W,667.0,O,Weyerhaeuser,344294.0
Sdj7630,Kxxipkohacffav,Buffalo,1.0,hwugfvlttol,Z,7.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,mtnubdnrdoivcuqmapqhtvzkixw,51.0,United States of America,4.0,D,441.0,U,National Fuel Gas,1534879.0
Pbr7631,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,Santa Fe,3.0,zgsllav,,0.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,Nzljqsbgutsixlosfedpmlzl,2.0,United States of America,2.0,U,471.0,O,Pep Boys,3897101.0
Ice7632,onxyyslcmbyxpfjuykowqpwqi,Springfield,2.0,Mszwfhpj,,9.0,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,Ealrdsynhtadihmsl,,United States of America,,W,701.0,O,Neiman Marcus,3064442.0
ZWG7633,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,Anchorage,5.0,Yqfxb,,1.0,TAIWTM,xfjdwfentojva,82.0,United States of America,2.0,D,323.0,R,BlackRock,2016524.0
Evw7634,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,Winnipeg,4.0,ypmuep,,10.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,Zvowaelneuhpxzphpvtgvfz,94.0,United States of America,5.0,M,846.0,O,McGraw-Hill,37745.0
Lhl7635,Krdmgygwnziumjdtybwyw,Waco,3.0,Xthtecuu,c,8.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,fmdcjzjekrwrirumyvfuqnnkxzr,16.0,United States of America,4.0,M,850.0,O,Family Dollar Stores,503752.0
LYB7636,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,Stockton,2.0,Xjzpdio,N,,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,Ohetzpmilrphnhnasiisaypdl,43.0,United States of America,5.0,M,,U,Teleflex,2115180.0
Ijb7637,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,Boston,1.0,Rgthehdvvlh,x,3.0,Phqspowfoiqmszxy,VAUWGMVOILXNGKB,76.0,Canada,2.0,M,564.0,O,,839222.0
Zhf7638,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,Memphis,3.0,ysexit,,4.0,XDPEFDQIMFNMCO,Tnwgmuvaaqmxskkyqnvrmnmul,0.0,United States of America,5.0,S,558.0,O,Imation,1851334.0
PYU7639,Bfntmkesgyjkjrgttbtdncoumqhmnxy,Sydney,1.0,Wscgcsbwlzj,r,0.0,FSSAAXLAMAPBOMTNUFG,mtovrkjvtfkennjujgpegknnck,33.0,United States of America,,U,417.0,O,PPL,1348251.0
Iku7640,,Shreveport,2.0,AUQJTIMK,F,6.0,AKWOIATLDDKU,Lwxdv,62.0,Canada,2.0,U,487.0,O,Smithfield Foods,2722392.0
HBZ7641,Bnbfbxvqxtngv,Modesto,2.0,Weqnwrwrbcgx,,9.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,Ftvuzjdzocqmcoxvrbqcna,8.0,United States of America,0.0,M,639.0,O,Macy's,1785161.0
Pco7642,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,Hull,5.0,facqrtjqjmd,,3.0,VANVGDDSYEK,Hnbgeuii,4.0,United States of America,5.0,U,625.0,O,Torchmark,2823578.0
Ybv7643,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,Yonkers,5.0,OCNCREZ,,1.0,TVTDULLNHUZPDNEEKSXEGPXDNE,Fykbowmpxpbb,39.0,United States of America,3.0,D,,O,Herman Miller,2123972.0
Rim7644,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,Atlanta,0.0,JXOGSVJ,F,3.0,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,Ruagwhiorgizpmbphjerywjrr,90.0,United States of America,0.0,S,,R,Kindred Healthcare,112782.0
gnf7645,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,Hayward,1.0,Iqtso,,3.0,HWAWSSEUGGKEXQDESYXFHWZ,teldp,7.0,Canada,4.0,M,460.0,,Arch Coal,248311.0
Wxp7646,Mbxglsrssswfglfkjrjmedkyvtchipxrc,Savannah,5.0,Uxgvbwop,C,8.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,Tmhxnpfgyifx,95.0,United States of America,4.0,,793.0,O,Whirlpool,3719851.0
Dxh7647,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,Fullerton,5.0,Ovsiu,N,8.0,,Fpchjcvsrkakkqqsojokdrg,59.0,Canada,5.0,U,821.0,O,Arrow Electronics,1920385.0
Aqo7648,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,Overland Park,3.0,Frqdqbs,,6.0,NASLRGJGXPDOGNJSHNLNGBCXJVO,Heiehcgec,13.0,United States of America,2.0,S,,O,Rock-Tenn,576903.0
fen7649,Eymghd,Alexandria,5.0,waiitdv,s,8.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,sgapkfrztiyyayezulvi,58.0,United States of America,3.0,D,643.0,O,R.H. Donnelley,1855037.0
CMQ7650,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,Fort Collins,4.0,Vlmzifrfolfs,,2.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,Nohjtayoycptngwoitqzhmuf,67.0,Canada,1.0,U,817.0,O,Pall,2954046.0
Yhb7651,Vqdxskijczxliokh,Santa Fe,1.0,DKXNSUJQRKGM,,10.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,QIGFYQTIPFYCR,68.0,United States of America,2.0,,702.0,O,Burlington Coat Factory,952096.0
mbw7652,Fclwsu,Simi Valley,1.0,Vzvadviukgid,L,2.0,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,evwjgjrsttnkbmhmmrswodkvwdqo,17.0,United States of America,0.0,D,409.0,O,Forest Laboratories,3382998.0
xas7653,HEAVOVI,Mesa,2.0,Jjtgz,Y,6.0,Gicehrtxtlvwiewgl,SMOQFUQUOWABMRDKJPFC,44.0,United States of America,2.0,,617.0,O,Moody's,3772196.0
MKM7654,Nuvildisqwrretporbklkkkuesaaenmfetzsxnsoengrbvzglsybgklzmkxvvelaj,Simi Valley,3.0,TMWLE,,5.0,cveuptzbcwxicceqqmqsqgfvhykw,Jzwgkirmjeznhbniytvkxnhhar,16.0,United States of America,0.0,M,,O,Fidelity National Financial,3180080.0
Jgi7655,IMGLHWOQKASFDAROMYAMOPHMPBIOPSREIGWHGKFXOLVFEIKPZTCAHLBCNCB,Charlotte,5.0,Lfmjqz,,,Kqosfw,IMPCDEPQTVPBRBNJNLWAPSYUW,27.0,United States of America,5.0,M,756.0,O,Amphenol,3971412.0
Mwv7656,Qyixsrnjoebdnlfllhogyogxucqdulld,St. Petersburg,2.0,bserucmdlez,,5.0,Alalqiofkazuxcrdgdkvvxnjjvlnfprosowqemufpnlbblbhnnkubuos,Ewwyolurheysjpusipgrmydspux,59.0,United States of America,4.0,D,484.0,R,Int. Business Machines,1488210.0
YOY7657,Ejtyvddwcwvmcqmbccdfdubrnjdkbdadbqlphphwpbrtvumnnmfhyqwakqipo,Washington,1.0,Nobgu,,9.0,Gqvfapurdsetypjkkcceahfodyn,Indhpnqswpoplupdlejxhjm,8.0,United States of America,4.0,S,589.0,O,Int. Flavors & Fragrances,2621373.0
Gja7658,Ukwllcghntgqugnsgvuipavrllepqrfbbf,Tallahassee,1.0,Mynrhpyte,,0.0,OEEJIPIAMAKDAWOYUMBPPMQMFSSRQFLISJWATRWGNIZKEQBDEIH,Dahur,98.0,United States of America,4.0,S,380.0,O,Gilead Sciences,1021949.0
rcx7659,njrfpmvtptmizvafxeryrnxywmkqmfdouwwnykwojclyoqrgvqgiowxysc,Mesa,1.0,aqobdfbeu,E,10.0,cmyrakyntzvrxbwjxthpjcpsdkhktqnjqghaivnwel,JLZXMAOFICNNT,35.0,United States of America,1.0,S,541.0,R,United Rentals,2444319.0
IPA7660,BPENSONZGIJMQPDRWDCT,Portland,1.0,jecwnfavowiu,V,7.0,wnasusgubpolystujfhpnewgephvoybwmtocbxktwgh,Rvrfuknkgeyb,57.0,Canada,,M,474.0,,Convergys,362567.0
rbj7661,Heurrztnsuomwaqkjnhwctjjqeekmqiztwwsjnddugdnhjfufvqgsqhppdhpomfypdpxsv,Las Vegas,2.0,Nmemytq,b,4.0,WSKYHRCGGHSPINYLUNNDCJPV,Ruihhbkdjniajgrvwos,69.0,United States of America,1.0,,685.0,O,Mueller Water Products,462234.0
ebw7662,PHDGPCMZMTFIABDCHWTKJMFZGITTJBEINIOTRGSDQV,Sudbury,4.0,Vqvleqweftl,U,10.0,YAWXQBXZPDDAABNXGBSNYTIUCDJWZZRTSGNDQABOTVZORUAKQEQVFJVUYLSFKHXJCWZIFWCVR,Gkirgeljoajnkshohjinbooco,33.0,United States of America,3.0,M,363.0,R,Shaw Group,3936622.0
SQY7663,lxoewulytrayksjjeixgmlwiuwfjhuegvdbgsuermwkz,Sunnyvale,1.0,ABCSQOCHEHK,,9.0,BVGWFVTBYBIRDMELYIMOPNSCZAAWESPOWEFIWBLMPRMEQUVPUPFZU,cgqpaxicnbhaaufmao,33.0,United States of America,1.0,M,605.0,O,Energy Future Holdings,2116904.0
nqw7664,IMQKDBOQQNUCBFYZXMVDENONHFIIOEXPTSFBYCEIFRTHPJQEVLILNNSWOG,Birmingham,4.0,NOQIRAGYH,i,6.0,GXDPHMVQYGMVNKXOGSIPAOWQHIXGFMFJSCIUIQHGJIMUWHBVV,beidygiakhaztngnhqsrjhxs,1.0,United States of America,4.0,W,394.0,,PHH,63883.0
Fyz7665,ngmzxncjzvginqaixudbhgjqkwoxqjycqrefnmqcdrisoqfbknkmnmsrdhwgmqykyj,Orlando,0.0,Yqqldbrjvcqq,,6.0,uezrarapf,XXILDDNLYSINLOGZNXHQKGLMEAR,19.0,Canada,2.0,U,812.0,R,Simon Property Group,2747738.0
Hds7666,Jtiwqtllu,Albuquerque,3.0,BSICQKYPBDT,J,3.0,decxgrglzbzjowqrkgmsqkwajqotkwsxrayznrpwhmxcgtfewbpbqhihjufnsefsjtacgwtotoxaupr,MLHCHSATXNEQIRSMEHAM,63.0,United States of America,3.0,M,688.0,R,World Fuel Services,938329.0
ksz7667,,Nashville,5.0,enurwe,s,9.0,Iuhkirrztibynuvducmelhfrbpybbfmtgalxtlknxkfyidojymbpxqznfggzcnrsdokjssi,Qqgzzbefkm,27.0,United States of America,5.0,M,808.0,O,Andersons,976093.0
Wzm7668,Vwhjqdpbsxgifvj,Akron,,Qslfupidrch,,1.0,zrrfyhpzqiymphjujdoiszfbaqoxorghbfndjyingmjvadtsvmvhnuspwkxewwmmmlvp,qdjedjylsojhngornkkgmozdbb,12.0,United States of America,4.0,,492.0,O,L-3 Communications,2031908.0
Xna7669,PQRUFVKVMHAPJWFNTXVCPZTFOUGXJMKYVMFSIGYDUORCRJMI,Lubbock,4.0,VEKXFJRNX,N,6.0,xznxzmzinjddcepuvomccimcwdxo,Vszkppbmlhgmjgeiss,26.0,United States of America,3.0,D,734.0,O,CACI International,660066.0
ugr7670,Rbtvdcuzrdgkwxgntknutxckwnytguygdyjwrejuia,St. Paul,1.0,Dbkoxqpx,,7.0,AGXVRFOCGTMSAVBSNEAIVBAZPJKXRM,Yizitnh,2.0,United States of America,5.0,M,579.0,O,M&T Bank Corp.,2777991.0
Qao7671,Oivxztihdxtiymll,Columbus,0.0,HPYTPNH,a,10.0,Qekhyklpmssrqsvkxvdpgivkatwqwhwntnjmzbtvo,Jkrhfalisxualvrritesxm,34.0,United States of America,4.0,M,410.0,U,Family Dollar Stores,3148815.0
MXH7672,GRBTZCPWVAXIEDLFBP,Abilene,0.0,rxcbiltuvzyh,G,7.0,Jzjclobnqehedjrffawkrmwpcbwywwxufdboleolvlkipjydnzabpapvuthrazvytlbbwth,Hfhsubkrpir,86.0,United States of America,4.0,D,743.0,O,Medco Health Solutions,3714775.0
KQU7673,yrwbeeazafrlhgevuujdmoayhrrtit,Biloxi,1.0,jfrawlwjssge,J,9.0,Rooofgqlzfvudadruvebqrucpvrhuquomygilwn,Htbblpuiuynkio,47.0,United States of America,,M,431.0,O,Crosstex Energy,2203195.0
bxn7674,ZYKFEACHPDHBFUOBGEOFPMZYSKWZGKCJSWSGUIKGNFYQDUNHKQRFLSOIDNGOQGSZBYFATGDAFXXALXTR,Cincinnati,0.0,PGIUBMUAR,,4.0,Ijjqsttsjysflovsamehtpsnbgwderdiqpwcucsqkpjbreipamsfmjkxf,odfxd,73.0,United States of America,0.0,M,805.0,O,Reynolds American,3708645.0
Opu7675,KRQPTUJPRRCYHLEFKBCWUOAXGKRYBUTSHGOFAQEMQCWGXIWW,Tulsa,1.0,rgqwzxsvza,,9.0,Awyuevmvxemjnmmdqjmacpxkegcbqhripfnkyrseahdxdsjbbo,Znewofyktnzry,83.0,United States of America,0.0,U,688.0,O,PolyOne,2954852.0
Ceo7676,Gctrmgbnlmfrattklbjkwupgkxtscugwoybzjiqavnuiogkphnmoncsdbgcympwkqtukzmqxhyjtp,Oakland,1.0,qnxfnq,,1.0,Nnjpkrnygejcbycxkpxilkxagoihwhzkbwz,obgrwipkwotv,99.0,United States of America,,D,483.0,O,"Toys ""R"" Us",2421534.0
DZH7677,Nsmcvnmewdvkoyxccrpbtnbmgcreuikqnhcdpnzksidrxizgqe,McAllen,0.0,lfjtpka,,7.0,Gjftxakuhgilmoatmibqcnbbrmq,llbtndfaert,49.0,United States of America,0.0,U,844.0,O,Sonoco Products,941243.0
Ocd7678,Cdfhriutpkdafvnqaknxfagsycyedqxsyrtsazbklpawywxjscoudkhdxwwzojcskidtubekfgfh,Laredo,3.0,pyeiwbftpsck,,5.0,Jjbjstaqhznvdmergcjfamptlhfuyufhtlehcuarxmblvskhidyq,Vowvlsbsbfokxbljqxz,96.0,Canada,3.0,M,436.0,O,Newfield Exploration,3133101.0
Uyj7679,Legbseyxfoglxjxwhgjzrgtwehtybppbbturfyjtw,Fort Collins,5.0,Enncjsox,,3.0,Qkhxmguznnmrfmlvawryvtrrfqgpnhqqestjbi,qafdyn,12.0,Canada,2.0,D,336.0,U,IAC/InterActiveCorp,2070834.0
mhz7680,frxttcqtwmvcozbcgkzuhtqlxixybzxntwbuywlcvboycczpyxcp,Sudbury,1.0,Lnprrdeegs,P,1.0,Rqhzrjcuikufwfbplxmtpeqb,aqococfdutcrxipsdiizyfbigy,75.0,United States of America,1.0,S,688.0,O,MGIC Investment,2617194.0
Sft7681,hkoyjtywhpdhr,Simi Valley,3.0,PXRXKFTOX,,9.0,Khynanjwhrdrfwwrencsdvowdobshqdocdnludnvlsdpzepgydxe,Radeyutyf,29.0,Canada,0.0,U,581.0,O,American International Group,2752340.0
gza7682,Mcukytevbntbtojyvvwfhtehrjkmqxqkainho,Berkeley,1.0,Osanin,,6.0,Jbvoghxtacvunglpdzjhatiusxn,ockmjwrdbkxoaemodyftxmjcl,4.0,United States of America,2.0,,670.0,R,Health Net,2611991.0
Rem7683,Upjgbbciatadkkxsnnqbhrckqcwhvmrnixiwvfosomwpzipmndogviptcaejebeyto,Santa Rosa,0.0,WWWMNN,,5.0,Pyoruxpsl,MPCHPTTYJUWERHWMHALH,100.0,United States of America,0.0,U,671.0,O,Mueller Industries,3965576.0
cko7684,Jfwccnzmfbvapnjdqjthwagblnpiorcwdgqdewyr,Mesquite,3.0,tsqtfhsh,b,10.0,MECWBDSERTHRFQZROJGPHQKIPBSNEKC,Duhgkwcceehrrqvnnirv,45.0,Canada,4.0,U,352.0,U,American National Insurance,3550405.0
