nmbrchldrn,ddrssln1,mrtlstts,gndr,ncm,g,lstnm,wnrrntflg,ntwrth,nmbrcrdtcrds,ddrssln2,mddlntl,crdtrtng,pstlcd,ct,nmbrcrs,phn,cntr,gncd,stt,mplr,frstnm
2.0,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,M,,156048.0,38.0,czuvw,O,3874445.0,3.0,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,,348.0,Xbgykqm,Oakland,1.0,1-352-678-5471,Canada,czu7576,IL,Phillips-Van Heusen,kpofwgtomgijnm
5.0,BESJDYZDIOIXKDFEHBQXBPW,M,,63617.0,68.0,Ghrlcuscpesuzsdwqfwwbgh,O,437353.0,8.0,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,Z,598.0,NNCXIBTCXZA,Billings,1.0,1-906-600-9749,United States of America,Ghr7577,AZ,Wells Fargo,Biflzgcqpqpbahquomftmjffohpwuy
2.0,Ouopoqztakszwsfkthdbwndfjuqaelyd,U,,244849.0,93.0,Rwkdeshuwhwvmvmdnckmuvdt,O,2669917.0,9.0,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,,505.0,mfwuio,Pueblo,2.0,1-093-018-2851,United States of America,Rwk7578,NY,Vornado Realty Trust,ybdlwlwxispyswbiegrbsqqtywxr
3.0,Ivwhotvobwkshcixclfobqoljlaqohw,S,,123585.0,48.0,Uwinnbtdd,R,1466537.0,7.0,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,,839.0,Utgwrun,Sherbrooke,4.0,1-302-096-9321,United States of America,Uwi7579,WA,New York Times,Capzcewdt
1.0,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,S,,391134.0,96.0,VXZTLDNZPYIFIKTIJRXS,U,991860.0,2.0,CYQWJKJB,,672.0,Wgulrhctjlg,Sacramento,1.0,1-915-044-3154,United States of America,VXZ7580,GA,Adobe Systems,XKBLVBCCYKMIXABVTOTVPZCJRII
5.0,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,M,f,426759.0,58.0,Aykkkc,O,,3.0,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,p,696.0,Srhxvxe,Charlotte,5.0,1-040-274-3474,United States of America,Ayk7581,AZ,Valmont Industries,wmknfemsztimaphftadowlmbnp
3.0,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,W,M,451737.0,63.0,lhodktal,O,1816368.0,5.0,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,,448.0,Dadkihaohc,El Paso,5.0,1-678-397-2739,United States of America,lho7582,NV,UAL,DHLVITRFJDXLTPAGMPMJ
1.0,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,S,,180822.0,18.0,rziprpcfwnirtuvrbfnuepq,O,565246.0,9.0,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,,549.0,Fpoleiod,Mesa,2.0,1-679-345-9939,United States of America,rzi7583,TN,AFLAC,Jdpqutldftwykfyhukveiaimoyyk
2.0,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,W,,205843.0,40.0,Wdsuorykxmvfxupyyjl,O,1899339.0,0.0,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,,705.0,Cuaieflmccqp,Simi Valley,4.0,1-093-616-0613,United States of America,Wds7584,AL,VeraSun Energy,Qiwemtdba
3.0,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,M,M,470985.0,29.0,Xsjypvyfoqbiq,O,3873239.0,6.0,ccfzcxohrhrcnypedmhjovjyjrxi,f,387.0,qiraymmapgf,St. Catharines,4.0,1-546-131-8988,United States of America,Xsj7585,TX,Magellan Health Services,JQKEDISZ
1.0,Nhgrkzjzcrjcerkwrugwul,U,,318225.0,21.0,Luxkby,,767547.0,7.0,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,v,359.0,Tsynomgib,Washington,2.0,1-477-186-7432,United States of America,Lux7586,WV,Emcor Group,Gfuwa
2.0,,M,f,326044.0,41.0,wxwhwasadsmxchyhlgrvnurte,O,1027999.0,9.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,,494.0,Amudllk,Chula Vista,2.0,1-965-848-6954,Canada,wxw7587,ND,Peabody Energy,CTTUYHUUMMDTX
1.0,uiaoi,M,m,,56.0,pfzjoarqopfjtzjalxxxeq,,3428495.0,10.0,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,e,345.0,ELQKT,Montpelier,1.0,1-622-866-0937,United States of America,pfz7588,Saskatchewan,State Farm Insurance Cos.,Wvtqm
0.0,Wwonzdtvwkn,M,M,187282.0,33.0,hlxshqpvshstjerwclb,O,1827180.0,10.0,REHWDWEP,,402.0,Oiwac,Mesa,2.0,1-040-217-2014,United States of America,hlx7589,VA,Humana,xuwgpsvzcpxtoerndtr
0.0,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,M,,,96.0,nybiaaw,O,2070007.0,3.0,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,,579.0,Dqgzinvuxxy,New Haven,2.0,1-101-684-2373,United States of America,nyb7590,ND,News Corp.,Hnnzpokbygacjjgybkskf
0.0,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,,,,35.0,Lttvvpjjavydrmbt,O,,2.0,DIMPFMEBDNHBCT,O,569.0,Nchaajfkjvx,Indianapolis,2.0,1-386-426-5849,United States of America,Ltt7591,ND,Torchmark,qsnivsknktiwjpqwnrlgftnmsrxkjc
4.0,cezvfwtftwlwfrgrpxtuejvrgucexe,W,,306946.0,40.0,gszunimggpyfjzmivbwizzftuen,O,3596263.0,9.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,,745.0,XEDMBUAMGXKH,Stockton,0.0,1-598-816-0126,United States of America,gsz7592,MS,Rock-Tenn,pygsfvfpeofkdcugfvxdsqgmcgebfp
,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,D,,99663.0,10.0,Kwpztgkknktyvdks,U,3719999.0,1.0,DVYTEPWCABNSGPTLJEMPQLTEWM,,320.0,crxbrlj,Louisville,0.0,1-770-379-7700,,Kwp7593,WY,AGCO,Zgxsuo
4.0,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,M,,482013.0,59.0,AGMCLBCUEPVBRKDKWAGBCFOLYET,R,3058439.0,4.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,D,591.0,Eytubbwi,Atlanta,2.0,,United States of America,AGM7594,MA,,ganifmdaqbltccwbqijtkypcetuq
0.0,Ctgihaqlm,M,m,180476.0,70.0,Ocnds,U,2592932.0,10.0,,u,,Lwftldizl,Milwaukee,1.0,1-628-245-6238,United States of America,Ocn7595,AK,United Stationers,IYCOMORWDFSEKN
5.0,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,M,F,285682.0,69.0,Cmweamsabhudajyhpsohkpzcy,,1471273.0,5.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,,417.0,GSSFZNBZL,Fort Smith,4.0,1-813-787-2611,United States of America,Cmw7596,PA,McCormick,vdvdlfz
5.0,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,M,,455032.0,96.0,Ditjvpiidkjkvxssfnctzcczb,R,,8.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,V,338.0,Nrnqtmjz,Knoxville,0.0,1-362-897-1162,United States of America,Dit7597,MA,National Life Group,Sbwymtnwzhffkwjczlsnvrtcv
,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,S,,356141.0,9.0,Rmmasnivkq,O,2410816.0,9.0,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,S,340.0,Rzjxvum,Idaho Falls,3.0,1-952-919-4878,United States of America,Rmm7598,DC,Hasbro,qjjwbffbgxilxyarhjwdvo
3.0,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,U,,165667.0,39.0,ekjvgcmzgobzeerrpfgefwvxlvfcua,U,1059543.0,5.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,,738.0,Accezkuzqrif,Jacksonville,3.0,1-145-214-8009,Canada,ekj7599,RI,Tupperware Brands,JIXUQX
2.0,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,S,,459767.0,31.0,wcqqbslcxugdqpbzbmbqvlahw,O,379282.0,7.0,MIMWGPPF,A,597.0,LNZZPGOTEG,Stockton,0.0,1-328-944-9786,United States of America,wcq7600,MA,Covance,Eqrxuc
2.0,RSSNUTWWLOKIHRRTPEAFTLBF,M,f,106459.0,64.0,Klcanpomjmuwosnasroukafsxtufz,R,3271265.0,4.0,Xpannac,,603.0,YINOHET,Thousand Oaks,2.0,1-899-864-9421,United States of America,Klc7601,Alberta,Interactive Brokers Group,PDAXUXBMPOVTKJUR
1.0,Sachwqwddeyfxvagihsjxtcsibaejb,D,,51021.0,38.0,Jrdmn,U,1530364.0,5.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,,662.0,ddgkyv,Nashua,,1-877-997-8896,,Jrd7602,AR,SkyWest,Adftxl
4.0,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,W,,494931.0,47.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,R,3731860.0,0.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,,838.0,Seiksuhglhj,Tallahassee,2.0,1-750-900-0823,United States of America,GDQ7603,VA,Best Buy,Gaksvvggpbleteofow
2.0,Sbutxmtwkb,M,,429859.0,,fnmqzceohwapysohiuofkhjpwzgv,O,2488858.0,9.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,,791.0,Ytgghhaxc,Brownsville,5.0,,United States of America,fnm7604,OR,Sears Holdings,Ijstknxzfzsvqmy
4.0,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,S,,,76.0,Ymuvinagbzdhiwglzfacood,O,2301347.0,7.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,e,692.0,Ajlcdadx,Charlotte,1.0,1-347-704-7823,Canada,Ymu7605,ID,Frontier Oil,jvhwyzbcwdrrqmlbvpjwbohhemm
3.0,mnkidgiyajigobghpnkdvauwiubpjb,W,,464086.0,60.0,Pxjmfwpwm,O,1736571.0,8.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,R,673.0,Daivf,Oakland,0.0,1-228-976-2888,,Pxj7606,IA,Automatic Data Processing,nhhjbqktsr
,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,U,,207651.0,73.0,Rsdlvo,O,2399483.0,7.0,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,M,331.0,xrquzcptycg,Fort Wayne,3.0,,Canada,Rsd7607,TN,,Lmhtjwddyqbzlxgv
,Fmrydeogisvvtrpsfonolelpnqcbkrr,U,,260418.0,37.0,Qqhwdyopkfs,O,2982744.0,2.0,BPPKDY,,744.0,shigmwk,Chula Vista,4.0,1-760-429-1328,United States of America,Qqh7608,Nova Scotia,Comerica,BXFLGQTJSJDQAUCXXJXWHTQU
1.0,Xhggtfwyslxvgeiuzjfxewcsweefq,M,,,50.0,udqexswxytatsvxw,U,1611011.0,6.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Q,446.0,enehob,Peoria,5.0,1-253-879-8833,United States of America,udq7609,Ontario,Baldor Electric,Tlaihggmhfiuezhjgps
4.0,,M,,316963.0,0.0,Ghlflxgkavpsqvkpun,O,2999167.0,0.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,M,,RNLAKRXSPA,Lexington,0.0,1-401-256-3483,Canada,Ghl7610,MD,Commercial Metals,DSRXJZKFJTIVXLBAX
,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,W,f,84046.0,,mtkfmxripistepftjaxfosviokgqsf,O,,,Xuqmcmxaigbk,,,Hlezt,Salem,5.0,1-175-910-8245,Canada,mtk7611,AR,,Annsrbdzywmpqvigpn
3.0,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,M,,368990.0,,QIYQRALNIIONMKDZB,O,3307491.0,9.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,,723.0,Iyqmkpcjx,San Jose,0.0,1-565-191-3419,United States of America,QIY7612,Saskatchewan,Molina Healthcare,Mrawpcvb
0.0,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,S,,124382.0,81.0,Ohzpaqjtc,O,2057260.0,2.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,,348.0,klgnkcaedht,Kansas City,2.0,1-921-688-5401,Canada,Ohz7613,OH,Plains All American Pipeline,yociu
0.0,Gvdteormavfflajkedaclod,M,,9263.0,52.0,djgtucxplpftr,O,53179.0,,EECYCMJAJGNQBRSKW,,666.0,Jsombikj,Windsor,2.0,1-925-155-0170,United States of America,djg7614,VA,Agilent Technologies,DQNVNWPYSMLDGXJVBUHUKDLRSLN
4.0,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,M,,334181.0,68.0,Iaduje,U,690086.0,3.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,,,Xtckbvng,Chicago,2.0,1-185-691-2951,United States of America,Iad7615,ID,AutoZone,wfnjfn
1.0,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,M,,314001.0,,EMGQKGEOTCGAFGDZVTRUAVGZYPM,R,2025465.0,8.0,hgandkyzsnb,H,844.0,YPUWSVRD,Evansville,0.0,1-067-518-3854,United States of America,EMG7616,WI,,WWWEN
4.0,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,M,,168309.0,36.0,Hjnljezrxojeaoustvawackahexa,O,695307.0,8.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,,766.0,Ifxvsnt,Honolulu,1.0,1-188-554-1671,Canada,Hjn7617,MS,Universal Health Services,Krjcfgq
4.0,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,M,M,322765.0,31.0,CYPTBBGPWKKKFNOUHJ,O,3238398.0,10.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,D,521.0,EAOJPQVWBNZ,Cleveland,2.0,1-168-215-2223,United States of America,CYP7618,OK,Time Warner,Fxmpengjsaf
5.0,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,W,,311253.0,55.0,KPNRNVLRFUTOWOERTCSIRQZ,O,1213578.0,7.0,QTWXYHMLBYQ,h,306.0,fhirgl,Livonia,1.0,1-228-022-3056,United States of America,KPN7619,GA,Sealed Air,Eobtk
5.0,Blsmawjjdmdamrhqyqgzmbkfa,W,,140296.0,66.0,Vbimifwtrtvb,R,103708.0,9.0,SDEAIMDWRSKXTFCPHWF,x,411.0,Lahfziy,Little Rock,5.0,1-926-766-1124,United States of America,Vbi7620,TN,Sprint Nextel,Abahrdfcbtscoblhaovnjkbx
5.0,Stofpzwyhkpmuq,M,F,439984.0,22.0,ehbcbdctlcspuvwbqveohanmkolbw,O,1086081.0,3.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,,,tofdjef,Halifax,1.0,1-538-797-1948,United States of America,ehb7621,SC,,bhephgijqbu
0.0,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,U,F,454011.0,51.0,TMQACIIUMYYZHYX,O,1349626.0,8.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,C,702.0,rckzx,Peoria,5.0,1-627-234-0841,United States of America,TMQ7622,AR,Quiksilver,KECNVVPGTOXHIGOUAWLHU
5.0,,S,a,191541.0,26.0,Lsbutxufufshmkqnscnhx,R,1083092.0,1.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,y,842.0,MMLJKBGXD,San Jose,1.0,1-876-492-0782,United States of America,Lsb7623,MT,Valspar,xppmtvztaifqynlbmofxonnus
1.0,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,U,M,,100.0,Dpzpfctp,R,1662799.0,0.0,Lhwkvadxwcjobcggyuighvqlcm,u,528.0,banusio,Charlotte,2.0,1-436-946-7319,United States of America,Dpz7624,WY,Timken,kzntoukktuqqfuyeo
3.0,cnckvldjedzgdqhy,W,,,13.0,Zujmcfzznpfohsdp,R,3548540.0,5.0,,,300.0,Safkd,Hilo,3.0,1-281-780-2897,United States of America,Zuj7625,WY,,TDRLAQZARCGRAMDDMCWP
1.0,,S,,269215.0,11.0,Jqkozdva,O,881414.0,7.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,,752.0,DHTLWJDXLRW,Yonkers,2.0,1-421-286-4139,United States of America,Jqk7626,WV,Occidental Petroleum,shbaeyxyrjfietruntrdeyqkc
4.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,M,m,193126.0,62.0,ijbcvbgglqupyentiqncsnswyygl,O,1712200.0,0.0,Alukohji,,303.0,RORIUHK,Modesto,0.0,1-908-354-2709,Canada,ijb7627,CA,,Zururxrihusergiba
5.0,qehomraquwxrkb,M,F,462618.0,13.0,NMOXMHMVUDGY,O,847446.0,10.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,U,418.0,bxgwhohh,Louisville,3.0,1-466-560-2530,United States of America,NMO7628,Alberta,Massey Energy,QZLCPVRKZMTENMREVZT
3.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,W,f,212026.0,23.0,Tefewe,O,344294.0,4.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,,667.0,SRARKMXOD,Eugene,3.0,1-578-686-8082,United States of America,Tef7629,New Brunswick,Weyerhaeuser,dvbflygvxrizbclmqwoajkvnzoufc
4.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,D,,371024.0,51.0,Sdjhq,U,1534879.0,7.0,Kxxipkohacffav,Z,441.0,hwugfvlttol,Buffalo,1.0,1-166-077-1436,United States of America,Sdj7630,British Columbia,National Fuel Gas,mtnubdnrdoivcuqmapqhtvzkixw
2.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,U,m,235810.0,2.0,Pbrfgfdwedgrmifitr,O,3897101.0,0.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,,471.0,zgsllav,Santa Fe,3.0,1-535-320-1881,United States of America,Pbr7631,DE,Pep Boys,Nzljqsbgutsixlosfedpmlzl
,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,W,m,347270.0,,Icejebxweavlnddpjz,O,3064442.0,9.0,onxyyslcmbyxpfjuykowqpwqi,,701.0,Mszwfhpj,Springfield,2.0,1-633-495-6478,United States of America,Ice7632,CT,Neiman Marcus,Ealrdsynhtadihmsl
2.0,TAIWTM,D,,399212.0,82.0,ZWGIV,R,2016524.0,1.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,,323.0,Yqfxb,Anchorage,5.0,1-398-680-0278,United States of America,ZWG7633,Quebec,BlackRock,xfjdwfentojva
5.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,M,m,439561.0,94.0,Evwthrqmqfpsbpdqojtqzpjmpoea,O,37745.0,10.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,,846.0,ypmuep,Winnipeg,4.0,1-185-976-7770,United States of America,Evw7634,NJ,McGraw-Hill,Zvowaelneuhpxzphpvtgvfz
4.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,M,m,29980.0,16.0,Lhlatzfku,O,503752.0,8.0,Krdmgygwnziumjdtybwyw,c,850.0,Xthtecuu,Waco,3.0,1-490-238-8219,United States of America,Lhl7635,MN,Family Dollar Stores,fmdcjzjekrwrirumyvfuqnnkxzr
5.0,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,M,,28693.0,43.0,LYBUGCXZYJSERVQKQJKNIIW,U,2115180.0,,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,N,,Xjzpdio,Stockton,2.0,1-891-741-2112,United States of America,LYB7636,NE,Teleflex,Ohetzpmilrphnhnasiisaypdl
2.0,Phqspowfoiqmszxy,M,M,106794.0,76.0,Ijbmwiomutrflaupolplmfjsqh,O,839222.0,3.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,x,564.0,Rgthehdvvlh,Boston,1.0,1-849-918-0984,Canada,Ijb7637,VA,,VAUWGMVOILXNGKB
5.0,XDPEFDQIMFNMCO,S,f,340598.0,0.0,Zhftulgpedd,O,1851334.0,4.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,,558.0,ysexit,Memphis,3.0,1-426-168-3142,United States of America,Zhf7638,PA,Imation,Tnwgmuvaaqmxskkyqnvrmnmul
,FSSAAXLAMAPBOMTNUFG,U,m,490597.0,33.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,O,1348251.0,0.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy,r,417.0,Wscgcsbwlzj,Sydney,1.0,1-757-910-8931,United States of America,PYU7639,WV,PPL,mtovrkjvtfkennjujgpegknnck
2.0,AKWOIATLDDKU,U,,499685.0,62.0,Ikufiibsvk,O,2722392.0,6.0,,F,487.0,AUQJTIMK,Shreveport,2.0,1-468-325-0119,Canada,Iku7640,WY,Smithfield Foods,Lwxdv
0.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,M,m,62285.0,8.0,HBZACUNNIOTFKFSTCILLC,O,1785161.0,9.0,Bnbfbxvqxtngv,,639.0,Weqnwrwrbcgx,Modesto,2.0,1-383-310-7894,United States of America,HBZ7641,MN,Macy's,Ftvuzjdzocqmcoxvrbqcna
5.0,VANVGDDSYEK,U,M,320885.0,4.0,Pcofbhaqeemibnkjtsoxmdibmpquo,O,2823578.0,3.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,,625.0,facqrtjqjmd,Hull,5.0,1-353-727-2029,United States of America,Pco7642,VT,Torchmark,Hnbgeuii
3.0,TVTDULLNHUZPDNEEKSXEGPXDNE,D,,184669.0,39.0,Ybvjle,O,2123972.0,1.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,,,OCNCREZ,Yonkers,5.0,1-028-849-5461,United States of America,Ybv7643,WV,Herman Miller,Fykbowmpxpbb
0.0,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,S,,126989.0,90.0,Rimdakhncfjlrbor,R,112782.0,3.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,F,,JXOGSVJ,Atlanta,0.0,1-480-785-4021,United States of America,Rim7644,IN,Kindred Healthcare,Ruagwhiorgizpmbphjerywjrr
4.0,HWAWSSEUGGKEXQDESYXFHWZ,M,,48144.0,7.0,gnfkwjxmvkbeh,,248311.0,3.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,,460.0,Iqtso,Hayward,1.0,1-443-132-4138,Canada,gnf7645,MS,Arch Coal,teldp
4.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,,F,377787.0,95.0,Wxphiul,O,3719851.0,8.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,C,793.0,Uxgvbwop,Savannah,5.0,1-143-020-1234,United States of America,Wxp7646,CO,Whirlpool,Tmhxnpfgyifx
5.0,,U,m,323782.0,59.0,Dxhuevhfuceqmpoolmuhflp,O,1920385.0,8.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,N,821.0,Ovsiu,Fullerton,5.0,1-475-304-3486,Canada,Dxh7647,PA,Arrow Electronics,Fpchjcvsrkakkqqsojokdrg
2.0,NASLRGJGXPDOGNJSHNLNGBCXJVO,S,,31880.0,13.0,Aqopbqsxqxjj,O,576903.0,6.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,,,Frqdqbs,Overland Park,3.0,1-677-882-6792,United States of America,Aqo7648,DE,Rock-Tenn,Heiehcgec
3.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,D,,390190.0,58.0,fenowyirqcdcwwo,O,1855037.0,8.0,Eymghd,s,643.0,waiitdv,Alexandria,5.0,1-151-067-7411,United States of America,fen7649,Prince Edward Island,R.H. Donnelley,sgapkfrztiyyayezulvi
1.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,U,,413821.0,67.0,CMQIHWYKNOLSX,O,2954046.0,2.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,,817.0,Vlmzifrfolfs,Fort Collins,4.0,1-645-553-4591,Canada,CMQ7650,TN,Pall,Nohjtayoycptngwoitqzhmuf
2.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,,f,301451.0,68.0,Yhbbdqabnbldfqhnofnxdrzrj,O,952096.0,10.0,Vqdxskijczxliokh,,702.0,DKXNSUJQRKGM,Santa Fe,1.0,1-670-793-5351,United States of America,Yhb7651,CA,Burlington Coat Factory,QIGFYQTIPFYCR
