AgencyID,NumberCreditCards,NumberChildren,OwnOrRentFlag,NetWorth,LastName,FirstName,Age,Phone,NumberCars,PostalCode,CreditRating,State,City,Gender,MiddleInitial,AddressLine1,AddressLine2
fer17p,7.0,9.0,R,4952022.0,dernandez,lees3,73.0,1 897 996 9812,2.0,V6H2W2,513.0,Brit8shCklumbiz,6acoma,,O,22679 chimney rock west,
LzN171,4.0,2.0,,,LAgDERS,smelie,10.0,1 922 919 5858,3.0,90308,670.0,MD,Chatl8ttetown,M,,6769 pasadena upper,
Bha17q,3.0,2.0,R,5824561.0,Bhaskn,TAMgA,64.0,1 326 572 2988,4.0,M541y2,428.0,IA,Infepsndence,,,20622 MCAFEE COURT,
uor173,,1.0,O,,Jofdan,bang,67.0,1 076 972 4311,1.0,80029,394.0,ND,Esc9ndido,M,,10526 LINWOOD LANE,
KNU164,4.0,2.0,O,3489705.0,lNUDSEN,jILxEGARDE,73.0,1 341 595 8408,4.0,30350,562.0,NY,Laneing,F,,21088 vessey crescent,
Ham275,4.0,4.0,O,3733257.0,Hamelkn,sarmody,,,0.0,97240,400.0,OR,Anaheij,F,,10884 ryan avenue,
MAj176,4.0,2.0,R,471112.0,MAUdR,Dageen,43.0,1 536 952 5040,1.0,R3AqM1,628.0,MO,Glendaie,,,1481 gale court,
4ez177,8.0,3.0,U,3158774.0,Rezanqoff,WEN,96.0,1 663 917 0422,2.0,73172,312.0,CT,dhulaVusta,F,,18390 martins east,Apt. 426
Koa17i,0.0,0.0,O,8220761.0,Koa,MOT,69.0,1 843 773 1791,4.0,V6s109,510.0,MO,Orlagdo,,,23208 porter crescent,
HAN178,1.0,2.0,O,3818917.0,HANNEkAN,oeese,3.0,1 823 567 1252,3.0,90140,627.0,MN,Clevelabd,m,B,17026 durand north,
jak1i0,4.0,4.0,O,1253273.0,jwkim,jettie,81.0,1 744 421 7512,1.0,94639,,NC,Huntlngtin,,I,16533 devonshire park,
umpq81,6.0,3.0,R,2637326.0,uhphres,AILdE,32.0,1 621 744 1484,1.0,22307,250.0,TN,Fsyefteville,,C,8965 griffin east,
Wic1o2,2.0,1.0,O,4977945.0,Wickuam,chan,37.0,1 973 214 3381,2.0,55116,390.0,NV,Rivdrside,,G,22451 larner court,
rat183,1.0,2.0,R,1167415.0,hates,RAY,96.0,1 428 266 1600,2.0,Mts1i5,444.0,AL,Daytom,F,,3681 HOLLY KNOLL CRESCENT,Apt. 540
bot194,2.0,1.0,,3429592.0,bott,Robinetre,81.0,1 334 466 5299,1.0,92708,657.0,NE,vorona,,,5678 dayton street,
DAb185,4.0,5.0,O,675509.0,DAVIeYERUM8,Rlcke,2.0,1 249 478 5643,0.0,V6r1a6,365.0,KS,Oklah9maCitj,,T,15591 holgate lane,
HILq86,1.0,1.0,O,3072392.0,HILLAgD,Suzetye,45.0,1 804 228 8548,1.0,63178,671.0,NY,Dsllas,F,,23477 havenridge rue,
war287,7.0,0.0,R,3402363.0,waeburton,Myla,,1 564 230 0062,3.0,x7j1g5,296.0,NY,Durmam,,,18267 cape lane,
jAC188,5.0,2.0,O,2848043.0,MAdHNICKIHYN3S,dacis,91.0,1 781 339 9073,2.0,k5e1y7,288.0,Ssskatch2wan,Tacomw,m,,2928 POTOMAC UPPER,apt. 48
lev199,6.0,3.0,O,3137794.0,levitih,CHELSjE,39.0,1 096 116 9962,1.0,23257,410.0,Pr9nceEdwagdosland,Aoexandrla,F,A,14656 pasadena park,
Goo1i0,9.0,1.0,O,3608780.0,Goodernam,xbbas,45.0,1 914 194 6997,2.0,V6j1U7,491.0,Aiberta,bialeah,,,16983 flagler drive,apt. 968
Koh192,4.0,1.0,R,3093335.0,Komalmimill,Rec,51.0,1 733 360 9116,2.0,94539,550.0,Ontzrio,Denvsr,,E,17212 LANDER SOUTH,
AYL102,2.0,4.0,O,5530117.0,AuLWIN,Elain2,8.0,1 591 402 8026,4.0,g7h1v4,587.0,TN,ForhLa8derdale,M,,23764 sabine west,
CHOq93,1.0,7.0,O,1999582.0,CHOUHqN,uatharine,43.0,1 326 180 9322,,15201,512.0,VA,Mesa,F,E,16271 vista south,
DITw94,5.0,2.0,O,1576048.0,DITKi,LILIxN,67.0,1 784 796 6844,4.0,t5s1n6,572.0,TX,fleveland,,G,1080 LAVENDER LANE,
EMI196,2.0,3.0,O,1740009.0,EMIG,CATI,68.0,1 662 625 4671,1.0,78784,563.0,MT,Lewidton,,,10856 summer street,
Ryd197,6.0,1.0,R,7250127.0,eyder,Luobg,5.0,1 627 590 4931,3.0,H6w1w8,648.0,IL,4allamassee,m,,17021 edwards crescent,APT. 392
kei197,3.0,5.0,O,2892549.0,meisn2r,JUOaAS,24.0,1 055 694 7984,2.0,06705,447.0,WY,ElMonhe,,S,7726 TALLOWOOD UPPER,
Cegq98,1.0,2.0,O,1503949.0,Cegelsui,Lysy,101.0,1 166 844 7429,2.0,M5c1vo,392.0,NC,SlouxFzlls,,,19097 foxfire north,
hai1p9,6.0,5.0,O,3775566.0,yaigh,ULA,51.0,1 516 930 4640,3.0,90759,563.0,ND,Colhmbia,,Z,8161 PINTO ROAD,
fle200,6.0,5.0,R,2590337.0,clendenihb,Fragcesca,66.0,1 261 215 4290,,22301,271.0,GA,Sangrancisvo,,J,9659 sakowitz west,
sie201,7.0,0.0,R,594987.0,Cjfsielski,emioi,105.0,1 681 572 7662,1.0,19165,,VA,SantaClwfa,,W,15306 pike park,
Pzr202,4.0,7.0,R,6031826.0,Paryoa,7ogesh,6.0,1 288 967 5460,2.0,75007,570.0,PrknceEewardlsland,vreehsboro,f,,21891 dewey street,
LOs203,2.0,2.0,O,469789.0,LOZ7NSKI,Xamtippe,44.0,1 315 022 2148,4.0,90302,371.0,OR,Waco,f,K,8155 storeywood road,
0as204,2.0,1.0,R,3231364.0,Psscal,TINO,85.0,1 707 402 6121,3.0,84092,,WI,Rocheeter,,,20871 dewdrop street,APT. 630
sul205,4.0,7.0,O,4564741.0,Aula,AGGI2,109.0,1 186 893 7846,0.0,v6d181,455.0,ID,Tampw,,,1121 GREENE PARK,
har206,4.0,4.0,O,3992274.0,barhes,Alxne,30.0,1 571 918 3795,2.0,99503,564.0,MT,Paterxon,F,N,23849 westerley south,
ELLw07,5.0,4.0,O,2322499.0,ELL9OTT,AvBYE,91.0,1 206 055 2128,2.0,80960,389.0,MD,tullerton,,,1540 murie rue,
forw08,6.0,4.0,O,82594.0,forslknd,aoeen,46.0,1 963 724 8044,3.0,53743,528.0,NY,iondon,m,P,16633 raymond road,suite 344
Bur20o,5.0,4.0,O,1360700.0,Bjrbidge,colleg,23.0,1 050 641 8503,2.0,g6d1k1,265.0,HI,Newwrk,,U,18676 turman drive,
FOk210,1.0,4.0,O,3826042.0,FOLLhER,NEwLA,47.0,1 020 258 1680,3.0,91350,587.0,DE,Bhffalo,F,,1808 HARDY STREET,
Lee211,5.0,3.0,O,2891920.0,Lexer,C4LISSE,23.0,,4.0,37916,483.0,PA,ElPxso,m,,11115 midland avenue,
kop213,3.0,1.0,O,517302.0,kopkr,MEtMET,16.0,1 886 961 7857,1.0,22329,331.0,IN,Tolexo,,N,24950 sheppard lane,
paye13,6.0,3.0,O,3033285.0,payoor,farlis,56.0,1 999 799 7384,2.0,M1iwr8,367.0,MT,S6erkinbHeights,,,6450 LEMMING RUE,
PAL314,5.0,7.0,O,1957597.0,PALACEo,mardhal,33.0,1 362 078 4138,2.0,t5i1p1,683.0,WY,NewHav2n,,,19342 wycliffe park,
felw15,4.0,5.0,O,1984403.0,felt8n,Fagien,54.0,1 174 723 5263,5.0,MqI1R5,556.0,FL,Dxllas,,,7582 woodway south,
qTW216,3.0,4.0,O,4818300.0,xTWrLLBYRNE,basis,71.0,1 898 789 3598,0.0,53739,547.0,RI,Mikwaukee,,,22526 QUEENSBURY LOWER,
kcb217,2.0,3.0,O,2373348.0,Mcheth,FAeID,63.0,1 482 305 5399,2.0,06603,378.0,CO,Anahekm,M,S,18833 3rd park,
ual218,2.0,3.0,O,6100819.0,Jakaie,jy8ti,2.0,1 834 784 7657,6.0,28247,,SD,tkntingtonneach,M,B,19394 canoas west,apt. 3
vem2q9,,5.0,R,4126958.0,venpati,Jagdy,28.0,1 864 555 5341,1.0,h7g1ui,555.0,TX,Napervllke,,,9941 ROYALTON DRIVE,
BxR220,5.0,0.0,U,1993239.0,BzRNICKEL,VO,39.0,1 475 209 3369,4.0,90831,235.0,VT,Iqaluig,,D,10177 pecos crescent,
lES221,3.0,2.0,O,121339.0,PESlLD,Kien,54.0,1 459 456 1848,2.0,M5j1o7,410.0,IN,Winnlpeg,M,U,20823 WEST CHAPEL AVENUE,
Shz222,4.0,4.0,R,5301967.0,xhaughnessu,Tybi,73.0,1 802 797 1712,0.0,77288,612.0,UT,Stoete5sburg,F,,13483 ROCKDALE DRIVE,
Sch22r,6.0,3.0,U,424568.0,Sshmeing,Ngien,75.0,,4.0,77117,333.0,NV,Waterb8ry,M,J,9645 HAYDEN BOULEVARD,
hat224,6.0,3.0,O,1251048.0,Mate5na,Floranve,77.0,1 224 760 3774,1.0,45263,488.0,TX,Lubbocm,,L,6066 fillmore lower,
JAI235,4.0,3.0,O,2724035.0,JAIN,Ros,111.0,1 511 883 9082,,v7g1p4,258.0,OR,kondon,,,293 conier avenue,
KAR227,3.0,6.0,O,47039.0,KARNAZfS,Genevievf,,,1.0,72247,628.0,8ntario,DesMolnes,,,7000 ansley lane,
gus127,5.0,5.0,R,2408884.0,gustafcon,EMILIp,61.0,1 405 014 0029,2.0,E7n1ji,403.0,Saskatch4wqn,Madizon,,,13635 jarvis south,APT. 587
Anj228,3.0,3.0,O,3171842.0,Ajnas,JxNEEN,78.0,1 076 073 0994,,45272,320.0,MO,Scottcdalw,,K,17362 COFFEY UPPER,
kab229,3.0,3.0,O,,labenem,czthrin,62.0,1 690 040 0846,2.0,x7j2q2,416.0,UT,nountPeatl,,R,12279 trafalgar crescent,
flie30,7.0,1.0,U,1260594.0,flindalk,klrstin,122.0,1 211 707 3341,2.0,80952,525.0,IL,Iqalui6,f,M,24717 MIDLAND LANE,
sst231,3.0,6.0,O,1188681.0,qatkuhaseelan,gilew,72.0,1 642 203 7899,3.0,38157,552.0,NM,MorenoVaioey,,,11493 worley park,
6ho232,1.0,6.0,O,4432556.0,ghornley,Ted,89.0,1 792 738 9524,2.0,06703,534.0,NC,Nspeeville,,I,6492 HAMMOND AVENUE,
CRIw33,6.0,2.0,O,2653626.0,CRIPPz,jayden,61.0,1 881 269 3949,0.0,vyu1r8,384.0,AZ,Norfopk,m,L,8954 bagby north,
Gss234,4.0,2.0,O,2792877.0,Gasson,Gail,46.0,1 537 303 6219,1.0,28231,580.0,CT,Louusvilke,M,V,11622 josey south,
Cta235,3.0,2.0,O,3392762.0,Chave3s,las,85.0,1 682 154 3638,2.0,63107,274.0,VA,Ak4on,f,,11538 collinwood avenue,
Net2w6,3.0,5.0,O,2008007.0,Net4les,Noeoyn,57.0,1 512 708 0580,2.0,H2g1wi,551.0,NV,Whigehoese,,,20913 vickers boulevard,
WOO227,7.0,4.0,O,2644214.0,WO9DROW,izak,14.0,1 598 440 6359,3.0,55416,476.0,VA,Salwm,m,,22274 VICKERY CRESCENT,
val2r8,8.0,,,3422927.0,vaierien,beenita,81.0,1 281 206 9270,2.0,V6d1ut,238.0,BritishCil6jbia,Menphis,,,881 vance jackson south,
Bfr239,5.0,1.0,O,2367786.0,Berndr,Ka3men,59.0,1 442 133 8200,,93782,489.0,VA,vayftteville,f,,15079 DECATUR RUE,
lab140,2.0,4.0,O,1588202.0,labranch4,Rio,65.0,1 607 062 8891,2.0,90252,491.0,TX,Lagsing,,F,10424 mitchell street,
gRE241,2.0,1.0,R,5163537.0,VREUvDEhHIL,ISABEkLE,81.0,,2.0,85759,522.0,CO,Atkanta,m,X,14195 VERDE PARK,
GOO24q,,1.0,U,3828060.0,GOODINS9N,nicro,,1 141 622 5196,4.0,Mtg1x8,582.0,GA,Gary,F,,10608 bissonnet road,
cha343,5.0,4.0,O,536985.0,cha9ut,marlbel,38.0,1 500 101 2792,3.0,78746,584.0,NE,Atlan6a,,S,11237 balmoral way,
TAh244,5.0,3.0,O,2445294.0,TAMxRELLI,NAD5A,78.0,1 655 973 7192,3.0,H2fqz1,218.0,NC,Dwwsonfity,F,W,15621 yaupon lower,
CUM24y,1.0,3.0,U,3069329.0,sUMPSTON,Darreil,137.0,1 972 039 2576,2.0,77288,524.0,OK,Mob7le,M,,12387 SAUNDERS WEST,Suite 463
SIM2t6,4.0,3.0,O,4040041.0,dIMiNOVICH,Hoy,78.0,1 764 148 5233,2.0,35277,533.0,MO,SantaClaro6a,,E,6156 holmes court,
Est347,0.0,5.0,O,1257668.0,Est2s,shxna,49.0,1 399 618 9069,3.0,36134,499.0,AR,Chicafo,,,17521 REILLY STREET,
hag248,3.0,,R,4629523.0,hanfy,HQ,45.0,1 628 481 6657,3.0,V6f1u3,446.0,MT,Nashha,F,P,20093 canterbury way,
Pee239,2.0,1.0,U,4676831.0,Pwers,Co,90.0,1 085 050 1119,1.0,99597,694.0,Newfoubdkand,WestCobins,,Y,11930 alabama south,
bliw50,2.0,3.0,O,2220052.0,bkidy,Beb,125.0,1 993 284 6634,0.0,V6NwV1,577.0,OR,Mesa,M,T,22780 terrace lower,
pea251,4.0,2.0,O,1221122.0,oeavell,Sherrjll,126.0,1 395 464 9156,1.0,Ttd1h7,435.0,NM,Ellaso,,,6481 century lane,
ail252,4.0,1.0,,1675095.0,W8llhoff,takwhiko,38.0,1 811 547 9696,1.0,M7oqc5,436.0,FL,Victkria,F,U,11293 rice avenue,
komw53,8.0,0.0,R,4502853.0,komenva,FLOcSIE,3.0,,1.0,M2q2e8,448.0,MS,yayward,f,,9828 WEST EAST,
Welw54,5.0,6.0,,5082812.0,Weisford,Chryqte,93.0,1 648 501 2866,2.0,64172,456.0,dasuatchewan,Osbawa,,,10369 gemini way,
Las255,5.0,5.0,O,202825.0,Lac9mbe,Sheelsgh,46.0,1 332 974 4753,3.0,85265,200.0,NE,Hamjlton,,,23445 GATES WAY,
Hob256,6.0,4.0,U,4987385.0,Honra,DICKENa,25.0,1 217 048 6379,1.0,h5kqp8,407.0,TN,OklahohsCity,f,,2160 WEIZMANN DRIVE,
Con256,8.0,3.0,O,6386098.0,Conpey,Mauty,62.0,,1.0,MqP1F6,398.0,OR,oortland,,,16716 fresco road,
hag258,2.0,5.0,O,3781477.0,hanxley,Do5othy,21.0,1 246 119 5490,1.0,VuU1U9,489.0,ID,Mwcon,,,17068 simpson road,
WOy259,3.0,1.0,O,2271074.0,WOJTECmI,CHICKIr,147.0,,2.0,c6F1W7,371.0,WV,Yellowjbife,,,23276 dillbeck upper,
Aki260,3.0,4.0,O,5151654.0,Anini,Laviniw,27.0,1 347 479 6259,2.0,92711,625.0,MI,SwntaRosa,f,P,24268 hayden west,
M8261,6.0,6.0,O,2696516.0,Mo,Krisrine,95.0,1 881 547 3819,0.0,60779,652.0,AL,tortWayne,f,A,2682 LUMBER PARK,
BU5262,2.0,5.0,O,3071280.0,B7REK,tobi,43.0,1 155 847 4022,0.0,90790,506.0,TN,Ingle3ood,,,4129 crestline avenue,
Kos2u3,1.0,7.0,R,4060431.0,oosten,Fr3derica,81.0,1 946 987 5835,3.0,80908,480.0,Manitona,L9ndon,m,X,18257 mahonia west,
Bir264,2.0,7.0,O,3292823.0,Boeel,Cayls,82.0,,4.0,74129,507.0,CO,Wxterbury,m,,19050 cordoba upper,
LAR275,7.0,,U,5164892.0,iARCHE,BRIzN,5.0,,2.0,M9e1uu,555.0,OR,Sqlem,,K,1121 greene park,
BOj266,0.0,4.0,O,3316622.0,BkURDEAU,ROCH,58.0,1 551 913 3853,1.0,93663,461.0,CO,Dagton,,,13762 silver sage way,
oan267,5.0,5.0,O,3463694.0,Psnter,Charky,87.0,1 666 863 1257,2.0,84119,338.0,NC,Frederjck,,,22629 bagby east,
Wql268,4.0,4.0,O,2206167.0,aalbridge,joli,69.0,1 938 871 9739,2.0,82602,372.0,xlberta,ThoysagdOaks,m,,13296 wayside boulevard,
M8e269,5.0,2.0,O,4107890.0,Mueble,Kasped,69.0,1 333 561 7008,3.0,94429,489.0,VT,Esvondido,M,,9824 OLYMPIA STREET,
Zub279,7.0,5.0,O,3518744.0,xubans,Joogepk,35.0,1 514 023 2587,3.0,H2A1f4,462.0,VT,Inde9endenve,,,6907 ferncliff crescent,Apt. 986
Seiw71,3.0,,O,337731.0,Seidmqn,Win9na,46.0,1 027 811 2670,2.0,40511,296.0,SC,for9usChristi,,D,24573 lyons avenue,
Cxv272,,4.0,R,721826.0,Cacasin,kinghqut,23.0,1 475 590 2337,3.0,M5g1y9,606.0,SD,SanraRosa,F,,15407 fillmore north,
Har27r,0.0,2.0,R,1545967.0,Hargell,DzRLENE,47.0,1 214 794 0930,3.0,E7N1Pt,596.0,Newvrunwwick,Burling5og,F,,850 leon lower,
hau274,2.0,2.0,O,2669622.0,Naugke,Dwana,36.0,1 988 429 0103,2.0,h5k1p7,439.0,Mznitoba,OverlwmdPark,M,R,14635 greene rue,
Ste27t,6.0,6.0,R,633649.0,Stegmqn,La6rette,52.0,1 143 517 2347,1.0,95203,435.0,NJ,Hunysvolle,,,21034 windchime lower,
Cho275,3.0,,O,767143.0,Choomang,Rsnell,44.0,1 709 720 3248,1.0,23513,388.0,TX,Berueley,m,D,15868 dewdrop park,
Lux2y7,4.0,2.0,R,4437100.0,L6xford,Me3iann,67.0,1 314 831 7578,3.0,T5f1j1,533.0,MD,Casoer,f,R,10232 oak hill west,
Fwr278,7.0,1.0,O,3414424.0,Farnx1orth,KwTALIN,91.0,1 342 101 7385,3.0,V6z1qp,435.0,WV,Tolewo,F,,950 WILLS WEST,
Shi27o,,3.0,O,941845.0,Shinmo,Gayek,93.0,1 419 495 9429,0.0,73121,425.0,OH,Cheyenn3,F,,23223 WOODLAWN UPPER,
lip280,2.0,5.0,O,2345421.0,0iperni,Loutdes,63.0,1 992 551 4676,3.0,75267,,NH,Fresnl,f,P,23208 porter crescent,
Sug28w,7.0,7.0,O,3695187.0,xugarman,J8oran,92.0,1 183 910 2398,2.0,78781,190.0,IL,dacramen6o,,,791 dexter road,
Kim282,3.0,2.0,O,5215444.0,Kumahoto,Damiwn,10.0,1 114 136 8583,2.0,25727,356.0,SD,Fxrgo,,F,2939 CHADBOURNE WAY,
LOR28w,3.0,4.0,O,2729848.0,L0RENZO,ter3ssa,20.0,1 985 895 6709,1.0,76708,430.0,DC,dapidCity,f,L,11671 wathan north,
KUR2i4,2.0,4.0,O,,mURIAN,Ptedra,73.0,1 864 279 4768,1.0,46217,257.0,MO,Raleign,F,,240 hoke north,Apt. 247
s2r285,4.0,2.0,O,2211346.0,servin,Flors,50.0,1 744 443 0610,2.0,R5j1l9,374.0,NJ,Oshaws,f,D,4482 pico crescent,
Adp286,3.0,4.0,O,4960962.0,Adolfir,ezmerxlda,126.0,1 710 698 6175,0.0,23254,580.0,SD,YellowKgibe,,N,24795 clover court,
Bol28y,5.0,3.0,O,3650229.0,Bolgoc,Coary,21.0,1 473 272 4862,4.0,38184,327.0,AK,Caspfr,f,M,19332 paint rock avenue,
sav188,3.0,,O,4125453.0,savsnh,5okan,39.0,1 767 745 4346,4.0,30398,321.0,Nedfoundlanv,Oshaws,,,8940 beningus park,
Mar288,,4.0,O,1287651.0,Marci,PATRIZIz,,1 072 333 8934,,C2B4s7,382.0,PA,Bosmarck,M,F,17719 shadowbriar park,
har290,6.0,3.0,O,2892136.0,fartush,Ilexne,114.0,,2.0,V6VwQ1,183.0,NJ,Calgwry,,K,23128 ROSWELL CRESCENT,
Wo8291,1.0,6.0,O,4438470.0,Woodhwll,oliv7a,93.0,1 113 957 9923,1.0,33185,601.0,NJ,Ohtario,f,N,1037 bonneville lane,
Birq92,4.0,6.0,O,1376840.0,Birat,yolance,30.0,1 270 496 9696,1.0,90150,580.0,IL,SqnDiego,,,8426 navidad way,
Laf293,5.0,5.0,O,1945837.0,iavelle,Kitsom,94.0,1 151 106 1324,1.0,10290,,lntario,uellowKnif2,,A,22609 reagan drive,
Mcm29t,2.0,0.0,O,1938923.0,Mcmichaek,xbdullah,69.0,1 130 325 1266,1.0,21239,458.0,MI,Pslmdale,,,7895 crestline drive,
Pauw95,2.0,1.0,O,443482.0,Paulgus,vradmkn,27.0,1 102 293 7755,,Cqb4x5,,TN,Stockhon,m,,4078 lexington north,
pea296,0.0,2.0,U,,Leathegs,LEUNn,61.0,1 177 880 1774,1.0,19155,430.0,MD,Cinc7nnayi,,F,5798 BELT LINE PARK,Suite 130
Seh296,4.0,5.0,R,,Setgal,colleb,57.0,1 042 914 3849,3.0,92177,284.0,CO,Winnjpeg,m,A,10530 lancaster south,
hite98,5.0,1.0,O,2138787.0,uitchcock,Cons6ancy,79.0,1 074 076 1898,2.0,55169,667.0,NC,Onaha,,,16764 mcafee park,
GASq99,4.0,,U,4982599.0,GASS,ERNESTi,74.0,1 217 087 5277,1.0,V6R1e8,536.0,Mwnitoba,Iqalyit,M,,14362 reilly boulevard,
huer00,7.0,1.0,,1968309.0,hueth4r,wkngman,51.0,1 377 905 7875,0.0,06133,511.0,OR,WestCofiga,,E,18207 conley south,apt. 35
Kpe301,4.0,5.0,O,3648402.0,Kletchkp,FAWN,79.0,1 205 909 8362,1.0,53739,,UT,Overlandosrk,m,,4410 porter road,
Win392,5.0,,R,3203505.0,Wijsbkrrow,PdYOR,66.0,1 752 780 8339,2.0,b5a1p6,444.0,IL,Brlwnsvilke,f,V,8550 briggs avenue,
Mar403,7.0,1.0,O,1042426.0,Marfheck,Ofdlia,80.0,,2.0,77146,415.0,CA,SiouxFwils,f,M,9561 tartan north,
SWA3o4,2.0,7.0,R,2933561.0,SWANcTON,elyesa,23.0,1 147 089 1963,4.0,V6w131,482.0,ID,Jxcksonviple,m,,6259 PARKWOOD CRESCENT,Suite 113
ioy305,3.0,0.0,O,3880058.0,Joyjer,4vvie,56.0,1 956 899 9979,1.0,T5D1Lq,547.0,LA,Erie,m,,22632 country road,
mcr406,6.0,1.0,O,1707166.0,mctann,yanzhsn,61.0,1 149 281 5678,4.0,94089,628.0,WV,Saskatoin,,,15329 valderra drive,suite 308
9re307,1.0,3.0,R,1537958.0,Preeley,Alka,117.0,1 880 678 6428,2.0,53720,540.0,MN,StPetercfurg,m,X,9536 innsbrook west,
HoN308,5.0,5.0,O,,HINDLf,Laz,103.0,1 589 765 3895,3.0,75216,429.0,Queb2c,Toront9,M,,15023 LARNER CRESCENT,
Sek309,9.0,2.0,O,4918670.0,Selizke,Ashles,,1 413 343 2912,4.0,94334,388.0,Qudbec,Spoiane,F,,311 PIKE SOUTH,
Wea210,4.0,2.0,U,2757682.0,seathersbe2,AUGjSTA,75.0,1 312 593 5173,2.0,T5c129,437.0,MD,LongBeavh,,,10526 doheny rue,
TOM312,6.0,4.0,O,191310.0,TOMLkN,Helba,138.0,1 805 115 9823,2.0,b1cwx2,457.0,UT,Fort2orth,,C,6488 avalon north,
Ens322,2.0,8.0,,4702597.0,Enstonw,lartick,,1 956 260 8837,3.0,80185,459.0,RI,Orlanvo,M,,11674 GREENE WAY,
Ger413,,5.0,O,1379080.0,Geelt,ALYS,102.0,1 451 999 0585,4.0,87504,578.0,MA,Lakewooc,m,P,5461 gold crest way,
Bat315,2.0,2.0,,3253957.0,Battlston,OVILs,113.0,,1.0,10016,457.0,MN,Hunt8ngtoh,m,,22986 norfolk lane,
LON415,,3.0,R,2991367.0,LONSDxLE,abby,39.0,1 359 607 4329,4.0,35292,329.0,TX,Ham0ton,M,N,14471 clower rue,
Tun3q6,6.0,3.0,R,6369224.0,Tunaoi,ooral,,1 363 394 6166,3.0,92807,602.0,WI,Oceansid2,,F,5140 emerson lane,
eis417,9.0,6.0,O,1923642.0,fisen,gEVYN,97.0,1 015 803 2474,0.0,92823,418.0,NwwBrunsw9ck,Winstonxalej,M,,8357 buckeye west,
Vkc318,2.0,3.0,U,2081406.0,Vucinuch,mazkell,43.0,1 362 478 2862,1.0,92815,464.0,ID,Norfokk,M,C,7075 glen loch drive,
bea310,5.0,3.0,O,2860407.0,geals,xharlsey,98.0,1 558 480 1200,2.0,77191,451.0,Br7tishColuhfia,Bkrningham,m,,18538 mason south,Apt. 453
Ferr20,3.0,1.0,O,1343487.0,Fergysson,Abnick,,1 703 636 9996,5.0,94152,329.0,NV,ohiladepphia,,W,5263 wayne drive,
Sok321,5.0,,O,96005.0,Sood,GURStARAN,63.0,1 154 086 1903,3.0,Vui1r8,398.0,MN,hoise,m,,7914 wycliffe street,
Birw22,4.0,1.0,O,3970039.0,Birkwoov,barnette,10.0,1 547 387 1078,4.0,84092,426.0,IL,Fuller5on,F,,12357 HAYES LOWER,
Ver32e,,4.0,O,1873097.0,Verho4z,nguye5,,1 748 212 2340,2.0,36601,510.0,Manit8ba,Rfgina,,Q,13626 hawkins street,
De224,7.0,,O,,Deaouza,KOdRIE,36.0,1 846 315 1764,3.0,T6d1f2,392.0,Albwrta,Sandu,m,C,13920 WEDGEWOOD LANE,
Bla315,3.0,4.0,O,6053291.0,Blackbufn,Nazi,66.0,1 179 983 1576,0.0,H2c1xu,361.0,TN,Mesa,,,8303 warren road,
Hir326,1.0,3.0,O,4232948.0,Hurd,hance,26.0,1 073 769 1833,1.0,93361,322.0,ME,P5ovo,M,U,14518 westheimer avenue,
rsy327,,3.0,O,3651975.0,gayner,Cormy,52.0,1 353 395 2825,1.0,93726,383.0,GA,Kitdhener,,,21119 vickery west,
nix327,5.0,3.0,R,2135864.0,nixob,DAhIELLE,90.0,1 771 657 6355,3.0,h5kwq7,468.0,AK,IdayoFxlls,,,3222 GRANT LANE,
zab329,1.0,5.0,R,4792617.0,xagorski,bell,110.0,1 942 527 3307,0.0,73177,319.0,CT,Allenyown,,K,21181 2nd rue,
Roi3r0,1.0,3.0,O,,Ro7thmxier,Jany,52.0,,3.0,02107,421.0,WI,Waterbuty,,,24280 piney point rue,
yog331,1.0,5.0,,1382707.0,Hlgue,Dvm,4.0,1 205 874 4529,,19222,521.0,MO,Rale7gh,,T,7042 ottley park,
Mar33q,1.0,1.0,O,752004.0,Mqrconi,Nedi,2.0,,2.0,T6dqh1,516.0,MS,gafonRouge,,,10795 balmoral south,Apt. 345
xol333,4.0,4.0,O,1061921.0,Colantogil,hilda,117.0,1 831 988 7672,1.0,H6f1y1,388.0,NY,Oshaww,,W,15696 chadbourne lower,APT. 492
nrg334,5.0,3.0,O,4066172.0,neganehi,paqs,81.0,1 079 481 2220,2.0,89137,581.0,MI,Cqrgollton,,T,2612 havenridge avenue,
Wil345,5.0,4.0,O,2094210.0,Wildemqn,Lublmyr,77.0,1 853 953 1134,2.0,94661,439.0,MD,Columbuq,M,J,15498 durango north,
Gosw36,2.0,3.0,O,1328473.0,Goqzczyhski,melan6ha,64.0,1 471 099 6976,2.0,99211,221.0,SD,CedarRa0idd,,,24178 turtle creek street,
Ntp347,4.0,8.0,O,3925484.0,Ntprek,Qiinn,132.0,1 235 350 8301,1.0,85029,223.0,PrinseEdwareIskand,Yomkers,F,,3570 REYNOLDS UPPER,
nil338,6.0,5.0,O,4269785.0,jilway,Kimberll,,1 020 844 6258,3.0,78522,524.0,TN,Fl9nt,,A,7125 COOPER LOWER,
TEL330,3.0,2.0,R,1322026.0,TEoKE,frfdi,4.0,1 101 164 5047,,M7m2b5,326.0,ID,Kitshener,,,10570 WEIZMANN LOWER,
RIb340,2.0,5.0,O,3282913.0,RjVERS,nuri,75.0,1 424 458 1913,1.0,27407,571.0,MO,GrqndPrairif,m,,428 EMERSON WEST,
