St,NumCreCa,LaNa,AgID,Co,Ge,NWo,MaSta,Ag,CreRa,Ci,Em,MiIn,NumCh,FirN,PoCo,AddrLi1,Inc,AddLi2,NuCa,OORFl,Pho
AZ,8.0,Ghrlcuscpesuzsdwqfwwbgh,Ghr7577,United States of America,,437353.0,M,68.0,598.0,Billings,Wells Fargo,Z,5.0,Biflzgcqpqpbahquomftmjffohpwuy,NNCXIBTCXZA,BESJDYZDIOIXKDFEHBQXBPW,63617.0,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,1.0,O,1-906-600-9749
NY,9.0,Rwkdeshuwhwvmvmdnckmuvdt,Rwk7578,United States of America,,2669917.0,U,93.0,505.0,Pueblo,Vornado Realty Trust,,2.0,ybdlwlwxispyswbiegrbsqqtywxr,mfwuio,Ouopoqztakszwsfkthdbwndfjuqaelyd,244849.0,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,2.0,O,1-093-018-2851
WA,7.0,Uwinnbtdd,Uwi7579,United States of America,,1466537.0,S,48.0,839.0,Sherbrooke,New York Times,,3.0,Capzcewdt,Utgwrun,Ivwhotvobwkshcixclfobqoljlaqohw,123585.0,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,4.0,R,1-302-096-9321
GA,2.0,VXZTLDNZPYIFIKTIJRXS,VXZ7580,United States of America,,991860.0,S,96.0,672.0,Sacramento,Adobe Systems,,1.0,XKBLVBCCYKMIXABVTOTVPZCJRII,Wgulrhctjlg,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,391134.0,CYQWJKJB,1.0,U,1-915-044-3154
AZ,3.0,Aykkkc,Ayk7581,United States of America,f,,M,58.0,696.0,Charlotte,Valmont Industries,p,5.0,wmknfemsztimaphftadowlmbnp,Srhxvxe,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,426759.0,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,5.0,O,1-040-274-3474
NV,5.0,lhodktal,lho7582,United States of America,M,1816368.0,W,63.0,448.0,El Paso,UAL,,3.0,DHLVITRFJDXLTPAGMPMJ,Dadkihaohc,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,451737.0,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,5.0,O,1-678-397-2739
TN,9.0,rziprpcfwnirtuvrbfnuepq,rzi7583,United States of America,,565246.0,S,18.0,549.0,Mesa,AFLAC,,1.0,Jdpqutldftwykfyhukveiaimoyyk,Fpoleiod,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,180822.0,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,2.0,O,1-679-345-9939
AL,0.0,Wdsuorykxmvfxupyyjl,Wds7584,United States of America,,1899339.0,W,40.0,705.0,Simi Valley,VeraSun Energy,,2.0,Qiwemtdba,Cuaieflmccqp,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,205843.0,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,4.0,O,1-093-616-0613
TX,6.0,Xsjypvyfoqbiq,Xsj7585,United States of America,M,3873239.0,M,29.0,387.0,St. Catharines,Magellan Health Services,f,3.0,JQKEDISZ,qiraymmapgf,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,470985.0,ccfzcxohrhrcnypedmhjovjyjrxi,4.0,O,1-546-131-8988
WV,7.0,Luxkby,Lux7586,United States of America,,767547.0,U,21.0,359.0,Washington,Emcor Group,v,1.0,Gfuwa,Tsynomgib,Nhgrkzjzcrjcerkwrugwul,318225.0,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,2.0,,1-477-186-7432
ND,9.0,wxwhwasadsmxchyhlgrvnurte,wxw7587,Canada,f,1027999.0,M,41.0,494.0,Chula Vista,Peabody Energy,,2.0,CTTUYHUUMMDTX,Amudllk,,326044.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,2.0,O,1-965-848-6954
Saskatchewan,10.0,pfzjoarqopfjtzjalxxxeq,pfz7588,United States of America,m,3428495.0,M,56.0,345.0,Montpelier,State Farm Insurance Cos.,e,1.0,Wvtqm,ELQKT,uiaoi,,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,1.0,,1-622-866-0937
VA,10.0,hlxshqpvshstjerwclb,hlx7589,United States of America,M,1827180.0,M,33.0,402.0,Mesa,Humana,,0.0,xuwgpsvzcpxtoerndtr,Oiwac,Wwonzdtvwkn,187282.0,REHWDWEP,2.0,O,1-040-217-2014
ND,3.0,nybiaaw,nyb7590,United States of America,,2070007.0,M,96.0,579.0,New Haven,News Corp.,,0.0,Hnnzpokbygacjjgybkskf,Dqgzinvuxxy,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,2.0,O,1-101-684-2373
ND,2.0,Lttvvpjjavydrmbt,Ltt7591,United States of America,,,,35.0,569.0,Indianapolis,Torchmark,O,0.0,qsnivsknktiwjpqwnrlgftnmsrxkjc,Nchaajfkjvx,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,,DIMPFMEBDNHBCT,2.0,O,1-386-426-5849
MS,9.0,gszunimggpyfjzmivbwizzftuen,gsz7592,United States of America,,3596263.0,W,40.0,745.0,Stockton,Rock-Tenn,,4.0,pygsfvfpeofkdcugfvxdsqgmcgebfp,XEDMBUAMGXKH,cezvfwtftwlwfrgrpxtuejvrgucexe,306946.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,0.0,O,1-598-816-0126
WY,1.0,Kwpztgkknktyvdks,Kwp7593,,,3719999.0,D,10.0,320.0,Louisville,AGCO,,,Zgxsuo,crxbrlj,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,99663.0,DVYTEPWCABNSGPTLJEMPQLTEWM,0.0,U,1-770-379-7700
MA,4.0,AGMCLBCUEPVBRKDKWAGBCFOLYET,AGM7594,United States of America,,3058439.0,M,59.0,591.0,Atlanta,,D,4.0,ganifmdaqbltccwbqijtkypcetuq,Eytubbwi,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,482013.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,2.0,R,
AK,10.0,Ocnds,Ocn7595,United States of America,m,2592932.0,M,70.0,,Milwaukee,United Stationers,u,0.0,IYCOMORWDFSEKN,Lwftldizl,Ctgihaqlm,180476.0,,1.0,U,1-628-245-6238
PA,5.0,Cmweamsabhudajyhpsohkpzcy,Cmw7596,United States of America,F,1471273.0,M,69.0,417.0,Fort Smith,McCormick,,5.0,vdvdlfz,GSSFZNBZL,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,285682.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,4.0,,1-813-787-2611
MA,8.0,Ditjvpiidkjkvxssfnctzcczb,Dit7597,United States of America,,,M,96.0,338.0,Knoxville,National Life Group,V,5.0,Sbwymtnwzhffkwjczlsnvrtcv,Nrnqtmjz,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,455032.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,0.0,R,1-362-897-1162
DC,9.0,Rmmasnivkq,Rmm7598,United States of America,,2410816.0,S,9.0,340.0,Idaho Falls,Hasbro,S,,qjjwbffbgxilxyarhjwdvo,Rzjxvum,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,356141.0,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,3.0,O,1-952-919-4878
RI,5.0,ekjvgcmzgobzeerrpfgefwvxlvfcua,ekj7599,Canada,,1059543.0,U,39.0,738.0,Jacksonville,Tupperware Brands,,3.0,JIXUQX,Accezkuzqrif,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,165667.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,3.0,U,1-145-214-8009
MA,7.0,wcqqbslcxugdqpbzbmbqvlahw,wcq7600,United States of America,,379282.0,S,31.0,597.0,Stockton,Covance,A,2.0,Eqrxuc,LNZZPGOTEG,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,459767.0,MIMWGPPF,0.0,O,1-328-944-9786
Alberta,4.0,Klcanpomjmuwosnasroukafsxtufz,Klc7601,United States of America,f,3271265.0,M,64.0,603.0,Thousand Oaks,Interactive Brokers Group,,2.0,PDAXUXBMPOVTKJUR,YINOHET,RSSNUTWWLOKIHRRTPEAFTLBF,106459.0,Xpannac,2.0,R,1-899-864-9421
AR,5.0,Jrdmn,Jrd7602,,,1530364.0,D,38.0,662.0,Nashua,SkyWest,,1.0,Adftxl,ddgkyv,Sachwqwddeyfxvagihsjxtcsibaejb,51021.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,,U,1-877-997-8896
VA,0.0,GDQESTOSFCKVLPZEQPNFIKQLTXB,GDQ7603,United States of America,,3731860.0,W,47.0,838.0,Tallahassee,Best Buy,,4.0,Gaksvvggpbleteofow,Seiksuhglhj,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,494931.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,2.0,R,1-750-900-0823
OR,9.0,fnmqzceohwapysohiuofkhjpwzgv,fnm7604,United States of America,,2488858.0,M,,791.0,Brownsville,Sears Holdings,,2.0,Ijstknxzfzsvqmy,Ytgghhaxc,Sbutxmtwkb,429859.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,5.0,O,
ID,7.0,Ymuvinagbzdhiwglzfacood,Ymu7605,Canada,,2301347.0,S,76.0,692.0,Charlotte,Frontier Oil,e,4.0,jvhwyzbcwdrrqmlbvpjwbohhemm,Ajlcdadx,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,1.0,O,1-347-704-7823
IA,8.0,Pxjmfwpwm,Pxj7606,,,1736571.0,W,60.0,673.0,Oakland,Automatic Data Processing,R,3.0,nhhjbqktsr,Daivf,mnkidgiyajigobghpnkdvauwiubpjb,464086.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,0.0,O,1-228-976-2888
TN,7.0,Rsdlvo,Rsd7607,Canada,,2399483.0,U,73.0,331.0,Fort Wayne,,M,,Lmhtjwddyqbzlxgv,xrquzcptycg,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,207651.0,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,3.0,O,
Nova Scotia,2.0,Qqhwdyopkfs,Qqh7608,United States of America,,2982744.0,U,37.0,744.0,Chula Vista,Comerica,,,BXFLGQTJSJDQAUCXXJXWHTQU,shigmwk,Fmrydeogisvvtrpsfonolelpnqcbkrr,260418.0,BPPKDY,4.0,O,1-760-429-1328
Ontario,6.0,udqexswxytatsvxw,udq7609,United States of America,,1611011.0,M,50.0,446.0,Peoria,Baldor Electric,Q,1.0,Tlaihggmhfiuezhjgps,enehob,Xhggtfwyslxvgeiuzjfxewcsweefq,,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,5.0,U,1-253-879-8833
MD,0.0,Ghlflxgkavpsqvkpun,Ghl7610,Canada,,2999167.0,M,0.0,,Lexington,Commercial Metals,M,4.0,DSRXJZKFJTIVXLBAX,RNLAKRXSPA,,316963.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,0.0,O,1-401-256-3483
AR,,mtkfmxripistepftjaxfosviokgqsf,mtk7611,Canada,f,,W,,,Salem,,,,Annsrbdzywmpqvigpn,Hlezt,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,84046.0,Xuqmcmxaigbk,5.0,O,1-175-910-8245
Saskatchewan,9.0,QIYQRALNIIONMKDZB,QIY7612,United States of America,,3307491.0,M,,723.0,San Jose,Molina Healthcare,,3.0,Mrawpcvb,Iyqmkpcjx,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,368990.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,0.0,O,1-565-191-3419
OH,2.0,Ohzpaqjtc,Ohz7613,Canada,,2057260.0,S,81.0,348.0,Kansas City,Plains All American Pipeline,,0.0,yociu,klgnkcaedht,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,124382.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,2.0,O,1-921-688-5401
VA,,djgtucxplpftr,djg7614,United States of America,,53179.0,M,52.0,666.0,Windsor,Agilent Technologies,,0.0,DQNVNWPYSMLDGXJVBUHUKDLRSLN,Jsombikj,Gvdteormavfflajkedaclod,9263.0,EECYCMJAJGNQBRSKW,2.0,O,1-925-155-0170
ID,3.0,Iaduje,Iad7615,United States of America,,690086.0,M,68.0,,Chicago,AutoZone,,4.0,wfnjfn,Xtckbvng,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,334181.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,2.0,U,1-185-691-2951
WI,8.0,EMGQKGEOTCGAFGDZVTRUAVGZYPM,EMG7616,United States of America,,2025465.0,M,,844.0,Evansville,,H,1.0,WWWEN,YPUWSVRD,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,314001.0,hgandkyzsnb,0.0,R,1-067-518-3854
MS,8.0,Hjnljezrxojeaoustvawackahexa,Hjn7617,Canada,,695307.0,M,36.0,766.0,Honolulu,Universal Health Services,,4.0,Krjcfgq,Ifxvsnt,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,168309.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,1.0,O,1-188-554-1671
OK,10.0,CYPTBBGPWKKKFNOUHJ,CYP7618,United States of America,M,3238398.0,M,31.0,521.0,Cleveland,Time Warner,D,4.0,Fxmpengjsaf,EAOJPQVWBNZ,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,322765.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,2.0,O,1-168-215-2223
GA,7.0,KPNRNVLRFUTOWOERTCSIRQZ,KPN7619,United States of America,,1213578.0,W,55.0,306.0,Livonia,Sealed Air,h,5.0,Eobtk,fhirgl,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,311253.0,QTWXYHMLBYQ,1.0,O,1-228-022-3056
TN,9.0,Vbimifwtrtvb,Vbi7620,United States of America,,103708.0,W,66.0,411.0,Little Rock,Sprint Nextel,x,5.0,Abahrdfcbtscoblhaovnjkbx,Lahfziy,Blsmawjjdmdamrhqyqgzmbkfa,140296.0,SDEAIMDWRSKXTFCPHWF,5.0,R,1-926-766-1124
SC,3.0,ehbcbdctlcspuvwbqveohanmkolbw,ehb7621,United States of America,F,1086081.0,M,22.0,,Halifax,,,5.0,bhephgijqbu,tofdjef,Stofpzwyhkpmuq,439984.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,1.0,O,1-538-797-1948
AR,8.0,TMQACIIUMYYZHYX,TMQ7622,United States of America,F,1349626.0,U,51.0,702.0,Peoria,Quiksilver,C,0.0,KECNVVPGTOXHIGOUAWLHU,rckzx,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,454011.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,5.0,O,1-627-234-0841
MT,1.0,Lsbutxufufshmkqnscnhx,Lsb7623,United States of America,a,1083092.0,S,26.0,842.0,San Jose,Valspar,y,5.0,xppmtvztaifqynlbmofxonnus,MMLJKBGXD,,191541.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,1.0,R,1-876-492-0782
WY,0.0,Dpzpfctp,Dpz7624,United States of America,M,1662799.0,U,100.0,528.0,Charlotte,Timken,u,1.0,kzntoukktuqqfuyeo,banusio,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,,Lhwkvadxwcjobcggyuighvqlcm,2.0,R,1-436-946-7319
WY,5.0,Zujmcfzznpfohsdp,Zuj7625,United States of America,,3548540.0,W,13.0,300.0,Hilo,,,3.0,TDRLAQZARCGRAMDDMCWP,Safkd,cnckvldjedzgdqhy,,,3.0,R,1-281-780-2897
WV,7.0,Jqkozdva,Jqk7626,United States of America,,881414.0,S,11.0,752.0,Yonkers,Occidental Petroleum,,1.0,shbaeyxyrjfietruntrdeyqkc,DHTLWJDXLRW,,269215.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,2.0,O,1-421-286-4139
CA,0.0,ijbcvbgglqupyentiqncsnswyygl,ijb7627,Canada,m,1712200.0,M,62.0,303.0,Modesto,,,4.0,Zururxrihusergiba,RORIUHK,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,193126.0,Alukohji,0.0,O,1-908-354-2709
Alberta,10.0,NMOXMHMVUDGY,NMO7628,United States of America,F,847446.0,M,13.0,418.0,Louisville,Massey Energy,U,5.0,QZLCPVRKZMTENMREVZT,bxgwhohh,qehomraquwxrkb,462618.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,3.0,O,1-466-560-2530
New Brunswick,4.0,Tefewe,Tef7629,United States of America,f,344294.0,W,23.0,667.0,Eugene,Weyerhaeuser,,3.0,dvbflygvxrizbclmqwoajkvnzoufc,SRARKMXOD,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,212026.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,3.0,O,1-578-686-8082
British Columbia,7.0,Sdjhq,Sdj7630,United States of America,,1534879.0,D,51.0,441.0,Buffalo,National Fuel Gas,Z,4.0,mtnubdnrdoivcuqmapqhtvzkixw,hwugfvlttol,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,371024.0,Kxxipkohacffav,1.0,U,1-166-077-1436
DE,0.0,Pbrfgfdwedgrmifitr,Pbr7631,United States of America,m,3897101.0,U,2.0,471.0,Santa Fe,Pep Boys,,2.0,Nzljqsbgutsixlosfedpmlzl,zgsllav,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,235810.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,3.0,O,1-535-320-1881
CT,9.0,Icejebxweavlnddpjz,Ice7632,United States of America,m,3064442.0,W,,701.0,Springfield,Neiman Marcus,,,Ealrdsynhtadihmsl,Mszwfhpj,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,347270.0,onxyyslcmbyxpfjuykowqpwqi,2.0,O,1-633-495-6478
Quebec,1.0,ZWGIV,ZWG7633,United States of America,,2016524.0,D,82.0,323.0,Anchorage,BlackRock,,2.0,xfjdwfentojva,Yqfxb,TAIWTM,399212.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,5.0,R,1-398-680-0278
NJ,10.0,Evwthrqmqfpsbpdqojtqzpjmpoea,Evw7634,United States of America,m,37745.0,M,94.0,846.0,Winnipeg,McGraw-Hill,,5.0,Zvowaelneuhpxzphpvtgvfz,ypmuep,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,439561.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,4.0,O,1-185-976-7770
MN,8.0,Lhlatzfku,Lhl7635,United States of America,m,503752.0,M,16.0,850.0,Waco,Family Dollar Stores,c,4.0,fmdcjzjekrwrirumyvfuqnnkxzr,Xthtecuu,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,29980.0,Krdmgygwnziumjdtybwyw,3.0,O,1-490-238-8219
NE,,LYBUGCXZYJSERVQKQJKNIIW,LYB7636,United States of America,,2115180.0,M,43.0,,Stockton,Teleflex,N,5.0,Ohetzpmilrphnhnasiisaypdl,Xjzpdio,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,28693.0,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,2.0,U,1-891-741-2112
VA,3.0,Ijbmwiomutrflaupolplmfjsqh,Ijb7637,Canada,M,839222.0,M,76.0,564.0,Boston,,x,2.0,VAUWGMVOILXNGKB,Rgthehdvvlh,Phqspowfoiqmszxy,106794.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,1.0,O,1-849-918-0984
PA,4.0,Zhftulgpedd,Zhf7638,United States of America,f,1851334.0,S,0.0,558.0,Memphis,Imation,,5.0,Tnwgmuvaaqmxskkyqnvrmnmul,ysexit,XDPEFDQIMFNMCO,340598.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,3.0,O,1-426-168-3142
WV,0.0,PYUHQOCHAUAWGKHHLXQNUWZTEBN,PYU7639,United States of America,m,1348251.0,U,33.0,417.0,Sydney,PPL,r,,mtovrkjvtfkennjujgpegknnck,Wscgcsbwlzj,FSSAAXLAMAPBOMTNUFG,490597.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy,1.0,O,1-757-910-8931
WY,6.0,Ikufiibsvk,Iku7640,Canada,,2722392.0,U,62.0,487.0,Shreveport,Smithfield Foods,F,2.0,Lwxdv,AUQJTIMK,AKWOIATLDDKU,499685.0,,2.0,O,1-468-325-0119
MN,9.0,HBZACUNNIOTFKFSTCILLC,HBZ7641,United States of America,m,1785161.0,M,8.0,639.0,Modesto,Macy's,,0.0,Ftvuzjdzocqmcoxvrbqcna,Weqnwrwrbcgx,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,62285.0,Bnbfbxvqxtngv,2.0,O,1-383-310-7894
VT,3.0,Pcofbhaqeemibnkjtsoxmdibmpquo,Pco7642,United States of America,M,2823578.0,U,4.0,625.0,Hull,Torchmark,,5.0,Hnbgeuii,facqrtjqjmd,VANVGDDSYEK,320885.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO,5.0,O,1-353-727-2029
WV,1.0,Ybvjle,Ybv7643,United States of America,,2123972.0,D,39.0,,Yonkers,Herman Miller,,3.0,Fykbowmpxpbb,OCNCREZ,TVTDULLNHUZPDNEEKSXEGPXDNE,184669.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP,5.0,O,1-028-849-5461
IN,3.0,Rimdakhncfjlrbor,Rim7644,United States of America,,112782.0,S,90.0,,Atlanta,Kindred Healthcare,F,0.0,Ruagwhiorgizpmbphjerywjrr,JXOGSVJ,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,126989.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke,0.0,R,1-480-785-4021
MS,3.0,gnfkwjxmvkbeh,gnf7645,Canada,,248311.0,M,7.0,460.0,Hayward,Arch Coal,,4.0,teldp,Iqtso,HWAWSSEUGGKEXQDESYXFHWZ,48144.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm,1.0,,1-443-132-4138
CO,8.0,Wxphiul,Wxp7646,United States of America,F,3719851.0,,95.0,793.0,Savannah,Whirlpool,C,4.0,Tmhxnpfgyifx,Uxgvbwop,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,377787.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc,5.0,O,1-143-020-1234
PA,8.0,Dxhuevhfuceqmpoolmuhflp,Dxh7647,Canada,m,1920385.0,U,59.0,821.0,Fullerton,Arrow Electronics,N,5.0,Fpchjcvsrkakkqqsojokdrg,Ovsiu,,323782.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw,5.0,O,1-475-304-3486
DE,6.0,Aqopbqsxqxjj,Aqo7648,United States of America,,576903.0,S,13.0,,Overland Park,Rock-Tenn,,2.0,Heiehcgec,Frqdqbs,NASLRGJGXPDOGNJSHNLNGBCXJVO,31880.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn,3.0,O,1-677-882-6792
Prince Edward Island,8.0,fenowyirqcdcwwo,fen7649,United States of America,,1855037.0,D,58.0,643.0,Alexandria,R.H. Donnelley,s,3.0,sgapkfrztiyyayezulvi,waiitdv,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,390190.0,Eymghd,5.0,O,1-151-067-7411
TN,2.0,CMQIHWYKNOLSX,CMQ7650,Canada,,2954046.0,U,67.0,817.0,Fort Collins,Pall,,1.0,Nohjtayoycptngwoitqzhmuf,Vlmzifrfolfs,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,413821.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK,4.0,O,1-645-553-4591
CA,10.0,Yhbbdqabnbldfqhnofnxdrzrj,Yhb7651,United States of America,f,952096.0,,68.0,702.0,Santa Fe,Burlington Coat Factory,,2.0,QIGFYQTIPFYCR,DKXNSUJQRKGM,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,301451.0,Vqdxskijczxliokh,1.0,O,1-670-793-5351
TN,2.0,mbwpxwoq,mbw7652,United States of America,,3382998.0,D,17.0,409.0,Simi Valley,Forest Laboratories,L,0.0,evwjgjrsttnkbmhmmrswodkvwdqo,Vzvadviukgid,efpvvudpddvgaljtnjmshztaeqltzbxxfmwuittcrmivhiqnsqilvepxowxtkjxtpivw,5888.0,Fclwsu,1.0,O,1-049-843-6473
