OwnOrRentFlag,State,MaritalStatus,MiddleInitial,Age,Employer,NumberCreditCards,Country,Phone,NumberCars,AddressLine1,AddressLine2,City,Income,LastName,NumberChildren,AgencyID,CreditRating,NetWorth,Gender,FirstName,PostalCode
O,MD,U,L,76.0,Bemis,2.0,United States of America,1-267-357-1943,1.0,20025 routh crescent,,Costa Mesa,20397.0,lawlis,1.0,law141,,3810365.0,m,Otha,v6n 1v9
O,New Brunswick,U,D,5.0,Securian Financial Group,6.0,United States of America,1-602-756-7919,2.0,4144 LAKE PARK LANE,Suite 397,Houston,463094.0,Beebe,2.0,Bee142,664.0,2641938.0,m,Rodie,83702
O,HI,U,,65.0,Ford Motor,7.0,United States of America,1-793-864-7010,4.0,3375 sakowitz lane,,Bakersfield,331900.0,schlange,1.0,sch143,789.0,3857323.0,m,DULCE,80125
U,ND,S,,94.0,ConAgra Foods,0.0,United States of America,1-637-020-2921,5.0,7255 berry way,,Chesapeake,8421.0,Witchlow,0.0,Wit144,803.0,1636212.0,,Win,M5G 1Y7
,Nova Scotia,M,Q,95.0,Charter Communications,3.0,United States of America,1-428-797-6325,4.0,3131 WATHAN SOUTH,,Sandy,35780.0,MEREDITH,4.0,MER145,720.0,2999082.0,F,Roselin,80213
R,ME,M,,28.0,Calpine,4.0,United States of America,1-011-549-5618,1.0,18440 RYAN NORTH,,Lewiston,139897.0,bialkenius,0.0,bia146,839.0,2280820.0,m,Malanie,60737
O,Alberta,D,P,76.0,Crane,0.0,United States of America,1-993-255-5481,4.0,13222 glen loch road,SUITE 464,Elizabeth,414119.0,Swiat,1.0,Swi147,621.0,1050866.0,m,TARYN,90510
O,VT,D,,81.0,Textron,3.0,United States of America,1-487-749-4448,5.0,7889 MURRAY WAY,,Sudbury,234035.0,bullinger,4.0,bul148,628.0,,,MALENA,92882
O,DE,W,,38.0,Idearc,6.0,Canada,1-192-352-2184,3.0,7527 whale drive,,Austin,144405.0,TYRRELL,5.0,TYR149,813.0,603001.0,F,Dorie,98121
R,MA,W,,25.0,Cabela's,3.0,United States of America,1-293-442-4224,5.0,17788 eagle trace park,,Salinas,55441.0,Fyfe,3.0,Fyf150,367.0,3368239.0,,Liese,H2e 1x9
O,CA,D,,0.0,EOG Resources,10.0,United States of America,1-078-502-6700,4.0,7661 GRANT WAY,,Peoria,392869.0,Sicard,2.0,Sic151,807.0,1042629.0,,tele,23503
O,Manitoba,U,,61.0,,8.0,United States of America,1-430-909-3001,3.0,4806 crystal hills street,,Sydney,402416.0,CASTEN,4.0,CAS152,501.0,1948746.0,F,astra,40208
O,TN,U,S,3.0,Burlington Coat Factory,10.0,United States of America,1-392-455-0895,0.0,4211 WILLS NORTH,,San Antonio,89984.0,Choy,2.0,Cho153,490.0,3113862.0,,marnia,75201
O,FL,W,,77.0,Southwest Airlines,3.0,United States of America,1-273-921-9787,2.0,7524 linberg north,,Oklahoma City,395773.0,CHACKO,3.0,CHA154,321.0,2777290.0,,AMY,93852
R,CA,U,E,8.0,RPM International,6.0,United States of America,1-012-993-4538,1.0,14266 lemming south,,Miami,126662.0,beil,0.0,bei155,,2210073.0,f,HAMILTON,32312
O,CO,U,J,34.0,Amazon.com,7.0,United States of America,1-890-859-4211,4.0,1427 ADDAX LANE,,Yonkers,132008.0,Eleftheriou,1.0,Ele156,446.0,1999684.0,m,Kuldip,90059
O,Saskatchewan,M,,15.0,Neiman Marcus,2.0,United States of America,1-080-032-3031,5.0,1625 fernando court,,Columbia,417218.0,o'grady,5.0,o'g157,428.0,2119678.0,F,krystalle,77006
O,UT,S,,66.0,Goldman Sachs Group,5.0,United States of America,1-561-620-7173,0.0,335 floresta north,,Lubbock,360063.0,Katchmar,0.0,Kat158,423.0,169808.0,,Stella,23224
O,ME,U,O,55.0,Boeing,6.0,United States of America,1-017-439-0362,5.0,22806 garson east,,Chattanooga,100516.0,Luin,4.0,Lui159,499.0,1072732.0,,Marie-josee,10055
O,NH,S,,8.0,United Refining,7.0,United States of America,1-248-539-6621,1.0,5524 vermack street,,Fargo,16814.0,Klavkalns,1.0,Kla160,342.0,2261442.0,f,Nashib,35830
U,VA,M,Z,7.0,D.R. Horton,1.0,United States of America,1-611-789-5569,1.0,18105 electra street,,Omaha,,Brunsting,3.0,Bru161,632.0,2234368.0,,Annette,v6m 1s9
O,TX,M,Q,97.0,Jarden,6.0,United States of America,1-023-151-8130,3.0,719 holman court,,Yonkers,315962.0,Apter,1.0,Apt162,525.0,575288.0,,LENA,22304
R,Saskatchewan,M,,95.0,Systemax,9.0,United States of America,1-005-574-3523,5.0,23553 MEMORIAL RUE,,Spokane,299268.0,schuette,1.0,sch163,371.0,1102479.0,f,Christian,06101
O,NH,U,,92.0,Marriott International,4.0,United States of America,1-550-487-1571,1.0,16759 park avenue,,Tulsa,301490.0,Lanava,3.0,Lan164,699.0,2995388.0,,Morrie,78756
O,VA,M,,17.0,Expeditors International,8.0,United States of America,1-280-494-1415,3.0,12296 WILLIAMS LOWER,,Garden Grove,36052.0,Fusca,2.0,Fus165,435.0,1147193.0,F,LYMAN,93003
U,IA,U,R,81.0,Great Plains Energy,2.0,United States of America,1-803-438-4141,1.0,9625 ALLEN BOULEVARD,,Fort Lauderdale,437483.0,Nevardauskis,4.0,Nev166,512.0,1136540.0,F,REUBEN,T5D 1P2
O,NC,M,,13.0,Danaher,6.0,Canada,1-566-299-2351,5.0,10340 jarvis road,,Philadelphia,152971.0,SHACKLEFORD,,SHA167,552.0,1677669.0,f,Hermon,10108
O,NH,M,P,78.0,,8.0,Canada,1-586-363-4189,0.0,13143 goodwin lane,,Sydney,449495.0,Sauck,2.0,Sau168,,2160706.0,,Paqs,t5c 1l3
O,AL,M,,78.0,Watson Wyatt Worldwide,5.0,United States of America,1-505-124-9029,4.0,7160 BEATTY RUE,,Waterbury,349827.0,frischknecht,1.0,fri169,687.0,2525665.0,,GAETAN,M5B 1Z8
R,British Columbia,M,O,85.0,Yahoo,0.0,United States of America,1-897-996-9812,3.0,22679 chimney rock west,,Tacoma,9562.0,fernandez,1.0,fer170,433.0,3517622.0,,leese,V6H 1W2
,MD,U,,68.0,Convergys,7.0,United States of America,1-922-919-5858,1.0,6769 pasadena upper,,Charlottetown,24514.0,LANDERS,2.0,LAN171,746.0,,M,Amelie,90308
R,IA,M,,1.0,Celanese,9.0,Canada,1-326-572-2988,0.0,20622 MCAFEE COURT,,Independence,407985.0,Bhasin,0.0,Bha172,405.0,97675.0,,TAMRA,M5e 1y2
O,ND,M,,83.0,Dana Holding,,United States of America,1-076-972-4311,5.0,10526 LINWOOD LANE,,Escondido,,Jordan,5.0,Jor173,805.0,,M,bang,80029
O,NY,M,,78.0,XTO Energy,5.0,United States of America,1-341-595-8408,4.0,21088 vessey crescent,,Lansing,257897.0,KNUDSEN,4.0,KNU174,819.0,3569070.0,F,HILDEGARDE,30350
O,OR,M,,,Alliance Data Systems,0.0,United States of America,,0.0,10884 ryan avenue,,Anaheim,261143.0,Hamelin,5.0,Ham175,648.0,1507616.0,F,Carmody,97240
R,MO,U,,5.0,Franklin Resources,10.0,United States of America,1-536-952-5040,5.0,1481 gale court,,Glendale,110615.0,MAUER,5.0,MAU176,401.0,514151.0,,Dareen,R3A 1M1
U,CT,U,,43.0,Fidelity National Financial,8.0,United States of America,1-663-917-0422,2.0,18390 martins east,Apt. 426,Chula Vista,407799.0,Rezansoff,0.0,Rez177,484.0,2903408.0,F,WEN,73172
O,MO,U,,53.0,FirstEnergy,1.0,Canada,1-843-773-1791,4.0,23208 porter crescent,,Orlando,195242.0,Koa,4.0,Koa178,463.0,1695814.0,,MOT,V6s 1p9
O,MN,U,B,13.0,Commercial Metals,5.0,United States of America,1-823-567-1252,3.0,17026 durand north,,Cleveland,315490.0,HANNEMAN,0.0,HAN179,335.0,868465.0,m,leese,90140
O,NC,U,I,7.0,Genzyme,10.0,United States of America,1-744-421-7512,5.0,16533 devonshire park,,Huntington,22201.0,jakim,4.0,jak180,,2810709.0,,nettie,94639
R,TN,M,C,17.0,US Airways Group,7.0,United States of America,1-621-744-1484,4.0,8965 griffin east,,Fayetteville,441579.0,umphres,5.0,ump181,381.0,3593363.0,,AILEE,22307
O,NV,M,G,67.0,Advanced Micro Devices,1.0,Canada,1-973-214-3381,2.0,22451 larner court,,Riverside,342730.0,Wickham,2.0,Wic182,708.0,2607636.0,,chan,55116
R,AL,M,,54.0,United Parcel Service,8.0,Canada,1-428-266-1600,5.0,3681 HOLLY KNOLL CRESCENT,Apt. 540,Dayton,117267.0,Gates,4.0,Gat183,354.0,2735642.0,F,RAY,M6s 1i5
,NE,S,,5.0,Fastenal,10.0,United States of America,1-334-466-5299,1.0,5678 dayton street,,Corona,260107.0,bott,4.0,bot184,547.0,1501732.0,,Robinette,92708
O,KS,D,T,28.0,Core-Mark Holding,9.0,United States of America,1-249-478-5643,1.0,15591 holgate lane,,Oklahoma City,166760.0,DAVID-YERUMO,1.0,DAV185,761.0,397072.0,,Rocke,V6r 1q6
O,NY,M,,5.0,Boise,1.0,United States of America,1-804-228-8548,4.0,23477 havenridge rue,,Dallas,401021.0,HILLARD,1.0,HIL186,659.0,3399757.0,F,Suzette,63178
R,NY,M,,,DST Systems,9.0,United States of America,1-564-230-0062,4.0,18267 cape lane,,Durham,70945.0,warburton,2.0,war187,351.0,2684548.0,,Myla,x7j 1r5
O,Saskatchewan,S,,72.0,United States Steel,7.0,United States of America,1-781-339-9073,3.0,2928 POTOMAC UPPER,apt. 48,Tacoma,389391.0,MACHNICKI-HYNES,3.0,MAC188,608.0,3041622.0,m,dacia,M5e 1y7
O,Prince Edward Island,S,A,12.0,Pepco Holdings,3.0,United States of America,1-096-116-9962,4.0,14656 pasadena park,,Alexandria,63226.0,levitin,2.0,lev189,706.0,3211816.0,F,CHELSIE,23257
O,Alberta,M,,71.0,Acuity Brands,8.0,United States of America,1-914-194-6997,0.0,16983 flagler drive,apt. 968,Hialeah,206220.0,Gooderham,4.0,Goo190,391.0,127026.0,,abbas,V6I 1U7
R,Ontario,W,E,90.0,Baker Hughes,2.0,United States of America,1-733-360-9116,5.0,17212 LANDER SOUTH,,Denver,,Kohalmi-hill,4.0,Koh191,461.0,588945.0,,Rec,94539
O,TN,U,,20.0,Newell Rubbermaid,2.0,United States of America,1-591-402-8026,4.0,23764 sabine west,,Fort Lauderdale,337152.0,AYLWIN,4.0,AYL192,510.0,1962620.0,M,Elaine,H7h 1v4
O,VA,W,E,58.0,Westlake Chemical,5.0,United States of America,1-326-180-9322,,16271 vista south,,Mesa,312074.0,CHOUHAN,2.0,CHO193,805.0,178193.0,F,Katharine,15201
O,TX,M,G,57.0,Jones Lang LaSalle,7.0,United States of America,1-784-796-6844,2.0,1080 LAVENDER LANE,,Cleveland,68551.0,DITKO,4.0,DIT194,702.0,2102811.0,,LILIAN,t5a 1n6
O,MT,W,,43.0,Burger King Holdings,3.0,United States of America,1-662-625-4671,4.0,10856 summer street,,Lewiston,488800.0,EMIG,1.0,EMI195,368.0,2246854.0,,CATI,78784
R,IL,W,,39.0,Hovnanian Enterprises,8.0,United States of America,1-627-590-4931,3.0,17021 edwards crescent,APT. 392,Tallahassee,431633.0,Ryder,2.0,Ryd196,520.0,1312448.0,m,Luong,H6d 1w8
O,WY,S,S,87.0,Medical Mutual of Ohio,2.0,United States of America,1-055-694-7984,0.0,7726 TALLOWOOD UPPER,,El Monte,72797.0,meisner,3.0,mei197,666.0,295993.0,,JUOZAS,06705
O,NC,S,,57.0,Lockheed Martin,9.0,United States of America,1-166-844-7429,0.0,19097 foxfire north,,Sioux Falls,260576.0,Cegelski,1.0,Ceg198,587.0,1220003.0,,Lysy,M5c 1v9
O,ND,U,Z,58.0,Yum Brands,4.0,United States of America,1-516-930-4640,4.0,8161 PINTO ROAD,,Columbia,200096.0,haigh,5.0,hai199,643.0,2400476.0,,ULA,90759
R,GA,,J,28.0,Wesco International,5.0,United States of America,1-261-215-4290,,9659 sakowitz west,,San Francisco,,clendening,4.0,cle200,484.0,2900897.0,,Francesca,22301
R,VA,U,W,95.0,Volt Information Sciences,3.0,United States of America,1-681-572-7662,3.0,15306 pike park,,Santa Clara,267656.0,Ciesielski,1.0,Cie201,,3942140.0,,emili,19165
R,Prince Edward Island,S,,98.0,Western Union,8.0,United States of America,1-288-967-5460,1.0,21891 dewey street,,Greensboro,35253.0,Parypa,2.0,Par202,676.0,2118119.0,f,yogesh,75007
O,OR,M,K,55.0,,4.0,United States of America,1-315-022-2148,5.0,8155 storeywood road,,Waco,113159.0,LOZINSKI,2.0,LOZ203,300.0,338540.0,f,Xantippe,90302
R,WI,,,14.0,Lubrizol,8.0,Canada,1-707-402-6121,2.0,20871 dewdrop street,APT. 630,Rochester,297444.0,Pascal,3.0,Pas204,,2617116.0,,TINO,84092
O,ID,M,,30.0,C.H. Robinson Worldwide,9.0,United States of America,1-186-893-7846,3.0,1121 GREENE PARK,,Tampa,52092.0,Aula,1.0,Aul205,831.0,1459711.0,,AGGIE,v6d 1u1
O,MT,M,N,90.0,Celgene,7.0,United States of America,1-571-918-3795,3.0,23849 westerley south,,Paterson,30249.0,barnes,1.0,bar206,609.0,1804959.0,F,Alane,99503
O,MD,S,,69.0,Leggett & Platt,2.0,United States of America,1-206-055-2128,2.0,1540 murie rue,,Fullerton,483052.0,ELLIOTT,0.0,ELL207,679.0,2957472.0,,ABBYE,80960
O,NY,U,P,67.0,Fidelity National Information,6.0,United States of America,1-963-724-8044,4.0,16633 raymond road,suite 344,London,287060.0,forslund,0.0,for208,634.0,2919293.0,m,aleen,53743
O,HI,W,U,41.0,Arch Coal,4.0,Canada,1-050-641-8503,1.0,18676 turman drive,,Newark,274154.0,Burbidge,1.0,Bur209,338.0,3610130.0,,collen,t6d 1k1
O,DE,M,,2.0,Affinia Group Intermediate,4.0,United States of America,1-020-258-1680,5.0,1808 HARDY STREET,,Buffalo,379659.0,FOLLMER,5.0,FOL210,332.0,1209441.0,F,NEALA,91350
O,PA,M,,89.0,Kellogg,8.0,United States of America,,0.0,11115 midland avenue,,El Paso,,Leder,0.0,Led211,721.0,1058712.0,m,CELISSE,37916
O,IN,,N,88.0,PerkinElmer,3.0,United States of America,1-886-961-7857,4.0,24950 sheppard lane,,Toledo,100796.0,kopke,1.0,kop212,351.0,1946028.0,,MEHMET,22329
O,MT,M,,90.0,Limited Brands,6.0,Canada,1-999-799-7384,1.0,6450 LEMMING RUE,,Sterling Heights,128277.0,paylor,1.0,pay213,564.0,1420984.0,,Carlis,M1i 1r8
O,WY,M,,54.0,OfficeMax,9.0,United States of America,1-362-078-4138,1.0,19342 wycliffe park,,New Haven,147414.0,PALACEK,3.0,PAL214,379.0,213235.0,,marshal,h5i 1p1
O,FL,S,,53.0,J.B. Hunt Transport Services,8.0,United States of America,1-174-723-5263,1.0,7582 woodway south,,Dallas,51559.0,felton,2.0,fel215,727.0,472425.0,,Fabien,M1I 1R5
O,RI,U,,89.0,American Express,2.0,United States of America,1-898-789-3598,2.0,22526 QUEENSBURY LOWER,,Milwaukee,355622.0,ATWELL-BYRNE,3.0,ATW216,578.0,1160132.0,,basia,53739
O,CO,W,S,31.0,Occidental Petroleum,10.0,United States of America,1-482-305-5399,5.0,18833 3rd park,,Anaheim,468116.0,Mcbeth,1.0,Mcb217,642.0,2869995.0,M,FARID,06603
O,SD,M,B,1.0,Shaw Group,1.0,United States of America,1-834-784-7657,1.0,19394 canoas west,apt. 3,Huntington Beach,276728.0,Jalaie,0.0,Jal218,,3727044.0,M,jyoti,28247
R,TX,S,,57.0,W.W. Grainger,,Canada,1-864-555-5341,3.0,9941 ROYALTON DRIVE,,Naperville,135306.0,vempati,0.0,vem219,554.0,2293241.0,,Jandy,h7g 1u9
U,VT,U,D,10.0,IDT,6.0,United States of America,1-475-209-3369,1.0,10177 pecos crescent,,Iqaluit,99566.0,BARNICKEL,0.0,BAR220,733.0,2846515.0,,VO,90831
O,IN,M,U,74.0,General Mills,10.0,United States of America,1-459-456-1848,2.0,20823 WEST CHAPEL AVENUE,,Winnipeg,263959.0,PESOLD,4.0,PES221,345.0,1619956.0,M,Kien,M4j 1o7
R,UT,M,,28.0,RBS Global,6.0,United States of America,1-802-797-1712,2.0,13483 ROCKDALE DRIVE,,St. Petersburg,441498.0,Shaughnessy,0.0,Sha222,644.0,2367607.0,F,Tybi,77288
U,NV,S,J,96.0,Realogy,3.0,United States of America,,3.0,9645 HAYDEN BOULEVARD,,Waterbury,429621.0,Schmeing,0.0,Sch223,564.0,3795566.0,M,Nhien,77117
O,TX,M,L,42.0,ArvinMeritor,10.0,United States of America,1-224-760-3774,1.0,6066 fillmore lower,,Lubbock,181214.0,Materna,3.0,Mat224,465.0,734762.0,,Florance,45263
O,OR,D,,64.0,Amkor Technology,8.0,United States of America,1-511-883-9082,,293 conier avenue,,London,212502.0,JAIN,4.0,JAI225,652.0,908994.0,,Ros,v6g 1p4
O,Ontario,M,,,Lear,6.0,United States of America,,5.0,7000 ansley lane,,Des Moines,244545.0,KARNAZES,4.0,KAR226,714.0,2561296.0,,Genevieve,72247
R,Saskatchewan,M,,49.0,Asbury Automotive Group,10.0,Canada,1-405-014-0029,5.0,13635 jarvis south,APT. 587,Madison,218681.0,gustafson,4.0,gus227,383.0,3181069.0,,EMILIO,E7n 1j9
O,MO,,K,81.0,Limited Brands,7.0,United States of America,1-076-073-0994,,17362 COFFEY UPPER,,Scottsdale,296916.0,Annas,5.0,Ann228,336.0,2632226.0,,JANEEN,45272
O,UT,,R,57.0,Beazer Homes USA,9.0,Canada,1-690-040-0846,0.0,12279 trafalgar crescent,,Mount Pearl,453659.0,labenek,2.0,lab229,626.0,,,cathrin,x7j 1q2
U,IL,S,M,42.0,,0.0,United States of America,1-211-707-3341,3.0,24717 MIDLAND LANE,,Iqaluit,194450.0,flindall,0.0,fli230,549.0,1151333.0,f,kirstin,80952
O,NM,U,,30.0,Acuity Brands,0.0,United States of America,1-642-203-7899,5.0,11493 worley park,,Moreno Valley,49533.0,satkunaseelan,4.0,sat231,492.0,2763939.0,,giles,38157
O,NC,M,I,56.0,ABM Industries,0.0,United States of America,1-792-738-9524,2.0,6492 HAMMOND AVENUE,,Naperville,394819.0,thornley,4.0,tho232,327.0,370710.0,,Ted,06703
O,AZ,S,L,3.0,,10.0,United States of America,1-881-269-3949,3.0,8954 bagby north,,Norfolk,342754.0,CRIPPS,3.0,CRI233,545.0,1192164.0,m,hayden,v6u 1r8
O,CT,M,V,53.0,Southwestern Energy,0.0,United States of America,1-537-303-6219,1.0,11622 josey south,,Louisville,224435.0,Gascon,0.0,Gas234,571.0,223487.0,M,Gail,28231
O,VA,W,,67.0,Delta Air Lines,7.0,United States of America,1-682-154-3638,0.0,11538 collinwood avenue,,Akron,37717.0,Chavers,2.0,Cha235,423.0,2341143.0,f,las,63107
O,NV,,,94.0,ITT,4.0,United States of America,1-512-708-0580,1.0,20913 vickers boulevard,,Whitehorse,286483.0,Nettles,0.0,Net236,655.0,1774784.0,,Noelyn,H2g 1w7
O,VA,M,,37.0,Health Management Associates,0.0,United States of America,1-598-440-6359,0.0,22274 VICKERY CRESCENT,,Salem,185412.0,WOODROW,5.0,WOO237,488.0,3951308.0,m,izak,55416
,British Columbia,M,,75.0,Western Union,6.0,United States of America,1-281-206-9270,4.0,881 vance jackson south,,Memphis,472518.0,valerien,,val238,352.0,2756025.0,,bernita,V6d 1u5
O,VA,M,,51.0,Family Insurance Group,0.0,United States of America,1-442-133-8200,,15079 DECATUR RUE,,Fayetteville,425307.0,Berndt,1.0,Ber239,810.0,1833112.0,f,Karmen,93782
O,TX,D,F,74.0,Advance Auto Parts,8.0,United States of America,1-607-062-8891,2.0,10424 mitchell street,,Lansing,304909.0,labranche,2.0,lab240,686.0,698884.0,,Rio,90252
R,CO,M,X,100.0,J.P. Morgan Chase & Co.,0.0,Canada,,0.0,14195 VERDE PARK,,Atlanta,231226.0,VREUGDENHIL,2.0,VRE241,389.0,3287261.0,m,ISABELLE,85759
U,GA,M,,,Fidelity National Financial,,United States of America,1-141-622-5196,0.0,10608 bissonnet road,,Gary,219026.0,GOODINSON,0.0,GOO242,761.0,3337290.0,F,Micro,M5g 1x8
O,NE,D,S,28.0,Toro,4.0,United States of America,1-500-101-2792,0.0,11237 balmoral way,,Atlanta,414993.0,chaput,1.0,cha243,589.0,2963197.0,,maribel,78746
O,NC,M,W,18.0,Mueller Water Products,1.0,United States of America,1-655-973-7192,0.0,15621 yaupon lower,,Dawson City,24837.0,TAMARELLI,0.0,TAM244,492.0,1487009.0,F,NADYA,H2f 1z1
U,OK,D,,77.0,Energy Future Holdings,10.0,United States of America,1-972-039-2576,2.0,12387 SAUNDERS WEST,Suite 463,Mobile,200645.0,CUMPSTON,5.0,CUM245,442.0,3177428.0,M,Darrell,77288
O,MO,S,E,14.0,Weis Markets,8.0,United States of America,1-764-148-5233,4.0,6156 holmes court,,Santa Clarita,22605.0,SIMONOVICH,3.0,SIM246,649.0,1886280.0,,Hoy,35277
O,AR,U,,23.0,MasterCard,8.0,United States of America,1-399-618-9069,0.0,17521 REILLY STREET,,Chicago,,Estes,0.0,Est247,337.0,1853087.0,,shana,36134
R,MT,D,P,1.0,Oracle,8.0,United States of America,1-628-481-6657,4.0,20093 canterbury way,,Nashua,389524.0,haney,,han248,572.0,195847.0,F,HQ,V6t 1u3
U,Newfoundland,M,Y,58.0,Mutual of America Life,0.0,United States of America,1-085-050-1119,4.0,11930 alabama south,,West Covina,232945.0,Peers,3.0,Pee249,666.0,3727580.0,,Co,99597
O,OR,D,T,98.0,JetBlue Airways,4.0,United States of America,1-993-284-6634,2.0,22780 terrace lower,,Mesa,390626.0,blidy,3.0,bli250,567.0,2993662.0,M,Beb,V6N 1V1
O,NM,,,76.0,Western Refining,5.0,United States of America,1-395-464-9156,5.0,6481 century lane,,El Paso,286207.0,Leavell,3.0,Lea251,574.0,2886788.0,,Sherrill,T6d 1h7
,FL,S,U,59.0,Western Refining,2.0,United States of America,1-811-547-9696,5.0,11293 rice avenue,,Victoria,391468.0,Willhoff,0.0,Wil252,498.0,3672610.0,F,takehiko,M7o 1c5
R,MS,U,,81.0,Bristol-Myers Squibb,9.0,Canada,,5.0,9828 WEST EAST,,Hayward,171326.0,komenda,2.0,kom253,836.0,3245637.0,f,FLOSSIE,M2q 1e8
,Saskatchewan,M,,31.0,AutoNation,8.0,United States of America,1-648-501-2866,2.0,10369 gemini way,,Oshawa,294972.0,Welsford,3.0,Wel254,759.0,959636.0,,Chryste,64172
O,NE,S,,1.0,Boeing,6.0,United States of America,1-332-974-4753,3.0,23445 GATES WAY,,Hamilton,131039.0,Lacombe,5.0,Lac255,563.0,1037702.0,,Sheelagh,85265
U,TN,S,,28.0,Advanced Micro Devices,8.0,United States of America,1-217-048-6379,1.0,2160 WEIZMANN DRIVE,,Oklahoma City,480287.0,Honda,5.0,Hon256,313.0,69141.0,f,DICKENS,h5k 1p8
O,OR,M,,36.0,Unitrin,6.0,United States of America,,0.0,16716 fresco road,,Portland,276404.0,Conley,4.0,Con257,771.0,2818725.0,,Maury,M2P 1F6
O,ID,S,,47.0,Liberty Media,1.0,United States of America,1-246-119-5490,0.0,17068 simpson road,,Macon,435481.0,handley,5.0,han258,717.0,3153373.0,,Dorothy,V6U 1U9
O,WV,D,,77.0,Jarden,2.0,United States of America,,4.0,23276 dillbeck upper,,Yellow Knife,,WOJTECKI,4.0,WOJ259,355.0,616608.0,,CHICKIE,V6F 1W7
O,MI,U,P,91.0,Cincinnati Financial,10.0,United States of America,1-347-479-6259,4.0,24268 hayden west,,Santa Rosa,499891.0,Amini,4.0,Ami260,383.0,1014586.0,f,Lavinia,92711
O,AL,S,A,46.0,Steel Dynamics,1.0,United States of America,1-881-547-3819,5.0,2682 LUMBER PARK,,Fort Wayne,394640.0,Mo,5.0,Mo261,579.0,1679903.0,f,Kristine,60779
O,TN,M,,36.0,OGE Energy,5.0,Canada,1-155-847-4022,4.0,4129 crestline avenue,,Inglewood,359040.0,BUREK,3.0,BUR262,324.0,1062919.0,,tobi,90790
R,Manitoba,M,X,18.0,Hartford Financial Services,0.0,United States of America,1-946-987-5835,5.0,18257 mahonia west,,London,429949.0,Kosten,2.0,Kos263,752.0,3684297.0,m,Frederica,80908
O,CO,D,,27.0,Penske Automotive Group,2.0,Canada,,5.0,19050 cordoba upper,,Waterbury,333500.0,Borel,2.0,Bor264,723.0,1805618.0,m,Cayla,74129
U,OR,S,K,79.0,Amkor Technology,1.0,United States of America,,2.0,1121 greene park,,Salem,480399.0,LARCHE,,LAR265,349.0,1852935.0,,BRIAN,M9e 1u6
O,CO,W,,72.0,Psychiatric Solutions,4.0,United States of America,1-551-913-3853,2.0,13762 silver sage way,,Dayton,73398.0,BOURDEAU,5.0,BOU266,643.0,1528702.0,,ROCH,93663
O,NC,W,,26.0,Calpine,0.0,United States of America,1-666-863-1257,3.0,22629 bagby east,,Frederick,,Panter,0.0,Pan267,390.0,178411.0,,Charly,84119
O,Alberta,U,,31.0,Saks,7.0,United States of America,1-938-871-9739,4.0,13296 wayside boulevard,,Thousand Oaks,446105.0,Walbridge,4.0,Wal268,801.0,2245432.0,m,joli,82602
O,VT,S,,2.0,BE Aerospace,2.0,Canada,1-333-561-7008,0.0,9824 OLYMPIA STREET,,Escondido,128126.0,Muehle,4.0,Mue269,741.0,3058077.0,M,Kasper,94429
O,VT,D,,81.0,Exterran Holdings,8.0,Canada,1-514-023-2587,2.0,6907 ferncliff crescent,Apt. 986,Independence,371101.0,Zubans,1.0,Zub270,821.0,723251.0,,Joo-geok,H2A 1V4
O,SC,M,D,69.0,Penn National Gaming,5.0,United States of America,1-027-811-2670,3.0,24573 lyons avenue,,Corpus Christi,263066.0,Seidman,,Sei271,830.0,3755553.0,,Winona,40511
R,SD,M,,69.0,PetSmart,,United States of America,1-475-590-2337,0.0,15407 fillmore north,,Santa Rosa,,Cavasin,1.0,Cav272,441.0,757755.0,F,king-haut,M5b 1y9
R,New Brunswick,D,,80.0,First Data,2.0,United States of America,1-214-794-0930,3.0,850 leon lower,,Burlington,453776.0,Hartell,1.0,Har273,484.0,3610784.0,F,DARLENE,E7N 1P6
O,Manitoba,,R,14.0,Liz Claiborne,8.0,United States of America,1-988-429-0103,4.0,14635 greene rue,,Overland Park,494609.0,Naugle,5.0,Nau274,653.0,2994154.0,M,Deana,h5k 1o7
R,NJ,D,,39.0,Alcoa,7.0,Canada,1-143-517-2347,0.0,21034 windchime lower,,Huntsville,233618.0,Stegman,2.0,Ste275,727.0,612241.0,,Laurette,95203
O,TX,U,D,0.0,Perini,0.0,United States of America,1-709-720-3248,1.0,15868 dewdrop park,,Berkeley,,Choo-kang,,Cho276,535.0,1352198.0,m,Renell,23513
R,MD,W,R,59.0,Hudson City Bancorp,9.0,United States of America,1-314-831-7578,5.0,10232 oak hill west,,Casper,154521.0,Luxford,4.0,Lux277,320.0,2534935.0,f,Meriann,T5c 1j1
O,WV,W,,60.0,Sigma-Aldrich,1.0,United States of America,1-342-101-7385,4.0,950 WILLS WEST,,Toledo,438162.0,Farnsworth,4.0,Far278,775.0,3189762.0,F,KATALIN,V6z 1q9
O,OH,M,,4.0,Plains Exploration,,United States of America,1-419-495-9429,3.0,23223 WOODLAWN UPPER,,Cheyenne,352602.0,Shinjo,4.0,Shi279,606.0,447872.0,F,Gayel,73121
O,NH,S,P,74.0,W.R. Berkley,5.0,United States of America,1-992-551-4676,4.0,23208 porter crescent,,Fresno,194788.0,Piperni,2.0,Pip280,,3207012.0,f,Lourdes,75267
