AgencyID,Age,NumberChildren,PostalCode,Country,MaritalStatus,LastName,FirstName,MiddleInitial,Gender,AddressLine1,AddressLine2,City,State
WOO237,37.0,5.0,55416,United States of America,M,WOODROW,izak,,m,22274 VICKERY CRESCENT,,Salem,VA
val238,75.0,,V6d 1u5,United States of America,M,valerien,bernita,,,881 vance jackson south,,Memphis,British Columbia
Ber239,51.0,1.0,93782,United States of America,M,Berndt,Karmen,,f,15079 DECATUR RUE,,Fayetteville,VA
lab240,74.0,2.0,90252,United States of America,D,labranche,Rio,F,,10424 mitchell street,,Lansing,TX
VRE241,100.0,2.0,85759,Canada,M,VREUGDENHIL,ISABELLE,X,m,14195 VERDE PARK,,Atlanta,CO
GOO242,,0.0,M5g 1x8,United States of America,M,GOODINSON,Micro,,F,10608 bissonnet road,,Gary,GA
cha243,28.0,1.0,78746,United States of America,D,chaput,maribel,S,,11237 balmoral way,,Atlanta,NE
TAM244,18.0,0.0,H2f 1z1,United States of America,M,TAMARELLI,NADYA,W,F,15621 yaupon lower,,Dawson City,NC
CUM245,77.0,5.0,77288,United States of America,D,CUMPSTON,Darrell,,M,12387 SAUNDERS WEST,Suite 463,Mobile,OK
SIM246,14.0,3.0,35277,United States of America,S,SIMONOVICH,Hoy,E,,6156 holmes court,,Santa Clarita,MO
Est247,23.0,0.0,36134,United States of America,U,Estes,shana,,,17521 REILLY STREET,,Chicago,AR
han248,1.0,,V6t 1u3,United States of America,D,haney,HQ,P,F,20093 canterbury way,,Nashua,MT
Pee249,58.0,3.0,99597,United States of America,M,Peers,Co,Y,,11930 alabama south,,West Covina,Newfoundland
bli250,98.0,3.0,V6N 1V1,United States of America,D,blidy,Beb,T,M,22780 terrace lower,,Mesa,OR
Lea251,76.0,3.0,T6d 1h7,United States of America,,Leavell,Sherrill,,,6481 century lane,,El Paso,NM
Wil252,59.0,0.0,M7o 1c5,United States of America,S,Willhoff,takehiko,U,F,11293 rice avenue,,Victoria,FL
kom253,81.0,2.0,M2q 1e8,Canada,U,komenda,FLOSSIE,,f,9828 WEST EAST,,Hayward,MS
Wel254,31.0,3.0,64172,United States of America,M,Welsford,Chryste,,,10369 gemini way,,Oshawa,Saskatchewan
Lac255,1.0,5.0,85265,United States of America,S,Lacombe,Sheelagh,,,23445 GATES WAY,,Hamilton,NE
Hon256,28.0,5.0,h5k 1p8,United States of America,S,Honda,DICKENS,,f,2160 WEIZMANN DRIVE,,Oklahoma City,TN
Con257,36.0,4.0,M2P 1F6,United States of America,M,Conley,Maury,,,16716 fresco road,,Portland,OR
han258,47.0,5.0,V6U 1U9,United States of America,S,handley,Dorothy,,,17068 simpson road,,Macon,ID
WOJ259,77.0,4.0,V6F 1W7,United States of America,D,WOJTECKI,CHICKIE,,,23276 dillbeck upper,,Yellow Knife,WV
Ami260,91.0,4.0,92711,United States of America,U,Amini,Lavinia,P,f,24268 hayden west,,Santa Rosa,MI
Mo261,46.0,5.0,60779,United States of America,S,Mo,Kristine,A,f,2682 LUMBER PARK,,Fort Wayne,AL
BUR262,36.0,3.0,90790,Canada,M,BUREK,tobi,,,4129 crestline avenue,,Inglewood,TN
Kos263,18.0,2.0,80908,United States of America,M,Kosten,Frederica,X,m,18257 mahonia west,,London,Manitoba
Bor264,27.0,2.0,74129,Canada,D,Borel,Cayla,,m,19050 cordoba upper,,Waterbury,CO
LAR265,79.0,,M9e 1u6,United States of America,S,LARCHE,BRIAN,K,,1121 greene park,,Salem,OR
BOU266,72.0,5.0,93663,United States of America,W,BOURDEAU,ROCH,,,13762 silver sage way,,Dayton,CO
Pan267,26.0,0.0,84119,United States of America,W,Panter,Charly,,,22629 bagby east,,Frederick,NC
Wal268,31.0,4.0,82602,United States of America,U,Walbridge,joli,,m,13296 wayside boulevard,,Thousand Oaks,Alberta
Mue269,2.0,4.0,94429,Canada,S,Muehle,Kasper,,M,9824 OLYMPIA STREET,,Escondido,VT
Zub270,81.0,1.0,H2A 1V4,Canada,D,Zubans,Joo-geok,,,6907 ferncliff crescent,Apt. 986,Independence,VT
Sei271,69.0,,40511,United States of America,M,Seidman,Winona,D,,24573 lyons avenue,,Corpus Christi,SC
Cav272,69.0,1.0,M5b 1y9,United States of America,M,Cavasin,king-haut,,F,15407 fillmore north,,Santa Rosa,SD
Har273,80.0,1.0,E7N 1P6,United States of America,D,Hartell,DARLENE,,F,850 leon lower,,Burlington,New Brunswick
Nau274,14.0,5.0,h5k 1o7,United States of America,,Naugle,Deana,R,M,14635 greene rue,,Overland Park,Manitoba
Ste275,39.0,2.0,95203,Canada,D,Stegman,Laurette,,,21034 windchime lower,,Huntsville,NJ
Cho276,0.0,,23513,United States of America,U,Choo-kang,Renell,D,m,15868 dewdrop park,,Berkeley,TX
Lux277,59.0,4.0,T5c 1j1,United States of America,W,Luxford,Meriann,R,f,10232 oak hill west,,Casper,MD
Far278,60.0,4.0,V6z 1q9,United States of America,W,Farnsworth,KATALIN,,F,950 WILLS WEST,,Toledo,WV
Shi279,4.0,4.0,73121,United States of America,M,Shinjo,Gayel,,F,23223 WOODLAWN UPPER,,Cheyenne,OH
Pip280,74.0,2.0,75267,United States of America,S,Piperni,Lourdes,P,f,23208 porter crescent,,Fresno,NH
Sug281,66.0,1.0,78781,Canada,W,Sugarman,Jooran,,,791 dexter road,,Sacramento,IL
Kum282,36.0,5.0,25727,Canada,M,Kumamoto,Damian,F,,2939 CHADBOURNE WAY,,Fargo,SD
LOR283,55.0,4.0,76708,United States of America,M,LORENZO,teressa,L,f,11671 wathan north,,Rapid City,DC
KUR284,57.0,3.0,46217,United States of America,D,KURIAN,Phedra,,F,240 hoke north,Apt. 247,Raleigh,MO
ser285,76.0,0.0,R5h 1l9,Canada,S,serbin,Flora,D,f,4482 pico crescent,,Oshawa,NJ
Ado286,63.0,4.0,23254,Canada,M,Adolfie,ezmeralda,N,,24795 clover court,,Yellow Knife,SD
Bol287,76.0,3.0,38184,United States of America,M,Bolgos,Clary,M,f,19332 paint rock avenue,,Casper,AK
sav288,22.0,,30398,United States of America,M,savanh,Yokan,,,8940 beningus park,,Oshawa,Newfoundland
Mar289,,0.0,C2B 4X7,United States of America,D,Marco,PATRIZIA,F,M,17719 shadowbriar park,,Bismarck,PA
Bar290,7.0,1.0,V6V 1Q1,United States of America,W,Bartush,Ileane,K,,23128 ROSWELL CRESCENT,,Calgary,NJ
Woo291,4.0,2.0,33185,United States of America,S,Woodhall,olivia,N,f,1037 bonneville lane,,Ontario,NJ
Bir292,39.0,1.0,90150,United States of America,,Biray,yolande,,,8426 navidad way,,San Diego,IL
Lav293,84.0,1.0,10290,United States of America,U,Lavelle,Kitson,A,,22609 reagan drive,,Yellow Knife,Ontario
Mcm294,26.0,0.0,21239,United States of America,S,Mcmichael,Abdullah,,,7895 crestline drive,,Palmdale,MI
Pau295,72.0,1.0,C2b 4x5,United States of America,S,Paulhus,vradmin,,m,4078 lexington north,,Stockton,TN
Lea296,20.0,4.0,19155,United States of America,W,Leathers,LEUNG,F,,5798 BELT LINE PARK,Suite 130,Cincinnati,MD
Seh297,100.0,1.0,92177,United States of America,U,Sehgal,collen,A,m,10530 lancaster south,,Winnipeg,CO
hit298,83.0,3.0,55169,United States of America,U,hitchcock,Constancy,,,16764 mcafee park,,Omaha,NC
GAS299,45.0,,V6R 1S8,United States of America,D,GASS,ERNESTO,,M,14362 reilly boulevard,,Iqaluit,Manitoba
hue300,56.0,1.0,06133,United States of America,M,huether,wing-man,E,,18207 conley south,apt. 35,West Covina,OR
Kle301,65.0,1.0,53739,United States of America,M,Kletchko,FAWN,,m,4410 porter road,,Overland Park,UT
Win302,96.0,,V5a 1p6,United States of America,M,Winsborrow,PRYOR,V,f,8550 briggs avenue,,Brownsville,IL
Mar303,40.0,2.0,77146,United States of America,U,Marcheck,Ofelia,M,f,9561 tartan north,,Sioux Falls,CA
SWA304,51.0,3.0,V6w 1r1,Canada,M,SWANSTON,elyssa,,m,6259 PARKWOOD CRESCENT,Suite 113,Jacksonville,ID
Joy305,85.0,3.0,T5D 1L1,United States of America,M,Joyner,Evvie,,m,22632 country road,,Erie,LA
mcr306,11.0,4.0,94089,United States of America,S,mcrann,yan-zhen,,,15329 valderra drive,suite 308,Saskatoon,WV
Pre307,100.0,5.0,53720,United States of America,M,Presley,Alka,X,m,9536 innsbrook west,,St. Petersburg,MN
HIN308,51.0,5.0,75216,United States of America,M,HINDLE,Laz,,M,15023 LARNER CRESCENT,,Toronto,Quebec
Sel309,,1.0,94334,United States of America,W,Seliske,Ashlee,,F,311 PIKE SOUTH,,Spokane,Quebec
Wea310,39.0,0.0,T5c 1w9,United States of America,U,Weathersbee,AUGUSTA,,,10526 doheny rue,,Long Beach,MD
TOM311,47.0,1.0,b1c 1x2,United States of America,,TOMLIN,Helga,C,,6488 avalon north,,Fort Worth,UT
Ens312,,1.0,80185,United States of America,,Enstone,Partick,,M,11674 GREENE WAY,,Orlando,RI
Ger313,66.0,3.0,87504,United States of America,S,Gerlt,ALYS,P,m,5461 gold crest way,,Lakewood,MA
Bat314,83.0,2.0,10016,Canada,S,Battiston,OVILA,,m,22986 norfolk lane,,Huntington,MN
LON315,49.0,4.0,35292,United States of America,W,LONSDALE,abby,N,M,14471 clower rue,,Hampton,TX
Tun316,,2.0,92807,Canada,M,Tunali,koral,F,,5140 emerson lane,,Oceanside,WI
eis317,73.0,2.0,92823,Canada,M,eisen,BEVYN,,M,8357 buckeye west,,Winston-Salem,New Brunswick
Vuc318,86.0,5.0,92815,Canada,D,Vucinich,maskell,C,M,7075 glen loch drive,,Norfolk,ID
bea319,48.0,5.0,77191,United States of America,U,beals,Charlsey,,m,18538 mason south,Apt. 453,Birmingham,British Columbia
Fer320,,0.0,94152,Canada,U,Fergusson,Annick,W,,5263 wayne drive,,Philadelphia,NV
Soo321,37.0,,V6i 1r8,United States of America,M,Sood,GURSHARAN,,m,7914 wycliffe street,,Boise,MN
Bir322,68.0,2.0,84092,United States of America,D,Birkwood,garnette,,F,12357 HAYES LOWER,,Fullerton,IL
Ver323,,0.0,36601,United States of America,U,Verhotz,nguyet,Q,,13626 hawkins street,,Regina,Manitoba
De 324,66.0,,T6d 1f3,United States of America,S,De souza,KORRIE,C,m,13920 WEDGEWOOD LANE,,Sandy,Alberta
Bla325,14.0,4.0,H2c 1x6,Canada,S,Blackburn,Nazi,,,8303 warren road,,Mesa,TN
Hur326,69.0,3.0,93361,United States of America,S,Hurd,Nance,U,M,14518 westheimer avenue,,Provo,ME
ray327,35.0,4.0,93726,United States of America,,rayner,Corny,,,21119 vickery west,,Kitchener,GA
nix328,78.0,0.0,h5k 1q7,Canada,U,nixon,DANIELLE,,,3222 GRANT LANE,,Idaho Falls,AK
zag329,33.0,5.0,73177,United States of America,S,zagorski,bell,K,,21181 2nd rue,,Allentown,CT
Roi330,77.0,4.0,02107,United States of America,M,Roithmaier,Jany,,,24280 piney point rue,,Waterbury,WI
Hog331,94.0,5.0,19222,United States of America,M,Hogue,Dvm,T,,7042 ottley park,,Raleigh,MO
Mar332,19.0,2.0,T6d 1h1,United States of America,S,Marconi,Nedi,,,10795 balmoral south,Apt. 345,Baton Rouge,MS
Col333,50.0,2.0,H6c 1y1,United States of America,,Colantonio,Gilda,W,,15696 chadbourne lower,APT. 492,Oshawa,NY
neg334,65.0,2.0,89137,United States of America,D,negandhi,paqs,T,,2612 havenridge avenue,,Carrollton,MI
Wil335,29.0,1.0,94661,Canada,,Wildeman,Lubomyr,J,M,15498 durango north,,Columbus,MD
Gos336,37.0,5.0,99211,United States of America,U,Goszczynski,melantha,,,24178 turtle creek street,,Cedar Rapids,SD
Ntp337,56.0,5.0,85029,United States of America,M,Ntprel,Quinn,,F,3570 REYNOLDS UPPER,,Yonkers,Prince Edward Island
mil338,,4.0,78522,United States of America,S,milway,Kimberli,A,,7125 COOPER LOWER,,Flint,TN
TEL339,46.0,4.0,M7m 1b5,United States of America,U,TELKE,fredi,,,10570 WEIZMANN LOWER,,Kitchener,ID
RIV340,28.0,4.0,27407,United States of America,M,RIVERS,nuri,,m,428 EMERSON WEST,,Grand Prairie,MO
hol341,31.0,1.0,85722,United States of America,U,hollen,Zondra,M,,5524 frostwood court,,Alexandria,Ontario
Fry342,55.0,4.0,V6n 1w1,United States of America,U,Fryar,Suvanee,,m,6106 ASHLAND EAST,,Overland Park,UT
Esc343,26.0,,e7n 1j9,United States of America,S,Esch,Cornelle,D,f,9390 fir street,,Columbia,CT
LID344,93.0,2.0,19194,United States of America,M,LIDDLE,Pammy,,d,4871 havenridge court,,Fort Smith,CA
BAY345,14.0,4.0,23295,United States of America,M,BAYERKOHLER,ISADORA,H,m,2116 whistler upper,,Kitchener,IN
SED346,30.0,1.0,93800,United States of America,U,SEDDIGH,Subra,,F,12683 starling upper,Apt. 449,Lowell,NE
SHU347,18.0,1.0,60606,United States of America,M,SHUKOR,gillie,,M,6795 greenspoint street,,Fairbanks,VT
hin348,69.0,,91323,United States of America,U,hinsdale,Whitfield,,m,8065 killeen upper,,St. Catharines,HI
Luw349,60.0,1.0,H2E 1Y3,United States of America,W,Luwemba,Shana,,,7366 fox boulevard,Apt. 954,San Buenaventura,WA
PCB350,77.0,2.0,T5a 1v4,United States of America,D,PCBOARDS,Kaile,,m,12530 CLOWER CRESCENT,,San Diego,Saskatchewan
BEZ351,,2.0,m1h 1p3,United States of America,M,BEZANSON,Reeba,,,6284 cordoba boulevard,,Syracuse,SC
Buc352,62.0,3.0,35852,United States of America,U,Buckingham,Brenton,E,,21119 vickery west,,Charlotte,OK
RAM353,96.0,3.0,83402,United States of America,M,RAMPAUL,NERTI,,,16917 FARMERS UPPER,,Winnipeg,NJ
THR354,45.0,0.0,T5C 1M5,United States of America,W,THREADER,MARJI,,,24867 wilmington park,,Pembroke Pines,KY
RAU355,65.0,4.0,90150,United States of America,M,RAUD,Aloysia,L,,18313 5TH LANE,,Plano,ME
Gol356,12.0,2.0,23502,United States of America,M,Goldberg,marietta,,m,17405 palisades road,,Fort Wayne,WY
Upd357,71.0,4.0,48910,Canada,M,Updt,janean,M,f,21404 SHERIDEN SOUTH,,San Buenaventura,MO
MOR358,38.0,2.0,T6C 1D7,United States of America,,MORIARTY,irving,R,,9086 ridgelea boulevard,,Mount Pearl,AK
SHA359,7.0,2.0,90760,Canada,W,SHAFIK,Ganesh,F,,20929 lee east,,Sandy,CT
Cla360,30.0,4.0,V6M 1U1,United States of America,M,Claxton,DISCOVER,S,,4812 NORMAN WAY,,Henderson,SD
LIC361,58.0,0.0,T5a 1j8,United States of America,,LICERIO,manuela,V,,15424 bramblewood north,,Mobile,IA
PEL362,8.0,5.0,20073,United States of America,U,PELKIE,vu,,,13056 BEATTY WAY,Suite 471,Hilo,UT
Ash363,18.0,3.0,50321,Canada,M,Ashraf,anni,K,,18787 englewood park,,Virginia Beach,Newfoundland
DYN364,83.0,3.0,E7n 1n1,United States of America,S,DYNIE,hesther,,B,14004 pelan way,,Fullerton,ID
Lar365,50.0,1.0,10710,United States of America,M,Larmour,brynna,,,12683 starling upper,,Lancaster,MI
ENG366,88.0,3.0,90826,Canada,M,ENGINEERING,CANTRELL,,,14553 round lake boulevard,,Durham,CA
Har368,60.0,2.0,93850,United States of America,U,Haroutounian,Shelbi,,f,20776 whistler west,,Fort Wayne,MD
Hey369,52.0,5.0,83721,United States of America,U,Heydon,Elzbieta,J,,4684 whale court,,Seattle,KS
leh370,48.0,3.0,V6c 1r8,Canada,W,lehrbaum,KAI-WAI,C,,23701 PELICAN WAY,,Vancouver,WI
Co-371,40.0,,90320,Canada,U,Co-op,Felisha,V,,15108 ryder road,apt. 926,Tucson,NC
Elt372,69.0,2.0,M9e 1t7,Canada,M,Elting,Rchlab,,,24795 clover court,,Oxnard,TN
Alv373,42.0,,80081,United States of America,M,Alvaro,CARLYNNE,I,F,18614 TIDE MILL COURT,,Corona,IL
YOK374,39.0,1.0,25325,United States of America,M,YOKELEY,JAWAID,H,f,22461 MORTON EAST,,Sacramento,OR
ZIN375,19.0,0.0,E7o 1p7,United States of America,M,ZINGELER,twana,,,22151 bluff road,,Escondido,DC
zim376,10.0,4.0,10017,United States of America,U,zimmermann,KALI,K,m,20405 DOWLEN NORTH,,Chicago,Saskatchewan
laf377,47.0,4.0,V6c 1r4,United States of America,M,lafargue,Marguerite,X,,4501 norfolk east,,Frederick,KS
POP378,83.0,,E7n 1f9,Canada,S,POPOVICS,Yannick,Q,M,3262 KATHERINE NORTH,,Thousand Oaks,British Columbia
men379,,2.0,T6a 1d7,United States of America,S,menashian,issy,V,,15330 payne drive,,Mobile,MI
TUR380,42.0,4.0,M5c 1x6,Canada,M,TURCOTTE,Phuong,,,11293 rice avenue,,Pomona,CT
fee381,2.0,4.0,e7o 1h3,United States of America,D,feeley,Ernesto,H,F,14656 coffey rue,,Little Rock,IA
ter382,67.0,3.0,64103,United States of America,S,terranella,vikky,,F,20065 clara way,,Hilo,NH
BAR383,,4.0,72241,Canada,M,BARSZCZEWSKI,chloe,,,16825 BITTERCREEK WAY,,Simi Valley,TN
Tap384,77.0,5.0,77085,United States of America,M,Tappert,tilak,V,,2916 THROCKMORTON SOUTH,,Las Vegas,MS
Mod385,19.0,4.0,h5k 1o1,United States of America,,Modl,Bob,,f,11912 JARVIS WEST,Apt. 936,Ottawa,Ontario
cim386,8.0,4.0,06515,United States of America,U,cimolai,SKICLUB,,F,3788 HOLMES RUE,APT. 587,Vallejo,CT
Sal387,,1.0,80085,United States of America,M,Salb,Marybeth,,,14497 FROSTWOOD BOULEVARD,,Iqaluit,RI
bru388,83.0,1.0,m5f 1u3,United States of America,M,bruhl,Nawa,,f,20880 PALM UPPER,,Lowell,TX
GAU389,43.0,3.0,V6l 1w7,United States of America,D,GAUDET,Lydie,,,5049 mills avenue,,Rochester,Saskatchewan
LOB390,46.0,3.0,35227,United States of America,D,LOBAUGH,candida,L,T,21180 TRAFALGAR WAY,,Salinas,CA
DAN391,14.0,5.0,70501,Canada,M,DANBROOK,wieslaw,,m,4371 ASHFORD HOLLOW LANE,,Buffalo,MN
SAL392,72.0,0.0,M9f 1t5,United States of America,M,SALKINI,Joke,,m,21891 DEWEY STREET,,Cincinnati,AK
Mar393,29.0,5.0,T5D 1M9,Canada,S,Marx,MARY-MICHELLE,V,f,14835 westover boulevard,,Memphis,KS
Bra394,51.0,1.0,64182,United States of America,M,Bratten,Txp,P,m,6284 cordoba boulevard,,Chicago,PA
Koc395,81.0,4.0,79910,Canada,M,Koch,BRIT,,m,10905 apollo west,,Mount Pearl,IA
Pla396,67.0,0.0,07113,Canada,W,Platthy,celestine,U,,14817 BAILEY BOULEVARD,,Palmdale,OH
mcc397,91.0,4.0,38138,United States of America,W,mccuaig,amberly,,,22133 wesleyan way,,Grand Rapids,ND
Des398,43.0,4.0,92155,United States of America,M,Despault,cayla,S,,10877 CENTURY CRESCENT,,Whitehorse,IN
NOR399,27.0,2.0,90772,Canada,M,NORWOOD,tonu,,,16354 SAND RUE,,Fort Wayne,CA
Paq400,1.0,,V5c 1p9,United States of America,W,Paquin,candace,,M,2533 WOLFE NORTH,,Elizabeth,VT
Sfi401,91.0,4.0,95263,United States of America,M,Sfiroudis,Zbignew,A,M,5128 BELLWOOD CRESCENT,,Fort Lauderdale,IN
Amo402,55.0,0.0,95260,United States of America,M,Amouzgar,Ninnette,N,M,5680 powers drive,,Waco,KY
Say403,46.0,4.0,14201,United States of America,W,Sayegh,davita,,M,17774 applewood rue,,Buffalo,MN
ang404,62.0,3.0,V6w 1v2,United States of America,U,angus,Lilias,C,M,2777 durand crescent,,Providence,NH
lig405,67.0,4.0,60700,United States of America,M,lighthall,CORILLA,,F,8096 northland road,,Chesapeake,GA
Sch406,51.0,0.0,10209,United States of America,,Schwab,Manuela,C,F,12880 whittington west,,Austin,WY
BRA407,49.0,5.0,t5c 1l7,United States of America,U,BRANNAN,Lawrence,,F,20917 carlingford crescent,,Chattanooga,Ontario
Coa408,40.0,3.0,36167,Canada,M,Coallier,NUNTEL,N,,12397 ingersoll upper,,Vancouver,IA
NAR409,59.0,0.0,06710,United States of America,M,NARAYANAN,RAMIZ,T,f,9818 PEARSON AVENUE,,Fort Worth,WY
cai410,83.0,5.0,H5I 1Q9,United States of America,S,caine,JORDAN,,,17991 chamberlin way,,Irving,MT
hol411,49.0,4.0,68508,United States of America,D,holdren,Tedra,,M,3561 hilltop lower,,Sterling Heights,WI
YED412,22.0,3.0,60634,United States of America,D,YEDEMA,Carly,,m,15129 ROSEMAN UPPER,,Toronto,British Columbia
GIA413,16.0,3.0,64130,United States of America,U,GIAMBERARDINO,sangman,,,16777 stanford avenue,,Great Falls,Quebec
TOO414,71.0,1.0,85044,United States of America,M,TOOTHMAN,Sashenka,,M,11790 graves west,,Charlotte,OK
Sei415,84.0,1.0,v6t 1u4,Canada,M,Seiple,Kenneth,,M,19931 runyan crescent,,Fairbanks,WI
REN416,36.0,0.0,19048,United States of America,S,RENDON,Kare,,M,3681 HOLLY KNOLL CRESCENT,Apt. 250,Fort Wayne,SD
Sax417,94.0,4.0,60744,United States of America,D,Saxena,lani,,,14290 BARBERRY RUE,,Little Rock,New Brunswick
des418,86.0,5.0,23465,Canada,W,deslauriers,herschel,,m,2648 miller street,,Glendale,NV
KUH419,,5.0,64144,United States of America,S,KUHN,koen,,,6454 kiel upper,,Waterbury,MS
men420,44.0,5.0,S7d 1n4,Canada,S,mencer,Idt,A,,18338 bailey park,,Abilene,MT
Ado421,62.0,5.0,30303,United States of America,D,Adolfie,Ashly,F,F,3624 shelter way,,Sherbrooke,NE
SHA422,31.0,3.0,55177,United States of America,M,SHAMES,Hadi,,m,12267 SPAULDING PARK,apt. 68,Bismarck,Quebec
mcm423,39.0,,10182,Canada,M,mcminn,ITALO,,,11538 KIMBERLEY BOULEVARD,,San Diego,British Columbia
ver424,32.0,1.0,19108,United States of America,S,vermette,NANCY,,F,13056 beatty way,Suite 162,Honolulu,OK
Bur425,97.0,5.0,t6c 1k9,United States of America,M,Burrowes,CANDACE,,,22787 UNIVERSITY CRESCENT,,Baton Rouge,WY
kau426,84.0,2.0,23278,United States of America,M,kauffeldt,mariaelena,C,f,17027 9TH ROAD,,Wichita,VA
mcc427,37.0,5.0,M7o 1b1,United States of America,D,mcconnell,nathalie,W,f,3238 SKILLMAN COURT,Apt. 486,Ontario,New Brunswick
Ube428,68.0,1.0,77001,United States of America,M,Uberig,Tedda,P,M,22461 MORTON EAST,,St. Johns,MD
Sel429,14.0,0.0,m6u 1g8,United States of America,,Selisker,olympie,O,m,21889 west court,,Casper,OH
mai430,34.0,1.0,85017,United States of America,W,maint,martha,,,10724 voss lower,,Paterson,RI
NIS431,52.0,4.0,33131,United States of America,U,NISHITH,VALERIA,,f,13653 collier avenue,,Buffalo,LA
Hol432,98.0,3.0,85012,United States of America,M,Holvey,GIANNA,,,10638 QUENTIN PARK,,Lansing,WI
log433,20.0,4.0,59406,United States of America,,loggins,rickey,,,4139 PACE LOWER,,West Valley,New Brunswick
Fra434,,0.0,V5d 1n1,United States of America,U,Frampton,jennine,,,6795 greenspoint street,,Santa Clara,New Brunswick
str435,48.0,0.0,33608,United States of America,D,stronski,Jerome,,M,10117 college upper,,Wilmington,AK
pon436,14.0,3.0,V6e 1u2,United States of America,U,pon,ROBYN,O,f,21021 winifred south,,North Las Vegas,NV
cro437,0.0,2.0,81014,Canada,S,crossley,Enver,,F,15330 PAYNE DRIVE,,Vallejo,TN
HAR438,70.0,0.0,M4j 1o7,United States of America,W,HARTIN,Klarika,,,14675 kiel west,,Fort Collins,RI
Mat439,47.0,3.0,E7n 1k3,United States of America,D,Materna,FIMA,B,M,408 johnson ferry avenue,,Nashville,Manitoba
Shi440,55.0,0.0,77058,United States of America,M,Shiell,Berget,J,,11141 waverly south,,Charlottetown,LA
LAN441,61.0,4.0,95227,United States of America,U,LANOUE,PULAK,,,9645 hayden boulevard,,Austin,MT
Pas442,20.0,5.0,t6d 1j4,Canada,U,Pastuszok,Syd,Q,,5395 trail lake lane,,Riverside,AK
PRO443,67.0,4.0,V6h 1s6,Canada,M,PROBS,kaminsky,,,14359 commerce west,,Montreal,Quebec
mar444,53.0,3.0,V6C 1V6,Canada,U,marks,JACKLYN,,m,14243 river place road,suite 169,Las Cruces,TN
san445,90.0,5.0,M5F 1U3,United States of America,W,sanschagrin,KRYSTN,L,,13345 nautilus avenue,,Scottsdale,MN
RUD446,46.0,0.0,78257,Canada,M,RUDDELL,Dhanvinder,,,14984 spaulding boulevard,,Chandler,MT
doy447,,2.0,96808,United States of America,S,doyle,Cornelis,,,22189 south upper,,Orlando,MN
Wie448,16.0,3.0,H2c 1u2,United States of America,S,Wienert,JDEREK,,f,22089 pelican south,,Anchorage,WV
Kie449,46.0,,37917,United States of America,M,Kiebel,Julita,,m,12804 graves north,,Hollywood,Saskatchewan
mor450,2.0,4.0,35296,Canada,W,moroz,dorthea,B,f,926 nolan drive,,Moreno Valley,AR
Mas451,68.0,,90258,Canada,D,Massingale,Ulrica,,,19454 hilltop crescent,,Tucson,Ontario
tho452,17.0,0.0,90117,Canada,U,thoms,KARIE,,,4801 spaulding park,,Modesto,VT
Sob453,91.0,1.0,43604,United States of America,S,Sobiesiak,Eadie,,F,24674 windchime court,,Biloxi,KY
CAS454,62.0,4.0,A5d 1b1,United States of America,S,CASTRO-HERRERA,Kristen,,f,23168 roxboro way,,Dallas,OK
Gab455,71.0,2.0,35816,United States of America,M,Gabriel,suzanna,,m,10168 crystal hills east,,Warwick,CO
