MiddleInitial,Employer,NetWorth,Phone,State,City,LastName,MaritalStatus,FirstName,Gender,AgencyID,CreditRating,AddressLine1,NumberCars,OwnOrRentFlag,NumberChildren,NumberCreditCards,Age,AddressLine2,Country,Income,PostalCode
L,Bemis,3810365.0,1-267-357-1943,MD,Costa Mesa,lawlis,U,Otha,m,law141,,20025 routh crescent,1.0,O,1.0,2.0,76.0,,United States of America,20397.0,v6n 1v9
D,Securian Financial Group,2641938.0,1-602-756-7919,New Brunswick,Houston,Beebe,U,Rodie,m,Bee142,664.0,4144 LAKE PARK LANE,2.0,O,2.0,6.0,5.0,Suite 397,United States of America,463094.0,83702
,Ford Motor,3857323.0,1-793-864-7010,HI,Bakersfield,schlange,U,DULCE,m,sch143,789.0,3375 sakowitz lane,4.0,O,1.0,7.0,65.0,,United States of America,331900.0,80125
,ConAgra Foods,1636212.0,1-637-020-2921,ND,Chesapeake,Witchlow,S,Win,,Wit144,803.0,7255 berry way,5.0,U,0.0,0.0,94.0,,United States of America,8421.0,M5G 1Y7
Q,Charter Communications,2999082.0,1-428-797-6325,Nova Scotia,Sandy,MEREDITH,M,Roselin,F,MER145,720.0,3131 WATHAN SOUTH,4.0,,4.0,3.0,95.0,,United States of America,35780.0,80213
,Calpine,2280820.0,1-011-549-5618,ME,Lewiston,bialkenius,M,Malanie,m,bia146,839.0,18440 RYAN NORTH,1.0,R,0.0,4.0,28.0,,United States of America,139897.0,60737
P,Crane,1050866.0,1-993-255-5481,Alberta,Elizabeth,Swiat,D,TARYN,m,Swi147,621.0,13222 glen loch road,4.0,O,1.0,0.0,76.0,SUITE 464,United States of America,414119.0,90510
,Textron,,1-487-749-4448,VT,Sudbury,bullinger,D,MALENA,,bul148,628.0,7889 MURRAY WAY,5.0,O,4.0,3.0,81.0,,United States of America,234035.0,92882
,Idearc,603001.0,1-192-352-2184,DE,Austin,TYRRELL,W,Dorie,F,TYR149,813.0,7527 whale drive,3.0,O,5.0,6.0,38.0,,Canada,144405.0,98121
,Cabela's,3368239.0,1-293-442-4224,MA,Salinas,Fyfe,W,Liese,,Fyf150,367.0,17788 eagle trace park,5.0,R,3.0,3.0,25.0,,United States of America,55441.0,H2e 1x9
,EOG Resources,1042629.0,1-078-502-6700,CA,Peoria,Sicard,D,tele,,Sic151,807.0,7661 GRANT WAY,4.0,O,2.0,10.0,0.0,,United States of America,392869.0,23503
,,1948746.0,1-430-909-3001,Manitoba,Sydney,CASTEN,U,astra,F,CAS152,501.0,4806 crystal hills street,3.0,O,4.0,8.0,61.0,,United States of America,402416.0,40208
S,Burlington Coat Factory,3113862.0,1-392-455-0895,TN,San Antonio,Choy,U,marnia,,Cho153,490.0,4211 WILLS NORTH,0.0,O,2.0,10.0,3.0,,United States of America,89984.0,75201
,Southwest Airlines,2777290.0,1-273-921-9787,FL,Oklahoma City,CHACKO,W,AMY,,CHA154,321.0,7524 linberg north,2.0,O,3.0,3.0,77.0,,United States of America,395773.0,93852
E,RPM International,2210073.0,1-012-993-4538,CA,Miami,beil,U,HAMILTON,f,bei155,,14266 lemming south,1.0,R,0.0,6.0,8.0,,United States of America,126662.0,32312
J,Amazon.com,1999684.0,1-890-859-4211,CO,Yonkers,Eleftheriou,U,Kuldip,m,Ele156,446.0,1427 ADDAX LANE,4.0,O,1.0,7.0,34.0,,United States of America,132008.0,90059
,Neiman Marcus,2119678.0,1-080-032-3031,Saskatchewan,Columbia,o'grady,M,krystalle,F,o'g157,428.0,1625 fernando court,5.0,O,5.0,2.0,15.0,,United States of America,417218.0,77006
,Goldman Sachs Group,169808.0,1-561-620-7173,UT,Lubbock,Katchmar,S,Stella,,Kat158,423.0,335 floresta north,0.0,O,0.0,5.0,66.0,,United States of America,360063.0,23224
O,Boeing,1072732.0,1-017-439-0362,ME,Chattanooga,Luin,U,Marie-josee,,Lui159,499.0,22806 garson east,5.0,O,4.0,6.0,55.0,,United States of America,100516.0,10055
,United Refining,2261442.0,1-248-539-6621,NH,Fargo,Klavkalns,S,Nashib,f,Kla160,342.0,5524 vermack street,1.0,O,1.0,7.0,8.0,,United States of America,16814.0,35830
Z,D.R. Horton,2234368.0,1-611-789-5569,VA,Omaha,Brunsting,M,Annette,,Bru161,632.0,18105 electra street,1.0,U,3.0,1.0,7.0,,United States of America,,v6m 1s9
Q,Jarden,575288.0,1-023-151-8130,TX,Yonkers,Apter,M,LENA,,Apt162,525.0,719 holman court,3.0,O,1.0,6.0,97.0,,United States of America,315962.0,22304
,Systemax,1102479.0,1-005-574-3523,Saskatchewan,Spokane,schuette,M,Christian,f,sch163,371.0,23553 MEMORIAL RUE,5.0,R,1.0,9.0,95.0,,United States of America,299268.0,06101
,Marriott International,2995388.0,1-550-487-1571,NH,Tulsa,Lanava,U,Morrie,,Lan164,699.0,16759 park avenue,1.0,O,3.0,4.0,92.0,,United States of America,301490.0,78756
,Expeditors International,1147193.0,1-280-494-1415,VA,Garden Grove,Fusca,M,LYMAN,F,Fus165,435.0,12296 WILLIAMS LOWER,3.0,O,2.0,8.0,17.0,,United States of America,36052.0,93003
R,Great Plains Energy,1136540.0,1-803-438-4141,IA,Fort Lauderdale,Nevardauskis,U,REUBEN,F,Nev166,512.0,9625 ALLEN BOULEVARD,1.0,U,4.0,2.0,81.0,,United States of America,437483.0,T5D 1P2
,Danaher,1677669.0,1-566-299-2351,NC,Philadelphia,SHACKLEFORD,M,Hermon,f,SHA167,552.0,10340 jarvis road,5.0,O,,6.0,13.0,,Canada,152971.0,10108
P,,2160706.0,1-586-363-4189,NH,Sydney,Sauck,M,Paqs,,Sau168,,13143 goodwin lane,0.0,O,2.0,8.0,78.0,,Canada,449495.0,t5c 1l3
,Watson Wyatt Worldwide,2525665.0,1-505-124-9029,AL,Waterbury,frischknecht,M,GAETAN,,fri169,687.0,7160 BEATTY RUE,4.0,O,1.0,5.0,78.0,,United States of America,349827.0,M5B 1Z8
O,Yahoo,3517622.0,1-897-996-9812,British Columbia,Tacoma,fernandez,M,leese,,fer170,433.0,22679 chimney rock west,3.0,R,1.0,0.0,85.0,,United States of America,9562.0,V6H 1W2
,Convergys,,1-922-919-5858,MD,Charlottetown,LANDERS,U,Amelie,M,LAN171,746.0,6769 pasadena upper,1.0,,2.0,7.0,68.0,,United States of America,24514.0,90308
,Celanese,97675.0,1-326-572-2988,IA,Independence,Bhasin,M,TAMRA,,Bha172,405.0,20622 MCAFEE COURT,0.0,R,0.0,9.0,1.0,,Canada,407985.0,M5e 1y2
,Dana Holding,,1-076-972-4311,ND,Escondido,Jordan,M,bang,M,Jor173,805.0,10526 LINWOOD LANE,5.0,O,5.0,,83.0,,United States of America,,80029
,XTO Energy,3569070.0,1-341-595-8408,NY,Lansing,KNUDSEN,M,HILDEGARDE,F,KNU174,819.0,21088 vessey crescent,4.0,O,4.0,5.0,78.0,,United States of America,257897.0,30350
,Alliance Data Systems,1507616.0,,OR,Anaheim,Hamelin,M,Carmody,F,Ham175,648.0,10884 ryan avenue,0.0,O,5.0,0.0,,,United States of America,261143.0,97240
,Franklin Resources,514151.0,1-536-952-5040,MO,Glendale,MAUER,U,Dareen,,MAU176,401.0,1481 gale court,5.0,R,5.0,10.0,5.0,,United States of America,110615.0,R3A 1M1
,Fidelity National Financial,2903408.0,1-663-917-0422,CT,Chula Vista,Rezansoff,U,WEN,F,Rez177,484.0,18390 martins east,2.0,U,0.0,8.0,43.0,Apt. 426,United States of America,407799.0,73172
,FirstEnergy,1695814.0,1-843-773-1791,MO,Orlando,Koa,U,MOT,,Koa178,463.0,23208 porter crescent,4.0,O,4.0,1.0,53.0,,Canada,195242.0,V6s 1p9
B,Commercial Metals,868465.0,1-823-567-1252,MN,Cleveland,HANNEMAN,U,leese,m,HAN179,335.0,17026 durand north,3.0,O,0.0,5.0,13.0,,United States of America,315490.0,90140
I,Genzyme,2810709.0,1-744-421-7512,NC,Huntington,jakim,U,nettie,,jak180,,16533 devonshire park,5.0,O,4.0,10.0,7.0,,United States of America,22201.0,94639
C,US Airways Group,3593363.0,1-621-744-1484,TN,Fayetteville,umphres,M,AILEE,,ump181,381.0,8965 griffin east,4.0,R,5.0,7.0,17.0,,United States of America,441579.0,22307
G,Advanced Micro Devices,2607636.0,1-973-214-3381,NV,Riverside,Wickham,M,chan,,Wic182,708.0,22451 larner court,2.0,O,2.0,1.0,67.0,,Canada,342730.0,55116
,United Parcel Service,2735642.0,1-428-266-1600,AL,Dayton,Gates,M,RAY,F,Gat183,354.0,3681 HOLLY KNOLL CRESCENT,5.0,R,4.0,8.0,54.0,Apt. 540,Canada,117267.0,M6s 1i5
,Fastenal,1501732.0,1-334-466-5299,NE,Corona,bott,S,Robinette,,bot184,547.0,5678 dayton street,1.0,,4.0,10.0,5.0,,United States of America,260107.0,92708
T,Core-Mark Holding,397072.0,1-249-478-5643,KS,Oklahoma City,DAVID-YERUMO,D,Rocke,,DAV185,761.0,15591 holgate lane,1.0,O,1.0,9.0,28.0,,United States of America,166760.0,V6r 1q6
,Boise,3399757.0,1-804-228-8548,NY,Dallas,HILLARD,M,Suzette,F,HIL186,659.0,23477 havenridge rue,4.0,O,1.0,1.0,5.0,,United States of America,401021.0,63178
,DST Systems,2684548.0,1-564-230-0062,NY,Durham,warburton,M,Myla,,war187,351.0,18267 cape lane,4.0,R,2.0,9.0,,,United States of America,70945.0,x7j 1r5
,United States Steel,3041622.0,1-781-339-9073,Saskatchewan,Tacoma,MACHNICKI-HYNES,S,dacia,m,MAC188,608.0,2928 POTOMAC UPPER,3.0,O,3.0,7.0,72.0,apt. 48,United States of America,389391.0,M5e 1y7
A,Pepco Holdings,3211816.0,1-096-116-9962,Prince Edward Island,Alexandria,levitin,S,CHELSIE,F,lev189,706.0,14656 pasadena park,4.0,O,2.0,3.0,12.0,,United States of America,63226.0,23257
,Acuity Brands,127026.0,1-914-194-6997,Alberta,Hialeah,Gooderham,M,abbas,,Goo190,391.0,16983 flagler drive,0.0,O,4.0,8.0,71.0,apt. 968,United States of America,206220.0,V6I 1U7
E,Baker Hughes,588945.0,1-733-360-9116,Ontario,Denver,Kohalmi-hill,W,Rec,,Koh191,461.0,17212 LANDER SOUTH,5.0,R,4.0,2.0,90.0,,United States of America,,94539
,Newell Rubbermaid,1962620.0,1-591-402-8026,TN,Fort Lauderdale,AYLWIN,U,Elaine,M,AYL192,510.0,23764 sabine west,4.0,O,4.0,2.0,20.0,,United States of America,337152.0,H7h 1v4
E,Westlake Chemical,178193.0,1-326-180-9322,VA,Mesa,CHOUHAN,W,Katharine,F,CHO193,805.0,16271 vista south,,O,2.0,5.0,58.0,,United States of America,312074.0,15201
G,Jones Lang LaSalle,2102811.0,1-784-796-6844,TX,Cleveland,DITKO,M,LILIAN,,DIT194,702.0,1080 LAVENDER LANE,2.0,O,4.0,7.0,57.0,,United States of America,68551.0,t5a 1n6
,Burger King Holdings,2246854.0,1-662-625-4671,MT,Lewiston,EMIG,W,CATI,,EMI195,368.0,10856 summer street,4.0,O,1.0,3.0,43.0,,United States of America,488800.0,78784
,Hovnanian Enterprises,1312448.0,1-627-590-4931,IL,Tallahassee,Ryder,W,Luong,m,Ryd196,520.0,17021 edwards crescent,3.0,R,2.0,8.0,39.0,APT. 392,United States of America,431633.0,H6d 1w8
S,Medical Mutual of Ohio,295993.0,1-055-694-7984,WY,El Monte,meisner,S,JUOZAS,,mei197,666.0,7726 TALLOWOOD UPPER,0.0,O,3.0,2.0,87.0,,United States of America,72797.0,06705
,Lockheed Martin,1220003.0,1-166-844-7429,NC,Sioux Falls,Cegelski,S,Lysy,,Ceg198,587.0,19097 foxfire north,0.0,O,1.0,9.0,57.0,,United States of America,260576.0,M5c 1v9
Z,Yum Brands,2400476.0,1-516-930-4640,ND,Columbia,haigh,U,ULA,,hai199,643.0,8161 PINTO ROAD,4.0,O,5.0,4.0,58.0,,United States of America,200096.0,90759
J,Wesco International,2900897.0,1-261-215-4290,GA,San Francisco,clendening,,Francesca,,cle200,484.0,9659 sakowitz west,,R,4.0,5.0,28.0,,United States of America,,22301
W,Volt Information Sciences,3942140.0,1-681-572-7662,VA,Santa Clara,Ciesielski,U,emili,,Cie201,,15306 pike park,3.0,R,1.0,3.0,95.0,,United States of America,267656.0,19165
,Western Union,2118119.0,1-288-967-5460,Prince Edward Island,Greensboro,Parypa,S,yogesh,f,Par202,676.0,21891 dewey street,1.0,R,2.0,8.0,98.0,,United States of America,35253.0,75007
K,,338540.0,1-315-022-2148,OR,Waco,LOZINSKI,M,Xantippe,f,LOZ203,300.0,8155 storeywood road,5.0,O,2.0,4.0,55.0,,United States of America,113159.0,90302
,Lubrizol,2617116.0,1-707-402-6121,WI,Rochester,Pascal,,TINO,,Pas204,,20871 dewdrop street,2.0,R,3.0,8.0,14.0,APT. 630,Canada,297444.0,84092
,C.H. Robinson Worldwide,1459711.0,1-186-893-7846,ID,Tampa,Aula,M,AGGIE,,Aul205,831.0,1121 GREENE PARK,3.0,O,1.0,9.0,30.0,,United States of America,52092.0,v6d 1u1
N,Celgene,1804959.0,1-571-918-3795,MT,Paterson,barnes,M,Alane,F,bar206,609.0,23849 westerley south,3.0,O,1.0,7.0,90.0,,United States of America,30249.0,99503
,Leggett & Platt,2957472.0,1-206-055-2128,MD,Fullerton,ELLIOTT,S,ABBYE,,ELL207,679.0,1540 murie rue,2.0,O,0.0,2.0,69.0,,United States of America,483052.0,80960
P,Fidelity National Information,2919293.0,1-963-724-8044,NY,London,forslund,U,aleen,m,for208,634.0,16633 raymond road,4.0,O,0.0,6.0,67.0,suite 344,United States of America,287060.0,53743
U,Arch Coal,3610130.0,1-050-641-8503,HI,Newark,Burbidge,W,collen,,Bur209,338.0,18676 turman drive,1.0,O,1.0,4.0,41.0,,Canada,274154.0,t6d 1k1
,Affinia Group Intermediate,1209441.0,1-020-258-1680,DE,Buffalo,FOLLMER,M,NEALA,F,FOL210,332.0,1808 HARDY STREET,5.0,O,5.0,4.0,2.0,,United States of America,379659.0,91350
,Kellogg,1058712.0,,PA,El Paso,Leder,M,CELISSE,m,Led211,721.0,11115 midland avenue,0.0,O,0.0,8.0,89.0,,United States of America,,37916
N,PerkinElmer,1946028.0,1-886-961-7857,IN,Toledo,kopke,,MEHMET,,kop212,351.0,24950 sheppard lane,4.0,O,1.0,3.0,88.0,,United States of America,100796.0,22329
,Limited Brands,1420984.0,1-999-799-7384,MT,Sterling Heights,paylor,M,Carlis,,pay213,564.0,6450 LEMMING RUE,1.0,O,1.0,6.0,90.0,,Canada,128277.0,M1i 1r8
,OfficeMax,213235.0,1-362-078-4138,WY,New Haven,PALACEK,M,marshal,,PAL214,379.0,19342 wycliffe park,1.0,O,3.0,9.0,54.0,,United States of America,147414.0,h5i 1p1
,J.B. Hunt Transport Services,472425.0,1-174-723-5263,FL,Dallas,felton,S,Fabien,,fel215,727.0,7582 woodway south,1.0,O,2.0,8.0,53.0,,United States of America,51559.0,M1I 1R5
,American Express,1160132.0,1-898-789-3598,RI,Milwaukee,ATWELL-BYRNE,U,basia,,ATW216,578.0,22526 QUEENSBURY LOWER,2.0,O,3.0,2.0,89.0,,United States of America,355622.0,53739
S,Occidental Petroleum,2869995.0,1-482-305-5399,CO,Anaheim,Mcbeth,W,FARID,M,Mcb217,642.0,18833 3rd park,5.0,O,1.0,10.0,31.0,,United States of America,468116.0,06603
B,Shaw Group,3727044.0,1-834-784-7657,SD,Huntington Beach,Jalaie,M,jyoti,M,Jal218,,19394 canoas west,1.0,O,0.0,1.0,1.0,apt. 3,United States of America,276728.0,28247
,W.W. Grainger,2293241.0,1-864-555-5341,TX,Naperville,vempati,S,Jandy,,vem219,554.0,9941 ROYALTON DRIVE,3.0,R,0.0,,57.0,,Canada,135306.0,h7g 1u9
D,IDT,2846515.0,1-475-209-3369,VT,Iqaluit,BARNICKEL,U,VO,,BAR220,733.0,10177 pecos crescent,1.0,U,0.0,6.0,10.0,,United States of America,99566.0,90831
U,General Mills,1619956.0,1-459-456-1848,IN,Winnipeg,PESOLD,M,Kien,M,PES221,345.0,20823 WEST CHAPEL AVENUE,2.0,O,4.0,10.0,74.0,,United States of America,263959.0,M4j 1o7
,RBS Global,2367607.0,1-802-797-1712,UT,St. Petersburg,Shaughnessy,M,Tybi,F,Sha222,644.0,13483 ROCKDALE DRIVE,2.0,R,0.0,6.0,28.0,,United States of America,441498.0,77288
J,Realogy,3795566.0,,NV,Waterbury,Schmeing,S,Nhien,M,Sch223,564.0,9645 HAYDEN BOULEVARD,3.0,U,0.0,3.0,96.0,,United States of America,429621.0,77117
L,ArvinMeritor,734762.0,1-224-760-3774,TX,Lubbock,Materna,M,Florance,,Mat224,465.0,6066 fillmore lower,1.0,O,3.0,10.0,42.0,,United States of America,181214.0,45263
,Amkor Technology,908994.0,1-511-883-9082,OR,London,JAIN,D,Ros,,JAI225,652.0,293 conier avenue,,O,4.0,8.0,64.0,,United States of America,212502.0,v6g 1p4
,Lear,2561296.0,,Ontario,Des Moines,KARNAZES,M,Genevieve,,KAR226,714.0,7000 ansley lane,5.0,O,4.0,6.0,,,United States of America,244545.0,72247
,Asbury Automotive Group,3181069.0,1-405-014-0029,Saskatchewan,Madison,gustafson,M,EMILIO,,gus227,383.0,13635 jarvis south,5.0,R,4.0,10.0,49.0,APT. 587,Canada,218681.0,E7n 1j9
K,Limited Brands,2632226.0,1-076-073-0994,MO,Scottsdale,Annas,,JANEEN,,Ann228,336.0,17362 COFFEY UPPER,,O,5.0,7.0,81.0,,United States of America,296916.0,45272
R,Beazer Homes USA,,1-690-040-0846,UT,Mount Pearl,labenek,,cathrin,,lab229,626.0,12279 trafalgar crescent,0.0,O,2.0,9.0,57.0,,Canada,453659.0,x7j 1q2
M,,1151333.0,1-211-707-3341,IL,Iqaluit,flindall,S,kirstin,f,fli230,549.0,24717 MIDLAND LANE,3.0,U,0.0,0.0,42.0,,United States of America,194450.0,80952
,Acuity Brands,2763939.0,1-642-203-7899,NM,Moreno Valley,satkunaseelan,U,giles,,sat231,492.0,11493 worley park,5.0,O,4.0,0.0,30.0,,United States of America,49533.0,38157
I,ABM Industries,370710.0,1-792-738-9524,NC,Naperville,thornley,M,Ted,,tho232,327.0,6492 HAMMOND AVENUE,2.0,O,4.0,0.0,56.0,,United States of America,394819.0,06703
L,,1192164.0,1-881-269-3949,AZ,Norfolk,CRIPPS,S,hayden,m,CRI233,545.0,8954 bagby north,3.0,O,3.0,10.0,3.0,,United States of America,342754.0,v6u 1r8
V,Southwestern Energy,223487.0,1-537-303-6219,CT,Louisville,Gascon,M,Gail,M,Gas234,571.0,11622 josey south,1.0,O,0.0,0.0,53.0,,United States of America,224435.0,28231
,Delta Air Lines,2341143.0,1-682-154-3638,VA,Akron,Chavers,W,las,f,Cha235,423.0,11538 collinwood avenue,0.0,O,2.0,7.0,67.0,,United States of America,37717.0,63107
,ITT,1774784.0,1-512-708-0580,NV,Whitehorse,Nettles,,Noelyn,,Net236,655.0,20913 vickers boulevard,1.0,O,0.0,4.0,94.0,,United States of America,286483.0,H2g 1w7
,Health Management Associates,3951308.0,1-598-440-6359,VA,Salem,WOODROW,M,izak,m,WOO237,488.0,22274 VICKERY CRESCENT,0.0,O,5.0,0.0,37.0,,United States of America,185412.0,55416
,Western Union,2756025.0,1-281-206-9270,British Columbia,Memphis,valerien,M,bernita,,val238,352.0,881 vance jackson south,4.0,,,6.0,75.0,,United States of America,472518.0,V6d 1u5
,Family Insurance Group,1833112.0,1-442-133-8200,VA,Fayetteville,Berndt,M,Karmen,f,Ber239,810.0,15079 DECATUR RUE,,O,1.0,0.0,51.0,,United States of America,425307.0,93782
F,Advance Auto Parts,698884.0,1-607-062-8891,TX,Lansing,labranche,D,Rio,,lab240,686.0,10424 mitchell street,2.0,O,2.0,8.0,74.0,,United States of America,304909.0,90252
X,J.P. Morgan Chase & Co.,3287261.0,,CO,Atlanta,VREUGDENHIL,M,ISABELLE,m,VRE241,389.0,14195 VERDE PARK,0.0,R,2.0,0.0,100.0,,Canada,231226.0,85759
,Fidelity National Financial,3337290.0,1-141-622-5196,GA,Gary,GOODINSON,M,Micro,F,GOO242,761.0,10608 bissonnet road,0.0,U,0.0,,,,United States of America,219026.0,M5g 1x8
S,Toro,2963197.0,1-500-101-2792,NE,Atlanta,chaput,D,maribel,,cha243,589.0,11237 balmoral way,0.0,O,1.0,4.0,28.0,,United States of America,414993.0,78746
W,Mueller Water Products,1487009.0,1-655-973-7192,NC,Dawson City,TAMARELLI,M,NADYA,F,TAM244,492.0,15621 yaupon lower,0.0,O,0.0,1.0,18.0,,United States of America,24837.0,H2f 1z1
,Energy Future Holdings,3177428.0,1-972-039-2576,OK,Mobile,CUMPSTON,D,Darrell,M,CUM245,442.0,12387 SAUNDERS WEST,2.0,U,5.0,10.0,77.0,Suite 463,United States of America,200645.0,77288
E,Weis Markets,1886280.0,1-764-148-5233,MO,Santa Clarita,SIMONOVICH,S,Hoy,,SIM246,649.0,6156 holmes court,4.0,O,3.0,8.0,14.0,,United States of America,22605.0,35277
,MasterCard,1853087.0,1-399-618-9069,AR,Chicago,Estes,U,shana,,Est247,337.0,17521 REILLY STREET,0.0,O,0.0,8.0,23.0,,United States of America,,36134
P,Oracle,195847.0,1-628-481-6657,MT,Nashua,haney,D,HQ,F,han248,572.0,20093 canterbury way,4.0,R,,8.0,1.0,,United States of America,389524.0,V6t 1u3
Y,Mutual of America Life,3727580.0,1-085-050-1119,Newfoundland,West Covina,Peers,M,Co,,Pee249,666.0,11930 alabama south,4.0,U,3.0,0.0,58.0,,United States of America,232945.0,99597
T,JetBlue Airways,2993662.0,1-993-284-6634,OR,Mesa,blidy,D,Beb,M,bli250,567.0,22780 terrace lower,2.0,O,3.0,4.0,98.0,,United States of America,390626.0,V6N 1V1
,Western Refining,2886788.0,1-395-464-9156,NM,El Paso,Leavell,,Sherrill,,Lea251,574.0,6481 century lane,5.0,O,3.0,5.0,76.0,,United States of America,286207.0,T6d 1h7
U,Western Refining,3672610.0,1-811-547-9696,FL,Victoria,Willhoff,S,takehiko,F,Wil252,498.0,11293 rice avenue,5.0,,0.0,2.0,59.0,,United States of America,391468.0,M7o 1c5
,Bristol-Myers Squibb,3245637.0,,MS,Hayward,komenda,U,FLOSSIE,f,kom253,836.0,9828 WEST EAST,5.0,R,2.0,9.0,81.0,,Canada,171326.0,M2q 1e8
,AutoNation,959636.0,1-648-501-2866,Saskatchewan,Oshawa,Welsford,M,Chryste,,Wel254,759.0,10369 gemini way,2.0,,3.0,8.0,31.0,,United States of America,294972.0,64172
,Boeing,1037702.0,1-332-974-4753,NE,Hamilton,Lacombe,S,Sheelagh,,Lac255,563.0,23445 GATES WAY,3.0,O,5.0,6.0,1.0,,United States of America,131039.0,85265
,Advanced Micro Devices,69141.0,1-217-048-6379,TN,Oklahoma City,Honda,S,DICKENS,f,Hon256,313.0,2160 WEIZMANN DRIVE,1.0,U,5.0,8.0,28.0,,United States of America,480287.0,h5k 1p8
,Unitrin,2818725.0,,OR,Portland,Conley,M,Maury,,Con257,771.0,16716 fresco road,0.0,O,4.0,6.0,36.0,,United States of America,276404.0,M2P 1F6
,Liberty Media,3153373.0,1-246-119-5490,ID,Macon,handley,S,Dorothy,,han258,717.0,17068 simpson road,0.0,O,5.0,1.0,47.0,,United States of America,435481.0,V6U 1U9
,Jarden,616608.0,,WV,Yellow Knife,WOJTECKI,D,CHICKIE,,WOJ259,355.0,23276 dillbeck upper,4.0,O,4.0,2.0,77.0,,United States of America,,V6F 1W7
P,Cincinnati Financial,1014586.0,1-347-479-6259,MI,Santa Rosa,Amini,U,Lavinia,f,Ami260,383.0,24268 hayden west,4.0,O,4.0,10.0,91.0,,United States of America,499891.0,92711
A,Steel Dynamics,1679903.0,1-881-547-3819,AL,Fort Wayne,Mo,S,Kristine,f,Mo261,579.0,2682 LUMBER PARK,5.0,O,5.0,1.0,46.0,,United States of America,394640.0,60779
,OGE Energy,1062919.0,1-155-847-4022,TN,Inglewood,BUREK,M,tobi,,BUR262,324.0,4129 crestline avenue,4.0,O,3.0,5.0,36.0,,Canada,359040.0,90790
X,Hartford Financial Services,3684297.0,1-946-987-5835,Manitoba,London,Kosten,M,Frederica,m,Kos263,752.0,18257 mahonia west,5.0,R,2.0,0.0,18.0,,United States of America,429949.0,80908
,Penske Automotive Group,1805618.0,,CO,Waterbury,Borel,D,Cayla,m,Bor264,723.0,19050 cordoba upper,5.0,O,2.0,2.0,27.0,,Canada,333500.0,74129
K,Amkor Technology,1852935.0,,OR,Salem,LARCHE,S,BRIAN,,LAR265,349.0,1121 greene park,2.0,U,,1.0,79.0,,United States of America,480399.0,M9e 1u6
,Psychiatric Solutions,1528702.0,1-551-913-3853,CO,Dayton,BOURDEAU,W,ROCH,,BOU266,643.0,13762 silver sage way,2.0,O,5.0,4.0,72.0,,United States of America,73398.0,93663
,Calpine,178411.0,1-666-863-1257,NC,Frederick,Panter,W,Charly,,Pan267,390.0,22629 bagby east,3.0,O,0.0,0.0,26.0,,United States of America,,84119
,Saks,2245432.0,1-938-871-9739,Alberta,Thousand Oaks,Walbridge,U,joli,m,Wal268,801.0,13296 wayside boulevard,4.0,O,4.0,7.0,31.0,,United States of America,446105.0,82602
,BE Aerospace,3058077.0,1-333-561-7008,VT,Escondido,Muehle,S,Kasper,M,Mue269,741.0,9824 OLYMPIA STREET,0.0,O,4.0,2.0,2.0,,Canada,128126.0,94429
,Exterran Holdings,723251.0,1-514-023-2587,VT,Independence,Zubans,D,Joo-geok,,Zub270,821.0,6907 ferncliff crescent,2.0,O,1.0,8.0,81.0,Apt. 986,Canada,371101.0,H2A 1V4
D,Penn National Gaming,3755553.0,1-027-811-2670,SC,Corpus Christi,Seidman,M,Winona,,Sei271,830.0,24573 lyons avenue,3.0,O,,5.0,69.0,,United States of America,263066.0,40511
,PetSmart,757755.0,1-475-590-2337,SD,Santa Rosa,Cavasin,M,king-haut,F,Cav272,441.0,15407 fillmore north,0.0,R,1.0,,69.0,,United States of America,,M5b 1y9
,First Data,3610784.0,1-214-794-0930,New Brunswick,Burlington,Hartell,D,DARLENE,F,Har273,484.0,850 leon lower,3.0,R,1.0,2.0,80.0,,United States of America,453776.0,E7N 1P6
R,Liz Claiborne,2994154.0,1-988-429-0103,Manitoba,Overland Park,Naugle,,Deana,M,Nau274,653.0,14635 greene rue,4.0,O,5.0,8.0,14.0,,United States of America,494609.0,h5k 1o7
,Alcoa,612241.0,1-143-517-2347,NJ,Huntsville,Stegman,D,Laurette,,Ste275,727.0,21034 windchime lower,0.0,R,2.0,7.0,39.0,,Canada,233618.0,95203
D,Perini,1352198.0,1-709-720-3248,TX,Berkeley,Choo-kang,U,Renell,m,Cho276,535.0,15868 dewdrop park,1.0,O,,0.0,0.0,,United States of America,,23513
R,Hudson City Bancorp,2534935.0,1-314-831-7578,MD,Casper,Luxford,W,Meriann,f,Lux277,320.0,10232 oak hill west,5.0,R,4.0,9.0,59.0,,United States of America,154521.0,T5c 1j1
,Sigma-Aldrich,3189762.0,1-342-101-7385,WV,Toledo,Farnsworth,W,KATALIN,F,Far278,775.0,950 WILLS WEST,4.0,O,4.0,1.0,60.0,,United States of America,438162.0,V6z 1q9
,Plains Exploration,447872.0,1-419-495-9429,OH,Cheyenne,Shinjo,M,Gayel,F,Shi279,606.0,23223 WOODLAWN UPPER,3.0,O,4.0,,4.0,,United States of America,352602.0,73121
P,W.R. Berkley,3207012.0,1-992-551-4676,NH,Fresno,Piperni,S,Lourdes,f,Pip280,,23208 porter crescent,4.0,O,2.0,5.0,74.0,,United States of America,194788.0,75267
