AgencyID,CreditRating,NumberCreditCards,NumberChildren,FirstName,MaritalStatus,LastName,MiddleInitial,Gender,AddressLine1,AddressLine2,PostalCode,City,State
VRE241,389.0,0.0,2.0,ISABELLE,M,VREUGDENHIL,X,m,14195 VERDE PARK,,85759,Atlanta,CO
GOO242,761.0,,0.0,Micro,M,GOODINSON,,F,10608 bissonnet road,,M5g 1x8,Gary,GA
cha243,589.0,4.0,1.0,maribel,D,chaput,S,,11237 balmoral way,,78746,Atlanta,NE
TAM244,492.0,1.0,0.0,NADYA,M,TAMARELLI,W,F,15621 yaupon lower,,H2f 1z1,Dawson City,NC
CUM245,442.0,10.0,5.0,Darrell,D,CUMPSTON,,M,12387 SAUNDERS WEST,Suite 463,77288,Mobile,OK
SIM246,649.0,8.0,3.0,Hoy,S,SIMONOVICH,E,,6156 holmes court,,35277,Santa Clarita,MO
Est247,337.0,8.0,0.0,shana,U,Estes,,,17521 REILLY STREET,,36134,Chicago,AR
han248,572.0,8.0,,HQ,D,haney,P,F,20093 canterbury way,,V6t 1u3,Nashua,MT
Pee249,666.0,0.0,3.0,Co,M,Peers,Y,,11930 alabama south,,99597,West Covina,Newfoundland
bli250,567.0,4.0,3.0,Beb,D,blidy,T,M,22780 terrace lower,,V6N 1V1,Mesa,OR
Lea251,574.0,5.0,3.0,Sherrill,,Leavell,,,6481 century lane,,T6d 1h7,El Paso,NM
Wil252,498.0,2.0,0.0,takehiko,S,Willhoff,U,F,11293 rice avenue,,M7o 1c5,Victoria,FL
kom253,836.0,9.0,2.0,FLOSSIE,U,komenda,,f,9828 WEST EAST,,M2q 1e8,Hayward,MS
Wel254,759.0,8.0,3.0,Chryste,M,Welsford,,,10369 gemini way,,64172,Oshawa,Saskatchewan
Lac255,563.0,6.0,5.0,Sheelagh,S,Lacombe,,,23445 GATES WAY,,85265,Hamilton,NE
Hon256,313.0,8.0,5.0,DICKENS,S,Honda,,f,2160 WEIZMANN DRIVE,,h5k 1p8,Oklahoma City,TN
Con257,771.0,6.0,4.0,Maury,M,Conley,,,16716 fresco road,,M2P 1F6,Portland,OR
han258,717.0,1.0,5.0,Dorothy,S,handley,,,17068 simpson road,,V6U 1U9,Macon,ID
WOJ259,355.0,2.0,4.0,CHICKIE,D,WOJTECKI,,,23276 dillbeck upper,,V6F 1W7,Yellow Knife,WV
Ami260,383.0,10.0,4.0,Lavinia,U,Amini,P,f,24268 hayden west,,92711,Santa Rosa,MI
Mo261,579.0,1.0,5.0,Kristine,S,Mo,A,f,2682 LUMBER PARK,,60779,Fort Wayne,AL
BUR262,324.0,5.0,3.0,tobi,M,BUREK,,,4129 crestline avenue,,90790,Inglewood,TN
Kos263,752.0,0.0,2.0,Frederica,M,Kosten,X,m,18257 mahonia west,,80908,London,Manitoba
Bor264,723.0,2.0,2.0,Cayla,D,Borel,,m,19050 cordoba upper,,74129,Waterbury,CO
LAR265,349.0,1.0,,BRIAN,S,LARCHE,K,,1121 greene park,,M9e 1u6,Salem,OR
BOU266,643.0,4.0,5.0,ROCH,W,BOURDEAU,,,13762 silver sage way,,93663,Dayton,CO
Pan267,390.0,0.0,0.0,Charly,W,Panter,,,22629 bagby east,,84119,Frederick,NC
Wal268,801.0,7.0,4.0,joli,U,Walbridge,,m,13296 wayside boulevard,,82602,Thousand Oaks,Alberta
Mue269,741.0,2.0,4.0,Kasper,S,Muehle,,M,9824 OLYMPIA STREET,,94429,Escondido,VT
Zub270,821.0,8.0,1.0,Joo-geok,D,Zubans,,,6907 ferncliff crescent,Apt. 986,H2A 1V4,Independence,VT
Sei271,830.0,5.0,,Winona,M,Seidman,D,,24573 lyons avenue,,40511,Corpus Christi,SC
Cav272,441.0,,1.0,king-haut,M,Cavasin,,F,15407 fillmore north,,M5b 1y9,Santa Rosa,SD
Har273,484.0,2.0,1.0,DARLENE,D,Hartell,,F,850 leon lower,,E7N 1P6,Burlington,New Brunswick
Nau274,653.0,8.0,5.0,Deana,,Naugle,R,M,14635 greene rue,,h5k 1o7,Overland Park,Manitoba
Ste275,727.0,7.0,2.0,Laurette,D,Stegman,,,21034 windchime lower,,95203,Huntsville,NJ
Cho276,535.0,0.0,,Renell,U,Choo-kang,D,m,15868 dewdrop park,,23513,Berkeley,TX
Lux277,320.0,9.0,4.0,Meriann,W,Luxford,R,f,10232 oak hill west,,T5c 1j1,Casper,MD
Far278,775.0,1.0,4.0,KATALIN,W,Farnsworth,,F,950 WILLS WEST,,V6z 1q9,Toledo,WV
Shi279,606.0,,4.0,Gayel,M,Shinjo,,F,23223 WOODLAWN UPPER,,73121,Cheyenne,OH
Pip280,,5.0,2.0,Lourdes,S,Piperni,P,f,23208 porter crescent,,75267,Fresno,NH
Sug281,685.0,6.0,1.0,Jooran,W,Sugarman,,,791 dexter road,,78781,Sacramento,IL
Kum282,770.0,5.0,5.0,Damian,M,Kumamoto,F,,2939 CHADBOURNE WAY,,25727,Fargo,SD
LOR283,694.0,4.0,4.0,teressa,M,LORENZO,L,f,11671 wathan north,,76708,Rapid City,DC
KUR284,530.0,4.0,3.0,Phedra,D,KURIAN,,F,240 hoke north,Apt. 247,46217,Raleigh,MO
ser285,609.0,1.0,0.0,Flora,S,serbin,D,f,4482 pico crescent,,R5h 1l9,Oshawa,NJ
Ado286,619.0,3.0,4.0,ezmeralda,M,Adolfie,N,,24795 clover court,,23254,Yellow Knife,SD
Bol287,821.0,7.0,3.0,Clary,M,Bolgos,M,f,19332 paint rock avenue,,38184,Casper,AK
sav288,553.0,6.0,,Yokan,M,savanh,,,8940 beningus park,,30398,Oshawa,Newfoundland
Mar289,529.0,,0.0,PATRIZIA,D,Marco,F,M,17719 shadowbriar park,,C2B 4X7,Bismarck,PA
Bar290,507.0,4.0,1.0,Ileane,W,Bartush,K,,23128 ROSWELL CRESCENT,,V6V 1Q1,Calgary,NJ
Woo291,726.0,8.0,2.0,olivia,S,Woodhall,N,f,1037 bonneville lane,,33185,Ontario,NJ
Bir292,684.0,8.0,1.0,yolande,,Biray,,,8426 navidad way,,90150,San Diego,IL
Lav293,,4.0,1.0,Kitson,U,Lavelle,A,,22609 reagan drive,,10290,Yellow Knife,Ontario
Mcm294,314.0,7.0,0.0,Abdullah,S,Mcmichael,,,7895 crestline drive,,21239,Palmdale,MI
Pau295,,4.0,1.0,vradmin,S,Paulhus,,m,4078 lexington north,,C2b 4x5,Stockton,TN
Lea296,645.0,9.0,4.0,LEUNG,W,Leathers,F,,5798 BELT LINE PARK,Suite 130,19155,Cincinnati,MD
Seh297,713.0,8.0,1.0,collen,U,Sehgal,A,m,10530 lancaster south,,92177,Winnipeg,CO
hit298,357.0,9.0,3.0,Constancy,U,hitchcock,,,16764 mcafee park,,55169,Omaha,NC
GAS299,649.0,5.0,,ERNESTO,D,GASS,,M,14362 reilly boulevard,,V6R 1S8,Iqaluit,Manitoba
hue300,835.0,0.0,1.0,wing-man,M,huether,E,,18207 conley south,apt. 35,06133,West Covina,OR
Kle301,,0.0,1.0,FAWN,M,Kletchko,,m,4410 porter road,,53739,Overland Park,UT
Win302,629.0,1.0,,PRYOR,M,Winsborrow,V,f,8550 briggs avenue,,V5a 1p6,Brownsville,IL
Mar303,587.0,1.0,2.0,Ofelia,U,Marcheck,M,f,9561 tartan north,,77146,Sioux Falls,CA
SWA304,786.0,8.0,3.0,elyssa,M,SWANSTON,,m,6259 PARKWOOD CRESCENT,Suite 113,V6w 1r1,Jacksonville,ID
Joy305,415.0,10.0,3.0,Evvie,M,Joyner,,m,22632 country road,,T5D 1L1,Erie,LA
mcr306,791.0,5.0,4.0,yan-zhen,S,mcrann,,,15329 valderra drive,suite 308,94089,Saskatoon,WV
Pre307,413.0,0.0,5.0,Alka,M,Presley,X,m,9536 innsbrook west,,53720,St. Petersburg,MN
HIN308,428.0,7.0,5.0,Laz,M,HINDLE,,M,15023 LARNER CRESCENT,,75216,Toronto,Quebec
Sel309,810.0,10.0,1.0,Ashlee,W,Seliske,,F,311 PIKE SOUTH,,94334,Spokane,Quebec
Wea310,324.0,2.0,0.0,AUGUSTA,U,Weathersbee,,,10526 doheny rue,,T5c 1w9,Long Beach,MD
TOM311,587.0,6.0,1.0,Helga,,TOMLIN,C,,6488 avalon north,,b1c 1x2,Fort Worth,UT
Ens312,700.0,1.0,1.0,Partick,,Enstone,,M,11674 GREENE WAY,,80185,Orlando,RI
Ger313,734.0,,3.0,ALYS,S,Gerlt,P,m,5461 gold crest way,,87504,Lakewood,MA
Bat314,651.0,0.0,2.0,OVILA,S,Battiston,,m,22986 norfolk lane,,10016,Huntington,MN
LON315,555.0,,4.0,abby,W,LONSDALE,N,M,14471 clower rue,,35292,Hampton,TX
Tun316,614.0,1.0,2.0,koral,M,Tunali,F,,5140 emerson lane,,92807,Oceanside,WI
eis317,794.0,8.0,2.0,BEVYN,M,eisen,,M,8357 buckeye west,,92823,Winston-Salem,New Brunswick
Vuc318,482.0,8.0,5.0,maskell,D,Vucinich,C,M,7075 glen loch drive,,92815,Norfolk,ID
bea319,591.0,2.0,5.0,Charlsey,U,beals,,m,18538 mason south,Apt. 453,77191,Birmingham,British Columbia
Fer320,566.0,8.0,0.0,Annick,U,Fergusson,W,,5263 wayne drive,,94152,Philadelphia,NV
Soo321,381.0,6.0,,GURSHARAN,M,Sood,,m,7914 wycliffe street,,V6i 1r8,Boise,MN
Bir322,374.0,7.0,2.0,garnette,D,Birkwood,,F,12357 HAYES LOWER,,84092,Fullerton,IL
Ver323,328.0,,0.0,nguyet,U,Verhotz,Q,,13626 hawkins street,,36601,Regina,Manitoba
De 324,807.0,8.0,,KORRIE,S,De souza,C,m,13920 WEDGEWOOD LANE,,T6d 1f3,Sandy,Alberta
Bla325,311.0,1.0,4.0,Nazi,S,Blackburn,,,8303 warren road,,H2c 1x6,Mesa,TN
Hur326,647.0,5.0,3.0,Nance,S,Hurd,U,M,14518 westheimer avenue,,93361,Provo,ME
ray327,622.0,,4.0,Corny,,rayner,,,21119 vickery west,,93726,Kitchener,GA
nix328,570.0,7.0,0.0,DANIELLE,U,nixon,,,3222 GRANT LANE,,h5k 1q7,Idaho Falls,AK
zag329,840.0,8.0,5.0,bell,S,zagorski,K,,21181 2nd rue,,73177,Allentown,CT
Roi330,389.0,2.0,4.0,Jany,M,Roithmaier,,,24280 piney point rue,,02107,Waterbury,WI
Hog331,467.0,2.0,5.0,Dvm,M,Hogue,T,,7042 ottley park,,19222,Raleigh,MO
Mar332,793.0,8.0,2.0,Nedi,S,Marconi,,,10795 balmoral south,Apt. 345,T6d 1h1,Baton Rouge,MS
Col333,749.0,3.0,2.0,Gilda,,Colantonio,W,,15696 chadbourne lower,APT. 492,H6c 1y1,Oshawa,NY
neg334,789.0,8.0,2.0,paqs,D,negandhi,T,,2612 havenridge avenue,,89137,Carrollton,MI
Wil335,768.0,8.0,1.0,Lubomyr,,Wildeman,J,M,15498 durango north,,94661,Columbus,MD
Gos336,625.0,6.0,5.0,melantha,U,Goszczynski,,,24178 turtle creek street,,99211,Cedar Rapids,SD
Ntp337,751.0,0.0,5.0,Quinn,M,Ntprel,,F,3570 REYNOLDS UPPER,,85029,Yonkers,Prince Edward Island
mil338,460.0,3.0,4.0,Kimberli,S,milway,A,,7125 COOPER LOWER,,78522,Flint,TN
TEL339,812.0,8.0,4.0,fredi,U,TELKE,,,10570 WEIZMANN LOWER,,M7m 1b5,Kitchener,ID
RIV340,532.0,0.0,4.0,nuri,M,RIVERS,,m,428 EMERSON WEST,,27407,Grand Prairie,MO
hol341,509.0,8.0,1.0,Zondra,U,hollen,M,,5524 frostwood court,,85722,Alexandria,Ontario
Fry342,461.0,0.0,4.0,Suvanee,U,Fryar,,m,6106 ASHLAND EAST,,V6n 1w1,Overland Park,UT
Esc343,,2.0,,Cornelle,S,Esch,D,f,9390 fir street,,e7n 1j9,Columbia,CT
LID344,332.0,4.0,2.0,Pammy,M,LIDDLE,,d,4871 havenridge court,,19194,Fort Smith,CA
BAY345,371.0,1.0,4.0,ISADORA,M,BAYERKOHLER,H,m,2116 whistler upper,,23295,Kitchener,IN
SED346,546.0,8.0,1.0,Subra,U,SEDDIGH,,F,12683 starling upper,Apt. 449,93800,Lowell,NE
SHU347,754.0,6.0,1.0,gillie,M,SHUKOR,,M,6795 greenspoint street,,60606,Fairbanks,VT
hin348,516.0,2.0,,Whitfield,U,hinsdale,,m,8065 killeen upper,,91323,St. Catharines,HI
Luw349,737.0,1.0,1.0,Shana,W,Luwemba,,,7366 fox boulevard,Apt. 954,H2E 1Y3,San Buenaventura,WA
PCB350,404.0,1.0,2.0,Kaile,D,PCBOARDS,,m,12530 CLOWER CRESCENT,,T5a 1v4,San Diego,Saskatchewan
BEZ351,583.0,0.0,2.0,Reeba,M,BEZANSON,,,6284 cordoba boulevard,,m1h 1p3,Syracuse,SC
Buc352,461.0,8.0,3.0,Brenton,U,Buckingham,E,,21119 vickery west,,35852,Charlotte,OK
RAM353,343.0,2.0,3.0,NERTI,M,RAMPAUL,,,16917 FARMERS UPPER,,83402,Winnipeg,NJ
THR354,431.0,0.0,0.0,MARJI,W,THREADER,,,24867 wilmington park,,T5C 1M5,Pembroke Pines,KY
RAU355,319.0,10.0,4.0,Aloysia,M,RAUD,L,,18313 5TH LANE,,90150,Plano,ME
Gol356,504.0,0.0,2.0,marietta,M,Goldberg,,m,17405 palisades road,,23502,Fort Wayne,WY
Upd357,611.0,6.0,4.0,janean,M,Updt,M,f,21404 SHERIDEN SOUTH,,48910,San Buenaventura,MO
MOR358,359.0,2.0,2.0,irving,,MORIARTY,R,,9086 ridgelea boulevard,,T6C 1D7,Mount Pearl,AK
SHA359,398.0,2.0,2.0,Ganesh,W,SHAFIK,F,,20929 lee east,,90760,Sandy,CT
Cla360,,4.0,4.0,DISCOVER,M,Claxton,S,,4812 NORMAN WAY,,V6M 1U1,Henderson,SD
LIC361,537.0,0.0,0.0,manuela,,LICERIO,V,,15424 bramblewood north,,T5a 1j8,Mobile,IA
PEL362,743.0,1.0,5.0,vu,U,PELKIE,,,13056 BEATTY WAY,Suite 471,20073,Hilo,UT
Ash363,432.0,8.0,3.0,anni,M,Ashraf,K,,18787 englewood park,,50321,Virginia Beach,Newfoundland
DYN364,614.0,10.0,3.0,hesther,S,DYNIE,,B,14004 pelan way,,E7n 1n1,Fullerton,ID
Lar365,704.0,6.0,1.0,brynna,M,Larmour,,,12683 starling upper,,10710,Lancaster,MI
ENG366,604.0,0.0,3.0,CANTRELL,M,ENGINEERING,,,14553 round lake boulevard,,90826,Durham,CA
Har368,556.0,5.0,2.0,Shelbi,U,Haroutounian,,f,20776 whistler west,,93850,Fort Wayne,MD
Hey369,344.0,1.0,5.0,Elzbieta,U,Heydon,J,,4684 whale court,,83721,Seattle,KS
leh370,388.0,6.0,3.0,KAI-WAI,W,lehrbaum,C,,23701 PELICAN WAY,,V6c 1r8,Vancouver,WI
Co-371,416.0,8.0,,Felisha,U,Co-op,V,,15108 ryder road,apt. 926,90320,Tucson,NC
Elt372,709.0,6.0,2.0,Rchlab,M,Elting,,,24795 clover court,,M9e 1t7,Oxnard,TN
Alv373,426.0,5.0,,CARLYNNE,M,Alvaro,I,F,18614 TIDE MILL COURT,,80081,Corona,IL
YOK374,665.0,2.0,1.0,JAWAID,M,YOKELEY,H,f,22461 MORTON EAST,,25325,Sacramento,OR
ZIN375,547.0,3.0,0.0,twana,M,ZINGELER,,,22151 bluff road,,E7o 1p7,Escondido,DC
zim376,558.0,,4.0,KALI,U,zimmermann,K,m,20405 DOWLEN NORTH,,10017,Chicago,Saskatchewan
laf377,511.0,9.0,4.0,Marguerite,M,lafargue,X,,4501 norfolk east,,V6c 1r4,Frederick,KS
POP378,504.0,7.0,,Yannick,S,POPOVICS,Q,M,3262 KATHERINE NORTH,,E7n 1f9,Thousand Oaks,British Columbia
men379,693.0,6.0,2.0,issy,S,menashian,V,,15330 payne drive,,T6a 1d7,Mobile,MI
TUR380,454.0,0.0,4.0,Phuong,M,TURCOTTE,,,11293 rice avenue,,M5c 1x6,Pomona,CT
fee381,372.0,10.0,4.0,Ernesto,D,feeley,H,F,14656 coffey rue,,e7o 1h3,Little Rock,IA
ter382,568.0,9.0,3.0,vikky,S,terranella,,F,20065 clara way,,64103,Hilo,NH
BAR383,530.0,4.0,4.0,chloe,M,BARSZCZEWSKI,,,16825 BITTERCREEK WAY,,72241,Simi Valley,TN
Tap384,770.0,7.0,5.0,tilak,M,Tappert,V,,2916 THROCKMORTON SOUTH,,77085,Las Vegas,MS
Mod385,646.0,2.0,4.0,Bob,,Modl,,f,11912 JARVIS WEST,Apt. 936,h5k 1o1,Ottawa,Ontario
cim386,397.0,1.0,4.0,SKICLUB,U,cimolai,,F,3788 HOLMES RUE,APT. 587,06515,Vallejo,CT
Sal387,713.0,1.0,1.0,Marybeth,M,Salb,,,14497 FROSTWOOD BOULEVARD,,80085,Iqaluit,RI
bru388,346.0,9.0,1.0,Nawa,M,bruhl,,f,20880 PALM UPPER,,m5f 1u3,Lowell,TX
GAU389,482.0,8.0,3.0,Lydie,D,GAUDET,,,5049 mills avenue,,V6l 1w7,Rochester,Saskatchewan
LOB390,753.0,2.0,3.0,candida,D,LOBAUGH,L,T,21180 TRAFALGAR WAY,,35227,Salinas,CA
DAN391,691.0,10.0,5.0,wieslaw,M,DANBROOK,,m,4371 ASHFORD HOLLOW LANE,,70501,Buffalo,MN
SAL392,587.0,6.0,0.0,Joke,M,SALKINI,,m,21891 DEWEY STREET,,M9f 1t5,Cincinnati,AK
Mar393,566.0,0.0,5.0,MARY-MICHELLE,S,Marx,V,f,14835 westover boulevard,,T5D 1M9,Memphis,KS
Bra394,323.0,7.0,1.0,Txp,M,Bratten,P,m,6284 cordoba boulevard,,64182,Chicago,PA
Koc395,344.0,8.0,4.0,BRIT,M,Koch,,m,10905 apollo west,,79910,Mount Pearl,IA
Pla396,765.0,4.0,0.0,celestine,W,Platthy,U,,14817 BAILEY BOULEVARD,,07113,Palmdale,OH
mcc397,,7.0,4.0,amberly,W,mccuaig,,,22133 wesleyan way,,38138,Grand Rapids,ND
Des398,650.0,6.0,4.0,cayla,M,Despault,S,,10877 CENTURY CRESCENT,,92155,Whitehorse,IN
NOR399,466.0,,2.0,tonu,M,NORWOOD,,,16354 SAND RUE,,90772,Fort Wayne,CA
Paq400,538.0,3.0,,candace,W,Paquin,,M,2533 WOLFE NORTH,,V5c 1p9,Elizabeth,VT
Sfi401,780.0,8.0,4.0,Zbignew,M,Sfiroudis,A,M,5128 BELLWOOD CRESCENT,,95263,Fort Lauderdale,IN
Amo402,690.0,5.0,0.0,Ninnette,M,Amouzgar,N,M,5680 powers drive,,95260,Waco,KY
Say403,660.0,5.0,4.0,davita,W,Sayegh,,M,17774 applewood rue,,14201,Buffalo,MN
ang404,369.0,2.0,3.0,Lilias,U,angus,C,M,2777 durand crescent,,V6w 1v2,Providence,NH
lig405,368.0,6.0,4.0,CORILLA,M,lighthall,,F,8096 northland road,,60700,Chesapeake,GA
Sch406,434.0,4.0,0.0,Manuela,,Schwab,C,F,12880 whittington west,,10209,Austin,WY
BRA407,500.0,9.0,5.0,Lawrence,U,BRANNAN,,F,20917 carlingford crescent,,t5c 1l7,Chattanooga,Ontario
Coa408,521.0,1.0,3.0,NUNTEL,M,Coallier,N,,12397 ingersoll upper,,36167,Vancouver,IA
NAR409,573.0,4.0,0.0,RAMIZ,M,NARAYANAN,T,f,9818 PEARSON AVENUE,,06710,Fort Worth,WY
cai410,474.0,2.0,5.0,JORDAN,S,caine,,,17991 chamberlin way,,H5I 1Q9,Irving,MT
hol411,,2.0,4.0,Tedra,D,holdren,,M,3561 hilltop lower,,68508,Sterling Heights,WI
YED412,702.0,6.0,3.0,Carly,D,YEDEMA,,m,15129 ROSEMAN UPPER,,60634,Toronto,British Columbia
GIA413,314.0,7.0,3.0,sangman,U,GIAMBERARDINO,,,16777 stanford avenue,,64130,Great Falls,Quebec
TOO414,363.0,1.0,1.0,Sashenka,M,TOOTHMAN,,M,11790 graves west,,85044,Charlotte,OK
Sei415,467.0,10.0,1.0,Kenneth,M,Seiple,,M,19931 runyan crescent,,v6t 1u4,Fairbanks,WI
REN416,494.0,6.0,0.0,Kare,S,RENDON,,M,3681 HOLLY KNOLL CRESCENT,Apt. 250,19048,Fort Wayne,SD
Sax417,653.0,1.0,4.0,lani,D,Saxena,,,14290 BARBERRY RUE,,60744,Little Rock,New Brunswick
des418,337.0,3.0,5.0,herschel,W,deslauriers,,m,2648 miller street,,23465,Glendale,NV
KUH419,701.0,0.0,5.0,koen,S,KUHN,,,6454 kiel upper,,64144,Waterbury,MS
men420,632.0,10.0,5.0,Idt,S,mencer,A,,18338 bailey park,,S7d 1n4,Abilene,MT
Ado421,774.0,1.0,5.0,Ashly,D,Adolfie,F,F,3624 shelter way,,30303,Sherbrooke,NE
SHA422,589.0,2.0,3.0,Hadi,M,SHAMES,,m,12267 SPAULDING PARK,apt. 68,55177,Bismarck,Quebec
mcm423,574.0,7.0,,ITALO,M,mcminn,,,11538 KIMBERLEY BOULEVARD,,10182,San Diego,British Columbia
ver424,342.0,6.0,1.0,NANCY,S,vermette,,F,13056 beatty way,Suite 162,19108,Honolulu,OK
Bur425,305.0,4.0,5.0,CANDACE,M,Burrowes,,,22787 UNIVERSITY CRESCENT,,t6c 1k9,Baton Rouge,WY
kau426,647.0,2.0,2.0,mariaelena,M,kauffeldt,C,f,17027 9TH ROAD,,23278,Wichita,VA
mcc427,595.0,7.0,5.0,nathalie,D,mcconnell,W,f,3238 SKILLMAN COURT,Apt. 486,M7o 1b1,Ontario,New Brunswick
Ube428,426.0,2.0,1.0,Tedda,M,Uberig,P,M,22461 MORTON EAST,,77001,St. Johns,MD
Sel429,589.0,0.0,0.0,olympie,,Selisker,O,m,21889 west court,,m6u 1g8,Casper,OH
mai430,777.0,9.0,1.0,martha,W,maint,,,10724 voss lower,,85017,Paterson,RI
NIS431,768.0,9.0,4.0,VALERIA,U,NISHITH,,f,13653 collier avenue,,33131,Buffalo,LA
Hol432,505.0,6.0,3.0,GIANNA,M,Holvey,,,10638 QUENTIN PARK,,85012,Lansing,WI
log433,,2.0,4.0,rickey,,loggins,,,4139 PACE LOWER,,59406,West Valley,New Brunswick
Fra434,418.0,6.0,0.0,jennine,U,Frampton,,,6795 greenspoint street,,V5d 1n1,Santa Clara,New Brunswick
str435,729.0,10.0,0.0,Jerome,D,stronski,,M,10117 college upper,,33608,Wilmington,AK
pon436,676.0,9.0,3.0,ROBYN,U,pon,O,f,21021 winifred south,,V6e 1u2,North Las Vegas,NV
cro437,322.0,8.0,2.0,Enver,S,crossley,,F,15330 PAYNE DRIVE,,81014,Vallejo,TN
HAR438,608.0,3.0,0.0,Klarika,W,HARTIN,,,14675 kiel west,,M4j 1o7,Fort Collins,RI
Mat439,742.0,6.0,3.0,FIMA,D,Materna,B,M,408 johnson ferry avenue,,E7n 1k3,Nashville,Manitoba
Shi440,706.0,9.0,0.0,Berget,M,Shiell,J,,11141 waverly south,,77058,Charlottetown,LA
LAN441,522.0,5.0,4.0,PULAK,U,LANOUE,,,9645 hayden boulevard,,95227,Austin,MT
Pas442,530.0,2.0,5.0,Syd,U,Pastuszok,Q,,5395 trail lake lane,,t6d 1j4,Riverside,AK
PRO443,771.0,7.0,4.0,kaminsky,M,PROBS,,,14359 commerce west,,V6h 1s6,Montreal,Quebec
mar444,575.0,4.0,3.0,JACKLYN,U,marks,,m,14243 river place road,suite 169,V6C 1V6,Las Cruces,TN
san445,471.0,3.0,5.0,KRYSTN,W,sanschagrin,L,,13345 nautilus avenue,,M5F 1U3,Scottsdale,MN
RUD446,660.0,8.0,0.0,Dhanvinder,M,RUDDELL,,,14984 spaulding boulevard,,78257,Chandler,MT
doy447,640.0,,2.0,Cornelis,S,doyle,,,22189 south upper,,96808,Orlando,MN
Wie448,337.0,5.0,3.0,JDEREK,S,Wienert,,f,22089 pelican south,,H2c 1u2,Anchorage,WV
Kie449,630.0,8.0,,Julita,M,Kiebel,,m,12804 graves north,,37917,Hollywood,Saskatchewan
mor450,757.0,9.0,4.0,dorthea,W,moroz,B,f,926 nolan drive,,35296,Moreno Valley,AR
Mas451,847.0,9.0,,Ulrica,D,Massingale,,,19454 hilltop crescent,,90258,Tucson,Ontario
tho452,389.0,0.0,0.0,KARIE,U,thoms,,,4801 spaulding park,,90117,Modesto,VT
Sob453,810.0,1.0,1.0,Eadie,S,Sobiesiak,,F,24674 windchime court,,43604,Biloxi,KY
CAS454,791.0,4.0,4.0,Kristen,S,CASTRO-HERRERA,,f,23168 roxboro way,,A5d 1b1,Dallas,OK
Gab455,836.0,0.0,2.0,suzanna,M,Gabriel,,m,10168 crystal hills east,,35816,Warwick,CO
SYL456,308.0,7.0,4.0,Gerrard,U,SYLVESTER,J,,13535 colby avenue,,t5a 1y1,Chattanooga,Manitoba
Das457,,9.0,,GEER,M,Das,,,21292 eaton street,,v6t 1t4,Orlando,CA
Chu458,770.0,,0.0,XU,U,Chummun,,,5208 ross lane,,V6g 1r9,Manchester,WV
Pap459,679.0,0.0,3.0,Jirina,D,Paperno,P,F,7216 gates avenue,,h5k 1q9,Inglewood,WI
skr460,495.0,3.0,1.0,rafael,U,skruber,J,,22149 TOPPLE COURT,,98164,Wilmington,ME
Mia461,479.0,8.0,0.0,jocelin,D,Miao,,,9689 oakmont drive,,v6z 1v4,Aurora,WI
Jew462,838.0,1.0,4.0,bambie,M,Jew,,,695 marcus crescent,,T6c 1c7,Kitchener,NH
Dar463,774.0,0.0,0.0,Alb,U,Darcie,,M,5391 CLAY WEST,,38128,Hollywood,DE
Net464,443.0,6.0,4.0,Swact,U,Netdbs,,,2637 payne lower,,R3a 1n9,Ann Arbor,MS
HIC465,543.0,2.0,4.0,AYN,S,HICKMAN-MIOTT,,,8096 northland road,,99687,Victoria,AZ
Arc466,559.0,4.0,0.0,Chloe,M,Archibald,,,9078 nealy lower,,E7o 1l5,Kitchener,HI
Rud467,396.0,1.0,1.0,LAURENE,U,Ruddle,,F,21477 warren park,,77176,Bridgeport,NM
MOR468,,5.0,3.0,Natty,M,MORRIN,,,17129 kalani east,,v6e 1u2,Inglewood,Newfoundland
ras469,653.0,9.0,4.0,Annabal,M,rastelli,,F,19336 boll drive,,48153,Charleston,British Columbia
Bov470,848.0,0.0,2.0,Florance,M,Bovat,Y,,19778 frostwood drive,,64127,Mount Pearl,NJ
vel471,709.0,5.0,0.0,Emer,M,vellino,J,M,11019 WOODROW WEST,,85017,Denver,SD
Mit472,668.0,2.0,5.0,Sally,M,Mitrani,,M,4966 westpark south,,73111,Seattle,NJ
van473,351.0,0.0,3.0,Brier,W,vandenheuvel,,,20740 mayfair upper,,36620,Provo,OK
Til474,824.0,9.0,0.0,TERESE,,Tilson,,,16655 VENTURA NORTH,,93912,St. Paul,MI
Lar475,624.0,6.0,0.0,KRISTINE,M,Larche,,F,20040 ryder crescent,,94629,Mobile,IL
tro476,348.0,9.0,0.0,Rick,U,trojak,,,24313 congress crescent,,91912,Fargo,WI
WAI477,620.0,10.0,1.0,doralyn,S,WAINES,,f,5980 overton ridge drive,,T5a 1y5,San Buenaventura,KY
TOT478,809.0,8.0,0.0,SHINA,U,TOTINO,,,19136 WINNWOOD STREET,,77123,Concord,NE
sue479,412.0,10.0,3.0,ARIADNE,U,suer,,M,18583 granbury street,,V6R 1T4,Boston,VT
Yau480,316.0,7.0,0.0,Annice,S,Yau,W,,24438 cedar springs avenue,,29415,Norfolk,NE
Den481,692.0,9.0,,vmbackup,W,Denley,E,F,23788 linden drive,,T6B 1A6,Riverside,IL
kot482,642.0,4.0,3.0,Petra,,kotler,,M,15326 frostwood boulevard,,M4L 1M4,Rochester,NC
