gndr,frstnm,pstlcd,nmbrchldrn,nmbrcrs,wnrrntflg,phn,mddlntl,ncm,ddrssln1,ct,ntwrth,mplr,stt,gncd,crdtrtng,cntr,lstnm,nmbrcrdtcrds,mrtlstts,g,ddrssln2
,kpofwgtomgijnm,Xbgykqm,2.0,1.0,O,1-352-678-5471,,156048.0,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,Oakland,3874445.0,Phillips-Van Heusen,IL,czu7576,348.0,Canada,czuvw,3.0,M,38.0,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl
,Biflzgcqpqpbahquomftmjffohpwuy,NNCXIBTCXZA,5.0,1.0,O,1-906-600-9749,Z,63617.0,BESJDYZDIOIXKDFEHBQXBPW,Billings,437353.0,Wells Fargo,AZ,Ghr7577,598.0,United States of America,Ghrlcuscpesuzsdwqfwwbgh,8.0,M,68.0,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm
,ybdlwlwxispyswbiegrbsqqtywxr,mfwuio,2.0,2.0,O,1-093-018-2851,,244849.0,Ouopoqztakszwsfkthdbwndfjuqaelyd,Pueblo,2669917.0,Vornado Realty Trust,NY,Rwk7578,505.0,United States of America,Rwkdeshuwhwvmvmdnckmuvdt,9.0,U,93.0,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ
,Capzcewdt,Utgwrun,3.0,4.0,R,1-302-096-9321,,123585.0,Ivwhotvobwkshcixclfobqoljlaqohw,Sherbrooke,1466537.0,New York Times,WA,Uwi7579,839.0,United States of America,Uwinnbtdd,7.0,S,48.0,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri
,XKBLVBCCYKMIXABVTOTVPZCJRII,Wgulrhctjlg,1.0,1.0,U,1-915-044-3154,,391134.0,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,Sacramento,991860.0,Adobe Systems,GA,VXZ7580,672.0,United States of America,VXZTLDNZPYIFIKTIJRXS,2.0,S,96.0,CYQWJKJB
f,wmknfemsztimaphftadowlmbnp,Srhxvxe,5.0,5.0,O,1-040-274-3474,p,426759.0,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,Charlotte,,Valmont Industries,AZ,Ayk7581,696.0,United States of America,Aykkkc,3.0,M,58.0,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax
M,DHLVITRFJDXLTPAGMPMJ,Dadkihaohc,3.0,5.0,O,1-678-397-2739,,451737.0,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,El Paso,1816368.0,UAL,NV,lho7582,448.0,United States of America,lhodktal,5.0,W,63.0,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg
,Jdpqutldftwykfyhukveiaimoyyk,Fpoleiod,1.0,2.0,O,1-679-345-9939,,180822.0,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,Mesa,565246.0,AFLAC,TN,rzi7583,549.0,United States of America,rziprpcfwnirtuvrbfnuepq,9.0,S,18.0,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih
,Qiwemtdba,Cuaieflmccqp,2.0,4.0,O,1-093-616-0613,,205843.0,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,Simi Valley,1899339.0,VeraSun Energy,AL,Wds7584,705.0,United States of America,Wdsuorykxmvfxupyyjl,0.0,W,40.0,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb
M,JQKEDISZ,qiraymmapgf,3.0,4.0,O,1-546-131-8988,f,470985.0,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,St. Catharines,3873239.0,Magellan Health Services,TX,Xsj7585,387.0,United States of America,Xsjypvyfoqbiq,6.0,M,29.0,ccfzcxohrhrcnypedmhjovjyjrxi
,Gfuwa,Tsynomgib,1.0,2.0,,1-477-186-7432,v,318225.0,Nhgrkzjzcrjcerkwrugwul,Washington,767547.0,Emcor Group,WV,Lux7586,359.0,United States of America,Luxkby,7.0,U,21.0,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX
f,CTTUYHUUMMDTX,Amudllk,2.0,2.0,O,1-965-848-6954,,326044.0,,Chula Vista,1027999.0,Peabody Energy,ND,wxw7587,494.0,Canada,wxwhwasadsmxchyhlgrvnurte,9.0,M,41.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg
m,Wvtqm,ELQKT,1.0,1.0,,1-622-866-0937,e,,uiaoi,Montpelier,3428495.0,State Farm Insurance Cos.,Saskatchewan,pfz7588,345.0,United States of America,pfzjoarqopfjtzjalxxxeq,10.0,M,56.0,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv
M,xuwgpsvzcpxtoerndtr,Oiwac,0.0,2.0,O,1-040-217-2014,,187282.0,Wwonzdtvwkn,Mesa,1827180.0,Humana,VA,hlx7589,402.0,United States of America,hlxshqpvshstjerwclb,10.0,M,33.0,REHWDWEP
,Hnnzpokbygacjjgybkskf,Dqgzinvuxxy,0.0,2.0,O,1-101-684-2373,,,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,New Haven,2070007.0,News Corp.,ND,nyb7590,579.0,United States of America,nybiaaw,3.0,M,96.0,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG
,qsnivsknktiwjpqwnrlgftnmsrxkjc,Nchaajfkjvx,0.0,2.0,O,1-386-426-5849,O,,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,Indianapolis,,Torchmark,ND,Ltt7591,569.0,United States of America,Lttvvpjjavydrmbt,2.0,,35.0,DIMPFMEBDNHBCT
,pygsfvfpeofkdcugfvxdsqgmcgebfp,XEDMBUAMGXKH,4.0,0.0,O,1-598-816-0126,,306946.0,cezvfwtftwlwfrgrpxtuejvrgucexe,Stockton,3596263.0,Rock-Tenn,MS,gsz7592,745.0,United States of America,gszunimggpyfjzmivbwizzftuen,9.0,W,40.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD
,Zgxsuo,crxbrlj,,0.0,U,1-770-379-7700,,99663.0,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,Louisville,3719999.0,AGCO,WY,Kwp7593,320.0,,Kwpztgkknktyvdks,1.0,D,10.0,DVYTEPWCABNSGPTLJEMPQLTEWM
,ganifmdaqbltccwbqijtkypcetuq,Eytubbwi,4.0,2.0,R,,D,482013.0,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,Atlanta,3058439.0,,MA,AGM7594,591.0,United States of America,AGMCLBCUEPVBRKDKWAGBCFOLYET,4.0,M,59.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST
m,IYCOMORWDFSEKN,Lwftldizl,0.0,1.0,U,1-628-245-6238,u,180476.0,Ctgihaqlm,Milwaukee,2592932.0,United Stationers,AK,Ocn7595,,United States of America,Ocnds,10.0,M,70.0,
F,vdvdlfz,GSSFZNBZL,5.0,4.0,,1-813-787-2611,,285682.0,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,Fort Smith,1471273.0,McCormick,PA,Cmw7596,417.0,United States of America,Cmweamsabhudajyhpsohkpzcy,5.0,M,69.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv
,Sbwymtnwzhffkwjczlsnvrtcv,Nrnqtmjz,5.0,0.0,R,1-362-897-1162,V,455032.0,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,Knoxville,,National Life Group,MA,Dit7597,338.0,United States of America,Ditjvpiidkjkvxssfnctzcczb,8.0,M,96.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK
,qjjwbffbgxilxyarhjwdvo,Rzjxvum,,3.0,O,1-952-919-4878,S,356141.0,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,Idaho Falls,2410816.0,Hasbro,DC,Rmm7598,340.0,United States of America,Rmmasnivkq,9.0,S,9.0,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG
,JIXUQX,Accezkuzqrif,3.0,3.0,U,1-145-214-8009,,165667.0,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,Jacksonville,1059543.0,Tupperware Brands,RI,ekj7599,738.0,Canada,ekjvgcmzgobzeerrpfgefwvxlvfcua,5.0,U,39.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng
,Eqrxuc,LNZZPGOTEG,2.0,0.0,O,1-328-944-9786,A,459767.0,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,Stockton,379282.0,Covance,MA,wcq7600,597.0,United States of America,wcqqbslcxugdqpbzbmbqvlahw,7.0,S,31.0,MIMWGPPF
f,PDAXUXBMPOVTKJUR,YINOHET,2.0,2.0,R,1-899-864-9421,,106459.0,RSSNUTWWLOKIHRRTPEAFTLBF,Thousand Oaks,3271265.0,Interactive Brokers Group,Alberta,Klc7601,603.0,United States of America,Klcanpomjmuwosnasroukafsxtufz,4.0,M,64.0,Xpannac
,Adftxl,ddgkyv,1.0,,U,1-877-997-8896,,51021.0,Sachwqwddeyfxvagihsjxtcsibaejb,Nashua,1530364.0,SkyWest,AR,Jrd7602,662.0,,Jrdmn,5.0,D,38.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw
,Gaksvvggpbleteofow,Seiksuhglhj,4.0,2.0,R,1-750-900-0823,,494931.0,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,Tallahassee,3731860.0,Best Buy,VA,GDQ7603,838.0,United States of America,GDQESTOSFCKVLPZEQPNFIKQLTXB,0.0,W,47.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ
,Ijstknxzfzsvqmy,Ytgghhaxc,2.0,5.0,O,,,429859.0,Sbutxmtwkb,Brownsville,2488858.0,Sears Holdings,OR,fnm7604,791.0,United States of America,fnmqzceohwapysohiuofkhjpwzgv,9.0,M,,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds
,jvhwyzbcwdrrqmlbvpjwbohhemm,Ajlcdadx,4.0,1.0,O,1-347-704-7823,e,,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,Charlotte,2301347.0,Frontier Oil,ID,Ymu7605,692.0,Canada,Ymuvinagbzdhiwglzfacood,7.0,S,76.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh
,nhhjbqktsr,Daivf,3.0,0.0,O,1-228-976-2888,R,464086.0,mnkidgiyajigobghpnkdvauwiubpjb,Oakland,1736571.0,Automatic Data Processing,IA,Pxj7606,673.0,,Pxjmfwpwm,8.0,W,60.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS
,Lmhtjwddyqbzlxgv,xrquzcptycg,,3.0,O,,M,207651.0,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,Fort Wayne,2399483.0,,TN,Rsd7607,331.0,Canada,Rsdlvo,7.0,U,73.0,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox
,BXFLGQTJSJDQAUCXXJXWHTQU,shigmwk,,4.0,O,1-760-429-1328,,260418.0,Fmrydeogisvvtrpsfonolelpnqcbkrr,Chula Vista,2982744.0,Comerica,Nova Scotia,Qqh7608,744.0,United States of America,Qqhwdyopkfs,2.0,U,37.0,BPPKDY
,Tlaihggmhfiuezhjgps,enehob,1.0,5.0,U,1-253-879-8833,Q,,Xhggtfwyslxvgeiuzjfxewcsweefq,Peoria,1611011.0,Baldor Electric,Ontario,udq7609,446.0,United States of America,udqexswxytatsvxw,6.0,M,50.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr
,DSRXJZKFJTIVXLBAX,RNLAKRXSPA,4.0,0.0,O,1-401-256-3483,M,316963.0,,Lexington,2999167.0,Commercial Metals,MD,Ghl7610,,Canada,Ghlflxgkavpsqvkpun,0.0,M,0.0,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain
f,Annsrbdzywmpqvigpn,Hlezt,,5.0,O,1-175-910-8245,,84046.0,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,Salem,,,AR,mtk7611,,Canada,mtkfmxripistepftjaxfosviokgqsf,,W,,Xuqmcmxaigbk
,Mrawpcvb,Iyqmkpcjx,3.0,0.0,O,1-565-191-3419,,368990.0,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,San Jose,3307491.0,Molina Healthcare,Saskatchewan,QIY7612,723.0,United States of America,QIYQRALNIIONMKDZB,9.0,M,,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq
,yociu,klgnkcaedht,0.0,2.0,O,1-921-688-5401,,124382.0,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,Kansas City,2057260.0,Plains All American Pipeline,OH,Ohz7613,348.0,Canada,Ohzpaqjtc,2.0,S,81.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI
,DQNVNWPYSMLDGXJVBUHUKDLRSLN,Jsombikj,0.0,2.0,O,1-925-155-0170,,9263.0,Gvdteormavfflajkedaclod,Windsor,53179.0,Agilent Technologies,VA,djg7614,666.0,United States of America,djgtucxplpftr,,M,52.0,EECYCMJAJGNQBRSKW
,wfnjfn,Xtckbvng,4.0,2.0,U,1-185-691-2951,,334181.0,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,Chicago,690086.0,AutoZone,ID,Iad7615,,United States of America,Iaduje,3.0,M,68.0,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi
,WWWEN,YPUWSVRD,1.0,0.0,R,1-067-518-3854,H,314001.0,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,Evansville,2025465.0,,WI,EMG7616,844.0,United States of America,EMGQKGEOTCGAFGDZVTRUAVGZYPM,8.0,M,,hgandkyzsnb
,Krjcfgq,Ifxvsnt,4.0,1.0,O,1-188-554-1671,,168309.0,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,Honolulu,695307.0,Universal Health Services,MS,Hjn7617,766.0,Canada,Hjnljezrxojeaoustvawackahexa,8.0,M,36.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd
M,Fxmpengjsaf,EAOJPQVWBNZ,4.0,2.0,O,1-168-215-2223,D,322765.0,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,Cleveland,3238398.0,Time Warner,OK,CYP7618,521.0,United States of America,CYPTBBGPWKKKFNOUHJ,10.0,M,31.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk
,Eobtk,fhirgl,5.0,1.0,O,1-228-022-3056,h,311253.0,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,Livonia,1213578.0,Sealed Air,GA,KPN7619,306.0,United States of America,KPNRNVLRFUTOWOERTCSIRQZ,7.0,W,55.0,QTWXYHMLBYQ
,Abahrdfcbtscoblhaovnjkbx,Lahfziy,5.0,5.0,R,1-926-766-1124,x,140296.0,Blsmawjjdmdamrhqyqgzmbkfa,Little Rock,103708.0,Sprint Nextel,TN,Vbi7620,411.0,United States of America,Vbimifwtrtvb,9.0,W,66.0,SDEAIMDWRSKXTFCPHWF
F,bhephgijqbu,tofdjef,5.0,1.0,O,1-538-797-1948,,439984.0,Stofpzwyhkpmuq,Halifax,1086081.0,,SC,ehb7621,,United States of America,ehbcbdctlcspuvwbqveohanmkolbw,3.0,M,22.0,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps
F,KECNVVPGTOXHIGOUAWLHU,rckzx,0.0,5.0,O,1-627-234-0841,C,454011.0,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,Peoria,1349626.0,Quiksilver,AR,TMQ7622,702.0,United States of America,TMQACIIUMYYZHYX,8.0,U,51.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB
a,xppmtvztaifqynlbmofxonnus,MMLJKBGXD,5.0,1.0,R,1-876-492-0782,y,191541.0,,San Jose,1083092.0,Valspar,MT,Lsb7623,842.0,United States of America,Lsbutxufufshmkqnscnhx,1.0,S,26.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex
M,kzntoukktuqqfuyeo,banusio,1.0,2.0,R,1-436-946-7319,u,,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,Charlotte,1662799.0,Timken,WY,Dpz7624,528.0,United States of America,Dpzpfctp,0.0,U,100.0,Lhwkvadxwcjobcggyuighvqlcm
,TDRLAQZARCGRAMDDMCWP,Safkd,3.0,3.0,R,1-281-780-2897,,,cnckvldjedzgdqhy,Hilo,3548540.0,,WY,Zuj7625,300.0,United States of America,Zujmcfzznpfohsdp,5.0,W,13.0,
,shbaeyxyrjfietruntrdeyqkc,DHTLWJDXLRW,1.0,2.0,O,1-421-286-4139,,269215.0,,Yonkers,881414.0,Occidental Petroleum,WV,Jqk7626,752.0,United States of America,Jqkozdva,7.0,S,11.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx
m,Zururxrihusergiba,RORIUHK,4.0,0.0,O,1-908-354-2709,,193126.0,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,Modesto,1712200.0,,CA,ijb7627,303.0,Canada,ijbcvbgglqupyentiqncsnswyygl,0.0,M,62.0,Alukohji
F,QZLCPVRKZMTENMREVZT,bxgwhohh,5.0,3.0,O,1-466-560-2530,U,462618.0,qehomraquwxrkb,Louisville,847446.0,Massey Energy,Alberta,NMO7628,418.0,United States of America,NMOXMHMVUDGY,10.0,M,13.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach
f,dvbflygvxrizbclmqwoajkvnzoufc,SRARKMXOD,3.0,3.0,O,1-578-686-8082,,212026.0,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,Eugene,344294.0,Weyerhaeuser,New Brunswick,Tef7629,667.0,United States of America,Tefewe,4.0,W,23.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB
,mtnubdnrdoivcuqmapqhtvzkixw,hwugfvlttol,4.0,1.0,U,1-166-077-1436,Z,371024.0,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,Buffalo,1534879.0,National Fuel Gas,British Columbia,Sdj7630,441.0,United States of America,Sdjhq,7.0,D,51.0,Kxxipkohacffav
m,Nzljqsbgutsixlosfedpmlzl,zgsllav,2.0,3.0,O,1-535-320-1881,,235810.0,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,Santa Fe,3897101.0,Pep Boys,DE,Pbr7631,471.0,United States of America,Pbrfgfdwedgrmifitr,0.0,U,2.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof
m,Ealrdsynhtadihmsl,Mszwfhpj,,2.0,O,1-633-495-6478,,347270.0,Kobkgkfebuucmenkiwfomkpzvbqksljtanzpffqcbmerezuplwjemxtcbgfijlplqkbvt,Springfield,3064442.0,Neiman Marcus,CT,Ice7632,701.0,United States of America,Icejebxweavlnddpjz,9.0,W,,onxyyslcmbyxpfjuykowqpwqi
,xfjdwfentojva,Yqfxb,2.0,5.0,R,1-398-680-0278,,399212.0,TAIWTM,Anchorage,2016524.0,BlackRock,Quebec,ZWG7633,323.0,United States of America,ZWGIV,1.0,D,82.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy
m,Zvowaelneuhpxzphpvtgvfz,ypmuep,5.0,4.0,O,1-185-976-7770,,439561.0,Twqwqcihxcqtsikjrbkpdkcjvilxxwufcseemmxkpaevfnnugdvcqakfvfskapafcnvyd,Winnipeg,37745.0,McGraw-Hill,NJ,Evw7634,846.0,United States of America,Evwthrqmqfpsbpdqojtqzpjmpoea,10.0,M,94.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP
m,fmdcjzjekrwrirumyvfuqnnkxzr,Xthtecuu,4.0,3.0,O,1-490-238-8219,c,29980.0,Wvsmbbadsaukihzirleqmihmfjfafpipekvdkefyphameghcopkjeesgzzrbcermehabkebgrek,Waco,503752.0,Family Dollar Stores,MN,Lhl7635,850.0,United States of America,Lhlatzfku,8.0,M,16.0,Krdmgygwnziumjdtybwyw
,Ohetzpmilrphnhnasiisaypdl,Xjzpdio,5.0,2.0,U,1-891-741-2112,N,28693.0,gftdszadvqouvqfmwwscgcdqwrqbpwtnqurrsyiwhkcvhuocznwtwvy,Stockton,2115180.0,Teleflex,NE,LYB7636,,United States of America,LYBUGCXZYJSERVQKQJKNIIW,,M,43.0,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO
M,VAUWGMVOILXNGKB,Rgthehdvvlh,2.0,1.0,O,1-849-918-0984,x,106794.0,Phqspowfoiqmszxy,Boston,839222.0,,VA,Ijb7637,564.0,Canada,Ijbmwiomutrflaupolplmfjsqh,3.0,M,76.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues
f,Tnwgmuvaaqmxskkyqnvrmnmul,ysexit,5.0,3.0,O,1-426-168-3142,,340598.0,XDPEFDQIMFNMCO,Memphis,1851334.0,Imation,PA,Zhf7638,558.0,United States of America,Zhftulgpedd,4.0,S,0.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew
m,mtovrkjvtfkennjujgpegknnck,Wscgcsbwlzj,,1.0,O,1-757-910-8931,r,490597.0,FSSAAXLAMAPBOMTNUFG,Sydney,1348251.0,PPL,WV,PYU7639,417.0,United States of America,PYUHQOCHAUAWGKHHLXQNUWZTEBN,0.0,U,33.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy
,Lwxdv,AUQJTIMK,2.0,2.0,O,1-468-325-0119,F,499685.0,AKWOIATLDDKU,Shreveport,2722392.0,Smithfield Foods,WY,Iku7640,487.0,Canada,Ikufiibsvk,6.0,U,62.0,
m,Ftvuzjdzocqmcoxvrbqcna,Weqnwrwrbcgx,0.0,2.0,O,1-383-310-7894,,62285.0,Awzdulnpokgxmcpktscqulqpvxabgunakhqq,Modesto,1785161.0,Macy's,MN,HBZ7641,639.0,United States of America,HBZACUNNIOTFKFSTCILLC,9.0,M,8.0,Bnbfbxvqxtngv
M,Hnbgeuii,facqrtjqjmd,5.0,5.0,O,1-353-727-2029,,320885.0,VANVGDDSYEK,Hull,2823578.0,Torchmark,VT,Pco7642,625.0,United States of America,Pcofbhaqeemibnkjtsoxmdibmpquo,3.0,U,4.0,BYTRQAUTQWENJWAKLFVQEHKDYJALLKWO
,Fykbowmpxpbb,OCNCREZ,3.0,5.0,O,1-028-849-5461,,184669.0,TVTDULLNHUZPDNEEKSXEGPXDNE,Yonkers,2123972.0,Herman Miller,WV,Ybv7643,,United States of America,Ybvjle,1.0,D,39.0,XDXUKYODQUUHZQCBQEZZQCMWQMQBUUEJTNSZIBPMEPLOP
,Ruagwhiorgizpmbphjerywjrr,JXOGSVJ,0.0,0.0,R,1-480-785-4021,F,126989.0,phbmzmktzmjbzbkqsvgsvojcoukqnfkdnyszoeqyprkqroesnbjv,Atlanta,112782.0,Kindred Healthcare,IN,Rim7644,,United States of America,Rimdakhncfjlrbor,3.0,S,90.0,nkftfznscqodxukjlmjmztlnhvcaaxmcagvke
,teldp,Iqtso,4.0,1.0,,1-443-132-4138,,48144.0,HWAWSSEUGGKEXQDESYXFHWZ,Hayward,248311.0,Arch Coal,MS,gnf7645,460.0,Canada,gnfkwjxmvkbeh,3.0,M,7.0,Qydqhbagvjtuivmefsuswajpijxzrnjxehoevanlkivlnnfncirniymupsrolidbsqjovm
F,Tmhxnpfgyifx,Uxgvbwop,4.0,5.0,O,1-143-020-1234,C,377787.0,Tbgfcjvdnlvfdbsflxuslzugybolmyrvhvnmxmsmbjqjbzyhchsimsksjsmefqpcmz,Savannah,3719851.0,Whirlpool,CO,Wxp7646,793.0,United States of America,Wxphiul,8.0,,95.0,Mbxglsrssswfglfkjrjmedkyvtchipxrc
m,Fpchjcvsrkakkqqsojokdrg,Ovsiu,5.0,5.0,O,1-475-304-3486,N,323782.0,,Fullerton,1920385.0,Arrow Electronics,PA,Dxh7647,821.0,Canada,Dxhuevhfuceqmpoolmuhflp,8.0,U,59.0,Fincpjxbqwdfuluknajcaxdhgnkkcwwbfrdfbrqfqqsvmkhnw
,Heiehcgec,Frqdqbs,2.0,3.0,O,1-677-882-6792,,31880.0,NASLRGJGXPDOGNJSHNLNGBCXJVO,Overland Park,576903.0,Rock-Tenn,DE,Aqo7648,,United States of America,Aqopbqsxqxjj,6.0,S,13.0,Ujullatqqlqdeavpcpzhhoscdnspvktckvmdjhdniiqn
,sgapkfrztiyyayezulvi,waiitdv,3.0,5.0,O,1-151-067-7411,s,390190.0,Qehqgkzddwjunisyacybbnmrmkunpfvrnhfizwrrzbtgfgphxpoonkwajc,Alexandria,1855037.0,R.H. Donnelley,Prince Edward Island,fen7649,643.0,United States of America,fenowyirqcdcwwo,8.0,D,58.0,Eymghd
,Nohjtayoycptngwoitqzhmuf,Vlmzifrfolfs,1.0,4.0,O,1-645-553-4591,,413821.0,Wxsvopaiebzotntohnhbnlweijvcpcixjlldrgjwkkejcj,Fort Collins,2954046.0,Pall,TN,CMQ7650,817.0,Canada,CMQIHWYKNOLSX,2.0,U,67.0,ZCSEIEDDDMOVRBHWWTUUMAROGAJCSMTYNASUNDOIDTZDWBVQQJBOMANTK
f,QIGFYQTIPFYCR,DKXNSUJQRKGM,2.0,1.0,O,1-670-793-5351,,301451.0,bwkeulfgsowudelmesxzkmxymtsophjwhtgpfexigpkxyptnpyxrnkomowwfgwmynrvpawzb,Santa Fe,952096.0,Burlington Coat Factory,CA,Yhb7651,702.0,United States of America,Yhbbdqabnbldfqhnofnxdrzrj,10.0,,68.0,Vqdxskijczxliokh
